
[00:00:00.000 --> 00:00:03.000]  可能大家都看過這幅畫
[00:01:52.000 --> 00:01:54.000]  我這個年紀就認識了
[00:01:54.000 --> 00:01:56.000]  不過我一點點也認識
[00:01:56.000 --> 00:01:59.000]  就是描寫梵高的那幅畫
[00:01:59.000 --> 00:02:01.000]  我唱兩句給你們聽
[00:02:01.000 --> 00:02:08.000]  你們喜歡也可以跟我唱
[00:02:08.000 --> 00:02:11.000]  Starry starry night
[00:02:11.000 --> 00:02:14.000]  Paint your planet blue and grey
[00:02:14.000 --> 00:02:17.000]  Look out on a summer's day
[00:02:17.000 --> 00:02:21.000]  If I didn't know the darkness in my soul
[00:02:21.000 --> 00:02:23.000]  Shadows on the hills
[00:02:23.000 --> 00:02:26.000]  Scratch the trees and the daffodils
[00:02:26.000 --> 00:02:29.000]  Catch the breeze and the winter chills
[00:02:29.000 --> 00:02:33.000]  In colours on the snowy inner land
[00:02:33.000 --> 00:02:36.000]  Now I understand
[00:02:36.000 --> 00:02:39.000]  What you try to say to me
[00:02:39.000 --> 00:02:43.000]  How you suffer for your sanity
[00:02:43.000 --> 00:02:45.000]  How you try to set them free
[00:02:45.000 --> 00:02:49.000]  They would not listen, they did not know how
[00:02:49.000 --> 00:02:52.000]  Perhaps they listen now
[00:02:52.000 --> 00:02:54.000]  然後唱Starry starry night
[00:02:54.000 --> 00:02:56.000]  繼續唱下去
[00:02:56.000 --> 00:02:59.000]  天上的繁星
[00:02:59.000 --> 00:03:03.000]  梵高嘗試在調色板上畫出
[00:03:03.000 --> 00:03:06.000]  天是藍和灰
[00:03:06.000 --> 00:03:10.000]  但當他由夏日的窗口望出去
[00:03:10.000 --> 00:03:14.000]  他看見山上的陰影
[00:03:14.000 --> 00:03:18.000]  他也發現他靈魂裏面的黑暗
[00:03:18.000 --> 00:03:21.000]  他嘗試去畫出那些樹
[00:03:21.000 --> 00:03:24.000]  和那些水仙花
[00:03:24.000 --> 00:03:28.000]  但他更嘗試去掌握那些風
[00:03:28.000 --> 00:03:30.000]  春天的風吹過
[00:03:30.000 --> 00:03:33.000]  還有冬天的寒風
[00:03:33.000 --> 00:03:37.000]  而且他嘗試在雪地畫出了色彩
[00:03:37.000 --> 00:03:39.000]  這首歌的作者說
[00:03:39.000 --> 00:03:40.000]  現在我明白
[00:03:40.000 --> 00:03:42.000]  你有什麼想告訴我
[00:03:42.000 --> 00:03:45.000]  其實你是很痛苦
[00:03:45.000 --> 00:03:47.000]  因著你的心靈的問題
[00:03:47.000 --> 00:03:48.000]  你的精神病
[00:03:48.000 --> 00:03:51.000]  你有很多的痛苦
[00:03:51.000 --> 00:03:53.000]  而你看見那些人那麼多苦難
[00:03:53.000 --> 00:03:55.000]  你很想他們自由
[00:03:55.000 --> 00:03:57.000]  但是他們好像不聽
[00:03:57.000 --> 00:04:00.000]  不過或者當你畫下這些畫
[00:04:00.000 --> 00:04:03.000]  可以讓人聽得到這些
[00:04:03.000 --> 00:04:07.000]  看得到這些自由的希望
[00:04:07.000 --> 00:04:08.000]  梵高呢
[00:04:08.000 --> 00:04:10.000]  他的樣子是這樣的
[00:04:10.000 --> 00:04:11.000]  這個是他的朋友畫的
[00:04:11.000 --> 00:04:13.000]  這個是真正的樣子
[00:04:13.000 --> 00:04:15.000]  但他畫自己不是的
[00:04:15.000 --> 00:04:17.000]  他畫自己是很醜的
[00:04:17.000 --> 00:04:21.000]  很少人會將自己畫得很醜
[00:04:21.000 --> 00:04:22.000]  我都不是很帥
[00:04:22.000 --> 00:04:23.000]  我常常看一些照片
[00:04:23.000 --> 00:04:24.000]  好像自己都很帥
[00:04:24.000 --> 00:04:26.000]  人是喜歡這樣的
[00:04:26.000 --> 00:04:28.000]  我就是希望自己帥一點
[00:04:28.000 --> 00:04:31.000]  但為什麼畫得那麼醜呢
[00:04:31.000 --> 00:04:36.000]  因為他表達他的內心有很多痛苦
[00:04:36.000 --> 00:04:38.000]  其實梵高很多人不知道
[00:04:38.000 --> 00:04:40.000]  他是一個虔誠的基督徒
[00:04:40.000 --> 00:04:42.000]  他也是做過傳教士
[00:04:42.000 --> 00:04:44.000]  很多人不知道他做過使徒
[00:04:44.000 --> 00:04:46.000]  他爸爸是牧師
[00:04:46.000 --> 00:04:47.000]  所以他年輕的時候
[00:04:47.000 --> 00:04:49.000]  他願意做一個宣教士
[00:04:49.000 --> 00:04:52.000]  去到那些煤礦工人當中工作
[00:04:52.000 --> 00:04:55.000]  但是十九世紀西方的社會
[00:04:55.000 --> 00:04:56.000]  就好像我們今天
[00:04:56.000 --> 00:04:58.000]  中國的社會很類似
[00:04:58.000 --> 00:05:00.000]  社會有很多不公平
[00:05:00.000 --> 00:05:01.000]  很多貧窮
[00:05:01.000 --> 00:05:04.000]  他看到煤礦工人的生活
[00:05:04.000 --> 00:05:06.000]  很多的苦楚
[00:05:06.000 --> 00:05:10.000]  他嘗試將這些窮人的生活畫下來
[00:05:10.000 --> 00:05:11.000]  這幅很著名的
[00:05:11.000 --> 00:05:13.000]  吃馬鈴薯的女人
[00:05:13.000 --> 00:05:16.000]  是他用那種灰沉和咖啡色
[00:05:16.000 --> 00:05:19.000]  去表達窮人的生活
[00:05:19.000 --> 00:05:21.000]  他們只有馬鈴薯吃
[00:05:21.000 --> 00:05:24.000]  現在我們就不是那麼多馬鈴薯
[00:05:24.000 --> 00:05:26.000]  我們吃大魚大肉
[00:05:26.000 --> 00:05:28.000]  不過偶爾做幾個番薯
[00:05:28.000 --> 00:05:29.000]  說有益
[00:05:29.000 --> 00:05:32.000]  那個年代只吃這些
[00:05:32.000 --> 00:05:37.000]  這幅畫我們看到一個媽媽在補衣服
[00:05:37.000 --> 00:05:40.000]  一個女孩可能沒機會讀書
[00:05:40.000 --> 00:05:42.000]  他將窮人的生活畫出來
[00:05:42.000 --> 00:05:44.000]  一個受苦的女人
[00:05:44.000 --> 00:05:46.000]  他們為生活為貧窮
[00:05:46.000 --> 00:05:48.000]  有很多的擔心
[00:05:48.000 --> 00:05:51.000]  他近期在田地上畫出
[00:05:51.000 --> 00:05:53.000]  那些背著很多馬鈴薯走的女人
[00:05:53.000 --> 00:05:55.000]  那時候女人很艱苦
[00:05:55.000 --> 00:05:56.000]  她背著很重的東西
[00:05:56.000 --> 00:05:57.000]  我去過貧窮的地方
[00:05:57.000 --> 00:05:58.000]  女人是很大力的
[00:05:58.000 --> 00:05:59.000]  我知道
[00:05:59.000 --> 00:06:01.000]  我看到非洲那些女人
[00:06:01.000 --> 00:06:03.000]  要擔那些很重的水
[00:06:03.000 --> 00:06:05.000]  而她那些水
[00:06:05.000 --> 00:06:07.000]  因為她的井很遠
[00:06:07.000 --> 00:06:08.000]  我試一下擔
[00:06:08.000 --> 00:06:09.000]  我擔不起
[00:06:09.000 --> 00:06:12.000]  一手拿上頭頂就走
[00:06:12.000 --> 00:06:14.000]  原來窮的地方
[00:06:14.000 --> 00:06:16.000]  女人都很大力
[00:06:16.000 --> 00:06:18.000]  到我們這個年代
[00:06:18.000 --> 00:06:21.000]  老婆開個蓋都不夠力
[00:06:21.000 --> 00:06:28.000]  但是那時候一手拿一個大水擔上頭
[00:06:28.000 --> 00:06:32.000]  還有這幅是將冬天的色彩畫出來
[00:06:32.000 --> 00:06:35.000]  冬天的色彩就是
[00:06:35.000 --> 00:06:37.000]  在雪地上應該沒什麼顏色
[00:06:37.000 --> 00:06:41.000]  她將這些貧苦的農民背著的蜜缸
[00:06:41.000 --> 00:06:42.000]  在這裡走
[00:06:42.000 --> 00:06:45.000]  後面有一個很美麗的夕陽
[00:06:45.000 --> 00:06:46.000]  很重的蜜缸
[00:06:46.000 --> 00:06:48.000]  我在中國的農村
[00:06:48.000 --> 00:06:50.000]  我第一次去農村了解
[00:06:50.000 --> 00:06:53.000]  發覺剛剛秋收的時候
[00:06:53.000 --> 00:06:56.000]  很多小朋友擔著很重的蜜缸在走
[00:06:56.000 --> 00:06:59.000]  這些叫做艱苦的生活
[00:06:59.000 --> 00:07:02.000]  但是她將這些都畫得很美
[00:07:02.000 --> 00:07:06.000]  但是這幅我覺得比較震撼
[00:07:06.000 --> 00:07:09.000]  這個表情我經常看到
[00:07:09.000 --> 00:07:12.000]  這是我媽媽的表情
[00:07:12.000 --> 00:07:15.000]  我小時候看到媽媽的痛苦
[00:07:15.000 --> 00:07:17.000]  一個受苦的女人
[00:07:17.000 --> 00:07:20.000]  因為我媽媽本來是讀英國文學
[00:07:20.000 --> 00:07:22.000]  很出色的一個女人
[00:07:22.000 --> 00:07:25.000]  但是當她嫁給我爸爸
[00:07:25.000 --> 00:07:27.000]  我爸爸是才子
[00:07:27.000 --> 00:07:28.000]  很高大英俊
[00:07:28.000 --> 00:07:32.000]  一天寫首詩給我媽媽就追到她了
[00:07:32.000 --> 00:07:37.000]  但是想不到爸爸後來在香港有精神病
[00:07:37.000 --> 00:07:40.000]  因為為了國家的多難
[00:07:40.000 --> 00:07:44.000]  他沒有機會貢獻國家讀很多書
[00:07:44.000 --> 00:07:46.000]  而到大躍進失敗
[00:07:46.000 --> 00:07:47.000]  很多人餓死
[00:07:47.000 --> 00:07:49.000]  三年的饑荒的時候
[00:07:49.000 --> 00:07:51.000]  爸爸有精神病
[00:07:51.000 --> 00:07:55.000]  媽媽看著那個她很崇拜的丈夫
[00:07:55.000 --> 00:07:58.000]  突然變成很可怕的一個人
[00:07:58.000 --> 00:08:01.000]  所以我小時候看到媽媽就是這個表情
[00:08:01.000 --> 00:08:04.000]  很多女人很艱苦
[00:08:04.000 --> 00:08:08.000]  因為家庭很多的重擔
[00:08:08.000 --> 00:08:13.000]  她這幅畫也畫出一個老人家
[00:08:13.000 --> 00:08:16.000]  可能在很多痛苦的回憶當中
[00:08:16.000 --> 00:08:23.000]  有很多他心中的憂愁和痛苦的回憶
[00:08:23.000 --> 00:08:25.000]  在這些痛苦裡面
[00:08:25.000 --> 00:08:29.000]  我想起我在中國看到的一些景象
[00:08:29.000 --> 00:08:32.000]  就是煤礦工人
[00:08:32.000 --> 00:08:34.000]  中國剛剛開放的時期
[00:08:34.000 --> 00:08:38.000]  有些人背著很重很重的煤在走
[00:08:38.000 --> 00:08:40.000]  貧窮
[00:08:40.000 --> 00:08:43.000]  還有在火車經過
[00:08:43.000 --> 00:08:46.000]  我第一次回中國剛剛開放的時候
[00:08:46.000 --> 00:08:47.000]  經過石家莊
[00:08:47.000 --> 00:08:50.000]  火車停下來就有很多農民
[00:08:50.000 --> 00:08:53.000]  拿些東西給火車的人買
[00:08:53.000 --> 00:08:56.000]  好像這個婆婆拿著一些玉米
[00:08:56.000 --> 00:09:00.000]  但是我自己就看到一些賣雞的
[00:09:00.000 --> 00:09:03.000]  一些中年女人
[00:09:03.000 --> 00:09:07.000]  燒了一些雞在火車的巷口賣
[00:09:07.000 --> 00:09:10.000]  三塊人民幣很便宜
[00:09:10.000 --> 00:09:13.000]  那時候風沙吹過
[00:09:13.000 --> 00:09:15.000]  很多風沙從北京一直吹下來
[00:09:15.000 --> 00:09:17.000]  從蒙古吹下來
[00:09:17.000 --> 00:09:20.000]  那些雞上面我看到是椒鹽雞
[00:09:20.000 --> 00:09:23.000]  賣了出來是風沙雞
[00:09:23.000 --> 00:09:26.000]  但是我給她五塊錢叫她找
[00:09:26.000 --> 00:09:28.000]  因為五塊錢很正常
[00:09:28.000 --> 00:09:29.000]  習慣找錢
[00:09:29.000 --> 00:09:31.000]  原來她窮到沒有錢找
[00:09:31.000 --> 00:09:33.000]  所以給她五塊錢她沒有錢找
[00:09:33.000 --> 00:09:35.000]  慘了我那時候也很窮
[00:09:35.000 --> 00:09:37.000]  兩塊錢也很多
[00:09:37.000 --> 00:09:40.000]  火車開始開
[00:09:40.000 --> 00:09:42.000]  我想這兩塊錢也沒有了
[00:09:42.000 --> 00:09:44.000]  但是我想不到這個女人
[00:09:44.000 --> 00:09:45.000]  是追著火車
[00:09:45.000 --> 00:09:46.000]  火車一直追追
[00:09:46.000 --> 00:09:47.000]  給我多一隻雞
[00:09:47.000 --> 00:09:49.000]  她虧蝕一塊錢
[00:09:49.000 --> 00:09:50.000]  這些叫做道德
[00:09:50.000 --> 00:09:52.000]  那時候中國人真的很有道德
[00:09:52.000 --> 00:09:55.000]  這些是農民工的工作
[00:09:55.000 --> 00:09:57.000]  我們看到在城市工作
[00:09:57.000 --> 00:09:59.000]  很辛苦很疲倦的人
[00:09:59.000 --> 00:10:01.000]  躺在那裡
[00:10:01.000 --> 00:10:03.000]  但是這麼貧窮的家
[00:10:03.000 --> 00:10:06.000]  你發覺他後面畫了幾幅畫
[00:10:06.000 --> 00:10:10.000]  他嘗試將他貧苦的生命
[00:10:10.000 --> 00:10:14.000]  用色彩來點綴
[00:10:14.000 --> 00:10:18.000]  或者我們看到人生很多艱難
[00:10:18.000 --> 00:10:23.000]  當很多難民湧去歐洲
[00:10:23.000 --> 00:10:28.000]  很多人妻離子散家破人亡
[00:10:28.000 --> 00:10:30.000]  不過我們覺得人生雖然艱難
[00:10:30.000 --> 00:10:33.000]  但是每次當我們舉手望天
[00:10:33.000 --> 00:10:35.000]  望星空
[00:10:35.000 --> 00:10:39.000]  總覺得這個宇宙這麼優美
[00:10:39.000 --> 00:10:42.000]  這個宇宙好像每次都告訴我們
[00:10:42.000 --> 00:10:44.000]  人生還有希望
[00:10:44.000 --> 00:10:47.000]  因為宇宙的美讓我們知道後面
[00:10:47.000 --> 00:10:50.000]  是有掌管的能力
[00:10:50.000 --> 00:10:53.000]  特別當很寧靜的晚上
[00:10:53.000 --> 00:10:54.000]  看到星空
[00:10:54.000 --> 00:10:56.000]  在香港很難
[00:10:56.000 --> 00:10:58.000]  昨晚港福堂我講完
[00:10:58.000 --> 00:11:00.000]  你出去看看有沒有星空
[00:11:00.000 --> 00:11:01.000]  多數沒有
[00:11:01.000 --> 00:11:03.000]  回到家在電視那裡會看到
[00:11:03.000 --> 00:11:06.000]  星爺在那裡演戲
[00:11:06.000 --> 00:11:11.000]  但是前一陣子我去過雲南和越南邊界
[00:11:11.000 --> 00:11:13.000]  在雲南那個叫老山
[00:11:13.000 --> 00:11:14.000]  是打仗的地方
[00:11:14.000 --> 00:11:15.000]  很窮苦的
[00:11:15.000 --> 00:11:19.000]  我們支持那裡的麻略坡縣
[00:11:19.000 --> 00:11:21.000]  那裡全中國最窮的地方
[00:11:21.000 --> 00:11:25.000]  但是政府幫他建了一間很漂亮的中學
[00:11:25.000 --> 00:11:28.000]  政府現在有錢開始建造教育
[00:11:28.000 --> 00:11:30.000]  那個縣長覺得很威風
[00:11:30.000 --> 00:11:32.000]  讓我看看那間中學多漂亮
[00:11:32.000 --> 00:11:34.000]  晚上就在操場那裡走
[00:11:34.000 --> 00:11:36.000]  很大很大那裡弄得
[00:11:36.000 --> 00:11:37.000]  周圍都很窮
[00:11:37.000 --> 00:11:39.000]  特別是那間學校漂亮
[00:11:39.000 --> 00:11:41.000]  但是我在操場走
[00:11:41.000 --> 00:11:44.000]  我突然間感覺很寧靜
[00:11:44.000 --> 00:11:46.000]  天上的星宿出來
[00:11:46.000 --> 00:11:49.000]  當月亮從山後面出來
[00:11:49.000 --> 00:11:52.000]  很久沒有這麼寧靜
[00:11:52.000 --> 00:11:54.000]  我們在很繁囂的世界生活
[00:11:54.000 --> 00:11:56.000]  很久沒有這麼寧靜
[00:11:56.000 --> 00:11:58.000]  突然間又有星空這麼漂亮
[00:11:58.000 --> 00:12:01.000]  原來春日的微風
[00:12:01.000 --> 00:12:04.000]  或者秋天的清風吹過都很漂亮
[00:12:04.000 --> 00:12:07.000]  最近中國閱兵
[00:12:07.000 --> 00:12:08.000]  9月3日閱兵
[00:12:08.000 --> 00:12:10.000]  9月2日去到北京
[00:12:10.000 --> 00:12:13.000]  為什麼那些人這麼充滿笑容呢
[00:12:13.000 --> 00:12:15.000]  因為那天全部沒什麼車開
[00:12:15.000 --> 00:12:17.000]  所以那些的士司機充滿笑容
[00:12:17.000 --> 00:12:20.000]  很快從機場半個小時就去到黃浦井
[00:12:20.000 --> 00:12:21.000]  這麼快
[00:12:21.000 --> 00:12:22.000]  撞車他們都笑笑口
[00:12:22.000 --> 00:12:23.000]  不知道為什麼
[00:12:23.000 --> 00:12:26.000]  中國撞車當然會吵架
[00:12:26.000 --> 00:12:28.000]  撞車兩個司機都是的士司機
[00:12:28.000 --> 00:12:29.000]  走出來笑笑口
[00:12:29.000 --> 00:12:31.000]  50元搞定
[00:12:31.000 --> 00:12:32.000]  50元又笑笑口
[00:12:32.000 --> 00:12:33.000]  50元搞定
[00:12:33.000 --> 00:12:35.000]  他不給你5000元
[00:12:35.000 --> 00:12:38.000]  原來沒車那天大家很開心
[00:12:38.000 --> 00:12:40.000]  那天全部不讓上班
[00:12:40.000 --> 00:12:41.000]  不讓開門
[00:12:41.000 --> 00:12:42.000]  因為保安問題
[00:12:42.000 --> 00:12:43.000]  所有店關了
[00:12:43.000 --> 00:12:46.000]  然後秋天清風吹過北京的樹
[00:12:46.000 --> 00:12:48.000]  原來北京這麼幸福
[00:12:48.000 --> 00:12:49.000]  現在才覺得
[00:12:49.000 --> 00:12:51.000]  如果不是很繁囂的城市
[00:12:51.000 --> 00:12:53.000]  怎麼會幸福呢
[00:12:53.000 --> 00:12:55.000]  原來寧靜
[00:12:55.000 --> 00:12:58.000]  你會體會到宇宙那種味
[00:12:58.000 --> 00:13:01.000]  所以梵哥嘗試將天上的星畫出來
[00:13:01.000 --> 00:13:02.000]  讓我們看見
[00:13:02.000 --> 00:13:04.000]  雖然他看到世界有很多痛苦
[00:13:04.000 --> 00:13:06.000]  他自己也有很多痛苦
[00:13:06.000 --> 00:13:07.000]  但是他知道
[00:13:07.000 --> 00:13:09.000]  這個宇宙是有希望的
[00:13:09.000 --> 00:13:11.000]  他嘗試畫出太陽
[00:13:11.000 --> 00:13:13.000]  用印象派的手法
[00:13:13.000 --> 00:13:16.000]  將太陽的陽光畫成一點一點
[00:13:16.000 --> 00:13:18.000]  地上的樹
[00:13:18.000 --> 00:13:21.000]  還有綠色的天空的太陽
[00:13:21.000 --> 00:13:25.000]  配著下面的蜜田
[00:13:25.000 --> 00:13:27.000]  在這裡隔和的人
[00:13:27.000 --> 00:13:29.000]  這種驚人的美
[00:13:29.000 --> 00:13:33.000]  還有當葡萄熟了
[00:13:33.000 --> 00:13:34.000]  人們摘葡萄
[00:13:34.000 --> 00:13:37.000]  後面有一個美麗的夕陽
[00:13:37.000 --> 00:13:41.000]  葡萄是做紅酒用的
[00:13:41.000 --> 00:13:45.000]  法國人很喜歡喝紅酒
[00:13:45.000 --> 00:13:47.000]  很多工人的努力
[00:13:47.000 --> 00:13:49.000]  才摘了一些葡萄下來
[00:13:49.000 --> 00:13:52.000]  讓他看到天地
[00:13:52.000 --> 00:13:54.000]  原來很美
[00:13:54.000 --> 00:13:57.000]  他又畫了農田
[00:13:57.000 --> 00:13:59.000]  一片清脆的農田
[00:13:59.000 --> 00:14:03.000]  他另外嘗試將天畫出來
[00:14:03.000 --> 00:14:05.000]  天上的雲
[00:14:05.000 --> 00:14:07.000]  地上的綠草
[00:14:07.000 --> 00:14:09.000]  當山雨欲來
[00:14:09.000 --> 00:14:10.000]  風滿流的時候
[00:14:10.000 --> 00:14:11.000]  一片灰塵
[00:14:11.000 --> 00:14:13.000]  好像沒什麼色彩
[00:14:13.000 --> 00:14:16.000]  但他卻是將幾點紅色的花朵
[00:14:16.000 --> 00:14:17.000]  點上大地
[00:14:17.000 --> 00:14:19.000]  點出色彩
[00:14:19.000 --> 00:14:21.000]  有沒有人畫過風?
[00:14:21.000 --> 00:14:23.000]  風是畫不出來
[00:14:23.000 --> 00:14:25.000]  但當風吹過蜜田
[00:14:25.000 --> 00:14:26.000]  鳥兒飛起
[00:14:26.000 --> 00:14:28.000]  天上有歲雲
[00:14:28.000 --> 00:14:30.000]  梵高又將天地的美
[00:14:30.000 --> 00:14:32.000]  天地的風畫出來
[00:14:32.000 --> 00:14:35.000]  他感覺到原來
[00:14:35.000 --> 00:14:37.000]  其實他那時很痛苦的期間
[00:14:37.000 --> 00:14:38.000]  但他走過蜜田
[00:14:38.000 --> 00:14:39.000]  被風吹過
[00:14:39.000 --> 00:14:41.000]  他就感覺到舒服
[00:14:41.000 --> 00:14:42.000]  除了大地的美
[00:14:42.000 --> 00:14:45.000]  還有大海
[00:14:45.000 --> 00:14:49.000]  當大海海浪拍打沙灘
[00:14:49.000 --> 00:14:51.000]  當黃昏的時候
[00:14:51.000 --> 00:14:53.000]  漁船從遠方回來
[00:14:53.000 --> 00:14:56.000]  夕陽令到整個海都變成金色
[00:14:56.000 --> 00:15:00.000]  漁民拉著船上海灘
[00:15:00.000 --> 00:15:03.000]  每一個景象都那麼優美
[00:15:03.000 --> 00:15:05.000]  這個地方是梵高的家
[00:15:05.000 --> 00:15:07.000]  我去過他那裡
[00:15:07.000 --> 00:15:12.000]  他家後面有一個很綠的花園
[00:15:12.000 --> 00:15:15.000]  他畫出來比真那個更漂亮
[00:15:15.000 --> 00:15:17.000]  而他的心
[00:15:17.000 --> 00:15:19.000]  這是後人畫的
[00:15:19.000 --> 00:15:21.000]  他心好像一個透明的心靈
[00:15:21.000 --> 00:15:24.000]  他看到樹、花、天
[00:15:24.000 --> 00:15:28.000]  更看到星、看到月亮
[00:15:28.000 --> 00:15:30.000]  每一個天地的美都震撼著
[00:15:30.000 --> 00:15:33.000]  這個藝術家的心靈
[00:15:33.000 --> 00:15:36.000]  他這一切後面是一個根源
[00:15:36.000 --> 00:15:39.000]  他畫了他家附近的一間禮拜堂
[00:15:39.000 --> 00:15:43.000]  他爸爸就是那個小禮拜堂的牧師
[00:15:43.000 --> 00:15:45.000]  他的禮拜堂很小
[00:15:45.000 --> 00:15:47.000]  坐了十多二十人
[00:15:47.000 --> 00:15:48.000]  我看一看
[00:15:48.000 --> 00:15:51.000]  跟廣福堂沒得比
[00:15:51.000 --> 00:15:53.000]  但他爸爸很忠心
[00:15:53.000 --> 00:15:56.000]  在那裡牧養十多二十人
[00:15:56.000 --> 00:15:59.000]  然後養大梵高
[00:15:59.000 --> 00:16:02.000]  而梵高的那本聖經
[00:16:02.000 --> 00:16:04.000]  他畫了他那本聖經出來
[00:16:04.000 --> 00:16:06.000]  很大本的聖經
[00:16:06.000 --> 00:16:09.000]  當時就是靠點蠟燭來看書
[00:16:09.000 --> 00:16:13.000]  他在那裡畫出了聖經
[00:16:13.000 --> 00:16:15.000]  這個顯示他的心靈
[00:16:15.000 --> 00:16:20.000]  是有某一種神聖的力量
[00:16:20.000 --> 00:16:24.000]  他嘗試畫聖經的主題的話
[00:16:24.000 --> 00:16:29.000]  他把後面的山谷用藍色來表達
[00:16:29.000 --> 00:16:34.000]  而這個受傷的人就是聖經著名的故事
[00:16:34.000 --> 00:16:38.000]  就是那個很撒瑪利亞的人去幫助一個猶太人
[00:16:38.000 --> 00:16:41.000]  一個被強盜打傷搶劫的人
[00:16:41.000 --> 00:16:44.000]  是沒有人救他的時候
[00:16:44.000 --> 00:16:47.000]  忽然間有一個人去救他
[00:16:47.000 --> 00:16:49.000]  那個是他們認為看不起的人
[00:16:49.000 --> 00:16:51.000]  是一些雜種的人叫撒瑪利亞人
[00:16:51.000 --> 00:16:53.000]  所以耶穌基督說這個故事
[00:16:53.000 --> 00:16:57.000]  其實是告訴人不要看不起不同族裔的人
[00:16:57.000 --> 00:17:01.000]  這個撒瑪利亞人去救了猶太人
[00:17:01.000 --> 00:17:05.000]  這幅畫畫出那個被救者的神情
[00:17:05.000 --> 00:17:08.000]  他全身依靠著那個人救他
[00:17:08.000 --> 00:17:12.000]  那個人也充滿了那個毀身
[00:17:12.000 --> 00:17:16.000]  全身去把他托到雷仔那裡
[00:17:16.000 --> 00:17:19.000]  他嘗試表達救贖
[00:17:19.000 --> 00:17:21.000]  救贖的主題
[00:17:21.000 --> 00:17:25.000]  耶穌的畫,梵高不是畫得很多
[00:17:25.000 --> 00:17:27.000]  很可惜,因為他比較早死
[00:17:27.000 --> 00:17:29.000]  我嘗試用其他畫家
[00:17:29.000 --> 00:17:33.000]  是他的年代或他年代之後的畫家畫的
[00:17:33.000 --> 00:17:35.000]  你猜這個是誰呢?
[00:17:35.000 --> 00:17:39.000]  這個是誰呢?明星?
[00:17:39.000 --> 00:17:41.000]  不是,這個就是耶穌
[00:17:41.000 --> 00:17:45.000]  這個就是著名的Dali
[00:17:45.000 --> 00:17:48.000]  就是超現實主義,梵高之後
[00:17:48.000 --> 00:17:50.000]  Dali畫的耶穌
[00:17:50.000 --> 00:17:53.000]  我兒子以前聽到耶穌
[00:17:53.000 --> 00:17:55.000]  他以為耶穌是指油鬚
[00:17:55.000 --> 00:17:57.000]  因為是鬚字
[00:17:57.000 --> 00:18:00.000]  他看到這幅畫是油鬚
[00:18:00.000 --> 00:18:03.000]  所以我見到當時有個叫蔡啟仁弟兄
[00:18:03.000 --> 00:18:04.000]  油汁鬚
[00:18:04.000 --> 00:18:06.000]  我兒子以為是耶穌
[00:18:06.000 --> 00:18:10.000]  很感動地看著他
[00:18:10.000 --> 00:18:14.000]  耶穌通常在畫上表達
[00:18:14.000 --> 00:18:19.000]  是一個歷盡滄桑的中年人
[00:18:19.000 --> 00:18:21.000]  但我看這幅畫
