
[00:00:00.000 --> 00:00:03.000]  在和平的日子
[00:03:43.000 --> 00:03:45.000]  我們就看到了一個結果
[00:03:45.000 --> 00:03:46.000]  就是上帝的道
[00:03:46.000 --> 00:03:48.000]  興旺了起來
[00:03:48.000 --> 00:03:49.000]  讓我們
[00:03:49.000 --> 00:03:52.000]  一起來再一次的同心禱告
[00:03:52.000 --> 00:03:54.000]  主我們感謝禰的話語
[00:03:54.000 --> 00:03:55.000]  我們
[00:03:55.000 --> 00:03:58.000]  每次把禰的話語打開的時候
[00:03:58.000 --> 00:03:59.000]  我們就求禰
[00:03:59.000 --> 00:04:00.000]  使我們
[00:04:00.000 --> 00:04:02.000]  渴慕只聽禰的聲音
[00:04:02.000 --> 00:04:04.000]  所以天父我們祈求禰
[00:04:04.000 --> 00:04:06.000]  讓我們只聽到禰的聲音
[00:04:06.000 --> 00:04:07.000]  我們禱告
[00:04:07.000 --> 00:04:08.000]  奉主耶穌的名祈求
[00:04:08.000 --> 00:04:10.000]  阿們
[00:04:10.000 --> 00:04:12.000]  今天呢我要講的題目
[00:04:12.000 --> 00:04:14.000]  是關於我們
[00:04:14.000 --> 00:04:17.000]  要如何做和平之子
[00:04:17.000 --> 00:04:19.000]  所以我會把接下來的焦點呢
[00:04:19.000 --> 00:04:20.000]  放在
[00:04:20.000 --> 00:04:21.000]  如何
[00:04:21.000 --> 00:04:22.000]  可以在
[00:04:22.000 --> 00:04:24.000]  這麼嚴峻的一個
[00:04:24.000 --> 00:04:25.000]  時期
[00:04:25.000 --> 00:04:28.000]  我們能夠做和平之子
[00:04:28.000 --> 00:04:29.000]  有人說
[00:04:29.000 --> 00:04:31.000]  這是最差的時期
[00:04:31.000 --> 00:04:33.000]  也是最好的時期
[00:04:33.000 --> 00:04:35.000]  基本上我覺得
[00:04:35.000 --> 00:04:37.000]  這句話對我們基督徒
[00:04:37.000 --> 00:04:39.000]  信仰的考驗也是真實的
[00:04:39.000 --> 00:04:41.000]  在這個時候
[00:04:41.000 --> 00:04:42.000]  我們要考驗自己
[00:04:42.000 --> 00:04:45.000]  我們能不能夠做一個和平的人
[00:04:45.000 --> 00:04:46.000]  和平
[00:04:46.000 --> 00:04:47.000]  我不知道
[00:04:47.000 --> 00:04:49.000]  對你來說是什麼的概念
[00:04:49.000 --> 00:04:51.000]  我自己呢
[00:04:51.000 --> 00:04:53.000]  以前也犯了一個錯誤
[00:04:53.000 --> 00:04:55.000]  每次主日學的時候
[00:04:55.000 --> 00:04:56.000]  或者講道的時候
[00:04:56.000 --> 00:04:57.000]  聽到和平
[00:04:57.000 --> 00:05:00.000]  我就把它當作是理所當然的
[00:05:00.000 --> 00:05:01.000]  好像很容易
[00:05:01.000 --> 00:05:03.000]  不跟人家爭吵
[00:05:03.000 --> 00:05:05.000]  就可以成爲一個和平的人
[00:05:05.000 --> 00:05:06.000]  但是
[00:05:06.000 --> 00:05:08.000]  在嚴峻的時期
[00:05:08.000 --> 00:05:10.000]  我們面對考驗的時候
[00:05:10.000 --> 00:05:11.000]  我們要問自己
[00:05:11.000 --> 00:05:13.000]  我們能不能夠
[00:05:13.000 --> 00:05:15.000]  真的從內心
[00:05:15.000 --> 00:05:17.000]  就真有和平
[00:05:17.000 --> 00:05:21.000]  能不能夠在面對真實的考驗的時候
[00:05:21.000 --> 00:05:24.000]  能夠仍然做和平之子
[00:05:24.000 --> 00:05:25.000]  所以這裏呢
[00:05:25.000 --> 00:05:28.000]  我會簡單的跟大家分享
[00:05:28.000 --> 00:05:29.000]  六個方面
[00:05:29.000 --> 00:05:33.000]  我們可以怎麼樣做和平之子
[00:05:33.000 --> 00:05:34.000]  第一
[00:05:34.000 --> 00:05:36.000]  我們要快快的聽
[00:05:36.000 --> 00:05:37.000]  我相信
[00:05:37.000 --> 00:05:38.000]  接下來這段經文
[00:05:38.000 --> 00:05:39.000]  這集的經文
[00:05:39.000 --> 00:05:41.000]  是大家非常熟悉的
[00:05:41.000 --> 00:05:43.000]  我們一起把它念出來好不好
[00:05:43.000 --> 00:05:44.000]  一 二 起
[00:05:44.000 --> 00:05:47.000]  你們個人要快快的聽
[00:05:47.000 --> 00:05:48.000]  慢慢的說
[00:05:48.000 --> 00:05:50.000]  慢慢的動怒
[00:05:50.000 --> 00:05:52.000]  因爲人的怒氣
[00:05:52.000 --> 00:05:55.000]  並不成就神的意
[00:05:55.000 --> 00:05:57.000]  因爲人的怒氣
[00:05:57.000 --> 00:05:59.000]  並不怎麼樣
[00:05:59.000 --> 00:06:02.000]  並不成就神的意
[00:06:02.000 --> 00:06:05.000]  這個是我常常要給自己的提醒
[00:06:05.000 --> 00:06:07.000]  因爲
[00:06:07.000 --> 00:06:10.000]  我也是一個性情暴躁的人
[00:06:10.000 --> 00:06:11.000]  我以前很喜歡
[00:06:11.000 --> 00:06:14.000]  就是把那個道理跟人家爭辯
[00:06:14.000 --> 00:06:15.000]  爭辯到
[00:06:15.000 --> 00:06:20.000]  最好是能夠說服你
[00:06:20.000 --> 00:06:21.000]  我就以爲
[00:06:21.000 --> 00:06:23.000]  這樣就是達成了公義
[00:06:23.000 --> 00:06:24.000]  但是呢
[00:06:24.000 --> 00:06:26.000]  我常常被這句話提醒
[00:06:26.000 --> 00:06:27.000]  不
[00:06:27.000 --> 00:06:28.000]  人的怒氣
[00:06:28.000 --> 00:06:32.000]  並不成就神的意
[00:06:32.000 --> 00:06:34.000]  我們回到今天的這段經文
[00:06:34.000 --> 00:06:35.000]  我們要問自己一個問題
[00:06:35.000 --> 00:06:36.000]  就是
[00:06:36.000 --> 00:06:37.000]  在這段經文裏面
[00:06:37.000 --> 00:06:40.000]  是什麼人向什麼人投訴呢
[00:06:40.000 --> 00:06:41.000]  你還記得嗎
[00:06:41.000 --> 00:06:42.000]  是什麼人
[00:06:42.000 --> 00:06:43.000]  到底是什麼人
[00:06:43.000 --> 00:06:45.000]  向什麼人投訴呢
[00:06:45.000 --> 00:06:47.000]  我們回去看一看
[00:06:47.000 --> 00:06:49.000]  這裏說
[00:06:49.000 --> 00:06:52.000]  說希臘話的猶太人
[00:06:52.000 --> 00:06:54.000]  向希伯來人發怨言
[00:06:54.000 --> 00:06:56.000]  你有沒有留意到
[00:06:56.000 --> 00:06:59.000]  誰向誰投訴
[00:06:59.000 --> 00:07:01.000]  以前我們可能會誤會
[00:07:01.000 --> 00:07:05.000]  以爲希臘人在向猶太人投訴
[00:07:05.000 --> 00:07:07.000]  但是聖經這裏讓我們看見
[00:07:07.000 --> 00:07:11.000]  是說希臘話的猶太人
[00:07:11.000 --> 00:07:15.000]  在向希伯來人投訴
[00:07:15.000 --> 00:07:16.000]  猶太人
[00:07:16.000 --> 00:07:17.000]  希伯來人
[00:07:17.000 --> 00:07:20.000]  他們都是一個同族
[00:07:20.000 --> 00:07:22.000]  都是猶太人
[00:07:22.000 --> 00:07:23.000]  爲什麼會強調一個
[00:07:23.000 --> 00:07:27.000]  說希臘話的猶太人呢
[00:07:27.000 --> 00:07:29.000]  因爲歷史的原因
[00:07:29.000 --> 00:07:31.000]  他們不管是饑荒
[00:07:31.000 --> 00:07:33.000]  祖先需要逃難
[00:07:33.000 --> 00:07:35.000]  跑到不同的地方去居住
[00:07:35.000 --> 00:07:38.000]  在那邊落地生根
[00:07:38.000 --> 00:07:39.000]  生了下一代
[00:07:39.000 --> 00:07:40.000]  第三代
[00:07:40.000 --> 00:07:41.000]  第四代
[00:07:41.000 --> 00:07:42.000]  一直在那邊
[00:07:42.000 --> 00:07:46.000]  當希臘帝國統治整個地區
[00:07:46.000 --> 00:07:48.000]  後來羅馬帝國統治
[00:07:48.000 --> 00:07:50.000]  很多人在那裏出世的
[00:07:50.000 --> 00:07:51.000]  他說的是什麼呢
[00:07:51.000 --> 00:07:53.000]  希臘話
[00:07:53.000 --> 00:07:55.000]  他是說希臘話的猶太人
[00:07:55.000 --> 00:07:58.000]  是不在猶太出生的
[00:07:58.000 --> 00:07:59.000]  對嗎
[00:07:59.000 --> 00:08:06.000]  他們本是同根生
[00:08:06.000 --> 00:08:08.000]  我們常常也會看見
[00:08:08.000 --> 00:08:09.000]  我們有同族的人
[00:08:09.000 --> 00:08:12.000]  在不同的地方來成長
[00:08:12.000 --> 00:08:14.000]  也是本是同根生
[00:08:14.000 --> 00:08:17.000]  這裏他們投訴的是什麼呢
[00:08:17.000 --> 00:08:20.000]  他們是投訴了些什麼問題呢
[00:08:20.000 --> 00:08:21.000]  聖經告訴我們
[00:08:21.000 --> 00:08:25.000]  他們這些講希臘話的人
[00:08:25.000 --> 00:08:27.000]  的孤兒寡婦
[00:08:27.000 --> 00:08:30.000]  在每天的膳食的事情上
[00:08:30.000 --> 00:08:33.000]  沒有得到供應
[00:08:33.000 --> 00:08:36.000]  被忽略了
[00:08:36.000 --> 00:08:37.000]  聖經有沒有說
[00:08:37.000 --> 00:08:38.000]  是什麼原因
[00:08:38.000 --> 00:08:40.000]  他們的膳食被忽略了呢
[00:08:40.000 --> 00:08:43.000]  沒有
[00:08:43.000 --> 00:08:46.000]  但是聖經說的一個事實是什麼呢
[00:08:46.000 --> 00:08:50.000]  這件事情是一個投訴
[00:08:50.000 --> 00:08:52.000]  在這裏我們看見
[00:08:52.000 --> 00:08:53.000]  我們如果說
[00:08:53.000 --> 00:08:54.000]  我們要快快地聽
[00:08:54.000 --> 00:08:58.000]  當時候如果你是負責這班人的領袖
[00:08:58.000 --> 00:09:00.000]  你是十二個使徒
[00:09:00.000 --> 00:09:03.000]  你需要怎麼樣快快地聽呢
[00:09:03.000 --> 00:09:05.000]  要聽什麼
[00:09:05.000 --> 00:09:07.000]  要聽誰的
[00:09:07.000 --> 00:09:08.000]  首先
[00:09:08.000 --> 00:09:09.000]  我覺得
[00:09:09.000 --> 00:09:12.000]  在我們自己身上要學的功課也是
[00:09:12.000 --> 00:09:14.000]  要問自己一個問題
[00:09:14.000 --> 00:09:16.000]  我要聽什麼
[00:09:16.000 --> 00:09:19.000]  最重要的是我們要聽真實的
[00:09:19.000 --> 00:09:20.000]  聽真實的
[00:09:20.000 --> 00:09:22.000]  是不是有這件事啊
[00:09:22.000 --> 00:09:25.000]  要記得當時候是很多人他們居住在一起
[00:09:25.000 --> 00:09:26.000]  他們不只是投訴
[00:09:26.000 --> 00:09:28.000]  我們的孤兒寡婦
[00:09:28.000 --> 00:09:30.000]  沒有得到足夠的供應的安排
[00:09:30.000 --> 00:09:31.000]  管理分配
[00:09:31.000 --> 00:09:34.000]  他們可能還會有謠言
[00:09:34.000 --> 00:09:35.000]  對嗎
[00:09:35.000 --> 00:09:37.000]  一定是你們
[00:09:37.000 --> 00:09:39.000]  自己人只照顧自己人
[00:09:39.000 --> 00:09:41.000]  忽略了我們
[00:09:41.000 --> 00:09:42.000]  也有這樣的聲音
[00:09:42.000 --> 00:09:43.000]  有可能
[00:09:43.000 --> 00:09:45.000]  作爲
[00:09:45.000 --> 00:09:47.000]  我們如果要做和平之子
[00:09:47.000 --> 00:09:49.000]  首先我們要學的是
[00:09:49.000 --> 00:09:50.000]  聽清楚
[00:09:50.000 --> 00:09:52.000]  好好地聽
[00:09:52.000 --> 00:09:53.000]  也不要
[00:09:53.000 --> 00:09:54.000]  小看他們的投訴
[00:09:54.000 --> 00:09:56.000]  說你們想象出來的
[00:09:56.000 --> 00:09:57.000]  沒有這回事
[00:09:57.000 --> 00:09:59.000]  千萬不要這樣子
[00:09:59.000 --> 00:10:01.000]  我們如果要做和平之子
[00:10:01.000 --> 00:10:03.000]  首先我們要聽清楚
[00:10:03.000 --> 00:10:05.000]  什麼是真相
[00:10:05.000 --> 00:10:06.000]  聽清楚
[00:10:06.000 --> 00:10:08.000]  什麼是真相
[00:10:08.000 --> 00:10:10.000]  然後我們要聽到
[00:10:10.000 --> 00:10:11.000]  關鍵的問題
[00:10:11.000 --> 00:10:12.000]  到底
[00:10:12.000 --> 00:10:13.000]  是什麼
[00:10:13.000 --> 00:10:14.000]  這段經文呢
[00:10:14.000 --> 00:10:16.000]  也讓我們看到呢
[00:10:16.000 --> 00:10:18.000]  有三個方面很有意思的
[00:10:18.000 --> 00:10:19.000]  就是
[00:10:19.000 --> 00:10:20.000]  聽誰的
[00:10:20.000 --> 00:10:21.000]  誰說什麼
[00:10:21.000 --> 00:10:22.000]  首先第一
[00:10:22.000 --> 00:10:24.000]  我們先看衆人
[00:10:24.000 --> 00:10:26.000]  衆人他們帶來的是什麼呢
[00:10:26.000 --> 00:10:28.000]  投訴
[00:10:28.000 --> 00:10:29.000]  對嗎
[00:10:29.000 --> 00:10:31.000]  他們帶來的是投訴
[00:10:31.000 --> 00:10:32.000]  如果
[00:10:32.000 --> 00:10:34.000]  當時候的十二使徒
[00:10:34.000 --> 00:10:35.000]  沒有
[00:10:35.000 --> 00:10:37.000]  用心地去聆聽他們的投訴
[00:10:37.000 --> 00:10:40.000]  把他們的問題只是撇在一邊
[00:10:40.000 --> 00:10:43.000]  就會造成很多很多的困難
[00:10:43.000 --> 00:10:44.000]  可是
[00:10:44.000 --> 00:10:45.000]  十二使徒他們是
[00:10:45.000 --> 00:10:46.000]  很細心地
[00:10:46.000 --> 00:10:48.000]  去聽他們的投訴
[00:10:48.000 --> 00:10:49.000]  所以才知道
[00:10:49.000 --> 00:10:51.000]  他們是在講
[00:10:51.000 --> 00:10:52.000]  說
[00:10:52.000 --> 00:10:54.000]  希臘話的
[00:10:54.000 --> 00:10:55.000]  猶太人的
[00:10:55.000 --> 00:10:58.000]  孤兒寡婦
[00:10:58.000 --> 00:11:00.000]  聽得清不清楚
[00:11:00.000 --> 00:11:02.000]  聽得非常非常清楚
[00:11:02.000 --> 00:11:03.000]  所以這是
[00:11:03.000 --> 00:11:05.000]  做領袖
[00:11:05.000 --> 00:11:06.000]  一個很重要的數字
[00:11:06.000 --> 00:11:08.000]  你要去用心地
[00:11:08.000 --> 00:11:09.000]  去聆聽
[00:11:09.000 --> 00:11:10.000]  然後呢
[00:11:10.000 --> 00:11:11.000]  我們看到
[00:11:11.000 --> 00:11:12.000]  十二使徒
[00:11:12.000 --> 00:11:14.000]  他們的處理的方法是
[00:11:14.000 --> 00:11:16.000]  揀選了七個人
[00:11:16.000 --> 00:11:17.000]  這七個人
[00:11:17.000 --> 00:11:18.000]  要
[00:11:18.000 --> 00:11:19.000]  被聖靈充滿
[00:11:19.000 --> 00:11:20.000]  要有好名聲
[00:11:20.000 --> 00:11:21.000]  要有
[00:11:21.000 --> 00:11:23.000]  充足的智慧
[00:11:23.000 --> 00:11:25.000]  所以我們可以想象
[00:11:25.000 --> 00:11:26.000]  他們是
[00:11:26.000 --> 00:11:27.000]  怎麼樣呢
[00:11:27.000 --> 00:11:28.000]  以後
[00:11:28.000 --> 00:11:29.000]  對於這個
[00:11:29.000 --> 00:11:32.000]  關於這個管理飯食的事情呢
[00:11:32.000 --> 00:11:34.000]  我們都聽他們七個的
[00:11:34.000 --> 00:11:35.000]  對嗎
[00:11:35.000 --> 00:11:36.000]  這個是
[00:11:36.000 --> 00:11:38.000]  比較合理的一種做法
[00:11:38.000 --> 00:11:39.000]  我舉個例子
[00:11:39.000 --> 00:11:41.000]  比如說
[00:11:41.000 --> 00:11:42.000]  我們當中
[00:11:42.000 --> 00:11:44.000]  有人生病了
[00:11:44.000 --> 00:11:46.000]  生了一個很複雜的病
[00:11:46.000 --> 00:11:47.000]  然後呢
[00:11:47.000 --> 00:11:49.000]  我們是不是問這裏的
[00:11:49.000 --> 00:11:51.000]  兩百多個人
[00:11:51.000 --> 00:11:54.000]  你們覺得他是生什麼病呢
[00:11:54.000 --> 00:11:55.000]  還是我們是
[00:11:55.000 --> 00:11:56.000]  問一問
[00:11:56.000 --> 00:11:58.000]  當中有沒有醫生
[00:11:58.000 --> 00:11:59.000]  我們會問
[00:11:59.000 --> 00:12:00.000]  當中有沒有醫生
[00:12:00.000 --> 00:12:03.000]  智慧充足的人
[00:12:03.000 --> 00:12:05.000]  對於這方面的知識
[00:12:05.000 --> 00:12:07.000]  來給我們答案
[00:12:07.000 --> 00:12:08.000]  同意嗎
[00:12:08.000 --> 00:12:09.000]  基本上
[00:12:09.000 --> 00:12:11.000]  他們就是在當時的情況
[00:12:11.000 --> 00:12:12.000]  要揀選
[00:12:12.000 --> 00:12:13.000]  適當的人
[00:12:13.000 --> 00:12:14.000]  來做決定
[00:12:14.000 --> 00:12:15.000]  所以
[00:12:15.000 --> 00:12:16.000]  最後
[00:12:16.000 --> 00:12:17.000]  要聽他們怎麼樣
[00:12:17.000 --> 00:12:20.000]  去分配這些食物
[00:12:20.000 --> 00:12:21.000]  第三
[00:12:21.000 --> 00:12:22.000]  要聽誰的呢
[00:12:22.000 --> 00:12:23.000]  十二使徒
[00:12:23.000 --> 00:12:25.000]  他們的處理是什麼呢
[00:12:25.000 --> 00:12:27.000]  是一個宏觀的處理
[00:12:27.000 --> 00:12:29.000]  一個宏觀的處理
[00:12:29.000 --> 00:12:30.000]  他們說
[00:12:30.000 --> 00:12:32.000]  我們不能
[00:12:32.000 --> 00:12:34.000]  我們不能去做這件事情
[00:12:34.000 --> 00:12:36.000]  我們的責任是什麼呢
[00:12:36.000 --> 00:12:37.000]  祈禱
[00:12:37.000 --> 00:12:38.000]  傳道
[00:12:38.000 --> 00:12:39.000]  所以
[00:12:39.000 --> 00:12:40.000]  我們去做這件事情
[00:12:40.000 --> 00:12:42.000]  是不合一的
[00:12:42.000 --> 00:12:43.000]  他們先解釋自己
[00:12:43.000 --> 00:12:45.000]  我們不能去做這件事情
[00:12:45.000 --> 00:12:47.000]  溝通清楚
[00:12:47.000 --> 00:12:48.000]  然後呢
[00:12:48.000 --> 00:12:50.000]  他們再提出
[00:12:50.000 --> 00:12:52.000]  一個方法
[00:12:52.000 --> 00:12:55.000]  所以他們就做了這個決定
[00:12:55.000 --> 00:12:57.000]  所以他們有聽衆人的
[00:12:57.000 --> 00:12:59.000]  衆人也聽了他們的
[00:12:59.000 --> 00:13:00.000]  處理的方法
[00:13:00.000 --> 00:13:01.000]  也能夠認同
[00:13:01.000 --> 00:13:03.000]  所以這裏我們看到
[00:13:03.000 --> 00:13:05.000]  我們如果要做和平之子
[00:13:05.000 --> 00:13:06.000]  我們需要首先
[00:13:06.000 --> 00:13:07.000]  快快地聽
[00:13:07.000 --> 00:13:09.000]  這是第一個功課
[00:13:09.000 --> 00:13:10.000]  第二個功課呢
[00:13:10.000 --> 00:13:12.000]  是慢慢地說
[00:13:12.000 --> 00:13:14.000]  這句經文呢
[00:13:14.000 --> 00:13:16.000]  對我個人來說很有意思
[00:13:16.000 --> 00:13:18.000]  我媽媽呢
[00:13:18.000 --> 00:13:19.000]  她呢
[00:13:19.000 --> 00:13:20.000]  剛剛信耶穌的時候
[00:13:20.000 --> 00:13:21.000]  我就叫她
[00:13:21.000 --> 00:13:23.000]  你背這句經文
[00:13:23.000 --> 00:13:25.000]  因爲她常常跟我講話
[00:13:25.000 --> 00:13:26.000]  這句經文說什麼呢
[00:13:26.000 --> 00:13:27.000]  多言多語
[00:13:27.000 --> 00:13:29.000]  難免有過
[00:13:29.000 --> 00:13:30.000]  靜止嘴脣
[00:13:30.000 --> 00:13:32.000]  是有智慧
[00:13:32.000 --> 00:13:33.000]  她常常跟我投訴
[00:13:33.000 --> 00:13:34.000]  我媽媽跟我投訴
[00:13:34.000 --> 00:13:36.000]  很多很多這個那個
[00:13:36.000 --> 00:13:37.000]  然後呢
[00:13:37.000 --> 00:13:38.000]  有時候我是
[00:13:38.000 --> 00:13:39.000]  看到她
[00:13:39.000 --> 00:13:40.000]  跟別人也這樣子
[00:13:40.000 --> 00:13:42.000]  我看到她會闖禍
[00:13:42.000 --> 00:13:43.000]  然後呢
[00:13:43.000 --> 00:13:44.000]  我就跟她說
[00:13:44.000 --> 00:13:45.000]  媽咪
[00:13:45.000 --> 00:13:47.000]  你背這句經文好不好
[00:13:47.000 --> 00:13:48.000]  我媽媽也很配合我
[00:13:48.000 --> 00:13:50.000]  她就背了這句經文
[00:13:50.000 --> 00:13:51.000]  然後呢
[00:13:51.000 --> 00:13:53.000]  是不是有一點點私心啊
[00:13:53.000 --> 00:13:54.000]  然後呢
[00:13:54.000 --> 00:13:55.000]  我呢
[00:13:55.000 --> 00:13:57.000]  有時候她就講太多話的時候呢
[00:13:57.000 --> 00:13:58.000]  我就跟她說
[00:13:58.000 --> 00:13:59.000]  媽咪
[00:13:59.000 --> 00:14:01.000]  你的經文還會背嗎
[00:14:01.000 --> 00:14:03.000]  她就背這些經文給我聽
[00:14:03.000 --> 00:14:04.000]  多言多語
[00:14:04.000 --> 00:14:05.000]  難免有過
[00:14:05.000 --> 00:14:06.000]  靜止嘴脣
[00:14:06.000 --> 00:14:09.000]  是有智慧
[00:14:09.000 --> 00:14:11.000]  那剛纔跟大家分享了
