
[00:00:00.000 --> 00:00:05.000]  師父多謝您給我們能夠再次對您的說話有這樣的機會去打開言讀
[00:02:12.000 --> 00:02:16.000]  都把少數服從多數看成是一個金科玉律
[00:02:16.000 --> 00:02:19.000]  視選舉為無上的權威
[00:02:19.000 --> 00:02:22.000]  視選舉為無上的權威
[00:02:22.000 --> 00:02:26.000]  包括我們加拿大在內也都是抱著這個心態
[00:02:26.000 --> 00:02:30.000]  包括我們加拿大在內也抱著這樣的心態
[00:02:30.000 --> 00:02:35.000]  不過暫且讓我們不要去討論
[00:02:35.000 --> 00:02:38.000]  究竟多數的意見是不是一定是一個對的意見
[00:02:38.000 --> 00:02:40.000]  我們暫且不去討論
[00:02:40.000 --> 00:02:42.000]  多數的意見是不是一個正確的意見
[00:02:42.000 --> 00:02:44.000]  我們首先去先問一個問題
[00:02:44.000 --> 00:02:46.000]  我們先問一個問題
[00:02:46.000 --> 00:02:50.000]  到底少數是不是真的會去服從多數呢?
[00:02:50.000 --> 00:02:53.000]  到底少數是不是真的會去服從多數呢?
[00:02:53.000 --> 00:02:56.000]  當我們去環顧現在這個世界的時候
[00:02:56.000 --> 00:02:57.000]  當我們去環顧這個世界的時候
[00:02:57.000 --> 00:03:00.000]  會發現這個人不是順理成章的事實
[00:03:00.000 --> 00:03:02.000]  會發現這個人不是順理成章的事實
[00:03:02.000 --> 00:03:05.000]  少數不一定要服從多數
[00:03:05.000 --> 00:03:07.000]  少數不一定要服從多數
[00:03:07.000 --> 00:03:11.000]  反而我們今天見到少數經常是不服從多數的意見
[00:03:11.000 --> 00:03:15.000]  反而我們今天見到少數經常是不服從多數的意見
[00:03:15.000 --> 00:03:20.000]  而且我們見到少數越來越多去向多數去作出一個抗爭
[00:03:20.000 --> 00:03:21.000]  而且我們見到少數越來越多去向多數去作出一個抗爭
[00:03:21.000 --> 00:03:25.000]  只有少數發現少數人經常會向多數人去抗爭
[00:03:25.000 --> 00:03:27.000]  少數用什麼方法去抗爭呢?有很多種
[00:03:27.000 --> 00:03:28.000]  少數用什麼方法去抗爭呢?有很多種
[00:03:28.000 --> 00:03:29.000]  少數用什麼方法去抗爭呢?有很多種
[00:03:29.000 --> 00:03:30.000]  少數用什麼方法去抗爭呢?有很多種
[00:03:30.000 --> 00:03:31.000]  你可以在立法會頂杯也可以
[00:03:31.000 --> 00:03:32.000]  你可以在立法會頂杯也可以
[00:03:32.000 --> 00:03:33.000]  你可以在立法會頂杯也可以
[00:03:33.000 --> 00:03:34.000]  你可以在立法會頂杯也可以
[00:03:34.000 --> 00:03:35.000]  你可以在立法會頂杯也可以
[00:03:35.000 --> 00:03:36.000]  你可以在立法會頂杯也可以
[00:03:36.000 --> 00:03:37.000]  你可以在立法會頂杯也可以
[00:03:37.000 --> 00:03:45.000]  你可以在立法會頂杯也可以
[00:03:45.000 --> 00:03:48.000]  少數最典型的抗爭方法
[00:03:48.000 --> 00:03:50.000]  少數最典型的抗爭方法
[00:03:50.000 --> 00:03:54.000]  就是利用出賣大眾的方法去做事
[00:03:54.000 --> 00:03:55.000]  就是利用出賣大眾的方法去做事
[00:03:55.000 --> 00:03:56.000]  就是利用出賣大眾的方法去做事
[00:03:56.000 --> 00:04:00.000]  出賣大眾去謀求自己的好處
[00:04:00.000 --> 00:04:04.000]  出賣大眾去謀求自己的好處
[00:04:04.000 --> 00:04:07.000]  這正正就是我們今天所看的約書亞記第九章的現實
[00:04:07.000 --> 00:04:11.000]  這正正就是我們今天所看的約書亞記第九章的現實
[00:04:11.000 --> 00:04:14.000]  我們再打開約書亞記的第九章
[00:04:14.000 --> 00:04:15.000]  我們再打開約書亞記的第九章
[00:04:15.000 --> 00:04:16.000]  我們再打開約書亞記的第九章
[00:04:16.000 --> 00:04:17.000]  我們再打開約書亞記的第九章
[00:04:17.000 --> 00:04:18.000]  我們再打開約書亞記的第九章
[00:04:18.000 --> 00:04:19.000]  我們再打開約書亞記的第九章
[00:04:19.000 --> 00:04:20.000]  我們再打開約書亞記的第九章
[00:04:20.000 --> 00:04:21.000]  我們再打開約書亞記的第九章
[00:04:21.000 --> 00:04:22.000]  我們再打開約書亞記的第九章
[00:04:22.000 --> 00:04:23.000]  我們再打開約書亞記的第九章
[00:04:23.000 --> 00:04:24.000]  我們再打開約書亞記的第九章
[00:04:24.000 --> 00:04:34.000]  我們再打開約書亞記的第九章
[00:04:34.000 --> 00:04:36.000]  我們再打開約書亞記的第九章
[00:04:36.000 --> 00:04:37.000]  我們再打開約書亞記的第九章
[00:04:37.000 --> 00:04:38.000]  我們再打開約書亞記的第九章
[00:04:38.000 --> 00:04:39.000]  我們再打開約書亞記的第九章
[00:04:39.000 --> 00:04:40.000]  我們再打開約書亞記的第九章
[00:04:40.000 --> 00:04:41.000]  我們再打開約書亞記的第九章
[00:04:41.000 --> 00:04:42.000]  我們再打開約書亞記的第九章
[00:04:42.000 --> 00:04:43.000]  我們再打開約書亞記的第九章
[00:04:43.000 --> 00:04:44.000]  我們再打開約書亞記的第九章
[00:04:44.000 --> 00:04:45.000]  我們再打開約書亞記的第九章
[00:04:45.000 --> 00:04:46.000]  我們再打開約書亞記的第九章
[00:04:46.000 --> 00:04:47.000]  我們再打開約書亞記的第九章
[00:04:47.000 --> 00:04:48.000]  我們再打開約書亞記的第九章
[00:04:48.000 --> 00:04:57.000]  我們再打開約書亞記的第九章
[00:04:57.000 --> 00:04:58.000]  我們再打開約書亞記的第九章
[00:04:58.000 --> 00:04:59.000]  我們再打開約書亞記的第九章
[00:04:59.000 --> 00:05:00.000]  我們再打開約書亞記的第九章
[00:05:00.000 --> 00:05:01.000]  我們再打開約書亞記的第九章
[00:05:01.000 --> 00:05:02.000]  我們再打開約書亞記的第九章
[00:05:02.000 --> 00:05:03.000]  我們再打開約書亞記的第九章
[00:05:03.000 --> 00:05:04.000]  我們再打開約書亞記的第九章
[00:05:04.000 --> 00:05:05.000]  我們再打開約書亞記的第九章
[00:05:05.000 --> 00:05:06.000]  我們再打開約書亞記的第九章
[00:05:06.000 --> 00:05:07.000]  我們再打開約書亞記的第九章
[00:05:07.000 --> 00:05:08.000]  我們再打開約書亞記的第九章
[00:05:08.000 --> 00:05:09.000]  我們再打開約書亞記的第九章
[00:05:09.000 --> 00:05:10.000]  我們再打開約書亞記的第九章
[00:05:10.000 --> 00:05:20.000]  我們再打開約書亞記的第九章
[00:05:20.000 --> 00:05:21.000]  我們再打開約書亞記的第九章
[00:05:21.000 --> 00:05:22.000]  我們再打開約書亞記的第九章
[00:05:22.000 --> 00:05:23.000]  我們再打開約書亞記的第九章
[00:05:23.000 --> 00:05:24.000]  我們再打開約書亞記的第九章
[00:05:24.000 --> 00:05:25.000]  我們再打開約書亞記的第九章
[00:05:25.000 --> 00:05:26.000]  我們再打開約書亞記的第九章
[00:05:26.000 --> 00:05:27.000]  我們再打開約書亞記的第九章
[00:05:27.000 --> 00:05:28.000]  我們再打開約書亞記的第九章
[00:05:28.000 --> 00:05:29.000]  我們再打開約書亞記的第九章
[00:05:29.000 --> 00:05:30.000]  我們再打開約書亞記的第九章
[00:05:30.000 --> 00:05:31.000]  我們再打開約書亞記的第九章
[00:05:31.000 --> 00:05:32.000]  我們再打開約書亞記的第九章
[00:05:32.000 --> 00:05:33.000]  我們再打開約書亞記的第九章
[00:05:33.000 --> 00:05:43.000]  我們再打開約書亞記的第九章
[00:05:43.000 --> 00:05:44.000]  我們再打開約書亞記的第九章
[00:05:44.000 --> 00:05:45.000]  我們再打開約書亞記的第九章
[00:05:45.000 --> 00:05:46.000]  我們再打開約書亞記的第九章
[00:05:46.000 --> 00:05:47.000]  我們再打開約書亞記的第九章
[00:05:47.000 --> 00:05:48.000]  我們再打開約書亞記的第九章
[00:05:48.000 --> 00:05:49.000]  我們再打開約書亞記的第九章
[00:05:49.000 --> 00:05:50.000]  我們再打開約書亞記的第九章
[00:05:50.000 --> 00:05:51.000]  我們再打開約書亞記的第九章
[00:05:51.000 --> 00:05:52.000]  我們再打開約書亞記的第九章
[00:05:52.000 --> 00:05:53.000]  我們再打開約書亞記的第九章
[00:05:53.000 --> 00:05:54.000]  我們再打開約書亞記的第九章
[00:05:54.000 --> 00:05:55.000]  我們再打開約書亞記的第九章
[00:05:55.000 --> 00:05:56.000]  我們再打開約書亞記的第九章
[00:05:56.000 --> 00:06:05.000]  我們再打開約書亞記的第九章
[00:06:05.000 --> 00:06:06.000]  我們再打開約書亞記的第九章
[00:06:06.000 --> 00:06:07.000]  我們再打開約書亞記的第九章
[00:06:07.000 --> 00:06:08.000]  我們再打開約書亞記的第九章
[00:06:08.000 --> 00:06:09.000]  我們再打開約書亞記的第九章
[00:06:09.000 --> 00:06:10.000]  我們再打開約書亞記的第九章
[00:06:10.000 --> 00:06:11.000]  我們再打開約書亞記的第九章
[00:06:11.000 --> 00:06:12.000]  我們再打開約書亞記的第九章
[00:06:12.000 --> 00:06:13.000]  我們再打開約書亞記的第九章
[00:06:13.000 --> 00:06:14.000]  我們再打開約書亞記的第九章
[00:06:14.000 --> 00:06:15.000]  我們再打開約書亞記的第九章
[00:06:15.000 --> 00:06:16.000]  我們再打開約書亞記的第九章
[00:06:16.000 --> 00:06:17.000]  我們再打開約書亞記的第九章
[00:06:17.000 --> 00:06:46.000]  我們再打開約書亞記的第九章
[00:06:47.000 --> 00:06:59.000]  包括亞伯利人、加拿大人、比利時人、西班牙人和耶布斯王這些王聚集在一起
[00:06:59.000 --> 00:07:07.000]  聖經說他們同心合意地準備和約書亞以色列的大軍決一死戰
[00:07:07.000 --> 00:07:20.000]  聖經說他們同心合意地準備和約書亞以色列的大軍決一死戰
[00:07:20.000 --> 00:07:39.000]  聖經說他們同心合意地準備和約書亞以色列的大軍決一死戰
[00:07:39.000 --> 00:07:52.000]  聖經說他們同心合意地準備和約書亞以色列的大軍決一死戰
[00:07:52.000 --> 00:08:04.000]  聖經說他們同心合意地準備和約書亞以色列的大軍決一死戰
[00:08:04.000 --> 00:08:14.000]  聖經說他們同心合意地準備和約書亞以色列的大軍決一死戰
[00:08:14.000 --> 00:08:24.000]  聖經說他們同心合意地準備和約書亞以色列的大軍決一死戰
[00:08:24.000 --> 00:08:32.000]  聖經說他們同心合意地準備和約書亞以色列的大軍決一死戰
[00:08:32.000 --> 00:08:42.000]  聖經說他們同心合意地準備和約書亞以色列的大軍決一死戰
[00:08:42.000 --> 00:08:52.000]  聖經說他們同心合意地準備和約書亞以色列的大軍決一死戰
[00:08:52.000 --> 00:09:02.000]  聖經說他們同心合意地準備和約書亞以色列的大軍決一死戰
[00:09:02.000 --> 00:09:12.000]  聖經說他們同心合意地準備和約書亞以色列的大軍決一死戰
[00:09:12.000 --> 00:09:22.000]  聖經說他們同心合意地準備和約書亞以色列的大軍決一死戰
[00:09:22.000 --> 00:09:32.000]  聖經說他們同心合意地準備和約書亞以色列的大軍決一死戰
[00:09:32.000 --> 00:09:42.000]  聖經說他們同心合意地準備和約書亞以色列的大軍決一死戰
[00:09:42.000 --> 00:09:52.000]  聖經說他們同心合意地準備和約書亞以色列的大軍決一死戰
[00:09:52.000 --> 00:10:02.000]  聖經說他們同心合意地準備和約書亞以色列的大軍決一死戰
[00:10:02.000 --> 00:10:12.000]  聖經說他們同心合意地準備和約書亞以色列的大軍決一死戰
[00:10:12.000 --> 00:10:22.000]  聖經說他們同心合意地準備和約書亞以色列的大軍決一死戰
[00:10:22.000 --> 00:10:32.000]  聖經說他們同心合意地準備和約書亞以色列的大軍決一死戰
[00:10:32.000 --> 00:10:42.000]  聖經說他們同心合意地準備和約書亞以色列的大軍決一死戰
[00:10:42.000 --> 00:10:52.000]  聖經說他們同心合意地準備和約書亞以色列的大軍決一死戰
[00:10:52.000 --> 00:11:02.000]  聖經說他們同心合意地準備和約書亞以色列的大軍決一死戰
[00:11:02.000 --> 00:11:12.000]  聖經說他們同心合意地準備和約書亞以色列的大軍決一死戰
[00:11:12.000 --> 00:11:22.000]  聖經說他們同心合意地準備和約書亞以色列的大軍決一死戰
[00:11:22.000 --> 00:11:32.000]  聖經說他們同心合意地準備和約書亞以色列的大軍決一死戰
[00:11:32.000 --> 00:11:42.000]  聖經說他們同心合意地準備和約書亞以色列的大軍決一死戰
[00:11:42.000 --> 00:11:52.000]  聖經說他們同心合意地準備和約書亞以色列的大軍決一死戰
[00:11:52.000 --> 00:12:02.000]  聖經說他們同心合意地準備和約書亞以色列的大軍決一死戰
[00:12:02.000 --> 00:12:12.000]  聖經說他們同心合意地準備和約書亞以色列的大軍決一死戰
[00:12:12.000 --> 00:12:22.000]  聖經說他們同心合意地準備和約書亞以色列的大軍決一死戰
[00:12:22.000 --> 00:12:32.000]  聖經說他們同心合意地準備和約書亞以色列的大軍決一死戰
[00:12:32.000 --> 00:12:42.000]  聖經說他們同心合意地準備和約書亞以色列的大軍決一死戰
[00:12:42.000 --> 00:12:52.000]  聖經說他們同心合意地準備和約書亞以色列的大軍決一死戰
[00:12:52.000 --> 00:13:02.000]  聖經說他們同心合意地準備和約書亞以色列的大軍決一死戰
[00:13:02.000 --> 00:13:12.000]  聖經說他們同心合意地準備和約書亞以色列的大軍決一死戰
[00:13:12.000 --> 00:13:22.000]  聖經說他們同心合意地準備和約書亞以色列的大軍決一死戰
[00:13:22.000 --> 00:13:47.000]  摩西照了以色列眾人來,對他們說:耶和華在埃及地,在你們眼前,向法島和他眾臣報,並他全地所行的一切,你們都看見了,就是你們親眼看見的大志焰和神蹟,並那就是大志。
[00:13:47.000 --> 00:14:08.000]  但耶和華到今天沒有使你們心能明白,眼能看見,耳能聽見,我領你們在曠野四十年,你們身上的衣服並沒有穿破,腳上的鞋也沒有穿壞,你們沒有吃餅,也沒有喝清酒濃酒。
[00:14:08.000 --> 00:14:31.000]  且以使你們知道,耶和華是你們的神,你們來到這地方,希臘本王西弘、華山王岳都出來與我們交戰,我們就擊殺了他們,取了他們的地及裡邊之派,迦德之派和馬來西亨之派為劍。
[00:14:31.000 --> 00:14:39.000]  所以你們要謹守遵行這約的話,好叫你們在這一切所行的事上行同。
[00:14:39.000 --> 00:14:48.000]  為什麼這位學者,Victor B. Hamilton 教授,他說,欺騙人很熟悉以色列人的歷史呢?
[00:14:48.000 --> 00:14:52.000]  為什麼這位學者說,他非常熟悉以色列人的歷史呢?
[00:14:52.000 --> 00:14:55.000]  我們之前已經說,他知道他打了些什麼仗。
[00:14:55.000 --> 00:14:58.000]  他很明白以前打過什麼仗。
[00:14:58.000 --> 00:15:14.000]  請大家留意,摩西在這裡與以色列人說,耶和華神在帶領你們走這條抗野路的四十年裏面,神帶領你們走跨越四十年裏面。
[00:15:14.000 --> 00:15:27.000]  你們的衣服沒有穿破,腳上的鞋沒有穿壞,你們不用再來吃餅。
[00:15:27.000 --> 00:15:34.000]  你又不用喝清酒又濃酒,你們都見到了。
[00:15:34.000 --> 00:15:38.000]  欺騙人就食住這個情況。
[00:15:38.000 --> 00:15:42.000]  欺騙人就了解這個情況。
[00:15:42.000 --> 00:15:58.000]  於是他和以色列人約書亞討價還價的時候,就很聰明了。原來有神的人是這樣的。
[00:15:58.000 --> 00:16:00.000]  於是我們穿成什麼樣子呢?
[00:16:00.000 --> 00:16:23.000]  第四節:欺騙人來到和約書亞討價還價的時候,他們假裝侍者,拿著舊的口袋,破爛的舊皮酒袋,
[00:16:23.000 --> 00:16:43.000]  破爛的補過的鞋,穿過舊的衣服,還帶著乾的餅,那些餅還發霉了。
[00:16:43.000 --> 00:16:46.000]  哇,多麼可憐啊!
[00:16:46.000 --> 00:16:50.000]  這些我首先和大家在這裏說。
[00:16:50.000 --> 00:17:07.000]  基督徒很容易驕傲的時間,今天普遍的基督徒都是中產階級的教會,大部分都是專業人士。
[00:17:07.000 --> 00:17:22.000]  大部分都是專業人士,有做電腦的,有做醫生的,律師的,工程師的,什麼什麼的,都是很多教會很擁戴的。
[00:17:22.000 --> 00:17:45.000]  你隨便去任何一間教會,大部分都是這樣的,這類人最容易就上當的,因為他很好嘛,中產階級,好像很有社會地位,又不是沒有錢。
[00:17:45.000 --> 00:17:52.000]  財多呢,就是很容易中了一個情況,就是驕傲。
[00:17:52.000 --> 00:18:01.000]  你看看神多麼祝福我,你知道神祝不祝福嗎?
[00:18:01.000 --> 00:18:03.000]  祝福,怎樣祝福呢?
[00:18:03.000 --> 00:18:09.000]  走四十年了,我想問問大家穿的那雙鞋穿了多少年?
[00:18:09.000 --> 00:18:14.000]  我這雙鞋也穿了十年了,
[00:18:14.000 --> 00:18:24.000]  不過因為我星期天穿,我的腳也沒有胖,我也是胖上身,沒有胖腳。
[00:18:24.000 --> 00:18:31.000]  穿十年也很耐穿了,一般人穿一雙鞋穿了多久呢?
[00:18:31.000 --> 00:18:35.000]  穿不穿了四十年也不穿破呢?
[00:18:35.000 --> 00:18:40.000]  我想女士一定不行,
[00:18:40.000 --> 00:18:43.000]  我知道大部分女士的鞋一定多過一雙,
[00:18:43.000 --> 00:18:47.000]  我相信女士的鞋一般都多過一雙。
[00:18:47.000 --> 00:18:55.000]  我大膽講一句,沒有十雙鞋也有八雙了。
[00:18:55.000 --> 00:18:58.000]  沒有十雙鞋,八雙是跑不了的。
[00:18:58.000 --> 00:19:00.000]  我沒有說大家有鞋是犯罪。
[00:19:00.000 --> 00:19:02.000]  我沒有說大家有鞋是犯罪。
[00:19:02.000 --> 00:19:10.000]  當你看到那些人沒有穿破鞋的時候,那種驕傲就來了。
[00:19:10.000 --> 00:19:19.000]  你看我的鞋多麼的舒服,多麼的光鮮。
[00:19:19.000 --> 00:19:25.000]  哎呀,你很慘啊,爛身爛勢,
[00:19:25.000 --> 00:19:35.000]  鞋也爛了,衣服也破了,褲子也穿了,
[00:19:35.000 --> 00:19:41.000]  酒袋也沒了,你要吃餅,我們不用吃餅的嘛!
[00:19:41.000 --> 00:19:43.000]  你要吃餅,我們不用吃餅的。
[00:19:43.000 --> 00:19:47.000]  我吃壽司魚生的嘛!
[00:19:47.000 --> 00:19:49.000]  我要吃壽司魚生的。
[00:19:49.000 --> 00:19:51.000]  我怎會吃這些粗食?
[00:19:51.000 --> 00:19:53.000]  我怎會吃這些粗食?
[00:19:53.000 --> 00:19:58.000]  哎呀,發霉了,慘啊,你慘啊!
[00:19:58.000 --> 00:20:00.000]  發霉了,真慘!
[00:20:00.000 --> 00:20:07.000]  那你就很容易會有一種自大,很容易就會產生一種自大,可憐他。
[00:20:07.000 --> 00:20:13.000]  就是死在這裏,今天很多教會都是死在這裏。
[00:20:13.000 --> 00:20:20.000]  你看我們教會多興旺,堂神多祝福我,氣都多靚。
[00:20:20.000 --> 00:20:29.000]  我有公平師,我有律師,有醫師,什麼師,其實全部可能是死屍,
[00:20:29.000 --> 00:20:33.000]  不過他們沒有留意到他自己是這樣的光景,屬靈生命。
[00:20:33.000 --> 00:20:35.000]  他沒有留意到自己屬靈生命。
[00:20:35.000 --> 00:20:38.000]  他以為自己很光鮮,很蒙塵祝福,
[00:20:38.000 --> 00:20:45.000]  一見到那些可憐一點的群眾,就說我要去幫助他,可憐他,
[00:20:45.000 --> 00:20:47.000]  顯出我就是基督徒。
[00:20:47.000 --> 00:20:51.000]  你知不知道很多基督徒的生存能力在哪裏?
[00:20:51.000 --> 00:20:59.000]  是以自己比別人高一等,去顯示自己比別人好的時候。
[00:20:59.000 --> 00:21:02.000]  當自己比別人高一等,去施捨別人的時候。
[00:21:02.000 --> 00:21:07.000]  這位教授,我覺得他很聰明。
[00:21:07.000 --> 00:21:15.000]  他看得到當時欺騙人的那種聰明。
[00:21:15.000 --> 00:21:17.000]  他看到這些人的那種聰明。
[00:21:17.000 --> 00:21:20.000]  不是我說他聰明,是聖經說他聰明。
[00:21:20.000 --> 00:21:23.000]  是聖經的作者說他聰明。
[00:21:23.000 --> 00:21:24.000]  不是聖經說他聰明的。
[00:21:24.000 --> 00:21:28.000]  中文聖經說第四節就設詭計。
[00:21:28.000 --> 00:21:31.000]  中文聖經說他設詭計。
[00:21:31.000 --> 00:21:35.000]  但如果你們小心去看看其他的譯本,特別是英文譯本的時候呢?
[00:21:35.000 --> 00:21:38.000]  如果小心看看英文譯本的話。
[00:21:38.000 --> 00:21:44.000]  很多英文譯本都說他們是非常之聰明的翻譯。
[00:21:44.000 --> 00:21:46.000]  英文譯本說他們非常聰明。
[00:21:46.000 --> 00:21:53.000]  這班人真的很聰明,他做足了所有的調查。
[00:21:53.000 --> 00:21:58.000]  他看準了以色列人的弱點。
[00:21:58.000 --> 00:22:03.000]  於是乎他來到以色列人的面前,就在那裡說。
[00:22:03.000 --> 00:22:05.000]  哎呀,你看我多沒面子。
[00:22:05.000 --> 00:22:10.000]  哎呀,我在很遠很遠的地方來的。
[00:22:10.000 --> 00:22:17.000]  還去到吉甲營那裡特意找約書啊,跟以色列人說。
[00:22:17.000 --> 00:22:20.000]  約書啊,你給我納藥啦。
[00:22:20.000 --> 00:22:22.000]  你給我納藥。
[00:22:22.000 --> 00:22:24.000]  兄弟妹。
[00:22:24.000 --> 00:22:26.000]  兄弟妹。
[00:22:26.000 --> 00:22:31.000]  你在很遠來,為什麼要給我納藥呢?
[00:22:31.000 --> 00:22:33.000]  為什麼要給我納藥呢?
[00:22:33.000 --> 00:22:38.000]  根據耶和華神在生命記第20章裡面說。
[00:22:38.000 --> 00:22:42.000]  根據耶和華神在生命記第20章講。
[00:22:42.000 --> 00:22:45.000]  耶和華神要以色列人進入英許地之後,
[00:22:45.000 --> 00:22:48.000]  耶和華神要以色列人進入英許地之後,
[00:22:48.000 --> 00:22:50.000]  要將當地所有的民族滅絕。
[00:22:50.000 --> 00:22:52.000]  要將當地所有的民族滅絕。
[00:22:52.000 --> 00:22:57.000]  指明哪幾個民族的,我們看看生命記第20章。
[00:22:57.000 --> 00:22:59.000]  我們看看生命記第20章。
[00:22:59.000 --> 00:23:00.000]  生命記第20章。
[00:23:00.000 --> 00:23:01.000]  生命記第20章。
[00:23:01.000 --> 00:23:02.000]  第十節。
[00:23:02.000 --> 00:23:03.000]  第十節。
[00:23:03.000 --> 00:23:08.000]  當時耶和華神說,當你進入去攻打英許地之後,
[00:23:08.000 --> 00:23:09.000]  當你進入去攻打英許地之後,
[00:23:09.000 --> 00:23:15.000]  就告訴你攻打當地居民之後,
[00:23:15.000 --> 00:23:19.000]  凡地上所有氣息的東西都不可存留,
[00:23:19.000 --> 00:23:20.000]  凡地上所有氣息的東西都不可存留,
[00:23:20.000 --> 00:23:21.000]  在第十五節、十六節。
[00:23:21.000 --> 00:23:22.000]  在第十五節、十六節。
[00:23:22.000 --> 00:23:23.000]  在第十五節、十六節。
[00:23:23.000 --> 00:23:24.000]  在第十五節、十六節。
[00:23:24.000 --> 00:23:25.000]  在第十五節、十六節。
[00:23:25.000 --> 00:23:26.000]  在第十五節、十六節。
[00:23:26.000 --> 00:23:27.000]  並且叮囑他們,
[00:23:27.000 --> 00:23:28.000]  並且叮囑他們,
[00:23:28.000 --> 00:23:29.000]  並且叮囑他們,
[00:23:29.000 --> 00:23:30.000]  你要將哪些民族滅絕,
[00:23:30.000 --> 00:23:31.000]  你要將哪些民族滅絕,
[00:23:31.000 --> 00:23:38.000]  客人、阿摩利人、加南人、比利時人、希末人、耶布斯人,
[00:23:38.000 --> 00:23:40.000]  客人、阿摩利人、加南人、比利時人、希末人、耶布斯人,
[00:23:40.000 --> 00:23:42.000]  全部將他們滅絕,
[00:23:42.000 --> 00:23:43.000]  全部將他們滅絕,
[00:23:43.000 --> 00:23:47.000]  免得他們將來導致你們行一切可憎惡的事,
[00:23:47.000 --> 00:23:49.000]  免得他們將來導致你們行一切可憎惡的事,
[00:23:49.000 --> 00:23:50.000]  免得他們將來導致你們行一切可憎惡的事,
[00:23:50.000 --> 00:23:52.000]  以致你們得罪耶和華神,
[00:23:52.000 --> 00:23:53.000]  以致你們得罪耶和華神,
[00:23:53.000 --> 00:23:54.000]  以致你們得罪耶和華神,
[00:23:54.000 --> 00:23:56.000]  我們看回約書下第九章,
[00:23:56.000 --> 00:23:57.000]  我們看回約書下第九章,
[00:23:57.000 --> 00:24:01.000]  這群人,耶和華神要他們滅絕了,
[00:24:01.000 --> 00:24:03.000]  這什麼人要滅絕他們呢?
[00:24:03.000 --> 00:24:06.000]  這正正就是九章第一和第二節講的那一批人,
[00:24:06.000 --> 00:24:08.000]  正好就是九章一節二節述說的那一批人,
[00:24:08.000 --> 00:24:10.000]  而這批人就是他們其中一個人,
[00:24:10.000 --> 00:24:13.000]  即便就是他們這裡的這種,
[00:24:13.000 --> 00:24:16.000]  以色列民,
[00:24:16.000 --> 00:24:18.000]  以色列民有群人來這麼可憐,
[00:24:18.000 --> 00:24:19.000]  以色列民有群人來這麼可憐,
[00:24:19.000 --> 00:24:20.000]  以色列民有群人來這麼可憐,
[00:24:20.000 --> 00:24:21.000]  投納約,
[00:24:21.000 --> 00:24:22.000]  投納約,
[00:24:22.000 --> 00:24:23.000]  投納約,
[00:24:23.000 --> 00:24:24.000]  你應該查一下這群人是什麼人,
[00:24:24.000 --> 00:24:25.000]  你應該查一下這群人是什麼人,
[00:24:25.000 --> 00:24:26.000]  你應該查一下這群人是什麼人,
