
[00:00:00.000 --> 00:00:09.800]  我們在前面一段時間 講到家庭的關係
[00:03:20.600 --> 00:03:26.900]  平均每一個禮拜工作時數達到54小時
[00:03:26.900 --> 00:03:28.100]  54小時
[00:03:28.100 --> 00:03:30.200]  所以你算算看一個禮拜工作5天對不對
[00:03:30.200 --> 00:03:35.000]  大概多少小時一天
[00:03:35.000 --> 00:03:40.200]  超過10個小時 是嗎
[00:03:40.200 --> 00:03:43.400]  所以你一天當中其實花了很多的時間
[00:03:43.400 --> 00:03:45.400]  在工作上面
[00:03:45.400 --> 00:03:48.000]  如果你花這麼多時間在工作
[00:03:48.000 --> 00:03:50.300]  你應該知道你為什麼要工作
[00:03:50.300 --> 00:03:52.300]  請問一下你 你為什麼要工作
[00:03:52.300 --> 00:03:57.700]  問一下你旁邊的 你為什麼要工作
[00:03:57.700 --> 00:03:59.700]  為什麼
[00:03:59.700 --> 00:04:02.500]  也就是說你工作的目的是什麼
[00:04:02.500 --> 00:04:08.100]  工作的目的是什麼
[00:04:08.100 --> 00:04:13.200]  好
[00:04:13.200 --> 00:04:14.700]  有沒有誰自願講一下
[00:04:14.700 --> 00:04:16.600]  你工作的目的是什麼
[00:04:16.600 --> 00:04:18.700]  為什麼
[00:04:18.700 --> 00:04:20.100]  楊長老
[00:04:20.100 --> 00:04:21.300]  因為你非常享受工作
[00:04:21.300 --> 00:04:22.400]  你剛舉手了
[00:04:22.400 --> 00:04:26.300]  你工作的目的是什麼
[00:04:26.300 --> 00:04:30.800]  for fun
[00:04:30.800 --> 00:04:35.700]  你們公司還沒有open你呢
[00:04:35.700 --> 00:04:43.600]  希望能夠for fun的通通去找楊長老
[00:04:43.600 --> 00:04:45.700]  如果我們工作是for fun
[00:04:45.700 --> 00:04:49.900]  unfortunately很多人工作真的不fun
[00:04:49.900 --> 00:04:52.100]  感覺這個工作實在是很無聊
[00:04:52.100 --> 00:04:54.600]  或者感覺這個工作實在是很苦
[00:04:54.600 --> 00:04:55.700]  沒有什麼意思的
[00:04:55.700 --> 00:04:57.400]  有沒有
[00:04:57.400 --> 00:05:02.300]  所以工作是為什麼
[00:05:02.300 --> 00:05:03.600]  有沒有
[00:05:03.600 --> 00:05:05.800]  除了楊長老之外還有誰
[00:05:05.800 --> 00:05:06.700]  年輕一點的好不好
[00:05:06.700 --> 00:05:09.000]  35歲的有沒有
[00:05:09.000 --> 00:05:11.600]  我們喜樂的
[00:05:11.600 --> 00:05:14.600]  為了吃飯 這個很實際
[00:05:14.600 --> 00:05:20.400]  保羅也說不做工就不可以吃飯
[00:05:20.400 --> 00:05:23.200]  但是現在就是其實要回答這個問題
[00:05:23.200 --> 00:05:25.700]  要回到一個更根本的問題
[00:05:25.700 --> 00:05:27.200]  就是人活著是為什麼
[00:05:27.200 --> 00:05:29.000]  來問你旁邊人活著幹嘛
[00:05:29.000 --> 00:05:32.600]  你活著為什麼
[00:05:32.600 --> 00:05:43.800]  你活著是為什麼
[00:05:43.800 --> 00:05:55.600]  我們起來看一段視頻好不好
[00:05:55.600 --> 00:05:57.100]  我先問一下好了
[00:05:57.100 --> 00:05:59.000]  剛才這個問題還沒有得到答案
[00:05:59.000 --> 00:06:00.200]  來
[00:06:00.200 --> 00:06:02.900]  我們當中有沒有今天第一次來的
[00:06:02.900 --> 00:06:04.500]  有沒有第一次來的舉一下手
[00:06:04.500 --> 00:06:06.300]  請問你好很好
[00:06:06.300 --> 00:06:07.100]  我問一下
[00:06:07.100 --> 00:06:18.100]  可不可以講一下你活著為什麼
[00:06:18.100 --> 00:06:27.200]  曉琳你幫我聽一下他說什麼
[00:06:27.200 --> 00:06:32.700]  為什麼
[00:06:32.700 --> 00:06:34.400]  哇那你非常偉大
[00:06:34.400 --> 00:06:36.400]  你好像那個是蔣公說的嗎
[00:06:36.400 --> 00:06:37.900]  蔣總統說的吧
[00:06:37.900 --> 00:06:39.700]  那個什麼什麼
[00:06:39.700 --> 00:06:41.300]  什麼為了祭祈的什麼生命
[00:06:41.300 --> 00:06:44.000]  怎麼講
[00:06:44.000 --> 00:06:45.500]  宇宙祭祈的生命
[00:06:45.500 --> 00:06:47.500]  哎呀我們聽起非常好
[00:06:47.500 --> 00:06:49.200]  你說但是我到現在
[00:06:49.200 --> 00:06:53.400]  我還是不太懂他在講什麼
[00:06:53.400 --> 00:06:56.200]  為什麼
[00:06:56.200 --> 00:07:00.400]  為了什麼
[00:07:00.400 --> 00:07:02.200]  人生活著為了生命
[00:07:02.200 --> 00:07:06.100]  什麼意思
[00:07:06.100 --> 00:07:09.200]  為了生存
[00:07:09.200 --> 00:07:12.600]  所以我們人生活著就是為生存
[00:07:12.600 --> 00:07:15.800]  所以千萬不能死
[00:07:15.800 --> 00:07:17.300]  你工作是為什麼
[00:07:17.300 --> 00:07:18.800]  你讀書是為什麼
[00:07:18.800 --> 00:07:22.000]  你結婚是為什麼
[00:07:22.000 --> 00:07:23.800]  這些通通都要回到說
[00:07:23.800 --> 00:07:27.500]  那你到底為什麼活
[00:07:27.500 --> 00:07:32.900]  所以為什麼活是今天一個非常重要的問題
[00:07:32.900 --> 00:07:36.000]  有一個心理學家做了一個調查之後
[00:07:36.000 --> 00:07:38.900]  他在這個調查的三千個人
[00:07:38.900 --> 00:07:39.600]  做了問卷
[00:07:39.600 --> 00:07:41.100]  問他們說你為什麼活著
[00:07:41.100 --> 00:07:42.700]  問他人生的目的是什麼
[00:07:42.700 --> 00:07:45.300]  結果百分之九十五的人回答說
[00:07:45.300 --> 00:07:48.800]  他說我人生活著就是為了忍耐
[00:07:48.800 --> 00:07:50.700]  現在等候將來
[00:07:50.700 --> 00:07:51.800]  那個意思就是說
[00:07:51.800 --> 00:07:53.300]  他今天在那邊忍耐
[00:07:53.300 --> 00:07:54.900]  他覺得現在是一個忍耐
[00:07:54.900 --> 00:07:56.900]  他很他讀書
[00:07:56.900 --> 00:07:58.300]  他他他在那邊忍耐
[00:07:58.300 --> 00:08:00.500]  等到將來有一天他可以工作
[00:08:00.500 --> 00:08:01.100]  他忍耐
[00:08:01.100 --> 00:08:03.800]  因為他小孩還小
[00:08:03.800 --> 00:08:04.600]  他忍耐
[00:08:04.600 --> 00:08:06.800]  因為他現在還有家庭責任
[00:08:06.800 --> 00:08:07.800]  他忍耐有一天
[00:08:07.800 --> 00:08:10.100]  我希望能夠六十五歲退休
[00:08:10.100 --> 00:08:14.100]  我拿著退休金就可以從此高枕無憂
[00:08:14.100 --> 00:08:19.600]  這個旅行世界
[00:08:19.600 --> 00:08:20.300]  換句話說
[00:08:20.300 --> 00:08:23.700]  百分之九十五的人
[00:08:23.700 --> 00:08:30.100]  他們不知道人生活著到底是為什麼
[00:08:30.100 --> 00:08:33.700]  親愛的同事們
[00:08:33.700 --> 00:08:35.500]  但是如果你信了耶穌
[00:08:35.500 --> 00:08:39.100]  你一定要知道
[00:08:39.100 --> 00:08:40.100]  好了
[00:08:40.100 --> 00:08:41.900]  我們當中有沒有上過文訓的
[00:08:41.900 --> 00:08:43.600]  請告訴我
[00:08:43.600 --> 00:08:48.600]  這個問題我請你回答
[00:08:48.600 --> 00:08:50.600]  偉國
[00:08:50.600 --> 00:08:53.000]  管理全地什麼意思
[00:08:53.000 --> 00:08:54.500]  我們一起來練好不好
[00:08:54.500 --> 00:08:55.800]  這段聖經我們一起來練
[00:08:55.800 --> 00:08:56.500]  來預備
[00:08:56.500 --> 00:09:10.800]  請
[00:09:10.800 --> 00:09:14.100]  並地上所爬的一切昆蟲
[00:09:14.100 --> 00:09:16.300]  神就賜福給他們
[00:09:16.300 --> 00:09:17.300]  又對他們說
[00:09:17.300 --> 00:09:19.500]  要生養眾多
[00:09:19.500 --> 00:09:21.000]  遍滿地面
[00:09:21.000 --> 00:09:22.600]  治理這地
[00:09:22.600 --> 00:09:24.600]  也要管理海裡的魚
[00:09:24.600 --> 00:09:25.800]  空中的鳥
[00:09:25.800 --> 00:09:28.600]  和地上各樣行動的活物
[00:09:28.600 --> 00:09:29.000]  好
[00:09:29.000 --> 00:09:31.400]  這是上帝在創造人的時候
[00:09:31.400 --> 00:09:33.700]  創造按照他的形象
[00:09:33.700 --> 00:09:34.500]  造人造人
[00:09:34.500 --> 00:09:36.600]  對不對
[00:09:36.600 --> 00:09:38.100]  所以這段聖經第一件事告訴我們
[00:09:38.100 --> 00:09:40.200]  就是人從哪裡來
[00:09:40.200 --> 00:09:41.400]  人是上帝創造
[00:09:41.400 --> 00:09:42.400]  不是猴子變的
[00:09:42.400 --> 00:09:43.200]  跟你旁邊說
[00:09:43.200 --> 00:09:46.600]  你是上帝造的
[00:09:46.600 --> 00:09:48.000]  下一句就不要講了
[00:09:48.000 --> 00:09:51.100]  你千萬不要說你是猴子變的
[00:09:51.100 --> 00:09:52.500]  可能你受的教育是這樣子
[00:09:52.500 --> 00:09:53.800]  告訴你是猴子變的
[00:09:53.800 --> 00:09:56.300]  但你今天去找那個黑猩猩
[00:09:56.300 --> 00:09:56.800]  你告訴他
[00:09:56.800 --> 00:09:57.900]  我是你變來的
[00:09:57.900 --> 00:09:58.500]  他說對不起
[00:09:58.500 --> 00:10:01.700]  我不認識你
[00:10:01.700 --> 00:10:03.400]  人是萬物之靈
[00:10:03.400 --> 00:10:07.100]  但是我們仍至於把自己作踐
[00:10:07.100 --> 00:10:08.500]  我們是上帝所造的
[00:10:08.500 --> 00:10:09.900]  按照神的形象造的
[00:10:09.900 --> 00:10:13.400]  那是多麼尊貴的事情
[00:10:13.400 --> 00:10:14.500]  但是既然都準備
[00:10:14.500 --> 00:10:16.100]  上帝造人
[00:10:16.100 --> 00:10:19.800]  請問造的第一個人是誰
[00:10:19.800 --> 00:10:24.300]  上帝要打亞當做什麼
[00:10:24.300 --> 00:10:25.600]  就是這裡說的
[00:10:25.600 --> 00:10:28.100]  要他管理伊甸園
[00:10:28.100 --> 00:10:29.600]  所以上帝造了亞當以後
[00:10:29.600 --> 00:10:30.200]  你去看
[00:10:30.200 --> 00:10:31.700]  接著創世紀講說
[00:10:31.700 --> 00:10:37.400]  他就在伊甸園修理看守
[00:10:37.400 --> 00:10:41.400]  伊甸園象徵著
[00:10:41.400 --> 00:10:46.400]  他預表著將來的新天新地
[00:10:46.400 --> 00:10:47.400]  所以到了啟示錄
[00:10:47.400 --> 00:10:49.500]  你可以看見新天新地
[00:10:49.500 --> 00:10:51.500]  整個創世紀到啟示錄
[00:10:51.500 --> 00:10:52.600]  神的新意
[00:10:52.600 --> 00:10:55.100]  在這邊一步一步的顯明出來
[00:10:55.100 --> 00:10:56.900]  亞當夏娃受造
[00:10:56.900 --> 00:10:58.900]  不是沒有目的的
[00:10:58.900 --> 00:11:02.100]  亞當神叫他來管理
[00:11:02.100 --> 00:11:04.300]  上帝所造的
[00:11:04.300 --> 00:11:10.800]  請問夏娃被造是做什麼
[00:11:10.800 --> 00:11:13.700]  幫助誰
[00:11:13.700 --> 00:11:14.900]  幫助亞當
[00:11:14.900 --> 00:11:15.900]  沒有
[00:11:15.900 --> 00:11:21.600]  女人可以撐起半邊天
[00:11:21.600 --> 00:11:23.900]  自從這句話出來之後
[00:11:23.900 --> 00:11:27.900]  女人就開始非常覺得自己很得不了
[00:11:27.900 --> 00:11:31.800]  了不得
[00:11:31.800 --> 00:11:33.100]  但是也帶來了
[00:11:33.100 --> 00:11:37.000]  整個家庭的一個秩序的破裂
[00:11:37.000 --> 00:11:38.500]  上帝設立的秩序
[00:11:38.500 --> 00:11:41.900]  本來是男人要做工
[00:11:41.900 --> 00:11:42.600]  為什麼
[00:11:42.600 --> 00:11:48.500]  因為他要汗流滿面才得糊口
[00:11:48.500 --> 00:11:49.400]  現在女人說
[00:11:49.400 --> 00:11:53.300]  不 我也要汗流滿面
[00:11:53.300 --> 00:11:58.100]  所以女人也開始汗流滿面才得糊口
[00:11:58.100 --> 00:12:01.000]  但是unfortunately
[00:12:01.000 --> 00:12:03.600]  男人不能生
[00:12:03.600 --> 00:12:05.800]  所以女人是怎麼樣
[00:12:05.800 --> 00:12:09.600]  要受生產之苦
[00:12:09.600 --> 00:12:11.400]  但請你記得
[00:12:11.400 --> 00:12:13.600]  這個都是什麼
[00:12:13.600 --> 00:12:16.200]  這個是人犯罪之後
[00:12:16.200 --> 00:12:19.700]  受了咒詛之後的結果
[00:12:19.700 --> 00:12:21.300]  所以我們不要去看這個
[00:12:21.300 --> 00:12:23.700]  我們要回到起初來
[00:12:23.700 --> 00:12:26.300]  亞當被造要管理
[00:12:26.300 --> 00:12:29.800]  夏娃被造是要幫助他一同管理
[00:12:29.800 --> 00:12:33.400]  簡單的說家庭設立的目的
[00:12:33.400 --> 00:12:40.300]  是為了來完成上帝所託付給我們管理的這個責任
[00:12:40.300 --> 00:12:42.700]  我們再請你看一些聖經
[00:12:42.700 --> 00:12:44.700]  請你看啟示錄
[00:12:44.700 --> 00:12:46.400]  這個上面沒有了
[00:12:46.400 --> 00:12:50.200]  有沒有 沒有
[00:12:50.200 --> 00:12:57.000]  請你看一下啟示錄二十二章好不好
[00:12:57.000 --> 00:12:57.800]  好 很快的
[00:12:57.800 --> 00:12:58.500]  找到我們之後
[00:12:58.500 --> 00:13:00.200]  我們看第三節到第五節
[00:13:00.200 --> 00:13:01.200]  來 我們一起來練
[00:13:01.200 --> 00:13:02.300]  第三節到第五節
[00:13:02.300 --> 00:13:03.500]  預備 請
[00:13:03.500 --> 00:13:05.300]  以後再沒有咒詛
[00:13:05.300 --> 00:13:07.900]  在城裡有神和羔羊的寶座
[00:13:07.900 --> 00:13:10.000]  他的僕人都要侍奉他
[00:13:10.000 --> 00:13:11.200]  也要見他的面
[00:13:11.200 --> 00:13:13.600]  他的名字必寫在他們的額上
[00:13:13.600 --> 00:13:14.800]  不再有黑夜
[00:13:14.800 --> 00:13:16.600]  他們也不用燈光日光
[00:13:16.600 --> 00:13:18.800]  因為主神要光照他們
[00:13:18.800 --> 00:13:20.000]  他們要作王
[00:13:20.000 --> 00:13:21.600]  直到永永遠遠
[00:13:21.600 --> 00:13:22.700]  就準備這裡講到說
[00:13:22.700 --> 00:13:24.700]  將來神的國降臨的時候
[00:13:24.700 --> 00:13:28.000]  那麼神的國降臨的時候
[00:13:28.000 --> 00:13:30.500]  怎麼樣
[00:13:30.500 --> 00:13:34.000]  這裡說他們要侍奉他
[00:13:34.000 --> 00:13:36.400]  看到沒有
[00:13:36.400 --> 00:13:39.800]  他們是誰
[00:13:39.800 --> 00:13:41.200]  他們是誰
[00:13:41.200 --> 00:13:42.500]  弟兄姊妹
[00:13:42.500 --> 00:13:43.300]  他們是誰
[00:13:43.300 --> 00:13:46.400]  好 我先問大家一件事情
[00:13:46.400 --> 00:13:48.200]  我先問大家一件事情
[00:13:48.200 --> 00:13:50.900]  講到這一段聖經
[00:13:50.900 --> 00:13:53.000]  我為什麼要提這個
[00:13:53.000 --> 00:13:55.800]  因為在以福所述第六章這裡
[00:13:55.800 --> 00:14:00.600]  你可以看見第八節好不好
[00:14:00.600 --> 00:14:01.700]  第八節我們找到的話
[00:14:01.700 --> 00:14:02.400]  我們一起來看
[00:14:02.400 --> 00:14:04.100]  第六章第八節
[00:14:04.100 --> 00:14:05.500]  我們一起來再來讀第八節
[00:14:05.500 --> 00:14:07.000]  來 預備 請
[00:14:07.000 --> 00:14:09.900]  因為曉得個人所行的善事
[00:14:09.900 --> 00:14:12.700]  不論是為奴的 是自主的
[00:14:12.700 --> 00:14:17.000]  都必按所行的得主的賞賜
[00:14:17.000 --> 00:14:18.300]  保羅在這裡講說
[00:14:18.300 --> 00:14:20.900]  我們所行的一切的事情
[00:14:20.900 --> 00:14:22.800]  所行的善事 好的事情
[00:14:22.800 --> 00:14:24.200]  他說不論是為奴的
[00:14:24.200 --> 00:14:25.800]  為奴的就是做奴隸的
[00:14:25.800 --> 00:14:26.800]  或者是自主的
[00:14:26.800 --> 00:14:28.400]  自主的就是做主人的
[00:14:28.400 --> 00:14:30.400]  都必按他所行的
[00:14:30.400 --> 00:14:33.900]  要得主的什麼樣賞賜
[00:14:33.900 --> 00:14:34.700]  換句話說
[00:14:34.700 --> 00:14:37.300]  我們所行的善事要得主的賞賜
[00:14:37.300 --> 00:14:40.900]  我們所行的惡事
[00:14:40.900 --> 00:14:42.900]  要怎麼樣
[00:14:42.900 --> 00:14:48.800]  要主的管教跟處罰
[00:14:48.800 --> 00:14:53.000]  所以講到賞賜的時候
[00:14:53.000 --> 00:14:55.800]  那麼這就讓我們看見
[00:14:55.800 --> 00:14:58.800]  保羅常常在他的書信裡面提到
[00:14:58.800 --> 00:15:00.700]  他將來要得
[00:15:00.700 --> 00:15:05.300]  神從天上賞賜給他的獎賞
[00:15:05.300 --> 00:15:08.700]  所以回到這個問題了
[00:15:08.700 --> 00:15:14.200]  你為什麼要活著
[00:15:14.200 --> 00:15:18.700]  你為什麼要活著
[00:15:18.700 --> 00:15:20.500]  那我問你已經信主的弟兄姊妹
[00:15:20.500 --> 00:15:21.300]  我請問你
[00:15:21.300 --> 00:15:26.100]  你為什麼要信耶穌
[00:15:26.100 --> 00:15:29.300]  我問了很多年
[00:15:29.300 --> 00:15:31.100]  問了很多遍了
[00:15:31.100 --> 00:15:33.100]  這個標準答案都給你們了
[00:15:33.100 --> 00:15:34.900]  應該把它背起來吧
[00:15:34.900 --> 00:15:35.400]  好不好
[00:15:35.400 --> 00:15:36.000]  來
[00:15:36.000 --> 00:15:37.100]  好
[00:15:37.100 --> 00:15:38.800]  所以我再特別問這個門訓的
[00:15:38.800 --> 00:15:39.700]  好不好
[00:15:39.700 --> 00:15:40.500]  這個不清楚的
[00:15:40.500 --> 00:15:42.300]  你通通要來上門訓
[00:15:42.300 --> 00:15:43.500]  上了門訓還不清楚
[00:15:43.500 --> 00:15:46.100]  你再從上
[00:15:46.100 --> 00:15:46.500]  丟這杯
[00:15:46.500 --> 00:15:51.900]  請問你信耶穌是為什麼
[00:15:51.900 --> 00:15:53.800]  為什麼
[00:15:53.800 --> 00:15:55.900]  榮耀神
[00:15:55.900 --> 00:15:57.300]  好
[00:15:57.300 --> 00:16:03.700]  還有呢
[00:16:03.700 --> 00:16:06.400]  那你信了耶穌以後
[00:16:06.400 --> 00:16:10.200]  你還要做什麼
[00:16:10.200 --> 00:16:11.400]  基督徒請告訴我
[00:16:11.400 --> 00:16:13.500]  管你
[00:16:13.500 --> 00:16:15.200]  你同意我意思嗎
[00:16:15.200 --> 00:16:18.500]  還記得我曾經給你們看過的那個圖嗎
[00:16:18.500 --> 00:16:22.300]  從得救到得勝
[00:16:22.300 --> 00:16:23.400]  是不是
[00:16:23.400 --> 00:16:25.300]  你沒有一個清楚的這個概念
[00:16:25.300 --> 00:16:26.300]  弟兄姊妹
[00:16:26.300 --> 00:16:27.800]  你在人生的過程當中
[00:16:27.800 --> 00:16:31.400]  太多的東西會把你帶偏了這條路
[00:16:31.400 --> 00:16:32.800]  世界的誘惑
[00:16:32.800 --> 00:16:34.600]  肉體的私慾
[00:16:34.600 --> 00:16:37.900]  還有仇敵的攻擊
[00:16:37.900 --> 00:16:40.300]  這些東西會把我們帶離開了
[00:16:40.300 --> 00:16:43.000]  忘掉了到底我為什麼活
[00:16:43.000 --> 00:16:44.300]  世界上不認識人的人
[00:16:44.300 --> 00:16:45.900]  他們就搞不清楚狀況
[00:16:45.900 --> 00:16:49.600]  所以他們只能夠為錢而活
[00:16:49.600 --> 00:16:51.100]  對不對
[00:16:51.100 --> 00:16:52.400]  但是親愛的姐妹
[00:16:52.400 --> 00:16:54.400]  我們認識主的人知道
[00:16:54.400 --> 00:16:57.500]  上帝在我們身上有一個目的
[00:16:57.500 --> 00:17:04.700]  他要我們每一個人得救救贖了
[00:17:04.700 --> 00:17:05.800]  繼續一步
[00:17:05.800 --> 00:17:10.400]  回到起初他對亞當夏娃的使命
[00:17:10.400 --> 00:17:14.700]  要我們管理全地
[00:17:14.700 --> 00:17:16.000]  也就是說
[00:17:16.000 --> 00:17:17.300]  我們在這個地上
[00:17:17.300 --> 00:17:19.400]  神就超斂預備我們
[00:17:19.400 --> 00:17:23.000]  有一天當主耶穌的國降臨的時候
[00:17:23.000 --> 00:17:24.500]  那個時候
[00:17:24.500 --> 00:17:25.600]  我們在天上做什麼
[00:17:25.600 --> 00:17:27.400]  親愛的弟兄姊妹
[00:17:27.400 --> 00:17:28.800]  請問你現在想像
[00:17:28.800 --> 00:17:30.600]  將來到天上去的時候
[00:17:30.600 --> 00:17:34.000]  首先問想不想到天上
[00:17:34.000 --> 00:17:36.200]  真想嗎
[00:17:36.200 --> 00:17:38.200]  真想嗎
[00:17:38.200 --> 00:17:44.000]  好到天上做什麼
[00:17:44.000 --> 00:17:46.500]  管理感謝讚美主
[00:17:46.500 --> 00:17:48.400]  這些都是高級班的
[00:17:48.400 --> 00:17:51.100]  這個LT畢業的
[00:17:51.100 --> 00:17:55.400]  弟兄姊妹你不要小看這件事情
[00:17:55.400 --> 00:17:57.100]  如果
[00:17:57.100 --> 00:17:58.200]  所以有的人跟我講說
[00:17:58.200 --> 00:17:59.200]  信了耶穌之後
[00:17:59.200 --> 00:18:00.500]  我們將來等著上天堂
[00:18:00.500 --> 00:18:01.400]  上天堂做什麼
[00:18:01.400 --> 00:18:02.400]  問他講來講去
[00:18:02.400 --> 00:18:03.200]  最後就是說
[00:18:03.200 --> 00:18:04.100]  到天堂去
[00:18:04.100 --> 00:18:07.700]  我們在那邊唱歌
[00:18:07.700 --> 00:18:09.300]  好也可以唱歌
[00:18:09.300 --> 00:18:10.200]  也應該要唱
[00:18:10.200 --> 00:18:11.600]  我們將來也會唱
[00:18:11.600 --> 00:18:14.400]  那你現在就好好唱
[00:18:14.400 --> 00:18:15.400]  你不要敬拜的時候
[00:18:15.400 --> 00:18:16.800]  那一個苦瓜臉
[00:18:16.800 --> 00:18:17.200]  上天說
[00:18:17.200 --> 00:18:18.700]  我看你在地上都沒操練好
[00:18:18.700 --> 00:18:21.400]  不用到天上來了
[00:18:21.400 --> 00:18:21.900]  不是
[00:18:21.900 --> 00:18:25.800]  意思不是說你不會死
[00:18:25.800 --> 00:18:26.600]  弟兄姊妹
[00:18:26.600 --> 00:18:28.400]  我們在地上才預備天上
[00:18:28.400 --> 00:18:30.200]  所以將來有一天到天上的時候
[00:18:30.200 --> 00:18:32.300]  剛才啟示錄那邊告訴我們說
[00:18:32.300 --> 00:18:35.500]  他們要侍奉他
[00:18:35.500 --> 00:18:36.700]  看到沒有
[00:18:36.700 --> 00:18:40.200]  所以你我將來到天上還要侍奉的
[00:18:40.200 --> 00:18:45.600]  所以你在地上你要侍奉
[00:18:45.600 --> 00:18:47.200]  那你說侍奉什麼
[00:18:47.200 --> 00:18:48.900]  他說接著第五節說
[00:18:48.900 --> 00:18:52.100]  他們要做王
[00:18:52.100 --> 00:18:54.600]  看到沒有
[00:18:54.600 --> 00:18:57.400]  做王就是管理
[00:18:57.400 --> 00:18:59.300]  所以啟示錄講得更清楚了
[00:18:59.300 --> 00:19:01.600]  在新天新地上帝的國度裡面
[00:19:01.600 --> 00:19:04.900]  耶穌基督成了這一個永遠國度的王
[00:19:04.900 --> 00:19:06.000]  是不是
[00:19:06.000 --> 00:19:08.200]  但是他要有一批的得勝者
[00:19:08.200 --> 00:19:11.400]  跟他一起來管理這個國度
[00:19:11.400 --> 00:19:12.400]  弟兄姊妹
[00:19:12.400 --> 00:19:20.100]  那你是那一個他所選擇的得勝者嗎
[00:19:20.100 --> 00:19:20.600]  好了
[00:19:20.600 --> 00:19:23.700]  這是第一個
[00:19:23.700 --> 00:19:26.200]  所以弟兄姊妹
[00:19:26.200 --> 00:19:32.200]  我們之所以如此的在這個地方擺上
[00:19:32.200 --> 00:19:33.500]  我們追求
[00:19:33.500 --> 00:19:34.900]  我們讀聖經
[00:19:34.900 --> 00:19:36.600]  我們參加門訓
