
[00:00:00.000 --> 00:00:03.540]  咁我哋繼續去思考詩篇裡面嘅說話
[00:05:08.000 --> 00:05:10.000]  但呢個James Webb
[00:05:10.000 --> 00:05:12.000]  Telescope
[00:05:12.000 --> 00:05:14.000]  射咗上太空嘅時候
[00:05:14.000 --> 00:05:16.000]  佢傳送第一個係人類從來
[00:05:16.000 --> 00:05:18.000]  以前未見過嘅一啲相片
[00:05:18.000 --> 00:05:20.000]  左邊嗰個相片
[00:05:20.000 --> 00:05:22.000]  就話畀我哋聽嗰個嘅
[00:05:22.000 --> 00:05:24.000]  即係
[00:05:24.000 --> 00:05:26.000]  呢啲嘅光線
[00:05:26.000 --> 00:05:28.000]  其實已經行咗呢
[00:05:28.000 --> 00:05:30.000]  十三個billion years
[00:05:30.000 --> 00:05:32.000]  十三個billion years 我唔知幾多零
[00:05:32.000 --> 00:05:34.000]  你自己話下 有幾多個零
[00:05:34.000 --> 00:05:36.000]  即係相片裏面見到嘅光呢
[00:05:36.000 --> 00:05:38.000]  幾乎係宇宙開始嘅時候
[00:05:38.000 --> 00:05:40.000]  所謂大爆炸 開始嘅時候
[00:05:40.000 --> 00:05:42.000]  見到嘅第一道光
[00:05:42.000 --> 00:05:44.000]  你見到右下角嗰個嘅
[00:05:44.000 --> 00:05:46.000]  圖表
[00:05:46.000 --> 00:05:48.000]  就話畀你聽原來有 以往有唔同嘅
[00:05:48.000 --> 00:05:50.000]  望遠鏡係射過上去太空嘅
[00:05:50.000 --> 00:05:52.000]  今次呢
[00:05:52.000 --> 00:05:54.000]  係所謂見到
[00:05:54.000 --> 00:05:56.000]  呢個Big Bang之後
[00:05:56.000 --> 00:05:58.000]  會出現嘅嗰啲嘅光
[00:05:58.000 --> 00:06:00.000]  航行咗成
[00:06:00.000 --> 00:06:02.000]  十三個billion years
[00:06:02.000 --> 00:06:04.000]  而家終於畀我哋肉眼
[00:06:04.000 --> 00:06:06.000]  能夠見到喺相片裏面
[00:06:06.000 --> 00:06:08.000]  能夠係拍攝到出嚟
[00:06:08.000 --> 00:06:10.000]  見到個宇宙
[00:06:10.000 --> 00:06:12.000]  我哋越嚟越去探索嘅時候
[00:06:12.000 --> 00:06:14.000]  就係越嚟越
[00:06:14.000 --> 00:06:16.000]  越嚟越大
[00:06:16.000 --> 00:06:18.000]  越嚟越
[00:06:18.000 --> 00:06:20.000]  無限 畀我哋見到
[00:06:20.000 --> 00:06:22.000]  嗰個嘅宇宙係幾咁
[00:06:22.000 --> 00:06:24.000]  浩瀚
[00:06:24.000 --> 00:06:26.000]  CP19篇
[00:06:26.000 --> 00:06:28.000]  雖然係寫喺古代嘅時候
[00:06:28.000 --> 00:06:30.000]  但係當時
[00:06:30.000 --> 00:06:32.000]  詩人已經見到呢個嘅宇宙
[00:06:32.000 --> 00:06:34.000]  係述述緊一樣嘢
[00:06:34.000 --> 00:06:36.000]  係上帝嘅榮耀
[00:06:36.000 --> 00:06:38.000]  上帝自己
[00:06:38.000 --> 00:06:40.000]  嘅偉大
[00:06:40.000 --> 00:06:42.000]  CP19第四節
[00:06:42.000 --> 00:06:46.000]  第四節到
[00:06:46.000 --> 00:06:48.000]  第六節
[00:06:48.000 --> 00:06:50.000]  嗰度講乜嘢 佢話太陽
[00:06:50.000 --> 00:06:52.000]  神把他們
[00:06:52.000 --> 00:06:54.000]  中間為太陽安設咗
[00:06:54.000 --> 00:06:56.000]  帳幕 太陽如同新郎
[00:06:56.000 --> 00:06:58.000]  出洞房 猶像勇士
[00:06:58.000 --> 00:07:00.000]  歡歡喜喜嘅跑路
[00:07:00.000 --> 00:07:02.000]  佢係從天嘅這一邊出嚟
[00:07:02.000 --> 00:07:04.000]  繞到天嘅那一邊
[00:07:04.000 --> 00:07:06.000]  沒有乜嘢可以隱藏
[00:07:06.000 --> 00:07:08.000]  得不到他的混亂
[00:07:08.000 --> 00:07:10.000]  用個太陽
[00:07:10.000 --> 00:07:12.000]  用咗幾節嘅聖經
[00:07:12.000 --> 00:07:14.000]  去到講太陽嘅
[00:07:14.000 --> 00:07:16.000]  可見程度
[00:07:16.000 --> 00:07:18.000]  或者可以感受嘅程度
[00:07:18.000 --> 00:07:20.000]  即係每個人都會感受到太陽
[00:07:20.000 --> 00:07:22.000]  嘅猛烈
[00:07:22.000 --> 00:07:24.000]  太陽嘅光
[00:07:24.000 --> 00:07:26.000]  當然呢個就同
[00:07:26.000 --> 00:07:28.000]  當地巴勒斯坦地好有關
[00:07:28.000 --> 00:07:30.000]  特別夏天
[00:07:30.000 --> 00:07:32.000]  去到以色列嘅時候
[00:07:32.000 --> 00:07:34.000]  七月八月
[00:07:34.000 --> 00:07:36.000]  六月七月八月
[00:07:36.000 --> 00:07:38.000]  係冇雨水嘅
[00:07:38.000 --> 00:07:40.000]  成個天都藍色嘅
[00:07:40.000 --> 00:07:42.000]  同我哋之間嗰個好唔同
[00:07:42.000 --> 00:07:44.000]  我哋幾乎
[00:07:44.000 --> 00:07:46.000]  有陣時一年裏面梗有幾個月
[00:07:46.000 --> 00:07:48.000]  係不見天日嘅
[00:07:48.000 --> 00:07:50.000]  除咗我哋唔出街之外
[00:07:50.000 --> 00:07:52.000]  太陽好少見到嘅 因為多雲
[00:07:52.000 --> 00:07:54.000]  或者有雨 好似今日咁
[00:07:54.000 --> 00:07:56.000]  咁我哋就見唔到太陽 但係
[00:07:56.000 --> 00:07:58.000]  喺以色列
[00:07:58.000 --> 00:08:00.000]  你逃避不了太陽
[00:08:00.000 --> 00:08:02.000]  因為太陽
[00:08:02.000 --> 00:08:04.000]  出嚟嘅時候
[00:08:04.000 --> 00:08:06.000]  知道佢日落
[00:08:06.000 --> 00:08:08.000]  我哋都會feel到
[00:08:08.000 --> 00:08:10.000]  會感受到太陽嘅
[00:08:10.000 --> 00:08:12.000]  猛烈
[00:08:12.000 --> 00:08:14.000]  將太陽嚟到去述說
[00:08:14.000 --> 00:08:16.000]  話上帝自己嘅存在
[00:08:16.000 --> 00:08:18.000]  上帝嘅權能
[00:08:18.000 --> 00:08:20.000]  係個個人都可以見到
[00:08:20.000 --> 00:08:22.000]  點解唔用其他
[00:08:22.000 --> 00:08:24.000]  真琴異獸呢
[00:08:24.000 --> 00:08:26.000]  一啲好奇特嘅生物
[00:08:26.000 --> 00:08:28.000]  海洋裏面大把
[00:08:28.000 --> 00:08:30.000]  我最近睇咗一個youtube
[00:08:30.000 --> 00:08:32.000]  講八爪魚
[00:08:32.000 --> 00:08:34.000]  有幾厲害
[00:08:34.000 --> 00:08:36.000]  佢裏面有好多
[00:08:36.000 --> 00:08:38.000]  好多嘅
[00:08:38.000 --> 00:08:40.000]  nuance
[00:08:40.000 --> 00:08:42.000]  好聰明嘅活物
[00:08:42.000 --> 00:08:44.000]  點解唔用呢啲真琴異獸
[00:08:44.000 --> 00:08:46.000]  嚟到去話畀我聽上帝
[00:08:46.000 --> 00:08:48.000]  創造嘅奇妙 同埋上帝
[00:08:48.000 --> 00:08:50.000]  創造主嘅奇妙 佢嘅智慧
[00:08:50.000 --> 00:08:52.000]  原因喺邊度
[00:08:52.000 --> 00:08:54.000]  就因為太陽人都見到
[00:08:54.000 --> 00:08:56.000]  特別喺
[00:08:56.000 --> 00:08:58.000]  以色列地 特別喺巴基斯坦地
[00:08:58.000 --> 00:09:00.000]  攞嚟搞搞啲翻譯先
[00:09:00.000 --> 00:09:02.000]  第五節
[00:09:02.000 --> 00:09:04.000]  太陽如同新郎出洞房
[00:09:04.000 --> 00:09:06.000]  呢個我成日覺得中文翻譯好奇怪
[00:09:06.000 --> 00:09:08.000]  出洞房
[00:09:08.000 --> 00:09:10.000]  可能有啲現代嘅
[00:09:10.000 --> 00:09:12.000]  猶太人嘅傳統可以幫到我哋
[00:09:12.000 --> 00:09:14.000]  洞房
[00:09:14.000 --> 00:09:16.000]  呢個字翻譯咗
[00:09:16.000 --> 00:09:18.000]  或者英文esv等等
[00:09:18.000 --> 00:09:20.000]  翻譯做pavilion
[00:09:20.000 --> 00:09:22.000]  tent
[00:09:22.000 --> 00:09:24.000]  其實係乜嘢意思
[00:09:24.000 --> 00:09:26.000]  現代嘅一啲嘅猶太人
[00:09:26.000 --> 00:09:28.000]  佢哋就會有一種嘅
[00:09:28.000 --> 00:09:30.000]  叫做hooper嘅嘢
[00:09:30.000 --> 00:09:32.000]  其實嗰個所謂洞房嘅字背後
[00:09:32.000 --> 00:09:34.000]  就是hooper
[00:09:34.000 --> 00:09:36.000]  嗰個tent
[00:09:36.000 --> 00:09:38.000]  咁呢個猶太人
[00:09:38.000 --> 00:09:40.000]  現喺已經有好多年嘅傳統
[00:09:40.000 --> 00:09:42.000]  就係佢哋行婚禮嘅時候
[00:09:42.000 --> 00:09:44.000]  個新人
[00:09:44.000 --> 00:09:46.000]  同埋嗰個嘅拉比
[00:09:46.000 --> 00:09:48.000]  或者個主婚人
[00:09:48.000 --> 00:09:50.000]  喺嗰個帳幕嘅底下
[00:09:50.000 --> 00:09:52.000]  你都可以進行婚禮
[00:09:52.000 --> 00:09:54.000]  禮成之後
[00:09:54.000 --> 00:09:56.000]  個新郎就會
[00:09:56.000 --> 00:09:58.000]  帶住新郎離開
[00:09:58.000 --> 00:10:00.000]  嗰個hooper
[00:10:00.000 --> 00:10:02.000]  離開呢個所謂嘅帳幕
[00:10:02.000 --> 00:10:04.000]  就代表
[00:10:04.000 --> 00:10:06.000]  佢哋一個新嘅家庭
[00:10:06.000 --> 00:10:08.000]  出現
[00:10:08.000 --> 00:10:10.000]  一個新嘅創造
[00:10:10.000 --> 00:10:12.000]  所以如果十九篇咁樣睇嘅話
[00:10:12.000 --> 00:10:14.000]  就係太陽出嚟嘅時候
[00:10:14.000 --> 00:10:16.000]  就好似新郎
[00:10:16.000 --> 00:10:18.000]  同出離開呢一個
[00:10:18.000 --> 00:10:20.000]  嘅hooper一樣
[00:10:20.000 --> 00:10:22.000]  係一個新創造
[00:10:22.000 --> 00:10:24.000]  一個新嘅創造
[00:10:24.000 --> 00:10:26.000]  即係話每一日
[00:10:26.000 --> 00:10:28.000]  都係上帝自己
[00:10:28.000 --> 00:10:30.000]  新嘅創造力
[00:10:30.000 --> 00:10:32.000]  如果你咁睇
[00:10:32.000 --> 00:10:34.000]  C篇十九篇就係講緊
[00:10:34.000 --> 00:10:36.000]  一啲唔係我哋現代人
[00:10:36.000 --> 00:10:38.000]  好多時諗嘅
[00:10:38.000 --> 00:10:40.000]  對宇宙嘅觀念
[00:10:40.000 --> 00:10:42.000]  我哋成日覺得宇宙係一個機器
[00:10:42.000 --> 00:10:44.000]  一路按照佢嘅
[00:10:44.000 --> 00:10:46.000]  萬有引力 或者其他個principle
[00:10:46.000 --> 00:10:48.000]  去到繼續去run
[00:10:48.000 --> 00:10:50.000]  好似一個機械 一個engine咁
[00:10:50.000 --> 00:10:52.000]  CB十九篇
[00:10:52.000 --> 00:10:54.000]  就係形容到呢一個嘅宇宙
[00:10:54.000 --> 00:10:56.000]  就有上帝去掌管
[00:10:56.000 --> 00:10:58.000]  同埋有上帝去到帶領住
[00:10:58.000 --> 00:11:00.000]  有上帝去involve嘅
[00:11:00.000 --> 00:11:02.000]  佢去介入嘅 一個咁樣嘅
[00:11:02.000 --> 00:11:04.000]  cosmos 一個咁樣嘅
[00:11:04.000 --> 00:11:06.000]  宇宙
[00:11:06.000 --> 00:11:08.000]  用太陽嚟到去
[00:11:08.000 --> 00:11:10.000]  導出
[00:11:10.000 --> 00:11:12.000]  上帝自己嘅榮耀
[00:11:12.000 --> 00:11:14.000]  我相信亦都有另外一個嘅
[00:11:14.000 --> 00:11:16.000]  意思 點解用到婚禮hooper
[00:11:16.000 --> 00:11:18.000]  因為喺古代嘅婚禮
[00:11:18.000 --> 00:11:20.000]  永遠都係公開嘅
[00:11:20.000 --> 00:11:22.000]  古時嘅婚禮
[00:11:22.000 --> 00:11:24.000]  永遠都係公開
[00:11:24.000 --> 00:11:26.000]  唔需要有我哋今日
[00:11:26.000 --> 00:11:28.000]  而家我哋搞婚禮嘅時候
[00:11:28.000 --> 00:11:30.000]  我哋有guest list
[00:11:30.000 --> 00:11:32.000]  有啲人請 有啲人唔請
[00:11:32.000 --> 00:11:34.000]  唔請又怕唔請佢
[00:11:34.000 --> 00:11:36.000]  得罪大家 請咗佢
[00:11:36.000 --> 00:11:38.000]  又驚佢唔畀禮金等等
[00:11:38.000 --> 00:11:40.000]  我哋唔會咁樣
[00:11:40.000 --> 00:11:42.000]  即係古時嘅時候
[00:11:42.000 --> 00:11:44.000]  婚禮就唔會咁嘅
[00:11:44.000 --> 00:11:46.000]  古時嘅婚禮成條村都知嘅
[00:11:46.000 --> 00:11:48.000]  邊個結婚 邊個有
[00:11:48.000 --> 00:11:50.000]  組織新嘅家庭
[00:11:50.000 --> 00:11:52.000]  成條村就being invite 㗎啦
[00:11:52.000 --> 00:11:54.000]  就會被歡迎嚟到參與嗰個嘅
[00:11:54.000 --> 00:11:56.000]  婚禮
[00:11:56.000 --> 00:11:58.000]  所以換句話講
[00:11:58.000 --> 00:12:00.000]  因為講個太陽個個人都知嘅
[00:12:00.000 --> 00:12:02.000]  就好似婚禮個個人都知
[00:12:02.000 --> 00:12:04.000]  就係你冇理由
[00:12:04.000 --> 00:12:06.000]  miss 個婚禮
[00:12:06.000 --> 00:12:08.000]  你想像一下
[00:12:08.000 --> 00:12:10.000]  大嘅村落裏面 農村
[00:12:10.000 --> 00:12:12.000]  點可能有喜事嘅時候
[00:12:12.000 --> 00:12:14.000]  你係唔知道㗎
[00:12:14.000 --> 00:12:16.000]  無可能
[00:12:16.000 --> 00:12:18.000]  因為你一定
[00:12:18.000 --> 00:12:20.000]  會去嗰個 banquet
[00:12:20.000 --> 00:12:22.000]  一定會被歡迎
[00:12:22.000 --> 00:12:24.000]  你可以參加
[00:12:24.000 --> 00:12:26.000]  呢度就話畀我聽上帝
[00:12:26.000 --> 00:12:28.000]  所述說嘅榮耀
[00:12:28.000 --> 00:12:30.000]  係不能夠
[00:12:30.000 --> 00:12:32.000]  不知嘅 冇理由你聽唔到
[00:12:32.000 --> 00:12:34.000]  冇理由你留意唔到
[00:12:34.000 --> 00:12:36.000]  就咁嘅意思㗎啦
[00:12:36.000 --> 00:12:38.000]  詩篇十九篇
[00:12:38.000 --> 00:12:40.000]  好幾年前
[00:12:40.000 --> 00:12:42.000]  去網上聽一個嘅
[00:12:42.000 --> 00:12:44.000]  英國嘅兩個學者
[00:12:44.000 --> 00:12:46.000]  去到辯論
[00:12:46.000 --> 00:12:48.000]  辯論上帝嘅存在 宗教等等 信仰
[00:12:48.000 --> 00:12:50.000]  其中一個學者就係
[00:12:50.000 --> 00:12:52.000]  一個英國嘅大拉比
[00:12:52.000 --> 00:12:54.000]  叫做 Jonathan Sacks
[00:12:54.000 --> 00:12:56.000]  幾年前佢啱啱
[00:12:56.000 --> 00:12:58.000]  離開世界
[00:12:58.000 --> 00:13:00.000]  另一個同佢debate嘅
[00:13:00.000 --> 00:13:02.000]  呢個 Jonathan Sacks
[00:13:02.000 --> 00:13:04.000]  就係英國嘅大拉比
[00:13:04.000 --> 00:13:06.000]  一個猶太教
[00:13:06.000 --> 00:13:08.000]  另一個就係英國嘅
[00:13:08.000 --> 00:13:10.000]  一個嘅生物學家
[00:13:10.000 --> 00:13:12.000]  或者進化論嘅學家
[00:13:12.000 --> 00:13:14.000]  叫做 Richard Dawkins
[00:13:14.000 --> 00:13:16.000]  佢就認為係冇神嘅
[00:13:16.000 --> 00:13:18.000]  一個有神論 一個冇神論
[00:13:18.000 --> 00:13:20.000]  兩個喺度debate嘅時候
[00:13:20.000 --> 00:13:22.000]  我覺得好有趣一個地方
[00:13:22.000 --> 00:13:24.000]  當然係好滋滋嘅debate
[00:13:24.000 --> 00:13:26.000]  但係我其中一個嘅對話
[00:13:26.000 --> 00:13:28.000]  我覺得好有趣嘅
[00:13:28.000 --> 00:13:30.000]  嗰個對話就係乜嘢呢
[00:13:30.000 --> 00:13:32.000]  就係Rev. Sacks
[00:13:32.000 --> 00:13:34.000]  佢就話 同呢個Richard講
[00:13:34.000 --> 00:13:36.000]  佢話
[00:13:36.000 --> 00:13:38.000]  Religion is music
[00:13:38.000 --> 00:13:40.000]  But you are tone deaf
[00:13:40.000 --> 00:13:42.000]  Dawkins就答佢
[00:13:42.000 --> 00:13:44.000]  佢話 Yes, it's true
[00:13:44.000 --> 00:13:46.000]  I am tone deaf
[00:13:46.000 --> 00:13:48.000]  But there is no music
[00:13:48.000 --> 00:13:52.000]  呢個對話值得我哋去諗一諗
[00:13:52.000 --> 00:13:56.000]  到底有冇music
[00:13:56.000 --> 00:13:58.000]  或者我哋係tone deaf
[00:13:58.000 --> 00:14:00.000]  詩篇十九篇
[00:14:00.000 --> 00:14:02.000]  就話有一個music
[00:14:02.000 --> 00:14:04.000]  不斷嘅嚟到去咒響嘅
[00:14:04.000 --> 00:14:08.000]  There is no way you missed
[00:14:08.000 --> 00:14:10.000]  no way
[00:14:10.000 --> 00:14:12.000]  你係會聽唔見
[00:14:12.000 --> 00:14:14.000]  係無法推諉嘅
[00:14:14.000 --> 00:14:16.000]  只要你
[00:14:16.000 --> 00:14:18.000]  豎起隻耳聽下
[00:14:18.000 --> 00:14:20.000]  你就知道上帝嘅
[00:14:20.000 --> 00:14:22.000]  榮耀
[00:14:22.000 --> 00:14:24.000]  呢個喺聖經嘅
[00:14:24.000 --> 00:14:26.000]  概念裏面
[00:14:26.000 --> 00:14:28.000]  就叫做
[00:14:28.000 --> 00:14:30.000]  好細嘅啟示
[00:14:30.000 --> 00:14:32.000]  Universal revelation
[00:14:32.000 --> 00:14:34.000]  即係個個人都可以知道
[00:14:34.000 --> 00:14:36.000]  喺你心裏面知道
[00:14:36.000 --> 00:14:38.000]  上帝嘅存在
[00:14:38.000 --> 00:14:40.000]  喺見到呢個宇宙嘅浩瀚嘅時候
[00:14:40.000 --> 00:14:42.000]  你會感受到上帝嘅存在
[00:14:42.000 --> 00:14:46.000]  Universal或者General revelation
[00:14:46.000 --> 00:14:48.000]  普遍嘅啟示
[00:14:48.000 --> 00:14:50.000]  詩篇十九篇
[00:14:50.000 --> 00:14:52.000]  頭一半就係講呢樣嘢
[00:14:52.000 --> 00:14:54.000]  然之後就講到另外一種嘅啟示
[00:14:54.000 --> 00:14:56.000]  我哋或者可以叫佢做
[00:14:56.000 --> 00:14:58.000]  特別嘅啟示
[00:14:58.000 --> 00:15:00.000]  特殊嘅啟示
[00:15:00.000 --> 00:15:02.000]  Special revelation
[00:15:02.000 --> 00:15:04.000]  唔係個個人都可以有嘅
[00:15:04.000 --> 00:15:06.000]  只有屬於相信佢嘅人
[00:15:06.000 --> 00:15:08.000]  先至能夠得到呢啲啟示
