
[00:00:00.000 --> 00:00:04.320]  (主席)剛才聽到師班的獻唱
[00:04:07.520 --> 00:04:10.520]  而是因為孩子的誕生
[00:04:10.520 --> 00:04:15.520]  是要向我們講明一樣的事實
[00:04:15.520 --> 00:04:21.520]  就是上主從來沒有放棄過一個
[00:04:21.520 --> 00:04:27.520]  令人失望不安的世界
[00:04:27.520 --> 00:04:33.520]  即是面對外在的環境如何的不利
[00:04:33.520 --> 00:04:36.520]  如何的惡劣
[00:04:36.520 --> 00:04:39.520]  上帝救贖的應許
[00:04:39.520 --> 00:04:43.520]  是從沒有改變過
[00:04:43.520 --> 00:04:47.520]  所以重點其實不是在說
[00:04:47.520 --> 00:04:51.520]  孩子是我們的希望
[00:04:51.520 --> 00:04:53.520]  這是錯的
[00:04:53.520 --> 00:04:56.520]  重點是在說
[00:04:56.520 --> 00:05:02.520]  孩子是見證著上主的應許
[00:05:02.520 --> 00:05:08.520]  使我們有希望
[00:05:08.520 --> 00:05:15.520]  事實上將希望建立在孩子身上
[00:05:15.520 --> 00:05:18.520]  其實不是很可靠
[00:05:18.520 --> 00:05:21.520]  當然我們當中年紀比較年長的
[00:05:21.520 --> 00:05:25.520]  好像我這些就完全明白這個道理
[00:05:25.520 --> 00:05:29.520]  不只是因為孩子本身的希望
[00:05:29.520 --> 00:05:34.520]  和父母和社會對他的希望不同
[00:05:34.520 --> 00:05:39.520]  更加是因為將希望放在孩子的身上
[00:05:39.520 --> 00:05:45.520]  是無形中為孩子製造了一些不需要
[00:05:45.520 --> 00:05:51.520]  甚至令他們承擔不到的壓力
[00:05:51.520 --> 00:05:56.520]  所以孩子是我們的希望
[00:05:56.520 --> 00:06:04.520]  不是因為孩子相對地比我們命長
[00:06:04.520 --> 00:06:08.520]  而是因為他們的誕生
[00:06:08.520 --> 00:06:12.520]  是見證著上主
[00:06:12.520 --> 00:06:17.520]  是沒有放棄過這個世界
[00:06:17.520 --> 00:06:21.520]  只有在這樣的理解之下
[00:06:21.520 --> 00:06:26.520]  一對沒有四百萬以上家財的夫婦
[00:06:26.520 --> 00:06:31.520]  仍可以有勇氣有孩子
[00:06:31.520 --> 00:06:36.520]  因為她相信上主的救贖
[00:06:36.520 --> 00:06:38.520]  也只有在這樣的理解
[00:06:38.520 --> 00:06:44.520]  住在一個法治搖擺的社會環境之下的夫婦
[00:06:44.520 --> 00:06:50.520]  仍然有信心有孩子
[00:06:50.520 --> 00:06:54.520]  因為她相信上主的救贖
[00:06:54.520 --> 00:06:58.520]  是沒有離開過這個世界
[00:06:58.520 --> 00:07:01.520]  也只有在這樣的理解之下
[00:07:01.520 --> 00:07:07.520]  一個面對著有身心障礙的孩子的夫婦
[00:07:07.520 --> 00:07:11.520]  仍然是充滿盼望的
[00:07:11.520 --> 00:07:15.520]  長大後的孩子
[00:07:15.520 --> 00:07:20.520]  因為縱使環境如何惡劣
[00:07:20.520 --> 00:07:25.520]  上主是沒有離開過
[00:07:25.520 --> 00:07:31.520]  他們有孩子不是一時的衝動
[00:07:31.520 --> 00:07:35.520]  也不是不懂得計算
[00:07:35.520 --> 00:07:43.520]  而是因為他們相信上主的應許
[00:07:43.520 --> 00:07:49.520]  而讓他們的生命有希望
[00:07:49.520 --> 00:07:53.520]  按照以上的理解
[00:07:53.520 --> 00:07:56.520]  是否生育孩子
[00:07:56.520 --> 00:07:59.520]  就不是我們一般的人
[00:07:59.520 --> 00:08:02.520]  甚至很多基督徒以為
[00:08:02.520 --> 00:08:10.520]  這純粹是一對夫婦個人選擇的課題
[00:08:10.520 --> 00:08:15.520]  其實這是一個信仰的課題
[00:08:15.520 --> 00:08:22.520]  你相信上主的應許有多真實
[00:08:22.520 --> 00:08:26.520]  同樣渴望有孩子的父母
[00:08:26.520 --> 00:08:32.520]  就不等同於你看得見上主的救贖的應許
[00:08:32.520 --> 00:08:38.520]  因為這可能只不過是滿足個人的希望
[00:08:38.520 --> 00:08:43.520]  而不是對上主的相信
[00:08:43.520 --> 00:08:47.520]  孩子是我們的希望
[00:08:47.520 --> 00:08:50.520]  這是什麼樣的希望呢?
[00:08:50.520 --> 00:08:55.520]  很多父母會這樣說
[00:08:55.520 --> 00:09:01.520]  我們希望孩子可以快樂和健康地成長
[00:09:01.520 --> 00:09:08.520]  但我會說這不是孩子是我們的希望的意思
[00:09:08.520 --> 00:09:10.520]  是說你希望他
[00:09:10.520 --> 00:09:16.520]  不等同於說他是我們的希望
[00:09:16.520 --> 00:09:20.520]  耶穌為瑪利亞帶來的希望
[00:09:20.520 --> 00:09:25.520]  在第50至53節的描述說
[00:09:25.520 --> 00:09:31.520]  祂憐憫敬畏祂的人直到世世代代
[00:09:31.520 --> 00:09:34.520]  祂用磅秘施展大能
[00:09:34.520 --> 00:09:38.520]  祂廣散心裡妄想的狂傲人
[00:09:38.520 --> 00:09:40.520]  祂叫有權位的失位
[00:09:40.520 --> 00:09:43.520]  叫卑賤的升高
[00:09:43.520 --> 00:09:46.520]  祂叫飢餓的飽餐美食
[00:09:46.520 --> 00:09:51.520]  叫富足的空手回去
[00:09:51.520 --> 00:09:56.520]  同樣施洗約翰為伊麗莎白帶來的希望就是
[00:09:56.520 --> 00:10:00.520]  祂要使許多以色列人回來迴轉
[00:10:00.520 --> 00:10:03.520]  歸於主他們的上主
[00:10:03.520 --> 00:10:07.520]  祂將有以利亞的精神和能力
[00:10:07.520 --> 00:10:09.520]  走在主的前面
[00:10:09.520 --> 00:10:12.520]  叫父親的心轉向兒女
[00:10:12.520 --> 00:10:16.520]  叫伴翼的轉向兒人的智慧
[00:10:16.520 --> 00:10:23.520]  又為主預備迎接祂的百姓
[00:10:23.520 --> 00:10:29.520]  由耶穌和施洗約翰帶來的希望
[00:10:29.520 --> 00:10:32.520]  有一個特徵
[00:10:32.520 --> 00:10:38.520]  就是對當時社會既定的情況
[00:10:38.520 --> 00:10:45.520]  作出一種顛覆性的反抗和改變
[00:10:45.520 --> 00:10:51.520]  以致有權位的失位
[00:10:51.520 --> 00:10:55.520]  卑微的可以升高
[00:10:55.520 --> 00:11:00.520]  如果沒有了這種顛覆性的反抗和改變
[00:11:00.520 --> 00:11:05.520]  飢餓的就不會得到飽餐美食
[00:11:05.520 --> 00:11:11.520]  富足的就不會空手回去
[00:11:11.520 --> 00:11:16.520]  這裡就讓我想起
[00:11:16.520 --> 00:11:19.520]  在十九世紀
[00:11:19.520 --> 00:11:23.520]  美國著名演說家
[00:11:23.520 --> 00:11:27.520]  Henry Beecher一句名言
[00:11:27.520 --> 00:11:33.520]  他說:如果一個國家的年輕人保守
[00:11:33.520 --> 00:11:40.520]  這個國家就敲起了喪鐘
[00:11:40.520 --> 00:11:45.520]  耶穌和施洗約翰帶來的盼望
[00:11:45.520 --> 00:11:50.520]  不是一些小修小補的改善
[00:11:50.520 --> 00:11:55.520]  而是帶來社會基本的轉變
[00:11:55.520 --> 00:11:59.520]  絕不保守
[00:11:59.520 --> 00:12:03.520]  孩子是我們的希望
[00:12:03.520 --> 00:12:08.520]  不是因為他會延續我們的價值
[00:12:08.520 --> 00:12:12.520]  因為可能我們的價值
[00:12:12.520 --> 00:12:21.520]  只不過是既定社會的情景的價值
[00:12:21.520 --> 00:12:25.520]  而是因為他們更有能力
[00:12:25.520 --> 00:12:28.520]  更有勇氣
[00:12:28.520 --> 00:12:40.520]  揭穿我們的社會,我們的價值,可能的虛偽
[00:12:40.520 --> 00:12:43.520]  試想想
[00:12:43.520 --> 00:12:47.520]  抗議大學的不公道
[00:12:47.520 --> 00:12:52.520]  因為我在大學任教了二十多年
[00:12:52.520 --> 00:12:58.520]  是學生多過是老師
[00:12:58.520 --> 00:13:04.520]  佔中三子那兩位是罕有的
[00:13:04.520 --> 00:13:07.520]  然而我們不要陷於
[00:13:07.520 --> 00:13:12.520]  對孩子和青年人的崇拜
[00:13:12.520 --> 00:13:17.520]  而變得對年長的否定
[00:13:17.520 --> 00:13:20.520]  說到底
[00:13:20.520 --> 00:13:26.520]  我們的希望不是孩子
[00:13:26.520 --> 00:13:35.520]  我們的希望是孩子見證上主的應許
[00:13:35.520 --> 00:13:39.520]  上主的救贖
[00:13:39.520 --> 00:13:43.520]  如果希望是因上主而來
[00:13:43.520 --> 00:13:49.520]  社會總存在著一種扭曲希望的力量
[00:13:49.520 --> 00:13:55.520]  一方面企圖要取締對上主的救贖的應許
[00:13:55.520 --> 00:13:59.520]  將我們的希望限制於當下
[00:13:59.520 --> 00:14:04.520]  或者是個人甚至是家庭的利益
[00:14:04.520 --> 00:14:06.520]  另一方面
[00:14:06.520 --> 00:14:10.520]  這個扭曲的力量會以暴力
[00:14:10.520 --> 00:14:16.520]  將希望限制於在社會既定的情況裏
[00:14:16.520 --> 00:14:20.520]  這種扭曲的力量
[00:14:20.520 --> 00:14:27.520]  是以流防將人成為奴隸
[00:14:27.520 --> 00:14:29.520]  這種力量
[00:14:29.520 --> 00:14:34.520]  是以維護政權的政治暴力
[00:14:34.520 --> 00:14:41.520]  以好吃好玩的物質去蒙蔽
[00:14:41.520 --> 00:14:47.520]  以造福人類為藉口的科技的突破
[00:14:47.520 --> 00:14:52.520]  等等的形式去出現
[00:14:52.520 --> 00:14:57.520]  張臨奇提醒我們
[00:14:57.520 --> 00:15:06.520]  每當我們看見一個孩子和青年的時候
[00:15:06.520 --> 00:15:12.520]  不論他的面容是否可愛
[00:15:12.520 --> 00:15:16.520]  還是是否可憐
[00:15:16.520 --> 00:15:20.520]  我們是被喚醒
[00:15:20.520 --> 00:15:24.520]  降生的耶穌
[00:15:24.520 --> 00:15:29.520]  是要與被欺壓的人
[00:15:29.520 --> 00:15:32.520]  與卑微的人
[00:15:32.520 --> 00:15:36.520]  也與貧窮的人一起
[00:15:36.520 --> 00:15:43.520]  讓我們眾人可以有尊嚴地去生活
[00:15:43.520 --> 00:15:47.520]  見證上帝的救贖
[00:15:47.520 --> 00:15:49.520]  願上主賜福給你們
