
[00:00:00.000 --> 00:00:02.820]  大補堂今年的主題是「照明人生」
[00:03:32.400 --> 00:03:35.320]  媽媽就心裡面很疼小孩
[00:03:35.320 --> 00:03:37.480]  就叫雅各
[00:03:37.480 --> 00:03:38.680]  你都是扮哥哥了
[00:03:38.680 --> 00:03:40.480]  就拿了野味給他吃
[00:03:40.480 --> 00:03:45.040]  結果就騙取了爸爸給本來是長子的祝福
[00:03:45.040 --> 00:03:47.800]  就給了雅各
[00:03:47.800 --> 00:03:50.560]  這一個階段都在迦南發生
[00:03:50.560 --> 00:03:52.080]  但騙取了長子的名分
[00:03:52.080 --> 00:03:55.440]  和騙取了長子的祝福之後發生了什麼事呢
[00:03:55.440 --> 00:03:57.280]  哥哥當然不開心
[00:03:57.280 --> 00:03:59.560]  知道弟弟做了這樣的事
[00:03:59.560 --> 00:04:01.560]  就起殺念
[00:04:01.560 --> 00:04:04.360]  爸爸媽媽知道就要幫雅各逃走
[00:04:04.360 --> 00:04:06.200]  不如你不要再留在這裡
[00:04:06.200 --> 00:04:07.640]  隨時哥哥就會殺了你
[00:04:07.640 --> 00:04:11.040]  就叫雅各去了他人生上半場
[00:04:11.040 --> 00:04:13.560]  另一個地方就是哈蘭
[00:04:13.560 --> 00:04:16.480]  找舅父拉班
[00:04:16.480 --> 00:04:19.320]  在途中他先去了一個地方
[00:04:19.320 --> 00:04:20.560]  是伯特尼
[00:04:20.560 --> 00:04:22.840]  伯特尼那裡他睡覺
[00:04:22.840 --> 00:04:24.400]  在石頭上
[00:04:24.400 --> 00:04:27.040]  然後夢見天梯神的使者上去下來
[00:04:27.040 --> 00:04:29.600]  那次是他經驗上帝
[00:04:29.600 --> 00:04:32.080]  結果他到舅父拉班那裡
[00:04:32.080 --> 00:04:35.000]  先後服侍了七年
[00:04:35.000 --> 00:04:36.360]  再七年 再六年
[00:04:36.360 --> 00:04:37.880]  加起來就是二十年
[00:04:37.880 --> 00:04:42.040]  他娶了兩個太太 兩個妾侍
[00:04:42.040 --> 00:04:45.440]  雅各在整個人生裡面有十二個兒子
[00:04:45.440 --> 00:04:47.800]  但一個兒子是後來出生的
[00:04:47.800 --> 00:04:51.160]  所以在哈蘭的地方生了十一個
[00:04:51.160 --> 00:04:52.560]  還有一個女兒
[00:04:52.560 --> 00:04:55.080]  在這二十年的裡面
[00:04:55.080 --> 00:05:00.720]  他經歷以前怎樣欺騙自己的哥哥和爸爸
[00:05:00.720 --> 00:05:04.800]  他在舅父那裡被舅父欺騙
[00:05:04.800 --> 00:05:07.160]  結果他就留了二十年
[00:05:07.160 --> 00:05:09.000]  留到二十年的時候
[00:05:09.000 --> 00:05:11.160]  上帝向他講話
[00:05:11.160 --> 00:05:14.200]  他自己也很想念自己的家鄉嘉南地
[00:05:14.200 --> 00:05:16.600]  所以他最後決定回去
[00:05:16.600 --> 00:05:19.960]  回去到他人生的轉捩點
[00:05:19.960 --> 00:05:22.800]  由嘉南去到哈蘭
[00:05:22.800 --> 00:05:24.760]  再回來嘉南
[00:05:24.760 --> 00:05:27.640]  就發生他另一件事
[00:05:27.640 --> 00:05:30.880]  雅各人生的轉捩點
[00:05:30.880 --> 00:05:32.920]  他生平裡面
[00:05:32.920 --> 00:05:35.240]  我可以說是他第七件事
[00:05:35.240 --> 00:05:36.080]  發生什麼事呢?
[00:05:36.080 --> 00:05:37.320]  他回去了
[00:05:37.320 --> 00:05:39.120]  先是在雅博渡口
[00:05:39.120 --> 00:05:41.760]  剛才我們讀過的二十二節那段經文
[00:05:41.760 --> 00:05:44.600]  那天晚上
[00:05:44.600 --> 00:05:45.720]  有神的使者
[00:05:45.720 --> 00:05:47.560]  其實也是代表神
[00:05:47.560 --> 00:05:50.280]  和雅各來了一場摔跤
[00:05:50.280 --> 00:05:53.920]  這場摔跤對雅各的一生很重要
[00:05:53.920 --> 00:05:58.120]  成為他人生另一個階段
[00:05:58.120 --> 00:05:59.200]  一件重要的事
[00:05:59.200 --> 00:06:01.800]  一會兒我會回頭講這件事
[00:06:01.800 --> 00:06:03.320]  看他人生的下半場
[00:06:03.320 --> 00:06:05.120]  為什麼這件事這麼重要呢?
[00:06:05.120 --> 00:06:08.120]  這件事影響到雅各
[00:06:08.120 --> 00:06:11.000]  他在雅博渡口之前
[00:06:11.000 --> 00:06:14.760]  之後的行動改變了
[00:06:14.760 --> 00:06:16.720]  雅博渡口之後發生什麼事呢?
[00:06:16.720 --> 00:06:18.680]  摔跤的時候
[00:06:18.680 --> 00:06:20.240]  上帝給了雅各一個新名字
[00:06:20.240 --> 00:06:21.600]  叫做以色列
[00:06:21.600 --> 00:06:25.080]  這個新名字代表他人生有新的方向
[00:06:25.080 --> 00:06:27.080]  然後雅各也得到祝福
[00:06:27.080 --> 00:06:29.680]  他一直夢寐以求上帝的祝福
[00:06:29.680 --> 00:06:32.280]  上帝怎樣使用他
[00:06:32.280 --> 00:06:34.920]  承接著阿伯拉罕以撒成為大國
[00:06:34.920 --> 00:06:36.640]  他得到祝福
[00:06:36.640 --> 00:06:39.120]  之後他和哥哥可以復和
[00:06:39.120 --> 00:06:41.440]  他和哥哥的復和是很特別的
[00:06:41.440 --> 00:06:43.040]  剛才我們看二十二節的時候
[00:06:43.040 --> 00:06:46.400]  他是差派了他的妻子兒女先行
[00:06:46.400 --> 00:06:48.000]  那些禮物
[00:06:48.000 --> 00:06:50.400]  帶了很多牛羊去都是先行的
[00:06:50.400 --> 00:06:53.240]  但他在三十三章記載
[00:06:53.240 --> 00:06:56.760]  雅各經歷了那場摔跤之後
[00:06:56.760 --> 00:06:59.040]  不再是那些妻子兒女先行
[00:06:59.040 --> 00:07:00.360]  他不再盤旋
[00:07:00.360 --> 00:07:04.520]  怎樣使哥哥以素放過自己
[00:07:04.520 --> 00:07:06.000]  是他自己先行
[00:07:06.000 --> 00:07:08.280]  他走在前面
[00:07:08.280 --> 00:07:10.480]  不單單這樣
[00:07:10.480 --> 00:07:12.320]  他走在前面的時候
[00:07:12.320 --> 00:07:16.600]  他是七次俯伏在地
[00:07:16.600 --> 00:07:18.520]  他要在哥哥面前
[00:07:18.520 --> 00:07:21.920]  認他自己昔日的過錯
[00:07:21.920 --> 00:07:24.080]  對雅各來說很不滿意
[00:07:24.080 --> 00:07:28.760]  之後創世紀第四十二章至四十六章
[00:07:28.760 --> 00:07:30.760]  開始記載
[00:07:30.760 --> 00:07:33.760]  之前記載了以素的後裔
[00:07:33.760 --> 00:07:36.760]  之後就講雅各的兒子
[00:07:36.760 --> 00:07:37.840]  不知道大家有沒有印象
[00:07:37.840 --> 00:07:40.280]  唸遍雅文之後就有十二個兒子
[00:07:40.280 --> 00:07:42.160]  雅各其中很喜歡一個兒子
[00:07:42.160 --> 00:07:44.160]  叫甚麼名字?
[00:07:44.160 --> 00:07:45.920]  若瑟
[00:07:45.920 --> 00:07:47.840]  雅各做了一件彩衣給若瑟
[00:07:47.840 --> 00:07:52.280]  結果再一次招來他其他哥哥們的妒忌
[00:07:52.280 --> 00:07:55.960]  哥哥們就將若瑟賣去埃及
[00:07:55.960 --> 00:07:57.760]  迦南地饑荒
[00:07:57.760 --> 00:08:03.080]  雅各的一家因著若瑟先去到埃及
[00:08:03.080 --> 00:08:04.480]  所以他們舉家
[00:08:04.480 --> 00:08:07.320]  也可以從迦南的地方去到埃及
[00:08:07.320 --> 00:08:08.960]  而雅各的一生
[00:08:08.960 --> 00:08:10.080]  他是死在埃及
[00:08:10.080 --> 00:08:11.200]  他之後死在埃及
[00:08:11.200 --> 00:08:13.720]  他是一百四十七歲
[00:08:13.720 --> 00:08:17.720]  但他離開迦南地去寇府拉班那裏是多少歲呢?
[00:08:17.720 --> 00:08:19.040]  按照經文
[00:08:19.040 --> 00:08:21.720]  前文提到哥哥四十歲娶了老婆
[00:08:21.720 --> 00:08:23.000]  之後就講他的事蹟
[00:08:23.000 --> 00:08:25.440]  所以他應該是四十歲的時候就去
[00:08:25.440 --> 00:08:29.160]  巴旦阿蘭的地方
[00:08:29.160 --> 00:08:30.200]  經過二十年之後
[00:08:30.200 --> 00:08:33.800]  他六十歲回來迦南
[00:08:33.800 --> 00:08:36.320]  再展開了他另一場的人生
[00:08:36.320 --> 00:08:37.440]  我們回來看
[00:08:37.440 --> 00:08:40.520]  究竟在雅各渡口發生了甚麼事
[00:08:40.520 --> 00:08:45.440]  為甚麼會令到雅各的一生有些轉變呢?
[00:08:45.440 --> 00:08:47.440]  我們一起再看這段經文
[00:08:47.440 --> 00:08:50.040]  剛才讀的二十二、二十三節告訴我們
[00:08:50.040 --> 00:08:52.080]  雅各晚上起來
[00:08:52.080 --> 00:08:54.520]  帶著兩個妻子、兩個侍女
[00:08:54.520 --> 00:08:56.400]  侍女即是他的妾侍
[00:08:56.400 --> 00:09:00.320]  和十一個兒子都過了雅各渡口
[00:09:00.320 --> 00:09:02.960]  他是打發他們先過河
[00:09:02.960 --> 00:09:04.760]  又打發所有的都過去
[00:09:04.760 --> 00:09:07.280]  即是他帶著所有他的財產
[00:09:07.280 --> 00:09:09.280]  很多牛、很多羊、很多驢
[00:09:09.280 --> 00:09:12.640]  和他一切的僕人過去
[00:09:12.640 --> 00:09:14.000]  二十四節告訴我們
[00:09:14.000 --> 00:09:16.960]  只剩下一個人
[00:09:16.960 --> 00:09:19.200]  上世紀的作者專門寫
[00:09:19.200 --> 00:09:20.680]  剩下他一個人
[00:09:20.680 --> 00:09:21.800]  一幅圖畫
[00:09:21.800 --> 00:09:24.080]  這個雅各他一生
[00:09:24.080 --> 00:09:26.960]  他想著得到上帝的祝福
[00:09:26.960 --> 00:09:29.480]  他就瞞騙哥哥、瞞騙爸爸
[00:09:29.480 --> 00:09:33.800]  結果他要逃去迦南舅父那裡
[00:09:33.800 --> 00:09:36.600]  他有十一個兒子
[00:09:36.600 --> 00:09:40.080]  他有牛、有羊、有家臣
[00:09:40.080 --> 00:09:43.240]  但這裏是說只剩下他一個人
[00:09:43.240 --> 00:09:44.280]  就叫人來思想
[00:09:44.280 --> 00:09:46.800]  究竟雅各一生
[00:09:46.800 --> 00:09:48.120]  用盡自己的方法
[00:09:48.120 --> 00:09:50.200]  他賺到的是甚麼
[00:09:50.200 --> 00:09:52.920]  那種孤單的時候來了
[00:09:52.920 --> 00:09:54.280]  他應該有事想的
[00:09:54.280 --> 00:09:56.000]  就在這個時候
[00:09:56.000 --> 00:10:00.280]  有一個人來跟他摔跤
[00:10:00.280 --> 00:10:01.480]  直到黎明
[00:10:01.480 --> 00:10:03.480]  究竟這個人是誰呢?
[00:10:03.480 --> 00:10:06.440]  後文第30節就告訴我們
[00:10:06.440 --> 00:10:08.000]  雅各知道這個人
[00:10:08.000 --> 00:10:09.880]  其實就是上帝
[00:10:09.880 --> 00:10:14.360]  雅各就給那地方起名叫比魯伊勒
[00:10:14.360 --> 00:10:17.720]  意思是我面對面見到神鳥
[00:10:17.720 --> 00:10:20.640]  我的性命仍得保存
[00:10:20.640 --> 00:10:23.120]  雅各經驗了那場摔跤之後
[00:10:23.120 --> 00:10:24.640]  他知道這個人是誰
[00:10:24.640 --> 00:10:25.920]  就是上帝
[00:10:25.920 --> 00:10:27.320]  所以一會兒我再說的時候
[00:10:27.320 --> 00:10:29.240]  就是上帝跟他摔跤
[00:10:29.240 --> 00:10:31.920]  整個摔跤可以分為兩個回合
[00:10:31.920 --> 00:10:35.640]  第一個回合,同樣我們再看回第24節
[00:10:35.640 --> 00:10:36.920]  只剩下雅各一個人
[00:10:36.920 --> 00:10:38.840]  有一個人來跟他摔跤
[00:10:38.840 --> 00:10:42.120]  直到黎明
[00:10:42.120 --> 00:10:43.840]  摔跤即是怎樣呢?
[00:10:43.840 --> 00:10:45.720]  埋身肉搏
[00:10:45.720 --> 00:10:48.280]  真是打的,爭鬥的
[00:10:48.280 --> 00:10:49.880]  大家有沒有想過
[00:10:49.880 --> 00:10:52.800]  上帝化成一個人
[00:10:52.800 --> 00:10:55.680]  跟雅各埋身肉搏
[00:10:55.680 --> 00:10:57.800]  由何時到何時?
[00:10:57.800 --> 00:10:59.840]  由晚上到何時?
[00:10:59.840 --> 00:11:01.120]  直到黎明
[00:11:01.120 --> 00:11:03.120]  黎明即是何時?
[00:11:03.120 --> 00:11:04.920]  大概快天亮的時候
[00:11:04.920 --> 00:11:06.320]  可能五時
[00:11:06.320 --> 00:11:10.320]  晚上,當地人不會像我們香港人那麼晚睡
[00:11:10.320 --> 00:11:13.320]  你當八時、九時或十時
[00:11:13.320 --> 00:11:16.120]  一晚來來去去都在肉搏
[00:11:16.120 --> 00:11:17.080]  發生甚麼事?
[00:11:17.080 --> 00:11:17.640]  不累嗎?
[00:11:17.640 --> 00:11:19.800]  他們要不要在中場休息?
[00:11:19.800 --> 00:11:21.360]  大家想像一下
[00:11:21.360 --> 00:11:23.320]  大家就想像究竟
[00:11:23.320 --> 00:11:27.840]  上帝跟雅各的摔跤是怎樣進行的
[00:11:27.840 --> 00:11:29.640]  怎樣可以打這麼久
[00:11:29.640 --> 00:11:33.000]  是否真的只是肉體上的教力呢?
[00:11:33.000 --> 00:11:36.000]  還是有其他的意思呢?
[00:11:36.000 --> 00:11:37.960]  猜想其他意思的人
[00:11:37.960 --> 00:11:39.920]  就來去想
[00:11:39.920 --> 00:11:44.800]  上帝跟雅各摔跤的意思代表甚麼?
[00:11:44.800 --> 00:11:48.240]  其實是代表雅各他一生
[00:11:48.240 --> 00:11:49.960]  他就想靠自己的智慧
[00:11:49.960 --> 00:11:51.360]  靠自己的方法
[00:11:51.360 --> 00:11:53.760]  來成就上帝在他身上的計劃
[00:11:53.760 --> 00:11:55.960]  要做大的
[00:11:55.960 --> 00:11:57.640]  上帝就告訴你
[00:11:57.640 --> 00:12:00.080]  你不要再靠自己的方法
[00:12:00.080 --> 00:12:01.480]  是靠我的方法
[00:12:01.480 --> 00:12:04.440]  一路來來去去跟他有這個爭鬥
[00:12:04.440 --> 00:12:06.400]  去說服他
[00:12:06.400 --> 00:12:07.720]  不過
[00:12:07.720 --> 00:12:09.000]  能否說服他呢?
[00:12:09.000 --> 00:12:11.200]  經過一個晚上
[00:12:11.200 --> 00:12:12.880]  直至到黎明
[00:12:12.880 --> 00:12:13.960]  就發現告訴他
[00:12:13.960 --> 00:12:16.000]  第一個回合上帝輸了
[00:12:16.000 --> 00:12:17.080]  所以到二十五節的時候
[00:12:17.080 --> 00:12:18.320]  進入第二個回合
[00:12:18.320 --> 00:12:22.120]  他說「那人見自己勝不過他」
[00:12:22.120 --> 00:12:24.000]  上帝如果真的要跟雅各打架
[00:12:24.000 --> 00:12:26.360]  有沒有可能不贏他呢?
[00:12:26.360 --> 00:12:27.760]  沒有可能的
[00:12:27.760 --> 00:12:28.600]  所以這裡說的是
[00:12:28.600 --> 00:12:30.520]  上帝怎麼可能不贏他呢?
[00:12:30.520 --> 00:12:32.040]  如果單憑打架的話
[00:12:32.040 --> 00:12:33.440]  沒有可能不贏他
[00:12:33.440 --> 00:12:35.000]  這裡是說
[00:12:35.000 --> 00:12:37.960]  上帝第一個回合跟雅各的爭鬥
[00:12:37.960 --> 00:12:39.960]  就是他說服他
[00:12:39.960 --> 00:12:41.600]  你是否還要靠自己
[00:12:41.600 --> 00:12:43.360]  是否還要用自己的方法
[00:12:43.360 --> 00:12:47.040]  來成就我在你身上的計劃
[00:12:47.040 --> 00:12:50.880]  經歷過一天晚上
[00:12:50.880 --> 00:12:52.680]  上帝說服不了他
[00:12:52.680 --> 00:12:55.160]  結果上帝在第二個回合
[00:12:55.160 --> 00:12:57.280]  用了什麼方法呢?
[00:12:57.280 --> 00:13:00.400]  第二個回合上帝用的方法是
[00:13:00.400 --> 00:13:05.160]  就把他的大腿窩摸了一把
[00:13:05.160 --> 00:13:06.640]  雅各的大腿窩
[00:13:06.640 --> 00:13:11.000]  就在摔跤的時候扭了
[00:13:11.000 --> 00:13:14.680]  扭了的意思不是我們的眼睛咬著
[00:13:14.680 --> 00:13:18.280]  是大腿窩扭了
[00:13:18.280 --> 00:13:21.720]  雅各以後就跛了
[00:13:21.720 --> 00:13:24.080]  在希伯來書記載雅各的時候
[00:13:24.080 --> 00:13:25.240]  講信心的偉人
[00:13:25.240 --> 00:13:26.680]  雅各因著信
[00:13:26.680 --> 00:13:29.600]  到後來他為弱失的兩個兒子祝福
[00:13:29.600 --> 00:13:32.080]  他拿著象頭敬拜神
[00:13:32.080 --> 00:13:34.160]  象頭即是拐杖
[00:13:34.160 --> 00:13:39.280]  雅各就在這件事之後跛了
[00:13:39.280 --> 00:13:40.600]  上帝用什麼方法
[00:13:40.600 --> 00:13:44.040]  來讓雅各明白他人生
[00:13:44.040 --> 00:13:46.840]  如何不可以再靠自己
[00:13:46.840 --> 00:13:49.720]  上帝有很大的寬容
[00:13:49.720 --> 00:13:51.920]  給了雅各很多次的機會
[00:13:51.920 --> 00:13:57.160]  甚至用那場第一個回合的摔跤來說服他
[00:13:57.160 --> 00:14:00.440]  但雅各還是不肯放下
[00:14:00.440 --> 00:14:03.160]  直至到上帝出手
[00:14:03.160 --> 00:14:04.800]  這個「摸」的意思
[00:14:04.800 --> 00:14:05.560]  為什麼這麼厲害
[00:14:05.560 --> 00:14:09.800]  摸他一摸就跛了呢
[00:14:09.800 --> 00:14:14.160]  「摸」字是在說擊打他
[00:14:14.160 --> 00:14:16.600]  原來上帝愛人到一個地步
[00:14:16.600 --> 00:14:19.480]  有時他要出手
[00:14:19.480 --> 00:14:22.800]  他是不惜忍痛出手
[00:14:22.800 --> 00:14:25.600]  帶來雅各有傷痕
[00:14:25.600 --> 00:14:27.520]  有傷害
[00:14:27.520 --> 00:14:29.720]  不知道你人生有沒有經驗過
[00:14:29.720 --> 00:14:31.600]  或者我們很多做父母的
[00:14:31.600 --> 00:14:34.160]  有時你會勸子女做老師的
[00:14:34.160 --> 00:14:34.920]  給你機會
[00:14:34.920 --> 00:14:36.360]  「一次好了」
[00:14:36.360 --> 00:14:37.640]  「兩次你再這樣又怎樣」
[00:14:37.640 --> 00:14:40.160]  「三次我就會打你」
[00:14:40.160 --> 00:14:41.800]  你會有很多次的機會
[00:14:41.800 --> 00:14:43.400]  很多次的警告
[00:14:43.400 --> 00:14:44.520]  但如果他一次不改
[00:14:44.520 --> 00:14:45.160]  兩次不改
[00:14:45.160 --> 00:14:46.240]  三次都不改的時候
[00:14:46.240 --> 00:14:48.440]  你會怎樣
[00:14:48.440 --> 00:14:50.680]  你會「扯火」
[00:14:50.680 --> 00:14:54.920]  升級
[00:14:54.920 --> 00:14:58.000]  上帝為了挽回雅各
[00:14:58.000 --> 00:15:01.120]  讓他人生不要再顛沛流離
[00:15:01.120 --> 00:15:03.160]  不要再靠自己
[00:15:03.160 --> 00:15:08.800]  上帝不惜忍痛出手管教雅各
[00:15:08.800 --> 00:15:12.240]  人生我們都會經歷這些事
[00:15:12.240 --> 00:15:15.600]  有些人過去都是很靠自己
[00:15:15.600 --> 00:15:21.920]  或者過去都是很想按自己的想望來過生活
[00:15:21.920 --> 00:15:23.840]  結果人有甚麼機會呢
[00:15:23.840 --> 00:15:25.320]  就是一場的病
[00:15:25.320 --> 00:15:28.960]  令我們反思生命
[00:15:28.960 --> 00:15:31.400]  一個家庭的關係破碎
[00:15:31.400 --> 00:15:32.640]  拍拖的也好
[00:15:32.640 --> 00:15:33.600]  夫婦的也好
[00:15:33.600 --> 00:15:35.480]  父母子女的也好
[00:15:35.480 --> 00:15:38.200]  這些都是我們人生一些關口
[00:15:38.200 --> 00:15:40.320]  為甚麼人最容易在病的時候
[00:15:40.320 --> 00:15:41.880]  回來找上帝呢
[00:15:41.880 --> 00:15:44.080]  就是那些時刻他會反省
[00:15:44.080 --> 00:15:46.080]  為甚麼人會在哀傷
[00:15:46.080 --> 00:15:46.680]  在憂傷
[00:15:46.680 --> 00:15:47.440]  在難過
[00:15:47.440 --> 00:15:48.800]  就是在家庭破裂的時候
[00:15:48.800 --> 00:15:49.760]  回來找上帝
[00:15:49.760 --> 00:15:51.200]  就是在這些時候再反思
[00:15:51.200 --> 00:15:53.960]  究竟我過去的人生是靠甚麼
[00:15:53.960 --> 00:15:55.160]  有很多人誤會
[00:15:55.160 --> 00:15:57.160]  基督教是一個弱者的信仰
[00:15:57.160 --> 00:15:58.520]  就是那些有病有痛
[00:15:58.520 --> 00:16:01.280]  生意失敗的人
[00:16:01.280 --> 00:16:02.480]  是在那些時候
[00:16:02.480 --> 00:16:05.880]  人容易回去找
[00:16:05.880 --> 00:16:09.720]  我人生究竟是為了甚麼
[00:16:09.720 --> 00:16:14.960]  雅各經歷上帝剝了他一把
[00:16:14.960 --> 00:16:17.400]  但故事沒有就這樣結束
[00:16:17.400 --> 00:16:19.640]  到二十六節
[00:16:19.640 --> 00:16:21.920]  那人說天黎明了
[00:16:21.920 --> 00:16:22.840]  讓我走吧
[00:16:22.840 --> 00:16:24.200]  他要走了
[00:16:24.200 --> 00:16:25.000]  但雅各就說
[00:16:25.000 --> 00:16:27.080]  你不給我祝福
[00:16:27.080 --> 00:16:28.080]  我就不走了
[00:16:28.080 --> 00:16:30.960]  我就不讓你走了
[00:16:30.960 --> 00:16:33.280]  從雅各的人生
[00:16:33.280 --> 00:16:35.520]  他知道神很重要
[00:16:35.520 --> 00:16:37.120]  他知道神的祝福都很重要
[00:16:37.120 --> 00:16:39.840]  神要在他身上承受的計劃很重要
[00:16:39.840 --> 00:16:41.200]  但他從來都沒有想過
[00:16:41.200 --> 00:16:42.720]  是用神的時間
[00:16:42.720 --> 00:16:44.200]  是用神的方式
[00:16:44.200 --> 00:16:46.520]  人就是配合上帝就可以了
