
[00:00:00.000 --> 00:00:03.200]  今天我的題目叫做「當當當」
[00:03:20.680 --> 00:03:23.680]  他在說如果我們不走正的路
[00:03:23.680 --> 00:03:25.680]  我們走了邪的路的結果
[00:03:25.680 --> 00:03:27.680]  或者後果是怎樣
[00:03:27.680 --> 00:03:30.680]  這篇詩篇比較特別的地方
[00:03:30.680 --> 00:03:32.680]  他有很多的比喻
[00:03:32.680 --> 00:03:34.680]  很多的對比 應該不是比喻
[00:03:34.680 --> 00:03:35.680]  很有趣的
[00:03:35.680 --> 00:03:37.680]  所以我今天選了這個詩篇
[00:03:37.680 --> 00:03:39.680]  講六字的經文
[00:03:39.680 --> 00:03:41.680]  我們看看上帝究竟
[00:03:41.680 --> 00:03:43.680]  藉著這篇詩篇對我們來說的是甚麼
[00:03:43.680 --> 00:03:45.680]  我們一起讀這六字的經文
[00:03:45.680 --> 00:03:47.680]  我們一起讀 一 二 三
[00:03:47.680 --> 00:03:49.680]  不從惡人的計謀
[00:03:49.680 --> 00:03:51.680]  不從惡人的計謀
[00:03:51.680 --> 00:03:53.680]  不從惡人的計謀
[00:03:53.680 --> 00:03:55.680]  不從惡人的計謀
[00:03:55.680 --> 00:03:57.680]  不從惡人的計謀
[00:03:57.680 --> 00:03:59.680]  不從惡人的計謀
[00:03:59.680 --> 00:04:01.680]  不從惡人的計謀
[00:04:01.680 --> 00:04:03.680]  不從惡人的計謀
[00:04:03.680 --> 00:04:05.680]  不從惡人的計謀
[00:04:05.680 --> 00:04:07.680]  不從惡人的計謀
[00:04:07.680 --> 00:04:09.680]  不從惡人的計謀
[00:04:09.680 --> 00:04:11.680]  不從惡人的計謀
[00:04:11.680 --> 00:04:13.680]  不從惡人的計謀
[00:04:13.680 --> 00:04:15.680]  不從惡人的計謀
[00:04:15.680 --> 00:04:17.680]  不從惡人的計謀
[00:04:17.680 --> 00:04:19.680]  不從惡人的計謀
[00:04:19.680 --> 00:04:21.680]  不從惡人的計謀
[00:04:21.680 --> 00:04:23.680]  不從惡人的計謀
[00:04:23.680 --> 00:04:25.680]  不從惡人的計謀
[00:04:25.680 --> 00:04:27.680]  不從惡人的計謀
[00:04:27.680 --> 00:04:29.680]  不從惡人的計謀
[00:04:29.680 --> 00:04:31.680]  好,這裡大概讀一讀
[00:04:31.680 --> 00:04:33.680]  我們會看到幾樣東西
[00:04:33.680 --> 00:04:35.680]  惡人
[00:04:35.680 --> 00:04:37.680]  有些很活動的,在動的,在吹著烘焙機
[00:04:37.680 --> 00:04:39.680]  有些很靜態的,在水旁邊
[00:04:39.680 --> 00:04:41.680]  有些人在走,有些人在坐,究竟在說甚麼呢?
[00:04:41.680 --> 00:04:43.680]  我們慢慢進入去
[00:04:43.680 --> 00:04:45.680]  用三個方向來看看
[00:04:45.680 --> 00:04:47.680]  第一節,如果我們看英文
[00:04:47.680 --> 00:04:49.680]  其實中文的翻譯有少少
[00:04:49.680 --> 00:04:51.680]  調轉了,因為中文的語句
[00:04:51.680 --> 00:04:53.680]  是這樣的,希伯來華
[00:04:53.680 --> 00:04:55.680]  其實他翻譯,他說第一件事很重要
[00:04:55.680 --> 00:04:57.680]  有福的人,所以NIV翻譯了
[00:04:57.680 --> 00:04:59.680]  他說Blessed is the man who
[00:04:59.680 --> 00:05:01.680]  他說如果有福的人
[00:05:01.680 --> 00:05:03.680]  應該不做些甚麼呢?
[00:05:03.680 --> 00:05:05.680]  又做些甚麼呢?
[00:05:05.680 --> 00:05:07.680]  如果從這個角度看
[00:05:07.680 --> 00:05:09.680]  他彷彿第一篇在說
[00:05:09.680 --> 00:05:11.680]  喂,有福的人啊,聽著啦
[00:05:11.680 --> 00:05:13.680]  是他的重點
[00:05:13.680 --> 00:05:15.680]  如果這樣
[00:05:15.680 --> 00:05:17.680]  我們略略地轉動字句
[00:05:17.680 --> 00:05:19.680]  用中文,第一點
[00:05:19.680 --> 00:05:21.680]  他說一件事,他說有福的路
[00:05:21.680 --> 00:05:23.680]  的No No
[00:05:23.680 --> 00:05:25.680]  幾個小時
[00:05:25.680 --> 00:05:27.680]  是差不多
[00:05:27.680 --> 00:05:29.680]  No No
[00:05:29.680 --> 00:05:31.680]  是
[00:05:31.680 --> 00:05:33.680]  他這樣說,第一第二節,如果翻譯應該這樣
[00:05:33.680 --> 00:05:35.680]  他說有福的人
[00:05:35.680 --> 00:05:37.680]  其實我童工很好
[00:05:37.680 --> 00:05:39.680]  我昨晚三點做完
[00:05:39.680 --> 00:05:41.680]  今早他六點回來幫我做PowerPoint
[00:05:41.680 --> 00:05:43.680]  在後面,真的很感恩
[00:05:43.680 --> 00:05:45.680]  我覺得這裡是我的家
[00:05:45.680 --> 00:05:47.680]  這樣就像了
[00:05:47.680 --> 00:05:49.680]  這樣就像了
[00:05:49.680 --> 00:05:51.680]  他說有福的人,他說不要
[00:05:51.680 --> 00:05:53.680]  他應該這樣翻譯,不要甚麼呢?
[00:05:53.680 --> 00:05:55.680]  他說不要從惡人的計謀
[00:05:55.680 --> 00:05:57.680]  不要暫惡罪人的道路
[00:05:57.680 --> 00:05:59.680]  不要坐
[00:05:59.680 --> 00:06:01.680]  蝕萬人的座位
[00:06:01.680 --> 00:06:03.680]  而他喜愛的是
[00:06:03.680 --> 00:06:05.680]  耶和華的律法
[00:06:05.680 --> 00:06:07.680]  晝夜思想
[00:06:07.680 --> 00:06:09.680]  如果你這樣看,其實他說了幾件事
[00:06:09.680 --> 00:06:11.680]  惡人,罪人,蝕萬人
[00:06:11.680 --> 00:06:13.680]  而他特別用在那裡
[00:06:13.680 --> 00:06:15.680]  在那裡
[00:06:15.680 --> 00:06:17.680]  就是在原文的意思,不要在那裡
[00:06:17.680 --> 00:06:19.680]  在那裡,惡人,罪人,蝕萬人
[00:06:19.680 --> 00:06:21.680]  甚麼呢?
[00:06:21.680 --> 00:06:23.680]  我們簡單看看
[00:06:23.680 --> 00:06:25.680]  惡人,如果我們看
[00:06:25.680 --> 00:06:27.680]  在創世紀
[00:06:27.680 --> 00:06:29.680]  十八章二十三節,出現這個字
[00:06:29.680 --> 00:06:31.680]  這個字
[00:06:31.680 --> 00:06:33.680]  他這樣形容,我們一起讀
[00:06:33.680 --> 00:06:35.680]  十八章二十三節,一二三
[00:06:35.680 --> 00:06:37.680]  阿伯拉罕近前來說
[00:06:37.680 --> 00:06:39.680]  無論善惡
[00:06:39.680 --> 00:06:41.680]  (聽不清)
[00:06:41.680 --> 00:06:43.680]  這個聖經是在說
[00:06:43.680 --> 00:06:45.680]  所多瑪
[00:06:45.680 --> 00:06:47.680]  當時他行很多的惡
[00:06:47.680 --> 00:06:49.680]  行甚麼惡
[00:06:49.680 --> 00:06:51.680]  我想大家心中有數都知道
[00:06:51.680 --> 00:06:53.680]  當時阿伯拉罕
[00:06:53.680 --> 00:06:55.680]  他跟神說
[00:06:55.680 --> 00:06:57.680]  我們可以跟神說
[00:06:57.680 --> 00:06:59.680]  神說不行,要殲滅這個地方
[00:06:59.680 --> 00:07:01.680]  阿伯拉罕說,不好,如果這個地方
[00:07:01.680 --> 00:07:03.680]  有五十人的話
[00:07:03.680 --> 00:07:05.680]  他是二人的,你會不會殲滅?
[00:07:05.680 --> 00:07:07.680]  然後神說
[00:07:07.680 --> 00:07:09.680]  不會
[00:07:09.680 --> 00:07:11.680]  阿伯拉罕很聰明
[00:07:11.680 --> 00:07:13.680]  我猜他今天可能
[00:07:13.680 --> 00:07:15.680]  是做數也說不定
[00:07:15.680 --> 00:07:17.680]  四十五人呢?
[00:07:17.680 --> 00:07:19.680]  神說不會
[00:07:19.680 --> 00:07:21.680]  四十人呢?
[00:07:21.680 --> 00:07:23.680]  會不會?不會
[00:07:23.680 --> 00:07:25.680]  三十五人?
[00:07:25.680 --> 00:07:27.680]  三十人?
[00:07:27.680 --> 00:07:29.680]  二十人會不會?
[00:07:29.680 --> 00:07:31.680]  十個人呢?
[00:07:31.680 --> 00:07:33.680]  神怎麼說?不會
[00:07:33.680 --> 00:07:35.680]  五個人呢?不知道
[00:07:35.680 --> 00:07:37.680]  因為沒有說到五個,說到十個
[00:07:37.680 --> 00:07:39.680]  然後他說
[00:07:39.680 --> 00:07:41.680]  就這樣,當時行惡
[00:07:41.680 --> 00:07:43.680]  是wicked
[00:07:43.680 --> 00:07:45.680]  我們知道
[00:07:45.680 --> 00:07:47.680]  人們拿別人的東西
[00:07:47.680 --> 00:07:49.680]  別人的物件,別人的好東西
[00:07:49.680 --> 00:07:51.680]  別人的人
[00:07:51.680 --> 00:07:53.680]  性的上面,金錢的上面
[00:07:53.680 --> 00:07:55.680]  控制的上面,都抓不到
[00:07:55.680 --> 00:07:57.680]  在裡面
[00:07:57.680 --> 00:07:59.680]  有些慾望
[00:07:59.680 --> 00:08:01.680]  同一個字,甚麼是罪人呢?
[00:08:01.680 --> 00:08:03.680]  罪人在
[00:08:03.680 --> 00:08:05.680]  創世的十三字,十三字,都是指
[00:08:05.680 --> 00:08:07.680]  所多瑪,罪
[00:08:07.680 --> 00:08:09.680]  如果直說是sinful
[00:08:09.680 --> 00:08:11.680]  sinful nature,是那個本性
[00:08:11.680 --> 00:08:13.680]  為主,是對神的本性
[00:08:13.680 --> 00:08:15.680]  所多瑪在耶和華面前
[00:08:15.680 --> 00:08:17.680]  罪大惡極的罪
[00:08:17.680 --> 00:08:19.680]  對上帝
[00:08:19.680 --> 00:08:21.680]  一個罪
[00:08:21.680 --> 00:08:23.680]  說法就好像,他的生命
[00:08:23.680 --> 00:08:25.680]  趨向
[00:08:25.680 --> 00:08:27.680]  那種的nature,本質
[00:08:27.680 --> 00:08:29.680]  如先Peterson說
[00:08:29.680 --> 00:08:31.680]  人本身在這個地方
[00:08:31.680 --> 00:08:33.680]  他就趨向
[00:08:33.680 --> 00:08:35.680]  一個方向
[00:08:35.680 --> 00:08:37.680]  是不能自控
[00:08:37.680 --> 00:08:39.680]  滅亡
[00:08:39.680 --> 00:08:41.680]  難的方向
[00:08:41.680 --> 00:08:43.680]  裸的方向
[00:08:43.680 --> 00:08:45.680]  所以他說我們不斷
[00:08:45.680 --> 00:08:47.680]  要有上帝的說話
[00:08:47.680 --> 00:08:49.680]  叫我們醒過來,不然
[00:08:49.680 --> 00:08:51.680]  我們就會走向那個方向
[00:08:51.680 --> 00:08:53.680]  很久之前我聽過一個
[00:08:53.680 --> 00:08:55.680]  很有趣,關於人本性
[00:08:55.680 --> 00:08:57.680]  或者不同種族
[00:08:57.680 --> 00:08:59.680]  本性的東西,不知道大家同不同意
[00:08:59.680 --> 00:09:01.680]  他說很久之前
[00:09:01.680 --> 00:09:03.680]  有一群探險家
[00:09:03.680 --> 00:09:05.680]  去了泰國
[00:09:05.680 --> 00:09:07.680]  他去冒險
[00:09:07.680 --> 00:09:09.680]  去看看泰國有什麼
[00:09:09.680 --> 00:09:11.680]  當時還未開發,不知道是一百二百三百年
[00:09:11.680 --> 00:09:13.680]  不知道是多少年前
[00:09:13.680 --> 00:09:15.680]  於是他去到之後,他看到一個很新的動物
[00:09:15.680 --> 00:09:17.680]  這個動物就叫大象
[00:09:17.680 --> 00:09:19.680]  有象牙
[00:09:19.680 --> 00:09:21.680]  很大
[00:09:21.680 --> 00:09:23.680]  這群冒險家有四種國籍
[00:09:23.680 --> 00:09:25.680]  一個是德國人,一個是法國人
[00:09:25.680 --> 00:09:27.680]  一個是美國人,一個是中國人
[00:09:27.680 --> 00:09:29.680]  於是他們就回到自己的國家
[00:09:29.680 --> 00:09:31.680]  不停地去描述
[00:09:31.680 --> 00:09:33.680]  究竟他們看到的是什麼
[00:09:33.680 --> 00:09:35.680]  如果大家認識德國人
[00:09:35.680 --> 00:09:37.680]  或者知道他們現在的產品
[00:09:37.680 --> 00:09:39.680]  無論是電器
[00:09:39.680 --> 00:09:41.680]  無論是汽車,很仔細
[00:09:41.680 --> 00:09:43.680]  裡面的功能
[00:09:43.680 --> 00:09:45.680]  裡面的細質
[00:09:45.680 --> 00:09:47.680]  完全做得很清楚
[00:09:47.680 --> 00:09:49.680]  所以他們的電器很厲害
[00:09:49.680 --> 00:09:51.680]  跟日本也很好,現在韓國也在來
[00:09:51.680 --> 00:09:53.680]  所以他們這群人
[00:09:53.680 --> 00:09:55.680]  回去慢慢描述
[00:09:55.680 --> 00:09:57.680]  花了十年的時間
[00:09:57.680 --> 00:09:59.680]  才能說出大象是怎樣
[00:09:59.680 --> 00:10:01.680]  因為他們分析了象牙
[00:10:01.680 --> 00:10:03.680]  肉質,功用
[00:10:03.680 --> 00:10:05.680]  第二批就是法國人
[00:10:05.680 --> 00:10:07.680]  如果大家知道法國人的特質
[00:10:07.680 --> 00:10:09.680]  就是很享受
[00:10:09.680 --> 00:10:11.680]  很藝術的
[00:10:11.680 --> 00:10:13.680]  很藝術
[00:10:13.680 --> 00:10:15.680]  如果你看到他的畫
[00:10:15.680 --> 00:10:17.680]  看完也未必太明白
[00:10:17.680 --> 00:10:19.680]  我這些層次
[00:10:19.680 --> 00:10:21.680]  於是他就回去
[00:10:21.680 --> 00:10:23.680]  如果你知道法國人很有趣
[00:10:23.680 --> 00:10:25.680]  他們在家裡吃八味蔥
[00:10:25.680 --> 00:10:27.680]  吃五個小時
[00:10:27.680 --> 00:10:29.680]  吃完也不會飽
[00:10:29.680 --> 00:10:31.680]  但是他很有美感
[00:10:31.680 --> 00:10:33.680]  所以他回去就用了
[00:10:33.680 --> 00:10:35.680]  短一點,兩年的時間
[00:10:35.680 --> 00:10:37.680]  去雕塑了一幅
[00:10:37.680 --> 00:10:39.680]  很漂亮的大象的畫
[00:10:39.680 --> 00:10:41.680]  美國人呢
[00:10:41.680 --> 00:10:43.680]  他回去很快,馬上
[00:10:43.680 --> 00:10:45.680]  他已經寫了一本書
[00:10:45.680 --> 00:10:47.680]  那本書的題目就叫
[00:10:47.680 --> 00:10:51.680]  How to Hunt the Elephant
[00:10:51.680 --> 00:10:53.680]  獵殺
[00:10:53.680 --> 00:10:55.680]  拿去
[00:10:55.680 --> 00:10:57.680]  中國人回去就寫了一本書
[00:10:57.680 --> 00:10:59.680]  就是100種方法
[00:10:59.680 --> 00:11:01.680]  去煮大象來吃
[00:11:01.680 --> 00:11:05.680]  每個人都有一個特質
[00:11:05.680 --> 00:11:07.680]  不過不同的種族
[00:11:07.680 --> 00:11:09.680]  似乎聖經說
[00:11:09.680 --> 00:11:11.680]  他也有一種性質
[00:11:11.680 --> 00:11:13.680]  趨向
[00:11:13.680 --> 00:11:15.680]  拿,安全
[00:11:15.680 --> 00:11:17.680]  地上
[00:11:19.680 --> 00:11:21.680]  這裡說惡人,罪人
[00:11:21.680 --> 00:11:23.680]  褻瀆人,心高氣傲
[00:11:23.680 --> 00:11:25.680]  自以為是
[00:11:25.680 --> 00:11:27.680]  不聽人血
[00:11:27.680 --> 00:11:29.680]  不聽神勸
[00:11:29.680 --> 00:11:31.680]  彷彿這裡說
[00:11:31.680 --> 00:11:33.680]  類似這些特質
[00:11:33.680 --> 00:11:35.680]  是什麼呢?
[00:11:35.680 --> 00:11:37.680]  踐,性貪,搶殺
[00:11:37.680 --> 00:11:39.680]  操控,等等
[00:11:39.680 --> 00:11:45.680]  如果這樣的話,我們看回第一第二節
[00:11:45.680 --> 00:11:47.680]  我們再看回裡面說的是什麼
[00:11:47.680 --> 00:11:49.680]  第一節他說
[00:11:49.680 --> 00:11:51.680]  看完惡人,罪人,褻瀆人
[00:11:51.680 --> 00:11:53.680]  他說你們要小心
[00:11:53.680 --> 00:11:55.680]  第一
[00:11:55.680 --> 00:11:57.680]  不要從,即是walk
[00:11:57.680 --> 00:11:59.680]  走
[00:11:59.680 --> 00:12:01.680]  走是什麼呢?
[00:12:01.680 --> 00:12:03.680]  他說你走在這群惡人的計謀
[00:12:03.680 --> 00:12:05.680]  你還沒踏進去
[00:12:05.680 --> 00:12:07.680]  你聊聊天
[00:12:07.680 --> 00:12:09.680]  挺有趣的
[00:12:09.680 --> 00:12:11.680]  我相信沒有人一開始就喜歡做惡人
[00:12:11.680 --> 00:12:13.680]  近來我們香港
[00:12:13.680 --> 00:12:15.680]  很清楚,很艱難
[00:12:15.680 --> 00:12:17.680]  很多事情出錯的情況
[00:12:17.680 --> 00:12:19.680]  無論我們的特首
[00:12:19.680 --> 00:12:21.680]  無論我們的首長,他們的團隊
[00:12:21.680 --> 00:12:23.680]  我不敢說,我不懂
[00:12:23.680 --> 00:12:25.680]  不過我想說
[00:12:25.680 --> 00:12:27.680]  我不相信一開始人是想這樣
[00:12:27.680 --> 00:12:29.680]  我不是想說這件事
[00:12:29.680 --> 00:12:31.680]  不過我想說這件事,他說你第一步
[00:12:31.680 --> 00:12:33.680]  哇,在走
[00:12:33.680 --> 00:12:35.680]  你還沒踏進去
[00:12:35.680 --> 00:12:37.680]  第二步你開始好像越來越少
[00:12:37.680 --> 00:12:39.680]  站在這裡
[00:12:39.680 --> 00:12:41.680]  本來你很活躍,在走
[00:12:41.680 --> 00:12:43.680]  然後站在這裡
[00:12:43.680 --> 00:12:45.680]  第三步坐下
[00:12:45.680 --> 00:12:47.680]  你好像越來越少
[00:12:47.680 --> 00:12:49.680]  但是他的對比
[00:12:49.680 --> 00:12:51.680]  在右手邊
[00:12:51.680 --> 00:12:53.680]  他在說,初時在計謀
[00:12:53.680 --> 00:12:55.680]  慢慢在路上準備做
[00:12:55.680 --> 00:12:57.680]  然後坐在一個位置
[00:12:57.680 --> 00:12:59.680]  你都不知道
[00:12:59.680 --> 00:13:01.680]  那種
[00:13:01.680 --> 00:13:03.680]  一步一步
[00:13:03.680 --> 00:13:05.680]  不覺不覺
[00:13:05.680 --> 00:13:07.680]  帶了你進去
[00:13:07.680 --> 00:13:09.680]  好像越來越不主動
[00:13:09.680 --> 00:13:11.680]  但是你的心
[00:13:11.680 --> 00:13:13.680]  你的思意念
[00:13:13.680 --> 00:13:15.680]  反倒令你越來越盡心
[00:13:15.680 --> 00:13:17.680]  跌進一個陷阱
[00:13:17.680 --> 00:13:19.680]  所以你在說
[00:13:19.680 --> 00:13:21.680]  不知不覺
[00:13:21.680 --> 00:13:23.680]  下一張,一步一步
[00:13:23.680 --> 00:13:25.680]  你要小心
[00:13:25.680 --> 00:13:27.680]  當當當
[00:13:27.680 --> 00:13:31.680]  四千呎不用住
[00:13:31.680 --> 00:13:33.680]  會有這樣的事
[00:13:33.680 --> 00:13:35.680]  會有真的可以
[00:13:35.680 --> 00:13:37.680]  調轉你
[00:13:37.680 --> 00:13:39.680]  去地方可以沒事
[00:13:39.680 --> 00:13:41.680]  我相信如果今天
[00:13:41.680 --> 00:13:43.680]  五十年六十年
[00:13:43.680 --> 00:13:45.680]  沒有做錯人
[00:13:45.680 --> 00:13:47.680]  我想找不到
[00:13:47.680 --> 00:13:49.680]  如果你找回我的紀錄
[00:13:49.680 --> 00:13:51.680]  我想我走了
[00:13:51.680 --> 00:13:53.680]  我不是今天說誰對誰錯
[00:13:53.680 --> 00:13:55.680]  不過我想說一樣東西
[00:13:55.680 --> 00:13:57.680]  我們都要小心
[00:13:57.680 --> 00:13:59.680]  我記得我以前做
[00:13:59.680 --> 00:14:01.680]  金融的時候
[00:14:01.680 --> 00:14:03.680]  特別是2003年,當時沙士很艱難
[00:14:03.680 --> 00:14:05.680]  我們當時唯一的生意可以做
[00:14:05.680 --> 00:14:07.680]  就是賭業和煙草
[00:14:07.680 --> 00:14:09.680]  剛剛興起
[00:14:09.680 --> 00:14:11.680]  老闆跟我說
[00:14:11.680 --> 00:14:13.680]  你要找生意
[00:14:13.680 --> 00:14:15.680]  不是你的團隊沒有
[00:14:15.680 --> 00:14:17.680]  很難的選擇
[00:14:17.680 --> 00:14:19.680]  當時我們做到差不多
[00:14:19.680 --> 00:14:21.680]  有些客人
[00:14:21.680 --> 00:14:23.680]  他給我一些選擇
[00:14:23.680 --> 00:14:25.680]  你公司不用知道
[00:14:25.680 --> 00:14:27.680]  你找個人拿著就可以了
[00:14:27.680 --> 00:14:29.680]  搞好我客人的公司
[00:14:29.680 --> 00:14:31.680]  我的公司又發
[00:14:31.680 --> 00:14:33.680]  你都發
[00:14:33.680 --> 00:14:35.680]  很大的衝擊
[00:14:35.680 --> 00:14:37.680]  有話
[00:14:37.680 --> 00:14:39.680]  如果我們將公司來說
[00:14:39.680 --> 00:14:41.680]  是一個對方敵人
[00:14:41.680 --> 00:14:43.680]  操控的地方
[00:14:43.680 --> 00:14:45.680]  彷彿聖經說不止
[00:14:45.680 --> 00:14:47.680]  在二不所思二章二節說
[00:14:47.680 --> 00:14:49.680]  撒旦是空中的掌權者
[00:14:49.680 --> 00:14:51.680]  他掌權我們的時間
[00:14:51.680 --> 00:14:53.680]  我們的娛樂
[00:14:53.680 --> 00:14:55.680]  我們一步一步不覺不覺的東西
[00:14:55.680 --> 00:14:59.680]  在幾個月前
[00:14:59.680 --> 00:15:01.680]  大概一年前我見到一個個案
[00:15:01.680 --> 00:15:03.680]  就是一個媽媽
[00:15:03.680 --> 00:15:05.680]  從老公的
[00:15:05.680 --> 00:15:07.680]  手提SMS中發現
[00:15:07.680 --> 00:15:11.680]  原來她跟十幾年前的初戀情人出了事
[00:15:11.680 --> 00:15:13.680]  事完
[00:15:13.680 --> 00:15:15.680]  她老公都不想的
[00:15:15.680 --> 00:15:17.680]  原來她老公就在Facebook
[00:15:17.680 --> 00:15:19.680]  找找找
[00:15:19.680 --> 00:15:21.680]  找回她初戀的女友
[00:15:21.680 --> 00:15:23.680]  聚下舊沒什麼問題
[00:15:23.680 --> 00:15:27.680]  就好像
[00:15:31.680 --> 00:15:33.680]  一般想中學小學
[00:15:33.680 --> 00:15:35.680]  跟她聚下舊
[00:15:35.680 --> 00:15:37.680]  誰知聚下聚下
[00:15:37.680 --> 00:15:39.680]  就越夜回家
[00:15:39.680 --> 00:15:41.680]  聚下聚下就越來越多神秘電話
[00:15:41.680 --> 00:15:43.680]  SMS
[00:15:43.680 --> 00:15:45.680]  最後揭發了
[00:15:45.680 --> 00:15:47.680]  再早一點
[00:15:47.680 --> 00:15:49.680]  有個女工找我
[00:15:49.680 --> 00:15:51.680]  她說她太太
[00:15:51.680 --> 00:15:53.680]  跟家裡
[00:15:53.680 --> 00:15:55.680]  跟她公司的上司發生了關係
[00:15:55.680 --> 00:15:57.680]  為什麼這樣
[00:15:57.680 --> 00:15:59.680]  她說她很想太太回轉
