
[00:00:00.000 --> 00:00:08.000]  好,我們今天正道的題目是「真道」
[00:03:58.000 --> 00:04:03.000]  它也告訴我們是萬物的一個最根源的東西
[00:04:03.000 --> 00:04:05.000]  最根本的東西
[00:04:05.000 --> 00:04:08.000]  但是老子他也說到
[00:04:08.000 --> 00:04:14.000]  「我不知其名,吾不知其名,只知悅道」
[00:04:14.000 --> 00:04:17.000]  我不知道它是什麼名字
[00:04:17.000 --> 00:04:20.000]  但是我可以勉強告訴你
[00:04:20.000 --> 00:04:22.000]  就稱它為「道」
[00:04:22.000 --> 00:04:26.000]  這就是老子對「道」的一個認識
[00:04:26.000 --> 00:04:29.000]  他不知道叫出什麼名字
[00:04:29.000 --> 00:04:34.000]  在他的《道德經》著作當中也另外說到
[00:04:34.000 --> 00:04:39.000]  「人發地,地發天,天發道,道發自然」
[00:04:39.000 --> 00:04:43.000]  人是要順應這個「地」
[00:04:43.000 --> 00:04:45.000]  「地」又要順應這個「天」
[00:04:45.000 --> 00:04:48.000]  「天」又要順應這個「道」
[00:04:48.000 --> 00:04:50.000]  「道發自然」是什麼意思呢?
[00:04:50.000 --> 00:04:53.000]  它本身就是自然而言的
[00:04:53.000 --> 00:04:55.000]  沒有什麼可以干預它
[00:04:55.000 --> 00:04:58.000]  沒有什麼可以阻礙它
[00:04:58.000 --> 00:05:00.000]  我們應該要順應它
[00:05:00.000 --> 00:05:04.000]  因為「道」就是那個宇宙的規律和法則
[00:05:04.000 --> 00:05:06.000]  一切的東西都要順應它
[00:05:06.000 --> 00:05:08.000]  而不是去違背它
[00:05:08.000 --> 00:05:14.000]  這是老子當中所談到的「道」
[00:05:14.000 --> 00:05:19.000]  你會看到孔子他知道「道」是存在的
[00:05:19.000 --> 00:05:21.000]  但是這個「道」是怎樣來的呢?
[00:05:21.000 --> 00:05:26.000]  就是人有限的理性去推出來和思考出來
[00:05:26.000 --> 00:05:28.000]  是想像出來的
[00:05:28.000 --> 00:05:31.000]  是從人的出發一級一級
[00:05:31.000 --> 00:05:39.000]  人發地,地發天,天發道
[00:05:39.000 --> 00:05:41.000]  是一級一級上去的
[00:05:41.000 --> 00:05:47.000]  你會看到他是靠著人的頭腦和理性思想
[00:05:47.000 --> 00:05:49.000]  而達到一個高度
[00:05:49.000 --> 00:05:51.000]  最高那個是什麼呢?
[00:05:51.000 --> 00:05:53.000]  這個就是「道」了
[00:05:53.000 --> 00:05:55.000]  所以你會看到
[00:05:55.000 --> 00:06:00.000]  老子他當中對「道」的一個概念
[00:06:00.000 --> 00:06:02.000]  它是沒有違革的
[00:06:02.000 --> 00:06:04.000]  沒有違革是什麼意思呢?
[00:06:04.000 --> 00:06:05.000]  我不知道
[00:06:05.000 --> 00:06:07.000]  就好像一個人一樣
[00:06:07.000 --> 00:06:08.000]  它是沒有違革的
[00:06:08.000 --> 00:06:10.000]  沒有違革是什麼呢?
[00:06:10.000 --> 00:06:14.000]  就是學術的來說
[00:06:14.000 --> 00:06:21.000]  有自我肯定和自我覺悟永存的那一個生命
[00:06:21.000 --> 00:06:23.000]  是有生命的
[00:06:23.000 --> 00:06:27.000]  也是知道自己是存在的
[00:06:27.000 --> 00:06:29.000]  木頭知不知道自己存在呢?
[00:06:29.000 --> 00:06:30.000]  木頭是不知道的
[00:06:30.000 --> 00:06:31.000]  它是沒有違革的
[00:06:31.000 --> 00:06:33.000]  真正有違革的有多少樣呢?
[00:06:33.000 --> 00:06:43.000]  第一是神、人、天使和魔鬼是有違革的
[00:06:43.000 --> 00:06:46.000]  所以你會看到
[00:06:46.000 --> 00:06:52.000]  老子他談這個道是從下而上的
[00:06:52.000 --> 00:06:53.000]  如果是聖經呢?
[00:06:53.000 --> 00:06:55.000]  聖經是啟示的
[00:06:55.000 --> 00:06:57.000]  是從神那裡下來的
[00:06:57.000 --> 00:06:59.000]  是由上而下的
[00:06:59.000 --> 00:07:03.000]  是不同老子所講的這個道
[00:07:03.000 --> 00:07:05.000]  印度呢?
[00:07:05.000 --> 00:07:10.000]  印度也是四大文明古國之一
[00:07:10.000 --> 00:07:15.000]  他講到在印度當中有三位最主要的神
[00:07:15.000 --> 00:07:17.000]  第一是梵天
[00:07:17.000 --> 00:07:19.000]  第二是比瑟羅
[00:07:19.000 --> 00:07:20.000]  第三叫做濕婆
[00:07:20.000 --> 00:07:23.000]  這個是他們的三大神
[00:07:23.000 --> 00:07:26.000]  在印度教當中
[00:07:26.000 --> 00:07:29.000]  其中梵天他是做天地的
[00:07:29.000 --> 00:07:31.000]  他是一個創造者
[00:07:31.000 --> 00:07:32.000]  什麼都是他做的
[00:07:32.000 --> 00:07:34.000]  他就是那個大我
[00:07:34.000 --> 00:07:38.000]  他是宇宙當中的那個大道
[00:07:38.000 --> 00:07:39.000]  是最大的道
[00:07:39.000 --> 00:07:43.000]  在人當中有一個叫做亞特曼
[00:07:43.000 --> 00:07:45.000]  是住在人裡面的
[00:07:45.000 --> 00:07:50.000]  當亞特曼後來住在人裡面的時候
[00:07:50.000 --> 00:07:52.000]  他就變成了一個小我
[00:07:52.000 --> 00:07:56.000]  所以怎樣認識這個大道呢?
[00:07:56.000 --> 00:07:59.000]  梵天這個大道
[00:07:59.000 --> 00:08:04.000]  就要靠住住在人裡面的一個亞特曼
[00:08:04.000 --> 00:08:08.000]  去認識這個大道
[00:08:08.000 --> 00:08:10.000]  去理解這個真理
[00:08:10.000 --> 00:08:13.000]  有些人學儒家的時候你就知道了
[00:08:13.000 --> 00:08:18.000]  他要達到一個境界叫做凡我合一
[00:08:18.000 --> 00:08:20.000]  要和這個大道合一
[00:08:20.000 --> 00:08:23.000]  所以你會看到
[00:08:23.000 --> 00:08:26.000]  他要不斷地靠著自己去修煉
[00:08:26.000 --> 00:08:29.000]  他要在這個默想當中
[00:08:29.000 --> 00:08:30.000]  在這個做儒家當中
[00:08:30.000 --> 00:08:32.000]  去明白這個真理
[00:08:32.000 --> 00:08:33.000]  這個真道
[00:08:33.000 --> 00:08:35.000]  這個是印度教的
[00:08:35.000 --> 00:08:38.000]  他要有一個小道
[00:08:38.000 --> 00:08:40.000]  住在人裡面的一個小道
[00:08:40.000 --> 00:08:42.000]  去明白這個大道
[00:08:42.000 --> 00:08:45.000]  這個是印度所理解的
[00:08:45.000 --> 00:08:48.000]  我們再回來近一點
[00:08:48.000 --> 00:08:51.000]  當時猶太人
[00:08:51.000 --> 00:08:58.000]  他是一個希利利人的一個文化
[00:08:58.000 --> 00:09:01.000]  他最主要的思想是怎樣的呢?
[00:09:01.000 --> 00:09:04.000]  是羅馬的文化思想
[00:09:04.000 --> 00:09:09.000]  以及古希臘思想的一個結晶
[00:09:09.000 --> 00:09:16.000]  他認為道是一切事物的一個基礎
[00:09:16.000 --> 00:09:20.000]  人和動物有什麼區別呢?
[00:09:20.000 --> 00:09:23.000]  他當中的一個文化就說到了
[00:09:23.000 --> 00:09:25.000]  人和動物當中的一個區別就是
[00:09:25.000 --> 00:09:28.000]  人是可以思想的
[00:09:28.000 --> 00:09:30.000]  懂得思考的
[00:09:30.000 --> 00:09:35.000]  第二個,人是可以彼此交談的
[00:09:35.000 --> 00:09:39.000]  這兩個是區別動物的
[00:09:39.000 --> 00:09:45.000]  人是要願意去和人分享他的思想的
[00:09:45.000 --> 00:09:48.000]  當你和人分享這個思想的時候
[00:09:48.000 --> 00:09:50.000]  你要有一個平台
[00:09:50.000 --> 00:09:53.000]  你要我明白我,我又要明白你
[00:09:53.000 --> 00:09:54.000]  那要怎樣做呢?
[00:09:54.000 --> 00:09:57.000]  最主要就是要有這個道
[00:09:57.000 --> 00:09:59.000]  道就是一個平台
[00:09:59.000 --> 00:10:01.000]  我明白你,你明白我
[00:10:01.000 --> 00:10:04.000]  要靠著這個道,這個平台
[00:10:04.000 --> 00:10:08.000]  這個道叫做Logos
[00:10:08.000 --> 00:10:11.000]  在這個希利利人文化
[00:10:11.000 --> 00:10:17.000]  古希臘哲學當中有四大派
[00:10:17.000 --> 00:10:21.000]  其中一派就是斯多瓦派
[00:10:21.000 --> 00:10:23.000]  其他的三派就是
[00:10:23.000 --> 00:10:29.000]  柏拉圖學園派、亞里士多德的逍遙派
[00:10:29.000 --> 00:10:34.000]  伊壁魯、鳩魯學派
[00:10:34.000 --> 00:10:36.000]  就是這四個派
[00:10:36.000 --> 00:10:39.000]  我們只可以說一個派別
[00:10:39.000 --> 00:10:40.000]  時間有限
[00:10:40.000 --> 00:10:41.000]  斯多瓦派就說
[00:10:41.000 --> 00:10:43.000]  宇宙是統一的
[00:10:43.000 --> 00:10:45.000]  不是矛盾,是統一的
[00:10:45.000 --> 00:10:49.000]  這個道,這個Logos
[00:10:49.000 --> 00:10:52.000]  就是宇宙的一個法則
[00:10:52.000 --> 00:10:56.000]  它也是宇宙的一個根源
[00:10:56.000 --> 00:11:00.000]  人怎樣去明白這個Logos
[00:11:00.000 --> 00:11:01.000]  即是這個道呢?
[00:11:01.000 --> 00:11:04.000]  就是要有一個小理性
[00:11:04.000 --> 00:11:06.000]  要有一個小理性
[00:11:06.000 --> 00:11:13.000]  所以每一個人都有一個小理性
[00:11:13.000 --> 00:11:15.000]  要明白這個大理性
[00:11:15.000 --> 00:11:16.000]  即是這個道
[00:11:16.000 --> 00:11:22.000]  所以你會看到每個人都有自己的小道
[00:11:22.000 --> 00:11:23.000]  你有你的小道理
[00:11:23.000 --> 00:11:25.000]  我有我的小道理
[00:11:25.000 --> 00:11:29.000]  所以很多時候吵架的時候是怎樣呢?
[00:11:29.000 --> 00:11:31.000]  公說公有理
[00:11:31.000 --> 00:11:34.000]  婆說婆有理
[00:11:34.000 --> 00:11:37.000]  就是因為各人有一個小道
[00:11:37.000 --> 00:11:39.000]  怎樣才可以平息這些
[00:11:39.000 --> 00:11:40.000]  公說公有理
[00:11:40.000 --> 00:11:42.000]  婆說婆有理
[00:11:42.000 --> 00:11:43.000]  這些爭執呢?
[00:11:43.000 --> 00:11:47.000]  他說你就要回到這個大道
[00:11:47.000 --> 00:11:50.000]  回到這個宇宙的一個法則當中
[00:11:50.000 --> 00:11:52.000]  這個Logos那裡
[00:11:52.000 --> 00:11:55.000]  那你就可以平息你的紛爭
[00:11:55.000 --> 00:11:57.000]  所以人最終呢
[00:11:57.000 --> 00:11:59.000]  就是這個小理性
[00:11:59.000 --> 00:12:02.000]  就要回到這個宇宙的大理性那裡
[00:12:02.000 --> 00:12:05.000]  這個是它希臘的一個文化
[00:12:05.000 --> 00:12:09.000]  所以有一個很出名的皇帝
[00:12:09.000 --> 00:12:11.000]  哲學家來的
[00:12:11.000 --> 00:12:14.000]  叫做奧列里烏斯
[00:12:14.000 --> 00:12:16.000]  當他死的時候
[00:12:16.000 --> 00:12:18.000]  他就安慰他的家人
[00:12:18.000 --> 00:12:19.000]  我要走了
[00:12:19.000 --> 00:12:20.000]  但是呢
[00:12:20.000 --> 00:12:23.000]  我只不過是回到那個大道那裡
[00:12:23.000 --> 00:12:26.000]  回到和這個大道合一
[00:12:26.000 --> 00:12:29.000]  所以是從小道
[00:12:29.000 --> 00:12:31.000]  從小道理回到大道理那裡
[00:12:31.000 --> 00:12:37.000]  人最終一個歸宿就是那個Logos
[00:12:37.000 --> 00:12:40.000]  所以你會看到是很類似的
[00:12:40.000 --> 00:12:42.000]  印度教
[00:12:42.000 --> 00:12:46.000]  那個阿德曼
[00:12:46.000 --> 00:12:48.000]  連接梵天
[00:12:48.000 --> 00:12:53.000]  還有這個斯多瓦派的宇宙理性
[00:12:53.000 --> 00:12:55.000]  和這個小理性
[00:12:55.000 --> 00:12:58.000]  回歸到這個宇宙理性那裡
[00:12:58.000 --> 00:13:00.000]  都是有一個方向的
[00:13:00.000 --> 00:13:04.000]  所以是很類似的
[00:13:04.000 --> 00:13:08.000]  所以你會看到東方和西方
[00:13:08.000 --> 00:13:11.000]  他公認這個道是存在的
[00:13:11.000 --> 00:13:14.000]  道就是這個真理
[00:13:14.000 --> 00:13:16.000]  那猶太人呢
[00:13:16.000 --> 00:13:20.000]  猶太人他對道的認識是怎樣的呢
[00:13:20.000 --> 00:13:22.000]  他當提到道這個詞
[00:13:22.000 --> 00:13:24.000]  他就會想到神的話
[00:13:24.000 --> 00:13:29.000]  正如詩篇33章6節所說的
[00:13:29.000 --> 00:13:33.000]  諸天直著耶和華的話而立的
[00:13:33.000 --> 00:13:35.000]  耶和華的命而立的
[00:13:35.000 --> 00:13:39.000]  所以這個道就是耶和華神的話
[00:13:39.000 --> 00:13:44.000]  你會在聖經當中看到
[00:13:44.000 --> 00:13:46.000]  道就是那個智慧
[00:13:46.000 --> 00:13:49.000]  道就是有人格化的
[00:13:49.000 --> 00:13:52.000]  在真言當中你會看到
[00:13:52.000 --> 00:13:54.000]  在耶和華造化的起頭
[00:13:54.000 --> 00:13:57.000]  太初創造萬物之先
[00:13:57.000 --> 00:13:59.000]  就有我就是這個道了
[00:13:59.000 --> 00:14:02.000]  從太初
[00:14:02.000 --> 00:14:06.000]  未有世界以前我就已經在這裡了
[00:14:06.000 --> 00:14:08.000]  道已經在這裡了
[00:14:08.000 --> 00:14:09.000]  但是很可惜呢
[00:14:09.000 --> 00:14:12.000]  雖然猶太人他有神的啟示
[00:14:12.000 --> 00:14:16.000]  但是在兩約之間那個時期
[00:14:16.000 --> 00:14:18.000]  猶太人啊
[00:14:18.000 --> 00:14:20.000]  他那些拉比教導的
[00:14:20.000 --> 00:14:22.000]  只是憑著他自己的一個解釋
[00:14:22.000 --> 00:14:25.000]  以及靠著自己的能力
[00:14:25.000 --> 00:14:27.000]  讓人去明白聖經的意思
[00:14:27.000 --> 00:14:29.000]  他忽略了一件事情
[00:14:29.000 --> 00:14:34.000]  就是聖經本體的意義
[00:14:34.000 --> 00:14:35.000]  就是基督了
[00:14:35.000 --> 00:14:36.000]  基督的啟示
[00:14:36.000 --> 00:14:37.000]  他忽略了這件事情
[00:14:37.000 --> 00:14:41.000]  所以他對道的認識
[00:14:41.000 --> 00:14:45.000]  是人的一個智慧
[00:14:45.000 --> 00:14:47.000]  但是道真正來說
[00:14:47.000 --> 00:14:52.000]  是超越人頭腦人的能力
[00:14:52.000 --> 00:14:54.000]  人的理智那一個智慧
[00:14:54.000 --> 00:15:00.000]  而不是只是人的一個智慧
[00:15:00.000 --> 00:15:03.000]  所以約翰福音
[00:15:03.000 --> 00:15:04.000]  約翰就在這裡
[00:15:04.000 --> 00:15:06.000]  就用了道這個詞
[00:15:06.000 --> 00:15:12.000]  將希伯來人希臘人的文法
[00:15:12.000 --> 00:15:16.000]  兼容起來了
[00:15:16.000 --> 00:15:18.000]  因為無論是猶太人
[00:15:18.000 --> 00:15:20.000]  還是希臘人
[00:15:20.000 --> 00:15:22.000]  都是同於道它是存在的
[00:15:22.000 --> 00:15:24.000]  道是自有永有的
[00:15:24.000 --> 00:15:25.000]  道是萬物之始
[00:15:25.000 --> 00:15:29.000]  也是萬物之源
[00:15:29.000 --> 00:15:30.000]  約翰就在這個背景當中
[00:15:30.000 --> 00:15:32.000]  用了道這個詞
[00:15:32.000 --> 00:15:39.000]  讓人體會到道的真實性
[00:15:39.000 --> 00:15:41.000]  現在才開始
[00:15:41.000 --> 00:15:42.000]  道與太初
[00:15:42.000 --> 00:15:45.000]  太初有道
[00:15:45.000 --> 00:15:48.000]  同樣在創世紀
[00:15:48.000 --> 00:15:49.000]  in the beginning
[00:15:49.000 --> 00:15:51.000]  英文是用in the beginning
[00:15:51.000 --> 00:15:53.000]  起初
[00:15:53.000 --> 00:15:55.000]  但是中文就翻譯得很好
[00:15:55.000 --> 00:15:56.000]  它用了太初
[00:15:56.000 --> 00:15:58.000]  太初這個字的太
[00:15:58.000 --> 00:15:59.000]  在哪裡來的呢
[00:15:59.000 --> 00:16:00.000]  在莊子裡面
[00:16:00.000 --> 00:16:02.000]  天下篇那裡來的
[00:16:02.000 --> 00:16:03.000]  它是表達什麼呢
[00:16:03.000 --> 00:16:04.000]  就是一個宇宙
[00:16:04.000 --> 00:16:06.000]  一個很原始的狀態
[00:16:06.000 --> 00:16:09.000]  就是什麼都沒有的時候
[00:16:09.000 --> 00:16:10.000]  但是起初
[00:16:10.000 --> 00:16:12.000]  起初它已經是有創造了
[00:16:12.000 --> 00:16:14.000]  當有創造的時候
[00:16:14.000 --> 00:16:15.000]  時間就出來了
[00:16:15.000 --> 00:16:17.000]  但是太初呢
[00:16:17.000 --> 00:16:18.000]  太初是不一樣的
[00:16:18.000 --> 00:16:21.000]  太初是未有創造
[00:16:21.000 --> 00:16:22.000]  未有時間
[00:16:22.000 --> 00:16:23.000]  那個時候
[00:16:23.000 --> 00:16:25.000]  已經是存在了
[00:16:25.000 --> 00:16:26.000]  所以太初有道
[00:16:26.000 --> 00:16:28.000]  原來道就是
[00:16:28.000 --> 00:16:30.000]  未有創造之前
[00:16:30.000 --> 00:16:31.000]  已經存在了
[00:16:31.000 --> 00:16:33.000]  所以它是永存的
[00:16:33.000 --> 00:16:37.000]  它是梗古就已經有了
[00:16:37.000 --> 00:16:42.000]  道一早就已經在了
[00:16:42.000 --> 00:16:44.000]  道就是上帝
[00:16:44.000 --> 00:16:47.000]  給我們兩個啟示
[00:16:47.000 --> 00:16:50.000]  道在時間之上
[00:16:50.000 --> 00:16:53.000]  道也沒有時間的開始
[00:16:53.000 --> 00:16:56.000]  因為它在時間之前
[00:16:56.000 --> 00:17:00.000]  當神創造物質的時候
[00:17:00.000 --> 00:17:01.000]  你會看到
[00:17:01.000 --> 00:17:02.000]  一有物質
[00:17:02.000 --> 00:17:03.000]  一有運動
[00:17:03.000 --> 00:17:04.000]  你就知道有時間了
[00:17:04.000 --> 00:17:05.000]  為什麼呢
[00:17:05.000 --> 00:17:06.000]  一動的時候
[00:17:06.000 --> 00:17:09.000]  多少米多少秒
[00:17:09.000 --> 00:17:13.000]  你就會知道有時間在那裡了
[00:17:13.000 --> 00:17:16.000]  所以當創造的時候
[00:17:16.000 --> 00:17:22.000]  時間就開始了
[00:17:22.000 --> 00:17:24.000]  道就是神
[00:17:24.000 --> 00:17:25.000]  道就是上帝
[00:17:25.000 --> 00:17:30.000]  當摩西問神
[00:17:30.000 --> 00:17:32.000]  你是什麼名字的時候
[00:17:32.000 --> 00:17:36.000]  神說我是
[00:17:36.000 --> 00:17:37.000]  中文翻譯是
[00:17:37.000 --> 00:17:39.000]  我是自有永有的
[00:17:39.000 --> 00:17:41.000]  英文是I am who I am
[00:17:41.000 --> 00:17:45.000]  就是說我是
[00:17:45.000 --> 00:17:46.000]  就是讓你明白
[00:17:46.000 --> 00:17:48.000]  我是那個自有永有的
[00:17:48.000 --> 00:17:50.000]  你再看希伯來書的時候
[00:17:50.000 --> 00:17:53.000]  講耶穌是怎樣
[00:17:53.000 --> 00:17:54.000]  麥基世德是怎樣
[00:17:54.000 --> 00:17:56.000]  預表耶穌的呢
[00:17:56.000 --> 00:17:58.000]  無生之始
[00:17:58.000 --> 00:17:59.000]  無命之終
[00:17:59.000 --> 00:18:01.000]  所以它也是
[00:18:01.000 --> 00:18:03.000]  超越了時間的
[00:18:03.000 --> 00:18:04.000]  你會看到
[00:18:04.000 --> 00:18:06.000]  耶穌神的兒子
[00:18:06.000 --> 00:18:08.000]  是超越了時間的
[00:18:08.000 --> 00:18:11.000]  當耶穌在這個地上
[00:18:11.000 --> 00:18:15.000]  他跟猶太人說
[00:18:15.000 --> 00:18:19.000]  還沒有阿伯拉罕就有我了
[00:18:19.000 --> 00:18:20.000]  原文是這樣說的
[00:18:20.000 --> 00:18:22.000]  還沒有阿伯拉罕
[00:18:22.000 --> 00:18:24.000]  我是
[00:18:24.000 --> 00:18:26.000]  他就是超越時間的
[00:18:26.000 --> 00:18:27.000]  所以你會看到
[00:18:27.000 --> 00:18:30.000]  猶太人為什麼用石頭打他
[00:18:30.000 --> 00:18:32.000]  他認自己是神
[00:18:32.000 --> 00:18:37.000]  他是道
[00:18:37.000 --> 00:18:41.000]  超越了時間
[00:18:41.000 --> 00:18:44.000]  也是與神同在的
[00:18:44.000 --> 00:18:46.000]  與神同在是什麼意思呢
[00:18:46.000 --> 00:18:49.000]  到與神同在
[00:18:49.000 --> 00:18:50.000]  他的屬性
[00:18:50.000 --> 00:18:51.000]  他的本質
[00:18:51.000 --> 00:18:54.000]  跟神是一樣的
[00:18:54.000 --> 00:18:56.000]  同時也暗示了
[00:18:56.000 --> 00:18:59.000]  他是跟神活潑相交的
[00:18:59.000 --> 00:19:00.000]  他是暗示了
[00:19:00.000 --> 00:19:01.000]  他是有違革的
[00:19:01.000 --> 00:19:04.000]  因為神是有違革的
[00:19:04.000 --> 00:19:07.000]  什麼叫做違革的智慧呢
[00:19:07.000 --> 00:19:08.000]  剛才說到
[00:19:08.000 --> 00:19:10.000]  經常說違革 違革 違革
[00:19:10.000 --> 00:19:13.000]  如果你再讀一讀
[00:19:13.000 --> 00:19:14.000]  《真言》
[00:19:14.000 --> 00:19:16.000]  《真言》在一到七章之前
[00:19:16.000 --> 00:19:18.000]  它是沒有違革的智慧
[00:19:18.000 --> 00:19:19.000]  但是一到大八章
[00:19:19.000 --> 00:19:20.000]  你就會看到
[00:19:20.000 --> 00:19:21.000]  有違革了
[00:19:21.000 --> 00:19:24.000]  變成有生命的智慧
[00:19:24.000 --> 00:19:26.000]  《真言》八章一節這樣說
[00:19:26.000 --> 00:19:28.000]  智慧豈不呼叫
[00:19:28.000 --> 00:19:30.000]  聰明豈不發聲
[00:19:30.000 --> 00:19:36.000]  他在道旁高處的頂上
[00:19:36.000 --> 00:19:39.000]  在十字路口站著
[00:19:39.000 --> 00:19:41.000]  在城門旁
[00:19:41.000 --> 00:19:42.000]  在城門口
[00:19:42.000 --> 00:19:45.000]  在城門洞大聲說
[00:19:45.000 --> 00:19:46.000]  你就會看到
[00:19:46.000 --> 00:19:49.000]  那個智慧是有違革的
[00:19:49.000 --> 00:19:52.000]  我們知道手機
[00:19:52.000 --> 00:19:56.000]  我跟老人家是一起住的
[00:19:56.000 --> 00:19:59.000]  他每天最常做的一件事是什麼
[00:19:59.000 --> 00:20:01.000]  就是找手機
[00:20:01.000 --> 00:20:04.000]  因為現在手機已經成為
[00:20:04.000 --> 00:20:07.000]  很多人最好的朋友
[00:20:07.000 --> 00:20:10.000]  但是每次他都要找手機
[00:20:10.000 --> 00:20:12.000]  因為手機是沒有違革的
[00:20:12.000 --> 00:20:13.000]  它不是好像人一樣
[00:20:13.000 --> 00:20:14.000]  沒有生命
[00:20:14.000 --> 00:20:16.000]  它不懂愛你
[00:20:16.000 --> 00:20:17.000]  所以它也不懂找你
[00:20:17.000 --> 00:20:18.000]  但是你
[00:20:18.000 --> 00:20:19.000]  就很喜歡它
[00:20:19.000 --> 00:20:21.000]  你就要找它
[00:20:21.000 --> 00:20:23.000]  那誰會找我們呢
[00:20:23.000 --> 00:20:26.000]  可能是最愛我們的人
[00:20:26.000 --> 00:20:29.000]  可能是我們心機心思最多的人
[00:20:29.000 --> 00:20:30.000]  可能是你的伴侶
[00:20:30.000 --> 00:20:34.000]  可能也都是你的兒女
[00:20:34.000 --> 00:20:35.000]  如果是做兒子的
[00:20:35.000 --> 00:20:37.000]  可能是你媽媽
[00:20:37.000 --> 00:20:40.000]  所以你會看到
[00:20:40.000 --> 00:20:41.000]  有生命的
[00:20:41.000 --> 00:20:43.000]  智慧是有生命的
[00:20:43.000 --> 00:20:44.000]  道是有生命的
[00:20:44.000 --> 00:20:46.000]  它是主動去找人的
[00:20:46.000 --> 00:20:48.000]  就好像耶穌基督來到世上
[00:20:48.000 --> 00:20:50.000]  耶穌基督就是那個真道
[00:20:50.000 --> 00:20:53.000]  是尋找那些迷失的人
[00:20:53.000 --> 00:20:55.000]  所以你會看到
[00:20:55.000 --> 00:20:56.000]  老子的道
[00:20:56.000 --> 00:20:57.000]  希臘人的道
[00:20:57.000 --> 00:20:59.000]  它會不會去找你
[00:20:59.000 --> 00:21:02.000]  你只不過是人去想出來的
[00:21:02.000 --> 00:21:04.000]  但是約翰所說的這個道
[00:21:04.000 --> 00:21:06.000]  它是真理的本體
[00:21:06.000 --> 00:21:08.000]  它是有違革的
[00:21:08.000 --> 00:21:10.000]  它是有生命的
