
[00:00:00.000 --> 00:00:01.800]  各位電影節目的早上好
[00:01:37.280 --> 00:01:39.960]  譬如有些食肆又不能太多人去
[00:01:39.960 --> 00:01:41.800]  又不能去健身室
[00:01:41.800 --> 00:01:43.600]  不過我們見到現在好像
[00:01:43.600 --> 00:01:45.280]  我們周圍都在開健身室
[00:01:45.280 --> 00:01:47.280]  你應該在教育局附近都見到
[00:01:47.280 --> 00:01:48.840]  在轉變中
[00:01:48.840 --> 00:01:51.640]  我自己何時才可以不用戴口罩趕渡呢
[00:01:51.640 --> 00:01:53.440]  或者你何時才可以不用戴口罩
[00:01:53.440 --> 00:01:55.440]  回來教會我們都不知道
[00:01:55.440 --> 00:01:56.520]  更加有個隱憂
[00:01:56.520 --> 00:02:00.240]  好像Omicron社區的傳播好像又開始了
[00:02:00.240 --> 00:02:02.240]  不知道接下來會怎樣
[00:02:02.240 --> 00:02:04.920]  新年農曆年會怎樣都不知道
[00:02:04.920 --> 00:02:06.640]  社會氣氛又如何呢
[00:02:06.640 --> 00:02:11.920]  有些什麼會或者很多年的組織
[00:02:11.920 --> 00:02:15.760]  都在今年剛剛2021年裏面解散了
[00:02:15.760 --> 00:02:22.280]  或者有些媒體又會被封查
[00:02:22.280 --> 00:02:26.560]  很多事情突然間發生是意料之外的
[00:02:26.560 --> 00:02:27.720]  或者不講社會
[00:02:27.720 --> 00:02:30.440]  回到你的家庭你的朋友圈子
[00:02:30.440 --> 00:02:31.560]  我相信在過去一年
[00:02:31.560 --> 00:02:33.120]  你都可能送別了很多
[00:02:33.120 --> 00:02:35.960]  你本來認識了很多年的朋友
[00:02:35.960 --> 00:02:37.760]  你的同事
[00:02:37.760 --> 00:02:40.400]  甚至乎你的親戚
[00:02:40.400 --> 00:02:42.600]  甚至乎可能你的子女
[00:02:42.600 --> 00:02:44.720]  甚至乎我們教會的弟兄姊妹
[00:02:44.720 --> 00:02:49.920]  我們在過去2021年都有幾個家庭移民去其他地方
[00:02:49.920 --> 00:02:50.880]  接下來都會有
[00:02:50.880 --> 00:02:54.800]  一會兒我們都會為他們祈禱
[00:02:54.800 --> 00:02:57.920]  所以不知道大家對於總結過去一年
[00:02:57.920 --> 00:03:01.400]  你是開心還是不開心呢
[00:03:01.400 --> 00:03:03.120]  但是我很想在這一刻
[00:03:03.120 --> 00:03:06.040]  就將我們這個使人得見的教會
[00:03:06.040 --> 00:03:08.200]  我們要成為一個見證
[00:03:08.200 --> 00:03:10.640]  讓我們身邊的人看到
[00:03:10.640 --> 00:03:13.240]  無論這個時代怎樣變化
[00:03:13.240 --> 00:03:15.160]  我們的信心
[00:03:15.160 --> 00:03:16.920]  我們的盼望都是不變的
[00:03:16.920 --> 00:03:18.280]  怎樣能夠做到呢?
[00:03:18.280 --> 00:03:22.560]  就是回到這個題目
[00:03:22.560 --> 00:03:25.320]  耶穌基督是昔日、今日、明日的主
[00:03:25.320 --> 00:03:28.000]  我們的主耶穌從來沒有改變過
[00:03:28.000 --> 00:03:29.760]  所以我們的喜樂的源頭
[00:03:29.760 --> 00:03:31.080]  我們的平安的源頭
[00:03:31.080 --> 00:03:32.000]  我們的得力的源頭
[00:03:32.000 --> 00:03:34.560]  耶穌既然沒有改變的話
[00:03:34.560 --> 00:03:37.160]  我們也能夠繼續靠著祂
[00:03:37.160 --> 00:03:38.560]  去直到永遠
[00:03:38.560 --> 00:03:40.000]  直到主再來
[00:03:40.000 --> 00:03:43.680]  這個訊息對於那些未信耶穌的人來說
[00:03:43.680 --> 00:03:45.160]  是沒有意義的
[00:03:45.160 --> 00:03:47.880]  但是對於我們這班已經相信耶穌基督的人
[00:03:47.880 --> 00:03:49.560]  是極之重要的
[00:03:49.560 --> 00:03:52.360]  所以要成為今天我要講的題目
[00:03:52.360 --> 00:03:55.840]  也成為了我們今年2022年的連題
[00:03:55.840 --> 00:03:58.720]  2022年的連題
[00:03:58.720 --> 00:04:00.560]  我會用兩句金句
[00:04:00.560 --> 00:04:03.120]  成為我們今年的金句
[00:04:03.120 --> 00:04:06.400]  和今天要宣講的訊息
[00:04:06.400 --> 00:04:10.560]  這句剛才在孫召或者我們的主席
[00:04:10.560 --> 00:04:11.600]  已經幫我們讀了
[00:04:11.600 --> 00:04:12.640]  不過太重要了
[00:04:12.640 --> 00:04:14.880]  我們也要再宣讀一次
[00:04:14.880 --> 00:04:16.400]  這是啟示裡面
[00:04:16.400 --> 00:04:19.360]  一個讓我們認識我們那位
[00:04:19.360 --> 00:04:23.040]  昔在、今在、以後永在的主耶穌基督的身份
[00:04:23.040 --> 00:04:25.040]  我先解釋一下
[00:04:25.040 --> 00:04:27.000]  大家讀的時候更加投入
[00:04:27.000 --> 00:04:29.360]  阿拉伯是希臘文的第一個字
[00:04:29.360 --> 00:04:29.880]  Alpha
[00:04:29.880 --> 00:04:31.320]  所以回到阿拉伯
[00:04:31.320 --> 00:04:32.880]  最後那句Omicron
[00:04:32.880 --> 00:04:33.960]  Omicron
[00:04:33.960 --> 00:04:34.680]  是不是?
[00:04:34.680 --> 00:04:36.600]  和現在的Omicron是不是一樣?
[00:04:36.600 --> 00:04:37.080]  不是
[00:04:37.080 --> 00:04:37.640]  還沒去到
[00:04:37.640 --> 00:04:39.000]  還沒數到
[00:04:39.000 --> 00:04:40.640]  所以我是阿拉伯
[00:04:40.640 --> 00:04:42.440]  我是峨眉哥
[00:04:42.440 --> 00:04:44.720]  是今在、昔在、以後永在的傳能者
[00:04:44.720 --> 00:04:45.480]  我們一起讀一次
[00:04:45.480 --> 00:04:46.840]  1、2、3
[00:04:46.840 --> 00:04:48.280]  主神說
[00:04:48.280 --> 00:04:49.720]  我是阿拉伯
[00:04:49.720 --> 00:04:51.280]  我是峨眉哥
[00:04:51.280 --> 00:04:55.800]  是今在、昔在、以後永在的傳能者
[00:04:55.800 --> 00:04:57.760]  這句經文提醒了我們
[00:04:57.760 --> 00:05:01.760]  我們的主耶穌基督是萬有一切的開始
[00:05:01.760 --> 00:05:02.760]  祂是開始
[00:05:02.760 --> 00:05:04.400]  祂是結束
[00:05:04.400 --> 00:05:06.960]  祂是在過去裡面一直存在
[00:05:06.960 --> 00:05:07.920]  現在也存在
[00:05:07.920 --> 00:05:10.080]  而且是直到永遠
[00:05:10.080 --> 00:05:11.360]  祂不只是直到永遠
[00:05:11.360 --> 00:05:14.920]  祂更加是那位直到永遠都是傳能者
[00:05:14.920 --> 00:05:20.080]  所以我們剛才要用詩歌去敬拜我們這位主耶穌基督
[00:05:20.080 --> 00:05:22.160]  我們每個星期都要一起聚集
[00:05:22.160 --> 00:05:24.880]  將最大的尊榮歸給這位
[00:05:24.880 --> 00:05:27.160]  昔在、以後永在的傳能者
[00:05:27.160 --> 00:05:28.760]  就是這個意思
[00:05:28.760 --> 00:05:30.680]  第二句經文是今天會講多一點的
[00:05:30.680 --> 00:05:32.200]  希伯來書十三章八節
[00:05:32.200 --> 00:05:32.760]  我們一起讀
[00:05:32.760 --> 00:05:34.000]  1、2、3
[00:05:34.000 --> 00:05:39.160]  耶穌基督昨日、今日、一直到永遠是一樣的
[00:05:39.160 --> 00:05:43.600]  耶穌基督昨日、今日、一直到永遠是一樣的
[00:05:43.600 --> 00:05:45.040]  在詳細地講的時候
[00:05:45.040 --> 00:05:48.720]  我們要先了解一下希伯來書的經文背景
[00:05:48.720 --> 00:05:53.320]  希伯來書其實裡面提很多舊約的東西
[00:05:53.320 --> 00:05:55.320]  所以有些人會研究希伯來書
[00:05:55.320 --> 00:05:57.600]  就會說其實希伯來書的讀者
[00:05:57.600 --> 00:06:00.880]  就是一群很熟悉舊約的信義代
[00:06:00.880 --> 00:06:04.280]  意思就是說他們上一代
[00:06:04.280 --> 00:06:05.560]  可能都是猶太教
[00:06:05.560 --> 00:06:07.440]  轉為信基督教
[00:06:07.440 --> 00:06:12.280]  而且已經散居於整個歐洲
[00:06:12.280 --> 00:06:14.360]  羅馬帝國的周圍
[00:06:14.360 --> 00:06:17.880]  因為希伯來書是用一個很優美的希臘文而寫的
[00:06:17.880 --> 00:06:21.560]  你知道其實猶太人不是看希伯來文
[00:06:21.560 --> 00:06:22.520]  或者亞蘭文
[00:06:22.520 --> 00:06:25.000]  但是他們用很優美的希臘文而寫
[00:06:25.000 --> 00:06:26.400]  所以相信這群人
[00:06:26.400 --> 00:06:29.880]  可能好像我們今天移民了外國的弟兄姊妹
[00:06:29.880 --> 00:06:31.280]  他們的下一代已經在這裡了
[00:06:31.280 --> 00:06:33.000]  所以他們一開口講
[00:06:33.000 --> 00:06:34.200]  都是講外語的了
[00:06:34.200 --> 00:06:35.440]  講英文的了
[00:06:35.440 --> 00:06:38.240]  而在當時開始
[00:06:38.240 --> 00:06:40.640]  羅馬帝國是正在迫害基督教的
[00:06:40.640 --> 00:06:43.320]  所以那群信義代
[00:06:43.320 --> 00:06:46.880]  如果不想因為基督徒的緣故被迫害
[00:06:46.880 --> 00:06:50.120]  他其中一個方法就是轉信回猶太教
[00:06:50.120 --> 00:06:53.040]  在猶太教那裡被迫害
[00:06:53.040 --> 00:06:54.920]  或者什麼叫基督教猶太教呢?
[00:06:54.920 --> 00:06:57.480]  我在這裡沒有時間講得太詳細了
[00:06:57.480 --> 00:07:00.720]  總之你過去慢慢就偏向舊約
[00:07:00.720 --> 00:07:02.320]  簡單一點來說
[00:07:02.320 --> 00:07:03.560]  所以
[00:07:03.560 --> 00:07:06.840]  希伯來書的作者更加要提醒這群人
[00:07:06.840 --> 00:07:08.680]  不要放棄耶穌基督
[00:07:08.680 --> 00:07:11.240]  不要想回去舊約的猶太教
[00:07:11.240 --> 00:07:15.040]  因為我們所相信的耶穌基督是超越性
[00:07:15.040 --> 00:07:17.480]  超越了舊約所講的一切
[00:07:17.480 --> 00:07:19.600]  所以希伯來書是在強調
[00:07:19.600 --> 00:07:21.400]  耶穌基督的超越性
[00:07:21.400 --> 00:07:23.000]  他是超越什麼呢?
[00:07:23.000 --> 00:07:26.640]  在一章他告訴我們主耶穌是超越天使
[00:07:26.640 --> 00:07:28.200]  在第三四章
[00:07:28.200 --> 00:07:30.240]  我們主耶穌是超越摩西
[00:07:30.240 --> 00:07:31.760]  在第四六章
[00:07:31.760 --> 00:07:33.920]  我們主耶穌是超越亞倫
[00:07:33.920 --> 00:07:34.800]  亞倫是誰呢?
[00:07:34.800 --> 00:07:38.440]  亞倫就是大祭司的開始的人
[00:07:38.440 --> 00:07:41.880]  所以耶穌也超越了舊約一切的祭司
[00:07:41.880 --> 00:07:44.560]  和耶穌基督自己
[00:07:44.560 --> 00:07:47.560]  就是那一次獻祭的贖罪祭
[00:07:47.560 --> 00:07:50.080]  他也超越了所有舊約的祭
[00:07:50.080 --> 00:07:51.440]  在這裡不詳細講了
[00:07:51.440 --> 00:07:53.720]  因為我們今天不是看整本希伯來書
[00:07:53.720 --> 00:07:55.880]  我們只是想看一節
[00:07:55.880 --> 00:07:58.360]  但很想帶出一件事就是
[00:07:58.360 --> 00:08:02.480]  我們剛才所讀的這句經文
[00:08:02.480 --> 00:08:04.880]  希伯來書十三章八節
[00:08:04.880 --> 00:08:09.080]  就是我們信仰的最基本
[00:08:09.080 --> 00:08:10.880]  而且是最核心
[00:08:10.880 --> 00:08:12.880]  最重要的基石
[00:08:12.880 --> 00:08:16.480]  是有超越性和永恆性在裡面
[00:08:16.480 --> 00:08:19.400]  只要你將你的信心
[00:08:19.400 --> 00:08:22.080]  建基在耶穌基督裡面
[00:08:22.080 --> 00:08:25.320]  你就能夠勝過這個世代裡面
[00:08:25.320 --> 00:08:27.840]  不斷在幻變
[00:08:27.840 --> 00:08:30.160]  特別的新常態時代
[00:08:30.160 --> 00:08:32.000]  就好像這個新冠肺炎
[00:08:32.000 --> 00:08:33.280]  又變種了
[00:08:33.280 --> 00:08:35.000]  又不知道去到什麼時候了
[00:08:35.000 --> 00:08:38.440]  但我們所相信的不是那些
[00:08:38.440 --> 00:08:40.640]  病毒或者不是那些醫學專家
[00:08:40.640 --> 00:08:42.400]  不是那些什麼防疫針
[00:08:42.400 --> 00:08:43.960]  不是那些新的藥物
[00:08:43.960 --> 00:08:46.440]  我們所相信的是主耶穌基督
[00:08:46.440 --> 00:08:47.520]  我們再用一個祈禱
[00:08:47.520 --> 00:08:49.480]  去進入我們今天的經文裡面
[00:08:49.480 --> 00:08:50.760]  信息裡面
[00:08:50.760 --> 00:08:52.800]  七個天父我們求你幫助我們
[00:08:52.800 --> 00:08:53.920]  打開我們的心窗
[00:08:53.920 --> 00:08:55.360]  打開我們的耳朵
[00:08:55.360 --> 00:08:57.280]  去聆聽上帝的話語
[00:08:57.280 --> 00:08:59.040]  又讓我成為你流通的管子
[00:08:59.040 --> 00:09:00.720]  以致我們能夠將耶穌基督
[00:09:00.720 --> 00:09:03.400]  是釋在今在以後永在的傳聞者
[00:09:03.400 --> 00:09:04.760]  按進去的信息
[00:09:04.760 --> 00:09:06.280]  給到我們正經弟兄姊妹
[00:09:06.280 --> 00:09:07.200]  進入我們的心裡面
[00:09:07.200 --> 00:09:08.760]  而且進入我們心裡面
[00:09:08.760 --> 00:09:10.760]  最核心的地基裡面
[00:09:10.760 --> 00:09:11.280]  主啊
[00:09:11.280 --> 00:09:13.360]  我們將今堂的道交上
[00:09:13.360 --> 00:09:14.800]  奉耶穌基督名求
[00:09:14.800 --> 00:09:15.560]  阿門
[00:09:15.560 --> 00:09:17.920]  那麼重要了
[00:09:17.920 --> 00:09:19.120]  所以我又再出一次了
[00:09:19.120 --> 00:09:21.160]  而且我出了兩個版本
[00:09:21.160 --> 00:09:23.520]  「和修」就是指和補的修訂版
[00:09:23.520 --> 00:09:25.640]  這個就是我們一直在用的和學本
[00:09:25.640 --> 00:09:27.560]  也做了一點修訂
[00:09:27.560 --> 00:09:29.240]  那麼在我們接下來的這一年
[00:09:29.240 --> 00:09:31.360]  我們主要也是會用和學本修訂版
[00:09:31.360 --> 00:09:33.760]  做我們的經文的宣讀
[00:09:33.760 --> 00:09:36.520]  那麼新漢業本就是再近一點的翻譯
[00:09:36.520 --> 00:09:38.520]  那些我也不講得太詳細了
[00:09:38.520 --> 00:09:40.200]  我們應該留在主要學裡面講
[00:09:40.200 --> 00:09:41.680]  但是你們知道
[00:09:41.680 --> 00:09:44.440]  其實聖經是用希臘文而寫的
[00:09:44.440 --> 00:09:45.520]  新的聖經
[00:09:45.520 --> 00:09:47.960]  所以如果將這句經文用一個
[00:09:47.960 --> 00:09:49.920]  希臘文的直譯是這麼翻譯的
[00:09:49.920 --> 00:09:51.240]  耶穌基督
[00:09:51.240 --> 00:09:53.080]  昨日和今日
[00:09:53.360 --> 00:09:54.360]  是一樣
[00:09:54.360 --> 00:09:56.360]  且直到永遠
[00:09:56.360 --> 00:09:57.560]  有一點點不同
[00:09:57.560 --> 00:09:59.160]  但是你會發覺有什麼不同呢?
[00:09:59.160 --> 00:09:59.720]  就是
[00:09:59.720 --> 00:10:02.920]  經文是強調耶穌基督昨日和今日
[00:10:02.920 --> 00:10:04.720]  都是沒有改變過的
[00:10:04.720 --> 00:10:06.120]  是一樣的
[00:10:06.120 --> 00:10:06.920]  Forever
[00:10:06.920 --> 00:10:11.120]  而這個也可以衍生出一個推論就是
[00:10:11.120 --> 00:10:13.920]  耶穌基督永遠都不會改變
[00:10:13.920 --> 00:10:15.120]  是永恆不變的
[00:10:15.120 --> 00:10:17.760]  明天都是耶穌基督作主
[00:10:17.760 --> 00:10:20.440]  直到永遠都是耶穌基督作主
[00:10:20.440 --> 00:10:21.560]  不是推論這麼簡單
[00:10:21.560 --> 00:10:23.480]  而是一個宣告、一個信心
[00:10:23.480 --> 00:10:24.960]  一個信仰的宣刑
[00:10:24.960 --> 00:10:26.200]  為什麼這麼重要呢?
[00:10:26.200 --> 00:10:28.600]  就好像蓋房子那樣
[00:10:28.600 --> 00:10:29.840]  現在我們反過來
[00:10:29.840 --> 00:10:30.920]  如果你周圍看
[00:10:30.920 --> 00:10:32.160]  剛才和定龍聊天
[00:10:32.160 --> 00:10:33.640]  他就更加清楚了
[00:10:33.640 --> 00:10:35.960]  他看著這個土瓜灣區
[00:10:35.960 --> 00:10:37.760]  在拆房子
[00:10:37.760 --> 00:10:39.960]  拆房子是容易的
[00:10:39.960 --> 00:10:41.960]  蓋房子是難的
[00:10:41.960 --> 00:10:43.400]  蓋房子要怎麼樣呢?
[00:10:43.400 --> 00:10:45.520]  蓋房子就要有一個好的地基
[00:10:45.520 --> 00:10:48.480]  好的一個基礎結構
[00:10:48.480 --> 00:10:49.840]  就好像這樣
[00:10:50.520 --> 00:10:53.000]  你不要以為打幾口樁很簡單
[00:10:53.000 --> 00:10:54.960]  其實要有一個好的地基
[00:10:54.960 --> 00:10:58.560]  才能夠讓整棟房子很穩健地
[00:10:58.560 --> 00:11:00.600]  這樣樹立在這裡
[00:11:00.600 --> 00:11:02.040]  這個地基
[00:11:02.040 --> 00:11:05.600]  它的深度可能比起樓的高度
[00:11:05.600 --> 00:11:08.080]  是很重要、很關鍵的
[00:11:08.080 --> 00:11:10.280]  我想說就是我們的
[00:11:10.280 --> 00:11:12.000]  我們要跨越2022年
[00:11:12.000 --> 00:11:14.840]  我們要繼續有持守的信心來盼望
[00:11:14.840 --> 00:11:18.360]  我們必須要有一個很好的信仰的核心的基礎
[00:11:19.000 --> 00:11:20.840]  而我們的信仰核心的基礎
[00:11:20.840 --> 00:11:22.320]  就是主耶穌基督
[00:11:22.320 --> 00:11:23.480]  所以
[00:11:23.480 --> 00:11:26.200]  希伯來書在十三章八節強調了
[00:11:26.200 --> 00:11:27.600]  耶穌基督就是那位
[00:11:27.600 --> 00:11:30.600]  昔在、今在、以後永在不變的主
[00:11:30.600 --> 00:11:34.800]  耶穌基督怎麼在昨日、今日、明日都不變呢?
[00:11:34.800 --> 00:11:37.600]  希伯來書其實在整卷希伯來書的第一章
[00:11:37.600 --> 00:11:40.600]  已經說了耶穌為我們做過什麼事
[00:11:40.600 --> 00:11:43.360]  在一章二、三、十
[00:11:43.360 --> 00:11:44.440]  這三節裡面
[00:11:44.440 --> 00:11:45.680]  我不讀完它了
[00:11:45.680 --> 00:11:48.600]  因為只能夠讀一些highlight的事
[00:11:49.160 --> 00:11:52.400]  耶穌基督是創造這個宇宙的主
[00:11:52.400 --> 00:11:54.520]  創造這個宇宙的主
[00:11:54.520 --> 00:11:56.160]  記住這個世界的創造
[00:11:56.160 --> 00:11:58.760]  是由耶穌基督當中
[00:11:58.760 --> 00:12:00.200]  神的話
[00:12:00.200 --> 00:12:01.520]  說有就有
[00:12:01.520 --> 00:12:02.520]  就是神的道
[00:12:02.520 --> 00:12:05.000]  耶穌基督就是在參與這個創造的主
[00:12:05.000 --> 00:12:07.360]  耶穌基督不僅參與這個創造
[00:12:07.360 --> 00:12:09.280]  他更加道成肉身來到這個世界
[00:12:09.280 --> 00:12:10.440]  來到這個世界為了什麼呢?
[00:12:10.440 --> 00:12:12.440]  就是要洗淨人的罪
[00:12:12.440 --> 00:12:15.160]  所以在二節、三節、十節
[00:12:15.160 --> 00:12:16.240]  我講第一章
[00:12:16.240 --> 00:12:18.560]  你們有時間可以回去看希伯來書
[00:12:19.160 --> 00:12:21.480]  他就是創立這個天地的根基
[00:12:21.480 --> 00:12:23.520]  整個世界所創造的
[00:12:23.520 --> 00:12:25.560]  而且耶穌也為我們洗淨的罪
[00:12:25.560 --> 00:12:26.600]  怎樣洗淨的罪呢?
[00:12:26.600 --> 00:12:28.240]  就是寫在十字架上
[00:12:28.240 --> 00:12:32.640]  他將自己成為一次的獻祭
[00:12:32.640 --> 00:12:35.000]  藍色的字是第七章二十七字
[00:12:35.000 --> 00:12:37.200]  他只一次將自己獻上
[00:12:37.200 --> 00:12:39.160]  就把這事成全了
[00:12:39.160 --> 00:12:40.960]  他是一個永遠的贖罪
[00:12:40.960 --> 00:12:42.640]  就是我們靠著耶穌基督
[00:12:42.640 --> 00:12:44.680]  我們的罪就能夠得救贖
[00:12:44.680 --> 00:12:47.440]  這就是耶穌基督在昨天
[00:12:47.440 --> 00:12:50.680]  在過去曾經為我們所作的犧牲
[00:12:50.680 --> 00:12:52.400]  以及祂的救贖和創造
[00:12:52.400 --> 00:12:53.680]  第二個就是
[00:12:53.680 --> 00:12:54.960]  耶穌基督今天在哪裡呢?
[00:12:54.960 --> 00:12:56.120]  耶穌基督現在在哪裡呢?
[00:12:56.120 --> 00:12:58.120]  當然耶穌基督在我們心裡面
[00:12:58.120 --> 00:13:00.200]  但是我們主人無處不在
[00:13:00.200 --> 00:13:03.200]  耶穌基督也在我們父神的右邊
[00:13:03.200 --> 00:13:06.360]  意思就是說祂在一個很重要的位置裡面
[00:13:06.360 --> 00:13:07.840]  和天父一起
[00:13:07.840 --> 00:13:09.520]  看顧這個世界
[00:13:09.520 --> 00:13:11.160]  托住萬有
[00:13:11.160 --> 00:13:13.600]  而且為我們禱告祈求
[00:13:13.600 --> 00:13:16.160]  所以我們奉主耶穌基督的禱告
[00:13:16.160 --> 00:13:18.400]  耶穌是在不斷地垂聽
[00:13:18.400 --> 00:13:19.920]  以及在顧念我們
[00:13:19.920 --> 00:13:20.880]  在看顧我們
[00:13:20.880 --> 00:13:21.760]  很重要的
[00:13:21.760 --> 00:13:24.080]  所以我把這個主題放在這裡
[00:13:24.080 --> 00:13:25.240]  父神在右邊
[00:13:25.240 --> 00:13:26.640]  托住萬有
[00:13:26.640 --> 00:13:27.880]  看顧世人
[00:13:27.880 --> 00:13:29.160]  禱告代求
[00:13:29.160 --> 00:13:30.680]  就是耶穌這一刻
[00:13:30.680 --> 00:13:32.640]  這一刻
[00:13:32.640 --> 00:13:35.600]  祂在關顧我們
[00:13:35.600 --> 00:13:36.360]  看顧我們
[00:13:36.360 --> 00:13:39.280]  祂的眼睛注目著我們每一個心靈當中
[00:13:39.280 --> 00:13:41.960]  不單是這樣
[00:13:41.960 --> 00:13:44.520]  耶穌基督就是那位永遠不變
[00:13:44.520 --> 00:13:47.160]  完全的祭司永無窮盡
[00:13:47.160 --> 00:13:48.840]  不單是在說將來
[00:13:48.840 --> 00:13:52.840]  而且也帶出了一個持續永久的意思在裡面
[00:13:52.840 --> 00:13:55.720]  在希伯來書又回到第一章裡面說
[00:13:55.720 --> 00:13:57.960]  神拿你的寶藏是永永遠遠的
[00:13:57.960 --> 00:13:59.960]  天地都要消滅
[00:13:59.960 --> 00:14:03.040]  好像衣服一樣會漸殘漸退
[00:14:03.040 --> 00:14:05.720]  但是耶穌基督是要永遠長存
[00:14:05.720 --> 00:14:07.400]  永不改變
[00:14:07.400 --> 00:14:09.920]  祂的年歲是沒有窮盡
[00:14:09.920 --> 00:14:11.480]  耶穌是不會改變
[00:14:11.480 --> 00:14:13.840]  不需要有任何的更替
[00:14:14.120 --> 00:14:16.040]  因為在舊約裡面的祭司
[00:14:16.040 --> 00:14:18.440]  是每年都要更替大祭司的
[00:14:18.440 --> 00:14:22.720]  但是在耶穌裡面已經不需要再更替了
[00:14:22.720 --> 00:14:25.480]  耶穌就是永永遠遠的大祭司
[00:14:25.480 --> 00:14:26.800]  直到永遠
[00:14:26.800 --> 00:14:28.000]  是完全的
[00:14:28.000 --> 00:14:29.360]  無需要再改變
[00:14:29.360 --> 00:14:32.440]  所以我們大可以很有信心相信
[00:14:32.440 --> 00:14:35.720]  我們昔在、今在的耶穌
[00:14:35.720 --> 00:14:37.360]  會不會他朝不同了呢?
[00:14:37.360 --> 00:14:38.120]  不會
[00:14:38.120 --> 00:14:40.040]  因為祂是直到永遠
[00:14:40.040 --> 00:14:41.120]  完美的
[00:14:41.120 --> 00:14:42.240]  主耶穌基督
[00:14:42.240 --> 00:14:43.920]  就是我們信心在哪裡呢?
[00:14:43.920 --> 00:14:44.760]  地基
[00:14:44.760 --> 00:14:46.280]  最核心、最重要的
[00:14:46.280 --> 00:14:47.600]  這個我很想今天
[00:14:47.600 --> 00:14:49.120]  大家會得到的
[00:14:49.120 --> 00:14:52.040]  好了,當然要講一些比喻的了
[00:14:52.040 --> 00:14:53.200]  不知道大家明不明白
[00:14:53.200 --> 00:14:54.520]  有沒有人不知道這是什麼呢?
[00:14:54.520 --> 00:14:55.720]  數學歸納法
[00:14:55.720 --> 00:14:56.880]  Mathematical induction
[00:14:56.880 --> 00:14:58.240]  讀工程的那些
[00:14:58.240 --> 00:14:59.640]  我記得秉桓執事
[00:14:59.640 --> 00:15:01.640]  鏡輝有沒有讀工程的
[00:15:01.640 --> 00:15:04.160]  仲光有沒有讀這些
[00:15:04.160 --> 00:15:05.360]  誰是讀數學的
[00:15:05.360 --> 00:15:07.360]  我們以前有個數學博士在這裡
[00:15:07.360 --> 00:15:08.480]  就移民了
[00:15:08.480 --> 00:15:10.000]  是什麼來的呢?
[00:15:10.000 --> 00:15:11.000]  聽不明白不要緊的
[00:15:11.000 --> 00:15:13.760]  就給一些理性一點讀數學的人先聽一聽
[00:15:14.040 --> 00:15:17.240]  這個就是一個數學的歸納法
[00:15:17.240 --> 00:15:20.040]  我們要證明一條方程式是對的
[00:15:20.040 --> 00:15:21.320]  譬如你經常要計
[00:15:21.320 --> 00:15:24.200]  1+2+3+4+5+到20
[00:15:24.200 --> 00:15:26.560]  那你一直加,加20次很煩的
[00:15:26.560 --> 00:15:28.240]  其實有條formula就是
[00:15:28.240 --> 00:15:31.320]  你將最後的數n放進去就會成功了
[00:15:31.320 --> 00:15:33.640]  那怎樣證明這條formula是成功的呢?
[00:15:33.640 --> 00:15:36.200]  就是只要n=0
[00:15:36.200 --> 00:15:37.000]  又成功
[00:15:37.000 --> 00:15:39.000]  n等於任何數又成功
[00:15:39.000 --> 00:15:39.720]  這樣就成功了
