
[00:00:00.000 --> 00:00:03.460]  今日我哋希望能夠同大家開始一個新嘅series
[00:02:32.680 --> 00:02:35.320]  或者 Good Shepherd Discourse
[00:02:35.320 --> 00:02:37.080]  即係好牧人嘅講道
[00:02:37.080 --> 00:02:39.280]  喺約翰福音呢由頭到尾呢
[00:02:39.280 --> 00:02:40.760]  收集咗好多
[00:02:40.760 --> 00:02:43.600]  記錄咗好多耶穌嘅講道嘅
[00:02:43.600 --> 00:02:46.240]  我哋叫佢乜乜Discourse乜乜Discourse
[00:02:46.240 --> 00:02:47.840]  乜乜Speech乜乜
[00:02:47.840 --> 00:02:51.440]  乜乜嘅Message Sermon咁樣
[00:02:51.440 --> 00:02:52.360]  咁就搜集咗呢
[00:02:52.360 --> 00:02:58.520]  耶穌好多次嘅神蹟同埋講道
[00:02:58.520 --> 00:03:00.560]  有好多次呢都係公開嘅
[00:03:00.560 --> 00:03:03.840]  並且好多次呢係同當時猶太人嘅節慶
[00:03:03.840 --> 00:03:06.760]  同埋佢哋嘅體制係有關
[00:03:06.760 --> 00:03:10.640]  咁呢啲嘢呢係耶穌特別喺嗰段時間
[00:03:10.640 --> 00:03:11.880]  揀嗰一日
[00:03:11.880 --> 00:03:14.360]  揀正嗰一日好日佢去做嘅
[00:03:14.360 --> 00:03:20.440]  譬如安息日 御節 豬棒節 婚禮等等
[00:03:20.440 --> 00:03:22.840]  呢啲我哋都係記得 係咪 楊夫
[00:03:22.840 --> 00:03:25.240]  到第十章嘅時候
[00:03:25.240 --> 00:03:28.120]  耶穌就係做一個最後嘅
[00:03:28.120 --> 00:03:31.320]  所謂最後一場嘅公開嘅講道
[00:03:31.320 --> 00:03:33.040]  即係同佢反對嘅人講
[00:03:33.040 --> 00:03:35.400]  亦都同佢嘅所謂神嘅子民
[00:03:35.400 --> 00:03:36.680]  嚟到佢講道
[00:03:36.680 --> 00:03:39.840]  一個Open嘅公開嘅一段時間
[00:03:39.840 --> 00:03:41.000]  呢段時間呢
[00:03:41.000 --> 00:03:43.080]  講呢個嘅好木人嘅講道
[00:03:43.080 --> 00:03:45.040]  即係耶穌話我就係好木人喇
[00:03:45.040 --> 00:03:46.640]  我嘅樣係跟我嘅
[00:03:46.640 --> 00:03:48.400]  亦都聽我聲音嘅
[00:03:48.400 --> 00:03:52.360]  呢段時間呢 係十章二十二節都有交代
[00:03:52.360 --> 00:03:55.160]  呢段時間係襯住乜嘢好日嚟到講㗎呢
[00:03:55.160 --> 00:03:57.240]  嗰日那時是冬天
[00:03:57.240 --> 00:03:58.360]  廿二節
[00:03:58.360 --> 00:04:01.000]  再夜偶三眼有所謂修殿節嘅時候
[00:04:01.000 --> 00:04:03.320]  或者獻殿節嘅時候
[00:04:03.320 --> 00:04:05.040]  獻殿節或者光明節
[00:04:05.040 --> 00:04:09.560]  或者feast of rededication
[00:04:09.560 --> 00:04:10.680]  feast of rites
[00:04:10.680 --> 00:04:13.360]  或者係Hanukkah
[00:04:13.360 --> 00:04:15.720]  大家知道Hanukkah係乜嘢呀
[00:04:15.720 --> 00:04:19.640]  喺我哋附近北邊Skokie附近嘅地方
[00:04:19.640 --> 00:04:21.360]  有好多猶太人聚居嘅地方
[00:04:21.360 --> 00:04:23.800]  In fact 喺全世界
[00:04:23.800 --> 00:04:29.160]  Skokie係最多喺美國裏面
[00:04:29.160 --> 00:04:31.480]  其中一個數一數二最多嘅
[00:04:31.480 --> 00:04:35.440]  猶太人嘅Holocaust
[00:04:35.440 --> 00:04:38.600]  即係大屠殺之後嗰啲嘅生還者住嘅地方
[00:04:38.600 --> 00:04:41.040]  所以Skokie係一個好大嘅
[00:04:41.040 --> 00:04:44.120]  猶太人嘅社區喺嗰度
[00:04:44.120 --> 00:04:47.520]  每逢到大概年尾十二月
[00:04:47.520 --> 00:04:49.320]  即係聖誕節到嘅時間
[00:04:49.320 --> 00:04:52.320]  佢哋就會慶祝呢個所謂Hanukkah
[00:04:52.320 --> 00:04:56.600]  Hanukkah佢哋會點呢啲燭光嘅
[00:04:56.600 --> 00:04:59.600]  呢個呢唔係聖所裏面嗰個七燈台
[00:04:59.600 --> 00:05:01.440]  你見到有幾多支呀
[00:05:01.440 --> 00:05:02.200]  係有八支嘅
[00:05:02.200 --> 00:05:04.000]  中間嗰支係攞嚟點嘢㗎啫
[00:05:04.000 --> 00:05:05.440]  你見到有九支係咪
[00:05:05.440 --> 00:05:06.520]  其實係八支
[00:05:06.520 --> 00:05:07.720]  佢哋就係
[00:05:07.720 --> 00:05:10.200]  呢個Hanukkah裏面有八日
[00:05:10.200 --> 00:05:13.040]  每一日點一支嘅陽燭嘅
[00:05:13.040 --> 00:05:15.840]  咁點解呢有一個嘅歷史嘅背景
[00:05:15.840 --> 00:05:18.040]  一講到呢個慶年節
[00:05:18.040 --> 00:05:19.880]  或者修年節嘅時候
[00:05:19.880 --> 00:05:21.400]  就係好多年前
[00:05:21.400 --> 00:05:24.360]  耶穌之前嘅大概百幾年之前
[00:05:24.360 --> 00:05:27.160]  嗰啲猶太人呢佢哋巴斯坦地就畀人蝦嘅
[00:05:27.160 --> 00:05:29.560]  當時蝦佢哋嗰個就係希臘帝國
[00:05:29.560 --> 00:05:31.200]  或者西樓鼓
[00:05:31.200 --> 00:05:32.120]  一路去蝦佢哋
[00:05:32.120 --> 00:05:33.480]  一路去到迫害佢哋
[00:05:33.480 --> 00:05:36.400]  並且又同當地嘅
[00:05:36.400 --> 00:05:38.160]  或者當時嘅一啲猶太人嘅
[00:05:38.160 --> 00:05:40.360]  民間嘅不義嘅領袖
[00:05:40.360 --> 00:05:43.560]  嚟到去做一啲嘅勾當
[00:05:43.560 --> 00:05:47.840]  串謀佢哋嚟到去污衊個聖殿
[00:05:47.840 --> 00:05:51.680]  然後去殺害嗰啲嘅祭司等等
[00:05:51.680 --> 00:05:53.880]  所以係一段好慘嘅時間嚟㗎
[00:05:53.880 --> 00:05:55.720]  喺個生死存亡之間
[00:05:55.720 --> 00:05:58.920]  大概主前164年嘅時候
[00:05:58.920 --> 00:06:01.800]  你知佢耶穌嘅時候大概主後三十年啦係咪
[00:06:01.800 --> 00:06:04.080]  你睇個timeline再rewind back
[00:06:04.080 --> 00:06:05.520]  大概二百年到
[00:06:05.520 --> 00:06:09.080]  164年BC嘅時候
[00:06:09.080 --> 00:06:11.240]  就發生咩事呢就係一個嘅家族
[00:06:11.240 --> 00:06:12.400]  猶太人嘅家族
[00:06:12.400 --> 00:06:14.000]  係一個競拳嘅猶太人嘅家族
[00:06:14.000 --> 00:06:16.080]  叫做馬加比
[00:06:16.080 --> 00:06:19.640]  佢哋就開始搞起義
[00:06:19.640 --> 00:06:23.160]  佢哋話要去反對呢一個嘅希臘嘅帝國
[00:06:23.160 --> 00:06:23.960]  然之後呢
[00:06:23.960 --> 00:06:27.200]  呢個家族呢居然就係激退咗
[00:06:27.200 --> 00:06:30.520]  呢一個嘅希臘嘅帝國
[00:06:30.520 --> 00:06:31.800]  然之後佢哋呢
[00:06:31.800 --> 00:06:35.200]  就成立咗佢哋自己嘅王朝
[00:06:35.200 --> 00:06:37.480]  獨立咗大概有100年嘅時間
[00:06:37.480 --> 00:06:41.040]  呢個大概係主前164年嘅時候
[00:06:41.040 --> 00:06:42.640]  佢哋就攞返呢個聖殿
[00:06:42.640 --> 00:06:43.760]  當佢攞返去聖殿嘅時候
[00:06:43.760 --> 00:06:44.840]  大家記得嘛
[00:06:44.840 --> 00:06:46.440]  有一個傳說
[00:06:46.440 --> 00:06:47.760]  佢入到去聖殿嘅時候
[00:06:47.760 --> 00:06:49.920]  見到樣樣嘢都搞歪曬
[00:06:49.920 --> 00:06:51.320]  淨返一瓶油
[00:06:51.320 --> 00:06:56.160]  個瓶油呢並明係唔夠佢哋點一個禮拜
[00:06:56.160 --> 00:06:58.400]  點知就點咗八日
[00:06:58.400 --> 00:06:59.800]  然之後畀佢八日嘅時間
[00:06:59.800 --> 00:07:01.560]  佢哋再提煉一啲鑑金油出嚟
[00:07:01.560 --> 00:07:03.920]  畀個聖所裡面嘅七燈台容
[00:07:03.920 --> 00:07:06.720]  所以就有一個咁樣嘅傳記嘅
[00:07:06.720 --> 00:07:08.440]  一個咁嘅故事
[00:07:08.440 --> 00:07:11.040]  嗰個金燈台神蹟地就係
[00:07:11.040 --> 00:07:12.680]  燒咗有八日
[00:07:12.680 --> 00:07:13.880]  淨係用一瓶咋
[00:07:13.880 --> 00:07:17.520]  所以到今日佢哋就會點八支嘅揚燭
[00:07:17.520 --> 00:07:20.720]  咁所以呢喺嗰個100年嘅獨立
[00:07:20.720 --> 00:07:21.960]  好光輝嘅
[00:07:21.960 --> 00:07:23.840]  所謂光輝歲月嘅時候
[00:07:23.840 --> 00:07:25.320]  但到最尾嘅時候
[00:07:25.320 --> 00:07:27.080]  就係馬加比嘅家族
[00:07:27.080 --> 00:07:27.920]  嗰啲後代
[00:07:27.920 --> 00:07:29.560]  都係狗咬狗骨嘅
[00:07:29.560 --> 00:07:33.160]  然之後羅馬帝國就有機會入侵
[00:07:33.160 --> 00:07:34.320]  然之後攞返
[00:07:34.320 --> 00:07:37.160]  即係攻佔咗呢個嘅聖殿
[00:07:37.160 --> 00:07:38.800]  又係搞到聖殿
[00:07:38.800 --> 00:07:42.120]  一路都係被污衊
[00:07:42.120 --> 00:07:44.520]  即係每逢到呢個修殿節嘅時候
[00:07:44.520 --> 00:07:46.680]  佢就係講返呢個故事
[00:07:46.680 --> 00:07:48.920]  所以《漢方》第十章就係一個咁嘅背景
[00:07:48.920 --> 00:07:49.880]  喺修殿節嘅時候
[00:07:49.880 --> 00:07:54.280]  民間就會問一啲好尖銳嘅問題
[00:07:54.280 --> 00:07:55.840]  歷史嘅問題
[00:07:55.840 --> 00:07:56.720]  佢哋嘅歷史
[00:07:56.720 --> 00:07:58.320]  佢哋近代嘅歷史
[00:07:58.320 --> 00:08:01.720]  或者佢哋嘅黑歷史
[00:08:01.720 --> 00:08:03.680]  講返點解我哋而家會搞成咁
[00:08:03.680 --> 00:08:06.000]  仲係畀羅馬人蝦我哋
[00:08:06.000 --> 00:08:07.920]  以前希臘帝國又係畀人蝦
[00:08:07.920 --> 00:08:09.680]  然之後我哋有個王族出嚟
[00:08:09.680 --> 00:08:11.480]  呢個嘅馬加比王朝
[00:08:11.480 --> 00:08:12.680]  能夠將佢哋擊退
[00:08:12.680 --> 00:08:14.720]  但點解我哋最後又失敗
[00:08:14.720 --> 00:08:16.120]  就因為乜嘢
[00:08:16.120 --> 00:08:18.320]  就因為leadership嘅問題
[00:08:18.320 --> 00:08:20.040]  因為我哋嗰啲王
[00:08:20.040 --> 00:08:22.280]  唔係真正嘅牧人
[00:08:22.280 --> 00:08:25.080]  唔係真正去牧養群養嘅人
[00:08:25.080 --> 00:08:26.040]  你知猶太人
[00:08:26.040 --> 00:08:29.320]  佢哋每個禮拜會跟一個讀經嘅計劃
[00:08:29.320 --> 00:08:30.520]  大概三年之後
[00:08:30.520 --> 00:08:32.560]  佢哋就會成本聖經讀晒
[00:08:32.560 --> 00:08:34.600]  咁所以佢哋嘅會堂安息日嘅時候
[00:08:34.600 --> 00:08:36.320]  佢哋就會讀一段嘅聖經
[00:08:36.320 --> 00:08:37.560]  好大一段嘅
[00:08:37.560 --> 00:08:39.600]  譬如每逢去九月十月嘅時候
[00:08:39.600 --> 00:08:41.080]  佢哋又重新嚟過
[00:08:41.080 --> 00:08:43.240]  跟住就係創世紀開始咁樣讀
[00:08:43.240 --> 00:08:44.800]  到呢個修煉節嘅時候
[00:08:44.800 --> 00:08:47.560]  大概係西曆嘅年尾
[00:08:47.560 --> 00:08:50.240]  佢哋大概會去到睇
[00:08:50.240 --> 00:08:53.280]  《律法五經》裏面其中一啲經文
[00:08:53.280 --> 00:08:54.480]  亦都會睇一啲
[00:08:54.480 --> 00:08:57.080]  係同牧羊人有關嘅
[00:08:57.080 --> 00:09:00.200]  譬如《以西結書》第三十四章
[00:09:00.200 --> 00:09:01.600]  《以西結書》第三十四章
[00:09:01.600 --> 00:09:05.200]  係去到指責當時嘅以西列嘅所謂領袖
[00:09:05.200 --> 00:09:09.320]  佢哋唔係真係去到牧養群羊嘅
[00:09:09.320 --> 00:09:11.360]  所以點解搞到呢
[00:09:11.360 --> 00:09:14.680]  即係整個國家係被摧毀
[00:09:14.680 --> 00:09:16.760]  因為嗰啲嘅 leaders 有問題
[00:09:16.760 --> 00:09:18.360]  三十四章第一節
[00:09:18.360 --> 00:09:19.640]  當時佢哋修煉節嘅時候
[00:09:19.640 --> 00:09:21.600]  大概就會讀呢段經文
[00:09:21.600 --> 00:09:22.560]  呢段經文講乜嘢呢
[00:09:22.560 --> 00:09:25.080]  又話佢話臨到我禍災
[00:09:25.080 --> 00:09:28.520]  以西列嘅牧人只知牧養自己
[00:09:28.520 --> 00:09:32.680]  食肥油穿羊毛同埋宰殺肥羊
[00:09:32.680 --> 00:09:36.680]  大家有冇去食火鍋
[00:09:36.680 --> 00:09:37.520]  佢哋就係咁
[00:09:37.520 --> 00:09:39.400]  日日就係食火鍋
[00:09:39.400 --> 00:09:41.560]  即係將啲羊殺咗
[00:09:41.560 --> 00:09:43.040]  然之後去餵飽自己
[00:09:43.040 --> 00:09:46.280]  看吓我必與牧人為敵
[00:09:46.280 --> 00:09:48.800]  我必救我嘅羊脫離他們嘅口
[00:09:48.800 --> 00:09:50.520]  不再做他們嘅食物
[00:09:50.520 --> 00:09:54.240]  我必在他們之上立一個新嘅牧人
[00:09:54.240 --> 00:09:56.720]  呢個牧人就好似牧人大衛咁樣
[00:09:56.720 --> 00:10:00.160]  就會牧養佢哋成為佢哋真正嘅牧人
[00:10:00.160 --> 00:10:01.240]  每逢修煉節嘅時候
[00:10:01.240 --> 00:10:03.640]  佢哋就諗起呢啲咁嘅黑歷史
[00:10:03.640 --> 00:10:05.560]  就係我哋嘅國家裏面嘅元首
[00:10:05.560 --> 00:10:06.960]  唔係真正嘅牧人
[00:10:06.960 --> 00:10:08.680]  而家點辦呢
[00:10:08.680 --> 00:10:09.960]  到底幾時嚟呢
[00:10:09.960 --> 00:10:11.520]  正係呢個咁樣嘅背景
[00:10:11.520 --> 00:10:13.400]  耶穌就講咗一篇咁嘅道
[00:10:13.400 --> 00:10:15.640]  叫做 Good Shepherd Discourse
[00:10:15.640 --> 00:10:17.320]  Good Shepherd Sermon
[00:10:17.320 --> 00:10:18.400]  有個咁嘅背景嘅時候
[00:10:18.400 --> 00:10:19.760]  我哋呢就會知道
[00:10:19.760 --> 00:10:21.360]  到底佢想講乜嘢
[00:10:21.360 --> 00:10:22.880]  修煉節嘅時候
[00:10:22.880 --> 00:10:25.080]  耶穌話公開嘅講
[00:10:25.080 --> 00:10:26.800]  佢話我實實在在告訴你哋
[00:10:26.800 --> 00:10:29.480]  那不從門進羊圈嘅
[00:10:29.480 --> 00:10:32.000]  倒從別處爬進來的
[00:10:32.000 --> 00:10:33.760]  就係賊
[00:10:33.760 --> 00:10:35.480]  就係強盜
[00:10:35.480 --> 00:10:38.880]  那從門進去嘅才是羊嘅牧人
[00:10:38.880 --> 00:10:41.640]  看門嘅給他看門
[00:10:41.640 --> 00:10:44.120]  羊也聽他的聲音
[00:10:44.120 --> 00:10:48.160]  他按著名叫自己嘅羊
[00:10:48.160 --> 00:10:49.720]  把羊領出嚟
[00:10:49.720 --> 00:10:53.920]  當他把自己嘅羊都放出嚟
[00:10:53.920 --> 00:10:55.320]  就走在前面
[00:10:55.320 --> 00:10:57.120]  牧羊人當然走在前面
[00:10:57.120 --> 00:10:58.760]  羊也跟著他
[00:10:58.760 --> 00:11:00.960]  因為他們認得他的聲音
[00:11:00.960 --> 00:11:03.200]  羊絕不跟陌生人
[00:11:03.200 --> 00:11:05.040]  反而會逃走
[00:11:05.040 --> 00:11:08.120]  因為不認得陌生人嘅聲音
[00:11:08.120 --> 00:11:09.560]  我就是羊嘅門
[00:11:09.560 --> 00:11:10.960]  耶穌話我就是
[00:11:10.960 --> 00:11:15.320]  The Gate Of The Shepherds
[00:11:15.320 --> 00:11:16.440]  第十節
[00:11:16.440 --> 00:11:18.520]  盜賊來無非係要偷竊
[00:11:18.520 --> 00:11:20.640]  殺害 毀壞
[00:11:20.640 --> 00:11:22.240]  但耶穌話我來了
[00:11:22.240 --> 00:11:23.960]  是叫羊得生命
[00:11:23.960 --> 00:11:26.000]  並且得嘅更豐盛
[00:11:26.000 --> 00:11:26.840]  我是好牧人
[00:11:26.840 --> 00:11:28.080]  好牧人為羊捨命
[00:11:28.080 --> 00:11:30.400]  故公不是牧人
[00:11:30.400 --> 00:11:32.520]  羊不是他自己的
[00:11:32.520 --> 00:11:34.480]  他一看見豺狼嚟
[00:11:34.480 --> 00:11:37.080]  就撇下羊群逃跑
[00:11:37.080 --> 00:11:40.200]  狼抓住羊把他們趕散
[00:11:40.200 --> 00:11:41.560]  故公逃走
[00:11:41.560 --> 00:11:42.760]  因為他是故公
[00:11:42.760 --> 00:11:44.360]  對羊毫不關心
[00:11:44.360 --> 00:11:46.640]  但我是好牧人
[00:11:46.640 --> 00:11:48.720]  我是The Good Shepherd
[00:11:48.720 --> 00:11:50.000]  我認識我嘅羊
[00:11:50.000 --> 00:11:52.320]  我嘅羊也認識我
[00:11:52.320 --> 00:11:54.240]  呢段咁長嘅講度
[00:11:54.240 --> 00:11:56.160]  我當然唔係夠睇晒
[00:11:56.160 --> 00:11:59.000]  但係大概你get到個主題係乜嘢?
[00:11:59.000 --> 00:12:01.840]  個主題係同牧羊有關嘅
[00:12:01.840 --> 00:12:04.280]  呢度要睇睇地圖
[00:12:04.280 --> 00:12:04.960]  喺巴勒斯坦地
[00:12:04.960 --> 00:12:07.440]  你見到中間嗰度有幾點
[00:12:07.440 --> 00:12:07.960]  耶路撒眼
[00:12:07.960 --> 00:12:10.000]  跟住南邊有百里行
[00:12:10.000 --> 00:12:11.080]  再南一啲
[00:12:11.080 --> 00:12:12.880]  係希伯倫嘅山地
[00:12:12.880 --> 00:12:14.200]  嗰個叫做中央山地
[00:12:14.200 --> 00:12:15.800]  Central Hill Country
[00:12:15.800 --> 00:12:17.720]  好似一個隻錐咁樣嘅
[00:12:17.720 --> 00:12:18.800]  拱咗上去嘅
[00:12:18.800 --> 00:12:20.760]  嗰個係最高嘅地方嚟㗎
[00:12:20.760 --> 00:12:22.680]  由地中海左邊
[00:12:22.680 --> 00:12:26.040]  到呢個山峰上面
[00:12:26.040 --> 00:12:27.200]  山脊上面
[00:12:27.200 --> 00:12:30.360]  就係呢啲咁嘅大小嘅城鎮
[00:12:30.360 --> 00:12:31.600]  而旁邊呢一落
[00:12:31.600 --> 00:12:32.720]  你過咗呢個山嘅時候
[00:12:32.720 --> 00:12:34.840]  好似一過山一落去嘅時候
[00:12:34.840 --> 00:12:36.000]  嗰度你見到係
[00:12:36.000 --> 00:12:37.640]  啡色嗰個地方
[00:12:37.640 --> 00:12:39.040]  嗰個叫做抗野
[00:12:39.040 --> 00:12:40.720]  或者油帶抗野
[00:12:40.720 --> 00:12:43.520]  咁呢個係一個天然嘅地理嚟㗎
[00:12:43.520 --> 00:12:46.120]  因為抗野嗰啲雨水
[00:12:46.120 --> 00:12:48.080]  喺地中海吹過嚟嘅時候
[00:12:48.080 --> 00:12:49.280]  吹唔到過去
[00:12:49.280 --> 00:12:50.640]  抗野或者
[00:12:50.640 --> 00:12:52.840]  所有嘅雨水都落喺呢一個嘅
[00:12:52.840 --> 00:12:55.160]  中央山脊嘅左邊
[00:12:55.160 --> 00:12:56.440]  然之後右邊就冇水
[00:12:56.440 --> 00:12:59.240]  所以抗野就係長年係冇雨水
[00:12:59.240 --> 00:13:00.640]  好似詩篇所講
[00:13:00.640 --> 00:13:04.640]  係一啲乾旱霧水之地
[00:13:04.640 --> 00:13:07.560]  山脊上面呢啲咁嘅大小嘅城市
[00:13:07.560 --> 00:13:09.720]  好多時個裏面居住嘅人
[00:13:09.720 --> 00:13:11.320]  譬如伯利恆
[00:13:11.320 --> 00:13:12.440]  耶路撒冷
[00:13:12.440 --> 00:13:13.760]  希伯倫等等
[00:13:13.760 --> 00:13:15.960]  佢哋就係用呢個地理嘅環境
[00:13:15.960 --> 00:13:18.360]  嚟到去放羊嘅
[00:13:18.360 --> 00:13:19.440]  去牧羊嘅
[00:13:19.440 --> 00:13:20.840]  如果你係住喺嗰度嘅話
[00:13:20.840 --> 00:13:21.560]  譬如伯利恆
[00:13:21.560 --> 00:13:24.080]  好似以前大衛住嘅伯利恆咁
[00:13:24.080 --> 00:13:25.960]  佢哋放羊嘅時候就走去邊度放羊呢
[00:13:25.960 --> 00:13:28.320]  就走去抗野嗰個地方
[00:13:28.320 --> 00:13:29.600]  因為抗野嗰個地方冇草
[00:13:29.600 --> 00:13:30.320]  佢點放羊呀
[00:13:30.320 --> 00:13:31.760]  死硬呀
[00:13:31.760 --> 00:13:33.360]  但係抗野好得意㗎
[00:13:33.360 --> 00:13:35.680]  間唔中有驟雨經過
[00:13:35.680 --> 00:13:37.080]  驟雨一經過嘅時候
[00:13:37.080 --> 00:13:38.680]  嗰個抗野就好似地毯咁樣
[00:13:38.680 --> 00:13:40.080]  綠色㗎
[00:13:40.080 --> 00:13:41.640]  係有少少時間
[00:13:41.640 --> 00:13:45.000]  如果嗰個牧羊人係有智慧嘅話
[00:13:45.000 --> 00:13:46.160]  有能力嘅話
[00:13:46.160 --> 00:13:48.040]  佢能夠有預先嘅
[00:13:48.040 --> 00:13:49.720]  預知嘅
[00:13:49.720 --> 00:13:52.800]  睇天氣嘅智慧經驗嘅話
[00:13:52.800 --> 00:13:53.840]  佢就會帶啲羊
[00:13:53.840 --> 00:13:56.880]  趁住呢個時間就去放牧㗎
[00:13:56.880 --> 00:13:59.400]  一有驟雨之後就有啲野草出嚟
[00:13:59.400 --> 00:14:02.480]  然之後啲羊就可以有嘢食
[00:14:02.480 --> 00:14:03.880]  呢啲就係抗野
[00:14:03.880 --> 00:14:06.560]  佢哋會利用嘅地方
[00:14:06.560 --> 00:14:11.240]  你就諗起CP23篇等等唔同嘅經文嘅背景
[00:14:11.240 --> 00:14:12.680]  但同樣你諗起 wilderness
[00:14:12.680 --> 00:14:13.760]  諗起抗野嘅時候
[00:14:13.760 --> 00:14:15.360]  就係荒山野嶺嘅地方
[00:14:15.360 --> 00:14:18.240]  最多係乜嘢出沒
[00:14:18.240 --> 00:14:21.200]  就係野獸嘅地方
[00:14:21.200 --> 00:14:22.920]  野獸出沒嘅地方
[00:14:22.920 --> 00:14:23.960]  同埋呢
[00:14:23.960 --> 00:14:24.840]  盜賊
[00:14:24.840 --> 00:14:26.360]  山賊出現嘅地方
[00:14:26.360 --> 00:14:28.720]  因為山賊就係匿喺呢啲咁嘅山洞裏面
[00:14:28.720 --> 00:14:30.600]  然之後呢就趁住機會
[00:14:30.600 --> 00:14:33.760]  然之後呢就會去殺害一啲人
[00:14:33.760 --> 00:14:34.360]  譬如
