
[00:00:00.000 --> 00:00:03.120]  本節目我們繼續來一個齊來敬拜的系列
[00:04:16.000 --> 00:04:21.200]  看到為什麼我們要敬畏這位上帝
[00:04:21.200 --> 00:04:24.080]  我們看看聖經裡面怎麼說
[00:04:24.080 --> 00:04:33.840]  一開始的時候那群天使在歌頌這位聖哉聖哉聖哉的上帝
[00:04:33.840 --> 00:04:39.200]  英文譯作holy 希伯來文是kodesh kodesh kodesh
[00:04:39.200 --> 00:04:43.760]  這三個說到聖哉聖哉聖哉
[00:04:43.760 --> 00:04:46.400]  或者中文有時候我們譯作聖潔
[00:04:46.400 --> 00:04:50.400]  但是其實是一個字的kodesh就是聖的意思
[00:04:50.400 --> 00:04:55.360]  有時候我們也經常聽到一些人的形容
[00:04:55.360 --> 00:05:00.640]  在舊約裡面的上帝好像很威嚴 很聖潔
[00:05:00.640 --> 00:05:02.880]  和人分割開的
[00:05:02.880 --> 00:05:05.000]  但是來到新約的時候
[00:05:05.000 --> 00:05:07.240]  因為耶穌基督到誠育身之後
[00:05:07.240 --> 00:05:09.760]  我們可以成為自己的朋友
[00:05:09.760 --> 00:05:12.320]  可以大家手牽手
[00:05:12.320 --> 00:05:17.080]  一起很親近 坦然無懼的來到上帝的面前
[00:05:17.080 --> 00:05:20.720]  我們經常說上帝就是我們的好朋友
[00:05:20.720 --> 00:05:23.440]  是我們的兄弟
[00:05:23.440 --> 00:05:26.880]  我們可以和我們的好朋友直接溝通
[00:05:26.880 --> 00:05:28.840]  這些都是沒錯的
[00:05:28.840 --> 00:05:34.960]  但是並不是我們這位上帝的唯一的表現
[00:05:34.960 --> 00:05:39.280]  或者唯一的屬性attribute來形容這個上帝
[00:05:39.280 --> 00:05:42.720]  因為如果我們不明白什麼叫做聖潔
[00:05:42.720 --> 00:05:44.960]  或者holy kodesh
[00:05:44.960 --> 00:05:49.080]  我們就不會明白我們來到上帝面前敬拜的時候
[00:05:49.080 --> 00:05:51.360]  那個完全的上帝
[00:05:51.360 --> 00:05:56.000]  我們只能夠了解上帝的其中一種屬性
[00:05:56.000 --> 00:05:58.960]  所以今天我們就重演一下這個經驗
[00:05:58.960 --> 00:06:05.360]  天使宣佈這位上帝就是一位聖哉聖哉聖哉的上帝
[00:06:05.360 --> 00:06:10.720]  而不只是一位寬恕 接納 容忍 愛
[00:06:10.720 --> 00:06:15.000]  無條件什麼都由你做的這位上帝
[00:06:15.000 --> 00:06:23.560]  因為通常人是很喜歡將上帝放在阿拉丁神燈那一盞燈裡面
[00:06:23.560 --> 00:06:29.440]  而這位上帝我們喜歡祂的樣子就叫祂出來 不喜歡就收起來
[00:06:29.440 --> 00:06:31.040]  擺在一旁
[00:06:31.040 --> 00:06:36.280]  這就是我們所說的上帝是用人的形象所做
[00:06:36.280 --> 00:06:38.800]  God made in the image of man
[00:06:38.800 --> 00:06:41.160]  我們人自己創造了一個上帝出來
[00:06:41.160 --> 00:06:42.880]  這個上帝是不會生氣的
[00:06:42.880 --> 00:06:44.960]  這個上帝我犯什麼罪都無所謂的
[00:06:44.960 --> 00:06:48.760]  這個上帝會什麼都賜福給我的
[00:06:48.760 --> 00:06:52.560]  我們就看看今天這一篇的信息帶給我們看看
[00:06:52.560 --> 00:06:55.720]  聖潔究竟在說什麼呢?
[00:06:55.720 --> 00:06:58.920]  在初一的記第十五章十一節
[00:06:58.920 --> 00:07:04.600]  第一次表明了上帝是一個知聖知榮的上帝
[00:07:04.600 --> 00:07:05.680]  Kadesh的上帝
[00:07:05.680 --> 00:07:09.640]  其實Kadesh這個字在原來第一次出現
[00:07:09.640 --> 00:07:13.440]  已經在《創世記》第二章第三節裡面說到
[00:07:13.440 --> 00:07:16.640]  耶和華去創造了天地 創造了人
[00:07:16.640 --> 00:07:18.920]  到第七天的時候 第二章三節說
[00:07:18.920 --> 00:07:22.840]  祂就將第七天定為聖日
[00:07:22.840 --> 00:07:26.320]  Kadesh就是將祂分辨出來
[00:07:26.320 --> 00:07:30.280]  因為這一天是耶和華告訴我們
[00:07:30.280 --> 00:07:31.880]  這一天要休息了
[00:07:31.880 --> 00:07:34.160]  要我們去尊重這一天
[00:07:34.160 --> 00:07:38.760]  我們看到聖經裡面說到不單止是舊約
[00:07:38.760 --> 00:07:43.440]  天使去形容這位上帝是「盛載盛載」
[00:07:43.440 --> 00:07:49.240]  有人說你舊約的上帝身就已經不同了
[00:07:49.240 --> 00:07:50.320]  絕對不是
[00:07:50.320 --> 00:07:52.240]  如果我們看七百五十年之後
[00:07:52.240 --> 00:07:56.520]  就是在耳塞去忘記這個意象之後
[00:07:56.520 --> 00:07:57.960]  接近八百年之後
[00:07:57.960 --> 00:08:03.680]  約翰在摩島上也看到一個意象
[00:08:03.680 --> 00:08:04.760]  這個意象
[00:08:04.760 --> 00:08:09.360]  他也看到天使這樣去稱讚我們的上帝
[00:08:09.360 --> 00:08:10.960]  盛載盛載盛載
[00:08:10.960 --> 00:08:15.080]  八百多年之前也是這樣看到
[00:08:15.080 --> 00:08:17.600]  接著在新約裡面 約翰也是這樣看到
[00:08:17.600 --> 00:08:19.920]  而二千年之後 到今天
[00:08:19.920 --> 00:08:22.520]  我們這位上帝還是沒有改變
[00:08:22.520 --> 00:08:24.800]  都是一位盛載盛載盛載
[00:08:24.800 --> 00:08:26.720]  都是一位Holy的上帝
[00:08:26.720 --> 00:08:28.280]  為什麼呢?因為在《義創學書》裡面
[00:08:28.280 --> 00:08:32.800]  有三十次提到我們這位上帝是Holy的
[00:08:32.800 --> 00:08:33.640]  是Kadesh
[00:08:33.640 --> 00:08:39.480]  而聖經也用了六百三十七次來形容我們這位上帝
[00:08:39.480 --> 00:08:43.640]  如果聖經裡面說上帝是一位Kadesh
[00:08:43.640 --> 00:08:44.840]  一位Holy
[00:08:44.840 --> 00:08:46.320]  一位聖潔的上帝
[00:08:46.320 --> 00:08:47.960]  六百三十七次
[00:08:47.960 --> 00:08:50.760]  告訴我們就是來到上帝面前敬拜
[00:08:50.760 --> 00:08:52.720]  我們相信這位上帝
[00:08:52.720 --> 00:08:56.000]  很重要的一個字叫Holy的上帝
[00:08:56.000 --> 00:08:59.920]  而聖經裡面只是用了三次
[00:08:59.920 --> 00:09:02.920]  在我們神學觀念裡面叫Tracheion
[00:09:02.920 --> 00:09:07.480]  就是三次重複說這個盛載盛載盛載
[00:09:07.480 --> 00:09:09.560]  英文也叫Holy Holy Holy
[00:09:09.560 --> 00:09:11.240]  Kadesh Kadesh Kadesh
[00:09:11.240 --> 00:09:17.080]  其中兩次就在《義創學書》和《啟示錄》裡面出現
[00:09:17.080 --> 00:09:18.760]  大家要稍微明白
[00:09:18.760 --> 00:09:21.320]  希伯來文沒有英文用這麼多字
[00:09:21.320 --> 00:09:23.520]  英文形容一件事
[00:09:23.520 --> 00:09:24.800]  或者中文形容一件事
[00:09:24.800 --> 00:09:29.080]  英文通常是Tor Tola Tola
[00:09:29.080 --> 00:09:30.560]  或者Good
[00:09:30.560 --> 00:09:31.560]  Better Best
[00:09:31.560 --> 00:09:33.480]  來形容一件事
[00:09:33.480 --> 00:09:35.880]  就是他漸進到極限
[00:09:35.880 --> 00:09:38.640]  中文就加一個字在前面
[00:09:38.640 --> 00:09:40.640]  好 更好
[00:09:40.640 --> 00:09:46.160]  最好 頂好 極好
[00:09:46.160 --> 00:09:47.840]  加一個字去形容
[00:09:47.840 --> 00:09:49.360]  但希伯來文是沒有的
[00:09:49.360 --> 00:09:50.600]  希伯來文就是
[00:09:50.600 --> 00:09:53.600]  如果你要那件事是好就好
[00:09:53.600 --> 00:09:57.560]  如果是神創造了天地就好
[00:09:57.560 --> 00:09:59.320]  但還不夠好
[00:09:59.320 --> 00:10:01.840]  見到人就很好
[00:10:01.840 --> 00:10:04.560]  但是人還不最好
[00:10:04.560 --> 00:10:05.760]  最好就是有伴侶
[00:10:05.760 --> 00:10:07.720]  於是就很好
[00:10:07.720 --> 00:10:09.840]  他就加一個字在前面
[00:10:09.840 --> 00:10:11.520]  在聖經裡面
[00:10:11.520 --> 00:10:14.400]  來形容上帝
[00:10:14.400 --> 00:10:16.520]  Holy Holy Holy
[00:10:16.520 --> 00:10:18.320]  聖哉聖哉聖哉
[00:10:18.320 --> 00:10:19.840]  他是聖
[00:10:19.840 --> 00:10:20.680]  然後聖聖
[00:10:20.680 --> 00:10:21.680]  然後聖聖聖
[00:10:21.680 --> 00:10:22.800]  就是告訴你
[00:10:22.800 --> 00:10:25.040]  已經是極限了
[00:10:25.040 --> 00:10:26.800]  是去到盡
[00:10:26.800 --> 00:10:30.360]  沒有人比他沒有任何的創造
[00:10:30.360 --> 00:10:33.480]  沒有任何的天使天君比他更加的聖
[00:10:33.480 --> 00:10:34.960]  大家要記住
[00:10:34.960 --> 00:10:36.920]  在全本聖經裡面
[00:10:36.920 --> 00:10:39.480]  形容上帝有很多的名詞
[00:10:39.480 --> 00:10:48.360]  慈愛 公義 憐憫 威嚴 愛
[00:10:48.360 --> 00:10:50.200]  但是沒有一個字
[00:10:50.200 --> 00:10:55.160]  是用這種的叫法
[00:10:55.160 --> 00:10:56.200]  我們不會說
[00:10:56.200 --> 00:10:59.000]  一位慈愛慈愛慈愛的上帝
[00:10:59.000 --> 00:11:01.080]  或者一位憐憫憫憫憫的上帝
[00:11:01.080 --> 00:11:03.200]  一位公義公義公義的上帝
[00:11:03.200 --> 00:11:05.200]  但是只有聖這個字
[00:11:05.200 --> 00:11:06.320]  Holy這個字
[00:11:06.320 --> 00:11:09.280]  是用這種的叫法
[00:11:09.280 --> 00:11:11.000]  明白希伯來文的用法
[00:11:11.000 --> 00:11:12.040]  你就會明白
[00:11:12.040 --> 00:11:13.800]  在啟示錄裡面第八章
[00:11:13.800 --> 00:11:19.520]  當天使在等第五個天使去吹號的時候
[00:11:19.520 --> 00:11:22.360]  就講了這個字
[00:11:22.360 --> 00:11:24.120]  禍災禍災禍災
[00:11:24.120 --> 00:11:27.080]  這個也是一個三重奏
[00:11:27.080 --> 00:11:30.240]  禍災就是廣東話叫大災
[00:11:30.240 --> 00:11:33.280]  在大災難的差不多中期尾的時候
[00:11:33.280 --> 00:11:37.200]  出現了一些很濃稠的東西
[00:11:37.200 --> 00:11:39.680]  這次糟糕了
[00:11:39.680 --> 00:11:42.640]  但是那一次糟糕不夠就形容
[00:11:42.640 --> 00:11:44.040]  糟糕到一個程度就是
[00:11:44.040 --> 00:11:45.960]  這次是極糟糕了
[00:11:45.960 --> 00:11:47.480]  如果你明白
[00:11:47.480 --> 00:11:48.800]  禍災禍災禍災
[00:11:48.800 --> 00:11:51.640]  就是形容到那種慘況
[00:11:51.640 --> 00:11:54.400]  慘慘慘是極度的慘
[00:11:54.400 --> 00:11:57.920]  當然我們很多時候就加上聖潔
[00:11:57.920 --> 00:12:00.080]  來更加容易明白
[00:12:00.080 --> 00:12:02.360]  這個字確實是一個字
[00:12:02.360 --> 00:12:07.040]  但是中文裡面說到聖潔或者說到聖
[00:12:07.040 --> 00:12:10.280]  就是有時候有一些誤解的
[00:12:10.280 --> 00:12:12.680]  誤解就是第一件事就是
[00:12:12.680 --> 00:12:15.000]  通常一說到聖潔
[00:12:15.000 --> 00:12:17.240]  我們就有一種形象出來
[00:12:17.240 --> 00:12:19.240]  那種形象就是
[00:12:19.240 --> 00:12:23.320]  有留很長的白鬍鬚
[00:12:23.320 --> 00:12:25.000]  好像一個智者
[00:12:25.000 --> 00:12:28.040]  深山裡面的一個修士一樣
[00:12:28.040 --> 00:12:31.720]  不會說關於任何的笑話
[00:12:31.720 --> 00:12:33.480]  就是禁食啊
[00:12:33.480 --> 00:12:34.920]  長袍啊
[00:12:34.920 --> 00:12:38.040]  頭髮中間會乾乾的
[00:12:38.040 --> 00:12:43.280]  臉上就沒什麼笑容
[00:12:43.280 --> 00:12:46.000]  早上很早起床
[00:12:46.000 --> 00:12:48.000]  在沙漠裡面做修士
[00:12:48.000 --> 00:12:50.920]  自我謙卑等等
[00:12:50.920 --> 00:12:54.600]  我經常覺得我們這群童工裡面
[00:12:54.600 --> 00:12:57.400]  童工比較有些真的看上去
[00:12:57.400 --> 00:13:00.200]  樣子是比較聖潔的
[00:13:00.200 --> 00:13:02.560]  像飛仔一樣留馬尾
[00:13:02.560 --> 00:13:03.560]  留長頭髮
[00:13:03.560 --> 00:13:06.680]  那些我們都覺得可能是差別的
[00:13:06.680 --> 00:13:09.640]  那些光頭站出來
[00:13:09.640 --> 00:13:11.320]  好像修士一樣
[00:13:11.320 --> 00:13:13.000]  就可能是聖潔一點
[00:13:13.000 --> 00:13:15.720]  另外有些人的錯誤觀念就是
[00:13:15.720 --> 00:13:18.200]  聖俗是有分的
[00:13:18.200 --> 00:13:20.400]  回來教會當然是聖
[00:13:20.400 --> 00:13:24.320]  吃飯睡覺去廁所洗澡等等
[00:13:24.320 --> 00:13:26.840]  這些就不比起祈禱
[00:13:26.840 --> 00:13:28.680]  讀經那些是聖潔
[00:13:28.680 --> 00:13:31.600]  這個其實是一個很錯誤的觀念
[00:13:31.600 --> 00:13:33.800]  我們知道任何地方
[00:13:33.800 --> 00:13:35.280]  上帝都在當中
[00:13:35.280 --> 00:13:36.880]  但是我們的心靈
[00:13:36.880 --> 00:13:39.120]  是有上帝在當中的時候
[00:13:39.120 --> 00:13:40.880]  這個地方就是聖
[00:13:40.880 --> 00:13:41.840]  因為你記得
[00:13:41.840 --> 00:13:44.040]  雅各當他著草
[00:13:44.040 --> 00:13:49.520]  要去逃避耳塞追殺的時候
[00:13:49.520 --> 00:13:52.000]  雅各就跟神摔跤
[00:13:52.000 --> 00:13:55.360]  摔跤之後他見完異象醒來的時候
[00:13:55.360 --> 00:13:57.360]  他就說原來上帝在這裡
[00:13:57.360 --> 00:13:58.640]  我竟不知道
[00:13:58.640 --> 00:14:00.720]  原來上帝無所不在
[00:14:00.720 --> 00:14:02.720]  但是問題是我們人的內心
[00:14:02.720 --> 00:14:06.000]  有沒有見到上帝在當中
[00:14:06.000 --> 00:14:08.480]  摩西曠野裡牧羊牧了四十年
[00:14:08.480 --> 00:14:11.480]  但是當見到燒了荊棘的時候
[00:14:11.480 --> 00:14:14.320]  上帝就將你腳上的鞋貼下來
[00:14:14.320 --> 00:14:16.080]  因為你踏的這個地方是聖
[00:14:16.080 --> 00:14:17.440]  這個地方是聖的
[00:14:17.440 --> 00:14:19.840]  不是因為那個地方
[00:14:19.840 --> 00:14:23.720]  而是因為上帝當中向他
[00:14:23.720 --> 00:14:26.680]  所愛的人特別的顯現
[00:14:26.680 --> 00:14:30.200]  約書在耶律哥城門面前也是一樣
[00:14:30.200 --> 00:14:31.720]  所以我以前小時候
[00:14:31.720 --> 00:14:34.120]  我十六歲信主
[00:14:34.120 --> 00:14:38.640]  回教會一個初信的學道
[00:14:38.640 --> 00:14:41.840]  牧師經常說有些基督徒的禁忌
[00:14:41.840 --> 00:14:43.760]  其中一件禁忌就是
[00:14:43.760 --> 00:14:45.760]  不要去戲院看戲
[00:14:45.760 --> 00:14:49.080]  你知道年輕人多嘴
[00:14:49.080 --> 00:14:50.600]  經常都每次問
[00:14:50.600 --> 00:14:51.360]  我就不明白
[00:14:51.360 --> 00:14:53.160]  為什麼不可以去戲院看戲呢?
[00:14:53.160 --> 00:14:56.360]  他就說戲院的人
[00:14:56.360 --> 00:14:57.960]  去看戲的人都是罪人
[00:14:57.960 --> 00:15:01.080]  你不要坐過他們
[00:15:01.080 --> 00:15:02.080]  坐那些椅子
[00:15:02.080 --> 00:15:04.280]  不坐萬人的座位
[00:15:04.280 --> 00:15:06.080]  就講到《詩篇》第一篇
[00:15:06.080 --> 00:15:07.240]  我就拗頭
[00:15:07.240 --> 00:15:09.160]  我就說我不去戲院
[00:15:09.160 --> 00:15:10.880]  我坐巴士怎麼辦呢?
[00:15:10.880 --> 00:15:13.760]  每個人坐巴士的都是罪人
[00:15:13.760 --> 00:15:16.520]  牧師就說你祈禱潔淨就可以了
[00:15:16.520 --> 00:15:18.600]  如果祈禱潔淨巴士都可以的時候
[00:15:18.600 --> 00:15:22.880]  為什麼祈禱不可以潔淨戲院的椅子呢?
[00:15:22.880 --> 00:15:24.000]  我在想
[00:15:24.000 --> 00:15:26.600]  教會在大圍大圍旁邊就是車公廟
[00:15:26.600 --> 00:15:28.880]  我是不是應該不要走去那邊呢?
[00:15:28.880 --> 00:15:31.320]  如果某個地方是特別聖的
[00:15:31.320 --> 00:15:33.000]  不應該是黃大仙
[00:15:33.000 --> 00:15:37.240]  這些地方是污穢的
[00:15:37.240 --> 00:15:39.120]  其實我們有一個錯誤的觀念
[00:15:39.120 --> 00:15:41.360]  所有東西都可以有聖俗之分
[00:15:41.360 --> 00:15:43.160]  其實什麼是聖呢?
[00:15:43.160 --> 00:15:46.480]  聖在原文的意思就是分割出來的意思
[00:15:46.480 --> 00:15:50.320]  所以中文有一個意思譯出來
[00:15:50.320 --> 00:15:51.720]  什麼叫聖潔呢?
[00:15:51.720 --> 00:15:53.040]  就是把東西分開
[00:15:53.040 --> 00:15:54.400]  你家裡洗衣服
[00:15:54.400 --> 00:15:56.120]  乾淨的衣服和骯髒的衣服
[00:15:56.120 --> 00:15:57.320]  是需要分開的
[00:15:57.320 --> 00:15:58.240]  不要混在一起
[00:15:58.240 --> 00:16:00.520]  洗乾淨的碗碟
[00:16:00.520 --> 00:16:02.680]  不要放在骯髒的碗碟上
[00:16:02.680 --> 00:16:03.720]  要分開
[00:16:03.720 --> 00:16:06.880]  乾淨的食物和不乾淨的食物要分開
[00:16:06.880 --> 00:16:09.440]  因為這個是分別的意思
[00:16:09.440 --> 00:16:10.600]  希伯來文
[00:16:10.600 --> 00:16:12.320]  聖這個字就是分割
[00:16:12.320 --> 00:16:15.680]  Cadets就是英文的cut off
[00:16:15.680 --> 00:16:17.840]  就是完全分開
[00:16:17.840 --> 00:16:21.720]  所以在聖經裡面叫做分別為聖
[00:16:21.720 --> 00:16:22.960]  就是這個意思
[00:16:22.960 --> 00:16:24.400]  就是要將它分別
[00:16:24.400 --> 00:16:27.160]  在《春夏及記》第四十章裡面
[00:16:27.160 --> 00:16:29.760]  講到耶和華曉如摩西
[00:16:29.760 --> 00:16:33.280]  要將會幕裡面的物品全部分開
[00:16:33.280 --> 00:16:35.600]  你會聽到全部都是Cadets
[00:16:35.600 --> 00:16:39.280]  就是要將東西完全的分開
[00:16:39.280 --> 00:16:40.640]  分割
[00:16:40.640 --> 00:16:44.680]  無論是祭司、衣服、用的物品
[00:16:44.680 --> 00:16:50.960]  都是叫做那樣東西、那樣物品、那件衣服
[00:16:50.960 --> 00:16:51.800]  它不是聖的
[00:16:51.800 --> 00:16:53.880]  但是當分別了
[00:16:53.880 --> 00:16:56.480]  分割了給上帝用的時候
[00:16:56.480 --> 00:16:57.720]  要來奉獻給上帝
[00:16:57.720 --> 00:16:59.760]  要來敬拜上帝用的時候
[00:16:59.760 --> 00:17:00.760]  它就是聖的
[00:17:00.760 --> 00:17:01.680]  弟兄姊妹
[00:17:01.680 --> 00:17:04.600]  今天我們每一個人都是分別為聖
[00:17:04.600 --> 00:17:09.480]  都是被上帝從骯髒罪惡黑暗裡面
[00:17:09.480 --> 00:17:11.240]  拯救出來的上帝
[00:17:11.240 --> 00:17:15.680]  當我們明白了這個上帝的屬性和觀念的時候
[00:17:15.680 --> 00:17:18.320]  我希望我們來到上帝面前敬拜
[00:17:18.320 --> 00:17:20.640]  無論你在家裡看YouTube
[00:17:20.640 --> 00:17:23.840]  或者將來我們重開的時候回來敬拜
[00:17:23.840 --> 00:17:25.240]  或者你自己個人的崇拜
[00:17:25.240 --> 00:17:27.040]  你生活裡面的敬拜
[00:17:27.040 --> 00:17:29.520]  我們都需要校正我們的眼光
[00:17:29.520 --> 00:17:31.040]  所以第一件事我們要看的就是
[00:17:31.040 --> 00:17:34.000]  當和聖潔的上帝相遇的時候
[00:17:34.000 --> 00:17:37.840]  當我們明白了這位上帝是我們敬拜的對象
[00:17:37.840 --> 00:17:40.320]  是一位勝在勝在勝在的上帝的時候
[00:17:40.320 --> 00:17:45.280]  第一件事我們首先需要校正我們的目光
[00:17:45.280 --> 00:17:46.520]  你看看聖經怎麼說的
[00:17:46.520 --> 00:17:48.560]  當烏沙王崩的那年
[00:17:48.560 --> 00:17:51.520]  我興建主座在高高的寶座上
[00:17:51.520 --> 00:17:55.160]  有一件事我想我們每一個基督徒領受的
[00:17:55.160 --> 00:17:57.480]  就是當信了主之後
[00:17:57.480 --> 00:17:59.520]  不單止我們聚得赦免
[00:17:59.520 --> 00:18:02.240]  更加是我們看事情的觀念
[00:18:02.240 --> 00:18:04.120]  都需要有改變
[00:18:04.120 --> 00:18:05.520]  需要有一個正確的態度
[00:18:05.520 --> 00:18:09.200]  需要用耶穌基督的眼光去看很多事情
[00:18:09.200 --> 00:18:11.960]  大家知道烏沙王十幾歲當上了皇帝
[00:18:11.960 --> 00:18:14.640]  他當上了五十年的皇帝
[00:18:14.640 --> 00:18:17.200]  接著皇帝駕崩了
[00:18:17.200 --> 00:18:20.280]  我們每天都有不同的壞消息
[00:18:20.280 --> 00:18:23.600]  開了一場看天邊飄過雲海
[00:18:23.600 --> 00:18:26.120]  高騷世界幻變常在
[00:18:26.120 --> 00:18:30.160]  我們每一個都會面對不同的轉變
[00:18:30.160 --> 00:18:33.240]  今天連千芝也是一樣
[00:18:33.240 --> 00:18:36.520]  千芝都會面對什麼事情呢?
[00:18:36.520 --> 00:18:38.680]  老闆駕崩了
[00:18:38.680 --> 00:18:40.800]  因為他在服侍皇帝
[00:18:40.800 --> 00:18:42.160]  當然他是在服侍上帝
[00:18:42.160 --> 00:18:44.640]  但是上帝透過他向皇帝說話
[00:18:44.640 --> 00:18:47.640]  但是其實每逢換老闆
[00:18:47.640 --> 00:18:49.160]  我們都有很多恐懼
[00:18:49.160 --> 00:18:52.040]  很多的焦慮在當中
[00:18:52.040 --> 00:18:56.120]  但是上帝為什麼特別顯現給異常人看呢?
[00:18:56.120 --> 00:19:00.360]  就是叫他的眼光再次看回
[00:19:00.360 --> 00:19:02.960]  在這一位坐在寶座上
[00:19:02.960 --> 00:19:05.640]  高高在上的這位聖在聖在的上帝
[00:19:05.640 --> 00:19:06.960]  神告訴異常人
[00:19:06.960 --> 00:19:09.240]  你地上的老闆死了
[00:19:09.240 --> 00:19:13.880]  天上的大老闆仍然高高在上
[00:19:13.880 --> 00:19:16.200]  坐在寶座上
[00:19:16.200 --> 00:19:19.680]  我們要校正這個眼光
[00:19:19.680 --> 00:19:21.480]  這個心態才行
[00:19:21.480 --> 00:19:24.000]  無論世事怎麼變幻也好
[00:19:24.000 --> 00:19:26.800]  所以為什麼我們要來到上帝面前敬拜呢?
[00:19:26.800 --> 00:19:28.600]  當我們敬拜的時候
[00:19:28.600 --> 00:19:31.280]  我們再次看回這位聖在聖在的上帝
[00:19:31.280 --> 00:19:33.720]  我們就知道這位上帝沒有死
[00:19:33.720 --> 00:19:35.440]  你不要當他死了才行
[00:19:35.440 --> 00:19:37.760]  世事無論怎麼幻變也好
[00:19:37.760 --> 00:19:41.400]  以賽就是一位建制派的先知
[00:19:41.400 --> 00:19:43.520]  所有聖經裡面的大先知
[00:19:43.520 --> 00:19:45.560]  很多都是建制派先知
[00:19:45.560 --> 00:19:48.120]  他專門向皇帝述說
[00:19:48.120 --> 00:19:50.280]  當然也向人民述說
[00:19:50.280 --> 00:19:51.600]  主要對象都是皇帝
[00:19:51.600 --> 00:19:55.520]  好像耶利米、以賽亞
[00:19:55.520 --> 00:19:57.000]  這些大先知也是
