
[00:00:00.000 --> 00:00:04.000]  弟兄姊妹們 早晨
[00:01:34.000 --> 00:01:37.000]  全部弟兄姊妹
[00:01:37.000 --> 00:01:38.000]  係咪
[00:01:38.000 --> 00:01:40.000]  三萬幾人
[00:01:40.000 --> 00:01:42.000]  三萬幾人
[00:01:42.000 --> 00:01:44.000]  一齊嚟唱詩歌讚美神
[00:01:44.000 --> 00:01:46.000]  你大家諗吓
[00:01:46.000 --> 00:01:48.000]  勁唔勁啊
[00:01:48.000 --> 00:01:52.000]  我先明白咩叫天上嘅勁拜
[00:01:52.000 --> 00:01:54.000]  哇 你冇話指啊
[00:01:54.000 --> 00:01:56.000]  嗰個震撼力啊
[00:01:56.000 --> 00:01:58.000]  真係 我都鼓勵大家有機會呢
[00:01:58.000 --> 00:02:00.000]  特別你鍾意mission嗰啲
[00:02:00.000 --> 00:02:02.000]  你一定要去呢個Urbana
[00:02:02.000 --> 00:02:04.000]  我而家唔記得幾多年
[00:02:04.000 --> 00:02:06.000]  因為我去咗一次已經
[00:02:06.000 --> 00:02:08.000]  畀佢帶咗我 呼召咗我
[00:02:08.000 --> 00:02:10.000]  做上帝嘅僕人啊
[00:02:10.000 --> 00:02:12.000]  一次已經夠啦
[00:02:12.000 --> 00:02:15.000]  所以我唔使去第二次 第二次上天國得㗎啦
[00:02:15.000 --> 00:02:17.000]  所以 弟兄姊妹 C班門
[00:02:17.000 --> 00:02:19.000]  所以我為你哋感恩
[00:02:19.000 --> 00:02:23.000]  喺度能夠將上帝嘅榮耀帶出嚟
[00:02:23.000 --> 00:02:25.000]  不過我都想鼓勵吓
[00:02:25.000 --> 00:02:27.000]  喺我哋當中嘅弟兄姊妹們
[00:02:27.000 --> 00:02:29.000]  其實C班呢
[00:02:29.000 --> 00:02:32.000]  喺度將上帝嘅榮耀帶出嚟
[00:02:32.000 --> 00:02:35.000]  一方面讚頌上帝
[00:02:35.000 --> 00:02:37.000]  另一方面
[00:02:37.000 --> 00:02:39.000]  都係畀到我哋作為回族
[00:02:39.000 --> 00:02:41.000]  弟兄姊妹 你記住啊
[00:02:41.000 --> 00:02:43.000]  我哋
[00:02:43.000 --> 00:02:45.000]  都係C班嚟㗎
[00:02:45.000 --> 00:02:47.000]  你唔好當你
[00:02:47.000 --> 00:02:49.000]  今日星期日嚟到呢度
[00:02:49.000 --> 00:02:51.000]  你係純粹坐喺度
[00:02:51.000 --> 00:02:53.000]  喺度做咩啊
[00:02:53.000 --> 00:02:55.000]  坐喺度做禮拜
[00:02:55.000 --> 00:02:57.000]  知唔知 因為
[00:02:57.000 --> 00:02:59.000]  我少同大家講
[00:02:59.000 --> 00:03:01.000]  今日上帝畀我哋每一個星期
[00:03:01.000 --> 00:03:03.000]  有一日
[00:03:03.000 --> 00:03:05.000]  大家見面
[00:03:05.000 --> 00:03:07.000]  一齊喺度做咩事呢
[00:03:07.000 --> 00:03:09.000]  我話個故事畀大家聽
[00:03:09.000 --> 00:03:11.000]  上帝喺舊約就興起
[00:03:11.000 --> 00:03:13.000]  以色列國
[00:03:13.000 --> 00:03:15.000]  喺眾國當中做咩啊
[00:03:15.000 --> 00:03:17.000]  去榮耀
[00:03:17.000 --> 00:03:19.000]  佢自己
[00:03:19.000 --> 00:03:21.000]  外邦人見到佢哋嗰種
[00:03:21.000 --> 00:03:23.000]  對上帝敬拜嗰種莊嚴
[00:03:23.000 --> 00:03:25.000]  嘩 佢哋話
[00:03:25.000 --> 00:03:27.000]  嘩 你個神真係勁啊
[00:03:27.000 --> 00:03:29.000]  我都要相信你哋嘅神啊
[00:03:29.000 --> 00:03:31.000]  喺舊約就興起
[00:03:31.000 --> 00:03:33.000]  以色列國
[00:03:33.000 --> 00:03:35.000]  我問大家啦
[00:03:35.000 --> 00:03:37.000]  喺新約興起咩啊
[00:03:37.000 --> 00:03:41.000]  你同我都有份
[00:03:41.000 --> 00:03:43.000]  就係興起咩啊
[00:03:43.000 --> 00:03:45.000]  教會
[00:03:45.000 --> 00:03:47.000]  去榮耀上帝
[00:03:47.000 --> 00:03:49.000]  畀掌聲我哋上帝先啦
[00:03:49.000 --> 00:03:51.000]  你睇吓
[00:03:51.000 --> 00:03:53.000]  幾蒙福 原來我哋今日
[00:03:53.000 --> 00:03:55.000]  第一次會喺度啊
[00:03:55.000 --> 00:03:57.000]  點樣榮耀上帝 我問大家啦
[00:03:57.000 --> 00:03:59.000]  喺敬拜當中
[00:03:59.000 --> 00:04:01.000]  最榮耀上帝嘅時候
[00:04:01.000 --> 00:04:03.000]  係邊一個moment
[00:04:03.000 --> 00:04:07.000]  諗吓
[00:04:07.000 --> 00:04:11.000]  唔單止係師班
[00:04:11.000 --> 00:04:13.000]  讚頌啊
[00:04:13.000 --> 00:04:15.000]  師班係帶領我哋
[00:04:15.000 --> 00:04:17.000]  俾我哋一個example
[00:04:17.000 --> 00:04:19.000]  係點樣去讚你神啊
[00:04:19.000 --> 00:04:21.000]  繼續最重要
[00:04:21.000 --> 00:04:23.000]  你知唔知你同我
[00:04:23.000 --> 00:04:25.000]  就係上帝榮耀嘅
[00:04:25.000 --> 00:04:27.000]  器皿
[00:04:27.000 --> 00:04:29.000]  平時嘅時候
[00:04:29.000 --> 00:04:31.000]  我哋對上帝嘅敬拜跟隨
[00:04:31.000 --> 00:04:33.000]  係咪 信靠喺我哋嘅工作環境
[00:04:33.000 --> 00:04:35.000]  喺我哋嘅家 喺我哋嘅
[00:04:35.000 --> 00:04:37.000]  社區去用我哋
[00:04:37.000 --> 00:04:39.000]  所做嘅一切去榮耀神
[00:04:39.000 --> 00:04:41.000]  星期日呢個moment
[00:04:41.000 --> 00:04:43.000]  原來我哋
[00:04:43.000 --> 00:04:45.000]  每一個人都有上帝榮耀嘅器皿
[00:04:45.000 --> 00:04:47.000]  咩嚟㗎
[00:04:47.000 --> 00:04:49.000]  就係我哋嘅生命
[00:04:49.000 --> 00:04:51.000]  同埋我哋嘅嘴
[00:04:51.000 --> 00:04:53.000]  你知唔知我哋嘴
[00:04:53.000 --> 00:04:55.000]  就係榮耀上帝嘅器皿
[00:04:55.000 --> 00:04:59.000]  當我哋一起嘅時候
[00:04:59.000 --> 00:05:01.000]  讚頌神嘅時候
[00:05:01.000 --> 00:05:03.000]  上帝嘅榮耀唔係淨係充滿咗
[00:05:03.000 --> 00:05:05.000]  喺呢個祭壇上
[00:05:05.000 --> 00:05:07.000]  係充滿整個會堂
[00:05:07.000 --> 00:05:09.000]  Hallelujah
[00:05:09.000 --> 00:05:11.000]  詩琴
[00:05:11.000 --> 00:05:13.000]  詩琴妹
[00:05:13.000 --> 00:05:15.000]  或者詩琴姐
[00:05:15.000 --> 00:05:17.000]  睇你大唔大得過我啦
[00:05:17.000 --> 00:05:19.000]  我今年71歲㗎啦
[00:05:19.000 --> 00:05:21.000]  你試比個D Major
[00:05:21.000 --> 00:05:23.000]  彈個D Major
[00:05:23.000 --> 00:05:25.000]  考我哋啲
[00:05:25.000 --> 00:05:27.000]  啲和聲
[00:05:27.000 --> 00:05:33.000]  大家試一齊
[00:05:33.000 --> 00:05:35.000]  唱Hallelujah
[00:05:35.000 --> 00:05:37.000]  Hallelujah
[00:05:37.000 --> 00:05:39.000]  Hallelujah
[00:05:39.000 --> 00:05:41.000]  不過要真係開口唱
[00:05:41.000 --> 00:05:43.000]  試下要睇下點樣
[00:05:43.000 --> 00:05:45.000]  上帝點樣接住我哋嘴
[00:05:45.000 --> 00:05:47.000]  充滿整個榮耀
[00:05:47.000 --> 00:05:49.000]  充滿整個會堂
[00:05:49.000 --> 00:05:51.000]  特別喺山上面嗰啲
[00:05:51.000 --> 00:05:53.000]  你嗰度
[00:05:53.000 --> 00:05:55.000]  我見到我啲friend喺度
[00:05:55.000 --> 00:05:57.000]  無錯啦
[00:05:57.000 --> 00:05:59.000]  唔該你鼓勵下大家
[00:05:59.000 --> 00:06:01.000]  一齊去榮耀
[00:06:01.000 --> 00:06:03.000]  我哋嘅上帝
[00:06:03.000 --> 00:06:05.000]  Hallelujah
[00:06:05.000 --> 00:06:07.000]  Hallelujah
[00:06:07.000 --> 00:06:09.000]  來
[00:06:09.000 --> 00:06:11.000]  Hallelujah
[00:06:11.000 --> 00:06:13.000]  你睇下係咪充滿整個會堂
[00:06:13.000 --> 00:06:15.000]  俾住啲掌聲我哋嘅上帝
[00:06:15.000 --> 00:06:17.000]  頂住個門
[00:06:17.000 --> 00:06:19.000]  你呢就唔可以下面咁樣
[00:06:19.000 --> 00:06:21.000]  今日詩班都幾好
[00:06:21.000 --> 00:06:23.000]  跟住你有啲
[00:06:23.000 --> 00:06:25.000]  你咩表現呀睇住囉
[00:06:25.000 --> 00:06:27.000]  就拎個銀包出嚟唱得唔錯
[00:06:27.000 --> 00:06:29.000]  比多少少奉獻
[00:06:31.000 --> 00:06:33.000]  你哋消費者
[00:06:33.000 --> 00:06:35.000]  嘅態度
[00:06:35.000 --> 00:06:37.000]  係唔要得我同你講
[00:06:37.000 --> 00:06:39.000]  頂住門你小心呀
[00:06:39.000 --> 00:06:41.000]  我成日同大家講呢
[00:06:41.000 --> 00:06:43.000]  你坐喺度你唔好以為好安心呀
[00:06:43.000 --> 00:06:45.000]  其實有人坐喺你旁邊
[00:06:45.000 --> 00:06:47.000]  特別你留心呀
[00:06:47.000 --> 00:06:49.000]  有啲吉位嗰啲地方呢
[00:06:49.000 --> 00:06:51.000]  嗰啲吉位呀
[00:06:51.000 --> 00:06:53.000]  就係我哋嘅敵人魔鬼
[00:06:53.000 --> 00:06:55.000]  撒旦就坐喺度
[00:06:55.000 --> 00:06:57.000]  呢個做咩喺度
[00:06:57.000 --> 00:06:59.000]  梗係唔係好嘢啦
[00:06:59.000 --> 00:07:01.000]  你知魔鬼好多個名
[00:07:01.000 --> 00:07:03.000]  係咪
[00:07:03.000 --> 00:07:05.000]  又殺方知父啦係咪
[00:07:05.000 --> 00:07:07.000]  但係喺度星期日
[00:07:07.000 --> 00:07:09.000]  佢做乜嘢呀同大家講
[00:07:09.000 --> 00:07:11.000]  佢就拿控訴者
[00:07:11.000 --> 00:07:13.000]  The Accuser
[00:07:13.000 --> 00:07:15.000]  咁你諗下佢喺度控訴咩呢
[00:07:15.000 --> 00:07:17.000]  哎呀
[00:07:17.000 --> 00:07:19.000]  你睇下上帝
[00:07:19.000 --> 00:07:21.000]  你話佢哋嚟讚美敬拜你
[00:07:21.000 --> 00:07:23.000]  你睇下佢哋咁樣嘅
[00:07:23.000 --> 00:07:25.000]  都唔係讚美你嘅
[00:07:25.000 --> 00:07:27.000]  你睇下佢逐個喺度點名呀
[00:07:27.000 --> 00:07:29.000]  係咪
[00:07:29.000 --> 00:07:31.000]  我哋話嚟呢度去榮耀神
[00:07:31.000 --> 00:07:33.000]  嗱
[00:07:33.000 --> 00:07:35.000]  嗰頭就中招啦係咪
[00:07:35.000 --> 00:07:37.000]  有啲就踢踢呃就
[00:07:37.000 --> 00:07:39.000]  所以
[00:07:39.000 --> 00:07:41.000]  你留心
[00:07:41.000 --> 00:07:43.000]  你側邊嗰個位呀係咪
[00:07:43.000 --> 00:07:45.000]  我感謝主呀
[00:07:45.000 --> 00:07:47.000]  有啲牧師提醒我哋
[00:07:47.000 --> 00:07:49.000]  千祈唔好畀啲吉位畀魔鬼坐咗
[00:07:49.000 --> 00:07:51.000]  畀邊個坐呀
[00:07:51.000 --> 00:07:53.000]  畀耶穌坐
[00:07:53.000 --> 00:07:55.000]  係咪但係你畀耶穌坐
[00:07:55.000 --> 00:07:57.000]  有啲好提醒囉
[00:07:57.000 --> 00:07:59.000]  有耶穌同住我一齊
[00:07:59.000 --> 00:08:01.000]  啱啱呀你好唔畀
[00:08:01.000 --> 00:08:03.000]  畀個魔鬼坐喺度
[00:08:03.000 --> 00:08:05.000]  你就真係傻啦係咪
[00:08:05.000 --> 00:08:07.000]  知唔知你話我要瞓覺
[00:08:07.000 --> 00:08:09.000]  你梗係唔敢畀耶穌坐喺度㗎
[00:08:09.000 --> 00:08:11.000]  你知唔知點解呢
[00:08:11.000 --> 00:08:13.000]  佢成日提住你咪冇得瞓
[00:08:13.000 --> 00:08:15.000]  弟兄姊妹所以敬拜呢
[00:08:15.000 --> 00:08:17.000]  唔係隨隨便便㗎
[00:08:17.000 --> 00:08:21.000]  敬拜之前嗰晚
[00:08:21.000 --> 00:08:23.000]  就早啲瞓覺
[00:08:23.000 --> 00:08:25.000]  因為要嗰一剎那就show畀神睇
[00:08:25.000 --> 00:08:27.000]  我點樣prepare myself
[00:08:27.000 --> 00:08:29.000]  準備我自己
[00:08:29.000 --> 00:08:31.000]  聽日去敬拜我啲神
[00:08:31.000 --> 00:08:33.000]  你記得嘛
[00:08:33.000 --> 00:08:35.000]  神睇我哋敬拜
[00:08:35.000 --> 00:08:37.000]  佢唔係睇我哋喺度做乜
[00:08:37.000 --> 00:08:39.000]  佢睇我哋嘅心呀
[00:08:39.000 --> 00:08:41.000]  所以大家留心啲呀
[00:08:41.000 --> 00:08:43.000]  我哋嘅心好重要㗎
[00:08:43.000 --> 00:08:45.000]  耶穌話我哋嘅心諗乜
[00:08:45.000 --> 00:08:47.000]  我哋就會點做嘢㗎啦
[00:08:47.000 --> 00:08:49.000]  所以我想鼓勵弟兄姊妹們
[00:08:49.000 --> 00:08:51.000]  今日你話冇寫過對我咁嚴謹
[00:08:51.000 --> 00:08:53.000]  唔係呀
[00:08:53.000 --> 00:08:55.000]  我係唔想你嘥咗上帝
[00:08:55.000 --> 00:08:57.000]  畀你嘅生命
[00:08:57.000 --> 00:08:59.000]  氣息呀
[00:08:59.000 --> 00:09:01.000]  你問我好朋友呀
[00:09:01.000 --> 00:09:03.000]  阿晨晃上大哥呀
[00:09:03.000 --> 00:09:05.000]  唱歌要幾多戲呀
[00:09:05.000 --> 00:09:07.000]  係咪先
[00:09:07.000 --> 00:09:09.000]  佢正話喺度練嘅時候都已經
[00:09:09.000 --> 00:09:11.000]  一二三四嘩
[00:09:11.000 --> 00:09:13.000]  我聽到之後嘩勁呀
[00:09:13.000 --> 00:09:15.000]  邊個畀佢呢啲戲呀
[00:09:15.000 --> 00:09:17.000]  四篇一百五十篇
[00:09:17.000 --> 00:09:19.000]  最尾一次點講呀
[00:09:19.000 --> 00:09:21.000]  凡有戲
[00:09:21.000 --> 00:09:23.000]  你睇下你哋講
[00:09:23.000 --> 00:09:25.000]  幾陰公
[00:09:25.000 --> 00:09:27.000]  凡有戲
[00:09:27.000 --> 00:09:29.000]  你已經就快瓜得㗎啦
[00:09:29.000 --> 00:09:31.000]  我哋聽到之後
[00:09:31.000 --> 00:09:33.000]  嘩我哋咁樣同時講
[00:09:33.000 --> 00:09:35.000]  凡有咩呀
[00:09:35.000 --> 00:09:37.000]  戲 冇錯呢
[00:09:37.000 --> 00:09:39.000]  你咁你先能夠都要嚟咩呀
[00:09:39.000 --> 00:09:41.000]  讚美上帝呀
[00:09:41.000 --> 00:09:43.000]  所以我淨係開始同大家講呢
[00:09:43.000 --> 00:09:45.000]  我同大家講
[00:09:45.000 --> 00:09:47.000]  離教會聚會
[00:09:47.000 --> 00:09:49.000]  唔係喺度唱歌
[00:09:49.000 --> 00:09:51.000]  only
[00:09:51.000 --> 00:09:53.000]  not for the sake of singing
[00:09:53.000 --> 00:09:55.000]  大家搞錯呀
[00:09:55.000 --> 00:09:57.000]  不過我哋用singing呢個skill
[00:09:57.000 --> 00:09:59.000]  將我哋嘅讚美帶出嚟
[00:09:59.000 --> 00:10:01.000]  我畀例子大家
[00:10:01.000 --> 00:10:03.000]  而家我哋最鍾意唱一首
[00:10:03.000 --> 00:10:05.000]  國歌係咪 點唱呀
[00:10:05.000 --> 00:10:11.000]  好啦 示範 聽下啦
[00:10:11.000 --> 00:10:13.000]  遲來 遲來
[00:10:13.000 --> 00:10:15.000]  遲來
[00:10:15.000 --> 00:10:17.000]  我問大家呢個係
[00:10:17.000 --> 00:10:19.000]  讚美呀
[00:10:19.000 --> 00:10:21.000]  因為喺度唱歌
[00:10:21.000 --> 00:10:23.000]  正式點唱呀
[00:10:23.000 --> 00:10:25.000]  係呀
[00:10:25.000 --> 00:10:27.000]  我鍾意此回
[00:10:27.000 --> 00:10:29.000]  冇錯 呢個先係讚美
[00:10:29.000 --> 00:10:31.000]  所以呢
[00:10:31.000 --> 00:10:33.000]  How great art 個首歌 你真偉大
[00:10:33.000 --> 00:10:35.000]  個副歌點講呀
[00:10:35.000 --> 00:10:37.000]  我寧歌昌
[00:10:37.000 --> 00:10:39.000]  為咩呀
[00:10:39.000 --> 00:10:41.000]  讚美
[00:10:41.000 --> 00:10:43.000]  教主我神
[00:10:43.000 --> 00:10:45.000]  係咁
[00:10:45.000 --> 00:10:47.000]  但係我哋今日成日
[00:10:47.000 --> 00:10:49.000]  比個衰鬼
[00:10:49.000 --> 00:10:51.000]  魔鬼呀
[00:10:51.000 --> 00:10:53.000]  呃咗我哋
[00:10:53.000 --> 00:10:55.000]  佢哋叫我做咩嚟呢度
[00:10:55.000 --> 00:10:57.000]  唱唱歌啦
[00:10:57.000 --> 00:10:59.000]  唱歌你又開心又鍾意
[00:10:59.000 --> 00:11:01.000]  係咪
[00:11:01.000 --> 00:11:03.000]  我問大家 你京班實在係你鍾意我鍾意
[00:11:03.000 --> 00:11:05.000]  嘅咩
[00:11:05.000 --> 00:11:07.000]  你係咪流失咁喺度
[00:11:07.000 --> 00:11:09.000]  我好鍾意嗰個女仔唱歌
[00:11:11.000 --> 00:11:13.000]  佢點會咁樣講嘅呢
[00:11:13.000 --> 00:11:17.000]  所以我哋需要反思
[00:11:17.000 --> 00:11:19.000]  聲樂主義就提醒返我哋呢樣嘢
[00:11:19.000 --> 00:11:21.000]  第一次會
[00:11:21.000 --> 00:11:23.000]  我哋嚟京班實首先
[00:11:23.000 --> 00:11:25.000]  嘥咗上去比我哋嗰啲
[00:11:25.000 --> 00:11:27.000]  生命氣息
[00:11:27.000 --> 00:11:29.000]  係咪 唔用佢
[00:11:29.000 --> 00:11:31.000]  仲喺度聽音樂
[00:11:31.000 --> 00:11:33.000]  上帝話既然你唔想
[00:11:33.000 --> 00:11:35.000]  唱歌係咪
[00:11:35.000 --> 00:11:37.000]  好易啫 佢點做呀
[00:11:37.000 --> 00:11:39.000]  我咪收返佢囉
[00:11:39.000 --> 00:11:41.000]  咁你就大鑊囉
[00:11:41.000 --> 00:11:43.000]  咁你呀
[00:11:43.000 --> 00:11:45.000]  你又唔使點樣嘅
[00:11:45.000 --> 00:11:47.000]  你有永生嘅你信耶穌嘅人係咪
[00:11:47.000 --> 00:11:49.000]  不過你上到天國話
[00:11:49.000 --> 00:11:51.000]  上帝點解收我返嚟呀
[00:11:51.000 --> 00:11:53.000]  我畀你去讚美我你都
[00:11:53.000 --> 00:11:55.000]  唔讚 我畀你戲你又唔
[00:11:55.000 --> 00:11:57.000]  唱歌讚美我 咁咪收你上嚟囉
[00:11:57.000 --> 00:11:59.000]  反正上嚟你都要唱㗎囉
[00:11:59.000 --> 00:12:01.000]  係咪先 所以兄姐們
[00:12:01.000 --> 00:12:03.000]  有時都諗下呢啲神學
[00:12:03.000 --> 00:12:05.000]  反思呢 會幫助
[00:12:05.000 --> 00:12:07.000]  你糾正我哋嚟敬拜
[00:12:07.000 --> 00:12:09.000]  嗰個心態
[00:12:09.000 --> 00:12:11.000]  明唔明呀
[00:12:11.000 --> 00:12:13.000]  詩歌就係咁幫助
[00:12:13.000 --> 00:12:15.000]  我哋 將我哋嘅生命
[00:12:15.000 --> 00:12:17.000]  藉著詩歌帶出嚟
[00:12:17.000 --> 00:12:19.000]  去榮耀神
[00:12:19.000 --> 00:12:21.000]  咁你又點解 你就咁講得啦
[00:12:21.000 --> 00:12:23.000]  乜詩歌咁麻煩啫 弟兄姊妹
[00:12:23.000 --> 00:12:25.000]  上帝用得詩歌
[00:12:25.000 --> 00:12:27.000]  音樂 梗有啲原因嘅
[00:12:27.000 --> 00:12:29.000]  你真係當佢
[00:12:29.000 --> 00:12:31.000]  戇居㗎
[00:12:31.000 --> 00:12:33.000]  係咪 我話因為好聽呀
[00:12:33.000 --> 00:12:35.000]  好聽
[00:12:35.000 --> 00:12:37.000]  因為你當咗音樂 詩歌
[00:12:37.000 --> 00:12:39.000]  係一種藝術去欣賞
[00:12:39.000 --> 00:12:41.000]  但係 音樂有
[00:12:41.000 --> 00:12:43.000]  另一個名叫做
[00:12:43.000 --> 00:12:45.000]  Musical Language
[00:12:45.000 --> 00:12:47.000]  我問大家 語言
[00:12:47.000 --> 00:12:49.000]  做咩㗎
[00:12:49.000 --> 00:12:51.000]  你開始明呀
[00:12:51.000 --> 00:12:53.000]  你返去睇一本聖經呀 成本聖經
[00:12:53.000 --> 00:12:55.000]  從來冇將音樂 係當咗一種
[00:12:55.000 --> 00:12:57.000]  藝術去睇呀
[00:12:57.000 --> 00:12:59.000]  你話係咪呀 林牧師
[00:12:59.000 --> 00:13:01.000]  我問你 以色列人
[00:13:01.000 --> 00:13:03.000]  戴美完之後 你哋人戴完唱歌
[00:13:03.000 --> 00:13:05.000]  有冇話
[00:13:05.000 --> 00:13:07.000]  嘩 今日啲利美人唱歌
[00:13:07.000 --> 00:13:09.000]  好好聽呀
[00:13:09.000 --> 00:13:11.000]  你有冇見過咁個comment呀
[00:13:11.000 --> 00:13:13.000]  你記得話畀我聽
[00:13:13.000 --> 00:13:15.000]  我畀你一萬蚊
[00:13:15.000 --> 00:13:17.000]  因為我即刻可以開工教聖樂
[00:13:17.000 --> 00:13:19.000]  乜都唔教
[00:13:19.000 --> 00:13:21.000]  一邊教音樂
[00:13:21.000 --> 00:13:23.000]  無呀 弟兄姊妹
[00:13:23.000 --> 00:13:25.000]  我幾辛苦返去找成本聖經
[00:13:25.000 --> 00:13:27.000]  我從來未見過 聖經裏面
[00:13:27.000 --> 00:13:29.000]  上帝將音樂當一種娛樂咁聽
[00:13:29.000 --> 00:13:31.000]  有人來串我喎
[00:13:31.000 --> 00:13:33.000]  老婆
[00:13:33.000 --> 00:13:35.000]  上帝將音樂當做
[00:13:35.000 --> 00:13:37.000]  music therapy呀
[00:13:37.000 --> 00:13:39.000]  音樂治療呀
[00:13:39.000 --> 00:13:41.000]  你記唔記得呀 素羅唔開心果時 做咩事呀
[00:13:41.000 --> 00:13:43.000]  大衛呢
[00:13:43.000 --> 00:13:47.000]  我問大家啦
[00:13:47.000 --> 00:13:49.000]  大衛彈琴係邊個叫佢彈呀
[00:13:49.000 --> 00:13:53.000]  係神呀
[00:13:53.000 --> 00:13:55.000]  好多時候呢
[00:13:55.000 --> 00:13:57.000]  我哋斷章取義
[00:13:57.000 --> 00:13:59.000]  以為呢
[00:13:59.000 --> 00:14:01.000]  佢同聖經都有講呀
[00:14:01.000 --> 00:14:03.000]  我同大家講
[00:14:03.000 --> 00:14:05.000]  嗰個係世人嘅做法呀
[00:14:05.000 --> 00:14:07.000]  如果係啱嘅話
[00:14:07.000 --> 00:14:09.000]  耶穌仲唔回應佢
[00:14:09.000 --> 00:14:11.000]  凡勞苦擔重擔的
[00:14:11.000 --> 00:14:13.000]  都當謝我
[00:14:13.000 --> 00:14:15.000]  到我者來做咩呀
[00:14:15.000 --> 00:14:17.000]  聽音樂
[00:14:17.000 --> 00:14:19.000]  係咪 你有冇見到咁嘅教導
[00:14:19.000 --> 00:14:23.000]  但係世人要喎 點解呀
[00:14:23.000 --> 00:14:27.000]  因為世人無神呀
[00:14:27.000 --> 00:14:29.000]  所以佢哋唯有靠音樂
[00:14:29.000 --> 00:14:31.000]  去做咩呀
[00:14:31.000 --> 00:14:33.000]  慰藉下佢哋嗰種不平安呀
[00:14:33.000 --> 00:14:37.000]  因為音樂有另一個名呢
[00:14:37.000 --> 00:14:39.000]  你一講你就明㗎啦
[00:14:39.000 --> 00:14:41.000]  音樂唔係淨係叫music咁簡單
[00:14:41.000 --> 00:14:43.000]  聽住啦
[00:14:43.000 --> 00:14:45.000]  叫做soul music
[00:14:45.000 --> 00:14:49.000]  因為music
[00:14:49.000 --> 00:14:51.000]  係fit我哋個soul呀
[00:14:51.000 --> 00:14:55.000]  係咪呀
[00:14:55.000 --> 00:14:57.000]  你問下陳大哥呀
[00:14:57.000 --> 00:14:59.000]  一講音樂第一件事
[00:14:59.000 --> 00:15:01.000]  講咩呀
[00:15:01.000 --> 00:15:03.000]  有冇feel呀
[00:15:03.000 --> 00:15:05.000]  feeling
[00:15:05.000 --> 00:15:07.000]  記得我七五年
[00:15:07.000 --> 00:15:09.000]  寫呢首歌好出名㗎
[00:15:09.000 --> 00:15:11.000]  feeling
[00:15:11.000 --> 00:15:15.000]  係咁多咋嘛
[00:15:15.000 --> 00:15:17.000]  但係你吹佢唔脹
[00:15:17.000 --> 00:15:19.000]  親愛的弟兄姊妹
[00:15:19.000 --> 00:15:21.000]  喺廿一世紀
[00:15:21.000 --> 00:15:23.000]  我哋親愛嘅蔡元為醫生
[00:15:23.000 --> 00:15:25.000]  佢點樣形容呢
[00:15:25.000 --> 00:15:27.000]  佢話依家係後現代嘅世界
[00:15:27.000 --> 00:15:29.000]  著做咩呀
[00:15:29.000 --> 00:15:31.000]  問大家
[00:15:31.000 --> 00:15:33.000]  feeling
[00:15:33.000 --> 00:15:35.000]  I don't feel like doing it
[00:15:35.000 --> 00:15:37.000]  啱唔啱呀
