
[00:00:00.000 --> 00:00:03.000]  新的一年我們會講哪一卷書呢?
[00:01:33.300 --> 00:01:35.300]  所謂十四十支槍那邊
[00:01:35.300 --> 00:01:36.900]  那個範圍
[00:01:36.900 --> 00:01:39.100]  是一個未得之盟的地方
[00:01:39.100 --> 00:01:41.100]  是一個穆斯林世界的地方
[00:01:41.100 --> 00:01:42.300]  所以如果我們福音
[00:01:42.300 --> 00:01:43.700]  由耶路撒冷開始
[00:01:43.700 --> 00:01:44.600]  繞個圈
[00:01:44.600 --> 00:01:45.600]  去到美洲
[00:01:45.600 --> 00:01:46.800]  然後回到亞洲
[00:01:46.800 --> 00:01:48.200]  再去到耶路撒冷的時候
[00:01:48.200 --> 00:01:49.800]  我們不能夠逃避
[00:01:49.800 --> 00:01:52.500]  去經過這個十四十支槍
[00:01:52.500 --> 00:01:54.800]  然後就回到耶路撒冷
[00:01:54.800 --> 00:01:56.400]  就因為這個Back to Jerusalem
[00:01:56.400 --> 00:01:58.500]  一個回歸耶路撒冷的運動
[00:01:58.500 --> 00:02:00.400]  是帶給整個宣教上面
[00:02:00.400 --> 00:02:01.400]  忽然之間
[00:02:01.400 --> 00:02:03.500]  喚醒我們對穆斯林的
[00:02:03.500 --> 00:02:04.400]  那個群體
[00:02:04.400 --> 00:02:05.400]  那種的體寵
[00:02:05.400 --> 00:02:06.300]  但同樣
[00:02:06.300 --> 00:02:09.200]  是對猶太教的群體的體寵
[00:02:09.200 --> 00:02:10.100]  我們很深信
[00:02:10.100 --> 00:02:10.900]  猶太教
[00:02:10.900 --> 00:02:12.700]  他們仍然是期待著
[00:02:12.700 --> 00:02:14.000]  尼泊爾的降臨
[00:02:14.000 --> 00:02:15.600]  他們的體寵夠弱
[00:02:15.600 --> 00:02:17.100]  但正因為
[00:02:17.100 --> 00:02:18.700]  我們要回歸耶路撒冷
[00:02:18.700 --> 00:02:20.500]  於是很多人就開始
[00:02:20.500 --> 00:02:22.700]  去思想或者去研究
[00:02:22.700 --> 00:02:23.600]  猶太教
[00:02:23.600 --> 00:02:24.300]  但我們發覺
[00:02:24.300 --> 00:02:25.500]  過去這幾十年當中
[00:02:25.500 --> 00:02:27.600]  我們慢慢慢慢看到某些人
[00:02:27.600 --> 00:02:29.600]  在研究猶太教的裏面
[00:02:29.600 --> 00:02:30.900]  他們開始覺得
[00:02:30.900 --> 00:02:31.500]  哇
[00:02:31.500 --> 00:02:32.500]  舊約很好
[00:02:32.500 --> 00:02:33.600]  舊約很重要
[00:02:33.600 --> 00:02:34.400]  肯定
[00:02:34.400 --> 00:02:36.500]  我覺得舊約是非常之重要
[00:02:36.500 --> 00:02:37.900]  舊約是很精彩
[00:02:37.900 --> 00:02:39.600]  我自己也很喜歡舊約
[00:02:39.600 --> 00:02:40.500]  但去到一個地步
[00:02:40.500 --> 00:02:41.600]  我們發覺有些人
[00:02:41.600 --> 00:02:42.600]  慢慢慢慢
[00:02:42.600 --> 00:02:44.900]  去到高舉了舊約
[00:02:44.900 --> 00:02:46.600]  而忽略了新約
[00:02:46.600 --> 00:02:47.400]  去到一個地步
[00:02:47.400 --> 00:02:49.800]  他們嚴守舊約所有的節期
[00:02:49.800 --> 00:02:51.300]  嚴守舊約所有的律法
[00:02:51.300 --> 00:02:52.600]  某個情況不是錯的
[00:02:52.600 --> 00:02:53.600]  但另一方面
[00:02:53.600 --> 00:02:55.500]  他忽略了新約裏面
[00:02:55.500 --> 00:02:56.500]  以致到一些信徒
[00:02:56.500 --> 00:02:57.700]  開始慢慢慢慢說
[00:02:57.700 --> 00:03:00.000]  為什麼我們要守聖誕節
[00:03:00.000 --> 00:03:01.600]  因為聖誕節10月25日
[00:03:01.600 --> 00:03:03.500]  也不是耶穌出生的日子
[00:03:03.500 --> 00:03:05.600]  沒有人知道耶穌幾天出生
[00:03:05.600 --> 00:03:08.300]  這個是第四世紀的教會
[00:03:08.300 --> 00:03:09.400]  他們說隨便吧
[00:03:09.400 --> 00:03:11.700]  10月25日就當為聖誕節
[00:03:11.700 --> 00:03:13.100]  這個是原本是
[00:03:13.100 --> 00:03:16.000]  拜太陽神的一國的日子
[00:03:16.000 --> 00:03:16.700]  所以他們說
[00:03:16.700 --> 00:03:18.400]  我們現在不要守聖誕節
[00:03:18.400 --> 00:03:19.900]  我們只是守
[00:03:19.900 --> 00:03:20.700]  逾節
[00:03:20.700 --> 00:03:21.340]  守
[00:03:21.340 --> 00:03:21.900]  逾半節
[00:03:21.900 --> 00:03:23.200]  守回舊約的節期
[00:03:23.200 --> 00:03:25.200]  我覺得某個情況
[00:03:25.200 --> 00:03:27.300]  是否去到一個極端
[00:03:27.300 --> 00:03:30.300]  保羅是法利賽人
[00:03:30.300 --> 00:03:32.400]  保羅對舊約很熟悉
[00:03:32.400 --> 00:03:36.400]  保羅是一個嚴守舊約律法的人
[00:03:36.400 --> 00:03:39.000]  但是當他面對羅馬教會的時候
[00:03:39.000 --> 00:03:40.400]  他就寫了一封信
[00:03:40.400 --> 00:03:43.400]  這封信是寫給羅馬教會
[00:03:43.400 --> 00:03:44.600]  而當時羅馬教會
[00:03:44.600 --> 00:03:46.700]  有猶太人的基督徒
[00:03:46.700 --> 00:03:48.900]  也有外邦人的基督徒
[00:03:48.900 --> 00:03:51.100]  他作為一國的猶太人
[00:03:51.100 --> 00:03:52.900]  他怎樣去寫這封信
[00:03:52.900 --> 00:03:56.900]  來詮釋福音的重點
[00:03:56.900 --> 00:03:59.500]  以至到外邦人的信徒
[00:03:59.500 --> 00:04:01.200]  和猶太人的信徒
[00:04:01.200 --> 00:04:03.100]  都能夠接受
[00:04:03.100 --> 00:04:05.000]  所以保羅在羅馬書那邊
[00:04:05.000 --> 00:04:07.200]  他提了對以色列人的
[00:04:07.200 --> 00:04:09.100]  將來的一個結果
[00:04:09.100 --> 00:04:11.100]  就是羅馬書第九章到第十一章
[00:04:11.100 --> 00:04:14.300]  他也在前面針對外邦人的罪
[00:04:14.300 --> 00:04:15.700]  來提醒他們
[00:04:15.700 --> 00:04:17.100]  你們有犯罪
[00:04:17.100 --> 00:04:18.600]  你們要回歸福音
[00:04:18.600 --> 00:04:19.900]  所以保羅的心
[00:04:19.900 --> 00:04:21.900]  就是他體寵舊約
[00:04:21.900 --> 00:04:23.500]  他也體寵新約
[00:04:23.500 --> 00:04:26.500]  他不會忽略了新約的需要
[00:04:26.500 --> 00:04:29.200]  以至到單單去守舊約
[00:04:29.200 --> 00:04:31.000]  所以保羅在羅馬書
[00:04:31.000 --> 00:04:33.500]  是給我們看回一個平衡
[00:04:33.500 --> 00:04:34.700]  第三個原因
[00:04:34.700 --> 00:04:36.000]  是更加靠近
[00:04:36.000 --> 00:04:36.900]  就是這兩年多
[00:04:36.900 --> 00:04:39.500]  香港整個政治氣候
[00:04:39.500 --> 00:04:41.200]  特別是雨傘運動之後
[00:04:41.200 --> 00:04:42.000]  香港教會
[00:04:42.000 --> 00:04:42.900]  我經常說
[00:04:42.900 --> 00:04:44.600]  香港教會到今天為止
[00:04:44.600 --> 00:04:47.200]  仍然是一個割裂的環境
[00:04:47.200 --> 00:04:48.100]  換言之
[00:04:48.100 --> 00:04:50.300]  因為兩年多以前的雨傘運動
[00:04:50.300 --> 00:04:52.500]  代表我們很多教會之間
[00:04:52.500 --> 00:04:55.400]  因為政治上的一些信念
[00:04:55.400 --> 00:04:57.600]  或者一些表達的不一樣
[00:04:57.600 --> 00:04:59.200]  以至到大家之間
[00:04:59.200 --> 00:05:02.900]  好像沒有再有朋友可以去做
[00:05:02.900 --> 00:05:05.400]  但是保羅寫在羅馬書
[00:05:05.400 --> 00:05:07.300]  就是正正是強調
[00:05:07.300 --> 00:05:09.700]  究竟政教是不是分離呢
[00:05:09.700 --> 00:05:11.100]  或者怎樣去詮釋
[00:05:11.100 --> 00:05:12.900]  羅馬書第十三章
[00:05:12.900 --> 00:05:14.900]  為在上的去祈禱
[00:05:14.900 --> 00:05:16.900]  所以保羅同樣是一樣
[00:05:16.900 --> 00:05:19.500]  他是在面對當時的政治氣候
[00:05:19.500 --> 00:05:21.400]  無論是當時羅馬的政治
[00:05:21.400 --> 00:05:23.000]  無論是猶太人的基督徒
[00:05:23.000 --> 00:05:25.000]  和外邦人的基督徒
[00:05:25.000 --> 00:05:27.100]  他們產生一些僵的底下
[00:05:27.100 --> 00:05:28.000]  保羅就說
[00:05:28.000 --> 00:05:30.900]  唯有福音
[00:05:30.900 --> 00:05:34.500]  是可以將我們兩個不同的人
[00:05:34.500 --> 00:05:36.400]  可以因著福音的緣故
[00:05:36.400 --> 00:05:39.400]  我們可以二合為一
[00:05:39.400 --> 00:05:40.300]  同心
[00:05:40.300 --> 00:05:43.400]  是保羅渴望用福音
[00:05:43.400 --> 00:05:46.600]  來帶出一個最重要的信仰的同心
[00:05:46.600 --> 00:05:48.100]  我們不是統一
[00:05:48.100 --> 00:05:49.700]  我們是合一
[00:05:49.700 --> 00:05:50.800]  所謂合一就是
[00:05:50.800 --> 00:05:54.000]  我們是能夠求同存異
[00:05:54.000 --> 00:05:56.100]  因為我們可能有很多不同
[00:05:56.100 --> 00:05:58.500]  但是最重要的同就是福音
[00:05:58.500 --> 00:06:01.400]  所以保羅是特別在羅馬書那邊
[00:06:01.400 --> 00:06:04.700]  去詮釋什麼叫做福音
[00:06:04.700 --> 00:06:06.700]  所以今天我的題目就是
[00:06:06.700 --> 00:06:10.000]  轉化生命的福音
[00:06:10.000 --> 00:06:11.400]  是我的題目
[00:06:11.400 --> 00:06:16.300]  就是因為羅馬書很強調十二章
[00:06:16.300 --> 00:06:20.200]  十二章說到我們不要效法這個世界
[00:06:20.200 --> 00:06:23.600]  總要心意根深而變化
[00:06:23.600 --> 00:06:26.500]  這是羅馬書很重要的一章經文
[00:06:26.500 --> 00:06:28.000]  很重要的兩節聖經
[00:06:28.000 --> 00:06:32.400]  很多目者都會說十二章第一節和第二節
[00:06:32.400 --> 00:06:36.900]  保羅強調我們不要確定這個世界
[00:06:36.900 --> 00:06:38.900]  不要效法 不要確定
[00:06:38.900 --> 00:06:40.900]  但是卻要轉化
[00:06:40.900 --> 00:06:43.300]  我們不要確定 卻要轉化
[00:06:43.300 --> 00:06:46.300]  我們的生命要被轉化
[00:06:46.300 --> 00:06:48.500]  我們的生命要被根深
[00:06:48.500 --> 00:06:50.000]  所以對保羅來說
[00:06:50.000 --> 00:06:53.000]  福音是一個轉化生命的福音
[00:06:53.000 --> 00:06:55.600]  當然今天是第一課講羅馬書
[00:06:55.600 --> 00:06:58.600]  我們必須要講一講小小的背景
[00:06:58.600 --> 00:07:01.000]  因為講背景其實是比較悶的
[00:07:01.000 --> 00:07:03.900]  所以我用五分鐘給大家悶一點
[00:07:03.900 --> 00:07:05.700]  如果大家昨天真的很晚睡
[00:07:05.700 --> 00:07:07.300]  這五分鐘可以睡一睡
[00:07:07.300 --> 00:07:09.500]  可以養一養神
[00:07:09.500 --> 00:07:11.700]  因為背景我不說不行
[00:07:11.700 --> 00:07:13.300]  因為背景是很重要
[00:07:13.300 --> 00:07:14.900]  保羅為什麼會寫羅馬書
[00:07:14.900 --> 00:07:18.100]  保羅在羅馬教會什麼時候成立
[00:07:18.100 --> 00:07:20.600]  因為保羅寫羅馬書的時候
[00:07:20.600 --> 00:07:23.100]  他仍然沒有去過羅馬
[00:07:23.100 --> 00:07:24.500]  所以嚴格來說
[00:07:24.500 --> 00:07:29.500]  羅馬教會並不是保羅所謂直接去建立
[00:07:29.500 --> 00:07:31.500]  羅馬教會什麼時候開始
[00:07:31.500 --> 00:07:35.500]  其實在所有學者去研究羅馬書的時候
[00:07:35.500 --> 00:07:38.000]  其實沒有一個學者夠膽說
[00:07:38.000 --> 00:07:41.500]  羅馬教會是哪一年開始建立
[00:07:41.500 --> 00:07:43.100]  我們同福堂很清楚
[00:07:43.100 --> 00:07:44.600]  我們同福堂是1991年
[00:07:44.600 --> 00:07:45.700]  如果大家不知道
[00:07:45.700 --> 00:07:49.200]  我們同福堂是1991年8月開始建立同福堂
[00:07:49.200 --> 00:07:50.200]  大家記住
[00:07:50.200 --> 00:07:52.600]  記不記得1991年8月開始
[00:07:52.600 --> 00:07:54.400]  所以我們知道
[00:07:54.400 --> 00:07:55.800]  但是對於羅馬教會
[00:07:55.800 --> 00:07:57.600]  其實學者研究的時候
[00:07:57.600 --> 00:07:58.600]  是沒有人知道
[00:07:58.600 --> 00:08:02.600]  究竟哪一年建立了羅馬教會
[00:08:02.600 --> 00:08:05.400]  但是我們可以從聖經一些資訊
[00:08:05.400 --> 00:08:07.700]  一些資料或者一些文獻
[00:08:07.700 --> 00:08:10.100]  我們可以猜測羅馬教會
[00:08:10.100 --> 00:08:14.700]  是在哪一個年份的範圍內建立
[00:08:14.700 --> 00:08:16.500]  第一個資料就是
[00:08:16.500 --> 00:08:18.300]  《使徒行傳》第二章第十節
[00:08:18.300 --> 00:08:19.700]  《使徒行傳》第二章第十節
[00:08:19.700 --> 00:08:21.600]  很明顯就是五旬節那一篇
[00:08:21.600 --> 00:08:23.000]  聖經很清楚講到
[00:08:23.000 --> 00:08:26.700]  當時來自不同地區的一些猶太人
[00:08:26.700 --> 00:08:29.600]  回到耶路撒冷去守五旬節
[00:08:29.600 --> 00:08:32.200]  而當中有來自羅馬的人
[00:08:32.200 --> 00:08:33.900]  來自羅馬的猶太人
[00:08:33.900 --> 00:08:37.400]  或者歸化了猶太人的來自羅馬的人
[00:08:37.400 --> 00:08:38.400]  所以很明顯
[00:08:38.400 --> 00:08:40.800]  他們在五旬節見到聖靈的大能
[00:08:40.800 --> 00:08:42.100]  聖靈的驍冠
[00:08:42.100 --> 00:08:43.500]  聖靈的作為
[00:08:43.500 --> 00:08:45.000]  彼得起身一講到
[00:08:45.000 --> 00:08:46.800]  三千人受浸
[00:08:46.800 --> 00:08:48.300]  以致到當中
[00:08:48.300 --> 00:08:51.600]  一定是有來自羅馬的猶太人
[00:08:51.600 --> 00:08:52.500]  所以很明顯
[00:08:52.500 --> 00:08:55.100]  他們回歸到羅馬的時候
[00:08:55.100 --> 00:08:57.800]  他們就繼續在那裡傳福音
[00:08:57.800 --> 00:08:59.700]  教會就得以被建立
[00:08:59.700 --> 00:09:00.800]  那個年份大概是
[00:09:00.800 --> 00:09:03.200]  主後三十三十一或者三十二三十三
[00:09:03.200 --> 00:09:05.200]  我們不同的人有不同的計法
[00:09:05.200 --> 00:09:09.200]  第二就是來自羅馬一個歷史學家
[00:09:09.200 --> 00:09:11.200]  叫做蘇埃托尼烏斯
[00:09:11.200 --> 00:09:12.500]  這個歷史學家
[00:09:12.500 --> 00:09:15.900]  曾經在他自己的作品裡面
[00:09:15.900 --> 00:09:19.000]  他說在格魯雕
[00:09:19.000 --> 00:09:22.700]  這個格魯雕就是羅馬第四任的蓋薩皇帝
[00:09:22.700 --> 00:09:24.100]  他說在格魯雕時代
[00:09:24.100 --> 00:09:27.900]  他曾經見到在羅馬裡面
[00:09:27.900 --> 00:09:30.600]  有一群猶太人是暴民
[00:09:30.600 --> 00:09:32.400]  他們製造暴亂
[00:09:32.400 --> 00:09:36.800]  於是將這些猶太人趕出了羅馬
[00:09:36.800 --> 00:09:41.100]  這個正正是看回《史特蘭傳》第十八章第二節
[00:09:41.100 --> 00:09:41.900]  很明顯
[00:09:41.900 --> 00:09:45.300]  路加曾經在《史特蘭傳》也記載過
[00:09:45.300 --> 00:09:47.300]  他說有些猶太人
[00:09:47.300 --> 00:09:50.900]  是被格魯雕趕走
[00:09:50.900 --> 00:09:52.900]  是離開了意大利
[00:09:52.900 --> 00:09:55.100]  這對夫婦大家都會很熟
[00:09:55.100 --> 00:09:57.200]  就是阿基拉和伯居拉
[00:09:57.200 --> 00:09:59.200]  所以很明顯
[00:09:59.200 --> 00:10:00.900]  《史特蘭傳》十八章第二節
[00:10:00.900 --> 00:10:05.900]  和這個歷史學家蘇埃托尼烏斯所寫的
[00:10:05.900 --> 00:10:07.300]  是非常吻合
[00:10:07.300 --> 00:10:11.000]  那個年份是大概主後四十九年
[00:10:11.000 --> 00:10:12.400]  所以很明顯
[00:10:12.400 --> 00:10:13.900]  在那個範圍裏面
[00:10:13.900 --> 00:10:17.300]  或許是羅馬教會成立的年份
[00:10:17.300 --> 00:10:19.500]  當然到了主後九十五年
[00:10:19.500 --> 00:10:21.500]  這是一個更加後期的文獻
[00:10:21.500 --> 00:10:24.100]  當時有一個主教叫格利敏
[00:10:24.100 --> 00:10:27.800]  他在自己的作品《格利敏前書》
[00:10:27.800 --> 00:10:29.600]  寫過一個事件
[00:10:29.600 --> 00:10:32.600]  提到當時在羅馬教會
[00:10:32.600 --> 00:10:34.600]  派了三位老人家
[00:10:34.600 --> 00:10:35.900]  他強調是老人家
[00:10:35.900 --> 00:10:40.300]  他說帶一封信去哥倫多教會
[00:10:40.300 --> 00:10:41.800]  他加多一個註腳
[00:10:41.800 --> 00:10:43.400]  他說這三位老人家
[00:10:43.400 --> 00:10:47.900]  從小已經沒有任何瑕疵
[00:10:47.900 --> 00:10:49.700]  沒有任何指責
[00:10:49.700 --> 00:10:51.300]  就是說這三位老人家
[00:10:51.300 --> 00:10:53.500]  可能三十多歲已經信耶穌
[00:10:53.500 --> 00:10:55.500]  一直到主後九十五年
[00:10:55.500 --> 00:10:57.000]  仍然堅守信仰
[00:10:57.000 --> 00:10:59.600]  於是這三位老人家就帶一封信
[00:10:59.600 --> 00:11:01.700]  由羅馬去到哥倫多教會
[00:11:01.700 --> 00:11:05.200]  所以所有學者會認為
[00:11:05.200 --> 00:11:07.700]  羅馬教會成立的年份
[00:11:07.700 --> 00:11:09.900]  大概是主後三十多年
[00:11:09.900 --> 00:11:11.900]  到主後四十九年
[00:11:11.900 --> 00:11:13.600]  中間這個時間
[00:11:13.600 --> 00:11:16.100]  就建立了羅馬教會
[00:11:16.100 --> 00:11:18.200]  而當然在近代
[00:11:18.200 --> 00:11:20.500]  有一個德國神學家叫Peter Lam
[00:11:20.500 --> 00:11:23.300]  他就繼續研究
[00:11:23.300 --> 00:11:27.500]  究竟羅馬教會開始的地方在哪裏
[00:11:27.500 --> 00:11:29.500]  當然我們今天同福堂開始
[00:11:29.500 --> 00:11:31.300]  就在銅鑼灣
[00:11:31.300 --> 00:11:32.800]  究竟在哪裏呢
[00:11:32.800 --> 00:11:35.900]  他經過很多的研究當中
[00:11:35.900 --> 00:11:37.900]  他說原來羅馬教會
[00:11:37.900 --> 00:11:41.100]  就是當猶太人信徒回到羅馬之後
[00:11:41.100 --> 00:11:43.800]  他們傳福音就選了一個地方
[00:11:43.800 --> 00:11:47.600]  這個地方是人口非常密集的一個城市
[00:11:47.600 --> 00:11:50.500]  也是非常貧窮的一個地區
[00:11:50.500 --> 00:11:52.400]  叫做特拉斯提弗列
[00:11:52.400 --> 00:11:54.900]  在那個地方開始傳福音
[00:11:54.900 --> 00:11:56.700]  因著很多人信耶穌
[00:11:56.700 --> 00:11:59.300]  很多外邦的奴隸信耶穌
[00:11:59.300 --> 00:12:02.000]  於是教會就從一個很貧窮的地方
[00:12:02.000 --> 00:12:03.300]  開始被建立
[00:12:03.300 --> 00:12:04.800]  為甚麼他會這樣說呢
[00:12:04.800 --> 00:12:07.200]  就因為在羅馬書第十六章
[00:12:07.200 --> 00:12:09.200]  保羅寫完信之後
[00:12:09.200 --> 00:12:11.000]  通常他都會問案
[00:12:11.000 --> 00:12:13.200]  而當中有三個名字
[00:12:13.200 --> 00:12:14.400]  一般來說
[00:12:14.400 --> 00:12:16.800]  只是奴隸會改這些名字
[00:12:16.800 --> 00:12:18.500]  所以看這個名字就知道是奴隸
[00:12:18.500 --> 00:12:21.600]  包括黑馬、非俄羅古和尤利亞
[00:12:21.600 --> 00:12:23.800]  所以這個德國神學家
[00:12:23.800 --> 00:12:24.900]  他就會強調
[00:12:24.900 --> 00:12:29.200]  他說這個可能是來自一個很貧窮的地方
[00:12:29.200 --> 00:12:32.000]  而這個地方是人口密集的地方
[00:12:32.000 --> 00:12:34.600]  甚至有很多奴隸的地方
[00:12:34.600 --> 00:12:36.800]  教會就從那裡開始
[00:12:36.800 --> 00:12:39.200]  然後慢慢慢慢去被建立
[00:12:39.200 --> 00:12:41.900]  所以羅馬的教會
[00:12:41.900 --> 00:12:44.800]  大概是在一個這樣的範圍的時間
[00:12:44.800 --> 00:12:47.000]  在一個這樣的貧窮的地方
[00:12:47.000 --> 00:12:48.300]  開始被建立
[00:12:48.300 --> 00:12:50.200]  保羅從來沒有去過
[00:12:50.200 --> 00:12:52.900]  寫信之前沒有去過羅馬
[00:12:52.900 --> 00:12:54.800]  那為甚麼他會寫羅馬書
[00:12:54.800 --> 00:12:56.600]  他的資訊從何而來
[00:12:56.600 --> 00:12:59.500]  很明顯一定是從伯記拉和阿基拉
[00:12:59.500 --> 00:13:04.400]  因為這對夫婦和保羅是很好的關係
[00:13:04.400 --> 00:13:06.200]  是很密切的同工
[00:13:06.200 --> 00:13:07.000]  所以很明顯
[00:13:07.000 --> 00:13:09.800]  這對夫婦仍然收到很多的資訊
[00:13:09.800 --> 00:13:11.000]  是來自羅馬
[00:13:11.000 --> 00:13:12.600]  以致他跟保羅說
[00:13:12.600 --> 00:13:16.400]  而保羅就寫了一封信給羅馬的教會
[00:13:16.400 --> 00:13:18.500]  就出現了羅馬書
[00:13:18.500 --> 00:13:20.400]  這是一個很簡單的背景
[00:13:20.400 --> 00:13:21.300]  大家聽到就聽到
[00:13:21.300 --> 00:13:23.600]  聽不到就不要緊
[00:13:23.600 --> 00:13:27.000]  當然保羅為甚麼這麼強調福音
[00:13:27.000 --> 00:13:27.900]  剛才我說了
[00:13:27.900 --> 00:13:31.000]  因為他很想把一個「同」
[00:13:31.000 --> 00:13:33.200]  放在很多不同的當中
[00:13:33.200 --> 00:13:35.900]  就是因為他看到這個福音
[00:13:35.900 --> 00:13:38.500]  是真的能夠轉化生命
[00:13:38.500 --> 00:13:42.300]  今天我們不是要效法這個世界
[00:13:42.300 --> 00:13:44.400]  我們不是要確定這個世界
[00:13:44.400 --> 00:13:46.200]  我們卻要轉化
[00:13:46.200 --> 00:13:48.600]  以致這個轉化生命的福音
[00:13:48.600 --> 00:13:51.500]  是保羅很強調
[00:13:51.500 --> 00:13:52.600]  他為甚麼這麼強調
[00:13:52.600 --> 00:13:54.600]  今天由第一節到第七節
[00:13:54.600 --> 00:13:56.600]  我們看到從三方面
[00:13:56.600 --> 00:13:59.600]  我們看到這個福音的大能
[00:13:59.600 --> 00:14:02.200]  這個轉化生命福音的大能
[00:14:02.200 --> 00:14:03.600]  第一
[00:14:03.600 --> 00:14:07.300]  保羅是從他自己親身的經歷到
[00:14:07.300 --> 00:14:10.800]  這個福音的轉化生命的大能
[00:14:10.800 --> 00:14:12.900]  我們讀一讀第一節
[00:14:12.900 --> 00:14:14.300]  準備一二三
[00:14:14.300 --> 00:14:16.600]  耶穌基督的僕人保羅
[00:14:16.600 --> 00:14:18.400]  奉召為使徒
[00:14:18.400 --> 00:14:21.000]  特派傳神的福音
[00:14:21.000 --> 00:14:21.700]  很簡單
[00:14:21.700 --> 00:14:23.500]  保羅自我介紹
[00:14:23.500 --> 00:14:25.900]  他說我是耶穌基督的僕人
[00:14:25.900 --> 00:14:28.400]  我是奉召成為使徒
[00:14:28.400 --> 00:14:29.800]  要做一件事
[00:14:29.800 --> 00:14:33.600]  就是將神的福音傳開
[00:14:33.600 --> 00:14:34.800]  很明顯
[00:14:34.800 --> 00:14:35.900]  皇媽教會
[00:14:35.900 --> 00:14:37.100]  剛才我說過
[00:14:37.100 --> 00:14:39.400]  極有可能是主後三十多年
[00:14:39.400 --> 00:14:41.900]  一班猶太人信耶穌在五重節
[00:14:41.900 --> 00:14:43.900]  回去建立教會
[00:14:43.900 --> 00:14:47.000]  在一個人口密集的一個地方
[00:14:47.000 --> 00:14:48.500]  一個很貧窮的地方
[00:14:48.500 --> 00:14:50.200]  在一班奴隸的地方
[00:14:50.200 --> 00:14:52.100]  向一班奴隸傳福音
[00:14:52.100 --> 00:14:53.800]  這班奴隸在當時來說
[00:14:53.800 --> 00:14:55.700]  肯定是外邦人
[00:14:55.700 --> 00:14:58.300]  所以他們在外邦人當中傳福音
