
[00:00:00.000 --> 00:00:04.420]  今天和你們分享一個題目
[00:01:59.360 --> 00:02:02.680]  我開車經過一個地方
[00:02:02.680 --> 00:02:06.880]  工人在鋪路
[00:02:06.880 --> 00:02:08.680]  很熱的
[00:02:08.680 --> 00:02:10.560]  納青又熱
[00:02:10.560 --> 00:02:12.680]  再加上差不多100度
[00:02:12.680 --> 00:02:14.080]  真的很熱
[00:02:14.080 --> 00:02:17.960]  大部份工人都是男性
[00:02:17.960 --> 00:02:20.320]  個個都曬得很黑
[00:02:20.320 --> 00:02:24.480]  其中有一個不是男性,她是女性
[00:02:24.480 --> 00:02:27.360]  在那裏做鋪路的功夫
[00:02:27.360 --> 00:02:29.360]  我看到就很心疼
[00:02:29.360 --> 00:02:34.240]  當然我們美國會說男女平等
[00:02:34.240 --> 00:02:36.480]  現在女性都可以當兵
[00:02:36.480 --> 00:02:40.160]  但我心裏忍不住覺得
[00:02:41.360 --> 00:02:45.800]  這麼辛苦的工作應該由男性去做
[00:02:45.800 --> 00:02:49.800]  女性曬太陽對皮膚不好
[00:02:49.800 --> 00:02:53.680]  又容易老化
[00:02:53.680 --> 00:03:00.360]  我覺得這個工作始終都是男性會適合多些
[00:03:00.360 --> 00:03:03.720]  所以我覺得聖經裏面說得非常對
[00:03:03.720 --> 00:03:06.440]  男女是互相的配合
[00:03:09.600 --> 00:03:12.840]  還有我剛才說了男性的地位
[00:03:12.840 --> 00:03:15.480]  爸爸的地位是日益的
[00:03:15.480 --> 00:03:16.960]  低落
[00:03:16.960 --> 00:03:19.160]  我們看一看
[00:03:19.160 --> 00:03:22.720]  其實做爸爸或做男性
[00:03:22.720 --> 00:03:24.720]  有很多好處
[00:03:24.720 --> 00:03:26.160]  有什麼好處呢
[00:03:26.160 --> 00:03:29.320]  譬如我們談電話30秒就搞定
[00:03:29.320 --> 00:03:31.320]  不是30分鐘
[00:03:31.320 --> 00:03:33.680]  我們去旅行
[00:03:33.680 --> 00:03:34.800]  去多少天都好
[00:03:34.800 --> 00:03:36.840]  無論是5天或5個月
[00:03:36.840 --> 00:03:39.520]  我們一個皮箱就搞定了
[00:03:40.520 --> 00:03:43.400]  我們那部車有問題
[00:03:43.400 --> 00:03:45.680]  去到修車師傅那裏
[00:03:45.680 --> 00:03:48.360]  那些修車師傅就不敢騙我們
[00:03:48.360 --> 00:03:50.360]  因為我們是男性
[00:03:50.360 --> 00:03:54.440]  還有譬如你開始有些白頭髮
[00:03:54.440 --> 00:03:57.720]  或者開始有些愚昧紋
[00:03:57.720 --> 00:03:59.000]  皺紋
[00:03:59.000 --> 00:04:02.720]  人家就會說你好像Bill Clinton
[00:04:02.720 --> 00:04:04.000]  好帥
[00:04:04.000 --> 00:04:05.000]  是吧
[00:04:05.000 --> 00:04:07.320]  人家不會說你老
[00:04:07.320 --> 00:04:13.520]  會說你越成熟就越有型
[00:04:13.520 --> 00:04:17.040]  還有我想這個都是挺好的
[00:04:17.040 --> 00:04:21.520]  譬如你去到一個典禮或派對
[00:04:21.520 --> 00:04:23.600]  進去跟人撞衣服
[00:04:23.600 --> 00:04:27.920]  有一個男的跟你穿的衣服一模一樣的時候
[00:04:27.920 --> 00:04:30.200]  你就不會很憤怒
[00:04:30.200 --> 00:04:32.400]  你不會很生氣
[00:04:32.400 --> 00:04:34.400]  哎呀撞衣服了
[00:04:34.400 --> 00:04:34.960]  不會
[00:04:34.960 --> 00:04:37.200]  你反而會走到去跟他說
[00:04:37.200 --> 00:04:38.720]  哎 Buddy Buddy
[00:04:38.720 --> 00:04:40.960]  這麼巧我們穿同一個衣服
[00:04:40.960 --> 00:04:42.120]  兩兄弟
[00:04:42.120 --> 00:04:42.880]  是吧
[00:04:42.880 --> 00:04:46.000]  如果是女性可能就不行
[00:04:46.000 --> 00:04:47.800]  還有的
[00:04:47.800 --> 00:04:50.600]  就是我們男的或者做Daddy的
[00:04:50.600 --> 00:04:53.400]  吃飽飯我們打個飽
[00:04:53.400 --> 00:04:54.320]  那些叫什麼
[00:04:54.320 --> 00:04:56.560]  打個屍液那些
[00:04:56.560 --> 00:05:00.400]  女性就不能夠這樣做
[00:05:00.400 --> 00:05:02.880]  但是男性做了之後
[00:05:02.880 --> 00:05:05.480]  人家覺得是理所當然的
[00:05:05.480 --> 00:05:09.480]  還有就是我們去洗手間
[00:05:09.480 --> 00:05:13.120]  我們不需要招集一群人一起去
[00:05:13.120 --> 00:05:14.320]  這個都是挺好的
[00:05:14.320 --> 00:05:15.720]  我們是獨行俠
[00:05:15.720 --> 00:05:17.360]  獨行自己去
[00:05:17.360 --> 00:05:19.880]  我們很少說我們一起去
[00:05:19.880 --> 00:05:20.680]  不會的
[00:05:20.680 --> 00:05:24.360]  女的就很喜歡我們一群去
[00:05:24.360 --> 00:05:27.800]  可能在裡面有些會開
[00:05:27.800 --> 00:05:30.840]  我們男的就是一個荷包
[00:05:30.840 --> 00:05:33.440]  一雙鞋
[00:05:33.440 --> 00:05:34.760]  一隻顏色
[00:05:34.760 --> 00:05:37.160]  就可以過一年了
[00:05:37.160 --> 00:05:40.080]  女性就比較困難
[00:05:40.080 --> 00:05:42.320]  特別是那些包包
[00:05:42.320 --> 00:05:43.600]  你也知道的
[00:05:43.600 --> 00:05:45.200]  家裡也
[00:05:45.200 --> 00:05:47.960]  不同的場合你用不同的包
[00:05:47.960 --> 00:05:50.320]  不同的場合你穿不同的鞋
[00:05:50.320 --> 00:05:52.000]  顏色就不用說了
[00:05:52.000 --> 00:05:53.240]  當然是很多的
[00:05:53.240 --> 00:05:54.960]  男的我們真是
[00:05:54.960 --> 00:05:57.320]  其實神都很祝福我們
[00:05:57.320 --> 00:05:59.680]  還有就是
[00:05:59.680 --> 00:06:01.840]  譬如你的朋友
[00:06:01.840 --> 00:06:05.560]  你的好的朋友
[00:06:05.560 --> 00:06:08.000]  他們出去玩或者出去派對
[00:06:08.000 --> 00:06:09.640]  忘記了打電話給你
[00:06:09.640 --> 00:06:13.520]  你就不會生他的氣一輩子
[00:06:13.520 --> 00:06:14.200]  是不是
[00:06:14.200 --> 00:06:16.000]  仍然他都是你的朋友
[00:06:16.000 --> 00:06:17.120]  你也或者叫他
[00:06:17.120 --> 00:06:20.160]  有空下次你請我吧
[00:06:20.160 --> 00:06:24.080]  所以做爸爸或者做男性
[00:06:24.080 --> 00:06:26.000]  其實都有很多的好處
[00:06:26.000 --> 00:06:28.680]  為什麼我今天要說這些呢
[00:06:28.680 --> 00:06:31.840]  很多時候特別是父親節
[00:06:31.840 --> 00:06:34.160]  我們就會告訴我們的父親
[00:06:34.160 --> 00:06:36.440]  你應該怎樣做
[00:06:36.440 --> 00:06:39.920]  做父親覺得很大壓力
[00:06:39.920 --> 00:06:41.360]  今天我不是給你壓力
[00:06:41.360 --> 00:06:43.280]  我是完全沒有壓力
[00:06:43.280 --> 00:06:45.280]  我今天所說的只不過是
[00:06:45.280 --> 00:06:47.160]  將我心裡面的說話
[00:06:47.160 --> 00:06:48.200]  和你分享
[00:06:48.200 --> 00:06:49.560]  是我眼中裡面
[00:06:49.560 --> 00:06:52.520]  我的父親究竟是怎樣
[00:06:52.520 --> 00:06:53.760]  其實聖經裡面
[00:06:53.760 --> 00:06:56.760]  對父親的角色是非常重視
[00:06:56.760 --> 00:06:58.520]  在聖經裡面說
[00:06:58.520 --> 00:07:04.200]  做父親的是一家屬靈的頭
[00:07:04.200 --> 00:07:06.000]  在聖經裡面也說
[00:07:06.000 --> 00:07:13.160]  我們的父親要負責供養家庭的需要
[00:07:13.160 --> 00:07:15.000]  還有最重要的一件事
[00:07:15.000 --> 00:07:16.680]  就是我們在地的父親
[00:07:16.680 --> 00:07:20.000]  原來就是代表在天的父親
[00:07:20.000 --> 00:07:21.400]  哇
[00:07:21.400 --> 00:07:23.960]  這個才是最重要的責任
[00:07:23.960 --> 00:07:27.160]  在這裡我不是說要貶低我們的母親
[00:07:27.160 --> 00:07:29.480]  其實母親非常重要
[00:07:29.480 --> 00:07:32.960]  但是父親也非常重要
[00:07:32.960 --> 00:07:34.560]  有一個小朋友
[00:07:34.560 --> 00:07:36.240]  有人問這個小朋友
[00:07:36.240 --> 00:07:41.040]  你知不知道母親節和父親節的分別在哪裡
[00:07:41.040 --> 00:07:42.640]  那個小朋友說
[00:07:42.640 --> 00:07:44.160]  分別也不是很大
[00:07:44.160 --> 00:07:48.840]  只不過父親節爸爸的禮物比較小
[00:07:48.840 --> 00:07:55.120]  剛才我也說了
[00:07:55.120 --> 00:08:00.480]  今天我是用我眼裡面的父親
[00:08:00.480 --> 00:08:04.200]  是怎樣和你們一起分享
[00:08:04.200 --> 00:08:09.320]  可能你們的父親和我父親
[00:08:09.320 --> 00:08:13.920]  都是有同樣以下的一點
[00:08:13.920 --> 00:08:15.400]  第一
[00:08:15.400 --> 00:08:19.400]  他是專心一意的侍奉和敬畏上主
[00:08:19.400 --> 00:08:22.880]  我父親是一位牧師
[00:08:22.880 --> 00:08:27.680]  他專心一意的侍奉和敬畏上主
[00:08:27.680 --> 00:08:32.520]  他在香港做了傳道人三十五年之久
[00:08:32.520 --> 00:08:35.040]  在他侍奉的生涯裡面
[00:08:35.040 --> 00:08:38.600]  我看到他是很忠心的侍奉
[00:08:38.600 --> 00:08:42.760]  和敬畏他所侍奉的神
[00:08:42.760 --> 00:08:46.960]  在他三十多年的侍奉生涯裡面
[00:08:46.960 --> 00:08:49.720]  他去過不同的地方
[00:08:49.720 --> 00:08:53.360]  他去過的地方都是漁民聚居的地方
[00:08:53.360 --> 00:08:56.600]  第一個他侍奉的地方是塔門
[00:08:56.600 --> 00:08:59.640]  其實我是在塔門出生的
[00:08:59.640 --> 00:09:01.520]  第二個地方是西貢
[00:09:01.520 --> 00:09:03.440]  不是越南的西貢
[00:09:03.440 --> 00:09:05.680]  是香港的西貢
[00:09:05.680 --> 00:09:07.400]  香港也有一個西貢
[00:09:07.400 --> 00:09:09.920]  吃魚是很好的地方
[00:09:09.920 --> 00:09:11.880]  第三就是去到沙頭角
[00:09:11.880 --> 00:09:16.040]  沙頭角也是一個漁民聚居的地方
[00:09:16.040 --> 00:09:19.160]  他在漁民聚居的地方
[00:09:19.160 --> 00:09:21.720]  來服侍這些漁民
[00:09:21.720 --> 00:09:23.480]  在當時來說
[00:09:23.480 --> 00:09:31.920]  漁民是非常貧乏的一群群族
[00:09:31.920 --> 00:09:34.760]  他們是打魚為生
[00:09:34.760 --> 00:09:40.720]  我們中國人說的一句話就是看天吃飯的人
[00:09:40.720 --> 00:09:42.520]  天氣好
[00:09:42.520 --> 00:09:43.600]  就有魚
[00:09:43.600 --> 00:09:45.880]  天氣不好就不能出海
[00:09:45.880 --> 00:09:47.320]  就沒有海產
[00:09:47.320 --> 00:09:49.760]  就沒有魚獲
[00:09:49.760 --> 00:09:53.560]  我爸爸在那些地方侍奉這些漁民
[00:09:53.560 --> 00:09:58.080]  漁民真的住在漁船上面
[00:09:58.080 --> 00:10:02.360]  他們在陸地上是沒有房屋的
[00:10:02.360 --> 00:10:06.840]  起居飲食都在那艘船上面
[00:10:06.840 --> 00:10:09.400]  你想一下那艘船有多大
[00:10:09.400 --> 00:10:10.680]  很小
[00:10:10.680 --> 00:10:13.720]  一家人很多口
[00:10:13.720 --> 00:10:17.240]  都在那艘船上面生活
[00:10:17.240 --> 00:10:21.600]  你想一下就可想而知那種擠迫的情況
[00:10:21.600 --> 00:10:27.200]  還有出海是非常辛苦的一回事
[00:10:27.200 --> 00:10:28.320]  不是簡單
[00:10:28.320 --> 00:10:31.880]  又要經過這些風浪
[00:10:31.880 --> 00:10:36.440]  我爸爸就在這些不同的漁村裡面
[00:10:36.440 --> 00:10:39.480]  侍奉這位神
[00:10:39.480 --> 00:10:43.040]  在《若書雅記》二十四章十五節裡這樣說
[00:10:43.040 --> 00:10:46.480]  「若是你們以侍奉耶和華為不好
[00:10:46.480 --> 00:10:49.440]  今天就可以選擇所要侍奉的
[00:10:49.440 --> 00:10:53.920]  是你們列祖在大河那邊所侍奉的神
[00:10:53.920 --> 00:10:59.360]  是你們所住這地的阿摩利人的神
[00:10:59.360 --> 00:11:01.040]  至於我和我家
[00:11:01.040 --> 00:11:05.200]  我們必定侍奉耶和華」
[00:11:05.200 --> 00:11:09.000]  《若書雅記》二十四章記載
[00:11:09.000 --> 00:11:12.000]  若書雅已經是去到她晚年的時間
[00:11:12.000 --> 00:11:14.280]  她已經知道自己時日不多
[00:11:14.280 --> 00:11:19.200]  所以她在這群以色列人面前再一次表明自己的心智
[00:11:19.200 --> 00:11:21.760]  「至於我和我的家
[00:11:21.760 --> 00:11:26.520]  我們必定侍奉這位真神」
[00:11:26.520 --> 00:11:31.360]  究竟我們有什麼東西可以留給下一代呢?
[00:11:31.360 --> 00:11:34.880]  我們有什麼遺產可以留給下一代呢?
[00:11:34.880 --> 00:11:39.120]  最重要的是將我們的信心留給下一代
[00:11:39.120 --> 00:11:45.040]  將我們所信的這位神介紹給我們下一代來認識
[00:11:45.040 --> 00:11:45.720]  很感謝神
[00:11:45.720 --> 00:11:51.400]  我們一家裡面有三兄弟姐妹
[00:11:51.400 --> 00:11:56.480]  我腳下有一個妹妹
[00:11:56.480 --> 00:11:58.240]  也有一個弟弟
[00:11:58.240 --> 00:11:59.280]  很感謝神
[00:11:59.280 --> 00:12:01.320]  我們三家人
[00:12:01.320 --> 00:12:04.520]  包括我們第三代
[00:12:04.520 --> 00:12:07.800]  全部都是基督徒
[00:12:07.800 --> 00:12:09.680]  我很感謝我的父親
[00:12:09.680 --> 00:12:12.360]  他將這些屬靈的福氣
[00:12:12.360 --> 00:12:17.640]  屬靈的遺產給了我們
[00:12:17.640 --> 00:12:20.880]  還有他是一位敬畏上主的人
[00:12:20.880 --> 00:12:23.240]  在《針研》十四章二十六節
[00:12:23.240 --> 00:12:30.920]  他說敬畏上主就有倚靠他的家人安全穩妥
[00:12:30.920 --> 00:12:33.360]  我還記得
[00:12:33.360 --> 00:12:38.960]  他是一位很敬畏神的傳道人
[00:12:38.960 --> 00:12:40.360]  一位父親
[00:12:40.360 --> 00:12:44.160]  有一次我去海灘
[00:12:44.160 --> 00:12:46.760]  那些是野孩子
[00:12:46.760 --> 00:12:50.920]  不小心弄傷了
[00:12:50.920 --> 00:12:52.720]  回到海灘
[00:12:52.720 --> 00:12:57.240]  第一件事他不是問我傷勢如何
[00:12:57.240 --> 00:12:58.200]  他不是
[00:12:58.200 --> 00:12:59.840]  第一件事他跟我說
[00:12:59.840 --> 00:13:03.480]  我的中文名是恩慈
[00:13:03.480 --> 00:13:06.240]  你很祈禱認罪
[00:13:06.240 --> 00:13:07.680]  我問為甚麼
[00:13:07.680 --> 00:13:10.160]  你可能今天受傷
[00:13:10.160 --> 00:13:13.240]  可能你得罪了神
[00:13:13.240 --> 00:13:15.800]  你快點祈禱認罪
[00:13:15.800 --> 00:13:19.440]  我今天想起
[00:13:19.440 --> 00:13:21.280]  原來他是將神放在手上
[00:13:21.280 --> 00:13:23.120]  當然他會心疼我
[00:13:23.120 --> 00:13:24.560]  弄傷了我的腳
[00:13:24.560 --> 00:13:29.040]  但他更加注意的是
[00:13:29.040 --> 00:13:30.600]  我有沒有得罪神
[00:13:30.600 --> 00:13:35.760]  有沒有敬畏我們所信的這位主
[00:13:35.760 --> 00:13:36.800]  同樣的問題是
[00:13:36.800 --> 00:13:42.160]  你有甚麼遺產可以留給下一代
[00:13:42.160 --> 00:13:43.120]  或者你想想
[00:13:43.120 --> 00:13:47.800]  你的父親是將甚麼遺產給你
[00:13:47.800 --> 00:13:50.360]  Bill Gates很出名
[00:13:50.360 --> 00:13:52.360]  很有錢
[00:13:52.360 --> 00:13:53.440]  他有個打算
[00:13:53.440 --> 00:13:59.440]  就是每一個子女都會留一千萬給他們
[00:13:59.440 --> 00:14:03.480]  當然一千萬對他來說是非常少的錢
[00:14:03.480 --> 00:14:07.040]  但近來有一段新聞出來
[00:14:07.040 --> 00:14:10.040]  就是說Bill Gates都在想
[00:14:10.040 --> 00:14:13.800]  想一想一千萬是不是太多
[00:14:13.800 --> 00:14:14.720]  給他的子女
[00:14:14.720 --> 00:14:16.560]  即是每一個
[00:14:16.560 --> 00:14:20.320]  我覺得Bill Gates這種態度非常好
[00:14:20.320 --> 00:14:24.240]  因為他知道若果那些子女是好的
[00:14:24.240 --> 00:14:26.720]  是孝順的
[00:14:26.720 --> 00:14:28.120]  是有出息的
[00:14:28.120 --> 00:14:31.120]  他絕對不需要爸爸媽媽一分一毫
[00:14:31.120 --> 00:14:32.440]  對不對?
[00:14:32.440 --> 00:14:34.560]  若果那些子女是不孝順的
[00:14:34.560 --> 00:14:36.840]  若果那些子女是沒有出息的
[00:14:36.840 --> 00:14:42.640]  你給他都是多餘的
[00:14:42.640 --> 00:14:46.960]  所以我們留甚麼遺產給我們下一代呢?
[00:14:46.960 --> 00:14:52.600]  我們有沒有將我們的下一代引到神的面前
[00:14:52.600 --> 00:14:56.560]  有沒有注意他們的屬靈
[00:14:56.560 --> 00:14:59.360]  那個狀況、那個遺產
[00:14:59.360 --> 00:15:04.480]  我們很多時候都很注意我們下一代的教育
[00:15:04.480 --> 00:15:07.280]  他們參加很多不同的班
[00:15:07.280 --> 00:15:10.040]  但我們有沒有真正想一下
[00:15:10.040 --> 00:15:12.520]  參加了那麼多學習班
[00:15:12.520 --> 00:15:15.240]  或者課後活動
[00:15:15.240 --> 00:15:18.280]  但有沒有放眼看看這班小朋友
[00:15:18.280 --> 00:15:21.600]  他們的人格是怎樣
[00:15:21.600 --> 00:15:24.920]  他們的性格是怎樣
[00:15:24.920 --> 00:15:30.880]  他們的屬靈、生命又是怎樣
[00:15:30.880 --> 00:15:32.240]  在聖經裏面
[00:15:32.240 --> 00:15:35.600]  在《路加福音》第六章、第八章
[00:15:35.600 --> 00:15:39.920]  講述了一個我們很少提及的父親
[00:15:39.920 --> 00:15:43.200]  這個父親叫做葉努
[00:15:43.200 --> 00:15:46.000]  名字也很奇怪,叫做葉努
[00:15:46.000 --> 00:15:49.600]  有一天他的女兒十二歲病了
[00:15:49.600 --> 00:15:51.640]  他知道耶穌就在附近
[00:15:51.640 --> 00:15:56.240]  所以就馬上親自請耶穌到他家裏
[00:15:56.240 --> 00:16:02.080]  為他的女兒治病和祈禱
[00:16:02.080 --> 00:16:04.680]  走到一半
[00:16:04.680 --> 00:16:07.920]  家裏的僕人出來
[00:16:07.920 --> 00:16:12.880]  跟他說:葉努
[00:16:12.880 --> 00:16:17.920]  不好意思,你的女兒死了
[00:16:17.920 --> 00:16:21.280]  耶穌不需要來你的家
[00:16:21.280 --> 00:16:23.080]  但耶穌仍然繼續
[00:16:23.080 --> 00:16:25.440]  耶穌就這樣跟葉努說
[00:16:25.440 --> 00:16:27.360]  他說:不用怕
[00:16:27.360 --> 00:16:28.880]  只要相信
[00:16:28.880 --> 00:16:32.760]  她會好起來的
[00:16:32.760 --> 00:16:34.160]  耶穌再加上一句
[00:16:34.160 --> 00:16:37.080]  她不是死,她只是睡了覺
[00:16:37.080 --> 00:16:39.240]  旁邊的人都議論紛紛
[00:16:39.240 --> 00:16:41.560]  覺得耶穌可能是甚麼呢?
[00:16:41.560 --> 00:16:44.320]  可能是有些錯亂
[00:16:44.320 --> 00:16:45.600]  人家已經告訴你
[00:16:45.600 --> 00:16:48.280]  這個十二歲的女孩已經死了
[00:16:48.280 --> 00:16:51.480]  為甚麼耶穌還在說她睡了覺呢?
[00:16:51.480 --> 00:16:53.600]  耶穌去到那個地方
[00:16:53.600 --> 00:16:56.440]  叫那些人出去
[00:16:56.440 --> 00:16:59.840]  叫那些小朋友起來
[00:16:59.840 --> 00:17:04.120]  十二歲的女孩子
[00:17:04.120 --> 00:17:07.320]  重新一次得到生命
[00:17:07.320 --> 00:17:12.400]  耶穌還吩咐那些人給她們食物
[00:17:12.400 --> 00:17:16.840]  她的父親和母親非常驚訝
[00:17:16.840 --> 00:17:20.280]  在這裏葉努做了幾件事
[00:17:20.280 --> 00:17:21.920]  雖然在聖經裏
[00:17:21.920 --> 00:17:25.920]  父親節很少提及葉努做父親
[00:17:25.920 --> 00:17:27.720]  但他做父親做了幾件事
[00:17:27.720 --> 00:17:29.920]  我覺得非常之好
[00:17:29.920 --> 00:17:31.000]  他做了甚麼呢?
[00:17:31.000 --> 00:17:37.520]  就是他絕對不怕去尋找耶穌
[00:17:37.520 --> 00:17:41.200]  去求祂的幫助
[00:17:41.200 --> 00:17:46.200]  他不怕邀請耶穌進入他的家裏
[00:17:46.200 --> 00:17:50.520]  他不怕將他的女兒完全交在耶穌的手上
[00:17:50.520 --> 00:17:56.080]  由耶穌去掌管她
[00:17:56.080 --> 00:17:57.080]  剛才我說了
[00:17:57.080 --> 00:18:05.920]  父親是一個專心一意侍奉上主的一位父親
[00:18:05.920 --> 00:18:14.640]  他還是一個樂意對兒女們表達痛愛之心的一位父親
[00:18:14.640 --> 00:18:19.960]  中國人特別是做爸爸
[00:18:19.960 --> 00:18:24.880]  我們很少用我們的話語去表達
[00:18:24.880 --> 00:18:29.440]  對家人或對小朋友的痛愛之心
[00:18:29.440 --> 00:18:31.880]  我們中國人的爸爸
[00:18:31.880 --> 00:18:37.800]  很喜歡用行動去表達我們的愛心
[00:18:37.800 --> 00:18:40.040]  我們很少掛在嘴邊
[00:18:40.040 --> 00:18:44.080]  不像美國人那樣
[00:18:44.080 --> 00:18:46.040]  說「I love you, I love you, I love you」
[00:18:46.040 --> 00:18:48.480]  「I'm so proud of you」
[00:18:48.480 --> 00:18:50.560]  「為你而驕傲」
[00:18:50.560 --> 00:18:55.800]  我們通常會比較吝嗇一點
[00:18:55.800 --> 00:18:58.400]  我想起我父親
[00:18:58.400 --> 00:19:01.560]  我父親是一位慈父
[00:19:01.560 --> 00:19:05.880]  他從有記憶以來
[00:19:05.880 --> 00:19:09.160]  他未曾打過我
[00:19:09.160 --> 00:19:10.640]  很少
[00:19:10.640 --> 00:19:19.640]  很少父親的脾氣這麼好
[00:19:19.640 --> 00:19:22.040]  可能是因為他年輕的時候
[00:19:22.040 --> 00:19:23.040]  十幾歲的時候
[00:19:23.040 --> 00:19:25.520]  他父母已經去世了
[00:19:25.520 --> 00:19:30.640]  他定義當他有機會有自己的家庭
[00:19:30.640 --> 00:19:32.160]  有自己下一代的時候
[00:19:32.160 --> 00:19:37.880]  他定義將他的愛全盤傾出去
[00:19:37.880 --> 00:19:39.520]  神父祝福我
[00:19:39.520 --> 00:19:40.800]  我們的家庭
[00:19:40.800 --> 00:19:49.320]  讓我有一位這麼疼愛我們的父親
[00:19:49.320 --> 00:19:51.760]  我還記得
[00:19:51.760 --> 00:19:56.840]  其中最嚴厲的一次是
[00:19:56.840 --> 00:19:59.000]  我那時候已經在沙頭角居住
[00:19:59.000 --> 00:20:02.160]  沙頭角很近中國
[00:20:02.160 --> 00:20:05.200]  過了中英街就是中國
[00:20:05.200 --> 00:20:08.240]  因為那時候不是很多人檢查你的證件
[00:20:08.240 --> 00:20:10.080]  因為那時候我們都是小朋友
[00:20:10.080 --> 00:20:14.720]  經常去中國那邊打乒乓球
[00:20:14.720 --> 00:20:16.680]  不在香港那邊打,去中國那邊打
[00:20:16.680 --> 00:20:19.640]  因為覺得中國的乒乓球厲害
[00:20:19.640 --> 00:20:21.440]  踏進中國的國土
[00:20:21.440 --> 00:20:25.360]  乒乓球的技術都好很多
[00:20:25.360 --> 00:20:28.240]  去了那邊打,我很喜歡打乒乓球
[00:20:28.240 --> 00:20:30.360]  有一天玩到很晚
[00:20:30.360 --> 00:20:31.480]  不記得回家
[00:20:31.480 --> 00:20:33.480]  玩到十點鐘
[00:20:33.480 --> 00:20:35.080]  我爸爸
[00:20:35.080 --> 00:20:38.120]  因為我從來沒有試過這麼晚回家
[00:20:38.120 --> 00:20:41.680]  我自己本身也是一個野孩子
[00:20:41.680 --> 00:20:45.600]  經常去游泳、爬山
[00:20:45.600 --> 00:20:48.040]  我記得我家附近有個山坡
[00:20:48.040 --> 00:20:51.080]  我們的after school program
[00:20:51.080 --> 00:20:53.760]  就是課後活動就在那個山坡上面
[00:20:53.760 --> 00:20:57.000]  由山頂滾到山的腳
[00:20:57.000 --> 00:20:59.960]  看看誰沒有受傷
[00:20:59.960 --> 00:21:03.800]  很多這樣的事情
[00:21:03.800 --> 00:21:06.200]  爸爸媽媽都很擔心
[00:21:06.200 --> 00:21:09.360]  那天玩到這麼晚都不回家
[00:21:09.360 --> 00:21:12.800]  他就說很緊張
[00:21:12.800 --> 00:21:18.880]  就叫那些會友幫他一起找這個兒子
[00:21:18.880 --> 00:21:21.280]  到處找
[00:21:21.280 --> 00:21:25.880]  都找不到,因為我去了中國那邊打乒乓球
[00:21:25.880 --> 00:21:28.800]  回來我就拿著個乒乓球,很好玩
[00:21:28.800 --> 00:21:31.240]  滴滴滴滴滴地回家
[00:21:31.240 --> 00:21:36.240]  回家一進到門口已經知道氣氛不太對勁
[00:21:36.240 --> 00:21:40.560]  爸爸拿了把刀出來
[00:21:40.560 --> 00:21:45.440]  他皮膚很好,不是說會斬
[00:21:45.440 --> 00:21:48.280]  他說拿個乒乓球板過來
[00:21:48.280 --> 00:21:50.920]  沒辦法,拿個乒乓球板
[00:21:50.920 --> 00:21:56.360]  他就在砧板上把那個乒乓球板劈開
[00:21:56.360 --> 00:22:01.360]  但是他從來沒有用他的手打過我
[00:22:01.360 --> 00:22:05.520]  那次可以說是最嚴厲的一次
[00:22:05.520 --> 00:22:11.160]  還有一次我在家裡放火
[00:22:11.160 --> 00:22:13.520]  所以你看
[00:22:13.520 --> 00:22:16.840]  其實我媽媽今天坐在這裡都是神的恩典
[00:22:16.840 --> 00:22:22.720]  沒有激動她那麼厲害
