
[00:00:00.000 --> 00:00:20.000]  提問:亞國和猶太兩代積落的恩怨,如何在家庭中解脫這些恩怨,讓我們生命中勝過歷史的陰影和恩怨?
[00:20:30.000 --> 00:20:36.000]  梁國雄議員
[00:21:00.000 --> 00:21:06.000]  梁國雄議員
[00:21:31.000 --> 00:21:37.000]  梁國雄議員
[00:22:01.000 --> 00:22:07.000]  梁國雄議員
[00:22:31.000 --> 00:22:37.000]  梁國雄議員
[00:23:01.000 --> 00:23:07.000]  梁國雄議員
[00:23:31.000 --> 00:23:37.000]  梁國雄議員
[00:24:00.000 --> 00:24:06.000]  梁國雄議員
[00:24:31.000 --> 00:24:37.000]  梁國雄議員
[00:25:01.000 --> 00:25:07.000]  梁國雄議員
[00:25:30.000 --> 00:25:36.000]  梁國雄議員
[00:26:01.000 --> 00:26:07.000]  梁國雄議員
[00:26:31.000 --> 00:26:37.000]  梁國雄議員
[00:27:01.000 --> 00:27:07.000]  梁國雄議員
[00:27:31.000 --> 00:27:37.000]  梁國雄議員
[00:28:00.000 --> 00:28:06.000]  梁國雄議員
[00:28:30.000 --> 00:28:36.000]  梁國雄議員
[00:29:01.000 --> 00:29:07.000]  梁國雄議員
[00:29:30.000 --> 00:29:36.000]  梁國雄議員
[00:30:01.000 --> 00:30:07.000]  梁國雄議員
[00:30:31.000 --> 00:30:37.000]  梁國雄議員
[00:31:01.000 --> 00:31:07.000]  梁國雄議員
[00:31:31.000 --> 00:31:37.000]  梁國雄議員
[00:32:01.000 --> 00:32:07.000]  梁國雄議員
[00:32:31.000 --> 00:32:37.000]  梁國雄議員
[00:33:01.000 --> 00:33:07.000]  梁國雄議員
[00:33:31.000 --> 00:33:37.000]  何俊仁議員
[00:34:00.000 --> 00:34:06.000]  何俊仁議員
[00:34:31.000 --> 00:34:37.000]  何俊仁議員
[00:35:01.000 --> 00:35:07.000]  何俊仁議員
[00:35:31.000 --> 00:35:37.000]  何俊仁議員
[00:36:01.000 --> 00:36:07.000]  何俊仁議員
[00:36:31.000 --> 00:36:37.000]  何俊仁議員
[00:37:01.000 --> 00:37:07.000]  何俊仁議員
[00:37:31.000 --> 00:37:37.000]  何俊仁議員
[00:38:00.000 --> 00:38:06.000]  何俊仁議員
[00:38:31.000 --> 00:38:37.000]  何俊仁議員
[00:39:00.000 --> 00:39:06.000]  何俊仁議員
[00:39:31.000 --> 00:39:37.000]  何俊仁議員
[00:40:00.000 --> 00:40:06.000]  何俊仁議員
[00:40:31.000 --> 00:40:37.000]  何俊仁議員
[00:41:01.000 --> 00:41:07.000]  何俊仁議員
[00:41:31.000 --> 00:41:37.000]  何俊仁議員
[00:42:01.000 --> 00:42:07.000]  何俊仁議員
[00:42:31.000 --> 00:42:37.000]  何俊仁議員
[00:43:00.000 --> 00:43:06.000]  何俊仁議員
[00:43:30.000 --> 00:43:36.000]  何俊仁議員
[00:44:01.000 --> 00:44:07.000]  何俊仁議員
[00:44:31.000 --> 00:44:37.000]  何俊仁議員
[00:45:01.000 --> 00:45:07.000]  何俊仁議員
[00:45:30.000 --> 00:45:36.000]  何俊仁議員
[00:46:00.000 --> 00:46:06.000]  何俊仁議員
[00:46:31.000 --> 00:46:37.000]  何俊仁議員
[00:47:01.000 --> 00:47:07.000]  何俊仁議員
[00:47:30.000 --> 00:47:36.000]  何俊仁議員
[00:48:00.000 --> 00:48:06.000]  何俊仁議員
[00:48:31.000 --> 00:48:37.000]  何俊仁議員
[00:49:01.000 --> 00:49:07.000]  何俊仁議員
[00:49:31.000 --> 00:49:37.000]  何俊仁議員
[00:50:01.000 --> 00:50:07.000]  何俊仁議員
[00:50:31.000 --> 00:50:37.000]  何俊仁議員
[00:51:01.000 --> 00:51:07.000]  何俊仁議員
[00:51:31.000 --> 00:51:37.000]  何俊仁議員
[00:52:01.000 --> 00:52:07.000]  何俊仁議員
[00:52:31.000 --> 00:52:37.000]  何俊仁議員
[00:53:01.000 --> 00:53:07.000]  其他事項
