
[00:00:00.000 --> 00:00:01.560]  講到的題目叫做
[00:03:16.640 --> 00:03:18.200]  是不應該講的,
[00:03:18.200 --> 00:03:19.400]  是噁心的,
[00:03:19.400 --> 00:03:20.840]  是令人厭惡的,
[00:03:20.840 --> 00:03:22.120]  是不道德的,
[00:03:22.120 --> 00:03:24.840]  所以應該留給你老公,
[00:03:24.840 --> 00:03:26.920]  或者留給你老婆。
[00:03:26.920 --> 00:03:28.240]  這些這麼噁心,
[00:03:28.240 --> 00:03:28.840]  這麼污穢,
[00:03:28.840 --> 00:03:30.360]  這麼不道德的東西,
[00:03:30.360 --> 00:03:32.520]  應該留給你配偶,
[00:03:32.520 --> 00:03:36.040]  不應該拿出來談論的。
[00:03:36.040 --> 00:03:37.120]  你想一下,
[00:03:37.120 --> 00:03:40.120]  今天這個社會裡面,
[00:03:40.120 --> 00:03:44.640]  我們所謂性氾濫的文化底下,
[00:03:44.640 --> 00:03:47.240]  我們的年青人,或者我們自己,
[00:03:47.240 --> 00:03:51.240]  如果教會我們不講這個題目,
[00:03:51.240 --> 00:03:54.720]  我們的資訊從何而來呢?
[00:03:54.720 --> 00:03:59.400]  當然教會不是每個人講題我們都要講性啦,
[00:03:59.400 --> 00:04:00.360]  好像祈禱那樣,
[00:04:00.360 --> 00:04:03.920]  你長長地講祈禱你都厭惡啦,
[00:04:03.920 --> 00:04:09.040]  但是教會有一些東西是不能摸,
[00:04:09.040 --> 00:04:09.800]  不能談,
[00:04:09.800 --> 00:04:12.800]  不能聽的,
[00:04:12.800 --> 00:04:16.480]  暗埋的,原來聖經裡面有一些東西,
[00:04:16.480 --> 00:04:20.360]  是講談裡面不能夠講的話,
[00:04:20.360 --> 00:04:22.960]  那弟兄姊妹他們的資訊從何而來呢?
[00:04:22.960 --> 00:04:27.520]  你說生生性性,聽這些講座,
[00:04:27.520 --> 00:04:32.800]  但是大部分弟兄姊妹都不會選擇去聽,
[00:04:32.800 --> 00:04:34.960]  但是弟兄姊妹回來崇拜的時候,
[00:04:34.960 --> 00:04:37.400]  我們就會有一部分信仰裡面,
[00:04:37.400 --> 00:04:42.000]  必定要知道、領受和去認識的主題,
[00:04:42.000 --> 00:04:45.440]  但是我們沒辦法去了解,
[00:04:45.440 --> 00:04:46.680]  那我們這群年輕人,
[00:04:46.680 --> 00:04:49.280]  或者我們自己關於性的觀念,
[00:04:49.280 --> 00:04:50.360]  聖經怎麼看性,
[00:04:50.360 --> 00:04:51.720]  我們信仰怎麼看性,
[00:04:51.720 --> 00:04:54.640]  我們沒有了這個資訊,
[00:04:54.640 --> 00:04:56.680]  而我們有關性的資訊,
[00:04:56.680 --> 00:05:02.320]  就是從教會以外而來,
[00:05:02.320 --> 00:05:03.640]  上網啦,
[00:05:03.640 --> 00:05:05.480]  我們的朋友啦,
[00:05:05.480 --> 00:05:07.880]  我們的教育系統啦,
[00:05:07.880 --> 00:05:11.120]  我們的親朋戚友、微信主的,
[00:05:11.120 --> 00:05:14.280]  他們就會灌輸這些觀念給我們,
[00:05:14.280 --> 00:05:17.040]  所以弟兄姊妹我覺得我們需要去講,
[00:05:17.040 --> 00:05:22.120]  但是另一方面就是我們不能夠在講壇裡面很深入去講,
[00:05:22.120 --> 00:05:23.120]  講這個題目的時候,
[00:05:23.120 --> 00:05:25.320]  另外我都提示佳飛啦,
[00:05:25.320 --> 00:05:29.000]  有一個教目我就負責編的嘛,
[00:05:29.000 --> 00:05:30.360]  編一些教目講,
[00:05:30.360 --> 00:05:35.600]  就像今天這麼棘手的,
[00:05:35.600 --> 00:05:38.480]  和講到Gideon上次講的這麼棘手,
[00:05:38.480 --> 00:05:40.160]  這些都是我們去啃的啦,
[00:05:40.160 --> 00:05:42.480]  但是我都要編的啦,
[00:05:42.480 --> 00:05:45.480]  因為我不可以同一時間在不同的分堂出現啦,
[00:05:45.480 --> 00:05:48.560]  所以有同工就會分享我今天講這個題目,
[00:05:48.560 --> 00:05:52.040]  講到性與婚姻別亂上別的床,
[00:05:52.040 --> 00:05:54.240]  一看完這個題目,
[00:05:54.240 --> 00:05:56.280]  那個同工就打給我,
[00:05:56.280 --> 00:05:58.320]  他說牧師,
[00:05:58.320 --> 00:06:01.480]  他說真的有口難言,
[00:06:01.480 --> 00:06:07.000]  他說你是不是要我分享我和家裡我配偶的性生活呀,
[00:06:07.000 --> 00:06:10.000]  怎麼在講壇裡面講呀?
[00:06:10.000 --> 00:06:12.520]  如果今天你聽我講的這些訊息,
[00:06:12.520 --> 00:06:17.400]  你以為你能聽到梁庭奕性生活大揭秘,
[00:06:17.400 --> 00:06:20.040]  那你就一定失望啦,
[00:06:20.040 --> 00:06:22.440]  因為一講到性的時候,
[00:06:22.440 --> 00:06:26.720]  很多時候人們聯想到的就是性的行為,
[00:06:26.720 --> 00:06:30.560]  但是Sexuality在英文裡面就是講到性的,
[00:06:30.560 --> 00:06:33.680]  最主要的不是性的行為呀,
[00:06:33.680 --> 00:06:38.400]  是講到性本身上帝怎麼看待這樣的東西,
[00:06:38.400 --> 00:06:43.800]  等於我們今天嘗試從聖經裡面教導我們去看,
[00:06:43.800 --> 00:06:46.040]  我們上帝怎麼看待這樣的東西,
[00:06:46.040 --> 00:06:49.320]  我知道一講這個題目,
[00:06:49.320 --> 00:06:51.680]  為什麼這麼多教會不願意講不願意提呢?
[00:06:51.680 --> 00:06:54.320]  就是多一事不如少一事,
[00:06:54.320 --> 00:06:55.560]  你看看施浸若翰,
[00:06:55.560 --> 00:06:59.440]  指斥希律王犯奸淫,
[00:06:59.440 --> 00:07:00.800]  不應該娶了別人的老婆,
[00:07:00.800 --> 00:07:04.120]  接著就頭都被人砍了,
[00:07:04.120 --> 00:07:05.840]  講到這個題目,
[00:07:05.840 --> 00:07:07.480]  英文有個字叫很tricky,
[00:07:07.480 --> 00:07:10.160]  因為你有可能得罪別人,
[00:07:10.160 --> 00:07:15.520]  很多人會覺得你是在講一些hate speech,
[00:07:15.520 --> 00:07:21.040]  一些仇恨的說話,
[00:07:21.040 --> 00:07:27.640]  其實我自己也認識不少未信主的朋友,
[00:07:27.640 --> 00:07:31.440]  他們對性這方面和我的看法都很不同,
[00:07:31.440 --> 00:07:33.840]  當我和他們溝通的時候,
[00:07:33.840 --> 00:07:35.360]  我們都是很平靜的,
[00:07:35.360 --> 00:07:37.560]  他有他的看法,
[00:07:37.560 --> 00:07:45.000]  甚至有些朋友都是無論你支持同性婚姻也好,
[00:07:45.000 --> 00:07:50.120]  支持婚外或十分前的性行為也好,
[00:07:50.120 --> 00:07:52.680]  有他們的立場他們可以分享,
[00:07:52.680 --> 00:07:53.680]  我和他們說的就是,
[00:07:53.680 --> 00:07:57.120]  我們不是要辯論或大家互相指責,
[00:07:57.120 --> 00:07:59.080]  你也要聽我的立場,
[00:07:59.080 --> 00:08:01.600]  我的信仰,
[00:08:01.600 --> 00:08:02.960]  我信有上帝的時候,
[00:08:02.960 --> 00:08:04.960]  上帝怎麼說我要告訴你,
[00:08:04.960 --> 00:08:06.800]  你不信有上帝的,
[00:08:06.800 --> 00:08:09.000]  你有你的看法,
[00:08:09.000 --> 00:08:11.160]  我們也要彼此尊重才行,
[00:08:11.160 --> 00:08:13.120]  但不能不說,
[00:08:13.120 --> 00:08:17.160]  因為這是我們信仰的很重要的一個環節,
[00:08:17.160 --> 00:08:20.880]  等我們今天說這件事的時候,
[00:08:20.880 --> 00:08:25.440]  我們要看看上帝自己定的一些標準,
[00:08:25.440 --> 00:08:30.560]  這就是我們基督徒的生活和世界的教導,
[00:08:30.560 --> 00:08:36.560]  或者今天加州的教育系統所教導的,
[00:08:36.560 --> 00:08:38.800]  這個世界教導我們經常說的就是,
[00:08:38.800 --> 00:08:40.960]  在聖經裡面說的一些名詞,
[00:08:40.960 --> 00:08:45.200]  一些觀念和世界所說的很不同,
[00:08:45.200 --> 00:08:47.000]  世界所說的自由,
[00:08:47.000 --> 00:08:51.240]  就是你隨便做什麼都可以,無所謂的,
[00:08:51.240 --> 00:08:52.520]  但聖經說的自由不是這樣,
[00:08:52.520 --> 00:08:55.200]  聖經說的自由是有限制的,
[00:08:55.200 --> 00:08:58.680]  就是你在上帝設定的限制裡面,
[00:08:58.680 --> 00:09:00.160]  去行使你的自由,
[00:09:00.160 --> 00:09:04.160]  你才能夠真正得到最後最終的一種自由,
[00:09:04.160 --> 00:09:07.400]  我經常用這個例子,
[00:09:07.400 --> 00:09:09.160]  你很喜歡吃Pizza的有些客人,
[00:09:09.160 --> 00:09:12.680]  吃Pizza,每餐都吃十個,
[00:09:12.680 --> 00:09:14.640]  Costco的大Pizza,
[00:09:14.640 --> 00:09:15.600]  這個是你的自由,
[00:09:15.600 --> 00:09:16.320]  沒錯是你的自由,
[00:09:16.320 --> 00:09:18.400]  那你過了一個月之後看看你會怎樣,
[00:09:18.400 --> 00:09:20.720]  你是不是真正得到那個自由呢?
[00:09:20.720 --> 00:09:22.440]  上帝告訴我們,
[00:09:22.440 --> 00:09:25.120]  要Circulate不是Accumulate,
[00:09:25.120 --> 00:09:26.960]  不是積存,
[00:09:26.960 --> 00:09:29.680]  而是要運用去幫助有需要的人,
[00:09:29.680 --> 00:09:32.480]  去拓展他的事工,
[00:09:32.480 --> 00:09:35.760]  權力不是用來駕馭控制別人,
[00:09:35.760 --> 00:09:38.480]  而是用來服侍別人,
[00:09:38.480 --> 00:09:42.680]  聖,上帝設立了婚姻這個制度,
[00:09:42.680 --> 00:09:46.600]  是要我們在當中享受聖的自由,
[00:09:46.600 --> 00:09:48.680]  就好像我給大家看的這幅圖,
[00:09:48.680 --> 00:09:50.960]  火是溫暖的,
[00:09:50.960 --> 00:09:52.480]  是能夠發光的,
[00:09:52.480 --> 00:09:56.760]  是能夠給人一個好的感覺的,
[00:09:56.760 --> 00:09:59.720]  但是上帝將它放在一個火爐裏面,
[00:09:59.720 --> 00:10:02.120]  能夠去暖化,
[00:10:02.120 --> 00:10:03.760]  能夠在你家裏面,
[00:10:03.760 --> 00:10:05.960]  讓你感覺到火的光明,
[00:10:05.960 --> 00:10:07.120]  但是你說不行,
[00:10:07.120 --> 00:10:09.080]  我要將那些火扔到街上,
[00:10:09.080 --> 00:10:10.400]  扔到山上,
[00:10:10.400 --> 00:10:15.960]  於是就造成很多的破壞和災難,
[00:10:15.960 --> 00:10:18.480]  等於今天當我們看這個題目的時候,
[00:10:18.480 --> 00:10:19.720]  我們就,
[00:10:19.720 --> 00:10:24.520]  這句金句其實在過去的二千年,
[00:10:24.520 --> 00:10:28.480]  都沒有什麼人去懷疑當中在解釋什麼,
[00:10:28.480 --> 00:10:31.520]  直至過去那五十年,
[00:10:31.520 --> 00:10:34.120]  開始有變化,
[00:10:34.120 --> 00:10:36.040]  今日文化告訴我們,
[00:10:36.040 --> 00:10:37.680]  我們當講聖經的說話,
[00:10:37.680 --> 00:10:39.400]  婚姻人人都當尊重床,
[00:10:39.400 --> 00:10:42.400]  不過我列了眾譯本,其他的譯本出來,
[00:10:42.400 --> 00:10:45.640]  你看怎樣去爭辯也好,
[00:10:45.640 --> 00:10:46.960]  裏面的意思都是這樣,
[00:10:46.960 --> 00:10:50.200]  婚姻人人都要尊重夫妻的床,
[00:10:50.200 --> 00:10:52.080]  即是聖經原文就是衣帳的床,
[00:10:52.080 --> 00:10:54.880]  聖經講到夫婦兩個人的床不可以污穢,
[00:10:54.880 --> 00:10:59.600]  因為苟合行人的人上帝必要審判,
[00:10:59.600 --> 00:11:02.960]  今日開始就有人去質疑這句話,
[00:11:02.960 --> 00:11:05.520]  甚至基督徒,
[00:11:05.520 --> 00:11:07.360]  他告訴你,
[00:11:07.360 --> 00:11:12.320]  什麼叫婚姻?
[00:11:12.320 --> 00:11:17.000]  兩個男人,兩個女人結婚是不是婚姻?
[00:11:17.000 --> 00:11:18.440]  基督徒怎樣看婚姻?
[00:11:18.440 --> 00:11:21.000]  麻煩你define什麼叫婚姻?
[00:11:21.000 --> 00:11:24.400]  誰去define婚姻?
[00:11:24.400 --> 00:11:26.120]  是政府去define婚姻?
[00:11:26.120 --> 00:11:29.600]  即是教會去define婚姻?
[00:11:29.600 --> 00:11:32.920]  第二,什麼叫苟合行人?
[00:11:32.920 --> 00:11:37.320]  或者淫亂痛諫,什麼叫痛諫?
[00:11:37.320 --> 00:11:40.080]  我和我男朋友兩情相悅,
[00:11:40.080 --> 00:11:43.960]  男歡女愛,住在一起,有性的生活,
[00:11:43.960 --> 00:11:46.640]  大家都覺得無所謂,
[00:11:46.640 --> 00:11:51.920]  這樣叫行人嗎?
[00:11:51.920 --> 00:11:55.720]  我背著我的配偶出去和別人發生關係,
[00:11:55.720 --> 00:11:57.160]  我們是大家彼此相愛,
[00:11:57.160 --> 00:11:59.680]  或者甚至一夜情沒有任何首尾根,
[00:11:59.680 --> 00:12:02.920]  沒有任何責任,
[00:12:02.920 --> 00:12:04.400]  這個不算痛諫,
[00:12:04.400 --> 00:12:08.440]  痛諫是你藏起二奶、小三,
[00:12:08.440 --> 00:12:09.680]  那些叫痛諫,
[00:12:09.680 --> 00:12:13.960]  一夜情那些不算,
[00:12:13.960 --> 00:12:20.560]  誰去define什麼叫行人?
[00:12:20.560 --> 00:12:23.400]  聽著,如果我們今天搞不清楚這件事的話,
[00:12:23.400 --> 00:12:25.560]  我們搞不清楚,作為我們的信仰就是,
[00:12:25.560 --> 00:12:29.800]  我們由聖經裏面,由上帝去define的時候,
[00:12:29.800 --> 00:12:30.960]  我們會出現很多問題,
[00:12:30.960 --> 00:12:33.440]  也都周圍的社會告訴我們知道,
[00:12:33.440 --> 00:12:36.080]  你這樣define是錯的,我們才對的,
[00:12:36.080 --> 00:12:37.960]  我們的潮流文化講的才對,
[00:12:37.960 --> 00:12:40.480]  所以我們一定一定需要,
[00:12:40.480 --> 00:12:45.360]  不是再去爭辯這些金句裏面講的是什麼,
[00:12:45.360 --> 00:12:48.120]  而是我們必須要去看回,
[00:12:48.120 --> 00:12:51.680]  聖經裏面上帝創造人,創造婚姻,
[00:12:51.680 --> 00:12:55.800]  創造男人和女人的原意是什麼,
[00:12:55.800 --> 00:12:59.080]  所以我們今天就要看《創世紀》,
[00:12:59.080 --> 00:13:03.960]  我們必須要歸回創造者的設計是怎樣,
[00:13:03.960 --> 00:13:06.160]  這一段金句大家都知道,
[00:13:06.160 --> 00:13:08.680]  上帝創造了天地,
[00:13:08.680 --> 00:13:11.280]  《創世紀》第一章裏面你見到的就是,
[00:13:11.280 --> 00:13:13.680]  上帝創造的東西都是一對一對的,
[00:13:13.680 --> 00:13:16.200]  在原文裏面的描述,
[00:13:16.200 --> 00:13:22.840]  上帝天地,日夜,光暗,
[00:13:22.840 --> 00:13:26.960]  白晝晚上,太陽月亮,
[00:13:26.960 --> 00:13:31.280]  海洋陸地,植物動物,
[00:13:31.280 --> 00:13:32.960]  全部都是一對一對的,
[00:13:32.960 --> 00:13:36.560]  是同類的,但卻是不同的,
[00:13:36.560 --> 00:13:40.440]  即使他創造男人和女人都是同類,
[00:13:40.440 --> 00:13:41.960]  但卻是不同的,
[00:13:41.960 --> 00:13:44.080]  我們看看,當創造完這些東西之後,
[00:13:44.080 --> 00:13:45.360]  當然上帝就說好,
[00:13:45.360 --> 00:13:47.840]  創造了人之後就說很好,
[00:13:47.840 --> 00:13:51.840]  但是當他看到人面對的東西就是,
[00:13:51.840 --> 00:13:57.160]  他負責管理上帝的創造的創造物,
[00:13:57.160 --> 00:14:01.520]  但是那人獨居,或者叫單獨一個不好,
[00:14:01.520 --> 00:14:05.560]  我要為他做一個配偶,幫助他,
[00:14:05.560 --> 00:14:08.880]  願聞願內上帝的心意,
[00:14:08.880 --> 00:14:13.160]  就是知道人一個面對的就是那種孤單感,
[00:14:13.160 --> 00:14:18.160]  那種能力上有不逮,
[00:14:18.160 --> 00:14:22.920]  更加上帝要人生養眾多,遍滿全地,
[00:14:22.920 --> 00:14:26.280]  上帝對人的吩咐全部都和性有關,
[00:14:26.280 --> 00:14:32.280]  生養和性有關,眾多就是multiply,
[00:14:32.280 --> 00:14:36.480]  你要一直有性生活才能multiply,
[00:14:36.480 --> 00:14:41.480]  然後遍滿全地也是和夫婦性有關,
[00:14:41.480 --> 00:14:46.080]  所以上帝說一個人不可以做到這件事,
[00:14:46.080 --> 00:14:51.680]  所以上帝就找到一個配偶去幫助他,
[00:14:51.680 --> 00:14:56.080]  男人的肋骨就在旁邊,
[00:14:56.080 --> 00:14:58.280]  猶太人的觀念就是,
[00:14:58.280 --> 00:15:03.560]  女人是從男人的旁邊出來,
[00:15:03.560 --> 00:15:07.160]  是平等的,在地位裏面是平等的,
[00:15:07.160 --> 00:15:11.760]  不是男人的頭出來,以致可以控制男人,
[00:15:11.760 --> 00:15:15.960]  不是男人的腳出來,以致男人可以踐踏他,
[00:15:15.960 --> 00:15:18.960]  是男人的旁邊出來,
[00:15:18.960 --> 00:15:22.160]  是同類的,是平等的,
[00:15:22.160 --> 00:15:26.560]  但是卻是有不同的,
[00:15:26.560 --> 00:15:29.960]  我們很有趣的一件事就是,
[00:15:29.960 --> 00:15:33.360]  我們經常要爭取男女平等,
[00:15:33.360 --> 00:15:35.360]  但我想告訴你,
[00:15:35.360 --> 00:15:40.160]  男人和女人是不可能平等的,
[00:15:40.160 --> 00:15:43.160]  請聽清楚我說這句話,
[00:15:43.160 --> 00:15:47.160]  男人比女人優越,
[00:15:47.160 --> 00:15:51.160]  如果他要做男人要做的事,
[00:15:51.160 --> 00:15:54.760]  女人比男人優越,
[00:15:54.760 --> 00:15:58.760]  如果他要做女人要做的事,
[00:15:58.760 --> 00:16:01.960]  有些事是男人做比較好,
[00:16:01.960 --> 00:16:06.360]  有些事是女人做,或者只有女人才可以做,
[00:16:06.360 --> 00:16:07.960]  才是好些的,
[00:16:07.960 --> 00:16:09.360]  這是上帝的設計,
[00:16:09.360 --> 00:16:12.560]  就是一種互相依賴,互相幫助,
[00:16:12.560 --> 00:16:17.360]  互相扶持的一種設計,
[00:16:17.360 --> 00:16:18.760]  這是上帝的設計,
[00:16:18.760 --> 00:16:21.560]  上帝為什麼要給女人,就是要幫助她,
[00:16:21.560 --> 00:16:24.760]  有些人說原文的幫助就是拯救,
[00:16:24.760 --> 00:16:26.760]  就是要拯救你,
[00:16:26.760 --> 00:16:29.760]  上帝賜你老婆給你就是拯救你,
[00:16:29.760 --> 00:16:32.760]  知道你不行,一個人怎樣供樓才行,
[00:16:32.760 --> 00:16:34.360]  當然要兩個,
[00:16:34.360 --> 00:16:35.760]  小孩是誰照顧?
[00:16:35.760 --> 00:16:38.160]  當然是他來幫助你,
[00:16:38.160 --> 00:16:40.560]  這是上帝賜給你的,
[00:16:40.560 --> 00:16:42.360]  知道你一個人搞不定,
[00:16:42.360 --> 00:16:44.360]  不單單孤孤單單,
[00:16:44.360 --> 00:16:45.960]  又空虛又寂寞又冷,
[00:16:45.960 --> 00:16:49.360]  有你太太陪你多開心,
[00:16:49.360 --> 00:16:53.760]  但是你太太也不要懶醒,
[00:16:53.760 --> 00:16:57.160]  私下,我是你的救主,
[00:16:57.160 --> 00:16:59.760]  你要聽我的話,
[00:16:59.760 --> 00:17:04.160]  不是,上帝設計她是做副手幫助她,
[00:17:04.160 --> 00:17:08.160]  有些事是大家互相扶持,
[00:17:08.160 --> 00:17:09.360]  互相的依賴,
[00:17:09.360 --> 00:17:13.360]  這種就是上帝設計男人和女人的原因,
[00:17:13.360 --> 00:17:15.360]  所以黃福光墨士講得很好,
[00:17:15.360 --> 00:17:23.160]  他說第一章創世紀的高潮是安息日,
[00:17:23.160 --> 00:17:28.160]  創世紀第二章的高潮是女人,
[00:17:28.160 --> 00:17:33.960]  各位弟兄,好好愛惜你的妻子,
[00:17:33.960 --> 00:17:37.960]  因為她是你的救主,
[00:17:37.960 --> 00:17:39.960]  上帝設計就是這樣,
[00:17:39.960 --> 00:17:45.960]  因為很簡單,上帝所吩咐的指示,
[00:17:45.960 --> 00:17:49.960]  沒有女人是做不到的,
[00:17:49.960 --> 00:17:52.960]  孤單感解決不了,
[00:17:52.960 --> 00:17:54.960]  生養眾多解決不了,
[00:17:54.960 --> 00:17:57.960]  私下你可不可以自己生,
[00:17:57.960 --> 00:17:58.960]  這是上帝設計,
[00:17:58.960 --> 00:18:01.960]  當然你說現在有很多東西都可以,
[00:18:01.960 --> 00:18:02.960]  科學搞定,
[00:18:02.960 --> 00:18:05.960]  但是上帝原本的設計不是這樣,
[00:18:05.960 --> 00:18:08.960]  你覺得自己很聰明,
[00:18:08.960 --> 00:18:10.960]  男人你一樣生不了,
[00:18:10.960 --> 00:18:13.960]  一樣會面對那種孤單感,
[00:18:13.960 --> 00:18:17.960]  所以這是彼此互相的interdependence,
[00:18:17.960 --> 00:18:18.960]  大家扶持,
[00:18:18.960 --> 00:18:22.960]  這就是上帝為什麼要在男人的肋骨拿出來,
[00:18:22.960 --> 00:18:24.960]  就做了一個女人,
[00:18:24.960 --> 00:18:26.960]  你看看上帝接著說什麼,
[00:18:26.960 --> 00:18:29.960]  他說這是骨中的骨,
[00:18:29.960 --> 00:18:30.960]  肉中的肉,
[00:18:30.960 --> 00:18:32.960]  可以稱為女人,
[00:18:32.960 --> 00:18:35.960]  原文希伯來文男人ish,
[00:18:35.960 --> 00:18:38.960]  haw,aw,aw,
[00:18:38.960 --> 00:18:42.960]  永遠在創造裡面都必須有一個aw,
[00:18:42.960 --> 00:18:44.960]  ish和haw兩個人走在一起,
[00:18:44.960 --> 00:18:46.960]  二人成為一體,
[00:18:46.960 --> 00:18:48.960]  就是那種完全的契合,
[00:18:48.960 --> 00:18:51.960]  那種好像我自己的思想觀念裡面,
[00:18:51.960 --> 00:18:54.960]  就好像兩張不同顏色的紙,
[00:18:54.960 --> 00:18:55.960]  大家都是紙,
[00:18:55.960 --> 00:18:57.960]  但是不同顏色的,
[00:18:57.960 --> 00:19:00.960]  找crazy glue黏在一起,
[00:19:00.960 --> 00:19:03.960]  當你黏在一起乾了之後,
[00:19:03.960 --> 00:19:07.960]  如果用人手將它拔開,
[00:19:07.960 --> 00:19:11.960]  那兩張紙就會破碎,
[00:19:11.960 --> 00:19:13.960]  就會體無完膚,
[00:19:13.960 --> 00:19:17.960]  就不可以再完整的一樣,
[00:19:17.960 --> 00:19:19.960]  就是ish和haw,
[00:19:19.960 --> 00:19:22.960]  就是上帝要他們二人成為一體,
[00:19:22.960 --> 00:19:25.960]  不單只是性方面的連在一起,
[00:19:25.960 --> 00:19:27.960]  不是肉體裡面連在一起這麼簡單,
[00:19:27.960 --> 00:19:30.960]  這個連在一起是屬靈方面的,
[00:19:30.960 --> 00:19:31.960]  社交方面的,
[00:19:31.960 --> 00:19:32.960]  經濟方面的,
