
[00:00:00.000 --> 00:00:03.000]  大英姐妹,你們來看看
[00:01:34.000 --> 00:01:36.000]  我就想起他的服務態度
[00:01:36.000 --> 00:01:38.000]  他的介紹
[00:01:38.000 --> 00:01:42.000]  所以我就進了這間日本餐廳試試
[00:01:42.000 --> 00:01:44.000]  結果呢
[00:01:44.000 --> 00:01:46.000]  真的很好吃
[00:01:46.000 --> 00:01:50.000]  我吃完一次又再吃第二次第三次
[00:01:51.000 --> 00:01:54.000]  今時今日這樣的服務態度
[00:01:54.000 --> 00:01:57.000]  這樣就行了
[00:01:57.000 --> 00:01:59.000]  各位弟兄姊妹
[00:01:59.000 --> 00:02:01.000]  今天
[00:02:01.000 --> 00:02:03.000]  你有沒有一個很積極
[00:02:03.000 --> 00:02:07.000]  很開心
[00:02:07.000 --> 00:02:09.000]  很努力的態度
[00:02:09.000 --> 00:02:11.000]  帶你身邊的人
[00:02:11.000 --> 00:02:14.000]  回到教會當中
[00:02:14.000 --> 00:02:17.000]  跟他們分享
[00:02:17.000 --> 00:02:19.000]  推介
[00:02:19.000 --> 00:02:24.000]  你們心裏所相信的那位真實的救主
[00:02:24.000 --> 00:02:26.000]  如果你相信這位救主
[00:02:26.000 --> 00:02:29.000]  是非常好
[00:02:29.000 --> 00:02:31.000]  很重要很重要的
[00:02:31.000 --> 00:02:34.000]  你就一定有這樣的態度
[00:02:34.000 --> 00:02:38.000]  我們一起祈禱開始
[00:02:44.000 --> 00:02:50.000]  親愛的天父 今日求祢的聖靈在我們心裏工作
[00:02:50.000 --> 00:02:52.000]  讓我們不單止聽到
[00:02:52.000 --> 00:02:54.000]  看到
[00:02:54.000 --> 00:02:57.000]  明白神的話語
[00:02:57.000 --> 00:03:01.000]  同樣也求神的說話震撼我們的內心
[00:03:01.000 --> 00:03:04.000]  讓我們能夠在我們的小組
[00:03:04.000 --> 00:03:06.000]  在我們的生活當中
[00:03:06.000 --> 00:03:08.000]  我們遵行祢的話
[00:03:08.000 --> 00:03:12.000]  活出神祢叫我們活出的榜樣
[00:03:12.000 --> 00:03:15.000]  聽我們祈禱 奉耶穌基督的聖名求
[00:03:15.000 --> 00:03:17.000]  阿們
[00:03:43.000 --> 00:03:45.000]  參與耶穌的運作
[00:03:45.000 --> 00:03:47.000]  受上帝安撫
[00:03:47.000 --> 00:03:49.000]  正是神的高人
[00:03:49.000 --> 00:03:52.000]  有多不同的演化力量
[00:03:52.000 --> 00:03:54.000]  有更重的耶穌
[00:03:54.000 --> 00:03:56.000]  耶穌穿過身體
[00:03:56.000 --> 00:03:58.000]  南無阿彌陀佛
[00:03:58.000 --> 00:04:00.000]  又受到阿彌陀佛的祈禱
[00:04:00.000 --> 00:04:02.000]  阿彌陀佛
[00:04:02.000 --> 00:04:11.000]  阿彌陀佛的榜樣在我們心裏
[00:04:11.000 --> 00:04:13.000]  是一件典型的榜樣
[00:04:13.000 --> 00:04:15.000]  來自於一生正念
[00:04:42.000 --> 00:04:46.000]  聖經裏面沒有說到他們做了什麼
[00:04:46.000 --> 00:04:48.000]  沒有說到他們很主動地
[00:04:48.000 --> 00:04:52.000]  去跟耶穌聊天 問一下耶穌的事
[00:04:52.000 --> 00:04:56.000]  只是說這兩個門徒跟在耶穌後面
[00:04:56.000 --> 00:04:58.000]  可能我們估計這兩個門徒
[00:04:58.000 --> 00:05:00.000]  可能他們未敢
[00:05:00.000 --> 00:05:02.000]  聽到耶穌很厲害
[00:05:02.000 --> 00:05:07.000]  但是心裏仍然未敢親自接觸耶穌
[00:05:07.000 --> 00:05:09.000]  所以默默地 遠遠地
[00:05:09.000 --> 00:05:11.000]  當時有很多人跟著耶穌
[00:05:11.000 --> 00:05:13.000]  他們也跟著一份
[00:05:13.000 --> 00:05:15.000]  遠遠地跟著耶穌走
[00:05:15.000 --> 00:05:19.000]  一路走 一路走
[00:05:19.000 --> 00:05:21.000]  突然之間
[00:05:21.000 --> 00:05:24.000]  耶穌轉過頭來
[00:05:24.000 --> 00:05:27.000]  看著這兩個門徒
[00:05:27.000 --> 00:05:29.000]  問他們
[00:05:29.000 --> 00:05:32.000]  你們想要些什麼
[00:05:32.000 --> 00:05:35.000]  你們想要些什麼
[00:05:35.000 --> 00:05:37.000]  意思就是說
[00:05:37.000 --> 00:05:39.000]  你們在找些什麼
[00:05:39.000 --> 00:05:43.000]  弟兄姊妹
[00:05:43.000 --> 00:05:46.000]  你們在找些什麼呢
[00:05:46.000 --> 00:05:50.000]  在你們現在人生當中
[00:05:50.000 --> 00:05:53.000]  你們還在找些什麼呢
[00:05:53.000 --> 00:05:57.000]  這兩個門徒
[00:05:57.000 --> 00:05:59.000]  怎樣回答呢
[00:05:59.000 --> 00:06:03.000]  拉比在那裏住
[00:06:03.000 --> 00:06:06.000]  拉比即是夫子 即是老師
[00:06:06.000 --> 00:06:09.000]  一個很有德高望重的人的稱呼
[00:06:09.000 --> 00:06:13.000]  老師 你在哪裏住呀
[00:06:13.000 --> 00:06:15.000]  很奇怪
[00:06:15.000 --> 00:06:16.000]  人家問你要什麼
[00:06:16.000 --> 00:06:18.000]  你問人家在哪裏住
[00:06:18.000 --> 00:06:22.000]  聖經學者解釋這段經文的時候
[00:06:22.000 --> 00:06:23.000]  有幾個解釋
[00:06:23.000 --> 00:06:25.000]  第一 可能這兩個門徒
[00:06:25.000 --> 00:06:28.000]  反應比較慢 未想到
[00:06:28.000 --> 00:06:30.000]  所以回答是
[00:06:30.000 --> 00:06:32.000]  你在哪裏住呀
[00:06:32.000 --> 00:06:35.000]  第二個解釋是
[00:06:37.000 --> 00:06:39.000]  其實他這樣問
[00:06:39.000 --> 00:06:40.000]  就是想問
[00:06:40.000 --> 00:06:42.000]  你在哪裏住的時候
[00:06:42.000 --> 00:06:45.000]  很想跟著耶穌
[00:06:45.000 --> 00:06:48.000]  去他住的地方
[00:06:48.000 --> 00:06:50.000]  認識他多些
[00:06:50.000 --> 00:06:54.000]  第三個解釋
[00:06:54.000 --> 00:06:56.000]  就是這樣說
[00:06:56.000 --> 00:06:59.000]  當時聖經裏面說的時間是
[00:06:59.000 --> 00:07:01.000]  新正
[00:07:01.000 --> 00:07:07.000]  新正 如果計算猶太人的計法就是下午四點鐘
[00:07:07.000 --> 00:07:09.000]  下午四點鐘
[00:07:09.000 --> 00:07:11.000]  在帕斯很多人仍然在工作
[00:07:11.000 --> 00:07:13.000]  在上課
[00:07:13.000 --> 00:07:15.000]  但是對於猶太人來說
[00:07:15.000 --> 00:07:17.000]  差不多是休息的時間
[00:07:17.000 --> 00:07:20.000]  所以一日將要過去的時候
[00:07:20.000 --> 00:07:21.000]  他們就要問
[00:07:21.000 --> 00:07:23.000]  漫漫長夜
[00:07:23.000 --> 00:07:26.000]  我今晚要在哪裏
[00:07:26.000 --> 00:07:29.000]  借宿一宵呢
[00:07:29.000 --> 00:07:31.000]  以前的人不同我們
[00:07:31.000 --> 00:07:32.000]  以前的人
[00:07:32.000 --> 00:07:34.000]  無論我們去到北面多遠
[00:07:34.000 --> 00:07:36.000]  我們可能開車回家
[00:07:36.000 --> 00:07:37.000]  都很快回到
[00:07:37.000 --> 00:07:39.000]  但以前的人不是的
[00:07:39.000 --> 00:07:41.000]  走到哪裏可能就住到哪裏
[00:07:41.000 --> 00:07:45.000]  所以這個都是他們當時的需要
[00:07:45.000 --> 00:07:47.000]  住哪裏 你住哪裏呀
[00:07:47.000 --> 00:07:48.000]  意思就是說
[00:07:48.000 --> 00:07:51.000]  他們都想找他們住宿的需要
[00:07:51.000 --> 00:07:55.000]  等等
[00:07:55.000 --> 00:07:56.000]  弟兄姊妹
[00:07:56.000 --> 00:07:59.000]  待會宴宴崇拜去哪裏吃東西
[00:07:59.000 --> 00:08:03.000]  請我去吃東西可以嗎
[00:08:03.000 --> 00:08:05.000]  不可以
[00:08:05.000 --> 00:08:06.000]  可以嗎
[00:08:06.000 --> 00:08:08.000]  可以
[00:08:08.000 --> 00:08:09.000]  還是不要了
[00:08:09.000 --> 00:08:11.000]  這裏外面街道的東西
[00:08:11.000 --> 00:08:12.000]  很多油
[00:08:12.000 --> 00:08:14.000]  又多鹽
[00:08:14.000 --> 00:08:16.000]  去你家吃可以嗎
[00:08:16.000 --> 00:08:19.000]  馬上去
[00:08:19.000 --> 00:08:20.000]  真的可以
[00:08:20.000 --> 00:08:21.000]  誰可以
[00:08:21.000 --> 00:08:25.000]  待會大大隊馬上去你家吃
[00:08:26.000 --> 00:08:28.000]  Angus Lam家裏可以嗎
[00:08:28.000 --> 00:08:31.000]  可能你會說
[00:08:31.000 --> 00:08:32.000]  Angus Lam說
[00:08:32.000 --> 00:08:34.000]  還是不行 牧師
[00:08:34.000 --> 00:08:36.000]  我家裏的鮑魚
[00:08:36.000 --> 00:08:37.000]  魚翅
[00:08:37.000 --> 00:08:39.000]  還沒拿出來預備
[00:08:39.000 --> 00:08:43.000]  還有可能你會說
[00:08:43.000 --> 00:08:44.000]  牧師不行
[00:08:44.000 --> 00:08:45.000]  我家裏很亂
[00:08:45.000 --> 00:08:46.000]  我還沒收拾家裏
[00:08:46.000 --> 00:08:48.000]  不好意思讓你看到我家裏這麼亂
[00:08:48.000 --> 00:08:53.000]  可能我們還沒有預備
[00:08:53.000 --> 00:08:55.000]  就有點困難
[00:08:55.000 --> 00:08:58.000]  但是你留意當時耶穌是怎樣
[00:08:58.000 --> 00:09:00.000]  耶穌
[00:09:00.000 --> 00:09:02.000]  他是馬上這樣
[00:09:02.000 --> 00:09:04.000]  他不是告訴這兩個門徒
[00:09:04.000 --> 00:09:08.000]  其實我住在哪裏山邊哪個洞
[00:09:08.000 --> 00:09:09.000]  不是
[00:09:09.000 --> 00:09:11.000]  而是他告訴他們
[00:09:11.000 --> 00:09:14.000]  主動邀請他們
[00:09:14.000 --> 00:09:17.000]  你們來看看
[00:09:17.000 --> 00:09:21.000]  Come and see
[00:09:21.000 --> 00:09:23.000]  你們來看
[00:09:25.000 --> 00:09:27.000]  這個字很重要
[00:09:27.000 --> 00:09:29.000]  不單只是看
[00:09:29.000 --> 00:09:31.000]  我們知道這兩個門徒
[00:09:31.000 --> 00:09:35.000]  去到和耶穌整整有成日的時間
[00:09:35.000 --> 00:09:37.000]  和耶穌在一起
[00:09:37.000 --> 00:09:38.000]  所以我們估計
[00:09:38.000 --> 00:09:41.000]  他也是在那裏借宿一宵
[00:09:41.000 --> 00:09:43.000]  其實耶穌這樣說
[00:09:43.000 --> 00:09:44.000]  你們來看
[00:09:44.000 --> 00:09:46.000]  更加深層的意思就是
[00:09:46.000 --> 00:09:49.000]  耶穌願意開放他自己
[00:09:49.000 --> 00:09:52.000]  給這兩個門徒去認識
[00:09:52.000 --> 00:09:54.000]  開放他怎樣說話
[00:09:54.000 --> 00:09:56.000]  他的言行舉止
[00:09:56.000 --> 00:09:58.000]  他的教導
[00:09:58.000 --> 00:10:00.000]  甚至他日常生活
[00:10:00.000 --> 00:10:02.000]  他睡覺的誰知
[00:10:02.000 --> 00:10:04.000]  他有沒有打鼻鼾
[00:10:04.000 --> 00:10:06.000]  做些什麼
[00:10:06.000 --> 00:10:09.000]  他很願意一清二楚地
[00:10:09.000 --> 00:10:12.000]  讓這兩個門徒貼身跟著他
[00:10:12.000 --> 00:10:14.000]  認識他
[00:10:14.000 --> 00:10:19.000]  在十年前
[00:10:20.000 --> 00:10:24.000]  我有機會陪一個老人家
[00:10:24.000 --> 00:10:27.000]  一個宣教士
[00:10:27.000 --> 00:10:29.000]  回到中國大陸
[00:10:29.000 --> 00:10:32.000]  這是一個退休的宣教士
[00:10:32.000 --> 00:10:34.000]  他七十多歲
[00:10:34.000 --> 00:10:38.000]  也患了癌症很多年
[00:10:38.000 --> 00:10:41.000]  所以這個老宣教士
[00:10:41.000 --> 00:10:43.000]  他一心一意想著自己
[00:10:43.000 --> 00:10:46.000]  可能這次是最後一次
[00:10:46.000 --> 00:10:48.000]  回到中國大陸
[00:10:48.000 --> 00:10:51.000]  所以他心裏很想念中國大陸
[00:10:51.000 --> 00:10:54.000]  很想念中國大陸裏的弟兄姊妹
[00:10:54.000 --> 00:10:57.000]  所以安排了幾個星期的行程
[00:10:57.000 --> 00:10:59.000]  其中當中有一個星期
[00:10:59.000 --> 00:11:01.000]  我有機會陪著他
[00:11:01.000 --> 00:11:03.000]  一起去到中國大陸不同的農村
[00:11:03.000 --> 00:11:05.000]  去走訪不同的教會
[00:11:05.000 --> 00:11:08.000]  那些教會都是他以前年輕的時候
[00:11:08.000 --> 00:11:11.000]  去不同的地方
[00:11:11.000 --> 00:11:13.000]  傳福音
[00:11:13.000 --> 00:11:15.000]  造就門徒的教會
[00:11:18.000 --> 00:11:20.000]  當我每一天
[00:11:20.000 --> 00:11:22.000]  貼身和他一起相處的時候
[00:11:22.000 --> 00:11:25.000]  我覺得很特別
[00:11:25.000 --> 00:11:27.000]  這個宣教士
[00:11:27.000 --> 00:11:29.000]  他是瑞士人
[00:11:29.000 --> 00:11:33.000]  但是他講的中文
[00:11:33.000 --> 00:11:35.000]  比我講得更加好
[00:11:35.000 --> 00:11:37.000]  雖然有少少歪音
[00:11:37.000 --> 00:11:39.000]  但是他講得更加
[00:11:39.000 --> 00:11:41.000]  他去到那些地方
[00:11:41.000 --> 00:11:42.000]  那些地方的方言
[00:11:42.000 --> 00:11:44.000]  他講得更加好
[00:11:44.000 --> 00:11:46.000]  他每一天
[00:11:46.000 --> 00:11:48.000]  都是看中文聖經
[00:11:48.000 --> 00:11:50.000]  他仍然每一天
[00:11:50.000 --> 00:11:53.000]  都是用中文讀出來
[00:11:53.000 --> 00:11:57.000]  用中文為我們中國人祈禱
[00:11:57.000 --> 00:11:59.000]  我之前聽過很多人
[00:11:59.000 --> 00:12:01.000]  講過這個宣教士
[00:12:01.000 --> 00:12:04.000]  但是當我跟著他的時候
[00:12:04.000 --> 00:12:06.000]  我都見到他去到每一個地方
[00:12:06.000 --> 00:12:09.000]  很多那些中國內地的老信徒
[00:12:09.000 --> 00:12:11.000]  一見到他就感動流淚
[00:12:11.000 --> 00:12:13.000]  我知道他們以前
[00:12:13.000 --> 00:12:14.000]  他們接觸的時候
[00:12:14.000 --> 00:12:17.000]  怎樣藉著他造就弟兄姊妹
[00:12:17.000 --> 00:12:19.000]  我很感受到他那份
[00:12:19.000 --> 00:12:22.000]  愛中國的心
[00:12:22.000 --> 00:12:24.000]  有一句說話很多人這樣講
[00:12:24.000 --> 00:12:26.000]  他是一個比中國人
[00:12:26.000 --> 00:12:30.000]  更加愛中國人的人
[00:12:30.000 --> 00:12:32.000]  我覺得是我親身經歷到
[00:12:32.000 --> 00:12:34.000]  這個宣教士
[00:12:34.000 --> 00:12:35.000]  他真是一個這樣的人
[00:12:35.000 --> 00:12:38.000]  是我親身經歷
[00:12:38.000 --> 00:12:40.000]  弟兄姊妹
[00:12:40.000 --> 00:12:42.000]  親身經歷很重要
[00:12:42.000 --> 00:12:45.000]  這班門徒
[00:12:45.000 --> 00:12:46.000]  他們自己就是因為
[00:12:46.000 --> 00:12:50.000]  他們自己親身經歷過
[00:12:50.000 --> 00:12:54.000]  他跟耶穌一起
[00:12:54.000 --> 00:12:57.000]  只是一晚
[00:12:57.000 --> 00:12:59.000]  他只是一晚
[00:12:59.000 --> 00:13:01.000]  他就已經發現
[00:13:01.000 --> 00:13:02.000]  認識
[00:13:02.000 --> 00:13:03.000]  肯定
[00:13:03.000 --> 00:13:04.000]  他們叫耶穌
[00:13:04.000 --> 00:13:06.000]  之前是叫夫子
[00:13:06.000 --> 00:13:07.000]  叫老師
[00:13:07.000 --> 00:13:11.000]  後期的聖經裏面改了
[00:13:11.000 --> 00:13:13.000]  他們認定耶穌是
[00:13:13.000 --> 00:13:14.000]  那個尼塞亞
[00:13:14.000 --> 00:13:16.000]  是基督
[00:13:16.000 --> 00:13:17.000]  是救世主
[00:13:17.000 --> 00:13:19.000]  是他們等了很久的救世主
[00:13:19.000 --> 00:13:21.000]  多麼奇妙
[00:13:21.000 --> 00:13:22.000]  一晚
[00:13:22.000 --> 00:13:25.000]  你們來看看
[00:13:25.000 --> 00:13:27.000]  有時我們覺得哪有這麼神奇
[00:13:27.000 --> 00:13:30.000]  這麼快就搞定
[00:13:30.000 --> 00:13:31.000]  你不行
[00:13:31.000 --> 00:13:34.000]  耶穌可以
[00:13:34.000 --> 00:13:35.000]  就是這樣
[00:13:35.000 --> 00:13:37.000]  你想想你自己
[00:13:37.000 --> 00:13:38.000]  哪有這麼神奇
[00:13:38.000 --> 00:13:40.000]  我以前一直都不信耶穌
[00:13:40.000 --> 00:13:41.000]  突然之間
[00:13:41.000 --> 00:13:43.000]  就知道自己的罪
[00:13:43.000 --> 00:13:48.000]  知道自己是需要耶穌
[00:13:48.000 --> 00:13:50.000]  因為你自己親身經歷過
[00:13:50.000 --> 00:13:52.000]  這個神是多麼厲害
[00:13:52.000 --> 00:13:54.000]  他是主動在你人生裏面
[00:13:54.000 --> 00:13:55.000]  你仍然犯罪
[00:13:55.000 --> 00:13:58.000]  你仍然不知錯的時候
[00:13:58.000 --> 00:14:01.000]  他突然之間回頭望著你
[00:14:01.000 --> 00:14:02.000]  帶著你
[00:14:02.000 --> 00:14:07.000]  是由他叫你信耶穌
[00:14:07.000 --> 00:14:08.000]  所以這班門徒
[00:14:08.000 --> 00:14:09.000]  他們自己經歷過神
[00:14:09.000 --> 00:14:11.000]  是這麼厲害的神的時候
[00:14:11.000 --> 00:14:12.000]  他自己心裏面
[00:14:12.000 --> 00:14:14.000]  這兩個門徒
[00:14:14.000 --> 00:14:15.000]  他自己都很想和其他人
[00:14:15.000 --> 00:14:18.000]  分享這個福音
[00:14:18.000 --> 00:14:19.000]  所以弟兄姊妹
[00:14:19.000 --> 00:14:23.000]  今天第一個反省
[00:14:23.000 --> 00:14:27.000]  你看到主嗎
[00:14:27.000 --> 00:14:29.000]  在你之前
[00:14:29.000 --> 00:14:33.000]  你是怎樣信耶穌的呢
[00:14:33.000 --> 00:14:34.000]  你看不看到
[00:14:34.000 --> 00:14:35.000]  主是呼召著你
[00:14:35.000 --> 00:14:40.000]  叫著你這樣去跟從他
[00:14:40.000 --> 00:15:00.000]  我們想一想
[00:15:00.000 --> 00:15:02.000]  試想想
[00:15:02.000 --> 00:15:04.000]  你信耶穌的時候
[00:15:04.000 --> 00:15:06.000]  是多少歲
[00:15:06.000 --> 00:15:09.000]  在什麼地點
[00:15:09.000 --> 00:15:13.000]  環境
[00:15:13.000 --> 00:15:15.000]  當時有什麼震撼你
[00:15:15.000 --> 00:15:43.000]  要你去信耶穌呢
[00:15:43.000 --> 00:15:46.000]  信耶穌是一個親身的經歷
[00:15:46.000 --> 00:15:47.000]  如果剛才閉上眼
[00:15:47.000 --> 00:15:49.000]  那短短的兩分鐘
[00:15:49.000 --> 00:15:52.000]  你想不到的時候
[00:15:52.000 --> 00:15:55.000]  可能是有些狀況出現了
[00:15:55.000 --> 00:15:57.000]  你找我或者找其他弟兄姊妹
[00:15:57.000 --> 00:15:59.000]  談一談
[00:15:59.000 --> 00:16:01.000]  如果你記得
[00:16:01.000 --> 00:16:05.000]  你當初怎樣信耶穌的時候
[00:16:05.000 --> 00:16:06.000]  你會覺得你自己
[00:16:06.000 --> 00:16:09.000]  信耶穌都是一個神蹟
[00:16:09.000 --> 00:16:10.000]  耶穌是真的
[00:16:10.000 --> 00:16:14.000]  是很厲害的
[00:16:14.000 --> 00:16:15.000]  這個是你信耶穌
[00:16:15.000 --> 00:16:16.000]  裡面親身的經歷
[00:16:16.000 --> 00:16:17.000]  以至你很願意
[00:16:17.000 --> 00:16:19.000]  跟其他人去分享
[00:16:19.000 --> 00:16:21.000]  第二點
[00:16:21.000 --> 00:16:25.000]  身旁的人
[00:16:25.000 --> 00:16:26.000]  我們會把握機會
[00:16:26.000 --> 00:16:28.000]  跟身邊的人
[00:16:28.000 --> 00:16:31.000]  去帶到神面前
[00:16:31.000 --> 00:16:32.000]  我記得在小組
[00:16:32.000 --> 00:16:33.000]  特別是慈愛組
[00:16:33.000 --> 00:16:35.000]  我們的姐妹
[00:16:35.000 --> 00:16:36.000]  見到有些
[00:16:36.000 --> 00:16:38.000]  未信耶穌的弟兄姊妹
[00:16:38.000 --> 00:16:39.000]  來到我們的小組
[00:16:39.000 --> 00:16:41.000]  他們對信仰很有興趣
[00:16:41.000 --> 00:16:43.000]  他們會很快地把握機會
[00:16:43.000 --> 00:16:45.000]  跟他們去認識
[00:16:45.000 --> 00:16:47.000]  跟他們去分享耶穌
[00:16:47.000 --> 00:16:49.000]  邀請他們認識
[00:16:49.000 --> 00:16:52.000]  跟從耶穌基督
[00:16:52.000 --> 00:16:53.000]  你留意一下
[00:16:53.000 --> 00:16:55.000]  這些機會經常在我們身邊出現
[00:16:55.000 --> 00:16:57.000]  有時候不用你特別去找
[00:16:57.000 --> 00:16:59.000]  他就來到你身邊
[00:16:59.000 --> 00:17:00.000]  你有沒有這個敏銳
[00:17:00.000 --> 00:17:02.000]  把握機會呢
[00:17:02.000 --> 00:17:04.000]  40至42節
[00:17:04.000 --> 00:17:05.000]  我們請姐妹
[00:17:05.000 --> 00:17:06.000]  預備
[00:17:06.000 --> 00:17:35.000]  1 2 3
[00:17:35.000 --> 00:17:36.000]  你留意一下
[00:17:36.000 --> 00:17:38.000]  這兩個門徒
[00:17:38.000 --> 00:17:39.000]  其中有一個
[00:17:39.000 --> 00:17:42.000]  叫做安德烈
[00:17:42.000 --> 00:17:43.000]  另外一位
[00:17:43.000 --> 00:17:44.000]  聖經沒有說清楚
[00:17:44.000 --> 00:17:46.000]  他是哪一個
[00:17:46.000 --> 00:17:48.000]  我們看看安德烈
[00:17:48.000 --> 00:17:49.000]  他認識了
[00:17:49.000 --> 00:17:51.000]  耶穌基督之後
[00:17:51.000 --> 00:17:53.000]  首先
[00:17:53.000 --> 00:17:55.000]  他就是找自己的哥哥
[00:17:55.000 --> 00:17:56.000]  做見證
[00:17:56.000 --> 00:17:58.000]  留心聖經裏面說
[00:17:58.000 --> 00:18:00.000]  這個先字
[00:18:00.000 --> 00:18:02.000]  先
[00:18:02.000 --> 00:18:03.000]  41節
[00:18:03.000 --> 00:18:06.000]  他先找著自己的哥哥
[00:18:06.000 --> 00:18:09.000]  先
[00:18:09.000 --> 00:18:12.000]  第一件事
[00:18:12.000 --> 00:18:14.000]  最重要
[00:18:14.000 --> 00:18:17.000]  最快做的事
[00:18:17.000 --> 00:18:18.000]  他信了耶穌
[00:18:18.000 --> 00:18:19.000]  跟從耶穌之後
[00:18:19.000 --> 00:18:21.000]  第一件事最快的
[00:18:21.000 --> 00:18:26.000]  就是立即想起自己的親生哥哥
[00:18:26.000 --> 00:18:31.000]  去和他分享這件這麼重要的事
[00:18:31.000 --> 00:18:33.000]  弟兄姊妹
[00:18:33.000 --> 00:18:35.000]  昨晚我們美食大賽
[00:18:35.000 --> 00:18:37.000]  有很多獎項
[00:18:37.000 --> 00:18:39.000]  是不是很開心
[00:18:39.000 --> 00:18:41.000]  大家拿到獎
[00:18:41.000 --> 00:18:42.000]  在你人生裏面
[00:18:42.000 --> 00:18:43.000]  你拿到獎
[00:18:43.000 --> 00:18:46.000]  你會多謝很多人
[00:18:46.000 --> 00:18:49.000]  你有沒有多謝神呢
[00:18:49.000 --> 00:18:52.000]  你有沒有首先第一個
[00:18:52.000 --> 00:18:53.000]  很想多謝的
[00:18:53.000 --> 00:18:56.000]  就是多謝神
[00:18:56.000 --> 00:18:57.000]  有時我很欣賞
[00:18:57.000 --> 00:18:58.000]  一些基督徒的藝人
[00:18:58.000 --> 00:19:01.000]  他對著鏡頭
[00:19:01.000 --> 00:19:02.000]  他拿獎第一句
[00:19:02.000 --> 00:19:04.000]  就是感謝神
[00:19:04.000 --> 00:19:06.000]  因為他從心而出
[00:19:06.000 --> 00:19:07.000]  他所擁有的
[00:19:07.000 --> 00:19:08.000]  得著的東西
[00:19:08.000 --> 00:19:09.000]  都是神給他的
[00:19:09.000 --> 00:19:11.000]  當然人生裏面有很多人
[00:19:11.000 --> 00:19:14.000]  我們很需要多謝
[00:19:14.000 --> 00:19:16.000]  但是神
[00:19:16.000 --> 00:19:20.000]  是我們首先最重要的一個
[00:19:20.000 --> 00:19:21.000]  首先
[00:19:21.000 --> 00:19:23.000]  安德烈首先就是最重要的
[00:19:23.000 --> 00:19:25.000]  將他自己得著的好消息
[00:19:25.000 --> 00:19:27.000]  傳開出去
[00:19:27.000 --> 00:19:29.000]  首先
[00:19:29.000 --> 00:19:31.000]  他就找自己最身邊
[00:19:31.000 --> 00:19:33.000]  最親的
[00:19:33.000 --> 00:19:35.000]  最近的人
[00:19:35.000 --> 00:19:36.000]  和他分享
[00:19:36.000 --> 00:19:38.000]  這個人就是他自己哥哥
[00:19:38.000 --> 00:19:40.000]  然後他分享完之後
[00:19:40.000 --> 00:19:42.000]  很快的
[00:19:42.000 --> 00:19:44.000]  就帶他的哥哥西門彼得
[00:19:44.000 --> 00:19:48.000]  去到主耶穌基督面前
[00:19:48.000 --> 00:19:50.000]  這段經文記載著
[00:19:50.000 --> 00:19:51.000]  很有趣的
[00:19:51.000 --> 00:19:53.000]  又有些奇怪
[00:19:53.000 --> 00:19:56.000]  耶穌看著約翰
[00:19:56.000 --> 00:19:57.000]  和他說
[00:19:57.000 --> 00:19:59.000]  你是
[00:19:59.000 --> 00:20:02.000]  耶穌看著彼得
[00:20:02.000 --> 00:20:03.000]  對不起
[00:20:03.000 --> 00:20:05.000]  看著彼得和他說
