
[00:00:00.000 --> 00:00:07.000]  好,說到約書,雖然今天停戰,也不可能不說一下打仗
[00:02:44.000 --> 00:02:48.000]  就這樣,大家都在等杜絲的敬拜禱告
[00:02:48.000 --> 00:02:54.000]  跟團隊敬拜禱告之後,他就跟團隊一起回到戰場裡
[00:02:54.000 --> 00:02:58.000]  最終這場鋼巨嶺戰役,美軍得勝
[00:02:58.000 --> 00:03:02.000]  但是杜絲也受了重傷,筋疲力盡
[00:03:02.000 --> 00:03:08.000]  但是電影裡拍著他,他被抬到鋼巨嶺的時候
[00:03:08.000 --> 00:03:14.000]  他手裡仍然緊握著他隨身攜帶的聖經
[00:03:14.000 --> 00:03:18.000]  所以在戰役裡,杜絲一共拯救了75個傷兵
[00:03:18.000 --> 00:03:25.000]  因此他獲得當時的美國總統杜魯門頒發了一個美軍
[00:03:25.000 --> 00:03:29.000]  美國陸軍的最高榮譽勳章
[00:03:29.000 --> 00:03:36.000]  杜絲對神的尊崇和信仰,因此被拍成電影
[00:03:36.000 --> 00:03:40.000]  成為一個美好的見證
[00:03:40.000 --> 00:03:43.000]  我們今天又看回約書亞記
[00:03:43.000 --> 00:03:49.000]  繼續分享約書亞記系列的第十三講
[00:03:49.000 --> 00:03:53.000]  講回前文,上文提到約書亞帶領以色列民
[00:03:53.000 --> 00:03:58.000]  過了約旦河進入迦南,開始跟國族爭戰
[00:03:58.000 --> 00:04:03.000]  他的軍隊從吉甲出發,先攻陷了耶利歌城
[00:04:03.000 --> 00:04:06.000]  後來就在艾城戰敗
[00:04:06.000 --> 00:04:11.000]  原因是在於阿肝在當滅之墨上犯罪
[00:04:11.000 --> 00:04:17.000]  而更深的層次是以約書亞為首的整個以色列民族
[00:04:17.000 --> 00:04:21.000]  因為打勝仗,他們不夠警醒
[00:04:21.000 --> 00:04:24.000]  他們也沒有去討告
[00:04:24.000 --> 00:04:30.000]  當中想起奧斯卡近來一句熱爆的金句
[00:04:30.000 --> 00:04:34.000]  大家不要誤會,不是Will Smith說的那句
[00:04:34.000 --> 00:04:41.000]  而是另外一個Denzel Washington勸Will Smith的說話
[00:04:41.000 --> 00:04:44.000]  就是在人生最高點的時候,我們要小心
[00:04:44.000 --> 00:04:49.000]  惡魔就會在那個時間找上我們
[00:04:49.000 --> 00:04:54.000]  所以就是他們整個民族裡,以阿肝,結果阿肝被罪所勝
[00:04:54.000 --> 00:04:58.000]  一個人犯罪,牽連了整個民族
[00:04:58.000 --> 00:05:03.000]  而跟著我們牧師也有說到
[00:05:03.000 --> 00:05:12.000]  神要藉著約書亞先處理了整個民族的罪
[00:05:12.000 --> 00:05:18.000]  然後結果神就讓他們反敗為勝,攻取艾城
[00:05:18.000 --> 00:05:22.000]  到了今天,之後又會怎樣呢?
[00:05:22.000 --> 00:05:28.000]  是不是應該繼續乘勝追擊,再下一城
[00:05:28.000 --> 00:05:33.000]  繼續攻打下去,贏開就要繼續打下去
[00:05:33.000 --> 00:05:36.000]  但是就是今天這段的經文
[00:05:36.000 --> 00:05:40.000]  約書亞專門率領全部的以色列民,我們看到的方向
[00:05:40.000 --> 00:05:42.000]  他們不是繼續向前走
[00:05:42.000 --> 00:05:47.000]  而是突然間轉向在艾城以北的三十多公里以外
[00:05:47.000 --> 00:05:52.000]  去到一個叫耳巴魯山和基利森山中間的試劍的地方
[00:05:52.000 --> 00:05:57.000]  就是今天我們所讀的經文,約書亞記八章三十節至三十五節
[00:05:57.000 --> 00:06:01.000]  在這裡讓我們一起,你們在屏幕當中
[00:06:01.000 --> 00:06:04.000]  我在這裡,我將經文讀給大家聽
[00:06:04.000 --> 00:06:07.000]  約書亞記八章三十節
[00:06:07.000 --> 00:06:10.000]  那時約書亞在耳巴魯山上
[00:06:10.000 --> 00:06:14.000]  為耶和華以色列的神去祝一座壇
[00:06:14.000 --> 00:06:18.000]  是沒有動過鐵器和整石頭築的
[00:06:18.000 --> 00:06:24.000]  照著耶和華僕人摩西所吩咐的以色列人的話
[00:06:24.000 --> 00:06:27.000]  正如摩西律法書上所寫的
[00:06:27.000 --> 00:06:33.000]  眾人在這壇上給耶和華奉獻繁祭和平安祭
[00:06:33.000 --> 00:06:37.000]  約書亞在那裡幫助以色列人面前
[00:06:37.000 --> 00:06:41.000]  將摩西所寫的律法抄寫在石頭上面
[00:06:41.000 --> 00:06:45.000]  以色列眾人無論是本地人,是寄居的
[00:06:45.000 --> 00:06:50.000]  長老、官長、審判官都站在約會的兩旁
[00:06:50.000 --> 00:06:53.000]  在抬耶和華約會的祭司利美人面前
[00:06:53.000 --> 00:06:59.000]  一半對著基利森山,一半對著耳巴魯山
[00:06:59.000 --> 00:07:01.000]  為以色列民說祝福
[00:07:01.000 --> 00:07:04.000]  正如耶和華僕人摩西先前所吩咐的
[00:07:04.000 --> 00:07:08.000]  隨後約書亞將律法上的祝福奏奏的話
[00:07:08.000 --> 00:07:13.000]  照著律法書上一切所寫的都宣讀一篇
[00:07:13.000 --> 00:07:15.000]  摩西所吩咐的一切話
[00:07:15.000 --> 00:07:20.000]  約書亞在以色列傳會中的婦女、孩子
[00:07:20.000 --> 00:07:23.000]  並他們中間寄居外人面前
[00:07:23.000 --> 00:07:27.000]  沒有一句「不宣讀的」
[00:07:27.000 --> 00:07:31.000]  短短的六節的經文歸納了
[00:07:31.000 --> 00:07:36.000]  約書亞帶領著以色列民有兩個大的舉動
[00:07:36.000 --> 00:07:39.000]  我們今天去看第一個
[00:07:39.000 --> 00:07:43.000]  是竹壇獻祭,一個真誠的敬拜
[00:07:43.000 --> 00:07:48.000]  我們先看開頭的三十節至三十一節
[00:07:48.000 --> 00:07:51.000]  今天因為我們去看舊約
[00:07:51.000 --> 00:07:55.000]  我會有不同的經文去引用
[00:07:55.000 --> 00:07:57.000]  很多留意會有新名記
[00:07:57.000 --> 00:08:00.000]  很多摩西吩咐約書亞做的事
[00:08:00.000 --> 00:08:02.000]  跟這裡是很相似的
[00:08:02.000 --> 00:08:07.000]  我會跟大家去看,亦有時會去出埃及記
[00:08:07.000 --> 00:08:09.000]  請大家可以留意
[00:08:09.000 --> 00:08:15.000]  我們首先看看,當年約書亞是遵從摩西當時的吩咐
[00:08:15.000 --> 00:08:19.000]  我們看回新名記二十七章四至七節
[00:08:19.000 --> 00:08:23.000]  大家可以對比這兩段聖經,真是熟口熟面
[00:08:23.000 --> 00:08:27.000]  很接近,接近度高達90%
[00:08:27.000 --> 00:08:33.000]  聖經中說,你們過了約旦河就要在耳巴魯山上照我的吩咐
[00:08:33.000 --> 00:08:39.000]  就在那裡為耶和華你的神去捉一座石壇
[00:08:39.000 --> 00:08:42.000]  在石頭上不要以動鐵器
[00:08:42.000 --> 00:08:46.000]  要用沒有作過的石頭去捉耶和華你的神的壇
[00:08:46.000 --> 00:08:50.000]  在壇上你要獻梵祭,獻給耶和華你的神
[00:08:50.000 --> 00:08:52.000]  又要獻情安祭
[00:08:52.000 --> 00:08:58.000]  且在那裡吃,在耶和華你的神面前歡樂
[00:08:58.000 --> 00:09:04.000]  如果你兩段經文都沒有消化或沒有吸收
[00:09:04.000 --> 00:09:10.000]  我用四個分點可以告訴你這兩次經文要注意的地方
[00:09:10.000 --> 00:09:12.000]  第一,捉壇
[00:09:12.000 --> 00:09:14.000]  第二,要用整塊石頭
[00:09:14.000 --> 00:09:16.000]  第三,要照吩咐
[00:09:16.000 --> 00:09:19.000]  第四,就是獻祭
[00:09:19.000 --> 00:09:22.000]  我們逐點去看
[00:09:22.000 --> 00:09:25.000]  第一,我們看神吩咐,以色列人在迦南
[00:09:25.000 --> 00:09:30.000]  我們去思考一下,他們進入迦南的目的是什麼
[00:09:30.000 --> 00:09:34.000]  很明顯這兩段聖經一說,第一樣東西就是捉壇獻祭
[00:09:34.000 --> 00:09:39.000]  約旦河他深知他帶著一班以色列人進入迦南去打仗
[00:09:39.000 --> 00:09:43.000]  他要打贏仗,不是在於他們自己有什麼能力
[00:09:43.000 --> 00:09:48.000]  是敬拜耶和華才是他們整個民族,整個國家真正的保障
[00:09:48.000 --> 00:09:53.000]  正如謝牧師之前在他的信息裏面也有說過
[00:09:53.000 --> 00:09:58.000]  爭戰勝敗的關鍵不是在於你怎樣打
[00:09:58.000 --> 00:10:01.000]  而是在於你怎樣對神
[00:10:01.000 --> 00:10:07.000]  所以捉壇的意義就是去獻祭,去敬拜,去感恩
[00:10:07.000 --> 00:10:13.000]  這也是約書亞遵從摩西的遺訓
[00:10:13.000 --> 00:10:18.000]  而地點他提過是一個試劍這個地方
[00:10:18.000 --> 00:10:22.000]  試劍我們可以看回,也可以看回舊約,創世紀
[00:10:22.000 --> 00:10:27.000]  其實也是猶太人他的先祖,他們捉壇獻祭的地方
[00:10:27.000 --> 00:10:30.000]  包括了亞伯蘭,即是亞伯拉罕
[00:10:30.000 --> 00:10:33.000]  在創世紀十二章裏面說到了試劍這個地方
[00:10:33.000 --> 00:10:38.000]  亞伯蘭就在那裏向他顯現的耶和華捉了一座壇
[00:10:38.000 --> 00:10:43.000]  而另外就是瓦割,我們舊約常常都說亞伯拉罕的神
[00:10:43.000 --> 00:10:45.000]  以撒的神,瓦割的神
[00:10:45.000 --> 00:10:48.000]  這些都是猶太人很尊敬的祖先
[00:10:48.000 --> 00:10:51.000]  所以瓦割也在創世紀裏面提到
[00:10:51.000 --> 00:10:54.000]  他平平安安地去到迦南的試劍城
[00:10:54.000 --> 00:10:56.000]  就在那裏捉了一座壇
[00:10:56.000 --> 00:10:58.000]  還給了他一個名字,有個名字的
[00:10:58.000 --> 00:11:01.000]  就叫伊利,伊羅伊,以色列
[00:11:01.000 --> 00:11:03.000]  所以有個括號的,大家不明白不要緊
[00:11:03.000 --> 00:11:08.000]  就是叫做神,以色列神的意思
[00:11:08.000 --> 00:11:12.000]  所以來到約書亞紀,約書亞這個時代
[00:11:12.000 --> 00:11:18.000]  竹壇憲制進入迦南就成為了約書亞的一個很重要的事
[00:11:18.000 --> 00:11:21.000]  因為是先祖吩咐,摩西吩咐
[00:11:21.000 --> 00:11:24.000]  而且他們的先祖也在這個地方捉壇
[00:11:24.000 --> 00:11:30.000]  但是遠遠大過他們去繼續去攻城掠地
[00:11:30.000 --> 00:11:33.000]  丁姐妹,我又問一下你們
[00:11:33.000 --> 00:11:35.000]  在你們的生命裏面,你們比較
[00:11:35.000 --> 00:11:38.000]  你們覺得你們自己的生命是重視打仗
[00:11:38.000 --> 00:11:40.000]  還是重視捉壇呢?
[00:11:40.000 --> 00:11:45.000]  就是想問你們,你們生活裏面重要的事情是甚麼呢?
[00:11:45.000 --> 00:11:48.000]  最重要的事情是甚麼呢?
[00:11:48.000 --> 00:11:54.000]  究竟是平時上班,工作一點,爭取表現
[00:11:54.000 --> 00:12:00.000]  還是我們分別將星期三,或者我們平時的時間
[00:12:00.000 --> 00:12:04.000]  我們去回祈禱會,以及在小組裏面親近神呢?
[00:12:04.000 --> 00:12:08.000]  到星期日,究竟我們去補眠,休息
[00:12:08.000 --> 00:12:11.000]  說很辛苦,在一個星期裏面做得很辛苦
[00:12:11.000 --> 00:12:16.000]  還是我們能夠去藉著敬拜讚美神,去重新得力呢?
[00:12:16.000 --> 00:12:20.000]  而我們的子女,很多時候我們都很緊張
[00:12:20.000 --> 00:12:23.000]  他們的成績,去跟他們安排很多的補習
[00:12:23.000 --> 00:12:28.000]  要學好樂器,要爭取這個競爭力
[00:12:28.000 --> 00:12:32.000]  還是我們是靠著,我們很想將他們帶到神面前
[00:12:32.000 --> 00:12:38.000]  去回兒童崇拜,少年崇拜,去敬拜神,學做人呢?
[00:12:38.000 --> 00:12:43.000]  而弟兄姊妹我們剛才說,為十一奉獻祈禱
[00:12:43.000 --> 00:12:46.000]  我們將我們十分之一的收入
[00:12:46.000 --> 00:12:50.000]  現在這個時勢這麼穩定
[00:12:50.000 --> 00:12:54.000]  是不是用來投資,或者用來做儲備
[00:12:54.000 --> 00:12:57.000]  還是我們將它奉獻給神呢?
[00:12:57.000 --> 00:13:01.000]  弟兄姊妹,我沒有說當中哪一樣東西不重要
[00:13:01.000 --> 00:13:05.000]  我只不過是哪一樣東西是你生命的優先次序
[00:13:05.000 --> 00:13:09.000]  正如馬太福音六章三十三節,大家很熟悉的經文
[00:13:09.000 --> 00:13:13.000]  是你們要先求祂的國和祂的義
[00:13:13.000 --> 00:13:16.000]  這些東西都要加給你們
[00:13:16.000 --> 00:13:21.000]  所以弟兄姊妹,哪樣是我們生命的首要呢?
[00:13:21.000 --> 00:13:24.000]  所以我們去祝壇獻祭,真誠的敬拜
[00:13:24.000 --> 00:13:28.000]  第一樣東西要學習的是,我們要以神為首
[00:13:28.000 --> 00:13:33.000]  然後經文裏面說,他說要用整塊石頭去祝壇
[00:13:33.000 --> 00:13:38.000]  在當中我們學習是代表著神是那個整全的,獨一的真神
[00:13:38.000 --> 00:13:43.000]  我們不能夠用任何偶像化的形象去取代祂
[00:13:43.000 --> 00:13:49.000]  而聖經裏面說不經鐵器,是因為不要用人手所做的事
[00:13:49.000 --> 00:13:54.000]  令到這個石壇成為了人為雕刻的偶像
[00:13:54.000 --> 00:13:58.000]  其實在出埃及記裏面已經很清楚的提醒了我們
[00:13:58.000 --> 00:14:04.000]  他說你若再為我去祝一座石壇,不要用作成的石頭
[00:14:04.000 --> 00:14:09.000]  因你在上頭一棟家具,那個壇就污穢了
[00:14:09.000 --> 00:14:14.000]  所以也是引申到,其實我們新約聖經有提過
[00:14:14.000 --> 00:14:18.000]  我們人為的工作是不能夠承受救恩
[00:14:18.000 --> 00:14:22.000]  我們人所做的,不可以讓我們帶來神的救贖的恩典
[00:14:22.000 --> 00:14:26.000]  這個完全是從神而來的一個白白的恩典
[00:14:26.000 --> 00:14:33.000]  在二福所書二章裏面說,你們得救是本乎恩,也因著信
[00:14:33.000 --> 00:14:39.000]  這個不是出於自己,而是神所賜的,也不是出於行為
[00:14:39.000 --> 00:14:42.000]  就免得有人自誇
[00:14:42.000 --> 00:14:46.000]  弟兄姊妹,你有沒有留意,我們基督教的教會裏面
[00:14:46.000 --> 00:14:50.000]  是很少掛了耶穌的畫像的
[00:14:50.000 --> 00:14:57.000]  就是因為我們免得我們的信徒去敬拜了一些有形的偶像
[00:14:57.000 --> 00:15:01.000]  而大家很懷念,我們都很想去旅行
[00:15:01.000 --> 00:15:04.000]  看看有沒有機會可以去歐洲
[00:15:04.000 --> 00:15:08.000]  歐洲其實有很多大型,很美輪美奐,很大型的教堂
[00:15:08.000 --> 00:15:13.000]  其中一個最突出的,當然很多時候都會是
[00:15:13.000 --> 00:15:15.000]  頭一兩個旅程你都一定會去的
[00:15:15.000 --> 00:15:17.000]  就會去到意大利的梵蒂岡
[00:15:17.000 --> 00:15:21.000]  梵蒂岡裏面有一個叫西斯丁禮拜堂
[00:15:21.000 --> 00:15:24.000]  這個禮拜堂特別的地方
[00:15:24.000 --> 00:15:28.000]  就是它充滿著一個著名的畫家叫米高安哲路
[00:15:28.000 --> 00:15:32.000]  他呢,很多有關聖經的巨世著作
[00:15:32.000 --> 00:15:38.000]  他就成為了他的壁畫,就在這個禮拜堂裏面
[00:15:38.000 --> 00:15:46.000]  而後世很多年之後就引進了萬千的人進入這個禮拜堂參觀
[00:15:46.000 --> 00:15:50.000]  小弟都少不免成為那個人群裏面的其中一個
[00:15:50.000 --> 00:15:54.000]  我們都是曾經在梵蒂岡壁壁壁排隊排幾個鐘頭
[00:15:54.000 --> 00:15:59.000]  然後進入一個很小很窄的禮拜堂裏面
[00:15:59.000 --> 00:16:03.000]  但是我自己去行於這個禮拜堂的時候
[00:16:03.000 --> 00:16:05.000]  我有一個心在想
[00:16:05.000 --> 00:16:07.000]  其實當時我的心情
[00:16:07.000 --> 00:16:10.000]  不知道是否代表了大部分的參觀者的心情
[00:16:10.000 --> 00:16:16.000]  其實究竟是我們去鑑賞讚嘆米高安哲路的畫工多些
[00:16:16.000 --> 00:16:22.000]  還是我們去尊崇敬畏這個創世救贖的三一神多些呢
[00:16:22.000 --> 00:16:25.000]  我真的不敢去回答這個問題
[00:16:25.000 --> 00:16:27.000]  我自己都有懷疑
[00:16:27.000 --> 00:16:31.000]  我自己的出發點覺得這個米高安哲路很漂亮
[00:16:31.000 --> 00:16:35.000]  很可能人就會偷了神的一些榮耀
[00:16:35.000 --> 00:16:39.000]  所以我每一次講道的時候
[00:16:39.000 --> 00:16:41.000]  去預備
[00:16:41.000 --> 00:16:43.000]  神都提醒我
[00:16:43.000 --> 00:16:46.000]  祂告訴我祂著重的道
[00:16:46.000 --> 00:16:50.000]  是不需要去很多的粉飾,很多的雕雕
[00:16:50.000 --> 00:16:52.000]  是為了去研究一下那些匯眾
[00:16:52.000 --> 00:16:54.000]  怎樣去取悅那些匯眾
[00:16:54.000 --> 00:16:57.000]  講些什麼令到他們可以精彩一點
[00:16:57.000 --> 00:16:59.000]  令他們覺得好聽一點
[00:16:59.000 --> 00:17:01.000]  或者他們比較適合聽
[00:17:01.000 --> 00:17:03.000]  而是神提醒我
[00:17:03.000 --> 00:17:07.000]  信息有沒有準確地按著正義去分解真理
[00:17:07.000 --> 00:17:09.000]  而很想帶給匯眾的是
[00:17:09.000 --> 00:17:13.000]  有沒有被他們當中有沒有被餵養
[00:17:13.000 --> 00:17:15.000]  有沒有被詛咒
[00:17:15.000 --> 00:17:17.000]  而不是一些很多的枝節
[00:17:17.000 --> 00:17:19.000]  很多的美容
[00:17:19.000 --> 00:17:22.000]  令到他們好像覺得這篇道好聽一點
[00:17:22.000 --> 00:17:25.000]  所以祝壇獻祭真誠的敬拜
[00:17:25.000 --> 00:17:27.000]  第二點我剛才所講的
[00:17:27.000 --> 00:17:30.000]  第二樣東西就是以神為神
[00:17:30.000 --> 00:17:36.000]  我們要用整塊的石頭去雕著祭壇
[00:17:36.000 --> 00:17:38.000]  而第三個分點就是
[00:17:38.000 --> 00:17:39.000]  我們看回剛才三十一節
[00:17:39.000 --> 00:17:44.000]  他說照著耶和華僕人摩西所吩咐以色列人的話
[00:17:44.000 --> 00:17:48.000]  去正如摩西律法書所寫
[00:17:48.000 --> 00:17:50.000]  約書亞跟隨摩西
[00:17:50.000 --> 00:17:54.000]  而摩西是跟隨誰呢
[00:17:54.000 --> 00:17:56.000]  他的吩咐是從神而來
[00:17:56.000 --> 00:17:57.000]  我們可以看看
[00:17:57.000 --> 00:17:59.000]  由出埃及記
[00:17:59.000 --> 00:18:00.000]  一路到生命記
[00:18:00.000 --> 00:18:02.000]  到約書亞記
[00:18:02.000 --> 00:18:04.000]  我們有一個圖表
[00:18:04.000 --> 00:18:06.000]  我做了一個簡單的比較
[00:18:06.000 --> 00:18:09.000]  其實所講的東西是同一個信息
[00:18:09.000 --> 00:18:12.000]  一路由神吩咐摩西是出埃及記
[00:18:12.000 --> 00:18:14.000]  不要用作成的石頭
[00:18:14.000 --> 00:18:15.000]  去到生命記
[00:18:15.000 --> 00:18:18.000]  摩西跟眾長老吩咐約書亞也是
[00:18:18.000 --> 00:18:19.000]  跟百姓也是這樣說
[00:18:19.000 --> 00:18:20.000]  你去竹壇
[00:18:20.000 --> 00:18:22.000]  在石頭上不要用鐵器
[00:18:22.000 --> 00:18:25.000]  要用沒有作過的石頭去竹壇
[00:18:25.000 --> 00:18:28.000]  而到現在約書亞記
[00:18:28.000 --> 00:18:31.000]  約書亞和以色列人真真正正去竹壇的時候
[00:18:31.000 --> 00:18:35.000]  他就根據之前出埃及記
[00:18:35.000 --> 00:18:37.000]  生命記的吩咐
[00:18:37.000 --> 00:18:39.000]  所以我們可以看到這裡
[00:18:39.000 --> 00:18:42.000]  其實我們真誠去竹壇獻祭
[00:18:42.000 --> 00:18:43.000]  我們去敬拜
[00:18:43.000 --> 00:18:45.000]  真誠的敬拜對神的敬拜
[00:18:45.000 --> 00:18:48.000]  就是我們知道神喜悅的是以色列人
[00:18:48.000 --> 00:18:51.000]  也是我們怎樣可以代代傳承
[00:18:51.000 --> 00:18:56.000]  以及我們要去尊重神去安立的帶領者
[00:18:56.000 --> 00:18:59.000]  摩西敬畏神
[00:18:59.000 --> 00:19:03.000]  約書亞和百姓也都聽摩西和長老的吩咐
[00:19:03.000 --> 00:19:07.000]  以至於他們就按住這個吩咐去竹壇
[00:19:07.000 --> 00:19:08.000]  所以真誠的敬拜
[00:19:08.000 --> 00:19:09.000]  第三樣東西
[00:19:09.000 --> 00:19:13.000]  我們要學習的就是要敬畏和信服
[00:19:13.000 --> 00:19:16.000]  而這段經文的第四點講過的就是
[00:19:16.000 --> 00:19:18.000]  有兩個祭獻上
[00:19:18.000 --> 00:19:20.000]  第一個就是獻梵祭
[00:19:20.000 --> 00:19:22.000]  一個Burnt Offering
[00:19:22.000 --> 00:19:23.000]  《舊約聖經》裏面講
[00:19:23.000 --> 00:19:26.000]  亦都是等同於一個贖罪祭
[00:19:26.000 --> 00:19:28.000]  而在《李美記》一章九節裏面講
[00:19:28.000 --> 00:19:31.000]  亦都是獻給耶和華興香的火祭
[00:19:31.000 --> 00:19:35.000]  所以梵祭亦即是贖罪祭
[00:19:35.000 --> 00:19:37.000]  亦都是興香的火祭
[00:19:37.000 --> 00:19:42.000]  做法就是將全部的祭物放在壇上燒盡
[00:19:42.000 --> 00:19:45.000]  所以亦都是當他們燒
[00:19:45.000 --> 00:19:47.000]  去獻祭的過程裏面
[00:19:47.000 --> 00:19:50.000]  獻祭者就將他的敬拜和禱告
[00:19:50.000 --> 00:19:52.000]  亦都隨著焚燒的祭物
[00:19:52.000 --> 00:19:54.000]  所產生的興香的氣
[00:19:54.000 --> 00:19:57.000]  一齊上達到天上面
[00:19:57.000 --> 00:19:59.000]  去到神的面前
[00:19:59.000 --> 00:20:02.000]  亦都代表著獻祭者毫無保留
[00:20:02.000 --> 00:20:05.000]  將一切都獻給耶和華
[00:20:05.000 --> 00:20:08.000]  這就是一個梵祭的意義
[00:20:08.000 --> 00:20:10.000]  而特別是平安祭
[00:20:10.000 --> 00:20:12.000]  另外第二個就是獻平安祭
[00:20:12.000 --> 00:20:14.000]  是一個叫做「Thanksgiving」
[00:20:14.000 --> 00:20:16.000]  和「Fellowship」的offering
[00:20:16.000 --> 00:20:18.000]  中文就沒有那麼明顯
[00:20:18.000 --> 00:20:20.000]  但英文你很明白
[00:20:20.000 --> 00:20:25.000]  究竟獻祭這個祭的做法和目的是甚麼
[00:20:25.000 --> 00:20:27.000]  如果大家想知道多些
[00:20:27.000 --> 00:20:31.000]  詳情你可以參考《李美記》第三章和第七章
[00:20:31.000 --> 00:20:34.000]  我在這裏就不和大家詳細講了
[00:20:34.000 --> 00:20:37.000]  祭物就是一份分成兩份
[00:20:37.000 --> 00:20:39.000]  一份會獻給耶和華神
[00:20:39.000 --> 00:20:42.000]  而另一份是人可以吃的
[00:20:42.000 --> 00:20:43.000]  好像中國人那樣
[00:20:43.000 --> 00:20:46.000]  因為最近剛剛過了清明節
[00:20:46.000 --> 00:20:48.000]  很多時候我們會獻祭
[00:20:48.000 --> 00:20:51.000]  但我們都會吃一些東西
[00:20:51.000 --> 00:20:54.000]  其實吃祭物都是一個獻祭
[00:20:54.000 --> 00:20:56.000]  《聖經》裏面說
[00:20:56.000 --> 00:20:58.000]  在耶和華的會幕裏面
[00:20:58.000 --> 00:21:02.000]  存著感恩的心一齊歡樂的去享用
[00:21:02.000 --> 00:21:05.000]  然後當中帶著感謝、感謝神
[00:21:05.000 --> 00:21:08.000]  和一個甘心還願的心
[00:21:08.000 --> 00:21:11.000]  即是神的恩典在我們的生命裏面還願
[00:21:11.000 --> 00:21:15.000]  然後在當中建立人和神
[00:21:15.000 --> 00:21:19.000]  人和人之間的和好團契的關係
[00:21:19.000 --> 00:21:21.000]  在「繁祭」和「平安祭」當中
[00:21:21.000 --> 00:21:22.000]  我們也學習
[00:21:22.000 --> 00:21:24.000]  我們「祝壇獻祭」「真誠敬拜」
[00:21:24.000 --> 00:21:26.000]  要學習的第四個點就是
[00:21:26.130 --> 00:21:28.590]  愛神 愛人
[00:21:28.590 --> 00:21:32.510]  所以短短兩節聖經 竹壇獻祭
[00:21:32.510 --> 00:21:34.790]  我們今天成為了
[00:21:34.790 --> 00:21:38.630]  我們今時今日信徒的一個生活方式
[00:21:38.630 --> 00:21:41.490]  成為了我們一個真誠的敬拜
[00:21:41.490 --> 00:21:45.510]  是透過我們將神放在我們生命裏面的首要
[00:21:45.510 --> 00:21:46.990]  去表明我們
[00:21:46.990 --> 00:21:51.330]  神在我們的生命裏面有多麼重要
[00:21:51.330 --> 00:21:55.430]  而且神喜歡我們一個心靈
[00:21:55.690 --> 00:21:57.170]  誠實的敬拜
[00:21:57.170 --> 00:21:59.170]  約翰福音四章二十四節
[00:21:59.170 --> 00:22:02.550]  所以不是單純在教會
[00:22:02.550 --> 00:22:04.550]  而是在任何的地方
[00:22:04.550 --> 00:22:06.270]  在任何的時間
[00:22:06.270 --> 00:22:09.570]  我們一個七二四的獻上
[00:22:09.570 --> 00:22:11.810]  就在這兩節聖經裏面
[00:22:11.810 --> 00:22:15.030]  我們從約書亞帶領著以色列的子民
[00:22:15.030 --> 00:22:16.610]  他在爭戰裏面
