
[00:00:00.000 --> 00:00:07.000]  一年很快要過去了
[00:02:17.000 --> 00:02:21.000]  再跟我大家考驗一下
[00:02:21.000 --> 00:02:25.000]  什麼叫外人
[00:02:25.000 --> 00:02:28.000]  外省人
[00:02:28.000 --> 00:02:32.000]  教外的人就是還沒有信耶穌的人
[00:02:32.000 --> 00:02:33.000]  他說我們怎麼樣
[00:02:33.000 --> 00:02:35.000]  基督徒跟還沒有信耶穌的
[00:02:35.000 --> 00:02:36.000]  非基督徒
[00:02:36.000 --> 00:02:38.000]  我們怎麼樣子跟他交往呢
[00:02:38.000 --> 00:02:45.000]  那這個交往其實
[00:02:45.000 --> 00:02:47.000]  你看中文聖經的翻譯是說
[00:02:47.000 --> 00:02:50.000]  你們要愛惜光陰 對不對
[00:02:50.000 --> 00:02:54.000]  然後用智慧與外人交往
[00:02:54.000 --> 00:02:57.000]  這個看起來好像重點是在哪裡
[00:02:57.000 --> 00:02:59.000]  如果按照中文來講
[00:02:59.000 --> 00:03:04.000]  重點在哪裡
[00:03:04.000 --> 00:03:07.000]  好像是愛惜光陰對不對
[00:03:07.000 --> 00:03:11.000]  但是其實原文裡面是反過來
[00:03:11.000 --> 00:03:19.000]  原文是說你們要在智慧裡面來行走
[00:03:19.000 --> 00:03:22.000]  等一下會解釋這個交往的意思
[00:03:22.000 --> 00:03:27.000]  然後接著就是說要愛惜光陰
[00:03:27.000 --> 00:03:28.000]  那我們來看看
[00:03:28.000 --> 00:03:30.000]  所以首先我們要來看
[00:03:30.000 --> 00:03:33.000]  其實他在這裡講到的就是
[00:03:33.000 --> 00:03:35.000]  用智慧跟外人交往
[00:03:35.000 --> 00:03:38.000]  怎麼樣子用智慧跟外人交往
[00:03:38.000 --> 00:03:40.000]  這個交往是什麼意思呢
[00:03:40.000 --> 00:03:46.000]  這個交往的意思就是跟行事為人
[00:03:46.000 --> 00:03:49.000]  特別強調的是行為
[00:03:49.000 --> 00:03:51.000]  也可以說是我們的生命
[00:03:51.000 --> 00:03:53.000]  我們的生活
[00:03:53.000 --> 00:03:56.000]  基督徒你的生活是怎麼樣子
[00:03:56.000 --> 00:03:59.000]  我們在非基督徒的面前
[00:03:59.000 --> 00:04:01.000]  我們在我們還不信主的家人朋友的面前
[00:04:01.000 --> 00:04:04.000]  我們怎麼樣子行事為人
[00:04:04.000 --> 00:04:06.000]  保羅告訴我們說
[00:04:06.000 --> 00:04:10.000]  這個是他提醒我們要傳福音
[00:04:10.000 --> 00:04:15.000]  一個很重要的一件事情
[00:04:15.000 --> 00:04:16.000]  親愛的休士們
[00:04:16.000 --> 00:04:20.000]  有一次格里漢穆斯大家都知道
[00:04:20.000 --> 00:04:22.000]  格里漢穆斯已經過世了
[00:04:22.000 --> 00:04:25.000]  但是他可以說是二十世紀
[00:04:25.000 --> 00:04:29.000]  最偉大的一個福音佈道家
[00:04:29.000 --> 00:04:31.000]  可是有一次格里漢穆斯在印度
[00:04:31.000 --> 00:04:34.000]  他跟一個印度教的學者
[00:04:34.000 --> 00:04:37.000]  跟他做個人佈道
[00:04:37.000 --> 00:04:41.000]  他就把這個福音詳細的講給他聽
[00:04:41.000 --> 00:04:43.000]  當他講完之後
[00:04:43.000 --> 00:04:46.000]  這一個學者就對他說
[00:04:46.000 --> 00:04:50.000]  他說當我看見一個基督徒的時候
[00:04:50.000 --> 00:04:54.000]  我就會相信
[00:04:54.000 --> 00:04:57.000]  當他講完這句話之後
[00:04:57.000 --> 00:04:59.000]  格里漢穆斯事後說
[00:04:59.000 --> 00:05:03.000]  他說這是我聽過的講道當中
[00:05:03.000 --> 00:05:07.000]  最有力量 最具挑戰性的一個講章
[00:05:07.000 --> 00:05:10.000]  因為當他講這句話的時候
[00:05:10.000 --> 00:05:13.000]  我就在他的面前
[00:05:13.000 --> 00:05:16.000]  你懂這意思嗎
[00:05:16.000 --> 00:05:19.000]  他說當我看見一個基督徒的時候
[00:05:19.000 --> 00:05:24.000]  我就會相信這位耶穌
[00:05:24.000 --> 00:05:27.000]  為什麼說他看見一個
[00:05:27.000 --> 00:05:30.000]  美國來的佈道家跟他在個人佈道
[00:05:30.000 --> 00:05:33.000]  他怎麼知道你這個人是怎麼樣一個人
[00:05:33.000 --> 00:05:35.000]  就像你今天走在路上面
[00:05:35.000 --> 00:05:37.000]  你跟一個陌生人你跟他傳福音
[00:05:37.000 --> 00:05:38.000]  或者你坐飛機的時候
[00:05:38.000 --> 00:05:39.000]  你跟你旁邊傳福音
[00:05:39.000 --> 00:05:41.000]  他不知道你是誰
[00:05:41.000 --> 00:05:43.000]  他看不見你的生活對不對
[00:05:43.000 --> 00:05:45.000]  當然那個意思不是說你不要傳
[00:05:45.000 --> 00:05:46.000]  但是我講的意思就是說
[00:05:46.000 --> 00:05:48.000]  其實弟兄姊妹
[00:05:48.000 --> 00:05:50.000]  平常更多的是
[00:05:50.000 --> 00:05:55.000]  你的生活 你的行為如何
[00:05:55.000 --> 00:06:01.000]  家裡面的父母親為什麼不信耶穌
[00:06:01.000 --> 00:06:03.000]  可能第一個我們要問就是
[00:06:03.000 --> 00:06:07.000]  我們在家中有沒有好的表現
[00:06:07.000 --> 00:06:09.000]  你先生為什麼這麼樣子
[00:06:09.000 --> 00:06:12.000]  三十年還不信耶穌
[00:06:12.000 --> 00:06:16.000]  那就要問你太太了 是不是
[00:06:16.000 --> 00:06:19.000]  你每次忙著教會
[00:06:19.000 --> 00:06:28.000]  先生每個禮拜天就自動進食禱告
[00:06:28.000 --> 00:06:29.000]  你想想看
[00:06:29.000 --> 00:06:33.000]  如果你沒有進到你應該有的一個行為
[00:06:33.000 --> 00:06:35.000]  你的生活行為沒有這樣子的
[00:06:35.000 --> 00:06:37.000]  一個基督徒的樣子出來
[00:06:37.000 --> 00:06:39.000]  怎麼能夠讓你周遭的人
[00:06:39.000 --> 00:06:42.000]  他們願意相信耶穌呢
[00:06:42.000 --> 00:06:43.000]  所以保祿在這裡說
[00:06:43.000 --> 00:06:47.000]  你們要用智慧與外人交往
[00:06:47.000 --> 00:06:50.000]  他特別強調的是行為
[00:06:50.000 --> 00:06:54.000]  我們的行為能不能夠表現出耶穌基督
[00:06:54.000 --> 00:06:57.000]  信徒小組的一個很重要的關鍵是什麼
[00:06:57.000 --> 00:07:02.000]  坦白說不是那個program把它走完
[00:07:02.000 --> 00:07:06.000]  也不是每一次今天講這個
[00:07:06.000 --> 00:07:08.000]  今天講這個主題
[00:07:08.000 --> 00:07:10.000]  明天講那個主題
[00:07:10.000 --> 00:07:11.000]  今天聽了這個見證
[00:07:11.000 --> 00:07:13.000]  明天聽了一個見證
[00:07:13.000 --> 00:07:15.000]  當然這些東西都很需要
[00:07:15.000 --> 00:07:17.000]  很好的安排預備
[00:07:17.000 --> 00:07:19.000]  但是親愛的優生們你知道嗎
[00:07:19.000 --> 00:07:21.000]  我相信在信徒小組
[00:07:21.000 --> 00:07:24.000]  你信徒的人你可以做見證
[00:07:24.000 --> 00:07:27.000]  你感受到的是什麼
[00:07:27.000 --> 00:07:30.000]  你感受的至少在這八個禮拜當中
[00:07:30.000 --> 00:07:33.000]  你感受到的應該是這些基督徒
[00:07:33.000 --> 00:07:36.000]  他們的愛 是不是
[00:07:36.000 --> 00:07:39.000]  是嗎
[00:07:39.000 --> 00:07:42.000]  如果你真的做得道地的話
[00:07:42.000 --> 00:07:45.000]  這一個best
[00:07:45.000 --> 00:07:48.000]  你在邀請他要來參加的時候
[00:07:48.000 --> 00:07:51.000]  你不是等到他那八個禮拜
[00:07:51.000 --> 00:07:55.000]  你才表現得比較好一點
[00:07:55.000 --> 00:07:58.000]  你平常你的鄰居朋友
[00:07:58.000 --> 00:08:01.000]  你就應該在他的面前有好的行為
[00:08:01.000 --> 00:08:04.000]  是不是
[00:08:04.000 --> 00:08:08.000]  我記得第一次在做信徒小組的時候
[00:08:08.000 --> 00:08:10.000]  每一天我們教目同工我們在禱告
[00:08:10.000 --> 00:08:12.000]  我們就把我們所參與的小組的best
[00:08:12.000 --> 00:08:19.000]  我們就提名禱告出來
[00:08:19.000 --> 00:08:22.000]  我就為我的鄰居禱告
[00:08:22.000 --> 00:08:25.000]  提名為他禱告
[00:08:25.000 --> 00:08:28.000]  當為他禱告的時候就想到說
[00:08:28.000 --> 00:08:33.000]  家裡面的水果節出來了
[00:08:33.000 --> 00:08:35.000]  就想到把家裡面的水果
[00:08:35.000 --> 00:08:38.000]  他很喜歡吃我們家的橘子
[00:08:38.000 --> 00:08:40.000]  以前有一顆橘子就在他家門
[00:08:40.000 --> 00:08:42.000]  他家的牆壁旁邊
[00:08:42.000 --> 00:08:45.000]  所以長到他那邊就是他的了
[00:08:45.000 --> 00:08:47.000]  後來我搬進去之前
[00:08:47.000 --> 00:08:50.000]  前面一個屋主可能把那個樹砍掉了
[00:08:50.000 --> 00:08:52.000]  但是我們家還有一顆的橘子
[00:08:52.000 --> 00:08:57.000]  他進不來就是在另外一邊
[00:08:57.000 --> 00:08:59.000]  所以我知道他喜歡吃橘子
[00:08:59.000 --> 00:09:00.000]  所以橘子熟的時候
[00:09:00.000 --> 00:09:02.000]  我就把那些甜的橘子
[00:09:02.000 --> 00:09:09.000]  再一籃就送給他
[00:09:09.000 --> 00:09:12.000]  你不是到聖誕節
[00:09:12.000 --> 00:09:14.000]  二十三號 二十四號 二十三號
[00:09:14.000 --> 00:09:16.000]  今天晚上我們有聖誕節聚會
[00:09:16.000 --> 00:09:19.000]  我要趕快預備好一些的福音單張
[00:09:19.000 --> 00:09:21.000]  然後告訴我的鄰居說
[00:09:21.000 --> 00:09:24.000]  邀請你來參加
[00:09:24.000 --> 00:09:28.000]  他看你平常都不出現
[00:09:28.000 --> 00:09:32.000]  見面也不打招呼
[00:09:32.000 --> 00:09:34.000]  然後突然二十二號
[00:09:34.000 --> 00:09:36.000]  你來到他面前
[00:09:36.000 --> 00:09:37.000]  他心想
[00:09:37.000 --> 00:09:40.000]  這個人一定是無事不登三寶殿
[00:09:40.000 --> 00:09:42.000]  做什麼
[00:09:42.000 --> 00:09:45.000]  你單張一秀出來他就知道了
[00:09:45.000 --> 00:09:48.000]  好了 又到了聖誕節
[00:09:48.000 --> 00:09:51.000]  你又來邀請我了 是不是
[00:09:51.000 --> 00:09:53.000]  千秋子妹 不是的
[00:09:53.000 --> 00:09:55.000]  平常的時候
[00:09:55.000 --> 00:09:57.000]  我們的行事為人
[00:09:57.000 --> 00:09:59.000]  我們的生活
[00:09:59.000 --> 00:10:03.000]  就要把耶穌基督的樣式彰顯出來
[00:10:03.000 --> 00:10:04.000]  所以保羅在這裡說
[00:10:04.000 --> 00:10:08.000]  用智慧與外人交往的意思就是在這裡
[00:10:08.000 --> 00:10:11.000]  他提到說要用智慧
[00:10:11.000 --> 00:10:13.000]  智慧
[00:10:13.000 --> 00:10:22.000]  智慧
[00:10:22.000 --> 00:10:25.000]  什麼叫智慧
[00:10:25.000 --> 00:10:28.000]  這個智慧跟世界上
[00:10:28.000 --> 00:10:31.000]  保羅在這裡講智慧的時候
[00:10:31.000 --> 00:10:34.000]  他是對照在洛斯底主義裡面所說的
[00:10:34.000 --> 00:10:38.000]  人間的小學
[00:10:38.000 --> 00:10:42.000]  自以為好像是很了不起的那些知識分子
[00:10:42.000 --> 00:10:46.000]  那些所謂的深奧的道理
[00:10:46.000 --> 00:10:51.000]  保羅講的這個智慧是屬靈的智慧
[00:10:51.000 --> 00:10:56.000]  是從神而來的智慧
[00:10:56.000 --> 00:10:59.000]  所以在《各路西書》第一章二十八節
[00:10:59.000 --> 00:11:00.000]  保羅就提到說
[00:11:00.000 --> 00:11:07.000]  我們傳揚祂是用豬般的智慧
[00:11:07.000 --> 00:11:10.000]  有人說為什麼要信徒小組
[00:11:10.000 --> 00:11:14.000]  我用其他方式不可以 可以
[00:11:14.000 --> 00:11:19.000]  反正不管是黑貓白貓
[00:11:19.000 --> 00:11:24.000]  黑貓白貓 怎麼樣
[00:11:24.000 --> 00:11:27.000]  只要會抓老鼠的就是好貓
[00:11:27.000 --> 00:11:30.000]  不要做懶貓 是不是
[00:11:30.000 --> 00:11:32.000]  你不用信徒小組
[00:11:32.000 --> 00:11:35.000]  像台灣教會有的人就用啟發
[00:11:35.000 --> 00:11:37.000]  也是一種類似了
[00:11:37.000 --> 00:11:38.000]  有些教會就用啟發
[00:11:38.000 --> 00:11:40.000]  有些教會也不用信徒小組
[00:11:40.000 --> 00:11:42.000]  沒關係 你用信徒小組
[00:11:42.000 --> 00:11:43.000]  你又不用信徒小組
[00:11:43.000 --> 00:11:47.000]  重點不是在信徒小組
[00:11:47.000 --> 00:11:51.000]  重點是看我們有沒有一個傳福音的心
[00:11:51.000 --> 00:11:54.000]  如果我們有一個傳福音的心智
[00:11:54.000 --> 00:11:56.000]  很多的方式都可以傳 是不是
[00:11:56.000 --> 00:11:58.000]  大型步道可以傳福音
[00:11:58.000 --> 00:11:59.000]  個人步道可以傳福音
[00:11:59.000 --> 00:12:01.000]  信徒小組可以傳福音
[00:12:01.000 --> 00:12:03.000]  啟發可以傳福音
[00:12:03.000 --> 00:12:06.000]  恩惠相遇可以傳福音
[00:12:06.000 --> 00:12:07.000]  大概你沒有聽過
[00:12:07.000 --> 00:12:11.000]  這些其實都是差不多的東西
[00:12:11.000 --> 00:12:13.000]  以前我們在神學院裡面
[00:12:13.000 --> 00:12:14.000]  學個人步道的時候
[00:12:14.000 --> 00:12:18.000]  我們學福音橋 聽過嗎
[00:12:18.000 --> 00:12:24.000]  那有的人學勢慮
[00:12:24.000 --> 00:12:26.000]  各式各樣的
[00:12:26.000 --> 00:12:29.000]  還有用三福
[00:12:29.000 --> 00:12:30.000]  現在有怎麼樣
[00:12:30.000 --> 00:12:32.000]  很多不同的方式
[00:12:32.000 --> 00:12:33.000]  但是親愛的丘子妹
[00:12:33.000 --> 00:12:36.000]  保羅說我們傳揚它是用諸般的
[00:12:36.000 --> 00:12:38.000]  諸般是什麼意思
[00:12:38.000 --> 00:12:42.000]  各樣的 各式各樣的方式
[00:12:42.000 --> 00:12:45.000]  各式各樣的智慧
[00:12:45.000 --> 00:12:46.000]  很重要
[00:12:46.000 --> 00:12:50.000]  那這個智慧怎麼樣子有這個智慧呢
[00:12:50.000 --> 00:12:52.000]  這裡說智慧
[00:12:52.000 --> 00:12:53.000]  我們一起來念好不好
[00:12:53.000 --> 00:12:54.000]  真言書第九章第四節
[00:12:54.000 --> 00:12:56.000]  這個應該要把它背起來
[00:12:56.000 --> 00:12:57.000]  來 預備 請
[00:12:57.000 --> 00:13:05.000]  敬畏耶和華是智慧的開端
[00:13:05.000 --> 00:13:09.000]  好 這裡說敬畏耶和華是智慧的開端
[00:13:09.000 --> 00:13:11.000]  這個真言是對帳的
[00:13:11.000 --> 00:13:12.000]  所以敬畏耶和華
[00:13:12.000 --> 00:13:17.000]  跟下面的認識之聖者是相等的
[00:13:17.000 --> 00:13:18.000]  換句話說
[00:13:18.000 --> 00:13:21.000]  一個敬畏神 一個認識神的人
[00:13:21.000 --> 00:13:24.000]  他就有智慧
[00:13:24.000 --> 00:13:26.000]  那什麼叫智慧呢
[00:13:26.000 --> 00:13:28.000]  什麼叫敬畏神呢
[00:13:28.000 --> 00:13:32.000]  這個傳道書十二章十三節
[00:13:32.000 --> 00:13:34.000]  這個地方很清楚的說
[00:13:34.000 --> 00:13:40.000]  他說敬畏神謹守他的誡命
[00:13:40.000 --> 00:13:43.000]  傳道書講的事實上一切都是心空
[00:13:43.000 --> 00:13:45.000]  這個金錢也是空
[00:13:45.000 --> 00:13:46.000]  這個名譽也是空
[00:13:46.000 --> 00:13:47.000]  什麼都是空
[00:13:47.000 --> 00:13:48.000]  空也空空空
[00:13:48.000 --> 00:13:51.000]  全都是空對不對
[00:13:51.000 --> 00:13:52.000]  但是講到最後
[00:13:52.000 --> 00:13:54.000]  傳道書做了一個結論
[00:13:54.000 --> 00:13:57.000]  他說這些是你都已經聽見了
[00:13:57.000 --> 00:13:59.000]  我都已經告訴你了
[00:13:59.000 --> 00:14:02.000]  但是總義結論是什麼
[00:14:02.000 --> 00:14:05.000]  結論就是敬畏神
[00:14:05.000 --> 00:14:06.000]  那什麼叫敬畏神呢
[00:14:06.000 --> 00:14:08.000]  下面就解釋了
[00:14:08.000 --> 00:14:12.000]  他說謹守他的誡命
[00:14:12.000 --> 00:14:14.000]  誡命就是他的話
[00:14:14.000 --> 00:14:16.000]  所以什麼叫敬畏神呢
[00:14:16.000 --> 00:14:22.000]  敬畏神就是遵守神的話
[00:14:22.000 --> 00:14:33.000]  跟你旁邊說你要遵守神的話
[00:14:33.000 --> 00:14:35.000]  這樣子就幫助我們
[00:14:35.000 --> 00:14:39.000]  把一個很抽象的這一句話
[00:14:39.000 --> 00:14:40.000]  更實際出來
[00:14:40.000 --> 00:14:42.000]  了解我意思嗎
[00:14:42.000 --> 00:14:44.000]  否則我們常講敬畏神敬畏神
[00:14:44.000 --> 00:14:45.000]  什麼叫敬畏神
[00:14:45.000 --> 00:14:48.000]  敬畏神就是遵守他的話
[00:14:48.000 --> 00:14:50.000]  就這麼簡單
[00:14:50.000 --> 00:14:52.000]  所以舊約講敬畏神
[00:14:52.000 --> 00:14:53.000]  新約講愛神
[00:14:53.000 --> 00:14:56.000]  講來講去都是一個結論
[00:14:56.000 --> 00:15:01.000]  耶穌說你們如果愛我怎麼樣
[00:15:01.000 --> 00:15:05.000]  就必遵守我的命令
[00:15:05.000 --> 00:15:07.000]  約翰福音講的
[00:15:07.000 --> 00:15:09.000]  所以愛主的人
[00:15:09.000 --> 00:15:12.000]  就會遵守他的什麼命令
[00:15:12.000 --> 00:15:14.000]  就是他的話
[00:15:14.000 --> 00:15:16.000]  所以一個愛主的人
[00:15:16.000 --> 00:15:18.000]  也就是一個敬畏主的人
[00:15:18.000 --> 00:15:23.000]  也就是一個遵行主旨意的人
[00:15:23.000 --> 00:15:26.000]  那麼在舊約裡面就講到
[00:15:26.000 --> 00:15:29.000]  索羅門是很有智慧對不對
[00:15:29.000 --> 00:15:30.000]  索羅門這個王最出名的就是
[00:15:30.000 --> 00:15:33.000]  他非常他很渴望
[00:15:33.000 --> 00:15:34.000]  當他做王的時候
[00:15:34.000 --> 00:15:37.000]  他就跟神禱告求神給他智慧
[00:15:37.000 --> 00:15:40.000]  結果有一天有兩個妓女
[00:15:40.000 --> 00:15:44.000]  那麼這兩個妓女就來找他
[00:15:44.000 --> 00:15:48.000]  那麼其中一個就來跟索羅門講了
[00:15:48.000 --> 00:15:49.000]  他說索羅門王
[00:15:49.000 --> 00:15:53.000]  他說有一天我們兩個人都住在一起
[00:15:53.000 --> 00:15:55.000]  我生了一個孩子
[00:15:55.000 --> 00:15:56.000]  隔了三天之後
[00:15:56.000 --> 00:15:57.000]  他也生了一個孩子
[00:15:57.000 --> 00:15:59.000]  結果半夜的時候
[00:15:59.000 --> 00:16:01.000]  他不小心孩子睡在他旁邊
[00:16:01.000 --> 00:16:03.000]  他把他壓死了
[00:16:03.000 --> 00:16:06.000]  所以他就把他的死孩子給我
[00:16:06.000 --> 00:16:08.000]  然後把我的活孩子給他
[00:16:08.000 --> 00:16:10.000]  所以皇兒請你判斷一下
[00:16:10.000 --> 00:16:15.000]  請你做一個公平的審判
[00:16:15.000 --> 00:16:18.000]  這個故事大家聽過是不是
[00:16:18.000 --> 00:16:22.000]  那麼最後索羅門王怎麼辦
[00:16:22.000 --> 00:16:24.000]  索羅門王二話不說
[00:16:24.000 --> 00:16:29.000]  叫他的僕人說拿刀來
[00:16:29.000 --> 00:16:32.000]  把這個孩子劈成兩半
[00:16:32.000 --> 00:16:35.000]  一半給他一半給他
[00:16:35.000 --> 00:16:37.000]  當他一這樣講的時候
[00:16:37.000 --> 00:16:42.000]  結果那兩個妓女
[00:16:42.000 --> 00:16:47.000]  那兩個媽怎麼反應
[00:16:47.000 --> 00:16:50.000]  那個親媽會怎麼反應
[00:16:50.000 --> 00:16:53.000]  親媽就說不王不要殺他
[00:16:53.000 --> 00:16:56.000]  把這個孩子給他吧
[00:16:56.000 --> 00:16:59.000]  了解我意思嗎
[00:16:59.000 --> 00:17:01.000]  所以索羅門王很有智慧
[00:17:01.000 --> 00:17:07.000]  他一下就知道那個才是親媽
[00:17:07.000 --> 00:17:10.000]  其他劉子妹
[00:17:10.000 --> 00:17:14.000]  索羅門王這個智慧從哪裡來的
[00:17:14.000 --> 00:17:17.000]  從哪裡來的
[00:17:17.000 --> 00:17:19.000]  從神而來的智慧
[00:17:19.000 --> 00:17:21.000]  因為他在做王的時候
[00:17:21.000 --> 00:17:22.000]  他跟神禱告
[00:17:22.000 --> 00:17:25.000]  神賜給他這樣子的智慧
[00:17:25.000 --> 00:17:30.000]  甚至四巴旅王都要來這個地方
[00:17:30.000 --> 00:17:33.000]  聽他講智慧的話語
[00:17:33.000 --> 00:17:35.000]  向他朝貢
[00:17:35.000 --> 00:17:38.000]  現在劉子妹今天我們人生在世
[00:17:38.000 --> 00:17:40.000]  特別我們今天信主的
[00:17:40.000 --> 00:17:45.000]  你知道嗎這個智慧何等的寶貴
[00:17:45.000 --> 00:17:47.000]  這個智慧不是世界上面的學問
[00:17:47.000 --> 00:17:50.000]  知識可以給你的
[00:17:50.000 --> 00:17:53.000]  一個在中國農村的一個愛主的
[00:17:53.000 --> 00:17:55.000]  早上五點鐘就起來禱告的
[00:17:55.000 --> 00:17:57.000]  一個鄉村的老婦
[00:17:57.000 --> 00:17:59.000]  一個老姊妹
[00:17:59.000 --> 00:18:02.000]  她可能比今天我們在這裡
[00:18:02.000 --> 00:18:04.000]  有博士學位的更有智慧
[00:18:04.000 --> 00:18:06.000]  你懂我說的意思嗎
[00:18:06.000 --> 00:18:11.000]  因為這是敬畏神所帶來的智慧
[00:18:11.000 --> 00:18:12.000]  給你旁邊生
[00:18:12.000 --> 00:18:15.000]  願你成為一個有智慧的人
[00:18:15.000 --> 00:18:22.000]  Amen
[00:18:22.000 --> 00:18:28.000]  所以要能夠有這樣子的智慧
[00:18:28.000 --> 00:18:33.000]  我們真的很需要對神的話了解
[00:18:33.000 --> 00:18:37.000]  你知道嗎
[00:18:37.000 --> 00:18:38.000]  親愛的劉子妹
[00:18:38.000 --> 00:18:43.000]  我在年輕的時候初初出來服侍
[00:18:43.000 --> 00:18:48.000]  那麼我自己單身也還沒結婚
[00:18:48.000 --> 00:18:50.000]  一個人牧養教會
[00:18:50.000 --> 00:18:55.000]  哎呀那個真是教會雖小五臟俱全
[00:18:55.000 --> 00:18:57.000]  各式各樣的問題都有
[00:18:57.000 --> 00:18:59.000]  有單親的
[00:18:59.000 --> 00:19:01.000]  有離婚的
[00:19:01.000 --> 00:19:04.000]  有打老婆的
[00:19:04.000 --> 00:19:07.000]  有太太吵架要殺先生的
[00:19:07.000 --> 00:19:10.000]  各式各樣的問題我還沒結婚呢
[00:19:10.000 --> 00:19:17.000]  就半夜就打電話來找我
[00:19:17.000 --> 00:19:20.000]  有次我在教會裡面開門訓班
[00:19:20.000 --> 00:19:24.000]  來了一個單親媽媽
[00:19:24.000 --> 00:19:30.000]  又來了一個馬街協談中心的協談員
[00:19:30.000 --> 00:19:31.000]  基督教的
[00:19:31.000 --> 00:19:34.000]  馬街是基督教的醫院
[00:19:34.000 --> 00:19:35.000]  我就很好奇
[00:19:35.000 --> 00:19:40.000]  馬街的協談員怎麼也來我的門訓班
[00:19:40.000 --> 00:19:42.000]  我就問他了
[00:19:42.000 --> 00:19:43.000]  我就問他說
[00:19:43.000 --> 00:19:48.000]  請問你為什麼要來參加門訓班
[00:19:48.000 --> 00:19:50.000]  他說牧師你知道嗎
[00:19:50.000 --> 00:19:53.000]  我做馬街的協談員
[00:19:53.000 --> 00:19:56.000]  常常接到各式各樣人家來求救
[00:19:56.000 --> 00:19:57.000]  告訴我說他今天怎麼辦
[00:19:57.000 --> 00:19:58.000]  要自殺了
[00:19:58.000 --> 00:19:59.000]  或者是要怎麼樣子
[00:19:59.000 --> 00:20:01.000]  我都要去關心他
[00:20:01.000 --> 00:20:02.000]  我都要去輔導他
[00:20:02.000 --> 00:20:04.000]  他說可是我發現
[00:20:04.000 --> 00:20:06.000]  我跟他講的很多的話
[00:20:06.000 --> 00:20:07.000]  人的話真的很有限
[00:20:07.000 --> 00:20:09.000]  我想要把上帝的話給他
[00:20:09.000 --> 00:20:12.000]  可是我發現我對聖經不熟
[00:20:12.000 --> 00:20:14.000]  所以他來參加門徒信念
[00:20:14.000 --> 00:20:17.000]  他希望能夠更多的認識聖經
[00:20:17.000 --> 00:20:22.000]  認識神的話
