
[00:00:00.000 --> 00:00:06.500]  「讓我們在趕路之先, 我想再一次向心低頭祈禱, 讓我們的心靈也交給天父」
[00:03:45.000 --> 00:03:49.000]  其實今次的退休營裏面, 我自己有一個反省
[00:03:49.000 --> 00:03:51.000]  當年我覺得壓力這麼大
[00:03:51.000 --> 00:03:55.000]  為甚麼好像硬燒教會, 又要我這樣, 又要那樣
[00:03:55.000 --> 00:03:57.000]  回小組又要那樣, 一定要回小組
[00:03:57.000 --> 00:03:59.000]  回主教學校, 又經常催促你回主教學校
[00:03:59.000 --> 00:04:02.000]  然後過個星期告訴你, 要上去看看
[00:04:02.000 --> 00:04:06.000]  究竟有甚麼可以幫助你的靈命成長
[00:04:06.000 --> 00:04:08.000]  總之很多東西一大堆
[00:04:08.000 --> 00:04:11.000]  我領悟了一個道理
[00:04:11.000 --> 00:04:17.000]  就是原來不是神硬燒
[00:04:17.000 --> 00:04:20.000]  大家覺得其實神是最大的硬燒者
[00:04:20.000 --> 00:04:23.000]  你明白嗎? 因為耶穌怎樣跟你說
[00:04:23.000 --> 00:04:29.000]  如果你要跟從我, 就當社己背起你的十字架來跟從我
[00:04:29.000 --> 00:04:31.000]  不過我們就會將他降低一點
[00:04:31.000 --> 00:04:33.000]  對我來說這個社紀去到甚麼程度
[00:04:33.000 --> 00:04:35.000]  我們將他降低一點
[00:04:35.000 --> 00:04:39.000]  其實耶穌, 有時在我這個四十二屆退休營裏面
[00:04:39.000 --> 00:04:41.000]  給我一個很大的提醒就是
[00:04:41.000 --> 00:04:44.000]  其實我自己的屬靈生命一路的突破和成長
[00:04:44.000 --> 00:04:49.000]  在壓力和在不想之下, 就神令到我上
[00:04:49.000 --> 00:04:50.000]  神怎樣令到我上呢?
[00:04:50.000 --> 00:04:55.000]  透過教會, 透過認識的朋友, 透過屬靈的夥伴
[00:04:55.000 --> 00:04:59.000]  慢慢透過侍奉, 就這樣去到一個位置
[00:04:59.000 --> 00:05:02.000]  所以當你自己願意的時候
[00:05:02.000 --> 00:05:04.000]  所有的東西就不是硬燒
[00:05:04.000 --> 00:05:06.000]  就覺得, 主啊, 你這麼愛我
[00:05:06.000 --> 00:05:09.000]  我真的很願意為你去做, 去回應祂
[00:05:09.000 --> 00:05:11.000]  所以想問大家一個問題就是
[00:05:11.000 --> 00:05:15.000]  如果尼西米不出長治
[00:05:15.000 --> 00:05:18.000]  一開波就是伊斯拉
[00:05:18.000 --> 00:05:20.000]  就要求你寧命成熟
[00:05:20.000 --> 00:05:23.000]  要求你社紀, 以神為中心
[00:05:23.000 --> 00:05:25.000]  好像有點難度那樣, 是不是?
[00:05:25.000 --> 00:05:30.000]  但是我覺得尼西米的一個很精彩的地方就是
[00:05:30.000 --> 00:05:34.000]  是, 你初初覺得尼西米很硬銷
[00:05:34.000 --> 00:05:36.000]  或者尼西米好像迫著上
[00:05:36.000 --> 00:05:38.000]  我都不想起成長, 百幾年都是
[00:05:38.000 --> 00:05:40.000]  幾百年都是這樣荒廢的
[00:05:40.000 --> 00:05:42.000]  但不差在那些時間
[00:05:42.000 --> 00:05:44.000]  或者到我死了之後
[00:05:44.000 --> 00:05:46.000]  下輩子那些人去做這件事
[00:05:46.000 --> 00:05:48.000]  不要讓我去做, 是不是?
[00:05:48.000 --> 00:05:50.000]  但是在那一刻的時候
[00:05:50.000 --> 00:05:52.000]  我想, 我覺得第一至七章
[00:05:52.000 --> 00:05:54.000]  尼西米跟這幫人說的任何東西
[00:05:54.000 --> 00:05:57.000]  他都應該覺得好像有點壓力的
[00:05:57.000 --> 00:05:59.000]  但是我覺得最精彩的地方就是
[00:05:59.000 --> 00:06:01.000]  去到第八章就是今天
[00:06:01.000 --> 00:06:03.000]  一個很重要的轉折點
[00:06:03.000 --> 00:06:06.000]  因為整卷的尼西米記
[00:06:06.000 --> 00:06:08.000]  第八章就是一個轉捩點
[00:06:08.000 --> 00:06:10.000]  是一個什麼轉捩點呢?
[00:06:10.000 --> 00:06:13.000]  就是尼西米跟伊斯拉是一個最佳的拍檔
[00:06:13.000 --> 00:06:17.000]  就是其實靈命的成熟, 成長, 生命的建立
[00:06:17.000 --> 00:06:19.000]  是跟那個建成牆
[00:06:19.000 --> 00:06:23.000]  以及侍奉神, 跟隨神是有關
[00:06:23.000 --> 00:06:27.000]  以及是互相的互動的
[00:06:27.000 --> 00:06:30.000]  不是說我要成熟到某一個地步
[00:06:30.000 --> 00:06:33.000]  我們很多時候, 我自己曾經這樣說
[00:06:33.000 --> 00:06:35.000]  哎呀, 我儲夠錢才捐錢
[00:06:35.000 --> 00:06:38.000]  或者我夠成熟才侍奉
[00:06:38.000 --> 00:06:40.000]  或者我侍奉的技巧改善了
[00:06:40.000 --> 00:06:42.000]  我才做某一些領袖的位置
[00:06:42.000 --> 00:06:44.000]  就是我自己以前成長的時候
[00:06:44.000 --> 00:06:46.000]  都是有這些掙扎的
[00:06:46.000 --> 00:06:50.000]  但是怎樣才算儲夠錢呢?
[00:06:50.000 --> 00:06:52.000]  如果我儲夠錢才讀神學
[00:06:52.000 --> 00:06:54.000]  可能我永遠都不會讀
[00:06:54.000 --> 00:06:56.000]  又或者我什麼時候才是侍奉呢?
[00:06:56.000 --> 00:06:58.000]  如果我覺得我自己成熟到某個地步
[00:06:58.000 --> 00:06:59.000]  我才是侍奉的話
[00:06:59.000 --> 00:07:02.000]  我永遠都不會去到侍奉的崗位
[00:07:02.000 --> 00:07:04.000]  但是尼西米跟伊斯拉
[00:07:04.000 --> 00:07:06.000]  其實給我們一個很重要的訊息就是
[00:07:06.000 --> 00:07:10.000]  你要從信心的一步踏前開始
[00:07:10.000 --> 00:07:12.000]  你一開始建築之後
[00:07:12.000 --> 00:07:15.000]  其實你都仍然遇到外敵, 是吧?
[00:07:15.000 --> 00:07:18.000]  你都仍然遇到內憂外患
[00:07:18.000 --> 00:07:20.000]  但是它會令到你一路去成長
[00:07:20.000 --> 00:07:22.000]  一路去成熟
[00:07:22.000 --> 00:07:24.000]  我們一起看尼米記第八章裡面
[00:07:24.000 --> 00:07:26.000]  很精彩的演繹
[00:07:26.000 --> 00:07:30.000]  就是其實它一開始給我們一個很重要的訊息
[00:07:30.000 --> 00:07:32.000]  在這段經文裡面
[00:07:32.000 --> 00:07:36.000]  其實如果大家想知道我在退休裡面有什麼經歷感受
[00:07:36.000 --> 00:07:39.000]  我覺得這段經文是神一個很特別的時間
[00:07:39.000 --> 00:07:42.000]  剛剛我退休的時候就要講到講這段經文
[00:07:42.000 --> 00:07:46.000]  整段經文其實今天給大家的四點
[00:07:46.000 --> 00:07:51.000]  就是我整個退休安息年裡面最大的得著
[00:07:51.000 --> 00:07:53.000]  以及經歷神的地方
[00:07:53.000 --> 00:07:55.000]  大家可以聽
[00:07:55.000 --> 00:07:59.000]  其實神有自己很特別的時間
[00:07:59.000 --> 00:08:00.000]  你什麼時候做什麼
[00:08:00.000 --> 00:08:01.000]  你什麼時候在哪裡
[00:08:01.000 --> 00:08:02.000]  你什麼時候在香港
[00:08:02.000 --> 00:08:04.000]  你什麼時候在加拿大
[00:08:04.000 --> 00:08:06.000]  你真的是神有神的時間
[00:08:06.000 --> 00:08:08.000]  這段經文一開始的時候說"那時"
[00:08:08.000 --> 00:08:11.000]  講了一大段之後就是"七月初一"
[00:08:11.000 --> 00:08:14.000]  那個"那時"是七月初一
[00:08:14.000 --> 00:08:15.000]  大家不要忘記
[00:08:15.000 --> 00:08:19.000]  剛剛上個星期帕薩尼爾講第六章的時候
[00:08:19.000 --> 00:08:22.000]  就是五十二天起好成長, 是吧?
[00:08:22.000 --> 00:08:23.000]  我想問大家
[00:08:23.000 --> 00:08:26.000]  是不是應該第六章起完成長
[00:08:26.000 --> 00:08:29.000]  就應該好像一些童話故事那樣
[00:08:29.000 --> 00:08:32.000]  Happy Day After
[00:08:32.000 --> 00:08:34.000]  開開心心
[00:08:34.000 --> 00:08:36.000]  在城牆裡面安居樂業
[00:08:36.000 --> 00:08:39.000]  穩穩定定神大大供應
[00:08:39.000 --> 00:08:42.000]  你是無憂無慮, 是吧?
[00:08:42.000 --> 00:08:43.000]  不過不是
[00:08:43.000 --> 00:08:45.000]  還有很多章在後面
[00:08:45.000 --> 00:08:46.000]  還有第七章、第八章
[00:08:46.000 --> 00:08:47.000]  今天講第八章
[00:08:47.000 --> 00:08:49.000]  就是其實"那時"
[00:08:49.000 --> 00:08:50.000]  其實神怎麼會這麼有趣呢?
[00:08:50.000 --> 00:08:52.000]  你想想
[00:08:52.000 --> 00:08:56.000]  為什麼神在五十二天之前的那段時間
[00:08:56.000 --> 00:08:58.000]  已經感動尼希米
[00:08:58.000 --> 00:09:00.000]  而尼希米又跟王國講
[00:09:00.000 --> 00:09:01.000]  講完之後他就領手
[00:09:01.000 --> 00:09:03.000]  拉著其他人
[00:09:03.000 --> 00:09:05.000]  那些人半推半咒
[00:09:05.000 --> 00:09:08.000]  也有些覺得尼希米可能有些推他
[00:09:08.000 --> 00:09:10.000]  他自己可能還沒預備好
[00:09:10.000 --> 00:09:11.000]  還沒預備好
[00:09:11.000 --> 00:09:12.000]  但是被推推推
[00:09:12.000 --> 00:09:13.000]  就做了
[00:09:13.000 --> 00:09:15.000]  就一下子就起完了
[00:09:15.000 --> 00:09:17.000]  起完要做什麼?
[00:09:17.000 --> 00:09:21.000]  起完就是要去敬拜神
[00:09:21.000 --> 00:09:22.000]  去榮耀神
[00:09:22.000 --> 00:09:25.000]  去很開心就是今天第八章講的
[00:09:25.000 --> 00:09:28.000]  所以七月初一是什麼日子呢?
[00:09:28.000 --> 00:09:32.000]  其實在以色列的猶太民族的年曆裏面
[00:09:32.000 --> 00:09:34.000]  七月非常重要
[00:09:34.000 --> 00:09:39.000]  七月初一就好像我們農曆年初一那樣
[00:09:39.000 --> 00:09:41.000]  是一個復興的日子
[00:09:41.000 --> 00:09:43.000]  是一個回歸神的日子
[00:09:43.000 --> 00:09:47.000]  每年七月初一是一個什麼時間呢?
[00:09:47.000 --> 00:09:49.000]  其實就是吹角日
[00:09:49.000 --> 00:09:51.000]  吹角日是什麼?
[00:09:51.000 --> 00:09:53.000]  吹著角就是提醒那些人
[00:09:53.000 --> 00:09:55.000]  回到神那裏
[00:09:55.000 --> 00:10:01.000]  你自己要去自我醒察的日子
[00:10:01.000 --> 00:10:03.000]  吹角就是回到神面前
[00:10:03.000 --> 00:10:05.000]  你看神的話語
[00:10:05.000 --> 00:10:06.000]  你自己醒察
[00:10:06.000 --> 00:10:09.000]  檢視一下究竟你跟神的關係
[00:10:09.000 --> 00:10:12.000]  你在祂面前有些什麼不足的地方
[00:10:12.000 --> 00:10:14.000]  那就開始吹角了
[00:10:14.000 --> 00:10:16.000]  那你喚醒了自己沒有?
[00:10:16.000 --> 00:10:18.000]  我在退休這一年
[00:10:18.000 --> 00:10:21.000]  常常都被神吹角吹醒
[00:10:21.000 --> 00:10:24.000]  我最深印象就是
[00:10:24.000 --> 00:10:26.000]  我這次四十天去雷諾勒房屋
[00:10:26.000 --> 00:10:30.000]  我一起去退休的其中一位姊妹
[00:10:30.000 --> 00:10:33.000]  你知不知道她多少歲?
[00:10:33.000 --> 00:10:35.000]  八十五歲
[00:10:35.000 --> 00:10:36.000]  她說八十五歲
[00:10:36.000 --> 00:10:37.000]  其實我第一次見到她
[00:10:37.000 --> 00:10:38.000]  我第一個想法就是
[00:10:38.000 --> 00:10:40.000]  八十五歲來幹什麼呢?
[00:10:40.000 --> 00:10:43.000]  我現在當然應著悔改了
[00:10:43.000 --> 00:10:45.000]  她很健康的
[00:10:45.000 --> 00:10:47.000]  她來就是求神求神
[00:10:47.000 --> 00:10:48.000]  我八十五歲了
[00:10:48.000 --> 00:10:49.000]  我還健健康康了
[00:10:49.000 --> 00:10:52.000]  我可以怎麼把我餘生獻給神呢?
[00:10:52.000 --> 00:10:55.000]  聽起來好像我二十多歲的時候做過這件事
[00:10:55.000 --> 00:10:59.000]  現在八十五歲了姊妹
[00:10:59.000 --> 00:11:01.000]  但我一直跟她認識
[00:11:01.000 --> 00:11:02.000]  雖然是靜修營
[00:11:02.000 --> 00:11:03.000]  但也有幾天的時間
[00:11:03.000 --> 00:11:05.000]  是有機會大家分享的
[00:11:05.000 --> 00:11:07.000]  在分享當中聽到她的故事
[00:11:07.000 --> 00:11:09.000]  我很受感動激勵
[00:11:09.000 --> 00:11:10.000]  哇 八十五歲
[00:11:10.000 --> 00:11:13.000]  尋求神究竟我怎麼可以用最好
[00:11:13.000 --> 00:11:16.000]  the best 最好的獻給神
[00:11:16.000 --> 00:11:19.000]  所以這個催閣的日子就是催醒我們
[00:11:19.000 --> 00:11:20.000]  我們審查一下
[00:11:20.000 --> 00:11:22.000]  我們現在的狀態是怎麼樣
[00:11:22.000 --> 00:11:23.000]  跟神的關係是怎麼樣
[00:11:23.000 --> 00:11:26.000]  然後跟守七月中
[00:11:26.000 --> 00:11:27.000]  就會是贖罪日
[00:11:27.000 --> 00:11:29.000]  七月十日就是贖罪日
[00:11:29.000 --> 00:11:32.000]  你審查完就知道自己有什麼不足
[00:11:32.000 --> 00:11:36.000]  向神贖罪依 應罪悔改
[00:11:36.000 --> 00:11:37.000]  接著後面大家記得了
[00:11:37.000 --> 00:11:39.000]  七月第三個禮拜有駐盤節
[00:11:39.000 --> 00:11:41.000]  駐盤節大家可能比較熟悉
[00:11:41.000 --> 00:11:43.000]  就是當猶太民族
[00:11:43.000 --> 00:11:51.000]  他們在抗野四十年的日子裏面
[00:11:51.000 --> 00:11:54.000]  神怎樣去赦免他們
[00:11:54.000 --> 00:11:56.000]  怎樣去供應他們
[00:11:56.000 --> 00:11:57.000]  怎樣去保守他們
[00:11:57.000 --> 00:11:59.000]  神的信實是怎麼樣
[00:11:59.000 --> 00:12:01.000]  駐盤節就提醒這班以色列民
[00:12:01.000 --> 00:12:02.000]  神的信實
[00:12:02.000 --> 00:12:04.000]  所以七月份是很重要的日子
[00:12:04.000 --> 00:12:07.000]  所以我絕對覺得不是偶然的
[00:12:07.000 --> 00:12:10.000]  神在五十二天之前
[00:12:10.000 --> 00:12:12.000]  再之前就已經感動尼希米
[00:12:12.000 --> 00:12:14.000]  然後她用五十二天的時間
[00:12:14.000 --> 00:12:15.000]  來起好城牆
[00:12:15.000 --> 00:12:17.000]  就剛剛好開始
[00:12:17.000 --> 00:12:19.000]  能夠去到第八章這裏
[00:12:19.000 --> 00:12:21.000]  是去真的是
[00:12:21.000 --> 00:12:24.000]  伊斯拉祭司就將律法書
[00:12:24.000 --> 00:12:25.000]  就是神的話語
[00:12:25.000 --> 00:12:30.000]  就是再一次重新向那些以色列民去講
[00:12:30.000 --> 00:12:34.000]  以至他能夠去返回到神的面前
[00:12:34.000 --> 00:12:37.000]  在全套書第三章一節和十一節那裏說
[00:12:37.000 --> 00:12:39.000]  凡事都有定期
[00:12:39.000 --> 00:12:42.000]  天下每一件事務都有定時
[00:12:42.000 --> 00:12:44.000]  神造萬物
[00:12:44.000 --> 00:12:46.000]  國安其事
[00:12:46.000 --> 00:12:48.000]  成為美好
[00:12:48.000 --> 00:12:50.000]  所以萬事都互相效力
[00:12:50.000 --> 00:12:53.000]  整個時間是很準確無誤的
[00:12:53.000 --> 00:12:55.000]  我們要信得過神的時間
[00:12:55.000 --> 00:13:02.000]  如果你知道國安神的時間去成就的話
[00:13:02.000 --> 00:13:04.000]  你要掌握住
[00:13:04.000 --> 00:13:06.000]  就好像我們在這個講道系列裏面
[00:13:06.000 --> 00:13:08.000]  首先我們要認定
[00:13:08.000 --> 00:13:11.000]  以及知道神要我們做什麼
[00:13:11.000 --> 00:13:13.000]  我們要緊貼神的視野
[00:13:13.000 --> 00:13:15.000]  我們要看務神的引領
[00:13:15.000 --> 00:13:17.000]  以及我們要印證祂的心意
[00:13:17.000 --> 00:13:20.000]  所以過去這十個禮拜
[00:13:20.000 --> 00:13:22.000]  我們一直都有講
[00:13:22.000 --> 00:13:23.000]  讓大家知道
[00:13:23.000 --> 00:13:25.000]  同心建堂共證神恩
[00:13:25.000 --> 00:13:28.000]  當中的神職神如何印證
[00:13:28.000 --> 00:13:30.000]  我們現在知道了清楚了
[00:13:30.000 --> 00:13:32.000]  但是是不是無風無浪
[00:13:32.000 --> 00:13:34.000]  是不是很容易
[00:13:34.000 --> 00:13:35.000]  一點都不容易
[00:13:35.000 --> 00:13:38.000]  很多的挑戰
[00:13:38.000 --> 00:13:40.000]  於是就算我們是
[00:13:40.000 --> 00:13:42.000]  大家齊彼此會搭隊攻
[00:13:42.000 --> 00:13:43.000]  但是你記不記得
[00:13:43.000 --> 00:13:45.000]  帕薩克人在十月初講的那一課
[00:13:45.000 --> 00:13:47.000]  就是遇到障礙
[00:13:47.000 --> 00:13:48.000]  敵人又搞亂你
[00:13:48.000 --> 00:13:50.000]  又搗亂
[00:13:50.000 --> 00:13:52.000]  又搖動軍心
[00:13:52.000 --> 00:13:54.000]  然後神人的聯合行動
[00:13:54.000 --> 00:13:56.000]  一方面要砌磚
[00:13:56.000 --> 00:13:59.000]  一方面又要打敵人
[00:13:59.000 --> 00:14:05.000]  其實神和我們不只是愛在生命裏面
[00:14:05.000 --> 00:14:07.000]  又砌磚又打敵人
[00:14:07.000 --> 00:14:08.000]  而是內在生命裏面
[00:14:08.000 --> 00:14:10.000]  我們神人的聯合行動
[00:14:10.000 --> 00:14:13.000]  是去幫助我們內心的更新改變
[00:14:13.000 --> 00:14:15.000]  預備好我們的心靈
[00:14:15.000 --> 00:14:18.000]  以致我們自己當中都會有矛盾
[00:14:18.000 --> 00:14:23.000]  你記得在梁康文牧師
[00:14:23.000 --> 00:14:25.000]  十月二十七日的課堂裡
[00:14:25.000 --> 00:14:28.000]  他講到那個矛盾
[00:14:28.000 --> 00:14:30.000]  當中就是那些以色列民
[00:14:30.000 --> 00:14:32.000]  互相有些欺壓
[00:14:32.000 --> 00:14:34.000]  或者是壓榨對方
[00:14:34.000 --> 00:14:36.000]  其實大家之間都不一定合一
[00:14:36.000 --> 00:14:39.000]  有一定的同心合意
[00:14:39.000 --> 00:14:41.000]  所以當今天你看到這段經文
[00:14:41.000 --> 00:14:43.000]  神的時間
[00:14:43.000 --> 00:14:46.000]  就是神已經透過這麼多的事
[00:14:46.000 --> 00:14:51.000]  去建立預備好那幫心裏面
[00:14:51.000 --> 00:14:52.000]  自己以為自己
[00:14:52.000 --> 00:14:55.000]  未預備好的以色列民
[00:14:55.000 --> 00:14:59.000]  以致他們真的預備好了
[00:14:59.000 --> 00:15:00.000]  真的
[00:15:00.000 --> 00:15:02.000]  他們可能自己都覺得未預備好
[00:15:02.000 --> 00:15:04.000]  什麼才是何時預備好去建城牆呢
[00:15:04.000 --> 00:15:07.000]  所以才拖了這麼多年
[00:15:07.000 --> 00:15:09.000]  但是現在就是神
[00:15:09.000 --> 00:15:12.000]  透過他們一起去服侍的時候
[00:15:12.000 --> 00:15:15.000]  經歷當中的困難挑戰
[00:15:15.000 --> 00:15:18.000]  就改變他們的生命
[00:15:18.000 --> 00:15:22.000]  排除萬難就五十二日完成了
[00:15:22.000 --> 00:15:24.000]  剛剛上個星期
[00:15:24.000 --> 00:15:27.000]  有個休息一天半的時間
[00:15:27.000 --> 00:15:30.000]  然後就回到女兒的家裡退休
[00:15:30.000 --> 00:15:34.000]  中間有機會和我少年團的團友
[00:15:34.000 --> 00:15:37.000]  何煥華弟兄和Irene
[00:15:37.000 --> 00:15:39.000]  他們是李秀霞姐妹
[00:15:39.000 --> 00:15:43.000]  兩位剛剛來看
[00:15:43.000 --> 00:15:46.000]  Elizabeth和Victor的婚禮
[00:15:46.000 --> 00:15:48.000]  順便也要恭喜他們
[00:15:48.000 --> 00:15:50.000]  不知道他們回來了沒有
[00:15:50.000 --> 00:15:53.000]  要恭喜Victor和Elizabeth
[00:15:53.000 --> 00:15:55.000]  還有Eugene他們的小組
[00:15:55.000 --> 00:15:57.000]  他們剛剛結婚
[00:15:57.000 --> 00:16:01.000]  李秀霞姐妹和她姑姐來了
[00:16:01.000 --> 00:16:04.000]  上個星期天也有機會和他們一起
[00:16:04.000 --> 00:16:06.000]  有彼此分享
[00:16:06.000 --> 00:16:09.000]  我覺得神的時間真的很奇妙
[00:16:09.000 --> 00:16:11.000]  因為我認識了他這麼多年
[00:16:11.000 --> 00:16:14.000]  他們四十年前就移民
[00:16:14.000 --> 00:16:18.000]  當年就是城北華基的前身
[00:16:18.000 --> 00:16:23.000]  要直走去城北華基買地的時候
[00:16:23.000 --> 00:16:25.000]  他們只有百多人
[00:16:25.000 --> 00:16:27.000]  他們百多人膽大
[00:16:27.000 --> 00:16:31.000]  就是在三十年前買了一塊地
[00:16:31.000 --> 00:16:35.000]  就在城北華基現在這個地方
[00:16:35.000 --> 00:16:38.000]  百多人買了這麼大塊地
[00:16:38.000 --> 00:16:40.000]  我們現在三百多人
[00:16:40.000 --> 00:16:42.000]  但是我們的地小他
[00:16:42.000 --> 00:16:44.000]  我們只有他四分一左右
[00:16:44.000 --> 00:16:49.000]  究竟神在我們當中有什麼心意呢
[00:16:49.000 --> 00:16:50.000]  透過他們和我的分享
[00:16:50.000 --> 00:16:52.000]  我覺得很大的鼓勵就是
[00:16:52.000 --> 00:16:55.000]  神的時間有時候不是我們覺得預備很微
[00:16:55.000 --> 00:16:58.000]  而是你知道神要做事的時候
[00:16:58.000 --> 00:17:00.000]  你就擔好椅子盡了你的本分
[00:17:00.000 --> 00:17:02.000]  做好你自己應該做的事
[00:17:02.000 --> 00:17:05.000]  神也要去成就那些工作
[00:17:05.000 --> 00:17:08.000]  你可以看到今天城北華基的景象
[00:17:08.000 --> 00:17:11.000]  第二就是當我們要想
[00:17:11.000 --> 00:17:12.000]  看這段經文的時候
[00:17:12.000 --> 00:17:14.000]  我們要學習的就是
[00:17:14.000 --> 00:17:18.000]  其實我們要放下自主取主志
[00:17:18.000 --> 00:17:22.000]  因為我們自我為中心的生命我們要制低
[00:17:22.000 --> 00:17:24.000]  我們要以神為中心
[00:17:24.000 --> 00:17:27.000]  就是這幫以色列民被復興
[00:17:27.000 --> 00:17:30.000]  七月份就是他們被復興的時間
[00:17:30.000 --> 00:17:33.000]  在當中這個經文裡面很精彩的說
[00:17:33.000 --> 00:17:35.000]  鐘百聲是怎樣
[00:17:35.000 --> 00:17:39.000]  如同一人聚集在水門前的廣場
[00:17:39.000 --> 00:17:45.000]  請伊斯拉民士將耶和華吩咐以色列的摩西律法帶來
[00:17:45.000 --> 00:17:49.000]  留意是這幫人請伊斯拉帶來的
[00:17:49.000 --> 00:17:53.000]  不是伊斯拉 強行來的
[00:17:53.000 --> 00:17:55.000]  這幫人的心已經轉變了
[00:17:55.000 --> 00:17:57.000]  他們是預備好了
[00:17:57.000 --> 00:17:59.000]  他們願意聽神的話就請他們來
[00:17:59.000 --> 00:18:01.000]  然後經文又說
[00:18:01.000 --> 00:18:06.000]  他在水門前的廣場從清早到中午
[00:18:06.000 --> 00:18:09.000]  哇 崇拜一個半小時也好
[00:18:09.000 --> 00:18:10.000]  一個小時三個字也好
[00:18:10.000 --> 00:18:11.000]  大家覺得很長
[00:18:11.000 --> 00:18:14.000]  還不散場 牧師快點說短一點
[00:18:14.000 --> 00:18:16.000]  他這裡其實漢武神的話語
[00:18:16.000 --> 00:18:19.000]  是六個鐘就清早到中午
[00:18:19.000 --> 00:18:22.000]  是他聽不完 很想聽下去
[00:18:22.000 --> 00:18:27.000]  就男女和能明白的人面前讀著在發書
[00:18:27.000 --> 00:18:29.000]  他這個表達的意思就是說
[00:18:29.000 --> 00:18:32.000]  能明白神的話語就不是說只聽得明白那些
[00:18:32.000 --> 00:18:35.000]  其實他的原文的意思就是說
[00:18:35.000 --> 00:18:43.000]  男女老幼不分性別都來聽
[00:18:43.000 --> 00:18:45.000]  那就會聽到神的話語
[00:18:45.000 --> 00:18:46.000]  而且他們是怎麼聽的
[00:18:46.000 --> 00:18:48.000]  是側耳而聽的意思
[00:18:48.000 --> 00:18:51.000]  專心聽 專注聆聽
