
[00:00:00.000 --> 00:00:02.300]  讓我們開始聆聽主導義先
[00:01:46.400 --> 00:01:48.100]  或者你公司裡面
[00:01:48.100 --> 00:01:50.800]  有一個新來的同事
[00:01:50.800 --> 00:01:52.900]  如果往往那個人突然
[00:01:52.900 --> 00:01:54.500]  在第一次見你的時候
[00:01:54.500 --> 00:01:57.100]  都表現得很熱情的話
[00:01:57.100 --> 00:01:59.600]  並且可能在公眾的場合裡面
[00:01:59.600 --> 00:02:02.500]  一起見面的時候
[00:02:02.500 --> 00:02:04.300]  他很大聲地說
[00:02:04.300 --> 00:02:07.200]  你將來有什麼事需要幫助的
[00:02:07.200 --> 00:02:08.900]  你就隨便來找我
[00:02:08.900 --> 00:02:10.500]  我有一個很願意
[00:02:10.500 --> 00:02:12.000]  很願意幫助你的
[00:02:12.000 --> 00:02:15.100]  因為我和你一起在這個工作
[00:02:15.100 --> 00:02:17.900]  或者侍奉裡面一起同工
[00:02:17.900 --> 00:02:19.800]  但是這些我的朋友
[00:02:19.800 --> 00:02:23.300]  或者我的同工
[00:02:23.300 --> 00:02:25.500]  他們就分享過去的經驗
[00:02:25.500 --> 00:02:26.300]  他們就說
[00:02:26.300 --> 00:02:28.700]  往往這個人越熱切
[00:02:28.700 --> 00:02:30.200]  在第一次見面的時候
[00:02:30.200 --> 00:02:31.700]  說這番話
[00:02:31.700 --> 00:02:34.200]  將來那個人就是正正
[00:02:34.200 --> 00:02:37.100]  就是怎樣陷害你的那個人
[00:02:37.100 --> 00:02:39.500]  其實雖然這個不是什麼真理
[00:02:39.500 --> 00:02:43.200]  但是在我自己個人的經驗上面
[00:02:43.200 --> 00:02:47.400]  也都真的很多次去驗證過這個事實
[00:02:47.400 --> 00:02:49.000]  譬如在很多年前
[00:02:49.000 --> 00:02:49.900]  當我那時候
[00:02:49.900 --> 00:02:52.700]  還是在香港工作的時候
[00:02:52.700 --> 00:02:57.200]  我記得我在香港大學做事的時候
[00:02:57.200 --> 00:03:00.700]  有一次有一位同事
[00:03:00.700 --> 00:03:04.100]  他其實是在我們的辦公室裡面
[00:03:04.100 --> 00:03:06.200]  做行政主任的
[00:03:06.200 --> 00:03:08.400]  他就辭職
[00:03:08.400 --> 00:03:12.300]  於是乎我們的部門的主管
[00:03:12.300 --> 00:03:14.000]  Director 就說
[00:03:14.000 --> 00:03:18.000]  好 我們要請另一位新的行政同工
[00:03:18.000 --> 00:03:23.600]  那好吧 我們等只是其中一個部份
[00:03:23.600 --> 00:03:25.400]  就是管其中一個部份
[00:03:25.400 --> 00:03:26.900]  做其中一份工作而已
[00:03:26.900 --> 00:03:29.500]  不需要太多的關懷
[00:03:29.500 --> 00:03:32.400]  就是這件事究竟怎樣去請人
[00:03:32.400 --> 00:03:34.400]  但是發覺有一次
[00:03:34.400 --> 00:03:37.300]  就有一個女孩子來去見工
[00:03:37.300 --> 00:03:40.900]  見工很多同事已經走來報信給我聽
[00:03:40.900 --> 00:03:42.700]  Ellen 你還是單身的
[00:03:42.700 --> 00:03:44.800]  我也是 還是單身的
[00:03:44.800 --> 00:03:50.900]  她說如果你是真的要去找女朋友
[00:03:50.900 --> 00:03:51.700]  有機會了
[00:03:51.700 --> 00:03:53.400]  我說什麼事啊 這麼緊張
[00:03:53.400 --> 00:03:55.200]  她說你快點來看看
[00:03:55.200 --> 00:03:59.200]  原來我們請一個新的同事
[00:03:59.200 --> 00:04:00.500]  是很漂亮的
[00:04:00.500 --> 00:04:02.300]  我說不用了吧
[00:04:02.300 --> 00:04:05.200]  如果真的請到一定會見面的
[00:04:05.200 --> 00:04:08.600]  那個同事就意氣難生的離開了
[00:04:08.600 --> 00:04:09.400]  其實說真的
[00:04:09.400 --> 00:04:10.700]  那時候我都結了婚
[00:04:10.700 --> 00:04:12.800]  不過他們說這些
[00:04:12.800 --> 00:04:14.200]  跟她說笑而已
[00:04:14.200 --> 00:04:15.600]  但是這個時候
[00:04:15.600 --> 00:04:17.600]  接著就工作的時候
[00:04:17.600 --> 00:04:19.200]  我有時候要走出辦公室
[00:04:19.200 --> 00:04:20.800]  我有自己辦公室的
[00:04:20.800 --> 00:04:22.200]  走出去走樓的時候
[00:04:22.200 --> 00:04:25.000]  剛好就碰見有一個女孩子走出來
[00:04:25.000 --> 00:04:26.200]  就見面
[00:04:26.200 --> 00:04:28.800]  跟我老闆一起走出來
[00:04:28.800 --> 00:04:30.700]  我的老闆就跟我說
[00:04:30.700 --> 00:04:32.700]  Ellen 對了 你在這裡對了
[00:04:32.700 --> 00:04:35.300]  我們剛剛請了一個新同事
[00:04:35.300 --> 00:04:36.600]  就是這位
[00:04:36.600 --> 00:04:39.200]  哇 誰不知這位女同事
[00:04:39.200 --> 00:04:40.500]  都還沒上工
[00:04:40.500 --> 00:04:44.000]  馬上見到我表現得非常熱切
[00:04:44.000 --> 00:04:46.400]  並且說將來有什麼
[00:04:46.400 --> 00:04:47.900]  Ellen 你要教我啊
[00:04:47.900 --> 00:04:51.100]  並且我做行政主任的
[00:04:51.100 --> 00:04:52.800]  你一定有什麼
[00:04:52.800 --> 00:04:55.900]  我一定盡力幫你的
[00:04:55.900 --> 00:04:57.900]  事情就這樣開始
[00:04:57.900 --> 00:04:59.800]  但是結局是怎麼樣呢
[00:04:59.800 --> 00:05:01.900]  這位同事後來
[00:05:01.900 --> 00:05:04.700]  正正就是那個在辦公室裡面
[00:05:04.700 --> 00:05:07.700]  用很多的方法來留難我
[00:05:07.700 --> 00:05:10.400]  甚至弄了一個陷阱給我踩了下去
[00:05:10.400 --> 00:05:11.600]  我很記得那時候
[00:05:11.600 --> 00:05:13.900]  還是我剛剛辭職離開
[00:05:13.900 --> 00:05:16.000]  來到加拿大讀神學的時候
[00:05:16.000 --> 00:05:19.300]  這位女同事真的給了我很大的哄我
[00:05:19.300 --> 00:05:20.600]  讓我踩下去
[00:05:20.600 --> 00:05:23.400]  好的就是我的上司
[00:05:23.400 --> 00:05:26.700]  從來對於我都沒有任何的懷疑
[00:05:26.700 --> 00:05:28.600]  不過其實經過這件事
[00:05:28.600 --> 00:05:29.600]  也都給我看見
[00:05:29.600 --> 00:05:33.000]  其實有些過去的智慧
[00:05:33.000 --> 00:05:34.500]  是在裡面的
[00:05:34.500 --> 00:05:36.300]  而且也都給我們看見
[00:05:36.300 --> 00:05:39.500]  人性其實有很多的邪惡在他裡面
[00:05:39.500 --> 00:05:42.700]  很多時候是包裝得很漂亮
[00:05:42.700 --> 00:05:45.300]  其實當我們今天去看這段聖經的時候
[00:05:45.300 --> 00:05:47.600]  我們也見到一個這樣的現象
[00:05:47.600 --> 00:05:50.300]  當耶穌死了之後
[00:05:50.300 --> 00:05:52.700]  並且已經埋葬
[00:05:52.700 --> 00:05:57.000]  這幫陷害耶穌的民事祭司
[00:05:57.000 --> 00:06:00.200]  法尼賽人以及祭司長
[00:06:00.200 --> 00:06:02.300]  他們沒有因為耶穌
[00:06:02.300 --> 00:06:04.600]  他已經被殺死了
[00:06:04.600 --> 00:06:07.800]  然後他們的邪惡會減少了
[00:06:07.800 --> 00:06:11.700]  相反地我們去看見他們的偽善
[00:06:11.700 --> 00:06:16.300]  而且更有變本加厲的現象
[00:06:16.300 --> 00:06:18.500]  而且這種變本加厲的現象
[00:06:18.500 --> 00:06:20.500]  一路更加延展到
[00:06:20.500 --> 00:06:21.800]  身邊原本那些
[00:06:21.800 --> 00:06:24.800]  好像跟他一起同流合污的人身上
[00:06:24.800 --> 00:06:25.700]  而這個人物
[00:06:25.700 --> 00:06:27.300]  在我們今天的經文裡面
[00:06:27.300 --> 00:06:29.700]  就介紹到就是比拉多
[00:06:29.700 --> 00:06:32.900]  一位當時由羅馬去委任
[00:06:32.900 --> 00:06:37.900]  去到巴勒斯坦地做巡撫的這位比拉多
[00:06:37.900 --> 00:06:41.500]  從這件事裡面我們可以看到
[00:06:41.500 --> 00:06:44.000]  這幫祭司長和法尼賽人
[00:06:44.000 --> 00:06:47.000]  以及整個猶太人公會
[00:06:47.000 --> 00:06:51.700]  其實他們那份偽善的心靈
[00:06:51.700 --> 00:06:55.700]  其實口口地被他們一次又一次的
[00:06:55.700 --> 00:06:57.700]  漂亮的包裝
[00:06:57.700 --> 00:06:59.700]  將他們包起來
[00:06:59.700 --> 00:07:02.200]  而且他們的陰謀越多
[00:07:02.200 --> 00:07:05.900]  他們包裝的伎倆就越來越多
[00:07:05.900 --> 00:07:08.300]  並且是越來越醜惡
[00:07:08.300 --> 00:07:10.200]  所以為什麼今天我想
[00:07:10.200 --> 00:07:11.600]  透過這段聖經
[00:07:11.600 --> 00:07:13.400]  和大家一起思想這個題目
[00:07:13.400 --> 00:07:15.400]  叫做偽善的陰謀
[00:07:15.400 --> 00:07:17.700]  Fake Sincerity
[00:07:17.700 --> 00:07:19.400]  來一起去看看
[00:07:19.400 --> 00:07:21.800]  人究竟是怎樣的醜惡
[00:07:21.800 --> 00:07:23.000]  而我們作為基督徒
[00:07:23.000 --> 00:07:24.600]  在這個世界的上面
[00:07:24.600 --> 00:07:26.300]  我們也都應該怎樣
[00:07:26.300 --> 00:07:28.600]  憑著上帝給我們的智慧
[00:07:28.600 --> 00:07:32.600]  去辨別出這種人的表現
[00:07:32.600 --> 00:07:34.200]  並且我們應該有一個
[00:07:34.200 --> 00:07:36.600]  怎樣的正確的回應呢
[00:07:36.600 --> 00:07:38.400]  讓我們一起去看看
[00:07:38.400 --> 00:07:40.400]  這段聖經是說些什麼
[00:07:40.400 --> 00:07:42.000]  讓我們一起去打開這段聖經
[00:07:42.000 --> 00:07:43.000]  我們再讀多一次
[00:07:43.000 --> 00:07:44.600]  剛才師母和我們讀了一次
[00:07:44.600 --> 00:07:46.600]  但是我們自己再讀一下
[00:07:46.600 --> 00:07:48.400]  就會更加好的
[00:07:48.400 --> 00:07:51.600]  希望我們大家一起去讀多一次
[00:07:51.600 --> 00:07:54.400]  能夠對這段經文有更深的認識
[00:07:54.400 --> 00:07:57.600]  馬太福音的第27章
[00:07:57.600 --> 00:07:59.400]  第62至66節
[00:07:59.400 --> 00:08:01.600]  馬太福音第27章
[00:08:01.600 --> 00:08:05.600]  從第62到第66章
[00:08:05.600 --> 00:08:07.600]  我們一起讀
[00:08:07.600 --> 00:08:11.600]  次日就是預備日的第二天
[00:08:11.600 --> 00:08:17.200]  祭司長和法尼賽人聚集來見比拉多
[00:08:17.200 --> 00:08:21.600]  說:大人,我們記得那誘惑人的
[00:08:21.600 --> 00:08:24.600]  還活著的時候曾說
[00:08:24.600 --> 00:08:27.600]  三天後我要復活
[00:08:27.600 --> 00:08:33.600]  因此請吩咐人將墳墓把守妥當
[00:08:33.600 --> 00:08:35.600]  直到第三天
[00:08:35.600 --> 00:08:39.600]  恐怕他的門徒內把他偷了去
[00:08:39.600 --> 00:08:42.600]  就告訴百姓說
[00:08:42.600 --> 00:08:44.600]  他從死裡復活了
[00:08:44.600 --> 00:08:47.600]  這樣那後來的迷惑
[00:08:47.600 --> 00:08:50.600]  比先前的更加厲害了
[00:08:50.600 --> 00:08:54.600]  比拉多說:你們有看守的兵
[00:08:54.600 --> 00:08:59.600]  去吧!盡你們所能的把守妥當
[00:08:59.600 --> 00:09:02.600]  他們就帶著看守的兵
[00:09:02.600 --> 00:09:05.600]  同去封了石頭
[00:09:05.600 --> 00:09:10.600]  將墳墓把守妥當
[00:09:10.600 --> 00:09:12.600]  在這段經文的先前
[00:09:12.600 --> 00:09:15.600]  也是上一課的主人崇拜的裏面
[00:09:15.600 --> 00:09:18.600]  我們去看到原來
[00:09:18.600 --> 00:09:20.600]  今天很多的基督徒
[00:09:20.600 --> 00:09:22.600]  其實有一種誤解
[00:09:22.600 --> 00:09:23.600]  以為侍奉
[00:09:23.600 --> 00:09:27.600]  甚至在教會崇拜聚會
[00:09:27.600 --> 00:09:30.600]  其實好像搞了一場大龍鳳一樣
[00:09:30.600 --> 00:09:34.600]  所以投入了很多的人力物力
[00:09:34.600 --> 00:09:38.600]  去搞燈光、影像
[00:09:38.600 --> 00:09:43.600]  甚至有時去做一些音響的效果
[00:09:43.600 --> 00:09:47.600]  使教會的信徒來參加
[00:09:47.600 --> 00:09:50.600]  我們以為是有更大的感動
[00:09:50.600 --> 00:09:53.600]  其實這種的想法
[00:09:53.600 --> 00:09:55.600]  在上一課的經文裏面
[00:09:55.600 --> 00:09:57.600]  我們看見這位
[00:09:57.600 --> 00:10:00.600]  從阿里馬泰而來的約瑟
[00:10:00.600 --> 00:10:02.600]  他去埋葬耶穌
[00:10:02.600 --> 00:10:04.600]  他所做的事
[00:10:04.600 --> 00:10:08.600]  完全是沒有任何的動機
[00:10:08.600 --> 00:10:11.600]  要將自己去高舉的
[00:10:11.600 --> 00:10:14.600]  我們也知道他本來是一個
[00:10:14.600 --> 00:10:16.600]  很有錢的人
[00:10:16.600 --> 00:10:19.600]  他甚至有一個身份
[00:10:19.600 --> 00:10:20.600]  這個身份可以說是
[00:10:20.600 --> 00:10:22.600]  在猶太人公會裏面
[00:10:22.600 --> 00:10:26.600]  權力的其中一個重要的核心成員
[00:10:26.600 --> 00:10:29.600]  但是他沒有因此而藉著這件事
[00:10:29.600 --> 00:10:32.600]  而去到將自己抬舉
[00:10:32.600 --> 00:10:33.600]  或者牟利
[00:10:33.600 --> 00:10:35.600]  反而他在整個過程裏面
[00:10:35.600 --> 00:10:36.600]  我們看見
[00:10:36.600 --> 00:10:39.600]  他是按照聖經裏面談及到
[00:10:39.600 --> 00:10:41.600]  如果有一個死囚
[00:10:41.600 --> 00:10:44.600]  被釘在木頭上的時候
[00:10:44.600 --> 00:10:48.600]  應該要將這個受死的囚犯
[00:10:48.600 --> 00:10:50.600]  在日落之前要將他埋葬
[00:10:50.600 --> 00:10:52.600]  而不能夠掛在木頭上
[00:10:52.600 --> 00:10:55.600]  但當時我們看見比拉多
[00:10:55.600 --> 00:10:56.600]  或者甚至那幫
[00:10:56.600 --> 00:10:59.600]  策劃整個殺死耶穌基督的
[00:10:59.600 --> 00:11:01.600]  民事祭司法尼賽人
[00:11:01.600 --> 00:11:02.600]  猶太人公會
[00:11:02.600 --> 00:11:03.600]  不要漏了
[00:11:03.600 --> 00:11:05.600]  這些祭司長
[00:11:05.600 --> 00:11:08.600]  他們本來是熟悉聖經的道理
[00:11:08.600 --> 00:11:10.600]  掌握著解釋聖經的
[00:11:10.600 --> 00:11:12.600]  甚至權兵
[00:11:12.600 --> 00:11:15.600]  但是他們卻沒有去
[00:11:15.600 --> 00:11:17.600]  按照神的說話
[00:11:17.600 --> 00:11:20.600]  而去處理耶穌
[00:11:20.600 --> 00:11:22.600]  仍然掛在木頭上的事情
[00:11:22.600 --> 00:11:24.600]  而這位的弱室
[00:11:24.600 --> 00:11:26.600]  他卻是願意
[00:11:26.600 --> 00:11:30.600]  能夠去秉承上帝的教導
[00:11:30.600 --> 00:11:32.600]  去將耶穌的身體
[00:11:32.600 --> 00:11:35.600]  從比拉多那裏去贖回來
[00:11:35.600 --> 00:11:37.600]  然後就將他埋葬
[00:11:37.600 --> 00:11:40.600]  在自己的新的墳墓裏面
[00:11:40.600 --> 00:11:43.600]  上星期我在講道的時候
[00:11:43.600 --> 00:11:44.600]  我有一件事
[00:11:44.600 --> 00:11:45.600]  只是很快地講過
[00:11:45.600 --> 00:11:47.600]  我在這裏強調一點
[00:11:47.600 --> 00:11:50.600]  就是原來這個弱室
[00:11:50.600 --> 00:11:53.600]  是有一個清心在他裏面
[00:11:53.600 --> 00:11:54.600]  所以為什麼上次
[00:11:54.600 --> 00:11:56.600]  我講道的時候談論到
[00:11:56.600 --> 00:11:58.600]  他要將耶穌基督
[00:11:58.600 --> 00:12:01.600]  葬在一個新的墳墓裏
[00:12:01.600 --> 00:12:02.600]  這個陳述
[00:12:02.600 --> 00:12:04.600]  其實這個新的字眼
[00:12:04.600 --> 00:12:07.600]  就是指他沒有任何的雜質
[00:12:07.600 --> 00:12:09.600]  是一個清心的人
[00:12:09.600 --> 00:12:12.600]  所以他就算埋葬了耶穌之後
[00:12:12.600 --> 00:12:14.600]  他都是超然而離去的
[00:12:14.600 --> 00:12:15.600]  他沒有大鑼大鼓地說
[00:12:15.600 --> 00:12:17.600]  我埋葬了耶穌了
[00:12:17.600 --> 00:12:18.600]  沒有這樣做
[00:12:18.600 --> 00:12:20.600]  而在《馬太福音》裏面
[00:12:20.600 --> 00:12:22.600]  也都清楚告訴我們知道
[00:12:22.600 --> 00:12:23.600]  第五章第八節
[00:12:23.600 --> 00:12:25.600]  清心的人
[00:12:25.600 --> 00:12:27.600]  即是一個有純真心的人
[00:12:27.600 --> 00:12:29.600]  他最大的特點就是
[00:12:29.600 --> 00:12:32.600]  他能夠看見神
[00:12:32.600 --> 00:12:34.600]  這位的弱室
[00:12:34.600 --> 00:12:36.600]  原來是能夠看見神
[00:12:36.600 --> 00:12:38.600]  於是乎他帶著一個清心
[00:12:38.600 --> 00:12:40.600]  沒有任何鬼炸
[00:12:40.600 --> 00:12:41.600]  來將耶穌葬在
[00:12:41.600 --> 00:12:44.600]  他自己新的墳墓裏面
[00:12:44.600 --> 00:12:47.600]  這個舉動其實就反映出
[00:12:47.600 --> 00:12:48.600]  這位弱室是一位
[00:12:48.600 --> 00:12:50.600]  真正認識上帝的人
[00:12:50.600 --> 00:12:51.600]  並且能夠願意
[00:12:51.600 --> 00:12:54.600]  秉行上帝的教訓
[00:12:54.600 --> 00:12:55.600]  來到今天這段聖經
[00:12:55.600 --> 00:12:56.600]  我們去看一下
[00:12:56.600 --> 00:12:58.600]  這段聖經發生什麼事
[00:12:58.600 --> 00:13:00.600]  原來你發覺這班的
[00:13:00.600 --> 00:13:02.600]  祭司長和法尼賽人
[00:13:02.600 --> 00:13:05.600]  他們更進一步
[00:13:05.600 --> 00:13:08.600]  將他們的醜惡偽善
[00:13:08.600 --> 00:13:11.600]  包裝得更加漂亮
[00:13:11.600 --> 00:13:13.600]  我們來看一下這段聖經
[00:13:13.600 --> 00:13:16.600]  從第六十二至第六十四節
[00:13:16.600 --> 00:13:18.600]  我再讀一次
[00:13:18.600 --> 00:13:20.600]  六十二至六十四節這樣說
[00:13:20.600 --> 00:13:23.600]  次日就是預備日的第二天
[00:13:23.600 --> 00:13:26.600]  祭司長和法尼賽人聚集
[00:13:26.600 --> 00:13:28.600]  來見彼拉多說
[00:13:28.600 --> 00:13:32.600]  大人,我們記得那誘惑人的
[00:13:32.600 --> 00:13:35.600]  還活著的時候曾說
[00:13:35.600 --> 00:13:38.600]  三日後我要復活
[00:13:38.600 --> 00:13:40.600]  因此請吩咐人將墳墓
[00:13:40.600 --> 00:13:42.600]  把守妥當
[00:13:42.600 --> 00:13:43.600]  直到第三日
[00:13:43.600 --> 00:13:45.600]  恐怕他的門徒來
[00:13:45.600 --> 00:13:47.600]  把他偷了去
[00:13:47.600 --> 00:13:49.600]  就告訴百姓說
[00:13:49.600 --> 00:13:52.600]  他從死裡復活了
[00:13:52.600 --> 00:13:54.600]  這樣後來的迷惑
[00:13:54.600 --> 00:13:58.600]  比先前的更厲害了
[00:13:58.600 --> 00:14:00.600]  耶穌在這個時候
[00:14:00.600 --> 00:14:02.600]  已經被這幫祭司長
[00:14:02.600 --> 00:14:05.600]  和法尼賽人釘死了
[00:14:05.600 --> 00:14:08.600]  在十字架上
[00:14:08.600 --> 00:14:09.600]  換言之
[00:14:09.600 --> 00:14:11.600]  這幫祭司長
[00:14:11.600 --> 00:14:13.600]  將他們視之為
[00:14:13.600 --> 00:14:15.600]  眼中釘的耶穌
[00:14:15.600 --> 00:14:17.600]  已經是釘死
[00:14:17.600 --> 00:14:19.600]  他們已經滿足了
[00:14:19.600 --> 00:14:21.600]  他們的計劃
[00:14:21.600 --> 00:14:23.600]  除掉耶穌
[00:14:23.600 --> 00:14:24.600]  在過去我們看見
[00:14:24.600 --> 00:14:25.600]  在馬太福音裡面
[00:14:25.600 --> 00:14:28.600]  每逢記載到這幫人的決議
[00:14:28.600 --> 00:14:30.600]  他們都要想法
[00:14:30.600 --> 00:14:31.600]  如何去處理耶穌
[00:14:31.600 --> 00:14:32.600]  甚至進入到去
[00:14:32.600 --> 00:14:34.600]  除掉耶穌
[00:14:34.600 --> 00:14:37.600]  即是將耶穌殺死這件事情
[00:14:37.600 --> 00:14:40.600]  他的目標得到達成
[00:14:40.600 --> 00:14:42.600]  但當一個人的目標
[00:14:42.600 --> 00:14:44.600]  得到達成之後
[00:14:44.600 --> 00:14:46.600]  是否就能夠改變到
[00:14:46.600 --> 00:14:49.600]  那個人的心態呢
[00:14:49.600 --> 00:14:53.600]  甚至他的靈性呢
[00:14:53.600 --> 00:14:54.600]  人很多時候
[00:14:54.600 --> 00:14:55.600]  在這一生裡面
[00:14:55.600 --> 00:14:57.600]  不斷追求很多的事情
[00:14:57.600 --> 00:15:00.600]  只是來滿足自己
[00:15:00.600 --> 00:15:03.600]  希望自己的願望得到達成
[00:15:03.600 --> 00:15:04.600]  譬如有些人喜歡
[00:15:04.600 --> 00:15:06.600]  就是我希望賺很多的錢
[00:15:06.600 --> 00:15:08.600]  在多少歲之前可以退休
[00:15:08.600 --> 00:15:09.600]  有些人甚至
[00:15:09.600 --> 00:15:11.600]  我要娶到一個美麗的妻子
[00:15:11.600 --> 00:15:12.600]  她是怎樣的
[00:15:12.600 --> 00:15:13.600]  甚至在心目中
[00:15:13.600 --> 00:15:14.600]  已經有對象
[00:15:14.600 --> 00:15:16.600]  我一定要娶到她的
[00:15:16.600 --> 00:15:17.600]  是不是真的
[00:15:17.600 --> 00:15:19.600]  達到你的目的之後
[00:15:19.600 --> 00:15:23.600]  你的靈性會更加美麗一點
[00:15:23.600 --> 00:15:26.600]  更加清純一點呢
[00:15:26.600 --> 00:15:28.600]  從這段聖經裡面
[00:15:28.600 --> 00:15:30.600]  我們看到這幫祭司長
[00:15:30.600 --> 00:15:31.600]  和法尼賽人
[00:15:31.600 --> 00:15:33.600]  即使滿足到他們
[00:15:33.600 --> 00:15:37.600]  除掉耶穌的心志和目的
[00:15:37.600 --> 00:15:39.600]  但是他們有沒有變回
[00:15:39.600 --> 00:15:41.600]  成為一個真的忠於
[00:15:41.600 --> 00:15:44.600]  上帝主導的神職人員
[00:15:44.600 --> 00:15:46.600]  擔當回成為一個
[00:15:46.600 --> 00:15:49.600]  合資格的宗教領袖呢
[00:15:49.600 --> 00:15:51.600]  從我們剛才所讀的
[00:15:51.600 --> 00:15:52.600]  這段經文裡面
[00:15:52.600 --> 00:15:54.600]  我們看到次日
[00:15:54.600 --> 00:15:57.600]  就是預備日的第二天
[00:15:57.600 --> 00:15:59.600]  即是指在
[00:15:59.600 --> 00:16:03.600]  如月節晚餐之後的第二天
[00:16:03.600 --> 00:16:06.600]  這幫大祭司和法尼賽人
[00:16:06.600 --> 00:16:09.600]  就一起急不及待
[00:16:09.600 --> 00:16:14.600]  趕到去比拉多的住處裡面
[00:16:14.600 --> 00:16:17.600]  來找比拉多
[00:16:17.600 --> 00:16:21.600]  要向比拉多作出要求
[00:16:21.600 --> 00:16:25.600]  首先我們看一下日期的事情
[00:16:25.600 --> 00:16:28.600]  這段聖經很特意地提到次日
[00:16:28.600 --> 00:16:32.600]  並且說到是預備日的第二天
[00:16:32.600 --> 00:16:35.600]  如果我們去了解日子的計算
[00:16:35.600 --> 00:16:38.600]  猶太人計算一日
[00:16:38.600 --> 00:16:40.600]  就不是我們現在西方人
[00:16:40.600 --> 00:16:42.600]  那種傳統看法
[00:16:42.600 --> 00:16:44.600]  就是凌晨十二點開始計算
[00:16:44.600 --> 00:16:48.600]  然後到同一日的晚上
[00:16:48.600 --> 00:16:50.600]  十一點五十九分五十九秒
[00:16:50.600 --> 00:16:52.600]  不是這樣計算的
[00:16:52.600 --> 00:16:54.600]  猶太人的傳統的計時
[00:16:54.600 --> 00:16:58.600]  一日是從日落開始計算
[00:16:58.600 --> 00:17:00.600]  是新的一日
[00:17:00.600 --> 00:17:02.600]  所以換言之
[00:17:02.600 --> 00:17:05.600]  猶太人的一日往往
[00:17:05.600 --> 00:17:07.600]  就是我們今天看的日子
[00:17:07.600 --> 00:17:11.600]  的兩日跨兩日的時間
[00:17:11.600 --> 00:17:15.600]  所以當我們去看這段聖經的時候
[00:17:15.600 --> 00:17:18.600]  談論到次日
[00:17:18.600 --> 00:17:20.600]  就是預備日的第二天
[00:17:20.600 --> 00:17:24.600]  其實這群法尼賽人和祭司長
[00:17:24.600 --> 00:17:28.600]  一直都在作很多計謀
[00:17:28.600 --> 00:17:33.600]  準備在這個週末
[00:17:33.600 --> 00:17:37.600]  趕快用最快的速度
[00:17:37.600 --> 00:17:39.600]  去處理了耶穌
[00:17:39.600 --> 00:17:40.600]  所以預備日
[00:17:40.600 --> 00:17:44.600]  如果我們估計推算的時間
[00:17:44.600 --> 00:17:47.600]  應該在我們今天所說的
[00:17:47.600 --> 00:17:50.600]  星期四或者星期五之間
[00:17:50.600 --> 00:17:52.600]  這個日子
