
[00:00:00.000 --> 00:00:04.280]  獵王記合一王朝系列的第七講
[00:05:28.640 --> 00:05:32.080]  一共出現37次
[00:05:32.080 --> 00:05:33.680]  無論是大衛
[00:05:33.680 --> 00:05:35.440]  無論是所羅門
[00:05:35.440 --> 00:05:39.920]  都用了最好的人力物力來建造聖殿
[00:05:39.920 --> 00:05:43.600]  現在所羅門就奉獻聖殿
[00:05:43.600 --> 00:05:48.160]  聖殿亦是代表神和以色列人同在
[00:05:48.160 --> 00:05:50.880]  這是禱告的殿
[00:05:50.880 --> 00:05:53.280]  所以今天最中心的經文
[00:05:53.280 --> 00:05:57.680]  就是所羅門向神祈求的七件事
[00:05:57.680 --> 00:06:03.040]  其實當以色列人起聖殿奉獻聖殿的時候
[00:06:03.040 --> 00:06:08.240]  他們已經變得和外方人和他們的鄰居很相似
[00:06:08.240 --> 00:06:11.280]  記不記得在《說撒姆》以上的第八章
[00:06:11.280 --> 00:06:13.680]  他們要求有一位王
[00:06:13.680 --> 00:06:15.920]  就是因為他們的鄰居有一位王
[00:06:15.920 --> 00:06:18.400]  他們亦都希望有一位王
[00:06:18.400 --> 00:06:21.040]  他們的鄰居亦都有很多的廟宇
[00:06:21.040 --> 00:06:22.960]  來敬拜他們的偶像
[00:06:22.960 --> 00:06:26.160]  以色列人亦都希望有一座聖殿
[00:06:26.160 --> 00:06:28.400]  能夠敬拜他們的神
[00:06:28.400 --> 00:06:30.640]  我上次都講過
[00:06:30.640 --> 00:06:34.320]  其實有很多學者都認為
[00:06:34.320 --> 00:06:39.840]  以色列的聖殿的結構是抄外方人的廟宇
[00:06:39.840 --> 00:06:41.840]  因為他們說在這裏
[00:06:41.840 --> 00:06:46.560]  以色列聖殿之前已經有很多這些廟宇存在
[00:06:46.560 --> 00:06:49.280]  而這些廟宇都有一個聖所
[00:06:49.280 --> 00:06:51.440]  而裏面有一個致聖所
[00:06:51.440 --> 00:06:53.760]  是最聖潔的地方
[00:06:53.760 --> 00:06:55.520]  但是我們要知道
[00:06:55.520 --> 00:06:59.840]  其實以色列的聖殿是按照甚麼來設計
[00:06:59.840 --> 00:07:01.760]  是按照回望
[00:07:01.760 --> 00:07:06.400]  在所羅門起聖殿之前的480年
[00:07:06.400 --> 00:07:08.640]  回望已經存在
[00:07:08.640 --> 00:07:12.880]  所以是比這些所有外方人的廟宇還要早
[00:07:12.880 --> 00:07:18.160]  所以不可能以色列的聖殿抄外方人
[00:07:18.160 --> 00:07:21.040]  這個絕對是神榮耀的殿
[00:07:21.040 --> 00:07:25.840]  所羅門就將約瑰從耶路撒冷的帳篷
[00:07:25.840 --> 00:07:28.480]  搬到聖殿裏面
[00:07:28.480 --> 00:07:29.920]  我們剛才說
[00:07:29.920 --> 00:07:33.920]  這些異教國家都有他們的廟宇
[00:07:33.920 --> 00:07:37.840]  都有祭壇、祭司、祭品
[00:07:37.840 --> 00:07:40.720]  就好像我們剛才所唱的詩歌
[00:07:40.720 --> 00:07:43.760]  那些人是向石頭來敬拜
[00:07:43.760 --> 00:07:46.160]  這些偶像都是石頭造的
[00:07:46.160 --> 00:07:47.680]  都是假的
[00:07:47.680 --> 00:07:52.320]  只有唯一的真神又真又活的耶和華
[00:07:52.320 --> 00:07:56.240]  就在摩利亞山的聖殿裏面
[00:07:56.240 --> 00:07:57.760]  這個就是原因
[00:07:57.760 --> 00:08:02.080]  所羅門是將約瑰搬到聖殿裏面
[00:08:02.080 --> 00:08:05.760]  他也是將回望裏面的陳設裝備
[00:08:05.760 --> 00:08:10.640]  從機片搬到耶路撒冷的聖殿裏面
[00:08:10.640 --> 00:08:14.880]  他將約瑰放在至聖所裏面
[00:08:14.880 --> 00:08:19.360]  兩個基魯伯天使的翅膀下
[00:08:19.360 --> 00:08:21.600]  這兩個基魯伯的天使
[00:08:21.600 --> 00:08:25.200]  不是在約瑰上高的兩個天使
[00:08:25.200 --> 00:08:26.720]  原來在至聖所裏面
[00:08:26.720 --> 00:08:30.400]  有兩個巨大的基魯伯天使的像
[00:08:30.400 --> 00:08:33.120]  每個像是15呎高
[00:08:33.120 --> 00:08:35.600]  兩個天使每個展開的翼
[00:08:35.600 --> 00:08:38.080]  由一個翼尖去到另外一個翼尖
[00:08:38.080 --> 00:08:39.840]  也是15呎
[00:08:39.840 --> 00:08:43.680]  而至聖所的闊度就是30呎
[00:08:43.680 --> 00:08:45.760]  所以兩個基魯伯的天使
[00:08:45.760 --> 00:08:52.240]  可以遮蓋整個至聖所最後面的牆
[00:08:52.240 --> 00:08:59.200]  兩個天使的翼尖在至聖所的房間中彼此相接
[00:08:59.200 --> 00:09:00.800]  而在另外一邊
[00:09:00.800 --> 00:09:05.120]  一個天使翅膀的尖是碰著南邊的牆
[00:09:05.120 --> 00:09:07.760]  一個是碰著北邊的牆
[00:09:07.760 --> 00:09:11.520]  兩個基魯伯的天使都是面向著萬子
[00:09:11.520 --> 00:09:16.960]  就是東邊耶路撒冷聖殿的入口
[00:09:16.960 --> 00:09:20.000]  當然在約瑰的上高
[00:09:20.000 --> 00:09:22.880]  也有兩個基魯伯的天使
[00:09:22.880 --> 00:09:27.360]  但是這兩個基魯伯的天使彼此相望
[00:09:27.360 --> 00:09:31.680]  在聖殿裏面有很多天使的雕刻
[00:09:31.680 --> 00:09:35.440]  而我也剛剛說了有關基魯伯天使
[00:09:35.440 --> 00:09:37.280]  為什麼有這麼多天使?
[00:09:37.280 --> 00:09:40.720]  我們說基魯伯天使就是守護者
[00:09:40.720 --> 00:09:46.080]  所以所羅門將這麼多基魯伯的天使雕刻在牆上
[00:09:46.080 --> 00:09:48.480]  也在至聖所裏面
[00:09:48.480 --> 00:09:51.280]  其實聖經告訴我們
[00:09:51.280 --> 00:09:53.760]  天使是不能被救贖
[00:09:53.760 --> 00:09:56.320]  在啟示錄裏面告訴我們
[00:09:56.320 --> 00:09:59.520]  有三分之一的天使墮落了
[00:09:59.520 --> 00:10:02.560]  但是這些天使都不能被救贖
[00:10:02.560 --> 00:10:05.120]  只有人類能夠被救贖
[00:10:05.120 --> 00:10:08.080]  所以天使他們都很好奇
[00:10:08.080 --> 00:10:10.880]  他們都觀察神恩典的奧秘
[00:10:10.880 --> 00:10:14.320]  就好像彼得前書的一章十二節所說
[00:10:14.320 --> 00:10:17.040]  他們也透過以色列人的侍奉
[00:10:17.040 --> 00:10:22.800]  希望能夠了解這個恩典是怎樣的
[00:10:22.800 --> 00:10:26.720]  當聶王紀的作者寫聶王紀的時候
[00:10:26.720 --> 00:10:30.240]  很明顯聖殿仍然存在
[00:10:30.240 --> 00:10:32.720]  耶路撒冷還未淪陷
[00:10:32.720 --> 00:10:36.080]  因為他見到聖殿裏面的情形
[00:10:36.080 --> 00:10:37.600]  他見到什麼?
[00:10:37.600 --> 00:10:39.840]  這個作者不是大祭司
[00:10:39.840 --> 00:10:42.240]  他不能夠進入至聖所
[00:10:42.240 --> 00:10:46.560]  但他見到在這個萬寺有兩點
[00:10:46.560 --> 00:10:53.440]  這兩點就是抬藥櫃的金棍穿過了藥櫃
[00:10:53.440 --> 00:10:57.680]  這兩條棍的尾部是碰著萬寺
[00:10:57.680 --> 00:11:01.840]  相信在外面在聖所是能夠見得到
[00:11:01.840 --> 00:11:03.440]  你見不到那條棍
[00:11:03.440 --> 00:11:07.440]  但你見到這兩條棍的尾部是碰著萬寺
[00:11:07.440 --> 00:11:11.280]  你就知道藥櫃在至聖所裏面
[00:11:11.280 --> 00:11:13.680]  如果你打開萬寺的話
[00:11:13.680 --> 00:11:17.200]  你就會見到神的寶座向著你
[00:11:17.200 --> 00:11:21.440]  也就是說那兩條金棍是穿過藥櫃
[00:11:21.440 --> 00:11:24.560]  短的那兩邊 窄的那兩邊
[00:11:24.560 --> 00:11:28.000]  而不是穿過闊的那兩邊
[00:11:28.000 --> 00:11:34.240]  有很多在網上有關藥櫃的圖畫都是錯的
[00:11:34.240 --> 00:11:37.600]  他們將這條金棍穿過闊的那一邊
[00:11:37.600 --> 00:11:40.560]  如果穿過闊的那一邊就出現問題了
[00:11:40.560 --> 00:11:43.200]  因為如果你打開萬寺的時候
[00:11:43.200 --> 00:11:46.000]  而和華的寶座是向著哪一邊
[00:11:46.000 --> 00:11:48.320]  是向著南邊或是北邊
[00:11:48.320 --> 00:11:51.040]  而不是向著東邊的入口
[00:11:51.040 --> 00:11:54.400]  所以這個是很重要
[00:11:54.400 --> 00:11:58.480]  我們也知道在藥櫃裏面有些甚麼
[00:11:58.480 --> 00:12:00.640]  是有三樣東西本來
[00:12:00.640 --> 00:12:03.040]  是有裝著瑪拿的罐
[00:12:03.040 --> 00:12:06.240]  是有裝著亞倫開花的像
[00:12:06.240 --> 00:12:09.920]  和當然是有藥板或法板
[00:12:09.920 --> 00:12:11.920]  就是十戒
[00:12:11.920 --> 00:12:16.560]  其實無論是瑪拿或是亞倫開花的像
[00:12:16.560 --> 00:12:19.520]  都是紀念以色列人的反叛
[00:12:19.520 --> 00:12:21.680]  瑪拿為甚麼會有呢
[00:12:21.680 --> 00:12:24.480]  因為以色列人在《文素記》的第十一章
[00:12:24.480 --> 00:12:27.200]  他們是埋怨
[00:12:27.200 --> 00:12:30.080]  現在來到曠野出了埃及
[00:12:30.080 --> 00:12:31.600]  甚麼都沒得吃
[00:12:31.600 --> 00:12:33.600]  在埃及多和味
[00:12:33.600 --> 00:12:36.000]  又有蒜頭又有洋蔥
[00:12:36.000 --> 00:12:37.680]  你不要說甚麼
[00:12:37.680 --> 00:12:39.200]  你煮甚麼都好
[00:12:39.200 --> 00:12:42.640]  你找個鍋爆香了洋蔥和蒜頭
[00:12:42.640 --> 00:12:44.640]  你煮甚麼都好吃
[00:12:44.640 --> 00:12:46.480]  現在來到曠野
[00:12:46.480 --> 00:12:48.480]  真的甚麼都沒得吃
[00:12:48.480 --> 00:12:50.240]  不斷地埋怨
[00:12:50.240 --> 00:12:54.320]  於是神就降下瑪拿給他們
[00:12:54.320 --> 00:12:57.040]  為甚麼會有亞倫開花的像
[00:12:57.040 --> 00:12:59.200]  又是以色列人的領袖
[00:12:59.200 --> 00:13:02.960]  在《文素記》第十七章十二支派的領袖
[00:13:02.960 --> 00:13:04.560]  走來找亞倫
[00:13:04.560 --> 00:13:06.240]  為甚麼你做領袖
[00:13:06.240 --> 00:13:08.240]  我們都可以做
[00:13:08.240 --> 00:13:09.600]  神和摩西說好啊
[00:13:09.600 --> 00:13:11.440]  你叫他們每人拿他們的像
[00:13:11.440 --> 00:13:13.680]  在上面寫了他們的名字
[00:13:13.680 --> 00:13:15.520]  擺在會幕裏面
[00:13:15.520 --> 00:13:17.040]  藥櫃的前面
[00:13:17.040 --> 00:13:19.280]  你日後早上來看看
[00:13:19.280 --> 00:13:21.920]  只有亞倫的像是開了花
[00:13:21.920 --> 00:13:24.800]  其他領袖的像都沒開花
[00:13:24.800 --> 00:13:29.360]  所以又是把這支像擺在這個藥櫃裏面
[00:13:29.360 --> 00:13:34.960]  現在這個藥櫃已經去到聖殿神立祂名的地方
[00:13:34.960 --> 00:13:36.800]  不再需要提這些事
[00:13:36.800 --> 00:13:38.560]  是一個新的開始
[00:13:38.560 --> 00:13:42.640]  所以經文在列王紀上的八章九節告訴我們
[00:13:42.640 --> 00:13:46.000]  現在藥櫃裏面只剩下八板
[00:13:46.000 --> 00:13:50.640]  神仍然是要以色列人來遵守祂的律例殿章
[00:13:50.640 --> 00:13:56.160]  但是瑪那的冠和開花的像已經沒有了
[00:13:56.160 --> 00:14:00.400]  當藥櫃來到聖殿至聖所
[00:14:00.400 --> 00:14:04.560]  神的榮耀降臨在聖殿
[00:14:04.560 --> 00:14:09.600]  藥櫃就是代表神與以色列人同在
[00:14:09.600 --> 00:14:13.200]  在聖列王紀上的八章十至十一節
[00:14:13.200 --> 00:14:16.560]  經文說祭司從聖所出來的時候
[00:14:16.560 --> 00:14:19.680]  有雲充滿耶和華的殿
[00:14:19.680 --> 00:14:23.040]  甚至祭司不能站立供職
[00:14:23.040 --> 00:14:27.120]  因為耶和華的榮光充滿了殿
[00:14:27.120 --> 00:14:28.560]  有沒有看到?
[00:14:28.560 --> 00:14:31.200]  有經文說雲充滿了殿
[00:14:31.200 --> 00:14:36.080]  亦有經文說神的榮光充滿了殿
[00:14:36.080 --> 00:14:39.600]  雲就是代表神的榮光
[00:14:39.600 --> 00:14:42.880]  記不記得昔日在這裡曠野
[00:14:42.880 --> 00:14:47.760]  神是以雲柱和煙柱來帶領以色列人
[00:14:47.760 --> 00:14:55.840]  現在神的榮耀在聖殿與以色列人同在
[00:14:55.840 --> 00:15:00.640]  於是祭司就用歌聲和樂器來讚美神
[00:15:00.640 --> 00:15:04.560]  就好像在詩篇二十二篇第三節
[00:15:04.560 --> 00:15:08.800]  耶和華住在他子民的讚美中
[00:15:08.800 --> 00:15:12.960]  這也是原因為何我們每個星期進來
[00:15:12.960 --> 00:15:17.440]  我們就用詩歌來讚美神
[00:15:17.440 --> 00:15:20.560]  在聖經裡不斷告訴我們
[00:15:20.560 --> 00:15:24.880]  神的榮耀來來去去
[00:15:24.880 --> 00:15:27.360]  在《著列王記》上第八章
[00:15:27.360 --> 00:15:33.280]  作者又一次將經文和出埃及記連在一起
[00:15:33.280 --> 00:15:35.840]  提到雲的榮耀
[00:15:35.840 --> 00:15:39.760]  就是提醒我們昔日以色列人出埃及之後
[00:15:39.760 --> 00:15:45.040]  神以雲柱煙柱的榮耀來帶領以色列人
[00:15:45.040 --> 00:15:48.320]  直至到神叫摩西起了回眸
[00:15:48.320 --> 00:15:50.240]  在《出埃及記》裡
[00:15:50.240 --> 00:15:54.000]  神的榮光就淋到回眸裡
[00:15:54.000 --> 00:15:57.040]  但也因為以色列人的反叛
[00:15:57.040 --> 00:16:00.480]  記不記得以色列人拿著神的藥櫃
[00:16:00.480 --> 00:16:02.720]  去和比利時人爭戰
[00:16:02.720 --> 00:16:04.560]  連藥櫃也被擄
[00:16:04.560 --> 00:16:07.600]  所以在《撒姆爾上》第四章告訴我們
[00:16:07.600 --> 00:16:11.200]  神的榮耀就離開了回眸
[00:16:11.200 --> 00:16:15.920]  現在神的榮耀又回到聖殿裡
[00:16:15.920 --> 00:16:18.800]  但很可惜不會長久
[00:16:18.800 --> 00:16:21.680]  也會因為以色列人的罪
[00:16:21.680 --> 00:16:25.360]  神的榮耀會再一次離開聖殿
[00:16:25.360 --> 00:16:27.760]  就是在《以西傑書》裡
[00:16:27.760 --> 00:16:32.160]  第八章、九章和第十章裡的預言
[00:16:32.160 --> 00:16:35.280]  神的榮耀離開聖殿
[00:16:35.280 --> 00:16:37.040]  而以塞瓦先知
[00:16:37.040 --> 00:16:41.680]  他預言神的榮耀將會再一次臨到人間
[00:16:41.680 --> 00:16:45.040]  就是在《以塞瓦書》第四十章
[00:16:45.040 --> 00:16:46.400]  是何時?
[00:16:46.400 --> 00:16:50.560]  是耶穌基督道成肉身來到世上
[00:16:50.560 --> 00:16:53.600]  就是《約翰福音》第一章
[00:16:53.600 --> 00:16:56.960]  第十四至二十三節所說
[00:16:56.960 --> 00:17:00.560]  神的榮耀再一次臨到人間
[00:17:00.560 --> 00:17:02.320]  但很可惜
[00:17:02.320 --> 00:17:05.440]  以色列人將榮耀的主
[00:17:05.440 --> 00:17:08.560]  釘死在十字架的上方
[00:17:08.560 --> 00:17:12.160]  而當耶穌基督復活升天的時候
[00:17:12.160 --> 00:17:16.720]  就是架著榮耀的文采回到天上
[00:17:16.720 --> 00:17:18.480]  而相對來說
[00:17:18.480 --> 00:17:21.280]  神的聖殿就變得荒涼
[00:17:21.280 --> 00:17:24.240]  你看看現在耶路撒冷的聖殿
[00:17:24.240 --> 00:17:25.680]  所在的地方
[00:17:25.680 --> 00:17:29.600]  就是有一個金色頂的清真寺
[00:17:29.600 --> 00:17:33.200]  神的榮耀絕對不在那裡離開了
[00:17:33.200 --> 00:17:34.800]  但是感謝神
[00:17:34.800 --> 00:17:38.880]  神給以西傑先知有一個意象
[00:17:38.880 --> 00:17:41.280]  能夠見到神的榮耀
[00:17:41.280 --> 00:17:45.600]  將會又一次臨到耶路撒冷的聖殿
[00:17:45.600 --> 00:17:50.640]  這個就在以西傑書的第四十一章至四十三章
[00:17:50.640 --> 00:17:53.440]  也是千禧年的時候
[00:17:53.440 --> 00:17:57.600]  耶穌基督將會帶領以色列人進入千禧年國
[00:17:57.600 --> 00:18:02.080]  神的榮耀再一次在聖殿出現
[00:18:02.080 --> 00:18:03.760]  所以這個是很重要
[00:18:03.760 --> 00:18:05.280]  沒有了千禧年國
[00:18:05.280 --> 00:18:08.800]  神的應許就會落空
[00:18:08.800 --> 00:18:12.480]  現在神的榮耀在哪裡?
[00:18:12.480 --> 00:18:16.160]  在使徒行傳的第二章告訴我們
[00:18:16.160 --> 00:18:18.880]  當那些門徒在敬拜神的時候
[00:18:18.880 --> 00:18:21.520]  聖靈降臨在他們的身上
[00:18:21.520 --> 00:18:26.080]  現在神的榮耀就在每一個兒女的身上
[00:18:26.080 --> 00:18:31.200]  也都在地方教會和普世的教會那裡
[00:18:31.200 --> 00:18:36.320]  我們都知道每次當我們用心靈誠實來敬拜神
[00:18:36.320 --> 00:18:39.280]  我們就將榮耀歸給神
[00:18:39.280 --> 00:18:42.960]  每一次我們是透過我們的侍奉
[00:18:42.960 --> 00:18:44.880]  來榮耀神的時候
[00:18:44.880 --> 00:18:48.000]  神的榮耀也都被彰顯
[00:18:48.000 --> 00:18:49.920]  但我們都要小心
[00:18:49.920 --> 00:18:54.160]  我們不只是星期日或者是侍奉的時候
[00:18:54.160 --> 00:18:56.400]  才將榮耀歸給神
[00:18:56.400 --> 00:18:59.360]  而是我們每一天的生命當中
[00:18:59.360 --> 00:19:04.800]  我們都要活出那美好的見證來榮耀神
[00:19:04.800 --> 00:19:10.880]  在將藥櫃帶到至聖所的儀式當中
[00:19:10.880 --> 00:19:14.240]  以色列人是獻祭了無數的祭物
[00:19:14.240 --> 00:19:15.600]  經文告訴我們
[00:19:15.600 --> 00:19:19.680]  根本是沒有辦法可以計算得到有多少祭物
[00:19:19.680 --> 00:19:22.000]  讓我們見到神的榮耀有多大
[00:19:22.000 --> 00:19:25.280]  讓我們見到以色列人是多麼尊敬神
[00:19:25.280 --> 00:19:27.360]  而經文也都告訴我們
[00:19:27.360 --> 00:19:29.360]  所羅門起好了聖殿之後
[00:19:29.360 --> 00:19:34.480]  他等了十一個月才將藥櫃搬去至聖所
[00:19:34.480 --> 00:19:37.600]  他起好聖殿的時候應該是八月
[00:19:37.600 --> 00:19:40.640]  而他將藥櫃搬去至聖所
[00:19:40.640 --> 00:19:42.720]  所以就是七月
[00:19:42.720 --> 00:19:44.720]  七月是什麼時候?
[00:19:44.720 --> 00:19:47.840]  正是鑄盤節的時候
[00:19:47.840 --> 00:19:50.000]  這個就令我們想起
[00:19:50.000 --> 00:19:52.480]  《生命記》的十六章第十五節
[00:19:52.480 --> 00:19:57.440]  經文說:你要在耶和華你神所揀選的地點
[00:19:57.440 --> 00:20:00.880]  向耶和華你的神守節
[00:20:00.880 --> 00:20:03.600]  以色列人起好了聖殿
[00:20:03.600 --> 00:20:06.800]  第一個節期就是鑄盤節
[00:20:06.800 --> 00:20:09.040]  鑄盤節代表什麼?
[00:20:09.040 --> 00:20:11.520]  神與以色列人同在
[00:20:11.520 --> 00:20:12.720]  啟示錄
[00:20:12.720 --> 00:20:14.560]  神要鑄在人間
[00:20:14.560 --> 00:20:16.560]  神的帳盤在人間
[00:20:16.560 --> 00:20:20.240]  就是與人同在的意思
[00:20:20.240 --> 00:20:25.840]  現在以色列人就能夠在耶路撒冷的聖殿來敬拜神
[00:20:25.840 --> 00:20:28.720]  因為神曾經允許以色列人
[00:20:28.720 --> 00:20:32.720]  可以在神納祂名的地方來敬拜神
[00:20:32.720 --> 00:20:34.960]  《生命記》第十二章
[00:20:34.960 --> 00:20:39.920]  但我們如果注意希伯來文的原文的話
[00:20:39.920 --> 00:20:42.480]  經文是用Mahon這個字
[00:20:42.480 --> 00:20:46.160]  來形容天上神的居所
[00:20:46.160 --> 00:20:52.880]  這個字出現在列王紀上的八章三十九、四十三和四十九節
[00:20:52.880 --> 00:20:54.960]  為什麼用這個字?
[00:20:54.960 --> 00:20:59.840]  Mahon這個字其實是出於另外一個希伯來文的字
[00:20:59.840 --> 00:21:02.160]  就是Kun這個字
[00:21:02.160 --> 00:21:05.840]  Kun這個字通常在經文形容到
[00:21:05.840 --> 00:21:08.560]  大魏王朝被鞏固
[00:21:08.560 --> 00:21:10.640]  大魏的王朝被建立
[00:21:10.640 --> 00:21:12.320]  就是Kun這個字
[00:21:12.320 --> 00:21:16.240]  亦都是說到所羅門王位被鞏固
[00:21:16.240 --> 00:21:18.960]  例如在列王紀上的第二章
[00:21:18.960 --> 00:21:23.760]  我們說所羅門用自己的方法來鞏固自己的王位
[00:21:23.760 --> 00:21:25.760]  就是Kun這個字
[00:21:25.760 --> 00:21:29.280]  為什麼作者要用這兩個字?
[00:21:29.280 --> 00:21:30.960]  同出一個字根
[00:21:30.960 --> 00:21:34.320]  就是讓我們看到有這個連帶的關係
[00:21:34.320 --> 00:21:38.000]  首先是大魏的王位、所羅門的王位
[00:21:38.000 --> 00:21:42.640]  而一直連帶到神天上的王位
