
[00:00:00.000 --> 00:00:03.000]  歡迎大家來信望愛的娘堂
[00:05:06.700 --> 00:05:07.560]  你看英文也可以
[00:05:07.560 --> 00:05:09.700]  來 我們一起來唸
[00:05:09.700 --> 00:05:13.660]  主我們的神 天地的主宰
[00:05:13.660 --> 00:05:20.100]  你是應當稱頌的
[00:05:20.100 --> 00:05:21.540]  我們奉你的名
[00:05:21.540 --> 00:05:24.500]  點燃月節的燭光
[00:05:24.500 --> 00:05:28.460]  你也吩咐我們要做世上的光
[00:05:28.460 --> 00:05:31.600]  因你賜給我們主耶穌
[00:05:31.600 --> 00:05:33.560]  我們的彌賽亞
[00:05:33.560 --> 00:05:36.060]  也是世上的光
[00:05:36.060 --> 00:05:38.360]  哈利路亞 是的
[00:05:38.360 --> 00:05:40.800]  好的 讓我來吹腳
[00:05:40.800 --> 00:06:01.460]  唱過了愉悅節之歌
[00:06:01.460 --> 00:06:03.460]  我們現在來領
[00:06:03.460 --> 00:06:06.160]  第一杯叫做沉聖之杯
[00:06:06.160 --> 00:06:10.100]  那麼還沒有 我們要為這個杯來祝福
[00:06:10.100 --> 00:06:13.640]  請大家都 有沒有葡萄酒
[00:06:13.640 --> 00:06:15.100]  有了嗎
[00:06:15.100 --> 00:06:18.260]  讓我們一起來稱頌讚美主的名
[00:06:18.260 --> 00:06:19.900]  巴如阿他阿斗奈
[00:06:19.900 --> 00:06:22.560]  埃羅黑諾瑪拉哈德歐倫
[00:06:22.560 --> 00:06:25.960]  波爾佩雷黑格法
[00:06:25.960 --> 00:06:27.660]  好的
[00:06:27.660 --> 00:06:29.840]  中文我們就讀紅的地方
[00:06:29.840 --> 00:06:30.560]  剛才我唸的
[00:06:30.560 --> 00:06:31.760]  來 請
[00:06:31.760 --> 00:06:35.160]  主我們的神 天地的主宰
[00:06:35.160 --> 00:06:37.440]  你是應當稱頌的
[00:06:37.440 --> 00:06:40.840]  因為你創造了葡萄酒
[00:06:40.840 --> 00:06:43.560]  那麼出埃及記六章六節說
[00:06:43.560 --> 00:06:47.240]  我要將你們從埃及人的重擔下
[00:06:47.240 --> 00:06:48.800]  領出來
[00:06:48.800 --> 00:06:52.760]  他救了我們脫離黑暗的權勢
[00:06:52.760 --> 00:06:55.360]  把我們
[00:06:55.360 --> 00:06:56.560]  國度
[00:06:56.560 --> 00:06:58.040]  好的
[00:06:58.040 --> 00:07:01.800]  OK 讓我們來喝第一杯
[00:07:01.800 --> 00:07:04.040]  叫做沉聖之杯
[00:07:04.040 --> 00:07:10.760]  好的 OK
[00:07:10.760 --> 00:07:19.840]  乾杯可以啦
[00:07:19.840 --> 00:07:21.600]  好的
[00:07:21.600 --> 00:07:24.100]  各位
[00:07:24.100 --> 00:07:26.400]  按照他們的傳統
[00:07:26.400 --> 00:07:27.560]  要洗個手
[00:07:27.560 --> 00:07:30.760]  你們的桌上都有
[00:07:30.760 --> 00:07:32.240]  都有水嗎
[00:07:32.240 --> 00:07:35.000]  或者是有消毒液
[00:07:35.000 --> 00:07:37.000]  洗個手
[00:07:37.000 --> 00:07:39.360]  洗個手
[00:07:39.360 --> 00:07:41.960]  傳統上是
[00:07:41.960 --> 00:07:43.840]  在逾越節的晚餐
[00:07:43.840 --> 00:07:45.760]  大家洗了手
[00:07:45.760 --> 00:07:48.400]  然後吃了逾越節晚餐之前
[00:07:48.400 --> 00:07:52.400]  那耶穌要為門徒洗腳
[00:07:52.400 --> 00:07:55.040]  那麼
[00:07:55.040 --> 00:07:57.160]  今天我們
[00:07:57.160 --> 00:08:02.160]  我給師母來洗腳 好不好
[00:08:02.160 --> 00:08:04.360]  還有另外我們第二個人要
[00:08:04.360 --> 00:08:07.560]  我來給他洗是我們最小的
[00:08:07.560 --> 00:08:10.560]  Jordan
[00:08:10.560 --> 00:08:24.560]  OK 我們先給
[00:08:24.560 --> 00:08:30.560]  我們一起來念
[00:08:30.560 --> 00:08:32.760]  那個紅的字
[00:08:32.760 --> 00:08:36.160]  隨後把水倒在盆裡
[00:08:36.160 --> 00:08:38.560]  就洗門徒的腳
[00:08:38.560 --> 00:08:42.560]  並用自己所豎的毛巾擦乾
[00:08:42.560 --> 00:08:45.360]  耶穌洗完了他們的腳
[00:08:45.360 --> 00:08:47.360]  就穿上衣服
[00:08:47.360 --> 00:08:49.760]  又坐下對他們說
[00:08:49.760 --> 00:08:51.860]  我像你們所做的
[00:08:51.860 --> 00:08:53.560]  你們明白嗎
[00:08:53.560 --> 00:08:55.760]  你們稱呼我夫子
[00:08:55.760 --> 00:08:57.360]  稱呼我主
[00:08:57.360 --> 00:08:59.360]  你們說得不錯
[00:08:59.360 --> 00:09:01.760]  我本來也是你們的主
[00:09:01.760 --> 00:09:03.160]  你們的夫子
[00:09:03.160 --> 00:09:04.960]  上去洗你們的腳
[00:09:04.960 --> 00:09:08.160]  你們也當彼此洗腳
[00:09:08.160 --> 00:09:14.160]  哈拉路亞
[00:09:14.160 --> 00:09:17.960]  所以我們是表示我們彼此服侍
[00:09:17.960 --> 00:09:19.960]  我們在教會裡面
[00:09:19.960 --> 00:09:21.560]  我們謙卑
[00:09:21.560 --> 00:09:23.360]  我們彼此服侍
[00:09:23.360 --> 00:09:25.960]  所以主耶穌也要我們這麼做
[00:09:25.960 --> 00:09:26.960]  好不好
[00:09:26.960 --> 00:09:32.160]  感謝主
[00:09:32.160 --> 00:09:36.760]  跟著我們要來吃這個洋香菜
[00:09:36.760 --> 00:09:38.760]  它有一個意義是這樣
[00:09:38.760 --> 00:09:42.560]  香菜 這個是叫香菜
[00:09:42.560 --> 00:09:44.360]  它有一個意義是這樣
[00:09:44.360 --> 00:09:49.760]  月節是春天的第一個聖經的節氣
[00:09:49.760 --> 00:09:52.760]  而春天就是一個大地的開始
[00:09:52.760 --> 00:09:55.560]  所以生長菜蔬的時候
[00:09:55.560 --> 00:09:59.160]  洋香菜是象徵生命
[00:09:59.160 --> 00:10:04.360]  生命是全人神所創造賜給人的禮物
[00:10:04.360 --> 00:10:07.160]  所以我們對於
[00:10:07.160 --> 00:10:11.160]  當時在奴役之下的以色列人
[00:10:11.160 --> 00:10:14.160]  他們的生命充滿了痛苦
[00:10:14.160 --> 00:10:17.760]  但是折磨還有眼淚
[00:10:17.760 --> 00:10:20.160]  這就是鹽水的意義
[00:10:20.160 --> 00:10:24.160]  我們真的香菜要蘸鹽水
[00:10:24.160 --> 00:10:27.160]  表示我們的生命裡面有苦難
[00:10:27.160 --> 00:10:29.160]  有辛酸
[00:10:29.160 --> 00:10:35.160]  所以我們要準備來
[00:10:35.160 --> 00:10:42.560]  鹽水應該每桌都有一個
[00:10:42.560 --> 00:10:47.160]  OK 來
[00:10:47.160 --> 00:10:56.160]  (唱)
[00:10:56.160 --> 00:10:57.160]  是的
[00:10:57.160 --> 00:11:00.560]  來 我們一起來念這個紅的字
[00:11:00.560 --> 00:11:05.960]  你是應當稱頌的
[00:11:05.960 --> 00:11:08.560]  因為你創造了蔬菜
[00:11:08.560 --> 00:11:12.960]  所以讓我們現在拿這個洋香菜
[00:11:12.960 --> 00:11:19.360]  蘸點鹽水來吃
[00:11:19.360 --> 00:11:22.360]  蘸在這裡來蘸也可以
[00:11:22.360 --> 00:11:24.360]  蘸在這裡來蘸也可以
[00:11:42.960 --> 00:11:56.160]  對 這是你吃的方式
[00:11:56.160 --> 00:12:03.160]  現在小孩子有四個問題要來問一下
[00:12:03.160 --> 00:12:04.360]  小孩子有四個問題
[00:12:04.360 --> 00:12:11.160]  一人一人問一個
[00:12:11.160 --> 00:12:19.160]  來
[00:12:19.160 --> 00:12:21.560]  過來
[00:12:21.560 --> 00:12:31.560]  來吃香菜
[00:12:31.560 --> 00:12:34.160]  我們吃餅或無效餅
[00:12:34.160 --> 00:12:37.760]  為什麼今天晚上我們要吃無效餅
[00:12:37.760 --> 00:12:41.160]  好的 第二個
[00:12:41.160 --> 00:12:42.160]  來 站在這邊
[00:12:42.160 --> 00:12:46.560]  站在正好照得到你的地方
[00:12:46.560 --> 00:12:53.760]  什麼呀
[00:12:53.760 --> 00:12:59.960]  平常吃各種蔬菜
[00:12:59.960 --> 00:13:01.960]  食物不沾任何東西
[00:13:01.960 --> 00:13:11.160]  為什麼今天吃蔬菜要蘸兩次東西呢
[00:13:11.160 --> 00:13:13.160]  為什麼今天吃苦菜
[00:13:13.160 --> 00:13:19.760]  為什麼今天吃苦菜要蘸兩次呢
[00:13:19.760 --> 00:13:27.160]  好的 第三個問題
[00:13:27.160 --> 00:13:32.160]  為什麼今天吃蔬菜要蘸兩次
[00:13:32.160 --> 00:13:40.360]  好的 再來最後一個問題
[00:13:40.360 --> 00:13:42.560]  給你看
[00:13:42.560 --> 00:13:44.160]  來 站在這邊
[00:13:44.160 --> 00:13:44.160]  來 站在這邊
[00:13:44.160 --> 00:13:44.160]  來 站在這邊
[00:13:44.160 --> 00:13:44.160]  來 站在這邊
[00:13:44.160 --> 00:13:44.160]  來 站在這邊
[00:13:44.160 --> 00:13:48.160]  來 站在這邊
[00:13:48.160 --> 00:13:54.560]  平常坐著吃飯
[00:13:54.560 --> 00:14:02.360]  為什麼今晚吃飯的時候
[00:14:02.360 --> 00:14:05.360]  要靠在桌上
[00:14:05.360 --> 00:14:08.360]  好的 感謝主
[00:14:08.360 --> 00:14:09.560]  太棒了
[00:14:09.560 --> 00:14:15.560]  那麼有沒有人願意要來回答他的
[00:14:15.560 --> 00:14:18.760]  有沒有人要來回答他的
[00:14:18.760 --> 00:14:22.160]  OK 我們來回答這個問題
[00:14:22.160 --> 00:14:25.560]  無笑餅就是Massa unleavened bread
[00:14:25.560 --> 00:14:27.560]  當以色列人離開埃及的時候
[00:14:27.560 --> 00:14:31.760]  他們沒有時間等麵發酵
[00:14:31.760 --> 00:14:33.960]  所以他們只吃無笑餅
[00:14:33.960 --> 00:14:38.360]  更重要的是聖經教導我們
[00:14:38.360 --> 00:14:43.160]  這個麵酵是象徵罪
[00:14:43.160 --> 00:14:46.160]  來 我們一起來念這個哥林多前書
[00:14:46.160 --> 00:14:47.760]  五章六到八節
[00:14:47.760 --> 00:14:52.960]  來 請 你們這自誇是不好的
[00:14:52.960 --> 00:14:54.960]  豈不知一點麵酵
[00:14:54.960 --> 00:14:57.960]  能使全團發起來嗎
[00:14:57.960 --> 00:15:00.360]  你們既是無笑的麵
[00:15:00.360 --> 00:15:03.160]  應當把舊笑除盡
[00:15:03.160 --> 00:15:05.760]  好使你們
[00:15:05.760 --> 00:15:09.360]  因為我們當逾越節的高揚基督
[00:15:09.360 --> 00:15:11.760]  已經被殺獻祭了
[00:15:11.760 --> 00:15:14.360]  所以我們守著這節
[00:15:14.360 --> 00:15:16.160]  不可用舊笑
[00:15:16.160 --> 00:15:19.760]  也不可用惡毒邪惡的笑
[00:15:19.760 --> 00:15:24.360]  只用誠實真正的無笑餅
[00:15:24.360 --> 00:15:25.960]  所以就是這個原因
[00:15:25.960 --> 00:15:28.760]  我們今天吃的是無笑
[00:15:28.760 --> 00:15:29.760]  剛才我們也講過
[00:15:29.760 --> 00:15:32.760]  甚至白天的時候就要把笑全部除掉
[00:15:32.760 --> 00:15:34.960]  像是大掃除一樣
[00:15:34.960 --> 00:15:35.760]  第二個問題
[00:15:35.760 --> 00:15:38.360]  為什麼我們要吃苦菜呢
[00:15:38.360 --> 00:15:40.760]  就是bitter herb
[00:15:40.760 --> 00:15:42.960]  它是紀念以色列的先祖
[00:15:42.960 --> 00:15:45.960]  他們在埃及受苦的日子
[00:15:45.960 --> 00:15:49.960]  讓我們來讀出埃及記一章十三十四節
[00:15:49.960 --> 00:15:55.960]  請 埃及人嚴嚴的使以色列人做工
[00:15:55.960 --> 00:15:59.760]  使他們因做苦工覺得命苦
[00:15:59.760 --> 00:16:03.160]  無論是貨泥 是做磚
[00:16:03.160 --> 00:16:05.960]  是做田間各樣的工
[00:16:05.960 --> 00:16:10.960]  在一切的工上都嚴嚴的待他們
[00:16:10.960 --> 00:16:16.160]  所以這是回憶苦的滋味
[00:16:16.160 --> 00:16:20.360]  我相信苦的滋味我們都有經歷
[00:16:20.360 --> 00:16:23.360]  但是我們今天都不再苦了
[00:16:23.360 --> 00:16:26.160]  我們不管我們出生有多苦
[00:16:26.160 --> 00:16:28.160]  經歷多少苦難
[00:16:28.160 --> 00:16:30.560]  但是今天我們在基督裡
[00:16:30.560 --> 00:16:33.360]  我們都是屬神的兒女
[00:16:33.360 --> 00:16:36.560]  都是蒙福的 是不是
[00:16:36.560 --> 00:16:41.960]  那麼我們為什麼要沾兩次蔬菜呢
[00:16:41.960 --> 00:16:45.360]  這是代表是做磚的泥
[00:16:45.360 --> 00:16:48.360]  其實我們這個蔬菜沒有用得很好
[00:16:48.360 --> 00:16:52.160]  我們用 等一下就隨便用個大芹菜吧
[00:16:52.160 --> 00:16:58.560]  因為它應該是蘋果好什麼磨磨磨成泥
[00:16:58.560 --> 00:17:08.160]  然後蔬菜在裡面沾兩次
[00:17:08.160 --> 00:17:12.160]  這就是因為代表這是做磚的泥
[00:17:12.160 --> 00:17:14.960]  一個水果泥之類的
[00:17:14.960 --> 00:17:19.160]  那麼我們一起來念格林多書這邊講
[00:17:19.160 --> 00:17:24.160]  就是他們在患難之中受到失戀的時候
[00:17:24.160 --> 00:17:26.360]  仍有滿足的快樂
[00:17:26.360 --> 00:17:29.760]  在疾窮之間還格外顯出
[00:17:29.760 --> 00:17:36.560]  他們樂捐的厚的哈利路亞讚美主
[00:17:36.560 --> 00:17:38.760]  所以第四個問題
[00:17:38.760 --> 00:17:40.560]  平常我們都是端正在做
[00:17:40.560 --> 00:17:43.160]  今天為什麼靠在桌上吃飯呢
[00:17:43.160 --> 00:17:45.760]  其實你如果去看初代教會的時候
[00:17:45.760 --> 00:17:48.160]  越節晚餐最後的晚餐的時候
[00:17:48.160 --> 00:17:51.760]  他們是半臥半躺的吃
[00:17:51.760 --> 00:17:57.560]  所以才會為什麼耶穌一轉過身子
[00:17:57.560 --> 00:17:59.760]  約翰就靠在祂的胸前
[00:17:59.760 --> 00:18:01.760]  因為他們是半臥半躺的
[00:18:01.760 --> 00:18:05.360]  這樣子撐著然後拿東西吃
[00:18:05.360 --> 00:18:09.960]  菜在中間大家圍了一圈半臥半躺的
[00:18:09.960 --> 00:18:12.560]  那麼平常是端端正正的
[00:18:12.560 --> 00:18:17.360]  因為今天我們靠在桌上來吃
[00:18:17.360 --> 00:18:22.160]  無效比苦菜還有臘羹香菜蘸油水
[00:18:22.160 --> 00:18:24.760]  蘸兩次的蔬菜呢
[00:18:24.760 --> 00:18:26.560]  因為在揣吉的時候
[00:18:26.560 --> 00:18:29.560]  以色列人慶祝第一個雨夜節的時候
[00:18:29.560 --> 00:18:33.160]  他們是很輕鬆的完全的放鬆
[00:18:33.160 --> 00:18:35.760]  他們很高興的大吃一頓
[00:18:35.760 --> 00:18:39.960]  揣吉吉說來你們吃羊羔
[00:18:39.960 --> 00:18:44.360]  當腰間束帶腳上穿鞋
[00:18:44.360 --> 00:18:47.560]  手中拿著杖趕緊的吃
[00:18:47.560 --> 00:18:50.960]  這是耶和華的雨夜節
[00:18:50.960 --> 00:18:54.160]  今天我們離開了埃及
[00:18:54.160 --> 00:18:56.760]  今天我們離開了世界
[00:18:56.760 --> 00:18:59.960]  今天我們接受了耶穌基督為救主
[00:18:59.960 --> 00:19:04.160]  我們的罪 耶穌為我們洗了 乾淨了
[00:19:04.160 --> 00:19:06.160]  我們已經脫離了罪
[00:19:06.160 --> 00:19:08.560]  得到自由的釋放
[00:19:08.560 --> 00:19:11.160]  所以你在神面前你今天
[00:19:11.160 --> 00:19:15.560]  你靠在桌上你躺著舒適的享受
[00:19:15.560 --> 00:19:17.160]  雨夜節的晚餐
[00:19:17.160 --> 00:19:21.160]  並且就如耶穌祂所說的
[00:19:21.160 --> 00:19:23.960]  馬太福音十一章二十八節
[00:19:23.960 --> 00:19:27.760]  來 凡勞苦擔重擔的人
[00:19:27.760 --> 00:19:30.160]  可以到我這裡來
[00:19:30.160 --> 00:19:33.360]  我就使你們得安息
[00:19:33.360 --> 00:19:37.360]  哈勒路亞 是的
[00:19:37.360 --> 00:19:41.760]  那麼我們可以
[00:19:41.760 --> 00:19:45.560]  等一下再來全部吃好了
[00:19:45.560 --> 00:19:48.960]  雨夜節的故事
[00:19:48.960 --> 00:19:51.760]  雨夜節的故事呢
[00:19:51.760 --> 00:19:55.360]  神以大能拯救祂子民的故事
[00:19:55.360 --> 00:19:58.160]  是不是 我們都記得
[00:19:58.160 --> 00:20:00.560]  摩西興起十個齋
[00:20:00.560 --> 00:20:03.760]  然後終於新綱印的法老
[00:20:03.760 --> 00:20:04.960]  祂就軟了下來
[00:20:04.960 --> 00:20:08.360]  說好吧 你們去吧 你們走吧 是不是
[00:20:08.360 --> 00:20:10.160]  那麼這裡基本上
[00:20:10.180 --> 00:20:12.180]  基本上有四個故事
[00:20:12.180 --> 00:20:14.180]  有沒有人要講 還是我來講
[00:20:14.180 --> 00:20:20.180]  第一個故事是講說
[00:20:20.180 --> 00:20:27.180]  亞伯拉罕生以薩 以薩生雅各
[00:20:27.180 --> 00:20:31.180]  雅各有一個孩子叫約瑟
[00:20:31.180 --> 00:20:33.180]  被賣到埃及去
[00:20:33.180 --> 00:20:35.180]  是不是
[00:20:35.180 --> 00:20:38.180]  他被賣去做努力13年
[00:20:38.180 --> 00:20:40.180]  最後做到宰相
[00:20:40.180 --> 00:20:44.180]  結果雅各他爸爸他父家
[00:20:44.180 --> 00:20:46.180]  在迦南地遭到大饑荒
[00:20:46.180 --> 00:20:49.180]  他們就聽說埃及地有糧
[00:20:49.180 --> 00:20:54.180]  就通通來到埃及地來買糧
[00:20:54.180 --> 00:20:57.180]  結果父子全家團聚
[00:20:57.180 --> 00:21:02.180]  他們沒想到約瑟現在做了宰相
[00:21:02.180 --> 00:21:05.180]  所以全家70個人就搬到埃及去了
[00:21:05.180 --> 00:21:08.180]  結果一搬到埃及住了多久
[00:21:08.180 --> 00:21:11.180]  400年
[00:21:11.180 --> 00:21:13.180]  到了聖經上面說
[00:21:13.180 --> 00:21:16.180]  後來的埃及的法老王
[00:21:16.180 --> 00:21:18.180]  都不認得約瑟這件事情
[00:21:18.180 --> 00:21:23.180]  也不紀念以色列人為他們所做的事情
[00:21:23.180 --> 00:21:25.180]  就苦待他們
[00:21:25.180 --> 00:21:30.180]  甚至於叫他們做磚不給草不給泥
[00:21:30.180 --> 00:21:32.180]  要他們自己去想辦法
[00:21:32.180 --> 00:21:34.180]  所以以色列人就怎麼樣
[00:21:34.180 --> 00:21:38.180]  哭好呼求神
[00:21:38.180 --> 00:21:42.180]  這個時候神就要開始動工了
[00:21:42.180 --> 00:21:45.180]  他就讓摩西出生
[00:21:45.180 --> 00:21:49.180]  摩西出生在奴隸的家
[00:21:49.180 --> 00:21:52.180]  那個時候法老王下命令說
[00:21:52.180 --> 00:21:58.180]  所有的猶太人生的男丁通通要殺掉
[00:21:58.180 --> 00:22:01.180]  但是那兩個收生婆因為敬畏神
[00:22:01.180 --> 00:22:06.180]  他們就把摩西藏了三個月
[00:22:06.180 --> 00:22:09.180]  直到藏不住 小孩子大了
[00:22:09.180 --> 00:22:13.180]  藏不下他就把他放到蒲草鄉裡面
[00:22:13.180 --> 00:22:15.180]  順著尼羅河就流下去
[00:22:15.180 --> 00:22:16.180]  是不是
[00:22:16.180 --> 00:22:20.180]  結果流流到法老王妹子的
[00:22:20.180 --> 00:22:24.180]  或者有人說是女兒的後宮裡面去
[00:22:24.180 --> 00:22:26.180]  正好在那邊洗澡就把他撿起來了
[00:22:26.180 --> 00:22:30.180]  所以就給他取名字叫做摩西
[00:22:30.180 --> 00:22:35.180]  意思是說我把他從水裡面拉上來的
[00:22:35.180 --> 00:22:39.180]  我把他從水裡面救起來的
[00:22:39.180 --> 00:22:43.180]  摩西在法老的宮中長大
[00:22:43.180 --> 00:22:49.180]  學了那個時候全世界最先進的科技
[00:22:49.180 --> 00:22:56.180]  還有在學了最棒的法老的各種的工藝
[00:22:56.180 --> 00:23:01.180]  還有各種的學問 還有各種的謀略
[00:23:01.180 --> 00:23:05.180]  摩西那個時候長大了 他儼然是個王子
[00:23:05.180 --> 00:23:10.180]  但是有一天跑到猶太人聚集的地方去看
[00:23:10.180 --> 00:23:12.180]  看那兩個猶太人在打架
[00:23:12.180 --> 00:23:15.180]  結果摩西就斥著那個人說
[00:23:15.180 --> 00:23:19.180]  你還想殺我 你自己看看你是什麼樣子
[00:23:19.180 --> 00:23:23.180]  因為他先去殺了一個埃及人的兵
[00:23:23.180 --> 00:23:29.180]  因為他苦待猶太人 所以摩西就逃亡了
[00:23:29.180 --> 00:23:33.180]  他那時候大概40歲 他逃到米店的曠野
[00:23:33.180 --> 00:23:40.180]  在那裡為米店祭司他的岳父葉特羅放羊40年
[00:23:40.180 --> 00:23:44.180]  放羊40年有一天他在荷列山腳下
[00:23:44.180 --> 00:23:50.180]  他看到山上有火燒荊棘的異象
[00:23:50.180 --> 00:23:53.180]  他就覺得很奇怪 他就上山去看
[00:23:53.180 --> 00:23:57.180]  結果忽然有一個聲音說摩西 摩西
[00:23:57.180 --> 00:24:02.180]  他說我在這裡 你把鞋子脫掉
[00:24:02.180 --> 00:24:07.180]  因為這是聖地 所以摩西把鞋子脫掉
[00:24:07.180 --> 00:24:10.180]  他浮浮在地 結果神就呼召他
[00:24:10.180 --> 00:24:14.180]  說我聽到了以色列人的哀哭
[00:24:14.180 --> 00:24:17.180]  以色列人的祈求 我要你去救他們
[00:24:17.180 --> 00:24:21.180]  摩西說我是什麼人啊 我笨狗著蛇的
[00:24:21.180 --> 00:24:23.180]  我不會講話 再三托詞
[00:24:23.180 --> 00:24:26.180]  說你不如叫我的哥哥亞倫 他會講話
[00:24:26.180 --> 00:24:31.180]  神很生氣說 我就是找你 你給我去
