
[00:00:00.000 --> 00:00:02.720]  今天我要跟大家講一個題目
[00:03:16.400 --> 00:03:17.280]  再施
[00:03:17.280 --> 00:03:18.800]  聆聽神聲音
[00:03:18.800 --> 00:03:20.160]  從什麼呢
[00:03:20.160 --> 00:03:23.440]  從西賴到安提安
[00:03:23.440 --> 00:03:27.040]  好我們看第一段聖經
[00:03:27.040 --> 00:03:28.800]  有的吼
[00:03:28.800 --> 00:03:30.160]  某位有的
[00:03:30.160 --> 00:03:30.800]  感謝主
[00:03:30.800 --> 00:03:31.760]  出現了吼
[00:03:31.760 --> 00:03:32.400]  是啦
[00:03:32.400 --> 00:03:34.560]  我們只是讀十八
[00:03:34.560 --> 00:03:35.440]  十九
[00:03:35.440 --> 00:03:36.080]  就得啦
[00:03:36.080 --> 00:03:37.200]  二十都不要讀
[00:03:37.200 --> 00:03:39.040]  我廢事我講到三點都沒語完
[00:03:39.040 --> 00:03:39.680]  是不是
[00:03:39.680 --> 00:03:42.000]  好十八十九請
[00:03:42.000 --> 00:03:44.160]  眾百姓見雷光
[00:03:44.160 --> 00:03:45.040]  閃電
[00:03:45.040 --> 00:03:45.920]  覺醒
[00:03:45.920 --> 00:03:47.360]  山上無煙
[00:03:47.360 --> 00:03:49.040]  就都發震
[00:03:49.040 --> 00:03:50.640]  遠遠的站立
[00:03:50.640 --> 00:03:52.080]  對摩西說
[00:03:52.080 --> 00:03:54.080]  求你和我們說話
[00:03:54.080 --> 00:03:55.360]  我們必聽
[00:03:55.360 --> 00:03:57.680]  不要神和我們說話
[00:03:57.680 --> 00:04:00.080]  恐怕我們死亡
[00:04:00.080 --> 00:04:02.080]  好多謝多謝
[00:04:02.080 --> 00:04:04.720]  這段聖經其實有上文的
[00:04:04.720 --> 00:04:06.320]  你回家看
[00:04:06.320 --> 00:04:08.480]  出埃及記二十章
[00:04:08.480 --> 00:04:10.560]  上文其實簡單點講
[00:04:10.560 --> 00:04:12.480]  由埃及一路出出出出
[00:04:12.480 --> 00:04:13.280]  來到這裡
[00:04:13.280 --> 00:04:15.040]  頒布十屆
[00:04:15.040 --> 00:04:16.640]  頒布完十屆
[00:04:16.640 --> 00:04:18.160]  神就和摩西講
[00:04:18.160 --> 00:04:19.280]  你要預備百姓
[00:04:19.280 --> 00:04:20.240]  預備他們
[00:04:20.240 --> 00:04:21.920]  要預備很多天
[00:04:21.920 --> 00:04:23.600]  就挖地界
[00:04:23.600 --> 00:04:25.280]  然後呼召他們來
[00:04:25.280 --> 00:04:27.680]  我要和他們說話
[00:04:27.680 --> 00:04:28.800]  其實最重要
[00:04:28.800 --> 00:04:30.480]  上文有句這樣的說話
[00:04:30.480 --> 00:04:34.480]  我要和他們面對面說話
[00:04:34.480 --> 00:04:37.040]  哇
[00:04:37.040 --> 00:04:39.520]  我讀聖經讀到這裡就覺得
[00:04:39.520 --> 00:04:41.280]  挖啦
[00:04:41.280 --> 00:04:42.400]  發不發
[00:04:42.400 --> 00:04:45.440]  現在不是我要神你和我說話
[00:04:45.440 --> 00:04:47.600]  如果我要神和我說話
[00:04:47.600 --> 00:04:49.760]  你出來和我說話
[00:04:49.760 --> 00:04:51.440]  他不能出來
[00:04:51.440 --> 00:04:52.720]  但現在神說
[00:04:52.720 --> 00:04:55.600]  我要來和他們說話
[00:04:55.600 --> 00:04:57.680]  是不是很發
[00:04:57.680 --> 00:04:58.720]  百姓都很乖
[00:04:58.720 --> 00:04:59.840]  預備預備
[00:04:59.840 --> 00:05:01.520]  哇又洗澡
[00:05:01.520 --> 00:05:02.960]  又夫妻不要行房
[00:05:02.960 --> 00:05:04.320]  等等等等各樣的東西
[00:05:04.320 --> 00:05:06.400]  即是說人很乾淨
[00:05:06.400 --> 00:05:09.840]  很專注就要等候神說話
[00:05:09.840 --> 00:05:10.640]  哎呀
[00:05:10.640 --> 00:05:11.520]  誰知道
[00:05:11.520 --> 00:05:13.200]  那天一出現的時候
[00:05:13.200 --> 00:05:15.600]  百姓看見什麼
[00:05:15.600 --> 00:05:16.800]  行雷
[00:05:16.800 --> 00:05:18.160]  還有呢
[00:05:18.160 --> 00:05:19.200]  閃電
[00:05:19.200 --> 00:05:20.720]  還有呢
[00:05:20.720 --> 00:05:21.680]  割星
[00:05:21.680 --> 00:05:23.280]  還有呢
[00:05:23.280 --> 00:05:24.560]  簡而單之
[00:05:24.560 --> 00:05:26.480]  就是眼見到的很恐怖
[00:05:26.480 --> 00:05:29.040]  耳聽到的也都極度恐怖
[00:05:29.040 --> 00:05:31.760]  眼見到的就是什麼
[00:05:31.760 --> 00:05:33.200]  閃電
[00:05:33.200 --> 00:05:33.840]  是不是
[00:05:33.840 --> 00:05:34.480]  還有呢
[00:05:34.480 --> 00:05:35.600]  無煙
[00:05:35.600 --> 00:05:36.400]  是不是
[00:05:36.400 --> 00:05:38.800]  耳聽到的就是行雷
[00:05:38.800 --> 00:05:39.680]  還有什麼
[00:05:39.680 --> 00:05:40.560]  割星
[00:05:40.560 --> 00:05:41.600]  害不害怕
[00:05:41.600 --> 00:05:43.760]  哇很害怕
[00:05:43.760 --> 00:05:45.040]  有什麼好害怕
[00:05:45.040 --> 00:05:46.560]  我們都見過
[00:05:46.560 --> 00:05:47.200]  餵
[00:05:47.200 --> 00:05:49.200]  如果你去沙漠
[00:05:49.200 --> 00:05:52.000]  你就知道很可怕
[00:05:52.000 --> 00:05:55.120]  那裡鬼影都不見
[00:05:55.120 --> 00:05:56.240]  是不是
[00:05:56.240 --> 00:05:58.160]  樹都不多
[00:05:58.160 --> 00:05:59.920]  哇很多
[00:05:59.920 --> 00:06:01.360]  山
[00:06:01.360 --> 00:06:03.360]  山與山連著
[00:06:03.360 --> 00:06:04.640]  我們上那個呢
[00:06:04.640 --> 00:06:06.160]  導遊告訴我們
[00:06:06.160 --> 00:06:07.360]  不是西乃山
[00:06:07.360 --> 00:06:08.960]  叫摩西山
[00:06:08.960 --> 00:06:09.680]  哇
[00:06:09.680 --> 00:06:13.040]  上去真是很震的
[00:06:13.040 --> 00:06:14.160]  然後下面呢
[00:06:14.160 --> 00:06:14.640]  是什麼
[00:06:14.640 --> 00:06:16.480]  一片大沙漠
[00:06:16.480 --> 00:06:18.480]  只是有以色列這些什麼
[00:06:18.480 --> 00:06:19.920]  從埃及出來的
[00:06:19.920 --> 00:06:22.080]  這些百姓在那裡
[00:06:22.080 --> 00:06:24.000]  然後是白天
[00:06:24.000 --> 00:06:25.120]  行雷
[00:06:25.120 --> 00:06:26.400]  閃電
[00:06:26.400 --> 00:06:27.200]  是不是
[00:06:27.200 --> 00:06:28.000]  還有呢
[00:06:28.000 --> 00:06:28.560]  割星
[00:06:28.560 --> 00:06:30.080]  沒有人吹耗
[00:06:30.080 --> 00:06:35.280]  聽說清城區有人去學耗角
[00:06:35.280 --> 00:06:36.480]  吹耗角
[00:06:36.480 --> 00:06:37.520]  耗角隊
[00:06:37.520 --> 00:06:40.240]  遲點我們可以有耗角隊擺陣
[00:06:40.240 --> 00:06:41.120]  很厲害
[00:06:41.120 --> 00:06:41.760]  割星
[00:06:41.760 --> 00:06:42.320]  哇
[00:06:42.320 --> 00:06:42.960]  然後呢
[00:06:42.960 --> 00:06:44.160]  山頂做什麼
[00:06:44.160 --> 00:06:45.120]  無煙
[00:06:45.120 --> 00:06:47.200]  按著通息
[00:06:47.200 --> 00:06:48.560]  應該是地震
[00:06:48.560 --> 00:06:49.200]  應該是什麼
[00:06:49.200 --> 00:06:50.160]  火山爆發
[00:06:50.160 --> 00:06:51.920]  還不快些什麼
[00:06:51.920 --> 00:06:52.480]  走
[00:06:52.480 --> 00:06:53.360]  很害怕
[00:06:53.360 --> 00:06:56.160]  大自然的摧毀力量來了
[00:06:56.160 --> 00:06:58.320]  百姓害怕正不正常
[00:06:58.320 --> 00:06:59.600]  正不正常
[00:06:59.600 --> 00:07:00.240]  正常吧
[00:07:00.240 --> 00:07:01.600]  你害不害怕
[00:07:01.600 --> 00:07:03.120]  有時候我們在家也害怕
[00:07:03.120 --> 00:07:03.920]  害不害怕
[00:07:03.920 --> 00:07:04.640]  害怕
[00:07:04.640 --> 00:07:05.520]  很害怕
[00:07:05.520 --> 00:07:08.320]  因為大自然的力量是你和我
[00:07:08.320 --> 00:07:09.680]  不可以什麼
[00:07:09.680 --> 00:07:10.800]  控制的
[00:07:10.800 --> 00:07:12.160]  不可以掌握的
[00:07:12.160 --> 00:07:13.120]  是不是
[00:07:13.120 --> 00:07:13.920]  你試一下
[00:07:13.920 --> 00:07:15.120]  它行雷閃電的時候
[00:07:15.120 --> 00:07:16.960]  你站在街上
[00:07:16.960 --> 00:07:18.160]  指著它
[00:07:18.160 --> 00:07:19.360]  叫它停下來
[00:07:19.360 --> 00:07:21.200]  它踩你才算
[00:07:21.200 --> 00:07:23.360]  你們知道是不行的
[00:07:23.360 --> 00:07:24.160]  兩年前
[00:07:24.160 --> 00:07:26.000]  我們崔國傑的時候
[00:07:26.000 --> 00:07:27.040]  主叫我們
[00:07:27.040 --> 00:07:28.960]  贖回龍城
[00:07:28.960 --> 00:07:30.080]  那片土地
[00:07:30.080 --> 00:07:31.520]  叫我們要去徵戰
[00:07:31.520 --> 00:07:32.720]  掠地
[00:07:32.720 --> 00:07:33.760]  哇
[00:07:33.760 --> 00:07:35.200]  你說臭口
[00:07:35.200 --> 00:07:36.880]  我就說不是
[00:07:36.880 --> 00:07:38.080]  不是臭口
[00:07:38.080 --> 00:07:39.520]  不可能臭口
[00:07:39.520 --> 00:07:40.480]  是不是臭得那麼厚
[00:07:40.480 --> 00:07:41.600]  又真是很厚
[00:07:41.600 --> 00:07:42.320]  是不是
[00:07:42.320 --> 00:07:44.240]  就是我們九點鐘開始聚會
[00:07:44.240 --> 00:07:47.040]  它就九點鐘開始行雷閃電
[00:07:47.040 --> 00:07:47.600]  是不是
[00:07:47.600 --> 00:07:49.440]  一直到兩點
[00:07:49.440 --> 00:07:52.000]  總共就是全香港開埠以來
[00:07:52.000 --> 00:07:54.000]  最多一次的什麼
[00:07:54.000 --> 00:07:55.040]  行雷閃電
[00:07:55.040 --> 00:07:57.120]  還多過回家那次
[00:07:57.120 --> 00:07:58.160]  因為回家那次
[00:07:58.160 --> 00:08:01.680]  就是10年5月5號那次
[00:08:01.680 --> 00:08:05.040]  這個天文台已經說
[00:08:05.040 --> 00:08:06.720]  好像世界末日一樣
[00:08:06.720 --> 00:08:09.040]  那我們那晚不知道是什麼呢
[00:08:09.040 --> 00:08:11.680]  就是世界再造
[00:08:11.680 --> 00:08:12.240]  哇
[00:08:12.240 --> 00:08:14.080]  所有人都知道
[00:08:14.080 --> 00:08:14.720]  那晚
[00:08:14.720 --> 00:08:15.360]  哇
[00:08:15.360 --> 00:08:17.120]  香港的屬靈上空
[00:08:17.120 --> 00:08:19.440]  一定發生了一些事
[00:08:19.440 --> 00:08:21.520]  你有沒有這樣的感覺
[00:08:21.520 --> 00:08:23.040]  然後
[00:08:23.040 --> 00:08:24.080]  我們讀聖經
[00:08:24.080 --> 00:08:26.000]  但其實不太為意
[00:08:26.000 --> 00:08:29.040]  原來聖經有這樣說
[00:08:29.040 --> 00:08:30.320]  打雷
[00:08:30.320 --> 00:08:33.440]  是神鼓掌
[00:08:33.440 --> 00:08:34.880]  閃電
[00:08:34.880 --> 00:08:36.960]  是神的箭
[00:08:36.960 --> 00:08:39.360]  射他的敵人
[00:08:39.360 --> 00:08:41.280]  哇
[00:08:41.280 --> 00:08:42.880]  我們都不知道
[00:08:42.880 --> 00:08:45.600]  原來神會為自己做什麼
[00:08:45.600 --> 00:08:46.720]  徵戰
[00:08:46.720 --> 00:08:48.640]  那你說現在用不著這麼威風
[00:08:48.640 --> 00:08:51.120]  你要來和你的子女說話
[00:08:51.120 --> 00:08:52.480]  搞個這樣的陣
[00:08:52.480 --> 00:08:54.400]  那真的嚇死你的是什麼
[00:08:54.400 --> 00:08:55.520]  你的子女
[00:08:55.520 --> 00:08:57.200]  所以百姓就害怕
[00:08:57.200 --> 00:08:57.920]  害怕
[00:08:57.920 --> 00:08:59.520]  害怕就站得很遠
[00:08:59.520 --> 00:09:00.480]  越害怕就越退
[00:09:00.480 --> 00:09:01.440]  對不對
[00:09:01.440 --> 00:09:02.320]  對不對
[00:09:02.320 --> 00:09:03.840]  害怕不會叫人向前走
[00:09:03.840 --> 00:09:04.480]  對不對
[00:09:04.480 --> 00:09:05.200]  對不對
[00:09:05.200 --> 00:09:06.720]  所以所有做父母的
[00:09:06.720 --> 00:09:08.640]  你可能有些太遲了
[00:09:08.640 --> 00:09:10.400]  有些可能都來得及
[00:09:10.400 --> 00:09:13.360]  就是你不可以
[00:09:13.360 --> 00:09:17.520]  你不可以嚴厲對待你的子女
[00:09:17.520 --> 00:09:20.560]  嚴厲不等於認真
[00:09:20.560 --> 00:09:23.200]  認真不代表嚴厲
[00:09:23.200 --> 00:09:25.200]  不知道你們明不明白
[00:09:25.200 --> 00:09:27.120]  你可以認真地教他
[00:09:27.120 --> 00:09:28.960]  但你不需要嚴厲
[00:09:28.960 --> 00:09:31.680]  因為嚴厲令別人怎樣
[00:09:31.680 --> 00:09:32.960]  退
[00:09:32.960 --> 00:09:33.520]  對不對
[00:09:33.520 --> 00:09:34.240]  退
[00:09:34.240 --> 00:09:35.120]  沒有希望
[00:09:35.120 --> 00:09:35.840]  很害怕
[00:09:35.840 --> 00:09:37.200]  對不對
[00:09:37.200 --> 00:09:39.200]  你究竟是在被愛
[00:09:39.200 --> 00:09:41.040]  認真地被愛
[00:09:41.040 --> 00:09:43.840]  認真地被教里長大
[00:09:43.840 --> 00:09:48.160]  還是嚴厲里長大呢
[00:09:48.160 --> 00:09:51.280]  嚴厲是有原因的
[00:09:51.280 --> 00:09:53.280]  我們一會兒再說
[00:09:53.280 --> 00:09:55.200]  但我們看到
[00:09:55.200 --> 00:09:58.720]  百姓的反應都是很自然的
[00:09:58.720 --> 00:09:59.600]  對不對
[00:09:59.600 --> 00:10:00.560]  真是慘
[00:10:00.560 --> 00:10:01.280]  第一
[00:10:01.280 --> 00:10:03.440]  他們心裡沒有打算聽
[00:10:03.440 --> 00:10:05.120]  是你叫我來聽的
[00:10:05.120 --> 00:10:05.760]  第二
[00:10:05.760 --> 00:10:06.800]  我一說來聽
[00:10:06.800 --> 00:10:08.080]  你搞個這樣的陣
[00:10:08.080 --> 00:10:09.360]  嚇死什麼
[00:10:09.360 --> 00:10:09.920]  我
[00:10:09.920 --> 00:10:10.560]  對不對
[00:10:10.560 --> 00:10:12.320]  所以他很有理由掉頭走
[00:10:12.320 --> 00:10:13.120]  對不對
[00:10:13.120 --> 00:10:13.920]  對不對
[00:10:13.920 --> 00:10:14.480]  好
[00:10:14.480 --> 00:10:17.920]  19節他就這樣對摩西說
[00:10:17.920 --> 00:10:18.960]  摩西
[00:10:18.960 --> 00:10:20.320]  求你
[00:10:20.320 --> 00:10:20.800]  哇
[00:10:20.800 --> 00:10:22.160]  他們開始找什麼
[00:10:22.160 --> 00:10:23.360]  找宗保
[00:10:23.360 --> 00:10:24.240]  求你
[00:10:24.240 --> 00:10:25.520]  求你
[00:10:25.520 --> 00:10:27.680]  不要叫我們和神說話
[00:10:27.680 --> 00:10:29.280]  不要讓神和我們說話
[00:10:29.280 --> 00:10:30.560]  不是我們和神說話
[00:10:30.560 --> 00:10:31.920]  不要讓他和我們說話
[00:10:31.920 --> 00:10:33.120]  求你
[00:10:33.120 --> 00:10:34.080]  和你說
[00:10:34.080 --> 00:10:34.960]  他和你說
[00:10:34.960 --> 00:10:36.320]  你和我們說
[00:10:36.320 --> 00:10:38.640]  我們一定聽你的
[00:10:38.640 --> 00:10:40.160]  組長
[00:10:40.160 --> 00:10:42.400]  有沒有你的組員和你說
[00:10:42.400 --> 00:10:44.160]  你為我祈禱
[00:10:44.160 --> 00:10:45.520]  你為我祈禱就可以了
[00:10:45.520 --> 00:10:46.800]  組長就說
[00:10:46.800 --> 00:10:47.600]  不是你自己祈禱
[00:10:47.600 --> 00:10:48.240]  不不不
[00:10:48.240 --> 00:10:49.360]  你祈禱
[00:10:49.360 --> 00:10:50.560]  你幫我問下主
[00:10:50.560 --> 00:10:52.160]  幫我問下主有什麼事要我做
[00:10:52.160 --> 00:10:54.720]  有沒有這樣的組員
[00:10:54.720 --> 00:10:55.680]  有沒有啊組長
[00:10:55.680 --> 00:10:57.120]  如果有的話你不要答應他
[00:10:57.120 --> 00:10:58.320]  好我為你祈禱
[00:10:58.320 --> 00:11:00.320]  你就做了摩西了
[00:11:00.320 --> 00:11:01.840]  好
[00:11:01.840 --> 00:11:03.600]  中國大陸的教會
[00:11:03.600 --> 00:11:05.600]  現在都停留在這個階段
[00:11:05.600 --> 00:11:08.000]  我剛剛昨天從杭州回來
[00:11:08.000 --> 00:11:09.440]  真是慘
[00:11:09.440 --> 00:11:11.920]  所有遇到你的人
[00:11:11.920 --> 00:11:14.240]  都好像遇到神一樣
[00:11:14.240 --> 00:11:15.680]  你說多可怕
[00:11:15.680 --> 00:11:16.320]  是不是
[00:11:16.320 --> 00:11:18.480]  還要一傳八 八傳十
[00:11:18.480 --> 00:11:19.600]  如果你不走
[00:11:19.600 --> 00:11:21.840]  他可以派個隊來等你
[00:11:21.840 --> 00:11:25.840]  全部將他的問題帶到你面前
[00:11:25.840 --> 00:11:27.360]  要你為他祈禱
[00:11:27.360 --> 00:11:28.560]  祈一次不夠 祈兩次
[00:11:28.560 --> 00:11:30.080]  祈兩次不夠 祈三次
[00:11:30.080 --> 00:11:36.160]  我心裡想 真是摩西都挺辛苦
[00:11:36.160 --> 00:11:38.800]  我已經決定了不做摩西了
[00:11:38.800 --> 00:11:40.560]  我就說 哎呀真是慘
[00:11:40.560 --> 00:11:45.760]  為什麼不懂得直接向主討告呢
[00:11:45.760 --> 00:11:48.080]  為什麼不懂得直接求民主呢
[00:11:48.080 --> 00:11:49.360]  他不是不懂
[00:11:49.360 --> 00:11:54.400]  他是覺得你的祈禱有力一點
[00:11:54.400 --> 00:11:55.200]  你跟旁邊的人說
[00:11:55.200 --> 00:11:58.160]  你的祈禱有力一點
[00:11:58.160 --> 00:12:00.080]  你的祈禱有力一點
[00:12:00.080 --> 00:12:02.080]  是不是精神有問題
[00:12:02.080 --> 00:12:03.360]  是不是
[00:12:03.360 --> 00:12:05.840]  以色列人真是有這樣的想法
[00:12:05.840 --> 00:12:07.600]  摩西你聽好一點
[00:12:07.600 --> 00:12:08.720]  不要我們聽
[00:12:08.720 --> 00:12:09.680]  不要我們聽
[00:12:09.680 --> 00:12:10.720]  好了
[00:12:10.720 --> 00:12:13.600]  他說他們一定聽摩西的
[00:12:13.600 --> 00:12:16.000]  如果你跟我們說話我們一定聽
[00:12:16.000 --> 00:12:19.680]  你覺得這些以色列人真不真
[00:12:19.680 --> 00:12:23.040]  是不是摩西跟他們說話他們一定聽
[00:12:23.040 --> 00:12:25.360]  所以各位組長 各位區域
[00:12:25.360 --> 00:12:26.480]  請你留心
[00:12:26.480 --> 00:12:27.600]  所以我跟你說
[00:12:27.600 --> 00:12:29.600]  你和我問神
[00:12:29.600 --> 00:12:30.880]  神怎麼說
[00:12:30.880 --> 00:12:32.400]  你說我聽我就聽
[00:12:32.400 --> 00:12:33.600]  你說我一定聽
[00:12:33.600 --> 00:12:36.000]  所有都是謊言
[00:12:36.000 --> 00:12:37.520]  很快就兌現了
[00:12:37.520 --> 00:12:38.640]  他就會做什麼
[00:12:38.640 --> 00:12:41.600]  他很快就會捨棄摩西了
[00:12:41.600 --> 00:12:43.600]  那這裡究竟發生什麼事呢
[00:12:43.600 --> 00:12:46.960]  這是第一次神邀請他的百姓說
[00:12:46.960 --> 00:12:49.680]  你來 我要和你說話
[00:12:49.680 --> 00:12:52.880]  即是說神的心很想和我們說話
[00:12:52.880 --> 00:12:54.320]  同不同意
[00:12:54.320 --> 00:12:55.120]  同不同意
[00:12:55.120 --> 00:12:58.240]  弟兄姊妹 神是很想和我們說話
[00:12:58.240 --> 00:13:00.880]  但為什麼要擺一個這樣的陣呢
[00:13:00.880 --> 00:13:01.760]  我真是問主
[00:13:01.760 --> 00:13:04.960]  為什麼要擺一個這樣的陣 嚇死人呢
[00:13:04.960 --> 00:13:06.400]  如果你讀下面
[00:13:06.400 --> 00:13:08.880]  更好笑 後面摩西上山
[00:13:08.880 --> 00:13:14.320]  他說他就進入了神的幽暗裡面
[00:13:14.320 --> 00:13:18.640]  即是說他們見到神在幽暗的後面
[00:13:18.640 --> 00:13:19.760]  不知道你們明不明白
[00:13:19.760 --> 00:13:21.280]  他見到幽暗
[00:13:21.280 --> 00:13:22.640]  即是很黑
[00:13:22.640 --> 00:13:24.240]  弟兄姊妹
[00:13:24.240 --> 00:13:26.080]  為什麼會這樣呢
[00:13:26.080 --> 00:13:29.120]  哎呀 如果你讀得明白
[00:13:29.120 --> 00:13:33.520]  《約翰福音書》三章三十六節
[00:13:33.520 --> 00:13:34.880]  那裡說
[00:13:34.880 --> 00:13:39.360]  神的震怒常在什麼身上
[00:13:39.360 --> 00:13:41.280]  常在罪
[00:13:41.280 --> 00:13:43.680]  帶著罪的人的身上
[00:13:43.680 --> 00:13:45.520]  因為罪是規決了什麼
[00:13:45.520 --> 00:13:46.640]  神的什麼
[00:13:46.640 --> 00:13:47.680]  榮耀
[00:13:47.680 --> 00:13:50.320]  所以當榮耀降臨的時候
[00:13:50.320 --> 00:13:52.560]  那個罪在這裡 你明不明白
[00:13:52.560 --> 00:13:55.040]  那個世界的罪在這裡
[00:13:55.040 --> 00:13:56.800]  所以
[00:13:56.800 --> 00:13:58.560]  那個震怒
[00:13:58.560 --> 00:14:00.000]  那個震蕩
[00:14:00.000 --> 00:14:02.880]  那個威嚴就發生了
[00:14:02.880 --> 00:14:04.400]  確實
[00:14:04.400 --> 00:14:06.960]  我們需要宗保
[00:14:06.960 --> 00:14:08.400]  沒有宗保
