
[00:00:00.000 --> 00:00:05.960]  昨天我們洛杉磯大概是下午的時間
[00:02:46.780 --> 00:02:47.700]  可是你讀聖經
[00:02:47.700 --> 00:02:49.200]  你去bible study
[00:02:49.200 --> 00:02:52.740]  你會發現上帝的心意是在教會
[00:02:52.740 --> 00:02:57.040]  因為教會是上帝國度的縮影
[00:02:57.040 --> 00:02:59.840]  教會是神在這個世代
[00:02:59.840 --> 00:03:04.540]  要向這個黑暗世代發光的community
[00:03:04.540 --> 00:03:07.120]  因此教會很重要
[00:03:07.120 --> 00:03:08.380]  所以以父所說裡面
[00:03:08.380 --> 00:03:09.540]  保羅提到說
[00:03:09.540 --> 00:03:11.380]  他在第五章他講到說
[00:03:11.380 --> 00:03:13.240]  用基督和心腹的關係
[00:03:13.240 --> 00:03:14.380]  強調說
[00:03:14.380 --> 00:03:17.580]  教會要成為一個什麼樣的教會
[00:03:17.580 --> 00:03:18.580]  成為什麼教會
[00:03:18.580 --> 00:03:21.240]  成為一個榮耀的教會
[00:03:21.240 --> 00:03:22.540]  所以我們今年的主題
[00:03:22.540 --> 00:03:23.840]  也是去年的主題
[00:03:23.840 --> 00:03:25.240]  可能也是明年的主題
[00:03:25.240 --> 00:03:25.880]  是什麼
[00:03:25.880 --> 00:03:30.580]  建立榮耀的教會
[00:03:30.580 --> 00:03:37.080]  完成宣教的使命
[00:03:37.080 --> 00:03:38.040]  保羅講到
[00:03:38.040 --> 00:03:41.740]  以父所說講到最後的時候
[00:03:41.740 --> 00:03:44.680]  今天我們這段聖經21節到24節
[00:03:44.680 --> 00:03:48.140]  我們看它怎麼結束的
[00:03:48.140 --> 00:03:51.540]  這段聖經裡面
[00:03:51.540 --> 00:03:55.380]  短短的四節聖經裡面
[00:03:55.380 --> 00:03:58.680]  其實你可以看見他講到
[00:03:58.680 --> 00:04:00.580]  21節、22節
[00:04:00.580 --> 00:04:06.080]  他講到一個彼此相愛的關係
[00:04:06.080 --> 00:04:08.080]  23節到24節
[00:04:08.080 --> 00:04:10.140]  他講到一個怎麼樣
[00:04:10.140 --> 00:04:12.380]  一個蒙神所愛
[00:04:12.380 --> 00:04:17.480]  跟一個愛神的教會
[00:04:17.480 --> 00:04:19.680]  所以我們來看21節、22節好不好
[00:04:19.680 --> 00:04:24.380]  如果你的聖經請你看一下
[00:04:24.380 --> 00:04:25.780]  我們再一起來念
[00:04:25.780 --> 00:04:30.580]  21節、22節好不好
[00:04:30.580 --> 00:04:32.180]  來 預備 請
[00:04:40.980 --> 00:04:48.980]  (祈禱)
[00:04:48.980 --> 00:04:52.280]  好 叫你們知道我們的光景
[00:04:52.280 --> 00:04:55.940]  又叫他安慰你們的心
[00:04:55.940 --> 00:04:57.680]  好 就到這裡
[00:04:57.680 --> 00:05:00.640]  保羅在這裡之前他是講到
[00:05:00.640 --> 00:05:02.680]  還記得我們講數林真站對不對
[00:05:02.680 --> 00:05:03.580]  講到最後的時候
[00:05:03.580 --> 00:05:05.880]  講到數林真站就是要禱告
[00:05:05.880 --> 00:05:07.280]  然後保羅說為什麼禱告呢
[00:05:07.280 --> 00:05:09.140]  他說保羅說請你們為我禱告
[00:05:09.140 --> 00:05:11.280]  因為我為這福音的奧秘
[00:05:11.280 --> 00:05:13.080]  做了戴索烈的使者
[00:05:13.080 --> 00:05:14.480]  換句話說保羅在這裡講
[00:05:14.480 --> 00:05:15.880]  他當時候是在哪裡
[00:05:15.880 --> 00:05:17.180]  保羅寫以福所殊幸的時候
[00:05:17.180 --> 00:05:19.480]  他就做什麼
[00:05:19.480 --> 00:05:21.980]  他在監獄裡面
[00:05:21.980 --> 00:05:24.380]  保羅在監獄裡面
[00:05:24.380 --> 00:05:27.380]  所以他特別打發推機鼓
[00:05:27.380 --> 00:05:29.080]  聽眾朋友有多少人聽過推機鼓
[00:05:29.080 --> 00:05:33.040]  今天以前聽過的請舉手
[00:05:33.040 --> 00:05:34.240]  少數幾個
[00:05:34.240 --> 00:05:38.340]  聖經上裡面記載這個推機鼓不多
[00:05:38.340 --> 00:05:39.680]  我們聽過彼得
[00:05:39.680 --> 00:05:42.480]  我們聽過希拉保羅的瞳宮對不對
[00:05:42.480 --> 00:05:46.780]  保羅跟希拉
[00:05:46.780 --> 00:05:48.780]  我們講的提摩太
[00:05:48.780 --> 00:05:50.480]  但是推機鼓我們比較少提到
[00:05:50.480 --> 00:05:53.940]  聖經上裡面提到他的只有幾處的經文
[00:05:53.940 --> 00:05:55.240]  但是我們從聖經裡面
[00:05:55.240 --> 00:05:56.880]  提到他的幾次經文裡面
[00:05:56.880 --> 00:05:57.880]  我們可以看見
[00:05:57.880 --> 00:06:01.080]  他是保羅在宣教旅程當中
[00:06:01.080 --> 00:06:03.440]  一個忠心的瞳宮
[00:06:03.440 --> 00:06:05.180]  所以在這裡保羅就稱呼他是
[00:06:05.180 --> 00:06:06.440]  什麼樣的一個瞳宮呢
[00:06:06.440 --> 00:06:08.580]  你注意看到他說有所親愛
[00:06:08.580 --> 00:06:13.680]  忠心侍奉主的弟兄看廟
[00:06:13.680 --> 00:06:16.140]  我今天沒有時間講忠心
[00:06:16.140 --> 00:06:19.380]  推機鼓是一個忠心的弟兄
[00:06:19.380 --> 00:06:21.280]  保羅打發他去
[00:06:21.280 --> 00:06:26.540]  他就照著保羅所託付的去了
[00:06:26.540 --> 00:06:29.500]  你要知道從以弗所到羅馬
[00:06:29.500 --> 00:06:31.640]  那是很遠的一個路程
[00:06:31.640 --> 00:06:35.280]  在那個時代交通又不是很方便
[00:06:35.280 --> 00:06:37.540]  但是他說
[00:06:37.540 --> 00:06:39.380]  我所親愛的這個兄弟推丘
[00:06:39.380 --> 00:06:40.500]  他要把我的事情
[00:06:40.500 --> 00:06:42.840]  譬如我的情況如何去告訴你
[00:06:42.840 --> 00:06:45.240]  所以他等於是保羅的信差
[00:06:45.240 --> 00:06:47.040]  他要把保羅的情況
[00:06:47.040 --> 00:06:49.180]  帶到那些關心他的
[00:06:49.180 --> 00:06:51.100]  以弗所的弟兄怎麼的心中
[00:06:51.100 --> 00:06:52.740]  讓他們知道
[00:06:52.740 --> 00:06:53.980]  請注意看
[00:06:53.980 --> 00:06:57.300]  保羅在這裡形容這一個弟兄
[00:06:57.300 --> 00:06:59.540]  我們從這個智力行間看見
[00:06:59.540 --> 00:07:03.500]  他稱他是什麼弟兄
[00:07:03.500 --> 00:07:07.180]  親愛的 中文是說有所親愛的
[00:07:07.180 --> 00:07:08.880]  其實原文就是什麼
[00:07:08.880 --> 00:07:12.380]  就是親愛的 萌愛的
[00:07:12.380 --> 00:07:16.980]  Beloved, dearly beloved
[00:07:16.980 --> 00:07:18.380]  保羅在其他的地方
[00:07:18.380 --> 00:07:22.040]  好幾書聖經也用到類似的說法
[00:07:22.040 --> 00:07:24.200]  在菲利比書第四章第一節
[00:07:24.200 --> 00:07:26.100]  他提到我所親愛
[00:07:26.100 --> 00:07:28.640]  我所想念的弟兄
[00:07:28.640 --> 00:07:33.500]  你們是我所疼愛的
[00:07:33.500 --> 00:07:36.240]  就是說
[00:07:36.240 --> 00:07:40.040]  推基古是保羅所愛的一個弟兄
[00:07:40.040 --> 00:07:42.980]  是他所愛的瞳孔
[00:07:42.980 --> 00:07:47.040]  目者跟弟兄姊妹之間的關係
[00:07:47.040 --> 00:07:49.200]  瞳孔之間的關係
[00:07:49.200 --> 00:07:55.780]  應當是一個愛的關係
[00:07:55.780 --> 00:07:58.640]  所以弟兄姊妹 今天很多時候
[00:07:58.640 --> 00:08:00.980]  外面的世界裡面
[00:08:00.980 --> 00:08:05.340]  越是跟你越親密的人怎麼樣
[00:08:05.340 --> 00:08:07.800]  威脅越大
[00:08:07.800 --> 00:08:09.340]  是不是
[00:08:09.340 --> 00:08:12.140]  同事之間的排擠
[00:08:12.140 --> 00:08:20.440]  在社會裡面的這種彼此輕壓
[00:08:20.440 --> 00:08:22.980]  彼此怎麼樣子嫉妒紛爭
[00:08:22.980 --> 00:08:24.280]  在這個世界裡面
[00:08:24.280 --> 00:08:26.400]  就是這樣子才會產生這麼多的問題
[00:08:26.400 --> 00:08:27.780]  是不是
[00:08:27.780 --> 00:08:30.000]  很多的家庭也是如此
[00:08:30.000 --> 00:08:32.240]  彼此之間不和
[00:08:32.240 --> 00:08:36.200]  彼此之間不服
[00:08:36.200 --> 00:08:38.440]  做妻子的不服丈夫
[00:08:38.440 --> 00:08:41.340]  做丈夫的也不喜歡太太
[00:08:41.340 --> 00:08:42.280]  在這個世界裡面
[00:08:42.280 --> 00:08:47.280]  越來越多這樣子的問題
[00:08:47.280 --> 00:08:56.640]  最近在美國和加拿大開始
[00:08:56.640 --> 00:09:02.980]  他們叫做有一個趨勢
[00:09:02.980 --> 00:09:07.600]  就是說它叫做不結婚不同住
[00:09:07.600 --> 00:09:10.680]  我想我們知道現在很多的人
[00:09:10.680 --> 00:09:14.040]  他們在美國大概據調查
[00:09:14.040 --> 00:09:16.280]  大概可能有將近一半的人
[00:09:16.280 --> 00:09:22.780]  他們都曾經或者現在是有同居的
[00:09:22.780 --> 00:09:24.100]  現在又流行另外一種
[00:09:24.100 --> 00:09:29.540]  這種叫做不結婚也不同居
[00:09:29.540 --> 00:09:30.100]  為什麼呢
[00:09:30.100 --> 00:09:33.000]  這個通常發生在什麼年齡
[00:09:33.000 --> 00:09:36.980]  大概都是在50歲以上 65歲
[00:09:36.980 --> 00:09:40.840]  就是說他小孩也大了
[00:09:40.840 --> 00:09:43.380]  那兩個人都已經是
[00:09:43.380 --> 00:09:45.740]  所謂的有自己的經濟支出
[00:09:45.740 --> 00:09:46.480]  小孩子也大了
[00:09:46.480 --> 00:09:47.900]  也不需要他什麼負擔了
[00:09:47.900 --> 00:09:49.480]  可是就希望有一個伴
[00:09:49.480 --> 00:09:53.140]  所以他們一個月見個幾次面
[00:09:53.140 --> 00:09:55.780]  或者一個禮拜見個幾次面
[00:09:55.780 --> 00:09:59.000]  可是他們各自住在各自的地方
[00:09:59.000 --> 00:10:00.740]  有需要的時候
[00:10:00.740 --> 00:10:02.740]  那我就去照顧你一下
[00:10:02.740 --> 00:10:04.940]  平常時候我們過我們自己生活
[00:10:04.940 --> 00:10:09.940]  但是有一個禮拜見個幾次面
[00:10:09.940 --> 00:10:14.380]  這個叫做 這叫不叫夫妻
[00:10:14.380 --> 00:10:15.780]  這不是夫妻
[00:10:15.780 --> 00:10:19.580]  那什麼叫夫妻
[00:10:19.580 --> 00:10:21.040]  你現在越來越發現
[00:10:21.040 --> 00:10:21.980]  confuse了
[00:10:21.980 --> 00:10:24.640]  住在一起才是夫妻
[00:10:24.640 --> 00:10:25.280]  也不是
[00:10:25.280 --> 00:10:25.980]  因為住在一起
[00:10:25.980 --> 00:10:27.800]  其實他不結婚登記
[00:10:27.800 --> 00:10:29.380]  所以他是夫妻嗎
[00:10:29.380 --> 00:10:30.980]  所以現在這個現在的人
[00:10:30.980 --> 00:10:33.000]  你會發現越來越多的
[00:10:33.000 --> 00:10:39.540]  這些奇奇怪怪的現象出現了
[00:10:39.540 --> 00:10:41.940]  相愛真不容易
[00:10:41.940 --> 00:10:45.640]  是不是
[00:10:45.640 --> 00:10:48.840]  相愛牽扯到捨己
[00:10:48.840 --> 00:10:52.000]  沒有捨己很難真正相愛的
[00:10:52.000 --> 00:10:54.000]  年輕的時候長得漂亮
[00:10:54.000 --> 00:10:58.140]  愛不容易
[00:10:58.140 --> 00:10:59.980]  上面很多都魚有紋
[00:10:59.980 --> 00:11:04.040]  我年輕就有魚有紋了
[00:11:04.040 --> 00:11:08.480]  這個青春痘
[00:11:08.480 --> 00:11:09.740]  血斑
[00:11:09.740 --> 00:11:11.840]  什麼都出來了
[00:11:11.840 --> 00:11:15.440]  這時候還愛嗎
[00:11:15.440 --> 00:11:16.240]  你會發現
[00:11:16.240 --> 00:11:18.440]  其實很多時候我們對愛
[00:11:18.440 --> 00:11:19.900]  到底什麼叫愛
[00:11:19.900 --> 00:11:21.000]  其實這個世界給我們
[00:11:21.000 --> 00:11:24.540]  很多一些錯誤的information
[00:11:24.540 --> 00:11:26.200]  聖經裡面告訴我們說
[00:11:26.200 --> 00:11:28.540]  主為我們捨命
[00:11:28.540 --> 00:11:32.900]  我們就知道什麼叫做愛了
[00:11:32.900 --> 00:11:34.640]  主那個捨命那個命
[00:11:34.640 --> 00:11:39.540]  原文的意思就是捨己
[00:11:39.540 --> 00:11:41.140]  捨下魂
[00:11:41.140 --> 00:11:42.940]  魂就是理智情感意志
[00:11:42.940 --> 00:11:43.740]  換句話說
[00:11:43.740 --> 00:11:47.340]  放下我自己的情感意志
[00:11:47.340 --> 00:11:50.140]  這個很不容易
[00:11:50.140 --> 00:11:51.440]  對理性很強的人講
[00:11:51.440 --> 00:11:54.640]  放下理性容不容易
[00:11:54.640 --> 00:11:56.340]  很難
[00:11:56.340 --> 00:11:58.440]  對這個非常有計劃的人
[00:11:58.440 --> 00:11:59.940]  叫他不要計劃
[00:11:59.940 --> 00:12:04.040]  容不容易
[00:12:04.040 --> 00:12:06.540]  但是很多時候上帝就是這麼奇妙
[00:12:06.540 --> 00:12:07.940]  這麼偉大的配合
[00:12:07.940 --> 00:12:10.240]  一個非常有計劃的人
[00:12:10.240 --> 00:12:12.640]  碰到一個很隨性的人
[00:12:12.640 --> 00:12:15.140]  然後就從此過著一個
[00:12:15.140 --> 00:12:17.940]  非常精彩的生活了
[00:12:17.940 --> 00:12:20.540]  有沒有
[00:12:20.540 --> 00:12:22.840]  你說怎麼會這麼倒楣呢
[00:12:22.840 --> 00:12:27.940]  怎麼會當初看走眼了
[00:12:27.940 --> 00:12:29.040]  丟著淚
[00:12:29.040 --> 00:12:32.740]  這就是上帝奇妙的配合
[00:12:32.740 --> 00:12:35.640]  要使我們的生命更像誰
[00:12:35.640 --> 00:12:38.640]  更像耶穌基督
[00:12:38.640 --> 00:12:41.240]  每個人都像你那麼有計劃
[00:12:41.240 --> 00:12:43.540]  這個世界就變得怎麼樣
[00:12:43.540 --> 00:12:47.740]  很無聊
[00:12:47.740 --> 00:12:50.240]  每個人都像你這麼率性
[00:12:50.240 --> 00:12:53.040]  交通大亂了
[00:12:53.040 --> 00:12:54.440]  是不是
[00:12:54.440 --> 00:12:56.640]  所以上帝就是藉著這些
[00:12:56.640 --> 00:12:58.340]  來操練我們
[00:12:58.340 --> 00:12:59.140]  弟兄姊妹
[00:12:59.140 --> 00:13:01.440]  所以人與人之間相處
[00:13:01.440 --> 00:13:02.840]  弟兄姊妹在一起
[00:13:02.840 --> 00:13:04.040]  夫妻在一起
[00:13:04.040 --> 00:13:05.040]  同宮在一起
[00:13:05.040 --> 00:13:07.740]  小組的弟兄姊妹聚在一起
[00:13:07.740 --> 00:13:09.440]  會不會有摩擦
[00:13:09.440 --> 00:13:10.540]  會不會
[00:13:10.540 --> 00:13:11.240]  沒有摩擦
[00:13:11.240 --> 00:13:14.440]  那表示是蜜月
[00:13:14.440 --> 00:13:16.440]  所以通常一對夫妻要結婚之前
[00:13:16.440 --> 00:13:17.340]  做婚前輔導
[00:13:17.340 --> 00:13:18.940]  第一個我們要問他問題就是
[00:13:18.940 --> 00:13:21.240]  你們吵過架沒有
[00:13:21.240 --> 00:13:23.940]  還沒吵過
[00:13:23.940 --> 00:13:29.540]  那再一段時間看看
[00:13:29.540 --> 00:13:30.640]  當然也有了
[00:13:30.640 --> 00:13:31.540]  也有特例
[00:13:31.540 --> 00:13:36.540]  有的人真的是不吵架
[00:13:36.540 --> 00:13:39.340]  但是如果你沒有經歷過
[00:13:39.340 --> 00:13:41.940]  兩個人真的這種衝突
[00:13:41.940 --> 00:13:45.340]  你結婚之後一定會經歷
[00:13:45.340 --> 00:13:46.340]  弟兄姊妹
[00:13:46.340 --> 00:13:47.940]  家庭也好
[00:13:47.940 --> 00:13:51.040]  教會也好
[00:13:51.040 --> 00:13:53.940]  上帝要我們建立一個
[00:13:53.940 --> 00:13:56.340]  彼此相愛的關係
[00:13:56.340 --> 00:13:59.840]  所以保羅推機鼓去
[00:13:59.840 --> 00:14:01.440]  要把他的消息告訴他們
[00:14:01.440 --> 00:14:02.740]  弟兄姊妹注意
[00:14:02.740 --> 00:14:05.540]  他要把保羅的消息
[00:14:05.540 --> 00:14:07.440]  託付他去告訴
[00:14:07.440 --> 00:14:09.140]  已扶鎖的弟兄姊妹
[00:14:09.140 --> 00:14:11.940]  你注意看二十三節
[00:14:11.940 --> 00:14:13.240]  二十二節
[00:14:13.240 --> 00:14:14.540]  二十二節我們再來練好不好
[00:14:14.540 --> 00:14:18.240]  來請我特意打發他到你們那裡去
[00:14:18.240 --> 00:14:21.440]  好叫你們知道我們的光景
[00:14:21.440 --> 00:14:26.340]  又叫他安慰你們的心
[00:14:26.340 --> 00:14:27.940]  保羅說我特意
[00:14:27.940 --> 00:14:30.640]  特意又是說我特別
[00:14:30.640 --> 00:14:32.540]  我特別派他去
[00:14:32.540 --> 00:14:33.240]  為什麼呢
[00:14:33.240 --> 00:14:36.140]  因為我要叫你們知道
[00:14:36.140 --> 00:14:38.740]  我們的光景
[00:14:38.740 --> 00:14:44.140]  又叫他安慰你們的心
[00:14:44.140 --> 00:14:45.740]  這個地方在說什麼呢
[00:14:45.740 --> 00:14:46.840]  這個地方在說明說
[00:14:46.840 --> 00:14:48.540]  已扶鎖的弟兄姊妹
[00:14:48.540 --> 00:14:50.340]  擔心保羅
[00:14:50.340 --> 00:14:51.940]  保羅坐監牢
[00:14:51.940 --> 00:14:53.540]  不知道他怎麼樣子了
[00:14:53.540 --> 00:14:55.940]  他是不是受到很多的一些虐待
[00:14:55.940 --> 00:14:57.140]  他吃得怎麼樣
[00:14:57.140 --> 00:14:58.340]  他身體怎麼樣
[00:14:58.340 --> 00:15:00.440]  聽說他現在身體不太好
[00:15:00.440 --> 00:15:03.040]  所以弟兄姊妹有很多的擔心
[00:15:03.040 --> 00:15:07.440]  他們不知道他的情況如何
[00:15:07.440 --> 00:15:10.340]  所以推機骨去告訴他們
[00:15:10.340 --> 00:15:13.240]  所以保羅愛這些弟兄姊妹的心沒有話講
[00:15:13.240 --> 00:15:14.740]  因為我們從這個智力行結
[00:15:14.740 --> 00:15:17.940]  另外我們也可以看見弟兄姊妹愛不愛保羅
[00:15:17.940 --> 00:15:18.940]  愛不愛
[00:15:18.940 --> 00:15:21.740]  愛弟兄姊妹
[00:15:21.740 --> 00:15:24.840]  所以弟兄姊妹一個教會
[00:15:24.840 --> 00:15:26.740]  一個榮耀的教會
[00:15:26.740 --> 00:15:29.540]  是一個彼此相愛的教會
[00:15:29.540 --> 00:15:33.640]  牧人跟羊群的關係是生命的關係
[00:15:33.640 --> 00:15:35.940]  今天很多時候很不幸的
[00:15:35.940 --> 00:15:40.540]  教會把世界的那一套帶到教會來
[00:15:40.540 --> 00:15:41.740]  所以我剛到美國的時候
[00:15:41.740 --> 00:15:44.640]  我聽到有人被 lay off
[00:15:44.640 --> 00:15:47.940]  我說還有這麼殘忍的公司啊
[00:15:47.940 --> 00:15:50.940]  一個禮拜就叫他走路啊
[00:15:50.940 --> 00:15:51.940]  我找他講這事
[00:15:51.940 --> 00:15:52.940]  有人說 no
[00:15:52.940 --> 00:15:56.440]  一天就叫他走路
[00:15:56.440 --> 00:15:59.640]  我剛開始很難想像這件事情
[00:15:59.640 --> 00:16:03.040]  我說怎麼會這麼殘忍啊
[00:16:03.040 --> 00:16:06.240]  好歹也辦個 fair way 吧
[00:16:06.240 --> 00:16:07.140]  哪這回事
[00:16:07.140 --> 00:16:10.740]  在美國一切都是什麼
[00:16:10.740 --> 00:16:12.740]  立志當頭
[00:16:12.740 --> 00:16:14.740]  怕你把公司的這些機密帶走了
[00:16:14.740 --> 00:16:18.640]  所以趕快 你要走就走 趕快
[00:16:18.640 --> 00:16:21.040]  但弟兄姊妹
[00:16:21.040 --> 00:16:22.740]  教會呢
[00:16:22.740 --> 00:16:26.840]  教會也僵著嗎
[00:16:26.840 --> 00:16:29.740]  有一次有一個牧師
[00:16:29.740 --> 00:16:30.440]  他跟我分享
[00:16:30.440 --> 00:16:33.940]  他說他的主任牧師
[00:16:33.940 --> 00:16:36.640]  有一天告訴他說
[00:16:36.640 --> 00:16:39.440]  叫他走路
[00:16:39.440 --> 00:16:40.340]  這還不錯
[00:16:40.340 --> 00:16:48.440]  給他一個禮拜的時間
[00:16:48.440 --> 00:16:50.640]  一個在
[00:16:50.640 --> 00:16:55.340]  帶了教會十年在他們教會裡面
[00:16:55.340 --> 00:17:00.140]  他當時感覺很受傷
[00:17:00.140 --> 00:17:01.440]  弟兄姊妹
[00:17:01.440 --> 00:17:03.740]  所以你知道嗎
[00:17:03.740 --> 00:17:07.940]  教會如果是一個
[00:17:07.940 --> 00:17:10.140]  一個像外面社會這樣子的
[00:17:10.140 --> 00:17:13.540]  沒有人情 沒有愛
[00:17:13.540 --> 00:17:20.840]  這個教會不會有來 是不是
[00:17:20.840 --> 00:17:22.640]  弟兄姊妹
[00:17:22.640 --> 00:17:25.140]  你的小組也是如此
[00:17:25.140 --> 00:17:27.740]  你的團企也是如此
[00:17:27.740 --> 00:17:28.740]  如果你的小組
[00:17:28.740 --> 00:17:30.740]  你的團企
[00:17:30.740 --> 00:17:32.640]  怎麼人越來越少
[00:17:32.640 --> 00:17:34.740]  當然因素不是只有一個
[00:17:34.740 --> 00:17:36.740]  可是第一個你要問的就是說
[00:17:36.740 --> 00:17:40.040]  這個小組這個團企有沒有愛
[00:17:40.040 --> 00:17:40.540]  為什麼呢
[00:17:40.540 --> 00:17:41.540]  你注意看
[00:17:41.540 --> 00:17:48.940]  保羅在已父所述裡面第四章
[00:17:48.940 --> 00:17:50.440]  在講到建造教會的時候
[00:17:50.440 --> 00:17:52.240]  你看已父所述第四章
[00:17:52.240 --> 00:17:56.040]  我們一起來念十六節好不好
[00:17:56.040 --> 00:17:58.040]  已父所述第四章十六節
[00:17:58.040 --> 00:17:59.040]  早到我們一起來念
[00:17:59.040 --> 00:18:00.340]  預備 請
[00:18:00.340 --> 00:18:03.140]  全生都靠他聯絡的和事
[00:18:03.140 --> 00:18:05.040]  百節各按各職
[00:18:05.040 --> 00:18:07.240]  照著個體的功用
[00:18:07.240 --> 00:18:08.740]  彼此相助
[00:18:08.740 --> 00:18:11.740]  便教身體
[00:18:11.740 --> 00:18:14.940]  在愛中建立自己
[00:18:14.940 --> 00:18:18.140]  這裡說在哪裡建立自己
[00:18:18.140 --> 00:18:19.640]  這個自己就是教會
[00:18:19.640 --> 00:18:21.340]  建立基督的身體
[00:18:21.340 --> 00:18:22.740]  在哪裡怎麼建造
[00:18:22.740 --> 00:18:26.640]  他說在愛中建造
[00:18:26.640 --> 00:18:28.140]  所以換句話說
[00:18:28.140 --> 00:18:32.740]  愛是一個教會建造的foundation
[00:18:32.740 --> 00:18:35.140]  沒有這個愛做基礎
[00:18:35.140 --> 00:18:35.840]  親愛的同學們
[00:18:35.840 --> 00:18:37.140]  你今天開一個茶經班
[00:18:37.140 --> 00:18:39.140]  你今天小組我們大家來
[00:18:39.140 --> 00:18:40.140]  茶經很重要
[00:18:40.140 --> 00:18:40.640]  大家來
[00:18:40.640 --> 00:18:42.340]  我們現在開始來茶經好不好
[00:18:42.340 --> 00:18:43.540]  來 我們一起來茶經
[00:18:43.540 --> 00:18:44.040]  我告訴你
[00:18:44.040 --> 00:18:46.940]  每一天七點半的時候
[00:18:46.940 --> 00:18:47.840]  到了禮拜五
[00:18:47.840 --> 00:18:49.140]  你就來我們這邊茶經
[00:18:49.140 --> 00:18:49.940]  我保證你
[00:18:49.940 --> 00:18:51.140]  我們這邊一定是茶的
[00:18:51.140 --> 00:18:55.140]  讓你很滿意
[00:18:55.140 --> 00:18:58.340]  這叫茶經小組
[00:18:58.340 --> 00:18:59.940]  但丟什麼
[00:18:59.940 --> 00:19:02.340]  如果你只有茶經
[00:19:02.340 --> 00:19:03.940]  你沒有愛
