
[00:00:00.000 --> 00:00:01.000]  各位兄弟姐妹
[00:07:14.000 --> 00:07:17.000]  所以在第二節那裡
[00:07:17.000 --> 00:07:20.000]  「嘆息怒虎」
[00:07:20.000 --> 00:07:24.000]  讓我們能夠想起
[00:07:24.000 --> 00:07:28.000]  快要生產的婦人一樣
[00:07:28.000 --> 00:07:29.000]  她的那種陣痛
[00:07:29.000 --> 00:07:31.000]  其實是不能夠避免的
[00:07:31.000 --> 00:07:36.000]  也是新生命誕生的一環
[00:07:36.000 --> 00:07:38.000]  這不是毛病新淫
[00:07:38.000 --> 00:07:40.000]  因此基督的復活
[00:07:40.000 --> 00:07:41.000]  是預示了神
[00:07:41.000 --> 00:07:46.000]  將要更新整個的受造界
[00:07:46.000 --> 00:07:48.000]  黎明的黑夜
[00:07:48.000 --> 00:07:50.000]  是不能夠避免的
[00:07:50.000 --> 00:07:53.000]  而新生的嬰兒
[00:07:53.000 --> 00:07:56.000]  的哭泣
[00:07:56.000 --> 00:08:00.000]  更加代表著她的健康
[00:08:00.000 --> 00:08:02.000]  如果新生子出世
[00:08:02.000 --> 00:08:03.000]  不懂得哭
[00:08:03.000 --> 00:08:04.000]  還要怎樣呢
[00:08:04.000 --> 00:08:09.000]  把他踩到會哭
[00:08:09.000 --> 00:08:11.000]  而我們現在所用的年曆
[00:08:11.000 --> 00:08:15.000]  其實也是一個非常好的證明
[00:08:15.000 --> 00:08:17.000]  耶穌基督出世之前
[00:08:17.000 --> 00:08:19.000]  我們叫做什麼
[00:08:19.000 --> 00:08:21.000]  「公元前」
[00:08:21.000 --> 00:08:23.000]  耶穌出世之後
[00:08:23.000 --> 00:08:25.000]  我們就叫做「公元後」
[00:08:25.000 --> 00:08:26.000]  其實是代表著
[00:08:26.000 --> 00:08:29.000]  一個舊世代的已經過去
[00:08:29.000 --> 00:08:32.000]  新的時代已經來臨了
[00:08:32.000 --> 00:08:34.000]  這個時間觀念
[00:08:34.000 --> 00:08:36.000]  其實是不知不覺地
[00:08:36.000 --> 00:08:38.000]  已經闖入了
[00:08:38.000 --> 00:08:41.000]  我們整個人類的歷史裡面
[00:08:41.000 --> 00:08:44.000]  人除了藉著
[00:08:44.000 --> 00:08:47.000]  這個來紀念基督的
[00:08:47.000 --> 00:08:49.000]  「道成肉身」之外
[00:08:49.000 --> 00:08:51.000]  其實更加是盼望著
[00:08:51.000 --> 00:08:56.000]  一個美好的將來
[00:08:56.000 --> 00:08:57.000]  而那些
[00:08:57.000 --> 00:09:01.000]  我們認為是不治之症的
[00:09:01.000 --> 00:09:06.000]  例如天花、霍亂、藥疾
[00:09:06.000 --> 00:09:08.000]  由於醫學的進步
[00:09:08.000 --> 00:09:11.000]  慢慢好像都不知道去了哪裡
[00:09:11.000 --> 00:09:13.000]  這個不就是預示了
[00:09:13.000 --> 00:09:15.000]  神對新創造的那個應許
[00:09:15.000 --> 00:09:17.000]  正如啟示錄
[00:09:17.000 --> 00:09:19.000]  有一章所說
[00:09:19.000 --> 00:09:20.000]  將會有一個
[00:09:20.000 --> 00:09:22.000]  沒有疾病、沒有死亡
[00:09:22.000 --> 00:09:26.000]  沒有哀哭、沒有疼痛的世界
[00:09:26.000 --> 00:09:27.000]  這個世界
[00:09:27.000 --> 00:09:30.000]  現在已經開始了
[00:09:30.000 --> 00:09:35.000]  這樣既然基督已經復活
[00:09:35.000 --> 00:09:38.000]  啟動了新的開始
[00:09:38.000 --> 00:09:39.000]  那麼作為信徒的
[00:09:39.000 --> 00:09:42.000]  我們又應該怎樣來回應
[00:09:42.000 --> 00:09:45.000]  這個事實呢
[00:09:45.000 --> 00:09:48.000]  所以保羅在第八章第23節說
[00:09:48.000 --> 00:09:52.000]  我們者有聖靈初結果子
[00:09:52.000 --> 00:09:55.000]  表示信徒已經是
[00:09:55.000 --> 00:10:00.000]  能夠品嘗到未來世界的滋味
[00:10:00.000 --> 00:10:03.000]  就好像昔日以色列人
[00:10:03.000 --> 00:10:07.000]  當他們進入這個應許之地之前
[00:10:07.000 --> 00:10:09.000]  他們已經是吃到
[00:10:09.000 --> 00:10:13.000]  這個加南地的果子一樣
[00:10:13.000 --> 00:10:16.000]  神已經將那個
[00:10:16.000 --> 00:10:19.000]  將來榮耀的角度的一小部分
[00:10:19.000 --> 00:10:23.000]  已經提前地放在我們的生命裏面
[00:10:23.000 --> 00:10:25.000]  讓我們能夠品嘗到
[00:10:25.000 --> 00:10:29.000]  將來那個豐盛的生命到底是怎樣
[00:10:29.000 --> 00:10:32.000]  這個亦都是代表著
[00:10:32.000 --> 00:10:35.000]  將來的得熟和更新
[00:10:35.000 --> 00:10:37.000]  一定會來的
[00:10:37.000 --> 00:10:38.000]  我們大家都
[00:10:38.000 --> 00:10:43.000]  可能都會去Costco那裏買東西
[00:10:43.000 --> 00:10:44.000]  當你買東西的時候
[00:10:44.000 --> 00:10:48.000]  你可能都會見到有很多試吃的攤位
[00:10:48.000 --> 00:10:50.000]  這些試吃的攤位要做什麼
[00:10:50.000 --> 00:10:55.000]  就是讓你能夠去嘗試一下
[00:10:55.000 --> 00:10:58.000]  那些產品的滋味
[00:10:58.000 --> 00:11:00.000]  如果吃過好的
[00:11:00.000 --> 00:11:03.000]  就代表了你買回家裏的
[00:11:03.000 --> 00:11:06.000]  就不會貨不對板
[00:11:06.000 --> 00:11:08.000]  很多人更加跟我說
[00:11:08.000 --> 00:11:09.000]  試吃可以吃完
[00:11:09.000 --> 00:11:11.000]  然後可以再吃
[00:11:11.000 --> 00:11:12.000]  就是說
[00:11:12.000 --> 00:11:15.000]  試吃都是可以很豐富
[00:11:15.000 --> 00:11:16.000]  他們說
[00:11:16.000 --> 00:11:21.000]  信徒現在已經得到神兒子的名分
[00:11:21.000 --> 00:11:26.000]  雖然是未能夠完全地承受
[00:11:26.000 --> 00:11:29.000]  作為兒子的產業
[00:11:29.000 --> 00:11:31.000]  但是聖靈的內注
[00:11:31.000 --> 00:11:33.000]  以及聖靈
[00:11:33.000 --> 00:11:35.000]  以及信徒被這個聖靈
[00:11:35.000 --> 00:11:38.000]  所引導的豐盛的生命
[00:11:38.000 --> 00:11:43.000]  已經成為將來得產業的憑據
[00:11:43.000 --> 00:11:48.000]  我們這些試吃過的信徒
[00:11:48.000 --> 00:11:54.000]  我們又如何與神同行呢
[00:11:54.000 --> 00:11:55.000]  首先我們覺得
[00:11:55.000 --> 00:11:58.000]  我們是需要尊重生命
[00:11:58.000 --> 00:12:00.000]  在社會上我們都見到
[00:12:00.000 --> 00:12:04.000]  很多事情都是很不公平
[00:12:04.000 --> 00:12:08.000]  僱主更加為了自己利潤的緣故
[00:12:08.000 --> 00:12:10.000]  來剝削工人
[00:12:10.000 --> 00:12:13.000]  更加是把工人
[00:12:13.000 --> 00:12:17.000]  擠在這個不安全的地方來工作
[00:12:17.000 --> 00:12:19.000]  在澳洲特別是
[00:12:19.000 --> 00:12:20.000]  很多工地裏面
[00:12:20.000 --> 00:12:21.000]  我們大家都知道
[00:12:21.000 --> 00:12:25.000]  很多舊樓都有很多石棉
[00:12:25.000 --> 00:12:30.000]  但是老闆通常都不跟工人說
[00:12:30.000 --> 00:12:32.000]  這正正是反映出
[00:12:32.000 --> 00:12:36.000]  這個世界仍然是被這個敗位所合制
[00:12:36.000 --> 00:12:41.000]  所以我們已經被神所更生的信徒
[00:12:41.000 --> 00:12:47.000]  我們更加不應該去參與這些活動
[00:12:47.000 --> 00:12:48.000]  其次就是
[00:12:48.000 --> 00:12:51.000]  我們要懂得去保護環境
[00:12:51.000 --> 00:12:54.000]  這個不是意識形態的問題
[00:12:54.000 --> 00:12:56.000]  而是我們是需要與神
[00:12:56.000 --> 00:12:58.000]  來一起來預備這個世界
[00:12:58.000 --> 00:13:01.000]  來迎接這個更生
[00:13:01.000 --> 00:13:04.000]  因此我們關心環境
[00:13:04.000 --> 00:13:06.000]  我們推動和平
[00:13:06.000 --> 00:13:09.000]  我們支持這個醫療教育
[00:13:09.000 --> 00:13:11.000]  正是表示出
[00:13:11.000 --> 00:13:16.000]  我們是對基督的復活的回應
[00:13:16.000 --> 00:13:20.000]  而當我們面對苦難
[00:13:20.000 --> 00:13:22.000]  進一步更加應該要明白
[00:13:22.000 --> 00:13:25.000]  這個世界正在被更生中
[00:13:25.000 --> 00:13:30.000]  就好像產婦分娩的時候那個陣痛一樣
[00:13:30.000 --> 00:13:36.000]  因此我們需要積極地去傳揚這個盼望的訊息
[00:13:36.000 --> 00:13:43.000]  以致我們在基督復活的能力裡面是有份的
[00:13:43.000 --> 00:13:45.000]  從世界日更生
[00:13:45.000 --> 00:13:52.000]  保羅接著帶領我們進入一個更具體的範圍
[00:13:52.000 --> 00:13:56.000]  就是這個群體的更生
[00:13:56.000 --> 00:14:00.000]  後來這個《二不所書》第二章第14至19節都告訴我們
[00:14:00.000 --> 00:14:05.000]  基督的復活是重塑了神與人
[00:14:05.000 --> 00:14:08.000]  人與人之間的關係
[00:14:08.000 --> 00:14:10.000]  在耶穌基督的時代
[00:14:10.000 --> 00:14:14.000]  社會是分隔得很厲害
[00:14:14.000 --> 00:14:18.000]  外邦人是被秉除於摩西律法之外
[00:14:18.000 --> 00:14:22.000]  而猶太人更加是自己自認為是神的子民
[00:14:22.000 --> 00:14:25.000]  是有很大的優越感
[00:14:25.000 --> 00:14:31.000]  但是保羅在這個第14節告訴我們
[00:14:31.000 --> 00:14:37.000]  基督復活已經是拆毀了中間的隔斷之牆
[00:14:37.000 --> 00:14:41.000]  這幅牆其實在當時來說是表示
[00:14:41.000 --> 00:14:47.000]  聖殿裡面外院和內院之間的那幅牆
[00:14:47.000 --> 00:14:54.000]  是象徵著外邦人根本上是沒有辦法完全進入神的同在
[00:14:54.000 --> 00:15:02.000]  而這幅牆是源自於這個《九約律法》的種種條例所定出來的
[00:15:02.000 --> 00:15:09.000]  因此你看到猶太人跟外邦人根本上是沒有辦法去合一的
[00:15:09.000 --> 00:15:13.000]  但是基督的復活卻是改變了這一切
[00:15:13.000 --> 00:15:17.000]  在基督裡是造成了一個新人
[00:15:17.000 --> 00:15:19.000]  數目是一
[00:15:19.000 --> 00:15:25.000]  就是表示不再有猶太人和外邦人的區別
[00:15:25.000 --> 00:15:29.000]  而在基督裡面是成為一個新的群體
[00:15:29.000 --> 00:15:34.000]  人可以直接這樣來到神的面前
[00:15:34.000 --> 00:15:37.000]  大家可能都記得
[00:15:37.000 --> 00:15:42.000]  上個世紀在美國的種族隔離政策之下
[00:15:42.000 --> 00:15:46.000]  白人和黑人根本上就不可以一起來生活
[00:15:46.000 --> 00:15:49.000]  但是在六十年代
[00:15:49.000 --> 00:15:54.000]  很多基督徒站出來推動和解運動
[00:15:54.000 --> 00:15:59.000]  馬丁路德金穆斯更加是其中的表表者
[00:15:59.000 --> 00:16:04.000]  他以我們都是神的指紋來做口號
[00:16:04.000 --> 00:16:07.000]  帶領和平運動
[00:16:07.000 --> 00:16:11.000]  最終促成了種族隔離的結束
[00:16:11.000 --> 00:16:16.000]  雖然現在可能黑與白之間仍然有很多問題
[00:16:16.000 --> 00:16:18.000]  但是那面牆已經拆了
[00:16:18.000 --> 00:16:22.000]  根本上是回不回頭
[00:16:22.000 --> 00:16:27.000]  今天我們反而要問一下我們自己
[00:16:27.000 --> 00:16:35.000]  我們中間會不會也有一面無形的牆呢
[00:16:35.000 --> 00:16:39.000]  如果是有這面牆又是什麼呢
[00:16:39.000 --> 00:16:42.000]  是階級文化語言
[00:16:42.000 --> 00:16:45.000]  又或者是因為科技的進步
[00:16:45.000 --> 00:16:47.000]  媒體的發達
[00:16:47.000 --> 00:16:53.000]  我們反而與這些弟兄姊妹的關係更加疏離了呢
[00:16:53.000 --> 00:16:55.000]  有人跟我說
[00:16:55.000 --> 00:17:02.000]  一家人同桌吃飯都需要用手機來聯絡的
[00:17:02.000 --> 00:17:09.000]  這樣這面牆我們是不是不斷地在這裡建造
[00:17:09.000 --> 00:17:12.000]  還是我們需要去拆毀呢
[00:17:12.000 --> 00:17:16.000]  都是值得我們思考的
[00:17:16.000 --> 00:17:18.000]  除了拆牆之外
[00:17:18.000 --> 00:17:23.000]  基督的復活更加帶來真正的和好
[00:17:23.000 --> 00:17:26.000]  在第十六至十七節裏
[00:17:26.000 --> 00:17:27.000]  保羅說到
[00:17:27.000 --> 00:17:32.000]  原來信徒因為罪是與神隔絕
[00:17:32.000 --> 00:17:36.000]  但是基督的復活卻是滅了這個冤仇
[00:17:36.000 --> 00:17:40.000]  是恢復了信徒與神之間的關係
[00:17:40.000 --> 00:17:43.000]  並且是藉著和平的福音
[00:17:43.000 --> 00:17:47.000]  信徒在主裏面能夠彼此接納
[00:17:47.000 --> 00:17:51.000]  使兩下成為一體
[00:17:51.000 --> 00:17:52.000]  換句話說
[00:17:52.000 --> 00:17:55.000]  基督的復活在垂直的關係上
[00:17:55.000 --> 00:17:58.000]  能夠使我們與神和好
[00:17:58.000 --> 00:18:03.000]  並且是帶動了水平關係的人與人之間的和好
[00:18:03.000 --> 00:18:05.000]  這張圖顯示出
[00:18:05.000 --> 00:18:07.000]  當我們與神和好
[00:18:07.000 --> 00:18:10.000]  我們的距離與神越來越接近的時候
[00:18:10.000 --> 00:18:16.000]  我們與人之間的距離就一定會越來越近
[00:18:16.000 --> 00:18:17.000]  而到最後
[00:18:17.000 --> 00:18:22.000]  我們是會合一成為一個群體
[00:18:22.000 --> 00:18:26.000]  但是各位頂子妹我們一定要注意
[00:18:26.000 --> 00:18:28.000]  與人和好
[00:18:28.000 --> 00:18:31.000]  不一定是會與神和好的
[00:18:31.000 --> 00:18:35.000]  愛人不一定是會愛神
[00:18:35.000 --> 00:18:41.000]  因為其他的宗教都是勸人為善的
[00:18:41.000 --> 00:18:46.000]  這樣和好又怎樣才能夠達成呢
[00:18:46.000 --> 00:18:48.000]  在第十八節
[00:18:48.000 --> 00:18:51.000]  保羅就用了一個身體的圖像
[00:18:51.000 --> 00:18:53.000]  表明出
[00:18:53.000 --> 00:18:55.000]  無論是猶太人
[00:18:55.000 --> 00:18:56.000]  外邦人
[00:18:56.000 --> 00:19:02.000]  信徒都是靠著同一位的聖靈
[00:19:02.000 --> 00:19:08.000]  表示任何人都可以靠著聖靈來到父的面前
[00:19:08.000 --> 00:19:14.000]  神是不會偏待任何一位信徒的
[00:19:14.000 --> 00:19:15.000]  這就是說
[00:19:15.000 --> 00:19:23.000]  信徒不再作外人客裏而是神家裏面的一員
[00:19:23.000 --> 00:19:26.000]  信徒也不是一個孤立的個體
[00:19:26.000 --> 00:19:31.000]  而是屬於天國的子民的一部分
[00:19:31.000 --> 00:19:35.000]  因此教會不單只是信徒的集合
[00:19:35.000 --> 00:19:37.000]  不是烏合之眾
[00:19:37.000 --> 00:19:39.000]  而是基督身體的一部分
[00:19:39.000 --> 00:19:45.000]  在基督裏同受一位聖靈所感動所帶領
[00:19:45.000 --> 00:19:51.000]  可以說是一個屬靈的共同體
[00:19:51.000 --> 00:19:54.000]  在第二次世界大戰期間
[00:19:54.000 --> 00:19:56.000]  有兩姐妹
[00:19:56.000 --> 00:19:58.000]  她們住在荷蘭
[00:19:58.000 --> 00:20:01.000]  一個叫做Cory
[00:20:01.000 --> 00:20:03.000]  一個叫做Bessie
[00:20:03.000 --> 00:20:05.000]  她們都是基督徒
[00:20:05.000 --> 00:20:12.000]  但是她們很不值納粹對待猶太人的所作所為
[00:20:12.000 --> 00:20:17.000]  於是決定將那些逃難的猶太人
[00:20:17.000 --> 00:20:20.000]  藏在她們家裏面
[00:20:20.000 --> 00:20:24.000]  當然最後不幸地被納粹發現了
[00:20:24.000 --> 00:20:28.000]  所以把她們全部抓去集中營
[00:20:28.000 --> 00:20:35.000]  姐姐Bessie更不幸地在集中營去世了
[00:20:35.000 --> 00:20:38.000]  戰後有一天
[00:20:38.000 --> 00:20:40.000]  Cory回到德國
[00:20:40.000 --> 00:20:43.000]  在一間教會裏面來到港島
[00:20:43.000 --> 00:20:45.000]  當她說完道之後
[00:20:45.000 --> 00:20:48.000]  有一個男人走出來
[00:20:48.000 --> 00:20:51.000]  他一眼就看得到
[00:20:51.000 --> 00:20:57.000]  這位男士就是當年在集中營的一個納粹士兵
[00:20:57.000 --> 00:21:03.000]  他更加是有份來虐待他的姐姐Bessie
[00:21:03.000 --> 00:21:07.000]  但是這個男人對Cory說
[00:21:07.000 --> 00:21:10.000]  他說自從戰爭結束之後
[00:21:10.000 --> 00:21:13.000]  我已經成為了一個基督徒
[00:21:13.000 --> 00:21:18.000]  所以我有需要向所有受過他傷害的人
[00:21:18.000 --> 00:21:21.000]  來要求寬恕
[00:21:21.000 --> 00:21:26.000]  當時Cory站在那裏
[00:21:26.000 --> 00:21:29.000]  他不知道要怎樣反應
[00:21:29.000 --> 00:21:31.000]  因為在他的腦海裏面
[00:21:31.000 --> 00:21:36.000]  一幕一幕他姐姐Bessie受苦的情況
[00:21:36.000 --> 00:21:43.000]  正是在他的腦海裏面重現出來
[00:21:43.000 --> 00:21:47.000]  Cory在他的回憶錄裏面跟我們說
[00:21:47.000 --> 00:21:53.000]  他說當時他只有禱告求主來幫助
[00:21:53.000 --> 00:22:01.000]  突然間羅馬書第五章第五節的經文就湧了進來
[00:22:01.000 --> 00:22:04.000]  那裏寫著什麼
[00:22:04.000 --> 00:22:05.000]  那裏寫著
[00:22:05.000 --> 00:22:07.000]  他說因為所刺激我們的聖靈
[00:22:07.000 --> 00:22:12.000]  將神的愛挑判在我們心裏
[00:22:12.000 --> 00:22:19.000]  這一刻這一句說話感動了Cory
[00:22:19.000 --> 00:22:26.000]  他的仇恨意識慢慢地降低下來
[00:22:26.000 --> 00:22:28.000]  他對那個人說
[00:22:28.000 --> 00:22:31.000]  兄弟伸出你的手來
[00:22:31.000 --> 00:22:34.000]  我已經完全原諒你了
[00:22:34.000 --> 00:22:39.000]  當他們兩隻手接觸的時候
[00:22:39.000 --> 00:22:46.000]  Cory感覺到有一股電流流過他們合攏的雙手
[00:22:46.000 --> 00:22:48.000]  當時他熱淚盈眶
[00:22:48.000 --> 00:22:51.000]  他強烈地感受到上帝的愛
[00:22:51.000 --> 00:22:55.000]  因為他感覺到基督在十字架上
[00:22:55.000 --> 00:23:00.000]  已經替他滅了這個冤仇
[00:23:00.000 --> 00:23:05.000]  Cory的故事對我們中國人來說
[00:23:05.000 --> 00:23:08.000]  可能真的有點震撼
[00:23:08.000 --> 00:23:10.000]  因為我們常常會受到
[00:23:10.000 --> 00:23:15.000]  我們那些不好的報仇文化影響
[00:23:15.000 --> 00:23:18.000]  我很記得我小時候
[00:23:18.000 --> 00:23:19.000]  當我看粵語殘片
[00:23:19.000 --> 00:23:21.000]  常常都會看到那些主角
[00:23:21.000 --> 00:23:23.000]  不惜上山學藝二十年
[00:23:23.000 --> 00:23:27.000]  接下來就說為父報仇
[00:23:27.000 --> 00:23:31.000]  其實這些東西很影響我們
