
[00:00:00.000 --> 00:00:03.080]  我們今天已經進入了第四季
[00:02:52.680 --> 00:02:54.240]  他們不覺得
[00:02:54.240 --> 00:02:57.520]  他們是得到父母的愛
[00:02:57.520 --> 00:02:59.400]  往往就是因為他們覺得
[00:02:59.400 --> 00:03:01.480]  你們給的禮物
[00:03:01.480 --> 00:03:04.760]  你們的叫做獎品
[00:03:04.760 --> 00:03:05.800]  都是真的獎品
[00:03:05.800 --> 00:03:08.240]  他們覺得是因為他要做到才得到
[00:03:08.240 --> 00:03:10.280]  所以無條件的愛
[00:03:10.280 --> 00:03:13.840]  在下一代說的是上帝的愛
[00:03:13.840 --> 00:03:15.160]  都是很棘手的
[00:03:15.160 --> 00:03:16.720]  他覺得
[00:03:16.720 --> 00:03:19.240]  爹為什麼不很疼你?
[00:03:19.240 --> 00:03:21.360]  但他們會覺得不是
[00:03:21.360 --> 00:03:22.960]  不是,我買了很多禮物給你
[00:03:22.960 --> 00:03:24.600]  帶你去玩之類的
[00:03:24.600 --> 00:03:25.480]  當然有些人說
[00:03:25.480 --> 00:03:26.640]  他喜歡去日本
[00:03:26.640 --> 00:03:27.600]  就帶我去
[00:03:27.600 --> 00:03:29.640]  不是我喜歡去的
[00:03:29.640 --> 00:03:31.280]  但是第二件事最慘是
[00:03:31.280 --> 00:03:33.080]  他們覺得他們得到的東西
[00:03:33.080 --> 00:03:35.440]  是因為他們應得的
[00:03:35.440 --> 00:03:36.680]  我考試合格
[00:03:36.680 --> 00:03:37.640]  我考到第一
[00:03:37.640 --> 00:03:39.320]  我派到那間學校
[00:03:39.320 --> 00:03:40.280]  所以我覺得
[00:03:40.280 --> 00:03:42.920]  在獎品和禮物這個問題
[00:03:42.920 --> 00:03:46.880]  在家長教育也要考慮一下
[00:03:46.880 --> 00:03:48.280]  因為某程度來說
[00:03:48.280 --> 00:03:50.120]  我們如果收到禮物
[00:03:50.120 --> 00:03:51.880]  是很開心的
[00:03:51.880 --> 00:03:55.360]  因為你沒想過是自己努力得來的
[00:03:55.360 --> 00:03:56.760]  當然努力得來也會開心
[00:03:56.760 --> 00:03:57.960]  但我跟他們是不一樣的
[00:03:57.960 --> 00:03:59.240]  因為你送禮物給我
[00:03:59.240 --> 00:04:01.840]  我會覺得很悲哀那種感覺
[00:04:01.840 --> 00:04:04.160]  但是你說我要很努力得到
[00:04:04.160 --> 00:04:07.160]  好像就是我很辛苦地達成我的目標
[00:04:07.160 --> 00:04:09.520]  好像功勞都歸功自己
[00:04:09.520 --> 00:04:11.320]  因此在信仰裡面
[00:04:11.320 --> 00:04:12.280]  我們也很複雜的
[00:04:12.280 --> 00:04:13.760]  特別是我們有報道會
[00:04:13.760 --> 00:04:15.560]  我們就猜有人會相信耶穌
[00:04:15.560 --> 00:04:17.400]  因為你相信耶穌是什麼
[00:04:17.400 --> 00:04:18.440]  是恩典來的
[00:04:18.440 --> 00:04:19.680]  是禮物來的
[00:04:19.680 --> 00:04:21.360]  你沒有做過任何事
[00:04:21.360 --> 00:04:23.000]  我們的神真的愛我們
[00:04:23.000 --> 00:04:24.760]  甚至又為我們死
[00:04:24.760 --> 00:04:25.800]  但是你沒想過
[00:04:25.800 --> 00:04:27.440]  突然間一個星期後
[00:04:27.440 --> 00:04:28.680]  如果他今天我不知道有沒有新朋友
[00:04:28.680 --> 00:04:30.720]  跟我們回來教會的時候
[00:04:30.720 --> 00:04:33.080]  慢慢如果有加入你的小組
[00:04:33.080 --> 00:04:35.360]  那就好像有些出事
[00:04:35.360 --> 00:04:37.920]  因為天物是出名有系統的
[00:04:37.920 --> 00:04:40.200]  要求有些規則很清楚
[00:04:40.200 --> 00:04:41.520]  突然間就覺得
[00:04:41.520 --> 00:04:42.480]  我信了耶穌
[00:04:42.480 --> 00:04:44.760]  我每天都要跟你重拜嗎
[00:04:44.760 --> 00:04:47.400]  我想你的Best有這樣的反應
[00:04:47.400 --> 00:04:49.000]  接著還要跟你回小組
[00:04:49.000 --> 00:04:50.640]  幸福小組也會玩四次
[00:04:50.640 --> 00:04:52.160]  還可以離開與不離開
[00:04:52.160 --> 00:04:54.640]  原來小組是要每天都來
[00:04:54.640 --> 00:04:55.960]  就是每次都來的
[00:04:55.960 --> 00:04:57.000]  如果不來
[00:04:57.000 --> 00:04:59.640]  好像組長就會大興問罪之師
[00:04:59.640 --> 00:05:01.600]  你什麼時候不回來那些
[00:05:01.600 --> 00:05:02.440]  突然間
[00:05:02.440 --> 00:05:05.160]  如果你回去你剛剛初信
[00:05:05.160 --> 00:05:06.680]  你初信的時候
[00:05:06.680 --> 00:05:09.240]  你覺得都是有點卡卡的
[00:05:09.240 --> 00:05:12.960]  保羅在《菲律賓書》其實是在說什麼呢
[00:05:12.960 --> 00:05:15.120]  所以我今天花一點點時間
[00:05:15.120 --> 00:05:17.960]  當然他在經文裡面說的是
[00:05:17.960 --> 00:05:20.960]  他很表現出他真的很渴望這個獎賞
[00:05:20.960 --> 00:05:22.920]  也很傾盡全力的
[00:05:22.920 --> 00:05:23.680]  同不同意
[00:05:23.680 --> 00:05:24.920]  我們回來教會內
[00:05:24.920 --> 00:05:26.440]  知道保羅是誰
[00:05:26.440 --> 00:05:29.360]  我們知道這個弟兄
[00:05:29.360 --> 00:05:31.280]  他真的非常aggressive
[00:05:31.280 --> 00:05:33.360]  而且是非常努力
[00:05:33.360 --> 00:05:35.480]  所以他用到這麼強烈的字眼說
[00:05:35.480 --> 00:05:37.680]  我只是有一件事
[00:05:37.680 --> 00:05:38.840]  我是會什麼
[00:05:38.840 --> 00:05:40.360]  繼續努力面前
[00:05:40.360 --> 00:05:45.800]  為了得到上帝為我預備的那個獎勵
[00:05:45.800 --> 00:05:47.600]  那保羅其實是什麼人來的呢
[00:05:47.600 --> 00:05:49.280]  可能剛剛回教會的朋友
[00:05:49.280 --> 00:05:51.040]  可能不是很認清楚的
[00:05:51.040 --> 00:05:52.480]  但是我們《才華卷書》
[00:05:52.480 --> 00:05:54.000]  今天不是說他生平
[00:05:54.000 --> 00:05:57.040]  那如果我用一個資料給你
[00:05:57.040 --> 00:05:58.520]  你就知道他多麼威風
[00:05:58.520 --> 00:06:01.920]  我們讀本《新約聖經》是有27卷的
[00:06:01.920 --> 00:06:02.720]  ok
[00:06:02.720 --> 00:06:07.800]  《使徒保羅》竟然是13卷都是他寫的
[00:06:07.800 --> 00:06:10.040]  所以你心目中總是知道
[00:06:10.040 --> 00:06:11.600]  他是大人物來的
[00:06:11.600 --> 00:06:12.880]  將來你讀書的時候
[00:06:12.880 --> 00:06:15.600]  你會認識保羅的生平多一些
[00:06:15.600 --> 00:06:16.160]  簡單來說
[00:06:16.160 --> 00:06:18.480]  丁子梅我們看一看保羅的一生
[00:06:18.480 --> 00:06:19.920]  他已經很顯赫的了
[00:06:19.920 --> 00:06:20.680]  對我們來說
[00:06:20.680 --> 00:06:22.480]  就算他寫《肥臘筆書》的時候
[00:06:22.480 --> 00:06:23.520]  也已經很厲害了
[00:06:23.520 --> 00:06:24.680]  宣教之類的
[00:06:24.680 --> 00:06:27.680]  但是為什麼他還說他還沒救呢
[00:06:27.680 --> 00:06:29.720]  他還要向前走呢
[00:06:29.720 --> 00:06:35.040]  當然保羅真心是沒有和耶穌相遇的
[00:06:35.040 --> 00:06:39.120]  ok 因為耶穌在那裡Vr鬼叫的時候
[00:06:39.120 --> 00:06:40.840]  很風光的時候
[00:06:40.840 --> 00:06:42.120]  但是在保羅來說
[00:06:42.120 --> 00:06:43.920]  他是傳統的猶太人
[00:06:43.920 --> 00:06:45.560]  而且是競拳派
[00:06:45.560 --> 00:06:46.840]  是法律賽人
[00:06:46.840 --> 00:06:48.040]  宗教的領袖
[00:06:48.040 --> 00:06:49.320]  對於這個耶穌
[00:06:49.320 --> 00:06:51.760]  他看起來是一個悶亂份子來的
[00:06:51.760 --> 00:06:53.760]  絕對不是耶穌的粉絲
[00:06:53.760 --> 00:06:56.760]  那到耶穌基督被釘死
[00:06:56.760 --> 00:06:57.560]  那當然是好
[00:06:57.560 --> 00:07:00.000]  打算蓋了亂子
[00:07:00.000 --> 00:07:01.920]  誰知道有一幫人跟隨他
[00:07:01.920 --> 00:07:03.400]  就瘋狂在那裡
[00:07:03.400 --> 00:07:05.480]  就傳耶穌是救世主
[00:07:05.480 --> 00:07:08.000]  那所以引起了很大的動盪
[00:07:08.000 --> 00:07:10.560]  而保羅也在這段時間大發熱心
[00:07:10.560 --> 00:07:13.240]  就要禁制這幫悶亂的份子
[00:07:13.240 --> 00:07:15.600]  於是他就去捉拿基督徒
[00:07:15.600 --> 00:07:17.520]  你想一下他是一個這樣的狀況
[00:07:17.520 --> 00:07:21.520]  極端熱愛宗教猶太教的一個人
[00:07:21.520 --> 00:07:22.760]  不過《聖經》裡面記載
[00:07:22.760 --> 00:07:24.240]  就是他也很神蹟地
[00:07:24.240 --> 00:07:26.920]  他竟然和復活的耶穌相遇
[00:07:26.920 --> 00:07:27.960]  那長話短說
[00:07:27.960 --> 00:07:30.360]  他就真的信了主
[00:07:30.360 --> 00:07:34.000]  但是你要知道他是一個強烈的宗教份子
[00:07:34.000 --> 00:07:35.840]  他對猶太教有很多認識
[00:07:35.840 --> 00:07:37.120]  也有很多的執著
[00:07:37.120 --> 00:07:38.400]  也都相信
[00:07:38.400 --> 00:07:40.960]  要去轉換他的思想
[00:07:40.960 --> 00:07:44.000]  變成一個信耶穌的人
[00:07:44.000 --> 00:07:45.880]  事實上真的是有難度的
[00:07:45.880 --> 00:07:48.280]  那所以在他自己的書信裡面去透露
[00:07:48.280 --> 00:07:50.080]  他有一個很多神秘的經驗
[00:07:50.080 --> 00:07:51.200]  當他信了主之後
[00:07:51.200 --> 00:07:53.040]  有大約三年的時間
[00:07:53.040 --> 00:07:54.600]  其實是不見了的
[00:07:54.600 --> 00:07:56.000]  原來這三年的時間
[00:07:56.000 --> 00:07:57.680]  他就是被神去提到
[00:07:57.680 --> 00:07:59.160]  去到沙漠的地區
[00:07:59.160 --> 00:08:01.640]  差不多是上帝親自
[00:08:01.640 --> 00:08:03.280]  和他有門訓課程
[00:08:03.280 --> 00:08:05.920]  所以當他一出來的時候
[00:08:05.920 --> 00:08:08.320]  為什麼他能夠這麼透徹
[00:08:08.320 --> 00:08:10.120]  和猶太人解釋
[00:08:10.120 --> 00:08:12.280]  你們一直在等的那個尼賽亞
[00:08:12.280 --> 00:08:13.680]  就是耶穌基督
[00:08:13.680 --> 00:08:16.760]  原來他私底下也有神學訓練
[00:08:16.760 --> 00:08:19.320]  就是上帝親自的去相遇
[00:08:19.320 --> 00:08:21.360]  但是你知道他的背景
[00:08:21.360 --> 00:08:23.200]  你出來是殺害基督徒的
[00:08:23.200 --> 00:08:24.480]  那時候又沒有臉書
[00:08:24.480 --> 00:08:25.440]  又沒有東張西望
[00:08:25.440 --> 00:08:27.400]  沒有辦法給你澄清的
[00:08:27.400 --> 00:08:30.000]  所以當他要回去
[00:08:30.000 --> 00:08:31.960]  一個叫做信仰的群體
[00:08:31.960 --> 00:08:34.000]  其實是很大的難度
[00:08:34.000 --> 00:08:35.800]  因此都是很奇妙的
[00:08:35.800 --> 00:08:37.840]  上帝安排了一個很好的人
[00:08:37.840 --> 00:08:38.680]  一個很好的信徒
[00:08:38.680 --> 00:08:39.920]  就叫做巴拿巴
[00:08:39.920 --> 00:08:42.720]  他就把保羅重新引薦
[00:08:42.720 --> 00:08:46.600]  進入了這一幫基督徒的群體裡面
[00:08:46.600 --> 00:08:48.520]  所以你想一下保羅
[00:08:48.520 --> 00:08:50.760]  其實他對信仰很認真
[00:08:50.760 --> 00:08:54.520]  亦都是非常棒棒聲的一個人
[00:08:54.520 --> 00:08:59.240]  其實信主到他要加入一個信仰的群體
[00:08:59.240 --> 00:09:02.280]  如果想真他都有很多很多的難度
[00:09:02.280 --> 00:09:03.520]  所以今天定興姐妹
[00:09:03.520 --> 00:09:05.200]  當我們說我們做福音工作
[00:09:05.200 --> 00:09:07.440]  我們很開心看到是收割的時間
[00:09:07.440 --> 00:09:08.840]  有人決志信主
[00:09:08.840 --> 00:09:11.040]  但是我期望大家要明白
[00:09:11.040 --> 00:09:13.560]  這個是一個很艱難的過程
[00:09:13.560 --> 00:09:16.520]  你覺得你帶他信主決志很難
[00:09:16.520 --> 00:09:17.920]  但是有沒有想過
[00:09:17.920 --> 00:09:21.240]  如果他真的要去落戶在一間教會
[00:09:21.240 --> 00:09:23.360]  進入一個基督教的群體
[00:09:23.360 --> 00:09:26.160]  其實都有很多困難在當中
[00:09:26.160 --> 00:09:27.280]  這樣說短說
[00:09:27.280 --> 00:09:29.840]  保羅當然他有他自己的理想
[00:09:29.840 --> 00:09:31.120]  我們每一個信主的人
[00:09:31.120 --> 00:09:33.040]  我們經歷過上帝真實的人
[00:09:33.040 --> 00:09:35.920]  我們有我們自己想為主發光
[00:09:35.920 --> 00:09:38.040]  然後為主發狂的那個階段
[00:09:38.040 --> 00:09:39.400]  我很想侍奉主
[00:09:39.400 --> 00:09:41.920]  我很想來到是帶更多人信耶穌
[00:09:41.920 --> 00:09:44.920]  我有很多東西很想很想很想
[00:09:44.920 --> 00:09:46.360]  保羅也是一樣
[00:09:46.360 --> 00:09:48.640]  他自己錯得這麼狡猾
[00:09:48.640 --> 00:09:50.080]  真的認錯了
[00:09:50.080 --> 00:09:51.960]  甚至還殺害基督徒
[00:09:51.960 --> 00:09:54.600]  對他來說是非常內疚
[00:09:54.600 --> 00:09:58.120]  所以他有一個很強烈的很澎湃的情懷
[00:09:58.120 --> 00:10:01.800]  他一定要為主去做傳福音的工作
[00:10:01.800 --> 00:10:03.920]  他心裡面最緊張的
[00:10:03.920 --> 00:10:05.440]  你知不知道他是誰
[00:10:05.440 --> 00:10:07.640]  他應該是最緊張的猶太人
[00:10:07.640 --> 00:10:10.040]  他本身是一個很典型的猶太人
[00:10:10.040 --> 00:10:11.400]  猶太人是很親密的
[00:10:11.400 --> 00:10:14.280]  他們才是上帝唯一的選民
[00:10:14.280 --> 00:10:16.160]  所以他是很期望
[00:10:16.160 --> 00:10:19.000]  回到猶太人當中傳福音的
[00:10:19.000 --> 00:10:20.920]  但是事已遠為
[00:10:20.920 --> 00:10:23.880]  因為你想想他兩邊是什麼人
[00:10:23.880 --> 00:10:26.360]  現在那群跟他一起
[00:10:26.360 --> 00:10:28.080]  見見猶太教的
[00:10:28.080 --> 00:10:29.800]  就覺得他是叛教的
[00:10:29.800 --> 00:10:32.520]  他怎麼會肯聽你的話
[00:10:32.520 --> 00:10:35.360]  但是那群信了耶穌的那群
[00:10:35.360 --> 00:10:37.200]  一聽見保羅的名字
[00:10:37.200 --> 00:10:38.760]  當然是走鑑頭
[00:10:38.760 --> 00:10:40.520]  因為他是捉拿我們的
[00:10:40.520 --> 00:10:43.200]  我怎麼知道那些傳言是真是假的
[00:10:43.200 --> 00:10:45.160]  所以其實他有很大的困難
[00:10:45.160 --> 00:10:46.960]  因此其實我相信
[00:10:46.960 --> 00:10:47.960]  保羅所經歷的
[00:10:47.960 --> 00:10:50.320]  和我們今天的頂展會在侍奉的裡面
[00:10:50.320 --> 00:10:51.640]  我們都會經歷過的
[00:10:51.640 --> 00:10:54.200]  有些位置我們很想在那個方面侍奉的
[00:10:54.200 --> 00:10:56.200]  有人誓死要做敬拜隊
[00:10:56.200 --> 00:10:57.640]  有人誓死要教授兒童
[00:10:57.640 --> 00:10:59.200]  或者有人很想做組長
[00:10:59.200 --> 00:11:00.440]  Something like that
[00:11:00.440 --> 00:11:03.120]  但是往往在信仰的歷程裡面
[00:11:03.120 --> 00:11:05.440]  我們都會有些東西是卡卡的
[00:11:05.440 --> 00:11:07.160]  究竟是我做得不好
[00:11:07.160 --> 00:11:08.880]  還是別人不選我
[00:11:08.880 --> 00:11:11.680]  在很多生命的跌宕裡面
[00:11:11.680 --> 00:11:12.640]  其實保羅和我們
[00:11:12.640 --> 00:11:14.720]  都經歷同一樣的路程
[00:11:14.720 --> 00:11:16.560]  所以上帝很憐憫他
[00:11:16.560 --> 00:11:19.760]  也在他的絕處裡面
[00:11:19.760 --> 00:11:22.720]  為他開了一個新的出路
[00:11:22.720 --> 00:11:23.960]  這個新的出路
[00:11:23.960 --> 00:11:25.800]  我相信是沒有人會想過的
[00:11:25.800 --> 00:11:29.880]  猶太人連外邦人都不做朋友的
[00:11:29.880 --> 00:11:32.400]  嘩!竟然今天上帝和他說
[00:11:32.400 --> 00:11:34.560]  叫他成為外邦的使徒
[00:11:34.560 --> 00:11:37.800]  即是說他向這個猶太人或以外的人
[00:11:37.800 --> 00:11:39.520]  什麼人都要傳福音
[00:11:39.520 --> 00:11:42.120]  在他來說很艱難
[00:11:42.120 --> 00:11:43.280]  吃東西很艱難
[00:11:43.280 --> 00:11:45.440]  所有的規矩很艱難
[00:11:45.440 --> 00:11:50.160]  但是保羅因為他認識他所信的神
[00:11:50.160 --> 00:11:55.680]  他知道彌賽亞對於人來說是多麼重要
[00:11:55.680 --> 00:11:57.960]  人類的靈魂得救是多麼重要
[00:11:57.960 --> 00:12:00.280]  於是他也開展了
[00:12:00.280 --> 00:12:03.040]  他向外宣教的幾個旅程
[00:12:03.040 --> 00:12:07.400]  就成為了我們讀到嘔的保羅生平
[00:12:07.400 --> 00:12:09.200]  將來讀書慢慢再談
[00:12:09.200 --> 00:12:12.040]  而我們看到保羅某程度來說
[00:12:12.040 --> 00:12:15.560]  他寫這篇菲律賓書的時候
[00:12:15.560 --> 00:12:16.960]  其實已經坐牢了
[00:12:16.960 --> 00:12:18.920]  我們知道他是末段
[00:12:18.920 --> 00:12:21.080]  其實他是邁向殉道的
[00:12:21.080 --> 00:12:24.920]  因此你看到在這段坐牢或困難的時間
[00:12:24.920 --> 00:12:27.040]  他是一邊報導
[00:12:27.040 --> 00:12:30.480]  一邊做牧養教會的工作
[00:12:30.480 --> 00:12:33.040]  這也是我近幾年改的
[00:12:33.040 --> 00:12:36.200]  因為我家裡一個人經常講保羅
[00:12:36.200 --> 00:12:37.440]  我又經常講耶穌
[00:12:37.440 --> 00:12:40.200]  所以我家裡是耶穌和保羅經常吵架的
[00:12:40.200 --> 00:12:42.280]  因為我老公經常很大聲吵架
[00:12:42.280 --> 00:12:45.120]  我只會躲在黐墨處不動
[00:12:45.120 --> 00:12:46.560]  但當你慢慢去研究保羅
[00:12:46.560 --> 00:12:49.320]  和細心讀他的書信的時候
[00:12:49.320 --> 00:12:51.560]  你會發現他很大聲
[00:12:51.560 --> 00:12:54.920]  慢慢變得很老練
[00:12:54.920 --> 00:12:56.880]  也很有牧者的心腸
[00:12:56.880 --> 00:13:00.800]  當然他的牧會不是留在一間教會
[00:13:00.800 --> 00:13:02.200]  保羅是到處去
[00:13:02.200 --> 00:13:03.200]  去建立教會
[00:13:03.200 --> 00:13:05.360]  然後又去其他地方傳福音
[00:13:05.360 --> 00:13:06.760]  又去再建立教會
[00:13:06.760 --> 00:13:09.280]  但你看看為何他有這麼多書信
[00:13:09.280 --> 00:13:11.960]  就是每一間教會所遇到的問題
[00:13:11.960 --> 00:13:13.800]  他都會放在心上
[00:13:13.800 --> 00:13:15.840]  他會不斷地寫信
[00:13:15.840 --> 00:13:18.640]  把很多真理重新教導
[00:13:18.640 --> 00:13:21.520]  又給他們很多的安慰和鼓勵
[00:13:21.520 --> 00:13:25.600]  這就是保羅整個人生
[00:13:25.600 --> 00:13:26.840]  在我們看來
[00:13:26.840 --> 00:13:29.280]  其實他真的很厲害
[00:13:29.280 --> 00:13:32.320]  「前無古人,後無來者」
[00:13:32.320 --> 00:13:35.000]  但偏偏在瑞比里書第三章的時候
[00:13:35.000 --> 00:13:38.120]  他會說出我們剛才讀的金句那段說話
[00:13:38.120 --> 00:13:40.120]  就是他覺得他還未得到
[00:13:40.120 --> 00:13:43.040]  他還有一件事是要竭力地去追求
[00:13:43.040 --> 00:13:45.800]  今天就真的很切合我們纖默
[00:13:45.800 --> 00:13:47.720]  我們剛剛走了三十年
[00:13:47.720 --> 00:13:50.920]  我們就剛剛在這裡感恩感恩又曬下癮
[00:13:50.920 --> 00:13:52.320]  覺得很開心
[00:13:52.320 --> 00:13:54.320]  都做得不錯、挺好
[00:13:54.320 --> 00:13:57.840]  很多勾起不同時代的經驗
[00:13:57.840 --> 00:14:01.960]  大家都是一個很滿足、很開心的感受
[00:14:01.960 --> 00:14:05.040]  但我覺得上帝今天也要提醒整個教會
[00:14:05.040 --> 00:14:07.840]  我們是未完全得著的
[00:14:07.840 --> 00:14:11.640]  跟旁邊的人說你仍須努力
[00:14:11.640 --> 00:14:14.280]  整本書太多了
[00:14:14.280 --> 00:14:17.320]  所以我選了第三章一段經文跟大家分享
[00:14:17.320 --> 00:14:22.560]  為何保羅會在瑞比里書寫了這整篇說話呢?
[00:14:22.560 --> 00:14:25.480]  第一是當時教會是遇到很多困難的
[00:14:25.480 --> 00:14:27.560]  他們受迫迫
[00:14:27.560 --> 00:14:29.720]  因為連保羅也坐牢
[00:14:29.720 --> 00:14:33.000]  而且最慘是異端邪說是不斷地出現的
[00:14:33.000 --> 00:14:34.480]  其中有一件事就是
[00:14:34.480 --> 00:14:36.760]  核心都是猶太人的問題
[00:14:36.760 --> 00:14:41.800]  信了主的猶太人有部份是接受不了
[00:14:41.800 --> 00:14:46.680]  外邦的猶太人是不行國禮的
[00:14:46.680 --> 00:14:48.480]  因為國禮對於他們是很重要的
[00:14:48.480 --> 00:14:51.920]  他們覺得是應該要做回這個身份的
[00:14:51.920 --> 00:14:55.520]  保羅對於這些說法是非常不客氣的
[00:14:55.520 --> 00:15:01.120]  是大聲地去責備他們的異端邪說
[00:15:01.120 --> 00:15:03.880]  令到他們失落的
[00:15:03.880 --> 00:15:06.000]  因為靠行為得救
[00:15:06.000 --> 00:15:09.720]  某程度上就是猶太教一個很重要的核心
[00:15:09.720 --> 00:15:11.320]  因為在舊約的時候
[00:15:11.320 --> 00:15:12.800]  十誡頒得很清楚
[00:15:12.800 --> 00:15:15.480]  然後所有事情都很仔細
[00:15:15.480 --> 00:15:17.160]  每一件事都要遵守
[00:15:17.160 --> 00:15:21.080]  而猶太人為了更加表現自己的敬虔
[00:15:21.080 --> 00:15:23.520]  十誡就發展了千多條誡
[00:15:23.520 --> 00:15:25.480]  越來越多規矩
[00:15:25.480 --> 00:15:26.720]  很坦白地說
[00:15:26.720 --> 00:15:28.880]  我是由瑞比里書寫這間教會的
