
[00:00:00.000 --> 00:00:07.000]  今早我們繼續用安靜思想主耶穌基督的說話
[00:02:56.000 --> 00:02:59.000]  很多時候都是我們所做的事
[00:02:59.000 --> 00:03:02.000]  能夠使別人得到益處
[00:03:02.000 --> 00:03:05.000]  叫人能夠得到幫助
[00:03:05.000 --> 00:03:09.000]  當我們體會到私比仇是甚麼?
[00:03:09.000 --> 00:03:11.000]  真是更為有福
[00:03:11.000 --> 00:03:13.000]  我們就會體驗到
[00:03:13.000 --> 00:03:15.000]  原來不是"You do you"
[00:03:15.000 --> 00:03:17.000]  或者"I do I"
[00:03:17.000 --> 00:03:19.000]  是我們所做的
[00:03:19.000 --> 00:03:21.000]  是不是對其他人
[00:03:21.000 --> 00:03:22.000]  "Others"
[00:03:22.000 --> 00:03:24.000]  帶來益處
[00:03:24.000 --> 00:03:29.000]  這是我們真正快樂的源頭
[00:03:29.000 --> 00:03:31.000]  當我們自私自利的時候
[00:03:31.000 --> 00:03:32.000]  一定不會快樂
[00:03:32.000 --> 00:03:36.000]  反而當我們留意別人的需要
[00:03:36.000 --> 00:03:43.000]  在我們的信仰當中實踐愛心
[00:03:43.000 --> 00:03:44.000]  我們會發覺
[00:03:44.000 --> 00:03:47.000]  這真是一種經驗神與我們同在
[00:03:47.000 --> 00:03:50.000]  和快樂的秘訣
[00:03:50.000 --> 00:03:52.000]  所以耶穌基督在這裡
[00:03:52.000 --> 00:03:55.000]  說到第五個福的時候
[00:03:55.000 --> 00:03:58.000]  是承接上面我們所說過的這幾個
[00:03:58.000 --> 00:04:00.000]  當我們虛心承認
[00:04:00.000 --> 00:04:01.000]  我們自己的不足
[00:04:01.000 --> 00:04:03.000]  零裡的貧窮
[00:04:03.000 --> 00:04:05.000]  我們就轉向神
[00:04:05.000 --> 00:04:08.000]  去哀動我們的罪
[00:04:08.000 --> 00:04:11.000]  以溫柔的心領受神的教誨
[00:04:11.000 --> 00:04:14.000]  然後傳一個忌渴無義的心
[00:04:14.000 --> 00:04:18.000]  來栽傳神祂自己的道
[00:04:18.000 --> 00:04:23.000]  以及祂給我們在救恩裡的義
[00:04:23.000 --> 00:04:26.000]  這四個比較來說
[00:04:26.000 --> 00:04:28.000]  當然不是絕對的
[00:04:28.000 --> 00:04:29.000]  比較來說
[00:04:29.000 --> 00:04:31.000]  是我們和神建立的關係
[00:04:31.000 --> 00:04:34.000]  或者我們向神的一個態度
[00:04:34.000 --> 00:04:37.000]  但是主耶穌接下來以下這四個
[00:04:37.000 --> 00:04:43.000]  就是比較說到我們向人
[00:04:43.000 --> 00:04:46.000]  怎樣去表達我們的信仰
[00:04:46.000 --> 00:04:49.000]  或者承接我們有新的生命的時候
[00:04:49.000 --> 00:04:52.000]  怎樣活出在人的當中
[00:04:52.000 --> 00:04:58.000]  或者我們有神的義
[00:04:58.000 --> 00:05:00.000]  了解了我們稱義
[00:05:00.000 --> 00:05:01.000]  有了義的生命
[00:05:01.000 --> 00:05:02.000]  有了神的生命的時候
[00:05:02.000 --> 00:05:06.000]  怎樣活出義行
[00:05:06.000 --> 00:05:10.000]  在我們人生裡面
[00:05:10.000 --> 00:05:11.000]  所以天國的指紋
[00:05:11.000 --> 00:05:15.000]  我們是一個信仰實踐的人
[00:05:15.000 --> 00:05:17.000]  不只是在觀念上
[00:05:17.000 --> 00:05:19.000]  而是實際在我們行動上
[00:05:19.000 --> 00:05:22.000]  去表達出我們的信心的真實
[00:05:22.000 --> 00:05:24.000]  所以當到第五個福的時候
[00:05:24.000 --> 00:05:31.000]  這裡就說到連率人是無福的
[00:05:31.000 --> 00:05:34.000]  在原本的希臘文
[00:05:34.000 --> 00:05:37.000]  這個連率這個字
[00:05:37.000 --> 00:05:40.000]  可以翻譯為慈悲
[00:05:40.000 --> 00:05:44.000]  或者英文多數翻譯為merciful
[00:05:44.000 --> 00:05:47.000]  就是對人有憐憫
[00:05:47.000 --> 00:05:49.000]  所以很多的翻譯都是
[00:05:49.000 --> 00:05:51.000]  Blessed are the merciful
[00:05:51.000 --> 00:05:56.000]  For they shall receive mercy
[00:05:56.000 --> 00:05:58.000]  連率人的意思就是說
[00:05:58.000 --> 00:06:02.000]  一個慈悲的心向別人施恩
[00:06:02.000 --> 00:06:04.000]  或者施連率
[00:06:04.000 --> 00:06:08.000]  可以包括對人有同情心
[00:06:08.000 --> 00:06:12.000]  或者給人一些援助
[00:06:12.000 --> 00:06:15.000]  能夠體恤別人的困難
[00:06:15.000 --> 00:06:17.000]  或者他的軟弱
[00:06:17.000 --> 00:06:20.000]  願意赦免別人
[00:06:20.000 --> 00:06:23.000]  或者去關心其他人的需要
[00:06:23.000 --> 00:06:28.000]  這也是一種外顯主動
[00:06:28.000 --> 00:06:30.000]  是愛心的一種實潛
[00:06:30.000 --> 00:06:34.000]  和我們基督教一向所說的道理
[00:06:34.000 --> 00:06:36.000]  是一脈相承
[00:06:36.000 --> 00:06:38.000]  很清楚是天國子民
[00:06:38.000 --> 00:06:40.000]  我們能夠有的一種樣式
[00:06:40.000 --> 00:06:43.000]  所以從我們自我為中心
[00:06:43.000 --> 00:06:44.000]  I do I
[00:06:44.000 --> 00:06:46.000]  或者You do You
[00:06:46.000 --> 00:06:48.000]  的人生觀念去轉向
[00:06:48.000 --> 00:06:50.000]  以別人的需要
[00:06:50.000 --> 00:06:53.000]  看看什麼可以去連率
[00:06:53.000 --> 00:06:55.000]  有什麼可以幫助
[00:06:55.000 --> 00:06:56.000]  我們能夠在內心裡
[00:06:56.000 --> 00:07:00.000]  有一個真正的慈悲心懷
[00:07:00.000 --> 00:07:06.000]  天國子民為什麼需要連率人呢
[00:07:06.000 --> 00:07:09.000]  我們今天來看以下這幾方面
[00:07:09.000 --> 00:07:10.000]  第一,我們看見
[00:07:10.000 --> 00:07:13.000]  第一,連率人是主耶穌所看中的
[00:07:13.000 --> 00:07:15.000]  所以他很清楚
[00:07:15.000 --> 00:07:18.000]  是天國八福的時候所提出來
[00:07:18.000 --> 00:07:22.000]  他好像是以一貫性
[00:07:22.000 --> 00:07:24.000]  或者是一概而論
[00:07:24.000 --> 00:07:26.000]  沒有分什麼人
[00:07:26.000 --> 00:07:27.000]  或者沒有什麼情況
[00:07:27.000 --> 00:07:29.000]  為什麼是這樣的意思呢
[00:07:29.000 --> 00:07:30.000]  原來這是一種
[00:07:30.000 --> 00:07:33.000]  主耶穌基督看重的心性
[00:07:33.000 --> 00:07:34.000]  或者品格
[00:07:34.000 --> 00:07:37.000]  或者是天國子民的一種性情
[00:07:37.000 --> 00:07:40.000]  就是說本身所擁有的一種性情
[00:07:40.000 --> 00:07:41.000]  為什麼呢
[00:07:41.000 --> 00:07:42.000]  原來我們知道
[00:07:42.000 --> 00:07:43.000]  耶穌看重的
[00:07:43.000 --> 00:07:46.000]  是因為這是神的本性之一
[00:07:46.000 --> 00:07:50.000]  這是神的屬性的其中一個表達
[00:07:50.000 --> 00:07:53.000]  也是主耶穌基督來到這個世界上
[00:07:53.000 --> 00:07:55.000]  祂要去見證出來的
[00:07:55.000 --> 00:07:57.000]  這個神的屬性
[00:07:57.000 --> 00:07:58.000]  就是神
[00:07:58.000 --> 00:08:00.000]  是一位連率人的上帝
[00:08:00.000 --> 00:08:03.000]  God is a merciful God
[00:08:03.000 --> 00:08:05.000]  所以我們看見
[00:08:05.000 --> 00:08:07.000]  在這個世界裡面
[00:08:07.000 --> 00:08:10.000]  只是弱肉強食
[00:08:10.000 --> 00:08:12.000]  只是想到怎麼樣
[00:08:12.000 --> 00:08:13.000]  你對我不好
[00:08:13.000 --> 00:08:15.000]  我要報復你
[00:08:15.000 --> 00:08:17.000]  甚至覺得
[00:08:17.000 --> 00:08:21.000]  真的是一種很興奮
[00:08:21.000 --> 00:08:24.000]  去做一些傷害人的事
[00:08:24.000 --> 00:08:27.000]  這是一種最大的結果
[00:08:27.000 --> 00:08:28.000]  也是遠離神
[00:08:28.000 --> 00:08:30.000]  祂本身的屬性
[00:08:30.000 --> 00:08:31.000]  所以我們看見
[00:08:31.000 --> 00:08:35.000]  為什麼我們要去連率人呢
[00:08:35.000 --> 00:08:37.000]  因為我們是學校主
[00:08:37.000 --> 00:08:39.000]  神是一位連率人的神
[00:08:39.000 --> 00:08:42.000]  神本身就是一位連率的上帝
[00:08:42.000 --> 00:08:45.000]  所以在主耶穌親自來到這個世界
[00:08:45.000 --> 00:08:48.000]  去顯出祂就是上帝的時候
[00:08:48.000 --> 00:08:51.000]  祂很清楚在祂的人生行為
[00:08:51.000 --> 00:08:52.000]  祂的侍奉
[00:08:52.000 --> 00:08:53.000]  祂的見證當中
[00:08:53.000 --> 00:08:54.000]  表達出來
[00:08:54.000 --> 00:08:56.000]  祂是帶著連率的
[00:08:56.000 --> 00:08:58.000]  這種連率
[00:08:58.000 --> 00:08:59.000]  是帶著一種
[00:08:59.000 --> 00:09:02.000]  內心開始的一種屬性
[00:09:02.000 --> 00:09:04.000]  從內心開始
[00:09:04.000 --> 00:09:06.000]  一種慈悲為懷
[00:09:06.000 --> 00:09:08.000]  內心的狀況
[00:09:08.000 --> 00:09:11.000]  所以很多時候記載主耶穌
[00:09:11.000 --> 00:09:14.000]  祂在四福音裡面記載
[00:09:14.000 --> 00:09:16.000]  祂動了慈心
[00:09:16.000 --> 00:09:19.000]  或者祂看見就連率他們
[00:09:19.000 --> 00:09:21.000]  或者記載
[00:09:21.000 --> 00:09:24.000]  耶穌說看見就愛他們
[00:09:24.000 --> 00:09:26.000]  大家很清楚記得
[00:09:26.000 --> 00:09:29.000]  有一次一位長大麻風的人
[00:09:29.000 --> 00:09:31.000]  求主耶穌來醫治
[00:09:31.000 --> 00:09:33.000]  他說主若肯
[00:09:33.000 --> 00:09:36.000]  必能叫我得著存願
[00:09:36.000 --> 00:09:39.000]  長大麻風的人很有信心
[00:09:39.000 --> 00:09:42.000]  仰望耶穌的醫治
[00:09:42.000 --> 00:09:44.000]  聖經記載
[00:09:44.000 --> 00:09:45.000]  怎麼記載呢
[00:09:45.000 --> 00:09:46.000]  耶穌就醫治他
[00:09:46.000 --> 00:09:47.000]  是不是這樣
[00:09:47.000 --> 00:09:48.000]  不是
[00:09:48.000 --> 00:09:50.000]  又可以是
[00:09:50.000 --> 00:09:52.000]  不過之前加了一句
[00:09:52.000 --> 00:09:55.000]  主動了慈心
[00:09:55.000 --> 00:09:57.000]  所以祂是從心開始
[00:09:57.000 --> 00:10:00.000]  從心裡面發出一種連率
[00:10:00.000 --> 00:10:02.000]  一種愛祂的心
[00:10:02.000 --> 00:10:03.000]  所以
[00:10:03.000 --> 00:10:05.000]  甚至耶穌不單止
[00:10:05.000 --> 00:10:07.000]  叫祂得醫治
[00:10:07.000 --> 00:10:10.000]  不單止從麻風病痊癒
[00:10:10.000 --> 00:10:13.000]  更加地去摸他
[00:10:13.000 --> 00:10:15.000]  表示接納
[00:10:15.000 --> 00:10:17.000]  因為當麻風病人
[00:10:17.000 --> 00:10:20.000]  體會的不單止是
[00:10:20.000 --> 00:10:22.000]  耶穌那種醫治的能力
[00:10:22.000 --> 00:10:25.000]  他體會和深深經驗的
[00:10:25.000 --> 00:10:28.000]  就是耶穌連率他
[00:10:28.000 --> 00:10:30.000]  愛他接納他的心
[00:10:30.000 --> 00:10:32.000]  這種就是帶來他
[00:10:32.000 --> 00:10:35.000]  傳人的一個醫治
[00:10:35.000 --> 00:10:37.000]  當我們看見
[00:10:37.000 --> 00:10:38.000]  在馬太福音
[00:10:38.000 --> 00:10:40.000]  就是這個登山寶訓
[00:10:40.000 --> 00:10:41.000]  一直下去
[00:10:41.000 --> 00:10:42.000]  我們知道馬太福音
[00:10:42.000 --> 00:10:45.000]  是以一個王者
[00:10:45.000 --> 00:10:46.000]  天國的王
[00:10:46.000 --> 00:10:47.000]  來到這個世界上
[00:10:47.000 --> 00:10:49.000]  來實踐
[00:10:49.000 --> 00:10:51.000]  和建立他的角度
[00:10:51.000 --> 00:10:53.000]  一開始
[00:10:53.000 --> 00:10:54.000]  天國的獻章
[00:10:54.000 --> 00:10:55.000]  我們看過的
[00:10:55.000 --> 00:10:56.000]  但是接下來
[00:10:56.000 --> 00:10:57.000]  我們發覺
[00:10:57.000 --> 00:10:58.000]  在這個馬太福音
[00:10:58.000 --> 00:10:59.000]  很多時候記載
[00:10:59.000 --> 00:11:00.000]  都是講到
[00:11:00.000 --> 00:11:03.000]  耶穌是以軍王的身份
[00:11:03.000 --> 00:11:05.000]  來顯露他自己
[00:11:05.000 --> 00:11:06.000]  很多時候
[00:11:06.000 --> 00:11:07.000]  不單止是他自己
[00:11:07.000 --> 00:11:08.000]  來表達出來
[00:11:08.000 --> 00:11:10.000]  就是其他的人
[00:11:10.000 --> 00:11:11.000]  所以馬太記載的時候
[00:11:11.000 --> 00:11:12.000]  特別記載這些說話
[00:11:12.000 --> 00:11:13.000]  是有意思的
[00:11:13.000 --> 00:11:14.000]  很多時候
[00:11:14.000 --> 00:11:15.000]  他都是講到
[00:11:15.000 --> 00:11:17.000]  大衛的子孫
[00:11:17.000 --> 00:11:18.000]  大衛的子孫
[00:11:18.000 --> 00:11:19.000]  如果你回去
[00:11:19.000 --> 00:11:20.000]  讀馬太福音的時候
[00:11:20.000 --> 00:11:21.000]  你會發覺
[00:11:21.000 --> 00:11:22.000]  很多時候他的記載
[00:11:22.000 --> 00:11:24.000]  用這個角度來描寫
[00:11:24.000 --> 00:11:26.000]  什麼叫大衛的子孫呢
[00:11:26.000 --> 00:11:28.000]  大衛的子孫就是
[00:11:28.000 --> 00:11:29.000]  他們要等候那位
[00:11:29.000 --> 00:11:31.000]  微塞的軍王
[00:11:31.000 --> 00:11:33.000]  就是那位神所授高的
[00:11:33.000 --> 00:11:35.000]  那個軍王
[00:11:35.000 --> 00:11:36.000]  所以他是承接
[00:11:36.000 --> 00:11:38.000]  大衛的寶座
[00:11:38.000 --> 00:11:39.000]  承接大衛的王權
[00:11:39.000 --> 00:11:40.000]  來到這裡
[00:11:40.000 --> 00:11:42.000]  建立一個新的
[00:11:42.000 --> 00:11:44.000]  神的角度
[00:11:44.000 --> 00:11:45.000]  所以我們發覺
[00:11:45.000 --> 00:11:46.000]  在馬太福音
[00:11:46.000 --> 00:11:47.000]  第十五章
[00:11:47.000 --> 00:11:48.000]  如果大家有時間
[00:11:48.000 --> 00:11:49.000]  回去看
[00:11:49.000 --> 00:11:51.000]  就算連一個外邦的婦人
[00:11:51.000 --> 00:11:53.000]  就是一個迦南的婦人
[00:11:53.000 --> 00:11:55.000]  因為在猶太的人當中
[00:11:55.000 --> 00:11:56.000]  她都認識到
[00:11:56.000 --> 00:11:57.000]  這個猶太人
[00:11:57.000 --> 00:11:58.000]  所等候的
[00:11:58.000 --> 00:12:01.000]  就是這個微塞的軍王
[00:12:01.000 --> 00:12:03.000]  就是這位天國的
[00:12:03.000 --> 00:12:04.000]  大主宰
[00:12:04.000 --> 00:12:05.000]  所以在馬太福音
[00:12:05.000 --> 00:12:06.000]  十五章
[00:12:06.000 --> 00:12:07.000]  這個迦南婦人
[00:12:07.000 --> 00:12:08.000]  她有一個女兒
[00:12:08.000 --> 00:12:10.000]  被鬼附著
[00:12:10.000 --> 00:12:11.000]  甚苦
[00:12:11.000 --> 00:12:12.000]  所以她就
[00:12:12.000 --> 00:12:14.000]  見到耶穌的時候
[00:12:14.000 --> 00:12:15.000]  來呼求
[00:12:15.000 --> 00:12:17.000]  她說主啊
[00:12:17.000 --> 00:12:19.000]  大衛的子孫
[00:12:19.000 --> 00:12:21.000]  可憐我
[00:12:21.000 --> 00:12:23.000]  所以你看到這裡
[00:12:23.000 --> 00:12:24.000]  給我們看見
[00:12:24.000 --> 00:12:26.000]  原來是
[00:12:26.000 --> 00:12:28.000]  這個大衛的子孫
[00:12:28.000 --> 00:12:30.000]  或者這位天國的軍王
[00:12:30.000 --> 00:12:32.000]  帶著一個什麼形式
[00:12:32.000 --> 00:12:33.000]  一個什麼形態
[00:12:33.000 --> 00:12:34.000]  來到這個世上呢
[00:12:34.000 --> 00:12:37.000]  是一位連率人的軍王
[00:12:37.000 --> 00:12:38.000]  所以當這個迦南婦人
[00:12:38.000 --> 00:12:40.000]  她說大衛的子孫
[00:12:40.000 --> 00:12:42.000]  可憐我
[00:12:42.000 --> 00:12:43.000]  我們去到
[00:12:43.000 --> 00:12:46.000]  在這個第二十章
[00:12:46.000 --> 00:12:47.000]  馬太福音的二十章
[00:12:47.000 --> 00:12:49.000]  當時有兩個核子
[00:12:49.000 --> 00:12:51.000]  坐在路旁
[00:12:51.000 --> 00:12:53.000]  她聽見耶穌經過
[00:12:53.000 --> 00:12:55.000]  就大聲地來求耶穌
[00:12:55.000 --> 00:12:57.000]  她怎麼說呢
[00:12:57.000 --> 00:12:59.000]  她說主啊
[00:12:59.000 --> 00:13:00.000]  你們也知道
[00:13:00.000 --> 00:13:01.000]  大衛的子孫說什麼
[00:13:01.000 --> 00:13:03.000]  就算不懂得看經文
[00:13:03.000 --> 00:13:04.000]  剛才也說過
[00:13:04.000 --> 00:13:07.000]  大衛的子孫
[00:13:07.000 --> 00:13:08.000]  然後呢
[00:13:08.000 --> 00:13:11.000]  可憐我們吧
[00:13:11.000 --> 00:13:12.000]  所以在這裡
[00:13:12.000 --> 00:13:13.000]  我們再一次看見
[00:13:13.000 --> 00:13:15.000]  同樣的記載
[00:13:15.000 --> 00:13:16.000]  在不同的人身上
[00:13:16.000 --> 00:13:18.000]  相信這兩個
[00:13:18.000 --> 00:13:21.000]  應該可能是猶太人
[00:13:21.000 --> 00:13:23.000]  所以無論是外邦人
[00:13:23.000 --> 00:13:24.000]  或者猶太人
[00:13:24.000 --> 00:13:26.000]  他們都有一個認識度
[00:13:26.000 --> 00:13:28.000]  知道這位
[00:13:28.000 --> 00:13:31.000]  要來的大衛的子孫
[00:13:31.000 --> 00:13:32.000]  未出下軍王
[00:13:32.000 --> 00:13:35.000]  是一位連率人的主
[00:13:35.000 --> 00:13:36.000]  所以我們看見
[00:13:36.000 --> 00:13:37.000]  主耶穌基督
[00:13:37.000 --> 00:13:40.000]  是一位滿有連率的軍王
[00:13:40.000 --> 00:13:41.000]  他來到
[00:13:41.000 --> 00:13:43.000]  去施行他的愛
[00:13:43.000 --> 00:13:45.000]  和他的連率
[00:13:45.000 --> 00:13:46.000]  所以當我們
[00:13:46.000 --> 00:13:48.000]  成為天國的子民
[00:13:48.000 --> 00:13:50.000]  進入天國裡面
[00:13:50.000 --> 00:13:52.000]  來跟從學校主的時候
[00:13:52.000 --> 00:13:54.000]  我們豈不是應該
[00:13:54.000 --> 00:13:55.000]  像耶穌一樣
[00:13:55.000 --> 00:13:57.000]  因為他體重
[00:13:57.000 --> 00:13:59.000]  這個質素
[00:13:59.000 --> 00:14:00.000]  我們要連率人
[00:14:00.000 --> 00:14:01.000]  為什麼呢
[00:14:01.000 --> 00:14:02.000]  因為神本身
[00:14:02.000 --> 00:14:04.000]  是一位連率人的上帝
[00:14:04.000 --> 00:14:06.000]  所以正是這樣
[00:14:06.000 --> 00:14:07.000]  他要建立一個
[00:14:07.000 --> 00:14:08.000]  好憐憫的角度
[00:14:08.000 --> 00:14:10.000]  一個連率人的角度
[00:14:10.000 --> 00:14:13.000]  一個有愛的角度
[00:14:13.000 --> 00:14:15.000]  在高樂西書第三章
[00:14:15.000 --> 00:14:16.000]  第十二節
[00:14:16.000 --> 00:14:18.000]  這裡是跟一群
[00:14:18.000 --> 00:14:19.000]  屬神的子民
[00:14:19.000 --> 00:14:21.000]  天國的選民所說的
[00:14:21.000 --> 00:14:22.000]  我們一起讀一讀
[00:14:22.000 --> 00:14:23.000]  這次經文好嗎
[00:14:23.000 --> 00:14:24.000]  請讀
[00:14:24.000 --> 00:14:25.000]  所以你們
[00:14:25.000 --> 00:14:28.000]  既是上帝的選民
[00:14:28.000 --> 00:14:30.000]  聖潔蒙愛的人
[00:14:30.000 --> 00:14:33.000]  就要全憐憫
[00:14:33.000 --> 00:14:35.000]  恩慈謙虛
[00:14:35.000 --> 00:14:38.000]  溫柔忍耐的心
[00:14:38.000 --> 00:14:39.000]  所以我們看到
[00:14:39.000 --> 00:14:40.000]  這個就是
[00:14:40.000 --> 00:14:43.000]  上帝他表達出來
[00:14:43.000 --> 00:14:45.000]  告訴我們
[00:14:45.000 --> 00:14:46.000]  我們既然是
[00:14:46.000 --> 00:14:49.000]  上帝天國的選民
[00:14:49.000 --> 00:14:53.000]  是蒙神所愛的一群人
[00:14:53.000 --> 00:14:55.000]  所以我們都應該
[00:14:55.000 --> 00:14:57.000]  活出這些心性
[00:14:57.000 --> 00:14:58.000]  以及這些
[00:14:58.000 --> 00:14:59.000]  我們應該有的
[00:14:59.000 --> 00:15:01.000]  信徒的見證
[00:15:01.000 --> 00:15:03.000]  第一開始就是
[00:15:03.000 --> 00:15:04.000]  傳什麼呢
[00:15:04.000 --> 00:15:07.000]  傳憐憫
[00:15:07.000 --> 00:15:09.000]  所以我們看到這裡
[00:15:09.000 --> 00:15:10.000]  當然這幾樣東西
[00:15:10.000 --> 00:15:11.000]  是彼此互助
[00:15:11.000 --> 00:15:13.000]  互相配合的
[00:15:13.000 --> 00:15:15.000]  憐憫需要有恩慈
[00:15:15.000 --> 00:15:17.000]  亦都需要降卑自己
[00:15:17.000 --> 00:15:20.000]  然後去了解
[00:15:20.000 --> 00:15:21.000]  用溫柔的心
[00:15:21.000 --> 00:15:22.000]  亦都有很多時候
[00:15:22.000 --> 00:15:24.000]  需要很多的忍耐
[00:15:24.000 --> 00:15:25.000]  所以我們看到
[00:15:25.000 --> 00:15:27.000]  這是指出什麼呢
[00:15:27.000 --> 00:15:29.000]  可以在應用上包括
[00:15:29.000 --> 00:15:31.000]  包括了對失相的人
[00:15:31.000 --> 00:15:33.000]  我們有憐憫
[00:15:33.000 --> 00:15:36.000]  我們自己都經歷過
[00:15:36.000 --> 00:15:38.000]  我們很希望
[00:15:38.000 --> 00:15:39.000]  所有這些失相的人
[00:15:39.000 --> 00:15:41.000]  都能夠蒙受神的憐憫
[00:15:41.000 --> 00:15:43.000]  對無知的人
[00:15:43.000 --> 00:15:46.000]  他們不知道人生的意義
[00:15:46.000 --> 00:15:48.000]  或者終極的歸宿
[00:15:48.000 --> 00:15:51.000]  我們能夠提出指引
[00:15:51.000 --> 00:15:52.000]  所以真是
[00:15:52.000 --> 00:15:53.000]  我們過往都是
[00:15:53.000 --> 00:15:55.000]  好像迷失的羊一樣
[00:15:55.000 --> 00:15:57.000]  我們得著神的拯救
[00:15:57.000 --> 00:15:58.000]  有神的指引
[00:15:58.000 --> 00:16:01.000]  我們需要在我們人生當中
[00:16:01.000 --> 00:16:02.000]  對這些人
[00:16:02.000 --> 00:16:03.000]  對其他的人
[00:16:03.000 --> 00:16:04.000]  我們知道
[00:16:04.000 --> 00:16:06.000]  需要提出指引
[00:16:06.000 --> 00:16:08.000]  可以說對犯罪的人
[00:16:08.000 --> 00:16:10.000]  能夠去挽回他們
[00:16:10.000 --> 00:16:12.000]  在這些失落犯罪的人當中
[00:16:12.000 --> 00:16:14.000]  我們過往亦都經歷過
[00:16:14.000 --> 00:16:16.000]  我們自己在罪裡的痛苦
[00:16:16.000 --> 00:16:19.000]  我們希望去施行憐恤
[00:16:19.000 --> 00:16:22.000]  挽回這些在失相裡犯罪的人
[00:16:22.000 --> 00:16:24.000]  對悔悟的人
[00:16:24.000 --> 00:16:26.000]  我們能夠提出安慰
[00:16:26.000 --> 00:16:27.000]  給他們的盼望
[00:16:27.000 --> 00:16:31.000]  指引他們在救恩裡的出路
[00:16:31.000 --> 00:16:33.000]  以致在悔悟當中
[00:16:33.000 --> 00:16:36.000]  真是能夠去承受安慰
[00:16:36.000 --> 00:16:37.000]  得著神的祝福
[00:16:37.000 --> 00:16:39.000]  對缺乏的人
[00:16:39.000 --> 00:16:43.000]  我們可以給予幫助
[00:16:43.000 --> 00:16:45.000]  好叫他們能夠得著
