
[00:00:00.000 --> 00:00:02.000]  我們一齊同心的祈禱
[00:02:12.000 --> 00:02:14.000]  帶同自己的兒女
[00:02:14.000 --> 00:02:16.000]  來敬拜神
[00:02:16.000 --> 00:02:18.000]  但是很奇怪
[00:02:18.000 --> 00:02:20.000]  去到中學的時候
[00:02:20.000 --> 00:02:22.000]  這個人數
[00:02:22.000 --> 00:02:24.000]  突然間
[00:02:24.000 --> 00:02:26.000]  好像來到下降
[00:02:26.000 --> 00:02:28.000]  他們去哪裡了
[00:02:28.000 --> 00:02:30.000]  為什麼
[00:02:30.000 --> 00:02:32.000]  信仰
[00:02:32.000 --> 00:02:34.000]  要傳下去
[00:02:34.000 --> 00:02:36.000]  是這麼困難
[00:02:36.000 --> 00:02:38.000]  我自己有兩個兒女
[00:02:38.000 --> 00:02:42.000]  無得有偶
[00:02:42.000 --> 00:02:44.000]  當他們
[00:02:44.000 --> 00:02:46.000]  從中學
[00:02:46.000 --> 00:02:48.000]  去到大學的時候
[00:02:48.000 --> 00:02:50.000]  在他們的人生
[00:02:50.000 --> 00:02:52.000]  都有些改變
[00:02:52.000 --> 00:02:54.000]  他們不期然離開了
[00:02:54.000 --> 00:02:56.000]  原先的教會
[00:02:56.000 --> 00:02:58.000]  我的兒子離開了
[00:02:58.000 --> 00:03:00.000]  到今天
[00:03:00.000 --> 00:03:02.000]  還沒有回到教會裡
[00:03:02.000 --> 00:03:04.000]  但是我女兒
[00:03:04.000 --> 00:03:06.000]  離開了
[00:03:06.000 --> 00:03:08.000]  游游蕩蕩
[00:03:08.000 --> 00:03:10.000]  她也有回教會
[00:03:10.000 --> 00:03:12.000]  後來
[00:03:12.000 --> 00:03:14.000]  尋尋覓覓
[00:03:14.000 --> 00:03:16.000]  好像在打游擊戰
[00:03:16.000 --> 00:03:18.000]  最終
[00:03:18.000 --> 00:03:20.000]  在一個教會裡
[00:03:20.000 --> 00:03:22.000]  繼續生根建造
[00:03:22.000 --> 00:03:24.000]  為什麼
[00:03:24.000 --> 00:03:26.000]  信義代
[00:03:26.000 --> 00:03:28.000]  這麼難
[00:03:28.000 --> 00:03:30.000]  去傳承
[00:03:30.000 --> 00:03:32.000]  我們作為父母
[00:03:32.000 --> 00:03:34.000]  很緊張的信仰
[00:03:34.000 --> 00:03:36.000]  什麼問題呢?
[00:03:36.000 --> 00:03:38.000]  我觀察
[00:03:38.000 --> 00:03:40.000]  有兩樣東西
[00:03:40.000 --> 00:03:42.000]  就是信仰
[00:03:42.000 --> 00:03:44.000]  特別在第二代
[00:03:44.000 --> 00:03:46.000]  沒有第一生的經歷
[00:03:46.000 --> 00:03:48.000]  他們沒有經歷上帝
[00:03:48.000 --> 00:03:50.000]  我們經歷上帝
[00:03:50.000 --> 00:03:52.000]  我們去相信
[00:03:52.000 --> 00:03:54.000]  但是好像
[00:03:54.000 --> 00:03:56.000]  來到去
[00:03:56.000 --> 00:03:58.000]  傳承這個信仰的時候
[00:03:58.000 --> 00:04:00.000]  他們好像缺乏了
[00:04:00.000 --> 00:04:02.000]  這個經驗
[00:04:02.000 --> 00:04:04.000]  上帝
[00:04:04.000 --> 00:04:06.000]  這樣的一個過程
[00:04:06.000 --> 00:04:08.000]  第二
[00:04:08.000 --> 00:04:10.000]  是家庭的
[00:04:10.000 --> 00:04:12.000]  宗教教育的
[00:04:12.000 --> 00:04:14.000]  那個培養
[00:04:14.000 --> 00:04:16.000]  不是很足夠
[00:04:16.000 --> 00:04:18.000]  就算我自己做牧師
[00:04:18.000 --> 00:04:20.000]  我也覺得自己的家庭
[00:04:20.000 --> 00:04:22.000]  那種宗教
[00:04:22.000 --> 00:04:24.000]  那種的分途
[00:04:24.000 --> 00:04:26.000]  是不足夠的
[00:04:26.000 --> 00:04:28.000]  一會兒會分享一下
[00:04:28.000 --> 00:04:30.000]  所以今天
[00:04:30.000 --> 00:04:32.000]  我想來直著
[00:04:32.000 --> 00:04:34.000]  這個禹節
[00:04:34.000 --> 00:04:36.000]  這個我們剛才
[00:04:36.000 --> 00:04:38.000]  所讀的聖經
[00:04:38.000 --> 00:04:40.000]  去想一想
[00:04:40.000 --> 00:04:42.000]  它的開始
[00:04:42.000 --> 00:04:44.000]  這個禹節
[00:04:44.000 --> 00:04:46.000]  作為一個
[00:04:46.000 --> 00:04:48.000]  信仰的記號
[00:04:48.000 --> 00:04:50.000]  一個禮儀
[00:04:50.000 --> 00:04:52.000]  是說些什麼
[00:04:52.000 --> 00:04:54.000]  去怎樣
[00:04:54.000 --> 00:04:56.000]  繼續傳承
[00:04:56.000 --> 00:04:58.000]  這個以色列
[00:04:58.000 --> 00:05:00.000]  的一個經歷
[00:05:00.000 --> 00:05:04.000]  信仰
[00:05:04.000 --> 00:05:06.000]  是一個經歷
[00:05:06.000 --> 00:05:08.000]  為什麼要守禹節呢?
[00:05:08.000 --> 00:05:10.000]  守禹節
[00:05:10.000 --> 00:05:12.000]  不是無緣無故的
[00:05:12.000 --> 00:05:14.000]  守禹節是一個
[00:05:14.000 --> 00:05:16.000]  信仰的經驗
[00:05:16.000 --> 00:05:18.000]  如果大家
[00:05:18.000 --> 00:05:20.000]  熟悉舊約的時候
[00:05:20.000 --> 00:05:22.000]  這個就是
[00:05:22.000 --> 00:05:24.000]  特別
[00:05:24.000 --> 00:05:26.000]  大家有了解
[00:05:26.000 --> 00:05:28.000]  出埃及這個故事
[00:05:28.000 --> 00:05:30.000]  和禹節
[00:05:30.000 --> 00:05:32.000]  很大的關係
[00:05:32.000 --> 00:05:34.000]  在這段聖經特別講到
[00:05:34.000 --> 00:05:36.000]  那一夜
[00:05:36.000 --> 00:05:38.000]  當上帝
[00:05:38.000 --> 00:05:40.000]  來巡行
[00:05:40.000 --> 00:05:42.000]  埃及地的時候
[00:05:42.000 --> 00:05:44.000]  要把一切
[00:05:44.000 --> 00:05:46.000]  求生的
[00:05:46.000 --> 00:05:48.000]  無論生死都擊殺
[00:05:48.000 --> 00:05:50.000]  敗壞
[00:05:50.000 --> 00:05:52.000]  埃及的一切神
[00:05:52.000 --> 00:05:54.000]  神說
[00:05:54.000 --> 00:05:56.000]  我就是那位神
[00:05:56.000 --> 00:05:58.000]  祂說
[00:05:58.000 --> 00:06:00.000]  這個血
[00:06:00.000 --> 00:06:02.000]  要在你所住的房屋
[00:06:02.000 --> 00:06:04.000]  成為記號
[00:06:04.000 --> 00:06:06.000]  我一見這個血
[00:06:06.000 --> 00:06:08.000]  禹節就是這個意思
[00:06:08.000 --> 00:06:10.000]  禹過去
[00:06:10.000 --> 00:06:12.000]  所以禹節的開始
[00:06:12.000 --> 00:06:14.000]  是從一個經歷的開始
[00:06:14.000 --> 00:06:16.000]  這個經歷
[00:06:16.000 --> 00:06:22.000]  如果可能有些
[00:06:22.000 --> 00:06:24.000]  不太認識的
[00:06:24.000 --> 00:06:26.000]  就是
[00:06:26.000 --> 00:06:28.000]  以色列人的先祖
[00:06:28.000 --> 00:06:30.000]  雅各
[00:06:30.000 --> 00:06:32.000]  他從這個
[00:06:34.000 --> 00:06:36.000]  迦南地的地方
[00:06:36.000 --> 00:06:38.000]  或者現在我們講
[00:06:38.000 --> 00:06:40.000]  巴勒斯坦地
[00:06:40.000 --> 00:06:42.000]  他們因為
[00:06:42.000 --> 00:06:46.000]  饑荒
[00:06:46.000 --> 00:06:48.000]  去到埃及
[00:06:48.000 --> 00:06:50.000]  一住
[00:06:50.000 --> 00:06:52.000]  那時候雅各帶了
[00:06:52.000 --> 00:06:54.000]  七十多名子女
[00:06:54.000 --> 00:06:56.000]  來到埃及
[00:06:56.000 --> 00:06:58.000]  因為當時
[00:06:58.000 --> 00:07:00.000]  其中一個兒子約瑟
[00:07:00.000 --> 00:07:02.000]  做了當時的
[00:07:02.000 --> 00:07:04.000]  埃及裏面
[00:07:04.000 --> 00:07:06.000]  成為宰相
[00:07:06.000 --> 00:07:08.000]  一個很重要的職位
[00:07:08.000 --> 00:07:10.000]  所以
[00:07:10.000 --> 00:07:12.000]  你會看
[00:07:12.000 --> 00:07:14.000]  由公元前
[00:07:14.000 --> 00:07:16.000]  一千八百年
[00:07:16.000 --> 00:07:18.000]  左右
[00:07:18.000 --> 00:07:20.000]  就是埃及
[00:07:20.000 --> 00:07:22.000]  在埃及住了四百多年
[00:07:22.000 --> 00:07:24.000]  但是有一個皇帝
[00:07:24.000 --> 00:07:26.000]  不認識約瑟
[00:07:26.000 --> 00:07:28.000]  他就逼
[00:07:28.000 --> 00:07:30.000]  這個以色列人做苦工
[00:07:30.000 --> 00:07:32.000]  控制他們的人口增長
[00:07:32.000 --> 00:07:34.000]  進行
[00:07:34.000 --> 00:07:36.000]  種族滅絕
[00:07:36.000 --> 00:07:38.000]  凡是生男的
[00:07:38.000 --> 00:07:40.000]  就要
[00:07:40.000 --> 00:07:42.000]  將他浸死
[00:07:42.000 --> 00:07:44.000]  或者將他處死
[00:07:44.000 --> 00:07:46.000]  這樣一個背景
[00:07:46.000 --> 00:07:48.000]  底下
[00:07:48.000 --> 00:07:50.000]  新州來到拯救
[00:07:50.000 --> 00:07:52.000]  以色列人離開
[00:07:52.000 --> 00:07:54.000]  這個埃及
[00:07:54.000 --> 00:07:56.000]  就在這樣的背景底下
[00:07:56.000 --> 00:07:58.000]  上帝怎樣做呢
[00:07:58.000 --> 00:08:00.000]  上帝呼召摩西
[00:08:00.000 --> 00:08:02.000]  去來到
[00:08:02.000 --> 00:08:04.000]  行了十災
[00:08:04.000 --> 00:08:06.000]  或者我們
[00:08:06.000 --> 00:08:08.000]  聽過
[00:08:08.000 --> 00:08:10.000]  這樣的故事
[00:08:10.000 --> 00:08:12.000]  去到第十災
[00:08:12.000 --> 00:08:14.000]  就和這個
[00:08:14.000 --> 00:08:16.000]  我們說的雨節
[00:08:16.000 --> 00:08:18.000]  一個很大的關係
[00:08:18.000 --> 00:08:20.000]  雨節
[00:08:20.000 --> 00:08:22.000]  就是他們經歷在
[00:08:22.000 --> 00:08:24.000]  第十災的時候
[00:08:24.000 --> 00:08:26.000]  上帝要
[00:08:26.000 --> 00:08:28.000]  毀滅
[00:08:28.000 --> 00:08:30.000]  這個地方所有
[00:08:30.000 --> 00:08:32.000]  投生的
[00:08:32.000 --> 00:08:34.000]  無論人無論生出
[00:08:34.000 --> 00:08:36.000]  但是上帝
[00:08:36.000 --> 00:08:38.000]  給以色列人一個
[00:08:38.000 --> 00:08:40.000]  這樣的
[00:08:40.000 --> 00:08:42.000]  的保護
[00:08:42.000 --> 00:08:44.000]  就是他們要
[00:08:44.000 --> 00:08:46.000]  將血
[00:08:46.000 --> 00:08:48.000]  來塗在
[00:08:48.000 --> 00:08:50.000]  滿地雙鞭
[00:08:50.000 --> 00:08:52.000]  當
[00:08:52.000 --> 00:08:54.000]  上帝
[00:08:54.000 --> 00:08:56.000]  滅命的人
[00:08:56.000 --> 00:08:58.000]  看到這個血的時候
[00:08:58.000 --> 00:09:00.000]  他們就越過去
[00:09:00.000 --> 00:09:02.000]  所以
[00:09:02.000 --> 00:09:04.000]  雨節是一個信仰的經驗
[00:09:04.000 --> 00:09:06.000]  經驗什麼呢
[00:09:06.000 --> 00:09:08.000]  經驗
[00:09:08.000 --> 00:09:10.000]  以色列人能夠出死入生
[00:09:10.000 --> 00:09:12.000]  特別長子來說
[00:09:12.000 --> 00:09:14.000]  因為當他越過去
[00:09:14.000 --> 00:09:16.000]  他就不會殺死裡面的長子
[00:09:16.000 --> 00:09:18.000]  第二方面
[00:09:18.000 --> 00:09:20.000]  他們經歷到上帝的保護
[00:09:20.000 --> 00:09:22.000]  血
[00:09:22.000 --> 00:09:24.000]  保護了屋裡面的人
[00:09:24.000 --> 00:09:26.000]  血
[00:09:26.000 --> 00:09:28.000]  來免受了
[00:09:28.000 --> 00:09:30.000]  去殺害那個長子
[00:09:30.000 --> 00:09:32.000]  這個
[00:09:32.000 --> 00:09:34.000]  就是以色列人
[00:09:34.000 --> 00:09:36.000]  那個經歷
[00:09:36.000 --> 00:09:38.000]  所以
[00:09:38.000 --> 00:09:40.000]  雨月節
[00:09:40.000 --> 00:09:42.000]  是源於一份的經歷
[00:09:42.000 --> 00:09:44.000]  一個與神經歷
[00:09:44.000 --> 00:09:46.000]  上帝拯救的經歷
[00:09:46.000 --> 00:09:48.000]  所以
[00:09:48.000 --> 00:09:50.000]  信仰不是一些精神寄託
[00:09:50.000 --> 00:09:52.000]  而已
[00:09:52.000 --> 00:09:54.000]  不是很冰冰冷冷的信仰教條
[00:09:54.000 --> 00:09:56.000]  信仰是一個
[00:09:56.000 --> 00:09:58.000]  活生生的經歷
[00:09:58.000 --> 00:10:00.000]  這個成為
[00:10:00.000 --> 00:10:02.000]  雨節的源起
[00:10:02.000 --> 00:10:04.000]  弟兄姊妹我不知道
[00:10:04.000 --> 00:10:06.000]  你怎樣回到教會
[00:10:06.000 --> 00:10:08.000]  或者你回到教會
[00:10:08.000 --> 00:10:10.000]  參加崇拜
[00:10:10.000 --> 00:10:12.000]  好像一個禮儀一樣
[00:10:12.000 --> 00:10:14.000]  但是這個禮儀的開始
[00:10:14.000 --> 00:10:16.000]  是一個
[00:10:16.000 --> 00:10:18.000]  活生生的經驗
[00:10:18.000 --> 00:10:20.000]  我不知道你
[00:10:20.000 --> 00:10:22.000]  有沒有經驗
[00:10:22.000 --> 00:10:24.000]  在你與上帝的關係
[00:10:24.000 --> 00:10:28.000]  我
[00:10:28.000 --> 00:10:30.000]  1974年受診
[00:10:30.000 --> 00:10:34.000]  到現在
[00:10:34.000 --> 00:10:36.000]  應該四十多年了
[00:10:36.000 --> 00:10:38.000]  四十七年了
[00:10:38.000 --> 00:10:40.000]  我算不出來
[00:10:40.000 --> 00:10:42.000]  可能四十七年了
[00:10:42.000 --> 00:10:44.000]  我未信耶穌的時候
[00:10:46.000 --> 00:10:48.000]  我都頗頑皮的
[00:10:48.000 --> 00:10:50.000]  說髒話的
[00:10:50.000 --> 00:10:52.000]  看很多黃色的刊物
[00:10:52.000 --> 00:10:54.000]  不過
[00:10:54.000 --> 00:10:56.000]  當我相信耶穌
[00:10:56.000 --> 00:10:58.000]  上帝改變了我
[00:10:58.000 --> 00:11:00.000]  這個經歷
[00:11:00.000 --> 00:11:02.000]  成為我
[00:11:02.000 --> 00:11:04.000]  進入
[00:11:04.000 --> 00:11:06.000]  教會裏面
[00:11:06.000 --> 00:11:08.000]  成為我
[00:11:08.000 --> 00:11:10.000]  由那個時候開始
[00:11:10.000 --> 00:11:12.000]  來到每個星期
[00:11:12.000 --> 00:11:14.000]  回到教會
[00:11:14.000 --> 00:11:16.000]  崇拜
[00:11:16.000 --> 00:11:18.000]  信仰不是很冰冷的
[00:11:18.000 --> 00:11:20.000]  是你來到
[00:11:20.000 --> 00:11:22.000]  經歷上帝
[00:11:22.000 --> 00:11:24.000]  這個成為開始
[00:11:24.000 --> 00:11:26.000]  我不知道你在信仰裏
[00:11:26.000 --> 00:11:28.000]  有沒有什麼經驗
[00:11:28.000 --> 00:11:30.000]  或者經歷一些
[00:11:30.000 --> 00:11:32.000]  上帝去介入你生命的事
[00:11:32.000 --> 00:11:34.000]  我記得一年
[00:11:34.000 --> 00:11:36.000]  暑假
[00:11:36.000 --> 00:11:38.000]  我和一班年輕人
[00:11:38.000 --> 00:11:40.000]  我做導師
[00:11:40.000 --> 00:11:42.000]  帶一班年輕人去露營
[00:11:42.000 --> 00:11:44.000]  去這個地方
[00:11:44.000 --> 00:11:46.000]  是在外國來的
[00:11:46.000 --> 00:11:48.000]  是一個很大的湖
[00:11:48.000 --> 00:11:50.000]  這個湖是一望無際的
[00:11:50.000 --> 00:11:54.000]  我們一望無際
[00:11:54.000 --> 00:11:56.000]  只是看地圖
[00:11:56.000 --> 00:11:58.000]  由這裏爬艇
[00:11:58.000 --> 00:12:00.000]  爬到對面的岸邊
[00:12:00.000 --> 00:12:02.000]  那裏搭營
[00:12:02.000 --> 00:12:04.000]  當我們
[00:12:04.000 --> 00:12:06.000]  爬下爬下的時候
[00:12:06.000 --> 00:12:08.000]  竟然由好天
[00:12:08.000 --> 00:12:10.000]  變到下雨
[00:12:10.000 --> 00:12:12.000]  變到行雷閃電
[00:12:12.000 --> 00:12:14.000]  我不知道
[00:12:14.000 --> 00:12:16.000]  你的家
[00:12:16.000 --> 00:12:18.000]  害不害怕
[00:12:18.000 --> 00:12:20.000]  你說行雷閃電經常都有
[00:12:20.000 --> 00:12:22.000]  這裏有這麼多高樓大
[00:12:22.000 --> 00:12:24.000]  行雷閃電都不用怕
[00:12:24.000 --> 00:12:26.000]  不過我在湖裏
[00:12:26.000 --> 00:12:28.000]  我們就
[00:12:28.000 --> 00:12:30.000]  爬那些
[00:12:30.000 --> 00:12:32.000]  獨木舟
[00:12:32.000 --> 00:12:36.000]  湖最高面是誰
[00:12:36.000 --> 00:12:38.000]  就是我們
[00:12:38.000 --> 00:12:40.000]  行雷閃電
[00:12:40.000 --> 00:12:42.000]  劈誰
[00:12:42.000 --> 00:12:44.000]  劈下來
[00:12:44.000 --> 00:12:46.000]  劈最高點就是我們
[00:12:46.000 --> 00:12:48.000]  所以那時候都很擔心
[00:12:48.000 --> 00:12:50.000]  不是擔心入水
[00:12:50.000 --> 00:12:52.000]  又要
[00:12:52.000 --> 00:12:54.000]  擔心被雷劈中
[00:12:54.000 --> 00:12:56.000]  很感謝神
[00:12:56.000 --> 00:12:58.000]  那次經歷
[00:12:58.000 --> 00:13:00.000]  上帝來拯救
[00:13:00.000 --> 00:13:02.000]  結果我帶著那隊人
[00:13:02.000 --> 00:13:04.000]  沒有死
[00:13:04.000 --> 00:13:06.000]  我最怕
[00:13:06.000 --> 00:13:08.000]  青少年的
[00:13:08.000 --> 00:13:10.000]  他真的露營
[00:13:10.000 --> 00:13:12.000]  我這個導師
[00:13:12.000 --> 00:13:14.000]  如果家出意外
[00:13:14.000 --> 00:13:16.000]  真是
[00:13:16.000 --> 00:13:18.000]  很擔心
[00:13:18.000 --> 00:13:22.000]  信仰
[00:13:22.000 --> 00:13:24.000]  你有沒有經歷
[00:13:24.000 --> 00:13:26.000]  上帝介入在你的生命
[00:13:26.000 --> 00:13:28.000]  以至今天你回來
[00:13:28.000 --> 00:13:30.000]  敬拜的時候
[00:13:30.000 --> 00:13:32.000]  你真的感受到活生生的敬拜
[00:13:34.000 --> 00:13:36.000]  最近
[00:13:36.000 --> 00:13:40.000]  我都來到上帝
[00:13:40.000 --> 00:13:42.000]  提醒我一些事情
[00:13:42.000 --> 00:13:46.000]  我有一個星期
[00:13:46.000 --> 00:13:48.000]  我答應了一位姊妹
[00:13:48.000 --> 00:13:50.000]  去辦理
[00:13:50.000 --> 00:13:52.000]  她媽媽的喪禮
[00:13:52.000 --> 00:13:54.000]  我約了
[00:13:54.000 --> 00:13:56.000]  這位姊妹
[00:13:56.000 --> 00:13:58.000]  應該去沙田醫院
[00:13:58.000 --> 00:14:00.000]  誰知
[00:14:00.000 --> 00:14:02.000]  我不知道為什麼
[00:14:04.000 --> 00:14:06.000]  她媽媽的罪表寫沙田醫院
[00:14:06.000 --> 00:14:08.000]  誰知我習慣了去哪裡
[00:14:08.000 --> 00:14:10.000]  我習慣了去威爾斯
[00:14:10.000 --> 00:14:14.000]  我其實都沒有發現
[00:14:14.000 --> 00:14:16.000]  我自己做錯了
[00:14:16.000 --> 00:14:18.000]  走錯了
[00:14:18.000 --> 00:14:20.000]  我就
[00:14:20.000 --> 00:14:22.000]  差不多時間
[00:14:22.000 --> 00:14:24.000]  就走過去威爾斯
[00:14:24.000 --> 00:14:26.000]  打算幫
[00:14:26.000 --> 00:14:28.000]  做一個喪禮
[00:14:28.000 --> 00:14:30.000]  去主持喪禮
[00:14:30.000 --> 00:14:32.000]  其實
[00:14:32.000 --> 00:14:34.000]  我走到半路
[00:14:34.000 --> 00:14:36.000]  突然間看到幾位同工
[00:14:36.000 --> 00:14:38.000]  在那裡
[00:14:38.000 --> 00:14:40.000]  我說我要去威爾斯
[00:14:40.000 --> 00:14:42.000]  當我說威爾斯的時候
[00:14:42.000 --> 00:14:44.000]  我就知道我自己
[00:14:44.000 --> 00:14:46.000]  走錯路了
[00:14:46.000 --> 00:14:48.000]  但那時候就快
[00:14:48.000 --> 00:14:50.000]  時間到了
[00:14:50.000 --> 00:14:52.000]  好在
[00:14:52.000 --> 00:14:54.000]  還有
[00:14:54.000 --> 00:14:56.000]  兩個字
[00:14:56.000 --> 00:14:58.000]  我說怎樣去呢
[00:14:58.000 --> 00:15:00.000]  很簡單
[00:15:00.000 --> 00:15:02.000]  好感謝神
[00:15:02.000 --> 00:15:04.000]  那個時間
[00:15:04.000 --> 00:15:06.000]  在樓下都會
[00:15:06.000 --> 00:15:08.000]  有人下車
[00:15:08.000 --> 00:15:10.000]  神預備了的士
[00:15:10.000 --> 00:15:12.000]  去到
[00:15:12.000 --> 00:15:14.000]  還未遲到
[00:15:14.000 --> 00:15:16.000]  喪禮不等人
[00:15:16.000 --> 00:15:18.000]  我遲
[00:15:18.000 --> 00:15:20.000]  如果去了醫院
[00:15:20.000 --> 00:15:22.000]  去威爾斯找不到
[00:15:22.000 --> 00:15:24.000]  才去沙田
[00:15:24.000 --> 00:15:26.000]  真是誤了大事
[00:15:26.000 --> 00:15:28.000]  不過上帝
[00:15:28.000 --> 00:15:30.000]  去提醒我
[00:15:30.000 --> 00:15:32.000]  藉著幾位同工
[00:15:32.000 --> 00:15:34.000]  在路上我遇見他
[00:15:34.000 --> 00:15:36.000]  那個禮拜
[00:15:36.000 --> 00:15:38.000]  很有趣的
[00:15:38.000 --> 00:15:40.000]  我經常做錯事
[00:15:40.000 --> 00:15:42.000]  那個禮拜又做另一個錯事
[00:15:42.000 --> 00:15:44.000]  怎樣呢
[00:15:44.000 --> 00:15:46.000]  我約了人和他喝茶
[00:15:46.000 --> 00:15:48.000]  但我忘記了
[00:15:48.000 --> 00:15:50.000]  啊
[00:15:50.000 --> 00:15:52.000]  我其實沒有了這件事
[00:15:52.000 --> 00:15:54.000]  因為我沒有寫下
[00:15:54.000 --> 00:15:56.000]  那個
[00:15:56.000 --> 00:15:58.000]  記錄
[00:15:58.000 --> 00:16:00.000]  每一次我約人
[00:16:00.000 --> 00:16:02.000]  我都會寫下
[00:16:02.000 --> 00:16:04.000]  但不知為何那個約會
[00:16:04.000 --> 00:16:06.000]  我沒有寫下
[00:16:06.000 --> 00:16:08.000]  但很奇怪
[00:16:08.000 --> 00:16:10.000]  在
[00:16:10.000 --> 00:16:12.000]  未和這位姿體
[00:16:12.000 --> 00:16:14.000]  去喝茶之前
[00:16:14.000 --> 00:16:16.000]  我又收到另一位姿體
[00:16:16.000 --> 00:16:18.000]  告訴我去喝茶
[00:16:18.000 --> 00:16:20.000]  我就想起
[00:16:20.000 --> 00:16:22.000]  我約了人喝茶
[00:16:22.000 --> 00:16:24.000]  神又
[00:16:24.000 --> 00:16:26.000]  在這件事提醒我
[00:16:26.000 --> 00:16:28.000]  信仰
[00:16:28.000 --> 00:16:30.000]  是你去經歷
[00:16:30.000 --> 00:16:32.000]  這位上帝在你的生命裏
[00:16:32.000 --> 00:16:34.000]  無論是
[00:16:34.000 --> 00:16:36.000]  拯救,無論是提醒
[00:16:36.000 --> 00:16:38.000]  無論是教導
[00:16:38.000 --> 00:16:40.000]  無論是什麼
[00:16:40.000 --> 00:16:42.000]  信仰不是冷冰冰
[00:16:42.000 --> 00:16:44.000]  一些教潮
[00:16:44.000 --> 00:16:46.000]  信仰不只是
[00:16:46.000 --> 00:16:48.000]  去聽聽詩歌,聽聽崇拜
[00:16:48.000 --> 00:16:50.000]  這就是信仰
[00:16:50.000 --> 00:16:52.000]  信仰是你
[00:16:52.000 --> 00:16:54.000]  活生生和這位
[00:16:54.000 --> 00:16:56.000]  活生生的上帝
[00:16:56.000 --> 00:16:58.000]  有接觸
[00:16:58.000 --> 00:17:00.000]  他會介入你的生命
[00:17:00.000 --> 00:17:02.000]  他會和你講說話
[00:17:02.000 --> 00:17:04.000]  信仰的
[00:17:04.000 --> 00:17:06.000]  開始
[00:17:06.000 --> 00:17:08.000]  或者
[00:17:08.000 --> 00:17:10.000]  這個禮儀的開始
[00:17:10.000 --> 00:17:12.000]  就是一種經歷
[00:17:12.000 --> 00:17:14.000]  信仰
[00:17:14.000 --> 00:17:16.000]  是經歷
