
[00:00:00.000 --> 00:00:03.360]  今日要同大家分享一個題目
[00:02:59.920 --> 00:03:03.120]  好像香港今天的大帽山差不多高
[00:03:03.120 --> 00:03:06.200]  是太平山的兩倍那麼高
[00:03:06.200 --> 00:03:08.760]  在一個山勢裏面
[00:03:08.760 --> 00:03:15.040]  我們明白到為何在當時裏面
[00:03:15.040 --> 00:03:17.520]  這15首《尚行之詩》
[00:03:17.520 --> 00:03:21.200]  由120篇至到134篇
[00:03:21.200 --> 00:03:24.640]  是會這樣用的
[00:03:24.640 --> 00:03:31.840]  《尚行之詩》有另一個特色
[00:03:31.840 --> 00:03:33.560]  就是「短小而精幹」
[00:03:33.560 --> 00:03:36.040]  所以讀起來一氣呵成
[00:03:36.040 --> 00:03:42.800]  以色列人視山為神的居所
[00:03:42.800 --> 00:03:45.360]  是神顯現的地方
[00:03:45.360 --> 00:03:49.840]  例如我們記得摩西
[00:03:49.840 --> 00:03:53.240]  他上西乃山拿十戒
[00:03:53.240 --> 00:03:57.240]  亦在西乃山神向他顯現
[00:03:57.240 --> 00:04:02.440]  所以山對於以色列人來說並不陌生
[00:04:02.440 --> 00:04:10.080]  並且我們知道聖殿建立在耶路撒冷
[00:04:10.080 --> 00:04:13.280]  在聖山之上就是錫安山
[00:04:13.280 --> 00:04:17.920]  我們看看地圖上網錫安山真的頗高
[00:04:17.920 --> 00:04:21.720]  在最早期的時候
[00:04:21.720 --> 00:04:26.800]  以色列人在家裏慶祝節期
[00:04:26.800 --> 00:04:29.280]  以色列有三大節期
[00:04:29.280 --> 00:04:33.880]  如月節、五旬節和駐棚節
[00:04:33.880 --> 00:04:37.000]  後來在節期裏
[00:04:37.000 --> 00:04:41.880]  他們到當地一些敬拜神的地方去獻祭
[00:04:41.880 --> 00:04:44.360]  有了聖殿之後
[00:04:44.360 --> 00:04:51.160]  他們就慢慢開始集中在耶路撒冷慶祝節期
[00:04:51.160 --> 00:04:54.240]  所以就出現了有朝聖的觀念
[00:04:54.240 --> 00:04:59.480]  或許更多的朝聖詩歌《詩篇121篇》
[00:04:59.480 --> 00:05:02.720]  這裏有15首
[00:05:02.720 --> 00:05:05.720]  值得在當時出現
[00:05:05.720 --> 00:05:10.480]  他們就一路走向耶路撒冷時
[00:05:10.480 --> 00:05:13.080]  就會唱這首詩歌
[00:05:13.080 --> 00:05:17.320]  彼此來激勵
[00:05:17.320 --> 00:05:19.880]  這首詩篇讓我們看見
[00:05:19.880 --> 00:05:27.480]  以色列人對耶和華神的幫助那種信靠
[00:05:27.480 --> 00:05:28.760]  我們要問
[00:05:28.760 --> 00:05:32.000]  到底這個幫助以色列人
[00:05:32.000 --> 00:05:33.920]  或許今天說幫助我們的神
[00:05:33.920 --> 00:05:38.000]  到底是一個怎樣的神呢?
[00:05:38.000 --> 00:05:43.000]  我們從詩篇的第一至第二節裏面
[00:05:43.000 --> 00:05:44.000]  我們看到
[00:05:44.000 --> 00:05:46.480]  我們不如先讀一讀
[00:05:46.480 --> 00:05:47.360]  我們一起讀
[00:05:47.360 --> 00:05:49.280]  第一至第二節預備起
[00:05:49.280 --> 00:05:51.840]  我要向山舉目
[00:05:51.840 --> 00:05:54.640]  我的幫助從何而來?
[00:05:54.640 --> 00:05:59.600]  我的幫助從造天地的耶和華而來
[00:05:59.600 --> 00:06:01.040]  在這裏我們看到
[00:06:01.040 --> 00:06:03.960]  以色列人所相信的幫助他們的神是甚麼?
[00:06:03.960 --> 00:06:08.120]  是一個造天地的神
[00:06:08.120 --> 00:06:11.760]  是一個造天地的神
[00:06:11.760 --> 00:06:14.400]  剛才我說過
[00:06:14.400 --> 00:06:16.680]  在以色列人三大節期裏面
[00:06:16.680 --> 00:06:20.040]  藍丁都需要登山朝聖
[00:06:20.040 --> 00:06:21.600]  目的是甚麼呢?
[00:06:21.600 --> 00:06:28.480]  是要修補和神的關係
[00:06:28.480 --> 00:06:31.160]  特別是他們透過獻祭
[00:06:31.160 --> 00:06:32.600]  當他們犯罪之後
[00:06:32.600 --> 00:06:34.200]  他們就獻祭
[00:06:34.200 --> 00:06:37.920]  他們要修補和神的關係
[00:06:37.920 --> 00:06:38.880]  登山
[00:06:38.880 --> 00:06:41.240]  登山來到聖殿裏面的時候
[00:06:41.240 --> 00:06:43.040]  其實除了我們知道
[00:06:43.040 --> 00:06:45.800]  我們當中有些人很喜歡行山
[00:06:45.800 --> 00:06:46.960]  要體力的
[00:06:46.960 --> 00:06:49.120]  行山是需要體力的
[00:06:49.120 --> 00:06:50.320]  在當時裏面
[00:06:50.320 --> 00:06:54.560]  他們要登上聖山
[00:06:54.560 --> 00:06:56.400]  除了要體力之外
[00:06:56.400 --> 00:06:58.880]  他們亦冒著一個有盜賊的風險
[00:06:58.880 --> 00:07:02.600]  因為在這裏一段路要走
[00:07:02.600 --> 00:07:06.000]  亦要冒著一個天有不測之風雲
[00:07:06.000 --> 00:07:08.000]  這種威脅在裏面
[00:07:08.000 --> 00:07:09.600]  所以不是那麼容易
[00:07:09.600 --> 00:07:11.040]  今天我們回禮拜堂
[00:07:11.040 --> 00:07:12.360]  我們去受了神的典
[00:07:12.360 --> 00:07:12.880]  很容易
[00:07:12.880 --> 00:07:14.000]  如果你住在隔壁
[00:07:14.000 --> 00:07:14.720]  走過來
[00:07:14.720 --> 00:07:17.200]  或者最多你搭車就已經到了
[00:07:17.200 --> 00:07:18.400]  但在當時來說
[00:07:18.400 --> 00:07:20.240]  要去登山朝聖
[00:07:20.240 --> 00:07:21.720]  去到神的殿裏面
[00:07:21.720 --> 00:07:24.000]  真的不是容易的事
[00:07:24.000 --> 00:07:28.720]  所以他們需要尋求神的幫助
[00:07:28.720 --> 00:07:30.480]  和祂的保護
[00:07:30.480 --> 00:07:32.480]  所以他們一路走的時候
[00:07:32.480 --> 00:07:33.960]  這裏第一第二節
[00:07:33.960 --> 00:07:36.640]  是朝聖者好像自問自答
[00:07:36.640 --> 00:07:38.200]  我要向山舉目
[00:07:38.200 --> 00:07:40.960]  因為他們要登山
[00:07:40.960 --> 00:07:43.000]  他們朝聖的時候要登山舉目
[00:07:43.000 --> 00:07:47.200]  意思是要仰望
[00:07:47.200 --> 00:07:48.120]  自問自答
[00:07:48.120 --> 00:07:51.000]  我的幫助從何而來
[00:07:51.000 --> 00:07:57.000]  我的幫助是從造天地的耶和華而來
[00:07:57.000 --> 00:07:58.400]  這個宣告
[00:07:58.400 --> 00:07:59.280]  這個信約
[00:07:59.280 --> 00:08:02.520]  其實在我們今天的《使徒信經》也有
[00:08:02.520 --> 00:08:04.080]  我們看看《使徒信經》
[00:08:04.080 --> 00:08:05.800]  《使徒信經》裏面
[00:08:05.800 --> 00:08:09.280]  最主要有三大段
[00:08:09.280 --> 00:08:12.840]  第一段是說我們要信上帝
[00:08:12.840 --> 00:08:15.240]  第二段是說我們要信耶穌基督
[00:08:15.240 --> 00:08:16.920]  第三段是說我們要信聖靈
[00:08:16.920 --> 00:08:18.320]  三位一體的神
[00:08:18.320 --> 00:08:20.000]  在這裏第一段開始就說
[00:08:20.000 --> 00:08:23.120]  我信上帝全能的父
[00:08:23.120 --> 00:08:26.200]  創造天地的主
[00:08:26.200 --> 00:08:30.800]  這是我們信仰的一個宣告
[00:08:30.800 --> 00:08:34.600]  我不知道大家有沒有看《中信》
[00:08:34.600 --> 00:08:36.520]  這個上一期已經拿了
[00:08:36.520 --> 00:08:37.640]  我們問過一次
[00:08:37.640 --> 00:08:40.000]  通常第一、二個星期已經拿了
[00:08:40.000 --> 00:08:43.160]  《中信》是極其值得我們來基督徒
[00:08:43.160 --> 00:08:48.520]  和非基督徒來看的傳福音刊物
[00:08:48.520 --> 00:08:53.520]  在當中上一期的見證裏面
[00:08:53.520 --> 00:08:55.360]  第一版的見證
[00:08:55.360 --> 00:08:56.240]  我看完之後
[00:08:56.240 --> 00:09:00.240]  我覺得真是值得跟大家分享
[00:09:00.240 --> 00:09:01.440]  在當中裏面
[00:09:01.440 --> 00:09:03.280]  這個弟兄
[00:09:03.280 --> 00:09:05.400]  我們稱他為阮生
[00:09:05.400 --> 00:09:07.720]  這個阮弟兄
[00:09:07.720 --> 00:09:11.680]  他寫了一個見證
[00:09:11.680 --> 00:09:17.760]  其中我截錄了他開頭所說的
[00:09:17.760 --> 00:09:18.680]  在這裏他說
[00:09:18.680 --> 00:09:21.000]  我是一個搞科研的人
[00:09:21.000 --> 00:09:22.480]  我信科學
[00:09:22.480 --> 00:09:24.720]  不信上帝
[00:09:24.720 --> 00:09:27.720]  他說當我的女兒和女婿去了美國之後
[00:09:27.720 --> 00:09:30.480]  他們竟然告訴他信了耶穌
[00:09:30.480 --> 00:09:32.720]  於是在電話裏面他就罵他們
[00:09:32.720 --> 00:09:34.320]  你們有沒有搞錯
[00:09:34.320 --> 00:09:37.840]  你們不務正業、沒有出息
[00:09:37.840 --> 00:09:41.840]  於是就掩蓋了電話
[00:09:41.840 --> 00:09:44.800]  但是他的女婿鍥而不捨
[00:09:44.800 --> 00:09:48.480]  在當中裏面就寄了一張光碟給他
[00:09:48.480 --> 00:09:49.520]  就告訴他
[00:09:49.520 --> 00:09:52.480]  爸爸,你試試看
[00:09:52.480 --> 00:09:53.840]  你看完之後
[00:09:53.840 --> 00:09:55.320]  可能你怎樣呢
[00:09:55.320 --> 00:09:58.960]  你的世界觀會改變
[00:09:58.960 --> 00:10:02.920]  他就抱著一個試試的心態
[00:10:02.920 --> 00:10:03.880]  在當中裏面
[00:10:03.880 --> 00:10:07.040]  他說牧師列舉了不少的例證
[00:10:07.040 --> 00:10:08.160]  例如
[00:10:08.160 --> 00:10:10.760]  因為他是一個科研的人
[00:10:10.760 --> 00:10:12.320]  他明白到
[00:10:12.320 --> 00:10:13.920]  其實這些一切所說
[00:10:13.920 --> 00:10:15.680]  他都非常明白
[00:10:15.680 --> 00:10:18.720]  例如地球的二轉軸
[00:10:18.720 --> 00:10:24.480]  和公轉軌道軸線中間有一個夾角
[00:10:24.480 --> 00:10:26.720]  就是上帝特意的安排
[00:10:26.720 --> 00:10:29.840]  使得太陽直射在地球的光線
[00:10:29.840 --> 00:10:33.720]  在地球表面上南北移動的時候
[00:10:33.720 --> 00:10:37.280]  這個地球的自轉就產生了晝夜
[00:10:37.280 --> 00:10:40.840]  公轉就產生了季節、年歲
[00:10:40.840 --> 00:10:45.600]  他說和幾千年前創世紀所寫下來的
[00:10:45.600 --> 00:10:48.560]  是完全的吻合
[00:10:48.560 --> 00:10:51.240]  創世紀第一章十四十五節裏面怎樣說呢
[00:10:51.240 --> 00:10:52.160]  他神說
[00:10:52.160 --> 00:10:53.760]  天上要有光體
[00:10:53.760 --> 00:10:55.080]  可以分晝夜
[00:10:55.080 --> 00:10:56.040]  作記號
[00:10:56.040 --> 00:10:56.920]  定節令
[00:10:56.920 --> 00:10:58.640]  日子、年歲
[00:10:58.640 --> 00:11:00.880]  並要發光在天空
[00:11:00.880 --> 00:11:04.640]  普照地上
[00:11:04.640 --> 00:11:07.200]  接著他看下去
[00:11:07.200 --> 00:11:08.680]  又告訴他
[00:11:08.680 --> 00:11:14.600]  原來上帝做這個世界是各從其類
[00:11:14.600 --> 00:11:17.400]  萬物是各從其類的
[00:11:17.400 --> 00:11:19.120]  第二十一節告訴我們
[00:11:19.120 --> 00:11:22.880]  他神做出水中所有的生物
[00:11:22.880 --> 00:11:23.880]  各從其類
[00:11:23.880 --> 00:11:25.160]  又做出飛鳥
[00:11:25.160 --> 00:11:27.880]  各從其類
[00:11:27.880 --> 00:11:29.280]  各從其類
[00:11:29.280 --> 00:11:31.200]  萬物各從其類
[00:11:31.200 --> 00:11:36.000]  所以他們能夠保持自己的一些特點
[00:11:36.000 --> 00:11:38.360]  水去到四度
[00:11:38.360 --> 00:11:39.880]  那個密度就會大減
[00:11:39.880 --> 00:11:41.920]  所以就形成冰
[00:11:41.920 --> 00:11:43.200]  一塊冰
[00:11:43.200 --> 00:11:45.920]  就能夠保持在這個冰以下
[00:11:45.920 --> 00:11:50.600]  這些水裏面的凍植物
[00:11:50.600 --> 00:11:55.800]  可以得以保存
[00:11:55.800 --> 00:11:59.280]  他說他有還觀這個世界
[00:11:59.280 --> 00:12:00.920]  他就問
[00:12:00.920 --> 00:12:05.200]  為何世上沒有兩塊相同的樹葉
[00:12:05.200 --> 00:12:07.640]  我們指紋我們知道沒有相同
[00:12:07.640 --> 00:12:09.120]  連樹葉都是
[00:12:09.120 --> 00:12:11.600]  沒有兩塊相同
[00:12:11.600 --> 00:12:16.640]  他就問老虎和斑馬為何有不同顏色的條紋
[00:12:16.640 --> 00:12:22.320]  親子鑒定為何能鑒定血緣的關係
[00:12:22.320 --> 00:12:24.040]  他有一個古老的問題
[00:12:24.040 --> 00:12:26.440]  到底先有雞蛋還是先有雞
[00:12:26.440 --> 00:12:28.440]  這些一切的問題
[00:12:28.440 --> 00:12:30.440]  人根本答不到
[00:12:30.440 --> 00:12:35.000]  他只有上帝那裏才找到答案
[00:12:35.000 --> 00:12:37.440]  他看了這個光碟之後
[00:12:37.440 --> 00:12:38.440]  他就想了很久
[00:12:38.440 --> 00:12:40.760]  他說其實我都曾經叫我的學生
[00:12:40.760 --> 00:12:44.640]  做過關於宇宙航行的一些學術的報告
[00:12:44.640 --> 00:12:47.000]  但我就從來沒有用一個角度
[00:12:47.000 --> 00:12:48.120]  我沒有想到
[00:12:48.120 --> 00:12:50.280]  這個根本是上帝的創造
[00:12:50.280 --> 00:12:52.200]  他說讀完《創世紀》之後
[00:12:52.200 --> 00:12:53.640]  他就明白到
[00:12:53.640 --> 00:13:00.480]  原來萬物在上帝的面前是多麼渺小
[00:13:00.480 --> 00:13:05.880]  我在神的面前是多麼幼稚
[00:13:05.880 --> 00:13:11.640]  多麼渺小
[00:13:11.640 --> 00:13:14.440]  他說當他明白之後
[00:13:14.440 --> 00:13:16.680]  他頓言
[00:13:16.680 --> 00:13:18.680]  他說頓時之間
[00:13:18.680 --> 00:13:24.600]  我的驕傲就消失盡
[00:13:24.600 --> 00:13:26.320]  詩人詩篇亦都說
[00:13:26.320 --> 00:13:28.080]  人算甚麼
[00:13:28.080 --> 00:13:31.080]  理竟忽念他
[00:13:31.080 --> 00:13:35.960]  從一個科研的人
[00:13:35.960 --> 00:13:40.480]  他對上帝的認識
[00:13:40.480 --> 00:13:41.760]  當他認識到
[00:13:41.760 --> 00:13:47.800]  認知到上帝是一個創造天地的主的時候
[00:13:47.800 --> 00:13:50.960]  對他來說是多麼重要
[00:13:50.960 --> 00:13:52.320]  因為在他裏面
[00:13:52.320 --> 00:13:57.360]  他知道原來有一個造物主
[00:13:57.360 --> 00:13:59.280]  我們只不過是被造
[00:13:59.280 --> 00:14:00.520]  在神面前
[00:14:00.520 --> 00:14:03.840]  但被捍衛、寶貴
[00:14:03.840 --> 00:14:06.680]  所以我們看見
[00:14:06.680 --> 00:14:07.520]  以色列人
[00:14:07.520 --> 00:14:10.800]  他說我的幫助從何而來
[00:14:10.800 --> 00:14:12.560]  當他們宣告他們的信仰
[00:14:12.560 --> 00:14:15.040]  我幫助是從造天地的事
[00:14:15.040 --> 00:14:16.640]  我懷疑你的時候
[00:14:16.640 --> 00:14:18.760]  就給他們很大的信心
[00:14:18.760 --> 00:14:22.560]  知道這個幫助是實在的
[00:14:22.560 --> 00:14:24.720]  這個幫助他們的神
[00:14:24.720 --> 00:14:27.880]  是一個造天地的神
[00:14:27.880 --> 00:14:29.760]  詩篇裏面亦都說到
[00:14:29.760 --> 00:14:32.360]  神用智慧造天
[00:14:32.360 --> 00:14:37.440]  神的智慧無法測度
[00:14:37.440 --> 00:14:40.840]  不單止這個幫助他們的神
[00:14:40.840 --> 00:14:45.960]  是一個創造天地的神
[00:14:45.960 --> 00:14:49.000]  第三至第五節亦都說到
[00:14:49.000 --> 00:14:51.280]  這個幫助我們的神
[00:14:51.280 --> 00:14:53.640]  是一個不打頓的神
[00:14:53.640 --> 00:14:55.000]  是一個不打頓的神
[00:14:55.000 --> 00:14:56.960]  我們看看第三至第五節
[00:14:56.960 --> 00:14:57.920]  我們先一起讀
[00:14:57.920 --> 00:14:59.120]  預備起
[00:14:59.120 --> 00:15:01.960]  他必不叫你的腳搖動
[00:15:01.960 --> 00:15:04.560]  保護你的必不打頓
[00:15:04.560 --> 00:15:07.640]  保護以色列的也不打頓
[00:15:07.640 --> 00:15:09.000]  也不睡覺
[00:15:09.000 --> 00:15:11.200]  保護你的是耶和華
[00:15:11.200 --> 00:15:17.000]  耶和華在你右邊任被你
[00:15:17.000 --> 00:15:18.560]  創造天地的神
[00:15:18.560 --> 00:15:21.880]  是一個滿有慈愛的神
[00:15:21.880 --> 00:15:24.840]  是一個不打頓的神
[00:15:24.840 --> 00:15:26.440]  是一個不打頓的神
[00:15:26.440 --> 00:15:32.000]  是一個滿有能力的神
[00:15:32.000 --> 00:15:38.960]  我們看看這幅圖
[00:15:38.960 --> 00:15:42.400]  當你看的時候你會想起
[00:15:42.400 --> 00:15:44.360]  發生了甚麼事
[00:15:44.360 --> 00:15:46.880]  以利亞和巴力的先知
[00:15:46.880 --> 00:15:50.680]  到底在說甚麼呢
[00:15:50.680 --> 00:15:53.480]  在聶王記上第十八章裏面
[00:15:53.480 --> 00:15:54.880]  開始的時候說到
[00:15:54.880 --> 00:15:58.880]  以色列當時有旱災大饑荒
[00:15:58.880 --> 00:16:01.640]  三年已經沒有下過雨
[00:16:01.640 --> 00:16:02.920]  到第三年的時候
[00:16:02.920 --> 00:16:07.520]  耶和華就叫以利亞去見阿哈王
[00:16:07.520 --> 00:16:12.400]  告訴他將要降雨在地
[00:16:12.400 --> 00:16:19.480]  於是以利亞就去見阿哈王
[00:16:19.480 --> 00:16:21.120]  當他見到阿哈王的時候
[00:16:21.120 --> 00:16:24.720]  阿哈王就說
[00:16:24.720 --> 00:16:29.600]  令我們受災的不是你嗎
[00:16:29.600 --> 00:16:31.080]  你說過你不禱告
[00:16:31.080 --> 00:16:33.040]  天就不會下雨
[00:16:33.040 --> 00:16:35.880]  於是在這個時候
[00:16:35.880 --> 00:16:38.720]  阿哈王就很嚴厲的
[00:16:38.720 --> 00:16:42.560]  來到面對著以利亞
[00:16:42.560 --> 00:16:45.640]  告訴阿哈王
[00:16:45.640 --> 00:16:49.040]  他說在以色列遭災的不是我
[00:16:49.040 --> 00:16:51.360]  是你們離棄了神
[00:16:51.360 --> 00:16:55.040]  去隨從巴力神
[00:16:55.040 --> 00:16:59.440]  好 現在請你去召集
[00:16:59.440 --> 00:17:01.280]  所有巴力的先知
[00:17:01.280 --> 00:17:03.720]  總共有四百五十人
[00:17:03.720 --> 00:17:10.280]  請你召集他們到加密山上
[00:17:10.280 --> 00:17:14.000]  希望你們作一個選擇
[00:17:14.000 --> 00:17:18.520]  知道誰是一個真的神
[00:17:18.520 --> 00:17:24.040]  希望你們能夠回轉去侍奉真神
[00:17:24.040 --> 00:17:26.960]  上到山的時候
[00:17:26.960 --> 00:17:28.680]  有兩個祭壇
[00:17:28.680 --> 00:17:30.920]  一個是巴力先知的祭壇
[00:17:30.920 --> 00:17:33.800]  一個是以利亞族的祭壇
[00:17:33.800 --> 00:17:35.200]  在中間裏面
[00:17:35.200 --> 00:17:37.240]  他們各自預備祭身
[00:17:37.240 --> 00:17:40.760]  切完之後就擺在壇上
[00:17:40.760 --> 00:17:44.200]  在柴火之上
[00:17:44.200 --> 00:17:46.080]  有一個條件
[00:17:46.080 --> 00:17:47.720]  以利亞說
[00:17:47.720 --> 00:17:49.160]  不准生火
[00:17:49.160 --> 00:17:52.480]  不准生火
[00:17:52.480 --> 00:17:53.960]  在當中裏面
[00:17:53.960 --> 00:17:57.520]  他說我們就各自祈求我們的神
[00:17:57.520 --> 00:17:59.480]  來降火
[00:17:59.480 --> 00:18:02.400]  他就做了這個提議
[00:18:02.400 --> 00:18:04.640]  大家覺得好好好
[00:18:04.640 --> 00:18:05.800]  於是怎樣呢
[00:18:05.800 --> 00:18:08.000]  聖經有記載
[00:18:08.000 --> 00:18:09.600]  巴力的先知
[00:18:09.600 --> 00:18:11.520]  就從早到午
[00:18:11.520 --> 00:18:14.160]  一個整個上午裏面
[00:18:14.160 --> 00:18:19.680]  圍著這個祭壇跳舞呼喊
[00:18:19.680 --> 00:18:22.880]  呼喊巴力神來降火
[00:18:22.880 --> 00:18:24.200]  但是
[00:18:24.200 --> 00:18:25.560]  聖經說
[00:18:25.560 --> 00:18:27.480]  沒有反應
[00:18:27.480 --> 00:18:30.200]  卻沒有反應
[00:18:30.200 --> 00:18:33.480]  於是到了正午的時候
[00:18:33.480 --> 00:18:36.000]  以利亞就這樣
[00:18:36.000 --> 00:18:37.480]  去嬉笑
[00:18:37.480 --> 00:18:38.680]  他們說
[00:18:38.680 --> 00:18:41.000]  你們大聲一點
[00:18:41.000 --> 00:18:42.920]  你們要大聲求才行
[00:18:42.920 --> 00:18:44.280]  可能
[00:18:44.280 --> 00:18:46.760]  巴力神睡了覺
[00:18:46.760 --> 00:18:48.800]  叫醒他
[00:18:48.800 --> 00:18:50.600]  叫醒他
[00:18:50.600 --> 00:18:52.920]  於是他就大聲去叫
[00:18:52.920 --> 00:18:54.120]  但是聖經說
[00:18:54.120 --> 00:18:57.880]  仍然沒有反應
[00:18:57.880 --> 00:18:59.320]  於是
[00:18:59.320 --> 00:19:00.880]  來到
[00:19:00.880 --> 00:19:01.680]  以利亞
[00:19:01.680 --> 00:19:05.520]  這個獻祭壇的時候
[00:19:05.520 --> 00:19:07.360]  以利亞就說
[00:19:07.360 --> 00:19:09.240]  一次兩次三次
[00:19:09.240 --> 00:19:10.520]  不單止
[00:19:10.520 --> 00:19:11.800]  是
[00:19:11.800 --> 00:19:12.760]  沒有點火
[00:19:12.760 --> 00:19:13.720]  並且
[00:19:13.720 --> 00:19:14.440]  是怎樣
[00:19:14.440 --> 00:19:15.760]  三次的淋水
[00:19:15.760 --> 00:19:19.040]  淋濕了整個祭壇
[00:19:19.040 --> 00:19:21.960]  於是
[00:19:21.960 --> 00:19:24.400]  他就向神呼救
[00:19:24.400 --> 00:19:25.520]  耶和華
[00:19:25.520 --> 00:19:27.160]  求你應允我
[00:19:27.160 --> 00:19:28.600]  使這些民知道
[00:19:28.600 --> 00:19:30.320]  祢是耶和華神
[00:19:30.320 --> 00:19:31.200]  又知道
[00:19:31.200 --> 00:19:34.960]  祢是叫這民迴轉
[00:19:34.960 --> 00:19:36.640]  於是
[00:19:36.640 --> 00:19:39.280]  神就降下大火
[00:19:39.280 --> 00:19:43.040]  燒盡一切祭物
[00:19:43.040 --> 00:19:44.480]  連那些水
[00:19:44.480 --> 00:19:47.920]  都燒乾
[00:19:47.920 --> 00:19:50.440]  第三十九節十八章三十九節說
[00:19:50.440 --> 00:19:51.880]  眾民看見了
[00:19:51.880 --> 00:19:54.200]  就俯伏在地上說
[00:19:54.200 --> 00:19:55.840]  耶和華是神
[00:19:55.840 --> 00:20:00.240]  耶和華是神
[00:20:00.240 --> 00:20:05.880]  耶和華是一個大有能力的神
[00:20:05.880 --> 00:20:07.440]  耶和華
[00:20:07.440 --> 00:20:09.560]  不打頓
[00:20:09.560 --> 00:20:12.400]  沒有能力
[00:20:12.400 --> 00:20:16.240]  祂是上聽我們的呼求
[00:20:16.240 --> 00:20:23.120]  並作隨時的幫助
[00:20:23.120 --> 00:20:25.560]  我們知道
[00:20:25.560 --> 00:20:26.720]  有伯記
[00:20:26.720 --> 00:20:29.080]  他告訴我們
[00:20:29.080 --> 00:20:31.880]  這個論道全能者
[00:20:31.880 --> 00:20:33.880]  我們不能猜度
[00:20:33.880 --> 00:20:38.520]  祂大有能力
[00:20:38.520 --> 00:20:40.960]  幫助我們的神
[00:20:40.960 --> 00:20:43.640]  是一個做天地的神
[00:20:43.640 --> 00:20:47.480]  是一個不打頓的神
[00:20:47.480 --> 00:20:48.960]  並且
[00:20:48.960 --> 00:20:50.440]  祂是一個事實上
[00:20:50.440 --> 00:20:52.600]  去保護我們的神
[00:20:52.600 --> 00:20:54.120]  我們讀第六節
[00:20:54.120 --> 00:20:56.000]  照第八節
[00:20:56.000 --> 00:20:57.160]  我們一起讀
[00:20:57.160 --> 00:21:00.480]  白日太陽必不傷你
[00:21:00.480 --> 00:21:03.400]  夜間月亮必不害你
[00:21:03.400 --> 00:21:05.560]  耶和華要保護你
[00:21:05.560 --> 00:21:08.160]  免受一切的災害
[00:21:08.160 --> 00:21:10.640]  祂要保護你的性命
[00:21:10.640 --> 00:21:12.480]  離出離入
[00:21:12.480 --> 00:21:14.760]  耶和華要保護你
[00:21:14.760 --> 00:21:17.680]  從今時直到永遠
[00:21:17.680 --> 00:21:20.280]  由第三節到第六節
[00:21:20.280 --> 00:21:22.400]  當我們去讀的時候
[00:21:22.400 --> 00:21:23.400]  你有沒有看到
[00:21:23.400 --> 00:21:26.440]  有一個詞語是經常出現的
