
[00:00:00.000 --> 00:00:02.940]  今天要跟各位分享的訊息是
[00:06:45.260 --> 00:06:49.300]  其實你會發現
[00:06:49.300 --> 00:06:50.820]  兩千年前
[00:06:50.820 --> 00:06:53.620]  這些事情就陸陸續續在發生
[00:06:53.620 --> 00:06:56.540]  但是沒有今天來的這麼嚴重
[00:06:56.540 --> 00:06:59.860]  或這麼厲害
[00:06:59.860 --> 00:07:04.300]  甚至於我們的肉體軟弱不得痊癒
[00:07:04.300 --> 00:07:07.060]  剛才我們唸的耶利米蘇八章二十二節
[00:07:07.060 --> 00:07:09.820]  讓我們再來唸一次
[00:07:09.820 --> 00:07:13.420]  在激烈 豈沒有弩箱呢
[00:07:13.420 --> 00:07:15.300]  一起來
[00:07:15.300 --> 00:07:18.940]  在那裡 豈沒有醫生呢
[00:07:18.940 --> 00:07:22.740]  我百姓為何不得痊癒呢
[00:07:22.740 --> 00:07:26.300]  這是一個很有意思的一件事情
[00:07:26.300 --> 00:07:28.300]  我們今天也是一樣
[00:07:28.300 --> 00:07:30.020]  有醫生
[00:07:30.020 --> 00:07:31.780]  也有很多的醫藥
[00:07:31.780 --> 00:07:34.300]  還有很多醫院
[00:07:34.300 --> 00:07:36.580]  還有很多的護士
[00:07:36.580 --> 00:07:40.020]  都能夠醫治許多的病
[00:07:40.020 --> 00:07:44.580]  但是為什麼不得痊癒呢
[00:07:44.580 --> 00:07:47.300]  這其實有一個迷思
[00:07:47.300 --> 00:07:50.140]  或者是誤解
[00:07:50.140 --> 00:07:53.700]  我記得我很年輕的時候
[00:07:53.700 --> 00:07:56.940]  我一直騎摩托車出去玩
[00:07:56.940 --> 00:08:00.020]  騎在鄉間小路 騎得飛快
[00:08:00.020 --> 00:08:03.020]  好爽快
[00:08:03.020 --> 00:08:05.820]  對面來一個大貨車
[00:08:05.820 --> 00:08:07.300]  轟了一下
[00:08:07.300 --> 00:08:10.300]  就把我掃帆車了 你知道嗎
[00:08:10.300 --> 00:08:11.780]  結果滑一下
[00:08:11.780 --> 00:08:13.940]  整個臉上就一道刀疤
[00:08:13.940 --> 00:08:16.140]  一道傷疤
[00:08:16.140 --> 00:08:17.460]  我姐姐每次都跟我講
[00:08:17.460 --> 00:08:19.180]  阿七 你看什麼時候有空
[00:08:19.180 --> 00:08:20.940]  我帶你去美容一下
[00:08:20.940 --> 00:08:24.500]  把這個抹一抹
[00:08:24.500 --> 00:08:26.340]  那我請問你
[00:08:26.340 --> 00:08:30.340]  我的臉上傷疤還會不會痛
[00:08:30.340 --> 00:08:32.900]  還會不會流血
[00:08:32.900 --> 00:08:36.260]  那我算不算好了呢
[00:08:36.260 --> 00:08:37.740]  對不對
[00:08:37.740 --> 00:08:40.980]  但是我每次看到那個傷疤
[00:08:40.980 --> 00:08:44.180]  我就覺得就會想起那個事情了
[00:08:44.180 --> 00:08:45.420]  是不是
[00:08:45.420 --> 00:08:50.980]  所以有一陣子
[00:08:50.980 --> 00:08:54.940]  我女婿以前有兩三輛摩托車
[00:08:54.940 --> 00:08:55.940]  她不想要那麼多
[00:08:55.940 --> 00:08:57.780]  她說那爸爸一輛給你
[00:08:57.780 --> 00:09:00.500]  我不敢要
[00:09:00.500 --> 00:09:03.140]  我現在看到摩托車就怕了
[00:09:03.140 --> 00:09:04.460]  是不是
[00:09:04.460 --> 00:09:07.740]  雖然我現在不再痛 不再流血了
[00:09:07.740 --> 00:09:11.700]  但是真講說好了嗎
[00:09:11.700 --> 00:09:14.580]  其實你要這樣子看
[00:09:14.580 --> 00:09:16.180]  神賜醫治
[00:09:16.180 --> 00:09:17.700]  祂醫治我們
[00:09:17.700 --> 00:09:18.980]  因祂受了鞭傷
[00:09:18.980 --> 00:09:20.940]  我們要得到醫治
[00:09:20.940 --> 00:09:22.380]  這是祂的應許
[00:09:22.380 --> 00:09:24.700]  第一點你信不信
[00:09:24.700 --> 00:09:28.540]  第二點到底是到什麼程度才算好呢
[00:09:28.540 --> 00:09:30.540]  如果又發了呢
[00:09:30.540 --> 00:09:32.460]  是不是
[00:09:32.460 --> 00:09:33.140]  換句話說
[00:09:33.140 --> 00:09:36.820]  如果說你今天割了盲腸炎
[00:09:36.820 --> 00:09:41.780]  你留了一道左邊傷疤 疤痕
[00:09:41.780 --> 00:09:43.180]  那麼讓我請問你
[00:09:43.180 --> 00:09:44.460]  過了三年
[00:09:44.460 --> 00:09:47.140]  你可不可以說我這個盲腸炎
[00:09:47.140 --> 00:09:49.500]  不再腹痛如腳了
[00:09:49.500 --> 00:09:51.740]  也不會有生命危險了
[00:09:51.740 --> 00:09:53.140]  是好了嗎
[00:09:53.140 --> 00:09:56.540]  但是每次我看到那傷疤
[00:09:56.540 --> 00:09:59.700]  我就難忘掉
[00:09:59.700 --> 00:10:01.620]  會不會再犯呢
[00:10:01.620 --> 00:10:02.420]  是不是
[00:10:02.420 --> 00:10:07.140]  這就是我們中間有一個迷思的
[00:10:07.140 --> 00:10:10.260]  其實是這個樣子的
[00:10:10.260 --> 00:10:11.980]  如果說神應許我們
[00:10:11.980 --> 00:10:17.620]  譬如說有病要得到醫治
[00:10:17.620 --> 00:10:21.260]  那不是說你一輩子不再生病了
[00:10:21.260 --> 00:10:22.420]  是不是
[00:10:22.420 --> 00:10:24.860]  你今天
[00:10:24.860 --> 00:10:28.140]  你這個病得到醫治
[00:10:28.140 --> 00:10:31.180]  那明天你可能會有另外一個病
[00:10:31.180 --> 00:10:32.700]  甚至於過了幾天
[00:10:32.700 --> 00:10:34.740]  同樣的病又來了
[00:10:34.740 --> 00:10:35.820]  是不是
[00:10:35.820 --> 00:10:39.860]  但是到底是好了沒有呢
[00:10:39.860 --> 00:10:43.260]  所以我們真的是每天
[00:10:43.260 --> 00:10:47.540]  英文說是Counting your blessing everyday
[00:10:47.540 --> 00:10:51.780]  每天數算你的恩典
[00:10:51.780 --> 00:10:54.420]  不要一次求求他一輩子
[00:10:54.420 --> 00:10:56.540]  那還得了
[00:10:56.540 --> 00:10:58.340]  是不是
[00:10:58.340 --> 00:11:02.180]  所以神之醫治
[00:11:02.180 --> 00:11:04.220]  你雖然難以忘懷
[00:11:04.220 --> 00:11:06.660]  你曾經患過這個有這個病痛
[00:11:06.660 --> 00:11:08.460]  或者看到有傷疤
[00:11:08.460 --> 00:11:10.780]  或者是有這個苦楚
[00:11:10.780 --> 00:11:16.660]  但是你相信他好了就好了
[00:11:16.660 --> 00:11:20.060]  不是說你就不去看事實了
[00:11:20.060 --> 00:11:21.900]  是不是
[00:11:21.900 --> 00:11:23.340]  甚至於我這麼說
[00:11:23.340 --> 00:11:25.140]  假如你說
[00:11:25.140 --> 00:11:26.420]  哎呀 牧師啊
[00:11:26.420 --> 00:11:27.420]  我都睡不著覺
[00:11:27.420 --> 00:11:28.540]  我都吃不到飯
[00:11:28.540 --> 00:11:31.780]  我肚子有什麼問題啊
[00:11:31.780 --> 00:11:34.980]  那你就在那邊哀怨
[00:11:34.980 --> 00:11:36.460]  在那邊呻吟
[00:11:36.460 --> 00:11:41.460]  在那裡甚至於無病呻吟
[00:11:41.460 --> 00:11:45.860]  如果說今天你身邊有病痛
[00:11:45.860 --> 00:11:48.220]  那你奉拿撒的人耶穌基督的名
[00:11:48.220 --> 00:11:50.180]  求他的醫治臨到
[00:11:50.180 --> 00:11:52.780]  你說我相信他要醫治我
[00:11:52.780 --> 00:11:54.340]  雖然我現在還有一點痛
[00:11:54.340 --> 00:11:56.380]  但是一天比一天好
[00:11:56.380 --> 00:11:59.060]  我不斷地為這個來禱告
[00:11:59.060 --> 00:12:00.460]  有一天他好了
[00:12:00.460 --> 00:12:04.700]  甚至於一年之後他又犯了
[00:12:04.700 --> 00:12:07.780]  並不是說他沒有好
[00:12:07.780 --> 00:12:09.220]  所以這個聖經就講說
[00:12:09.220 --> 00:12:12.100]  在激烈起沒有乳香呢
[00:12:12.100 --> 00:12:15.140]  激烈就是猶大地
[00:12:15.140 --> 00:12:17.060]  是猶太人住的地方
[00:12:17.060 --> 00:12:20.020]  乳香就是珍貴的藥材
[00:12:20.020 --> 00:12:22.220]  換句話說在神的應許之地
[00:12:22.220 --> 00:12:25.260]  神也賜下了珍貴的藥材
[00:12:25.260 --> 00:12:29.340]  有了仙藥也有了醫生
[00:12:29.340 --> 00:12:35.500]  在當時是神話語跟祭師跟仙之
[00:12:35.500 --> 00:12:38.260]  那麼我們要做的就是說
[00:12:38.260 --> 00:12:40.300]  要完全的交托
[00:12:40.300 --> 00:12:44.500]  要接受他的治療與處方
[00:12:44.500 --> 00:12:46.700]  假如你今天你去看醫生
[00:12:46.700 --> 00:12:49.260]  醫生跟你這麼講
[00:12:49.260 --> 00:12:52.260]  你卻反其道而行
[00:12:52.260 --> 00:12:55.580]  我真不知道病要怎麼好
[00:12:55.580 --> 00:13:00.420]  因為醫生除非他是蒙古大夫
[00:13:00.420 --> 00:13:01.300]  是不是
[00:13:01.300 --> 00:13:05.260]  除非你自己也是醫生
[00:13:05.260 --> 00:13:08.220]  但是我們把我們的手
[00:13:08.220 --> 00:13:11.180]  把我們的身體交在
[00:13:11.180 --> 00:13:14.220]  醫生 醫藥 醫學 醫術
[00:13:14.220 --> 00:13:19.220]  醫院 護士的手上
[00:13:19.220 --> 00:13:22.180]  那麼我們再把我們自己
[00:13:22.180 --> 00:13:24.340]  交在神的手上
[00:13:24.340 --> 00:13:27.260]  因為有的病醫生也醫不好啊
[00:13:27.260 --> 00:13:29.260]  對不對
[00:13:29.260 --> 00:13:33.100]  所以我們感謝神
[00:13:33.100 --> 00:13:34.620]  在耶利明那個時代
[00:13:34.620 --> 00:13:36.100]  這個百姓呢
[00:13:36.100 --> 00:13:40.740]  包括君王 首領 祭師
[00:13:40.740 --> 00:13:44.460]  還有百姓都偏離了神
[00:13:44.460 --> 00:13:48.940]  所以即使是神的話語領到
[00:13:48.940 --> 00:13:53.700]  但是百姓卻忽視了他
[00:13:53.700 --> 00:13:56.020]  卻忽略了他
[00:13:56.020 --> 00:13:59.180]  即使與仙之也不能夠
[00:13:59.180 --> 00:14:03.300]  按著神的旨意說神的話
[00:14:03.300 --> 00:14:05.380]  所以耶利明仙之人家說
[00:14:05.380 --> 00:14:07.180]  他是哀哭的仙之
[00:14:07.180 --> 00:14:12.140]  他就一天到晚為百姓來求
[00:14:12.140 --> 00:14:15.660]  他就是要神再一次來掌管
[00:14:15.660 --> 00:14:17.420]  當然啊
[00:14:17.420 --> 00:14:19.300]  我們肉體得而軟弱
[00:14:19.300 --> 00:14:22.100]  我們肉體軟弱不得權利
[00:14:22.100 --> 00:14:26.980]  甚至於整個猶太民族被奴了
[00:14:26.980 --> 00:14:28.300]  不得回歸
[00:14:28.300 --> 00:14:29.860]  但是神給他一個允許
[00:14:29.860 --> 00:14:31.180]  給他一個盼望
[00:14:31.180 --> 00:14:33.860]  說滿了七十年也要回歸
[00:14:33.860 --> 00:14:40.340]  結果單一的仙之看到耶利明講的這個
[00:14:40.340 --> 00:14:41.620]  所以他屈指一閃
[00:14:41.620 --> 00:14:44.700]  哎喲 差不多到了
[00:14:44.700 --> 00:14:47.180]  所以他就跪下來禱告說
[00:14:47.180 --> 00:14:48.260]  大而可畏的神
[00:14:48.260 --> 00:14:50.660]  守約斯慈愛的神
[00:14:50.660 --> 00:14:53.780]  結果後來就果然就回歸了
[00:14:53.780 --> 00:15:00.100]  感謝神讚美神
[00:15:00.100 --> 00:15:06.980]  但是我們的魂會戰驚恐懼失魂落魄
[00:15:06.980 --> 00:15:09.540]  最明顯的一個例子是
[00:15:09.540 --> 00:15:10.980]  記得嗎
[00:15:10.980 --> 00:15:14.300]  以利亞在加密山上
[00:15:14.300 --> 00:15:17.980]  跟巴黎的仙之鬥法
[00:15:17.980 --> 00:15:22.500]  要看誰可以讓天降
[00:15:22.500 --> 00:15:25.380]  以利亞贏了嘛 對不對
[00:15:25.380 --> 00:15:27.780]  結果百姓怎麼樣
[00:15:27.780 --> 00:15:28.940]  以利亞跟他們說
[00:15:28.940 --> 00:15:31.460]  如果是巴黎是神你們就拜祂
[00:15:31.460 --> 00:15:32.740]  如果是耶和華是神
[00:15:32.740 --> 00:15:34.820]  你們就要拜耶和華
[00:15:34.820 --> 00:15:37.580]  結果巴黎的仙之好幾百個
[00:15:37.580 --> 00:15:39.340]  四百五十個
[00:15:39.340 --> 00:15:42.700]  又砍又叫又獻祭
[00:15:42.700 --> 00:15:45.180]  不下雨就不下雨
[00:15:45.180 --> 00:15:48.500]  結果以利亞挖上了溝
[00:15:48.500 --> 00:15:50.020]  倒上了水
[00:15:50.020 --> 00:15:52.060]  然後在神面前禱告
[00:15:52.060 --> 00:15:53.940]  結果天降
[00:15:53.940 --> 00:15:58.940]  天火把水燒乾燒盡了積霧了
[00:15:58.940 --> 00:16:01.540]  結果以利亞說
[00:16:01.540 --> 00:16:07.460]  把這些巴黎仙子通通給我抓起來宰了
[00:16:07.460 --> 00:16:10.020]  這個老百姓通通夫婦在地
[00:16:10.020 --> 00:16:12.460]  就叫什麼
[00:16:12.460 --> 00:16:14.900]  耶和華是神 耶和華是神
[00:16:14.900 --> 00:16:17.380]  你很看這聖經
[00:16:17.380 --> 00:16:19.660]  其實我講過
[00:16:19.660 --> 00:16:23.100]  耶和華是神就是以利亞的名字
[00:16:23.100 --> 00:16:27.140]  以利亞的意思就是耶和華是神
[00:16:27.140 --> 00:16:29.260]  所以他們講
[00:16:29.260 --> 00:16:30.580]  其實百姓覺得
[00:16:30.580 --> 00:16:32.100]  以利亞
[00:16:32.130 --> 00:16:35.070]  伊賴加 伊賴加 伊賴加
[00:16:35.070 --> 00:16:37.350]  也是耶和華是神
[00:16:37.350 --> 00:16:38.870]  是不是
[00:16:38.870 --> 00:16:43.770]  那麼
[00:16:43.770 --> 00:16:48.490]  亞哈王就把這個事情跟他的妻子耶積迪說了
[00:16:48.490 --> 00:16:50.130]  耶積迪就怎麼樣
[00:16:50.130 --> 00:16:52.590]  說我要取了你的命 我要宰了你
[00:16:52.590 --> 00:16:55.970]  結果伊利亞就逃亡 嚇死了
[00:16:55.970 --> 00:16:59.690]  他戰驚恐懼 失魂落魄
[00:16:59.690 --> 00:17:00.690]  是不是這樣
[00:17:02.330 --> 00:17:06.550]  他逃到河邊
[00:17:06.550 --> 00:17:10.090]  然後在那裡 他說要等洗
[00:17:10.090 --> 00:17:13.150]  然後神就拆天使
[00:17:13.150 --> 00:17:15.450]  為他 甚至於
[00:17:15.450 --> 00:17:20.530]  帶領他 甚至於安慰他
[00:17:20.530 --> 00:17:23.430]  結果使他吃飽喝足
[00:17:23.430 --> 00:17:27.950]  他的心才得到安慰
[00:17:27.950 --> 00:17:29.590]  各位
[00:17:29.930 --> 00:17:33.930]  有的時候我們的魂受到驕擾
[00:17:33.930 --> 00:17:38.370]  有的時候先把身體定好
[00:17:38.370 --> 00:17:40.030]  你知道嗎
[00:17:40.030 --> 00:17:43.950]  如果我們的身體出了狀況
[00:17:43.950 --> 00:17:45.770]  譬如說吧
[00:17:45.770 --> 00:17:48.930]  我以前不知道有一個人
[00:17:48.930 --> 00:17:53.070]  他就說 大慈啊 你有沒有一個糖給我吃啊
[00:17:53.070 --> 00:17:55.590]  我說好 我正好有一個 我就給他
[00:17:55.590 --> 00:17:57.330]  結果他手來接糖啊
[00:17:58.790 --> 00:17:59.790]  滴血糖
[00:17:59.790 --> 00:18:04.610]  好像他靈魂出了問題一樣
[00:18:04.610 --> 00:18:08.550]  這個有的時候
[00:18:08.550 --> 00:18:11.670]  我們的身體要得到妥善的照管
[00:18:11.670 --> 00:18:15.730]  所以天使使他吃飽 喝足
[00:18:15.730 --> 00:18:19.550]  然後在獵王之下19章10到18節怎麼樣
[00:18:19.550 --> 00:18:22.090]  那麼伊利亞就到後來
[00:18:22.090 --> 00:18:24.530]  又走了40週 到了一個山洞裡面
[00:18:24.530 --> 00:18:26.510]  他就在那邊說等死
[00:18:26.950 --> 00:18:29.350]  那麼神呼叫他說
[00:18:29.350 --> 00:18:31.550]  伊利亞你在哪裡 你在幹什麼
[00:18:31.550 --> 00:18:33.090]  來 我們一起來唸
[00:18:33.090 --> 00:18:34.830]  伊利亞回答說
[00:18:34.830 --> 00:18:39.830]  我一向熱心侍奉萬鈞之上帝耶和華
[00:18:39.830 --> 00:18:42.630]  但已些的人背棄你的約
[00:18:42.630 --> 00:18:46.990]  拆毀你的祭壇 殘殺你的先知
[00:18:46.990 --> 00:18:49.950]  現在只剩下我一個人
[00:18:49.950 --> 00:18:52.250]  他們還要殺我
[00:18:52.250 --> 00:18:54.530]  耶和華吩咐
[00:18:56.950 --> 00:19:03.030]  「他們未曾跪拜巴黎 也未曾親吻巴黎」
[00:19:03.030 --> 00:19:05.870]  我們會不會有這個感覺呢
[00:19:05.870 --> 00:19:10.330]  哇 好孤單啊
[00:19:10.330 --> 00:19:13.930]  好像什麼事情都扛在肩頭上
[00:19:13.930 --> 00:19:18.730]  其實 神已經為我們預備了7000個
[00:19:18.730 --> 00:19:20.050]  是不是
[00:19:20.050 --> 00:19:23.650]  所以我們這邊坐滿了天使天君7000個
[00:19:23.650 --> 00:19:27.630]  你們是其中之一些 是不是
[00:19:27.630 --> 00:19:29.530]  感謝讚美神
[00:19:29.530 --> 00:19:32.730]  這些人是未曾跪拜巴黎
[00:19:32.730 --> 00:19:35.730]  也未曾親吻巴黎
[00:19:35.730 --> 00:19:37.730]  我有的時候在想
[00:19:37.730 --> 00:19:40.930]  這是我的小腦袋在胡思亂想
[00:19:40.930 --> 00:19:44.530]  如果有一天我上天上去的話
[00:19:44.530 --> 00:19:46.530]  那個伊利亞在那邊
[00:19:46.530 --> 00:19:49.330]  他身後圍了7000個
[00:19:49.330 --> 00:19:52.130]  這些未曾跪拜巴黎的人
[00:19:52.130 --> 00:19:54.730]  這些未曾跪拜巴黎的人
[00:19:54.730 --> 00:19:57.130]  未曾親吻巴黎的人
[00:19:57.130 --> 00:20:00.330]  這些神為他所留下的
[00:20:00.330 --> 00:20:01.530]  哈利路亞
[00:20:01.530 --> 00:20:05.930]  所以神保守他 帶領他
[00:20:05.930 --> 00:20:11.530]  讓他的魂再次安定下來
[00:20:11.530 --> 00:20:14.130]  當然了 我們的靈
[00:20:14.130 --> 00:20:17.630]  有的時候是講說神的榮耀
[00:20:17.630 --> 00:20:22.530]  Shakara Glory 就是神的榮耀
[00:20:22.530 --> 00:20:26.130]  在《以西捷書》
[00:20:26.130 --> 00:20:29.730]  它講到神的榮耀離開了聖殿
[00:20:29.730 --> 00:20:31.030]  我的意思就是說
[00:20:31.030 --> 00:20:35.530]  這好像是我們的靈離開了
[00:20:35.530 --> 00:20:38.530]  神的靈離開了我們一樣
