
[00:00:00.000 --> 00:00:03.540]  今天我們會講到有關一個題目叫做
[00:06:45.400 --> 00:06:51.400]  你見到保羅在說患難的時候你會經歷祝福
[00:06:51.400 --> 00:06:53.400]  跟著我們又記得
[00:06:53.400 --> 00:06:57.400]  他在一個爭吵、爭論裡面
[00:06:57.400 --> 00:07:02.400]  他怎樣可以去經歷並且去回應
[00:07:02.400 --> 00:07:04.400]  我們又說到
[00:07:04.400 --> 00:07:08.400]  例如上個禮拜說到奉獻裡面的恩典
[00:07:08.400 --> 00:07:10.400]  之前又說到什麼呢
[00:07:10.400 --> 00:07:12.400]  信與不信不能同父恩
[00:07:12.400 --> 00:07:14.400]  裡面有很多不同的看法
[00:07:14.400 --> 00:07:16.400]  很多不同的東西
[00:07:16.400 --> 00:07:17.400]  為什麼講信與不信
[00:07:17.400 --> 00:07:18.400]  為什麼講苦難
[00:07:18.400 --> 00:07:21.400]  當然有些人不認同
[00:07:21.400 --> 00:07:24.400]  這次我又回應另一個不認同的問題
[00:07:24.400 --> 00:07:28.400]  有人指保羅有這樣的狀態
[00:07:28.400 --> 00:07:32.400]  就是當跟他見面的時候很謙卑
[00:07:32.400 --> 00:07:36.400]  但是沒有跟他見面的時候
[00:07:36.400 --> 00:07:39.400]  他就很勇敢
[00:07:39.400 --> 00:07:41.400]  他不在他們裡面的時候很勇敢
[00:07:41.400 --> 00:07:44.400]  講什麼呢
[00:07:44.400 --> 00:07:46.400]  你不來到哥倫多就大大聲聲
[00:07:46.400 --> 00:07:49.400]  很勇敢講我們的東西
[00:07:49.400 --> 00:07:52.400]  來到我們中間你就不敢講
[00:07:52.400 --> 00:07:53.400]  小小聲
[00:07:53.400 --> 00:07:54.400]  你是紙老虎
[00:07:54.400 --> 00:07:56.400]  縮頭龜
[00:07:56.400 --> 00:07:57.400]  行不行
[00:07:57.400 --> 00:07:58.400]  沒用
[00:07:58.400 --> 00:08:00.400]  並且你記不記得之前講過
[00:08:00.400 --> 00:08:02.400]  他答應過會回到哥倫多
[00:08:02.400 --> 00:08:04.400]  他說你失信
[00:08:04.400 --> 00:08:05.400]  你不回來
[00:08:05.400 --> 00:08:08.400]  那個你聽回第二篇
[00:08:08.400 --> 00:08:12.400]  所以那裡混雜了一種狀況
[00:08:12.400 --> 00:08:13.400]  就是保羅先
[00:08:13.400 --> 00:08:17.400]  這些書信要跟那些支持他的大部分要說話
[00:08:17.400 --> 00:08:21.400]  同時要回應反對他的小部分
[00:08:21.400 --> 00:08:22.400]  而這些小部分我們知道
[00:08:22.400 --> 00:08:23.400]  小部分呢
[00:08:23.400 --> 00:08:25.400]  當有幾個百分之十的百分之十
[00:08:25.400 --> 00:08:27.400]  整個狀態就會很混亂
[00:08:27.400 --> 00:08:29.400]  所以他在講解釋
[00:08:29.400 --> 00:08:33.400]  為什麼你看到我來到這裡這麼謙卑
[00:08:33.400 --> 00:08:35.400]  特別為什麼他覺得那些人
[00:08:35.400 --> 00:08:38.400]  我們覺得今天謙卑好嗎
[00:08:38.400 --> 00:08:39.400]  當然好
[00:08:39.400 --> 00:08:40.400]  謙卑卑
[00:08:40.400 --> 00:08:44.400]  最好不要這麼謙卑
[00:08:44.400 --> 00:08:45.400]  不會的
[00:08:45.400 --> 00:08:49.400]  不過當時在那個文化
[00:08:49.400 --> 00:08:51.400]  那些小小聲謙卑
[00:08:51.400 --> 00:08:53.400]  就是他看不起的人
[00:08:53.400 --> 00:08:56.400]  因為在希羅文化你知道那些演說家
[00:08:56.400 --> 00:08:58.400]  那些辯論家
[00:08:58.400 --> 00:09:00.400]  陣陣有詞
[00:09:00.400 --> 00:09:02.400]  要講的東西清晰表達
[00:09:02.400 --> 00:09:03.400]  你對不對
[00:09:03.400 --> 00:09:05.400]  所有辯論都推出來
[00:09:05.400 --> 00:09:06.400]  是有力量的
[00:09:06.400 --> 00:09:08.400]  就不像有些人
[00:09:08.400 --> 00:09:10.400]  閃閃縮縮好像做又不敢做
[00:09:10.400 --> 00:09:12.400]  所以他就講到保羅
[00:09:12.400 --> 00:09:14.400]  你這些不行的
[00:09:14.400 --> 00:09:17.400]  保羅開始解釋為什麼他這樣
[00:09:17.400 --> 00:09:19.400]  這個背景很重要
[00:09:19.400 --> 00:09:20.400]  他說
[00:09:20.400 --> 00:09:22.400]  他特別講到
[00:09:22.400 --> 00:09:27.400]  我是因為藉著耶穌基督的溫柔和平勸你
[00:09:27.400 --> 00:09:33.400]  他就講到如果我必須用勇敢待者等人
[00:09:33.400 --> 00:09:34.400]  問題是什麼
[00:09:34.400 --> 00:09:36.400]  什麼叫勇敢待者等人
[00:09:36.400 --> 00:09:40.400]  勇敢就是說我開始要懲罰你
[00:09:40.400 --> 00:09:42.400]  就是說我現在盡量不懲罰你
[00:09:42.400 --> 00:09:44.400]  我想在你面前勸你
[00:09:44.400 --> 00:09:46.400]  用基督的愛和溫柔
[00:09:46.400 --> 00:09:48.400]  當然如果你不聽
[00:09:48.400 --> 00:09:50.400]  我就會用勇敢
[00:09:50.400 --> 00:09:52.400]  就是用懲罰來回應你
[00:09:52.400 --> 00:09:56.400]  所以我現在還在等候你回轉的階段
[00:09:56.400 --> 00:10:01.400]  我們知道當時有一班超級的仕途覺得這些是沒用的
[00:10:01.400 --> 00:10:05.400]  所以他開始在解釋背後的意思
[00:10:05.400 --> 00:10:08.400]  所以他為什麼要憑著血氣呢
[00:10:08.400 --> 00:10:12.400]  憑著血氣就是用人的想法
[00:10:12.400 --> 00:10:13.400]  你怕你就不出聲
[00:10:13.400 --> 00:10:15.400]  人家背後你就大聲聲
[00:10:15.400 --> 00:10:19.400]  所以保羅用這個引子第一第二節
[00:10:19.400 --> 00:10:22.400]  他開始進入到我今天講三點的第一點
[00:10:22.400 --> 00:10:24.400]  他怎樣去看這件事
[00:10:24.400 --> 00:10:27.400]  並且怎樣去看這些的爭鬥
[00:10:27.400 --> 00:10:30.400]  人裡面其實包含了什麼
[00:10:30.400 --> 00:10:32.400]  第一點
[00:10:32.400 --> 00:10:34.400]  我們來看一看
[00:10:34.400 --> 00:10:38.400]  回到第三節開始講
[00:10:38.400 --> 00:10:40.400]  我們再讀一次第三節
[00:10:40.400 --> 00:10:41.400]  一二三
[00:10:41.400 --> 00:10:45.400]  因為我們雖然在血氣中行事
[00:10:45.400 --> 00:10:48.400]  卻不憑著血氣爭戰
[00:10:48.400 --> 00:10:50.400]  我們爭戰的兵器
[00:10:50.400 --> 00:10:52.400]  本不是屬血氣的
[00:10:52.400 --> 00:10:55.400]  乃是在神面前有能力
[00:10:55.400 --> 00:10:58.400]  可以攻破堅固的刑旅
[00:10:58.400 --> 00:11:00.400]  有人以為我憑著血氣行事
[00:11:00.400 --> 00:11:01.400]  剛才第二節講
[00:11:01.400 --> 00:11:02.400]  人來的你不行的
[00:11:02.400 --> 00:11:03.400]  你還是怕吧
[00:11:03.400 --> 00:11:06.400]  他就開始將人劃分
[00:11:06.400 --> 00:11:07.400]  第一
[00:11:07.400 --> 00:11:09.400]  我是人來的
[00:11:09.400 --> 00:11:10.400]  你也是人
[00:11:10.400 --> 00:11:12.400]  你是不是人
[00:11:12.400 --> 00:11:14.400]  有沒有人不是人
[00:11:14.400 --> 00:11:15.400]  有沒有
[00:11:15.400 --> 00:11:19.400]  我雖然在血氣中行事
[00:11:19.400 --> 00:11:22.400]  如果直譯特別是NAS
[00:11:22.400 --> 00:11:24.400]  We walk in the flesh
[00:11:24.400 --> 00:11:26.400]  對不對
[00:11:26.400 --> 00:11:28.400]  不過他還沒講完
[00:11:28.400 --> 00:11:32.400]  但是不是用血氣來爭戰
[00:11:32.400 --> 00:11:34.400]  即是說我是肉體跟你在談
[00:11:34.400 --> 00:11:35.400]  但如果我回應
[00:11:35.400 --> 00:11:37.400]  我們眼見肉體的事
[00:11:37.400 --> 00:11:40.400]  我們是一個屬靈的兵器
[00:11:40.400 --> 00:11:42.400]  爭戰的兵器
[00:11:42.400 --> 00:11:43.400]  本不屬血氣
[00:11:43.400 --> 00:11:44.400]  大家開始明白了
[00:11:44.400 --> 00:11:47.400]  原來有兩個狀態
[00:11:47.400 --> 00:11:50.400]  兩個層面開始劃分
[00:11:50.400 --> 00:11:52.400]  在神面前有能力
[00:11:52.400 --> 00:11:54.400]  可以攻破堅固的刑旅
[00:11:54.400 --> 00:11:56.400]  第一點我想大家知道
[00:11:56.400 --> 00:11:59.400]  我們要明白原來要超越
[00:11:59.400 --> 00:12:02.400]  眼所能見的物質世界
[00:12:02.400 --> 00:12:05.400]  去到一個屬靈的戰役
[00:12:05.400 --> 00:12:08.400]  這方面是很重要
[00:12:08.400 --> 00:12:09.400]  特別當我們基督徒今天
[00:12:09.400 --> 00:12:13.400]  只看著物質世界的戰役
[00:12:13.400 --> 00:12:16.400]  忘記了背後原來一個屬靈的爭戰
[00:12:16.400 --> 00:12:18.400]  我們用錯武器
[00:12:18.400 --> 00:12:20.400]  打錯仗
[00:12:20.400 --> 00:12:21.400]  剛才我們在說
[00:12:21.400 --> 00:12:24.400]  一開始你要不同的警方
[00:12:24.400 --> 00:12:27.400]  應該就用不同的武器
[00:12:27.400 --> 00:12:29.400]  好了
[00:12:29.400 --> 00:12:31.400]  這裡說的很有趣
[00:12:31.400 --> 00:12:33.400]  當我們開始明白聖經
[00:12:33.400 --> 00:12:35.400]  特別在舊約也好
[00:12:35.400 --> 00:12:38.400]  在說道德秩序的情況
[00:12:38.400 --> 00:12:39.400]  什麼叫道德秩序
[00:12:39.400 --> 00:12:40.400]  一點點而已
[00:12:40.400 --> 00:12:41.400]  一分鐘而已
[00:12:41.400 --> 00:12:44.400]  我們知道通常我們劃分有道德秩序
[00:12:44.400 --> 00:12:46.400]  有功能秩序
[00:12:46.400 --> 00:12:48.400]  有創造秩序
[00:12:48.400 --> 00:12:50.400]  特別我師父楊綺說了很多
[00:12:50.400 --> 00:12:52.400]  我們只說道德秩序
[00:12:52.400 --> 00:12:54.400]  即是你按著這樣做
[00:12:54.400 --> 00:12:55.400]  你就有好結果
[00:12:55.400 --> 00:12:56.400]  這叫道德秩序
[00:12:56.400 --> 00:12:58.400]  按著你這樣做就有好結果
[00:12:58.400 --> 00:13:00.400]  有什麼例子
[00:13:00.400 --> 00:13:03.400]  可以人明白的第一個層次
[00:13:03.400 --> 00:13:04.400]  在道德秩序
[00:13:04.400 --> 00:13:06.400]  例如在針研
[00:13:06.400 --> 00:13:08.400]  我們讀一讀
[00:13:08.400 --> 00:13:10.400]  針研十五章二十三節
[00:13:10.400 --> 00:13:20.400]  預備起,口善應對,自覺喜樂,話俠其事,何等美好
[00:13:20.400 --> 00:13:24.400]  他說我們如果對答得合宜
[00:13:24.400 --> 00:13:26.400]  又在裏面有喜樂
[00:13:26.400 --> 00:13:28.400]  在時間又對,內容又對
[00:13:28.400 --> 00:13:30.400]  整體都得益
[00:13:30.400 --> 00:13:32.400]  這樣就明白了
[00:13:32.400 --> 00:13:33.400]  在爭拗裏面
[00:13:33.400 --> 00:13:35.400]  你小心處理,好好分辨
[00:13:35.400 --> 00:13:37.400]  你的責任,我的責任
[00:13:37.400 --> 00:13:40.400]  如果不是中國人有句說話
[00:13:40.400 --> 00:13:42.400]  禍從口出
[00:13:42.400 --> 00:13:44.400]  我們都明白
[00:13:44.400 --> 00:13:46.400]  我記得我們剛剛說
[00:13:46.400 --> 00:13:49.400]  上星期在香港去到愛丁堡
[00:13:49.400 --> 00:13:51.400]  教的時候在香港
[00:13:51.400 --> 00:13:54.400]  我們在香港五點教到晚上十二點
[00:13:54.400 --> 00:13:57.400]  就是那裏的九點到那裏的五點
[00:13:57.400 --> 00:13:59.400]  中間有個鐘頭
[00:13:59.400 --> 00:14:01.400]  就是八點到九點吃午飯
[00:14:01.400 --> 00:14:04.400]  我們就和Melisa去吃午飯
[00:14:04.400 --> 00:14:06.400]  不是,他們吃午飯,我吃晚飯
[00:14:06.400 --> 00:14:08.400]  即是他們說吃午飯,我們就吃晚飯
[00:14:08.400 --> 00:14:10.400]  好了,吃晚飯
[00:14:10.400 --> 00:14:12.400]  在那裏去到一間餐廳
[00:14:12.400 --> 00:14:15.400]  很快又很短,在門口排隊
[00:14:15.400 --> 00:14:17.400]  和Sasha排隊的時候
[00:14:17.400 --> 00:14:22.400]  剛剛有一個人來拿外賣
[00:14:22.400 --> 00:14:25.400]  去到餐廳有個侍應在門口
[00:14:25.400 --> 00:14:27.400]  我們在排隊,接著有人來
[00:14:27.400 --> 00:14:30.400]  去到,他說我是deliveroo
[00:14:30.400 --> 00:14:32.400]  拿外賣,deliveroo
[00:14:32.400 --> 00:14:35.400]  那個餐廳的侍應說
[00:14:35.400 --> 00:14:38.400]  你們是不是蘇生
[00:14:38.400 --> 00:14:40.400]  那個拿外賣的人說
[00:14:40.400 --> 00:14:42.400]  我都說我是deliveroo
[00:14:42.400 --> 00:14:44.400]  我都說我是deliveroo
[00:14:44.400 --> 00:14:46.400]  接著侍應再說
[00:14:46.400 --> 00:14:48.400]  你們是不是蘇生
[00:14:48.400 --> 00:14:50.400]  我都在想說什麼呢
[00:14:50.400 --> 00:14:54.400]  接著那個deliveroo的人就開始很生氣
[00:14:54.400 --> 00:14:57.400]  我都和你說,我是deliveroo
[00:14:57.400 --> 00:15:01.400]  接著侍應就很生氣
[00:15:01.400 --> 00:15:06.400]  然後就指著公司的名字
[00:15:06.400 --> 00:15:08.400]  公司的名字叫蘇生
[00:15:08.400 --> 00:15:12.400]  他問你是不是來蘇生拿外賣的意思
[00:15:12.400 --> 00:15:15.400]  接著突然那個deliveroo的人就看我
[00:15:15.400 --> 00:15:17.400]  他即是怎樣呢
[00:15:17.400 --> 00:15:19.400]  低頭走了,然後去坐地方
[00:15:19.400 --> 00:15:23.400]  他應該是去隔壁那間港口味
[00:15:23.400 --> 00:15:26.400]  其實你可以慢慢說,我是deliveroo
[00:15:26.400 --> 00:15:27.400]  這裏是不是港口味
[00:15:27.400 --> 00:15:29.400]  那個侍應可以慢慢說
[00:15:29.400 --> 00:15:31.400]  其實你去哪間,他沒有中間的
[00:15:31.400 --> 00:15:33.400]  你是不是蘇生
[00:15:33.400 --> 00:15:35.400]  我們知道有間蘇生吃海南雞
[00:15:35.400 --> 00:15:37.400]  很奇怪,我們都明白
[00:15:37.400 --> 00:15:39.400]  如果我們可以慢慢表達,慢慢講清楚
[00:15:39.400 --> 00:15:41.400]  ok的
[00:15:41.400 --> 00:15:43.400]  在舊約我們見到有這個情況
[00:15:43.400 --> 00:15:45.400]  當大衛殺死巨人哥利亞
[00:15:45.400 --> 00:15:47.400]  那些人說
[00:15:47.400 --> 00:15:49.400]  蘇羅殺千千
[00:15:49.400 --> 00:15:51.400]  大衛殺萬萬
[00:15:51.400 --> 00:15:54.400]  這些說話講來幹什麼呢
[00:15:54.400 --> 00:15:56.400]  你沒用的
[00:15:56.400 --> 00:15:58.400]  還有你講完還要傳下去
[00:15:58.400 --> 00:16:00.400]  沒用的,我們明白的
[00:16:00.400 --> 00:16:02.400]  或者
[00:16:02.400 --> 00:16:04.400]  我們讀這句,今年十五章二十七節一起讀
[00:16:04.400 --> 00:16:07.400]  預備起,貪戀財利的
[00:16:07.400 --> 00:16:09.400]  要害幾家
[00:16:09.400 --> 00:16:11.400]  恨戶賄賂的
[00:16:11.400 --> 00:16:13.400]  必得全戶
[00:16:13.400 --> 00:16:15.400]  我們明白的,我們講中文
[00:16:15.400 --> 00:16:18.400]  有個字叫貪字就得過
[00:16:18.400 --> 00:16:20.400]  貧嘛,還有我們的年代
[00:16:20.400 --> 00:16:23.400]  我們說香港好彩有什麼
[00:16:23.400 --> 00:16:25.400]  ICAC
[00:16:25.400 --> 00:16:28.400]  實俗來的,不行的,明白的
[00:16:28.400 --> 00:16:30.400]  不過這個道德字句
[00:16:30.400 --> 00:16:32.400]  又有另一個層面
[00:16:32.400 --> 00:16:37.400]  這個層面是不能夠用你的理性邏輯明白的
[00:16:37.400 --> 00:16:40.400]  我們看看,在新明紀二十八章九節十一十二節
[00:16:40.400 --> 00:16:42.400]  我們讀一讀,例如看這裡
[00:16:42.400 --> 00:16:46.400]  預備起,你若謹守耶和華你神的誡命
[00:16:46.400 --> 00:16:48.400]  進行他的道
[00:16:48.400 --> 00:16:51.400]  他必照著向你所起的誓
[00:16:51.400 --> 00:16:54.400]  立你作為自己的聖文
[00:16:54.400 --> 00:16:57.400]  他必使你身所生的
[00:16:57.400 --> 00:16:59.400]  生出所下的
[00:16:59.400 --> 00:17:01.400]  地所產的
[00:17:01.400 --> 00:17:03.400]  都綽綽有餘
[00:17:03.400 --> 00:17:05.400]  這個真的奇怪,綽綽有餘
[00:17:05.400 --> 00:17:08.400]  我們講的是努力工作,明白嗎
[00:17:08.400 --> 00:17:11.400]  用智慧工作,明白嗎
[00:17:11.400 --> 00:17:13.400]  但他講的是另一件事
[00:17:13.400 --> 00:17:15.400]  當你謹守神的誡命進行他的道
[00:17:15.400 --> 00:17:17.400]  他就照著你的起勢
[00:17:17.400 --> 00:17:19.400]  立你為自己的聖文
[00:17:19.400 --> 00:17:22.400]  完全不合邏輯的
[00:17:22.400 --> 00:17:24.400]  他講的是後面有一個秩序
[00:17:24.400 --> 00:17:27.400]  密室世界的秩序後面有一個屬靈的層面
[00:17:27.400 --> 00:17:31.400]  而這個人不能夠明白的秩序正在運行
[00:17:31.400 --> 00:17:33.400]  再講多一點
[00:17:33.400 --> 00:17:36.400]  例如新明紀二十八章五十八到五十九節
[00:17:36.400 --> 00:17:38.400]  我們讀一讀,一二三
[00:17:38.400 --> 00:17:40.400]  這書上所寫律法的一切話
