
[00:00:00.000 --> 00:00:10.000]  各位電影姊妹, 大家要在線上參與崇拜, 也無阻我們對主有敬拜的心。
[00:06:31.000 --> 00:06:35.000]  就在小唐傳第十六章三十一節,
[00:06:35.000 --> 00:06:39.000]  人需要的行動就是信靠耶穌基督。
[00:06:39.000 --> 00:06:42.000]  「當信主耶穌, 你和你一家都必得救。」
[00:06:42.000 --> 00:06:46.000]  我們信靠主耶穌, 接受祂做救主, 就可以得救了。
[00:06:46.000 --> 00:06:57.000]  所以, 簡單看回, 福音的內容, 在福音的輪子的圖中, 蓋過了出來。
[00:06:57.000 --> 00:07:02.000]  主的死和復活, 聖靈的感動,
[00:07:02.000 --> 00:07:07.000]  當你和小朋友分享之後, 到底他缺不缺志呢?
[00:07:07.000 --> 00:07:11.000]  其實這些事情, 全部都不是你能夠做的。
[00:07:11.000 --> 00:07:15.000]  主的死, 主的復活, 聖靈的感動, 孩子的缺志,
[00:07:15.000 --> 00:07:17.000]  這些事情, 全部都不是你能夠做的。
[00:07:17.000 --> 00:07:21.000]  你不能夠拯救他, 但你可以將福音告訴他。
[00:07:21.000 --> 00:07:24.000]  你可以將這些資料告訴他。
[00:07:24.000 --> 00:07:29.000]  你更加可以將你的得救見證告訴他。
[00:07:29.000 --> 00:07:37.000]  向他表達, 你是極之渴望他能夠接受, 接受救恩, 得著新生命。
[00:07:37.000 --> 00:07:41.000]  作為父母, 或者是教會裏面的兒童導師,
[00:07:41.000 --> 00:07:46.000]  這是你的任務, 只要盡了你工作的部份,
[00:07:46.000 --> 00:07:52.000]  並且相信主會在這個孩子的生命裏工作。
[00:07:52.000 --> 00:07:57.000]  和大家分享我的見證, 我有兩個女兒,
[00:07:57.000 --> 00:08:01.000]  她們都是大約在三歲的時候, 第一次缺志信主。
[00:08:01.000 --> 00:08:03.000]  是我帶領她們缺志信主的。
[00:08:03.000 --> 00:08:07.000]  到她們大約四、五歲的時候, 她們就自己去缺志了。
[00:08:07.000 --> 00:08:14.000]  我記得大女兒在兩歲多的時候, 我就和她一起看福音橋,
[00:08:14.000 --> 00:08:18.000]  不知道大家有沒有見過福音橋這本小冊子, 福音小冊子。
[00:08:18.000 --> 00:08:23.000]  我就和她一邊讀, 一邊讀給她聽, 最後就問她願不願意缺志。
[00:08:23.000 --> 00:08:27.000]  她說願意缺志, 我就和她做了一個缺志的祈禱, 當時她兩歲多。
[00:08:27.000 --> 00:08:31.000]  到四歲的時候, 她就參加了教會的兒童報道會,
[00:08:31.000 --> 00:08:34.000]  就是教會舉辦的兒童報道會, 她就自己在那裏缺志了,
[00:08:34.000 --> 00:08:38.000]  即是舉手說要缺志信耶穌, 當時我是做講員的,
[00:08:38.000 --> 00:08:42.000]  所以我不是坐在她旁邊, 她是自己缺志要信耶穌的。
[00:08:42.000 --> 00:08:48.000]  小女兒在三歲多的時候, 大約聖誕節的時間,
[00:08:48.000 --> 00:08:54.000]  我就拿著一本聖誕故事書跟她說, 說聖誕節的故事和意義。
[00:08:54.000 --> 00:08:58.000]  她又缺志信主, 其實我當時也沒有什麼特別的事情做,
[00:08:58.000 --> 00:09:02.000]  只是跟著那個故事的內容, 一邊讀一邊說,
[00:09:02.000 --> 00:09:04.000]  說到最後一頁, 我就問她,
[00:09:04.000 --> 00:09:07.000]  你願不願意接受主耶穌做救主? 她說我願意。
[00:09:07.000 --> 00:09:12.000]  於是我就跟她做了一個缺志的祈禱。
[00:09:12.000 --> 00:09:16.000]  孩子能夠得著救恩, 有重生之後的新生命,
[00:09:16.000 --> 00:09:19.000]  對他們一生來說是最重要的。
[00:09:19.000 --> 00:09:21.000]  現在我兩個女兒已經長大成人了,
[00:09:21.000 --> 00:09:25.000]  感恩他們懂得以榮耀神為人生最高的目標,
[00:09:25.000 --> 00:09:31.000]  也在人生很多重要的決定上, 懂得尋求神的引導。
[00:09:31.000 --> 00:09:36.000]  講多一點見證,
[00:09:36.000 --> 00:09:40.000]  我大女兒在大學畢業之後, 出來工作一段時間之後,
[00:09:40.000 --> 00:09:42.000]  她很想尋求神的心意,
[00:09:42.000 --> 00:09:50.000]  她很想知道神怎樣用她自己的恩賜財幹來侍奉她,
[00:09:50.000 --> 00:09:52.000]  以致能夠更加榮耀神。
[00:09:52.000 --> 00:09:56.000]  經過禱告之後, 有一年的時間,
[00:09:56.000 --> 00:10:03.000]  她從工作中停下來, 參加了一個青年跨文化宣教計劃,
[00:10:03.000 --> 00:10:11.000]  有機會跟另外幾位青年人去北非探訪, 學習和服侍。
[00:10:11.000 --> 00:10:14.000]  透過出發前的訓練,
[00:10:14.000 --> 00:10:20.000]  和在當地接觸到一些受迫害的教徒, 他們信心的見證,
[00:10:20.000 --> 00:10:25.000]  又從宣教士毀身生命的學習,
[00:10:25.000 --> 00:10:31.000]  團隊成員之間的協作和磨合等等,
[00:10:31.000 --> 00:10:36.000]  再到回到香港之後的分享,
[00:10:36.000 --> 00:10:38.000]  她的生命得著更新,
[00:10:38.000 --> 00:10:42.000]  更加清楚以後侍奉的方向,
[00:10:42.000 --> 00:10:44.000]  我為她感謝主。
[00:10:44.000 --> 00:10:48.000]  至於我小女兒, 很多人都知道,
[00:10:48.000 --> 00:10:50.000]  我小女兒是一位中醫師,
[00:10:50.000 --> 00:10:55.000]  很多人都會奇怪, 為什麼我小女兒喜歡讀中醫,
[00:10:55.000 --> 00:10:57.000]  還要回大陸讀書,
[00:10:57.000 --> 00:11:02.000]  其實她在中學的時候, 已經想想我的志願,
[00:11:02.000 --> 00:11:04.000]  她當時有三個志願,
[00:11:04.000 --> 00:11:06.000]  但三個都差不多,
[00:11:06.000 --> 00:11:11.000]  還未選定哪個志願是她以後要發展的方向,
[00:11:11.000 --> 00:11:14.000]  她那年考DSE,
[00:11:14.000 --> 00:11:18.000]  考完DSE之後, 之前掛念考試要預備,
[00:11:18.000 --> 00:11:22.000]  考完DSE之後, 她有較多時間祈禱,
[00:11:22.000 --> 00:11:24.000]  看看不同的資訊, 收收資料,
[00:11:24.000 --> 00:11:28.000]  看看不同學校的資料,
[00:11:28.000 --> 00:11:30.000]  亦都嘗試申請學校,
[00:11:30.000 --> 00:11:34.000]  在很不肯定的時候, 她怎樣做呢?
[00:11:34.000 --> 00:11:36.000]  很多人都會這樣, 我相信,
[00:11:36.000 --> 00:11:38.000]  求神就關門,
[00:11:38.000 --> 00:11:41.000]  如果不是你的旨意, 神求你關門,
[00:11:41.000 --> 00:11:43.000]  開一道門給我便可以,
[00:11:43.000 --> 00:11:45.000]  她繼續這樣祈禱,
[00:11:45.000 --> 00:11:47.000]  在靈修祈禱中,
[00:11:47.000 --> 00:11:52.000]  一直沒有甚麼收到神的回應,
[00:11:52.000 --> 00:11:55.000]  神沒有甚麼特別關門,
[00:11:55.000 --> 00:12:01.000]  到何時忽然間, 她會「叮」一聲,
[00:12:01.000 --> 00:12:05.000]  她跟我分享, 她在DSE派成績那天,
[00:12:05.000 --> 00:12:07.000]  剛剛是那個時刻,
[00:12:07.000 --> 00:12:09.000]  她拿到成績, 一打開來看,
[00:12:09.000 --> 00:12:11.000]  然後不知為何「叮」一聲,
[00:12:11.000 --> 00:12:13.000]  知道自己要讀中醫,
[00:12:13.000 --> 00:12:16.000]  還要去廣州讀中醫,
[00:12:16.000 --> 00:12:20.000]  是廣州中醫藥大學讀中醫,
[00:12:20.000 --> 00:12:24.000]  到那刻一「叮」一聲,
[00:12:24.000 --> 00:12:27.000]  她便知道, 神要她走這條路,
[00:12:27.000 --> 00:12:31.000]  那三個志願, 她便選擇了這個,
[00:12:31.000 --> 00:12:34.000]  在八月初的時候, Jupiter放榜,
[00:12:34.000 --> 00:12:36.000]  她那天已經不太介意,
[00:12:36.000 --> 00:12:38.000]  Jupiter放榜, 為何不去看看?
[00:12:38.000 --> 00:12:42.000]  她不是, 她去了港九培靈言經會,
[00:12:42.000 --> 00:12:47.000]  說要聽講道, 已經不太介意成績如何,
[00:12:47.000 --> 00:12:49.000]  或者以後如何決定,
[00:12:49.000 --> 00:12:52.000]  因為自己已經決定了這樣做,
[00:12:52.000 --> 00:12:56.000]  她去了廣州讀書, 很喜愛學習,
[00:12:56.000 --> 00:12:59.000]  除了學習之外, 讀書之外,
[00:12:59.000 --> 00:13:04.000]  有一年時間, 全時間在內地一間中醫院實習,
[00:13:04.000 --> 00:13:08.000]  她畢業後回香港, 考到中醫牌,
[00:13:08.000 --> 00:13:11.000]  很順利, 被她一次考過,
[00:13:11.000 --> 00:13:13.000]  成為執業中醫師,
[00:13:13.000 --> 00:13:16.000]  現在工餘時間, 她會繼續進修,
[00:13:16.000 --> 00:13:17.000]  進修另一個學位,
[00:13:17.000 --> 00:13:23.000]  她亦會仔細研究病人病歷情況,
[00:13:23.000 --> 00:13:25.000]  譬如她早一天看完病人,
[00:13:25.000 --> 00:13:30.000]  第二天早上會去找書, 找資料,
[00:13:30.000 --> 00:13:35.000]  想想如何更有效, 更快捷的方法幫助病人,
[00:13:35.000 --> 00:13:39.000]  為她感恩, 達到她的理想,
[00:13:39.000 --> 00:13:44.000]  亦很享受她的工作,
[00:13:44.000 --> 00:13:46.000]  我為我兩個孩子很感謝神,
[00:13:46.000 --> 00:13:48.000]  是主親自帶領他們,
[00:13:48.000 --> 00:13:52.000]  不需要我費心, 我只要為他們禱告,
[00:13:52.000 --> 00:13:55.000]  將他們交託給主就行了,
[00:13:55.000 --> 00:13:57.000]  所以各位家長,
[00:13:57.000 --> 00:14:02.000]  我們真的要帶孩子, 越早信主越好,
[00:14:02.000 --> 00:14:08.000]  他們就越早懂得尋求神的引導,
[00:14:08.000 --> 00:14:10.000]  我很多時候都會鼓勵家長,
[00:14:10.000 --> 00:14:14.000]  你不可以拖著孩子的手, 拖他一世,
[00:14:14.000 --> 00:14:18.000]  我們更加不可以拖著孩子的手上天堂,
[00:14:18.000 --> 00:14:22.000]  不如我們將孩子的手, 交在主耶穌的手裏,
[00:14:22.000 --> 00:14:27.000]  由耶穌拖著他的手, 帶領他走人生的道路,
[00:14:27.000 --> 00:14:32.000]  由耶穌拖著他的手, 一路走到天堂,
[00:14:32.000 --> 00:14:39.000]  所以第一個和大家分享的, 我們教導孩子的香道,
[00:14:39.000 --> 00:14:42.000]  第一就是讓孩子知道, 信靠耶穌基督的事,
[00:14:42.000 --> 00:14:46.000]  這是最重要的, 如果以方向來說, 是上面的,
[00:14:46.000 --> 00:14:52.000]  第二就是給孩子一個, 建基於聖經的, 健全的價值觀,
[00:14:52.000 --> 00:14:55.000]  這是內置在他生命裏面的,
[00:14:55.000 --> 00:14:57.000]  所以是越早越好,
[00:14:57.000 --> 00:15:01.000]  如果以方向來說, 是內裏的, 是裏面的,
[00:15:01.000 --> 00:15:06.000]  有很多方法可以做的, 大家都可以發揮你的創意,
[00:15:06.000 --> 00:15:08.000]  我只是舉個例, 舉些例子,
[00:15:08.000 --> 00:15:11.000]  譬如說你帶孩子參加教會的兒童聚會,
[00:15:11.000 --> 00:15:14.000]  無論你是參加我們教會的阿灣娜聚會,
[00:15:14.000 --> 00:15:17.000]  或者你是其他教會的, 有些兒童主學, 兒童團契,
[00:15:17.000 --> 00:15:20.000]  讓他參加教會的兒童聚會,
[00:15:20.000 --> 00:15:26.000]  讓他可以得到學習一個, 建基於聖經的, 健全的價值觀,
[00:15:26.000 --> 00:15:31.000]  另外就和孩子一起去溫習, 他在兒童主學,
[00:15:31.000 --> 00:15:33.000]  或者他在阿灣娜所學到的功課,
[00:15:33.000 --> 00:15:36.000]  加深他學習的印象,
[00:15:36.000 --> 00:15:40.000]  我們家長很多時候, 每天下班回來都很辛苦,
[00:15:40.000 --> 00:15:43.000]  就要幫孩子去溫習他學校的功課,
[00:15:43.000 --> 00:15:46.000]  有沒有想過其實你可以陪他一起,
[00:15:46.000 --> 00:15:50.000]  溫習一下他在教會裏面, 學到那些聖經的功課呢?
[00:15:50.000 --> 00:15:54.000]  加深他的印象, 並且表示你是重視,
[00:15:54.000 --> 00:15:58.000]  重視他在教會學的聖經,
[00:15:58.000 --> 00:16:02.000]  另一個方法就是, 在孩子年幼的時候,
[00:16:02.000 --> 00:16:05.000]  就要強制實行這個健全的價值觀,
[00:16:05.000 --> 00:16:09.000]  我說強制, 好像似乎不是很對,
[00:16:09.000 --> 00:16:12.000]  現在所謂自由這樣的做法,
[00:16:12.000 --> 00:16:15.000]  但是這個真是有好處的,
[00:16:15.000 --> 00:16:18.000]  我講自己的見證,
[00:16:18.000 --> 00:16:22.000]  兩個女婿的時候, 我都是堅持,
[00:16:22.000 --> 00:16:25.000]  在主日一定要回教會崇拜,
[00:16:25.000 --> 00:16:27.000]  所以他們自小已經有了這個習慣,
[00:16:27.000 --> 00:16:31.000]  其實是沒有其他選擇, 一定是星期日就回教會崇拜,
[00:16:31.000 --> 00:16:37.000]  除非病了, 如果不是, 不可以缺席的,
[00:16:37.000 --> 00:16:41.000]  即使在他們考試, 甚至考公開試的時候,
[00:16:41.000 --> 00:16:47.000]  他們都會回教會崇拜,
[00:16:47.000 --> 00:16:50.000]  而我可以和大家講見證的就是,
[00:16:50.000 --> 00:16:53.000]  我兩個孩子從來沒有因為,
[00:16:53.000 --> 00:16:59.000]  星期日要回教會崇拜, 成績是落後了的,
[00:16:59.000 --> 00:17:01.000]  我都和他們分享,
[00:17:01.000 --> 00:17:06.000]  就是以色列人在離開埃及, 進入迦南之前,
[00:17:06.000 --> 00:17:08.000]  在抗疫中漂流的時候,
[00:17:08.000 --> 00:17:13.000]  他們要拾取馬拿, 每一天就拾取那天的份量,
[00:17:13.000 --> 00:17:17.000]  唯獨是在安息日之前一天, 他們可以執到雙份,
[00:17:17.000 --> 00:17:20.000]  而竟然在安息日那天是不會變壞的,
[00:17:20.000 --> 00:17:23.000]  因為那些馬拿只是維持一天, 第二天就會變壞,
[00:17:23.000 --> 00:17:25.000]  你拾多也沒有用,
[00:17:25.000 --> 00:17:28.000]  好像我們溫書, 好像我們做功課一樣,
[00:17:28.000 --> 00:17:31.000]  神祝福你那六天, 你專心去做功課,
[00:17:31.000 --> 00:17:33.000]  你專心去溫習, 到主日,
[00:17:33.000 --> 00:17:38.000]  你將那天來榮耀神, 神很有恩典,
[00:17:38.000 --> 00:17:43.000]  人如果去榮耀神的時候, 神都會使人得榮耀,
[00:17:43.000 --> 00:17:48.000]  我覺得這個就是我給兩個女兒,
[00:17:48.000 --> 00:17:53.000]  她們內置在她們裏面的, 建基於聖經的價值觀,
[00:17:53.000 --> 00:17:57.000]  後來她們兩個都有機會, 出外讀書,
[00:17:57.000 --> 00:17:59.000]  當然小女兒有幾年時間去了廣州,
[00:17:59.000 --> 00:18:03.000]  她們仍然是自己堅持參加主日崇拜,
[00:18:03.000 --> 00:18:05.000]  不用跟我交代, 因為她們去了那裏之後,
[00:18:05.000 --> 00:18:07.000]  我也不知道她有沒有參加,
[00:18:07.000 --> 00:18:12.000]  大女兒在北京大學光華管理學院做交流生的時候,
[00:18:12.000 --> 00:18:15.000]  她自己仍然堅持參加主日崇拜,
[00:18:15.000 --> 00:18:19.000]  就算沒有人陪她, 沒有同學陪她一起崇拜,
[00:18:19.000 --> 00:18:23.000]  她也由宿舍那裏, 由北京大學宿舍,
[00:18:23.000 --> 00:18:27.000]  踩單車去到教會, 參加崇拜聚會,
[00:18:27.000 --> 00:18:29.000]  而我小女兒在廣州讀書的幾年間,
[00:18:29.000 --> 00:18:32.000]  也是每個星期去教會參加崇拜,
[00:18:32.000 --> 00:18:36.000]  她還說那裏的師班水準很高,
[00:18:36.000 --> 00:18:41.000]  即使現在她們偶然會因為工作的需要,
[00:18:41.000 --> 00:18:45.000]  但也會抽星期六的時間參加崇拜,
[00:18:45.000 --> 00:18:47.000]  她們兩個現在都各自在教會裏面,
[00:18:47.000 --> 00:18:49.000]  在敬拜隊裏面有侍奉,
[00:18:49.000 --> 00:18:52.000]  我大女兒也是基督少年軍的導師,
[00:18:52.000 --> 00:18:57.000]  除了在她們年幼的時候,
[00:18:57.000 --> 00:19:01.000]  你要強制去實行這個健全的價值觀之外,
[00:19:01.000 --> 00:19:04.000]  在生活上成為她的榜樣,
[00:19:04.000 --> 00:19:06.000]  這個很多人都會說的,
[00:19:06.000 --> 00:19:08.000]  新教就重於現教,
[00:19:08.000 --> 00:19:10.000]  我相信大家都會知道,
[00:19:10.000 --> 00:19:12.000]  在生活上成為她的榜樣,
[00:19:12.000 --> 00:19:14.000]  譬如你想你的孩子有禮貌,
[00:19:14.000 --> 00:19:17.000]  你自己也要成為一個有禮貌的人,
[00:19:17.000 --> 00:19:21.000]  就算對著家裏的外傭姐姐也是有禮貌,
[00:19:21.000 --> 00:19:25.000]  另外就是藉著節期去教導孩子,
[00:19:25.000 --> 00:19:26.000]  這個也是很好的,
[00:19:26.000 --> 00:19:29.000]  就可以藉著節期去傳遞價值,
[00:19:29.000 --> 00:19:32.000]  在信仰上,在文化的觀念上,
[00:19:32.000 --> 00:19:33.000]  在猶太人的傳統,
[00:19:33.000 --> 00:19:36.000]  除了他們在每星期的安息日之外,
[00:19:36.000 --> 00:19:39.000]  他們也會藉著周而復始的節期,
[00:19:39.000 --> 00:19:41.000]  去幫助他們的族人,
[00:19:41.000 --> 00:19:44.000]  去敏銳意識到自己的身份,
[00:19:44.000 --> 00:19:46.000]  傳統和盼望,
[00:19:46.000 --> 00:19:49.000]  這些節日在猶太人的節日來說,
[00:19:49.000 --> 00:19:51.000]  他們很重要的就是如月節,
[00:19:51.000 --> 00:19:52.000]  五旬節,
[00:19:52.000 --> 00:19:53.000]  主棚節,
[00:19:53.000 --> 00:19:54.000]  贖罪日,
[00:19:54.000 --> 00:19:55.000]  修奠節,
[00:19:55.000 --> 00:19:56.000]  甚至普爾日等等,
[00:19:56.000 --> 00:20:01.000]  當他們去守著這些節日的時候,
[00:20:01.000 --> 00:20:04.000]  他們是會記得自己的身份,
[00:20:04.000 --> 00:20:06.000]  自己的傳統和盼望,
[00:20:06.000 --> 00:20:08.000]  對於我們基督徒來說,
[00:20:08.000 --> 00:20:12.000]  我們有什麼節日一定要遵守呢?
[00:20:12.000 --> 00:20:14.000]  或者我們藉著這些守節,
[00:20:14.000 --> 00:20:15.000]  這些慶祝,
[00:20:15.000 --> 00:20:18.000]  我們提醒我們的孩子,
[00:20:18.000 --> 00:20:20.000]  他們的身份,
[00:20:20.000 --> 00:20:22.000]  傳統和盼望,
[00:20:22.000 --> 00:20:24.000]  我覺得對基督徒來說,
[00:20:24.000 --> 00:20:25.000]  最重要的兩個節日,
[00:20:25.000 --> 00:20:27.000]  聖誕節和復活節,
[00:20:27.000 --> 00:20:31.000]  我兩個孩子都很重視聖誕節,
[00:20:31.000 --> 00:20:35.000]  每年聖誕節一定要去教會崇拜,
[00:20:35.000 --> 00:20:37.000]  參與教會慶祝的活動,
[00:20:37.000 --> 00:20:41.000]  當然每個團體不同的開派對,
[00:20:41.000 --> 00:20:43.000]  都是很開心的事,
[00:20:43.000 --> 00:20:46.000]  這些中國人的節日,
[00:20:46.000 --> 00:20:50.000]  其實我們可以賦予一些屬靈的意義,
[00:20:50.000 --> 00:20:54.000]  因為我們除了基督徒有承傳福音的使命之外,
[00:20:54.000 --> 00:20:56.000]  其實我們作為中國人,
[00:20:56.000 --> 00:20:58.000]  我們也在承傳一些文化,
[00:20:58.000 --> 00:21:00.000]  我們作為中國基督徒,
[00:21:00.000 --> 00:21:03.000]  我們可以讓我們中國的節日,
[00:21:03.000 --> 00:21:04.000]  都有一些屬靈的意義,
[00:21:04.000 --> 00:21:06.000]  例如農曆新年,
[00:21:06.000 --> 00:21:08.000]  除舊迎新,
[00:21:08.000 --> 00:21:10.000]  中秋節,一家團聚,
[00:21:10.000 --> 00:21:12.000]  另外長輩的生日,
[00:21:12.000 --> 00:21:13.000]  其實都是很好的,
[00:21:13.000 --> 00:21:15.000]  我認識一個家族,
[00:21:15.000 --> 00:21:16.000]  他們祖母的生日,
[00:21:16.000 --> 00:21:18.000]  無論你去到哪裡,
[00:21:18.000 --> 00:21:20.000]  你都要回來和祖母慶祝,
[00:21:20.000 --> 00:21:22.000]  甚至不可以加班,
[00:21:22.000 --> 00:21:24.000]  那天一定要和祖母慶祝,
[00:21:24.000 --> 00:21:25.000]  其實每個家庭,
[00:21:25.000 --> 00:21:27.000]  當然你們的重視,
[00:21:27.000 --> 00:21:30.000]  或者價值觀可能有些不同,
[00:21:30.000 --> 00:21:33.000]  但是其實透過這些節日慶祝,
[00:21:33.000 --> 00:21:37.000]  你是在傳揚一種價值給你的孩子,
[00:21:37.000 --> 00:21:41.000]  今天我們香港的父母,
[00:21:41.000 --> 00:21:44.000]  很重視孩子的生日,
[00:21:44.000 --> 00:21:46.000]  幫他辦生日派對,
[00:21:46.000 --> 00:21:48.000]  甚至我聽到有些人說,
[00:21:48.000 --> 00:21:49.000]  要去酒店辦,
[00:21:49.000 --> 00:21:51.000]  一個十多歲的孩子,
[00:21:51.000 --> 00:21:54.000]  要去酒店辦生日會,
[00:21:54.000 --> 00:21:56.000]  這個不是不好的,
[00:21:56.000 --> 00:21:57.000]  如果你喜歡,
[00:21:57.000 --> 00:21:59.000]  你讓孩子很開心,
[00:21:59.000 --> 00:22:01.000]  知道父母重視他,
[00:22:01.000 --> 00:22:03.000]  但是我都會想提一下,
[00:22:03.000 --> 00:22:07.000]  其實可以加一些訊息給孩子,
[00:22:07.000 --> 00:22:08.000]  你知不知道,
[00:22:08.000 --> 00:22:10.000]  你今天慶祝生日,
