
[00:00:00.000 --> 00:00:04.160]  各位弟兄姊妹,主內平安,新年蒙福
[00:05:31.600 --> 00:05:34.080]  鼓勵我們一齊來仰望神
[00:05:34.080 --> 00:05:38.520]  因為這位神是賜盼亡的神
[00:05:38.520 --> 00:05:41.120]  在上星期,吳牧師帶領我們
[00:05:41.120 --> 00:05:45.080]  一齊來到從第十二節到二十六節中間的一個段落
[00:05:45.080 --> 00:05:49.520]  來看神是一位怎樣超越萬有的神
[00:05:49.520 --> 00:05:51.760]  祂勝過列邦
[00:05:51.760 --> 00:05:55.400]  祂勝過所有的偶像君王的權勢
[00:05:55.400 --> 00:05:59.920]  依靠耶和華的人是何等的穩妥
[00:05:59.920 --> 00:06:03.520]  這兩段的信息就帶到進入今天我們第四十章
[00:06:03.520 --> 00:06:05.000]  最後這五節經文
[00:06:05.000 --> 00:06:09.120]  是一個安慰信息的高峰
[00:06:09.120 --> 00:06:12.480]  不過在進入這個高峰之前
[00:06:12.480 --> 00:06:13.720]  倚翠下才知道
[00:06:13.720 --> 00:06:16.320]  首先祂要處理的是
[00:06:16.320 --> 00:06:21.080]  神指紋心裏面揮之不去的一些疑問
[00:06:21.080 --> 00:06:24.480]  我們再看經文第二十七節
[00:06:24.480 --> 00:06:28.800]  「雅各啊!你為何說,我的道路向耶和華隱藏?
[00:06:28.800 --> 00:06:35.000]  以色列啊!你為何言,我的冤屈神並不查問?」
[00:06:35.000 --> 00:06:37.480]  倚翠下才知道用反問的方式
[00:06:37.480 --> 00:06:42.920]  去講出了神指紋心底裏面的疑惑
[00:06:42.920 --> 00:06:48.360]  「你為何說,當中的動詞是未完成的時態?」
[00:06:48.360 --> 00:06:51.200]  意思是不斷地講
[00:06:51.200 --> 00:06:54.840]  為何神的指紋會不斷地發出這個疑問呢?
[00:06:54.840 --> 00:06:56.240]  他們發出的疑問是
[00:06:56.240 --> 00:07:01.240]  「我的道路為何好像在神眼前被隱藏了?」
[00:07:01.240 --> 00:07:05.520]  意思是為何神看不見
[00:07:05.520 --> 00:07:10.960]  我每一天所經歷的崎嶇的路途
[00:07:10.960 --> 00:07:13.280]  如果神看得見的話
[00:07:13.280 --> 00:07:16.560]  祂不會無動於衷的
[00:07:16.560 --> 00:07:21.880]  這樣的感受對於一些落在長期困境的人
[00:07:21.880 --> 00:07:25.520]  或者病患當中的人會很有共鳴
[00:07:25.520 --> 00:07:29.080]  真是一刻都很不容易
[00:07:29.080 --> 00:07:31.760]  另外,有些人落在冤屈裏面的
[00:07:31.760 --> 00:07:33.800]  也會發出這樣的疑問
[00:07:33.800 --> 00:07:35.200]  好像經文裏面所說
[00:07:35.200 --> 00:07:38.000]  「神是否不再為我伸冤?」
[00:07:38.000 --> 00:07:40.560]  「祂是否已經完全忘記了我呢?」
[00:07:40.560 --> 00:07:44.480]  忘記了我一直都活在冤屈的當中
[00:07:44.480 --> 00:07:46.720]  在詩篇裏面
[00:07:46.720 --> 00:07:50.440]  詩人有時在困苦裏面也有這樣的心情
[00:07:50.440 --> 00:07:55.960]  在詩篇第四十四篇裏面這樣說
[00:07:55.960 --> 00:07:59.840]  「主啊!求祢遂醒,為何進遂呢?」
[00:07:59.840 --> 00:08:04.120]  「求祢興起,不要永遠丟棄我們。」
[00:08:04.120 --> 00:08:11.200]  「祢為何掩面,不顧我們所遭的苦難,和所受的欺壓。」
[00:08:11.200 --> 00:08:15.600]  在詩篇當中我們見到有不少類似這樣的吶喊
[00:08:15.600 --> 00:08:19.400]  不過,每每詩人去到詩篇的結尾的時候
[00:08:19.400 --> 00:08:23.720]  他們都是轉向期盼和讚美的
[00:08:23.720 --> 00:08:27.920]  究竟為何能夠有這樣的轉化呢?
[00:08:27.920 --> 00:08:32.760]  我們一會兒再一同去思想
[00:08:32.760 --> 00:08:35.760]  領子梅,很多時候在我們心裏面
[00:08:35.760 --> 00:08:40.720]  都有一個看來好像頗合理的邏輯
[00:08:40.720 --> 00:08:43.400]  「神滿有大能,祂愛我。」
[00:08:43.400 --> 00:08:49.280]  「幫我落在困苦當中,祂應該為我解困。」
[00:08:49.280 --> 00:08:53.520]  「神愛我,我困苦,神要為我解困。」
[00:08:53.520 --> 00:08:56.800]  當然這個邏輯是合理的,這個期望也是合理的
[00:08:56.800 --> 00:09:00.880]  不過,頂子梅我們同時也要留意
[00:09:00.880 --> 00:09:06.720]  神的時間、神的方法、神的主權
[00:09:06.720 --> 00:09:11.240]  往往未必和我們預期的一樣
[00:09:11.240 --> 00:09:16.000]  因此我們有時就會落在這樣的掙扎之中
[00:09:16.000 --> 00:09:20.280]  人生,我們難免會經歷無常的處境
[00:09:20.280 --> 00:09:22.280]  我們不知道未來
[00:09:22.280 --> 00:09:25.800]  我們也不能夠參透神的作為
[00:09:25.800 --> 00:09:27.680]  但是這樣並不是完全沒有出路
[00:09:27.680 --> 00:09:30.080]  並不是完全無奈的
[00:09:30.080 --> 00:09:34.440]  在傳道書裏面,一個很重要的核心信息就是
[00:09:34.440 --> 00:09:36.800]  人只要敬畏神
[00:09:36.800 --> 00:09:40.920]  終究必然得到神所賜的福祿
[00:09:40.920 --> 00:09:44.560]  頂子梅,我們也要確信
[00:09:44.560 --> 00:09:48.200]  我們所信的神是賞善佛樂的神
[00:09:48.200 --> 00:09:51.880]  敬畏神的人是必然夢神賜福的
[00:09:51.880 --> 00:09:56.120]  這些的屬靈原則是毋庸置疑
[00:09:56.120 --> 00:10:03.640]  因為都是建基在神的公義、慈愛和信實的屬性裏面
[00:10:03.640 --> 00:10:05.040]  但是我們知道
[00:10:05.040 --> 00:10:08.800]  神並不是好像機械式地運作
[00:10:08.800 --> 00:10:10.520]  就好像我們拿著一張八達通卡
[00:10:10.520 --> 00:10:12.680]  去到汽水機面前去拍一拍
[00:10:12.680 --> 00:10:15.520]  我們就會有一罐汽水掉下來
[00:10:15.520 --> 00:10:18.480]  有時並不是這樣
[00:10:18.480 --> 00:10:24.680]  神的作為不一定是即時的因果關係
[00:10:24.680 --> 00:10:28.720]  神有祂的時間、方法和主權
[00:10:28.720 --> 00:10:34.280]  如果我們常常在這些地方去糾纏的話
[00:10:34.280 --> 00:10:37.000]  我們一是終日會懷疑自己
[00:10:37.000 --> 00:10:38.360]  是不是我的信心不足?
[00:10:38.360 --> 00:10:39.640]  是不是我不夠敬虔?
[00:10:39.640 --> 00:10:43.840]  以致我一路所願望、所期望的東西都落空?
[00:10:43.840 --> 00:10:49.120]  一是我們就不斷懷疑神的信實和慈愛
[00:10:49.120 --> 00:10:51.280]  祂是不是真的愛我的呢?
[00:10:51.280 --> 00:10:53.920]  是不是真的信得過?
[00:10:53.920 --> 00:10:56.760]  如果我們常常落在這樣的處境的時候
[00:10:56.760 --> 00:11:00.560]  我們的信仰會變得空洞無力
[00:11:00.560 --> 00:11:05.560]  神是不是真的不顧念祂的指紋呢?
[00:11:05.560 --> 00:11:09.120]  這個問題去到二創下書第四十九章的時候
[00:11:09.120 --> 00:11:14.600]  神再一次親自兼顧祂指紋的心
[00:11:14.600 --> 00:11:17.840]  在第四十九章這樣記載
[00:11:17.840 --> 00:11:22.320]  聖安說:要說你棄了我,主忘記了我
[00:11:22.320 --> 00:11:26.280]  婦人焉能忘記她吃奶的嬰孩
[00:11:26.280 --> 00:11:28.800]  不憐恤她所生的兒子呢?
[00:11:28.800 --> 00:11:31.600]  即是說有忘記的,我卻不忘記你
[00:11:31.600 --> 00:11:35.160]  看啊!我將你銘刻在我的掌上
[00:11:35.160 --> 00:11:38.920]  你的長援上在我眼前
[00:11:38.920 --> 00:11:44.440]  神永遠不會忘記祂的指紋
[00:11:44.440 --> 00:11:47.200]  我們當中作父母的
[00:11:47.200 --> 00:11:50.520]  你們都喜歡將你兒女的照片
[00:11:50.520 --> 00:11:54.360]  特別是她小時候所拍的很可愛的照片
[00:11:54.360 --> 00:11:56.440]  放在錢包裡面,對不對?
[00:11:56.440 --> 00:12:01.080]  現在可能更多是設定在你手機裡面的第一頁
[00:12:01.080 --> 00:12:04.080]  每一次打開手機你都會看到
[00:12:04.080 --> 00:12:05.560]  神不單是這樣
[00:12:05.560 --> 00:12:10.720]  神更加把我們刻在祂的手掌上
[00:12:10.720 --> 00:12:14.400]  祂對我們那份的愛、顧念就是這樣
[00:12:14.400 --> 00:12:16.680]  我們回到今天的經文
[00:12:16.680 --> 00:12:19.080]  以措下才知道怎樣來回應
[00:12:19.080 --> 00:12:21.200]  在第二十八至二十九節
[00:12:21.200 --> 00:12:23.640]  緊接著經文以措下這樣說
[00:12:23.640 --> 00:12:25.400]  我們一起讀吧
[00:12:25.400 --> 00:12:27.200]  你豈不曾知道嗎?
[00:12:27.200 --> 00:12:29.280]  你不曾聽見嗎?
[00:12:29.280 --> 00:12:33.320]  永在的神耶和華,創造地極的主
[00:12:33.320 --> 00:12:36.320]  命不疲乏,也不困倦
[00:12:36.320 --> 00:12:38.720]  祂的智慧無法測度
[00:12:38.720 --> 00:12:41.000]  疲乏的,祂賜能力
[00:12:41.000 --> 00:12:44.320]  軟弱的,祂加力量
[00:12:44.320 --> 00:12:50.440]  當人質疑神是否忘記了他們的時候
[00:12:50.440 --> 00:12:54.880]  以措下才知道,祂反問了兩條問題
[00:12:54.880 --> 00:12:56.640]  你豈不曾知道嗎?
[00:12:56.640 --> 00:12:59.000]  你不曾聽見嗎?
[00:12:59.000 --> 00:13:05.920]  其實,不是神忘記了你們
[00:13:05.920 --> 00:13:10.200]  是你們忘記了神的作為
[00:13:10.200 --> 00:13:12.800]  以及你們對神的認識
[00:13:12.800 --> 00:13:15.120]  這是以措下才知道的回應
[00:13:15.120 --> 00:13:18.880]  不是神不記得你,是你們忘記了神
[00:13:18.880 --> 00:13:20.960]  「你豈不曾」
[00:13:20.960 --> 00:13:23.200]  這個反問代表著
[00:13:23.200 --> 00:13:24.840]  其實你們應該知道的
[00:13:24.840 --> 00:13:27.280]  以措下才知道,跟神的子民這樣說
[00:13:27.280 --> 00:13:30.000]  你們應該聽過,應該記得
[00:13:30.000 --> 00:13:32.000]  並且剛剛在上文
[00:13:32.000 --> 00:13:34.360]  十二至二十六節剛才所說
[00:13:34.360 --> 00:13:38.520]  剛剛才說完神的偉大
[00:13:38.520 --> 00:13:42.440]  神的無可比擬,超越一切
[00:13:42.440 --> 00:13:45.040]  難道神的子民就是這麼快就忘記了?
[00:13:45.040 --> 00:13:48.280]  難道神的子民就是不能夠聽進耳裡
[00:13:48.280 --> 00:13:51.360]  聽進心裡嗎?
[00:13:51.360 --> 00:13:52.480]  另一方面
[00:13:52.480 --> 00:13:58.800]  其實神的子民他們自己都應該經歷過
[00:13:58.800 --> 00:14:03.240]  就著以色列民的民族歷史
[00:14:03.240 --> 00:14:04.920]  出埃及的事件
[00:14:04.920 --> 00:14:07.320]  是很深刻的屬靈經歷
[00:14:07.320 --> 00:14:10.800]  神親自來解救
[00:14:10.800 --> 00:14:15.760]  將神的子民從圍爐之地拯救出來
[00:14:15.760 --> 00:14:19.280]  後來神屢次地來帶領他的子民
[00:14:19.280 --> 00:14:22.320]  面對外敵的時候增戰得勝
[00:14:22.320 --> 00:14:27.440]  這些都是很珍貴的恩典印記
[00:14:27.440 --> 00:14:29.840]  在個人的層面
[00:14:29.840 --> 00:14:33.800]  有不少以色列民的列祖的身上
[00:14:33.800 --> 00:14:36.000]  可以看到神很奇妙的作為
[00:14:36.000 --> 00:14:41.240]  阿伯拉罕、以撒、雅各、路德、大衛
[00:14:41.240 --> 00:14:43.920]  甚至作逃兵的約拿
[00:14:43.920 --> 00:14:48.880]  神的恩典、奇妙的作為都臨到他們的身上
[00:14:48.880 --> 00:14:53.640]  難道這些全部都不記得了?
[00:14:53.640 --> 00:14:56.200]  耶穌在平靜風浪之後
[00:14:56.200 --> 00:14:59.200]  同樣問了門徒兩個的問題
[00:14:59.200 --> 00:15:02.240]  在馬福音四章四十節那裡
[00:15:02.240 --> 00:15:06.080]  耶穌對他們說
[00:15:06.080 --> 00:15:08.320]  為什麼膽怯呢?
[00:15:08.320 --> 00:15:10.960]  你們說沒有信心
[00:15:10.960 --> 00:15:14.440]  門徒他們其實已經跟從了耶穌一段時間
[00:15:14.440 --> 00:15:16.560]  見證過耶穌的大能
[00:15:16.560 --> 00:15:17.960]  祂能夠醫治疾病
[00:15:17.960 --> 00:15:20.040]  祂能夠潔淨麻風
[00:15:20.040 --> 00:15:23.160]  祂能夠趕出烏鬼等等
[00:15:23.160 --> 00:15:26.320]  這些理應應該成為門徒心裡面
[00:15:26.320 --> 00:15:28.560]  信心的基石
[00:15:28.560 --> 00:15:31.520]  但是為什麼在風浪來的時候
[00:15:31.520 --> 00:15:35.280]  他們會完全不記得了呢?
[00:15:35.280 --> 00:15:38.040]  頂多有時或許這樣的情況
[00:15:38.040 --> 00:15:41.160]  都是我們的寫照
[00:15:41.160 --> 00:15:42.640]  在風和日麗的時候
[00:15:42.640 --> 00:15:44.400]  我們都信心堅固
[00:15:44.400 --> 00:15:47.080]  我們都信心堅定
[00:15:47.080 --> 00:15:49.320]  但是當考驗突如其來
[00:15:49.320 --> 00:15:51.600]  當風浪突然間來到的時候
[00:15:51.600 --> 00:15:56.480]  有時我們就變得驚慌失措
[00:15:56.480 --> 00:16:00.000]  或者我們需要更多的去操練
[00:16:00.000 --> 00:16:02.720]  去數算神的恩典
[00:16:02.720 --> 00:16:04.560]  數算我們自己經歷的
[00:16:04.560 --> 00:16:06.600]  數算我們整個群體經歷的
[00:16:06.600 --> 00:16:08.120]  數算我們身邊所認識的
[00:16:08.120 --> 00:16:10.880]  一些美麗的見證的經歷
[00:16:10.880 --> 00:16:13.640]  大大小小的眷顧
[00:16:13.640 --> 00:16:16.280]  我們將它記下來
[00:16:16.280 --> 00:16:18.400]  心藏心底
[00:16:18.400 --> 00:16:20.680]  凡事謝恩
[00:16:20.680 --> 00:16:23.320]  這樣能夠幫助我們建立起一個
[00:16:23.320 --> 00:16:25.200]  信心的安全網
[00:16:25.200 --> 00:16:26.720]  是什麼意思呢?
[00:16:26.720 --> 00:16:28.600]  就是當危難來到的時候
[00:16:28.600 --> 00:16:31.320]  當我們信心被搖動的時候
[00:16:31.320 --> 00:16:33.760]  這些昔日蒙恩的標記
[00:16:33.760 --> 00:16:37.840]  成為我們一個很重要信心的承托
[00:16:37.840 --> 00:16:39.480]  當我們信心要下沉的時候
[00:16:39.480 --> 00:16:41.520]  我們有個安全網來到承托著
[00:16:41.520 --> 00:16:42.880]  一個不夠我有第二個
[00:16:42.880 --> 00:16:46.120]  第二個不夠我有第三個
[00:16:46.120 --> 00:16:51.080]  去防止我們的信心不斷地下沉
[00:16:51.080 --> 00:16:54.960]  防止我們去墮入無力的深淵的裏面
[00:16:54.960 --> 00:16:58.960]  是依靠我們常常數算神的恩典
[00:16:58.960 --> 00:17:01.080]  記得神奇妙的作為
[00:17:01.080 --> 00:17:04.760]  祂恆久的同在
[00:17:04.760 --> 00:17:05.480]  以措下先知
[00:17:05.480 --> 00:17:08.600]  祂要這一班感到困倦的子民
[00:17:08.600 --> 00:17:10.640]  你要特別記住的是
[00:17:10.640 --> 00:17:11.880]  他們所相信的神
[00:17:11.880 --> 00:17:15.080]  在歷史中大行其事的神
[00:17:15.080 --> 00:17:16.600]  在經文裡這樣形容
[00:17:16.600 --> 00:17:18.320]  這位神是永在的神
[00:17:18.320 --> 00:17:20.320]  是創造地極的主
[00:17:20.320 --> 00:17:23.280]  祂永不疲乏也不困倦
[00:17:23.280 --> 00:17:25.280]  祂的智慧無法測度
[00:17:25.280 --> 00:17:27.320]  疲乏的祂次能力
[00:17:27.320 --> 00:17:29.520]  軟弱的祂加力量
[00:17:29.520 --> 00:17:30.880]  祂按著我們的需要
[00:17:30.880 --> 00:17:34.320]  來度身訂造來幫助每一位
[00:17:34.320 --> 00:17:37.000]  幫助祂的子民
[00:17:37.000 --> 00:17:39.000]  萬物都是祂所做的
[00:17:39.000 --> 00:17:40.560]  服膺在祂的大能之下
[00:17:40.560 --> 00:17:43.840]  沒有任何的權勢
[00:17:43.840 --> 00:17:49.080]  能夠阻擋神的旨意
[00:17:49.080 --> 00:17:50.560]  我們所信的神
[00:17:50.560 --> 00:17:52.040]  祂永不疲乏
[00:17:52.040 --> 00:17:53.200]  永不困倦
[00:17:53.200 --> 00:17:55.720]  祂是一個這樣的大能者
[00:17:55.720 --> 00:17:58.760]  祂的眼目從來沒有離開過我們
[00:17:58.760 --> 00:18:00.000]  祂不需要說
[00:18:00.000 --> 00:18:02.760]  我有些需要疲倦的時候
[00:18:02.760 --> 00:18:03.720]  要休息一下
[00:18:03.720 --> 00:18:05.640]  暫時不看顧你
[00:18:05.640 --> 00:18:06.840]  不是這樣的
[00:18:06.840 --> 00:18:10.040]  祂的眼目從來沒有離開過祂的子民
[00:18:10.040 --> 00:18:13.960]  好像在詩篇一百二十一篇裡面所說
[00:18:13.960 --> 00:18:15.200]  保護以色列的
[00:18:15.200 --> 00:18:19.400]  也不打頓也不睡覺
[00:18:19.400 --> 00:18:21.320]  祂就是這樣時刻的看顧
[00:18:21.320 --> 00:18:23.560]  保守著祂的子民
[00:18:23.560 --> 00:18:25.640]  祂不單止不會疲乏困倦
[00:18:25.640 --> 00:18:26.800]  祂更加能夠
[00:18:26.800 --> 00:18:30.680]  將力量來賜給投靠祂的人
[00:18:30.680 --> 00:18:32.840]  因為祂是力量的源頭
[00:18:32.840 --> 00:18:33.760]  祂次能力
[00:18:33.760 --> 00:18:35.520]  祂加力量
[00:18:35.520 --> 00:18:39.520]  並且這個不是單單身體上的力量
[00:18:39.520 --> 00:18:41.480]  我們都知道有時工作了一天
[00:18:41.480 --> 00:18:42.200]  很累
[00:18:42.200 --> 00:18:43.200]  要休息一下
[00:18:43.200 --> 00:18:45.160]  或者我們當中有跑馬拉松的
[00:18:45.160 --> 00:18:47.440]  你跑完一個全馬之後
[00:18:47.440 --> 00:18:49.480]  你可能要休息一個星期
[00:18:49.480 --> 00:18:51.720]  你的手腳才不累
[00:18:51.720 --> 00:18:55.240]  不過心靈上的疲倦又怎樣
[00:18:55.240 --> 00:18:57.280]  很多時候心靈上的疲倦
[00:18:57.280 --> 00:18:58.720]  不知道去到什麼時候
[00:18:58.720 --> 00:19:00.600]  才能夠去復原
[00:19:00.600 --> 00:19:02.000]  但是這裡所說的
[00:19:02.000 --> 00:19:03.800]  神所賜給我們的力量
[00:19:03.800 --> 00:19:05.640]  不單止是身體的力量
[00:19:05.640 --> 00:19:07.960]  更重要的是心靈
[00:19:07.960 --> 00:19:11.160]  和我們靈性的力量
[00:19:11.160 --> 00:19:15.200]  讓我們能夠重新得力
[00:19:15.200 --> 00:19:16.600]  說到這裡我們要想
[00:19:16.600 --> 00:19:20.440]  究竟我們怎樣才能夠得著
[00:19:20.440 --> 00:19:26.000]  可以領受神所賜的更新的力量
[00:19:26.000 --> 00:19:29.560]  我們看第三十至三十一節
[00:19:29.560 --> 00:19:31.920]  讓我們同讀這兩節的經文
[00:19:31.920 --> 00:19:35.240]  就像少年人也要疲乏困倦
[00:19:35.240 --> 00:19:38.440]  強壯的也必全然跌倒
[00:19:38.440 --> 00:19:42.120]  但等候夜和華的必重新得力
[00:19:42.120 --> 00:19:44.800]  他們必如鷹展翅上騰
[00:19:44.800 --> 00:19:47.200]  他們奔跑卻不困倦
[00:19:47.200 --> 00:19:49.840]  行走卻不疲乏
[00:19:49.840 --> 00:19:51.120]  最後這兩節的經文
[00:19:51.120 --> 00:19:54.640]  有一個很強烈的對比
[00:19:54.640 --> 00:19:58.280]  帶出整段經文裡面的高峰
[00:19:58.280 --> 00:20:00.200]  少年人強壯的人
[00:20:00.200 --> 00:20:01.480]  是代表最有能力
[00:20:01.480 --> 00:20:02.920]  最有力量的人
[00:20:02.920 --> 00:20:08.120]  但是他們仍然會疲乏困倦
[00:20:08.120 --> 00:20:10.680]  早前剛剛完結的世界盃
[00:20:10.680 --> 00:20:12.960]  我相信大家都有留意
[00:20:12.960 --> 00:20:14.480]  也都津津樂道
[00:20:14.480 --> 00:20:15.760]  今年很特別的
[00:20:15.760 --> 00:20:18.120]  今年很多的賽事都打到
[00:20:18.120 --> 00:20:22.320]  加時都未能夠分出勝負
[00:20:22.320 --> 00:20:23.600]  在當中留意到
[00:20:23.600 --> 00:20:27.080]  雖然這一班的世界級頂尖狀態
[00:20:27.080 --> 00:20:29.480]  是最巔峰的球員
[00:20:29.480 --> 00:20:33.160]  他們去到最後的時候
[00:20:33.160 --> 00:20:36.040]  都感覺到氣力不計
[00:20:36.040 --> 00:20:39.680]  疲乏困倦
[00:20:39.680 --> 00:20:44.280]  少年人也要疲乏困倦
[00:20:44.280 --> 00:20:46.280]  無論你多強壯也好
[00:20:46.280 --> 00:20:50.040]  在去年英國產生了他們
[00:20:50.040 --> 00:20:52.600]  任期最短的首相
[00:20:52.600 --> 00:20:54.480]  只是四十多天
