
[00:00:00.000 --> 00:00:04.560]  今早回來,大家準備好聆聽神的話語未呢?
[00:04:16.400 --> 00:04:20.120]  喺肥利門書裏面嘅三個主角
[00:04:20.120 --> 00:04:23.880]  其實又點樣樣去比冇出現嘅耶穌
[00:04:23.880 --> 00:04:26.960]  去影響佢嘅行事為人
[00:04:26.960 --> 00:04:29.240]  同人之間嘅關係呢
[00:04:29.240 --> 00:04:33.640]  今日呢我嘗試從三點去同大家一齊去思考
[00:04:33.640 --> 00:04:34.880]  第一點
[00:04:34.880 --> 00:04:36.400]  在基督裡
[00:04:36.400 --> 00:04:40.120]  關係不應基於公平
[00:04:40.120 --> 00:04:45.360]  肥利門書一章十六節十八至十九節嘅前半部
[00:04:45.360 --> 00:04:46.600]  不再是奴隸
[00:04:46.600 --> 00:04:48.240]  而是高過奴隸
[00:04:48.240 --> 00:04:50.080]  是親愛的弟兄
[00:04:50.080 --> 00:04:52.000]  對我確實如此
[00:04:52.000 --> 00:04:53.680]  何況對你呢
[00:04:53.680 --> 00:04:58.280]  無論在肉身或在主理更是如此
[00:04:58.280 --> 00:04:59.920]  他若虧負你
[00:04:59.920 --> 00:05:01.680]  或欠你什麽
[00:05:01.680 --> 00:05:04.200]  都算在我的賬上罷
[00:05:04.200 --> 00:05:05.640]  我必常還
[00:05:05.640 --> 00:05:11.400]  這是我保羅親手寫的 心不捨的
[00:05:11.400 --> 00:05:14.200]  喺當時嘅羅馬律法上面呢
[00:05:14.200 --> 00:05:15.720]  喺道理上面
[00:05:15.720 --> 00:05:18.320]  肥利門若果要懲罰
[00:05:18.320 --> 00:05:22.520]  甚至無處決呢個逃走嘅奴隸亞利西某
[00:05:22.520 --> 00:05:24.760]  絕對係合情合理
[00:05:24.760 --> 00:05:26.520]  一個最公平
[00:05:26.520 --> 00:05:29.400]  最啱嘅解決方法
[00:05:29.400 --> 00:05:34.800]  但係保羅卻企喺福音嘅立場上邊去睇亞利西某
[00:05:34.800 --> 00:05:36.640]  唔再係奴隸
[00:05:36.640 --> 00:05:38.240]  而且係高過奴隸
[00:05:38.240 --> 00:05:41.000]  係親愛嘅弟兄
[00:05:41.000 --> 00:05:42.320]  喺主題裏面
[00:05:42.320 --> 00:05:46.240]  信徒之間存住一份弟兄姊妹嘅情義
[00:05:46.240 --> 00:05:49.840]  因為我哋大家都係天父嘅孩子
[00:05:49.840 --> 00:05:53.800]  天父係願意我哋能夠彼此相愛 互相服侍
[00:05:53.800 --> 00:05:56.000]  雖然我哋有唔同嘅呼召
[00:05:56.000 --> 00:05:57.720]  唔同嘅崗位
[00:05:57.720 --> 00:06:00.280]  但歸根究底喺主裏面
[00:06:00.280 --> 00:06:02.160]  我哋係一家人
[00:06:02.160 --> 00:06:03.200]  我哋嘅信仰
[00:06:03.200 --> 00:06:04.920]  唔係要廢除
[00:06:04.920 --> 00:06:09.880]  或者混淆咗我哋生活喺呢個世界嘅責任
[00:06:09.880 --> 00:06:15.440]  相反係反而更加要加強我哋喺呢啲責任上面嘅義務
[00:06:15.440 --> 00:06:19.120]  神嘅話語更加指導我哋能夠點樣正確
[00:06:19.120 --> 00:06:22.080]  去履行呢啲責任
[00:06:22.080 --> 00:06:22.840]  毫無疑問
[00:06:22.840 --> 00:06:25.840]  亞利西某係真誠嘅悔改
[00:06:25.840 --> 00:06:29.520]  否則佢唔會願意攞住呢封求情信
[00:06:29.520 --> 00:06:30.520]  我之前講過
[00:06:30.520 --> 00:06:35.400]  係講緊係一千六百四十五個 miles嘅路程
[00:06:35.400 --> 00:06:39.080]  返到去主人嗰度去求赦免
[00:06:39.080 --> 00:06:45.440]  亞利西某通過保羅承認自己嘅錯誤
[00:06:45.440 --> 00:06:51.200]  你能唔能夠諗一千六百四十五個 miles
[00:06:51.200 --> 00:06:55.560]  或者容易啲係開車唔食唔去廁所
[00:06:55.560 --> 00:07:00.640]  唔會停梯架車去同一個人去say sorry
[00:07:00.640 --> 00:07:03.120]  我試過呢同我老公鬧交
[00:07:03.120 --> 00:07:05.760]  由個廳去個房到同佢say sorry
[00:07:05.760 --> 00:07:08.280]  都覺得好難
[00:07:08.280 --> 00:07:10.880]  唔係講聲sorry咁簡單
[00:07:10.880 --> 00:07:16.240]  亞利西某做緊嘅呢樣嘢係講緊分分鐘係冇命嘅
[00:07:16.240 --> 00:07:18.880]  亞利西某喺呢個旅程裏面
[00:07:18.880 --> 00:07:23.080]  其實佢係大把時間空間去諗
[00:07:23.080 --> 00:07:26.200]  不如唔好返去啦
[00:07:26.200 --> 00:07:28.720]  可以返轉頭啦
[00:07:28.720 --> 00:07:31.200]  走去第二度啦
[00:07:31.200 --> 00:07:35.680]  辛辛苦苦長途跋涉帶封求情信返去
[00:07:35.680 --> 00:07:38.240]  依照當時嘅文化
[00:07:38.240 --> 00:07:45.040]  肥利門係仲要喺教會眾弟兄姊妹面前去讀呢一封信
[00:07:45.040 --> 00:07:48.800]  其實面皮薄少少都搞唔掂
[00:07:48.800 --> 00:07:52.000]  唔好忘記呢之後佢仲可能要
[00:07:52.000 --> 00:07:55.640]  接受肥利門決定要點樣做
[00:07:55.640 --> 00:07:57.560]  就好似我頭先咁樣講
[00:07:57.560 --> 00:08:01.320]  甚至無係要決定處決佢
[00:08:01.320 --> 00:08:02.640]  但因為基督
[00:08:02.640 --> 00:08:05.600]  因為如今大家係主裏面嘅弟兄姊妹
[00:08:05.600 --> 00:08:09.080]  領受住同一份大家都不配嘅恩典
[00:08:09.080 --> 00:08:13.920]  所以唔好再計較
[00:08:13.920 --> 00:08:16.520]  唔好再去諗公唔公平
[00:08:16.520 --> 00:08:18.560]  虧欠佢幾多
[00:08:18.560 --> 00:08:23.080]  第二點在基督裏關係應該係基於因子
[00:08:23.080 --> 00:08:24.880]  肥利門書一章十四節
[00:08:24.880 --> 00:08:28.680]  但不知道你的意見我不願意咁樣做
[00:08:28.680 --> 00:08:32.400]  好使你的善行不是出於勉強
[00:08:32.400 --> 00:08:35.400]  而是出於自願
[00:08:35.400 --> 00:08:38.960]  喺呢度睇到保羅係用一個好尊重對方
[00:08:38.960 --> 00:08:41.840]  好handle with care嘅態度
[00:08:41.840 --> 00:08:47.320]  去引領肥利門要恩待阿利西莫
[00:08:47.320 --> 00:08:49.640]  當人真真正正明白福音嘅時候
[00:08:49.640 --> 00:08:51.840]  嗰個甘心樂意
[00:08:51.840 --> 00:08:56.720]  嗰個好自然嗰個回應呢係最好嘅
[00:08:56.720 --> 00:08:59.720]  喺呢度保羅好明顯明白呢一點
[00:08:59.720 --> 00:09:03.360]  所以佢冇用佢嗰個權力
[00:09:03.360 --> 00:09:05.280]  佢係用一份好尊重對方
[00:09:05.280 --> 00:09:08.000]  保護對方嘅態度
[00:09:08.000 --> 00:09:10.000]  去同肥利門對話
[00:09:10.000 --> 00:09:14.200]  佢承認阿利西莫係一個奴隸
[00:09:14.200 --> 00:09:17.360]  呢個奴隸係屬於佢主人嘅
[00:09:17.360 --> 00:09:19.000]  所以如果佢唔同意嘅話
[00:09:19.000 --> 00:09:25.600]  佢係唔會勉強隨便留低阿利西莫喺佢身邊
[00:09:25.600 --> 00:09:29.400]  阿利西莫擅自離開
[00:09:29.400 --> 00:09:31.320]  令到佢嘅主人有所虧損
[00:09:31.320 --> 00:09:33.120]  呢個係無可置疑嘅
[00:09:33.120 --> 00:09:36.400]  所以保羅懇求肥利門嘅理據
[00:09:36.400 --> 00:09:41.680]  係大家喺主裡面關係嗰個基礎
[00:09:41.680 --> 00:09:44.400]  喺主裡面我哋樂意
[00:09:44.400 --> 00:09:48.160]  用基督嘅恩慈去重新接納阿利西莫
[00:09:48.160 --> 00:09:50.720]  肥利門書一章十八至二十節
[00:09:50.720 --> 00:09:53.600]  差若虧負你或欠你什麼
[00:09:53.600 --> 00:09:55.520]  都算在我的帳上罷
[00:09:55.520 --> 00:09:56.680]  我必償還
[00:09:56.680 --> 00:09:59.400]  這是我保羅親不捨的
[00:09:59.400 --> 00:10:01.000]  我並不用對你說
[00:10:01.000 --> 00:10:03.520]  甚至你自己也虧欠我
[00:10:03.520 --> 00:10:04.280]  弟兄啊
[00:10:04.280 --> 00:10:07.840]  希望你使我在主裡因你得益
[00:10:07.840 --> 00:10:13.560]  讓我的心在基督裡得到舒暢
[00:10:13.560 --> 00:10:16.760]  保羅親手寫嘅呢封求情信
[00:10:16.760 --> 00:10:18.440]  當佢同肥利門講
[00:10:18.440 --> 00:10:22.160]  把阿利西莫虧負或虧欠
[00:10:22.160 --> 00:10:24.800]  都算在我的帳上罷
[00:10:24.800 --> 00:10:31.080]  實際佢係為保羅學校耶穌為我哋所做嘅
[00:10:31.080 --> 00:10:35.320]  將我哋嘅罪債揹咗喺佢自己身上面
[00:10:35.320 --> 00:10:38.360]  保羅愛阿利西莫
[00:10:38.360 --> 00:10:44.240]  從佢將自己代入阿利西莫嘅位置上邊
[00:10:44.240 --> 00:10:47.520]  甚至好似係佢自己犯咗錯咁樣
[00:10:47.520 --> 00:10:51.920]  就正如基督為我哋喺父神面前所做嘅一樣
[00:10:51.920 --> 00:10:55.920]  保羅同樣為肥利門
[00:10:55.920 --> 00:10:58.960]  為阿利西莫喺肥利面前做
[00:10:58.960 --> 00:11:02.680]  呢個就係基督嘅恩賜
[00:11:02.680 --> 00:11:09.160]  第三點在基督類關係基於福音
[00:11:09.160 --> 00:11:12.440]  肥利門書一章十至十一節
[00:11:12.440 --> 00:11:17.400]  就係為我喺困所中所生的兒子阿利西莫求你
[00:11:17.400 --> 00:11:19.280]  從前他與你沒有益處
[00:11:19.280 --> 00:11:23.800]  但如今與你我都有益處
[00:11:23.800 --> 00:11:25.520]  喺某個程度上面
[00:11:25.520 --> 00:11:28.640]  阿利西莫對保羅嚟講係有益處
[00:11:28.640 --> 00:11:31.480]  或者係因為佢喺保羅被軟禁嘅時候
[00:11:31.480 --> 00:11:33.760]  佢成為咗佢嘅得力助手
[00:11:33.760 --> 00:11:36.160]  相對因為佢走咗佬
[00:11:36.160 --> 00:11:40.880]  所以對佢嘅主人嚟講係冇益處
[00:11:40.880 --> 00:11:43.840]  當保羅講到阿利西莫冇益處
[00:11:43.840 --> 00:11:46.120]  或者有益處嘅時候
[00:11:46.120 --> 00:11:49.960]  其實係當中有啲玩字嘅含意
[00:11:49.960 --> 00:11:52.720]  因為阿利西莫呢一個名
[00:11:52.720 --> 00:11:57.240]  直譯嘅意思正正係有益處
[00:11:57.240 --> 00:12:01.480]  信左主同保羅同工嘅阿利西莫
[00:12:01.480 --> 00:12:06.200]  如今真係人如其名係有益處
[00:12:06.200 --> 00:12:08.520]  但係有益處又好冇益處又好
[00:12:08.520 --> 00:12:12.840]  喺福音裏面都變為有益處
[00:12:12.840 --> 00:12:15.360]  因為佢對保羅嚟講有益處
[00:12:15.360 --> 00:12:19.240]  所以間接佢其實對肥利門嚟講都係有益處
[00:12:19.240 --> 00:12:21.280]  所以保羅先喺呢度講話
[00:12:21.280 --> 00:12:24.720]  對你和對我有益處
[00:12:24.720 --> 00:12:26.960]  保羅要肥利門明白
[00:12:26.960 --> 00:12:30.440]  阿利西莫因為信主升咗呢
[00:12:30.440 --> 00:12:34.440]  所以佢同阿利西莫嘅關係都升咗呢
[00:12:34.440 --> 00:12:37.720]  呢個升咗呢嘅關係
[00:12:37.720 --> 00:12:41.280]  彰顯福音嘅恩典
[00:12:41.280 --> 00:12:43.040]  重溫三點
[00:12:43.040 --> 00:12:47.640]  在基督裏關係不應基於公平
[00:12:47.640 --> 00:12:52.040]  喺基督裏面關係係應該基於恩慈
[00:12:52.040 --> 00:12:56.920]  喺基督裏面關係基於福音
[00:12:56.920 --> 00:12:59.600]  喺基督裏面
[00:12:59.600 --> 00:13:01.800]  喺基督裏面
[00:13:01.800 --> 00:13:05.320]  喺基督裏面
[00:13:05.320 --> 00:13:08.400]  肥利門書對基督徒人際之間嘅關係
[00:13:08.400 --> 00:13:11.200]  同教會嘅群體嘅本質
[00:13:11.200 --> 00:13:15.560]  我之前講過都提供咗好多寶貴嘅見解
[00:13:15.560 --> 00:13:18.920]  呢啲見解要反映福音嘅大能
[00:13:18.920 --> 00:13:24.800]  基督喺人生命裏面活著嘅印證
[00:13:24.800 --> 00:13:27.240]  因為我係一個傳導人嘅關係
[00:13:27.240 --> 00:13:30.680]  我成日都有機會同人哋傾計
[00:13:30.680 --> 00:13:32.240]  咁好多時我發現
[00:13:32.240 --> 00:13:34.280]  即係人與人之間
[00:13:34.280 --> 00:13:38.440]  有好多時化解唔到一啲衝突
[00:13:38.440 --> 00:13:40.680]  其中一個好大嘅原因係
[00:13:40.680 --> 00:13:45.800]  我哋對對方冇恩慈
[00:13:45.800 --> 00:13:48.160]  係佢唔啱先嘅
[00:13:48.160 --> 00:13:51.320]  佢冇理過我嘅感受
[00:13:51.320 --> 00:13:54.200]  我最憎佢就係咁㗎啦
[00:13:54.200 --> 00:13:56.960]  你知唔知佢幾恨憎
[00:13:56.960 --> 00:14:00.120]  講咗好多次都唔聽
[00:14:00.120 --> 00:14:04.160]  佢同我講嘢嘅時候語氣好差
[00:14:04.160 --> 00:14:07.640]  唔該都冇講聲
[00:14:07.640 --> 00:14:10.200]  以前聽過有個牧師有個比喻
[00:14:10.200 --> 00:14:12.720]  佢話一個結咗婚嘅男人
[00:14:12.720 --> 00:14:15.680]  唔會唔記得自己係一個結咗婚
[00:14:15.680 --> 00:14:17.560]  有老婆嘅人
[00:14:17.560 --> 00:14:21.720]  佢唔會無神神同另一個女人去沙灘漫步
[00:14:21.720 --> 00:14:25.200]  雖然佢老婆唔喺身邊
[00:14:25.200 --> 00:14:28.240]  但係作為老公嘅呢個身份
[00:14:28.240 --> 00:14:30.480]  佢做嘅每一件事
[00:14:30.480 --> 00:14:34.400]  都唔會當佢老婆冇到
[00:14:34.400 --> 00:14:37.280]  基督徒嘅生命喺人生嘅關係裏面
[00:14:37.280 --> 00:14:41.320]  或者特別當我哋處理衝突嘅時候
[00:14:41.320 --> 00:14:46.320]  其實我哋會唔會當主冇到
[00:14:46.320 --> 00:14:48.680]  我哋只係掛住呢公唔公平
[00:14:48.680 --> 00:14:51.680]  對我嚟講唔Fair
[00:14:51.680 --> 00:14:55.080]  掛住覺得對方係幾咁離譜
[00:14:55.080 --> 00:14:57.680]  佢所做嘅傷害我幾多
[00:14:57.680 --> 00:15:00.200]  虧欠我幾多
[00:15:00.200 --> 00:15:04.520]  甚至無對方願意講對唔住都好
[00:15:04.520 --> 00:15:09.240]  都唔係咁容易放過佢
[00:15:09.240 --> 00:15:13.120]  主耶穌基督去咗邊
[00:15:13.120 --> 00:15:17.800]  主耶穌基督嘅榜樣去咗邊
[00:15:17.800 --> 00:15:21.960]  耶穌的確冇喺肥利門書裏面出現過
[00:15:21.960 --> 00:15:24.560]  但係其實由頭到尾
[00:15:24.560 --> 00:15:26.720]  其實你留心去思想嘅時候
[00:15:26.720 --> 00:15:30.480]  其實由頭到尾佢都喺度
[00:15:30.480 --> 00:15:33.680]  因為如果唔係耶穌嘅關係
[00:15:33.680 --> 00:15:37.880]  保羅、肥利門、阿尼西某
[00:15:37.880 --> 00:15:41.040]  就唔需要藉住福音嘅關係
[00:15:41.040 --> 00:15:44.760]  去處理佢哋之間嗰個關係
[00:15:44.760 --> 00:15:47.440]  再者保羅讚賞肥利門
[00:15:47.440 --> 00:15:49.360]  有信心
[00:15:49.360 --> 00:15:51.160]  對弟兄姊妹有愛心
[00:15:51.160 --> 00:15:54.800]  勸勉佢將佢嘅愛延伸到佢嘅奴隸
[00:15:54.800 --> 00:15:56.440]  阿尼西某身上
[00:15:56.440 --> 00:16:00.520]  就正正係因為主耶穌基督嘅愛
[00:16:00.520 --> 00:16:03.720]  就係一個咁樣嘅愛
[00:16:03.720 --> 00:16:08.240]  唔係一個pick and choose嘅愛
[00:16:08.240 --> 00:16:10.280]  愛心嘅對象係所有聖徒
[00:16:10.280 --> 00:16:14.640]  所以呢個所有係包括咗呢個奴隸
[00:16:14.640 --> 00:16:17.560]  再者保羅對福音嘅偽身
[00:16:17.560 --> 00:16:20.400]  肥利門願意延伸佢嘅愛心
[00:16:20.400 --> 00:16:22.920]  阿尼西某願意承擔責任
[00:16:22.920 --> 00:16:26.520]  誠心悔改、信服等等
[00:16:26.520 --> 00:16:32.480]  都係全部因為基督喺佢哋生命作功嘅關係
[00:16:32.480 --> 00:16:34.640]  有影響力
[00:16:34.640 --> 00:16:37.840]  呢個就係「在基督裡」
[00:16:37.840 --> 00:16:40.200]  喺耶穌裡面嘅意思
[00:16:40.200 --> 00:16:45.680]  耶穌的確冇喺肥利門書裡面出現過
[00:16:45.680 --> 00:16:48.440]  但係我哋唔難睇到
[00:16:48.440 --> 00:16:53.480]  耶穌就喺呢三個主角嘅生命裡面
[00:16:53.480 --> 00:16:56.600]  反省我哋自己
[00:16:56.600 --> 00:17:02.480]  我哋可能會帶住一條十字架嘅頸鏈
[00:17:02.480 --> 00:17:07.600]  或者我哋有啲人會貼一條魚嘅symbol
[00:17:07.600 --> 00:17:11.120]  擺喺我哋嘅車後面
[00:17:11.120 --> 00:17:14.360]  但係我諗緊要嘅係
[00:17:14.360 --> 00:17:15.920]  我哋苦心自問
[00:17:15.920 --> 00:17:22.160]  耶穌係淨係一條頸鏈掛喺我哋嘅頸項上面
[00:17:22.160 --> 00:17:26.480]  貼喺我哋嘅車嘅窗嗰度後面
[00:17:26.480 --> 00:17:30.600]  定係住喺你嘅心裡面
[00:17:30.600 --> 00:17:34.440]  影響緊你
[00:17:34.440 --> 00:17:37.160]  人同人發生衝突嘅時候
[00:17:37.160 --> 00:17:40.480]  你嘅反應會係點?
[00:17:40.480 --> 00:17:45.040]  你會唔會突然間覺得自己需要停一停落嚟
[00:17:45.040 --> 00:17:48.120]  諗一諗
[00:17:48.120 --> 00:17:50.920]  反省一下自己
[00:17:50.920 --> 00:17:55.280]  我自己喺當中有冇責任呢?
[00:17:55.280 --> 00:18:00.000]  會唔會諗下聖經嘅教導呢?
[00:18:00.000 --> 00:18:00.720]  好得意嘅
[00:18:00.720 --> 00:18:02.640]  有時你諗下我哋屋企人
[00:18:02.640 --> 00:18:05.240]  對我哋嚟講就係最親嘅人
[00:18:05.240 --> 00:18:07.720]  但好多時我哋傷害得最多嘅
[00:18:07.720 --> 00:18:11.600]  就係我哋自己嘅屋企人
[00:18:11.600 --> 00:18:13.760]  例如父母
[00:18:13.760 --> 00:18:15.200]  我哋嘅丈夫
[00:18:15.200 --> 00:18:16.680]  太太
[00:18:16.680 --> 00:18:20.320]  仔女
[00:18:20.320 --> 00:18:22.640]  我哋係以恩慈相待
[00:18:22.640 --> 00:18:24.640]  定係喺你嘅眼中
[00:18:24.640 --> 00:18:29.640]  你成日睇到對方有好多嘢都唔係好妥
[00:18:29.640 --> 00:18:33.440]  有好多嘢都唔合你心意
[00:18:33.440 --> 00:18:37.280]  所以好容易有衝突
[00:18:37.280 --> 00:18:40.720]  好容易會鬧交
[00:18:40.720 --> 00:18:46.560]  其實有時諗下可唔可以唔好拗住唔放呢?
[00:18:46.560 --> 00:18:51.080]  可唔可以唔計算呢?
[00:18:51.080 --> 00:18:55.880]  可唔可以對對方多少少恩慈呢?
[00:18:55.880 --> 00:18:58.880]  你知唔知其實當你放過對方嘅時候
[00:18:58.880 --> 00:19:02.960]  其實你同時間係放過緊你自己
[00:19:02.960 --> 00:19:07.080]  其實嬲人都唔係好好受
[00:19:07.080 --> 00:19:09.640]  前兩日呢喺一個
[00:19:09.640 --> 00:19:12.400]  前幾日喺一個 memorial service 嘅時候
[00:19:12.400 --> 00:19:14.600]  聽返一首好古老嘅詩歌
[00:19:14.600 --> 00:19:18.640]  Amazing Grace
[00:19:18.640 --> 00:19:20.440]  Amazing Grace
[00:19:20.440 --> 00:19:23.240]  How sweet the sound
[00:19:23.240 --> 00:19:28.640]  That saved a wretch like me
[00:19:28.640 --> 00:19:30.560]  Amazing Grace
[00:19:30.560 --> 00:19:33.640]  之所以 Amazing
[00:19:33.640 --> 00:19:40.600]  係因為其實呢個 Grace 係你同我都唔 deserve 㗎
[00:19:40.600 --> 00:19:44.280]  呢個恩典係你同我都唔 deserve
[00:19:44.280 --> 00:19:46.600]  我哋冇做過啲乜嘢嘢
[00:19:46.600 --> 00:19:49.200]  甚至無我哋係虧欠好多
[00:19:49.200 --> 00:19:53.040]  但係神竟然畀咗我哋
[00:19:53.040 --> 00:19:57.000]  我哋會感謝主恩慈對待我哋
[00:19:57.000 --> 00:20:00.640]  我哋亦都會求主恩慈對待
[00:20:00.640 --> 00:20:05.920]  但係當有人激嬲我哋嘅時候
[00:20:05.920 --> 00:20:09.240]  我要同佢死過
[00:20:09.240 --> 00:20:13.040]  保羅點樣勸勉肥利門
[00:20:13.040 --> 00:20:19.480]  保羅基於乜嘢咁大膽去作出呢個要求
[00:20:19.480 --> 00:20:26.720]  肥利門點解又願意去原諒佢接納
[00:20:26.720 --> 00:20:31.840]  我最近同一個我的好姊妹分享
[00:20:31.840 --> 00:20:36.080]  我哋各自面對嘅挑戰嘅時候
[00:20:36.080 --> 00:20:40.880]  講講下佢突然間講咗句說話好觸動我
[00:20:40.880 --> 00:20:50.960]  佢話「每一步求信服,不是求結果」
[00:20:50.960 --> 00:20:56.880]  「每一步求信服,不是求結果」
[00:20:56.880 --> 00:20:59.080]  喺disagreement裏面
[00:20:59.080 --> 00:21:01.040]  大家唔同意嘅裏面
[00:21:01.040 --> 00:21:03.040]  你係要贏呀
[00:21:03.040 --> 00:21:05.840]  要對方屈服認輸
[00:21:05.840 --> 00:21:12.080]  甚至無最好盡快搞掂嘅問題唔好煩住我
[00:21:12.080 --> 00:21:15.240]  定係你願意操練節制
[00:21:15.240 --> 00:21:17.480]  唔畀你自己嘅感覺
[00:21:17.480 --> 00:21:19.880]  令你好唔舒服嘅感覺
[00:21:19.880 --> 00:21:21.800]  覺得唔公平
[00:21:21.800 --> 00:21:29.360]  負面嘅情緒去牽引你作出回應
[00:21:29.360 --> 00:21:33.920]  定係你會諗下作為呢個基督徒
[00:21:33.920 --> 00:21:37.160]  我呢個基督徒嘅身份
