
[00:00:00.000 --> 00:00:07.520]  這次我們來看《耶和華神在監房與弱室同在,仍然是弱室的故事》
[00:03:53.720 --> 00:03:55.720]  三分顏色上大雄
[00:03:55.720 --> 00:03:57.400]  叫你也不肯聽
[00:03:57.400 --> 00:04:00.280]  好!老羞成怒
[00:04:00.280 --> 00:04:02.680]  自己很沒面子
[00:04:02.680 --> 00:04:04.680]  老羞成怒過不了自己
[00:04:04.680 --> 00:04:06.680]  於是害了他
[00:04:06.680 --> 00:04:09.960]  於是弱室就在那裏坐牢
[00:04:09.960 --> 00:04:11.960]  不過要留意一件事
[00:04:11.960 --> 00:04:13.960]  上帝的手有沒有在後面工作呢?
[00:04:13.960 --> 00:04:15.960]  是有的
[00:04:15.960 --> 00:04:18.920]  如果你是他主人波提弗
[00:04:18.920 --> 00:04:21.320]  聽了他太太說
[00:04:21.320 --> 00:04:24.360]  又信他太太說,你會怎樣?
[00:04:24.360 --> 00:04:26.360]  你會怎樣做?
[00:04:26.360 --> 00:04:31.160]  拔劍?拔刀?
[00:04:31.160 --> 00:04:35.160]  安琪比他用刀,拔刀
[00:04:35.160 --> 00:04:37.160]  拉住他
[00:04:37.160 --> 00:04:39.880]  跟他出去花園時,我劈他的頭下來
[00:04:39.880 --> 00:04:42.600]  或者就在這裏劈他的頭下來
[00:04:42.600 --> 00:04:46.600]  嘩!調戲我太太
[00:04:46.600 --> 00:04:48.600]  我這麼信任你,讓你做管家
[00:04:48.600 --> 00:04:51.320]  除了我吃的飯,什麼銀兩都給你
[00:04:51.320 --> 00:04:52.920]  整個家都給你
[00:04:52.920 --> 00:04:56.120]  竟然你欺負我太太
[00:04:56.120 --> 00:04:58.120]  馬上劈
[00:04:58.120 --> 00:05:00.920]  如果這個波提弗在皇帝面前
[00:05:00.920 --> 00:05:04.440]  這麼有地位,劈死一個奴隸有沒有問題呢?
[00:05:04.440 --> 00:05:06.440]  當然沒有問題
[00:05:06.440 --> 00:05:08.440]  劈死一個奴隸
[00:05:08.440 --> 00:05:11.960]  劈死一個埃及公民有問題
[00:05:11.960 --> 00:05:13.960]  劈死一個奴隸沒有問題
[00:05:13.960 --> 00:05:15.960]  就算在當日這樣的社會
[00:05:15.960 --> 00:05:18.360]  劈死一個埃及公民
[00:05:18.360 --> 00:05:20.360]  都有辦法遮到
[00:05:20.360 --> 00:05:22.360]  如果在皇帝的護衛長來說
[00:05:22.360 --> 00:05:23.480]  沒有問題
[00:05:23.480 --> 00:05:25.480]  只要執個罪名給他就可以
[00:05:25.480 --> 00:05:27.480]  馬上可以劈死他
[00:05:27.480 --> 00:05:29.080]  說他造反都可以
[00:05:29.080 --> 00:05:31.640]  說他收集情報想造反都可以
[00:05:31.640 --> 00:05:33.640]  碎屍萬段都可以
[00:05:33.640 --> 00:05:35.640]  割他肉醬都可以
[00:05:35.640 --> 00:05:37.640]  不過波提弗沒有
[00:05:37.640 --> 00:05:40.120]  只是將他下在監獄
[00:05:40.120 --> 00:05:42.120]  生氣
[00:05:42.120 --> 00:05:44.120]  為什麼會這樣
[00:05:44.120 --> 00:05:46.120]  神的手在工作
[00:05:46.120 --> 00:05:52.120]  亦都虐失自己賺取到他的生命延續
[00:05:52.120 --> 00:05:53.080]  為什麼呢?
[00:05:53.080 --> 00:05:55.080]  其實如果看完這兩節
[00:05:55.080 --> 00:05:57.880]  你會發覺他的主人波提弗
[00:05:57.880 --> 00:05:59.880]  他的善色
[00:05:59.880 --> 00:06:02.840]  是波提弗不相信他太太
[00:06:02.840 --> 00:06:05.560]  反而波提弗是相信虐失
[00:06:05.560 --> 00:06:07.560]  看完之後
[00:06:07.560 --> 00:06:10.680]  虐失不是這樣的人
[00:06:10.680 --> 00:06:12.680]  怎麼會呢?
[00:06:12.680 --> 00:06:14.680]  照我所知他不是這樣的人
[00:06:14.680 --> 00:06:16.680]  他屬於什麼都不偷吃
[00:06:16.680 --> 00:06:18.680]  我留意到他
[00:06:18.680 --> 00:06:20.680]  他應該不是
[00:06:20.680 --> 00:06:22.680]  扔他入監
[00:06:22.680 --> 00:06:24.680]  如果不是當場已經斬死
[00:06:24.680 --> 00:06:26.680]  頭都斬了幾段
[00:06:26.680 --> 00:06:28.680]  他要坐監
[00:06:28.680 --> 00:06:30.680]  亦都要
[00:06:30.680 --> 00:06:32.680]  交少少氣
[00:06:32.680 --> 00:06:34.680]  那麼多工人看著
[00:06:34.680 --> 00:06:36.680]  那麼多親戚朋友
[00:06:36.680 --> 00:06:38.680]  那麼多人在
[00:06:38.680 --> 00:06:40.680]  亦都是太太看著
[00:06:40.680 --> 00:06:42.680]  他太太告他
[00:06:42.680 --> 00:06:44.680]  起碼要交多少氣
[00:06:44.680 --> 00:06:46.680]  引起被子生氣
[00:06:46.680 --> 00:06:48.680]  憤氣很生氣
[00:06:48.680 --> 00:06:50.680]  拉他入監
[00:06:50.680 --> 00:06:52.680]  拔刀出來
[00:06:52.680 --> 00:06:54.680]  劈死你
[00:06:54.680 --> 00:06:56.680]  等候法律
[00:06:56.680 --> 00:06:58.680]  豈有此理
[00:06:58.680 --> 00:07:00.680]  起碼要交少少貨
[00:07:00.680 --> 00:07:02.680]  交少少氣
[00:07:02.680 --> 00:07:04.680]  我認為波提弗是這樣
[00:07:04.680 --> 00:07:06.680]  如果不是
[00:07:06.680 --> 00:07:08.680]  他已經一刀劈死虐失
[00:07:08.680 --> 00:07:10.680]  照胸口砍下去
[00:07:10.680 --> 00:07:12.680]  反而坐監
[00:07:12.680 --> 00:07:14.680]  怎麼會呢?
[00:07:14.680 --> 00:07:16.680]  一個奴隸
[00:07:16.680 --> 00:07:18.680]  而且是正規國座
[00:07:18.680 --> 00:07:20.680]  所以我認為
[00:07:20.680 --> 00:07:22.680]  波提弗是信虐失
[00:07:22.680 --> 00:07:24.680]  沒有事的
[00:07:24.680 --> 00:07:26.680]  下次不要了
[00:07:26.680 --> 00:07:28.680]  這樣太輕了
[00:07:28.680 --> 00:07:30.680]  拉他入監
[00:07:30.680 --> 00:07:32.680]  第二點
[00:07:32.680 --> 00:07:34.680]  但耶和華與虐失同在
[00:07:34.680 --> 00:07:36.680]  請你記得
[00:07:36.680 --> 00:07:38.680]  我曾經講過
[00:07:38.680 --> 00:07:40.680]  耶和華的同在
[00:07:40.680 --> 00:07:42.680]  是最為緊要
[00:07:42.680 --> 00:07:44.680]  最為需要
[00:07:44.680 --> 00:07:46.680]  無論去到高高低低
[00:07:46.680 --> 00:07:48.680]  走過死淫休工
[00:07:48.680 --> 00:07:50.680]  都不怕
[00:07:50.680 --> 00:07:52.680]  耶和華是我的牧者
[00:07:52.680 --> 00:07:54.680]  我必不自缺
[00:07:54.680 --> 00:07:56.680]  牧者不需要什麼
[00:07:56.680 --> 00:07:58.680]  有牠已經足夠
[00:07:58.680 --> 00:08:00.680]  牠領我到青草地
[00:08:00.680 --> 00:08:02.680]  領我到溪水旁
[00:08:02.680 --> 00:08:04.680]  我雖然行過死淫休工
[00:08:04.680 --> 00:08:06.680]  也不怕遭害
[00:08:06.680 --> 00:08:08.680]  因為你與我
[00:08:08.680 --> 00:08:10.680]  同在
[00:08:10.680 --> 00:08:12.680]  死淫休工固然可怕
[00:08:12.680 --> 00:08:14.680]  青草地
[00:08:14.680 --> 00:08:16.680]  溪水旁固然好
[00:08:16.680 --> 00:08:18.680]  但最緊要的是
[00:08:18.680 --> 00:08:20.680]  你與我同在
[00:08:20.680 --> 00:08:22.680]  你與我同在
[00:08:22.680 --> 00:08:24.680]  就沒有什麼特別需要
[00:08:24.680 --> 00:08:26.680]  有你同在就最好了
[00:08:26.680 --> 00:08:28.680]  行過死淫休工
[00:08:28.680 --> 00:08:30.680]  也不怕遭害
[00:08:30.680 --> 00:08:32.680]  因為你與我同在
[00:08:32.680 --> 00:08:34.680]  在監獄與虐失同在
[00:08:34.680 --> 00:08:36.680]  向他施恩
[00:08:36.680 --> 00:08:38.680]  很有趣
[00:08:38.680 --> 00:08:40.680]  令他又再施辱
[00:08:40.680 --> 00:08:42.680]  在監獄長的面前無恩
[00:08:42.680 --> 00:08:44.680]  監獄長
[00:08:44.680 --> 00:08:46.680]  中間所有囚犯
[00:08:46.680 --> 00:08:48.680]  都交給虐失的手下
[00:08:48.680 --> 00:08:50.680]  只是奴隸
[00:08:50.680 --> 00:08:54.680]  那個把全家
[00:08:54.680 --> 00:08:56.680]  交給他做管家
[00:08:56.680 --> 00:08:58.680]  這個爹的層次
[00:08:58.680 --> 00:09:00.680]  皇家監獄長
[00:09:00.680 --> 00:09:02.680]  虐失這麼厲害
[00:09:02.680 --> 00:09:04.680]  整整齊齊
[00:09:04.680 --> 00:09:06.680]  很好
[00:09:06.680 --> 00:09:08.680]  向他施恩施義
[00:09:08.680 --> 00:09:10.680]  監獄長竟然說
[00:09:10.680 --> 00:09:12.680]  我回家休息
[00:09:12.680 --> 00:09:14.680]  所有監犯的事交給你
[00:09:14.680 --> 00:09:16.680]  都在虐失手下
[00:09:16.680 --> 00:09:18.680]  他們在哪裡
[00:09:18.680 --> 00:09:20.680]  所辦的事
[00:09:20.680 --> 00:09:22.680]  都是經他手的
[00:09:22.680 --> 00:09:24.680]  整個皇家監獄
[00:09:24.680 --> 00:09:26.680]  他搞定了
[00:09:26.680 --> 00:09:28.680]  犯罪虐失手下的事
[00:09:28.680 --> 00:09:30.680]  施辱監獄長一概不察
[00:09:30.680 --> 00:09:32.680]  又是這樣
[00:09:32.680 --> 00:09:34.680]  除了自己吃的飯出的糧
[00:09:34.680 --> 00:09:36.680]  什麼都不知道
[00:09:36.680 --> 00:09:38.680]  因為耶和華與虐失同在
[00:09:38.680 --> 00:09:40.680]  有耶和華的同在
[00:09:40.680 --> 00:09:42.680]  耶和華與虐失同在
[00:09:42.680 --> 00:09:44.680]  是講了兩次
[00:09:44.680 --> 00:09:46.680]  耶和華與虐失同在
[00:09:46.680 --> 00:09:48.680]  然後呢
[00:09:48.680 --> 00:09:50.680]  耶和華與虐失同在
[00:09:50.680 --> 00:09:52.680]  令到他所做的
[00:09:52.680 --> 00:09:54.680]  盡都順利
[00:09:54.680 --> 00:09:56.680]  早兩天才講了
[00:09:56.680 --> 00:09:58.680]  當神同在
[00:09:58.680 --> 00:10:00.680]  他會讓你盡都順利
[00:10:00.680 --> 00:10:02.680]  有時候同在
[00:10:02.680 --> 00:10:04.680]  未必盡都順利
[00:10:04.680 --> 00:10:06.680]  主耶穌與他同在嗎?
[00:10:06.680 --> 00:10:08.680]  有,但主耶穌做事順不順利?
[00:10:08.680 --> 00:10:10.680]  毫不順利
[00:10:10.680 --> 00:10:12.680]  要記住
[00:10:12.680 --> 00:10:14.680]  不是神的心意
[00:10:14.680 --> 00:10:16.680]  就一定不順利
[00:10:16.680 --> 00:10:18.680]  有時候是神的心意也不順利
[00:10:18.680 --> 00:10:20.680]  因為祂要你不順利
[00:10:20.680 --> 00:10:22.680]  最重要的是
[00:10:22.680 --> 00:10:24.680]  無論順利與不順利
[00:10:24.680 --> 00:10:26.680]  主耶和華與你同在
[00:10:26.680 --> 00:10:30.680]  要記住這件事
[00:10:30.680 --> 00:10:32.680]  盡都順利
[00:10:32.680 --> 00:10:34.680]  原來在監獄裡
[00:10:34.680 --> 00:10:36.680]  在監獄裡
[00:10:36.680 --> 00:10:38.680]  防守嚴密
[00:10:38.680 --> 00:10:40.680]  但祂的手在外
[00:10:40.680 --> 00:10:42.680]  幫不了我
[00:10:42.680 --> 00:10:44.680]  不,神的手可以在監獄裡
[00:10:44.680 --> 00:10:46.680]  幫助虐失
[00:10:46.680 --> 00:10:48.680]  神在監獄中與虐失同在
[00:10:48.680 --> 00:10:50.680]  就是今天的題目
[00:10:50.680 --> 00:10:54.680]  在監房與虐失同在
[00:10:54.680 --> 00:10:56.680]  在監房與虐失同在
[00:10:56.680 --> 00:10:58.680]  最重要的字是同在
[00:10:58.680 --> 00:11:00.680]  因此
[00:11:00.680 --> 00:11:02.680]  請你特別要記住
[00:11:02.680 --> 00:11:04.680]  主啊,如果我要祈禱
[00:11:04.680 --> 00:11:06.680]  神啊
[00:11:06.680 --> 00:11:08.680]  請你賜我一件東西
[00:11:08.680 --> 00:11:10.680]  六個號碼
[00:11:10.680 --> 00:11:14.680]  很多人有六個號碼後
[00:11:14.680 --> 00:11:16.680]  家散人亡
[00:11:16.680 --> 00:11:18.680]  很多人有六個號碼
[00:11:18.680 --> 00:11:20.680]  加上特別號碼後傾家蕩產
[00:11:20.680 --> 00:11:22.680]  本來好好的一家人
[00:11:22.680 --> 00:11:24.680]  就散了
[00:11:24.680 --> 00:11:26.680]  最重要的是
[00:11:26.680 --> 00:11:28.680]  主啊,如果我要求一件事
[00:11:28.680 --> 00:11:30.680]  我要求你的
[00:11:30.680 --> 00:11:32.680]  同在
[00:11:32.680 --> 00:11:34.680]  這是最重要的
[00:11:34.680 --> 00:11:36.680]  什麼都假
[00:11:36.680 --> 00:11:38.680]  有主的同在在監房裡
[00:11:38.680 --> 00:11:40.680]  都可以,都好
[00:11:40.680 --> 00:11:44.680]  所以記住,耶和華的同在
[00:11:44.680 --> 00:11:46.680]  不會因為監房
[00:11:46.680 --> 00:11:48.680]  來拘禁到人
[00:11:48.680 --> 00:11:50.680]  有信心
[00:11:50.680 --> 00:11:52.680]  一起禱告
[00:11:52.680 --> 00:11:54.680]  求主幫助我們
[00:11:54.680 --> 00:11:56.680]  雖然有時候
[00:11:56.680 --> 00:11:58.680]  在一個很困難的情況
[00:11:58.680 --> 00:12:00.680]  好像在監房裡
[00:12:00.680 --> 00:12:02.680]  這樣不行,這樣不准
[00:12:02.680 --> 00:12:04.680]  又缺乏,又有限制
[00:12:04.680 --> 00:12:06.680]  人又髒
[00:12:06.680 --> 00:12:08.680]  各樣的遭遇都不好
[00:12:08.680 --> 00:12:10.680]  又不安
[00:12:10.680 --> 00:12:12.680]  主啊,不過
[00:12:12.680 --> 00:12:14.680]  最重要的是有你同在
[00:12:14.680 --> 00:12:16.680]  心裡面就很平安
[00:12:16.680 --> 00:12:18.680]  有你同在,事情就會順利
[00:12:18.680 --> 00:12:20.680]  有你同在
[00:12:20.680 --> 00:12:22.680]  就沒有偶然發生
[00:12:22.680 --> 00:12:24.680]  沒有突發
[00:12:24.680 --> 00:12:26.680]  沒有一件事是主
[00:12:26.680 --> 00:12:28.680]  為什麼會這樣發生
[00:12:28.680 --> 00:12:30.680]  我是耶和華神,我也不知道
[00:12:30.680 --> 00:12:32.680]  你知道所有事
[00:12:32.680 --> 00:12:34.680]  你管理所有事
[00:12:34.680 --> 00:12:36.680]  你掌控所有事
[00:12:36.680 --> 00:12:38.680]  求你在我們的難處當中
[00:12:38.680 --> 00:12:40.680]  與我們同在
[00:12:40.680 --> 00:12:42.680]  如果要向你求一件事
[00:12:42.680 --> 00:12:44.680]  就是求你與我同在
[00:12:44.680 --> 00:12:46.680]  上天祈禱
[00:12:46.680 --> 00:12:48.680]  與我們同在,奉耶穌基督命求
[00:12:48.680 --> 00:12:50.680]  阿們
