
[00:00:00.000 --> 00:00:05.640]  好!各位平安!平安啊各位!
[00:01:24.520 --> 00:01:26.000]  所以我是回到「出埃及的東西」
[00:01:26.000 --> 00:01:28.620]  但亦都「估唔到」,原來沒有人講過這一段的
[00:01:28.620 --> 00:01:29.580]  我看是
[00:01:29.580 --> 00:01:32.260]  「出埃及的東西」,但我不是只講「出埃及的東西」
[00:01:32.260 --> 00:01:34.440]  所以我會講「問數的東西」
[00:01:34.440 --> 00:01:37.600]  那稍後我們都會看這兩段的經文
[00:01:37.600 --> 00:01:43.100]  會看有些東西是,看一下有些什麼相關的東西
[00:01:43.100 --> 00:01:46.800]  接著,當然我想跟大家首先去
[00:01:46.800 --> 00:01:50.120]  在我們讀經文之前,我們才有一個祈禱
[00:01:50.120 --> 00:01:51.980]  我們一起祈禱
[00:01:51.980 --> 00:01:55.900]  親愛的天父,感謝你今天我們可以聚集在這個地方
[00:01:55.900 --> 00:01:59.320]  我們可以去敬拜,去讚美你
[00:01:59.320 --> 00:02:03.560]  而這個時候,我們亦都感恩可以有一個機會
[00:02:03.560 --> 00:02:05.600]  去思想你的話語
[00:02:05.600 --> 00:02:09.000]  幫助我們去明白你的心意
[00:02:09.000 --> 00:02:11.840]  幫助我們去更認識你
[00:02:11.840 --> 00:02:17.280]  使得我們在生命當中更懂得怎樣去跟從你,去信服你
[00:02:17.280 --> 00:02:20.640]  感謝你帶領我們以下思想神對話語的時間
[00:02:20.640 --> 00:02:29.260]  我們一起來讀,首先是看「出埃及的十七章」的一至七節
[00:02:29.260 --> 00:02:33.460]  我們一起讀,1,2,3,起
[00:02:33.460 --> 00:02:38.160]  以色列傳回眾都津耶和華的吩咐
[00:02:38.160 --> 00:02:42.400]  按著站口從順的曠野往前行
[00:02:42.400 --> 00:02:44.840]  再離非定安營
[00:02:44.840 --> 00:02:46.880]  百姓沒有水喝
[00:02:46.880 --> 00:02:51.940]  所以與摩西爭論,說給我們水喝吧
[00:02:51.940 --> 00:02:53.940]  摩西對他們說
[00:02:53.940 --> 00:02:56.420]  你們為甚麼與我爭鬧
[00:02:56.420 --> 00:02:59.060]  為甚麼試探耶和華呢
[00:02:59.060 --> 00:03:02.420]  百姓在那裏甚渴要喝水
[00:03:02.420 --> 00:03:05.120]  就向摩西發怨言
[00:03:05.120 --> 00:03:08.900]  你為甚麼將我們從埃及領出來
[00:03:08.900 --> 00:03:13.500]  使我們和我們的兒女並伸足都渴死呢
[00:03:13.500 --> 00:03:16.040]  摩西就呼求耶和華說
[00:03:16.040 --> 00:03:18.920]  我向這百姓怎樣行呢
[00:03:18.920 --> 00:03:22.420]  他們幾乎要把石頭打死我
[00:03:22.420 --> 00:03:24.720]  耶和華對摩西說
[00:03:24.720 --> 00:03:28.980]  你手裏拿著你先前擊打河水的將
[00:03:28.980 --> 00:03:31.560]  帶領以色列的幾個長老
[00:03:31.560 --> 00:03:34.220]  從百姓面前走過去
[00:03:34.220 --> 00:03:39.160]  我必在河裏的盤石裏站在你面前
[00:03:39.160 --> 00:03:41.000]  你要擊打盤石
[00:03:41.000 --> 00:03:43.960]  從盤石裏必有水流出來
[00:03:43.960 --> 00:03:46.000]  使百姓可以喝
[00:03:46.000 --> 00:03:50.240]  摩西就在以色列的長老眼前這樣行了
[00:03:50.240 --> 00:03:53.240]  他給那地方起名叫馬薩
[00:03:53.240 --> 00:03:55.000]  又叫美麗
[00:03:55.000 --> 00:03:57.240]  因以色列人爭鬧
[00:03:57.240 --> 00:03:59.980]  又因他們試探耶和華說
[00:03:59.980 --> 00:04:03.220]  耶和華是在我一晚
[00:04:03.220 --> 00:04:04.180]  好
[00:04:04.180 --> 00:04:05.960]  我們見到在這段經文
[00:04:05.960 --> 00:04:07.460]  我不知道大家熟不熟
[00:04:07.460 --> 00:04:08.600]  或者大家會不會回到教會
[00:04:08.600 --> 00:04:09.900]  有沒有聽過這段經文
[00:04:09.900 --> 00:04:11.300]  但我想我都想在這裏
[00:04:11.300 --> 00:04:12.820]  和大家概括一下
[00:04:12.820 --> 00:04:14.260]  在這裏發生甚麼事
[00:04:14.260 --> 00:04:17.700]  我覺得對我來說可以有一個時間線去看
[00:04:17.700 --> 00:04:20.440]  譬如一開始說的是武帥
[00:04:20.440 --> 00:04:22.440]  在一節裏就說
[00:04:22.440 --> 00:04:25.000]  因為他們本身這班以色列民
[00:04:25.000 --> 00:04:26.980]  其實在之前已經出埃及
[00:04:26.980 --> 00:04:29.680]  出埃及之後他們在曠野走了很久
[00:04:29.680 --> 00:04:32.020]  大家如果記得我們之前在這裏說過
[00:04:32.020 --> 00:04:33.720]  其實走了四十年
[00:04:33.720 --> 00:04:35.560]  當然這個是剛剛開始的時間
[00:04:35.560 --> 00:04:37.320]  但我們可以想的是他們不斷去搬
[00:04:37.320 --> 00:04:39.920]  所以他們不是在一個地方
[00:04:39.920 --> 00:04:41.360]  讓自己定居在一個地方
[00:04:41.360 --> 00:04:43.060]  但他們是到處紮營的
[00:04:43.060 --> 00:04:46.260]  而在這段經文17章裏
[00:04:46.260 --> 00:04:49.960]  就說他們在尼菲定這個地方去紮營
[00:04:49.960 --> 00:04:53.000]  然後很想不到的東西就是
[00:04:53.000 --> 00:04:56.200]  他們紮營是不知道為甚麼他們沒有水
[00:04:56.200 --> 00:04:57.280]  他們找了一個地方
[00:04:57.280 --> 00:04:58.380]  對我來說我覺得
[00:04:58.380 --> 00:04:59.540]  我們如果要紮營的話
[00:04:59.540 --> 00:05:02.580]  當然會看看這個地方有沒有所有的東西
[00:05:02.580 --> 00:05:05.740]  即是有沒有地方可以沒那麼曬
[00:05:05.740 --> 00:05:07.720]  或者有沒有地方可以很舒服
[00:05:07.720 --> 00:05:09.220]  然後看看旁邊有沒有水等等
[00:05:09.220 --> 00:05:10.880]  其實是應該會看的
[00:05:10.880 --> 00:05:12.460]  但不知道為甚麼
[00:05:12.460 --> 00:05:13.720]  又想不到突然間沒有水
[00:05:13.720 --> 00:05:16.320]  總之他們面對的就是這個問題
[00:05:16.320 --> 00:05:17.160]  沒有水之後
[00:05:17.160 --> 00:05:19.360]  下一個就是因為沒有水
[00:05:19.360 --> 00:05:21.860]  所以這班的以色列民就爭論
[00:05:21.860 --> 00:05:24.460]  這班的以色列民就發怨言
[00:05:24.460 --> 00:05:26.240]  向摩西發怨言就說
[00:05:26.240 --> 00:05:26.800]  現在沒有水了
[00:05:26.800 --> 00:05:28.000]  你是不是想弄得我們渴死
[00:05:28.000 --> 00:05:29.140]  是不是想我們死的現在
[00:05:29.140 --> 00:05:30.240]  但我們出來做甚麼
[00:05:30.240 --> 00:05:31.600]  這些東西不斷去罵他們
[00:05:31.600 --> 00:05:35.540]  當然當時作為頭兒的摩西
[00:05:35.540 --> 00:05:39.980]  作為被上帝呼召去帶領以色列民出來的摩西
[00:05:39.980 --> 00:05:41.980]  他又知不知道怎樣解決呢
[00:05:41.980 --> 00:05:43.220]  他當然也不知道
[00:05:43.220 --> 00:05:45.420]  因為他也是一起在那裡紮營的
[00:05:45.420 --> 00:05:48.460]  他也一起面對著同樣的狀況
[00:05:48.460 --> 00:05:51.400]  但他做了一件事就是他去呼求主
[00:05:51.400 --> 00:05:54.000]  他去呼求主 求主去幫助去帶領
[00:05:54.000 --> 00:05:55.440]  然後亦都在那個時候
[00:05:55.440 --> 00:05:58.340]  他亦都向主祈禱
[00:05:58.340 --> 00:06:01.300]  就說我向這八星怎樣行呢
[00:06:01.300 --> 00:06:02.880]  我要怎樣做呢
[00:06:02.880 --> 00:06:04.900]  感恩的是在這個狀況當中
[00:06:04.900 --> 00:06:05.800]  我們看到的
[00:06:05.800 --> 00:06:08.040]  剛才讀到的亦都是饒禍說話
[00:06:08.040 --> 00:06:09.820]  回應他 主回應他
[00:06:09.820 --> 00:06:11.820]  然後去給他答案
[00:06:11.820 --> 00:06:14.620]  所以最後簡單來說就是有水了
[00:06:14.620 --> 00:06:16.220]  沒有水
[00:06:16.220 --> 00:06:17.220]  然後爭吵
[00:06:17.220 --> 00:06:19.120]  然後摩西呼求主
[00:06:19.120 --> 00:06:20.960]  然後主回應他
[00:06:20.960 --> 00:06:23.700]  最後有水
[00:06:23.700 --> 00:06:26.960]  這個就是在出埃及記十七章
[00:06:26.960 --> 00:06:30.340]  一至七節所發生的事情
[00:06:30.340 --> 00:06:34.040]  因為今天我跟大家思想有兩段經文
[00:06:34.040 --> 00:06:35.700]  在文數記又怎樣呢
[00:06:35.700 --> 00:06:39.780]  有趣的是文數記也有點相似
[00:06:39.780 --> 00:06:42.140]  首先我們稍後會再讀
[00:06:42.140 --> 00:06:43.480]  大家可以對比一下
[00:06:43.480 --> 00:06:45.920]  或者大家之前讀過的話
[00:06:45.920 --> 00:06:47.080]  可能都對比過
[00:06:47.080 --> 00:06:51.260]  因為其實在文數記二十章二到十三節
[00:06:51.260 --> 00:06:53.260]  第二節開始都是沒有水
[00:06:53.260 --> 00:06:55.100]  接著第三到五節都是
[00:06:55.100 --> 00:06:57.100]  以色列百姓又在爭吵
[00:06:57.100 --> 00:06:59.860]  然後怎樣 摩西呼求主
[00:06:59.860 --> 00:07:01.260]  呼求主但是在文數記裡面
[00:07:01.260 --> 00:07:03.640]  是沒有怎樣記載他呼求主的內容的
[00:07:03.640 --> 00:07:06.900]  然後後面就是饒禍說話了
[00:07:06.900 --> 00:07:10.080]  然後說話了之後呢 有水
[00:07:10.080 --> 00:07:11.280]  很簡單 有水
[00:07:11.280 --> 00:07:13.780]  我們一起去看看這段經文
[00:07:13.780 --> 00:07:15.080]  我們一起再讀一段經文
[00:07:15.080 --> 00:07:18.420]  就是在文數記二十章的第二節開始
[00:07:18.420 --> 00:07:20.380]  到第十一節我們讀
[00:07:20.380 --> 00:07:21.420]  好 我們一起來讀
[00:07:21.420 --> 00:07:23.060]  一二三起
[00:07:23.060 --> 00:07:25.020]  會中沒有水喝
[00:07:25.020 --> 00:07:28.160]  就聚集攻擊摩西阿倫
[00:07:28.160 --> 00:07:30.860]  百姓向摩西爭吵說
[00:07:30.860 --> 00:07:34.640]  我們的弟兄曾死在耶和華面前
[00:07:34.640 --> 00:07:37.600]  我們恨不得與他們同死
[00:07:37.600 --> 00:07:40.440]  你們為何把耶和華的會眾
[00:07:40.440 --> 00:07:41.980]  領導者抗野
[00:07:41.980 --> 00:07:45.720]  使我們和真卒都死在這裡呢
[00:07:45.720 --> 00:07:48.540]  你們為何逼著我們出埃及
[00:07:48.540 --> 00:07:51.160]  領我們到這壞地方呢
[00:07:51.160 --> 00:07:53.080]  這地方不可殺種
[00:07:53.080 --> 00:07:54.880]  也沒有無花果樹
[00:07:54.880 --> 00:07:56.820]  葡萄樹 石榴樹
[00:07:56.820 --> 00:07:58.560]  也沒有水喝
[00:07:58.560 --> 00:08:01.060]  摩西阿倫離開會眾
[00:08:01.060 --> 00:08:02.620]  到會幕門口
[00:08:02.620 --> 00:08:05.400]  虎伏在地 耶和華的榮光
[00:08:05.400 --> 00:08:08.840]  向他們顯現
[00:08:08.840 --> 00:08:11.480]  耶和華曉遇摩西說
[00:08:11.480 --> 00:08:13.280]  你拿著將去
[00:08:13.280 --> 00:08:16.780]  和你的哥哥阿倫招聚會眾
[00:08:16.780 --> 00:08:20.180]  由他們眼前吩咐盆石發出水來
[00:08:20.180 --> 00:08:22.580]  水就從盆石流出
[00:08:22.580 --> 00:08:25.520]  給會眾和他們的新速喝
[00:08:25.520 --> 00:08:28.560]  於是摩西照耶和華所吩咐的
[00:08:28.560 --> 00:08:31.560]  從耶和華面前取了將去
[00:08:31.560 --> 00:08:35.700]  摩西阿倫就招聚會眾到盆石前
[00:08:35.700 --> 00:08:36.700]  摩西說
[00:08:36.700 --> 00:08:39.800]  你們這些背叛的人聽我說
[00:08:39.800 --> 00:08:44.140]  或我為你們使水從這盆石中流出來嗎
[00:08:44.140 --> 00:08:45.580]  摩西舉手
[00:08:45.580 --> 00:08:48.080]  用將擊打盆石兩下
[00:08:48.080 --> 00:08:50.580]  就有許多水流出來
[00:08:50.580 --> 00:08:53.640]  會眾和他們的新速都喝了
[00:08:53.640 --> 00:08:57.180]  OK 回到剛才那一套
[00:08:57.180 --> 00:09:01.460]  這個相信大家都見到相似的
[00:09:01.460 --> 00:09:03.120]  沒有水
[00:09:03.120 --> 00:09:04.100]  震撓
[00:09:04.100 --> 00:09:06.220]  然後呼求主
[00:09:06.220 --> 00:09:08.700]  然後主說
[00:09:08.700 --> 00:09:10.000]  有水
[00:09:10.000 --> 00:09:11.460]  搞定
[00:09:11.460 --> 00:09:13.860]  完事
[00:09:13.860 --> 00:09:15.800]  大家可以見到一個很相似的地方
[00:09:15.800 --> 00:09:16.880]  就是有問題開始
[00:09:16.880 --> 00:09:18.100]  最後得著解決
[00:09:18.100 --> 00:09:20.780]  大家本身可能覺得很掙扎
[00:09:20.780 --> 00:09:21.540]  很大的困難
[00:09:21.540 --> 00:09:24.340]  然後最後得著祝福
[00:09:24.340 --> 00:09:25.140]  得救
[00:09:25.140 --> 00:09:26.920]  得平安
[00:09:26.920 --> 00:09:28.480]  相似
[00:09:28.480 --> 00:09:33.820]  但是在這段文數的經文不是記載之前發生了的事
[00:09:33.820 --> 00:09:35.220]  是一個不同的事
[00:09:35.220 --> 00:09:36.820]  因為如果我們看回
[00:09:36.820 --> 00:09:39.800]  首先裡面的內容已經有點不同了
[00:09:39.800 --> 00:09:40.760]  還有
[00:09:40.760 --> 00:09:43.060]  人們都已經有點不同了
[00:09:43.060 --> 00:09:44.600]  還有地方都已經不同了
[00:09:44.600 --> 00:09:45.360]  一個在尼菲定
[00:09:45.360 --> 00:09:48.500]  一個在加底斯
[00:09:48.500 --> 00:09:49.600]  還有一樣東西不同
[00:09:49.600 --> 00:09:52.100]  是因為這裡不止停在第十一節
[00:09:52.100 --> 00:09:54.380]  剛才我和大家去讀第十一節
[00:09:54.380 --> 00:09:57.480]  但其實我今天想和大家分享的經文是去到第十三節
[00:09:57.480 --> 00:09:58.740]  那發生了什麼呢
[00:09:58.740 --> 00:10:01.120]  我給大家看看是十二節、十三節
[00:10:01.120 --> 00:10:02.720]  我想和大家讀
[00:10:02.720 --> 00:10:04.460]  就是我自己讀給大家聽
[00:10:04.460 --> 00:10:05.320]  第十二節
[00:10:05.320 --> 00:10:06.960]  耶和華對摩西亞倫說
[00:10:06.960 --> 00:10:09.960]  因為你們不信我不在意色列人眼前
[00:10:09.960 --> 00:10:11.000]  尊我為聖
[00:10:11.000 --> 00:10:21.000]  所以你們必不得領者會重進我所刺及他們的地去
[00:10:21.000 --> 00:10:22.500]  想清楚
[00:10:22.500 --> 00:10:23.680]  看清楚
[00:10:23.680 --> 00:10:25.000]  留意一下
[00:10:25.000 --> 00:10:26.040]  主說什麼
[00:10:26.040 --> 00:10:28.840]  因為你們不信我不在意色列人眼前
[00:10:28.840 --> 00:10:29.540]  尊我為聖
[00:10:29.540 --> 00:10:38.060]  所以你們必不得領者會重進我所刺及他們的地去
[00:10:38.060 --> 00:10:40.620]  相似的事情
[00:10:40.620 --> 00:10:41.960]  有問題
[00:10:41.960 --> 00:10:43.960]  呼求住在中間
[00:10:43.960 --> 00:10:45.420]  有答案
[00:10:45.420 --> 00:10:47.560]  最後大家都有水
[00:10:47.560 --> 00:10:51.440]  但是在《文數記》這個記載的後面
[00:10:51.440 --> 00:10:53.260]  我們卻看到有一個
[00:10:53.260 --> 00:10:57.800]  很…很不知道怎麼說的一個回應
[00:10:57.800 --> 00:10:59.640]  上帝的回應
[00:10:59.640 --> 00:11:02.640]  相信我們大家都會覺得
[00:11:02.640 --> 00:11:05.340]  為什麼突然間這麼惡呢
[00:11:05.340 --> 00:11:07.540]  為什麼突然間會這麼慘
[00:11:07.540 --> 00:11:09.180]  做錯了什麼
[00:11:09.180 --> 00:11:12.480]  為什麼突然間要懲罰到一個地步
[00:11:12.480 --> 00:11:15.960]  是摩西和亞倫在這裡
[00:11:15.960 --> 00:11:21.360]  他們不能進入迦蘭地
[00:11:21.360 --> 00:11:23.260]  這就是我今天想跟大家思想的事情
[00:11:23.260 --> 00:11:27.060]  因為這就是一個想不到會發生的事情
[00:11:27.060 --> 00:11:28.860]  你以為整個問題解決
[00:11:28.860 --> 00:11:29.600]  大家都有水
[00:11:29.600 --> 00:11:31.500]  就解決了
[00:11:31.500 --> 00:11:34.380]  誰知原來好像搞定了
[00:11:34.380 --> 00:11:39.740]  然而中間是存在問題
[00:11:39.740 --> 00:11:43.380]  那麼這個問題出現在哪裡
[00:11:43.380 --> 00:11:45.180]  這個問題究竟是什麼問題
[00:11:45.180 --> 00:11:46.280]  是一個我們想不到的問題
[00:11:46.280 --> 00:11:48.220]  究竟是怎樣要去面對呢
[00:11:48.220 --> 00:11:49.580]  當然我們首先要知道
[00:11:49.580 --> 00:11:52.460]  究竟是哪一個階段出了問題
[00:11:52.460 --> 00:11:57.160]  如果回到剛才那一堆的時間線
[00:11:57.160 --> 00:11:58.960]  我相信大家都記得
[00:11:58.960 --> 00:12:01.000]  剛才十二節其實是主就說
[00:12:01.000 --> 00:12:02.700]  摩西和亞倫出問題
[00:12:02.700 --> 00:12:05.600]  所以前面說沒有水的都是百姓說的
[00:12:05.600 --> 00:12:06.500]  百姓說的
[00:12:06.500 --> 00:12:08.140]  在中間也是百姓去爭論
[00:12:08.140 --> 00:12:10.100]  所以基本上與摩西和亞倫無關
[00:12:10.100 --> 00:12:13.540]  中間的確是摩西去呼求主的
[00:12:13.540 --> 00:12:15.340]  但是在《文素記》的那個記載
[00:12:15.340 --> 00:12:16.720]  記得是沒有內容的
[00:12:16.720 --> 00:12:18.980]  所以應該都沒有什麼問題
[00:12:18.980 --> 00:12:20.480]  所以在哪個階段會出問題呢
[00:12:20.480 --> 00:12:22.180]  很大機會就是由夜禍話說話
[00:12:22.180 --> 00:12:23.560]  去到沒有水
[00:12:23.560 --> 00:12:27.060]  抱歉 有水的那個階段中間
[00:12:27.060 --> 00:12:28.060]  似乎出了問題
[00:12:28.060 --> 00:12:29.800]  而今天我想跟大家就是去比較
[00:12:29.800 --> 00:12:31.200]  或者去對比一下
[00:12:31.200 --> 00:12:34.440]  究竟在《出埃及》那裡發生了什麼
[00:12:34.440 --> 00:12:35.560]  就是《出埃及記》那裡發生了什麼
[00:12:35.560 --> 00:12:38.100]  然後再看回《文素記》發生了什麼
[00:12:38.100 --> 00:12:39.500]  從而去看看
[00:12:39.500 --> 00:12:41.880]  為什麼會發生了這個估不到的情況
[00:12:41.880 --> 00:12:44.680]  那麼我們又怎樣去面對
[00:12:44.680 --> 00:12:46.280]  怎樣去看呢
[00:12:46.280 --> 00:12:47.940]  那麼我們首先來看
[00:12:47.940 --> 00:12:49.920]  因為我們會看的就是由夜禍話說話
[00:12:49.920 --> 00:12:51.120]  去到有水的這個階段
[00:12:51.120 --> 00:12:51.920]  所以我們看
[00:12:51.920 --> 00:12:52.880]  如果出埃及記
[00:12:52.880 --> 00:12:55.020]  十七章的話就是五到六節
[00:12:55.020 --> 00:12:56.280]  那麼所以我們會看
[00:12:56.280 --> 00:12:57.220]  這個五到六節
[00:12:57.220 --> 00:12:57.960]  在那邊就說
[00:12:57.960 --> 00:12:58.960]  夜禍對摩西說
[00:12:58.960 --> 00:13:00.020]  你手裡拿著
[00:13:00.020 --> 00:13:02.060]  你先前擊打河水的將
[00:13:02.060 --> 00:13:03.560]  帶領以色列的幾個長老
[00:13:03.560 --> 00:13:05.360]  從百姓面前走過去
[00:13:05.360 --> 00:13:07.600]  我必在河裡的盤石那裡
[00:13:07.600 --> 00:13:09.200]  站在你面前
[00:13:09.200 --> 00:13:10.800]  而你要擊打盤石
[00:13:10.800 --> 00:13:13.040]  從盤石裡必有水流出來
[00:13:13.040 --> 00:13:15.240]  使百姓可以渴
[00:13:15.240 --> 00:13:18.280]  OK 當我們看到主所說的就是這麼多
[00:13:18.280 --> 00:13:19.180]  這個是主的命令
[00:13:19.180 --> 00:13:20.040]  當然
[00:13:20.040 --> 00:13:21.180]  剛才我們也知道
[00:13:21.180 --> 00:13:23.680]  他錯的不是在上帝
[00:13:23.680 --> 00:13:25.080]  是摩西和亞倫的問題
[00:13:25.080 --> 00:13:27.120]  所以我們首先要留意的就是
[00:13:27.120 --> 00:13:28.360]  這個命令究竟
[00:13:28.360 --> 00:13:30.460]  給了什麼命令給摩西呢
[00:13:30.460 --> 00:13:31.120]  他叫
[00:13:31.120 --> 00:13:33.720]  上帝叫了摩西去做些什麼呢
[00:13:33.720 --> 00:13:34.860]  那麼我覺得可以看回
[00:13:34.860 --> 00:13:37.320]  就是他所用的一些動詞
[00:13:37.320 --> 00:13:38.600]  拿著
[00:13:38.600 --> 00:13:39.800]  帶領
[00:13:39.800 --> 00:13:41.060]  走過去
[00:13:41.060 --> 00:13:42.660]  擊打
[00:13:42.660 --> 00:13:44.240]  而這四個動詞就成為了
[00:13:44.240 --> 00:13:45.740]  那個吩咐
[00:13:45.740 --> 00:13:47.900]  上帝的吩咐叫摩西去做
[00:13:47.900 --> 00:13:50.380]  而結果在第六節很清楚說得到
[00:13:50.380 --> 00:13:52.140]  第六節的最後就說
[00:13:52.140 --> 00:13:56.440]  摩西就在以色列的長老眼前這樣行了
[00:13:56.440 --> 00:13:58.020]  簡單來說
[00:13:58.020 --> 00:13:59.520]  說了些什麼
[00:13:59.520 --> 00:14:00.920]  他就在一班人面前
[00:14:00.920 --> 00:14:02.720]  做了同樣的事情
[00:14:02.720 --> 00:14:03.520]  而第七節
[00:14:03.520 --> 00:14:04.720]  剛才我們讀到第七節
[00:14:04.720 --> 00:14:05.720]  第七節就是在說
[00:14:05.720 --> 00:14:07.520]  起名就是在說發生什麼事情
[00:14:07.520 --> 00:14:08.520]  所以基本上我們可以看
[00:14:08.520 --> 00:14:10.400]  這個結果是OK的
[00:14:10.400 --> 00:14:11.400]  也沒有什麼問題
[00:14:11.400 --> 00:14:15.400]  通常沒有意見就是好事
[00:14:15.400 --> 00:14:16.340]  那麼在第七節
[00:14:16.340 --> 00:14:19.000]  出埃及發生的事情就是這樣
[00:14:19.000 --> 00:14:20.800]  一堆的指令
[00:14:20.800 --> 00:14:22.500]  摩西照著走
[00:14:22.500 --> 00:14:24.000]  沒事
[00:14:24.000 --> 00:14:26.080]  那麼《文數記》又是怎樣呢
[00:14:26.080 --> 00:14:27.880]  《文數記》如果我們剛才記得
[00:14:27.880 --> 00:14:29.520]  有一些經文的話
[00:14:29.520 --> 00:14:31.040]  其實是由《文數記》二十章
[00:14:31.040 --> 00:14:32.080]  第八節開始
[00:14:32.080 --> 00:14:33.180]  第七節開始
[00:14:33.180 --> 00:14:34.920]  就說耶和華曉願摩西說
[00:14:34.920 --> 00:14:36.720]  接著然後第八節就開始說了
[00:14:36.720 --> 00:14:38.220]  你拿著將去
[00:14:38.220 --> 00:14:41.360]  你的哥哥阿倫招聚會眾
[00:14:41.360 --> 00:14:42.560]  在他們眼前
[00:14:42.560 --> 00:14:44.620]  吩咐盆石發出水來
[00:14:44.620 --> 00:14:46.560]  水就從盆石流出
[00:14:46.560 --> 00:14:49.740]  給會眾和他們的生畜渴
[00:14:49.740 --> 00:14:50.940]  所以如果我看回
[00:14:50.940 --> 00:14:52.700]  命令裡面的動詞
[00:14:52.700 --> 00:14:54.240]  如果可以看回
[00:14:54.240 --> 00:14:55.200]  叫他做的事情
[00:14:55.200 --> 00:14:56.180]  三樣東西
[00:14:56.180 --> 00:14:57.680]  就是拿著
[00:14:57.680 --> 00:14:58.600]  招聚
[00:14:58.600 --> 00:15:00.880]  吩咐
[00:15:00.880 --> 00:15:02.040]  拿著
[00:15:02.040 --> 00:15:03.020]  將
[00:15:03.020 --> 00:15:04.180]  接著招聚
[00:15:04.180 --> 00:15:05.220]  以及吩咐
[00:15:05.220 --> 00:15:06.020]  希望大家記得
[00:15:06.020 --> 00:15:06.880]  三樣東西
[00:15:06.880 --> 00:15:08.280]  拿著招聚吩咐
[00:15:08.280 --> 00:15:08.820]  我說了三次
[00:15:08.820 --> 00:15:10.520]  希望大家記得
[00:15:10.520 --> 00:15:11.460]  問題是
[00:15:11.460 --> 00:15:13.920]  他做得怎樣呢
[00:15:13.920 --> 00:15:16.560]  他做得怎樣呢
[00:15:16.560 --> 00:15:17.800]  第九節
[00:15:17.800 --> 00:15:20.660]  於是摩西照耶和華所吩咐的
[00:15:20.660 --> 00:15:24.400]  從耶和華面前取了將
[00:15:24.400 --> 00:15:25.400]  取了將去
[00:15:25.400 --> 00:15:27.300]  在這個取字和之前的拿著
[00:15:27.300 --> 00:15:29.240]  是原文當中是同一個字
[00:15:29.240 --> 00:15:31.380]  簡單來說都是「拿」
[00:15:31.380 --> 00:15:32.740]  他是做了
[00:15:32.740 --> 00:15:34.440]  的確在這裡也寫著
[00:15:34.440 --> 00:15:39.720]  摩西是照耶和華所吩咐的去做
[00:15:39.720 --> 00:15:41.480]  但是剛才我們知道的命令
[00:15:41.480 --> 00:15:42.520]  不只是拿
[00:15:42.520 --> 00:15:44.180]  不只是拿那個將
[00:15:44.180 --> 00:15:45.860]  還有兩個是什麼
[00:15:45.860 --> 00:15:47.520]  是這個招聚
[00:15:47.520 --> 00:15:48.860]  以及吩咐
[00:15:48.860 --> 00:15:49.660]  簡單來說招聚
[00:15:49.660 --> 00:15:51.660]  以及吩咐一些事情
[00:15:51.660 --> 00:15:53.700]  那麼在那裡又怎樣呢
[00:15:53.700 --> 00:15:54.460]  第十節的話
[00:15:54.460 --> 00:15:55.160]  如果我們看的話
[00:15:55.160 --> 00:15:56.460]  在摩西和亞倫
[00:15:56.460 --> 00:15:58.700]  就招聚會中到盤石前
[00:15:58.700 --> 00:16:00.360]  摩西就說了
[00:16:00.360 --> 00:16:02.940]  你們這些人不聽我的話
