
[00:00:00.000 --> 00:00:05.440]  首先很感謝Lee和Cindy幫我們選擇這麼好的歌
[00:02:19.040 --> 00:02:20.680]  可以做很多的事
[00:02:20.680 --> 00:02:24.480]  是那些信心軟弱的人不夠膽做
[00:02:24.480 --> 00:02:27.920]  但經文說若果你的信心是堅固
[00:02:27.920 --> 00:02:30.160]  若果你的信心是堅強的話
[00:02:30.160 --> 00:02:36.960]  你應該整理自己來遷就那些信心軟弱的人
[00:02:36.960 --> 00:02:38.760]  不要爲了自己的喜悅
[00:02:38.760 --> 00:02:41.520]  你要求別人的喜悅
[00:02:41.520 --> 00:02:44.120]  你說如何求別人的喜悅
[00:02:44.120 --> 00:02:47.640]  我們是要有愛弟兄姊妹的心
[00:02:47.640 --> 00:02:51.560]  我們是要知道對方有軟弱
[00:02:51.560 --> 00:02:53.920]  不要說我恨我疏
[00:02:53.920 --> 00:02:56.440]  我喜歡怎樣做就怎樣做
[00:02:56.440 --> 00:02:59.800]  不要說不理會他人的事
[00:02:59.800 --> 00:03:03.320]  在菲勒比書的二章四節保羅說
[00:03:03.320 --> 00:03:05.960]  各人不要單顧自己的事
[00:03:05.960 --> 00:03:08.200]  也要顧別人的事
[00:03:08.200 --> 00:03:13.480]  就是這樣的道理
[00:03:13.480 --> 00:03:16.920]  如何能夠彼此的擔待
[00:03:16.920 --> 00:03:18.960]  當我們有意見不同的時候
[00:03:18.960 --> 00:03:24.520]  我們就要彼此的接受彼此的擔待
[00:03:24.520 --> 00:03:28.800]  擔待這個字是非常強的一個字
[00:03:28.800 --> 00:03:32.960]  這個字的意思就是不要去虧欠別人
[00:03:32.960 --> 00:03:35.000]  我要說的是
[00:03:35.000 --> 00:03:38.200]  羅馬書的十四十五章是有關
[00:03:38.200 --> 00:03:40.440]  和真理無關的事
[00:03:40.440 --> 00:03:42.280]  在真理無關的事
[00:03:42.280 --> 00:03:45.560]  我們應該是彼此擔待彼此的接受
[00:03:45.560 --> 00:03:47.600]  不要傷了和氣
[00:03:47.600 --> 00:03:50.400]  不要大家又吵架
[00:03:50.400 --> 00:03:52.800]  擔待這個字
[00:03:52.800 --> 00:03:56.560]  我們看到羅馬書的一章十四節
[00:03:56.560 --> 00:03:58.880]  讓我們看到是什麼意思
[00:03:58.880 --> 00:03:59.840]  保羅說
[00:03:59.840 --> 00:04:02.720]  無論是希利利人、花愛人
[00:04:02.720 --> 00:04:05.080]  聰明人、愚蠢人我
[00:04:05.080 --> 00:04:07.680]  都欠他們的債
[00:04:07.680 --> 00:04:10.080]  這個欠他們的債
[00:04:10.080 --> 00:04:13.120]  就好像要擔待他們一樣
[00:04:13.120 --> 00:04:15.160]  保羅說無論是什麼人
[00:04:15.160 --> 00:04:19.160]  我都欠了債要和他們傳福音
[00:04:19.160 --> 00:04:23.320]  擔待這個字在《新約》出現了二十五次
[00:04:23.320 --> 00:04:26.040]  不是說容忍的意思
[00:04:26.040 --> 00:04:28.840]  不是說我明明不喜歡你
[00:04:28.840 --> 00:04:30.720]  不喜歡你做的事
[00:04:30.720 --> 00:04:34.080]  但我就容忍你因爲聖經說要彼此擔待
[00:04:34.080 --> 00:04:35.760]  我就死忍白忍
[00:04:35.760 --> 00:04:37.360]  白忍成今
[00:04:37.360 --> 00:04:39.000]  不是這個意思
[00:04:39.000 --> 00:04:40.040]  這裏是說
[00:04:40.040 --> 00:04:42.720]  你看到你的弟兄姊妹在掙扎
[00:04:42.720 --> 00:04:45.920]  好像他們身上有很重的重擔的時候
[00:04:45.920 --> 00:04:49.760]  你是願意和他們一起負起他們的重擔
[00:04:49.760 --> 00:04:51.960]  來承擔他們的壓
[00:04:51.960 --> 00:04:54.640]  這個是擔待的意思
[00:04:54.640 --> 00:04:58.120]  在《加拉太書》的六章二節
[00:04:58.120 --> 00:05:02.760]  保羅說你們各人的重擔要互相擔當
[00:05:02.760 --> 00:05:07.720]  我們要彼此擔當對方的重擔
[00:05:07.720 --> 00:05:11.080]  當我們看到有個弟兄或者姊妹
[00:05:11.080 --> 00:05:13.720]  在掙扎有很重的擔當時
[00:05:13.720 --> 00:05:16.680]  我們就要願意爲他付出
[00:05:16.680 --> 00:05:19.600]  願意和他一起來承擔
[00:05:19.600 --> 00:05:22.440]  在Oceanside, California
[00:05:22.440 --> 00:05:26.480]  有一間小學叫Lake Elementary School
[00:05:26.480 --> 00:05:30.600]  這間小學有個五年級的學生
[00:05:30.600 --> 00:05:34.280]  很不幸患了癌症
[00:05:34.280 --> 00:05:36.840]  患了癌症他要電療
[00:05:36.840 --> 00:05:38.280]  電療的時候
[00:05:38.280 --> 00:05:41.960]  他就使得他的頭髮全部脫落
[00:05:41.960 --> 00:05:43.760]  所以他很困擾
[00:05:43.760 --> 00:05:47.200]  他說日後我回到班房
[00:05:47.200 --> 00:05:49.600]  同學會不會笑我呢
[00:05:49.600 --> 00:05:51.800]  他開始覺得自卑
[00:05:51.800 --> 00:05:54.760]  他同班的同學都知道了這件事
[00:05:54.760 --> 00:05:57.320]  所以就發起了一個運動
[00:05:57.320 --> 00:06:00.720]  他說我們一起來剃光我們的頭
[00:06:00.720 --> 00:06:03.280]  當然是得到父母的同意
[00:06:03.280 --> 00:06:05.600]  他們全部剃光了頭
[00:06:05.600 --> 00:06:08.160]  連班主任都被感動
[00:06:08.160 --> 00:06:10.960]  班主任自己都剃光了頭
[00:06:10.960 --> 00:06:13.920]  直到這個同學回到班房
[00:06:13.920 --> 00:06:15.920]  他完全沒有覺得自卑
[00:06:15.920 --> 00:06:19.080]  完全沒有覺得和其他弟兄不同
[00:06:19.080 --> 00:06:22.560]  因爲每個弟兄都和他一樣光頭
[00:06:22.560 --> 00:06:24.760]  甚至沒有人能夠知道
[00:06:24.760 --> 00:06:28.800]  誰是患了癌症的小朋友
[00:06:28.800 --> 00:06:32.440]  這就是如何彼此擔待
[00:06:32.440 --> 00:06:35.960]  承擔別人的重擔
[00:06:35.960 --> 00:06:39.920]  在《哥倫多前書》的九章二十二節
[00:06:39.920 --> 00:06:41.000]  保羅說
[00:06:41.000 --> 00:06:43.960]  向軟弱的人我就作軟弱的人
[00:06:43.960 --> 00:06:46.240]  爲要得軟弱的人
[00:06:46.240 --> 00:06:50.600]  向什麼樣的人我就作什麼樣的人
[00:06:50.600 --> 00:06:54.200]  無論如何總要救些人
[00:06:54.200 --> 00:06:57.160]  保羅說我對着什麼樣的人
[00:06:57.160 --> 00:07:01.000]  我就變成什麼樣的人來和他們傳福音
[00:07:01.000 --> 00:07:02.760]  以至我可以救些人
[00:07:02.760 --> 00:07:04.880]  我可以將福音傳給他們
[00:07:04.880 --> 00:07:07.280]  能夠使他們得救
[00:07:07.280 --> 00:07:09.960]  這裏雖然是講傳福音
[00:07:09.960 --> 00:07:12.880]  但是和我們所講的很相似
[00:07:12.880 --> 00:07:14.480]  因爲保羅說
[00:07:14.480 --> 00:07:16.960]  我雖然有自由可以做很多事
[00:07:16.960 --> 00:07:19.400]  沒有人能夠客管我
[00:07:19.400 --> 00:07:22.480]  但我甘願作衆人的僕人
[00:07:22.480 --> 00:07:24.440]  爲要多得人
[00:07:24.440 --> 00:07:28.760]  《哥倫多前書》的九章十九節
[00:07:28.760 --> 00:07:30.200]  保羅說
[00:07:30.200 --> 00:07:33.440]  如果你是猶太人
[00:07:33.440 --> 00:07:36.040]  你在律法之下你認爲自己
[00:07:36.040 --> 00:07:42.480]  我可以用我猶太人的背景來和你傳福音
[00:07:42.480 --> 00:07:44.520]  但如果你是外邦人
[00:07:44.520 --> 00:07:46.640]  你不在神的律法之下
[00:07:46.640 --> 00:07:50.960]  我也可以用我的自由來和你傳福音
[00:07:50.960 --> 00:07:53.600]  這裏我再要講一次
[00:07:53.600 --> 00:07:56.360]  福音是和真理有關的事
[00:07:56.360 --> 00:07:58.040]  保羅不是說
[00:07:58.040 --> 00:08:02.000]  你是什麼樣的人我就和你傳什麼樣的福音
[00:08:02.000 --> 00:08:04.160]  他只是說你是什麼樣的人
[00:08:04.160 --> 00:08:07.800]  我就用什麼樣的身份來和你傳福音
[00:08:07.800 --> 00:08:12.760]  在真理上傳福音我們是絕對不會妥協
[00:08:12.760 --> 00:08:17.520]  保羅讓我們看得很清楚他不是討人的喜悅
[00:08:17.520 --> 00:08:19.800]  在《加拉太書》的一章十節
[00:08:19.800 --> 00:08:22.880]  他說我現在是要得人的心呢
[00:08:22.880 --> 00:08:25.080]  還是要得神的心呢
[00:08:25.080 --> 00:08:27.960]  我豈是討人的喜悅嗎
[00:08:27.960 --> 00:08:30.320]  若營救討人的喜悅
[00:08:30.320 --> 00:08:35.080]  我就不是基督的僕人了
[00:08:35.080 --> 00:08:37.600]  保羅說我不是要討人的喜悅
[00:08:37.600 --> 00:08:41.120]  我傳福音是要討神的喜悅
[00:08:41.120 --> 00:08:44.080]  不是說你喜歡聽什麼我就說什麼給你聽
[00:08:44.080 --> 00:08:49.400]  福音的信息是絕對不會妥協的
[00:08:49.400 --> 00:08:52.240]  我以前來CCAC之前
[00:08:52.240 --> 00:08:56.400]  我第一間侍奉的教會是一間西人教會
[00:08:56.400 --> 00:09:00.600]  主任牧師跟我們說會請另外一個牧師來
[00:09:00.600 --> 00:09:02.960]  教我們如何傳福音
[00:09:02.960 --> 00:09:06.960]  如何做外展做得更好
[00:09:06.960 --> 00:09:08.520]  這個牧師來教我們
[00:09:08.520 --> 00:09:14.880]  他說我自己的教會在屋頂上大致有個招牌
[00:09:14.880 --> 00:09:17.240]  西人喜歡聽什麼話語
[00:09:17.240 --> 00:09:19.440]  我就寫什麼話語上去
[00:09:19.440 --> 00:09:22.680]  甚至有些污言穢語在那裏
[00:09:22.680 --> 00:09:25.960]  他說我就是以人家喜歡聽什麼
[00:09:25.960 --> 00:09:29.040]  我就用這個辦法來給他傳福音
[00:09:29.040 --> 00:09:32.080]  我相信這個不是保羅所說
[00:09:32.080 --> 00:09:36.960]  保羅不是說什麼人就給你傳什麼福音
[00:09:36.960 --> 00:09:39.760]  保羅說我要得神的心
[00:09:39.760 --> 00:09:43.880]  我不是要得人的心
[00:09:43.880 --> 00:09:46.200]  我今天跟大家講六點
[00:09:46.200 --> 00:09:48.280]  第一點已經講了
[00:09:48.280 --> 00:09:52.280]  與真理無關的事我們要爲人設想
[00:09:52.280 --> 00:09:54.680]  我們也要輕看自己
[00:09:54.680 --> 00:09:56.240]  這是第二點
[00:09:56.240 --> 00:10:00.080]  在菲律賓書的二章十九至二十一節
[00:10:00.080 --> 00:10:04.800]  保羅說打發提摩泰去菲律賓教會
[00:10:04.800 --> 00:10:11.840]  當提摩泰將菲律賓教會的消息帶回給保羅
[00:10:11.840 --> 00:10:14.240]  能使他得到安慰
[00:10:14.240 --> 00:10:18.960]  但也將保羅的消息帶給菲律賓教會
[00:10:18.960 --> 00:10:20.840]  保羅怎麼說
[00:10:20.840 --> 00:10:26.400]  他說除了提摩泰沒有人與我同工
[00:10:26.400 --> 00:10:28.560]  別人都求自己的事
[00:10:28.560 --> 00:10:31.480]  並不求耶穌基督的事
[00:10:31.480 --> 00:10:34.280]  是一件很令人傷心的事
[00:10:34.280 --> 00:10:36.960]  在保羅身邊只有提摩泰
[00:10:36.960 --> 00:10:39.920]  其他人都是爲了自己的事
[00:10:39.920 --> 00:10:42.080]  尋求自己的喜悅
[00:10:42.080 --> 00:10:46.360]  不尋求神的喜悅
[00:10:46.360 --> 00:10:48.680]  其實我們真的有很多的自由
[00:10:48.680 --> 00:10:51.080]  來做很多的事
[00:10:51.080 --> 00:10:52.400]  但我們要小心
[00:10:52.400 --> 00:10:54.640]  不要求自己的喜悅
[00:10:54.640 --> 00:10:57.720]  不要只是爲了自己的權利
[00:10:57.720 --> 00:10:59.800]  不要爲了自己的喜樂
[00:10:59.800 --> 00:11:02.560]  我們要爲人的喜樂
[00:11:02.560 --> 00:11:06.120]  我們見到上一次我們跟弟兄姊妹說了
[00:11:06.120 --> 00:11:08.280]  就是說我們要小心
[00:11:08.280 --> 00:11:10.560]  不要因爲自己的自由
[00:11:10.560 --> 00:11:13.120]  令弟兄姊妹跌倒
[00:11:13.120 --> 00:11:14.480]  這裏也是一樣
[00:11:14.480 --> 00:11:19.120]  保羅說我們要是爲了輪舍的喜樂
[00:11:19.120 --> 00:11:21.160]  不要爲自己的喜樂
[00:11:21.160 --> 00:11:22.760]  當見到有人掙扎
[00:11:22.760 --> 00:11:24.840]  有重擔在他的身上
[00:11:24.840 --> 00:11:26.280]  我們應該走來
[00:11:26.280 --> 00:11:29.240]  和他一起來負起這個擔
[00:11:29.240 --> 00:11:32.360]  以至能夠建立他
[00:11:32.360 --> 00:11:36.520]  以至能夠使他信心更加的堅強
[00:11:36.520 --> 00:11:38.880]  這個就是保羅所說
[00:11:38.880 --> 00:11:42.040]  使他得益處,建立得恆
[00:11:42.040 --> 00:11:46.960]  這個是我們所應該要做
[00:11:46.960 --> 00:11:51.720]  在《哥倫多前書》的十章二十三至二十四節
[00:11:51.720 --> 00:11:52.560]  保羅說
[00:11:52.560 --> 00:11:56.400]  凡事都可行,但不都有益處
[00:11:56.400 --> 00:12:00.160]  凡事都可行,但不都造就人
[00:12:00.160 --> 00:12:03.440]  無論何人不要求自己的益處
[00:12:03.440 --> 00:12:05.960]  乃要求別人的益處
[00:12:05.960 --> 00:12:08.960]  我們都要爲別人來設想
[00:12:08.960 --> 00:12:11.160]  輕看自己
[00:12:11.160 --> 00:12:13.920]  我們是要求別人的益處
[00:12:13.920 --> 00:12:15.120]  有一個人
[00:12:15.120 --> 00:12:17.840]  他去到Calcutta這個地方
[00:12:17.840 --> 00:12:22.480]  他希望能夠更加認識德蘭修女
[00:12:22.480 --> 00:12:25.200]  有很多人跟他說德蘭修女
[00:12:25.200 --> 00:12:27.000]  哎呀,很聖潔的
[00:12:27.000 --> 00:12:29.720]  走路兩隻腳不碰地
[00:12:29.720 --> 00:12:30.960]  也有人跟他說
[00:12:30.960 --> 00:12:33.960]  哎呀,德蘭修女的身體發光
[00:12:33.960 --> 00:12:34.720]  又有人說
[00:12:34.720 --> 00:12:37.840]  哎呀,德蘭修女的頭上是不是有個光圈
[00:12:37.840 --> 00:12:40.040]  好像天使一樣
[00:12:40.040 --> 00:12:41.480]  他去到Calcutta
[00:12:41.480 --> 00:12:43.640]  他說他見到德蘭修女
[00:12:43.640 --> 00:12:47.520]  他說德蘭修女不就和平時的人一樣
[00:12:47.520 --> 00:12:50.240]  她的身材比較矮小
[00:12:50.240 --> 00:12:53.920]  她的皮膚有很多皺紋
[00:12:53.920 --> 00:12:56.720]  但她就好像一個磁場的老婆婆
[00:12:56.720 --> 00:12:59.080]  就好像一個祖母一樣
[00:12:59.080 --> 00:13:03.160]  他說她的身上還是有一些高貴的氣質
[00:13:03.160 --> 00:13:06.640]  但有樣東西令到他很難忘
[00:13:06.640 --> 00:13:09.640]  就是每當做泥沙的時候
[00:13:09.640 --> 00:13:11.640]  德蘭修女都會跪下
[00:13:11.640 --> 00:13:14.520]  就會被人見到她的一雙腳
[00:13:14.520 --> 00:13:17.120]  他說她那雙腳令到他很難忘
[00:13:17.120 --> 00:13:21.600]  因爲德蘭修女的一雙腳已經變形了
[00:13:21.600 --> 00:13:26.040]  這個人懷疑德蘭修女是否有了麻風病
[00:13:26.040 --> 00:13:28.480]  因爲我們知道有麻風病的人
[00:13:28.480 --> 00:13:30.480]  手腳是沒有什麼知覺
[00:13:30.480 --> 00:13:32.680]  所以很多時候會受傷
[00:13:32.680 --> 00:13:34.120]  自己都不知道
[00:13:34.120 --> 00:13:37.760]  慢慢慢慢手腳就會變形
[00:13:37.760 --> 00:13:39.880]  雖然他有這樣的懷疑
[00:13:39.880 --> 00:13:44.280]  但他就不敢去問德蘭修女
[00:13:44.280 --> 00:13:48.720]  有一次他又很奇怪地看着德蘭修女的一雙腳
[00:13:48.720 --> 00:13:51.480]  另外有個修女就走來問他
[00:13:51.480 --> 00:13:53.640]  你想不想知道德蘭修女的一雙腳
[00:13:53.640 --> 00:13:55.720]  爲什麼會變成這樣
[00:13:55.720 --> 00:14:00.160]  這個人就用很好奇的眼光看着這個修女
[00:14:00.160 --> 00:14:01.720]  拼命地點頭
[00:14:01.720 --> 00:14:04.560]  這個修女就解釋
[00:14:04.560 --> 00:14:10.040]  他說我們其實每年都有很多人送鞋給我們
[00:14:10.040 --> 00:14:13.560]  但德蘭修女就會選擇最好的鞋
[00:14:13.560 --> 00:14:15.760]  給其他的姐妹穿
[00:14:15.760 --> 00:14:20.920]  她自己就會穿那些不合尺寸又壞了的鞋
[00:14:20.920 --> 00:14:27.200]  所以長此以往慢慢慢慢她的腳就變形了
[00:14:27.200 --> 00:14:30.040]  雖然德蘭修女是一個天主教徒
[00:14:30.040 --> 00:14:32.080]  但我們都很需要學習她
[00:14:32.080 --> 00:14:36.360]  興悍自己是求別人的益處
[00:14:36.360 --> 00:14:40.080]  在菲勒比書的二章一至三節
[00:14:40.080 --> 00:14:44.480]  保羅說如果我們在基督裏面有鼓勵
[00:14:44.480 --> 00:14:48.120]  如果我們在愛裏面得到安慰
[00:14:48.120 --> 00:14:52.520]  如果我們在聖靈裏面和聖靈有交通
[00:14:52.520 --> 00:14:56.200]  如果我們有慈悲憐憫的心
[00:14:56.200 --> 00:14:59.120]  和弟兄姊妹的意念相同
[00:14:59.120 --> 00:15:01.640]  如果我們在主內有喜樂的話
[00:15:01.640 --> 00:15:03.560]  就應該怎樣?
[00:15:03.560 --> 00:15:06.280]  應該凡事全心謙卑
[00:15:06.280 --> 00:15:09.440]  看別人比自己強
[00:15:09.440 --> 00:15:13.800]  接着保羅就給了我們很多謙卑的例子
[00:15:13.800 --> 00:15:17.520]  帶我們進入第三點
[00:15:17.520 --> 00:15:21.800]  所以我們看到第一點是爲人設想
[00:15:21.800 --> 00:15:24.520]  第二點是要興悍自己
[00:15:24.520 --> 00:15:28.360]  第三點是要學習耶穌基督
[00:15:28.360 --> 00:15:30.960]  在羅馬書的十五章第三節
[00:15:30.960 --> 00:15:34.120]  因爲基督也不求自己的喜悅
[00:15:34.120 --> 00:15:36.000]  如經上所記
[00:15:36.000 --> 00:15:40.480]  辱罵你人的辱罵都落在我的身上
[00:15:40.480 --> 00:15:45.200]  這節的經文是引用詩篇的69篇第九節
[00:15:45.200 --> 00:15:49.280]  我們遲些會回來看詩篇的69篇
[00:15:49.280 --> 00:15:51.040]  但在這裏我們看到
[00:15:51.040 --> 00:15:52.640]  就是告訴我們
[00:15:52.640 --> 00:15:56.280]  耶穌基督是爲了要討神的喜悅
[00:15:56.280 --> 00:16:00.160]  情願承受辱罵
[00:16:00.160 --> 00:16:03.840]  在菲勒比書的二章五至八節
[00:16:03.840 --> 00:16:06.760]  我們看到我們很熟悉的經文
[00:16:06.760 --> 00:16:11.360]  保羅說:耶穌基督是與神同等而不強奪
[00:16:11.360 --> 00:16:13.480]  祂是全心謙卑
[00:16:13.480 --> 00:16:17.320]  祂願意成爲人來到世上
[00:16:17.320 --> 00:16:20.480]  甚至願意爲我們釘十字架
[00:16:20.480 --> 00:16:22.640]  所以我們做基督徒
[00:16:22.640 --> 00:16:25.360]  如果我們以基督的心爲心的話
[00:16:25.360 --> 00:16:29.200]  我們就應該爲他人設想
[00:16:29.200 --> 00:16:32.800]  我們應該要輕看自己
[00:16:32.800 --> 00:16:38.600]  我們也應該學習基督的樣式
[00:16:38.600 --> 00:16:40.960]  我們其實要注意的
[00:16:40.960 --> 00:16:44.240]  我們基督徒是要學習耶穌基督
[00:16:44.240 --> 00:16:47.080]  我們不是要別人來學我們
[00:16:47.080 --> 00:16:49.720]  我們有很多自由做很多事
[00:16:49.720 --> 00:16:51.920]  不是說因爲我們有自由
[00:16:51.920 --> 00:16:55.240]  你信心軟弱的你要學我
[00:16:55.240 --> 00:16:58.680]  你要學我一樣有這麼堅固的信心
[00:16:58.680 --> 00:17:00.760]  這麼堅強的信心
[00:17:00.760 --> 00:17:02.080]  這裏不是這麼說
[00:17:02.080 --> 00:17:04.720]  我們都是應該學習耶穌基督
[00:17:04.720 --> 00:17:07.760]  不是學習我們自己
[00:17:07.760 --> 00:17:10.920]  在約翰福音的四章三十四節
[00:17:10.920 --> 00:17:17.000]  耶穌說我的食物是進行差我來者的旨意
[00:17:17.000 --> 00:17:19.520]  作成他的功
[00:17:19.520 --> 00:17:24.000]  耶穌基督說我有食物是你們所不知道的
[00:17:24.000 --> 00:17:26.360]  這裏不是說真正的食物
[00:17:26.360 --> 00:17:29.480]  這裏所說的食物是神的事功
[00:17:29.480 --> 00:17:32.320]  因爲在《說生命記》裏面告訴我們
[00:17:32.320 --> 00:17:34.680]  人活着不是單靠食物
[00:17:34.680 --> 00:17:39.240]  乃是靠神口裏所出的一切話
[00:17:39.240 --> 00:17:42.360]  當我們是遵行神的話語
[00:17:42.360 --> 00:17:44.800]  當我們是走在祂的旨意裏面
[00:17:44.800 --> 00:17:49.960]  就等於我們是有從神而來的食物
[00:17:49.960 --> 00:17:53.880]  我們一起來看看耶穌基督是有幾服從神
[00:17:53.880 --> 00:17:55.880]  遵行神的旨意
[00:17:55.880 --> 00:17:58.040]  在約翰福音的五章三十節
[00:17:58.040 --> 00:18:01.240]  耶穌說我不求自己的意思
[00:18:01.240 --> 00:18:04.680]  只求那差我來者的意思
[00:18:04.680 --> 00:18:07.680]  在約翰福音的六章三十八節
[00:18:07.680 --> 00:18:10.880]  耶穌說因爲我從天上降下來
[00:18:10.880 --> 00:18:14.200]  不是要按自己的意思行
[00:18:14.200 --> 00:18:19.040]  乃是要照那差我來者的意思行
[00:18:19.040 --> 00:18:22.680]  在約翰福音的八章二十八至二十九節
[00:18:22.680 --> 00:18:26.880]  耶穌說我沒有一件事是憑着自己作的
[00:18:26.880 --> 00:18:32.440]  我說這些話乃是要照着父所教訓我的
[00:18:32.440 --> 00:18:37.280]  因爲我常作他所喜悅的事
[00:18:37.280 --> 00:18:40.920]  耶穌說祂不是做祂自己喜悅的事
[00:18:40.920 --> 00:18:43.560]  祂是尋求父的喜悅
[00:18:43.560 --> 00:18:46.440]  而在約翰福音的十四章三十一節
[00:18:46.440 --> 00:18:50.200]  耶穌又說但要叫世人知道我愛父
[00:18:50.200 --> 00:18:54.240]  並且父怎樣吩咐我我就怎樣行
[00:18:54.240 --> 00:18:59.000]  有沒有見到耶穌基督是多麼服從祂的父
[00:18:59.000 --> 00:19:02.400]  而在約翰福音的十七章四節
[00:19:02.400 --> 00:19:06.200]  耶穌基督又說我在地上已經榮耀你
[00:19:06.200 --> 00:19:10.400]  你所託付我的事我已經成全了
[00:19:10.400 --> 00:19:14.760]  耶穌基督說祂在世上不是求祂自己的榮耀
[00:19:14.760 --> 00:19:16.840]  不是求祂自己的喜悅
[00:19:16.840 --> 00:19:20.920]  祂是求父的喜悅求父的榮耀
[00:19:20.920 --> 00:19:25.200]  當耶穌基督去到廈西瑪利園來禱告
[00:19:25.200 --> 00:19:27.120]  祂有很大的掙扎
[00:19:27.120 --> 00:19:31.480]  祂在述路加福音的二十二章四十四節
[00:19:31.480 --> 00:19:37.480]  經文說耶穌極其傷痛、很切地禱告
[00:19:37.480 --> 00:19:43.320]  求神的祝福杯可不可以不接受這個祝福杯
[00:19:43.320 --> 00:19:49.840]  祂的汗珠好像血一樣一滴一滴地滴在地上
[00:19:49.840 --> 00:19:52.440]  但最後祂禱告完
[00:19:52.440 --> 00:19:57.080]  祂和神說不要成就我的意思
[00:19:57.080 --> 00:19:59.880]  只要成就禰的意思
[00:19:59.880 --> 00:20:02.960]  而在述約翰福音的十章十八節
[00:20:02.960 --> 00:20:06.360]  耶穌基督說沒有人奪我的名去
[00:20:06.360 --> 00:20:07.960]  是我自己寫的
[00:20:07.960 --> 00:20:11.680]  我有權並寫了也有權並取回來
[00:20:11.680 --> 00:20:15.480]  這是我從我父所授的命令
[00:20:15.480 --> 00:20:18.920]  耶穌基督說我願以服從神的旨意
[00:20:18.920 --> 00:20:21.920]  甚至放下我自己的生命
[00:20:21.920 --> 00:20:25.400]  我不求自己的喜悅我求父的喜悅
[00:20:25.400 --> 00:20:29.040]  我們見到耶穌基督真的很服從神
[00:20:29.040 --> 00:20:35.000]  我們應該學習耶穌基督來服從神
[00:20:35.000 --> 00:20:37.360]  我剛纔也說過
[00:20:37.360 --> 00:20:40.920]  在《羅馬書》的十五章第三節
[00:20:40.920 --> 00:20:45.280]  保羅說肉麻你的肉麻都落在我的身上
[00:20:45.280 --> 00:20:48.400]  這一節的經文我剛纔說是出自
[00:20:48.400 --> 00:20:51.760]  詩篇的六十九篇第九節
[00:20:51.760 --> 00:20:54.720]  其實全篇的詩篇六十九篇
[00:20:54.720 --> 00:20:57.280]  都是有關尼賽亞的預言
[00:20:57.280 --> 00:20:59.880]  是有關耶穌基督的預言
[00:20:59.880 --> 00:21:02.720]  在數六十九篇的八節
[00:21:02.720 --> 00:21:06.560]  經文說我的弟兄輕看我爲外路人
[00:21:06.560 --> 00:21:10.200]  我的同胞看我爲外邦人
[00:21:10.200 --> 00:21:14.760]  這節的經文我們見到是應驗了
[00:21:14.760 --> 00:21:18.680]  約翰福音的一章十節我們見到
