
[00:00:00.000 --> 00:00:01.800]  奉子明問候弟兄姊妹平安
[00:03:30.160 --> 00:03:31.920]  這句話是不是聽了很久了
[00:03:31.920 --> 00:03:33.080]  這句話聽過很多遍了
[00:03:33.080 --> 00:03:34.760]  其實這句話是一個感嘆
[00:03:34.760 --> 00:03:35.800]  這句話實際上是感嘆
[00:03:35.800 --> 00:03:37.720]  反映這個世界是怎麼樣的
[00:03:37.720 --> 00:03:39.760]  反映這個世界是怎麼樣的
[00:03:39.760 --> 00:03:42.680]  倒行逆施
[00:03:42.680 --> 00:03:45.800]  耶利米的時代
[00:03:45.800 --> 00:03:46.720]  和現在的時代
[00:03:46.720 --> 00:03:48.240]  跟現在這個時代
[00:03:48.240 --> 00:03:52.680]  有什麼不同呢
[00:03:52.680 --> 00:03:54.000]  都是一樣
[00:03:54.000 --> 00:03:56.000]  所以我們做基督徒呢
[00:03:56.000 --> 00:03:58.680]  難就難在哪裡呢
[00:03:58.680 --> 00:04:01.200]  我們信了耶穌之後
[00:04:01.200 --> 00:04:03.840]  要忠忠直直
[00:04:03.840 --> 00:04:06.120]  忠雖乞食
[00:04:06.120 --> 00:04:08.400]  所以你明白為什麼這麼多人不喜歡信耶穌了
[00:04:08.400 --> 00:04:11.760]  你們應該現在明白為什麼那麼多人不願意
[00:04:11.760 --> 00:04:12.360]  變成耶穌的信仰
[00:04:12.360 --> 00:04:14.240]  你說我不是大奸大惡
[00:04:14.240 --> 00:04:16.840]  因為我們不是奸大惡
[00:04:16.840 --> 00:04:18.080]  我喜歡玩兩手
[00:04:18.080 --> 00:04:20.640]  我只喜歡打麻將
[00:04:20.640 --> 00:04:21.800]  我信了耶穌之後呢
[00:04:21.800 --> 00:04:22.880]  我信了耶穌之後
[00:04:22.880 --> 00:04:25.800]  我不能打麻將
[00:04:25.800 --> 00:04:26.720]  我信了耶穌之後呢
[00:04:26.720 --> 00:04:27.720]  我信了耶穌之後呢
[00:04:27.720 --> 00:04:28.720]  我上班那裡呢
[00:04:28.720 --> 00:04:31.280]  我想上哪裡呢
[00:04:31.280 --> 00:04:33.400]  我跟我的同事沒辦法聊天
[00:04:33.400 --> 00:04:36.160]  我跟我的同事沒有說話可談
[00:04:36.160 --> 00:04:37.200]  他們都要假嘛
[00:04:37.200 --> 00:04:40.160]  因為他們都要作假的
[00:04:40.160 --> 00:04:42.400]  我要跟他們一起假
[00:04:42.400 --> 00:04:43.440]  我跟完假之後呢
[00:04:43.440 --> 00:04:45.280]  我跟他們作假之後呢
[00:04:45.280 --> 00:04:46.920]  我今晚要回去跟耶穌認罪
[00:04:46.920 --> 00:04:49.520]  我今晚要回家跟耶穌基督認罪
[00:04:49.520 --> 00:04:50.360]  所以呢
[00:04:50.360 --> 00:04:51.360]  所以呢
[00:04:51.360 --> 00:04:52.760]  很多人不想承認
[00:04:52.760 --> 00:04:53.560]  經常都認罪
[00:04:53.560 --> 00:04:55.720]  所以很多人經常不喜歡認罪
[00:04:55.720 --> 00:04:56.680]  索性什麼
[00:04:56.680 --> 00:04:58.400]  直接就怎麼樣呢
[00:04:58.400 --> 00:04:59.320]  就不信耶穌了
[00:04:59.320 --> 00:05:00.520]  不相信耶穌了
[00:05:00.520 --> 00:05:01.440]  你現在有沒有發覺
[00:05:01.440 --> 00:05:02.600]  是不是很少人信耶穌
[00:05:02.600 --> 00:05:04.720]  你有沒有發現現在很少人信耶穌
[00:05:04.720 --> 00:05:06.120]  甚至信了耶穌的人呢
[00:05:06.120 --> 00:05:08.480]  甚至說已經相信耶穌的人
[00:05:08.480 --> 00:05:09.680]  是不是信信哈不信
[00:05:09.680 --> 00:05:13.600]  是不是在信的過程裡面最後也不信了
[00:05:13.600 --> 00:05:14.520]  你出不出奇啊
[00:05:14.520 --> 00:05:16.800]  不出奇嗎
[00:05:16.800 --> 00:05:18.880]  不出奇啊
[00:05:18.880 --> 00:05:20.720]  聖經一早已經告訴我們了
[00:05:20.720 --> 00:05:22.840]  因為聖經已經很早告訴我們這個情況
[00:05:22.840 --> 00:05:25.000]  但是耶利米是有上帝的說話
[00:05:25.000 --> 00:05:28.120]  但是耶利米有上帝的說話
[00:05:28.120 --> 00:05:29.200]  他講的東西
[00:05:29.200 --> 00:05:29.920]  他所講的
[00:05:29.920 --> 00:05:30.800]  很真的
[00:05:30.800 --> 00:05:31.520]  是很真實的
[00:05:31.520 --> 00:05:32.680]  但是他現在所講的東西
[00:05:32.680 --> 00:05:34.360]  在耶利米看到說
[00:05:34.360 --> 00:05:35.640]  不是新鮮的東西
[00:05:35.640 --> 00:05:38.520]  耶利米書裡面所講的東西並不是新鮮的事情
[00:05:38.520 --> 00:05:39.760]  我是研究聖經的人
[00:05:39.760 --> 00:05:40.400]  我是研究聖經的人
[00:05:40.400 --> 00:05:41.560]  耶利米之前
[00:05:41.560 --> 00:05:43.520]  一百年前有一個先知叫做以賽
[00:05:43.520 --> 00:05:45.600]  耶利米之前一百年的
[00:05:45.600 --> 00:05:50.680]  另外一位先知叫做以賽亞
[00:05:50.680 --> 00:05:51.320]  我求主了
[00:05:51.320 --> 00:05:52.160]  讓我能夠
[00:05:52.160 --> 00:05:53.160]  我求主了
[00:05:53.160 --> 00:05:54.080]  見他之前
[00:05:54.080 --> 00:05:55.240]  讓我見他之前
[00:05:55.240 --> 00:05:56.680]  徵讀以賽亞書
[00:05:56.680 --> 00:05:58.920]  徵讀以賽亞書
[00:05:58.920 --> 00:05:59.840]  很棒的書
[00:05:59.840 --> 00:06:01.280]  是一本最很好的書
[00:06:01.280 --> 00:06:01.880]  OK
[00:06:01.880 --> 00:06:03.600]  以賽亞書已經
[00:06:03.600 --> 00:06:05.400]  以賽亞書已經
[00:06:05.400 --> 00:06:07.520]  講這個偶像的東西
[00:06:07.520 --> 00:06:09.320]  講有關偶像的事
[00:06:09.320 --> 00:06:10.200]  一百年前
[00:06:10.200 --> 00:06:12.280]  一百年前已經講過了
[00:06:12.280 --> 00:06:13.440]  已經說過了
[00:06:13.440 --> 00:06:15.200]  那你為什麼要講以賽亞書
[00:06:15.200 --> 00:06:16.280]  是哪幾章講過呢
[00:06:16.280 --> 00:06:18.360]  如果你要做筆記的話
[00:06:18.360 --> 00:06:20.800]  在哪裡以賽亞書要提過呢
[00:06:20.800 --> 00:06:23.320]  以賽亞書四十章十八到二十節
[00:06:23.320 --> 00:06:26.840]  以賽亞書的四十章十八到二十節
[00:06:26.840 --> 00:06:28.440]  四十一章六到七節
[00:06:28.440 --> 00:06:31.000]  四十一章六到七節
[00:06:31.000 --> 00:06:32.800]  四十四章九到二十節
[00:06:32.800 --> 00:06:35.320]  四十四章的九到二十節
[00:06:35.320 --> 00:06:37.080]  四十六章五到七節
[00:06:37.080 --> 00:06:40.640]  四十六章的五到七節
[00:06:40.640 --> 00:06:43.640]  所以這個現象不是耶利米時代的現象
[00:06:43.640 --> 00:06:47.680]  這個現象並不是單單以賽亞的時代的現象
[00:06:47.680 --> 00:06:49.320]  先知異賽亞講了
[00:06:49.320 --> 00:06:53.560]  也同時是以賽亞先知的實踐年齡
[00:06:53.560 --> 00:06:57.520]  好了你又說問偶像對今天對我們是有什麼意思呢
[00:06:57.520 --> 00:07:01.560]  所以我們要問今天這些偶像對我們有什麼意思呢
[00:07:01.560 --> 00:07:02.800]  我又沒有去黃大仙
[00:07:02.800 --> 00:07:04.080]  我又沒有去拜其他偶像
[00:07:04.080 --> 00:07:05.280]  我又沒有去車公廟
[00:07:05.280 --> 00:07:07.800]  我又沒有到什麼黃大仙車公廟
[00:07:07.800 --> 00:07:08.920]  By the way
[00:07:08.920 --> 00:07:10.120]  同時呢
[00:07:10.120 --> 00:07:12.400]  去車公廟的人現在上了牢知道嗎
[00:07:12.400 --> 00:07:13.640]  你們知道嗎
[00:07:13.640 --> 00:07:16.200]  去車公廟的人
[00:07:16.200 --> 00:07:19.120]  官員他現在已經坐牢了
[00:07:19.120 --> 00:07:20.640]  你有沒有留意香港新聞
[00:07:20.640 --> 00:07:23.560]  大家有沒有留意到香港的新聞
[00:07:23.560 --> 00:07:25.120]  他現在在紐約的監獄
[00:07:25.120 --> 00:07:27.600]  他現在在美國紐約的監獄
[00:07:27.600 --> 00:07:30.440]  這個人年輕的時候信耶穌的
[00:07:30.440 --> 00:07:34.880]  這個人年輕的時候已經說自己相信耶穌
[00:07:34.880 --> 00:07:35.960]  他做了官
[00:07:35.960 --> 00:07:38.640]  他現在當官了
[00:07:38.640 --> 00:07:39.920]  去車公廟
[00:07:39.920 --> 00:07:44.520]  他帶隊去車公廟拜偶像
[00:07:44.520 --> 00:07:45.720]  他很有錢的
[00:07:45.720 --> 00:07:46.920]  他也很有錢的
[00:07:46.920 --> 00:07:48.040]  很有名氣
[00:07:48.040 --> 00:07:48.680]  很有名譽
[00:07:48.680 --> 00:07:49.840]  大學教授
[00:07:49.840 --> 00:07:50.720]  大學教授
[00:07:50.720 --> 00:07:51.800]  眼科專家
[00:07:51.800 --> 00:07:53.400]  眼科專家
[00:07:53.400 --> 00:07:54.240]  他現在在哪裡
[00:07:54.240 --> 00:07:55.440]  他現在在哪裡
[00:07:55.440 --> 00:07:56.480]  坐牢
[00:07:56.480 --> 00:07:57.080]  坐牢了
[00:07:57.080 --> 00:07:58.320]  在美國
[00:07:58.320 --> 00:08:00.240]  他在美國坐牢
[00:08:00.240 --> 00:08:01.240]  OK
[00:08:01.240 --> 00:08:02.440]  有沒有Follow新聞
[00:08:02.440 --> 00:08:05.240]  大家有沒有聽到新聞怎樣說呢
[00:08:05.240 --> 00:08:06.680]  我又不想說什麼名字了
[00:08:06.680 --> 00:08:07.760]  我們不講這個人
[00:08:07.760 --> 00:08:09.640]  讓我看到一樣東西
[00:08:09.640 --> 00:08:10.640]  讓我看到一樣東西
[00:08:10.640 --> 00:08:11.640]  很厲害的人
[00:08:11.640 --> 00:08:13.640]  很聰明的人
[00:08:13.640 --> 00:08:15.640]  拜偶像
[00:08:15.640 --> 00:08:17.640]  他不是不認識耶和華是誰
[00:08:17.640 --> 00:08:18.640]  他不是不認識耶和華是誰
[00:08:18.640 --> 00:08:19.640]  他不是不認識耶和華是誰
[00:08:19.640 --> 00:08:20.640]  他不是不認識耶和華是誰
[00:08:20.640 --> 00:08:21.640]  他不是不認識耶和華是誰
[00:08:21.640 --> 00:08:22.640]  他不是不認識耶和華是誰
[00:08:22.640 --> 00:08:23.640]  他不是不認識耶和華是誰
[00:08:23.640 --> 00:08:24.640]  他拜耶穌
[00:08:24.640 --> 00:08:25.640]  他拜耶穌
[00:08:25.640 --> 00:08:26.640]  說自己是基督徒
[00:08:26.640 --> 00:08:27.640]  說自己是基督徒
[00:08:27.640 --> 00:08:28.640]  到車公廟
[00:08:28.640 --> 00:08:29.640]  到車公廟
[00:08:29.640 --> 00:08:30.640]  到車公廟
[00:08:30.640 --> 00:08:31.640]  車公廟做什麼
[00:08:31.640 --> 00:08:32.640]  車公廟在哪裡幹什麼
[00:08:32.640 --> 00:08:33.640]  車公廟在哪裡幹什麼
[00:08:33.640 --> 00:08:34.640]  大家應該知道
[00:08:34.640 --> 00:08:35.640]  大家應該知道
[00:08:35.640 --> 00:08:36.640]  結果他怎樣
[00:08:36.640 --> 00:08:37.640]  結果他怎樣
[00:08:37.640 --> 00:08:39.640]  今天是什麼狀況
[00:08:39.640 --> 00:08:40.640]  不過我仍然覺得上帝對他有恩典
[00:08:40.640 --> 00:08:41.640]  不過我仍然覺得上帝對他有恩典
[00:08:41.640 --> 00:08:42.640]  不過我仍然覺得上帝對他有恩典
[00:08:42.640 --> 00:08:43.640]  我覺得上帝依然對他有恩典
[00:08:43.640 --> 00:08:44.640]  我覺得上帝依然對他有恩典
[00:08:44.640 --> 00:08:45.640]  在坐牢的時候
[00:08:45.640 --> 00:08:46.640]  在坐牢的時候
[00:08:46.640 --> 00:08:47.640]  可以思過
[00:08:47.640 --> 00:08:48.640]  讓他可以思過
[00:08:48.640 --> 00:08:49.640]  讓他可以思過
[00:08:49.640 --> 00:08:50.640]  為什麼會搞到這樣
[00:08:50.640 --> 00:08:51.640]  想到為什麼自己弄到這樣
[00:08:51.640 --> 00:08:52.640]  想到為什麼自己弄到這樣
[00:08:52.640 --> 00:08:53.640]  兄弟姊妹
[00:08:53.640 --> 00:08:54.640]  兄弟姊妹
[00:08:54.640 --> 00:08:55.640]  有了這些例子
[00:08:55.640 --> 00:08:56.640]  有了這些例子
[00:08:56.640 --> 00:08:57.640]  讓我看到
[00:08:57.640 --> 00:08:58.640]  讓我看到
[00:08:58.640 --> 00:08:59.640]  偶像是什麼
[00:08:59.640 --> 00:09:00.640]  偶像是什麼
[00:09:00.640 --> 00:09:01.640]  偶像是什麼
[00:09:01.640 --> 00:09:02.640]  可以說moving shadow
[00:09:02.640 --> 00:09:03.640]  可以說moving shadow
[00:09:03.640 --> 00:09:07.640]  一個動態的影像
[00:09:07.640 --> 00:09:08.640]  一個動態的影像
[00:09:08.640 --> 00:09:09.640]  你跟著他
[00:09:09.640 --> 00:09:10.640]  你跟著他
[00:09:10.640 --> 00:09:11.640]  每個時代不同
[00:09:11.640 --> 00:09:12.640]  每個時代可能不同
[00:09:12.640 --> 00:09:13.640]  每個時代可能不同
[00:09:13.640 --> 00:09:14.640]  這位仁兄
[00:09:14.640 --> 00:09:15.640]  這位仁兄
[00:09:15.640 --> 00:09:16.640]  剛才我提到這位仁兄
[00:09:16.640 --> 00:09:17.640]  剛才我提到這位仁兄
[00:09:17.640 --> 00:09:18.640]  已經做大學教授了
[00:09:18.640 --> 00:09:19.640]  已經做大學教授了
[00:09:19.640 --> 00:09:20.640]  大學教授
[00:09:20.640 --> 00:09:21.640]  眼科醫生
[00:09:21.640 --> 00:09:22.640]  大學教授
[00:09:22.640 --> 00:09:23.640]  眼科醫生
[00:09:23.640 --> 00:09:24.640]  我們一生都求不到這麼厲害
[00:09:24.640 --> 00:09:25.640]  我們一生都求不到這麼厲害
[00:09:25.640 --> 00:09:26.640]  我們一生都求不到這麼厲害
[00:09:26.640 --> 00:09:27.640]  我們一生都求不到這麼厲害
[00:09:27.640 --> 00:09:28.640]  我們一生都求不到這麼厲害
[00:09:28.640 --> 00:09:29.640]  我們一生都求不到這麼厲害
[00:09:29.640 --> 00:09:30.640]  我們一生都求不到這麼厲害
[00:09:30.640 --> 00:09:31.640]  我們一生都求不到這麼厲害
[00:09:31.640 --> 00:09:33.640]  我們一生都求不到這麼厲害
[00:09:33.640 --> 00:09:34.640]  我們一生都求不到這麼厲害
[00:09:34.640 --> 00:09:35.640]  我們一生都求不到這麼厲害
[00:09:35.640 --> 00:09:36.640]  我們一生都求不到這麼厲害
[00:09:36.640 --> 00:09:37.640]  我們一生都求不到這麼厲害
[00:09:37.640 --> 00:09:38.640]  我們一生都求不到這麼厲害
[00:09:38.640 --> 00:09:39.640]  我們一生都求不到這麼厲害
[00:09:39.640 --> 00:09:40.640]  我們一生都求不到這麼厲害
[00:09:40.640 --> 00:09:41.640]  我們一生都求不到這麼厲害
[00:09:41.640 --> 00:09:42.640]  我們一生都求不到這麼厲害
[00:09:42.640 --> 00:09:43.640]  我們一生都求不到這麼厲害
[00:09:43.640 --> 00:09:44.640]  我們一生都求不到這麼厲害
[00:09:44.640 --> 00:09:45.640]  我們一生都求不到這麼厲害
[00:09:45.640 --> 00:09:46.640]  我們一生都求不到這麼厲害
[00:09:46.640 --> 00:09:47.640]  我們一生都求不到這麼厲害
[00:09:47.640 --> 00:09:48.640]  我們一生都求不到這麼厲害
[00:09:48.640 --> 00:09:49.640]  我們一生都求不到這麼厲害
[00:09:49.640 --> 00:09:50.640]  我們一生都求不到這麼厲害
[00:09:50.640 --> 00:09:51.640]  我們一生都求不到這麼厲害
[00:09:51.640 --> 00:09:52.640]  我們一生都求不到這麼厲害
[00:09:52.640 --> 00:09:53.640]  我們一生都求不到這麼厲害
[00:09:53.640 --> 00:09:54.640]  我們一生都求不到這麼厲害
[00:10:01.640 --> 00:10:02.640]  我們一生都求不到這麼厲害
[00:10:02.640 --> 00:10:03.640]  我們一生都求不到這麼厲害
[00:10:03.640 --> 00:10:04.640]  我們一生都求不到這麼厲害
[00:10:04.640 --> 00:10:05.640]  我們一生都求不到這麼厲害
[00:10:05.640 --> 00:10:06.640]  我們一生都求不到這麼厲害
[00:10:06.640 --> 00:10:07.640]  我們一生都求不到這麼厲害
[00:10:07.640 --> 00:10:08.640]  我們一生都求不到這麼厲害
[00:10:08.640 --> 00:10:09.640]  我們一生都求不到這麼厲害
[00:10:09.640 --> 00:10:10.640]  我們一生都求不到這麼厲害
[00:10:10.640 --> 00:10:11.640]  我們一生都求不到這麼厲害
[00:10:11.640 --> 00:10:12.640]  我們一生都求不到這麼厲害
[00:10:12.640 --> 00:10:13.640]  我們一生都求不到這麼厲害
[00:10:13.640 --> 00:10:14.640]  我們一生都求不到這麼厲害
[00:10:14.640 --> 00:10:15.640]  我們一生都求不到這麼厲害
[00:10:15.640 --> 00:10:16.640]  我們一生都求不到這麼厲害
[00:10:16.640 --> 00:10:17.640]  我們一生都求不到這麼厲害
[00:10:17.640 --> 00:10:18.640]  我們一生都求不到這麼厲害
[00:10:18.640 --> 00:10:19.640]  我們一生都求不到這麼厲害
[00:10:19.640 --> 00:10:20.640]  我們一生都求不到這麼厲害
[00:10:20.640 --> 00:10:21.640]  我們一生都求不到這麼厲害
[00:10:21.640 --> 00:10:22.640]  我們一生都求不到這麼厲害
[00:10:22.640 --> 00:10:23.640]  我們一生都求不到這麼厲害
[00:10:31.640 --> 00:10:32.640]  我們一生都求不到這麼厲害
[00:10:32.640 --> 00:10:33.640]  我們一生都求不到這麼厲害
[00:10:33.640 --> 00:10:34.640]  我們一生都求不到這麼厲害
[00:10:34.640 --> 00:10:35.640]  我們一生都求不到這麼厲害
[00:10:35.640 --> 00:10:36.640]  我們一生都求不到這麼厲害
[00:10:36.640 --> 00:10:37.640]  我們一生都求不到這麼厲害
[00:10:37.640 --> 00:10:38.640]  我們一生都求不到這麼厲害
[00:10:38.640 --> 00:10:39.640]  我們一生都求不到這麼厲害
[00:10:39.640 --> 00:10:40.640]  我們一生都求不到這麼厲害
[00:10:40.640 --> 00:10:41.640]  我們一生都求不到這麼厲害
[00:10:41.640 --> 00:10:42.640]  我們一生都求不到這麼厲害
[00:10:42.640 --> 00:10:43.640]  我們一生都求不到這麼厲害
[00:10:43.640 --> 00:10:44.640]  我們一生都求不到這麼厲害
[00:10:44.640 --> 00:10:45.640]  我們一生都求不到這麼厲害
[00:10:45.640 --> 00:10:46.640]  我們一生都求不到這麼厲害
[00:10:46.640 --> 00:10:47.640]  我們一生都求不到這麼厲害
[00:10:47.640 --> 00:10:48.640]  我們一生都求不到這麼厲害
[00:10:48.640 --> 00:10:49.640]  我們一生都求不到這麼厲害
[00:10:49.640 --> 00:10:50.640]  我們一生都求不到這麼厲害
[00:10:50.640 --> 00:10:51.640]  我們一生都求不到這麼厲害
[00:10:51.640 --> 00:10:52.640]  我們一生都求不到這麼厲害
[00:10:52.640 --> 00:10:53.640]  我們一生都求不到這麼厲害
[00:11:02.640 --> 00:11:03.640]  我們一生都求不到這麼厲害
[00:11:03.640 --> 00:11:04.640]  我們一生都求不到這麼厲害
[00:11:04.640 --> 00:11:05.640]  我們一生都求不到這麼厲害
[00:11:05.640 --> 00:11:06.640]  我們一生都求不到這麼厲害
[00:11:06.640 --> 00:11:07.640]  我們一生都求不到這麼厲害
[00:11:07.640 --> 00:11:08.640]  我們一生都求不到這麼厲害
[00:11:08.640 --> 00:11:09.640]  我們一生都求不到這麼厲害
[00:11:09.640 --> 00:11:10.640]  我們一生都求不到這麼厲害
[00:11:10.640 --> 00:11:11.640]  我們一生都求不到這麼厲害
[00:11:11.640 --> 00:11:12.640]  我們一生都求不到這麼厲害
[00:11:12.640 --> 00:11:13.640]  我們一生都求不到這麼厲害
[00:11:13.640 --> 00:11:14.640]  我們一生都求不到這麼厲害
[00:11:14.640 --> 00:11:15.640]  我們一生都求不到這麼厲害
[00:11:15.640 --> 00:11:16.640]  我們一生都求不到這麼厲害
[00:11:16.640 --> 00:11:17.640]  我們一生都求不到這麼厲害
[00:11:17.640 --> 00:11:18.640]  我們一生都求不到這麼厲害
[00:11:18.640 --> 00:11:19.640]  我們一生都求不到這麼厲害
[00:11:19.640 --> 00:11:20.640]  我們一生都求不到這麼厲害
[00:11:20.640 --> 00:11:21.640]  我們一生都求不到這麼厲害
[00:11:21.640 --> 00:11:22.640]  我們一生都求不到這麼厲害
[00:11:22.640 --> 00:11:23.640]  我們一生都求不到這麼厲害
[00:11:23.640 --> 00:11:24.640]  我們一生都求不到這麼厲害
[00:11:31.640 --> 00:11:32.640]  我們一生都求不到這麼厲害
[00:11:32.640 --> 00:11:33.640]  我們一生都求不到這麼厲害
[00:11:33.640 --> 00:11:34.640]  我們一生都求不到這麼厲害
[00:11:34.640 --> 00:11:35.640]  我們一生都求不到這麼厲害
[00:11:35.640 --> 00:11:36.640]  我們一生都求不到這麼厲害
[00:11:36.640 --> 00:11:37.640]  我們一生都求不到這麼厲害
[00:11:37.640 --> 00:11:38.640]  我們一生都求不到這麼厲害
[00:11:38.640 --> 00:11:39.640]  我們一生都求不到這麼厲害
[00:11:39.640 --> 00:11:40.640]  我們一生都求不到這麼厲害
[00:11:40.640 --> 00:11:41.640]  我們一生都求不到這麼厲害
[00:11:41.640 --> 00:11:42.640]  我們一生都求不到這麼厲害
[00:11:42.640 --> 00:11:43.640]  我們一生都求不到這麼厲害
[00:11:43.640 --> 00:11:44.640]  我們一生都求不到這麼厲害
[00:11:44.640 --> 00:11:45.640]  我們一生都求不到這麼厲害
[00:11:45.640 --> 00:11:46.640]  我們一生都求不到這麼厲害
[00:11:46.640 --> 00:11:47.640]  我們一生都求不到這麼厲害
[00:11:47.640 --> 00:11:48.640]  我們一生都求不到這麼厲害
[00:11:48.640 --> 00:11:49.640]  我們一生都求不到這麼厲害
[00:11:49.640 --> 00:11:50.640]  我們一生都求不到這麼厲害
[00:11:50.640 --> 00:11:51.640]  我們一生都求不到這麼厲害
[00:11:51.640 --> 00:11:52.640]  我們一生都求不到這麼厲害
[00:11:52.640 --> 00:11:53.640]  我們一生都求不到這麼厲害
[00:12:01.640 --> 00:12:02.640]  我們一生都求不到這麼厲害
[00:12:02.640 --> 00:12:03.640]  我們一生都求不到這麼厲害
[00:12:03.640 --> 00:12:04.640]  我們一生都求不到這麼厲害
[00:12:04.640 --> 00:12:05.640]  我們一生都求不到這麼厲害
[00:12:05.640 --> 00:12:06.640]  我們一生都求不到這麼厲害
[00:12:06.640 --> 00:12:07.640]  我們一生都求不到這麼厲害
[00:12:07.640 --> 00:12:08.640]  我們一生都求不到這麼厲害
[00:12:08.640 --> 00:12:09.640]  我們一生都求不到這麼厲害
[00:12:09.640 --> 00:12:10.640]  我們一生都求不到這麼厲害
