
[00:00:00.000 --> 00:00:02.000]  讓我們一起在聆聽主導的意思
[00:03:20.000 --> 00:03:22.000]  什麼叫擦除存在感呢
[00:03:22.000 --> 00:03:23.000]  就是等同於
[00:03:23.000 --> 00:03:25.000]  我覺得我是屬於那個教會
[00:03:25.000 --> 00:03:26.000]  屬於那個群體的
[00:03:26.000 --> 00:03:29.000]  或者甚至我覺得我是屬於上帝的
[00:03:29.000 --> 00:03:33.000]  用私封來去印證自己是屬於神的
[00:03:33.000 --> 00:03:35.000]  這種這樣的存在感
[00:03:35.000 --> 00:03:38.000]  特別是要對於自己能否
[00:03:38.000 --> 00:03:41.000]  在天堂裡面的這份存在感呢
[00:03:41.000 --> 00:03:43.000]  就是衍生了一種很特別
[00:03:43.000 --> 00:03:46.000]  而且在廣泛流行的一種神學
[00:03:46.000 --> 00:03:48.000]  這種神學可能你也會聽過
[00:03:48.000 --> 00:03:49.000]  希望你不是這麼相信
[00:03:49.000 --> 00:03:54.000]  就是叫做天堂入牆勸的神學
[00:03:54.000 --> 00:03:57.000]  在我自己教會生活的
[00:03:57.000 --> 00:03:59.000]  這三十多年的裡面
[00:03:59.000 --> 00:04:02.000]  我就會發現到
[00:04:02.000 --> 00:04:04.000]  教會裡面經常會聽見
[00:04:04.000 --> 00:04:06.000]  有一些信徒傳道的時候
[00:04:06.000 --> 00:04:09.000]  或者傳福音或者談道的時候
[00:04:09.000 --> 00:04:12.000]  就遇見有些人他不太想相信主
[00:04:12.000 --> 00:04:15.000]  或者我不是信主
[00:04:15.000 --> 00:04:18.000]  他們都很喜歡搬這種神學出來說
[00:04:18.000 --> 00:04:21.000]  不要緊的 他們會這麼說
[00:04:21.000 --> 00:04:23.000]  現在不相信不要緊
[00:04:23.000 --> 00:04:27.000]  不過我希望你先拿了天堂的入牆勸
[00:04:27.000 --> 00:04:30.000]  先進了天堂再慢慢想
[00:04:30.000 --> 00:04:33.000]  慢慢量度 慢慢再了解
[00:04:33.000 --> 00:04:38.000]  用這種陳述來誘發人去決定
[00:04:38.000 --> 00:04:40.000]  自己是不是信主
[00:04:40.000 --> 00:04:44.000]  但是其實這種信主所造成的後果
[00:04:44.000 --> 00:04:46.000]  不是真正的救恩
[00:04:46.000 --> 00:04:48.000]  而是只不過是一個
[00:04:48.000 --> 00:04:54.000]  對一個人的靈性上的一種麻醉的作用
[00:04:54.000 --> 00:04:57.000]  所以我稱這種叫做屬靈的麻醉藥
[00:04:57.000 --> 00:04:59.000]  用這種麻醉的方式
[00:04:59.000 --> 00:05:01.000]  讓自己以為自己
[00:05:01.000 --> 00:05:04.000]  已經在天國裡面有一份
[00:05:04.000 --> 00:05:07.000]  於是乎就衍生了剛才我所說到的
[00:05:07.000 --> 00:05:09.000]  有些信徒不敢在教會
[00:05:09.000 --> 00:05:10.000]  太過積極參與
[00:05:10.000 --> 00:05:12.000]  因為很容易被人知道
[00:05:12.000 --> 00:05:13.000]  其實我是不是真的信呢
[00:05:13.000 --> 00:05:15.000]  自己心底裡面其實知道的
[00:05:15.000 --> 00:05:17.000]  是真信呢 還是假信呢
[00:05:17.000 --> 00:05:18.000]  自己是半信半疑呢
[00:05:18.000 --> 00:05:20.000]  還是根本是不信呢
[00:05:20.000 --> 00:05:22.000]  還是另有所圖呢在教會
[00:05:22.000 --> 00:05:27.000]  這種觀念導致了在今天的教會裡面
[00:05:27.000 --> 00:05:30.000]  有些人因著某種原因
[00:05:30.000 --> 00:05:32.000]  因著這種神學
[00:05:32.000 --> 00:05:35.000]  就參與了在教會的活動裡面
[00:05:35.000 --> 00:05:39.000]  我曾經見過一些很醜陋的現象
[00:05:39.000 --> 00:05:43.000]  甚至有些人是為了在教會尋求配偶
[00:05:43.000 --> 00:05:47.000]  利用這種觀念進入教會當中
[00:05:47.000 --> 00:05:48.000]  又不是真信
[00:05:48.000 --> 00:05:51.000]  但是他就透過很多的侍奉
[00:05:51.000 --> 00:05:54.000]  參與一些教會的崗位
[00:05:54.000 --> 00:05:56.000]  做了傳掌
[00:05:56.000 --> 00:05:58.000]  甚至有些人後來做了牧師
[00:05:58.000 --> 00:06:00.000]  傳道人
[00:06:00.000 --> 00:06:02.000]  而在教會裡面
[00:06:02.000 --> 00:06:05.000]  塑造了一個好像自己很虔誠的信仰狀態
[00:06:05.000 --> 00:06:07.000]  但是這種狀態
[00:06:07.000 --> 00:06:10.000]  可能會騙到他想找的配偶
[00:06:10.000 --> 00:06:13.000]  但是騙不了上帝
[00:06:13.000 --> 00:06:15.000]  而今天我們去看這段聖經
[00:06:15.000 --> 00:06:18.000]  正正就是我們想一起去尋找
[00:06:18.000 --> 00:06:21.000]  辨識清楚我們自己今天的靈性是怎樣的
[00:06:21.000 --> 00:06:23.000]  所以我給了一個題目
[00:06:23.000 --> 00:06:27.000]  對今天的講道做一個總結
[00:06:27.000 --> 00:06:30.000]  或者一個概括的總覽
[00:06:30.000 --> 00:06:36.000]  就是對不了解神的侍奉者的警告
[00:06:36.000 --> 00:06:38.000]  這句話很奇怪
[00:06:38.000 --> 00:06:40.000]  為什麼一些侍奉的人
[00:06:40.000 --> 00:06:43.000]  又會不了解神呢
[00:06:43.000 --> 00:06:46.000]  是不是很多這樣的情況
[00:06:46.000 --> 00:06:48.000]  甚至我自己會不會也是這樣的情況呢
[00:06:48.000 --> 00:06:50.000]  原來耶穌是了解這樣的情形的
[00:06:50.000 --> 00:06:54.000]  於是乎作出了這一段經文的介紹
[00:06:54.000 --> 00:06:58.000]  也提醒不但當時他面對這幫人
[00:06:58.000 --> 00:07:01.000]  並且特別是今天透過馬太記載
[00:07:01.000 --> 00:07:02.000]  來提醒我們
[00:07:02.000 --> 00:07:04.000]  讓我們一起回到聖經
[00:07:04.000 --> 00:07:07.000]  馬太福音第十六章第一節到第四節
[00:07:07.000 --> 00:07:08.000]  不是很長的經文
[00:07:08.000 --> 00:07:09.000]  很短的經文
[00:07:09.000 --> 00:07:11.000]  但是是很熟悉的經文
[00:07:11.000 --> 00:07:13.000]  很多經文很熟悉
[00:07:13.000 --> 00:07:15.000]  很多信徒也很喜歡去引用
[00:07:15.000 --> 00:07:19.000]  但是究竟這段經文的主旨想講什麼呢
[00:07:19.000 --> 00:07:21.000]  讓我們一起再次讀一下
[00:07:21.000 --> 00:07:23.000]  去了解一下這段經文先講什麼
[00:07:23.000 --> 00:07:24.000]  讓我們一起打開
[00:07:24.000 --> 00:07:27.000]  馬太福音十六章第一節到第四節
[00:07:27.000 --> 00:07:31.000]  馬太福音十六章第一到第四節
[00:07:31.000 --> 00:07:33.000]  我們一起找到之後再讀
[00:07:33.000 --> 00:07:37.000]  法利塞人和撒都該人
[00:07:37.000 --> 00:07:39.000]  老來試探耶穌
[00:07:39.000 --> 00:07:44.000]  請他從天上顯個神跡給他們看
[00:07:44.000 --> 00:07:46.000]  耶穌回答說
[00:07:46.000 --> 00:07:48.000]  晚上天發紅
[00:07:48.000 --> 00:07:52.000]  你們就說天必要請
[00:07:52.000 --> 00:07:55.000]  早晨天發紅又發黑
[00:07:55.000 --> 00:07:59.000]  你們就說今天必有風雨
[00:07:59.000 --> 00:08:02.000]  你們知道分辨天上的氣息
[00:08:02.000 --> 00:08:05.000]  都不能分辨這時候的神跡
[00:08:05.000 --> 00:08:09.000]  一個邪惡淫亂的世代求神跡
[00:08:09.000 --> 00:08:12.000]  除了若拿的神跡以外
[00:08:12.000 --> 00:08:15.000]  再沒有神跡給他們看
[00:08:15.000 --> 00:08:18.000]  耶穌就離開他們去了
[00:08:18.000 --> 00:08:22.000]  我們去做一點回顧
[00:08:22.000 --> 00:08:25.000]  在上文其實我們已經講過了
[00:08:25.000 --> 00:08:27.000]  在第十五章的最後尾
[00:08:27.000 --> 00:08:29.000]  特別是在談論到
[00:08:29.000 --> 00:08:32.000]  為飽四千人這個神跡的裏面
[00:08:32.000 --> 00:08:34.000]  我們總括看到
[00:08:34.000 --> 00:08:37.000]  聖經其實教導侍奉神
[00:08:37.000 --> 00:08:41.000]  是不可以以一種商業的模式
[00:08:41.000 --> 00:08:43.000]  或者觀念去運作的
[00:08:43.000 --> 00:08:45.000]  而是很在乎於那個人
[00:08:45.000 --> 00:08:47.000]  和上帝那個屬靈的關係
[00:08:47.000 --> 00:08:49.000]  是怎樣建立
[00:08:49.000 --> 00:08:51.000]  而一當這個屬靈的關係
[00:08:51.000 --> 00:08:55.000]  是真正完整地去建立開始的時候
[00:08:55.000 --> 00:08:56.000]  這個關係是不會斷的
[00:08:56.000 --> 00:08:58.000]  一直延續下去的
[00:08:58.000 --> 00:09:01.000]  所以當我們在一份屬靈的關係裏面
[00:09:01.000 --> 00:09:03.000]  是被重視的時候
[00:09:03.000 --> 00:09:05.000]  我們就會很自然
[00:09:05.000 --> 00:09:10.000]  會全心全意傾力的去參與在其中
[00:09:10.000 --> 00:09:12.000]  因為我們要知道這份關係
[00:09:12.000 --> 00:09:17.000]  需要去不斷被去栽培的
[00:09:17.000 --> 00:09:19.000]  其實這個觀念不是難理解
[00:09:19.000 --> 00:09:23.000]  好像人與人之間的關係也是一樣
[00:09:23.000 --> 00:09:26.000]  不單止是男女之間的關係
[00:09:26.000 --> 00:09:29.000]  連朋友之間的關係
[00:09:29.000 --> 00:09:30.000]  都是要栽培的
[00:09:30.000 --> 00:09:33.000]  不是說碰面就朋友
[00:09:33.000 --> 00:09:34.000]  不碰面就不是朋友
[00:09:34.000 --> 00:09:37.000]  不是的 是要栽培的
[00:09:37.000 --> 00:09:40.000]  好了 在這個基礎的裏面
[00:09:40.000 --> 00:09:42.000]  我們看到上帝原來
[00:09:42.000 --> 00:09:45.000]  藉著他的憐憫這個屬性
[00:09:45.000 --> 00:09:47.000]  就和我們不斷建立關係
[00:09:47.000 --> 00:09:49.000]  而我們作為他的子民
[00:09:49.000 --> 00:09:53.000]  亦都應該有這份同樣的憐憫人的屬性
[00:09:53.000 --> 00:09:55.000]  來到今天這段聖經
[00:09:55.000 --> 00:09:58.000]  我們發覺來了一批的人
[00:09:58.000 --> 00:10:03.000]  這批的人他們包裝得很漂亮
[00:10:03.000 --> 00:10:07.000]  因為他們包裝在一些宗教術語之下的人
[00:10:07.000 --> 00:10:12.000]  而且他是當時被稱為很虔誠的侍奉者
[00:10:12.000 --> 00:10:15.000]  這班人他們包裝成怎樣樣呢
[00:10:15.000 --> 00:10:17.000]  怎樣的狀態呢
[00:10:17.000 --> 00:10:18.000]  其實對於我們今天作為信徒
[00:10:18.000 --> 00:10:21.000]  亦都有一個很好的提醒和警戒
[00:10:21.000 --> 00:10:23.000]  我們一起去看看這批是什麼人
[00:10:23.000 --> 00:10:27.000]  我們先看第一節 第十六章第一節
[00:10:27.000 --> 00:10:28.000]  十三第一節這樣說
[00:10:28.000 --> 00:10:35.000]  他說 法理塞人和撒到該人來試探耶穌
[00:10:35.000 --> 00:10:41.000]  請他從天上顯個神跡給他們看
[00:10:41.000 --> 00:10:44.000]  首先當我們去觀察一下
[00:10:44.000 --> 00:10:46.000]  這批人的時候
[00:10:46.000 --> 00:10:49.000]  我們不難發現到這批人
[00:10:49.000 --> 00:10:52.000]  真的很懂得包裝自己
[00:10:52.000 --> 00:10:54.000]  這批人從哪裡來的呢
[00:10:54.000 --> 00:10:56.000]  第一我們看這批人是
[00:10:56.000 --> 00:11:01.000]  法理塞人和撒到該人
[00:11:01.000 --> 00:11:04.000]  他們是專誠來到找耶穌的
[00:11:04.000 --> 00:11:06.000]  所以我們看回聖經
[00:11:06.000 --> 00:11:09.000]  他們是來找耶穌的
[00:11:09.000 --> 00:11:11.000]  主動來找耶穌的
[00:11:11.000 --> 00:11:13.000]  然後來到耶穌的時候
[00:11:13.000 --> 00:11:18.000]  他們的討論是很漂亮的
[00:11:18.000 --> 00:11:21.000]  這種情況我都經歷過不少
[00:11:21.000 --> 00:11:23.000]  因為當很多的信徒
[00:11:23.000 --> 00:11:24.000]  譬如我不認識的
[00:11:24.000 --> 00:11:26.000]  在街上有時看到的
[00:11:26.000 --> 00:11:30.000]  我曾經試過有一次去旅行
[00:11:30.000 --> 00:11:32.000]  參加旅行團
[00:11:32.000 --> 00:11:34.000]  在旅行團的過程當中
[00:11:34.000 --> 00:11:36.000]  大家團友
[00:11:36.000 --> 00:11:40.000]  大家團友說話就有團友那種方式
[00:11:40.000 --> 00:11:43.000]  你和我這麼高這麼大
[00:11:43.000 --> 00:11:45.000]  都是給錢你參加這個團
[00:11:45.000 --> 00:11:49.000]  但是到了旅行大約中段的時候
[00:11:49.000 --> 00:11:51.000]  大家開始熟絡了
[00:11:51.000 --> 00:11:53.000]  那個人就問我
[00:11:53.000 --> 00:11:57.000]  跟你談了都見了兩三天了
[00:11:57.000 --> 00:12:00.000]  究竟你是做哪一行的
[00:12:00.000 --> 00:12:04.000]  我說我在加拿大回來香港
[00:12:04.000 --> 00:12:06.000]  然後去旅行的
[00:12:06.000 --> 00:12:09.000]  他說你在加拿大做哪一行的
[00:12:09.000 --> 00:12:12.000]  我說我是做牧師的
[00:12:12.000 --> 00:12:16.000]  當他一聽見我做牧師之後
[00:12:16.000 --> 00:12:20.000]  他就立刻有點呆了
[00:12:20.000 --> 00:12:21.000]  然後我再跟他說
[00:12:21.000 --> 00:12:24.000]  聽你說你在美國來
[00:12:24.000 --> 00:12:28.000]  你在美國是在哪裏活動的
[00:12:28.000 --> 00:12:29.000]  他說我在三藩市
[00:12:29.000 --> 00:12:33.000]  他就自己表露身份了
[00:12:33.000 --> 00:12:35.000]  他就說我是三藩市
[00:12:35.000 --> 00:12:38.000]  一間教會的基督徒來的
[00:12:38.000 --> 00:12:42.000]  說我是那間教會的執事來的
[00:12:42.000 --> 00:12:44.000]  自那天開始
[00:12:44.000 --> 00:12:47.000]  你在整個團裏面他跟你說話
[00:12:47.000 --> 00:12:50.000]  完全跟先前那兩天是完全不同的
[00:12:50.000 --> 00:12:53.000]  因為有個牧師在我身邊過
[00:12:53.000 --> 00:12:55.000]  跟我一起去旅行
[00:12:55.000 --> 00:12:58.000]  他說話謹慎了很多
[00:12:58.000 --> 00:13:01.000]  這班法尼賽人和撒都蓋人
[00:13:01.000 --> 00:13:03.000]  都有這樣的現象
[00:13:03.000 --> 00:13:05.000]  你看看他們來到耶穌面前
[00:13:05.000 --> 00:13:06.000]  說些什麼
[00:13:06.000 --> 00:13:10.000]  他一來到說些很屬靈的東西
[00:13:10.000 --> 00:13:11.000]  他不敢說其他的東西
[00:13:11.000 --> 00:13:14.000]  他說些很屬靈的東西
[00:13:14.000 --> 00:13:22.000]  他說請你從天上顯個神蹟來給我們看
[00:13:22.000 --> 00:13:27.000]  這個要求真的很漂亮
[00:13:27.000 --> 00:13:29.000]  其實弟兄姐妹
[00:13:29.000 --> 00:13:32.000]  法尼賽人、民事祭司
[00:13:32.000 --> 00:13:36.000]  或者其他人來要求宗教領袖
[00:13:36.000 --> 00:13:41.000]  要求耶穌要有神蹟顯現給他們看
[00:13:41.000 --> 00:13:43.000]  這不是第一次
[00:13:43.000 --> 00:13:45.000]  如果我們再仔細看回聖經
[00:13:45.000 --> 00:13:46.000]  我們揭一揭
[00:13:46.000 --> 00:13:48.000]  在馬太福音第十二章
[00:13:48.000 --> 00:13:51.000]  大家揭前兩三章的經文
[00:13:51.000 --> 00:13:57.000]  第十二章的第三十八至第四十二節
[00:13:57.000 --> 00:14:00.000]  我們讀一讀
[00:14:00.000 --> 00:14:03.000]  因為不想花太多時間
[00:14:03.000 --> 00:14:04.000]  講到講過了
[00:14:04.000 --> 00:14:06.000]  有興趣可以上網聽
[00:14:06.000 --> 00:14:11.000]  或者上教會的伺服器聽就可以了
[00:14:11.000 --> 00:14:14.000]  在這裡第十二章第三十八節這樣說
[00:14:14.000 --> 00:14:19.000]  當時有幾個民事和法尼賽人對耶穌說
[00:14:19.000 --> 00:14:25.000]  夫子我們願意你顯個神蹟給我們看
[00:14:25.000 --> 00:14:32.000]  耶穌回答說一個邪惡淫亂的世代求看神蹟
[00:14:32.000 --> 00:14:34.000]  除了先知約拿的神蹟以外
[00:14:34.000 --> 00:14:37.000]  再沒有神蹟給他們看
[00:14:37.000 --> 00:14:40.000]  接著就解釋了約拿的神蹟
[00:14:40.000 --> 00:14:43.000]  約拿三日三夜在大雨的土腹中
[00:14:43.000 --> 00:14:44.000]  人只要這樣也在
[00:14:44.000 --> 00:14:46.000]  三日三夜在地裡頭
[00:14:46.000 --> 00:14:48.000]  然後當審判的時候
[00:14:48.000 --> 00:14:49.000]  尼尼微人要起來
[00:14:49.000 --> 00:14:51.000]  定這世代的罪
[00:14:51.000 --> 00:14:52.000]  因為尼尼微人聽了
[00:14:52.000 --> 00:14:55.000]  約拿所傳的就悔改了
[00:14:55.000 --> 00:14:56.000]  接著就說
[00:14:56.000 --> 00:15:00.000]  看啊這裏有一個人比約拿更大
[00:15:00.000 --> 00:15:01.000]  當審判的時候
[00:15:01.000 --> 00:15:02.000]  南方的女王要起來
[00:15:02.000 --> 00:15:04.000]  定這世代的罪
[00:15:04.000 --> 00:15:05.000]  因為她從地極而來
[00:15:05.000 --> 00:15:08.000]  要聽所羅門智慧的話
[00:15:08.000 --> 00:15:11.000]  看啊這裏有一人比所羅門更大
[00:15:11.000 --> 00:15:13.000]  如果這本聖經是你的
[00:15:13.000 --> 00:15:14.000]  你有筆記簿的
[00:15:14.000 --> 00:15:15.000]  可以把它記下來
[00:15:15.000 --> 00:15:17.000]  或者在程序表記下來
[00:15:17.000 --> 00:15:19.000]  第二天看這段聖經
[00:15:19.000 --> 00:15:23.000]  原來已經不是第一次
[00:15:23.000 --> 00:15:25.000]  有人去找耶穌
[00:15:25.000 --> 00:15:33.000]  獻上兩手神蹟給他們去看
[00:15:33.000 --> 00:15:35.000]  不是第一次了
[00:15:35.000 --> 00:15:38.000]  這次至少在這段聖經裏面
[00:15:38.000 --> 00:15:39.000]  我們也見到
[00:15:39.000 --> 00:15:43.000]  他們來到是再次要求
[00:15:43.000 --> 00:15:44.000]  耶穌給他們看聖蹟
[00:15:44.000 --> 00:15:45.000]  同樣道理
[00:15:45.000 --> 00:15:47.000]  至少同樣情況
[00:15:47.000 --> 00:15:49.000]  都是同一批類似的人
[00:15:49.000 --> 00:15:51.000]  不過這次就轉了一點
[00:15:51.000 --> 00:15:54.000]  法利塞人就不是加文氏祭司
[00:15:54.000 --> 00:15:59.000]  而是加了撒都該人
[00:15:59.000 --> 00:16:00.000]  在這一點上
[00:16:00.000 --> 00:16:01.000]  我們就要了解一下
[00:16:01.000 --> 00:16:05.000]  當時的社會的宗教發展
[00:16:05.000 --> 00:16:07.000]  如果大家了解到
[00:16:07.000 --> 00:16:10.000]  在耶穌年代的時間
[00:16:10.000 --> 00:16:13.000]  撒都該人可以說是
[00:16:13.000 --> 00:16:17.000]  主導了其中一個門派的
[00:16:17.000 --> 00:16:19.000]  猶太教的發展
[00:16:19.000 --> 00:16:21.000]  撒都該人當然
[00:16:21.000 --> 00:16:22.000]  我們曾經說過
[00:16:22.000 --> 00:16:25.000]  撒都該人對於復活的問題
[00:16:25.000 --> 00:16:29.000]  是有他自己另外一套的看法
[00:16:29.000 --> 00:16:31.000]  和法利塞人可以說是
[00:16:31.000 --> 00:16:34.000]  完全相反的
[00:16:34.000 --> 00:16:39.000]  不過兩派不同神學的人
[00:16:39.000 --> 00:16:40.000]  對復活的看法
[00:16:40.000 --> 00:16:42.000]  完全不同的人
[00:16:42.000 --> 00:16:45.000]  卻可以走在一起
[00:16:45.000 --> 00:16:49.000]  集中攻擊耶穌呢
[00:16:49.000 --> 00:16:51.000]  所以從聖經裡面
[00:16:51.000 --> 00:16:52.000]  自己都告訴我們
[00:16:52.000 --> 00:16:54.000]  當人犯罪的時候
[00:16:54.000 --> 00:16:57.000]  可以不理上帝的神學
[00:16:57.000 --> 00:16:58.000]  或者他自己
[00:16:58.000 --> 00:16:59.000]  就算是自己的神學
[00:16:59.000 --> 00:17:03.000]  他都可以把他完全放在一旁
[00:17:03.000 --> 00:17:06.000]  在這個陳述裡面
[00:17:06.000 --> 00:17:07.000]  其實明言道
[00:17:07.000 --> 00:17:12.000]  這幫人是來試探耶穌
[00:17:12.000 --> 00:17:14.000]  所以這幫人來到
[00:17:14.000 --> 00:17:18.000]  不是帶著善意的
[00:17:18.000 --> 00:17:20.000]  他們來看神蹟
[00:17:20.000 --> 00:17:22.000]  不是要求真的可以
[00:17:22.000 --> 00:17:25.000]  在自己的靈性上面得到詛咒
[00:17:25.000 --> 00:17:28.000]  他們希望的是
[00:17:28.000 --> 00:17:30.000]  去將耶穌給下去
[00:17:30.000 --> 00:17:33.000]  甚至將耶穌摧毀
[00:17:33.000 --> 00:17:36.000]  這個陳述也不只是這裡有的
[00:17:36.000 --> 00:17:38.000]  在先前的聖經裡面
[00:17:38.000 --> 00:17:39.000]  也都講過好幾次
[00:17:39.000 --> 00:17:40.000]  讓我們知道
[00:17:40.000 --> 00:17:43.000]  原來這幫人已經定義
[00:17:43.000 --> 00:17:48.000]  要設計謀來陷害耶穌
[00:17:48.000 --> 00:17:50.000]  只不過這種陷害的情況
[00:17:50.000 --> 00:17:51.000]  由最初的
[00:17:51.000 --> 00:17:54.000]  只是可以踐踏下你
[00:17:54.000 --> 00:17:55.000]  讓你沒有面子
[00:17:55.000 --> 00:17:56.000]  在這個社會裡面
[00:17:56.000 --> 00:17:59.000]  繼續去招攬人
[00:17:59.000 --> 00:18:00.000]  到現在後來
[00:18:00.000 --> 00:18:03.000]  越來越走向一個極端的狀態
[00:18:03.000 --> 00:18:06.000]  就是要將耶穌除掉
[00:18:06.000 --> 00:18:07.000]  這個這樣的發展
[00:18:07.000 --> 00:18:08.000]  其實在馬太封陰
[00:18:08.000 --> 00:18:09.000]  越來越激烈
[00:18:09.000 --> 00:18:11.000]  我可以鼓勵大家
[00:18:11.000 --> 00:18:13.000]  去自己也都看一下
[00:18:13.000 --> 00:18:16.000]  這段經文的往後的發展
[00:18:16.000 --> 00:18:19.000]  看看那個發展是有多激烈
[00:18:19.000 --> 00:18:20.000]  但是從這段聖經裡面
[00:18:20.000 --> 00:18:24.000]  我發現了試探這個字眼
[00:18:24.000 --> 00:18:26.000]  絕對是一個
[00:18:26.000 --> 00:18:29.000]  來者不善的行為
[00:18:29.000 --> 00:18:31.000]  最典型的例子
[00:18:31.000 --> 00:18:34.000]  也都第一次我在聖經裡面
[00:18:34.000 --> 00:18:38.000]  看到使用試探這個字眼
[00:18:38.000 --> 00:18:39.000]  就在第四章
