
[00:00:00.000 --> 00:00:05.000]  大家知道MJ是什麼來的嗎?
[00:18:10.000 --> 00:18:16.000]  不同的問題在我們的生命,我們是靠什麼
[00:18:16.000 --> 00:18:21.000]  我們是靠着我們相信神的話語
[00:18:21.000 --> 00:18:33.000]  跟相信他的聖靈可以幫助我們度過我們所面對的挑戰來處理
[00:18:33.000 --> 00:18:44.000]  還是匆匆忙忙去找人,找不同的方式來去處理這些問題
[00:18:44.000 --> 00:18:52.000]  我的意思也不是說我們不要找人或跟人家講
[00:18:52.000 --> 00:18:56.000]  我的意思是說你第一個事情的時候,你去做的時候
[00:18:56.000 --> 00:19:01.000]  是先依靠神還是依靠人
[00:19:01.000 --> 00:19:04.000]  因爲第一點我已經講好了,你可以找人
[00:19:04.000 --> 00:19:08.000]  但是重要的是你是找對的對象
[00:19:08.000 --> 00:19:12.000]  因爲你找錯人就會害到你
[00:19:12.000 --> 00:19:18.000]  所以當你相信神有給你他的話語,給你他的應許
[00:19:18.000 --> 00:19:24.000]  給你怎麼樣教導你,怎麼樣處理你生命的情況的時候
[00:19:24.000 --> 00:19:33.000]  那你就願意不願意去跟着他所給你顯像看到的去做呢
[00:19:33.000 --> 00:19:40.000]  還是你懷疑着,還是想不可能
[00:19:40.000 --> 00:19:43.000]  我沒有這個信心
[00:19:43.000 --> 00:19:47.000]  信心很多時候開始不是沒有的
[00:19:47.000 --> 00:19:57.000]  我們第一個面對問題的時候,我們是用我們的邏輯來開始想我們的問題
[00:19:57.000 --> 00:20:03.000]  很少立刻到跟神說,神啊你怎麼樣幫助我
[00:20:03.000 --> 00:20:07.000]  在你裏面我可以怎麼樣去做
[00:20:07.000 --> 00:20:14.000]  我們是用邏輯先採取,用靈上面的去思想這個事情
[00:20:14.000 --> 00:20:17.000]  包括我們做基督徒我們是一樣
[00:20:17.000 --> 00:20:22.000]  我不是說邏輯我們不要用,兩個都要用
[00:20:22.000 --> 00:20:27.000]  但是最後到最後你的決定是照着你自己的聰明
[00:20:27.000 --> 00:20:32.000]  還是照着神的話語去辦呢
[00:20:32.000 --> 00:20:39.000]  就是你相信神的話語還是你相信自己的問題
[00:20:39.000 --> 00:20:46.000]  當你相信神的話語的時候,你應該要行出來第二點
[00:20:46.000 --> 00:20:53.000]  你看在這個經文裏面你可以看到五次
[00:20:53.000 --> 00:20:58.000]  英文寫的是command這個字,命令
[00:20:58.000 --> 00:21:04.000]  用了五次,十二節,十五節裏面三次
[00:21:04.000 --> 00:21:08.000]  然後二十節一次
[00:21:08.000 --> 00:21:16.000]  還有九節裏面三次講到耶穌要照着神吩咐的去做
[00:21:16.000 --> 00:21:19.000]  或照着摩西所吩咐的去做
[00:21:19.000 --> 00:21:25.000]  然後十五節講到耶穌要這樣的去做
[00:21:25.000 --> 00:21:35.000]  還有七節,二十三節都講到耶穌要照着神去做的意思也在裏面
[00:21:35.000 --> 00:21:40.000]  所以如果你全部加起來差不多十次
[00:21:40.000 --> 00:21:57.000]  這張經文告訴我們耶穌照着神所吩咐摩西給他們的命令或指示,照着神的話語去做
[00:21:57.000 --> 00:22:09.000]  我們可以看到四個事情可以看到耶穌要真正的去做
[00:22:09.000 --> 00:22:19.000]  就是在第九節,他用火焚燒他們的馬車
[00:22:19.000 --> 00:22:26.000]  把馬的蹄筋砍斷
[00:22:26.000 --> 00:22:39.000]  還有就第二個在十節裏面看到就是他把這些王全部都殺掉
[00:22:39.000 --> 00:22:47.000]  然後第三在十一節,他把全部的那些他們的敵人都殺死了
[00:22:47.000 --> 00:22:56.000]  還有第四在十一節裏面也是他把下朔還是燒掉
[00:22:56.000 --> 00:23:06.000]  但是有些城他們沒有,他們把他們打敗拿掉
[00:23:06.000 --> 00:23:08.000]  有些東西他們留下
[00:23:08.000 --> 00:23:18.000]  因爲神在早的經文章裏面看到神讓他們,特別他們打艾成過後
[00:23:18.000 --> 00:23:24.000]  神就讓他們收下這些東西,有些東西他們可以收下自己用
[00:23:24.000 --> 00:23:40.000]  但是我們可以看到,他們照着神的話語去做的時候,神就給他們贏這個戰
[00:23:40.000 --> 00:23:43.000]  打敗他們的敵人
[00:23:43.000 --> 00:23:55.000]  這個猶太人的歷史家Josephus他記錄這個故事裏面的事情
[00:23:55.000 --> 00:24:13.000]  他記錄他說,當時這個以色列人的敵人他們有三百三十萬的兵,是走路的那些兵
[00:24:13.000 --> 00:24:30.000]  跑步的跑路的那些兵,十千就是一萬的馬,然後兩萬的馬車
[00:24:30.000 --> 00:24:38.000]  全部被以色列人打敗,不是燒就打死
[00:24:38.000 --> 00:24:49.000]  一個以色列人都沒有收,一隻馬或馬車都沒有留下
[00:24:49.000 --> 00:24:58.000]  神只是給他們留下那些羊啊牛啊,在史經裏面看到
[00:24:58.000 --> 00:25:09.000]  因爲神允許了他們,他們雖然什麼都沒有,什麼兵器跟這些敵人來比的時候
[00:25:09.000 --> 00:25:17.000]  什麼都沒有他們好,但是打敗這些的敵人
[00:25:17.000 --> 00:25:31.000]  在我們這一代的,我們活在這一代的時候
[00:25:31.000 --> 00:25:51.000]  我們很多時候就是注重什麼?注重我們自我的去向,就是英文說self realization, self actualization,就是自我完成這種的概念
[00:25:51.000 --> 00:26:01.000]  但是你真正去想,這種的思想的根是什麼?
[00:26:01.000 --> 00:26:06.000]  他的根就是自己爲自己去着想
[00:26:06.000 --> 00:26:18.000]  在這種的思想裏面,神沒有他的位置,沒有排到你自己的座位
[00:26:18.000 --> 00:26:26.000]  神是在你下面的,所以這種思想影響到我們今天的基督徒
[00:26:26.000 --> 00:26:33.000]  使得我們不能完全的照神的話語去做
[00:26:33.000 --> 00:26:41.000]  因爲我們所要做的都是爲自己,誰的錯呢?
[00:26:41.000 --> 00:26:47.000]  如果我們不是基督徒,我們就是說社會的錯,對不對?
[00:26:47.000 --> 00:26:56.000]  但是我們知道做基督徒,我們知道錯是在我們自己的罪的問題
[00:26:56.000 --> 00:27:01.000]  爲什麼我們這一代的人會這樣呢?我們也要負責任
[00:27:01.000 --> 00:27:18.000]  爲什麼?因爲我們做基督徒的沒有好好的教導我們年輕那一代的怎麼樣去愛神多過愛自己
[00:27:18.000 --> 00:27:30.000]  因爲聖經很清楚的,我們要愛他,用我們全心全意,我們的力量,我們的腦子都來愛他
[00:27:30.000 --> 00:27:40.000]  用我們的第二皮質來愛我們的鄰居或愛人,如愛我們自己
[00:27:40.000 --> 00:27:54.000]  所以很多時候我們不能照着神的話語去做,因爲我們要保護我們自己
[00:27:54.000 --> 00:28:16.000]  不但這樣運作自我完成的思想,我們很多時候只是用人多過愛人
[00:28:16.000 --> 00:28:29.000]  好像我們喫飯用紙盤子,用完就丟了,這種用法
[00:28:29.000 --> 00:28:43.000]  我記得我看到一個笑話的CG,他講到一個年輕的女孩子,她喜歡一個男孩子
[00:28:43.000 --> 00:28:56.000]  因爲這個男孩子是打籃球隊的團長,所以很多人喜歡她,特別是女孩子
[00:28:56.000 --> 00:29:16.000]  但是他希望她可以在學校裏面做一個被每個人歡迎的女孩子,所以他就想方法吸引這個男孩子跟她在一起
[00:29:16.000 --> 00:29:33.000]  然後他也會有人當做偶像去歡迎她,他家裏很有錢,他就給那個男孩子一個金的戒指,很大的
[00:29:33.000 --> 00:29:43.000]  然後給他一個手錶,也是金的很大的,給他一個摩托車,跟皮的外套也是給他
[00:29:43.000 --> 00:29:53.000]  然後那個男孩子就每天跟他在一起,給他最好的照顧
[00:29:53.000 --> 00:30:13.000]  很多學生們看到了就很羨慕他這個女孩子,當他變成被人接納被人歡迎的時候,他就跟這個男孩子分手,分手以後他就說把東西全部還給我
[00:30:13.000 --> 00:30:32.000]  我們分手了你這些東西要還給我,所以看到我們的人在這一代的,雖然只是一個戲來的,但是可以看到我們的自我在我們的社會里面是很強的
[00:30:32.000 --> 00:30:58.000]  我們只會利用人,不會愛人,所以我們如果教會是一個避難所,教會想象出神的愛的時候,我們怎麼樣去學習彼此相愛,彼此照顧,彼此的憐憫,彼此的關懷
[00:30:58.000 --> 00:31:22.000]  我們應該做基督徒的,要在這種方面去努力去用功,所以如果我們相信神的話,我們要行出神的話
[00:31:22.000 --> 00:31:37.000]  第三,就是要忍耐的等候神,這段經文裏面告訴我們什麼,以色列人他們打這個戰的時候,他們面對這個問題,他們在打這個戰的時候
[00:31:37.000 --> 00:31:54.000]  他們打這個戰很長的時間,聖經說他們掙扎了許多年,許多年不是許多個鐘頭,十八節裏面講
[00:31:54.000 --> 00:32:11.000]  這個是因爲他們在打愛城的時候,他們沒有尋求神的旨意,他們只是用他們自己的方法,自己的願望,自己的想法去打這個戰,打敗戰以後
[00:32:11.000 --> 00:32:25.000]  神就讓他們從那時開始就讓他們自己去打他們的戰,上次我們看到就是神就把那個神蹟都沒有給他們以後
[00:32:25.000 --> 00:32:42.000]  打耶利哥城的時候,他們手都不必起手,只是跑幾圈那個城市就被打到,愛城的時候他們悔改以後,神纔給他們打,打完打贏
[00:32:42.000 --> 00:32:55.000]  然後還有神蹟,因爲上次我們看到還有神蹟,但是過了這個時候,神蹟都全部沒有,所以到這個戰真的神蹟都沒有了,所以他們要靠什麼?
[00:32:55.000 --> 00:33:09.000]  靠自己的能力去打這個戰,但是也是靠着信心,神允許的,你會打贏,繼續的,忍耐的,應着神的允許,忍耐下去去打這個戰
[00:33:09.000 --> 00:33:30.000]  打了好多年,聖經告訴我們,還有一個原因爲什麼他們要打這樣長的戰,二十節裏面告訴我們,因爲神使到這些敵人的心硬,剛硬起來
[00:33:30.000 --> 00:33:47.000]  所以你們就是說,意思就是說,他們怎麼樣打敗他們,他們都不會放棄,因爲他們剛硬了,他們要起來就要打,有機會就要打,他們不願意認輸
[00:33:47.000 --> 00:34:10.000]  就像你看那個戲的時候,那個功夫的戲,怎麼樣打那個英雄都不死的,都要爬起來的,他們硬做這樣就打了好多年的時間,但是耶穌有放棄嗎?
[00:34:10.000 --> 00:34:33.000]  沒有,他繼續相信神的話,神說我會把這些你的敵人給你,這些敵我他都會給你,你要相信我,應着這個允許,耶穌要繼續的在這個戰爭裏面再打
[00:34:33.000 --> 00:34:42.000]  我們做人的時候,我們在生命裏面,很多時候我們可以在這種情況做什麼呢?
[00:34:42.000 --> 00:35:05.000]  我們可以強定我們自己來告訴自己說,好,我就堅定打這個戰,打了一段的時間就不行了,就開始懷疑了
[00:35:05.000 --> 00:35:21.000]  開始懷疑以後,我們就開始想用什麼方法去解決我們的問題,不能解決的時候,我們就跑掉,離開,跑掉
[00:35:21.000 --> 00:35:42.000]  這是我們不依靠神的,這樣去做,就是當我們面對婚姻裏面有問題的時候,我們堅定我們的心,繼續在這個婚姻裏面來肯住
[00:35:42.000 --> 00:36:03.000]  所以你看有些夫妻,他們在婚姻裏面很痛苦,但是還是堅定在裏面,但是等到孩子全部長大了以後,出去工作了,他們怎麼?離婚
[00:36:03.000 --> 00:36:20.000]  對不對?有機會就是分開,可以有這個堅定下去,用自己的能力,但是有機會的時候就跑掉了
[00:36:20.000 --> 00:36:35.000]  或在工作上面對問題,不能解決,爲了他飯碗,我們堅定,如果找到好的工作就立刻跑,是不是?
[00:36:35.000 --> 00:36:52.000]  通常我們解決問題就是這樣,但是我們沒有想到我們可以靠着神,靠着神的話語,靠着神的允許去處理這個問題
