
[00:00:00.000 --> 00:00:10.000]  最近前幾個禮拜我們就講到基督是誰
[00:01:44.000 --> 00:01:48.000]  你應該跟主禱告 主啊 求主你今天跟我說話
[00:01:48.000 --> 00:01:52.000]  讓我對你認識更多 Amen
[00:01:52.000 --> 00:01:56.000]  追蘇我們禱告 求你打開我們的心眼
[00:01:56.000 --> 00:01:59.000]  今天我們來到這個地方
[00:01:59.000 --> 00:02:02.000]  讓我們的心渴慕要認識你
[00:02:02.000 --> 00:02:08.000]  因為唯有認識你 才是我們這一生最寶貴的
[00:02:08.000 --> 00:02:12.000]  求主打開我們 賜給我們悟性
[00:02:12.000 --> 00:02:14.000]  開啟我們的心竅
[00:02:14.000 --> 00:02:16.000]  只要我們能夠明白你的道
[00:02:16.000 --> 00:02:20.000]  奉耶穌基督的名禱告 Amen
[00:02:20.000 --> 00:02:23.000]  在我們凝涼堂聚會已經有一段時間了
[00:02:23.000 --> 00:02:25.000]  一定大概會知道
[00:02:25.000 --> 00:02:26.000]  當我們信了耶穌之後
[00:02:26.000 --> 00:02:30.000]  這個叫做得救 對不對 是不是
[00:02:30.000 --> 00:02:35.000]  那麼得救呢 接下來要做什麼
[00:02:35.000 --> 00:02:38.000]  就坐著等有一天主耶穌再來
[00:02:38.000 --> 00:02:41.000]  把我們接到天上去 是嗎
[00:02:41.000 --> 00:02:45.000]  過去很多中國教會就是這樣子一個心態
[00:02:45.000 --> 00:02:53.000]  所以叫做禮拜 聚會 坐在那邊做禮拜
[00:02:53.000 --> 00:02:56.000]  不是的
[00:02:56.000 --> 00:02:59.000]  我們信了耶穌 我們得救之後
[00:02:59.000 --> 00:03:04.000]  主要我們繼續的追求要做一個得勝者
[00:03:04.000 --> 00:03:09.000]  講得勝這個觀念就談到獎賞
[00:03:09.000 --> 00:03:14.000]  我再說 有人說 牧師啊 這會不會太功利了
[00:03:14.000 --> 00:03:17.000]  你們都太屬靈了
[00:03:17.000 --> 00:03:19.000]  你們都太聖潔了
[00:03:19.000 --> 00:03:23.000]  你們信耶穌完全因為被主的愛感動 是不是
[00:03:23.000 --> 00:03:27.000]  是嗎 是啊
[00:03:27.000 --> 00:03:31.000]  感謝主 應該是 對不對
[00:03:31.000 --> 00:03:33.000]  但是另外一方面
[00:03:33.000 --> 00:03:35.000]  你做任何事情你都會有一個動力
[00:03:35.000 --> 00:03:36.000]  有一個動機 是不是
[00:03:36.000 --> 00:03:39.000]  請問你為什麼要工作
[00:03:39.000 --> 00:03:41.000]  賺錢 很簡單 對不對
[00:03:41.000 --> 00:03:46.000]  為什麼要賺錢 養家 很簡單 就這麼簡單 是不是
[00:03:46.000 --> 00:03:53.000]  你說沒有 我賺錢是為了滿足我人生的這種的理想
[00:03:53.000 --> 00:03:56.000]  在今天很難了 是吧
[00:03:56.000 --> 00:04:01.000]  今天很難 我三個月都開始工作了
[00:04:01.000 --> 00:04:04.000]  他們慢慢開始感覺到社會的現實面
[00:04:04.000 --> 00:04:10.000]  真盼望能夠想去哪裡就去哪裡
[00:04:10.000 --> 00:04:15.000]  要去旅行就去旅行
[00:04:15.000 --> 00:04:21.000]  然後呢 工作賺錢又可以養家糊口
[00:04:21.000 --> 00:04:24.000]  有這麼好的工作嗎 有沒有
[00:04:24.000 --> 00:04:29.000]  老闆給我一年 我什麼時候要請假出去
[00:04:29.000 --> 00:04:34.000]  他就讓我請假出去 有這麼好的事嗎 有沒有
[00:04:34.000 --> 00:04:40.000]  自己做老闆 我告訴你更忙
[00:04:40.000 --> 00:04:44.000]  人家都休假你不能休假
[00:04:44.000 --> 00:04:49.000]  所以我們一定要知道
[00:04:49.000 --> 00:04:51.000]  我們人生的目的是什麼 是不是
[00:04:51.000 --> 00:04:53.000]  工作的目的是什麼
[00:04:53.000 --> 00:04:55.000]  我們基督徒我們活在這個世上
[00:04:55.000 --> 00:04:56.000]  跟這個世界的人什麼不一樣
[00:04:56.000 --> 00:05:00.000]  我們人生的目的是什麼
[00:05:00.000 --> 00:05:05.000]  我們信了耶穌之後你還要追求什麼
[00:05:05.000 --> 00:05:08.000]  所以基督徒要有一個動力
[00:05:08.000 --> 00:05:10.000]  聖經上告訴我們這件事情
[00:05:10.000 --> 00:05:12.000]  將來有一天當主耶穌再來的時候
[00:05:12.000 --> 00:05:14.000]  所有的神的兒女們
[00:05:14.000 --> 00:05:18.000]  凡信他的都能夠進入神的國 對不對
[00:05:18.000 --> 00:05:21.000]  但是呢 只有那一些得勝的
[00:05:21.000 --> 00:05:26.000]  要與他一同做寶座 看到沒有
[00:05:26.000 --> 00:05:28.000]  所以這是為什麼我們信了耶穌之後
[00:05:28.000 --> 00:05:31.000]  不要停在那個地方 要繼續追求得勝
[00:05:31.000 --> 00:05:35.000]  但是呢 在羅馬書裡面又把這一個得救
[00:05:35.000 --> 00:05:40.000]  用了另外一個叫做稱義
[00:05:40.000 --> 00:05:44.000]  稱義 義是什麼
[00:05:44.000 --> 00:05:47.000]  義就是標準 標準在哪裡
[00:05:47.000 --> 00:05:51.000]  神就是義 神的義
[00:05:51.000 --> 00:05:54.000]  今天我們達不到神的標準
[00:05:54.000 --> 00:05:57.000]  所以我們都是罪人 懂這意思嗎
[00:05:57.000 --> 00:06:00.000]  今天罪人沒有辦法來到上帝的面前
[00:06:00.000 --> 00:06:02.000]  沒有辦法與神和好
[00:06:02.000 --> 00:06:04.000]  我們必須要解決罪的問題
[00:06:04.000 --> 00:06:06.000]  因此耶穌基督為我們釘在十字架上面
[00:06:06.000 --> 00:06:09.000]  因著祂的血
[00:06:09.000 --> 00:06:13.000]  祂一支的線上就成了永遠的贖罪劇
[00:06:13.000 --> 00:06:17.000]  因此我們今天可以因信稱義
[00:06:17.000 --> 00:06:19.000]  懂這意思嗎
[00:06:19.000 --> 00:06:23.000]  我們可以因信稱義
[00:06:23.000 --> 00:06:26.000]  我們因信稱義之後保留在羅馬書裡面
[00:06:26.000 --> 00:06:30.000]  又繼續提到稱義之後要怎麼樣
[00:06:30.000 --> 00:06:33.000]  要追求成聖
[00:06:33.000 --> 00:06:40.000]  所以今天我們就要講到成聖
[00:06:40.000 --> 00:06:44.000]  什麼叫成聖
[00:06:44.000 --> 00:06:46.000]  當你講到
[00:06:46.000 --> 00:06:50.000]  我們中國人稱這個口老夫子叫什麼
[00:06:50.000 --> 00:06:54.000]  叫什麼 孔夫子
[00:06:54.000 --> 00:06:58.000]  聖人 我們稱他孔夫子叫聖人
[00:06:58.000 --> 00:07:01.000]  聖人 弟兄姊妹
[00:07:01.000 --> 00:07:07.000]  當你講一個人是聖人 你的概念是什麼
[00:07:07.000 --> 00:07:09.000]  高高在上
[00:07:09.000 --> 00:07:14.000]  聖人代表就是他的道德水平很高
[00:07:14.000 --> 00:07:17.000]  聖人給我們一個概念就是他好像很完美
[00:07:17.000 --> 00:07:21.000]  他好像生活各方面
[00:07:21.000 --> 00:07:26.000]  特別是他是一個道德標準很高的人
[00:07:26.000 --> 00:07:30.000]  是不是
[00:07:30.000 --> 00:07:32.000]  那親愛的同志們
[00:07:32.000 --> 00:07:35.000]  今天在我們凌涼堂有誰是聖人
[00:07:35.000 --> 00:07:37.000]  舉下手
[00:07:37.000 --> 00:07:39.000]  葛穆斯
[00:07:39.000 --> 00:07:41.000]  我就知道你會說葛穆斯
[00:07:41.000 --> 00:07:48.000]  葛穆斯是聖人 那是葛夫子了
[00:07:48.000 --> 00:07:50.000]  可是你知道嗎
[00:07:50.000 --> 00:07:55.000]  在聖經裡面講到成聖這個字
[00:07:55.000 --> 00:08:00.000]  這個字在原文的意思
[00:08:00.000 --> 00:08:05.000]  它的意思是一個奉獻給神的
[00:08:05.000 --> 00:08:09.000]  是分別的 是與眾不同的
[00:08:09.000 --> 00:08:17.000]  所以我們中文翻譯有一句話說分別為聖
[00:08:17.000 --> 00:08:20.000]  那請問
[00:08:20.000 --> 00:08:25.000]  如果說今天我們凌涼堂
[00:08:25.000 --> 00:08:27.000]  你們說只有穆斯是聖人
[00:08:27.000 --> 00:08:30.000]  那你們是什麼人
[00:08:30.000 --> 00:08:32.000]  凡夫凡人
[00:08:32.000 --> 00:08:34.000]  多凡啊
[00:08:34.000 --> 00:08:36.000]  少煩我
[00:08:36.000 --> 00:08:37.000]  凡人
[00:08:37.000 --> 00:08:38.000]  什麼叫凡人
[00:08:38.000 --> 00:08:39.000]  你看到沒有
[00:08:39.000 --> 00:08:42.000]  這些東西都是世界上的觀念
[00:08:42.000 --> 00:08:43.000]  你信了耶穌之後
[00:08:43.000 --> 00:08:48.000]  你要慢慢把你從世界上面從文化裡面所帶來的這些觀念
[00:08:48.000 --> 00:08:49.000]  一把把洗掉 洗掉 洗掉
[00:08:49.000 --> 00:08:52.000]  直到被基督的話所充滿
[00:08:52.000 --> 00:08:55.000]  聖經裡面講到什麼叫聖人
[00:08:55.000 --> 00:08:56.000]  親愛的同志們
[00:08:56.000 --> 00:08:59.000]  你知道嗎 你是聖徒啊
[00:08:59.000 --> 00:09:02.000]  保羅說我們是聖徒啊 你知道嗎
[00:09:02.000 --> 00:09:06.000]  保羅在《哥林多前書》
[00:09:06.000 --> 00:09:09.000]  稱呼這些哥林多教會的人
[00:09:09.000 --> 00:09:11.000]  這些哥林多教會是一個問題教會
[00:09:11.000 --> 00:09:12.000]  有很多的問題在裡面
[00:09:12.000 --> 00:09:14.000]  有道德上的問題
[00:09:14.000 --> 00:09:15.000]  有這些的驕傲的問題
[00:09:15.000 --> 00:09:18.000]  有這些炫耀的問題等等
[00:09:18.000 --> 00:09:25.000]  但是保羅稱他們是聖徒
[00:09:25.000 --> 00:09:27.000]  所以親愛的同志們
[00:09:27.000 --> 00:09:29.000]  你就是聖徒
[00:09:29.000 --> 00:09:30.000]  跟你旁邊說
[00:09:30.000 --> 00:09:32.000]  你問一下他姓什麼
[00:09:32.000 --> 00:09:36.000]  他姓王就跟他講王聖徒
[00:09:36.000 --> 00:09:37.000]  彼此稱呼一下
[00:09:37.000 --> 00:09:41.000]  王聖徒 陳聖徒 李聖徒 劉聖徒
[00:09:41.000 --> 00:09:48.000]  楊聖徒 馬聖徒
[00:09:48.000 --> 00:09:50.000]  親愛的同志們 不要笑
[00:09:50.000 --> 00:09:52.000]  當別人稱你聖徒的時候
[00:09:52.000 --> 00:09:54.000]  你如何感覺
[00:09:54.000 --> 00:09:56.000]  哎呀 擔當不起啊
[00:09:56.000 --> 00:10:00.000]  親愛的同志們 你要知道
[00:10:00.000 --> 00:10:03.000]  當我們信耶穌的那一刻
[00:10:03.000 --> 00:10:06.000]  主就已經把我們與這個世界
[00:10:06.000 --> 00:10:09.000]  把它分別出來了
[00:10:09.000 --> 00:10:14.000]  了解這個意思嗎
[00:10:14.000 --> 00:10:19.000]  所以我們是被分別出來的一群人
[00:10:19.000 --> 00:10:21.000]  教會是什麼
[00:10:21.000 --> 00:10:26.000]  教會是一群被呼召的人
[00:10:26.000 --> 00:10:28.000]  這一群被呼召的人
[00:10:28.000 --> 00:10:30.000]  他們聚集在一起
[00:10:30.000 --> 00:10:33.000]  在那邊敬拜神 傳揚神
[00:10:33.000 --> 00:10:35.000]  這個叫做教會
[00:10:35.000 --> 00:10:37.000]  從哪裡呼召出來
[00:10:37.000 --> 00:10:41.000]  從這個世界把我們呼召出來
[00:10:41.000 --> 00:10:43.000]  所以這叫分別
[00:10:43.000 --> 00:10:46.000]  所以請問
[00:10:46.000 --> 00:10:49.000]  這個聖徒之所以聖
[00:10:49.000 --> 00:10:52.000]  是因為什麼聖啊
[00:10:52.000 --> 00:10:55.000]  是因為他道德標準比較高嗎
[00:10:55.000 --> 00:10:58.000]  是因為他的生活行為比較高尚嗎
[00:10:58.000 --> 00:11:00.000]  不是
[00:11:00.000 --> 00:11:03.000]  是因為他信了耶穌
[00:11:03.000 --> 00:11:06.000]  耶穌把他分別出來
[00:11:06.000 --> 00:11:09.000]  請問耶路撒冷為什麼叫聖地
[00:11:09.000 --> 00:11:11.000]  為什麼
[00:11:11.000 --> 00:11:15.000]  為什麼聖地
[00:11:15.000 --> 00:11:17.000]  那個地方比較乾淨
[00:11:17.000 --> 00:11:19.000]  有沒有去過耶路撒冷
[00:11:19.000 --> 00:11:21.000]  有沒有
[00:11:21.000 --> 00:11:23.000]  有沒有比較乾淨
[00:11:23.000 --> 00:11:26.000]  你要乾淨你不要到那邊去找乾淨
[00:11:26.000 --> 00:11:27.000]  是不是
[00:11:27.000 --> 00:11:29.000]  你要找平安你不要到那邊去找平安
[00:11:29.000 --> 00:11:31.000]  其實那個地方中東是一個
[00:11:31.000 --> 00:11:34.000]  可以說是一個炸藥庫
[00:11:34.000 --> 00:11:36.000]  經常有這個尾巴衝突
[00:11:36.000 --> 00:11:38.000]  所以到聖地去旅遊的時候
[00:11:38.000 --> 00:11:42.000]  你還有時候需要面臨一些危險的
[00:11:42.000 --> 00:11:46.000]  請問聖地之所以是聖地
[00:11:46.000 --> 00:11:49.000]  為什麼叫聖地
[00:11:49.000 --> 00:11:51.000]  因為什麼
[00:11:51.000 --> 00:11:55.000]  因為耶穌在那邊
[00:11:55.000 --> 00:11:57.000]  耶穌曾經在那邊
[00:11:57.000 --> 00:11:58.000]  他的腳中形著
[00:11:58.000 --> 00:12:00.000]  所以把它叫聖地對不對
[00:12:00.000 --> 00:12:02.000]  所以它是一個與眾不同的
[00:12:02.000 --> 00:12:04.000]  與別的地方不一樣的
[00:12:04.000 --> 00:12:08.000]  這個叫聖地
[00:12:08.000 --> 00:12:11.000]  所以聖結是這樣的意思
[00:12:11.000 --> 00:12:15.000]  你看歌羅西書第一章
[00:12:15.000 --> 00:12:17.000]  第一章21節他說
[00:12:17.000 --> 00:12:19.000]  你們從前與神隔絕
[00:12:19.000 --> 00:12:20.000]  因此惡行心裡與他為敵
[00:12:20.000 --> 00:12:24.000]  但如今他藉著基督的肉身受死
[00:12:24.000 --> 00:12:26.000]  叫你們與自己和好
[00:12:26.000 --> 00:12:29.000]  都成了聖結
[00:12:29.000 --> 00:12:31.000]  接下來他又形容什麼呢
[00:12:31.000 --> 00:12:34.000]  沒有瑕疵
[00:12:34.000 --> 00:12:36.000]  沒有瑕疵
[00:12:36.000 --> 00:12:38.000]  無可責備
[00:12:38.000 --> 00:12:40.000]  他形容這兩件事情
[00:12:40.000 --> 00:12:43.000]  什麼叫沒有瑕疵
[00:12:43.000 --> 00:12:47.000]  神要我們成聖結分別出來
[00:12:47.000 --> 00:12:49.000]  而且是要沒有瑕疵
[00:12:49.000 --> 00:12:51.000]  沒有瑕疵就是沒有汙點
[00:12:51.000 --> 00:12:54.000]  沒有瑕疵的意思
[00:12:54.000 --> 00:12:57.000]  這個概念是要從舊耶你們來了解
[00:12:57.000 --> 00:12:59.000]  舊耶他們在獻祭的時候
[00:12:59.000 --> 00:13:03.000]  不管是獻牛獻羊或者是獻鴿子
[00:13:03.000 --> 00:13:06.000]  窮一點的人獻鴿子
[00:13:06.000 --> 00:13:08.000]  他們獻的這些的時候
[00:13:08.000 --> 00:13:12.000]  他們要沒有瑕疵的沒有汙點的
[00:13:12.000 --> 00:13:14.000]  什麼意思
[00:13:14.000 --> 00:13:17.000]  瞎眼的羊可不可以獻
[00:13:17.000 --> 00:13:22.000]  不可以
[00:13:22.000 --> 00:13:25.000]  任何有一些的汙點
[00:13:25.000 --> 00:13:27.000]  任何的瑕疵不可以獻的
[00:13:27.000 --> 00:13:30.000]  舊耶用這一個獻祭的觀念
[00:13:30.000 --> 00:13:34.000]  來表明一件事情
[00:13:34.000 --> 00:13:37.000]  這個叫做聖結
[00:13:37.000 --> 00:13:41.000]  沒有汙點瑕疵沒有瑕疵
[00:13:41.000 --> 00:13:46.000]  好那再看
[00:13:46.000 --> 00:13:49.000]  所以可以說
[00:13:49.000 --> 00:13:53.000]  我們歸納一下聖結什麼意思
[00:13:53.000 --> 00:13:55.000]  兩方面
[00:13:55.000 --> 00:13:57.000]  消極的方面來講聖結是什麼
[00:13:57.000 --> 00:14:01.000]  聖結消極的方面就是脫離罪惡
[00:14:01.000 --> 00:14:07.000]  所以你看見一個動作是脫離這個汙穢的
[00:14:07.000 --> 00:14:09.000]  是不是脫離
[00:14:09.000 --> 00:14:11.000]  積極的是什麼呢
[00:14:11.000 --> 00:14:16.000]  積極的是把自己奉獻給神
[00:14:16.000 --> 00:14:20.000]  這個叫做歸耶和華為聖
[00:14:20.000 --> 00:14:24.000]  舊耶的大祭司有一個胸牌有沒有
[00:14:24.000 --> 00:14:27.000]  胸牌就寫了這幾個字
[00:14:27.000 --> 00:14:33.000]  歸耶和華為聖
[00:14:33.000 --> 00:14:35.000]  知道為什麼嗎
[00:14:35.000 --> 00:14:38.000]  我們奉獻給神的
[00:14:38.000 --> 00:14:40.000]  當你把這個錢奉獻給神的時候
[00:14:40.000 --> 00:14:43.000]  這是誰的
[00:14:43.000 --> 00:14:45.000]  是誰的
[00:14:45.000 --> 00:14:46.000]  這是神的對不對
[00:14:46.000 --> 00:14:47.000]  所以你看到沒有
[00:14:47.000 --> 00:14:50.000]  在聖經裡面講到說亞拉里亞跟撒發拉
[00:14:50.000 --> 00:14:52.000]  他們奉獻給神
[00:14:52.000 --> 00:14:55.000]  他把家產賣了奉獻給神對不對
[00:14:55.000 --> 00:14:57.000]  結果他後來怎麼樣
[00:14:57.000 --> 00:14:59.000]  他一想不對啊
[00:14:59.000 --> 00:15:01.000]  房子通通給了上帝
[00:15:01.000 --> 00:15:03.000]  那我吃啥了
[00:15:03.000 --> 00:15:08.000]  所以聖經上說他就私自留了幾分
[00:15:08.000 --> 00:15:11.000]  你以我們金鐘眼光來看
[00:15:11.000 --> 00:15:13.000]  這也難免嘛
[00:15:13.000 --> 00:15:15.000]  你會不會這樣做
[00:15:15.000 --> 00:15:17.000]  你會不會
[00:15:17.000 --> 00:15:19.000]  人家說奉獻來了
[00:15:19.000 --> 00:15:24.000]  不過我們大概用奉獻帶不太可能有這個問題
[00:15:24.000 --> 00:15:27.000]  我碰過以前有收奉獻的時候
[00:15:27.000 --> 00:15:31.000]  是用那個盤子
[00:15:31.000 --> 00:15:35.000]  拿一個盤子就銀盤
[00:15:35.000 --> 00:15:38.000]  那你放在上面是多少錢
[00:15:38.000 --> 00:15:40.000]  什麼錢都看得清清楚楚的
[00:15:40.000 --> 00:15:43.000]  我真看過有人奉獻的時候
[00:15:43.000 --> 00:15:46.000]  他譬如說拿了一百塊錢大抄對不對
[00:15:46.000 --> 00:15:50.000]  那麼他其實想奉獻只是奉獻二十塊
[00:15:50.000 --> 00:15:55.000]  所以呢他就在裡面自己找錢
[00:15:55.000 --> 00:15:58.000]  奉獻給神的就是神的啦
[00:15:58.000 --> 00:16:01.000]  所以亞拉利亞撒非拉奉獻給神
[00:16:01.000 --> 00:16:03.000]  結果他還私自扣留一些下來
[00:16:03.000 --> 00:16:06.000]  這個罪大不大
[00:16:06.000 --> 00:16:07.000]  大不大
[00:16:07.000 --> 00:16:08.000]  大
[00:16:08.000 --> 00:16:11.000]  大到一個什麼地步啊
[00:16:11.000 --> 00:16:12.000]  死罪啊
[00:16:12.000 --> 00:16:14.000]  你看聖經你回去看
[00:16:14.000 --> 00:16:16.000]  我們今天看起來會覺得很嚴重啊
[00:16:16.000 --> 00:16:17.000]  怎麼會這樣子啦
[00:16:17.000 --> 00:16:19.000]  上帝你太嚴格了吧
[00:16:19.000 --> 00:16:21.000]  親愛的同志們你要認識這樣這位神
[00:16:21.000 --> 00:16:24.000]  他就是這位聖潔的神
[00:16:24.000 --> 00:16:29.000]  你既然獻給他了就是他的了
[00:16:29.000 --> 00:16:32.000]  親愛的同志們所以你看到沒有
[00:16:32.000 --> 00:16:34.000]  這是一個積極的一面
[00:16:34.000 --> 00:16:36.000]  神不單單是要我們脫離罪惡
[00:16:36.000 --> 00:16:39.000]  神同時也要為我們自己奉獻給他
[00:16:39.000 --> 00:16:42.000]  過一個以他為中心為他而活的人生
[00:16:42.000 --> 00:16:44.000]  這是聖潔的意思
[00:16:44.000 --> 00:16:45.000]  接下來我們來看看
[00:16:45.000 --> 00:16:49.000]  為什麼今天聖潔這件事情
[00:16:49.000 --> 00:16:52.000]  對我們現代的基督徒來講
[00:16:52.000 --> 00:16:56.000]  特別特別的重要
[00:16:56.000 --> 00:17:01.000]  最近我相信台灣的弟兄姊妹
[00:17:01.000 --> 00:17:03.000]  一定都知道這個消息
[00:17:03.000 --> 00:17:05.000]  最近台灣最夯的一個是什麼消息
[00:17:05.000 --> 00:17:08.000]  你知道嗎
[00:17:08.000 --> 00:17:13.000]  什麼
[00:17:13.000 --> 00:17:17.000]  誰講假學位
[00:17:17.000 --> 00:17:18.000]  趙老師
[00:17:18.000 --> 00:17:21.000]  你看趙老師八十幾歲還非常關心
[00:17:21.000 --> 00:17:23.000]  那你們應該都知道
[00:17:23.000 --> 00:17:27.000]  這個人
[00:17:27.000 --> 00:17:29.000]  這個人
[00:17:29.000 --> 00:17:31.000]  這個人叫林志堅
[00:17:31.000 --> 00:17:33.000]  現在你一搜索
[00:17:33.000 --> 00:17:35.000]  大概都會搜索到他
[00:17:35.000 --> 00:17:43.000]  他要競選台灣的桃園市市長
[00:17:43.000 --> 00:17:47.000]  可是他以前是新竹市的市長
[00:17:47.000 --> 00:17:50.000]  前新竹市市長
[00:17:50.000 --> 00:17:52.000]  民進黨的
[00:17:52.000 --> 00:17:54.000]  結果最近被人家告發說
[00:17:54.000 --> 00:17:59.000]  他在台灣大學讀碩士的論文是抄襲的
[00:17:59.000 --> 00:18:01.000]  當這個事情被發生了之後
[00:18:01.000 --> 00:18:03.000]  他當然就是說我無辜
[00:18:03.000 --> 00:18:06.000]  不是我抄他 是他抄我
[00:18:06.000 --> 00:18:09.000]  搞不清楚到底誰抄誰的
[00:18:09.000 --> 00:18:12.000]  後來經過台大的學術委員會
[00:18:12.000 --> 00:18:14.000]  經過他們這樣的鑑定之後
[00:18:14.000 --> 00:18:18.000]  就發佈公開的宣告說他是抄襲
[00:18:18.000 --> 00:18:24.000]  甚至把他的學位取消掉
[00:18:24.000 --> 00:18:29.000]  台大的地位就像今天北大在中國的地位
[00:18:29.000 --> 00:18:34.000]  台大宣佈這件事情
[00:18:34.000 --> 00:18:38.000]  結果我們蔡英文總統說
[00:18:38.000 --> 00:18:44.000]  我們全黨同志一同挺林志堅
[00:18:44.000 --> 00:18:47.000]  那個意思是什麼
[00:18:47.000 --> 00:18:49.000]  那個意思就是說
[00:18:49.000 --> 00:18:52.000]  他沒有錯 他沒有抄
[00:18:52.000 --> 00:18:56.000]  那問題到底是什麼
[00:18:56.000 --> 00:18:59.000]  就是台大你們搞錯了
[00:18:59.000 --> 00:19:03.000]  這個事情你看報紙也許看不太出來
[00:19:03.000 --> 00:19:05.000]  台灣人有多憤慨
[00:19:05.000 --> 00:19:07.000]  我最近接到台灣的一個
[00:19:07.000 --> 00:19:09.000]  以前我帶過的一個年輕人
[00:19:09.000 --> 00:19:12.000]  他現在做桃園的一個教會的牧師
[00:19:12.000 --> 00:19:16.000]  他就PO一個資料給我們
[00:19:16.000 --> 00:19:21.000]  發表聲明呼籲桃園的眾牧者
[00:19:21.000 --> 00:19:26.000]  我們堅決要除惡勿進
[00:19:26.000 --> 00:19:28.000]  甚至引用聖經說
[00:19:28.000 --> 00:19:33.000]  使以色列現在最終就是耶羅撥安
[00:19:33.000 --> 00:19:39.000]  對不對 使以色列現在最終
[00:19:39.000 --> 00:19:44.000]  好 今天我們不是在談政治事件
[00:19:44.000 --> 00:19:46.000]  我們在談的是這一件
[00:19:46.000 --> 00:19:52.000]  我們要呼到一個所謂的誠實誠信的問題
[00:19:52.000 --> 00:19:54.000]  其實在我們美國
[00:19:54.000 --> 00:19:58.000]  在我們美國有沒有誠信的問題
[00:19:58.000 --> 00:20:04.000]  有沒有 有沒有
[00:20:04.000 --> 00:20:06.000]  美國的誠信問題更大了
[00:20:06.000 --> 00:20:07.000]  COVID之後
[00:20:07.000 --> 00:20:10.000]  今天大家都不知道該相信誰了
[00:20:10.000 --> 00:20:12.000]  假新聞 假報導 假消息
[00:20:12.000 --> 00:20:14.000]  假的評論一大堆
[00:20:14.000 --> 00:20:16.000]  是不是 打不打疫苗什麼這些東西
[00:20:16.000 --> 00:20:17.000]  變成你到底聽誰的
[00:20:17.000 --> 00:20:20.000]  你不知道該相信誰
[00:20:20.000 --> 00:20:22.000]  你該相信CDC
[00:20:22.000 --> 00:20:26.000]  你還是該相信那些小道消息
[00:20:26.000 --> 00:20:31.000]  那麼咱們中國老大哥誠信問題如何
[00:20:31.000 --> 00:20:34.000]  那就不再畫下了
[00:20:34.000 --> 00:20:37.000]  今天誠實這一個東西
[00:20:37.000 --> 00:20:41.000]  在這個世界已經是蕩然無存
[00:20:41.000 --> 00:20:44.000]  是不是 但是你看聖經裡面
[00:20:44.000 --> 00:20:45.000]  耶穌每次說的時候
[00:20:45.000 --> 00:20:48.000]  祂說你們說話是就說是
[00:20:48.000 --> 00:20:49.000]  不是就說不是
[00:20:49.000 --> 00:20:55.000]  若是多說就出於那惡者
[00:20:55.000 --> 00:20:56.000]  現在對不對
[00:20:56.000 --> 00:21:00.000]  使我們基督徒與世人有什麼不同的嗎
[00:21:00.000 --> 00:21:02.000]  什麼不同
[00:21:02.000 --> 00:21:04.000]  你說格木斯是一個聖人
[00:21:04.000 --> 00:21:07.000]  我告訴你 我也是一個罪人
[00:21:07.000 --> 00:21:09.000]  我那天禮拜一的時候
[00:21:09.000 --> 00:21:11.000]  開車出去一個地方一個公司
[00:21:11.000 --> 00:21:13.000]  他們是一個基督徒的公司
[00:21:13.000 --> 00:21:15.000]  他們禮拜一招會的時候請我去講道
[00:21:15.000 --> 00:21:16.000]  講完道之後
