
[00:00:00.000 --> 00:00:04.840]  各位在視頻前的朋友 早晨 大家好
[00:02:33.760 --> 00:02:36.640]  因爲今天早上我們所講的
[00:02:36.640 --> 00:02:41.200]  都和這個快樂的信息有關係
[00:02:41.200 --> 00:02:47.240]  在《肥立彼書》當中的信息是很豐富的
[00:02:47.240 --> 00:02:50.840]  在接下來幾個星期的時間裏
[00:02:50.840 --> 00:02:56.360]  我們教會都會以《肥立彼書》作爲講道的系列
[00:02:56.360 --> 00:03:00.840]  研究《肥立彼書》的信息是很豐富的
[00:03:00.840 --> 00:03:04.600]  探討的方法也有很多種
[00:03:04.600 --> 00:03:07.200]  不過今天我就會集中
[00:03:07.200 --> 00:03:10.880]  以《肥立彼書》的一章一至十一節
[00:03:10.880 --> 00:03:17.920]  和大家講有關喜樂5G的信息
[00:03:17.920 --> 00:03:21.560]  在這個信息萬變的時代裏
[00:03:21.560 --> 00:03:23.680]  有五樣東西我們要知道
[00:03:23.680 --> 00:03:25.760]  如何開心
[00:03:25.760 --> 00:03:30.000]  如果你問我爲什麼最後會用這個方法
[00:03:30.000 --> 00:03:33.840]  和大家講有關《肥立彼書》的信息的話
[00:03:33.840 --> 00:03:35.200]  其實是真的
[00:03:35.200 --> 00:03:40.800]  這一個星期我都覺得是很大的那種感受
[00:03:40.800 --> 00:03:42.360]  爲什麼這麼說呢
[00:03:42.360 --> 00:03:46.360]  哎呀,我發覺那個疫症其實是很反覆的
[00:03:46.360 --> 00:03:49.080]  經歷了二十多天的時間
[00:03:49.080 --> 00:03:51.120]  沒有本地感染的個案
[00:03:51.120 --> 00:03:53.160]  但是在過去的一個星期裏
[00:03:53.160 --> 00:03:58.760]  又有一些朋友很慘的
[00:03:58.760 --> 00:04:03.080]  覺得很替他們不值
[00:04:03.080 --> 00:04:05.040]  又患上了這個病
[00:04:05.040 --> 00:04:09.840]  我們見到一個年輕的救生員被法院裁判
[00:04:09.840 --> 00:04:14.120]  我們見到教育局和考評局的關係非常緊張
[00:04:14.120 --> 00:04:16.040]  我們見到我們的集體回憶
[00:04:16.040 --> 00:04:21.400]  海洋公園在撥款上又遇到很多的掙扎
[00:04:21.400 --> 00:04:24.680]  監警會的報告也出爐
[00:04:24.680 --> 00:04:27.560]  哇,這個星期有很多這些消息
[00:04:27.560 --> 00:04:31.360]  令我們感覺到喫不消
[00:04:31.360 --> 00:04:34.960]  是的,這個世界不斷有改變
[00:04:34.960 --> 00:04:37.440]  但是聖經裏面的說話
[00:04:37.440 --> 00:04:39.840]  在這麼大的壓力下
[00:04:39.840 --> 00:04:41.360]  我所領受到的
[00:04:41.360 --> 00:04:44.640]  很想和大家說一個很重要的信息
[00:04:44.640 --> 00:04:47.040]  就是上帝很愛我們
[00:04:47.040 --> 00:04:51.360]  他很想我們過一個喜樂的生活
[00:04:51.360 --> 00:04:57.040]  據說我媽媽覺得我其實有點像她
[00:04:57.040 --> 00:05:02.960]  我媽媽有一對腰果眼
[00:05:02.960 --> 00:05:08.600]  換句話說,看不見她的嘴也能感覺到她在笑
[00:05:08.600 --> 00:05:13.200]  不過可能近期我肥胖了和皺紋多了
[00:05:13.200 --> 00:05:16.080]  所以你不太看得到
[00:05:16.080 --> 00:05:20.640]  我實在是很想將這個好消息和大家分享
[00:05:20.640 --> 00:05:22.280]  事不宜遲
[00:05:22.280 --> 00:05:26.240]  我就和大家說一下第一樣快樂我們要知道的東西
[00:05:26.240 --> 00:05:30.000]  第一個5G的第一支是什麼呢
[00:05:30.000 --> 00:05:32.520]  就是要從習慣而來
[00:05:32.520 --> 00:05:35.280]  喜樂要從習慣而來
[00:05:35.280 --> 00:05:36.640]  我們都知道
[00:05:36.640 --> 00:05:39.800]  剛纔主席口機全都和我們說了
[00:05:39.800 --> 00:05:42.040]  原來一開始的時候
[00:05:42.040 --> 00:05:48.040]  保羅就要寫信給整個以弗所教會的聖徒
[00:05:48.040 --> 00:05:53.640]  又寫給教會里面的監督、執事、教會里面的領袖
[00:05:53.640 --> 00:05:58.120]  就是所有人都包在當中
[00:05:58.120 --> 00:06:00.920]  接下來他怎麼說呢
[00:06:00.920 --> 00:06:05.600]  他說我每逢想起你們的時候就感謝神了
[00:06:05.600 --> 00:06:08.920]  每逢爲你們衆人祈求的時候
[00:06:08.920 --> 00:06:11.360]  就經常都是這樣
[00:06:11.360 --> 00:06:15.400]  總是歡歡喜喜地去祈禱的
[00:06:15.400 --> 00:06:17.440]  我們要看看這句句子
[00:06:17.440 --> 00:06:20.080]  其實結構是挺有趣的
[00:06:20.080 --> 00:06:22.040]  他告訴我們
[00:06:22.040 --> 00:06:24.560]  其實原來聖經的文字
[00:06:24.560 --> 00:06:28.720]  第一句其實就是我感謝我的上帝
[00:06:28.720 --> 00:06:30.160]  第一句是這樣的
[00:06:30.160 --> 00:06:32.240]  一開始是這樣表達的
[00:06:32.240 --> 00:06:33.720]  換句話說
[00:06:33.720 --> 00:06:39.400]  這句話的動詞也擺放在感謝神那裏
[00:06:39.400 --> 00:06:41.720]  保羅的心是告訴他
[00:06:41.720 --> 00:06:44.320]  我很感謝主啊
[00:06:44.320 --> 00:06:47.080]  你又看到這句句型是怎樣的呢
[00:06:47.080 --> 00:06:47.960]  就是B
[00:06:47.960 --> 00:06:51.040]  每逢想到你們的時候
[00:06:51.040 --> 00:06:53.840]  總是常常
[00:06:53.840 --> 00:06:56.040]  接着到下半句就說
[00:06:56.040 --> 00:06:58.760]  每次祈求的時候
[00:06:58.760 --> 00:07:03.600]  就爲你們大家歡歡喜喜地祈求
[00:07:03.600 --> 00:07:05.440]  解經家就告訴我們
[00:07:05.440 --> 00:07:08.360]  這節聖經要翻譯起來的時候
[00:07:08.360 --> 00:07:11.000]  有一些地方是我們要留意的
[00:07:11.000 --> 00:07:13.800]  如果我們剛纔還有記憶
[00:07:13.800 --> 00:07:16.600]  看回聖經的和合本的話
[00:07:16.600 --> 00:07:19.200]  你會感覺到是什麼意思呢
[00:07:19.200 --> 00:07:24.560]  就好像每一次保羅作者去祈禱的時候
[00:07:24.560 --> 00:07:30.560]  就會爲菲律賓教會的弟兄姊妹感謝神
[00:07:30.560 --> 00:07:32.280]  但是解經家告訴我們
[00:07:32.280 --> 00:07:34.440]  其實不一定是這樣的
[00:07:34.440 --> 00:07:39.200]  可能是保羅B的部分是倒轉的
[00:07:39.200 --> 00:07:40.320]  換句話說
[00:07:40.320 --> 00:07:44.400]  每一次當保羅感謝神的時候
[00:07:44.400 --> 00:07:45.840]  就會去祈禱
[00:07:45.840 --> 00:07:50.000]  祈禱的時候就想起菲律賓教會的弟兄姊妹
[00:07:50.000 --> 00:07:52.440]  並不是一定
[00:07:52.440 --> 00:07:55.600]  是因爲想起菲律賓教會的弟兄姊妹
[00:07:55.600 --> 00:07:59.280]  他就會有一個感恩的心
[00:07:59.280 --> 00:08:01.120]  不論怎樣
[00:08:01.120 --> 00:08:03.760]  我們都知道這句話
[00:08:03.760 --> 00:08:07.000]  帶給我們一個重要的信息
[00:08:07.000 --> 00:08:10.320]  特別在中間的信息是怎樣呢
[00:08:10.320 --> 00:08:12.600]  「總是常常」
[00:08:12.600 --> 00:08:15.560]  這個字眼在新約聖經裏面
[00:08:15.560 --> 00:08:17.480]  也常常出現
[00:08:17.480 --> 00:08:19.680]  特別在哪裏出現過呢
[00:08:19.680 --> 00:08:21.680]  除了在這裏之外
[00:08:21.680 --> 00:08:26.200]  還在《仕途行傳》第十七章二節出現過
[00:08:26.200 --> 00:08:28.600]  這裏特別講到保羅
[00:08:28.600 --> 00:08:29.800]  《和合本》是這樣譯的
[00:08:29.800 --> 00:08:33.320]  保羅照他的習慣進去
[00:08:33.320 --> 00:08:35.720]  一年三個安息日
[00:08:35.720 --> 00:08:38.560]  根據聖經去辯論
[00:08:38.560 --> 00:08:41.640]  原來保羅是有一個習慣的
[00:08:41.640 --> 00:08:43.440]  他去傳福音的時候
[00:08:43.440 --> 00:08:44.880]  他有一個習慣
[00:08:44.880 --> 00:08:49.480]  另外在《路加福音》四章十六節的時候
[00:08:49.480 --> 00:08:51.680]  信耶穌的弟兄姐妹
[00:08:51.680 --> 00:08:53.000]  你們有沒有想到
[00:08:53.000 --> 00:08:55.440]  《路加福音》四章十六節
[00:08:55.440 --> 00:08:58.120]  是哪一個講話呢
[00:08:58.120 --> 00:09:00.360]  是在描述哪一個呢
[00:09:00.360 --> 00:09:03.680]  如果你身邊有那些未信主的朋友的話
[00:09:03.680 --> 00:09:05.360]  希望你不要甩鎖
[00:09:05.360 --> 00:09:06.560]  我提一提你
[00:09:06.560 --> 00:09:10.800]  其實就是主耶穌出來傳福音的時候
[00:09:10.800 --> 00:09:14.000]  他就按照規矩
[00:09:14.000 --> 00:09:19.040]  他說他按照規矩去會堂讀聖經
[00:09:19.040 --> 00:09:21.640]  讓我們看到一個很重要的信息
[00:09:21.640 --> 00:09:24.760]  如果我們生命上有一份喜樂的話
[00:09:24.760 --> 00:09:29.280]  其實我們就要有一個良好的習慣
[00:09:29.280 --> 00:09:30.800]  我再講一次
[00:09:30.800 --> 00:09:33.760]  如果我們想生命裏面有喜樂的話
[00:09:33.760 --> 00:09:37.760]  我們就要建立一個良好的習慣
[00:09:37.760 --> 00:09:39.800]  你想想
[00:09:39.800 --> 00:09:41.800]  如果你今天開始
[00:09:41.800 --> 00:09:45.200]  有一個良好的飲食習慣
[00:09:45.200 --> 00:09:46.720]  那纔算
[00:09:46.720 --> 00:09:49.040]  當真的疫情結束的時候
[00:09:49.040 --> 00:09:52.080]  你到海灘游泳
[00:09:52.080 --> 00:09:55.160]  那你的six pack就出來了
[00:09:55.160 --> 00:09:58.720]  可以見到人了
[00:09:58.720 --> 00:10:01.600]  你如果現在開始就有一個習慣的話
[00:10:01.600 --> 00:10:04.800]  你會見到成果會有改變的
[00:10:04.800 --> 00:10:07.360]  你如果現在開始做運動的話
[00:10:07.360 --> 00:10:08.800]  過一段時間之後
[00:10:08.800 --> 00:10:11.520]  你身體真的會好一點
[00:10:11.520 --> 00:10:12.680]  你想想
[00:10:12.680 --> 00:10:18.280]  剛纔我叫你們想的那個開心的片段
[00:10:18.280 --> 00:10:20.080]  是什麼來的
[00:10:20.080 --> 00:10:24.680]  其實開心這個字眼在聖經裏面很豐富
[00:10:24.680 --> 00:10:29.160]  他沒有分到什麼叫做
[00:10:29.160 --> 00:10:32.160]  因爲罪所帶來的開心
[00:10:32.160 --> 00:10:35.840]  或者因爲很神聖的開心
[00:10:35.840 --> 00:10:38.440]  有時候我們因爲一時的衝動
[00:10:38.440 --> 00:10:40.560]  一時的興奮
[00:10:40.560 --> 00:10:45.120]  我們做了一些都令到我們一時很開心的事
[00:10:45.120 --> 00:10:46.200]  但是
[00:10:46.200 --> 00:10:48.040]  那些開心的事
[00:10:48.040 --> 00:10:51.440]  可能我們不見得光
[00:10:51.440 --> 00:10:53.080]  你沒必要告訴別人
[00:10:53.080 --> 00:10:58.040]  剛纔你想起的那些開心片段是什麼來的
[00:10:58.040 --> 00:11:00.160]  可能是騙了人錢
[00:11:00.160 --> 00:11:02.840]  可能是穿了櫃桶底
[00:11:02.840 --> 00:11:04.960]  你覺得很興奮
[00:11:04.960 --> 00:11:07.520]  又或者你揹着你的配偶
[00:11:07.520 --> 00:11:10.360]  出去外面有異廠
[00:11:10.360 --> 00:11:11.960]  你那一刻可能都很興奮
[00:11:11.960 --> 00:11:14.800]  都很開心的
[00:11:14.800 --> 00:11:17.840]  不過那些不長久的朋友
[00:11:17.840 --> 00:11:20.000]  那些不行的
[00:11:20.000 --> 00:11:22.400]  保羅和主耶穌讓我們看到
[00:11:22.400 --> 00:11:26.240]  其實我們要喜樂帶來長久的滿足感
[00:11:26.240 --> 00:11:31.080]  是要在這個習慣當中去建立的
[00:11:31.080 --> 00:11:33.800]  第一樣令到我們開心的事
[00:11:33.800 --> 00:11:36.440]  就是要有一個良好的習慣
[00:11:36.440 --> 00:11:43.040]  良好習慣就成爲了其他喜樂的一個很重要的部分
[00:11:43.040 --> 00:11:45.080]  因爲如果我繼續講下去的話
[00:11:45.080 --> 00:11:48.840]  你無心去建立一個習慣的話
[00:11:48.840 --> 00:11:51.880]  你都不會有這種
[00:11:51.880 --> 00:11:55.320]  屬天主耶穌基督帶給我們的喜樂
[00:11:55.320 --> 00:11:57.800]  那我們繼續看下去
[00:11:57.800 --> 00:11:58.760]  講了習慣
[00:11:58.760 --> 00:11:59.880]  我們又看看
[00:11:59.880 --> 00:12:02.960]  保羅有另外一種氣質
[00:12:02.960 --> 00:12:04.520]  他怎麼說呢
[00:12:04.520 --> 00:12:06.400]  剛纔第三節我們都看過了
[00:12:06.400 --> 00:12:08.480]  他說每逢想到你們的時候
[00:12:08.480 --> 00:12:11.480]  我就感謝我的神
[00:12:11.480 --> 00:12:13.720]  其實你會不會覺得很奇怪
[00:12:13.720 --> 00:12:16.040]  感謝這個信息
[00:12:16.040 --> 00:12:19.160]  經常有人說很重要的
[00:12:19.160 --> 00:12:19.880]  不過呢
[00:12:19.880 --> 00:12:21.240]  其實講到底
[00:12:21.240 --> 00:12:23.560]  我們又不是很常做的
[00:12:23.560 --> 00:12:25.680]  其實原因都很簡單的
[00:12:25.680 --> 00:12:28.440]  因爲其實現在在香港也好
[00:12:28.440 --> 00:12:30.600]  或者世界各地也好
[00:12:30.600 --> 00:12:31.720]  那個消費
[00:12:31.720 --> 00:12:33.840]  極端的消費主義
[00:12:33.840 --> 00:12:36.360]  侵吞了我們的生命
[00:12:36.360 --> 00:12:41.120]  極端的消費主義會帶給我們什麼事情呢
[00:12:41.120 --> 00:12:44.480]  在人際關係裏面就變得很簡單的
[00:12:44.480 --> 00:12:46.120]  只有兩種關係
[00:12:46.120 --> 00:12:50.160]  一是我是服務提供者
[00:12:50.160 --> 00:12:53.960]  一是另外一種就是消費者
[00:12:53.960 --> 00:12:55.040]  你可以想一下
[00:12:55.040 --> 00:12:57.440]  其實這兩位朋友
[00:12:57.440 --> 00:13:01.480]  都是站在一個挺大的對立面的
[00:13:01.480 --> 00:13:02.160]  爲什麼呢
[00:13:02.160 --> 00:13:02.960]  你可以想一下
[00:13:02.960 --> 00:13:07.400]  如果我是一個服務提供者的話
[00:13:07.400 --> 00:13:09.800]  我就會想一下
[00:13:09.800 --> 00:13:14.360]  其實我如果可以省點時間
[00:13:14.360 --> 00:13:15.440]  省點成本
[00:13:15.440 --> 00:13:18.920]  能夠提供到差不多的服務的話
[00:13:18.920 --> 00:13:22.880]  那我當然就這樣就算了
[00:13:22.880 --> 00:13:25.400]  但是如果你是一個消費者的話
[00:13:25.400 --> 00:13:26.400]  就要想一下
[00:13:26.400 --> 00:13:28.080]  我明明給了一塊錢的
[00:13:28.080 --> 00:13:31.960]  我當然是想拿回一個半的水準的
[00:13:31.960 --> 00:13:35.080]  那你想一下兩個就很難落差
[00:13:35.080 --> 00:13:36.680]  那個服務提供者就會覺得
[00:13:36.680 --> 00:13:38.160]  我不用賺嗎
[00:13:38.160 --> 00:13:41.920]  那你當然是想多給點給我好
[00:13:41.920 --> 00:13:46.800]  那個彼此之間的關係的張力
[00:13:46.800 --> 00:13:48.480]  就是這樣產生的
[00:13:48.480 --> 00:13:50.960]  而更加嚴重的問題
[00:13:50.960 --> 00:13:53.000]  產生了一個副產品
[00:13:53.000 --> 00:13:55.280]  就是投訴文化
[00:13:55.280 --> 00:13:56.920]  就是每樣東西我們都覺得
[00:13:56.920 --> 00:13:58.480]  你提供不了服務
[00:13:58.480 --> 00:14:00.320]  你不達標
[00:14:00.320 --> 00:14:02.440]  你爲什麼不可以讓我賺一點呢
[00:14:02.440 --> 00:14:04.560]  那我不用喫飯嗎
[00:14:04.560 --> 00:14:07.920]  產生了一種很大的落差
[00:14:07.920 --> 00:14:10.400]  很大的張力
[00:14:10.400 --> 00:14:13.840]  但是聖經裏面讓我看到
[00:14:13.840 --> 00:14:18.000]  保羅其實並不是以自己的標準
[00:14:18.000 --> 00:14:21.000]  去看自己是一個服務提供者
[00:14:21.000 --> 00:14:23.920]  又或者自己是一個消費者
[00:14:23.920 --> 00:14:26.840]  首先主席口忌全途都講過
[00:14:26.840 --> 00:14:29.080]  讀過聖經給我們聽
[00:14:29.080 --> 00:14:31.000]  其實你會留意到
[00:14:31.000 --> 00:14:33.480]  你有聖經的話你自己打開聖經
[00:14:33.480 --> 00:14:36.920]  第九第十節很重要的
[00:14:36.920 --> 00:14:38.920]  他告訴我們
[00:14:38.920 --> 00:14:41.160]  第九第十節裏面
[00:14:41.160 --> 00:14:44.120]  其實在保羅心目中
[00:14:44.120 --> 00:14:47.440]  肥臘比教會的弟兄姊妹
[00:14:47.440 --> 00:14:49.720]  是不是完美的呢
[00:14:49.720 --> 00:14:51.480]  其實不是
[00:14:51.480 --> 00:14:52.440]  他告訴我們
[00:14:52.440 --> 00:14:57.640]  其實你要在愛心、知識和見識上
[00:14:57.640 --> 00:14:59.280]  還要多而又多
[00:14:59.280 --> 00:15:03.520]  還要能夠學會分辨是非
[00:15:03.520 --> 00:15:05.760]  換句話說
[00:15:05.760 --> 00:15:09.400]  保羅並不是想告訴肥臘比教會
[00:15:09.400 --> 00:15:11.400]  其實你已經做得很好
[00:15:11.400 --> 00:15:12.600]  我很滿意
[00:15:12.600 --> 00:15:14.600]  所以值得打賞
[00:15:14.600 --> 00:15:18.000]  所以我值得爲你感謝神
[00:15:18.000 --> 00:15:19.760]  不是
[00:15:19.760 --> 00:15:23.360]  其實在保羅心目中
[00:15:23.360 --> 00:15:26.920]  對方都有不完美的地方
[00:15:26.920 --> 00:15:29.760]  有值得改善的地方
[00:15:29.760 --> 00:15:33.440]  不過他沒有將兩件事掛鉤
[00:15:33.440 --> 00:15:35.560]  很多時候,今天我們就是這樣
[00:15:35.560 --> 00:15:38.480]  中國人的文化經常都會這樣說
[00:15:38.480 --> 00:15:40.160]  他十清一俗
[00:15:40.160 --> 00:15:42.720]  樣樣都好
[00:15:42.720 --> 00:15:46.920]  不過就這樣這樣這樣
[00:15:46.920 --> 00:15:49.960]  但保羅不是這些
[00:15:49.960 --> 00:15:53.280]  他很想告訴我們一件事
[00:15:53.280 --> 00:15:54.880]  感謝神
[00:15:54.880 --> 00:15:58.840]  其實是我們生命當中的一個品格
[00:15:58.840 --> 00:16:02.560]  是神所給予我們的一個旨意
[00:16:02.560 --> 00:16:05.240]  所以他在《貼撒羅尼加前書》就這樣說
[00:16:05.240 --> 00:16:08.720]  他說要凡事借因
[00:16:08.720 --> 00:16:11.920]  因爲這是神在基督耶穌裏
[00:16:11.920 --> 00:16:14.760]  向你們所定的旨意
[00:16:14.760 --> 00:16:17.040]  所以你不要告訴我
[00:16:17.040 --> 00:16:21.000]  你是一點都不明白上帝的旨意
[00:16:21.000 --> 00:16:23.480]  今天如果你是未信耶穌的話
[00:16:23.480 --> 00:16:25.560]  你第一次返回教會去崇拜
[00:16:25.560 --> 00:16:27.640]  聽人講耶穌的話
[00:16:27.640 --> 00:16:29.720]  你今天要知道
[00:16:29.720 --> 00:16:33.800]  原來上帝的旨意沒那麼難明白
[00:16:33.800 --> 00:16:37.480]  他就告訴我們,我們要凡事借因
[00:16:37.480 --> 00:16:43.400]  一種看到事物並不是自己掌控的
[00:16:43.400 --> 00:16:47.560]  事物不是按照自己的心意發生
[00:16:47.560 --> 00:16:50.120]  纔算是好的
[00:16:50.120 --> 00:16:53.200]  而是他有一個信心
[00:16:53.200 --> 00:16:56.760]  他知道標準其實是從上帝那裏來的
[00:16:56.760 --> 00:16:59.520]  並不是從自己那裏來的
[00:16:59.520 --> 00:17:02.640]  這件事是要我們經常操練的
[00:17:02.640 --> 00:17:06.200]  我們要習慣了我們有一個感恩的心
[00:17:06.200 --> 00:17:08.840]  感恩的心並不是偽善的
[00:17:08.840 --> 00:17:10.520]  感恩的心並不是說
[00:17:10.520 --> 00:17:15.120]  「他明明做得不好,我爲什麼要讚賞他?」
[00:17:15.120 --> 00:17:19.440]  「爲什麼我爲他的生命去感謝神?」
[00:17:19.440 --> 00:17:22.600]  我不是說你胡亂贊人
[00:17:22.600 --> 00:17:25.080]  而是我們習慣了怎樣呢?
[00:17:25.080 --> 00:17:32.120]  是去尋找、去思想別人有什麼好處
[00:17:32.120 --> 00:17:34.920]  是的,我們是一個罪人
[00:17:34.920 --> 00:17:40.640]  我們往往看到的都是在雞蛋裏挑骨頭
[00:17:40.640 --> 00:17:42.600]  但保羅教導我們
[00:17:42.600 --> 00:17:47.040]  聖經裏告訴我們,我們有一個感謝的心
[00:17:47.040 --> 00:17:49.200]  我們會多謝人
[00:17:49.200 --> 00:17:52.600]  我看我們自己並不是一個消費者
[00:17:52.600 --> 00:17:59.920]  我又不是看自己是一個服務提供者
[00:17:59.920 --> 00:18:01.440]  我們是一個人
[00:18:01.440 --> 00:18:04.880]  是一個上帝所愛的一個人
[00:18:04.880 --> 00:18:06.880]  好了,講了兩點
[00:18:06.880 --> 00:18:09.680]  我們要建立良好的習慣
[00:18:09.680 --> 00:18:14.200]  我們在生命當中要帶着一個感恩的心
[00:18:14.200 --> 00:18:15.880]  操練這兩樣東西
[00:18:15.880 --> 00:18:19.480]  第三點,我想跟大家一起思考
[00:18:19.480 --> 00:18:21.480]  快樂地祈禱
[00:18:21.480 --> 00:18:25.360]  快樂地祈禱經常有人說
[00:18:25.360 --> 00:18:29.080]  祈禱,基督徒,祈禱很重要
[00:18:29.080 --> 00:18:31.560]  不過保羅在這裏告訴我們
[00:18:31.560 --> 00:18:36.280]  他總是歡歡喜喜地祈求
[00:18:36.280 --> 00:18:39.360]  他有一個歡歡喜喜地祈求的心
[00:18:39.360 --> 00:18:40.840]  你又值得想想
[00:18:40.840 --> 00:18:42.760]  特別是基督徒
[00:18:42.760 --> 00:18:46.760]  你向上帝祈禱的時候
[00:18:46.760 --> 00:18:48.360]  你祈求天父的時候
[00:18:48.360 --> 00:18:50.560]  你的情緒是怎樣的呢?
[00:18:50.560 --> 00:18:53.760]  是很苦情還是很喜樂的呢?
[00:18:53.760 --> 00:18:55.960]  如果你是苦情那種的話
[00:18:55.960 --> 00:18:59.520]  你就要看看保羅是怎樣去祈禱的
[00:18:59.520 --> 00:19:03.600]  不過我想先講一下我自己的一個掙扎
[00:19:03.600 --> 00:19:07.840]  話說在過去一個月裏
[00:19:07.840 --> 00:19:10.680]  我有些事情是覺得很大掙扎的
[00:19:10.680 --> 00:19:14.640]  那我就和我太太商量
[00:19:14.640 --> 00:19:16.080]  聊聊天
[00:19:16.080 --> 00:19:17.520]  又祈禱
[00:19:17.520 --> 00:19:21.560]  我們決定要找一個
[00:19:21.560 --> 00:19:22.840]  第二間教會
[00:19:22.840 --> 00:19:25.760]  我們都認識的一位資深牧師
[00:19:25.760 --> 00:19:27.320]  他已經退休了
[00:19:27.320 --> 00:19:29.680]  不過很好,他一直都關心我
[00:19:29.680 --> 00:19:31.600]  都會和我聊聊天
[00:19:31.600 --> 00:19:35.240]  我們兩夫妻就約了他一起去
[00:19:35.240 --> 00:19:37.000]  聽聽他的意見
[00:19:37.000 --> 00:19:40.720]  一起去交流一下一些想法
[00:19:40.720 --> 00:19:44.680]  這位牧師,這位屬靈的長輩
[00:19:44.680 --> 00:19:45.920]  坐下之後
[00:19:45.920 --> 00:19:49.520]  就用他一貫的溫軟
[00:19:49.520 --> 00:19:51.720]  講講講講講講講講講講
[00:19:51.720 --> 00:19:55.000]  講了一些他的看法
[00:19:55.000 --> 00:19:57.720]  我就眨一眨眼
[00:19:57.720 --> 00:20:00.120]  嗯,明白
[00:20:00.120 --> 00:20:03.760]  但是令到我最窩心的地方
[00:20:03.760 --> 00:20:08.200]  令到我覺得最感覺到安慰的就是
[00:20:08.200 --> 00:20:12.040]  一位我信任的屬靈長輩
[00:20:12.040 --> 00:20:16.280]  一位我的mentor,我可以這麼說
[00:20:16.280 --> 00:20:20.840]  他一年三日的去爲我祈禱
[00:20:20.840 --> 00:20:25.480]  爲到我們的家庭去仰望神
[00:20:25.480 --> 00:20:29.240]  這件事是對我很重要的
[00:20:29.240 --> 00:20:33.040]  保羅士在經文裏面有說
[00:20:33.040 --> 00:20:35.520]  菲律賓教會的弟兄姊妹聽
[00:20:35.520 --> 00:20:41.720]  是的,是我親自會爲你祈禱的
[00:20:41.720 --> 00:20:43.560]  他關心他
[00:20:43.560 --> 00:20:46.200]  他就爲他祈禱
[00:20:46.200 --> 00:20:48.720]  這班菲律賓的弟兄姊妹
[00:20:48.720 --> 00:20:53.640]  是不是過去他在歐洲傳道的時候
[00:20:53.640 --> 00:20:56.640]  向他們傳福音的呢?
[00:20:56.640 --> 00:20:59.120]  但是他爲這班弟兄姊妹
[00:20:59.120 --> 00:21:01.480]  繼續的去禱告
[00:21:01.480 --> 00:21:06.280]  繼續的去關心他們
