
[00:00:00.000 --> 00:00:02.560]  一個比較少講的題目
[00:03:45.780 --> 00:03:48.600]  我們將我們人生的主權都交給他了
[00:03:49.620 --> 00:03:52.180]  你心中有神 你又將你的主權交給耶穌基督
[00:03:52.180 --> 00:03:53.460]  其實等於什麼呢
[00:03:53.460 --> 00:03:55.260]  你就活在神的國度裏面
[00:03:55.260 --> 00:03:58.840]  你已經屬於神的管理了
[00:03:58.840 --> 00:04:01.400]  你的生命已經屬於上帝的了
[00:04:01.400 --> 00:04:03.440]  所以他說
[00:04:03.440 --> 00:04:04.480]  神的國來臨了嗎
[00:04:04.480 --> 00:04:07.540]  神的國已經來臨了 如果你信耶穌的話
[00:04:07.540 --> 00:04:09.080]  當你信耶穌那天開始
[00:04:09.080 --> 00:04:10.860]  信耶穌那天開始
[00:04:10.860 --> 00:04:14.200]  你就已經成為天國的公民了
[00:04:14.200 --> 00:04:16.760]  聖經怎樣說的
[00:04:17.020 --> 00:04:20.360]  一章十二節大家都很熟悉
[00:04:20.360 --> 00:04:25.220]  凡是代他的就是盡他們的人 他們的權兵做什麼
[00:04:25.220 --> 00:04:26.740]  神的
[00:04:26.740 --> 00:04:27.520]  兒女
[00:04:27.520 --> 00:04:29.820]  所以原來耶穌
[00:04:29.820 --> 00:04:31.880]  告訴我們
[00:04:31.880 --> 00:04:36.740]  在我們信耶穌那天開始 我們成為天國的公民 成為神的子女
[00:04:36.740 --> 00:04:38.780]  其實
[00:04:38.780 --> 00:04:40.840]  問問大家 考考你們
[00:04:40.840 --> 00:04:43.400]  耶穌出來傳道
[00:04:43.400 --> 00:04:45.960]  三十歲出來傳道
[00:04:46.720 --> 00:04:47.740]  耶穌傳什麼道
[00:04:47.740 --> 00:04:50.040]  耶穌傳福音
[00:04:50.040 --> 00:04:51.580]  耶穌傳什麼福音
[00:04:51.580 --> 00:04:53.120]  大家知道嗎
[00:04:53.120 --> 00:05:00.540]  我剛才說耶穌說 天國已經來了 只不過還未被所有人認同
[00:05:00.540 --> 00:05:03.360]  我們看看馬太福音九章三十五節
[00:05:03.360 --> 00:05:05.400]  馬太九章三十五節說
[00:05:05.400 --> 00:05:09.760]  耶穌走遍各城各鄉 在會堂裏教訓人
[00:05:09.760 --> 00:05:11.040]  宣講什麼
[00:05:11.040 --> 00:05:13.340]  天國的福音
[00:05:13.600 --> 00:05:16.680]  又醫治各樣的病症
[00:05:16.680 --> 00:05:19.240]  然後馬太福音第一章十四十五節
[00:05:19.240 --> 00:05:20.760]  耶穌來到加利利
[00:05:20.760 --> 00:05:22.300]  宣傳什麼
[00:05:22.300 --> 00:05:24.860]  上帝的福音
[00:05:24.860 --> 00:05:26.660]  說
[00:05:26.660 --> 00:05:27.680]  日期滿了
[00:05:27.680 --> 00:05:30.240]  上帝的國近了
[00:05:30.240 --> 00:05:32.540]  你門當悔改 信什麼
[00:05:32.540 --> 00:05:34.340]  信福音
[00:05:34.340 --> 00:05:35.620]  什麼福音
[00:05:35.620 --> 00:05:37.400]  上帝的國近了
[00:05:37.400 --> 00:05:39.960]  這就是耶穌所說的福音
[00:05:39.960 --> 00:05:42.780]  路加福音第九章
[00:05:44.060 --> 00:05:44.840]  第二節
[00:05:44.840 --> 00:05:51.480]  耶穌叫齊了十二個門徒 給他們有能力權並制服一切的鬼 醫治各樣的病
[00:05:51.480 --> 00:05:53.800]  又差遣他們去宣傳
[00:05:53.800 --> 00:05:57.120]  上帝國的道
[00:05:57.120 --> 00:05:58.920]  醫治病人
[00:05:58.920 --> 00:06:04.280]  大家看到嗎 馬太 馬可 路加三章的福音
[00:06:04.280 --> 00:06:06.840]  三個的作者都告訴我們
[00:06:06.840 --> 00:06:10.680]  耶穌所傳講的是什麼福音
[00:06:11.720 --> 00:06:13.780]  天國的福音
[00:06:13.780 --> 00:06:16.080]  而耶穌分部門徒傳講什麼
[00:06:16.080 --> 00:06:18.640]  天國的道
[00:06:18.640 --> 00:06:23.760]  你要悔改了 天國已經來了
[00:06:23.760 --> 00:06:26.580]  耶穌那時未死未復活 正在來了
[00:06:26.580 --> 00:06:28.360]  所以你要悔改
[00:06:28.360 --> 00:06:30.920]  相信上帝成為
[00:06:30.920 --> 00:06:32.960]  神國裡面的
[00:06:32.960 --> 00:06:33.740]  子民
[00:06:33.740 --> 00:06:35.520]  因為天國近了
[00:06:35.520 --> 00:06:37.060]  耶穌
[00:06:37.060 --> 00:06:38.860]  我們基督徒都知道的
[00:06:38.860 --> 00:06:40.660]  會來兩次
[00:06:41.160 --> 00:06:41.920]  第一次來了什麼
[00:06:41.920 --> 00:06:45.000]  來了 耶穌第一次來的時候做什麼
[00:06:45.000 --> 00:06:46.800]  就是在地上建立一個
[00:06:46.800 --> 00:06:47.820]  屬天的國度
[00:06:47.820 --> 00:06:51.400]  耶穌來了地上建立一個屬天的國度
[00:06:51.400 --> 00:06:52.940]  而這個屬天的國度是在耶穌死
[00:06:52.940 --> 00:06:54.980]  而復活之後
[00:06:54.980 --> 00:06:57.300]  實現了
[00:06:57.300 --> 00:07:01.380]  戰勝罪惡與死亡 死和復活
[00:07:01.380 --> 00:07:02.140]  之後
[00:07:02.140 --> 00:07:04.720]  天國已經開始了 來了
[00:07:04.720 --> 00:07:07.020]  祂出來傳的時候就近了
[00:07:07.020 --> 00:07:08.300]  祂死而復活之後
[00:07:08.300 --> 00:07:10.860]  搞定了 開始了
[00:07:11.380 --> 00:07:12.140]  不過
[00:07:12.140 --> 00:07:14.960]  如果要全世界的人都認同
[00:07:14.960 --> 00:07:15.980]  天國降臨
[00:07:15.980 --> 00:07:17.260]  那要等什麼
[00:07:17.260 --> 00:07:19.300]  耶穌第二次回來
[00:07:19.300 --> 00:07:22.380]  等耶穌第二次回來的時候
[00:07:22.380 --> 00:07:26.220]  這個才會實現 這個才會發生
[00:07:26.220 --> 00:07:30.560]  所以其實需要教導 例子是什麼
[00:07:30.560 --> 00:07:31.600]  如果是
[00:07:31.600 --> 00:07:33.900]  第二次世界大戰的時候
[00:07:33.900 --> 00:07:35.940]  決定性的戰爭在哪裡
[00:07:35.940 --> 00:07:38.500]  諾曼第
[00:07:38.500 --> 00:07:40.820]  諾曼第登陸成功
[00:07:42.100 --> 00:07:44.660]  我們說是決定性一仗
[00:07:44.660 --> 00:07:46.440]  那場勝利之後
[00:07:46.440 --> 00:07:49.260]  日本仔 俗心國
[00:07:49.260 --> 00:07:51.560]  全部已經知道
[00:07:51.560 --> 00:07:52.340]  沒得打了
[00:07:52.340 --> 00:07:53.860]  輸了 OK
[00:07:53.860 --> 00:07:54.620]  不過
[00:07:54.620 --> 00:07:55.660]  還沒死
[00:07:55.660 --> 00:07:56.940]  對不對
[00:07:56.940 --> 00:07:59.240]  The war was won
[00:07:59.240 --> 00:08:00.020]  但是
[00:08:00.020 --> 00:08:02.100]  還沒完全贏了
[00:08:02.100 --> 00:08:03.900]  還沒完全實現
[00:08:03.900 --> 00:08:05.180]  明不明白這個意思
[00:08:05.180 --> 00:08:07.480]  這個情況就等於
[00:08:07.740 --> 00:08:12.620]  耶穌的國已經開始了 不過還沒完全實現 要等耶穌回來
[00:08:12.620 --> 00:08:14.400]  就完全實現了
[00:08:14.400 --> 00:08:16.460]  明白嗎
[00:08:16.460 --> 00:08:19.260]  這個觀念其實很重要
[00:08:19.260 --> 00:08:22.340]  為什麼呢 因為我發覺
[00:08:22.340 --> 00:08:24.640]  今天很多傳道人
[00:08:24.640 --> 00:08:27.460]  只是講給人知
[00:08:27.460 --> 00:08:29.000]  救贖的福音
[00:08:29.000 --> 00:08:30.520]  耶穌拯救你
[00:08:30.520 --> 00:08:31.800]  耶穌幫助你
[00:08:31.800 --> 00:08:34.100]  信耶穌 耶穌保佑你
[00:08:34.100 --> 00:08:36.660]  祝你平安
[00:08:37.440 --> 00:08:38.200]  有沒有說錯
[00:08:38.200 --> 00:08:38.980]  沒有說錯
[00:08:38.980 --> 00:08:41.800]  講這個福音只講了一半
[00:08:41.800 --> 00:08:44.360]  因為耶穌來傳 什麼福音
[00:08:44.360 --> 00:08:46.140]  是天國的福音
[00:08:46.140 --> 00:08:47.420]  不只是救贖你
[00:08:47.420 --> 00:08:48.960]  那你竟然要上天堂
[00:08:48.960 --> 00:08:50.760]  這個盧牧師最喜歡說
[00:08:50.760 --> 00:08:52.800]  那你信耶穌就竟然要上天堂
[00:08:52.800 --> 00:08:53.820]  什麼都不用做
[00:08:53.820 --> 00:08:55.620]  No
[00:08:55.620 --> 00:08:57.920]  原來不是這樣的
[00:08:57.920 --> 00:08:58.940]  沒錯
[00:08:58.940 --> 00:09:01.760]  天國已經開始了 耶穌已經打起這場仗
[00:09:01.760 --> 00:09:04.060]  但是原來耶穌希望我們
[00:09:04.060 --> 00:09:05.860]  繼續在這個世界生活
[00:09:05.860 --> 00:09:07.140]  為什麼
[00:09:07.400 --> 00:09:08.940]  因為有工作給我們做
[00:09:08.940 --> 00:09:10.740]  我們活在世上
[00:09:10.740 --> 00:09:13.540]  是因為上帝還要我們活在這個世界上
[00:09:13.540 --> 00:09:15.600]  因為我們的生命屬於上帝
[00:09:15.600 --> 00:09:18.920]  上帝對每一個自己的子女
[00:09:18.920 --> 00:09:20.200]  都有一個計劃
[00:09:20.200 --> 00:09:23.020]  希望能夠讓我們有機會參與
[00:09:23.020 --> 00:09:25.840]  他這個拯救普世的工作
[00:09:25.840 --> 00:09:27.380]  所以我們的存在
[00:09:27.380 --> 00:09:28.640]  是有意思的
[00:09:28.640 --> 00:09:31.460]  如果你只是為了自己而去生活的話
[00:09:31.460 --> 00:09:32.740]  你是一個很自私的人
[00:09:32.740 --> 00:09:34.540]  慢慢你會覺得做人很無聊
[00:09:35.300 --> 00:09:37.600]  每個人都是這樣 誰不是為自己而活著
[00:09:37.600 --> 00:09:41.440]  如果你讓你的生命變更加有意思有意義的話
[00:09:41.440 --> 00:09:43.500]  除非你做些事比你自己大一點
[00:09:43.500 --> 00:09:47.340]  做一些能夠給你自己更加偉大的事
[00:09:47.340 --> 00:09:51.420]  而你能夠有機會參與去建立整個國在地上
[00:09:51.420 --> 00:09:53.740]  這個就很重要了
[00:09:53.740 --> 00:09:55.780]  這個就令我們
[00:09:55.780 --> 00:09:57.320]  是相當的
[00:09:57.320 --> 00:09:58.600]  興奮
[00:09:58.600 --> 00:10:00.640]  所以其實我們說一下
[00:10:00.640 --> 00:10:03.720]  一路以來我是不是說登山寶墳 說完了是不是
[00:10:03.720 --> 00:10:05.000]  登山寶墳說什麼
[00:10:06.020 --> 00:10:07.820]  就是說我們如何在這個世界上
[00:10:07.820 --> 00:10:10.380]  過一個在地約天的生活
[00:10:10.380 --> 00:10:13.180]  我們已經進入天國裡面
[00:10:13.180 --> 00:10:14.460]  但我們生活在一個世界
[00:10:14.460 --> 00:10:16.780]  你如何能夠在這個世界裡面學習
[00:10:16.780 --> 00:10:19.340]  好像在天國裡面生活一樣呢
[00:10:19.340 --> 00:10:21.900]  這個就是登山寶墳
[00:10:21.900 --> 00:10:23.940]  告訴我們那個訊息
[00:10:23.940 --> 00:10:26.240]  今天我們看不可以看就再看
[00:10:26.240 --> 00:10:27.780]  看幾節聖經
[00:10:27.780 --> 00:10:28.800]  馬太七章
[00:10:28.800 --> 00:10:30.840]  21到23節
[00:10:30.840 --> 00:10:33.660]  原來我們已經活在天國裡面了
[00:10:35.720 --> 00:10:36.220]  21節
[00:10:36.220 --> 00:10:39.300]  不是每一個稱呼我主啊主啊的人
[00:10:39.300 --> 00:10:40.840]  都能進入天國
[00:10:40.840 --> 00:10:42.120]  死了怎麼辦呢
[00:10:42.120 --> 00:10:45.980]  唯有遵行我天父旨意的人才能夠進去
[00:10:45.980 --> 00:10:47.540]  22節
[00:10:47.540 --> 00:10:48.820]  再那一天
[00:10:48.820 --> 00:10:51.640]  必有許多人對我說主啊主啊
[00:10:51.640 --> 00:10:56.760]  我們不是奉你的名傳道奉你的名趕鬼奉你的名行許多神蹟異能嗎
[00:10:56.760 --> 00:11:02.140]  耶穌說我要向他們宣告我從來不認識你們
[00:11:02.140 --> 00:11:04.180]  你們只是作惡的人
[00:11:04.940 --> 00:11:05.440]  走開
[00:11:05.440 --> 00:11:09.540]  不知道戴太太這幾節聖經害怕不害怕
[00:11:09.540 --> 00:11:12.380]  會不會有點緊張呢
[00:11:12.380 --> 00:11:14.420]  首先你們要留意
[00:11:14.420 --> 00:11:15.960]  聖經是到那一天
[00:11:15.960 --> 00:11:18.260]  那一天是哪一天才行
[00:11:18.260 --> 00:11:20.560]  很明顯那一天
[00:11:20.560 --> 00:11:23.120]  就是說耶穌將來
[00:11:23.120 --> 00:11:24.140]  已經是
[00:11:24.140 --> 00:11:25.940]  做了天國的王
[00:11:25.940 --> 00:11:27.980]  我們每一個人
[00:11:27.980 --> 00:11:29.780]  每一個人都要站在面前
[00:11:29.780 --> 00:11:31.560]  接受祂的審判
[00:11:31.560 --> 00:11:33.620]  或者從祂那裡
[00:11:33.860 --> 00:11:35.140]  得到獎賞
[00:11:35.140 --> 00:11:36.660]  到那一天
[00:11:36.660 --> 00:11:38.460]  將來的那個時間
[00:11:38.460 --> 00:11:39.500]  站在耶穌面前
[00:11:39.500 --> 00:11:42.820]  耶穌說你不是我的我不認識你
[00:11:42.820 --> 00:11:44.360]  你是我的子女
[00:11:44.360 --> 00:11:45.380]  我要獎賞你
[00:11:45.380 --> 00:11:48.200]  所以說到末日
[00:11:48.200 --> 00:11:49.220]  耶穌來
[00:11:49.220 --> 00:11:50.000]  已經是
[00:11:50.000 --> 00:11:52.560]  作王掌權的時候
[00:11:52.560 --> 00:11:53.580]  那個時間
[00:11:53.580 --> 00:11:55.620]  在那一天
[00:11:55.620 --> 00:11:58.440]  進天國呢
[00:11:58.440 --> 00:12:01.520]  進天國就不在那一天了
[00:12:02.020 --> 00:12:04.060]  我們分清楚
[00:12:04.060 --> 00:12:05.860]  進天國
[00:12:05.860 --> 00:12:11.740]  和將來我們站在神的面前耶穌的面前受審判是兩個不同的時段
[00:12:11.740 --> 00:12:14.820]  不要混為一談兩個不同的時間
[00:12:14.820 --> 00:12:18.920]  這樣你可能說哪些人才可以進天國
[00:12:18.920 --> 00:12:21.480]  什麼人可以進天國呢
[00:12:21.480 --> 00:12:26.080]  什麼時間可以進天國呢
[00:12:26.080 --> 00:12:28.140]  我進去了沒有到底
[00:12:28.140 --> 00:12:30.180]  我們會不會在天國裡面
[00:12:30.440 --> 00:12:34.020]  剛才我們讀那段聖經的時候可能我們心裡有些疑惑
[00:12:34.020 --> 00:12:37.600]  我信耶穌了
[00:12:37.600 --> 00:12:38.380]  信耶穌了嗎
[00:12:38.380 --> 00:12:39.920]  受審了嗎
[00:12:39.920 --> 00:12:40.680]  沒有
[00:12:40.680 --> 00:12:42.480]  不過不要緊
[00:12:42.480 --> 00:12:44.260]  我信耶穌了
[00:12:44.260 --> 00:12:45.540]  我受審了
[00:12:45.540 --> 00:12:47.340]  我回教會幾十年了
[00:12:47.340 --> 00:12:49.380]  我又幫助教會侍奉
[00:12:49.380 --> 00:12:50.420]  我又奉獻
[00:12:50.420 --> 00:12:52.200]  我做了這些事
[00:12:52.200 --> 00:12:53.740]  我是不是在天國裡面
[00:12:53.740 --> 00:12:57.060]  這樣說我也很緊張
[00:12:57.060 --> 00:12:58.100]  你覺得呢
[00:13:00.140 --> 00:13:00.660]  好了
[00:13:00.660 --> 00:13:07.300]  要明白
[00:13:07.300 --> 00:13:09.360]  憑
[00:13:09.360 --> 00:13:12.680]  信心接受耶穌基督為主
[00:13:12.680 --> 00:13:13.960]  並且受審
[00:13:13.960 --> 00:13:16.520]  是你屬靈生命的開始
[00:13:16.520 --> 00:13:18.820]  我剛才不是背過聖經嗎
[00:13:18.820 --> 00:13:20.100]  有人福音第一章
[00:13:20.100 --> 00:13:21.380]  凡接待他的
[00:13:21.380 --> 00:13:22.920]  就是信貪迷的人
[00:13:22.920 --> 00:13:24.720]  他就像他們的權柄做什麼
[00:13:24.720 --> 00:13:27.020]  神的子女
[00:13:27.020 --> 00:13:30.100]  所以當你真心相信耶穌
[00:13:30.340 --> 00:13:32.660]  用受審的方式去表明你的信心
[00:13:32.660 --> 00:13:34.960]  你就是整個子女
[00:13:34.960 --> 00:13:36.760]  你就是天國的公民
[00:13:36.760 --> 00:13:37.780]  入了天國沒有
[00:13:37.780 --> 00:13:39.300]  入了天國了
[00:13:39.300 --> 00:13:41.620]  不過
[00:13:41.620 --> 00:13:44.420]  那是開始
[00:13:44.420 --> 00:13:47.740]  開始的時候很混亂
[00:13:47.740 --> 00:13:49.540]  我決一志
[00:13:49.540 --> 00:13:50.320]  我又受了審
[00:13:50.320 --> 00:13:51.600]  我就是基督徒
[00:13:51.600 --> 00:13:53.900]  很多人不太清楚
[00:13:53.900 --> 00:13:56.200]  仍然很不清楚
[00:13:56.200 --> 00:13:59.780]  雅各提醒我們
[00:14:00.040 --> 00:14:01.840]  我們說自己相信耶穌
[00:14:01.840 --> 00:14:02.860]  但是
[00:14:02.860 --> 00:14:04.660]  有沒有行為
[00:14:04.660 --> 00:14:07.460]  去印證我們真的相信
[00:14:07.460 --> 00:14:09.760]  如果你真的相信耶穌的話
[00:14:09.760 --> 00:14:12.060]  你生命會改變 聖經說得很清楚
[00:14:12.060 --> 00:14:13.860]  聖靈在你生命裡面
[00:14:13.860 --> 00:14:15.140]  如果你有
[00:14:15.140 --> 00:14:16.940]  信耶穌又受了審
[00:14:16.940 --> 00:14:17.700]  但是
[00:14:17.700 --> 00:14:18.980]  你的行為跟以前一樣
[00:14:18.980 --> 00:14:21.540]  仍然做那些壞事或者不應該做的事
[00:14:21.540 --> 00:14:24.620]  仍然做那些是上帝不喜歡的事情
[00:14:24.620 --> 00:14:26.160]  那麼
[00:14:26.160 --> 00:14:27.940]  雅各就會打一個問號
[00:14:28.200 --> 00:14:31.540]  那你是不是真的相信 做了這些宗教的活動
[00:14:31.540 --> 00:14:34.860]  但是你是不是真的相信 生命都沒有改變
[00:14:34.860 --> 00:14:36.400]  行為都沒有改變
[00:14:36.400 --> 00:14:38.180]  雅各怎麼說
[00:14:38.180 --> 00:14:39.980]  沒有行為的信心
[00:14:39.980 --> 00:14:40.740]  是
[00:14:40.740 --> 00:14:42.800]  死的信心
[00:14:42.800 --> 00:14:45.100]  沒有行為的信心
[00:14:45.100 --> 00:14:46.620]  是死的信心 沒用的
[00:14:46.620 --> 00:14:49.200]  你講到天花亂放
[00:14:49.200 --> 00:14:50.740]  你做多少教會服侍
[00:14:50.740 --> 00:14:53.300]  都沒有用 根本你生命沒有改變
[00:14:53.300 --> 00:14:57.900]  你可能就不是一個真正的鋸頭
[00:14:59.180 --> 00:15:01.980]  所以耶穌不就剛才說了 你記不記得耶穌說了什麼
[00:15:01.980 --> 00:15:04.540]  不是征服我主下主下的人
[00:15:04.540 --> 00:15:05.580]  都能進入天國
[00:15:05.580 --> 00:15:06.860]  唯有什麼
[00:15:06.860 --> 00:15:08.900]  進行
[00:15:08.900 --> 00:15:10.960]  天賦旨意的人
[00:15:10.960 --> 00:15:15.040]  唯有進行天賦旨意的人 你就有把握了
[00:15:15.040 --> 00:15:16.840]  OK 有把握
[00:15:16.840 --> 00:15:17.620]  可以
[00:15:17.620 --> 00:15:18.380]  進入
[00:15:18.380 --> 00:15:19.400]  天國裡面
[00:15:19.400 --> 00:15:21.700]  大家聽清楚了嗎
[00:15:21.700 --> 00:15:25.280]  什麼叫做進行天賦上帝的旨意
[00:15:25.280 --> 00:15:26.820]  再問多一次
[00:15:27.080 --> 00:15:30.420]  什麼叫做進行天賦上帝的旨意的人呢
[00:15:30.420 --> 00:15:33.480]  就是那些唯主命是聽
[00:15:33.480 --> 00:15:35.520]  總之是神說的
[00:15:35.520 --> 00:15:37.580]  總之是來自上帝的
[00:15:37.580 --> 00:15:40.140]  清楚無含糊 他怎麼說我就怎麼做
[00:15:40.140 --> 00:15:42.700]  他怎麼說我就怎麼聽 怎麼相信
[00:15:42.700 --> 00:15:43.720]  怎麼接受
[00:15:43.720 --> 00:15:45.780]  唯主命是聽
[00:15:45.780 --> 00:15:47.820]  就是這樣的意思
[00:15:47.820 --> 00:15:51.140]  剛才我講過 如果真的信耶穌的話
[00:15:51.140 --> 00:15:54.480]  你把你的命交給耶穌 命都是屬於上帝的
[00:15:54.980 --> 00:15:59.600]  就是說你以上帝作為你生命的主宰
[00:15:59.600 --> 00:16:00.600]  這些人
[00:16:00.600 --> 00:16:02.400]  我希望包括我們在內
[00:16:02.400 --> 00:16:03.940]  上帝是我們的生命主宰
[00:16:03.940 --> 00:16:05.480]  我們是否真心信主
[00:16:05.480 --> 00:16:07.520]  我們是否唯主命是聽
[00:16:07.520 --> 00:16:09.060]  如果是的話
[00:16:09.060 --> 00:16:10.600]  兄弟妹妹
[00:16:10.600 --> 00:16:12.660]  我們知道我們就有把握
[00:16:12.660 --> 00:16:14.180]  因為我們肯聽神話
[00:16:14.180 --> 00:16:15.460]  去改變
[00:16:15.460 --> 00:16:16.240]  OK
[00:16:16.240 --> 00:16:18.280]  我們有把握
[00:16:18.280 --> 00:16:20.080]  我們可以進入天國裡面
[00:16:20.080 --> 00:16:21.860]  而上帝呢
[00:16:23.140 --> 00:16:29.280]  成為我們的養父 我講過了 本來我們跟他無分無關 不認識上帝 現在我們叫做天父
[00:16:29.280 --> 00:16:32.620]  上帝很疼愛我們的
[00:16:32.620 --> 00:16:35.420]  上帝為他自己每個子女
