
[00:00:00.000 --> 00:00:04.000]  首先跟大家看一段聖經
[00:01:52.000 --> 00:01:57.000]  就是110年的薪水
[00:01:57.000 --> 00:01:58.000]  很多的
[00:01:58.000 --> 00:02:00.000]  不過110年的薪水是多少
[00:02:00.000 --> 00:02:02.000]  譬如我們做一個比較
[00:02:02.000 --> 00:02:05.000]  我們請一個牧師傳導人
[00:02:05.000 --> 00:02:06.000]  是不是這裡
[00:02:06.000 --> 00:02:10.000]  原來沒有震出來
[00:02:10.000 --> 00:02:11.000]  牧師傳導人
[00:02:11.000 --> 00:02:14.000]  現在一個月的薪水大約3萬元
[00:02:14.000 --> 00:02:16.000]  一年12個月
[00:02:16.000 --> 00:02:18.000]  3萬乘12個月就是多少錢
[00:02:18.000 --> 00:02:20.000]  誰快一點
[00:02:20.000 --> 00:02:22.000]  36萬
[00:02:22.000 --> 00:02:24.000]  36萬乘110年
[00:02:24.000 --> 00:02:26.000]  就是多少錢
[00:02:26.000 --> 00:02:28.000]  3960萬
[00:02:28.000 --> 00:02:30.000]  難怪媽媽要詛咒兒子
[00:02:30.000 --> 00:02:31.000]  她不知道那個是兒子
[00:02:31.000 --> 00:02:33.000]  你被人罵了3900萬
[00:02:33.000 --> 00:02:34.000]  你不詛咒他
[00:02:34.000 --> 00:02:35.000]  詛咒他很重
[00:02:35.000 --> 00:02:38.000]  可能真的會這樣下去
[00:02:38.000 --> 00:02:40.000]  所以聽到媽媽這麼狠的詛咒的時候
[00:02:40.000 --> 00:02:43.000]  反應就是馬上拿出來
[00:02:43.000 --> 00:02:45.000]  我不想失言
[00:02:45.000 --> 00:02:51.000]  當她請了聖經告訴她
[00:02:51.000 --> 00:02:52.000]  拿出來的時候
[00:02:52.000 --> 00:02:56.000]  她媽媽就再拿了200個錫赫勒
[00:02:56.000 --> 00:02:57.000]  去雕一些什麼
[00:02:57.000 --> 00:02:59.000]  做一些什麼
[00:02:59.000 --> 00:03:01.000]  雕了一個像
[00:03:01.000 --> 00:03:02.000]  鑄了一個像
[00:03:02.000 --> 00:03:05.000]  還有在屋裡又弄了個神堂
[00:03:05.000 --> 00:03:08.000]  又製造爾弗德爾弗德世師的服飾
[00:03:08.000 --> 00:03:10.000]  然後就找了她兒子做了祭司
[00:03:10.000 --> 00:03:12.000]  她這樣做希望什麼
[00:03:12.000 --> 00:03:15.000]  希望她能夠抵消這個咒座
[00:03:15.000 --> 00:03:18.000]  因為之後她請了一個少年利美人的時候
[00:03:18.000 --> 00:03:20.000]  她就說從此我們不用怕了
[00:03:20.000 --> 00:03:21.000]  在下面
[00:03:21.000 --> 00:03:23.000]  爺爺說會賜福給我
[00:03:23.000 --> 00:03:26.000]  所以她希望抵消這個咒座在裡面
[00:03:26.000 --> 00:03:29.000]  但是你發覺當她這樣做的時候
[00:03:29.000 --> 00:03:30.000]  你會發現一件事
[00:03:30.000 --> 00:03:32.000]  她還做錯了很多東西
[00:03:32.000 --> 00:03:34.000]  很混帳的東西
[00:03:34.000 --> 00:03:36.000]  先看這裡
[00:03:36.000 --> 00:03:37.000]  看了
[00:03:37.000 --> 00:03:39.000]  首先她做了一個像
[00:03:39.000 --> 00:03:41.000]  首先第一件事她做錯的是什麼
[00:03:41.000 --> 00:03:42.000]  偷錢
[00:03:42.000 --> 00:03:43.000]  十誡裡面不准偷錢
[00:03:43.000 --> 00:03:44.000]  第一件事她偷了
[00:03:44.000 --> 00:03:45.000]  偷竊罪
[00:03:45.000 --> 00:03:46.000]  第二件事
[00:03:46.000 --> 00:03:47.000]  做了一個像
[00:03:47.000 --> 00:03:48.000]  是不是錯了
[00:03:48.000 --> 00:03:51.000]  十誡裡面可不可以說是雕刻像
[00:03:51.000 --> 00:03:52.000]  不可以
[00:03:52.000 --> 00:03:55.000]  所以她就又做錯了一件事
[00:03:55.000 --> 00:03:56.000]  不過有些解經家就說
[00:03:56.000 --> 00:03:57.000]  都可以研究一下
[00:03:57.000 --> 00:04:00.000]  這個像是做一個什麼形狀的像呢
[00:04:00.000 --> 00:04:02.000]  有些解經家就說
[00:04:02.000 --> 00:04:03.000]  他可能是參考
[00:04:03.000 --> 00:04:05.000]  出埃及記三十二章
[00:04:05.000 --> 00:04:07.000]  當摩西在山上裡面
[00:04:07.000 --> 00:04:09.000]  四十週年未來的時候
[00:04:09.000 --> 00:04:11.000]  以色列人以為摩西已經死了
[00:04:11.000 --> 00:04:12.000]  那怎麼辦
[00:04:12.000 --> 00:04:14.000]  就要求亞倫幫他弄一個像出來
[00:04:14.000 --> 00:04:16.000]  這個是一個耶和華神
[00:04:16.000 --> 00:04:18.000]  帶他出埃及的
[00:04:18.000 --> 00:04:20.000]  做一個什麼形狀的像呢
[00:04:20.000 --> 00:04:21.000]  牛族的牛仔
[00:04:21.000 --> 00:04:23.000]  這樣養出來
[00:04:23.000 --> 00:04:24.000]  所以解經家就說
[00:04:24.000 --> 00:04:27.000]  這裡可能他也是學了亞倫那樣
[00:04:27.000 --> 00:04:28.000]  弄了一個牛仔出來
[00:04:28.000 --> 00:04:30.000]  就當他是耶和華
[00:04:30.000 --> 00:04:31.000]  記住都是耶和華
[00:04:31.000 --> 00:04:32.000]  當他是耶和華
[00:04:32.000 --> 00:04:34.000]  然後就敬拜他
[00:04:34.000 --> 00:04:36.000]  所以違背了十誡
[00:04:36.000 --> 00:04:38.000]  不知道你生氣不生氣
[00:04:38.000 --> 00:04:40.000]  就當神弄了一隻牛代表他
[00:04:40.000 --> 00:04:41.000]  可能我們覺得沒什麼
[00:04:41.000 --> 00:04:42.000]  有什麼生氣呢
[00:04:42.000 --> 00:04:44.000]  不過我們可以這樣想
[00:04:44.000 --> 00:04:46.000]  假如你有一個好朋友
[00:04:46.000 --> 00:04:48.000]  這個朋友對你真的很好
[00:04:48.000 --> 00:04:49.000]  那個好朋友說
[00:04:49.000 --> 00:04:50.000]  我好想念你
[00:04:50.000 --> 00:04:52.000]  我在家裡畫了一幅畫
[00:04:52.000 --> 00:04:53.000]  畫了你的像出來
[00:04:53.000 --> 00:04:54.000]  然後就想念
[00:04:54.000 --> 00:04:56.000]  看到這幅畫就想到你了
[00:04:56.000 --> 00:04:57.000]  於是有一天你在家裡的時候
[00:04:57.000 --> 00:04:59.000]  發覺這幅畫畫了一隻豬
[00:04:59.000 --> 00:05:00.000]  原來你是一隻豬
[00:05:00.000 --> 00:05:02.000]  那你反應是怎麼樣
[00:05:02.000 --> 00:05:03.000]  你很生氣啊
[00:05:03.000 --> 00:05:04.000]  你對我是一隻豬
[00:05:04.000 --> 00:05:05.000]  不要罵我
[00:05:05.000 --> 00:05:07.000]  上帝是很偉大
[00:05:07.000 --> 00:05:08.000]  一隻牛代表他
[00:05:08.000 --> 00:05:09.000]  上帝都生氣
[00:05:09.000 --> 00:05:10.000]  我都生氣
[00:05:10.000 --> 00:05:13.000]  所以神都不想刁剋偶像
[00:05:13.000 --> 00:05:14.000]  當然刁剋偶像
[00:05:14.000 --> 00:05:18.000]  也將上帝的能力扭曲了
[00:05:18.000 --> 00:05:19.000]  還有一件事
[00:05:19.000 --> 00:05:21.000]  更加錯的是什麼
[00:05:21.000 --> 00:05:23.000]  家裡弄了一個神堂
[00:05:23.000 --> 00:05:25.000]  我想告訴大家
[00:05:25.000 --> 00:05:27.000]  在當時的史詩年代裡
[00:05:27.000 --> 00:05:29.000]  敬拜在哪裡
[00:05:29.000 --> 00:05:31.000]  去回眸
[00:05:31.000 --> 00:05:33.000]  回眸放在哪個地方
[00:05:33.000 --> 00:05:35.000]  是羅
[00:05:35.000 --> 00:05:36.000]  所以人們要去敬拜的時候
[00:05:36.000 --> 00:05:38.000]  就要去到士羅裡面
[00:05:38.000 --> 00:05:40.000]  去敬拜上帝
[00:05:40.000 --> 00:05:41.000]  但是現在節省了
[00:05:41.000 --> 00:05:43.000]  我家裡弄了一個神堂
[00:05:43.000 --> 00:05:44.000]  在家裡敬拜
[00:05:44.000 --> 00:05:45.000]  多方便
[00:05:45.000 --> 00:05:47.000]  敬拜私人化
[00:05:47.000 --> 00:05:50.000]  但聖經裡面的敬拜是公開的
[00:05:50.000 --> 00:05:52.000]  是群體一同來敬拜
[00:05:52.000 --> 00:05:54.000]  不是私人化的
[00:05:54.000 --> 00:05:55.000]  為了方便
[00:05:55.000 --> 00:05:56.000]  有了神堂
[00:05:56.000 --> 00:05:57.000]  也有祭司
[00:05:57.000 --> 00:05:59.000]  沒有祭司才敬拜
[00:05:59.000 --> 00:06:01.000]  祂不可以執行禮儀
[00:06:01.000 --> 00:06:03.000]  於是祂找了祂的兒子
[00:06:03.000 --> 00:06:05.000]  來做祭司
[00:06:05.000 --> 00:06:06.000]  首先
[00:06:06.000 --> 00:06:10.000]  祂不是利微支派亞倫的後裔
[00:06:10.000 --> 00:06:11.000]  所以做不到祭司
[00:06:11.000 --> 00:06:12.000]  因為祂是二法蓮
[00:06:12.000 --> 00:06:13.000]  支派在裡面
[00:06:13.000 --> 00:06:15.000]  所以其實也是做錯的
[00:06:15.000 --> 00:06:16.000]  錯又加錯
[00:06:16.000 --> 00:06:17.000]  找了祂的兒子
[00:06:17.000 --> 00:06:18.000]  可能他兒子對舊約
[00:06:18.000 --> 00:06:19.000]  或者對律法比較熟悉
[00:06:19.000 --> 00:06:20.000]  喜歡背聖經
[00:06:20.000 --> 00:06:21.000]  不如你去做
[00:06:21.000 --> 00:06:22.000]  那就做吧
[00:06:22.000 --> 00:06:24.000]  就做了
[00:06:24.000 --> 00:06:27.000]  所以錯上加錯
[00:06:27.000 --> 00:06:28.000]  後來呢
[00:06:28.000 --> 00:06:30.000]  他就找到一個利微人
[00:06:30.000 --> 00:06:31.000]  開心了
[00:06:31.000 --> 00:06:32.000]  有一個利微人
[00:06:32.000 --> 00:06:33.000]  於是更加好
[00:06:33.000 --> 00:06:34.000]  比兒子做好
[00:06:34.000 --> 00:06:35.000]  認利微人的身份
[00:06:35.000 --> 00:06:37.000]  適合做祭司
[00:06:37.000 --> 00:06:38.000]  於是呢
[00:06:38.000 --> 00:06:39.000]  他又找到利微人的時候
[00:06:39.000 --> 00:06:40.000]  他就說
[00:06:40.000 --> 00:06:41.000]  發財了
[00:06:41.000 --> 00:06:43.000]  神會賜福給我
[00:06:43.000 --> 00:06:44.000]  也抵消了
[00:06:44.000 --> 00:06:48.000]  之前媽媽那麼重的咒詛在裡面
[00:06:48.000 --> 00:06:50.000]  其實你看了這段聖經的時候
[00:06:50.000 --> 00:06:51.000]  你會發覺
[00:06:51.000 --> 00:06:52.000]  在事司祭的時候
[00:06:52.000 --> 00:06:54.000]  簡直是混帳
[00:06:54.000 --> 00:06:57.000]  因為家庭裡面的宗教信仰生活
[00:06:57.000 --> 00:06:59.000]  包括道德的表現
[00:06:59.000 --> 00:07:01.000]  完全扭曲了
[00:07:01.000 --> 00:07:02.000]  墮落了
[00:07:02.000 --> 00:07:05.000]  混亂混帳在當中
[00:07:05.000 --> 00:07:07.000]  在這裡我想問一下你
[00:07:07.000 --> 00:07:09.000]  假如你家裡有一個神壇
[00:07:09.000 --> 00:07:11.000]  又有聖經
[00:07:11.000 --> 00:07:12.000]  又有十字架
[00:07:12.000 --> 00:07:14.000]  假如你有錢
[00:07:14.000 --> 00:07:16.000]  你請一個牧師在你家裡
[00:07:16.000 --> 00:07:17.000]  牧養你的家庭
[00:07:17.000 --> 00:07:20.000]  上帝會不會賜福給你
[00:07:20.000 --> 00:07:22.000]  會不會
[00:07:22.000 --> 00:07:25.000]  我又有牧師
[00:07:25.000 --> 00:07:26.000]  又有聖經
[00:07:26.000 --> 00:07:27.000]  又有十字架
[00:07:27.000 --> 00:07:29.000]  整個壇在裡面
[00:07:29.000 --> 00:07:31.000]  有牧師牧養我家人
[00:07:31.000 --> 00:07:33.000]  上帝會不會賜福給你
[00:07:33.000 --> 00:07:34.000]  為什麼沒有人回答
[00:07:34.000 --> 00:07:36.000]  不知道嗎
[00:07:36.000 --> 00:07:37.000]  不知道嗎
[00:07:37.000 --> 00:07:38.000]  我上課很清楚
[00:07:38.000 --> 00:07:40.000]  我上課就說不可以
[00:07:40.000 --> 00:07:42.000]  為什麼你不閉鎖
[00:07:42.000 --> 00:07:43.000]  慘了慘了
[00:07:43.000 --> 00:07:45.000]  要多審點聖經
[00:07:45.000 --> 00:07:47.000]  是不可以的
[00:07:47.000 --> 00:07:48.000]  你知不知道以色列
[00:07:48.000 --> 00:07:49.000]  北角以色列南角以色列
[00:07:49.000 --> 00:07:51.000]  就不聽上帝的說話
[00:07:51.000 --> 00:07:52.000]  結果是滅亡
[00:07:52.000 --> 00:07:53.000]  你不是做到有些咒
[00:07:53.000 --> 00:07:54.000]  看一看它
[00:07:54.000 --> 00:07:57.000]  那就蒙上帝的賜福
[00:07:57.000 --> 00:08:00.000]  是要人聽從上帝的說話
[00:08:00.000 --> 00:08:02.000]  那個人一定心裡有上帝
[00:08:02.000 --> 00:08:04.000]  心裡沒有上帝
[00:08:04.000 --> 00:08:06.000]  也不會跟從上帝的說話
[00:08:06.000 --> 00:08:08.000]  但他扭曲了
[00:08:08.000 --> 00:08:11.000]  他用敬拜私人化
[00:08:11.000 --> 00:08:13.000]  其實敬拜是一個群體
[00:08:13.000 --> 00:08:14.000]  公開的聚集
[00:08:14.000 --> 00:08:15.000]  敬拜上帝
[00:08:15.000 --> 00:08:16.000]  現在私人化了
[00:08:16.000 --> 00:08:17.000]  我有錢就可以了
[00:08:17.000 --> 00:08:19.000]  有些人有錢就可以了
[00:08:19.000 --> 00:08:20.000]  在裡面
[00:08:20.000 --> 00:08:21.000]  但這樣是錯的
[00:08:21.000 --> 00:08:24.000]  我不可以用自己的方式去敬拜
[00:08:24.000 --> 00:08:25.000]  就是適合敬拜
[00:08:25.000 --> 00:08:27.000]  我應該用上帝認為的敬拜方式
[00:08:27.000 --> 00:08:29.000]  去敬拜上帝
[00:08:29.000 --> 00:08:31.000]  其實現在是容易的
[00:08:31.000 --> 00:08:32.000]  私人敬拜
[00:08:32.000 --> 00:08:33.000]  有時我很忙
[00:08:33.000 --> 00:08:34.000]  回不來
[00:08:34.000 --> 00:08:36.000]  上網可以看
[00:08:36.000 --> 00:08:37.000]  是不是
[00:08:37.000 --> 00:08:40.000]  或者電視機
[00:08:40.000 --> 00:08:42.000]  轉播別人的敬拜
[00:08:42.000 --> 00:08:43.000]  都可以的
[00:08:43.000 --> 00:08:45.000]  這樣好不好
[00:08:45.000 --> 00:08:46.000]  方便
[00:08:46.000 --> 00:08:48.000]  我不用走那麼遠
[00:08:48.000 --> 00:08:50.000]  又不用被交通擠塞阻礙
[00:08:50.000 --> 00:08:51.000]  你說奉獻怎樣做
[00:08:51.000 --> 00:08:53.000]  現在有電子支付
[00:08:53.000 --> 00:08:55.000]  又搞得定
[00:08:55.000 --> 00:08:57.000]  這樣行不行
[00:08:57.000 --> 00:08:59.000]  反應我行不行
[00:08:59.000 --> 00:09:01.000]  為什麼早上可以
[00:09:01.000 --> 00:09:03.000]  為什麼沒有反應
[00:09:03.000 --> 00:09:05.000]  不行的
[00:09:05.000 --> 00:09:06.000]  這不是上帝的心意
[00:09:06.000 --> 00:09:08.000]  雖然社會上有時
[00:09:08.000 --> 00:09:10.000]  有些網上給你聽敬拜
[00:09:10.000 --> 00:09:12.000]  或者有些電視
[00:09:12.000 --> 00:09:14.000]  裡面有些轉播
[00:09:14.000 --> 00:09:16.000]  無可奈何
[00:09:16.000 --> 00:09:17.000]  你回不來
[00:09:17.000 --> 00:09:18.000]  有些東西補足一下
[00:09:18.000 --> 00:09:19.000]  不是真正的
[00:09:19.000 --> 00:09:21.000]  你沒有參與其中
[00:09:21.000 --> 00:09:23.000]  你只是一個觀眾
[00:09:23.000 --> 00:09:26.000]  你沒有參與其中去敬拜
[00:09:26.000 --> 00:09:29.000]  有時看到時代論壇
[00:09:29.000 --> 00:09:33.000]  發現現在有些人選擇回教會敬拜
[00:09:33.000 --> 00:09:35.000]  都開始分顏色
[00:09:35.000 --> 00:09:37.000]  我覺得這間教會是黃
[00:09:37.000 --> 00:09:38.000]  我就會回那裡
[00:09:38.000 --> 00:09:40.000]  這間教會是藍我才回
[00:09:40.000 --> 00:09:41.000]  因為現在有些藍的人
[00:09:41.000 --> 00:09:43.000]  不要說哪類人
[00:09:43.000 --> 00:09:45.000]  回不了現在的教會
[00:09:45.000 --> 00:09:46.000]  不知道為什麼
[00:09:46.000 --> 00:09:47.000]  所以有一個牧師就開始
[00:09:47.000 --> 00:09:49.000]  我set up另一個教會
[00:09:49.000 --> 00:09:50.000]  偏藍的
[00:09:50.000 --> 00:09:52.000]  是歡迎藍參加的
[00:09:52.000 --> 00:09:54.000]  我說的那些大家會喜歡聽
[00:09:54.000 --> 00:09:56.000]  教會要去到這樣的敬拜
[00:09:56.000 --> 00:09:58.000]  是按著自己認為的喜好
[00:09:58.000 --> 00:10:00.000]  那方式就回敬拜就行了
[00:10:00.000 --> 00:10:04.000]  但這樣是不妥當的
[00:10:04.000 --> 00:10:06.000]  不是這樣
[00:10:06.000 --> 00:10:09.000]  整個家庭或者宗教生活
[00:10:09.000 --> 00:10:10.000]  變成這樣
[00:10:10.000 --> 00:10:12.000]  是一個什麼緣故呢
[00:10:12.000 --> 00:10:14.000]  問題核心是這句
[00:10:14.000 --> 00:10:15.000]  一起來讀
[00:10:15.000 --> 00:10:16.000]  預備起
[00:10:16.000 --> 00:10:19.000]  那時以色列中沒有黃
[00:10:19.000 --> 00:10:21.000]  各人任意而行
[00:10:21.000 --> 00:10:24.000]  以色列人心裡沒有了黃
[00:10:24.000 --> 00:10:26.000]  他的黃是誰
[00:10:26.000 --> 00:10:27.000]  是神
[00:10:27.000 --> 00:10:29.000]  但現在他當神不是黃
[00:10:29.000 --> 00:10:31.000]  不要神
[00:10:31.000 --> 00:10:33.000]  就自己說了算
[00:10:33.000 --> 00:10:34.000]  我們俗語說
[00:10:34.000 --> 00:10:35.000]  沒有黃管
[00:10:35.000 --> 00:10:37.000]  一個人沒有人去管
[00:10:37.000 --> 00:10:39.000]  或者沒有神在心裡去管
[00:10:39.000 --> 00:10:41.000]  人會怎樣
[00:10:41.000 --> 00:10:43.000]  任意而行
[00:10:43.000 --> 00:10:44.000]  今天來說是放鬆
[00:10:44.000 --> 00:10:45.000]  任意
[00:10:45.000 --> 00:10:47.000]  最近警察很忙
[00:10:47.000 --> 00:10:49.000]  所以現在在街上泊車很方便
[00:10:49.000 --> 00:10:51.000]  隨時都找到車位
[00:10:51.000 --> 00:10:52.000]  其實那裡不是車位
[00:10:52.000 --> 00:10:54.000]  整條街都是車位
[00:10:54.000 --> 00:10:56.000]  所以出入很不方便
[00:10:56.000 --> 00:10:57.000]  因為任意而行
[00:10:57.000 --> 00:10:58.000]  沒有人管
[00:10:58.000 --> 00:11:00.000]  有人管的時候會不會這樣
[00:11:00.000 --> 00:11:01.000]  馬上不會
[00:11:01.000 --> 00:11:02.000]  這樣
[00:11:02.000 --> 00:11:03.000]  近日
[00:11:03.000 --> 00:11:05.000]  做一段時間裡
[00:11:05.000 --> 00:11:06.000]  其實很流行一種單車
[00:11:06.000 --> 00:11:08.000]  叫共享單車
[00:11:08.000 --> 00:11:10.000]  現在大家少見
[00:11:10.000 --> 00:11:12.000]  共享單車我覺得有很多原因不成功
[00:11:12.000 --> 00:11:14.000]  其中一樣難以實現
[00:11:14.000 --> 00:11:17.000]  我覺得就是要人自己去紀律
[00:11:17.000 --> 00:11:18.000]  自己
[00:11:18.000 --> 00:11:20.000]  跟著去泊車
[00:11:20.000 --> 00:11:21.000]  可不可以
[00:11:21.000 --> 00:11:22.000]  很多都不可以
[00:11:22.000 --> 00:11:23.000]  因為有時我出入
[00:11:23.000 --> 00:11:24.000]  泊這麼多車
[00:11:24.000 --> 00:11:25.000]  有單車擋住路
[00:11:25.000 --> 00:11:26.000]  有些是中間
[00:11:26.000 --> 00:11:27.000]  旁邊擋住人的
[00:11:27.000 --> 00:11:28.000]  有一次
[00:11:28.000 --> 00:11:30.000]  我弟弟告訴我一件事
[00:11:30.000 --> 00:11:31.000]  我有間舊屋
[00:11:31.000 --> 00:11:32.000]  我以前家裡人
[00:11:32.000 --> 00:11:33.000]  很少去
[00:11:33.000 --> 00:11:35.000]  有一次我弟弟上去舊屋
[00:11:35.000 --> 00:11:36.000]  那時候
[00:11:36.000 --> 00:11:37.000]  舊屋的門口
[00:11:37.000 --> 00:11:39.000]  有個共享單車擺在那裡
[00:11:39.000 --> 00:11:41.000]  原來應該是隔離屋那個
[00:11:41.000 --> 00:11:42.000]  他沒位置擺
[00:11:42.000 --> 00:11:43.000]  他私有化了
[00:11:43.000 --> 00:11:45.000]  沒位置擺在我舊屋的門口裡
[00:11:45.000 --> 00:11:48.000]  把共享單車私人化了
[00:11:48.000 --> 00:11:49.000]  有些人就是這樣
[00:11:49.000 --> 00:11:50.000]  沒有網管的時候
[00:11:50.000 --> 00:11:53.000]  就任意亂來
[00:11:53.000 --> 00:11:54.000]  在裡面
[00:11:54.000 --> 00:11:55.000]  上一次
[00:11:55.000 --> 00:11:56.000]  一個多月前
[00:11:56.000 --> 00:11:58.000]  我回我媽媽家裡吃飯的時候
[00:11:58.000 --> 00:12:00.000]  我媽媽說了一件事給我聽
[00:12:00.000 --> 00:12:01.000]  最近流行拆東西
[00:12:01.000 --> 00:12:03.000]  現在這些人都很容易拆東西
[00:12:03.000 --> 00:12:05.000]  有一次星期六早上去買信
[00:12:05.000 --> 00:12:06.000]  經過禮賢會那裡
[00:12:06.000 --> 00:12:07.000]  就是消防局那裡
[00:12:07.000 --> 00:12:08.000]  十字路口
[00:12:08.000 --> 00:12:09.000]  你知道那裡很多時
[00:12:09.000 --> 00:12:11.000]  都被人打爛了交通燈
[00:12:11.000 --> 00:12:15.000]  在星期六早上去買信的時候
[00:12:15.000 --> 00:12:17.000]  看到黑衣人戴著口罩
[00:12:17.000 --> 00:12:18.000]  打爛他
[00:12:18.000 --> 00:12:19.000]  他也很害怕
[00:12:19.000 --> 00:12:20.000]  他也不知道為什麼
[00:12:20.000 --> 00:12:21.000]  那個時間也要打
[00:12:21.000 --> 00:12:23.000]  通常那些時間是不應該打的
[00:12:23.000 --> 00:12:25.000]  通常集會之後才打的
[00:12:25.000 --> 00:12:26.000]  現在星期六早上
[00:12:26.000 --> 00:12:27.000]  又沒有集會
[00:12:27.000 --> 00:12:28.000]  大埔那邊幹嘛打呢
[00:12:28.000 --> 00:12:30.000]  那幾個信人幹什麼呢
[00:12:30.000 --> 00:12:32.000]  任意而行
[00:12:32.000 --> 00:12:33.000]  我都可以打的
[00:12:33.000 --> 00:12:34.000]  我發誓
[00:12:34.000 --> 00:12:35.000]  那就打
[00:12:35.000 --> 00:12:36.000]  當沒有網管的時候
[00:12:36.000 --> 00:12:39.000]  就任意而行
[00:12:39.000 --> 00:12:41.000]  就任意而行
[00:12:41.000 --> 00:12:44.000]  做很多的錯事在裡面
[00:12:44.000 --> 00:12:48.000]  就像時事年代一樣
[00:12:48.000 --> 00:12:51.000]  沒有網在心裡
[00:12:51.000 --> 00:12:52.000]  個人任意而行
[00:12:52.000 --> 00:12:53.000]  現在這個家庭
[00:12:53.000 --> 00:12:56.000]  簡直把整個宗教信仰的生活
[00:12:56.000 --> 00:12:59.000]  亂成一團在裡面
[00:12:59.000 --> 00:13:00.000]  就在這個時候
[00:13:00.000 --> 00:13:04.000]  出現了一個少年人的利美人
[00:13:04.000 --> 00:13:05.000]  我們一起來讀
[00:13:05.000 --> 00:13:07.000]  用單折數來讀
[00:13:07.000 --> 00:13:09.000]  雙折數請回中
[00:13:09.000 --> 00:13:12.000]  猶大的伯利恆有一個少年人
[00:13:12.000 --> 00:13:14.000]  是猶大族的利美人
[00:13:14.000 --> 00:13:16.000]  他在那裡寄居
[00:13:16.000 --> 00:13:29.000]  米加問他說
[00:13:29.000 --> 00:13:30.000]  你從哪裡來
[00:13:30.000 --> 00:13:31.000]  他回答說
[00:13:31.000 --> 00:13:33.000]  從猶大的伯利恆來
[00:13:33.000 --> 00:13:34.000]  我是利美人
[00:13:34.000 --> 00:13:37.000]  要找一個可住的地方
[00:13:37.000 --> 00:13:57.000]  利美人情願與那人同住
[00:13:57.000 --> 00:13:58.000]  那人看這少年人
[00:13:58.000 --> 00:14:01.000]  如同自己的兒子一樣
[00:14:05.000 --> 00:14:09.000]  米加說現在我知道
[00:14:09.000 --> 00:14:11.000]  耶華彼此賦予我
[00:14:11.000 --> 00:14:15.000]  因我有一個利美人作祭師
[00:14:15.000 --> 00:14:19.000]  摩西帶領以色列人出埃及記之後
[00:14:19.000 --> 00:14:20.000]  就把以色列的十個支派
[00:14:20.000 --> 00:14:22.000]  分了一些地方
[00:14:22.000 --> 00:14:23.000]  每一個支派
