
[00:00:00.000 --> 00:00:05.700]  有一段聖經在以西結書第37章第9跟第10兩節
[00:04:26.560 --> 00:04:31.860]  神就很清楚的給他們一個跟隨的策略
[00:04:31.860 --> 00:04:35.260]  約瑟爾基地三章第三節這裡吩咐百姓說
[00:04:35.260 --> 00:04:40.360]  你們看見耶和華你們神的約跪 又見祭司立位人抬著
[00:04:40.360 --> 00:04:45.260]  就要離開所住的地方跟著約跪去
[00:04:45.260 --> 00:04:50.260]  我們看見這支以色列的軍隊在行程當中
[00:04:50.260 --> 00:04:56.760]  神給他們非常清楚的策略就是跟著約跪去
[00:04:56.760 --> 00:05:00.660]  約跪就代表神自己
[00:05:00.660 --> 00:05:04.760]  你知道當以色列人在曠野漂流四十年的時候
[00:05:04.760 --> 00:05:07.260]  無論以色列人走到哪裡
[00:05:07.260 --> 00:05:13.660]  當他們安寧的時候約跪永遠是放在他們中間
[00:05:13.660 --> 00:05:16.960]  前面四個支派後面四個支派
[00:05:16.960 --> 00:05:20.460]  左邊四個支派右邊四個支派
[00:05:20.460 --> 00:05:23.960]  約跪永遠放在以色列人中間
[00:05:23.960 --> 00:05:28.360]  這個約跪就代表神的同在
[00:05:28.360 --> 00:05:33.060]  當時以色列人無論他們遇到多少仇敵的攻擊
[00:05:33.060 --> 00:05:35.760]  多少一些危險的環境
[00:05:35.760 --> 00:05:40.460]  只要他們看見約跪仍然在他們中間
[00:05:40.460 --> 00:05:43.160]  他們就知道神沒有離開他們
[00:05:43.160 --> 00:05:46.360]  神永遠與他們同在
[00:05:46.360 --> 00:05:50.160]  可是現在當他們要過約旦河的時候
[00:05:50.160 --> 00:05:52.960]  要進入神所謂他們預備應許之地
[00:05:52.960 --> 00:05:56.460]  一個嶄新的季節的時候
[00:05:56.460 --> 00:05:58.760]  神卻做一件新的事情
[00:05:58.760 --> 00:06:02.960]  神要約跪走在他們前面
[00:06:02.960 --> 00:06:05.360]  換句話說從這個時候開始
[00:06:05.360 --> 00:06:09.060]  約跪不但是代表神的同在
[00:06:09.060 --> 00:06:14.160]  這個時候開始約跪更是代表神的主權
[00:06:14.160 --> 00:06:17.260]  神的百姓 神的大軍
[00:06:17.260 --> 00:06:21.660]  一定要確認主耶穌是我們的元帥
[00:06:21.660 --> 00:06:22.860]  你們
[00:06:22.860 --> 00:06:26.560]  祂要親自率領我們來征戰
[00:06:26.560 --> 00:06:30.860]  帶領我們進入神應許之地
[00:06:30.860 --> 00:06:33.060]  既然祂是元帥
[00:06:33.060 --> 00:06:37.560]  那就表明征戰的路線是由祂決定
[00:06:37.560 --> 00:06:41.260]  征戰的方法也是由祂來決定
[00:06:41.260 --> 00:06:44.760]  而我們就必須謙卑下來
[00:06:44.760 --> 00:06:47.260]  不再依靠我們自己
[00:06:47.260 --> 00:06:49.360]  絞盡自己的腦子
[00:06:49.360 --> 00:06:54.360]  而是謙卑下來尋求神的方法
[00:06:54.360 --> 00:06:56.260]  尋求神的代理
[00:06:56.260 --> 00:06:58.360]  尋求神的策略
[00:06:58.360 --> 00:07:00.360]  你們
[00:07:00.360 --> 00:07:04.360]  你還記得當約書亞準備要攻打耶利歌城的時候
[00:07:04.360 --> 00:07:08.260]  當時耶利歌城是非常堅固的城牆
[00:07:08.260 --> 00:07:10.160]  我們看一下聖經裡面怎麼記載
[00:07:10.160 --> 00:07:12.660]  當他準備攻打耶利歌城的時候
[00:07:12.660 --> 00:07:14.460]  約書亞他是個軍師
[00:07:14.460 --> 00:07:16.660]  他打過很多仗
[00:07:16.660 --> 00:07:18.260]  他第一件事情做什麼
[00:07:18.260 --> 00:07:22.760]  他第一件事情就靠近耶利歌城
[00:07:22.760 --> 00:07:24.460]  他靠近耶利歌城幹什麼
[00:07:24.460 --> 00:07:26.260]  因為他很會打仗
[00:07:26.260 --> 00:07:29.360]  他想靠自己的力量去思想
[00:07:29.360 --> 00:07:32.860]  考慮怎麼樣打贏這個仗爭
[00:07:32.860 --> 00:07:35.160]  他就想用自己的辦法
[00:07:35.160 --> 00:07:38.160]  用怎麼樣的策略來打贏這個戰爭
[00:07:38.160 --> 00:07:41.660]  就在他靠近耶利歌城的時候
[00:07:41.660 --> 00:07:44.260]  他看到有一個人迎面走來
[00:07:44.260 --> 00:07:46.560]  手裡拿了一把刀
[00:07:46.560 --> 00:07:48.360]  他第一個反應
[00:07:48.360 --> 00:07:50.360]  我們人的直覺第一個反應
[00:07:50.360 --> 00:07:52.360]  你是幫助誰的
[00:07:52.360 --> 00:07:53.660]  你幫助我還幫助敵人
[00:07:53.660 --> 00:07:56.060]  搞清楚啊
[00:07:56.060 --> 00:07:58.060]  沒想到這個人沒有回答說
[00:07:58.060 --> 00:08:00.260]  我是幫助你會幫助敵人
[00:08:00.260 --> 00:08:02.460]  這個人只說了一句話
[00:08:02.460 --> 00:08:10.060]  他說我來是要做耶和華軍隊的元帥
[00:08:10.060 --> 00:08:11.860]  你知道本來約書亞
[00:08:11.860 --> 00:08:12.960]  他在問一個問題
[00:08:12.960 --> 00:08:15.060]  你是站在哪一邊的
[00:08:15.060 --> 00:08:16.660]  你哪一邊搞清楚
[00:08:16.660 --> 00:08:18.260]  你是我這邊還是敵人這邊搞清楚
[00:08:18.260 --> 00:08:20.060]  哪一邊的
[00:08:20.060 --> 00:08:21.760]  但是這個人的回答
[00:08:21.760 --> 00:08:24.960]  卻將整個問題翻轉過來
[00:08:24.960 --> 00:08:25.960]  事實上這個人在說
[00:08:25.960 --> 00:08:27.060]  我是耶和華軍隊的元帥
[00:08:27.060 --> 00:08:30.460]  換句話說約書亞你問錯問題了
[00:08:30.460 --> 00:08:33.060]  問題不是我站在哪一邊
[00:08:33.060 --> 00:08:35.960]  我來是要做耶和華軍隊的元帥
[00:08:35.960 --> 00:08:39.360]  問題是約書亞你站在哪一邊
[00:08:39.360 --> 00:08:42.160]  這才是真正的問題
[00:08:42.160 --> 00:08:45.260]  約書亞你在打自己的仗
[00:08:45.260 --> 00:08:47.360]  還是打神的仗
[00:08:47.360 --> 00:08:49.660]  你在尋求自己的策略
[00:08:49.660 --> 00:08:53.760]  還是尋求神的策略
[00:08:53.760 --> 00:08:56.660]  忽然間約書亞明白過來
[00:08:56.660 --> 00:08:59.560]  立刻俯伏在地
[00:08:59.560 --> 00:09:02.560]  他說我主有什麼吩咐僕人
[00:09:02.560 --> 00:09:03.960]  換句話說他已經
[00:09:03.960 --> 00:09:06.460]  不再絞盡自己的腦子
[00:09:06.460 --> 00:09:07.960]  想盡自己的辦法
[00:09:07.960 --> 00:09:11.560]  他願意謙卑下來尋求神的方法
[00:09:11.560 --> 00:09:14.760]  尋求神的策略
[00:09:14.760 --> 00:09:16.260]  我們看見神就在那時候
[00:09:16.260 --> 00:09:20.060]  將神的策略向他來說明
[00:09:20.060 --> 00:09:22.160]  告訴約書亞
[00:09:22.160 --> 00:09:24.460]  你一聽到這個策略
[00:09:24.460 --> 00:09:27.960]  你就知道這個策略絕對不是人能夠想出來
[00:09:27.960 --> 00:09:31.260]  這個策略只有上帝能夠想得出來
[00:09:31.260 --> 00:09:32.060]  神怎麼對他說
[00:09:32.060 --> 00:09:33.360]  神對他說
[00:09:33.360 --> 00:09:35.860]  要以色列百姓圍繞耶利哥城
[00:09:35.860 --> 00:09:36.760]  一天走一圈
[00:09:36.760 --> 00:09:38.060]  第七天走七圈
[00:09:38.060 --> 00:09:40.560]  走完七圈喊驕傲
[00:09:40.560 --> 00:09:41.960]  請問有誰打仗這樣打法的
[00:09:41.960 --> 00:09:44.160]  請問你
[00:09:44.160 --> 00:09:46.060]  只有神想得出這種辦法
[00:09:46.060 --> 00:09:47.960]  這種瘋狂策略
[00:09:47.960 --> 00:09:49.160]  只有上帝想得出來
[00:09:49.160 --> 00:09:49.960]  人怎麼想
[00:09:49.960 --> 00:09:52.360]  絕對想不出來的
[00:09:52.360 --> 00:09:53.460]  我們看見杜浩的時候
[00:09:53.460 --> 00:09:54.860]  當我們在解決
[00:09:54.860 --> 00:09:56.660]  面對我們前面的道路
[00:09:56.660 --> 00:09:58.560]  解決我們的問題的時候
[00:09:58.560 --> 00:09:59.260]  你知道多少時候
[00:09:59.260 --> 00:10:02.660]  我們人總想要依靠自己的方法
[00:10:02.660 --> 00:10:03.860]  但事實上我常常說一句話
[00:10:03.860 --> 00:10:04.560]  丁兄弟妹
[00:10:04.560 --> 00:10:08.160]  你永遠想不過神的啦
[00:10:08.160 --> 00:10:10.860]  當神要帶領我們進入新的季節的時候
[00:10:10.860 --> 00:10:13.260]  神要用他的方法
[00:10:13.260 --> 00:10:14.960]  神要用他的策略
[00:10:14.960 --> 00:10:16.760]  絕對不是我們想出來的策略
[00:10:16.760 --> 00:10:18.860]  我們怎麼想都想不出來的
[00:10:18.860 --> 00:10:22.560]  只有我們謙卑下來
[00:10:22.560 --> 00:10:25.360]  願意來尋求神的時候
[00:10:25.360 --> 00:10:27.360]  聖經說不是依靠勢力跟才能
[00:10:27.360 --> 00:10:32.960]  而是依靠神的靈方能成事
[00:10:32.960 --> 00:10:35.260]  只有當我們謙卑下來尋求
[00:10:35.260 --> 00:10:37.360]  我們才明白神的策略
[00:10:37.360 --> 00:10:38.060]  你知道很多時候
[00:10:38.060 --> 00:10:40.260]  我們總是喜歡看見新的事情
[00:10:40.260 --> 00:10:41.360]  不是嗎
[00:10:41.360 --> 00:10:43.560]  我們也期待神做新的事情
[00:10:43.560 --> 00:10:45.160]  在我們身上不是嗎
[00:10:45.160 --> 00:10:46.960]  但聖經中從來沒有叫我們
[00:10:46.960 --> 00:10:48.760]  去追尋新的事情
[00:10:48.760 --> 00:10:51.160]  也沒有叫我們去跟隨新的事情
[00:10:51.160 --> 00:10:53.960]  但聖經裡面永遠教導我們
[00:10:53.960 --> 00:11:00.360]  要憑信心跟隨神走上一條新的道路
[00:11:00.360 --> 00:11:04.460]  那是一條憑信心不憑眼見的道路
[00:11:04.460 --> 00:11:06.360]  那是一條聆聽神的聲音
[00:11:06.360 --> 00:11:09.460]  順從聖靈引導的道路
[00:11:09.460 --> 00:11:09.960]  我告訴你
[00:11:09.960 --> 00:11:13.360]  只要我們不斷地走在這條新的道路上
[00:11:13.360 --> 00:11:15.360]  憑信心不憑眼見
[00:11:15.360 --> 00:11:17.760]  聆聽聖靈的聲音順從聖靈引導
[00:11:17.760 --> 00:11:22.560]  我告訴你 新的事情繼續不斷會發生的
[00:11:22.560 --> 00:11:23.460]  但反過來說
[00:11:23.460 --> 00:11:25.660]  如果今天我們決定
[00:11:25.660 --> 00:11:26.460]  不再依靠神了
[00:11:26.460 --> 00:11:28.460]  我們依靠自己
[00:11:28.460 --> 00:11:31.160]  我們決定不再憑信心了
[00:11:31.160 --> 00:11:33.060]  我們決定不再聆聽聖靈的聲音
[00:11:33.060 --> 00:11:35.560]  尋求聖靈的引導了
[00:11:35.560 --> 00:11:36.360]  那我告訴你
[00:11:36.360 --> 00:11:40.260]  心事就會停止了
[00:11:40.260 --> 00:11:41.960]  所以確認
[00:11:41.960 --> 00:11:47.160]  耶穌是我們軍隊的元帥是太重要了
[00:11:47.160 --> 00:11:50.760]  只有當我們確認主耶穌是我們的元帥的時候
[00:11:50.760 --> 00:11:54.360]  我們才能繼續不斷走在新的道路上
[00:11:54.360 --> 00:11:59.460]  我們才能繼續不斷經歷新的事情
[00:11:59.460 --> 00:12:01.660]  第一個 確認耶穌是我們的元帥
[00:12:01.660 --> 00:12:05.260]  第二 我們要重新尾聲來跟隨神
[00:12:05.260 --> 00:12:09.960]  跟著祂 重新尾聲跟隨神 跟祂說
[00:12:09.960 --> 00:12:12.760]  在約書亞記第3章第5節裡面
[00:12:12.760 --> 00:12:13.660]  你看見在這裡
[00:12:13.660 --> 00:12:16.160]  約書亞就在那時候吩咐百姓說
[00:12:16.160 --> 00:12:17.560]  你們要什麼
[00:12:17.560 --> 00:12:19.360]  要賜節
[00:12:19.360 --> 00:12:20.760]  什麼意思呢
[00:12:20.760 --> 00:12:23.660]  意思就是我們要預備好我們自己
[00:12:23.660 --> 00:12:25.460]  神既然要做新的工作
[00:12:25.460 --> 00:12:27.060]  帶領我們進入新的季節
[00:12:27.060 --> 00:12:33.060]  那我們要預備好我們自己來迎接神的工作
[00:12:33.060 --> 00:12:36.060]  你要知道當以色列要在過約旦河的時候
[00:12:36.060 --> 00:12:38.260]  其實這個時刻
[00:12:38.260 --> 00:12:41.460]  並不是一個過約旦河最好的時刻
[00:12:41.460 --> 00:12:45.060]  並不是一個最方便的時刻
[00:12:45.060 --> 00:12:47.360]  聖經裡面告訴我們這個時刻
[00:12:47.360 --> 00:12:51.460]  約旦河的水是漲過兩岸的
[00:12:51.460 --> 00:12:53.460]  漲過兩岸的
[00:12:53.460 --> 00:12:55.260]  你就可以想像
[00:12:55.260 --> 00:12:56.860]  這時候已經很多人
[00:12:56.860 --> 00:12:59.860]  私下在埋怨的聲音不是嗎
[00:12:59.860 --> 00:13:03.760]  約書亞 40年都等了
[00:13:03.760 --> 00:13:05.860]  再多等一兩個月有什麼關係
[00:13:05.860 --> 00:13:07.360]  急什麼呢
[00:13:07.360 --> 00:13:08.860]  為什麼這個時候過河
[00:13:08.860 --> 00:13:11.860]  等一等吧
[00:13:11.860 --> 00:13:13.360]  還有人會說
[00:13:13.360 --> 00:13:15.560]  難道沒有更好的地方過河
[00:13:15.560 --> 00:13:16.860]  一定要在這地方過嗎
[00:13:16.860 --> 00:13:18.160]  有沒有好一點的地方
[00:13:18.160 --> 00:13:19.360]  為什麼要在這個時候
[00:13:19.360 --> 00:13:20.160]  這個時刻
[00:13:20.160 --> 00:13:22.660]  這個地方一定要在這裡呢
[00:13:22.660 --> 00:13:25.560]  為什麼不換個地方呢
[00:13:25.560 --> 00:13:27.560]  多少時候
[00:13:27.560 --> 00:13:30.060]  當我們要跟隨神的時候
[00:13:30.060 --> 00:13:32.360]  我們不也是這樣嗎
[00:13:32.360 --> 00:13:34.660]  哇 這不是方便的事
[00:13:34.660 --> 00:13:35.760]  不是不願意
[00:13:35.760 --> 00:13:37.960]  真的不大方便啊
[00:13:37.960 --> 00:13:40.760]  這不是個方便的時候啊
[00:13:40.760 --> 00:13:42.160]  年輕的時候
[00:13:42.160 --> 00:13:43.660]  你想要成家
[00:13:43.660 --> 00:13:45.060]  你想要找工作
[00:13:45.060 --> 00:13:47.260]  主啊 這個時候不方便啊
[00:13:47.260 --> 00:13:48.760]  等我找到了工作了
[00:13:48.760 --> 00:13:49.660]  等我結了婚
[00:13:49.660 --> 00:13:51.860]  我一定來跟隨你
[00:13:51.860 --> 00:13:53.360]  沒想到一結婚之後
[00:13:53.360 --> 00:13:54.760]  一下生了三個孩子
[00:13:54.760 --> 00:13:55.560]  哦 主啊
[00:13:55.560 --> 00:13:57.360]  真的很不方便啊
[00:13:57.360 --> 00:13:58.360]  等孩子長大了
[00:13:58.360 --> 00:14:00.860]  我一定跟隨你了
[00:14:00.860 --> 00:14:01.860]  人到了中年
[00:14:01.860 --> 00:14:02.760]  孩子長大了
[00:14:02.760 --> 00:14:03.760]  主啊
[00:14:03.760 --> 00:14:05.060]  這個時候也不方便
[00:14:05.060 --> 00:14:08.860]  因為是最後衝刺的機會啊
[00:14:08.860 --> 00:14:09.460]  哎呀
[00:14:09.460 --> 00:14:10.860]  讓我再一次來
[00:14:10.860 --> 00:14:12.760]  為事業打拼吧
[00:14:12.760 --> 00:14:13.360]  我告訴你
[00:14:13.360 --> 00:14:15.160]  我一定保證成功之後
[00:14:15.160 --> 00:14:17.260]  提早退休
[00:14:17.260 --> 00:14:18.260]  提早退休之後
[00:14:18.260 --> 00:14:20.760]  我一定好好侍奉你
[00:14:20.760 --> 00:14:21.860]  好不容易退休了
[00:14:21.860 --> 00:14:23.060]  主啊
[00:14:23.060 --> 00:14:25.260]  現在真的不方便
[00:14:25.260 --> 00:14:26.360]  我還腰痠背痛啊
[00:14:26.360 --> 00:14:27.860]  天天
[00:14:27.860 --> 00:14:30.460]  不方便啊
[00:14:30.460 --> 00:14:33.660]  我告訴你在人的一生當中
[00:14:33.660 --> 00:14:38.260]  就根本沒有所謂方便的時刻了
[00:14:38.260 --> 00:14:39.560]  你不要以為等我以後方便
[00:14:39.560 --> 00:14:43.060]  永遠沒有方便的時刻
[00:14:43.060 --> 00:14:44.460]  但神對你的呼召
[00:14:44.460 --> 00:14:47.160]  永遠不是將來的
[00:14:47.160 --> 00:14:48.060]  神對你的呼召
[00:14:48.060 --> 00:14:51.060]  永遠是現在的
[00:14:51.060 --> 00:14:52.960]  神應許的祝福是現在的
[00:14:52.960 --> 00:14:54.460]  神的呼召神的命令
[00:14:54.460 --> 00:14:56.460]  也是現在的
[00:14:56.460 --> 00:14:59.460]  神的恩典跟大能更是現在的
[00:14:59.460 --> 00:15:01.560]  你們
[00:15:01.560 --> 00:15:02.560]  所以讓我們預備好
[00:15:02.560 --> 00:15:06.560]  無論你在人生哪一個季節
[00:15:06.560 --> 00:15:08.860]  沒有一個季節是方便的
[00:15:08.860 --> 00:15:10.160]  但是需要我們的尾聲
[00:15:10.160 --> 00:15:13.060]  這才叫尾聲嘛
[00:15:13.060 --> 00:15:14.560]  越是在不方便的時候
[00:15:14.560 --> 00:15:19.360]  越是要尾聲來跟隨神
[00:15:19.360 --> 00:15:20.660]  你們
[00:15:20.660 --> 00:15:21.860]  讓我們真的擺喪
[00:15:21.860 --> 00:15:23.260]  我們自己預備好
[00:15:23.260 --> 00:15:25.360]  來迎接神新的工作
[00:15:25.360 --> 00:15:26.160]  那你說
[00:15:26.160 --> 00:15:28.560]  誰要來預備呢
[00:15:28.560 --> 00:15:29.860]  是牧師嗎
[00:15:29.860 --> 00:15:31.160]  是傳道人嗎
[00:15:31.160 --> 00:15:32.260]  是教會同工嗎
[00:15:32.260 --> 00:15:33.360]  No
[00:15:33.360 --> 00:15:34.360]  是每一個人
[00:15:34.360 --> 00:15:35.360]  跟你們說就是你
[00:15:35.360 --> 00:15:38.560]  跟他說
[00:15:38.560 --> 00:15:41.060]  不要以為是別人啊
[00:15:41.060 --> 00:15:42.760]  你還記得當
[00:15:42.760 --> 00:15:46.360]  以色列要攻打耶利歌臣的時候
[00:15:46.360 --> 00:15:47.960]  神很清楚地對以色列人
[00:15:47.960 --> 00:15:49.560]  說一件事情
[00:15:49.560 --> 00:15:51.660]  進了耶利歌臣之後
[00:15:51.660 --> 00:15:53.660]  要把所有耶利歌臣的人
[00:15:53.660 --> 00:15:56.160]  通通燒毀
[00:15:56.160 --> 00:15:57.460]  為什麼呢
[00:15:57.460 --> 00:15:59.360]  因為神不願意這些
[00:15:59.360 --> 00:16:01.260]  耶利歌臣連拜偶像的
[00:16:01.260 --> 00:16:04.760]  任何的東西來影響到以色列人
[00:16:04.760 --> 00:16:05.560]  所以神說
[00:16:05.560 --> 00:16:08.360]  無論看到什麼通通都要燒毀
[00:16:08.360 --> 00:16:11.360]  整個城要燒毀
[00:16:11.360 --> 00:16:13.460]  當時就有一個小兵
[00:16:13.460 --> 00:16:15.260]  叫雅甘
[00:16:15.260 --> 00:16:16.760]  他進了城
[00:16:16.760 --> 00:16:17.960]  他看見
[00:16:17.960 --> 00:16:20.460]  要燒毀
[00:16:20.460 --> 00:16:21.960]  金子銀子
[00:16:21.960 --> 00:16:24.160]  何等無辜啊
[00:16:24.160 --> 00:16:25.160]  不是嗎
[00:16:25.160 --> 00:16:27.560]  多麼可惜要燒毀
[00:16:27.560 --> 00:16:30.460]  沒關係拿一點點就好了
[00:16:30.460 --> 00:16:32.060]  他拿了一個金子
[00:16:32.060 --> 00:16:33.760]  一些銀子
[00:16:33.760 --> 00:16:34.460]  他又看見
[00:16:34.460 --> 00:16:37.860]  旁邊有從市拿來的絲綢
[00:16:37.860 --> 00:16:40.260]  他一定是愛老婆的人
[00:16:40.260 --> 00:16:42.560]  我太太就是喜歡絲綢
[00:16:42.560 --> 00:16:43.760]  拿了一點絲綢
[00:16:43.760 --> 00:16:44.860]  不多一點點
[00:16:44.860 --> 00:16:48.160]  一點點沒有太多
[00:16:48.160 --> 00:16:51.060]  可是就是因為這個小兵
[00:16:51.060 --> 00:16:54.260]  拿了一點點小的東西
[00:16:54.260 --> 00:16:55.860]  結果以色列人
[00:16:55.860 --> 00:16:57.160]  在第二場戰爭
[00:16:57.160 --> 00:16:59.160]  愛臣的戰爭的時候
[00:16:59.160 --> 00:17:03.160]  就大敗在敵人的面前
[00:17:03.160 --> 00:17:03.760]  所以丁鳳姐妹
[00:17:03.760 --> 00:17:05.560]  你千萬不要小看你自己
[00:17:05.560 --> 00:17:07.560]  覺得我沒關係不重要
[00:17:07.560 --> 00:17:08.960]  慕斯跟隨就好了
[00:17:08.960 --> 00:17:10.660]  我不重要 No No No No
[00:17:10.660 --> 00:17:14.460]  跟你旁邊說你非常重要
[00:17:14.460 --> 00:17:20.160]  沒有你是不行的跟他說
[00:17:20.160 --> 00:17:21.460]  神帶你來到生命河
[00:17:21.460 --> 00:17:24.660]  就是為這個時刻
[00:17:24.660 --> 00:17:27.060]  神要我們連結在一起
[00:17:27.060 --> 00:17:31.260]  成為耶和華的大軍隊
[00:17:31.260 --> 00:17:32.360]  在大軍隊裡面
[00:17:32.360 --> 00:17:35.760]  每一個人都很重要
[00:17:35.760 --> 00:17:37.160]  Amen
[00:17:37.160 --> 00:17:37.760]  第三
[00:17:37.760 --> 00:17:40.060]  我們要掌握神所賜的屬靈兵器
[00:17:40.060 --> 00:17:42.060]  跟神說掌握神所賜的屬靈兵器
[00:17:42.060 --> 00:17:45.560]  跟神說
[00:17:45.560 --> 00:17:47.360]  既然是軍隊一定要有兵器
[00:17:47.360 --> 00:17:49.560]  什麼是我們的兵器呢
[00:17:49.560 --> 00:17:51.860]  第一個兵器就是敬拜讚美
[00:17:51.860 --> 00:17:52.960]  跟神說要敬拜讚美
[00:17:52.960 --> 00:17:55.560]  跟神說
[00:17:55.560 --> 00:17:56.760]  丁鳳姐妹敬拜讚美
[00:17:56.760 --> 00:17:58.960]  不是只是唱唱歌而已
[00:17:58.960 --> 00:17:59.860]  很多人來到我們教堂
[00:17:59.860 --> 00:18:00.960]  好喜歡唱你們歌
[00:18:00.960 --> 00:18:02.260]  好好聽的歌
[00:18:02.260 --> 00:18:02.760]  No No No
[00:18:02.760 --> 00:18:04.160]  你搞錯了
[00:18:04.160 --> 00:18:05.960]  敬拜讚美
[00:18:05.960 --> 00:18:08.960]  不是只是唱唱歌而已
[00:18:08.960 --> 00:18:11.060]  詩篇二十二篇第三節
[00:18:11.060 --> 00:18:13.160]  非常重要一同來念
[00:18:13.160 --> 00:18:14.360]  但你是聖節的
[00:18:14.360 --> 00:18:18.960]  是用以色列的讚美為寶座的
[00:18:18.960 --> 00:18:20.260]  你要知道一件事情
[00:18:20.260 --> 00:18:23.560]  當你在敬拜讚美的時候
[00:18:23.560 --> 00:18:25.860]  有一件事情要發生
[00:18:25.860 --> 00:18:31.560]  就是神的寶座要在我們中間設立
[00:18:31.560 --> 00:18:34.660]  所以你不要隨隨便便敬拜讚美
[00:18:34.660 --> 00:18:37.960]  你隨便地敬拜讚美是沒什麼意義的
[00:18:37.960 --> 00:18:40.260]  你要明白這個真理
[00:18:40.260 --> 00:18:43.360]  當你全人全心來歌頌讚美
[00:18:43.360 --> 00:18:44.760]  尊崇耶穌
[00:18:44.760 --> 00:18:46.560]  尊崇我們的神的時候
