
[00:00:00.000 --> 00:00:03.040]  上次主要跟大家說的那篇道的題目是甚麼
[00:04:58.360 --> 00:04:59.920]  中間插了一個故事
[00:04:59.920 --> 00:05:04.080]  這個故事就是患了十二年血瘤的婦孕
[00:05:04.080 --> 00:05:06.200]  花盡一切養生的
[00:05:06.200 --> 00:05:07.760]  都沒有辦法醫好
[00:05:07.760 --> 00:05:10.640]  但是她來到耶穌的背後
[00:05:10.640 --> 00:05:13.560]  因為這個是不潔的病
[00:05:13.560 --> 00:05:17.240]  在律法上感到羞恥
[00:05:17.240 --> 00:05:20.640]  感到好像帶著罪的身體
[00:05:20.640 --> 00:05:23.760]  但是她用信心仰望著
[00:05:23.760 --> 00:05:25.720]  就得到耶穌的醫治
[00:05:25.720 --> 00:05:28.600]  耶穌不單止醫治她的身體
[00:05:28.600 --> 00:05:32.040]  更加地表達出她的愛
[00:05:32.040 --> 00:05:35.880]  也都讓她在眾人面前交代之後
[00:05:35.880 --> 00:05:41.760]  她與神與人的關係都再次恢復
[00:05:41.760 --> 00:05:43.080]  所以在這段經文裡
[00:05:43.080 --> 00:05:46.400]  我們看到這位大能者耶穌
[00:05:46.400 --> 00:05:49.760]  用愛心施行祂的幫助和請教
[00:05:49.760 --> 00:05:52.600]  上一個星期我們看過有幾個地方
[00:05:52.600 --> 00:05:54.880]  因為我們知道老家似乎
[00:05:54.880 --> 00:06:01.520]  將這兩件事同樣類似的字眼拼在一起
[00:06:01.520 --> 00:06:04.320]  可見他想帶出一些道理
[00:06:04.320 --> 00:06:06.240]  也都作出一些比較
[00:06:06.240 --> 00:06:09.120]  所以我們看到在這裡
[00:06:09.120 --> 00:06:11.000]  第一樣我們可以看到的
[00:06:11.000 --> 00:06:13.880]  就是人生上有不同的難處
[00:06:13.880 --> 00:06:17.520]  因為我們看到這個獨生女兒
[00:06:17.520 --> 00:06:20.240]  唯一的女兒約有十二歲
[00:06:20.240 --> 00:06:21.680]  但是這個婦孕
[00:06:21.680 --> 00:06:25.840]  在四十二節寄完之後馬上四十三節就寄了
[00:06:25.840 --> 00:06:28.200]  就說她有十二年的血流
[00:06:28.200 --> 00:06:30.160]  讓我們思想到
[00:06:30.160 --> 00:06:32.240]  在人生的歲月裡
[00:06:32.240 --> 00:06:36.440]  有時會有忽然而來的患難
[00:06:36.440 --> 00:06:39.880]  有時快樂有時痛苦
[00:06:39.880 --> 00:06:42.000]  同時間在十二年前
[00:06:42.000 --> 00:06:46.400]  看到一個是頭生的女兒降生
[00:06:46.400 --> 00:06:49.360]  還有一個是剛剛疾病的開始
[00:06:49.360 --> 00:06:51.320]  但是好景不常
[00:06:51.320 --> 00:06:53.880]  十二年後我們看到這個女兒
[00:06:53.880 --> 00:06:57.840]  也都面臨她的忽然而來的疾病
[00:06:57.840 --> 00:07:00.240]  甚至性命難保
[00:07:00.240 --> 00:07:03.520]  所以見到人生上有不同的難處
[00:07:03.520 --> 00:07:04.480]  但是寶貴的是什麼呢
[00:07:04.480 --> 00:07:07.120]  我們看到在聖經裡面告訴我們
[00:07:07.120 --> 00:07:09.960]  萬事的形形在神的掌管當中
[00:07:09.960 --> 00:07:14.000]  神叫萬事都互相效力
[00:07:14.000 --> 00:07:15.320]  唯要叫什麼
[00:07:15.320 --> 00:07:17.680]  叫哀神的人
[00:07:17.680 --> 00:07:19.880]  哀神的人得到益處
[00:07:19.880 --> 00:07:22.320]  所以所有的事
[00:07:22.320 --> 00:07:24.760]  這些事有好事有壞事
[00:07:24.760 --> 00:07:26.880]  壞事不是從神那裡來的
[00:07:26.880 --> 00:07:30.240]  但是神可以叫這些壞事都變成什麼
[00:07:30.240 --> 00:07:34.600]  變成那些哀神的人得到的益處
[00:07:34.600 --> 00:07:37.320]  這個就是神掌管的奇妙
[00:07:37.320 --> 00:07:40.800]  雖然我們知道這個世界受到罪的影響
[00:07:40.800 --> 00:07:45.560]  有很多的破碎 疾病 災難 痛苦 困境
[00:07:45.560 --> 00:07:50.440]  人沒有辦法超越我們的未來
[00:07:50.440 --> 00:07:53.880]  但是神掌管我們一切
[00:07:53.880 --> 00:07:55.760]  神掌管萬事
[00:07:55.760 --> 00:07:58.200]  叫彼此互相效力
[00:07:58.200 --> 00:08:02.480]  讓那些誠心愛神的人得到益處
[00:08:02.480 --> 00:08:03.720]  叫這些患難
[00:08:03.720 --> 00:08:06.440]  反而成為一個鍛煉我們的機會
[00:08:06.440 --> 00:08:08.400]  患難生 什麼呀
[00:08:08.400 --> 00:08:12.280]  忍耐生牢煉
[00:08:12.280 --> 00:08:15.760]  牢煉不至於受辭 牢煉心盼望
[00:08:15.760 --> 00:08:17.240]  盼望不至於受辭
[00:08:17.240 --> 00:08:20.320]  所以讓我們能夠把握真理
[00:08:20.320 --> 00:08:23.480]  雖然我們人生當中尚有不同的難處
[00:08:23.480 --> 00:08:26.800]  但是更重要我們在這個事情裡面看見
[00:08:26.800 --> 00:08:30.080]  就是他們來投靠這位主
[00:08:30.080 --> 00:08:32.280]  誠心投靠主 最重要
[00:08:32.280 --> 00:08:33.360]  為什麼說誠心
[00:08:33.360 --> 00:08:35.120]  因為他們來到主的面前
[00:08:35.120 --> 00:08:37.960]  就俯伏在耶穌的腳前
[00:08:37.960 --> 00:08:42.520]  這是一種仰望神的幫助
[00:08:42.520 --> 00:08:43.960]  誠心俯伏
[00:08:43.960 --> 00:08:46.240]  認定了耶穌是全能者
[00:08:46.240 --> 00:08:50.280]  所以他就來到這位可敬可畏的上帝面前
[00:08:50.280 --> 00:08:52.240]  誠心投靠他
[00:08:52.240 --> 00:08:53.480]  四十七次同樣的
[00:08:53.480 --> 00:08:56.960]  這個婦人也是知道主的意志
[00:08:56.960 --> 00:08:58.880]  她就戰戰兢兢
[00:08:58.880 --> 00:09:01.000]  戰戰兢兢代表她的心
[00:09:01.000 --> 00:09:03.520]  一方面充滿著謹慎
[00:09:03.520 --> 00:09:09.680]  一方面充滿著有一種懼怕的心情
[00:09:09.680 --> 00:09:12.320]  但是就俯伏在耶穌的面前
[00:09:12.320 --> 00:09:13.600]  在聖經裡面說到
[00:09:13.600 --> 00:09:15.360]  我們當懼怕神
[00:09:15.360 --> 00:09:16.640]  當敬畏主
[00:09:16.640 --> 00:09:18.840]  所以我們來到神面前俯伏
[00:09:18.840 --> 00:09:20.040]  在祂的面前
[00:09:20.040 --> 00:09:23.240]  來承認祂是可敬可畏的上帝
[00:09:23.240 --> 00:09:28.840]  叫我們用虔誠敬畏的心來侍奉祂 投靠祂
[00:09:28.840 --> 00:09:30.720]  在這裡也都看見
[00:09:30.720 --> 00:09:31.840]  很寶貴的就是
[00:09:31.840 --> 00:09:35.160]  主對我們的愛非常寶貴
[00:09:35.160 --> 00:09:39.120]  因為在祂的溫柔的稱呼
[00:09:39.120 --> 00:09:44.960]  在祂的言辭當中帶出的這些舉動
[00:09:44.960 --> 00:09:51.840]  讓我們看到耶穌祂掛念這個女兒
[00:09:51.840 --> 00:09:54.440]  就是這個患血流的婦人
[00:09:54.440 --> 00:09:55.400]  耶穌對她說
[00:09:55.400 --> 00:09:56.240]  祂說 女兒
[00:09:56.240 --> 00:09:57.760]  你的信夠了你
[00:09:57.760 --> 00:09:59.800]  平平安安地去吧
[00:09:59.800 --> 00:10:02.400]  同樣地去到艾露的家裡邊
[00:10:02.400 --> 00:10:06.440]  當她復活這個十二歲的獨女的時候
[00:10:06.440 --> 00:10:07.400]  她也都說
[00:10:07.400 --> 00:10:09.400]  女兒 起來吧
[00:10:09.400 --> 00:10:12.720]  給我們看見神親切的呼喚
[00:10:12.720 --> 00:10:16.560]  祂對我們那種愛的表達
[00:10:16.560 --> 00:10:17.880]  所以感謝神
[00:10:17.880 --> 00:10:19.280]  祂不單止是大能者
[00:10:19.280 --> 00:10:21.480]  祂更加是愛我們的上帝
[00:10:21.480 --> 00:10:25.320]  祂知道我們每一個屬祂的兒女
[00:10:25.320 --> 00:10:27.440]  祂願意我們得到平安
[00:10:27.440 --> 00:10:30.200]  祂願意我們能夠經歷祂的復興
[00:10:30.200 --> 00:10:31.320]  祂的幫助
[00:10:31.320 --> 00:10:32.280]  祂的私恩
[00:10:32.280 --> 00:10:34.400]  祂的意志
[00:10:34.400 --> 00:10:36.520]  我們都是神親愛的兒女
[00:10:36.520 --> 00:10:37.800]  和你旁邊的弟兄姊妹說一聲
[00:10:37.800 --> 00:10:44.840]  你是神親愛的兒女
[00:10:44.840 --> 00:10:45.240]  明白嗎
[00:10:45.240 --> 00:10:49.040]  你是神所愛的兒女
[00:10:49.040 --> 00:10:49.560]  好了
[00:10:49.560 --> 00:10:51.120]  這個我們上次說過了
[00:10:51.120 --> 00:10:54.160]  我們今天來看第四方面
[00:10:54.160 --> 00:11:02.200]  就是原來信心就是得幫助的關鍵
[00:11:02.200 --> 00:11:06.960]  當他們來投靠這位愛他們的大能者的時候
[00:11:06.960 --> 00:11:10.480]  怎樣能夠支取到神的幫助呢
[00:11:10.480 --> 00:11:14.800]  原來信心就是得幫助的關鍵
[00:11:14.800 --> 00:11:17.640]  在第四十八節我們一起讀
[00:11:17.640 --> 00:11:17.880]  好不好
[00:11:17.880 --> 00:11:18.600]  請讀
[00:11:18.600 --> 00:11:24.520]  耶穌對他女兒說:你的信救了你
[00:11:24.520 --> 00:11:28.160]  平平安安地去吧
[00:11:28.160 --> 00:11:32.480]  耶穌告訴血流的婦人
[00:11:32.480 --> 00:11:35.440]  祂說:因著你的信
[00:11:35.440 --> 00:11:39.160]  你得到我的平安和意志
[00:11:39.160 --> 00:11:40.440]  你的信救了你
[00:11:40.440 --> 00:11:44.080]  這個關鍵就是你的信心來到我的面前
[00:11:44.080 --> 00:11:46.640]  不只是外表的行動
[00:11:46.640 --> 00:11:51.520]  我記得有一次師母小時候教我女兒祈禱
[00:11:51.520 --> 00:11:52.800]  其中一樣我記得
[00:11:52.800 --> 00:11:56.520]  祈禱不是在乎形式
[00:11:56.520 --> 00:12:02.920]  祈禱是在乎你裡面是否真的相信神可以幫助你
[00:12:02.920 --> 00:12:05.400]  這個信心是很重要的
[00:12:05.400 --> 00:12:06.800]  不是在乎形式
[00:12:06.800 --> 00:12:08.120]  當然形式是很重要的
[00:12:08.120 --> 00:12:10.600]  有時候幫助我們去敬畏神
[00:12:10.600 --> 00:12:15.400]  去在神面前的一種的撫撫
[00:12:15.400 --> 00:12:19.080]  但是更重要的是祂裡面的信
[00:12:19.080 --> 00:12:20.880]  同樣的
[00:12:20.880 --> 00:12:23.520]  耶穌來告訴艾露
[00:12:23.520 --> 00:12:25.920]  當她正是非常懼怕
[00:12:25.920 --> 00:12:27.080]  非常不安
[00:12:27.080 --> 00:12:28.560]  非常掛念
[00:12:28.560 --> 00:12:30.280]  非常憂慮的時候
[00:12:30.280 --> 00:12:31.520]  第五十節
[00:12:31.520 --> 00:12:32.840]  耶穌和肉王我們一起讀
[00:12:32.840 --> 00:12:33.080]  好不好
[00:12:33.080 --> 00:12:33.800]  請讀
[00:12:33.800 --> 00:12:38.760]  耶穌聽見就對她說:不要怕
[00:12:38.760 --> 00:12:43.120]  只要信你的女兒就必得救
[00:12:43.120 --> 00:12:47.080]  你留意四十八節到五十節是夾在一起的
[00:12:47.080 --> 00:12:50.040]  四十九節就是那些人來告訴艾露
[00:12:50.040 --> 00:12:52.520]  告訴她什麼
[00:12:52.520 --> 00:12:53.560]  你的女兒已經死了
[00:12:53.560 --> 00:12:55.600]  不用再勞煩夫子了
[00:12:55.600 --> 00:12:59.000]  所以耶穌說這兩個說話是連在一起的
[00:12:59.000 --> 00:13:02.000]  四十八節到五十節連在一起說
[00:13:02.000 --> 00:13:07.200]  所以耶穌先向患十二年血流的夫人說
[00:13:07.200 --> 00:13:09.560]  祂說:你的信救了你
[00:13:09.560 --> 00:13:12.000]  接著第二句說話向艾露說
[00:13:12.000 --> 00:13:14.000]  不要怕
[00:13:14.000 --> 00:13:16.280]  只要信
[00:13:16.280 --> 00:13:20.920]  信心是我們得主幫助的一個關鍵
[00:13:20.920 --> 00:13:22.400]  非常奇妙
[00:13:22.400 --> 00:13:24.280]  有了信
[00:13:24.280 --> 00:13:26.320]  就得到主的幫助
[00:13:26.320 --> 00:13:27.680]  有了信
[00:13:27.680 --> 00:13:29.000]  本來很懼怕
[00:13:29.000 --> 00:13:29.920]  但是因為信
[00:13:29.920 --> 00:13:33.240]  就能夠將懼怕除去
[00:13:33.240 --> 00:13:36.760]  因為我們認定了我們的信不是信自己
[00:13:36.760 --> 00:13:37.640]  不是信環境
[00:13:37.640 --> 00:13:39.400]  不是信偶然
[00:13:39.400 --> 00:13:40.480]  不是信巧合
[00:13:40.480 --> 00:13:41.680]  不是信機緣
[00:13:41.680 --> 00:13:44.800]  而是信靠這位掌管萬事的主
[00:13:44.800 --> 00:13:47.520]  明白嗎
[00:13:47.520 --> 00:13:49.080]  主希望我們對祂有信心
[00:13:49.080 --> 00:13:50.440]  所以祂說不要怕
[00:13:50.440 --> 00:13:52.360]  只要信
[00:13:52.360 --> 00:13:54.240]  祂鼓勵我們去相信
[00:13:54.240 --> 00:14:00.560]  鼓勵我們相信祂是掌管萬事的主
[00:14:00.560 --> 00:14:02.040]  其實在這件事之前
[00:14:02.040 --> 00:14:04.160]  我記得上個星期我們交代過
[00:14:04.160 --> 00:14:08.240]  耶穌正在去格拉森人的地方
[00:14:08.240 --> 00:14:13.400]  去趕逐烏鬼恢復那個人的神智
[00:14:13.400 --> 00:14:19.120]  以及他建立到他對神的認識和信心
[00:14:19.120 --> 00:14:19.920]  在之前
[00:14:19.920 --> 00:14:25.840]  他們正在面對著忽然而來的加利海的風浪
[00:14:25.840 --> 00:14:27.680]  在這個過程裡面
[00:14:27.680 --> 00:14:32.720]  我們知道耶穌也在訓練著門徒的信心
[00:14:32.720 --> 00:14:36.800]  門徒對神的信心
[00:14:36.800 --> 00:14:38.840]  門徒就猜疑
[00:14:38.840 --> 00:14:40.160]  這個是誰
[00:14:40.160 --> 00:14:41.200]  耶穌說
[00:14:41.200 --> 00:14:42.280]  小信的人
[00:14:42.280 --> 00:14:43.400]  你不知道
[00:14:43.400 --> 00:14:45.840]  我一直都在你們身邊
[00:14:45.840 --> 00:14:49.600]  所以祂不斷地來訓練我們
[00:14:49.600 --> 00:14:52.080]  每一個信徒的信心
[00:14:52.080 --> 00:14:55.160]  包括在風浪中間
[00:14:55.160 --> 00:14:58.560]  包括在疾病的時候
[00:14:58.560 --> 00:14:59.800]  無論什麼環境
[00:14:59.800 --> 00:15:02.040]  神告訴我們
[00:15:02.040 --> 00:15:04.160]  祂仍然掌管
[00:15:04.160 --> 00:15:08.280]  叫我們對祂能夠有信心
[00:15:08.280 --> 00:15:09.320]  剛才我們沒有讀到一節
[00:15:09.320 --> 00:15:10.360]  就是四十九節
[00:15:10.360 --> 00:15:11.160]  還說話的時候
[00:15:11.160 --> 00:15:13.600]  有人從管梅堂的郊內來說
[00:15:13.600 --> 00:15:15.560]  你的女兒死了
[00:15:15.560 --> 00:15:16.960]  不要勞動夫子
[00:15:16.960 --> 00:15:18.320]  所以在環境上面
[00:15:18.320 --> 00:15:19.960]  這是壞消息
[00:15:19.960 --> 00:15:23.480]  我想我們有時候久不久也會有壞消息
[00:15:23.480 --> 00:15:26.760]  可能是從老闆而來
[00:15:26.760 --> 00:15:28.160]  公司而來
[00:15:28.160 --> 00:15:29.400]  醫生而來
[00:15:29.400 --> 00:15:31.440]  或者是家人而來
[00:15:31.440 --> 00:15:37.760]  或者是你的財務管理而來
[00:15:37.760 --> 00:15:39.520]  有時候我們人生當中
[00:15:39.520 --> 00:15:42.280]  都有可能有些壞消息
[00:15:42.280 --> 00:15:43.480]  這個消息真壞
[00:15:43.480 --> 00:15:46.440]  因為他們一股熱誠
[00:15:46.440 --> 00:15:48.240]  一股盼望
[00:15:48.240 --> 00:15:51.160]  希望去尋求耶穌的幫助
[00:15:51.160 --> 00:15:52.360]  哎呀 誰知道
[00:15:52.360 --> 00:15:53.360]  耶穌正在回來
[00:15:53.360 --> 00:15:55.560]  好 我現在去你家
[00:15:55.560 --> 00:15:57.240]  好吧 又盼望了
[00:15:57.240 --> 00:16:00.560]  中間就殺出了什麼
[00:16:00.560 --> 00:16:05.440]  「情咬金」
[00:16:05.440 --> 00:16:07.520]  啊 真是的
[00:16:07.520 --> 00:16:09.040]  上次我們說如果我們是「艾魯」
[00:16:09.040 --> 00:16:11.120]  那怎麼辦
[00:16:11.120 --> 00:16:13.400]  當時心情會怎樣
[00:16:13.400 --> 00:16:14.240]  很焦急 是吧
[00:16:14.240 --> 00:16:16.040]  很焦急 很憂慮 很焦急
[00:16:16.040 --> 00:16:17.960]  真是急死了
[00:16:17.960 --> 00:16:20.840]  哎呀 拜託
[00:16:20.840 --> 00:16:22.440]  不要妨礙
[00:16:22.440 --> 00:16:25.160]  那裡救命的
[00:16:25.160 --> 00:16:27.720]  耶穌還可以施施然地
[00:16:27.720 --> 00:16:29.800]  摸完他病好了就算了
[00:16:29.800 --> 00:16:31.040]  耶穌又停下來
[00:16:31.040 --> 00:16:32.320]  他說誰摸我
[00:16:32.320 --> 00:16:33.120]  那些人都說
[00:16:33.120 --> 00:16:34.440]  哎呀 很多人摸你的了
[00:16:34.440 --> 00:16:36.560]  不用懷疑了
[00:16:36.560 --> 00:16:38.440]  當然了 這麼積蓄
[00:16:38.440 --> 00:16:39.960]  耶穌又說不是
[00:16:39.960 --> 00:16:40.880]  總有人摸我
[00:16:40.880 --> 00:16:44.480]  因為我感到有點不同了
[00:16:44.480 --> 00:16:47.480]  哎呀 我艾魯在旁邊一頭霧水
[00:16:47.480 --> 00:16:49.120]  誰摸你 有什麼重要
[00:16:49.120 --> 00:16:50.320]  拜託你
[00:16:50.320 --> 00:16:53.560]  快點回去救我的女兒吧
[00:16:53.560 --> 00:16:54.720]  我們有時候都會這樣
[00:16:54.720 --> 00:16:56.400]  就是覺得 主啊 你快點吧
[00:16:56.400 --> 00:16:58.400]  快點
[00:16:58.400 --> 00:16:59.520]  我們都很心急
[00:16:59.520 --> 00:17:00.520]  我們都很憂慮
[00:17:00.520 --> 00:17:01.240]  我覺得主啊
[00:17:01.240 --> 00:17:04.800]  為什麼你不快點來解決我的問題
[00:17:04.800 --> 00:17:06.080]  不單止憂慮
[00:17:06.080 --> 00:17:07.480]  他還很什麼
[00:17:07.480 --> 00:17:08.760]  可能甚至
[00:17:08.760 --> 00:17:09.760]  如果我是艾魯
[00:17:09.760 --> 00:17:11.640]  我想我可能有些埋怨
[00:17:11.640 --> 00:17:14.920]  不知道你們會不會同意
[00:17:14.920 --> 00:17:15.640]  哎呀
[00:17:15.640 --> 00:17:17.240]  最壞的都是這個女人
[00:17:17.240 --> 00:17:19.080]  忽然間走出來
[00:17:19.080 --> 00:17:21.840]  本來耶穌正在回去
[00:17:21.840 --> 00:17:24.600]  應該可能也趕得及救了我的女兒
[00:17:24.600 --> 00:17:29.800]  無端端殺出了一個這樣的情咬金
[00:17:29.800 --> 00:17:31.880]  心裡有什麼鼓鼓聲
[00:17:31.880 --> 00:17:33.640]  都很埋怨
[00:17:33.640 --> 00:17:37.360]  因為事情發生不是如我們什麼
[00:17:37.360 --> 00:17:38.200]  如我們所料
[00:17:38.200 --> 00:17:39.560]  不是如我們的理想
[00:17:39.560 --> 00:17:40.480]  有沒有這樣
[00:17:40.480 --> 00:17:42.480]  有沒有在我們人生當中
[00:17:42.480 --> 00:17:43.480]  我們祈求主
[00:17:43.480 --> 00:17:45.720]  有時候不是如我們所料
[00:17:45.720 --> 00:17:46.880]  不是如我們的理想
[00:17:46.880 --> 00:17:49.320]  所以有時候我們會什麼
[00:17:49.320 --> 00:17:51.400]  我們會埋怨
[00:17:51.400 --> 00:17:52.440]  我們埋怨
[00:17:52.440 --> 00:17:54.280]  埋怨最壞的都是
[00:17:54.280 --> 00:17:55.880]  就是這句話
[00:17:55.880 --> 00:17:57.240]  最壞的都是這樣的
[00:17:57.240 --> 00:17:59.280]  最壞的都是這樣的事情發生
[00:17:59.280 --> 00:18:02.760]  甚至有時候埋怨誰
[00:18:02.760 --> 00:18:04.240]  埋怨耶穌可能
[00:18:04.240 --> 00:18:08.560]  耶穌你明知我的女兒更緊急了
[00:18:08.560 --> 00:18:10.960]  拜託你
[00:18:10.960 --> 00:18:16.880]  不要這麼多事還要問一輪
[00:18:16.880 --> 00:18:19.360]  哎呀 有時候我們真的不能夠明白
[00:18:19.360 --> 00:18:21.800]  整個大的圖畫
[00:18:21.800 --> 00:18:24.680]  又不明白主祂的時間表
[00:18:24.680 --> 00:18:26.960]  不明白主祂奇妙的計劃
[00:18:26.960 --> 00:18:29.880]  不明白主祂的作為
[00:18:29.880 --> 00:18:30.640]  祂的安排
[00:18:30.640 --> 00:18:34.960]  有時候我們會埋怨神
[00:18:34.960 --> 00:18:38.840]  以為我們所想的比神好
[00:18:38.840 --> 00:18:41.400]  所以我們在這裡看到
[00:18:41.400 --> 00:18:44.280]  原來神有祂奇妙的旨意
[00:18:44.280 --> 00:18:46.000]  以及安排
[00:18:46.000 --> 00:18:47.560]  寶貴也是這樣
[00:18:47.560 --> 00:18:50.120]  當耶穌說不要怕
[00:18:50.120 --> 00:18:51.520]  只要信
[00:18:51.520 --> 00:18:53.960]  你的女兒就必得救
[00:18:53.960 --> 00:18:55.120]  埋怨怎樣
[00:18:55.120 --> 00:18:59.440]  埋怨就繼續實會祂的信心
[00:18:59.440 --> 00:19:03.640]  來仰望耶穌的作為
[00:19:03.640 --> 00:19:05.160]  繼續地請耶穌回去
[00:19:05.160 --> 00:19:08.200]  其實當時他可以就算了
[00:19:08.200 --> 00:19:10.400]  因為那些人是這樣說的
[00:19:10.400 --> 00:19:12.840]  他說你的女兒死了
[00:19:12.840 --> 00:19:15.400]  所以什麼
[00:19:15.400 --> 00:19:18.280]  不要勞煩夫子
[00:19:18.280 --> 00:19:19.920]  所以他就說
[00:19:19.920 --> 00:19:22.480]  耶穌 多謝祢了 勞煩祢了
[00:19:22.480 --> 00:19:25.360]  不過到此為止
[00:19:25.360 --> 00:19:26.840]  祢走祢的路
[00:19:26.840 --> 00:19:32.400]  我走我的了
[00:19:32.400 --> 00:19:33.200]  但是沒有
