
[00:00:00.000 --> 00:00:02.400]  我相信在我們的成長過程當中
[00:02:29.800 --> 00:02:33.800]  他自己從聖經寫了一篇文章出來
[00:02:33.800 --> 00:02:34.600]  結果第二天
[00:02:34.600 --> 00:02:37.800]  已經是Facebook刊登了他整篇文章
[00:02:37.800 --> 00:02:39.200]  然後全世界又插他
[00:02:39.200 --> 00:02:41.600]  插到他遍體鱗傷
[00:02:41.600 --> 00:02:43.400]  但弟兄姊妹
[00:02:43.400 --> 00:02:46.800]  難道我們自己在教會說的話都不行嗎
[00:02:46.800 --> 00:02:48.600]  我們自己說說聖經都不行嗎
[00:02:48.600 --> 00:02:49.600]  就算不對
[00:02:49.600 --> 00:02:50.600]  就算說錯
[00:02:50.600 --> 00:02:51.800]  都不用這樣吧
[00:02:51.800 --> 00:02:53.400]  我們這樣說吧
[00:02:53.400 --> 00:02:54.800]  沒有理由
[00:02:54.800 --> 00:02:55.800]  報紙有一篇文章
[00:02:55.800 --> 00:02:56.800]  大家不知道有沒有看
[00:02:56.800 --> 00:02:57.800]  有一篇社論
[00:02:57.800 --> 00:02:59.800]  就是當港福堂的鄭秀文
[00:02:59.800 --> 00:03:01.400]  遇到謝安琪
[00:03:01.400 --> 00:03:02.800]  有沒有看《明報》的你們
[00:03:02.800 --> 00:03:03.600]  你們沒有看的
[00:03:03.600 --> 00:03:05.400]  《明報》這麼沒看的你都不看
[00:03:05.400 --> 00:03:06.600]  真的
[00:03:06.600 --> 00:03:09.000]  你望著這篇文章
[00:03:09.000 --> 00:03:10.400]  我第一個反應
[00:03:10.400 --> 00:03:11.200]  感謝主
[00:03:11.200 --> 00:03:13.400]  不是同福堂的名字
[00:03:13.400 --> 00:03:16.000]  但有播道會那間教會的名字
[00:03:16.000 --> 00:03:17.000]  弟兄姊妹
[00:03:17.000 --> 00:03:19.600]  當我們面對這些情況的時候
[00:03:19.600 --> 00:03:22.400]  我們怎樣去回應
[00:03:22.400 --> 00:03:24.800]  一些合理的批評
[00:03:24.800 --> 00:03:26.200]  我們都受不了
[00:03:26.200 --> 00:03:27.400]  更何況
[00:03:27.400 --> 00:03:28.400]  有時候
[00:03:28.400 --> 00:03:30.400]  有些無理的批評
[00:03:30.400 --> 00:03:32.600]  對我們所帶來的傷害
[00:03:32.600 --> 00:03:33.600]  會很深
[00:03:33.600 --> 00:03:34.800]  但怎樣回應呢
[00:03:34.800 --> 00:03:36.400]  我作為基督徒怎樣回應呢
[00:03:36.400 --> 00:03:38.200]  今天我們怎樣從聖經
[00:03:38.200 --> 00:03:40.400]  看回聖經的教導呢
[00:03:40.400 --> 00:03:43.200]  約伯我們都知道他是很無辜的
[00:03:43.200 --> 00:03:44.400]  第一章第二章
[00:03:44.400 --> 00:03:46.600]  他根本不知道天上發生什麼事
[00:03:46.600 --> 00:03:49.000]  是上帝和魔鬼在聊天
[00:03:49.000 --> 00:03:51.600]  你將苦難給他
[00:03:51.600 --> 00:03:54.200]  於是上帝容許魔鬼
[00:03:54.200 --> 00:03:55.400]  一夜之間
[00:03:55.400 --> 00:03:56.400]  一夜之間
[00:03:56.400 --> 00:03:58.200]  將所有約伯的
[00:03:58.200 --> 00:03:59.600]  所有的財產
[00:03:59.600 --> 00:04:00.800]  所有的家人
[00:04:00.800 --> 00:04:02.000]  全部死了
[00:04:02.000 --> 00:04:03.400]  有沒有可能
[00:04:03.400 --> 00:04:05.200]  怎麼可能一夜之間全沒了
[00:04:05.200 --> 00:04:06.800]  真的可以的
[00:04:06.800 --> 00:04:09.600]  昨天我相信四川一地震
[00:04:09.600 --> 00:04:11.200]  今早新聞已經說了
[00:04:11.200 --> 00:04:12.400]  有一對夫婦
[00:04:12.400 --> 00:04:13.200]  走出來說話
[00:04:13.200 --> 00:04:14.400]  他說我家裡
[00:04:14.400 --> 00:04:15.600]  所有東西都沒了
[00:04:15.600 --> 00:04:17.000]  剩下夫婦二人在那裡
[00:04:17.000 --> 00:04:18.800]  到現在我還沒有房子住
[00:04:18.800 --> 00:04:19.600]  突然之間
[00:04:19.600 --> 00:04:21.600]  一夜之間沒了所有東西
[00:04:21.600 --> 00:04:24.200]  原來是可以一秒鐘的
[00:04:24.200 --> 00:04:25.000]  不奇怪的
[00:04:25.000 --> 00:04:27.800]  約伯的故事並不是假的
[00:04:27.800 --> 00:04:29.000]  同樣他一夜之間
[00:04:29.000 --> 00:04:30.600]  可以沒了健康
[00:04:30.600 --> 00:04:31.600]  去到一個地步
[00:04:31.600 --> 00:04:32.800]  全身發臭
[00:04:32.800 --> 00:04:34.600]  樣子也變了
[00:04:34.600 --> 00:04:35.800]  他不明白
[00:04:35.800 --> 00:04:38.200]  因為他完全不知道天上發生什麼事
[00:04:38.200 --> 00:04:39.800]  但是他有三個朋友
[00:04:39.800 --> 00:04:40.800]  三個朋友我經常都說
[00:04:40.800 --> 00:04:42.200]  三個朋友真的很難得的
[00:04:42.200 --> 00:04:44.200]  能夠陪伴著一個臭的約伯
[00:04:44.200 --> 00:04:45.600]  七日七夜
[00:04:45.600 --> 00:04:47.600]  很孤單地陪著他
[00:04:47.600 --> 00:04:48.600]  七日七夜
[00:04:48.600 --> 00:04:50.200]  不說話
[00:04:50.200 --> 00:04:52.800]  絕對不是很簡單的友情
[00:04:52.800 --> 00:04:55.200]  但是當這三位朋友一說話的時候
[00:04:55.200 --> 00:04:58.000]  就帶給約伯很大的傷害
[00:04:58.000 --> 00:04:59.800]  因為他們根本不明白
[00:04:59.800 --> 00:05:01.400]  約伯當時的心情
[00:05:01.400 --> 00:05:02.400]  他們一直說
[00:05:02.400 --> 00:05:04.200]  約伯就因為罪
[00:05:04.200 --> 00:05:05.600]  帶來苦難
[00:05:05.600 --> 00:05:07.000]  你只要認罪悔改
[00:05:07.000 --> 00:05:07.800]  就搞定
[00:05:07.800 --> 00:05:09.600]  所以約伯的東西說容易看嗎
[00:05:09.600 --> 00:05:10.600]  真的很容易看
[00:05:10.600 --> 00:05:11.800]  說來說去都是
[00:05:11.800 --> 00:05:13.400]  罪就帶來苦難
[00:05:13.400 --> 00:05:14.200]  這個議題
[00:05:14.200 --> 00:05:17.200]  究竟對還是不對
[00:05:17.200 --> 00:05:18.800]  去到第三輪的對話
[00:05:18.800 --> 00:05:22.200]  伊利法開始有說第三篇的遺訓
[00:05:22.200 --> 00:05:24.200]  伊利法作為一個長者
[00:05:24.200 --> 00:05:26.600]  他第一次第二輪的對話
[00:05:26.600 --> 00:05:29.000]  是帶著一個長者的口吻
[00:05:29.000 --> 00:05:30.400]  這個長者的口吻就是說
[00:05:30.400 --> 00:05:32.400]  我現在勸你約伯
[00:05:32.400 --> 00:05:34.200]  年輕人聽一下話
[00:05:34.200 --> 00:05:35.000]  認罪吧
[00:05:35.000 --> 00:05:36.600]  白白手手認了罪就算了
[00:05:36.600 --> 00:05:38.000]  有什麼所謂
[00:05:38.000 --> 00:05:39.600]  然後就鼓勵他
[00:05:39.600 --> 00:05:41.800]  認罪吧認罪吧
[00:05:41.800 --> 00:05:42.800]  去到第三輪的時候
[00:05:42.800 --> 00:05:44.000]  他終於受不了
[00:05:44.000 --> 00:05:45.400]  這個長者受不了
[00:05:45.400 --> 00:05:48.400]  他開始的口吻完全改變
[00:05:48.400 --> 00:05:52.000]  他開始用一種很嚴厲的控訴
[00:05:52.000 --> 00:05:53.200]  來控訴約伯
[00:05:53.200 --> 00:05:57.400]  甚至捏造一些假的證供
[00:05:57.400 --> 00:06:00.400]  來證明約伯有罪
[00:06:00.400 --> 00:06:02.600]  今天我們就看看
[00:06:02.600 --> 00:06:03.600]  這個伊利法
[00:06:03.600 --> 00:06:06.000]  一些無理的控訴
[00:06:06.000 --> 00:06:08.000]  對約伯的無理的批評
[00:06:08.000 --> 00:06:11.400]  究竟約伯在第23章和24章
[00:06:11.400 --> 00:06:14.000]  他怎樣回應一些無理的控訴
[00:06:14.000 --> 00:06:15.200]  或者無理的批評
[00:06:15.200 --> 00:06:17.600]  而對我們今天作為基督徒
[00:06:17.600 --> 00:06:20.800]  我們怎樣從神的話那邊來學習
[00:06:20.800 --> 00:06:22.200]  他的控訴有三方面
[00:06:22.200 --> 00:06:23.000]  第一
[00:06:23.000 --> 00:06:24.800]  他說你受苦因為你有罪
[00:06:24.800 --> 00:06:25.800]  一樣的
[00:06:25.800 --> 00:06:26.800]  他一樣的
[00:06:26.800 --> 00:06:28.000]  他說今天你受苦
[00:06:28.000 --> 00:06:29.000]  就因為你有罪
[00:06:29.000 --> 00:06:31.200]  第四節他加重了語氣
[00:06:31.200 --> 00:06:34.400]  他說喜是因你敬畏他
[00:06:34.400 --> 00:06:35.200]  這個神
[00:06:35.200 --> 00:06:36.400]  就責備你
[00:06:36.400 --> 00:06:37.600]  審判你
[00:06:37.600 --> 00:06:39.600]  你的罪惡豈不是大魔
[00:06:39.600 --> 00:06:41.800]  你的罪孽也沒有窮盡
[00:06:41.800 --> 00:06:43.600]  他說上帝不會的
[00:06:43.600 --> 00:06:45.400]  你敬畏他怎會罰你
[00:06:45.400 --> 00:06:46.600]  怎會審判你
[00:06:46.600 --> 00:06:47.800]  就正正因為你有罪
[00:06:47.800 --> 00:06:48.600]  你犯甚麼罪呢
[00:06:48.600 --> 00:06:49.400]  他還說了
[00:06:49.400 --> 00:06:50.000]  他開始說了
[00:06:50.000 --> 00:06:50.800]  你犯甚麼罪
[00:06:50.800 --> 00:06:52.600]  他說因為你
[00:06:52.600 --> 00:06:56.800]  從來沒有施捨給你的鄰居
[00:06:56.800 --> 00:06:58.600]  你是貪財
[00:06:58.600 --> 00:07:00.000]  貪財到一個地步
[00:07:00.000 --> 00:07:01.800]  將窮人的衣服
[00:07:01.800 --> 00:07:03.000]  都據為己有
[00:07:03.000 --> 00:07:04.400]  即是用我們的術語
[00:07:04.400 --> 00:07:05.800]  在乞丐兜裏面
[00:07:05.800 --> 00:07:07.200]  拿別人的飯吃
[00:07:07.200 --> 00:07:08.800]  他說別人窮人的衣服
[00:07:08.800 --> 00:07:09.800]  你都據為己有
[00:07:09.800 --> 00:07:11.600]  你的貪財到這樣
[00:07:11.600 --> 00:07:14.000]  甚至有人需要水
[00:07:14.000 --> 00:07:15.000]  你不給
[00:07:15.000 --> 00:07:16.200]  有人需要食物
[00:07:16.200 --> 00:07:17.200]  你都不給
[00:07:17.200 --> 00:07:19.000]  他問你是不是罪大惡極
[00:07:19.000 --> 00:07:20.000]  他說你的罪
[00:07:20.000 --> 00:07:22.800]  就令到你今日所受的苦難
[00:07:22.800 --> 00:07:23.600]  第二
[00:07:23.600 --> 00:07:26.200]  他更深層的去指責約伯
[00:07:26.200 --> 00:07:27.000]  他說約伯
[00:07:27.000 --> 00:07:29.400]  其實你是一個偽君子
[00:07:29.400 --> 00:07:31.200]  甚麼叫偽君子
[00:07:31.200 --> 00:07:33.200]  偽君子就是表面
[00:07:33.200 --> 00:07:34.600]  一個偏偏
[00:07:34.600 --> 00:07:35.200]  一個好人
[00:07:35.200 --> 00:07:36.000]  一個偏偏君子
[00:07:36.000 --> 00:07:36.800]  一個好人
[00:07:36.800 --> 00:07:38.400]  但內心所藏的
[00:07:38.400 --> 00:07:40.000]  全部都是惡毒
[00:07:40.000 --> 00:07:42.400]  詭詐 黑暗 狹窄
[00:07:42.400 --> 00:07:43.800]  全部都是一些不好的東西
[00:07:43.800 --> 00:07:44.400]  但表面
[00:07:44.400 --> 00:07:45.400]  嘩 真是好人
[00:07:45.400 --> 00:07:46.400]  一個好人一個
[00:07:46.400 --> 00:07:47.400]  所以他說
[00:07:47.400 --> 00:07:48.600]  你是一個偽君子
[00:07:48.600 --> 00:07:50.400]  你知道被人罵偽君子
[00:07:50.400 --> 00:07:51.400]  其實是很傷的
[00:07:51.400 --> 00:07:52.800]  即是很傷的
[00:07:52.800 --> 00:07:54.200]  即是好像耶穌
[00:07:54.200 --> 00:07:56.200]  和一班法利塞人
[00:07:56.200 --> 00:07:57.400]  耶穌和法利塞人
[00:07:57.400 --> 00:07:58.600]  很多時候都是對立的
[00:07:58.600 --> 00:07:59.400]  法利塞人
[00:07:59.400 --> 00:08:00.400]  在耶穌眼中
[00:08:00.400 --> 00:08:01.800]  或者在聖經裏面的描述
[00:08:01.800 --> 00:08:04.400]  是一班假冒為善的人
[00:08:04.400 --> 00:08:06.000]  表面上是好人
[00:08:06.000 --> 00:08:08.200]  表面上守足了所有的法
[00:08:08.200 --> 00:08:10.200]  表面上他可以在十字路口祈禱
[00:08:10.200 --> 00:08:11.800]  怕死沒有人知道他在祈禱
[00:08:11.800 --> 00:08:13.200]  他表面上可以十一奉獻
[00:08:13.200 --> 00:08:14.200]  看著窮寡婦
[00:08:14.200 --> 00:08:15.200]  哎 老頭子
[00:08:15.200 --> 00:08:16.200]  你看我多少
[00:08:16.200 --> 00:08:17.600]  他可以做這些事情
[00:08:17.600 --> 00:08:20.800]  他做足了上帝所有的法律
[00:08:20.800 --> 00:08:22.400]  甚至不單止律法
[00:08:22.400 --> 00:08:23.600]  甚至口傳的律法
[00:08:23.600 --> 00:08:25.000]  他都做了
[00:08:25.000 --> 00:08:27.400]  不過耶穌責備他們
[00:08:27.400 --> 00:08:29.800]  他說你們是一班粉色的墳墓
[00:08:29.800 --> 00:08:31.600]  粉色的墳墓
[00:08:31.600 --> 00:08:33.800]  即是一個墳墓被粉色了之後很漂亮
[00:08:33.800 --> 00:08:34.800]  但你的生命
[00:08:34.800 --> 00:08:37.400]  墳墓那邊是裝死人的
[00:08:37.400 --> 00:08:38.800]  但是弟兄姊妹
[00:08:38.800 --> 00:08:42.200]  他居然說約伯是偽君子
[00:08:42.200 --> 00:08:44.400]  他同樣在十九節二十節說
[00:08:44.400 --> 00:08:48.200]  這些偽君子同樣是不會有好的結局的
[00:08:48.200 --> 00:08:51.600]  因為上帝是從高望我們
[00:08:51.600 --> 00:08:53.400]  他和約伯繼續講神學
[00:08:53.400 --> 00:08:56.200]  他說我們的神從高望我們
[00:08:56.200 --> 00:08:59.600]  你以為你可以隱藏你的罪嗎
[00:08:59.600 --> 00:09:00.600]  去到最後
[00:09:00.600 --> 00:09:03.800]  他就開始和約伯傳福音
[00:09:03.800 --> 00:09:06.400]  由二十二章二十一節到三十一節
[00:09:06.400 --> 00:09:08.600]  他就講了一篇福音信息
[00:09:08.600 --> 00:09:10.800]  他就當約伯不是基督徒
[00:09:10.800 --> 00:09:12.400]  和他講了一個福音信息
[00:09:12.400 --> 00:09:15.400]  你快點認罪悔改
[00:09:15.400 --> 00:09:17.200]  但是對約伯來說很慘
[00:09:17.200 --> 00:09:19.400]  約伯明明在神的口中
[00:09:19.400 --> 00:09:20.400]  第一章我說
[00:09:20.400 --> 00:09:21.600]  在神的口中
[00:09:21.600 --> 00:09:26.000]  他說約伯是我的僕人
[00:09:26.000 --> 00:09:27.400]  是我的僕人
[00:09:27.400 --> 00:09:28.800]  是神親口說的
[00:09:28.800 --> 00:09:30.600]  但居然約伊利法
[00:09:30.600 --> 00:09:33.800]  就當約伯不是基督徒
[00:09:33.800 --> 00:09:36.800]  你有沒有試過別人當你不是基督徒的那種激氣
[00:09:36.800 --> 00:09:39.000]  我試過
[00:09:39.000 --> 00:09:42.400]  在我女兒讀完幼稚園準備入小學
[00:09:42.400 --> 00:09:43.800]  你知道幼稚園入小學
[00:09:43.800 --> 00:09:45.800]  現在要填表格
[00:09:45.800 --> 00:09:46.800]  表格要計分
[00:09:46.800 --> 00:09:48.800]  做父母要計分
[00:09:48.800 --> 00:09:51.000]  如果你父母在小學畢業
[00:09:51.000 --> 00:09:52.600]  就有五分
[00:09:52.600 --> 00:09:55.000]  如果你是第一個出世就有五分
[00:09:55.000 --> 00:09:57.600]  如果宗教信仰一樣就有五分
[00:09:57.600 --> 00:10:00.200]  當時我就計我女兒
[00:10:00.200 --> 00:10:02.600]  她是第一個出世有五分
[00:10:02.600 --> 00:10:05.000]  第二基督教信仰有五分
[00:10:05.000 --> 00:10:06.800]  起碼有十分
[00:10:06.800 --> 00:10:09.400]  都有些差額
[00:10:09.400 --> 00:10:10.600]  於是就填好了
[00:10:10.600 --> 00:10:13.200]  那天去到學校遞表
[00:10:13.200 --> 00:10:16.200]  誰知收表的員工
[00:10:16.200 --> 00:10:18.600]  員工就看著我的表格
[00:10:18.600 --> 00:10:20.000]  就查了我的五分
[00:10:20.000 --> 00:10:22.200]  說我不是基督徒
[00:10:22.200 --> 00:10:23.400]  我跟他說
[00:10:23.400 --> 00:10:26.000]  你有沒有看到我的職業
[00:10:26.000 --> 00:10:27.400]  我的職業是什麼
[00:10:27.400 --> 00:10:30.400]  牧師來的
[00:10:30.400 --> 00:10:31.400]  我牧師來的
[00:10:31.400 --> 00:10:33.200]  我說對不起有沒有看錯
[00:10:33.200 --> 00:10:35.400]  我是牧師來的
[00:10:35.400 --> 00:10:36.800]  我有牧師證
[00:10:36.800 --> 00:10:39.000]  我帶牧師證給他看
[00:10:39.000 --> 00:10:42.200]  我明明有七隻神聖的手
[00:10:42.200 --> 00:10:43.600]  按過我的頭
[00:10:43.600 --> 00:10:45.800]  我是牧師來的
[00:10:45.800 --> 00:10:46.800]  他查了
[00:10:46.800 --> 00:10:49.000]  他看著我照查
[00:10:49.000 --> 00:10:51.400]  當時多生氣
[00:10:51.400 --> 00:10:53.200]  搞錯
[00:10:53.200 --> 00:10:54.400]  他當我不是牧師
[00:10:54.400 --> 00:10:55.600]  不是當我不是基督徒
[00:10:55.600 --> 00:10:57.200]  我跟他說我是牧師
[00:10:57.200 --> 00:10:58.400]  不過他跟著跟我說
[00:10:58.400 --> 00:11:04.600]  對不起我們不是同一個宗派
[00:11:04.600 --> 00:11:05.800]  當時很生氣
[00:11:05.800 --> 00:11:07.800]  不過我都有點虛偽
[00:11:07.800 --> 00:11:10.200]  樣子都很磁場
[00:11:10.200 --> 00:11:14.000]  因為我是牧師
[00:11:14.000 --> 00:11:15.400]  你都會受不了
[00:11:15.400 --> 00:11:16.800]  你明明是牧師
[00:11:16.800 --> 00:11:19.200]  居然在你面前說你不是基督徒
[00:11:19.200 --> 00:11:20.400]  說你沒有基督教信仰
[00:11:20.400 --> 00:11:21.800]  查了你的五分
[00:11:21.800 --> 00:11:23.800]  當時的感受
[00:11:23.800 --> 00:11:25.800]  很生氣
[00:11:25.800 --> 00:11:27.800]  但約伯很有趣
[00:11:27.800 --> 00:11:30.800]  約伯面對這些很無理的控告
[00:11:30.800 --> 00:11:32.400]  或者很無理的批評
[00:11:32.400 --> 00:11:34.000]  他有二十三章 二十四章
[00:11:34.000 --> 00:11:36.400]  他有三方面的表現
[00:11:36.400 --> 00:11:38.000]  給我很深的反省
[00:11:38.000 --> 00:11:40.000]  這三方面的表現就是
[00:11:40.000 --> 00:11:41.400]  第一他就說
[00:11:41.400 --> 00:11:45.600]  我雖然不能確定神在哪裏
[00:11:45.600 --> 00:11:48.800]  不過我仍然相信祂
[00:11:48.800 --> 00:11:50.600]  他說我不知道神在哪裏
[00:11:50.600 --> 00:11:53.200]  這個是約伯一直問的
[00:11:53.200 --> 00:11:54.000]  神在哪裏
[00:11:54.000 --> 00:11:55.600]  這個很多時候我們都會問的
[00:11:55.600 --> 00:11:58.000]  特別是在我們面對痛苦的時候
[00:11:58.000 --> 00:11:59.800]  我們都會問神在哪裏
[00:11:59.800 --> 00:12:02.200]  他最希望在法庭當中
[00:12:02.200 --> 00:12:04.600]  他說希望在法庭裏面
[00:12:04.600 --> 00:12:07.200]  見到神這個主控官站在那裏
[00:12:07.200 --> 00:12:08.800]  在控告約伯
[00:12:08.800 --> 00:12:10.000]  約伯走過去
[00:12:10.000 --> 00:12:11.000]  這個主控官
[00:12:11.000 --> 00:12:11.600]  神啊神啊
[00:12:11.600 --> 00:12:13.000]  我不是你所看的那樣的人
[00:12:13.000 --> 00:12:13.800]  我是一個好人
[00:12:13.800 --> 00:12:14.600]  我是一個義人
[00:12:14.600 --> 00:12:15.800]  我是你的僕人
[00:12:15.800 --> 00:12:18.200]  他希望將他的內心世界
[00:12:18.200 --> 00:12:19.400]  完全的剖白
[00:12:19.400 --> 00:12:20.400]  這裏說得很清楚
[00:12:20.400 --> 00:12:23.600]  他唯願我能知道在哪裏可以尋見神
[00:12:23.600 --> 00:12:25.200]  能到他的台前
[00:12:25.200 --> 00:12:26.200]  我就在他面前
[00:12:26.200 --> 00:12:30.200]  將我的案件陳明滿口辯白
[00:12:30.200 --> 00:12:31.400]  他想的
[00:12:31.400 --> 00:12:32.600]  他一直都想
[00:12:32.600 --> 00:12:35.000]  他希望直接和上帝對話
[00:12:35.000 --> 00:12:36.000]  不過可惜
[00:12:36.000 --> 00:12:37.800]  他在第八節說
[00:12:37.800 --> 00:12:40.200]  祂指示我往前行
[00:12:40.200 --> 00:12:41.600]  祂不再那裏
[00:12:41.600 --> 00:12:42.800]  我往後退
[00:12:42.800 --> 00:12:44.200]  也不能見祂
[00:12:44.200 --> 00:12:46.200]  祂在左邊做行事
[00:12:46.200 --> 00:12:47.800]  我卻不能看見
[00:12:47.800 --> 00:12:49.200]  祂在右邊掩藏
[00:12:49.200 --> 00:12:50.800]  我也不能見
[00:12:50.800 --> 00:12:52.200]  他向前看不到祂
[00:12:52.200 --> 00:12:53.200]  向後看不到祂
[00:12:53.200 --> 00:12:54.200]  向左看不到祂
[00:12:54.200 --> 00:12:55.200]  向右看不到祂
[00:12:55.200 --> 00:12:56.600]  Where are you God?
[00:12:56.600 --> 00:12:58.400]  神在哪裏?
[00:12:58.400 --> 00:12:59.600]  不知道
[00:12:59.600 --> 00:13:03.000]  約伯完全不知道神在哪裏
[00:13:03.000 --> 00:13:06.200]  不過在第十節到第十二節很精彩
[00:13:06.200 --> 00:13:07.600]  我們讀讀這三節聖經
[00:13:07.600 --> 00:13:08.200]  準備
[00:13:08.200 --> 00:13:10.000]  一二三
[00:13:10.000 --> 00:13:13.200]  然而他知道我所行的路
[00:13:13.200 --> 00:13:15.000]  他試煉我之後
[00:13:15.000 --> 00:13:16.600]  我必如精金
[00:13:16.600 --> 00:13:18.800]  我腳追隨他的步履
[00:13:18.800 --> 00:13:20.800]  我謹守他的道
[00:13:20.800 --> 00:13:22.200]  並不偏離
[00:13:22.200 --> 00:13:23.800]  他嘴唇的命令
[00:13:23.800 --> 00:13:25.200]  我未曾背棄
[00:13:25.200 --> 00:13:27.800]  我看重他口中的言語
[00:13:27.800 --> 00:13:30.200]  過於我須用的飲食
[00:13:30.200 --> 00:13:32.000]  多精彩
[00:13:32.000 --> 00:13:34.400]  他明明向前
[00:13:34.400 --> 00:13:35.400]  向後
[00:13:35.400 --> 00:13:36.200]  向左
[00:13:36.200 --> 00:13:36.800]  向右
[00:13:36.800 --> 00:13:38.600]  他說我不知道神在哪裏
[00:13:38.600 --> 00:13:39.400]  不過
[00:13:39.400 --> 00:13:42.800]  他說我看重他口中的說話
