
[00:00:00.000 --> 00:00:06.000]  在幾年前有一套港產的電影
[00:03:10.000 --> 00:03:11.000]  不停下來
[00:03:11.000 --> 00:03:13.000]  忘記背後努力面前
[00:03:13.000 --> 00:03:15.000]  為幾要加一
[00:03:15.000 --> 00:03:17.000]  加多一個工場
[00:03:17.000 --> 00:03:19.000]  弟兄姊妹
[00:03:19.000 --> 00:03:21.000]  這個值得我們去學習的
[00:03:21.000 --> 00:03:22.000]  行動目標
[00:03:22.000 --> 00:03:24.000]  是我們今年彼此的勉勵
[00:03:24.000 --> 00:03:26.000]  立會八十週年
[00:03:26.000 --> 00:03:28.000]  我們有沒有一些新的目標
[00:03:28.000 --> 00:03:30.000]  為自己作為一個基督徒
[00:03:30.000 --> 00:03:33.000]  為我們的生命來提升一下
[00:03:33.000 --> 00:03:35.000]  還是依然顧我
[00:03:35.000 --> 00:03:37.000]  安穩在一個comfort zone
[00:03:37.000 --> 00:03:39.000]  安舒區裏面
[00:03:39.000 --> 00:03:41.000]  但是我們看到保羅
[00:03:41.000 --> 00:03:44.000]  在上個主餐主日我們提到
[00:03:44.000 --> 00:03:46.000]  加一
[00:03:46.000 --> 00:03:48.000]  但是讓我們不要忘記
[00:03:48.000 --> 00:03:50.000]  保羅不只是為自己
[00:03:50.000 --> 00:03:52.000]  保羅整個生命是傾倒出來
[00:03:52.000 --> 00:03:54.000]  是為人的
[00:03:54.000 --> 00:03:56.000]  為人他做了些什麼呢
[00:03:56.000 --> 00:03:59.000]  原來我們回到肥理門書一看的時候
[00:03:59.000 --> 00:04:02.000]  就發現原來他為肥理門
[00:04:02.000 --> 00:04:04.000]  都做了很多事
[00:04:04.000 --> 00:04:06.000]  他都加一
[00:04:06.000 --> 00:04:08.000]  行多一步
[00:04:08.000 --> 00:04:10.000]  所以很感恩我們今天來到
[00:04:10.000 --> 00:04:12.000]  彼此的勉勵學習
[00:04:12.000 --> 00:04:13.000]  不單止為己的時候
[00:04:13.000 --> 00:04:14.000]  我們為人的時候
[00:04:14.000 --> 00:04:16.000]  我們就可以在保羅身上
[00:04:16.000 --> 00:04:18.000]  繼續的學習
[00:04:18.000 --> 00:04:20.000]  怎樣可以為其他人的緣故
[00:04:20.000 --> 00:04:22.000]  我們來到接受虧損
[00:04:22.000 --> 00:04:24.000]  都無所謂
[00:04:24.000 --> 00:04:26.000]  都無所謂
[00:04:26.000 --> 00:04:30.000]  或者我們可能比較少認識肥理門書
[00:04:30.000 --> 00:04:32.000]  也都是不是很長的書
[00:04:32.000 --> 00:04:34.000]  大家看到只有一章
[00:04:34.000 --> 00:04:36.000]  很短的書
[00:04:36.000 --> 00:04:38.000]  所以在進一步分享之前
[00:04:38.000 --> 00:04:40.000]  我也想講一下
[00:04:40.000 --> 00:04:42.000]  簡單的肥理門書的背景
[00:04:42.000 --> 00:04:44.000]  大家留意到這本書
[00:04:44.000 --> 00:04:48.000]  是保羅的私人信
[00:04:48.000 --> 00:04:50.000]  所以你會發現是很親切的
[00:04:50.000 --> 00:04:56.000]  很直接的寫信給肥理門
[00:04:56.000 --> 00:04:58.000]  肥理門是哪位呢
[00:04:58.000 --> 00:05:00.000]  肥理門很可能是
[00:05:00.000 --> 00:05:02.000]  保羅在已乏所傳道的時候
[00:05:02.000 --> 00:05:04.000]  他信了主
[00:05:04.000 --> 00:05:06.000]  後來我們透過經文
[00:05:06.000 --> 00:05:08.000]  知道肥理門應該是在
[00:05:08.000 --> 00:05:10.000]  哥羅西的地方
[00:05:10.000 --> 00:05:12.000]  在哥羅西教會
[00:05:12.000 --> 00:05:14.000]  而且應該是一位領袖
[00:05:14.000 --> 00:05:16.000]  而且他應該是頗有錢的
[00:05:16.000 --> 00:05:18.000]  如果不是的話
[00:05:18.000 --> 00:05:20.000]  他家裡是不會有教會的聚集
[00:05:20.000 --> 00:05:22.000]  有另一個聚集的
[00:05:22.000 --> 00:05:24.000]  也都因為他有奴隸
[00:05:24.000 --> 00:05:26.000]  所以應該是頗有錢的
[00:05:26.000 --> 00:05:28.000]  很有影響力的人
[00:05:28.000 --> 00:05:30.000]  就寫信給他
[00:05:30.000 --> 00:05:32.000]  當保羅寫信給他的時候
[00:05:32.000 --> 00:05:36.000]  他應該是在羅馬這個地方
[00:05:36.000 --> 00:05:40.000]  是第一次囚禁在羅馬的時候
[00:05:40.000 --> 00:05:41.000]  在那個時候
[00:05:41.000 --> 00:05:43.000]  保羅其實是寫了兩封信
[00:05:43.000 --> 00:05:45.000]  不單止是肥理門的信
[00:05:45.000 --> 00:05:49.000]  並且是寫了給哥羅西教會
[00:05:49.000 --> 00:05:53.000]  所以他就是再一次寫信給哥羅西教會
[00:05:53.000 --> 00:05:56.000]  來討論一些關於信仰的事
[00:05:56.000 --> 00:05:58.000]  不過同樣的時候
[00:05:58.000 --> 00:06:00.000]  他又寫多了肥理門的書
[00:06:00.000 --> 00:06:01.000]  為什麼呢?
[00:06:01.000 --> 00:06:04.000]  因為肥理門就在哥羅西這個地方
[00:06:04.000 --> 00:06:07.000]  所以一方面當他寫完哥羅西書的時候
[00:06:07.000 --> 00:06:10.000]  他就請推基古的同工
[00:06:10.000 --> 00:06:13.000]  將這封信帶到哥羅西這個地方
[00:06:13.000 --> 00:06:15.000]  但是同一時間
[00:06:15.000 --> 00:06:20.000]  他就叫了阿尼西姆都一起去
[00:06:20.000 --> 00:06:22.000]  因為他是哥羅西的人
[00:06:22.000 --> 00:06:23.000]  叫他去
[00:06:23.000 --> 00:06:25.000]  他不是去哥羅西教會
[00:06:25.000 --> 00:06:30.000]  是回到主人肥理門的家中
[00:06:30.000 --> 00:06:34.000]  但是他原來是一位逃走的奴僕
[00:06:34.000 --> 00:06:35.000]  逃走的奴僕
[00:06:35.000 --> 00:06:36.000]  現在叫他回去
[00:06:36.000 --> 00:06:38.000]  面對他自己最愚蠢的事
[00:06:38.000 --> 00:06:39.000]  最慘的事
[00:06:39.000 --> 00:06:40.000]  真的不容易
[00:06:40.000 --> 00:06:42.000]  不過他就找推基古陪他去
[00:06:42.000 --> 00:06:44.000]  不單止找推基古陪他去
[00:06:44.000 --> 00:06:47.000]  更加寫了這封肥理門的書
[00:06:47.000 --> 00:06:48.000]  交給肥理門
[00:06:48.000 --> 00:06:52.000]  希望這位主人可以好好地對待
[00:06:52.000 --> 00:06:56.000]  這位奴僕阿尼西姆
[00:06:56.000 --> 00:06:58.000]  保羅在這裡為他求情
[00:06:58.000 --> 00:07:01.000]  求肥理門去原諒他
[00:07:01.000 --> 00:07:03.000]  接納他
[00:07:03.000 --> 00:07:05.000]  所以就出現了這短短的小書
[00:07:05.000 --> 00:07:07.000]  今天留給我們
[00:07:07.000 --> 00:07:09.000]  裡面真的充滿了很多智慧
[00:07:09.000 --> 00:07:11.000]  很多信息
[00:07:11.000 --> 00:07:14.000]  特別當我們想到是為人的時候
[00:07:14.000 --> 00:07:16.000]  我們可以去到多盡
[00:07:16.000 --> 00:07:19.000]  就等於保羅可以去到多盡
[00:07:19.000 --> 00:07:21.000]  所以今天讓我們花一點時間
[00:07:21.000 --> 00:07:24.000]  去了解一下究竟這本書
[00:07:24.000 --> 00:07:25.000]  短短的經文
[00:07:25.000 --> 00:07:29.000]  可以給我們一些啟迪提醒
[00:07:29.000 --> 00:07:31.000]  當我們看完剛才所讀的經文
[00:07:31.000 --> 00:07:34.000]  第八節到第二十一節的時候
[00:07:34.000 --> 00:07:37.000]  我們上下文思想整理的時候
[00:07:37.000 --> 00:07:40.000]  我們發現原來保羅為了阿尼西姆
[00:07:40.000 --> 00:07:44.000]  他做了四件事
[00:07:44.000 --> 00:07:46.000]  而這四件事
[00:07:46.000 --> 00:07:48.000]  都可以說是一個虧損
[00:07:48.000 --> 00:07:49.000]  為了人
[00:07:49.000 --> 00:07:50.000]  一個虧損不夠
[00:07:50.000 --> 00:07:51.000]  兩個
[00:07:51.000 --> 00:07:52.000]  三個
[00:07:52.000 --> 00:07:53.000]  四個虧損
[00:07:53.000 --> 00:07:54.000]  都不要緊
[00:07:54.000 --> 00:07:55.000]  為了他
[00:07:55.000 --> 00:07:58.000]  為了阿尼西姆
[00:07:58.000 --> 00:07:59.000]  頂尖妹
[00:07:59.000 --> 00:08:01.000]  保羅是大仕徒
[00:08:01.000 --> 00:08:03.000]  很高位的
[00:08:03.000 --> 00:08:05.000]  那個奴僕是奴隸
[00:08:05.000 --> 00:08:07.000]  在社會裡面是很低位的
[00:08:07.000 --> 00:08:08.000]  低到沒那麼低的時候
[00:08:08.000 --> 00:08:09.000]  但是一個那麼高位的人
[00:08:09.000 --> 00:08:11.000]  卻願意為一個那麼低位的人
[00:08:11.000 --> 00:08:13.000]  來擺上自己
[00:08:13.000 --> 00:08:15.000]  虧損都不要緊
[00:08:15.000 --> 00:08:17.000]  這個就是保羅
[00:08:17.000 --> 00:08:18.000]  頂尖妹
[00:08:18.000 --> 00:08:20.000]  我們今天在她生命裡面
[00:08:20.000 --> 00:08:21.000]  學習一下功課
[00:08:21.000 --> 00:08:23.000]  保羅做了些什麼呢
[00:08:23.000 --> 00:08:25.000]  原來當我們看經文的時候
[00:08:25.000 --> 00:08:28.000]  我們發現保羅為了使阿尼西姆
[00:08:28.000 --> 00:08:30.000]  這位奴僕能夠很平安的
[00:08:30.000 --> 00:08:33.000]  回到他主人肥利門身旁的時候
[00:08:33.000 --> 00:08:35.000]  他自己做了一樣東西
[00:08:35.000 --> 00:08:37.000]  就是說他本來可以放膽
[00:08:37.000 --> 00:08:40.000]  吩咐肥利門的
[00:08:40.000 --> 00:08:42.000]  他寫封信可以吩咐肥利門的
[00:08:42.000 --> 00:08:43.000]  但是怎樣
[00:08:43.000 --> 00:08:45.000]  他不是這樣做
[00:08:45.000 --> 00:08:47.000]  他寧願寫的裡面是怎樣
[00:08:47.000 --> 00:08:49.000]  請求
[00:08:49.000 --> 00:08:51.000]  請求啊
[00:08:51.000 --> 00:08:53.000]  他是請求啊
[00:08:53.000 --> 00:08:54.000]  大家都知道
[00:08:54.000 --> 00:08:56.000]  吩咐是從上而下的
[00:08:56.000 --> 00:08:58.000]  請求是怎樣
[00:08:58.000 --> 00:08:59.000]  從下而上
[00:08:59.000 --> 00:09:01.000]  是低位的向那些高位的人
[00:09:01.000 --> 00:09:03.000]  就是說人家可以拒絕他的
[00:09:03.000 --> 00:09:05.000]  可以不理睬他的
[00:09:05.000 --> 00:09:09.000]  保羅不吩咐
[00:09:09.000 --> 00:09:11.000]  大家知道保羅是仕途
[00:09:11.000 --> 00:09:14.000]  他寫很多信去教會的時候
[00:09:14.000 --> 00:09:15.000]  大家經常都記得
[00:09:15.000 --> 00:09:16.000]  他怎樣
[00:09:16.000 --> 00:09:18.000]  說自己是仕途
[00:09:18.000 --> 00:09:20.000]  可以放膽吩咐他
[00:09:20.000 --> 00:09:21.000]  經文都有說到
[00:09:21.000 --> 00:09:23.000]  原來仕途有權柄
[00:09:23.000 --> 00:09:24.000]  可以吩咐屬主的人
[00:09:24.000 --> 00:09:26.000]  做這樣做那樣
[00:09:26.000 --> 00:09:28.000]  不過他為了阿尼西姆的好處
[00:09:28.000 --> 00:09:31.000]  他自己竟然言喻降卑
[00:09:31.000 --> 00:09:32.000]  去到一個地步
[00:09:32.000 --> 00:09:34.000]  他說請求
[00:09:34.000 --> 00:09:35.000]  向肥利門說
[00:09:35.000 --> 00:09:38.000]  我懇求用愛心來求你
[00:09:38.000 --> 00:09:39.000]  你馬上發現
[00:09:39.000 --> 00:09:41.000]  這些一點都不簡單
[00:09:41.000 --> 00:09:43.000]  他是虧損
[00:09:43.000 --> 00:09:45.000]  有時候我們都會跟人說
[00:09:45.000 --> 00:09:47.000]  有風你都不要洗盡你
[00:09:47.000 --> 00:09:50.000]  保羅一方面
[00:09:50.000 --> 00:09:52.000]  有風都沒有洗盡你
[00:09:52.000 --> 00:09:53.000]  而更加的在這裡
[00:09:53.000 --> 00:09:54.000]  讓我們看到的是什麼
[00:09:54.000 --> 00:09:57.000]  有風都不用
[00:09:57.000 --> 00:09:58.000]  不單止不會洗盡你
[00:09:58.000 --> 00:09:59.000]  是不用
[00:09:59.000 --> 00:10:04.000]  他將自己當作是一個請求人的人
[00:10:04.000 --> 00:10:05.000]  不是去吩咐人
[00:10:05.000 --> 00:10:06.000]  所以你在經文裡面
[00:10:06.000 --> 00:10:09.000]  從來找不到仕途這個字
[00:10:09.000 --> 00:10:10.000]  好像其他的書卷
[00:10:10.000 --> 00:10:11.000]  你找得到
[00:10:11.000 --> 00:10:12.000]  就是因為這樣
[00:10:12.000 --> 00:10:15.000]  他虧損了自己
[00:10:15.000 --> 00:10:17.000]  而且當我們在讀的時候
[00:10:17.000 --> 00:10:18.000]  你會發現
[00:10:18.000 --> 00:10:21.000]  他多了告訴肥利門
[00:10:21.000 --> 00:10:24.000]  他是被囚的人
[00:10:24.000 --> 00:10:25.000]  當然他是為基督被囚
[00:10:25.000 --> 00:10:26.000]  但他是在說
[00:10:26.000 --> 00:10:27.000]  我是坐牢的人
[00:10:27.000 --> 00:10:29.000]  我在困所中
[00:10:29.000 --> 00:10:30.000]  是有五字的
[00:10:30.000 --> 00:10:32.000]  一個這麼短的經文裡面
[00:10:32.000 --> 00:10:34.000]  整張的整本書裡面
[00:10:34.000 --> 00:10:37.000]  是有五字說到自己是被囚的
[00:10:37.000 --> 00:10:39.000]  被囚是代表什麼
[00:10:39.000 --> 00:10:40.000]  沒有權勢
[00:10:40.000 --> 00:10:42.000]  沒有自由
[00:10:42.000 --> 00:10:44.000]  是邊緣化的人
[00:10:44.000 --> 00:10:46.000]  沒有什麼可以說的
[00:10:46.000 --> 00:10:47.000]  換句話說
[00:10:47.000 --> 00:10:50.000]  有一點點好像說了自己不好
[00:10:50.000 --> 00:10:53.000]  完全自己的厲害都沒有說
[00:10:53.000 --> 00:10:54.000]  沒有說
[00:10:54.000 --> 00:10:55.000]  還說一些不好的東西
[00:10:55.000 --> 00:10:56.000]  哇 馬上發現
[00:10:56.000 --> 00:10:58.000]  當他這樣表達的時候
[00:10:58.000 --> 00:10:59.000]  他將自己放在一個
[00:10:59.000 --> 00:11:03.000]  很不利的位置裡面
[00:11:03.000 --> 00:11:06.000]  放在一個不利的情勢裡面
[00:11:06.000 --> 00:11:07.000]  那封信就是這樣
[00:11:07.000 --> 00:11:10.000]  帶到肥利門的面前
[00:11:10.000 --> 00:11:13.000]  不過保羅一點都不介意
[00:11:13.000 --> 00:11:14.000]  一點都不介意
[00:11:14.000 --> 00:11:15.000]  為什麼要這樣做呢
[00:11:15.000 --> 00:11:17.000]  你明明可以吩咐的
[00:11:17.000 --> 00:11:18.000]  你不做
[00:11:18.000 --> 00:11:21.000]  你竟然用愛心來求你
[00:11:21.000 --> 00:11:23.000]  是因為他覺得這樣做
[00:11:23.000 --> 00:11:27.000]  是可以幫到肥利門這個奴僕
[00:11:27.000 --> 00:11:30.000]  是可以引發肥利門那種愛心
[00:11:30.000 --> 00:11:31.000]  那種同情
[00:11:31.000 --> 00:11:33.000]  那種關懷
[00:11:33.000 --> 00:11:36.000]  以至到肥利門願意去接納
[00:11:36.000 --> 00:11:39.000]  這位曾經離開過他的奴隸
[00:11:39.000 --> 00:11:41.000]  他是動之以情
[00:11:41.000 --> 00:11:43.000]  他不是吩咐
[00:11:43.000 --> 00:11:45.000]  是動之以情
[00:11:45.000 --> 00:11:48.000]  他願意放軟身段
[00:11:48.000 --> 00:11:49.000]  用今天的術語
[00:11:49.000 --> 00:11:50.000]  不會用硬功
[00:11:50.000 --> 00:11:53.000]  硬功就有很大的反彈
[00:11:53.000 --> 00:11:54.000]  他是放軟
[00:11:54.000 --> 00:11:56.000]  所以你發現馬上
[00:11:56.000 --> 00:11:57.000]  這是一個什麼
[00:11:57.000 --> 00:11:58.000]  這是虧損
[00:11:58.000 --> 00:12:00.000]  是虧損
[00:12:00.000 --> 00:12:03.000]  但是保羅為了人
[00:12:03.000 --> 00:12:04.000]  他不是為自己
[00:12:04.000 --> 00:12:08.000]  他是為了亞尼西姆
[00:12:08.000 --> 00:12:09.000]  他願意這樣做
[00:12:09.000 --> 00:12:10.000]  靖姐妹
[00:12:10.000 --> 00:12:12.000]  當我們想為人的時候
[00:12:12.000 --> 00:12:14.000]  你有沒有想到這件事呢
[00:12:14.000 --> 00:12:15.000]  這是第一件事
[00:12:15.000 --> 00:12:17.000]  我們可以在這裡看到
[00:12:17.000 --> 00:12:18.000]  但是不單止這樣
[00:12:18.000 --> 00:12:21.000]  當我們細心去看這本書的時候
[00:12:21.000 --> 00:12:23.000]  我們去思考的時候
[00:12:23.000 --> 00:12:25.000]  我們發現保羅他做的事
[00:12:25.000 --> 00:12:26.000]  不只是這件事
[00:12:26.000 --> 00:12:27.000]  並且還有
[00:12:27.000 --> 00:12:28.000]  第二件事是什麼呢
[00:12:28.000 --> 00:12:31.000]  第二件事就是保羅為了亞尼西姆的緣故
[00:12:31.000 --> 00:12:35.000]  能夠平安地回到肥理門身旁的時候
[00:12:35.000 --> 00:12:38.000]  他願意將自己一直享受所有的東西
[00:12:38.000 --> 00:12:42.000]  捨棄了
[00:12:42.000 --> 00:12:46.000]  有時候我們身旁有很多福份
[00:12:46.000 --> 00:12:49.000]  但是這些福份我們很想繼續擁有
[00:12:49.000 --> 00:12:51.000]  不過有需要的時候
[00:12:51.000 --> 00:12:55.000]  我們有沒有考慮捨棄這些福份
[00:12:55.000 --> 00:12:57.000]  保羅有什麼福份呢
[00:12:57.000 --> 00:12:59.000]  有什麼正在享受的呢
[00:12:59.000 --> 00:13:01.000]  很清楚的一件事
[00:13:01.000 --> 00:13:02.000]  在經文裡面可以看到
[00:13:02.000 --> 00:13:06.000]  就是原來亞尼西姆在他身旁
[00:13:06.000 --> 00:13:08.000]  是在服侍他
[00:13:08.000 --> 00:13:11.000]  是在陪伴他
[00:13:11.000 --> 00:13:14.000]  所以原先亞尼西姆在他身旁
[00:13:14.000 --> 00:13:15.000]  他在羅馬
[00:13:15.000 --> 00:13:17.000]  不是在哥羅西這個地方
[00:13:17.000 --> 00:13:19.000]  但是他是把他拉回去
[00:13:19.000 --> 00:13:21.000]  那就是沒有錯
[00:13:21.000 --> 00:13:22.000]  一個服侍他的人
[00:13:22.000 --> 00:13:23.000]  他在享受
[00:13:23.000 --> 00:13:25.000]  有人去幫忙他
[00:13:25.000 --> 00:13:26.000]  他本來很想擁有
[00:13:26.000 --> 00:13:27.000]  但是他覺得不好
[00:13:27.000 --> 00:13:29.000]  他很想亞尼西姆能夠和他們
[00:13:29.000 --> 00:13:32.000]  建立一個和諧的關係
[00:13:32.000 --> 00:13:33.000]  好起來
[00:13:33.000 --> 00:13:34.000]  既然是為了這個緣故
[00:13:34.000 --> 00:13:36.000]  為了亞尼西姆緣故
[00:13:36.000 --> 00:13:39.000]  沒有人服侍就沒有人服侍
[00:13:39.000 --> 00:13:40.000]  捨棄
[00:13:40.000 --> 00:13:41.000]  保羅正在做
[00:13:41.000 --> 00:13:43.000]  在書信裡面我們看到
[00:13:43.000 --> 00:13:44.000]  正在做這件事
[00:13:44.000 --> 00:13:46.000]  我相信大家可以想像得到
[00:13:46.000 --> 00:13:49.000]  坐牢應該是很悶的
[00:13:49.000 --> 00:13:51.000]  有時候我們一個人的時候
[00:13:51.000 --> 00:13:52.000]  在家中都會覺得悶
[00:13:52.000 --> 00:13:55.000]  何況坐牢還要經常坐的時候
[00:13:55.000 --> 00:13:56.000]  是很悶
[00:13:56.000 --> 00:13:58.000]  如果有個人在身邊的時候
[00:13:58.000 --> 00:14:00.000]  陪伴和服侍
[00:14:00.000 --> 00:14:02.000]  我想是真的可以解到我們的苦悶
[00:14:02.000 --> 00:14:04.000]  得到很多的安慰
[00:14:04.000 --> 00:14:05.000]  是很難得的
[00:14:05.000 --> 00:14:08.000]  這些福分我們都會承擔
[00:14:08.000 --> 00:14:11.000]  保羅一想到亞尼西姆
[00:14:11.000 --> 00:14:13.000]  要和肥利門和好
[00:14:13.000 --> 00:14:16.000]  得到他的主人接納
[00:14:16.000 --> 00:14:17.000]  他說不要緊
[00:14:17.000 --> 00:14:19.000]  我本來都很想留他在身旁
[00:14:19.000 --> 00:14:21.000]  不過不留也算了
[00:14:21.000 --> 00:14:22.000]  不留也算了
[00:14:22.000 --> 00:14:23.000]  不保留
[00:14:23.000 --> 00:14:25.000]  為了別人的好處
[00:14:25.000 --> 00:14:28.000]  為了肥利門可以得到盧埔
[00:14:28.000 --> 00:14:30.000]  為了亞尼西姆可以真誠地
[00:14:30.000 --> 00:14:32.000]  面對他自己的過失
[00:14:32.000 --> 00:14:34.000]  甚至有機會做回一個自由人
[00:14:34.000 --> 00:14:35.000]  這個好處
[00:14:35.000 --> 00:14:37.000]  他寧願在這一刻
[00:14:37.000 --> 00:14:39.000]  放棄他所有
[00:14:39.000 --> 00:14:42.000]  虧損都無所謂
[00:14:42.000 --> 00:14:44.000]  各位姐妹
[00:14:44.000 --> 00:14:45.000]  這個就是保羅
[00:14:45.000 --> 00:14:47.000]  這個就是在肥利門書
[00:14:47.000 --> 00:14:49.000]  我們所看到的保羅
[00:14:49.000 --> 00:14:54.000]  為他家人多做點事
[00:14:54.000 --> 00:14:57.000]  但當我們繼續揣摩這段經文時
[00:14:57.000 --> 00:14:58.000]  我們發現保羅為人
[00:14:58.000 --> 00:15:00.000]  真的不是那麼簡單
[00:15:00.000 --> 00:15:01.000]  未盡的
[00:15:01.000 --> 00:15:02.000]  不只是這兩點
[00:15:02.000 --> 00:15:05.000]  還有第三點
[00:15:05.000 --> 00:15:06.000]  第三點是什麼呢
[00:15:06.000 --> 00:15:09.000]  原來保羅為了幫助亞尼西姆
[00:15:09.000 --> 00:15:11.000]  能夠真真正正從一個
[00:15:11.000 --> 00:15:13.000]  從屬盧埔的身份
[00:15:13.000 --> 00:15:17.000]  轉到成為一個平等弟兄的身份時
[00:15:17.000 --> 00:15:20.000]  他願意費盡唇舌
[00:15:20.000 --> 00:15:23.000]  來遊說肥利門
[00:15:23.000 --> 00:15:25.000]  告訴他們
[00:15:25.000 --> 00:15:27.000]  他是你的弟兄
[00:15:27.000 --> 00:15:29.000]  他不再是一個盧埔
[00:15:29.000 --> 00:15:34.000]  他要花盡心思去說話
[00:15:34.000 --> 00:15:35.000]  要動動腦筋
[00:15:35.000 --> 00:15:37.000]  動很多腦筋
[00:15:37.000 --> 00:15:38.000]  因為當我們看經文時
[00:15:38.000 --> 00:15:43.000]  知道亞尼西姆後來是信了主
[00:15:43.000 --> 00:15:46.000]  他逃離了他原來的地方
[00:15:46.000 --> 00:15:47.000]  去到保羅那裡
[00:15:47.000 --> 00:15:48.000]  不知怎樣的情況下
[00:15:48.000 --> 00:15:50.000]  神帶領他信了主
[00:15:50.000 --> 00:15:51.000]  既然信了主之後
[00:15:51.000 --> 00:15:55.000]  保羅就說他就是我們的弟兄
[00:15:55.000 --> 00:15:57.000]  因為在基督裡面
[00:15:57.000 --> 00:15:59.000]  我們再沒有分高低
[00:15:59.000 --> 00:16:01.000]  大家是平等的
[00:16:01.000 --> 00:16:02.000]  雖然他曾經是盧埔
[00:16:02.000 --> 00:16:04.000]  但他現在是弟兄
[00:16:04.000 --> 00:16:08.000]  他不應該有一個從屬的身份
[00:16:08.000 --> 00:16:10.000]  在當時的社會來說
[00:16:10.000 --> 00:16:11.000]  奴隸是很低的
[00:16:11.000 --> 00:16:14.000]  主人家當他是物件
[00:16:14.000 --> 00:16:16.000]  類似牛羊的物件
[00:16:16.000 --> 00:16:17.000]  喜歡怎樣就怎樣
[00:16:17.000 --> 00:16:19.000]  但突然間要盧埔
[00:16:19.000 --> 00:16:21.000]  在一個平等的弟兄的時候
[00:16:21.000 --> 00:16:23.000]  在那個時候來說
[00:16:23.000 --> 00:16:27.000]  是不容易的事
[00:16:27.000 --> 00:16:29.000]  但保羅就知道這是真實
[00:16:29.000 --> 00:16:30.000]  在基督裡面
