
[00:00:00.000 --> 00:00:05.080]  今天是2020年的第一天
[00:06:18.000 --> 00:06:21.000]  有時候為什麼成長得不多呢?
[00:06:21.000 --> 00:06:25.280]  有什麼因素阻礙了教會的成長發展
[00:06:25.280 --> 00:06:26.480]  無論是人數上
[00:06:26.480 --> 00:06:28.360]  無論是質素上的成長呢?
[00:06:28.360 --> 00:06:30.400]  其中一個原因是什麼呢?
[00:06:30.400 --> 00:06:34.280]  就是教會太多屬靈的嬰孩
[00:06:34.280 --> 00:06:35.360]  太多在靈命上
[00:06:35.360 --> 00:06:36.840]  很多是很幼嫩
[00:06:36.840 --> 00:06:37.680]  不長進的話
[00:06:37.680 --> 00:06:39.680]  你們怎樣可以托起整個教會
[00:06:39.680 --> 00:06:42.920]  去承托一些神交托給我們工作呢?
[00:06:42.920 --> 00:06:46.080]  所以就是因為我們沒有追求
[00:06:46.080 --> 00:06:47.200]  沒有長大
[00:06:47.200 --> 00:06:48.760]  生命沒有長大
[00:06:48.760 --> 00:06:50.080]  人數沒有增多
[00:06:50.080 --> 00:06:51.800]  你自然就托不起整個教會
[00:06:51.800 --> 00:06:53.920]  於是教會就停滯不前
[00:06:53.920 --> 00:06:56.840]  很多一些宣教學者
[00:06:56.840 --> 00:06:58.600]  一些教會增長學者就提醒我們
[00:06:58.600 --> 00:07:01.200]  這個就是一個很明顯的原因
[00:07:01.200 --> 00:07:02.280]  怎樣去解決呢?
[00:07:02.280 --> 00:07:03.360]  很簡單
[00:07:03.360 --> 00:07:08.000]  個個屬主的人都追求長進
[00:07:08.000 --> 00:07:10.120]  就行了
[00:07:10.120 --> 00:07:10.960]  所以很重要
[00:07:10.960 --> 00:07:11.800]  弟兄姊妹
[00:07:11.800 --> 00:07:13.600]  為什麼要長進?
[00:07:13.600 --> 00:07:15.880]  因為這個是一個命令
[00:07:15.880 --> 00:07:18.440]  但是在經文裡面讓我們知道
[00:07:18.440 --> 00:07:21.240]  要長進不單止因為一個命令
[00:07:21.240 --> 00:07:23.320]  要長進的是更加的重要
[00:07:23.320 --> 00:07:27.120]  就是因為我們所處的世代是很混亂的
[00:07:27.120 --> 00:07:29.160]  是眾說紛紜的
[00:07:29.160 --> 00:07:33.040]  所以我們基督徒是很容易有偏差的
[00:07:33.040 --> 00:07:35.680]  所以為了要防止這件事的出現
[00:07:35.680 --> 00:07:38.720]  我們自己好好地去追求成長
[00:07:38.720 --> 00:07:42.680]  去抗衡這個時代很多的衝擊
[00:07:42.680 --> 00:07:45.560]  很多的不正確的觀念
[00:07:45.560 --> 00:07:47.360]  很多不好的思潮
[00:07:47.360 --> 00:07:48.360]  是在衝擊我們
[00:07:48.360 --> 00:07:50.400]  我們不想被激到的話
[00:07:50.400 --> 00:07:53.120]  你就要追求長進
[00:07:53.120 --> 00:07:54.600]  為什麼我會這樣說?
[00:07:54.600 --> 00:07:55.880]  因為當我們有機會
[00:07:55.880 --> 00:07:58.200]  看回彼得侯書這三章的時候
[00:07:58.200 --> 00:07:59.200]  你就發現
[00:07:59.200 --> 00:08:01.240]  彼得是在描述他們當時
[00:08:01.240 --> 00:08:04.560]  基督徒所面對的世代就是這樣
[00:08:04.560 --> 00:08:06.080]  所面對的世代裡面
[00:08:06.080 --> 00:08:09.520]  就是很多的不理想的聲音
[00:08:09.520 --> 00:08:12.280]  有很多的不合神心意的一些做法
[00:08:12.280 --> 00:08:14.920]  就出現在他們整個社會中間
[00:08:14.920 --> 00:08:16.840]  又告訴我們在那個時代裡面
[00:08:16.840 --> 00:08:19.800]  也有一些基督徒失去了見證
[00:08:19.800 --> 00:08:21.960]  他們沒有遵行神的旨意
[00:08:21.960 --> 00:08:24.640]  又告訴我們在教會圈子裡裡外外
[00:08:24.640 --> 00:08:26.600]  有很多假師傅的出現
[00:08:26.600 --> 00:08:27.840]  很多的疑端
[00:08:27.840 --> 00:08:30.160]  很多的不合神心意的說話
[00:08:30.160 --> 00:08:32.520]  是出現在那裡的
[00:08:32.520 --> 00:08:34.880]  甚至說神不會再回來
[00:08:34.880 --> 00:08:35.960]  是沒有審判的
[00:08:35.960 --> 00:08:37.120]  這些聲音都出現
[00:08:37.120 --> 00:08:38.600]  哇!眾說紛紜的時候
[00:08:38.600 --> 00:08:39.680]  我們作為一個屬主的人
[00:08:39.680 --> 00:08:41.000]  怎麼去面對這些事情?
[00:08:41.000 --> 00:08:41.880]  很簡單
[00:08:41.880 --> 00:08:43.560]  你要追求長進
[00:08:43.560 --> 00:08:44.560]  紮根心
[00:08:44.560 --> 00:08:45.720]  明白主的心意
[00:08:45.720 --> 00:08:46.600]  明白主的話語
[00:08:46.600 --> 00:08:48.440]  你就可以抗衡了
[00:08:48.440 --> 00:08:49.960]  所以就是這樣
[00:08:49.960 --> 00:08:51.200]  是不是?
[00:08:51.200 --> 00:08:53.480]  今天我們是不是也在面對這樣的處境?
[00:08:53.480 --> 00:08:55.000]  也可能是吧
[00:08:55.000 --> 00:08:56.840]  香港也風雨飄搖
[00:08:56.840 --> 00:08:58.400]  很多混亂的事情
[00:08:58.400 --> 00:09:00.840]  很多事情我們都不知道為什麼
[00:09:00.840 --> 00:09:01.520]  為什麼呢?
[00:09:01.520 --> 00:09:02.640]  怎麼辦呢?
[00:09:02.640 --> 00:09:04.080]  起碼我們可以做一件事
[00:09:04.080 --> 00:09:06.720]  就是我們要追求長進
[00:09:06.720 --> 00:09:09.680]  去抗衡種種的衝擊
[00:09:09.680 --> 00:09:10.960]  去分辨是非
[00:09:10.960 --> 00:09:12.320]  去明白神的心意
[00:09:12.320 --> 00:09:15.040]  然後按著神的心意走出來
[00:09:15.040 --> 00:09:16.880]  這樣就是了
[00:09:16.880 --> 00:09:17.800]  頂姐妹
[00:09:17.800 --> 00:09:19.680]  當我們讀經讀到這裡的時候
[00:09:19.680 --> 00:09:22.720]  我們很盼望我們不要忽略有一個字
[00:09:22.720 --> 00:09:24.320]  這個字也很重要
[00:09:24.320 --> 00:09:25.600]  第十八節
[00:09:25.600 --> 00:09:27.160]  第十七節的尾就說
[00:09:27.160 --> 00:09:30.320]  有很多人從堅固的地步上墜下來
[00:09:30.320 --> 00:09:32.720]  然後接著彼得勉勵頂姐妹
[00:09:32.720 --> 00:09:36.360]  你們卻要在我們主救主耶穌基督的
[00:09:36.360 --> 00:09:38.360]  恩典和知識上有長進
[00:09:38.360 --> 00:09:40.720]  有沒有留意「卻」字?
[00:09:40.720 --> 00:09:42.120]  當我們這樣描述的時候
[00:09:42.120 --> 00:09:43.640]  用「卻」字是什麼意思?
[00:09:43.640 --> 00:09:45.960]  就是說我們要面對這些事情的時候
[00:09:45.960 --> 00:09:47.640]  你不要跟著這條路去想
[00:09:47.640 --> 00:09:50.960]  你要另辟途徑去想
[00:09:50.960 --> 00:09:52.560]  衝擊就是這樣
[00:09:52.560 --> 00:09:54.320]  你怎麼去跟他們周旋呢?
[00:09:54.320 --> 00:09:55.240]  沒法子的
[00:09:55.240 --> 00:09:56.960]  最重要是「卻」
[00:09:56.960 --> 00:09:58.800]  你要做一個很強烈的對比
[00:09:58.800 --> 00:10:01.000]  我們要在另外一方面去做
[00:10:01.000 --> 00:10:03.680]  然後我們才可以面對這些事情
[00:10:03.680 --> 00:10:04.920]  要做什麼?
[00:10:04.920 --> 00:10:08.160]  要在主救主耶穌基督的
[00:10:08.160 --> 00:10:11.680]  恩典和知識上有長進
[00:10:11.680 --> 00:10:16.120]  所以追求長進是抗衡時代的衝擊
[00:10:16.120 --> 00:10:18.720]  這個黑白混淆不清的世代裡面
[00:10:18.720 --> 00:10:21.120]  我們怎樣可以明辨是非
[00:10:21.120 --> 00:10:22.960]  為信仰站立得穩
[00:10:22.960 --> 00:10:25.600]  繼續做一個土主起義的基督徒呢?
[00:10:25.600 --> 00:10:26.600]  很重要
[00:10:26.600 --> 00:10:29.400]  追求長進
[00:10:29.400 --> 00:10:31.680]  讓新一年比往一年好
[00:10:31.680 --> 00:10:35.440]  讓明年的2021年比2020年更好
[00:10:35.440 --> 00:10:38.120]  這個就是成長之道
[00:10:38.120 --> 00:10:41.240]  聖經裡面多番的說話都提醒我們
[00:10:41.240 --> 00:10:42.840]  所以求主幫助我們
[00:10:42.840 --> 00:10:45.440]  今天在新一年新的開始的時候
[00:10:45.440 --> 00:10:51.160]  我們牢牢的去謹記彼得的一個勸勉
[00:10:51.160 --> 00:10:53.520]  為什麼要成長?
[00:10:53.520 --> 00:10:55.680]  因為這個是個命令
[00:10:55.680 --> 00:10:56.760]  為什麼要成長?
[00:10:56.760 --> 00:10:58.600]  因為是個世代邪惡
[00:10:58.600 --> 00:11:00.760]  混淆不清的世代
[00:11:00.760 --> 00:11:03.160]  我們要好好紮根深
[00:11:03.160 --> 00:11:05.760]  所以我們一定要追求長進
[00:11:05.760 --> 00:11:08.320]  這是我們在彼得這句話裡面
[00:11:08.320 --> 00:11:11.160]  我們可以揣摩得到、體會得到的
[00:11:11.160 --> 00:11:13.560]  成長的原因
[00:11:13.560 --> 00:11:14.560]  好了
[00:11:14.560 --> 00:11:16.040]  然後我們又會問
[00:11:16.040 --> 00:11:18.280]  我們要成長
[00:11:18.280 --> 00:11:20.320]  怎樣成長呢?
[00:11:20.320 --> 00:11:22.480]  彼得有沒有提醒我們
[00:11:22.480 --> 00:11:24.880]  可以按著什麼樣的方式
[00:11:24.880 --> 00:11:27.800]  什麼樣的途徑去成長呢?
[00:11:27.800 --> 00:11:31.280]  原來彼得在這裡都有告訴我們
[00:11:31.280 --> 00:11:32.680]  如果去問大家
[00:11:32.680 --> 00:11:34.520]  成長的方式是怎樣
[00:11:34.520 --> 00:11:37.960]  你會不會在經文裡面都看得到呢?
[00:11:37.960 --> 00:11:42.480]  成長的方式是有兩點
[00:11:42.480 --> 00:11:43.680]  不知道你心目中所想
[00:11:43.680 --> 00:11:46.440]  是不是和我所想的是一樣
[00:11:46.440 --> 00:11:49.840]  你要在因典上有長進
[00:11:49.840 --> 00:11:52.880]  你要在知識上有長進
[00:11:52.880 --> 00:11:54.120]  是不是很清楚?
[00:11:54.120 --> 00:11:55.800]  所以我們讀聖經、揣摩聖經
[00:11:55.800 --> 00:11:58.800]  其實神的話語都不是很複雜
[00:11:58.800 --> 00:12:01.080]  慢慢思想你就會體會到
[00:12:01.080 --> 00:12:02.960]  彼得提醒我們要長進
[00:12:02.960 --> 00:12:04.600]  甚至命令我們要長進
[00:12:04.600 --> 00:12:06.640]  這個世代很紛亂
[00:12:06.640 --> 00:12:08.240]  你們要長進免禮之後
[00:12:08.240 --> 00:12:09.160]  那怎樣長進呢?
[00:12:09.160 --> 00:12:11.360]  你們卻要在主的、基督的
[00:12:11.360 --> 00:12:14.640]  因典和知識上有長進
[00:12:14.640 --> 00:12:15.440]  換句話說
[00:12:15.440 --> 00:12:17.440]  我們成長的方式、模式
[00:12:17.440 --> 00:12:20.160]  就是要走因典成長的路
[00:12:20.160 --> 00:12:24.240]  和知識成長的路
[00:12:24.240 --> 00:12:26.560]  甚麼叫做在因典上有長進呢?
[00:12:26.560 --> 00:12:28.760]  不知道大家有沒有想過
[00:12:28.760 --> 00:12:30.800]  會覺得這句話都很有趣
[00:12:30.800 --> 00:12:32.160]  因典就是因典
[00:12:32.160 --> 00:12:33.160]  神給我們因典
[00:12:33.160 --> 00:12:36.480]  為甚麼因典上有長進呢?
[00:12:36.480 --> 00:12:39.880]  是令人混淆一清的
[00:12:39.880 --> 00:12:41.280]  大家想一想
[00:12:41.280 --> 00:12:47.680]  給我一點時間
[00:12:47.680 --> 00:12:52.240]  甚麼叫做因典上有長進?
[00:12:52.240 --> 00:12:54.000]  如果我沒有了解錯
[00:12:54.000 --> 00:12:57.760]  一個基督徒能夠在所謂因典上有長進
[00:12:57.760 --> 00:13:00.440]  就是他越來越覺得
[00:13:00.440 --> 00:13:04.240]  他越來越體會得到、觀察得到、洞悉得到
[00:13:04.240 --> 00:13:08.560]  在我的生命裏面有很多很多的因典
[00:13:08.560 --> 00:13:10.360]  他越來越有那種能力
[00:13:10.360 --> 00:13:14.320]  那種的審察力、覺悟力
[00:13:14.320 --> 00:13:16.040]  在一些事情上又見到
[00:13:16.040 --> 00:13:17.720]  在某個時刻又見到
[00:13:17.720 --> 00:13:19.960]  在某一些事情上他亦都見到
[00:13:19.960 --> 00:13:22.200]  當一個基督徒能夠是這樣不斷的
[00:13:22.200 --> 00:13:24.680]  能夠有這樣的覺醒、覺悟的話
[00:13:24.680 --> 00:13:29.000]  他就在因典上有長進
[00:13:29.000 --> 00:13:30.080]  很多時候我們沒有長進
[00:13:30.080 --> 00:13:32.880]  就經常都怨神不給、不給
[00:13:32.880 --> 00:13:34.480]  我看不到神有很多因典
[00:13:34.480 --> 00:13:35.800]  不是因為神沒有給我們因典
[00:13:35.800 --> 00:13:38.320]  是我們自己沒有在因典上有長進
[00:13:38.320 --> 00:13:42.200]  我們根本體會不到那些就是上帝的因典
[00:13:42.200 --> 00:13:43.640]  所以我們能夠長進的話
[00:13:43.640 --> 00:13:47.200]  就是表明我們能夠越來越有一種屬靈的洞察力
[00:13:47.200 --> 00:13:48.920]  有一種這樣的眼光
[00:13:48.920 --> 00:13:51.320]  在我走過的路、在我面對的人生
[00:13:51.320 --> 00:13:52.800]  在我所處理很多事情上
[00:13:52.800 --> 00:13:54.920]  我們覺得這一位看不見的上帝
[00:13:54.920 --> 00:13:59.320]  其實已經施行了很多因典給我的了
[00:13:59.320 --> 00:14:02.200]  當你看到、洞悉得到的時候
[00:14:02.200 --> 00:14:03.160]  你就會怎樣?
[00:14:03.160 --> 00:14:05.000]  會很開心的
[00:14:05.000 --> 00:14:08.560]  其實這樣表明了你是正在長進的基督徒
[00:14:08.560 --> 00:14:11.240]  所以我們要追求這件事
[00:14:11.240 --> 00:14:14.800]  追求這件事
[00:14:14.800 --> 00:14:16.560]  在很多年前
[00:14:16.560 --> 00:14:18.080]  有機會
[00:14:18.080 --> 00:14:22.040]  神帶領我去到東馬這個地方去教書
[00:14:22.040 --> 00:14:24.760]  去到一個地方叫做師毛
[00:14:24.760 --> 00:14:26.040]  師,師編個師
[00:14:26.040 --> 00:14:28.800]  毛是毛師的毛
[00:14:28.800 --> 00:14:30.120]  毛術的毛
[00:14:30.120 --> 00:14:31.200]  師毛師部
[00:14:31.200 --> 00:14:32.040]  這個地方教書
[00:14:32.040 --> 00:14:33.920]  一間聖經學院
[00:14:33.920 --> 00:14:36.160]  教兩個禮拜密集課程
[00:14:36.160 --> 00:14:37.960]  大家知道通常
[00:14:37.960 --> 00:14:40.760]  密集課程通常都是朝九晚五
[00:14:40.760 --> 00:14:41.800]  上午、下午
[00:14:41.800 --> 00:14:43.320]  一個禮拜就完
[00:14:43.320 --> 00:14:44.760]  我這次去那裡
[00:14:44.760 --> 00:14:46.360]  安排有點不同
[00:14:46.360 --> 00:14:47.840]  怎樣不同呢?
[00:14:47.840 --> 00:14:49.240]  它是要我教密集課程
[00:14:49.240 --> 00:14:51.040]  不過不是上午、下午
[00:14:51.040 --> 00:14:56.040]  是將那個科目全部只是上午教
[00:14:56.040 --> 00:14:59.440]  當然如果想多點休息是好的
[00:14:59.440 --> 00:15:01.080]  但如果你想密集去教
[00:15:01.080 --> 00:15:02.880]  整個下午是沒有編排的
[00:15:02.880 --> 00:15:07.120]  所以一個科目是要延伸到兩個禮拜才完成
[00:15:07.120 --> 00:15:10.120]  因為它只是上午的時間
[00:15:10.120 --> 00:15:13.480]  好了,其實都好像不錯
[00:15:13.480 --> 00:15:15.400]  但其實對我來說就不是太好了
[00:15:15.400 --> 00:15:16.920]  為甚麼?
[00:15:16.920 --> 00:15:20.480]  很悶的
[00:15:20.480 --> 00:15:21.840]  去到那個地方
[00:15:21.840 --> 00:15:25.440]  那個地方都算是一些近郊一點
[00:15:25.440 --> 00:15:26.680]  不是像我們這樣一出來
[00:15:26.680 --> 00:15:27.400]  今晚輪到
[00:15:27.400 --> 00:15:28.920]  去到尖沙咀很多地方逛逛
[00:15:28.920 --> 00:15:30.040]  買東西、看東西
[00:15:30.040 --> 00:15:31.560]  沒有的
[00:15:31.560 --> 00:15:35.200]  那裡是東馬、東馬來星
[00:15:35.200 --> 00:15:37.080]  雖然邀請我的都有華人背景
[00:15:37.080 --> 00:15:39.760]  但是當我扭開電視台的時候看
[00:15:39.760 --> 00:15:41.480]  全部是甚麼畫?
[00:15:41.480 --> 00:15:42.640]  是馬拉畫
[00:15:42.640 --> 00:15:44.240]  你看看那些節目
[00:15:44.240 --> 00:15:47.280]  在家裡都看不到
[00:15:47.280 --> 00:15:49.040]  周圍又不是很多人
[00:15:49.040 --> 00:15:51.120]  所以一下午吃完下午飯
[00:15:51.120 --> 00:15:53.040]  完了上午之後
[00:15:53.040 --> 00:15:55.920]  我坐在老師的休息室、房間裡面
[00:15:55.920 --> 00:15:57.440]  都不知道在做甚麼
[00:15:57.440 --> 00:15:58.480]  是嗎?
[00:15:58.480 --> 00:16:00.680]  兩個禮拜
[00:16:00.680 --> 00:16:01.720]  很沉悶
[00:16:01.720 --> 00:16:03.800]  不過很好
[00:16:03.800 --> 00:16:07.160]  就是在這兩個禮拜的下午
[00:16:07.160 --> 00:16:09.160]  因為都不知道做甚麼好
[00:16:09.160 --> 00:16:11.840]  於是逼到我唯有
[00:16:11.840 --> 00:16:15.520]  將我一些祈禱的訊息寫下來
[00:16:15.520 --> 00:16:17.640]  我在祈禱上的領受
[00:16:17.640 --> 00:16:21.320]  或者一些思考的功課整理了之後
[00:16:21.320 --> 00:16:24.440]  就是透過這兩個禮拜的下午的時間
[00:16:24.440 --> 00:16:26.440]  我就寫了很多東西
[00:16:26.440 --> 00:16:28.320]  以致到日後
[00:16:28.320 --> 00:16:30.960]  可以出了一本關於祈禱的書
[00:16:30.960 --> 00:16:33.400]  平時我們很忙碌的
[00:16:33.400 --> 00:16:34.280]  你說抽一些時間
[00:16:34.280 --> 00:16:35.760]  一個小時寫都不是那麼容易
[00:16:35.760 --> 00:16:37.560]  而且心思不得罪
[00:16:37.560 --> 00:16:40.480]  但是在那裡逼到我甚麼都不能想
[00:16:40.480 --> 00:16:41.760]  走又不是、站又不是
[00:16:41.760 --> 00:16:43.560]  除了吃飯、睡覺之外
[00:16:43.560 --> 00:16:44.800]  都不知道做甚麼好的時候
[00:16:44.800 --> 00:16:48.080]  唯有對著書桌寫就寫
[00:16:48.080 --> 00:16:50.560]  將歷年很多東西寫出來的時候
[00:16:50.560 --> 00:16:54.120]  於是日後就可以出版本書
[00:16:54.120 --> 00:16:55.160]  當我想起的時候
[00:16:55.160 --> 00:16:57.840]  雖然都是在苦悶中
[00:16:57.840 --> 00:16:59.920]  但我相信這個是神的恩典
[00:16:59.920 --> 00:17:01.480]  祂保守我、幫助我
[00:17:01.480 --> 00:17:03.080]  能夠可以在香港
[00:17:03.080 --> 00:17:04.680]  在忙碌生活裡面抽一段時間
[00:17:04.680 --> 00:17:05.440]  走了去東馬
[00:17:05.440 --> 00:17:06.440]  然後靜靜地
[00:17:06.440 --> 00:17:08.280]  就是這樣寫了那些東西
[00:17:08.280 --> 00:17:10.600]  結果就可以去
[00:17:10.600 --> 00:17:13.240]  透過文字跟更多弟兄姊妹分享
[00:17:13.240 --> 00:17:14.640]  所以在這裡我回想起來的時候
[00:17:14.640 --> 00:17:16.560]  一方面你說悶不悶呢
[00:17:16.560 --> 00:17:18.120]  真的都是很悶的
[00:17:18.120 --> 00:17:20.320]  但是一方面我都是覺得這些是甚麼
[00:17:20.320 --> 00:17:23.320]  是主的恩典的臨到
[00:17:23.320 --> 00:17:24.640]  感謝神
[00:17:24.640 --> 00:17:26.680]  是因為祂透過這種方式
