
[00:00:00.000 --> 00:00:04.000]  好,我們今天先讀今日的經文,好嗎?
[00:02:19.000 --> 00:02:22.000]  也不可以摘取沒有收剪的葡萄樹上的葡萄
[00:02:22.000 --> 00:02:25.000]  這一年地要完全的安息
[00:02:25.000 --> 00:02:27.000]  地在安息年所長的
[00:02:27.000 --> 00:02:32.000]  要給你和你的奴僕、使女、故宮
[00:02:32.000 --> 00:02:35.000]  以及寄居在你那裏的外人作食物
[00:02:35.000 --> 00:02:37.000]  所有的土出產
[00:02:37.000 --> 00:02:41.000]  也要給你的生畜和你地上的走獸作食物
[00:02:41.000 --> 00:02:45.000]  這個是神藉著摩西吩咐以色列民的
[00:02:45.000 --> 00:02:48.000]  大家要留意一下那個時間
[00:02:48.000 --> 00:02:52.000]  其實利美記、春埃及記的時間
[00:02:52.000 --> 00:02:54.000]  以色列人在哪裏?
[00:02:54.000 --> 00:02:56.000]  仍然在曠野
[00:02:56.000 --> 00:03:00.000]  他們還在曠野裏面流浪
[00:03:00.000 --> 00:03:02.000]  他們還未進入到加南
[00:03:02.000 --> 00:03:06.000]  實踐他們耕種的生活循環
[00:03:06.000 --> 00:03:09.000]  但是神就在那個時間去吩咐他們
[00:03:09.000 --> 00:03:15.000]  而安息年的計算是從以色列人進入加南
[00:03:15.000 --> 00:03:17.000]  才開始計算的
[00:03:17.000 --> 00:03:21.000]  所以當時神對以色列人的吩咐
[00:03:21.000 --> 00:03:24.000]  是吩咐一件未發生的事情
[00:03:24.000 --> 00:03:26.000]  是未曾發生的事情
[00:03:26.000 --> 00:03:28.000]  所以我們不要搞亂次序
[00:03:28.000 --> 00:03:30.000]  以為神叫我吩咐
[00:03:30.000 --> 00:03:33.000]  但是他們未進入加南地
[00:03:33.000 --> 00:03:36.000]  所以這個吩咐、這個指令
[00:03:36.000 --> 00:03:39.000]  其實是一個帶著盼望的應許
[00:03:39.000 --> 00:03:41.000]  其實首先第一件事就是
[00:03:41.000 --> 00:03:44.000]  他們可以先進入神的應許之地
[00:03:44.000 --> 00:03:46.000]  他們得著了這個應許
[00:03:46.000 --> 00:03:49.000]  他們才可以去守安息日
[00:03:49.000 --> 00:03:52.000]  所以神在這裏的吩咐
[00:03:52.000 --> 00:03:54.000]  是透過安息年這件事
[00:03:54.000 --> 00:03:56.000]  叫以色列人去學習
[00:03:56.000 --> 00:03:58.000]  除了去學習安息
[00:03:58.000 --> 00:04:02.000]  也要學習在安息裏面要學習信心
[00:04:02.000 --> 00:04:05.000]  要信心去領受安息
[00:04:05.000 --> 00:04:08.000]  即是說他們不需要掛類
[00:04:08.000 --> 00:04:10.000]  他們知道雖然自己現在在曠野
[00:04:10.000 --> 00:04:15.000]  他們神的帶領一定會進入到神的應許的加南美地
[00:04:15.000 --> 00:04:17.000]  然後在裏面
[00:04:17.000 --> 00:04:21.000]  他們就可以遵守神吩咐給他們的安息日
[00:04:21.000 --> 00:04:22.000]  安息年
[00:04:22.000 --> 00:04:24.000]  安息年的內容就是
[00:04:24.000 --> 00:04:28.000]  農田、果園不單止人要安息年
[00:04:28.000 --> 00:04:31.000]  連農地、果園都要
[00:04:31.000 --> 00:04:33.000]  讓土地能夠得到安息
[00:04:33.000 --> 00:04:35.000]  而神亦都吩咐
[00:04:35.000 --> 00:04:37.000]  在安息年你什麼都不要搞那塊地
[00:04:37.000 --> 00:04:40.000]  但他們的樹仍然會有生產
[00:04:40.000 --> 00:04:42.000]  然後亦都會有收成
[00:04:42.000 --> 00:04:44.000]  是用來做什麼呢
[00:04:44.000 --> 00:04:46.000]  很關顧其他身邊的人
[00:04:46.000 --> 00:04:48.000]  要照顧一些貧窮人
[00:04:48.000 --> 00:04:51.000]  瀑皮故宮寄居的外人
[00:04:51.000 --> 00:04:53.000]  連那些生畜
[00:04:53.000 --> 00:04:54.000]  那些走獸
[00:04:54.000 --> 00:04:56.000]  神都看顧
[00:04:56.000 --> 00:04:57.000]  所以
[00:04:57.000 --> 00:05:00.000]  你們不要賺到盡
[00:05:00.000 --> 00:05:02.000]  不要吃到盡
[00:05:02.000 --> 00:05:05.000]  有些東西留給身邊的其他人
[00:05:05.000 --> 00:05:07.000]  但是大家要留意
[00:05:07.000 --> 00:05:10.000]  聖經其實沒有實質特別去記載
[00:05:10.000 --> 00:05:14.000]  到當以色列人真的進入了加南地的時候
[00:05:14.000 --> 00:05:17.000]  有沒有按著神的吩咐
[00:05:17.000 --> 00:05:20.000]  每六年去守一年的安息年
[00:05:20.000 --> 00:05:22.000]  其實人
[00:05:22.000 --> 00:05:24.000]  就是一個罪性
[00:05:24.000 --> 00:05:27.000]  令人的貪婪要賺到盡
[00:05:27.000 --> 00:05:29.000]  我要贏我都要賺光
[00:05:29.000 --> 00:05:30.000]  什麼都要我都要
[00:05:30.000 --> 00:05:33.000]  從他叛逆不聽神的說話
[00:05:33.000 --> 00:05:36.000]  使到加南的地裡面不得到安息
[00:05:36.000 --> 00:05:38.000]  以至到
[00:05:38.000 --> 00:05:40.000]  後期大家知道
[00:05:40.000 --> 00:05:42.000]  以色列人要避老
[00:05:42.000 --> 00:05:44.000]  要避老到去巴比倫
[00:05:44.000 --> 00:05:46.000]  要避到其他地方
[00:05:46.000 --> 00:05:49.000]  所以令到加南地荒涼
[00:05:49.000 --> 00:05:52.000]  反而神在這裡說
[00:05:52.000 --> 00:05:54.000]  地可以得到安息
[00:05:54.000 --> 00:05:56.000]  我們看這段經文
[00:05:56.000 --> 00:05:59.000]  很吊詭很矛盾的一段經文
[00:05:59.000 --> 00:06:01.000]  李美記的二十六章
[00:06:01.000 --> 00:06:03.000]  三十四至三十五節
[00:06:03.000 --> 00:06:05.000]  神是這樣說的
[00:06:05.000 --> 00:06:06.000]  我們一起讀好嗎
[00:06:06.000 --> 00:06:09.000]  你們在受敵之地居住的時候
[00:06:09.000 --> 00:06:11.000]  你們的地方良
[00:06:11.000 --> 00:06:13.000]  要享受眾安息
[00:06:13.000 --> 00:06:16.000]  正在那時候地要歇息
[00:06:16.000 --> 00:06:17.000]  享受安息
[00:06:17.000 --> 00:06:19.000]  地多時為方長
[00:06:19.000 --> 00:06:21.000]  就要多時歇息
[00:06:21.000 --> 00:06:23.000]  地這樣歇息
[00:06:23.000 --> 00:06:27.000]  是你們住在其上的安息年所不能得的
[00:06:27.000 --> 00:06:29.000]  是不是
[00:06:29.000 --> 00:06:30.000]  人就是這樣
[00:06:30.000 --> 00:06:31.000]  以色列人
[00:06:31.000 --> 00:06:34.000]  人類就是一些不守神的規矩
[00:06:34.000 --> 00:06:35.000]  不聽神話的
[00:06:35.000 --> 00:06:37.000]  以至神很多事情的發生
[00:06:37.000 --> 00:06:39.000]  原來未必無因
[00:06:39.000 --> 00:06:41.000]  萬事的發生原來有原因的
[00:06:41.000 --> 00:06:45.000]  原來其中神要以色列人避老的原因
[00:06:45.000 --> 00:06:49.000]  就是祂所賜給他們的美地
[00:06:49.000 --> 00:06:51.000]  要得到休息
[00:06:51.000 --> 00:06:54.000]  因為當神賜了這個地給人的時候
[00:06:54.000 --> 00:06:56.000]  人要用到它盡
[00:06:56.000 --> 00:06:58.000]  要到他們真的未得到
[00:06:58.000 --> 00:07:00.000]  所以神要他們
[00:07:00.000 --> 00:07:01.000]  反而叫他們將那群人
[00:07:01.000 --> 00:07:02.000]  擄去另一個地方
[00:07:02.000 --> 00:07:05.000]  變成那個地方荒涼了之後
[00:07:05.000 --> 00:07:09.000]  反而能夠得到休息
[00:07:09.000 --> 00:07:12.000]  話說我自己其實很有趣
[00:07:12.000 --> 00:07:13.000]  就算教會
[00:07:13.000 --> 00:07:15.000]  現今的教會都一樣
[00:07:15.000 --> 00:07:16.000]  我在同福堂
[00:07:16.000 --> 00:07:17.000]  你猜我侍奉了多少年
[00:07:17.000 --> 00:07:19.000]  已經侍奉了十八年
[00:07:19.000 --> 00:07:22.000]  我真正在我第十四年
[00:07:22.000 --> 00:07:23.000]  即是四年前
[00:07:23.000 --> 00:07:27.000]  我放過一次所謂的安息年假
[00:07:27.000 --> 00:07:29.000]  叫做三個月
[00:07:29.000 --> 00:07:31.000]  放了三個月就叫安息年
[00:07:31.000 --> 00:07:32.000]  都要打個節
[00:07:32.000 --> 00:07:34.000]  只剩下25%
[00:07:34.000 --> 00:07:36.000]  以前我初初回來的時候
[00:07:36.000 --> 00:07:41.000]  真的有長一些的牧者
[00:07:41.000 --> 00:07:43.000]  他們真的可以放一年
[00:07:43.000 --> 00:07:44.000]  但是一直這樣
[00:07:44.000 --> 00:07:45.000]  這麼多年以來
[00:07:45.000 --> 00:07:46.000]  一直下來又減
[00:07:46.000 --> 00:07:47.000]  一年又變成五個月
[00:07:47.000 --> 00:07:48.000]  五個月變成三年
[00:07:48.000 --> 00:07:49.000]  還有呢
[00:07:49.000 --> 00:07:51.000]  不過據我所知
[00:07:51.000 --> 00:07:53.000]  我們的何牧師和謝牧師
[00:07:53.000 --> 00:07:56.000]  是沒有放過安息年假的
[00:07:56.000 --> 00:07:57.000]  所以我都不敢出聲
[00:07:57.000 --> 00:07:59.000]  有三個月就放了它算了
[00:07:59.000 --> 00:08:00.000]  不要問為什麼
[00:08:00.000 --> 00:08:03.000]  為什麼不是放一年
[00:08:03.000 --> 00:08:04.000]  其實安息年
[00:08:04.000 --> 00:08:06.000]  對我們究竟有什麼意義呢
[00:08:06.000 --> 00:08:07.000]  神吩咐這件事
[00:08:07.000 --> 00:08:11.000]  原來其實以色列人都沒有守過
[00:08:11.000 --> 00:08:12.000]  其實進去之後
[00:08:12.000 --> 00:08:13.000]  都是繼續用
[00:08:13.000 --> 00:08:15.000]  用到搶到地盡了
[00:08:15.000 --> 00:08:18.000]  結果要他們避老
[00:08:18.000 --> 00:08:20.000]  地才可以安息
[00:08:20.000 --> 00:08:22.000]  所以我們去想的時候
[00:08:22.000 --> 00:08:24.000]  我覺得當然了
[00:08:24.000 --> 00:08:26.000]  如果客觀情況許可
[00:08:26.000 --> 00:08:27.000]  我知道是可以的
[00:08:27.000 --> 00:08:28.000]  有人是可以
[00:08:28.000 --> 00:08:30.000]  守安息年是神喜悅的
[00:08:30.000 --> 00:08:32.000]  這個是必然的
[00:08:32.000 --> 00:08:35.000]  但是又不是一條規矩
[00:08:35.000 --> 00:08:38.000]  不要拿著聖經去敲牧師門
[00:08:38.000 --> 00:08:39.000]  為什麼我要放一年假
[00:08:39.000 --> 00:08:40.000]  你記住要出糧給我
[00:08:40.000 --> 00:08:41.000]  一年後再見
[00:08:41.000 --> 00:08:42.000]  拜拜
[00:08:42.000 --> 00:08:43.000]  不是這樣
[00:08:43.000 --> 00:08:46.000]  能夠有條件去放安息年
[00:08:46.000 --> 00:08:49.000]  也都不代表我們特別勁勤
[00:08:49.000 --> 00:08:50.000]  我放三個月
[00:08:50.000 --> 00:08:52.000]  我都不是來告訴你
[00:08:52.000 --> 00:08:53.000]  我曬
[00:08:53.000 --> 00:08:54.000]  我有三個月假放
[00:08:54.000 --> 00:08:56.000]  因為我是牧者是誰
[00:08:56.000 --> 00:08:59.000]  其實有得放有感恩
[00:08:59.000 --> 00:09:00.000]  沒有得放
[00:09:00.000 --> 00:09:01.000]  我們都要學習
[00:09:01.000 --> 00:09:04.000]  究竟神吩咐我們守安息年
[00:09:04.000 --> 00:09:06.000]  究竟有什麼特別意義
[00:09:06.000 --> 00:09:08.000]  就在剛才的經文裡面
[00:09:08.000 --> 00:09:11.000]  我最少看到以下有六樣東西
[00:09:11.000 --> 00:09:13.000]  我們可以去留意
[00:09:13.000 --> 00:09:15.000]  第一神吩咐我們
[00:09:15.000 --> 00:09:17.000]  土地不要過分去使用
[00:09:17.000 --> 00:09:20.000]  凡事留一線
[00:09:20.000 --> 00:09:22.000]  人也不要過勞
[00:09:22.000 --> 00:09:24.000]  不要過度去工作
[00:09:24.000 --> 00:09:27.000]  我們要信靠神的供應
[00:09:27.000 --> 00:09:28.000]  很有趣的
[00:09:28.000 --> 00:09:30.000]  當你神吩咐的時候
[00:09:30.000 --> 00:09:32.000]  如果你第六年不耕種
[00:09:32.000 --> 00:09:35.000]  神會是第六年有收成
[00:09:35.000 --> 00:09:38.000]  第七第八年你都會一直有收成
[00:09:38.000 --> 00:09:41.000]  因為你停了第七年
[00:09:41.000 --> 00:09:44.000]  到第八年的時候你才開始種
[00:09:44.000 --> 00:09:48.000]  種得來你要第九年你才可以再有收成
[00:09:48.000 --> 00:09:49.000]  但是神的吩咐是
[00:09:49.000 --> 00:09:52.000]  祂會有充足豐富的供應
[00:09:52.000 --> 00:09:53.000]  而也是
[00:09:53.000 --> 00:09:55.000]  剛才有提過
[00:09:55.000 --> 00:09:58.000]  第七年你什麼都不做的時候
[00:09:58.000 --> 00:10:02.000]  那些產物是要用來供應給那些
[00:10:02.000 --> 00:10:03.000]  瀑皮啊
[00:10:03.000 --> 00:10:04.000]  牛老啊
[00:10:04.000 --> 00:10:05.000]  寄居啊
[00:10:05.000 --> 00:10:06.000]  生畜啊等等
[00:10:06.000 --> 00:10:09.000]  所以其實社會的財富是要
[00:10:09.000 --> 00:10:10.000]  均衡分配的
[00:10:10.000 --> 00:10:11.000]  在這裡學習
[00:10:11.000 --> 00:10:14.000]  千萬不要賺到盡
[00:10:14.000 --> 00:10:17.000]  賺到盡不是神所喜悅
[00:10:17.000 --> 00:10:19.000]  然後人和大自然要和諧
[00:10:19.000 --> 00:10:22.000]  我們當然現在經常說環保
[00:10:22.000 --> 00:10:25.000]  很多東西我們要去學習
[00:10:25.000 --> 00:10:27.000]  然後最終我們也要學習
[00:10:27.000 --> 00:10:29.000]  神是全地的主
[00:10:29.000 --> 00:10:31.000]  祂是擁有所有的東西
[00:10:31.000 --> 00:10:33.000]  祂的擁有權是屬於神
[00:10:33.000 --> 00:10:35.000]  我們沒有擁有任何的東西
[00:10:35.000 --> 00:10:37.000]  這個就是國安適年的學習
[00:10:37.000 --> 00:10:39.000]  所以第一樣東西
[00:10:39.000 --> 00:10:40.000]  我們要學習
[00:10:40.000 --> 00:10:42.000]  在神裡面祂吩咐過以色列民
[00:10:42.000 --> 00:10:44.000]  要守這個安適年
[00:10:44.000 --> 00:10:45.000]  而第二樣東西
[00:10:45.000 --> 00:10:48.000]  祂也在二十三章裡面說
[00:10:48.000 --> 00:10:50.000]  我們要去守安息日
[00:10:50.000 --> 00:10:51.000]  安息日
[00:10:51.000 --> 00:10:53.000]  大家剛才也提過
[00:10:53.000 --> 00:10:56.000]  是第十屆裡面的第四屆
[00:10:56.000 --> 00:10:57.000]  在聖經裡面
[00:10:57.000 --> 00:10:59.000]  其實用了很長很長的篇幅
[00:10:59.000 --> 00:11:02.000]  去說這條誡命
[00:11:02.000 --> 00:11:03.000]  其中當然是
[00:11:03.000 --> 00:11:05.000]  我不知道之前說二十章
[00:11:05.000 --> 00:11:06.000]  是不是已經說了
[00:11:06.000 --> 00:11:08.000]  二十章還沒有說過
[00:11:08.000 --> 00:11:10.000]  二十章的第一節
[00:11:10.000 --> 00:11:12.000]  第十七節就是講十屆
[00:11:12.000 --> 00:11:15.000]  十屆裡面的第四屆就是講安息日
[00:11:15.000 --> 00:11:18.000]  我們一起讀二十章的八至十一節
[00:11:18.000 --> 00:11:19.000]  第一
[00:11:19.000 --> 00:11:22.000]  當紀念安息日守為聖日
[00:11:22.000 --> 00:11:24.000]  六日要勞碌做你一切的功
[00:11:24.000 --> 00:11:26.000]  但第七日是向耶和華
[00:11:26.000 --> 00:11:29.000]  你的神當守的安息日
[00:11:29.000 --> 00:11:31.000]  這一日你和你的兒女
[00:11:31.000 --> 00:11:33.000]  勞僕、婢女、生畜
[00:11:33.000 --> 00:11:35.000]  以及你成女寄居的客女
[00:11:35.000 --> 00:11:37.000]  都不可做任何的功
[00:11:37.000 --> 00:11:38.000]  因為六日之內
[00:11:38.000 --> 00:11:40.000]  耶和華造天地
[00:11:40.000 --> 00:11:42.000]  海和其中的萬物
[00:11:42.000 --> 00:11:44.000]  第七日就安息了
[00:11:44.000 --> 00:11:47.000]  所以耶和華賜福於安息日
[00:11:47.000 --> 00:11:48.000]  定為聖日
[00:11:48.000 --> 00:11:51.000]  看到我特別用了不同的顏色
[00:11:51.000 --> 00:11:52.000]  是六日之內
[00:11:52.000 --> 00:11:54.000]  耶和華造天地
[00:11:54.000 --> 00:11:56.000]  海和其中的萬物
[00:11:56.000 --> 00:11:57.000]  第七日就安息了
[00:11:57.000 --> 00:11:59.000]  在這個安息日
[00:11:59.000 --> 00:12:00.000]  在二十章
[00:12:00.000 --> 00:12:02.000]  春節及紀二十章裡面
[00:12:02.000 --> 00:12:04.000]  特別焦點是
[00:12:04.000 --> 00:12:07.000]  讓在安息日裡面讓人去紀念
[00:12:07.000 --> 00:12:10.000]  耶和華的創造
[00:12:10.000 --> 00:12:12.000]  同樣類似的經文
[00:12:12.000 --> 00:12:13.000]  講十誡
[00:12:13.000 --> 00:12:14.000]  在《新命記》裡面
[00:12:14.000 --> 00:12:16.000]  也有再提過
[00:12:16.000 --> 00:12:18.000]  《新命記》的第五章
[00:12:18.000 --> 00:12:20.000]  頭幾節
[00:12:20.000 --> 00:12:22.000]  十一至十四節
[00:12:22.000 --> 00:12:25.000]  都是講這麼上下的東西
[00:12:25.000 --> 00:12:27.000]  但是反而它的焦點
[00:12:27.000 --> 00:12:29.000]  我們看在第十五節
[00:12:29.000 --> 00:12:32.000]  焦點就有一點轉移了
[00:12:32.000 --> 00:12:33.000]  在《新命記》裡面
[00:12:33.000 --> 00:12:34.000]  它說
[00:12:34.000 --> 00:12:37.000]  你要紀念你在埃及地作過盧卜
[00:12:37.000 --> 00:12:38.000]  耶和華你的神
[00:12:38.000 --> 00:12:41.000]  用大能的手和伸出來的膀臂
[00:12:41.000 --> 00:12:43.000]  領你從那裡出來
[00:12:43.000 --> 00:12:45.000]  因此耶和華你的神
[00:12:45.000 --> 00:12:47.000]  吩咐你守安息日
[00:12:47.000 --> 00:12:49.000]  你看到由《春埃及記》
[00:12:49.000 --> 00:12:50.000]  到《新命記》的時候
[00:12:50.000 --> 00:12:52.000]  焦點是有一點轉移的
[00:12:52.000 --> 00:12:55.000]  焦點是去了耶和華的救贖
[00:12:55.000 --> 00:12:57.000]  將一班以色列人
[00:12:57.000 --> 00:12:59.000]  和埃及地領出來
[00:12:59.000 --> 00:13:02.000]  我們要紀念耶和華的救贖
[00:13:02.000 --> 00:13:04.000]  所以安息日有兩樣東西
[00:13:04.000 --> 00:13:05.000]  我們要紀念的
[00:13:05.000 --> 00:13:06.000]  第一是神的創造
[00:13:06.000 --> 00:13:08.000]  第二是神的救贖
[00:13:08.000 --> 00:13:10.000]  所以安息日的設立
[00:13:10.000 --> 00:13:12.000]  是創造主對我們人
[00:13:12.000 --> 00:13:14.000]  世人的一個恩典
[00:13:14.000 --> 00:13:15.000]  而我們一班
[00:13:15.000 --> 00:13:18.000]  特別是我們這班得蒙救贖的人
[00:13:18.000 --> 00:13:19.000]  以色列人
[00:13:19.000 --> 00:13:23.000]  要和神一起進入安息裡面
[00:13:23.000 --> 00:13:25.000]  不單止我們自己要進入安息
[00:13:25.000 --> 00:13:28.000]  連我們家裡所有的東西
[00:13:28.000 --> 00:13:31.000]  牛腦、瀑布、寄居客裏
[00:13:31.000 --> 00:13:32.000]  住在我們那裡
[00:13:32.000 --> 00:13:34.000]  當時以色列人當中的人
[00:13:34.000 --> 00:13:36.000]  大家都一起享用
[00:13:36.000 --> 00:13:38.000]  我們看回二十三章的時候
[00:13:38.000 --> 00:13:41.000]  是所有的人都可以舒暢
[00:13:41.000 --> 00:13:43.000]  有兩個字叫舒暢
[00:13:43.000 --> 00:13:44.000]  拜託
[00:13:44.000 --> 00:13:46.000]  是啦
[00:13:46.000 --> 00:13:48.000]  舒暢英文叫 be refreshed
[00:13:48.000 --> 00:13:50.000]  而它原文的意思就是說
[00:13:50.000 --> 00:13:52.000]  可以呼吸
[00:13:52.000 --> 00:13:54.000]  即是可以透一口氣
[00:13:54.000 --> 00:13:55.000]  可以 take a breath
[00:13:55.000 --> 00:13:57.000]  即是令到我們自己
[00:13:57.000 --> 00:13:59.000]  令到我們身邊所有的人
[00:13:59.000 --> 00:14:02.000]  其實可能我們自己不安息
[00:14:02.000 --> 00:14:04.000]  都令到我們身邊的人很辛苦
[00:14:04.000 --> 00:14:07.000]  可能令到我們身邊我們的家人
[00:14:07.000 --> 00:14:08.000]  我們老婆
[00:14:08.000 --> 00:14:09.000]  我們子女
[00:14:09.000 --> 00:14:10.000]  我們父母
[00:14:10.000 --> 00:14:11.000]  其實和我們一起辛苦
[00:14:11.000 --> 00:14:13.000]  但當我們守安息日的時候
[00:14:13.000 --> 00:14:16.000]  我們一起都可以 be refreshed
[00:14:16.000 --> 00:14:18.000]  我們可以 take a breath
[00:14:18.000 --> 00:14:20.000]  透一口氣
[00:14:20.000 --> 00:14:21.000]  在第十二節
[00:14:21.000 --> 00:14:23.000]  即是二十三章十二節這樣說
[00:14:23.000 --> 00:14:27.000]  我提到其實安息日是恩典
[00:14:27.000 --> 00:14:28.000]  大家知不知道
[00:14:28.000 --> 00:14:29.000]  恩典是什麼
[00:14:29.000 --> 00:14:30.000]  恩典是我們原先不配的
[00:14:30.000 --> 00:14:32.000]  卻是給了我們的
[00:14:32.000 --> 00:14:33.000]  就叫恩典
[00:14:33.000 --> 00:14:34.000]  為什麼我們
[00:14:34.000 --> 00:14:35.000]  我想告訴你是恩典
[00:14:35.000 --> 00:14:36.000]  很多人以為
[00:14:36.000 --> 00:14:38.000]  我辛苦勞碌
[00:14:38.000 --> 00:14:39.000]  做了六天的事
[00:14:39.000 --> 00:14:40.000]  就休息一天
[00:14:40.000 --> 00:14:42.000]  我賺回來的
[00:14:42.000 --> 00:14:43.000]  其實我想告訴你
[00:14:43.000 --> 00:14:47.000]  第一個安息日不是人賺回來的
[00:14:47.000 --> 00:14:49.000]  人沒有做過任何的事
[00:14:49.000 --> 00:14:51.000]  大家有沒有留意
[00:14:51.000 --> 00:14:53.000]  其實神要用六天
[00:14:53.000 --> 00:14:55.000]  做齊所有的工作
[00:14:55.000 --> 00:14:59.000]  他第幾天才做人
[00:14:59.000 --> 00:15:03.000]  神第幾天才創造人
[00:15:03.000 --> 00:15:05.000]  第六天
[00:15:05.000 --> 00:15:06.000]  是不是
[00:15:06.000 --> 00:15:07.000]  記不記得
[00:15:07.000 --> 00:15:09.000]  第六天才創造人
[00:15:09.000 --> 00:15:10.000]  正喔
[00:15:10.000 --> 00:15:11.000]  什麼都不用做
[00:15:11.000 --> 00:15:13.000]  第七天就安息了
[00:15:13.000 --> 00:15:14.000]  即是人一出來
[00:15:14.000 --> 00:15:16.000]  做了一個阿當出來
[00:15:16.000 --> 00:15:18.000]  阿當什麼都不用做
[00:15:18.000 --> 00:15:20.000]  接著就休息了
[00:15:20.000 --> 00:15:22.000]  所以其實安息日是
[00:15:22.000 --> 00:15:24.000]  神所賜給人的
[00:15:24.000 --> 00:15:25.000]  一個恩典
[00:15:25.000 --> 00:15:28.000]  人沒有經過任何的勞碌
[00:15:28.000 --> 00:15:30.000]  就已經可以和神一起
[00:15:30.000 --> 00:15:31.000]  進入了安息
[00:15:31.000 --> 00:15:33.000]  你說是不是一個
[00:15:33.000 --> 00:15:36.000]  神給人的白白的恩典
[00:15:36.000 --> 00:15:38.000]  其實猶太人每一次
[00:15:38.000 --> 00:15:40.000]  每逢安息日見面
[00:15:40.000 --> 00:15:41.000]  他會用一個字
[00:15:41.000 --> 00:15:43.000]  叫Shabbat Shalom
[00:15:43.000 --> 00:15:45.000]  即是安息日平安
[00:15:45.000 --> 00:15:47.000]  這個字是來互相的打招呼
[00:15:47.000 --> 00:15:49.000]  互相的問安
[00:15:49.000 --> 00:15:51.000]  安息日在猶太人來說
[00:15:51.000 --> 00:15:52.000]  是星期五
[00:15:52.000 --> 00:15:54.000]  的黃昏日落開始
[00:15:54.000 --> 00:15:58.000]  到星期六的日落之前結束的
[00:15:58.000 --> 00:16:01.000]  但是去到使徒的時代
[00:16:01.000 --> 00:16:02.000]  大家知道
[00:16:02.000 --> 00:16:03.000]  當看聖經
[00:16:03.000 --> 00:16:05.000]  使徒的時代開始
[00:16:05.000 --> 00:16:07.000]  就將第七天的頭一天
[00:16:07.000 --> 00:16:08.000]  定為了主日
[00:16:08.000 --> 00:16:10.000]  即是現在我們所說的
[00:16:10.000 --> 00:16:11.000]  星期日的時間
[00:16:11.000 --> 00:16:13.000]  就成為了主日
[00:16:13.000 --> 00:16:16.000]  然後就在那個日子裡面
[00:16:16.000 --> 00:16:19.000]  我們一起可以
[00:16:19.000 --> 00:16:22.000]  去放下一切的工作
[00:16:22.000 --> 00:16:24.000]  專心去在主日裡面學習
[00:16:24.000 --> 00:16:25.000]  侍奉主
[00:16:25.000 --> 00:16:26.000]  當我們看回使徒行轉
[00:16:26.000 --> 00:16:29.000]  他們在主日裡面是侍奉神
[00:16:29.000 --> 00:16:30.000]  裡面有
[00:16:30.000 --> 00:16:31.000]  好像我們現在這樣
