
[00:00:00.000 --> 00:00:02.000]  各位太古聖堂的大型節目平安
[00:02:37.000 --> 00:02:39.000]  又或者你面對一些困難的時候
[00:02:39.000 --> 00:02:41.000]  平靜風浪
[00:02:41.000 --> 00:02:44.000]  你面對物質的缺乏的時候
[00:02:44.000 --> 00:02:47.000]  可能五餅二魚
[00:02:47.000 --> 00:02:48.000]  很在乎我們的生命
[00:02:48.000 --> 00:02:51.000]  到底是一個什麼的綱頸裡面
[00:02:51.000 --> 00:02:54.000]  不知道大家最近
[00:02:54.000 --> 00:02:58.000]  為了什麼事去徹徹地禱告
[00:02:58.000 --> 00:03:00.000]  或者你會覺得
[00:03:00.000 --> 00:03:03.000]  其實那些事情似乎從人的角度去看
[00:03:03.000 --> 00:03:05.000]  很難去改變
[00:03:05.000 --> 00:03:08.000]  甚至覺得是不可能的事情
[00:03:08.000 --> 00:03:09.000]  但是會不會也都
[00:03:09.000 --> 00:03:10.000]  生命會覺得
[00:03:10.000 --> 00:03:13.000]  我可不可以祈求神蹟呢
[00:03:13.000 --> 00:03:16.000]  求主讓這些似乎是不可能的事情
[00:03:16.000 --> 00:03:21.000]  都可以將它改變過來
[00:03:21.000 --> 00:03:24.000]  我們到底用什麼的態度
[00:03:24.000 --> 00:03:27.000]  去面對聖經裡面所記載的神蹟
[00:03:27.000 --> 00:03:30.000]  我很記得在27年前
[00:03:30.000 --> 00:03:31.000]  很久的歷史
[00:03:31.000 --> 00:03:33.000]  是1996年的時候
[00:03:33.000 --> 00:03:36.000]  當時我真是很徹徹地去祈禱
[00:03:36.000 --> 00:03:39.000]  去求一個神蹟
[00:03:39.000 --> 00:03:42.000]  那時候有一個小孩子的生命
[00:03:42.000 --> 00:03:43.000]  他剛剛出生
[00:03:43.000 --> 00:03:46.000]  然後一出生之後
[00:03:46.000 --> 00:03:49.000]  就發覺原來他的左腿
[00:03:49.000 --> 00:03:51.000]  左邊的小腿
[00:03:51.000 --> 00:03:54.000]  是生少了一條粗的骨
[00:03:54.000 --> 00:03:56.000]  我們的小腿其實有兩條骨
[00:03:56.000 --> 00:03:58.000]  一條粗一條幼
[00:03:58.000 --> 00:03:59.000]  沒有了一條粗骨
[00:03:59.000 --> 00:04:00.000]  其實醫生判斷
[00:04:00.000 --> 00:04:03.000]  其實他基本是不能夠行走的
[00:04:03.000 --> 00:04:06.000]  並且他的腳板是有些扭曲在裡面
[00:04:06.000 --> 00:04:08.000]  所以醫生已經跟父母說
[00:04:08.000 --> 00:04:13.000]  基本上其實是不能解決的問題
[00:04:13.000 --> 00:04:14.000]  讓他大一點
[00:04:14.000 --> 00:04:17.000]  就給他做一個摺脂的手術
[00:04:17.000 --> 00:04:20.000]  把小腿膝蓋以下
[00:04:20.000 --> 00:04:22.000]  將他切下來
[00:04:22.000 --> 00:04:26.000]  然後讓他可以配戴一個二肢
[00:04:26.000 --> 00:04:28.000]  那時候聽到這個消息之後
[00:04:28.000 --> 00:04:30.000]  那時候真的很求神蹟
[00:04:30.000 --> 00:04:33.000]  主啊你怎麼可以讓一個這麼小的生命
[00:04:33.000 --> 00:04:37.000]  可以面對一個這麼大的磨練呢
[00:04:37.000 --> 00:04:39.000]  真的試過
[00:04:39.000 --> 00:04:41.000]  可不可以讓這條粗骨
[00:04:41.000 --> 00:04:43.000]  可以慢慢地
[00:04:43.000 --> 00:04:47.000]  能夠重新地生長出來呢
[00:04:47.000 --> 00:04:48.000]  當然了
[00:04:48.000 --> 00:04:50.000]  我猜大家聽到這裏的時候
[00:04:50.000 --> 00:04:52.000]  你會問那結果是什麼呢
[00:04:52.000 --> 00:04:56.000]  給大家猜
[00:04:56.000 --> 00:04:58.000]  我猜大家應該都不會猜到
[00:04:58.000 --> 00:05:01.000]  他會不會真的生了一條粗骨出來呢
[00:05:01.000 --> 00:05:02.000]  當然沒有了
[00:05:02.000 --> 00:05:03.000]  當然沒有了
[00:05:04.000 --> 00:05:09.000]  一個好像很想用很熱切的心去祈求神蹟
[00:05:09.000 --> 00:05:13.000]  但是似乎在現實的情況下
[00:05:13.000 --> 00:05:15.000]  我們可能沒有經歷過
[00:05:15.000 --> 00:05:19.000]  我懷疑這個可能是我們大部分人的經歷
[00:05:19.000 --> 00:05:21.000]  我們多數所求的
[00:05:21.000 --> 00:05:25.000]  可能都不一定能夠得到一個
[00:05:25.000 --> 00:05:30.000]  好像我們心目中所想的落實
[00:05:30.000 --> 00:05:31.000]  如果是這樣的時候
[00:05:31.000 --> 00:05:34.000]  那我們看回聖經的時候
[00:05:34.000 --> 00:05:37.000]  會不會有更加大的落差呢
[00:05:37.000 --> 00:05:40.000]  到底我們在這個時代
[00:05:40.000 --> 00:05:42.000]  我們做一個基督徒
[00:05:42.000 --> 00:05:45.000]  神蹟對我們有什麼意思呢
[00:05:45.000 --> 00:05:47.000]  我們先看回剛才讀的經文
[00:05:47.000 --> 00:05:49.000]  根據剛才我們所讀的
[00:05:49.000 --> 00:05:51.000]  《馬可福音》第四章
[00:05:51.000 --> 00:05:54.000]  其實那一天是一天很忙碌的一天
[00:05:54.000 --> 00:05:58.000]  門徒和耶穌都過了非常忙碌的一天
[00:05:58.000 --> 00:06:00.000]  首先在第四章開始的時候
[00:06:00.000 --> 00:06:03.000]  就說耶穌當時是在船上
[00:06:03.000 --> 00:06:05.000]  船靠著岸邊
[00:06:05.000 --> 00:06:07.000]  然後耶穌站在船上
[00:06:07.000 --> 00:06:14.000]  跟岸上的群眾、百姓講解一些比喻
[00:06:14.000 --> 00:06:18.000]  當時耶穌是講關於殺種的比喻
[00:06:18.000 --> 00:06:21.000]  當祂跟岸上的人講完殺種比喻之後
[00:06:21.000 --> 00:06:23.000]  耶穌連隨就轉身
[00:06:23.000 --> 00:06:27.000]  跟祂身邊的門徒去解釋
[00:06:27.000 --> 00:06:29.000]  為什麼要講比喻呢
[00:06:29.000 --> 00:06:34.000]  到底這個殺種的比喻是什麼意思呢
[00:06:34.000 --> 00:06:37.000]  然後一直到晚上
[00:06:37.000 --> 00:06:38.000]  很累
[00:06:38.000 --> 00:06:42.000]  我猜耶穌或者門徒都過了很疲累的一天
[00:06:42.000 --> 00:06:46.000]  可能現在已經快到五點半了
[00:06:46.000 --> 00:06:50.000]  大家如果今天可能會很忙碌
[00:06:50.000 --> 00:06:51.000]  到了這個時候
[00:06:51.000 --> 00:06:54.000]  大家都想快點完成所有事情
[00:06:54.000 --> 00:06:58.000]  可以退下來,可以休息
[00:06:58.000 --> 00:07:01.000]  耶穌不要再講有什麼新的任務
[00:07:01.000 --> 00:07:03.000]  有什麼新的事情要做
[00:07:03.000 --> 00:07:05.000]  當時耶穌只是跟門徒講很簡單的說話
[00:07:05.000 --> 00:07:08.000]  我們到對岸去吧
[00:07:08.000 --> 00:07:10.000]  我們將船駛離開岸邊
[00:07:10.000 --> 00:07:14.000]  然後慢慢慢慢駛船到對面岸
[00:07:14.000 --> 00:07:16.000]  就好像我們現在講到這邊
[00:07:16.000 --> 00:07:20.000]  望著九龍的東面那樣
[00:07:20.000 --> 00:07:22.000]  如果你是門徒心想
[00:07:22.000 --> 00:07:24.000]  終於耶穌講這句話就好了
[00:07:24.000 --> 00:07:26.000]  沒有任何新的工作加進來
[00:07:26.000 --> 00:07:28.000]  不會再聽到什麼
[00:07:28.000 --> 00:07:31.000]  耶穌說船駛過去對岸那邊
[00:07:31.000 --> 00:07:35.000]  終於可以停下來,可以休息
[00:07:35.000 --> 00:07:36.000]  對門徒來說
[00:07:36.000 --> 00:07:45.000]  到對岸是代表他們可以離開一個很緊湊的空間
[00:07:45.000 --> 00:07:47.000]  門徒帶著一個可以靜下來
[00:07:47.000 --> 00:07:49.000]  可以休息的期望
[00:07:49.000 --> 00:07:53.000]  船慢慢慢慢駛出去
[00:07:53.000 --> 00:07:58.000]  沒想過這個時候船駛到海中間的時候
[00:07:58.000 --> 00:08:00.000]  加利利海突然之間
[00:08:00.000 --> 00:08:03.000]  刮起了突如其來的風暴
[00:08:03.000 --> 00:08:06.000]  接著經文描述風暴很大
[00:08:06.000 --> 00:08:10.000]  海浪打入船內
[00:08:10.000 --> 00:08:12.000]  船灌滿了水
[00:08:12.000 --> 00:08:15.000]  我們都很容易明白
[00:08:15.000 --> 00:08:19.000]  一艘船如果海浪的水打入去的時候
[00:08:19.000 --> 00:08:22.000]  灌滿了水其實是很危險的一件事情
[00:08:22.000 --> 00:08:25.000]  船會有下沉的危險
[00:08:25.000 --> 00:08:27.000]  原來以為可以退下來
[00:08:27.000 --> 00:08:30.000]  可以安靜的航程
[00:08:30.000 --> 00:08:32.000]  突然之間變成了
[00:08:32.000 --> 00:08:38.000]  隨時會撞上大海的危機
[00:08:38.000 --> 00:08:39.000]  門徒突然之間發覺
[00:08:39.000 --> 00:08:43.000]  耶穌原來還在船尾睡覺
[00:08:43.000 --> 00:08:45.000]  好像不知道發生什麼事一樣
[00:08:45.000 --> 00:08:47.000]  他們馬上就叫醒耶穌
[00:08:47.000 --> 00:08:49.000]  叫醒耶穌老師父子
[00:08:49.000 --> 00:08:51.000]  我們就來喪命了
[00:08:51.000 --> 00:08:54.000]  你不顧嗎
[00:08:54.000 --> 00:08:55.000]  老師我們快沒命了
[00:08:55.000 --> 00:08:58.000]  難道你還不來嗎
[00:08:58.000 --> 00:09:00.000]  大家想像一下門徒叫醒耶穌
[00:09:00.000 --> 00:09:02.000]  跟他說這句話
[00:09:02.000 --> 00:09:04.000]  我們就來喪命了
[00:09:04.000 --> 00:09:06.000]  你不顧嗎
[00:09:06.000 --> 00:09:10.000]  這句話到底反映了門徒對這位夫子
[00:09:10.000 --> 00:09:15.000]  這位老師有什麼期望呢
[00:09:15.000 --> 00:09:17.000]  他期望耶穌起身之後
[00:09:17.000 --> 00:09:20.000]  就可以平靜風浪
[00:09:20.000 --> 00:09:26.000]  可以解決快要喪命的困局危機
[00:09:26.000 --> 00:09:29.000]  他們是否真的想耶穌起身之後
[00:09:29.000 --> 00:09:30.000]  叫醒祂之後
[00:09:30.000 --> 00:09:33.000]  耶穌可以出手拯救大家
[00:09:33.000 --> 00:09:36.000]  脫離這個危險呢
[00:09:36.000 --> 00:09:38.000]  我們都知道門徒裡面
[00:09:38.000 --> 00:09:41.000]  有好幾位其實是漁夫
[00:09:41.000 --> 00:09:44.000]  跟從耶穌之前都是打魚的
[00:09:44.000 --> 00:09:46.000]  如果對一班有經驗的漁夫
[00:09:46.000 --> 00:09:50.000]  他們很熟悉海面的情況
[00:09:50.000 --> 00:09:52.000]  他們見到這個突如其來的風暴
[00:09:52.000 --> 00:09:55.000]  見到當時船的情況
[00:09:55.000 --> 00:09:59.000]  其實他們都知道很危險
[00:09:59.000 --> 00:10:02.000]  船真的會下沉
[00:10:02.000 --> 00:10:04.000]  如果連這班這麼有經驗的漁夫
[00:10:04.000 --> 00:10:08.000]  他們對於這個局面都束手無策的時候
[00:10:08.000 --> 00:10:12.000]  到底叫醒一個老師起身
[00:10:12.000 --> 00:10:16.000]  有什麼用呢
[00:10:16.000 --> 00:10:17.000]  叫醒一個老師
[00:10:17.000 --> 00:10:18.000]  一個夫子
[00:10:18.000 --> 00:10:24.000]  叫醒他有什麼用呢
[00:10:24.000 --> 00:10:26.000]  我們快喪命了
[00:10:26.000 --> 00:10:28.000]  你不顧嗎
[00:10:28.000 --> 00:10:31.000]  這個「我們」
[00:10:31.000 --> 00:10:32.000]  在門徒心目中
[00:10:32.000 --> 00:10:35.000]  相信是包括耶穌的
[00:10:35.000 --> 00:10:37.000]  耶穌我們
[00:10:37.000 --> 00:10:39.000]  你和我
[00:10:39.000 --> 00:10:41.000]  我們會沒命的了
[00:10:41.000 --> 00:10:43.000]  其實門徒沒有想過
[00:10:43.000 --> 00:10:46.000]  耶穌會解決這個危機
[00:10:46.000 --> 00:10:50.000]  他們相信耶穌和門徒一起
[00:10:50.000 --> 00:10:56.000]  是身陷在一個險境裡面
[00:10:56.000 --> 00:10:58.000]  你不顧嗎
[00:10:58.000 --> 00:10:59.000]  你不顧嗎
[00:10:59.000 --> 00:11:03.000]  其實門徒當時所期望的
[00:11:03.000 --> 00:11:05.000]  其實可能不是想耶穌出手
[00:11:05.000 --> 00:11:07.000]  解決這個問題
[00:11:07.000 --> 00:11:09.000]  門徒只是期望
[00:11:09.000 --> 00:11:13.000]  奇怪耶穌為什麼當沒事發生
[00:11:13.000 --> 00:11:17.000]  為什麼你還睡得著覺呢
[00:11:17.000 --> 00:11:19.000]  我們現在同坐一條船
[00:11:19.000 --> 00:11:21.000]  一條船一起沉下去
[00:11:21.000 --> 00:11:22.000]  你當沒事發生
[00:11:22.000 --> 00:11:27.000]  門徒不明白這件事
[00:11:27.000 --> 00:11:30.000]  好像不關祂的事
[00:11:30.000 --> 00:11:32.000]  可能門徒只是想叫醒耶穌
[00:11:32.000 --> 00:11:34.000]  我們一起喊救命吧
[00:11:34.000 --> 00:11:35.000]  我們一起欲緊
[00:11:35.000 --> 00:11:40.000]  一起說怎麼辦
[00:11:40.000 --> 00:11:43.000]  大家可能都會有類似的體會
[00:11:43.000 --> 00:11:46.000]  有時候我們面對很大的困難的時候
[00:11:46.000 --> 00:11:47.000]  可能我們找牧師
[00:11:47.000 --> 00:11:48.000]  找傳道人
[00:11:48.000 --> 00:11:49.000]  其實找祂
[00:11:49.000 --> 00:11:51.000]  或者找你最好的朋友
[00:11:51.000 --> 00:11:54.000]  你其實不一定期望
[00:11:54.000 --> 00:11:57.000]  祂可以幫你解決那個問題
[00:11:57.000 --> 00:11:59.000]  解決那個困難
[00:11:59.000 --> 00:12:01.000]  你只是想有人聽一下你
[00:12:01.000 --> 00:12:02.000]  信一下
[00:12:02.000 --> 00:12:03.000]  有人跟你說
[00:12:03.000 --> 00:12:05.000]  你真的很慘我明白
[00:12:05.000 --> 00:12:07.000]  有人拍你肩膀抱著你
[00:12:07.000 --> 00:12:08.000]  一起哭
[00:12:08.000 --> 00:12:11.000]  一起都好像去切身處地
[00:12:11.000 --> 00:12:13.000]  感受你所面對的困難
[00:12:13.000 --> 00:12:14.000]  然後你發覺
[00:12:14.000 --> 00:12:16.000]  這個其實可能已經夠了
[00:12:16.000 --> 00:12:18.000]  有沒有可能找牧師
[00:12:18.000 --> 00:12:22.000]  談完問題就會解決呢
[00:12:22.000 --> 00:12:24.000]  我猜當時門徒想叫醒耶穌
[00:12:24.000 --> 00:12:27.000]  其實是類似你不顧嗎
[00:12:27.000 --> 00:12:29.000]  好像你當沒事發生
[00:12:29.000 --> 00:12:32.000]  你還睡得著覺呢
[00:12:32.000 --> 00:12:34.000]  一起喊一下
[00:12:34.000 --> 00:12:35.000]  一起喊救命
[00:12:35.000 --> 00:12:37.000]  說死了怎麼辦
[00:12:37.000 --> 00:12:41.000]  門徒可能其實是帶著這樣的期望
[00:12:41.000 --> 00:12:44.000]  去叫醒耶穌
[00:12:44.000 --> 00:12:45.000]  耶穌被叫醒之後
[00:12:45.000 --> 00:12:46.000]  聖經描述
[00:12:46.000 --> 00:12:48.000]  耶穌戚擲風
[00:12:48.000 --> 00:12:51.000]  跟海港說住了罷靜了罷
[00:12:51.000 --> 00:12:53.000]  很戲劇性地
[00:12:53.000 --> 00:12:55.000]  風就停住了
[00:12:55.000 --> 00:12:57.000]  海浪也都平靜下來
[00:12:57.000 --> 00:12:59.000]  的確我們讀起來的時候
[00:12:59.000 --> 00:13:02.000]  如果我們想像一下畫面
[00:13:02.000 --> 00:13:03.000]  好像電影一樣
[00:13:03.000 --> 00:13:05.000]  一個很震撼的畫面
[00:13:05.000 --> 00:13:08.000]  突然間平靜下來
[00:13:08.000 --> 00:13:11.000]  嘆為觀止
[00:13:11.000 --> 00:13:14.000]  既然門徒根本沒有期望過
[00:13:14.000 --> 00:13:17.000]  耶穌可以平靜風浪
[00:13:17.000 --> 00:13:21.000]  所以當耶穌竟然平靜風浪之後
[00:13:21.000 --> 00:13:24.000]  門徒的反應是什麼
[00:13:24.000 --> 00:13:27.000]  聖經說他們非常懼怕
[00:13:27.000 --> 00:13:30.000]  他們害怕
[00:13:30.000 --> 00:13:32.000]  這到底是誰
[00:13:32.000 --> 00:13:36.000]  連風和海都聽從他
[00:13:36.000 --> 00:13:39.000]  這更加說明了門徒根本沒有想過
[00:13:39.000 --> 00:13:41.000]  耶穌可以平靜風浪
[00:13:41.000 --> 00:13:43.000]  所以當耶穌平靜了風浪之後
[00:13:43.000 --> 00:13:44.000]  他們害怕
[00:13:44.000 --> 00:13:45.000]  這到底是誰
[00:13:45.000 --> 00:13:49.000]  為什麼風和海都會聽從他
[00:13:49.000 --> 00:13:52.000]  門徒的反應是懼怕
[00:13:52.000 --> 00:13:57.000]  是懼怕
[00:13:57.000 --> 00:14:00.000]  然後我們看到耶穌就用這個機會
[00:14:00.000 --> 00:14:03.000]  去教導他們的門徒
[00:14:03.000 --> 00:14:04.000]  耶穌對他們說
[00:14:04.000 --> 00:14:10.000]  你為什麼膽怯你們還沒有信心
[00:14:10.000 --> 00:14:11.000]  耶穌用這個機會
[00:14:11.000 --> 00:14:14.000]  想跟這班門徒去講
[00:14:14.000 --> 00:14:18.000]  去教導他們一個關於信心的功課
[00:14:18.000 --> 00:14:22.000]  耶穌好像在責怪他們一樣
[00:14:22.000 --> 00:14:24.000]  怕什麼
[00:14:24.000 --> 00:14:26.000]  為什麼膽怯
[00:14:26.000 --> 00:14:28.000]  但坦白說
[00:14:28.000 --> 00:14:32.000]  不怕那個才是不正常
[00:14:32.000 --> 00:14:34.000]  坐在船上突然之間狂風巨浪
[00:14:34.000 --> 00:14:39.000]  看到海浪湧到船上灌滿了水
[00:14:39.000 --> 00:14:43.000]  不怕那個其實是不正常的
[00:14:43.000 --> 00:14:45.000]  怕才是正常的
[00:14:45.000 --> 00:14:49.000]  耶穌在這裏似乎不是想怪門徒
[00:14:49.000 --> 00:14:52.000]  你不要怕
[00:14:52.000 --> 00:14:56.000]  耶穌其實是想用恐懼膽怯
[00:14:56.000 --> 00:15:01.000]  然後再教導他們一個關於信心的功課
[00:15:01.000 --> 00:15:02.000]  信心的功課
[00:15:02.000 --> 00:15:04.000]  當我們聽到信心這個字的時候
[00:15:04.000 --> 00:15:07.000]  你們還沒有信心嗎
[00:15:07.000 --> 00:15:09.000]  耶穌對門徒說
[00:15:09.000 --> 00:15:12.000]  我們不要以為信心是一樣東西
[00:15:12.000 --> 00:15:15.000]  有信心沒有信心
[00:15:15.000 --> 00:15:19.000]  就好像我有一杯水
[00:15:19.000 --> 00:15:21.000]  我沒有一杯水
[00:15:21.000 --> 00:15:23.000]  我有一樣東西沒有一樣東西
[00:15:23.000 --> 00:15:25.000]  一樣可見有形的東西
[00:15:25.000 --> 00:15:27.000]  但信心其實不是一樣有形
[00:15:27.000 --> 00:15:32.000]  可見可以掌握得住的東西
[00:15:32.000 --> 00:15:34.000]  其實信心的重點是
[00:15:34.000 --> 00:15:38.000]  我們信心的基礎在哪裏
[00:15:38.000 --> 00:15:40.000]  我們信心的基礎在哪裏
[00:15:40.000 --> 00:15:45.000]  這個人我完全對他沒有信心
[00:15:45.000 --> 00:15:48.000]  因為他過去的表現
[00:15:48.000 --> 00:15:51.000]  信不過這個人
[00:15:51.000 --> 00:15:55.000]  這個人過去這樣的表現我完全信不過他
[00:15:55.000 --> 00:15:56.000]  我信得過這個人
[00:15:56.000 --> 00:15:59.000]  因為他過去的言行他的表現
[00:15:59.000 --> 00:16:01.000]  令我有信心
[00:16:01.000 --> 00:16:04.000]  信心其實不是一樣有或者沒有的東西
[00:16:04.000 --> 00:16:05.000]  信心的重點是
[00:16:05.000 --> 00:16:10.000]  到底我們所相信的信心的基礎在哪裏
[00:16:10.000 --> 00:16:13.000]  或者在哪一個人身上
[00:16:13.000 --> 00:16:18.000]  耶穌在這裏其實是想讓門徒明白
[00:16:18.000 --> 00:16:21.000]  你們面對恐懼的時候是正常的
[00:16:21.000 --> 00:16:24.000]  你們膽怯是正常的
[00:16:24.000 --> 00:16:27.000]  但當我們在恐懼在膽怯的情況下
[00:16:27.000 --> 00:16:30.000]  到底我們信心的基礎
[00:16:30.000 --> 00:16:34.000]  到底放在哪裏
[00:16:34.000 --> 00:16:37.000]  其實我們看福音書的時候都知道
[00:16:37.000 --> 00:16:40.000]  耶穌很多時候他行完神蹟之後
[00:16:40.000 --> 00:16:43.000]  他都跟那些門徒說
[00:16:43.000 --> 00:16:45.000]  不要說出去
[00:16:45.000 --> 00:16:47.000]  不要到處去說
[00:16:47.000 --> 00:16:51.000]  因為耶穌其實不是想用神蹟去吸引很多人
[00:16:51.000 --> 00:16:53.000]  這個耶穌很厲害
[00:16:53.000 --> 00:16:57.000]  可以這樣這樣快點跟耶穌
[00:16:57.000 --> 00:17:01.000]  耶穌其實行神蹟是想藉著神蹟
[00:17:01.000 --> 00:17:04.000]  去讓跟從那些門徒明白
[00:17:04.000 --> 00:17:10.000]  到底在他眼前行神蹟的人是誰
[00:17:10.000 --> 00:17:12.000]  耶穌想讓門徒明白
[00:17:12.000 --> 00:17:17.000]  他的身份是永生上帝的兒子
[00:17:17.000 --> 00:17:22.000]  神蹟的目的是讓門徒明白耶穌是誰
[00:17:22.000 --> 00:17:25.000]  而不是用神蹟去宣傳
[00:17:25.000 --> 00:17:31.000]  然後去引很多很多的人去跟從耶穌
[00:17:31.000 --> 00:17:32.000]  膽怯
[00:17:32.000 --> 00:17:37.000]  當時耶穌要門徒去思想
[00:17:37.000 --> 00:17:40.000]  你們為甚麼要膽怯呢
[00:17:40.000 --> 00:17:44.000]  你為甚麼要面對這個膽怯呢
[00:17:44.000 --> 00:17:46.000]  沒錯膽怯是因為風浪
[00:17:46.000 --> 00:17:49.000]  一個突如其來的狂風巨浪
[00:17:49.000 --> 00:17:52.000]  一個外在的環境
[00:17:52.000 --> 00:17:57.000]  然後這個外在環境就變成了內心的恐懼
[00:17:57.000 --> 00:17:59.000]  內心的不安
[00:17:59.000 --> 00:18:02.000]  我猜我們沒有理由沒有害怕過
[00:18:02.000 --> 00:18:06.000]  我們一定會有很多很多不同的恐懼的情緒在裡面
[00:18:06.000 --> 00:18:09.000]  這些恐懼情緒可能因為外在的環境
[00:18:09.000 --> 00:18:12.000]  有些事情的發生令我們很害怕
[00:18:12.000 --> 00:18:13.000]  很不安
[00:18:13.000 --> 00:18:18.000]  而這些外在環境就成為了我們內心裡面的一個情緒
[00:18:18.000 --> 00:18:26.000]  總是有很多很多不平安的感覺在裡面
[00:18:26.000 --> 00:18:30.000]  耶穌希望他們的門徒明白
[00:18:30.000 --> 00:18:32.000]  我們真的會害怕
[00:18:32.000 --> 00:18:34.000]  無論是外在的環境
[00:18:34.000 --> 00:18:39.000]  或者轉化成為內心的那個不安
[00:18:39.000 --> 00:18:41.000]  但當我們在這個恐懼
[00:18:41.000 --> 00:18:44.000]  不安的一個當下的時候
[00:18:44.000 --> 00:18:49.000]  我們到底對耶穌基督
[00:18:49.000 --> 00:18:52.000]  我們所跟從的那位永生上帝的兒子
[00:18:52.000 --> 00:18:55.000]  我們有什麼信心呢
[00:18:55.000 --> 00:18:57.000]  對他有什麼的盼望呢
[00:18:57.000 --> 00:19:00.000]  沒錯
[00:19:00.000 --> 00:19:02.000]  這個的確對那些門徒來說
[00:19:02.000 --> 00:19:05.000]  我們需要很多時間去沉澱
[00:19:05.000 --> 00:19:08.000]  實際上我們見了耶穌行很多神蹟
[00:19:08.000 --> 00:19:11.000]  耶穌每一次行完誓都教導他們
[00:19:11.000 --> 00:19:15.000]  但這幫門徒似乎仍然需要一段很長的時間
