
[00:00:00.000 --> 00:00:02.800]  今日的題目就是我說
[00:02:42.520 --> 00:02:45.160]  既然我不能夠贊成他們的
[00:02:45.160 --> 00:02:49.160]  我也不是完全反對的
[00:02:49.160 --> 00:02:54.600]  我要找出一個很堅固的神學的基礎
[00:02:54.600 --> 00:03:00.600]  就包括了要重新再讀舊約
[00:03:00.600 --> 00:03:01.880]  發現一種道理
[00:03:01.880 --> 00:03:05.440]  那種道理是我們忽略了很多千年的
[00:03:05.440 --> 00:03:09.800]  而那個道理在聖經裏面是非常具體的
[00:03:09.800 --> 00:03:11.880]  我發現了之後
[00:03:11.880 --> 00:03:13.600]  我是興奮到一個地步
[00:03:13.600 --> 00:03:16.040]  我寫這一疊的稿的時候
[00:03:16.040 --> 00:03:17.280]  興奮到一個地步
[00:03:17.280 --> 00:03:19.040]  我不可以繼續下去
[00:03:19.040 --> 00:03:20.760]  我要放下紙放下筆
[00:03:20.760 --> 00:03:22.160]  我是怕我怕他管
[00:03:22.160 --> 00:03:23.400]  興奮到
[00:03:23.400 --> 00:03:24.840]  我要放下紙放下筆
[00:03:24.840 --> 00:03:27.640]  走下去花墟走一個圈
[00:03:27.640 --> 00:03:29.240]  平靜回來了
[00:03:29.240 --> 00:03:31.200]  然後我才上去才可以寫下去
[00:03:31.200 --> 00:03:34.120]  的確這個是真的經驗
[00:03:34.120 --> 00:03:36.440]  我就要告訴你
[00:03:36.440 --> 00:03:40.520]  我們是的確有一個很振奮的
[00:03:40.520 --> 00:03:43.400]  聖經的基礎
[00:03:43.400 --> 00:03:46.200]  然後這個就是我今天要跟你講的
[00:03:46.200 --> 00:03:48.560]  我會講舊約我會講新約
[00:03:48.560 --> 00:03:51.400]  然後去到下一次
[00:03:51.400 --> 00:03:53.120]  下一次
[00:03:53.120 --> 00:03:55.360]  下一次就是8月15號
[00:03:55.360 --> 00:03:56.920]  又輪到我講
[00:03:56.920 --> 00:03:58.320]  看我了如果我忍不住
[00:03:58.320 --> 00:04:00.760]  我就跟鍾姑娘調一調
[00:04:00.760 --> 00:04:03.360]  我講先她講後
[00:04:03.360 --> 00:04:04.640]  那個不要緊
[00:04:04.640 --> 00:04:06.840]  那個就是說下一次
[00:04:06.840 --> 00:04:08.640]  我就會告訴你
[00:04:08.640 --> 00:04:13.960]  啟動生命神蹟的那個按鈕在哪裡
[00:04:13.960 --> 00:04:17.120]  我要告訴你是一個內部機械
[00:04:17.120 --> 00:04:19.480]  來啟動那個神蹟
[00:04:19.480 --> 00:04:22.480]  不是一些屬靈的聯想
[00:04:22.480 --> 00:04:24.200]  是一些機械
[00:04:24.200 --> 00:04:26.560]  是一些你按著
[00:04:26.560 --> 00:04:28.560]  1 2 3 4的步驟
[00:04:28.560 --> 00:04:33.160]  你能夠啟動到那個神蹟的
[00:04:33.160 --> 00:04:35.960]  這是一個保證
[00:04:35.960 --> 00:04:40.520]  我們一定要在這裡能夠將神的話
[00:04:40.520 --> 00:04:42.760]  讀得這麼活靈活現
[00:04:42.760 --> 00:04:46.640]  這樣我們就會有希望的
[00:04:46.640 --> 00:04:49.840]  我們人呢
[00:04:49.840 --> 00:04:53.080]  我今天不講那個下集都有一個道理
[00:04:53.080 --> 00:04:55.920]  今天所有我想跟他說的人全部都不在
[00:04:55.920 --> 00:05:00.400]  全部都去了那些令會那裡
[00:05:00.400 --> 00:05:07.800]  所以留待下次講都是很合我原本的心意
[00:05:07.800 --> 00:05:12.760]  所以神常常在我們的失敗軟弱上面
[00:05:12.760 --> 00:05:14.000]  成就祂的旨意
[00:05:14.000 --> 00:05:16.000]  我是不是常常跟你講這句話
[00:05:16.000 --> 00:05:17.680]  是每次都真的
[00:05:17.680 --> 00:05:21.920]  不是透過我們的聰明智慧成就祂的旨意
[00:05:21.920 --> 00:05:23.600]  經常都透過我們的失敗
[00:05:23.600 --> 00:05:24.720]  我們的軟弱
[00:05:24.720 --> 00:05:30.760]  我們的不諦來成就祂的工作
[00:05:30.760 --> 00:05:34.560]  我們人用什麼來論成敗的呢
[00:05:34.560 --> 00:05:36.400]  有人用學問
[00:05:36.400 --> 00:05:38.080]  有人用金錢
[00:05:38.080 --> 00:05:40.600]  但是你見過很有學問的人
[00:05:40.600 --> 00:05:41.960]  生命一塌糊塗
[00:05:41.960 --> 00:05:43.560]  你見過很有錢的人
[00:05:43.560 --> 00:05:46.360]  生命是可惡的
[00:05:46.360 --> 00:05:47.320]  是不是
[00:05:47.320 --> 00:05:48.720]  你見過的
[00:05:48.720 --> 00:05:51.240]  我們報紙常常都賣的
[00:05:51.240 --> 00:05:55.520]  到底以什麼來論成敗
[00:05:55.520 --> 00:05:58.720]  聖經一個原則
[00:05:58.720 --> 00:06:01.400]  就是你能不能夠你的生命
[00:06:01.400 --> 00:06:04.000]  是可以榮耀神的
[00:06:04.000 --> 00:06:05.280]  見精神的
[00:06:05.280 --> 00:06:07.000]  你的生命
[00:06:07.000 --> 00:06:09.720]  能夠有益於人的
[00:06:09.720 --> 00:06:12.720]  以至在你旁邊的人
[00:06:12.720 --> 00:06:14.960]  他都能夠看到
[00:06:14.960 --> 00:06:17.040]  你這個人的生命
[00:06:17.040 --> 00:06:19.240]  是耀眼的
[00:06:19.240 --> 00:06:23.640]  好像一場願化一樣
[00:06:23.640 --> 00:06:26.960]  但是現實地
[00:06:26.960 --> 00:06:28.560]  我們大多數人
[00:06:28.560 --> 00:06:30.240]  而且更慘的就是
[00:06:30.240 --> 00:06:31.960]  越來越年輕的人
[00:06:31.960 --> 00:06:36.400]  就越早放棄自己
[00:06:36.400 --> 00:06:37.640]  年輕的人
[00:06:37.640 --> 00:06:38.800]  以前我們說
[00:06:38.800 --> 00:06:40.680]  是一些滿有憧憬
[00:06:40.680 --> 00:06:42.400]  滿有朝氣的人
[00:06:42.400 --> 00:06:45.560]  但是現在的年輕人不是
[00:06:45.560 --> 00:06:47.320]  變得很細固
[00:06:47.320 --> 00:06:51.280]  很快就認命
[00:06:51.280 --> 00:06:52.880]  他認命的原因
[00:06:52.880 --> 00:06:54.560]  很可能
[00:06:54.560 --> 00:06:56.880]  我相信很大部份
[00:06:56.880 --> 00:07:01.680]  是來自在學校裏面
[00:07:01.680 --> 00:07:03.040]  他接受了
[00:07:03.040 --> 00:07:08.560]  他的天資是不如人的
[00:07:08.560 --> 00:07:10.280]  他自己無論怎樣努力
[00:07:10.280 --> 00:07:19.160]  永遠成績是不滿意的
[00:07:19.160 --> 00:07:24.240]  直到每一次的學期開始
[00:07:24.240 --> 00:07:26.520]  他就痛下決心
[00:07:26.520 --> 00:07:30.760]  每一次學期結束
[00:07:30.760 --> 00:07:32.160]  派成績表
[00:07:32.160 --> 00:07:36.440]  就痛入心扉
[00:07:36.440 --> 00:07:37.880]  每一次都是這樣
[00:07:37.880 --> 00:07:40.680]  他就接受他自己天資不如人
[00:07:40.680 --> 00:07:45.080]  認命自己是讀不成書的
[00:07:45.080 --> 00:07:48.040]  有人就會覺得
[00:07:48.040 --> 00:07:50.280]  人家能夠成功
[00:07:50.280 --> 00:07:53.240]  是因為人家有後台
[00:07:53.240 --> 00:07:55.320]  人家識灑手段
[00:07:55.320 --> 00:08:00.360]  人家能夠懂得運用機緣巧合
[00:08:00.360 --> 00:08:01.560]  我自己
[00:08:01.560 --> 00:08:03.840]  我完全不屑做這些事
[00:08:03.840 --> 00:08:05.760]  而且不單止是這樣
[00:08:05.760 --> 00:08:07.840]  我沒有一個好的出身
[00:08:07.840 --> 00:08:12.560]  所以我是沒有辦法可以成功的
[00:08:12.560 --> 00:08:15.360]  無論你接受的是天資的
[00:08:15.360 --> 00:08:17.720]  是命運的
[00:08:17.720 --> 00:08:22.320]  我們年輕人到中年人到成年人
[00:08:22.320 --> 00:08:25.640]  我們很快就接受了
[00:08:25.640 --> 00:08:27.840]  自己是不會成功的
[00:08:27.840 --> 00:08:31.960]  我們在這個世界是注定失敗的
[00:08:31.960 --> 00:08:39.160]  就算不是說叫我們犯法那種失敗
[00:08:39.160 --> 00:08:42.120]  是要坐牢那種失敗
[00:08:42.120 --> 00:08:43.360]  我們都會接受
[00:08:43.360 --> 00:08:48.080]  我們不會像旁邊的人那麼耀眼
[00:08:48.080 --> 00:08:52.080]  他們的成就是會那麼叫人清善的
[00:08:52.080 --> 00:08:56.280]  我們只不過是一個凡人
[00:08:56.280 --> 00:09:01.840]  我們能夠隨隨便便應付到我們的生命
[00:09:01.840 --> 00:09:03.840]  我們已經算是不錯了
[00:09:03.840 --> 00:09:11.520]  很多人都會接受這種看法
[00:09:11.520 --> 00:09:13.920]  我先介紹一個詞語
[00:09:13.920 --> 00:09:18.480]  可能我們不是常在中文見的
[00:09:18.480 --> 00:09:21.920]  在物理學上或者化學上
[00:09:21.920 --> 00:09:26.360]  有一個詞語叫做「臨界點」
[00:09:26.360 --> 00:09:29.280]  「臨界點」就是一個物質
[00:09:29.280 --> 00:09:33.160]  當它的條件改變、情況改變
[00:09:33.160 --> 00:09:37.320]  它就會慢慢慢慢去到一個點
[00:09:37.320 --> 00:09:43.720]  那個點就會改變它的形態和存在的方式
[00:09:43.720 --> 00:09:45.720]  就用水來說
[00:09:45.720 --> 00:09:48.480]  一般來說水就是濕的
[00:09:48.480 --> 00:09:51.480]  但是假如當你將水煲煲煲
[00:09:51.480 --> 00:09:55.120]  煲到98、99、99.9度
[00:09:55.120 --> 00:09:57.080]  它就去到那個臨界點
[00:09:57.080 --> 00:09:59.640]  你再加熱,去到100度
[00:09:59.640 --> 00:10:03.320]  它就會,水就會滾了
[00:10:03.320 --> 00:10:05.680]  然後它再不是液體
[00:10:05.680 --> 00:10:10.480]  它就會變成為一個氣體
[00:10:10.480 --> 00:10:13.520]  這個我們稱它為臨界點
[00:10:13.520 --> 00:10:20.080]  就是說經過一種條件的改變
[00:10:20.080 --> 00:10:24.640]  它的狀態就會改變
[00:10:24.640 --> 00:10:29.560]  人的生命是的確有這個臨界點的
[00:10:29.560 --> 00:10:35.240]  你常常發覺很多人經歷一些特殊的經驗
[00:10:35.240 --> 00:10:37.240]  他的生命就被改變
[00:10:37.240 --> 00:10:38.520]  現在我們要問
[00:10:38.520 --> 00:10:42.800]  到底我們生命的那個臨界點在哪裡
[00:10:42.800 --> 00:10:46.880]  我能不能夠叫自己的條件改變
[00:10:46.880 --> 00:10:52.160]  而有一天我的生命是不能夠不被改變的
[00:10:52.160 --> 00:10:53.680]  能不能夠呢?
[00:10:53.680 --> 00:10:56.400]  我說是能夠的
[00:10:56.400 --> 00:10:58.480]  我正在要講的
[00:10:58.480 --> 00:11:06.080]  就是想將這個臨界點向你介紹出來
[00:11:06.080 --> 00:11:11.400]  沒錯,當我們講到生命好像一場煙花
[00:11:11.400 --> 00:11:17.200]  我們不是在講一種好像是每年的歲守
[00:11:17.200 --> 00:11:19.480]  我們城中燒煙花
[00:11:19.480 --> 00:11:22.640]  是叫全城人都轟動
[00:11:22.640 --> 00:11:25.680]  我們不是在講那一種的煙花
[00:11:25.680 --> 00:11:29.960]  但是我們說生命的確如煙花
[00:11:29.960 --> 00:11:35.000]  是會叫旁人懷疑的
[00:11:35.000 --> 00:11:39.040]  旁人是不會覺得自然地就會這樣的
[00:11:39.040 --> 00:11:41.360]  他會問為什麼的
[00:11:41.360 --> 00:11:51.080]  這個其實正正是我們生命裡面最寶貴的一個改變
[00:11:51.080 --> 00:11:54.040]  但是在現實裡我們的城市
[00:11:54.040 --> 00:12:00.040]  我們周圍充滿著的是那些老油條
[00:12:00.040 --> 00:12:01.920]  知不知道什麼叫老油條?
[00:12:01.920 --> 00:12:05.440]  隔夜油炸鬼啊
[00:12:05.440 --> 00:12:09.200]  油條應該脆薄薄香噴噴的嘛
[00:12:09.200 --> 00:12:14.120]  我常常都走幾里路就可以吃油炸鬼的
[00:12:14.120 --> 00:12:15.560]  當然不是走啦
[00:12:15.560 --> 00:12:19.880]  我是開車開幾里路去吃
[00:12:19.880 --> 00:12:21.880]  油炸鬼應該脆的香的
[00:12:21.880 --> 00:12:23.080]  應該吸引人的
[00:12:23.080 --> 00:12:25.360]  是人應該喜歡吃的
[00:12:25.360 --> 00:12:28.480]  但是當你變成隔夜的時候
[00:12:28.480 --> 00:12:32.360]  那裡油炸鬼就會拔掉你的牙
[00:12:32.360 --> 00:12:35.400]  如果你的小朋友要換牙
[00:12:35.400 --> 00:12:37.480]  怎麼弄脆出來呢?
[00:12:37.480 --> 00:12:40.360]  給他吃一條老油條他就會拔掉出來
[00:12:40.360 --> 00:12:43.880]  他一扯就掉了
[00:12:43.880 --> 00:12:46.920]  我們很多今天的年輕人
[00:12:46.920 --> 00:12:49.600]  今天的成年人
[00:12:49.600 --> 00:12:56.280]  很快已經變成了一個都市的老油條
[00:12:56.280 --> 00:12:57.960]  不是因為他活在都市
[00:12:57.960 --> 00:12:59.840]  所以他是一條老油條
[00:12:59.840 --> 00:13:03.800]  是因為生命裡面出現了好幾種的突變
[00:13:03.800 --> 00:13:08.880]  叫他已經對生命失去了那種期待
[00:13:08.880 --> 00:13:11.720]  和那種的希望
[00:13:11.720 --> 00:13:14.400]  所以我們需要知道
[00:13:14.400 --> 00:13:19.760]  在今天城市裡面最容易叫我們變成老油條的
[00:13:19.760 --> 00:13:26.240]  那些是什麼條件、什麼情況
[00:13:26.240 --> 00:13:30.320]  第一樣可能從來沒有更加重要的
[00:13:30.320 --> 00:13:34.240]  就是我們的憂愁
[00:13:34.240 --> 00:13:37.160]  我們慢慢習慣了這種生活
[00:13:37.160 --> 00:13:40.040]  好像如果我們是沒有憂愁的
[00:13:40.040 --> 00:13:42.040]  沒有擔心的事情
[00:13:42.040 --> 00:13:45.560]  我們就覺得自己的生活是不重要的
[00:13:45.560 --> 00:13:47.960]  或者我們的生命是不重要的
[00:13:47.960 --> 00:13:50.560]  所以我們的生命一定要有擔心的
[00:13:50.560 --> 00:13:54.320]  沒有擔心我們就以為我們自己失憶
[00:13:54.320 --> 00:13:58.520]  所以我們好像活過來就是要有擔心的
[00:13:58.520 --> 00:14:02.480]  擔心成了我們一種生存的記號
[00:14:02.480 --> 00:14:07.440]  告訴我們我擔心所以我仍然活著
[00:14:07.440 --> 00:14:11.320]  到有一天我不擔心我就活不了了
[00:14:11.320 --> 00:14:13.960]  迪卡爾就說「我思故我在」
[00:14:13.960 --> 00:14:17.880]  今天我們香港的城市的老油條就是
[00:14:17.880 --> 00:14:20.960]  「我擔心所以我仍然存在」
[00:14:20.960 --> 00:14:24.080]  是這麼普遍的
[00:14:24.080 --> 00:14:31.760]  在心理學上擔心、憂愁這個徵狀是怎麼來的呢
[00:14:31.760 --> 00:14:38.800]  就是他會擔心一些不利自己的事情會突然間臨到
[00:14:38.800 --> 00:14:44.800]  他會突然間發覺自己對他不利的事情
[00:14:44.800 --> 00:14:50.600]  是會叫他措手不及的
[00:14:50.600 --> 00:14:57.520]  我們人的性格是很喜歡找一些反面的資料
[00:14:57.520 --> 00:15:02.440]  來支持我們要擔心這種慾望的
[00:15:02.440 --> 00:15:04.760]  我講一個實際的例子給你們聽
[00:15:04.760 --> 00:15:09.200]  是我自己的
[00:15:09.200 --> 00:15:15.600]  在我努力去做我的博士論文的時候
[00:15:15.600 --> 00:15:18.320]  做到四分之三就是快要完成
[00:15:18.320 --> 00:15:21.160]  最容易出問題的那個階段
[00:15:21.160 --> 00:15:24.200]  我就開始發覺自己有一個傾向
[00:15:24.200 --> 00:15:29.240]  那個傾向就是周恕去打探人
[00:15:29.240 --> 00:15:37.720]  到底要過那個口試有多困難
[00:15:37.720 --> 00:15:45.960]  尤其是喜歡去搜集失敗的個案和統計數字
[00:15:45.960 --> 00:15:48.960]  我是81年交論文的
[00:15:48.960 --> 00:15:52.840]  80年我搜集到的數字
[00:15:52.840 --> 00:15:56.880]  失敗的數字就是80年的數字
[00:15:56.880 --> 00:16:02.680]  那一年只有大概少於37%的人
[00:16:02.680 --> 00:16:06.320]  是可以拿到他的博士學位
[00:16:06.320 --> 00:16:09.200]  在1980年的劍橋
[00:16:09.200 --> 00:16:12.440]  就是說100個報讀博士的
[00:16:12.440 --> 00:16:18.080]  大概最終只有36個人左右是拿到學位
[00:16:18.080 --> 00:16:21.040]  你搜集到這些故事這些數字
[00:16:21.040 --> 00:16:23.520]  一方面你又興奮因為你搜集到了
[00:16:23.520 --> 00:16:25.480]  另一方面又開始擔心了
[00:16:25.480 --> 00:16:28.080]  你的興奮就是因為你找到一個目的
[00:16:28.080 --> 00:16:31.640]  找到一個結果你開始擔心了
[00:16:31.640 --> 00:16:34.040]  因為我很喜歡這些數字
[00:16:34.040 --> 00:16:38.080]  你不單止還有一個很有趣的傾向
[00:16:38.080 --> 00:16:39.880]  我們搜集到之後
[00:16:39.880 --> 00:16:42.880]  就很喜歡告訴隔壁的人知道
[00:16:42.880 --> 00:16:45.400]  讓他又和我們一起擔心
[00:16:45.400 --> 00:16:47.760]  因為別人都是這樣告訴我的
[00:16:47.760 --> 00:16:49.880]  別人不告訴我我怎麼知道
[00:16:49.880 --> 00:16:55.240]  所以我們這種是有傳染性的這種憂慮
[00:16:55.240 --> 00:17:00.360]  擔心不利的事會令到我們有傳染性的
[00:17:00.360 --> 00:17:03.160]  而且我們是喜歡我們的性格
[00:17:03.160 --> 00:17:06.160]  是喜歡將它傳播的
[00:17:06.160 --> 00:17:10.000]  但是實質那個口頭的考試是怎樣的
[00:17:10.000 --> 00:17:12.520]  我將這個考試的情況告訴你
[00:17:12.520 --> 00:17:15.720]  你顯出開始的時候的擔心
[00:17:15.720 --> 00:17:20.280]  是多麼的毫無價值的
[00:17:20.280 --> 00:17:22.400]  那時候是三個人考過試
[00:17:22.400 --> 00:17:25.280]  第一個是芝加哥的教授
[00:17:25.280 --> 00:17:29.240]  他就是我研究那科的專家
[00:17:29.240 --> 00:17:33.840]  他又是芝加哥大學的出版顧問
[00:17:33.840 --> 00:17:37.560]  第二個就是倫太的一個教授
[00:17:37.560 --> 00:17:40.840]  是東方系的一個很出名的學者
[00:17:40.840 --> 00:17:44.600]  第三個就是牛津的一個教授
[00:17:44.600 --> 00:17:46.840]  由頭到尾
[00:17:46.840 --> 00:17:50.200]  我們的考試好像朋友聊天一樣
[00:17:50.200 --> 00:17:53.040]  只有牛津的教授提了我一件事
[00:17:53.040 --> 00:17:58.120]  說我整篇論文有兩個字是打錯了
[00:17:58.120 --> 00:17:59.480]  打錯字其實不關我的事
[00:17:59.480 --> 00:18:03.640]  不過我有責任 我沒有改正
[00:18:03.640 --> 00:18:08.160]  然後芝加哥的教授他就跟我說
[00:18:08.160 --> 00:18:13.760]  他問我可不可以在短時間將第一章去修改
[00:18:13.760 --> 00:18:15.960]  修改之後寄給他
[00:18:15.960 --> 00:18:19.200]  他想芝大的出版社去出版
[00:18:19.200 --> 00:18:22.520]  但我讀完之後 拿了學位之後
[00:18:22.520 --> 00:18:23.960]  開心得不得了
[00:18:23.960 --> 00:18:26.080]  沒有將他的畫寄下
[00:18:26.080 --> 00:18:31.160]  結果不斷開心就離開了劍橋
[00:18:31.160 --> 00:18:36.040]  也等於離開了一些比較尊敬的圖書館
[00:18:36.040 --> 00:18:39.120]  尊敬的圖書館即是你進去找書
[00:18:39.120 --> 00:18:41.880]  你就會找到書 叫做尊敬的圖書館
[00:18:41.880 --> 00:18:45.040]  你進去找不到書 那個圖書館做甚麼
[00:18:45.040 --> 00:18:50.160]  就好像一間食館 你要找東西吃 但沒有東西給你吃
[00:18:50.160 --> 00:18:54.360]  那間食館叫甚麼館 沒意思
[00:18:54.360 --> 00:18:58.440]  我經常都發覺 我回到香港就有這個問題
[00:18:58.440 --> 00:19:00.000]  就離開了圖書館
[00:19:00.000 --> 00:19:06.080]  離開了圖書館其實是不可以修改一個章節的
[00:19:06.080 --> 00:19:08.960]  因為一個章節有幾百個筆記
[00:19:08.960 --> 00:19:10.480]  全部都需要那些書
[00:19:10.480 --> 00:19:12.360]  而且那些書都不是普通的書
[00:19:12.360 --> 00:19:15.760]  不是瓊瑤、林燕妮那些書 是吧
[00:19:15.760 --> 00:19:19.600]  一定要有一個比較好的圖書館
[00:19:19.600 --> 00:19:23.160]  你才可以做到那種修訂的
[00:19:23.160 --> 00:19:25.640]  離開了就沒辦法了 沒得做了
[00:19:25.640 --> 00:19:31.880]  所以到現在我都有一個遺憾
[00:19:31.880 --> 00:19:37.880]  否則我就應該不止只出版了75本書
[00:19:37.880 --> 00:19:41.600]  應該有76本 而且那本書還會很厚 是吧
[00:19:41.600 --> 00:19:48.880]  但無論如何 整個考試其實順利
[00:19:48.880 --> 00:19:50.640]  還有很享受到不得了
[00:19:50.640 --> 00:19:53.600]  他提的問題是我思索多年
[00:19:53.600 --> 00:19:55.960]  是我很容易回答到他的
[00:19:55.960 --> 00:20:00.720]  所以整個對話的過程是不知多開心的
[00:20:00.720 --> 00:20:07.480]  再加上支大說願意跟我出我的論文
[00:20:07.480 --> 00:20:11.960]  但之前為甚麼自己會那麼喜歡去搜集
[00:20:11.960 --> 00:20:17.800]  那些憂慮、那些反面和失敗的資料
[00:20:17.800 --> 00:20:20.040]  這就是我們的本性
[00:20:20.040 --> 00:20:21.080]  如果有人告訴你
[00:20:21.080 --> 00:20:24.680]  喂 行的了 你日做夜做不會不行的
[00:20:24.680 --> 00:20:27.000]  你覺得這些說話很老套、很露餅
[00:20:27.000 --> 00:20:28.240]  是一點都沒有意思
[00:20:28.240 --> 00:20:31.560]  於是你就不會將它放在心裡
[00:20:31.560 --> 00:20:32.360]  如果有人告訴你
[00:20:32.360 --> 00:20:34.040]  這裏又不行 那裏又不行
[00:20:34.040 --> 00:20:37.640]  到處都不行的時候 你覺得很有料了
[00:20:37.640 --> 00:20:40.600]  你明不明白醫生為甚麼叫你戒口
[00:20:40.600 --> 00:20:42.560]  就是這個原因
[00:20:42.560 --> 00:20:43.600]  如果你看一個中醫
[00:20:43.600 --> 00:20:45.240]  你說要不要戒口 你說不用
[00:20:45.240 --> 00:20:46.960]  原來這個醫生沒料到
[00:20:46.960 --> 00:20:47.880]  如果醫生告訴你
[00:20:47.880 --> 00:20:50.040]  不可以吃這個 不可以吃那個
[00:20:50.040 --> 00:20:51.440]  甚至不可以吃煲河水
[00:20:51.440 --> 00:20:52.800]  否則太過熱氣
[00:20:52.800 --> 00:20:55.320]  於是你就覺得很開心了
[00:20:55.320 --> 00:20:57.600]  因為有一個人終於明白
[00:20:57.600 --> 00:20:59.840]  應該怎樣叫你不要做這個 不要做那個
[00:20:59.840 --> 00:21:02.760]  這就是我們的性格
[00:21:02.760 --> 00:21:04.160]  是我們的性格來的
[00:21:04.160 --> 00:21:06.480]  憂慮是我們的性格
[00:21:06.480 --> 00:21:11.520]  以致到我們沒有了憂慮
[00:21:11.520 --> 00:21:14.080]  我們就覺得活得不過癮
[00:21:14.080 --> 00:21:16.160]  我講一個很舊的故事給你聽
[00:21:16.160 --> 00:21:18.200]  你可能聽過的
[00:21:18.200 --> 00:21:24.280]  是關於二次大戰美國徵兵的一個故事
[00:21:24.280 --> 00:21:32.120]  有一個年輕人很怕被美國政府抽中去上戰場
[00:21:32.120 --> 00:21:33.320]  怕到一個地步
[00:21:33.320 --> 00:21:35.960]  他精神出現了錯亂的現象
[00:21:35.960 --> 00:21:38.000]  於是他去見一個心理醫生
[00:21:38.000 --> 00:21:41.720]  心理醫生說傻仔 你真是傻的了
[00:21:41.720 --> 00:21:45.400]  你這樣憂慮完全是沒意思的 知不知道
[00:21:45.400 --> 00:21:48.080]  我解釋給你聽
[00:21:48.080 --> 00:21:49.520]  你只有兩個可能
[00:21:49.520 --> 00:21:52.040]  一 你會被抽中
[00:21:52.040 --> 00:21:54.360]  二 就不會被抽中
[00:21:54.360 --> 00:21:57.000]  不會被抽中你就不用擔心
[00:21:57.000 --> 00:21:59.840]  會被抽中 你又有兩個可能
[00:21:59.840 --> 00:22:02.720]  要不你就被派上戰場
[00:22:02.720 --> 00:22:05.280]  要不你就留守後方
[00:22:05.280 --> 00:22:08.040]  入軍部來做其他的工作
[00:22:08.040 --> 00:22:11.160]  留守後方你不用擔心
[00:22:11.160 --> 00:22:12.960]  如果你派上前方
[00:22:12.960 --> 00:22:14.320]  你有兩個可能
[00:22:14.320 --> 00:22:16.760]  要不你就要去打仗
[00:22:16.760 --> 00:22:21.600]  要不你就要在後面做煮飯 做文書
[00:22:21.600 --> 00:22:24.440]  如果你要留在軍營的
[00:22:24.440 --> 00:22:25.640]  你不用擔心
[00:22:25.640 --> 00:22:27.560]  如果你要拿槍去打仗
[00:22:27.560 --> 00:22:30.680]  你有兩個可能
[00:22:30.680 --> 00:22:34.000]  要不你就被敵人打到
[00:22:34.000 --> 00:22:35.160]  射中
[00:22:35.160 --> 00:22:38.600]  要不你就不會被射中
