
[00:00:00.000 --> 00:00:03.540]  大家如果相信了一段時間
[00:01:39.640 --> 00:01:40.720]  其實都差不多
[00:01:40.720 --> 00:01:43.540]  有些神學家講到很高深
[00:01:43.540 --> 00:01:46.080]  什麼簡選論、預定論
[00:01:46.080 --> 00:01:46.960]  出一整本書
[00:01:46.960 --> 00:01:47.960]  一整套書
[00:01:47.960 --> 00:01:51.640]  講來講去就越講越複雜
[00:01:51.640 --> 00:01:54.040]  其實這個問題都真的很複雜的
[00:01:54.040 --> 00:01:57.120]  但是否真的只有用複雜的方式
[00:01:57.120 --> 00:01:59.560]  才可以去明白呢?
[00:01:59.560 --> 00:02:03.600]  有沒有一些可以用淺一點的方式去明白一點呢?
[00:02:03.600 --> 00:02:05.500]  大家明白我的意思嗎?
[00:02:05.500 --> 00:02:06.900]  那些很複雜
[00:02:06.900 --> 00:02:09.440]  很繁瑣
[00:02:09.440 --> 00:02:11.240]  超乎你智慧的東西
[00:02:11.240 --> 00:02:12.740]  你真的要去完全明白
[00:02:12.740 --> 00:02:14.480]  你明白不了的
[00:02:14.480 --> 00:02:16.360]  我們以前經常說
[00:02:16.360 --> 00:02:17.720]  說坐飛機
[00:02:17.720 --> 00:02:20.080]  你明白不明白飛機為什麼可以飛起來呢?
[00:02:20.080 --> 00:02:21.720]  是鐵來的
[00:02:21.720 --> 00:02:23.120]  嘩!怎麼可以飛起來呢?
[00:02:23.120 --> 00:02:24.600]  以前弄飛機的時候
[00:02:24.600 --> 00:02:25.800]  用一些輕身的木
[00:02:25.800 --> 00:02:27.960]  越輕才不會掉下來
[00:02:27.960 --> 00:02:29.880]  嘩!用鐵來弄
[00:02:29.880 --> 00:02:31.040]  其實要麼是鋁
[00:02:31.040 --> 00:02:32.640]  我們用鐵來弄
[00:02:32.640 --> 00:02:33.880]  船也是
[00:02:33.880 --> 00:02:35.440]  船怎麼會浮在那裡呢?
[00:02:35.440 --> 00:02:36.560]  當然是用一些輕的
[00:02:36.560 --> 00:02:37.560]  木是浮的
[00:02:37.560 --> 00:02:39.080]  用木來弄就浮了
[00:02:39.080 --> 00:02:43.080]  為什麼外國人要用鐵來弄船呢?
[00:02:43.080 --> 00:02:44.680]  很多人就會笑
[00:02:44.680 --> 00:02:46.240]  鐵怎麼會浮呢?
[00:02:46.240 --> 00:02:48.160]  你看看放一塊鐵到海水裡面
[00:02:48.160 --> 00:02:49.080]  沉的
[00:02:49.080 --> 00:02:50.560]  鐵怎麼會弄到船呢?
[00:02:50.560 --> 00:02:52.200]  大家明白嗎?
[00:02:52.200 --> 00:02:52.800]  明白
[00:02:52.800 --> 00:02:54.040]  是啊!你不明白是對的
[00:02:54.040 --> 00:02:56.120]  因為這些已經有一點牽涉到
[00:02:56.120 --> 00:02:57.480]  物理學裡面
[00:02:57.480 --> 00:02:59.440]  這個叫做阿基米德定律
[00:02:59.440 --> 00:03:00.440]  哦!
[00:03:00.440 --> 00:03:04.400]  阿基米德的浮力定律
[00:03:04.400 --> 00:03:06.800]  就是說當一個物件放在水裡的時候
[00:03:06.800 --> 00:03:10.560]  它排開水的重量
[00:03:10.560 --> 00:03:13.240]  就等於它所承受的浮力
[00:03:13.240 --> 00:03:14.600]  你也好像不太明白
[00:03:14.600 --> 00:03:15.520]  雖然我說了
[00:03:15.520 --> 00:03:16.280]  我也不太明白
[00:03:16.280 --> 00:03:17.840]  我只懂得說這麼多
[00:03:17.840 --> 00:03:19.600]  我是讀物理出身的
[00:03:19.600 --> 00:03:21.360]  但我的意思就是說
[00:03:21.360 --> 00:03:22.000]  為什麼呢?
[00:03:22.280 --> 00:03:24.720]  你需要去明白很通透的東西
[00:03:24.720 --> 00:03:27.160]  你才得到去享用
[00:03:27.160 --> 00:03:30.120]  去坐飛機或者機票上去就可以了
[00:03:30.120 --> 00:03:31.480]  你不需要明白的
[00:03:31.480 --> 00:03:34.000]  其實我們在講這件事的時候
[00:03:34.000 --> 00:03:36.360]  很多時候是講信心的時候講的
[00:03:36.360 --> 00:03:38.560]  你相信你就上去就可以了
[00:03:38.560 --> 00:03:40.080]  就OK的了
[00:03:40.080 --> 00:03:42.560]  意思就是說一些很複雜
[00:03:42.560 --> 00:03:45.000]  特別是信仰在真理上的東西
[00:03:45.000 --> 00:03:50.040]  有時候也不是一定要求我們用很複雜的方式去明白的
[00:03:50.040 --> 00:03:52.600]  當然神秘有些神學家
[00:03:52.600 --> 00:03:53.800]  很多有智慧的人
[00:03:53.800 --> 00:03:55.800]  一些很豐足的智慧
[00:03:55.800 --> 00:03:58.720]  他就去研究看得詳細一點
[00:03:58.720 --> 00:04:00.040]  也很大幫助的
[00:04:00.040 --> 00:04:02.400]  建立了一些很穩確的理論
[00:04:02.400 --> 00:04:04.200]  但是我們不需要每一樣都這樣
[00:04:04.200 --> 00:04:05.480]  也不需要懼怕
[00:04:05.480 --> 00:04:08.400]  所以今天我也膽粗粗地講這個
[00:04:08.400 --> 00:04:12.000]  "揀選與預定"這麼大的題目
[00:04:12.000 --> 00:04:14.040]  大家如果信了這一輪
[00:04:14.040 --> 00:04:15.400]  你也知道講了幾百年
[00:04:15.400 --> 00:04:17.240]  有"揀選論與預定論"
[00:04:17.240 --> 00:04:20.720]  就是嘉爾文或者亞米紐斯那些
[00:04:20.720 --> 00:04:24.120]  在講這些東西
[00:04:24.120 --> 00:04:25.800]  一個說左邊一個說右邊
[00:04:25.800 --> 00:04:26.680]  說不上去
[00:04:26.680 --> 00:04:32.000]  到最後嘉爾文那邊就成為了一個大趨勢
[00:04:32.000 --> 00:04:34.360]  就是有權力地位
[00:04:34.360 --> 00:04:35.800]  所以很多人就覺得
[00:04:35.800 --> 00:04:37.600]  嘉爾文那個比較適合
[00:04:37.600 --> 00:04:41.640]  因為亞米紐斯那個被排除了邊緣
[00:04:41.640 --> 00:04:43.200]  究竟是不是真的這樣呢?
[00:04:43.200 --> 00:04:46.840]  我們現在不是講這兩位神學家的一些理論
[00:04:46.840 --> 00:04:48.520]  我們從一些實際的經文
[00:04:48.520 --> 00:04:49.760]  今天選了的
[00:04:49.760 --> 00:04:54.000]  就是《已不所書言》一章三至十字
[00:04:54.000 --> 00:04:59.800]  這段經文來嘗試看"揀選與預定"
[00:04:59.800 --> 00:05:02.800]  因為在這段經文裡面也提到"揀選與預定"
[00:05:02.800 --> 00:05:07.440]  我選用的版本是NET中文版
[00:05:07.440 --> 00:05:10.640]  因為其中有一點點的翻譯
[00:05:10.640 --> 00:05:13.120]  跟我們讀的和合本有一點點不同
[00:05:13.120 --> 00:05:16.600]  我覺得這一處能夠容易明白一點
[00:05:16.600 --> 00:05:19.680]  大致上99%都是相同的
[00:05:19.680 --> 00:05:24.600]  我們就從第三節到第十節
[00:05:24.600 --> 00:05:26.920]  我們也一起讀一讀
[00:05:26.920 --> 00:05:28.520]  可能大家都會很熟悉的
[00:05:28.520 --> 00:05:34.000]  願眾讚歸與我們主耶穌基督的父神
[00:05:34.000 --> 00:05:37.320]  他在基督裡賜給我們
[00:05:37.320 --> 00:05:40.720]  屬天各樣屬靈的福氣
[00:05:40.720 --> 00:05:44.200]  因為神從創立世界以前
[00:05:44.200 --> 00:05:47.160]  在基督裡揀選了我們
[00:05:47.160 --> 00:05:49.560]  使我們在祂眼中
[00:05:49.560 --> 00:05:52.000]  在愛裡成為聖潔
[00:05:52.000 --> 00:05:53.640]  無有瑕疵
[00:05:53.640 --> 00:05:57.600]  就是祂按著自己旨意的喜悅
[00:05:57.600 --> 00:06:00.560]  預定我們藉著耶穌基督
[00:06:00.560 --> 00:06:02.960]  成為領養的兒子
[00:06:02.960 --> 00:06:06.680]  使祂榮耀的恩典得著稱號
[00:06:06.680 --> 00:06:12.440]  這恩典在愛子女白白賜給我們的
[00:06:13.040 --> 00:06:17.120]  我們藉著愛子的血得亡救贖
[00:06:17.120 --> 00:06:19.320]  過凡得以赦免
[00:06:19.320 --> 00:06:21.440]  都是照祂豐富的
[00:06:21.440 --> 00:06:24.280]  是神厚厚賞給我們的
[00:06:24.280 --> 00:06:27.040]  主觀智慧和聰明
[00:06:27.040 --> 00:06:32.320]  就是照祂在基督裡所預定的美意
[00:06:32.320 --> 00:06:35.960]  使我們知道祂旨意的奧秘
[00:06:35.960 --> 00:06:38.360]  要照所安排的
[00:06:38.360 --> 00:06:41.040]  在日期滿足的時候
[00:06:41.040 --> 00:06:44.800]  使天上地上一切所有的
[00:06:44.800 --> 00:06:48.480]  都在基督裡面歸於一統
[00:06:48.480 --> 00:06:50.400]  這是很重要的經文
[00:06:50.400 --> 00:06:52.320]  二弗所書一開頭
[00:06:52.320 --> 00:06:54.160]  三章至十節
[00:06:54.160 --> 00:06:57.480]  一章三節到第十節
[00:06:57.480 --> 00:07:01.120]  剛才大家讀了一次NET中文版
[00:07:01.120 --> 00:07:06.480]  很多人都很喜歡重讀這段經文
[00:07:06.480 --> 00:07:07.480]  我是其中之一
[00:07:07.480 --> 00:07:13.840]  因為裡面顯示了神很偉大很奇妙的旨意
[00:07:13.840 --> 00:07:18.880]  其實是從太初創造世界而先
[00:07:18.880 --> 00:07:21.000]  第四節
[00:07:21.000 --> 00:07:23.000]  創立世界以前
[00:07:23.000 --> 00:07:26.920]  一直講到將來永恆裡面
[00:07:26.920 --> 00:07:29.560]  在基督裡面歸於一統
[00:07:29.560 --> 00:07:31.920]  就是時間性的覆蓋
[00:07:31.920 --> 00:07:34.640]  就是由耿古很久很久以前
[00:07:34.640 --> 00:07:37.640]  去到將來永恆的永遠
[00:07:37.640 --> 00:07:39.720]  其實這幾個經文已經講完了
[00:07:39.720 --> 00:07:42.920]  那個闊度是很厲害的
[00:07:42.920 --> 00:07:45.160]  那麼這個這麼厲害的闊度裡面
[00:07:45.160 --> 00:07:47.760]  神為什麼要花這麼多時間
[00:07:47.760 --> 00:07:52.480]  來去成就一些祂想成就的事情呢?
[00:07:52.480 --> 00:07:54.640]  我們就慢慢一路開始看下去了
[00:07:54.640 --> 00:07:57.240]  這裡三節至十節
[00:07:57.240 --> 00:07:58.560]  我們大家剛才讀的時候
[00:07:58.560 --> 00:08:00.760]  因為字大小的問題
[00:08:00.760 --> 00:08:02.600]  我就將它分開了兩半
[00:08:02.600 --> 00:08:06.440]  那麼下一張投影片我就將它合起來一版
[00:08:06.440 --> 00:08:08.840]  等一版過了大家看完的時候
[00:08:08.840 --> 00:08:14.320]  那個能夠讓你看到出來的東西
[00:08:14.320 --> 00:08:15.440]  又會不一樣的
[00:08:15.440 --> 00:08:17.680]  那麼我們下一張投影片
[00:08:17.680 --> 00:08:19.880]  第三節至十節
[00:08:19.880 --> 00:08:20.840]  字很小
[00:08:20.840 --> 00:08:21.760]  大家看不到
[00:08:21.760 --> 00:08:23.080]  不要緊
[00:08:23.080 --> 00:08:27.560]  這一張投影片重點不是看每一隻字
[00:08:27.560 --> 00:08:31.320]  你看我標示了不同顏色的字
[00:08:31.840 --> 00:08:33.760]  那麼如果你自己的聖經
[00:08:33.760 --> 00:08:35.480]  在上面
[00:08:35.480 --> 00:08:37.480]  可以留意
[00:08:37.480 --> 00:08:40.200]  簡選在第四節那裡
[00:08:40.200 --> 00:08:42.160]  就是我們這個題目
[00:08:42.160 --> 00:08:43.640]  簡選與預定
[00:08:43.640 --> 00:08:45.080]  那麼預定呢
[00:08:45.080 --> 00:08:46.200]  一路看下去的時候
[00:08:46.200 --> 00:08:47.280]  到了第五節
[00:08:47.280 --> 00:08:49.400]  我這裡用了藍色的預定
[00:08:49.400 --> 00:08:51.080]  那麼一路再看下去的時候
[00:08:51.080 --> 00:08:52.480]  到了第九節
[00:08:52.480 --> 00:08:54.040]  又有一個預定
[00:08:54.040 --> 00:08:56.480]  那麼我們這一張投影片就幫助大家看
[00:08:56.480 --> 00:08:58.720]  簡選與預定
[00:08:58.720 --> 00:08:59.720]  完成
[00:08:59.720 --> 00:09:01.760]  那麼我們首先講了簡選
[00:09:01.760 --> 00:09:03.760]  簡選這個字很特別
[00:09:03.760 --> 00:09:09.360]  很多時候我們都經常會記住這件事
[00:09:09.360 --> 00:09:11.080]  神簡選了我們
[00:09:11.080 --> 00:09:13.560]  那麼這句話是完全對的
[00:09:13.560 --> 00:09:16.120]  正如在這裡第四節
[00:09:16.120 --> 00:09:18.320]  在基督裡面簡選了我們
[00:09:18.320 --> 00:09:20.920]  在時間證上剛才講了
[00:09:20.920 --> 00:09:25.240]  原來神作出這個簡選是從創立世界以前
[00:09:25.240 --> 00:09:27.600]  創立世界以前
[00:09:27.600 --> 00:09:34.160]  就是說在天地萬有創世紀第一章創造之前
[00:09:34.160 --> 00:09:37.640]  就是能夠有記載的之前
[00:09:37.640 --> 00:09:39.840]  什麼都還沒發生之前
[00:09:39.840 --> 00:09:44.920]  神已經在基督裡面簡選了我們
[00:09:44.920 --> 00:09:47.600]  這個簡選了我們
[00:09:47.600 --> 00:09:49.480]  我今天講到很重要
[00:09:49.480 --> 00:09:51.640]  想達到一個目的
[00:09:51.640 --> 00:09:54.840]  就是將大家拉回一個平衡點
[00:09:54.840 --> 00:09:57.120]  因為我們中文
[00:09:57.120 --> 00:09:58.520]  或者甚至英文
[00:09:58.520 --> 00:09:59.840]  在這個簡選
[00:09:59.840 --> 00:10:01.360]  特別是這個用句
[00:10:01.360 --> 00:10:02.320]  用詞這裡
[00:10:02.320 --> 00:10:04.120]  簡選了我們
[00:10:04.120 --> 00:10:07.440]  很容易給大家一個不平衡的偏向
[00:10:07.440 --> 00:10:10.400]  就是神簡選了我們
[00:10:10.400 --> 00:10:13.800]  就是將我們放大了
[00:10:13.800 --> 00:10:16.920]  特別是在近代很多的基督教
[00:10:16.920 --> 00:10:18.600]  已經不流行說
[00:10:18.600 --> 00:10:20.240]  哎呀,你是罪人
[00:10:20.240 --> 00:10:21.760]  哎呀,我是罪人
[00:10:21.760 --> 00:10:24.880]  我們來到神面前領受恩典
[00:10:24.880 --> 00:10:26.440]  哎呀,我是罪人
[00:10:26.440 --> 00:10:28.160]  喂,你經常說我是罪人
[00:10:28.160 --> 00:10:29.480]  沒有人信福音的
[00:10:29.480 --> 00:10:30.800]  你不要這麼說
[00:10:30.800 --> 00:10:32.640]  哎呀,神很愛你
[00:10:32.640 --> 00:10:34.640]  你很重要的
[00:10:34.640 --> 00:10:36.840]  你是神的公主王子
[00:10:36.840 --> 00:10:38.840]  你地位很高聳的
[00:10:38.840 --> 00:10:41.000]  神簡選了你
[00:10:41.000 --> 00:10:42.640]  現在流行這樣
[00:10:42.640 --> 00:10:45.600]  使人的ego
[00:10:45.600 --> 00:10:48.640]  就是人的自我膨脹
[00:10:48.640 --> 00:10:49.600]  很開心
[00:10:49.600 --> 00:10:51.200]  多好啊,來到你的教會
[00:10:51.200 --> 00:10:52.960]  哇,我地位崇高
[00:10:52.960 --> 00:10:56.840]  受尊敬,受喜愛
[00:10:56.840 --> 00:10:58.840]  神簡我
[00:10:58.840 --> 00:11:01.600]  近代很多都是這樣的
[00:11:01.600 --> 00:11:03.240]  而且那些教會都是很受歡迎的
[00:11:03.240 --> 00:11:05.040]  很多人去那些
[00:11:05.040 --> 00:11:09.040]  你經常說人說有罪的就少人去
[00:11:09.040 --> 00:11:11.520]  來到這裡都說是罪人
[00:11:11.520 --> 00:11:13.520]  這個平衡要小心一點
[00:11:13.520 --> 00:11:17.360]  我們經常太過說人是罪人
[00:11:17.360 --> 00:11:19.720]  你要悔改等等
[00:11:19.720 --> 00:11:21.920]  又真的失去平衡
[00:11:21.920 --> 00:11:23.520]  但另一邊
[00:11:23.520 --> 00:11:25.920]  就是說神眼中你很寶貴
[00:11:25.920 --> 00:11:26.920]  神簡選了你
[00:11:26.920 --> 00:11:28.720]  吹捧得太厲害
[00:11:28.720 --> 00:11:30.120]  又是失去平衡
[00:11:30.120 --> 00:11:32.520]  究竟兩邊誰才對呢
[00:11:32.520 --> 00:11:35.120]  我們趁著今次講這個簡選
[00:11:35.120 --> 00:11:37.120]  在當中嘗試去明白一下
[00:11:37.120 --> 00:11:38.920]  這個簡選了我們
[00:11:38.920 --> 00:11:43.320]  我們不要太過將焦點放在我們自己身上
[00:11:43.320 --> 00:11:44.720]  好像剛才說的
[00:11:44.720 --> 00:11:46.120]  有很多現代教會說
[00:11:46.120 --> 00:11:48.520]  神簡選了我們
[00:11:48.520 --> 00:11:50.920]  我們多麼厲害
[00:11:50.920 --> 00:11:53.720]  將自己高度膨脹
[00:11:53.720 --> 00:11:56.320]  這個不是那麼刻意
[00:11:56.320 --> 00:11:58.920]  我們看這個簡選
[00:11:58.920 --> 00:12:00.120]  我們嘗試去明白
[00:12:00.120 --> 00:12:03.720]  在我們用的文字裡面
[00:12:03.720 --> 00:12:06.720]  我們都是用中文和英文
[00:12:06.720 --> 00:12:07.720]  熟悉一點
[00:12:07.720 --> 00:12:09.320]  特別是在英文裡面
[00:12:09.320 --> 00:12:14.520]  那些字我們會分為主動詞和被動詞
[00:12:14.520 --> 00:12:17.320]  在正式的文法叫active voice
[00:12:17.320 --> 00:12:18.920]  passive voice
[00:12:18.920 --> 00:12:21.720]  voice就是語態
[00:12:21.720 --> 00:12:23.520]  中文的翻譯
[00:12:23.520 --> 00:12:26.920]  在文法上是主動的語態
[00:12:26.920 --> 00:12:29.120]  或者是被動的語態
[00:12:29.120 --> 00:12:33.320]  意思是說一個動詞擺出來的樣子
[00:12:33.320 --> 00:12:35.720]  或者用在句子裡面
[00:12:35.720 --> 00:12:38.320]  它的動詞是一個主動
[00:12:38.320 --> 00:12:42.720]  由主人的主詞做出這個動作
[00:12:42.720 --> 00:12:43.920]  這個重點
[00:12:43.920 --> 00:12:46.320]  就是主人做出這個動作
[00:12:46.320 --> 00:12:48.120]  這個動詞就叫做主動
[00:12:48.120 --> 00:12:48.920]  可以嗎?
[00:12:48.920 --> 00:12:50.720]  或者在一些用語裡面
[00:12:50.720 --> 00:12:51.520]  就是說
[00:12:51.520 --> 00:12:55.520]  那個動詞和這個主人
[00:12:55.520 --> 00:12:59.720]  發覺那個主人是被這個動作做在他身上的
[00:12:59.720 --> 00:13:03.020]  譬如說有一個小朋友
[00:13:03.020 --> 00:13:04.520]  在那裡搖搖晃晃
[00:13:04.520 --> 00:13:06.120]  有人說你做什麼?
[00:13:06.120 --> 00:13:08.120]  我被媽媽打了
[00:13:08.120 --> 00:13:11.120]  他自己說出這句話
[00:13:11.120 --> 00:13:12.320]  那個打
[00:13:12.320 --> 00:13:15.120]  我們用中文講就是避打
[00:13:15.120 --> 00:13:17.520]  用避字來顯示
[00:13:17.520 --> 00:13:19.320]  英文也有類似的
[00:13:19.320 --> 00:13:23.720]  我們從動詞的樣子就可以分辨到
[00:13:23.720 --> 00:13:26.120]  是被動還是主動
[00:13:26.120 --> 00:13:27.720]  這樣我們也很明白
[00:13:27.720 --> 00:13:29.520]  但是奇怪在
[00:13:29.520 --> 00:13:35.120]  神揀選了希臘文來寫成新約福音
[00:13:35.120 --> 00:13:37.920]  我真的有時候想著想著
[00:13:37.920 --> 00:13:40.120]  可能神也真的很有特別的意思
[00:13:40.120 --> 00:13:42.120]  在希臘文裡面很出名
[00:13:42.120 --> 00:13:44.120]  就是說除了主動
[00:13:44.120 --> 00:13:45.720]  被動之外
[00:13:45.720 --> 00:13:48.520]  還有多一個是中間的
[00:13:48.520 --> 00:13:53.120]  中文強行為了配合主動和被動
[00:13:53.120 --> 00:13:54.520]  我們也叫做中動
[00:13:54.520 --> 00:13:56.520]  active
[00:13:56.520 --> 00:13:57.520]  passive
[00:13:57.520 --> 00:14:02.120]  在用語上面我們講這個叫做 middle voice
[00:14:02.120 --> 00:14:05.920]  這個 middle voice 中動其實比較少
[00:14:05.920 --> 00:14:06.920]  在文法書裡面
[00:14:06.920 --> 00:14:10.920]  你看到都是要講關心的語態
[00:14:10.920 --> 00:14:12.920]  換句話說一個動詞
[00:14:12.920 --> 00:14:14.920]  動作可以是主動
[00:14:14.920 --> 00:14:16.920]  可以是被動
[00:14:16.920 --> 00:14:18.920]  可以是中間位
[00:14:18.920 --> 00:14:20.920]  中動就叫做關心
[00:14:20.920 --> 00:14:22.920]  大家是不是很難明白
[00:14:22.920 --> 00:14:24.920]  在我們中國人的社會
[00:14:24.920 --> 00:14:25.920]  或者我們從小學英文
[00:14:25.920 --> 00:14:27.920]  不是主動就是被動
[00:14:27.920 --> 00:14:29.920]  為什麼會有些在中間呢
[00:14:29.920 --> 00:14:32.920]  原來希臘文裡面有很多字都在中間
[00:14:32.920 --> 00:14:36.920]  怎麼分辨中間有什麼意義
[00:14:36.920 --> 00:14:38.920]  我們現在就是講它的意義
[00:14:38.920 --> 00:14:40.920]  太過詳細我不講了
[00:14:40.920 --> 00:14:42.920]  我用一些例子來講述
[00:14:42.920 --> 00:14:45.920]  為什麼有關心語態
[00:14:45.920 --> 00:14:49.920]  一個真的很難明白的
[00:14:49.920 --> 00:14:51.920]  大多數我們學的人
[00:14:51.920 --> 00:14:55.920]  都將它放在主動詞裡面
[00:14:55.920 --> 00:14:56.920]  譬如一些詞
[00:14:56.920 --> 00:14:58.920]  走路的走
[00:14:58.920 --> 00:15:01.920]  或者去一個地方的去
[00:15:01.920 --> 00:15:04.920]  譬如說一家人
[00:15:04.920 --> 00:15:05.920]  我去一個地點
[00:15:05.920 --> 00:15:07.920]  那個去字是動詞
[00:15:07.920 --> 00:15:09.920]  我們去
[00:15:09.920 --> 00:15:11.920]  很簡單就是主動
[00:15:11.920 --> 00:15:13.920]  原來在希臘文裡面
[00:15:13.920 --> 00:15:15.920]  這個不是主動
[00:15:15.920 --> 00:15:18.920]  中間這個關心語態
[00:15:18.920 --> 00:15:19.920]  為什麼呢
[00:15:19.920 --> 00:15:21.920]  原來背後的意義是
[00:15:21.920 --> 00:15:24.920]  你這個人去
[00:15:24.920 --> 00:15:26.920]  你也是將自己帶去那個地方
[00:15:26.920 --> 00:15:29.920]  你自己也有份在裡面
[00:15:29.920 --> 00:15:33.920]  你是那個動作的一個受益人
[00:15:33.920 --> 00:15:35.920]  被影響者
[00:15:35.920 --> 00:15:37.920]  所以去這個動詞
[00:15:37.920 --> 00:15:38.920]  不是主動
[00:15:38.920 --> 00:15:40.920]  是關心
[00:15:40.920 --> 00:15:41.920]  就是中動
[00:15:41.920 --> 00:15:42.920]  關心就是中動
[00:15:42.920 --> 00:15:45.920]  我開始慢慢用關心這個正式的用語
[00:15:45.920 --> 00:15:46.920]  是關心
[00:15:46.920 --> 00:15:47.920]  不是主動
[00:15:47.920 --> 00:15:49.920]  我們已經拗頭了
[00:15:49.920 --> 00:15:52.920]  希臘文就要這樣分
[00:15:52.920 --> 00:15:54.920]  另一個層次就是
[00:15:54.920 --> 00:15:56.920]  我接受一件事
[00:15:56.920 --> 00:15:58.920]  我現在給你一件事
[00:15:58.920 --> 00:15:59.920]  你接不接受
[00:15:59.920 --> 00:16:00.920]  好,我接受
[00:16:00.920 --> 00:16:02.920]  接受就是主動
[00:16:02.920 --> 00:16:03.920]  我接受
[00:16:03.920 --> 00:16:05.920]  原來希臘文就說不是
[00:16:05.920 --> 00:16:07.920]  關心中間
[00:16:07.920 --> 00:16:09.920]  因為你接受這個動作
[00:16:09.920 --> 00:16:11.920]  不僅僅是你自己去接受
[00:16:11.920 --> 00:16:14.920]  你接受還是令你自己得益
[00:16:14.920 --> 00:16:16.920]  還是影響了你自己
[00:16:16.920 --> 00:16:18.920]  所以這個動詞
[00:16:18.920 --> 00:16:20.920]  接受是關心
[00:16:20.920 --> 00:16:21.920]  可以嗎
[00:16:21.920 --> 00:16:24.920]  另一個最明顯的
[00:16:24.920 --> 00:16:26.920]  跌倒
[00:16:26.920 --> 00:16:28.920]  跌倒
[00:16:28.920 --> 00:16:29.920]  很明顯
[00:16:29.920 --> 00:16:31.920]  你跌倒不僅是你主動
[00:16:31.920 --> 00:16:33.920]  你跌倒是令自己受傷
[00:16:33.920 --> 00:16:34.920]  影響了你自己
[00:16:34.920 --> 00:16:36.920]  所以這個是關心
[00:16:36.920 --> 00:16:38.920]  在聖經裡面
[00:16:38.920 --> 00:16:41.920]  一個很有名的位
[00:16:41.920 --> 00:16:43.920]  用猶大
[00:16:43.920 --> 00:16:46.920]  因著他的罪
[00:16:46.920 --> 00:16:48.920]  去吊死了他自己
[00:16:48.920 --> 00:16:52.920]  中文也一定要用吊死自己
[00:16:52.920 --> 00:16:54.920]  要將自己放進去
[00:16:54.920 --> 00:16:56.920]  我們才明白
[00:16:56.920 --> 00:16:58.920]  但原來在希臘文的用詞
[00:16:58.920 --> 00:16:59.920]  只有一個字
[00:16:59.920 --> 00:17:01.920]  就是吊死
[00:17:01.920 --> 00:17:04.920]  但是那個就是關心
[00:17:04.920 --> 00:17:07.920]  吊死是指吊死自己
[00:17:07.920 --> 00:17:09.920]  大家開始會明白
[00:17:09.920 --> 00:17:12.920]  原來他們分文字的動詞
[00:17:12.920 --> 00:17:14.920]  分得比較細緻
[00:17:14.920 --> 00:17:16.920]  有一些動作
[00:17:16.920 --> 00:17:18.920]  如果是自己得益
[00:17:18.920 --> 00:17:20.920]  為了自己而做
[00:17:20.920 --> 00:17:22.920]  就屬於關心
[00:17:22.920 --> 00:17:24.920]  大家會想到
[00:17:24.920 --> 00:17:26.920]  我要講的動詞是什麼
[00:17:26.920 --> 00:17:28.920]  就是揀選
