
[00:00:00.000 --> 00:00:04.000]  我哋今次嘅講道系列都係講到
[00:01:53.000 --> 00:01:55.000]  我哋啲牧師揸個ipad
[00:01:55.000 --> 00:02:00.000]  PJ仲好嘢 揸個封就上去講道
[00:02:00.000 --> 00:02:04.000]  咁究竟係點樣衡量 咩叫屬靈呢
[00:02:04.000 --> 00:02:07.000]  原來當我哋覺得自己屬靈嘅時候呢
[00:02:07.000 --> 00:02:10.000]  我哋影響咗其他人
[00:02:10.000 --> 00:02:12.000]  我哋有一個假象
[00:02:12.000 --> 00:02:14.000]  其實諗一諗 外面嘅人呢
[00:02:14.000 --> 00:02:18.000]  嚟到教會當中 如果我哋教會個個都好屬靈嘅話呢
[00:02:18.000 --> 00:02:20.000]  超屬靈嘅話呢
[00:02:20.000 --> 00:02:23.000]  通常啲人都唔敢嚟
[00:02:23.000 --> 00:02:26.000]  即係你咁屬靈呢 我即係點樣做到咁屬靈呢
[00:02:26.000 --> 00:02:28.000]  所以好多人唔敢信耶穌就話呢
[00:02:28.000 --> 00:02:32.000]  信了耶穌之後呢 我呢樣又唔得 嗰樣又唔得
[00:02:32.000 --> 00:02:35.000]  連講笑都唔得㗎喎 係咪呀
[00:02:35.000 --> 00:02:39.000]  一定要攞住個口面呢 咁先屬靈㗎喎
[00:02:39.000 --> 00:02:42.000]  咁係咪屬靈呢 諗一諗
[00:02:42.000 --> 00:02:48.000]  我自小喺教會大 所以見過好多所謂屬靈嘅事
[00:02:48.000 --> 00:02:51.000]  嚟到呢一個錯誤嘅屬靈觀
[00:02:51.000 --> 00:02:53.000]  所以今日呢 求主幫助我哋
[00:02:53.000 --> 00:02:56.000]  最容易錯誤嘅屬靈觀呢 就係話呢
[00:02:56.000 --> 00:03:01.000]  我哋想追求呢係 知識多啲啦 多啲查經啦
[00:03:01.000 --> 00:03:07.000]  多啲傳輝音啦 多啲侍奉啦
[00:03:07.000 --> 00:03:11.000]  呢啲都係好事嚟嘅 甚至多啲禁食啦
[00:03:11.000 --> 00:03:16.000]  或者係好特別嘅恩賜 可以傳道講鬼啦 可以講方言啦
[00:03:16.000 --> 00:03:19.000]  好多人以為呢 如果我做咗呢啲嘢呢
[00:03:19.000 --> 00:03:23.000]  我就係屬靈㗎啦 咁係唔係呢
[00:03:23.000 --> 00:03:29.000]  咁我哋點樣define 點樣去講 咩係屬靈呢
[00:03:29.000 --> 00:03:32.000]  屬靈呢 簡單嘅意思就係呢
[00:03:32.000 --> 00:03:38.000]  我係被神所擁有 我哋被神所擁有
[00:03:38.000 --> 00:03:42.000]  係屬於神嘅 我哋係屬於神
[00:03:42.000 --> 00:03:44.000]  呢個係屬靈人
[00:03:44.000 --> 00:03:48.000]  所以唔係我哋幾成功 唔係憑我哋嘅學識
[00:03:48.000 --> 00:03:53.000]  唔係憑我哋幾有錢 幾多個學位
[00:03:53.000 --> 00:03:58.000]  信咗主幾耐 去量度我哋嘅屬靈
[00:03:58.000 --> 00:04:02.000]  其實呢個屬靈呢 係非常之難去量度
[00:04:02.000 --> 00:04:05.000]  究竟 咩係屬靈呢
[00:04:05.000 --> 00:04:08.000]  我哋今日要去思想呢個問題
[00:04:08.000 --> 00:04:11.000]  所以求主幫助我哋
[00:04:11.000 --> 00:04:14.000]  所以正話呢 我哋唱首首詩認定主
[00:04:14.000 --> 00:04:17.000]  就係講到我哋親近神
[00:04:17.000 --> 00:04:19.000]  原來屬靈呢 簡單嚟講
[00:04:19.000 --> 00:04:22.000]  就係一個被主所接納
[00:04:22.000 --> 00:04:25.000]  一個親近神嘅人
[00:04:25.000 --> 00:04:27.000]  同主好close嘅
[00:04:27.000 --> 00:04:29.000]  呢個就係屬靈
[00:04:29.000 --> 00:04:32.000]  屬靈呢 好似一個特別嘅privilege
[00:04:32.000 --> 00:04:35.000]  一個特權 可以同主親近
[00:04:35.000 --> 00:04:39.000]  從創造天地萬物嘅主
[00:04:39.000 --> 00:04:42.000]  與佢哋到去親近
[00:04:42.000 --> 00:04:45.000]  我唔知你最熟嘅人係邊個
[00:04:45.000 --> 00:04:48.000]  或者係邊個你屋企最有
[00:04:48.000 --> 00:04:50.000]  即係最巴閉嘅人
[00:04:50.000 --> 00:04:53.000]  我有個好朋友呢 佢查自己嘅家鋪
[00:04:53.000 --> 00:04:57.000]  原來呢 我一路呢 個祖先呢係某某人
[00:04:57.000 --> 00:05:02.000]  嗰度好巴閉呀嘛 係好特別嘅
[00:05:02.000 --> 00:05:05.000]  咁能唔能夠同嗰個人親近呢
[00:05:05.000 --> 00:05:09.000]  究竟我哋能夠同主有幾親近呢
[00:05:09.000 --> 00:05:13.000]  呢個呢 今日呢 我哋要嚟到去思想嘅
[00:05:13.000 --> 00:05:15.000]  讀一段經文畀大家聽呢
[00:05:15.000 --> 00:05:17.000]  保羅呢就話呢
[00:05:17.000 --> 00:05:20.000]  我不是以為自己已經得著了
[00:05:20.000 --> 00:05:24.000]  我乃是竭力 或者可以讓基督耶穌
[00:05:24.000 --> 00:05:27.000]  得著我所有得著嘅
[00:05:27.000 --> 00:05:31.000]  或者讓基督耶穌完完全全嘅得著我
[00:05:31.000 --> 00:05:35.000]  喺菲律賓書第三章十三 十四節
[00:05:35.000 --> 00:05:40.000]  我係忘記背後 努力 面前
[00:05:40.000 --> 00:05:43.000]  向著呢個標桿直跑
[00:05:43.000 --> 00:05:46.000]  所以呢 我哋可以話呢 答案就話
[00:05:46.000 --> 00:05:51.000]  我哋嘅目標呀 我哋屬靈嘅目標呢
[00:05:51.000 --> 00:05:54.000]  先答住呢個問題先
[00:05:54.000 --> 00:05:57.000]  係唔足夠
[00:05:57.000 --> 00:06:00.000]  夠唔夠屬靈呢 係唔夠
[00:06:00.000 --> 00:06:02.000]  每一句說話嚟講呢
[00:06:02.000 --> 00:06:04.000]  如果今日問你 你食咗飯未呀
[00:06:04.000 --> 00:06:06.000]  食咗 食咗早餐係咪呀
[00:06:06.000 --> 00:06:09.000]  有啲人早餐食飯我知道呀
[00:06:09.000 --> 00:06:11.000]  食咗早餐未呀 食咗
[00:06:11.000 --> 00:06:13.000]  咁明日要唔要食呢
[00:06:13.000 --> 00:06:16.000]  明日唔使食啦 今日食咗
[00:06:16.000 --> 00:06:18.000]  你以為你係獅子老虎咩呀
[00:06:18.000 --> 00:06:20.000]  食咗好多人唔使食 唔係喎
[00:06:20.000 --> 00:06:23.000]  原來呢 我哋呢 食飯
[00:06:23.000 --> 00:06:26.000]  食一餐飯 夠唔夠呢
[00:06:26.000 --> 00:06:28.000]  繼續要食㗎
[00:06:28.000 --> 00:06:30.000]  我哋同神嘅親近係咁樣
[00:06:30.000 --> 00:06:33.000]  繼續嘅 繼續嘅 親近神
[00:06:33.000 --> 00:06:36.000]  主耶穌點話呢 人活著不是咩呀
[00:06:36.000 --> 00:06:39.000]  單靠食物 乃係靠神
[00:06:39.000 --> 00:06:42.000]  喺我哋所出嘅一切話語
[00:06:42.000 --> 00:06:45.000]  神嘅話語係對我哋講話語嘅時候
[00:06:45.000 --> 00:06:49.000]  我哋生命當中呢 就有活著嘅力量呀
[00:06:49.000 --> 00:06:51.000]  神對我哋講咩話語呢
[00:06:51.000 --> 00:06:55.000]  係講一啲恩言
[00:06:55.000 --> 00:06:57.000]  講一啲愛嘅話語
[00:06:57.000 --> 00:07:01.000]  如果你返屋企 你嘅太太唔睬你
[00:07:01.000 --> 00:07:04.000]  你覺得好痛苦呀 係咪呀
[00:07:04.000 --> 00:07:08.000]  除非你呢 好想佢唔出聲呀 係咪呀
[00:07:08.000 --> 00:07:10.000]  如果你返屋企 你嘅丈夫
[00:07:10.000 --> 00:07:13.000]  你嘅太太唔睬你
[00:07:13.000 --> 00:07:15.000]  你話不如唔好返屋企啦 係咪呀
[00:07:15.000 --> 00:07:17.000]  好多結婚之類都試過㗎
[00:07:17.000 --> 00:07:19.000]  一定試過㗎
[00:07:19.000 --> 00:07:21.000]  突然間不秋不彩呀 係咪呀
[00:07:21.000 --> 00:07:23.000]  如果神唔彩我哋
[00:07:23.000 --> 00:07:25.000]  神唔將話語畀我哋呢
[00:07:25.000 --> 00:07:28.000]  我哋活著就冇意思
[00:07:28.000 --> 00:07:31.000]  所以今日我哋講到屬靈呢個救屬靈呢
[00:07:31.000 --> 00:07:33.000]  其實我哋嘅重點就係講到
[00:07:33.000 --> 00:07:35.000]  點樣嚟到去親近神
[00:07:35.000 --> 00:07:38.000]  今日我哋睇幾類嘅人呢
[00:07:38.000 --> 00:07:41.000]  啲人呢以為佢唔屬靈嘅
[00:07:41.000 --> 00:07:43.000]  但原來佢哋可以親近神
[00:07:43.000 --> 00:07:45.000]  側邊有啲旁邊嘅人呢
[00:07:45.000 --> 00:07:47.000]  我覺得自己好屬靈呀
[00:07:47.000 --> 00:07:49.000]  有啲批評
[00:07:49.000 --> 00:07:51.000]  呢個經文好得意呀
[00:07:51.000 --> 00:07:53.000]  喺馬太福音
[00:07:53.000 --> 00:07:57.000]  我哋睇一睇呢段經文好嗎
[00:07:57.000 --> 00:07:59.000]  喺第幾章呢
[00:07:59.000 --> 00:08:01.000]  第九章呀
[00:08:01.000 --> 00:08:03.000]  第一節
[00:08:03.000 --> 00:08:05.000]  耶穌上咗船渡過海
[00:08:05.000 --> 00:08:07.000]  來到自己嘅城裡
[00:08:07.000 --> 00:08:09.000]  耶穌叫咩耶穌呀
[00:08:09.000 --> 00:08:11.000]  加利利呀
[00:08:11.000 --> 00:08:13.000]  即係小鎮嘅
[00:08:13.000 --> 00:08:15.000]  即係而家你講呢可能我哋住
[00:08:15.000 --> 00:08:17.000]  Tracy嗰啲小鎮啲呀
[00:08:17.000 --> 00:08:19.000]  你住喺下面Cupertino呢
[00:08:19.000 --> 00:08:21.000]  就大鎮啲呀
[00:08:21.000 --> 00:08:23.000]  嚟到嗰度呢叫加伯郎嘅地方
[00:08:23.000 --> 00:08:25.000]  有個人呢係
[00:08:25.000 --> 00:08:27.000]  有人用玉子
[00:08:27.000 --> 00:08:29.000]  其他的科幻書記載呢
[00:08:29.000 --> 00:08:31.000]  四個人呢就抬住呢個
[00:08:31.000 --> 00:08:33.000]  毯子嚟到見耶穌
[00:08:33.000 --> 00:08:35.000]  呢四個人呢就見到
[00:08:35.000 --> 00:08:37.000]  耶穌喺嗰個房子裡面呢
[00:08:37.000 --> 00:08:39.000]  可能唔係好大嘅屋
[00:08:39.000 --> 00:08:41.000]  自己嘅地方呀
[00:08:41.000 --> 00:08:43.000]  就塞滿晒人喺度
[00:08:43.000 --> 00:08:45.000]  入唔到去
[00:08:45.000 --> 00:08:47.000]  入唔到去點辦呢
[00:08:47.000 --> 00:08:49.000]  佢哋就拆咗個屋頂
[00:08:49.000 --> 00:08:51.000]  就將呢個坦嘅人呢
[00:08:51.000 --> 00:08:53.000]  連埋將床褥一流呢
[00:08:53.000 --> 00:08:55.000]  去掉落去搵耶穌
[00:08:55.000 --> 00:08:57.000]  你諗下呢個好特別嘅情景呀
[00:08:57.000 --> 00:08:59.000]  突然間嘩呢個天花板好靚呀
[00:08:59.000 --> 00:09:01.000]  有人拆咗嚟呀
[00:09:01.000 --> 00:09:03.000]  見下馮牧師或者見下趙牧師
[00:09:03.000 --> 00:09:05.000]  有冇搞錯呀
[00:09:05.000 --> 00:09:07.000]  等一等得唔得呀
[00:09:07.000 --> 00:09:09.000]  當時就係咁嘅情況
[00:09:09.000 --> 00:09:11.000]  小子
[00:09:11.000 --> 00:09:13.000]  即係細路呀
[00:09:13.000 --> 00:09:15.000]  放心吧 你嘅敘舍料
[00:09:15.000 --> 00:09:17.000]  再睇落去好嗎
[00:09:17.000 --> 00:09:19.000]  有幾個文士呢
[00:09:19.000 --> 00:09:21.000]  文士即係讀好多聖經嘅人
[00:09:21.000 --> 00:09:23.000]  好熟舊約聖經
[00:09:23.000 --> 00:09:25.000]  你哋大家熟唔熟舊約聖經呀
[00:09:25.000 --> 00:09:27.000]  幾多卷你都唔知邊度啦
[00:09:27.000 --> 00:09:29.000]  我哋係咪呀
[00:09:29.000 --> 00:09:31.000]  小仙之書呀幾多卷都念唔出嚟
[00:09:31.000 --> 00:09:33.000]  呢啲人呢好熟呀
[00:09:33.000 --> 00:09:35.000]  好熟
[00:09:35.000 --> 00:09:37.000]  佢話呢個人呢點解講呢啲咁樣嘅
[00:09:37.000 --> 00:09:39.000]  即係褻瀆嘅話
[00:09:39.000 --> 00:09:41.000]  即係話呢
[00:09:41.000 --> 00:09:43.000]  點解你邊度有權柄呀
[00:09:43.000 --> 00:09:45.000]  去赦免人嘅罪呢
[00:09:45.000 --> 00:09:47.000]  耶穌知道他們心裡嘅意念
[00:09:47.000 --> 00:09:49.000]  就說你哋為乜心裡懷著
[00:09:49.000 --> 00:09:51.000]  惡念呢
[00:09:51.000 --> 00:09:53.000]  我哋再睇落去啦
[00:09:53.000 --> 00:09:55.000]  話說
[00:09:55.000 --> 00:09:57.000]  你嘅敘舍料
[00:09:57.000 --> 00:09:59.000]  你起來行走
[00:09:59.000 --> 00:10:01.000]  哪一樣容易呢
[00:10:01.000 --> 00:10:03.000]  但要叫你哋知道人子在地上
[00:10:03.000 --> 00:10:05.000]  有赦罪嘅權柄
[00:10:05.000 --> 00:10:07.000]  神之說起來
[00:10:07.000 --> 00:10:09.000]  拿起你啲玉子回家去吧
[00:10:09.000 --> 00:10:11.000]  好特別架
[00:10:11.000 --> 00:10:13.000]  乃人就起來回家去了
[00:10:13.000 --> 00:10:15.000]  眾人看見都好驚奇
[00:10:15.000 --> 00:10:17.000]  就歸榮耀於上帝
[00:10:17.000 --> 00:10:19.000]  因為他將這樣嘅權柄
[00:10:19.000 --> 00:10:21.000]  賜給人
[00:10:21.000 --> 00:10:23.000]  昨日呢
[00:10:23.000 --> 00:10:25.000]  我屋企呢即係講到
[00:10:25.000 --> 00:10:27.000]  嗰個water heater呢
[00:10:27.000 --> 00:10:29.000]  壞咗
[00:10:29.000 --> 00:10:31.000]  咁呢我就
[00:10:31.000 --> 00:10:33.000]  搵人嚟整啦
[00:10:33.000 --> 00:10:35.000]  整個舊嘅床褥
[00:10:35.000 --> 00:10:37.000]  單人床褥
[00:10:37.000 --> 00:10:39.000]  咁我要搬咗張床褥
[00:10:39.000 --> 00:10:41.000]  我發覺張床褥好重
[00:10:41.000 --> 00:10:43.000]  我唔知呢個
[00:10:43.000 --> 00:10:45.000]  癱子嗰張床褥有幾重
[00:10:45.000 --> 00:10:47.000]  佢本來係癱嘅
[00:10:47.000 --> 00:10:49.000]  唔郁得嘅
[00:10:49.000 --> 00:10:51.000]  而家呢揹住個夕夢屍走咗
[00:10:51.000 --> 00:10:53.000]  係咪呀
[00:10:53.000 --> 00:10:55.000]  真係唔簡單喎
[00:10:55.000 --> 00:10:57.000]  所以都歸榮耀俾神
[00:10:57.000 --> 00:10:59.000]  呢啲側邊嘅人呢
[00:10:59.000 --> 00:11:01.000]  文士呢就覺得
[00:11:01.000 --> 00:11:03.000]  有冇搞錯呀
[00:11:03.000 --> 00:11:05.000]  呢班文士呢多數呢
[00:11:05.000 --> 00:11:07.000]  係喺耶穌嘅
[00:11:07.000 --> 00:11:09.000]  home town嗰度識得耶穌嘅
[00:11:09.000 --> 00:11:11.000]  所以呢啲人呢對耶穌呢
[00:11:11.000 --> 00:11:13.000]  係一個咩態度呢
[00:11:13.000 --> 00:11:15.000]  佢哋黎聽
[00:11:15.000 --> 00:11:17.000]  好多人黎聽道
[00:11:17.000 --> 00:11:19.000]  但呢啲人呢
[00:11:19.000 --> 00:11:21.000]  其實就唔係聽道
[00:11:21.000 --> 00:11:23.000]  我而家唔知到你係咪喺度聽道
[00:11:23.000 --> 00:11:25.000]  如果你好熟聖經
[00:11:25.000 --> 00:11:27.000]  如果你係神學教授嘅話呢
[00:11:27.000 --> 00:11:29.000]  你坐喺度分分鐘聽唔到我講咩嘢
[00:11:29.000 --> 00:11:31.000]  即係話呢
[00:11:31.000 --> 00:11:33.000]  究竟你個牧師講得對唔對呀
[00:11:33.000 --> 00:11:35.000]  神學思想啱唔啱呀
[00:11:35.000 --> 00:11:37.000]  係咪呀
[00:11:37.000 --> 00:11:39.000]  我親耳聽嗰啲神學教授講
[00:11:39.000 --> 00:11:41.000]  佢話我聽到好辛苦呀
[00:11:41.000 --> 00:11:43.000]  因為上面嗰個我學生
[00:11:43.000 --> 00:11:45.000]  我成日喺度比分
[00:11:45.000 --> 00:11:47.000]  呢啲文士
[00:11:47.000 --> 00:11:49.000]  喺度比分呀
[00:11:49.000 --> 00:11:51.000]  佢哋旁觀喺度
[00:11:51.000 --> 00:11:53.000]  佢唔係一個參與者
[00:11:53.000 --> 00:11:55.000]  唔係一個敬拜者
[00:11:55.000 --> 00:11:57.000]  係旁觀者
[00:11:57.000 --> 00:11:59.000]  喺度聽下道
[00:11:59.000 --> 00:12:01.000]  聽到耶穌有痛腳啦
[00:12:01.000 --> 00:12:03.000]  耶穌話咩呀
[00:12:03.000 --> 00:12:05.000]  小子放心
[00:12:05.000 --> 00:12:07.000]  你個罪赦免咗
[00:12:07.000 --> 00:12:09.000]  佢覺得呢耶穌好唔對
[00:12:09.000 --> 00:12:11.000]  第二呢
[00:12:11.000 --> 00:12:13.000]  佢哋呢覺得耶穌呢
[00:12:13.000 --> 00:12:15.000]  即係呢班人呀
[00:12:15.000 --> 00:12:17.000]  抬呢個毯子好冇禮貌
[00:12:17.000 --> 00:12:19.000]  有冇問過嗰個房東呢
[00:12:19.000 --> 00:12:21.000]  即係畀唔畀你拆㗎
[00:12:21.000 --> 00:12:23.000]  梗係冇問過囉
[00:12:23.000 --> 00:12:25.000]  係咪呀
[00:12:25.000 --> 00:12:27.000]  就冇㗎囉
[00:12:27.000 --> 00:12:29.000]  好冇禮貌
[00:12:29.000 --> 00:12:31.000]  會唔會危害其他人㗎
[00:12:31.000 --> 00:12:33.000]  可能其他人受傷害㗎喎
[00:12:33.000 --> 00:12:35.000]  沙塵滾滾
[00:12:35.000 --> 00:12:37.000]  好多灰塵落去㗎喎
[00:12:37.000 --> 00:12:39.000]  有人有energy㗎喎
[00:12:39.000 --> 00:12:41.000]  佢哋呢好多思想
[00:12:41.000 --> 00:12:43.000]  覺得耶穌係唔啱
[00:12:43.000 --> 00:12:45.000]  呢班係咩人呢
[00:12:45.000 --> 00:12:47.000]  係文士
[00:12:47.000 --> 00:12:49.000]  中文話所講
[00:12:49.000 --> 00:12:51.000]  覺得自己係屬靈啲嘅人
[00:12:51.000 --> 00:12:53.000]  覺得自己係屬靈嘅人
[00:12:53.000 --> 00:12:55.000]  然之後呢
[00:12:55.000 --> 00:12:57.000]  佢哋心裏面嘅惡念
[00:12:57.000 --> 00:12:59.000]  其實佢諗咩
[00:12:59.000 --> 00:13:01.000]  耶穌都諗到呀
[00:13:01.000 --> 00:13:03.000]  好特別呀
[00:13:03.000 --> 00:13:05.000]  耶穌諗到佢哋諗咩
[00:13:05.000 --> 00:13:07.000]  於是
[00:13:07.000 --> 00:13:09.000]  耶穌就問一句說話
[00:13:09.000 --> 00:13:11.000]  邊樣容易啲
[00:13:11.000 --> 00:13:13.000]  卸罪即係講話
[00:13:13.000 --> 00:13:15.000]  你個罪卸免咗
[00:13:15.000 --> 00:13:17.000]  定係拎個浴紙
[00:13:17.000 --> 00:13:19.000]  醫好佢
[00:13:19.000 --> 00:13:21.000]  叫佢起來行走
[00:13:21.000 --> 00:13:23.000]  邊樣容易啲
[00:13:23.000 --> 00:13:27.000]  我想問大家
[00:13:27.000 --> 00:13:29.000]  你覺得邊樣容易啲呢
[00:13:29.000 --> 00:13:31.000]  耶穌你講下呢
[00:13:31.000 --> 00:13:33.000]  卸罪
[00:13:33.000 --> 00:13:35.000]  口講無憑
[00:13:35.000 --> 00:13:37.000]  畀你
[00:13:37.000 --> 00:13:39.000]  緊係拿浴紙起身
[00:13:39.000 --> 00:13:41.000]  容易啦
[00:13:41.000 --> 00:13:43.000]  即係難啲啦
[00:13:43.000 --> 00:13:45.000]  拎緊個浴紙
[00:13:45.000 --> 00:13:47.000]  你講下容易啦
[00:13:47.000 --> 00:13:49.000]  我想聽聽姐妹知道
[00:13:49.000 --> 00:13:51.000]  耶穌講呢句說話呢
[00:13:51.000 --> 00:13:53.000]  唔係去刁難佢哋
[00:13:53.000 --> 00:13:55.000]  耶穌係講畀
[00:13:55.000 --> 00:13:57.000]  呢啲人聽
[00:13:57.000 --> 00:13:59.000]  耶穌係幾愛
[00:13:59.000 --> 00:14:01.000]  呢個癱子
[00:14:01.000 --> 00:14:03.000]  首先呢
[00:14:03.000 --> 00:14:05.000]  呢個癱子點解咁急黎見耶穌
[00:14:05.000 --> 00:14:07.000]  唔係因為佢癱呀
[00:14:07.000 --> 00:14:11.000]  佢好急黎見耶穌
[00:14:11.000 --> 00:14:13.000]  因為佢
[00:14:13.000 --> 00:14:15.000]  心裏面好多罪呀
[00:14:15.000 --> 00:14:17.000]  好多罪疚感呀
[00:14:19.000 --> 00:14:21.000]  佢呢個罪壓到佢好重呀
[00:14:21.000 --> 00:14:23.000]  佢叫幾個朋友
[00:14:23.000 --> 00:14:27.000]  黎到去抬佢去
[00:14:27.000 --> 00:14:29.000]  見耶穌
[00:14:29.000 --> 00:14:31.000]  呢幾個朋友呢
[00:14:31.000 --> 00:14:35.000]  睇到佢係癱
[00:14:35.000 --> 00:14:37.000]  唔單止係可憐
[00:14:37.000 --> 00:14:39.000]  佢係癱
[00:14:39.000 --> 00:14:41.000]  更加明白
[00:14:41.000 --> 00:14:43.000]  佢嗰種逼切感
[00:14:43.000 --> 00:14:47.000]  明白呢個癱咗嘅人
[00:14:47.000 --> 00:14:49.000]  佢嘅迫切感
[00:14:49.000 --> 00:14:51.000]  所以我成日都話呢
[00:14:51.000 --> 00:14:53.000]  我好欣賞呢四個人
[00:14:53.000 --> 00:14:55.000]  呢四個弟兄
[00:14:55.000 --> 00:14:57.000]  四個人做一樣野
[00:14:57.000 --> 00:15:01.000]  好特別嘅
[00:15:01.000 --> 00:15:03.000]  好超然嘅
[00:15:03.000 --> 00:15:05.000]  好unprecedented
[00:15:05.000 --> 00:15:07.000]  點樣講呀
[00:15:07.000 --> 00:15:09.000]  以前冇人做過嘅
[00:15:09.000 --> 00:15:13.000]  真係好犀利呀嘛
[00:15:13.000 --> 00:15:15.000]  教會開會呀嘛
[00:15:15.000 --> 00:15:17.000]  四個人點樣派啲餐都有派講呀
[00:15:17.000 --> 00:15:21.000]  邊個點樣做都有派講
[00:15:21.000 --> 00:15:23.000]  合一去做
[00:15:23.000 --> 00:15:25.000]  將呢個癱子
[00:15:25.000 --> 00:15:27.000]  去見耶穌
[00:15:27.000 --> 00:15:29.000]  呢個都係打開嘅叉嘅話呀
[00:15:29.000 --> 00:15:31.000]  所以弟兄姊妹呢
[00:15:31.000 --> 00:15:33.000]  如果你咩搞唔掂呢
[00:15:33.000 --> 00:15:35.000]  你唔好諗住搞得掂呀
[00:15:35.000 --> 00:15:37.000]  抬佢去見耶穌得㗎啦
[00:15:37.000 --> 00:15:39.000]  真㗎
[00:15:39.000 --> 00:15:41.000]  即係有陣時教啲弟兄姊妹走黎問牧師呀
[00:15:41.000 --> 00:15:43.000]  我搞唔掂呀
[00:15:43.000 --> 00:15:45.000]  我抬佢去見耶穌
[00:15:45.000 --> 00:15:47.000]  最多呀嘛
[00:15:47.000 --> 00:15:49.000]  搵佢去見耶穌
[00:15:49.000 --> 00:15:51.000]  耶穌搞掂
[00:15:51.000 --> 00:15:53.000]  佢哋見到呢種嘅迫切感
[00:15:53.000 --> 00:15:55.000]  究竟邊樣容易啲
[00:15:55.000 --> 00:15:57.000]  問一轉頭
[00:15:57.000 --> 00:15:59.000]  當然係醫好佢容易
[00:15:59.000 --> 00:16:01.000]  喺神嘅角度
[00:16:01.000 --> 00:16:03.000]  嚟睇
[00:16:03.000 --> 00:16:05.000]  你諗下創世紀嘅時候
[00:16:05.000 --> 00:16:07.000]  講到神說
[00:16:07.000 --> 00:16:09.000]  要有光就有光
[00:16:09.000 --> 00:16:11.000]  要有動物有動物
[00:16:11.000 --> 00:16:13.000]  要有熊貓有熊貓
[00:16:13.000 --> 00:16:15.000]  佢所有嘅嘢一講就有㗎啦
[00:16:15.000 --> 00:16:17.000]  所以
[00:16:17.000 --> 00:16:19.000]  神嘅醫治呢
[00:16:19.000 --> 00:16:21.000]  喺神嘅角度嚟睇呢
[00:16:21.000 --> 00:16:23.000]  係一個容易嘅事
[00:16:23.000 --> 00:16:27.000]  我哋前幾日呢
[00:16:27.000 --> 00:16:29.000]  星期四開始
[00:16:29.000 --> 00:16:31.000]  我哋為天氣祈禱
[00:16:31.000 --> 00:16:33.000]  因為嗰啲youtuber我哋
[00:16:33.000 --> 00:16:35.000]  去歷他河旅行
[00:16:35.000 --> 00:16:37.000]  我哋即刻去祈禱
[00:16:37.000 --> 00:16:39.000]  主人幫助
[00:16:39.000 --> 00:16:41.000]  呢班青少年
[00:16:41.000 --> 00:16:43.000]  去唔到好慘㗎嘛
[00:16:43.000 --> 00:16:45.000]  你話呢件事係咪容易做
[00:16:45.000 --> 00:16:47.000]  容易做㗎
