
[00:00:00.000 --> 00:00:03.640]  事實上California是一個很特別的地方
[00:02:05.360 --> 00:02:08.680]  讓我們知道怎樣邁向一個什麼的將來
[00:02:08.680 --> 00:02:12.560]  祈禱奉旨耶穌命求
[00:02:12.560 --> 00:02:15.920]  我不知道你在矽谷
[00:02:15.920 --> 00:02:16.560]  誰在矽谷
[00:02:16.560 --> 00:02:18.160]  誰在Silicon Valley工作的
[00:02:18.160 --> 00:02:20.160]  請舉手
[00:02:20.160 --> 00:02:22.880]  誰在Silicon Valley長大的
[00:02:22.880 --> 00:02:25.640]  請舉手
[00:02:25.640 --> 00:02:29.160]  誰在這裡BB開始的
[00:02:29.160 --> 00:02:32.760]  都很好笑
[00:02:32.760 --> 00:02:37.960]  當一班門徒跟了一個師父三年
[00:02:37.960 --> 00:02:41.320]  後來他突然間被人釘在十字架上
[00:02:41.320 --> 00:02:43.400]  死了
[00:02:43.400 --> 00:02:45.000]  埋葬了
[00:02:45.000 --> 00:02:47.240]  又不見了
[00:02:47.240 --> 00:02:49.840]  心裏面很悲傷
[00:02:49.840 --> 00:02:51.920]  很放棄
[00:02:51.920 --> 00:02:54.240]  重操故業
[00:02:54.240 --> 00:02:57.720]  做大佬的班長彼得
[00:02:57.720 --> 00:03:02.160]  帶他們回去打魚
[00:03:02.160 --> 00:03:04.160]  整晚打不打到
[00:03:04.160 --> 00:03:05.920]  打不到
[00:03:05.920 --> 00:03:08.520]  人生很崎嶇
[00:03:08.520 --> 00:03:09.680]  絕景
[00:03:09.680 --> 00:03:12.160]  南柯一夢
[00:03:12.160 --> 00:03:14.720]  我看Walter Isaacson
[00:03:14.720 --> 00:03:17.040]  那本書Steve Jobs
[00:03:17.040 --> 00:03:19.040]  又是教主
[00:03:19.040 --> 00:03:20.280]  教主之後
[00:03:20.280 --> 00:03:23.360]  我不知道Apple還有沒有新產品
[00:03:23.360 --> 00:03:26.200]  還有這麼多的
[00:03:26.200 --> 00:03:28.000]  不過最近
[00:03:28.000 --> 00:03:31.040]  這個iPhone 5C
[00:03:31.040 --> 00:03:32.320]  還是S
[00:03:32.320 --> 00:03:33.280]  S 是不是
[00:03:33.280 --> 00:03:35.040]  誰是金色的
[00:03:35.040 --> 00:03:36.680]  S
[00:03:36.680 --> 00:03:38.160]  在中國大陸
[00:03:38.160 --> 00:03:39.880]  你專門給它一個平板
[00:03:39.880 --> 00:03:41.600]  是沒有人買的
[00:03:41.600 --> 00:03:44.240]  怎麼會買平板呢
[00:03:44.240 --> 00:03:46.560]  越貴就越多人買
[00:03:46.560 --> 00:03:48.800]  越嘈氣
[00:03:48.800 --> 00:03:50.800]  雖然教主已死
[00:03:50.800 --> 00:03:53.640]  但好像我們的命運
[00:03:53.640 --> 00:03:55.880]  都繼續開心
[00:03:55.880 --> 00:03:58.880]  但當時的門徒很悲傷
[00:03:58.880 --> 00:04:00.960]  他去到墳墓
[00:04:00.960 --> 00:04:02.040]  看不到的時候
[00:04:02.040 --> 00:04:03.560]  有個天使說他不在這裏了
[00:04:03.560 --> 00:04:04.840]  離開了
[00:04:04.840 --> 00:04:11.240]  接著有一次耶穌復活後向他們顯現
[00:04:11.240 --> 00:04:16.280]  耶穌說你回去耶路撒冷等候
[00:04:16.280 --> 00:04:22.920]  回去那座山等候 加里尼等候
[00:04:22.920 --> 00:04:28.680]  Steve Jobs會不會回來和你見面
[00:04:28.680 --> 00:04:32.480]  事實上當時的門徒很悲傷
[00:04:32.480 --> 00:04:33.560]  很困難
[00:04:33.560 --> 00:04:35.280]  很depressed
[00:04:35.280 --> 00:04:37.920]  人生不知去那裏
[00:04:37.920 --> 00:04:41.320]  而耶穌又很有信心
[00:04:41.320 --> 00:04:46.000]  今天我們有兩位副總幹事來到
[00:04:46.000 --> 00:04:49.320]  人生有個cycle
[00:04:49.320 --> 00:04:51.080]  去到某一處
[00:04:51.080 --> 00:04:53.840]  你可能要退休 離開
[00:04:53.840 --> 00:04:55.400]  耶穌看著門徒
[00:04:55.400 --> 00:04:57.320]  祂又要做快升天
[00:04:57.320 --> 00:05:00.240]  這班門徒又很迷茫
[00:05:00.240 --> 00:05:02.320]  又很悲傷
[00:05:02.320 --> 00:05:03.800]  又很失望
[00:05:03.800 --> 00:05:04.920]  又很困難
[00:05:04.920 --> 00:05:05.720]  又不明白
[00:05:05.720 --> 00:05:08.160]  你知道耶穌釘十字架之前
[00:05:08.160 --> 00:05:10.120]  耶穌對門徒說
[00:05:10.120 --> 00:05:17.760]  人只要被殺 埋在墳墓三天復活
[00:05:17.760 --> 00:05:20.600]  那些門徒跟著做什麼?
[00:05:20.600 --> 00:05:23.240]  是爭誰為大
[00:05:23.240 --> 00:05:24.280]  你激不激死?
[00:05:24.280 --> 00:05:26.120]  你吐不吐血?
[00:05:26.120 --> 00:05:28.680]  這裏才告訴他要死
[00:05:28.680 --> 00:05:30.040]  復活他又不理
[00:05:30.040 --> 00:05:31.760]  爭誰為大
[00:05:31.760 --> 00:05:32.960]  有些更厲害
[00:05:32.960 --> 00:05:35.800]  有些青年人找誰出馬?
[00:05:35.800 --> 00:05:38.240]  找媽媽出馬
[00:05:38.240 --> 00:05:41.360]  媽媽說:我們兩個兒子
[00:05:41.360 --> 00:05:42.800]  可不可以一個坐在你右邊
[00:05:42.800 --> 00:05:44.360]  一個坐在你左邊
[00:05:44.360 --> 00:05:47.680]  當你成名之後
[00:05:47.680 --> 00:05:48.760]  一個叫Google
[00:05:48.760 --> 00:05:52.680]  一個叫Apple
[00:05:52.680 --> 00:05:54.680]  耶穌怎樣說?
[00:05:54.680 --> 00:05:57.880]  祂說:哪一個坐在我左邊右邊
[00:05:57.880 --> 00:05:59.080]  不是我決定
[00:05:59.080 --> 00:06:02.120]  不過你們兩個有份受苦
[00:06:02.120 --> 00:06:04.240]  有份捱苦
[00:06:04.240 --> 00:06:06.640]  我的杯 你要喝
[00:06:06.640 --> 00:06:11.040]  這群門徒實際上是怎樣交托的呢?
[00:06:11.040 --> 00:06:12.920]  根本不可思議
[00:06:12.920 --> 00:06:17.520]  不知道大家對新的蘋果CEO有沒有信心
[00:06:17.520 --> 00:06:19.160]  有信心的舉手
[00:06:19.160 --> 00:06:21.160]  沒有信心的舉手
[00:06:21.160 --> 00:06:24.880]  不敢舉手的舉手
[00:06:24.880 --> 00:06:27.040]  真的不容易
[00:06:27.040 --> 00:06:30.040]  曾經一度的股價下跌得很厲害
[00:06:30.040 --> 00:06:33.520]  現在好像起來了
[00:06:33.520 --> 00:06:35.880]  所以耶穌對著那些門徒怎樣說呢?
[00:06:35.880 --> 00:06:37.240]  祂又要離開
[00:06:37.240 --> 00:06:38.560]  那些門徒又迷惘
[00:06:38.560 --> 00:06:40.400]  他們人生是沒有意義的
[00:06:40.400 --> 00:06:43.880]  今天我就和大家讀一段很熟悉的經文
[00:06:43.880 --> 00:06:46.880]  就是在《馬太福音》第28章
[00:06:46.880 --> 00:06:51.880]  耶穌怎樣說呢?
[00:06:51.880 --> 00:06:55.640]  我們下一章
[00:06:55.640 --> 00:06:57.200]  你們沒有聖經吧?
[00:06:57.200 --> 00:07:02.680]  拿個iPhone出來看看
[00:07:02.680 --> 00:07:08.560]  當然是被那些港元中壞了打出來的
[00:07:08.560 --> 00:07:12.000]  祂說十六節
[00:07:12.000 --> 00:07:14.800]  十七節
[00:07:14.800 --> 00:07:18.960]  十一個門徒往加利尼去到耶穌約定的山上
[00:07:18.960 --> 00:07:20.960]  他們見到耶穌就拜祂
[00:07:20.960 --> 00:07:23.240]  然而還有人疑惑
[00:07:23.240 --> 00:07:25.240]  耶穌進前來對他們說
[00:07:25.240 --> 00:07:26.960]  怎樣說呢?
[00:07:26.960 --> 00:07:28.680]  一起讀
[00:07:28.680 --> 00:07:35.200]  天上地下所有的權柄都伺給我了
[00:07:35.200 --> 00:07:37.520]  大家很有興趣的「所以」那句
[00:07:37.520 --> 00:07:40.800]  每次別人說傳福音、大使命就說「所以」
[00:07:40.800 --> 00:07:43.680]  就忘記了前面那句最重要
[00:07:43.680 --> 00:07:46.280]  所以我先不讀下面
[00:07:46.280 --> 00:07:50.240]  耶穌對著這些迷惑的門徒說
[00:07:50.240 --> 00:07:57.280]  天上地下所有的權柄都伺給我了
[00:07:57.280 --> 00:07:59.000]  很重要
[00:07:59.000 --> 00:08:00.880]  死如復活
[00:08:00.880 --> 00:08:06.560]  是從死亡、從苦難、從災難而來
[00:08:06.560 --> 00:08:08.880]  Mel Gibson拍了一套電影
[00:08:08.880 --> 00:08:13.360]  《The Passion of Christ》
[00:08:13.360 --> 00:08:16.320]  他受苦受了多少分鐘在那套電影?
[00:08:16.320 --> 00:08:18.080]  誰有數過?
[00:08:18.080 --> 00:08:19.680]  四十五分鐘
[00:08:19.680 --> 00:08:20.640]  我數過
[00:08:20.640 --> 00:08:24.640]  一邊看一邊記住
[00:08:24.640 --> 00:08:29.480]  是受苦釘十字架死去
[00:08:29.480 --> 00:08:31.720]  然後耶穌怎樣說呢?
[00:08:31.720 --> 00:08:37.120]  天上地下所有的權柄都伺給我了
[00:08:37.120 --> 00:08:39.240]  人是很重視成功的
[00:08:39.240 --> 00:08:41.840]  人是很重視天下無敵的
[00:08:41.840 --> 00:08:44.440]  你知不知道奧運的故事?
[00:08:44.440 --> 00:08:46.840]  你知不知道運動員的故事?
[00:08:46.840 --> 00:08:50.840]  每一個一早起來讀中學、讀大學
[00:08:50.840 --> 00:08:53.640]  一早起來四五點鐘有人睡覺的時候
[00:08:53.640 --> 00:08:57.440]  就要連跑、連繩、覆命下、跳水
[00:08:57.440 --> 00:08:58.640]  斷了多少條肋骨?
[00:08:58.640 --> 00:08:59.840]  你知不知道?
[00:08:59.840 --> 00:09:01.640]  人是要看結果的
[00:09:01.640 --> 00:09:03.240]  很少看過程的
[00:09:03.240 --> 00:09:04.640]  很少看苦難的時候
[00:09:04.640 --> 00:09:05.520]  受苦的時候
[00:09:05.520 --> 00:09:07.440]  就等他拿獎那一刻
[00:09:07.440 --> 00:09:10.640]  最近李慧詩拿了兩個獎
[00:09:10.640 --> 00:09:14.440]  叫做超前單車賽
[00:09:14.440 --> 00:09:16.640]  這麼容易?
[00:09:16.640 --> 00:09:18.240]  看人成功很容易
[00:09:18.240 --> 00:09:19.840]  背後很困難
[00:09:19.840 --> 00:09:22.640]  對不對?
[00:09:22.640 --> 00:09:27.640]  天上地下所有的權柄都伺給我了
[00:09:27.640 --> 00:09:28.840]  什麼意思?
[00:09:28.840 --> 00:09:32.840]  什麼叫天上地下所有的權柄?
[00:09:32.840 --> 00:09:34.840]  在創造來說
[00:09:34.840 --> 00:09:38.640]  在哥羅西書第一章第十六節
[00:09:38.640 --> 00:09:39.840]  你們不用看了
[00:09:39.840 --> 00:09:41.840]  就聽我讀吧
[00:09:41.840 --> 00:09:45.840]  哥羅西書第一章第十六節
[00:09:45.840 --> 00:09:50.840]  就說到我們主耶穌十六、十七節
[00:09:50.840 --> 00:09:53.840]  因為萬有都是靠他做的
[00:09:53.840 --> 00:09:58.840]  無論是天上的、地上的、能看見的、不能看見的
[00:09:58.840 --> 00:10:01.840]  或是有為的、主治的、執政的、掌權的
[00:10:01.840 --> 00:10:04.840]  一概都是藉著他做的
[00:10:04.840 --> 00:10:06.840]  又是為他做的
[00:10:06.840 --> 00:10:08.840]  你信不信?
[00:10:08.840 --> 00:10:10.840]  你信不信我們的主耶穌
[00:10:10.840 --> 00:10:12.840]  萬有都是靠他做的
[00:10:12.840 --> 00:10:17.840]  無論是天上的、地上的、能看見的、不能看見的
[00:10:17.840 --> 00:10:20.840]  或是有為的、主治的、執政的、掌權的
[00:10:20.840 --> 00:10:23.840]  一概都是藉著他做的
[00:10:23.840 --> 00:10:25.840]  又是為他做的
[00:10:25.840 --> 00:10:27.840]  相信的請舉手
[00:10:27.840 --> 00:10:30.840]  是真的
[00:10:30.840 --> 00:10:33.840]  我們的主耶穌在創世的時候
[00:10:33.840 --> 00:10:36.840]  已經是奠立世界的根基
[00:10:36.840 --> 00:10:38.840]  你記不記得有一個人叫約伯
[00:10:38.840 --> 00:10:40.840]  死了很多子女很多的困難
[00:10:40.840 --> 00:10:42.840]  然後神怎樣跟他說?
[00:10:42.840 --> 00:10:43.840]  神怎樣跟他說?
[00:10:43.840 --> 00:10:45.840]  神說我創造天地的時候在哪裡?
[00:10:45.840 --> 00:10:47.840]  神用兩個動物
[00:10:47.840 --> 00:10:49.840]  特別很詳細解釋
[00:10:49.840 --> 00:10:50.840]  神創造的奧秘
[00:10:50.840 --> 00:10:54.840]  哪兩個動物?
[00:10:54.840 --> 00:10:55.840]  一個河馬
[00:10:55.840 --> 00:10:59.840]  一個鱷魚
[00:10:59.840 --> 00:11:01.840]  河馬在水中
[00:11:01.840 --> 00:11:03.840]  在陸地
[00:11:03.840 --> 00:11:06.840]  堅石魚、皮堅魚
[00:11:06.840 --> 00:11:08.840]  怎樣都弄不死牠
[00:11:08.840 --> 00:11:09.840]  鱷魚就是
[00:11:09.840 --> 00:11:10.840]  很堅固
[00:11:10.840 --> 00:11:11.840]  神有很多奧秘
[00:11:11.840 --> 00:11:13.840]  創造奧秘
[00:11:13.840 --> 00:11:15.840]  神的智慧很大
[00:11:15.840 --> 00:11:19.840]  何止一個iPhone
[00:11:19.840 --> 00:11:21.840]  我很喜歡看蝴蝶
[00:11:21.840 --> 00:11:23.840]  蝴蝶有多少種?
[00:11:23.840 --> 00:11:24.840]  很多千種
[00:11:24.840 --> 00:11:26.840]  我最喜歡看youtube
[00:11:26.840 --> 00:11:29.840]  看那些人去巴西
[00:11:29.840 --> 00:11:31.840]  熱帶森林rainforest
[00:11:31.840 --> 00:11:35.840]  那些蝴蝶的品種很美
[00:11:35.840 --> 00:11:38.840]  你猜人類的智慧進步還是退步?
[00:11:38.840 --> 00:11:40.840]  神有一次創造了天地之後
[00:11:40.840 --> 00:11:43.840]  帶亞當來看萬物
[00:11:43.840 --> 00:11:45.840]  其中一樣我猜是蝴蝶
[00:11:45.840 --> 00:11:49.840]  然後替六千種蝴蝶起名
[00:11:49.840 --> 00:11:52.840]  都不簡單
[00:11:52.840 --> 00:11:54.840]  六千種蝴蝶起名
[00:11:54.840 --> 00:11:57.840]  我不知道今天我們的智慧
[00:11:57.840 --> 00:12:01.840]  和當時亞當的智慧有什麼比較
[00:12:01.840 --> 00:12:03.840]  創造
[00:12:03.840 --> 00:12:05.840]  神是創造的主
[00:12:05.840 --> 00:12:07.840]  剛才很好
[00:12:07.840 --> 00:12:10.840]  我們的worship team讀了一段經文
[00:12:10.840 --> 00:12:12.840]  就是講我們救贖的主
[00:12:12.840 --> 00:12:15.840]  就是菲勒比書第二章
[00:12:15.840 --> 00:12:17.840]  他說什麼呢?
[00:12:17.840 --> 00:12:20.840]  這裡說
[00:12:20.840 --> 00:12:22.840]  他本有神的形象
[00:12:22.840 --> 00:12:25.840]  不以自己與神同等為強奪的
[00:12:25.840 --> 00:12:29.840]  反倒虛己取你奴僕的形象
[00:12:29.840 --> 00:12:30.840]  既有人的樣子
[00:12:30.840 --> 00:12:31.840]  就自己卑微
[00:12:31.840 --> 00:12:32.840]  全心信服
[00:12:32.840 --> 00:12:33.840]  以致於死
[00:12:33.840 --> 00:12:35.840]  且死在十字架上
[00:12:35.840 --> 00:12:38.840]  因此
[00:12:38.840 --> 00:12:42.840]  所以神將他升為至高
[00:12:42.840 --> 00:12:45.840]  由此給那日超乎萬名之上的名
[00:12:45.840 --> 00:12:47.840]  叫一切在天上的
[00:12:47.840 --> 00:12:48.840]  地上的
[00:12:48.840 --> 00:12:49.840]  和地底下的
[00:12:49.840 --> 00:12:50.840]  因耶穌的名
[00:12:50.840 --> 00:12:51.840]  無不屈膝
[00:12:51.840 --> 00:12:53.840]  無不口稱耶穌基督為主
[00:12:53.840 --> 00:12:56.840]  使榮耀歸於父神
[00:12:56.840 --> 00:12:58.840]  所以他第一
[00:12:58.840 --> 00:13:01.840]  他創造天下無敵
[00:13:01.840 --> 00:13:03.840]  創造了所有的
[00:13:03.840 --> 00:13:05.840]  但是今天
[00:13:05.840 --> 00:13:06.840]  他因為救贖
[00:13:06.840 --> 00:13:09.840]  從死裡逃生
[00:13:09.840 --> 00:13:12.840]  他又是天下無敵
[00:13:12.840 --> 00:13:15.840]  因為他去到人最卑微
[00:13:15.840 --> 00:13:17.840]  我們經常做青年工作
[00:13:17.840 --> 00:13:19.840]  你知道什麼叫謙卑嗎?
[00:13:19.840 --> 00:13:21.840]  謙卑不是說我不懂
[00:13:21.840 --> 00:13:22.840]  我什麼都不懂
[00:13:22.840 --> 00:13:23.840]  不懂得做
[00:13:23.840 --> 00:13:24.840]  不是
[00:13:24.840 --> 00:13:26.840]  謙卑是什麼呢?
[00:13:26.840 --> 00:13:28.840]  Aim for the best
[00:13:28.840 --> 00:13:29.840]  做到全世界最好的
[00:13:29.840 --> 00:13:31.840]  然後呢?
[00:13:31.840 --> 00:13:34.840]  Aim high and serve low
[00:13:34.840 --> 00:13:36.840]  Aim high and serve low
[00:13:36.840 --> 00:13:38.840]  你是學到最好的
[00:13:38.840 --> 00:13:39.840]  最精的
[00:13:39.840 --> 00:13:40.840]  最叻的
[00:13:40.840 --> 00:13:41.840]  不過你服侍
[00:13:41.840 --> 00:13:44.840]  我選擇了
[00:13:44.840 --> 00:13:45.840]  求主給我
[00:13:45.840 --> 00:13:47.840]  有機會我什麼都不懂
[00:13:47.840 --> 00:13:48.840]  我小時候又沒什麼看電影
[00:13:48.840 --> 00:13:50.840]  我以前的電影
[00:13:50.840 --> 00:13:51.840]  是要很保守的
[00:13:51.840 --> 00:13:52.840]  你逛過戲院
[00:13:52.840 --> 00:13:53.840]  都要逛過對面的
[00:13:53.840 --> 00:13:55.840]  不要被世俗沾染
[00:13:55.840 --> 00:13:57.840]  電影是世界的
[00:13:57.840 --> 00:13:59.840]  是魔鬼的陣地
[00:13:59.840 --> 00:14:01.840]  後來我讀電影
[00:14:01.840 --> 00:14:03.840]  讀神學
[00:14:03.840 --> 00:14:06.840]  然後希望影響青年人
[00:14:06.840 --> 00:14:08.840]  在南加大學
[00:14:08.840 --> 00:14:09.840]  好像在Silicon Valley
[00:14:09.840 --> 00:14:11.840]  很漂亮的Lab
[00:14:11.840 --> 00:14:12.840]  那些Sound Effects
[00:14:12.840 --> 00:14:13.840]  那些房間Mixing
[00:14:13.840 --> 00:14:14.840]  幾下的Track
[00:14:14.840 --> 00:14:16.840]  又回到香港
[00:14:16.840 --> 00:14:18.840]  突破
[00:14:18.840 --> 00:14:19.840]  蔡醫生帶我在德城街
[00:14:19.840 --> 00:14:21.840]  一個小小的Office
[00:14:21.840 --> 00:14:23.840]  但走到最後
[00:14:23.840 --> 00:14:25.840]  有個小小的廁所
[00:14:25.840 --> 00:14:26.840]  他說永泰
[00:14:26.840 --> 00:14:27.840]  你可不可以將這個廁所
[00:14:27.840 --> 00:14:29.840]  當為影音部
[00:14:29.840 --> 00:14:34.840]  永泰
[00:14:34.840 --> 00:14:36.840]  Surf Low
[00:14:36.840 --> 00:14:38.840]  怎樣來到開始影音部
[00:14:38.840 --> 00:14:39.840]  器材又沒有
[00:14:39.840 --> 00:14:41.840]  只有廁所
[00:14:41.840 --> 00:14:44.840]  又有個不知道什麼執事
[00:14:44.840 --> 00:14:47.840]  給了我爛鬼的錄音機
[00:14:47.840 --> 00:14:48.840]  他自己都不愛了
[00:14:48.840 --> 00:14:49.840]  勾了模特兒
[00:14:49.840 --> 00:14:51.840]  他都覺得沒什麼需要了
[00:14:51.840 --> 00:14:52.840]  就扔了給我
[00:14:52.840 --> 00:14:54.840]  你怎樣開始
[00:14:55.840 --> 00:14:57.840]  我們等同事放了工
[00:14:57.840 --> 00:14:59.840]  就拿了他的Office
[00:14:59.840 --> 00:15:01.840]  鋪了一些黑布
[00:15:01.840 --> 00:15:02.840]  後面打燈
[00:15:02.840 --> 00:15:03.840]  篤些洞
[00:15:03.840 --> 00:15:05.840]  又弄一個太空
[00:15:05.840 --> 00:15:06.840]  找些Lego
[00:15:06.840 --> 00:15:07.840]  找些太空船
[00:15:07.840 --> 00:15:09.840]  然後找些幻燈
[00:15:09.840 --> 00:15:11.840]  又借公理堂的風琴
[00:15:11.840 --> 00:15:12.840]  彈Sound Effects
[00:15:12.840 --> 00:15:15.840]  然後播一個叫太空呼吸艦隊
[00:15:15.840 --> 00:15:16.840]  說那些人在艦隊
[00:15:16.840 --> 00:15:17.840]  會動的
[00:15:17.840 --> 00:15:18.840]  那時候幻燈
[00:15:18.840 --> 00:15:19.840]  有些梳子
[00:15:19.840 --> 00:15:20.840]  找隻腳來按
[00:15:20.840 --> 00:15:21.840]  這裡隻手動
[00:15:21.840 --> 00:15:23.840]  一馬騮氣
[00:15:23.840 --> 00:15:24.840]  搞一輪
[00:15:24.840 --> 00:15:25.840]  放完之後
[00:15:25.840 --> 00:15:27.840]  突破創辦人之一
[00:15:27.840 --> 00:15:28.840]  蘇恩配
[00:15:28.840 --> 00:15:29.840]  姐妹
[00:15:29.840 --> 00:15:30.840]  靜靜的走到我旁邊
[00:15:30.840 --> 00:15:31.840]  永泰
[00:15:31.840 --> 00:15:33.840]  我們的影音部
[00:15:33.840 --> 00:15:35.840]  找對了人了
[00:15:35.840 --> 00:15:40.840]  Aim high and serve low
[00:15:40.840 --> 00:15:42.840]  真的不容易
[00:15:42.840 --> 00:15:44.840]  幻燈機壞了又要修
[00:15:44.840 --> 00:15:46.840]  很複雜
[00:15:46.840 --> 00:15:47.840]  怎樣焦圖
[00:15:47.840 --> 00:15:48.840]  要殺出來
[00:15:48.840 --> 00:15:49.840]  在一個香港
[00:15:49.840 --> 00:15:53.840]  是全世界三大電影的生產城市
[00:15:53.840 --> 00:15:55.840]  和荷里活
[00:15:55.840 --> 00:15:56.840]  和印度
[00:15:56.840 --> 00:15:58.840]  我們焦圖怎樣殺出來
[00:15:58.840 --> 00:16:00.840]  我們記得我們在這裡
[00:16:00.840 --> 00:16:01.840]  三藩市
[00:16:01.840 --> 00:16:03.840]  Palace of Fine Arts
[00:16:03.840 --> 00:16:06.840]  1987年
[00:16:06.840 --> 00:16:09.840]  就放過一套羹
[00:16:09.840 --> 00:16:11.840]  放過很多場
[00:16:11.840 --> 00:16:12.840]  後來又加一場
[00:16:12.840 --> 00:16:14.840]  Multi image
[00:16:14.840 --> 00:16:17.840]  那時候還沒有Multiple image的video
[00:16:17.840 --> 00:16:20.840]  Multi image現在很多很多
[00:16:20.840 --> 00:16:22.840]  開場的時候
[00:16:22.840 --> 00:16:23.840]  我們在遠東
[00:16:23.840 --> 00:16:25.840]  在Toronto播映的時候
[00:16:25.840 --> 00:16:26.840]  一開場沒多久
[00:16:26.840 --> 00:16:28.840]  因為遠東是一個新戲院
[00:16:28.840 --> 00:16:29.840]  在Toronto
[00:16:29.840 --> 00:16:30.840]  當時有五場
[00:16:30.840 --> 00:16:31.840]  接著爆了
[00:16:31.840 --> 00:16:32.840]  又再加五場
[00:16:32.840 --> 00:16:33.840]  一開場的時候五分鐘
[00:16:33.840 --> 00:16:34.840]  有個人說
[00:16:34.840 --> 00:16:36.840]  為什麼訪問的人不動
[00:16:36.840 --> 00:16:38.840]  幻燈來的
[00:16:38.840 --> 00:16:39.840]  不是電影
[00:16:39.840 --> 00:16:40.840]  不動的
[00:16:40.840 --> 00:16:41.840]  為什麼這麼多人看
[00:16:41.840 --> 00:16:42.840]  老闆不太明白
[00:16:42.840 --> 00:16:44.840]  為什麼這麼多人看
[00:16:44.840 --> 00:16:46.840]  他是捕捉中國人
[00:16:46.840 --> 00:16:49.840]  經歷到不同的社會變遷
[00:16:49.840 --> 00:16:50.840]  不同的年代
[00:16:50.840 --> 00:16:52.840]  當時97
[00:16:52.840 --> 00:16:53.840]  也是面對變遷
[00:16:53.840 --> 00:16:54.840]  我就捕捉了中國人
[00:16:54.840 --> 00:16:55.840]  七個時代
[00:16:55.840 --> 00:16:58.840]  七個面對社會變遷的勇氣
[00:16:58.840 --> 00:16:59.840]  價值
[00:16:59.840 --> 00:17:02.840]  和對人的價值的判斷
[00:17:02.840 --> 00:17:05.840]  不容易的
[00:17:05.840 --> 00:17:07.840]  從廁所開始
[00:17:07.840 --> 00:17:10.840]  Aim high and serve low
[00:17:10.840 --> 00:17:12.840]  I'm challenging you guys
[00:17:12.840 --> 00:17:14.840]  Go back to India
[00:17:14.840 --> 00:17:16.840]  Go to Africa
[00:17:16.840 --> 00:17:17.840]  Go to Bangladesh
[00:17:17.840 --> 00:17:19.840]  Cambodia
[00:17:19.840 --> 00:17:22.840]  香港已經太先進了
[00:17:22.840 --> 00:17:29.840]  去到How can you start your software engine in a hut
[00:17:29.840 --> 00:17:31.840]  我以前去過竹波
[00:17:31.840 --> 00:17:32.840]  日本
[00:17:32.840 --> 00:17:35.840]  他有些鬼太郎館
[00:17:35.840 --> 00:17:36.840]  怎樣high tech
[00:17:36.840 --> 00:17:37.840]  又在hut裏面
