
[00:00:00.000 --> 00:00:03.000]  各位電影節目,記不記得上一個月講到
[00:03:01.000 --> 00:03:06.000]  因此,我們敬見你們順從主耶穌
[00:03:06.000 --> 00:03:08.000]  親愛眾聖徒
[00:03:08.000 --> 00:03:11.000]  就為你們不絕地感謝神
[00:03:11.000 --> 00:03:14.000]  禱告的時候常提到你們
[00:03:14.000 --> 00:03:16.000]  十七,十八節
[00:03:16.000 --> 00:03:19.000]  求我們主耶穌基督的神
[00:03:19.000 --> 00:03:21.000]  榮耀的父
[00:03:21.000 --> 00:03:24.000]  將那賜人智慧和啟示的靈
[00:03:24.000 --> 00:03:26.000]  賞給你們
[00:03:26.000 --> 00:03:28.000]  使你們真知道他
[00:03:28.000 --> 00:03:32.000]  並且照明你們心中的眼睛
[00:03:32.000 --> 00:03:37.000]  使你們知道他的恩兆有何等指望
[00:03:37.000 --> 00:03:40.000]  他在聖徒中得的基業
[00:03:40.000 --> 00:03:43.000]  有何等豐盛的榮耀
[00:03:43.000 --> 00:03:47.000]  教會的建立
[00:03:47.000 --> 00:03:52.000]  這裡提醒我們禱告,禱告,再禱告
[00:03:52.000 --> 00:03:56.000]  我相信弟兄姊妹上過初信栽培
[00:03:56.000 --> 00:03:59.000]  都清楚禱告的手
[00:03:59.000 --> 00:04:04.000]  其中有兩樣就是感謝和代求
[00:04:04.000 --> 00:04:05.000]  感謝
[00:04:05.000 --> 00:04:07.000]  我們在生活上很容易感謝神
[00:04:07.000 --> 00:04:09.000]  因為我們經歷到神對我們生命
[00:04:09.000 --> 00:04:14.000]  有很多豐盛的祝福和保守
[00:04:14.000 --> 00:04:15.000]  感謝
[00:04:15.000 --> 00:04:17.000]  耳筆所書
[00:04:17.000 --> 00:04:19.000]  這裡提到保羅
[00:04:19.000 --> 00:04:21.000]  耳筆所這個教會是保羅
[00:04:21.000 --> 00:04:23.000]  在第二次報道
[00:04:23.000 --> 00:04:25.000]  他的旅行報道裡面
[00:04:25.000 --> 00:04:27.000]  經過的時候傳福音
[00:04:27.000 --> 00:04:30.000]  帶了很多人信耶穌
[00:04:30.000 --> 00:04:32.000]  而保羅再有機會
[00:04:32.000 --> 00:04:34.000]  其實耳筆所教會很蒙福
[00:04:34.000 --> 00:04:36.000]  因為保羅有機會再回去
[00:04:36.000 --> 00:04:38.000]  在第三次旅行報道的行程
[00:04:38.000 --> 00:04:40.000]  回到那裡
[00:04:40.000 --> 00:04:45.000]  大概我們知道留了三年的時間
[00:04:45.000 --> 00:04:49.000]  以至耳筆所的教會被建立起來
[00:04:49.000 --> 00:04:52.000]  當保羅離開這間教會的時候
[00:04:52.000 --> 00:04:55.000]  這裡說他的心
[00:04:55.000 --> 00:04:57.000]  這裡說他的心
[00:04:57.000 --> 00:04:59.000]  經常記掛著他們
[00:04:59.000 --> 00:05:01.000]  一聽見耳筆所
[00:05:01.000 --> 00:05:02.000]  弟兄姊妹
[00:05:02.000 --> 00:05:04.000]  他們對主的信心
[00:05:04.000 --> 00:05:06.000]  弟兄姊妹很有愛心
[00:05:06.000 --> 00:05:08.000]  愛主愛人的情況下
[00:05:08.000 --> 00:05:10.000]  保羅就不斷地
[00:05:10.000 --> 00:05:17.000]  忍不住地為他們感謝神
[00:05:17.000 --> 00:05:18.000]  弟兄姊妹
[00:05:18.000 --> 00:05:20.000]  當我寫在這裡的時候
[00:05:20.000 --> 00:05:23.000]  我想起我認識一個老宣教士
[00:05:23.000 --> 00:05:26.000]  我認識他的時候已經是八十多歲
[00:05:26.000 --> 00:05:29.000]  這個宣教士已經是回天家了
[00:05:29.000 --> 00:05:31.000]  這個宣教士有什麼特別呢
[00:05:31.000 --> 00:05:34.000]  他是一個瑞士的人
[00:05:34.000 --> 00:05:36.000]  瑞士的人說瑞士話
[00:05:36.000 --> 00:05:38.000]  我和他用英文溝通
[00:05:38.000 --> 00:05:40.000]  也不是溝通得很好
[00:05:40.000 --> 00:05:43.000]  但是這個瑞士的人
[00:05:43.000 --> 00:05:50.000]  他能夠說出很流利的客家話
[00:05:50.000 --> 00:05:52.000]  有沒有客家人在這裡
[00:05:52.000 --> 00:05:54.000]  客家人喔
[00:05:54.000 --> 00:05:57.000]  我不是客家人
[00:05:57.000 --> 00:05:58.000]  我也不是客家人
[00:05:58.000 --> 00:06:00.000]  我只會說這兩句
[00:06:00.000 --> 00:06:01.000]  但是這個宣教士
[00:06:01.000 --> 00:06:03.000]  他能說出很流利的客家話
[00:06:03.000 --> 00:06:04.000]  為什麼呢
[00:06:04.000 --> 00:06:06.000]  因為他年輕的時候
[00:06:06.000 --> 00:06:09.000]  他把他的時光他的青春
[00:06:09.000 --> 00:06:10.000]  獻給主
[00:06:10.000 --> 00:06:12.000]  主又帶領他到中國大陸
[00:06:12.000 --> 00:06:14.000]  去了客家的農村裡面
[00:06:14.000 --> 00:06:17.000]  向客家人傳福音建立教會
[00:06:17.000 --> 00:06:20.000]  這個就是他年輕正值壯年的時候
[00:06:20.000 --> 00:06:22.000]  大部分的時間
[00:06:22.000 --> 00:06:25.000]  就是在客家的地方傳福音
[00:06:25.000 --> 00:06:27.000]  哇
[00:06:27.000 --> 00:06:30.000]  後來這個宣教士他年紀大了
[00:06:30.000 --> 00:06:31.000]  退休了
[00:06:31.000 --> 00:06:34.000]  回到自己家鄉瑞士生活
[00:06:34.000 --> 00:06:36.000]  當然他也有癌症
[00:06:36.000 --> 00:06:38.000]  是很多年的
[00:06:38.000 --> 00:06:39.000]  接受治療
[00:06:39.000 --> 00:06:41.000]  但是當我認識他的時候
[00:06:41.000 --> 00:06:43.000]  我就是負責
[00:06:43.000 --> 00:06:45.000]  有時候他身體許可的時候
[00:06:45.000 --> 00:06:47.000]  年紀很大了
[00:06:47.000 --> 00:06:48.000]  七十幾八十幾歲
[00:06:48.000 --> 00:06:50.000]  他每一年如果身體好
[00:06:50.000 --> 00:06:52.000]  他都繼續回去
[00:06:52.000 --> 00:06:55.000]  大概有十幾二十天
[00:06:55.000 --> 00:06:56.000]  回到中國大陸
[00:06:56.000 --> 00:06:58.000]  這些客家農村的地方
[00:06:58.000 --> 00:07:00.000]  去探訪當地的教會
[00:07:00.000 --> 00:07:02.000]  探訪當地的弟兄姊妹
[00:07:02.000 --> 00:07:06.000]  有一次我去到瑞士
[00:07:06.000 --> 00:07:08.000]  探訪他的時候
[00:07:08.000 --> 00:07:11.000]  我住在他家裡一晚跟他聊天
[00:07:11.000 --> 00:07:13.000]  我發現什麼呢
[00:07:13.000 --> 00:07:16.000]  我發現原來他家裡
[00:07:16.000 --> 00:07:18.000]  有中文聖經
[00:07:18.000 --> 00:07:20.000]  有客家話的聖經
[00:07:20.000 --> 00:07:21.000]  原來他每一天
[00:07:21.000 --> 00:07:25.000]  他都繼續堅持用客家話的聖經來讀經
[00:07:25.000 --> 00:07:27.000]  每一天早上的時間
[00:07:27.000 --> 00:07:28.000]  祈禱的時間
[00:07:28.000 --> 00:07:30.000]  他就用客家話祈禱
[00:07:30.000 --> 00:07:32.000]  為一群客家的弟兄姊妹
[00:07:32.000 --> 00:07:33.000]  客家的教會
[00:07:33.000 --> 00:07:36.000]  客家微信的人去祈禱
[00:07:37.000 --> 00:07:38.000]  嘩
[00:07:38.000 --> 00:07:40.000]  當我感受到
[00:07:40.000 --> 00:07:43.000]  這個長者
[00:07:43.000 --> 00:07:45.000]  他已經息奴歸主
[00:07:45.000 --> 00:07:46.000]  翻攤天家
[00:07:46.000 --> 00:07:49.000]  但是每一次我想起他的時候
[00:07:49.000 --> 00:07:50.000]  他不是一個客家人
[00:07:50.000 --> 00:07:51.000]  但是他的心
[00:07:51.000 --> 00:07:53.000]  是多麼地記掛客家
[00:07:53.000 --> 00:07:55.000]  多麼地愛客家
[00:07:55.000 --> 00:07:58.000]  同樣地今天弟兄姊妹
[00:07:58.000 --> 00:08:00.000]  我們有沒有很愛
[00:08:00.000 --> 00:08:02.000]  我們自己的家人呢
[00:08:02.000 --> 00:08:04.000]  可能我們的家人不在我們身邊
[00:08:04.000 --> 00:08:06.000]  有沒有很愛我們的家鄉
[00:08:06.000 --> 00:08:09.000]  我們有沒有一個這樣記掛的心
[00:08:09.000 --> 00:08:11.000]  記掛為他們祈禱
[00:08:11.000 --> 00:08:13.000]  為他們感謝
[00:08:13.000 --> 00:08:16.000]  慈祥地為他們感謝神
[00:08:16.000 --> 00:08:19.000]  我們禱告裏面
[00:08:19.000 --> 00:08:20.000]  我們感謝
[00:08:20.000 --> 00:08:22.000]  也為他們代求
[00:08:22.000 --> 00:08:23.000]  保羅表示
[00:08:23.000 --> 00:08:25.000]  在祈禱裏面經常提到他們
[00:08:25.000 --> 00:08:28.000]  在禱告裏面紀念他們的需要
[00:08:28.000 --> 00:08:29.000]  當然
[00:08:29.000 --> 00:08:30.000]  保羅在這裏
[00:08:30.000 --> 00:08:33.000]  他充分表達到
[00:08:33.000 --> 00:08:36.000]  流露了保羅那份目者的心腸
[00:08:36.000 --> 00:08:38.000]  雖然他和這班
[00:08:38.000 --> 00:08:40.000]  已不所教會的弟兄姊妹
[00:08:40.000 --> 00:08:42.000]  分隔很遠的地方
[00:08:42.000 --> 00:08:44.000]  但是他的心一直掛念
[00:08:44.000 --> 00:08:46.000]  關心他們的需要
[00:08:46.000 --> 00:08:47.000]  以致他的禱告
[00:08:47.000 --> 00:08:49.000]  經常為他們祈求
[00:08:49.000 --> 00:08:52.000]  弟兄姊妹
[00:08:52.000 --> 00:08:53.000]  我相信我們在座當中
[00:08:53.000 --> 00:08:56.000]  很多弟兄姊妹都是來自香港
[00:08:56.000 --> 00:08:58.000]  在過往一個月
[00:08:58.000 --> 00:09:00.000]  我相信大家都很留意
[00:09:00.000 --> 00:09:02.000]  香港的情況
[00:09:02.000 --> 00:09:03.000]  是不是
[00:09:03.000 --> 00:09:05.000]  過往一個月
[00:09:05.000 --> 00:09:07.000]  我都是在香港
[00:09:07.000 --> 00:09:09.000]  有時在現場
[00:09:09.000 --> 00:09:12.000]  或者在電視看到很多的情況
[00:09:12.000 --> 00:09:14.000]  你的心
[00:09:14.000 --> 00:09:16.000]  有沒有被觸動
[00:09:16.000 --> 00:09:20.000]  除了有很多不同的感受出來之外
[00:09:20.000 --> 00:09:21.000]  你的心
[00:09:21.000 --> 00:09:24.000]  有沒有切切地
[00:09:24.000 --> 00:09:26.000]  為這個地方
[00:09:26.000 --> 00:09:28.000]  為這個地方的人
[00:09:28.000 --> 00:09:29.000]  發生的事情
[00:09:29.000 --> 00:09:31.000]  去禱告守望
[00:09:33.000 --> 00:09:35.000]  禱告
[00:09:35.000 --> 00:09:38.000]  禱告是非常非常之重要
[00:09:38.000 --> 00:09:40.000]  禱告
[00:09:40.000 --> 00:09:41.000]  我很相信
[00:09:41.000 --> 00:09:42.000]  因為在過往一個月
[00:09:42.000 --> 00:09:44.000]  我在香港和自己家人
[00:09:44.000 --> 00:09:46.000]  和弟兄姊妹和朋友
[00:09:46.000 --> 00:09:48.000]  都說了很多香港的情況
[00:09:48.000 --> 00:09:51.000]  我們會說很多很多
[00:09:51.000 --> 00:09:54.000]  在禱告裏面
[00:09:54.000 --> 00:09:57.000]  我們有沒有將這些東西帶去禱告
[00:09:57.000 --> 00:10:00.000]  其實禱告對我們教會來說
[00:10:00.000 --> 00:10:02.000]  是非常之重要
[00:10:02.000 --> 00:10:04.000]  有多重要
[00:10:04.000 --> 00:10:06.000]  第一
[00:10:06.000 --> 00:10:09.000]  我們尋異象
[00:10:09.000 --> 00:10:11.000]  找到我們教會的異象
[00:10:11.000 --> 00:10:15.000]  弟兄姊妹
[00:10:15.000 --> 00:10:18.000]  在過往很多
[00:10:18.000 --> 00:10:19.000]  我們人生
[00:10:19.000 --> 00:10:21.000]  甚至在我們參與教會裏
[00:10:21.000 --> 00:10:24.000]  請恕我直言
[00:10:24.000 --> 00:10:26.000]  很多時我們不夠同心
[00:10:28.000 --> 00:10:30.000]  我們很多時不夠共識
[00:10:30.000 --> 00:10:32.000]  以致我們花了很多時間
[00:10:32.000 --> 00:10:35.000]  在很多不同的地方裏
[00:10:35.000 --> 00:10:37.000]  其中一樣東西
[00:10:37.000 --> 00:10:39.000]  我自己都反省
[00:10:39.000 --> 00:10:40.000]  在過往一個月裏
[00:10:40.000 --> 00:10:41.000]  我自己安靜的時候
[00:10:41.000 --> 00:10:42.000]  我自己想想
[00:10:42.000 --> 00:10:44.000]  禱告
[00:10:44.000 --> 00:10:46.000]  我們的禱告都不夠熱切
[00:10:46.000 --> 00:10:47.000]  我們不夠
[00:10:47.000 --> 00:10:49.000]  不足夠去禱告
[00:10:49.000 --> 00:10:51.000]  所以今天弟兄姊妹
[00:10:51.000 --> 00:10:52.000]  我想和大家
[00:10:52.000 --> 00:10:53.000]  鼓勵弟兄姊妹
[00:10:53.000 --> 00:10:54.000]  我們一起
[00:10:54.000 --> 00:10:56.000]  在禱告裏面
[00:10:56.000 --> 00:10:57.000]  去經歷神
[00:10:57.000 --> 00:11:00.000]  面對教會長遠的發展
[00:11:00.000 --> 00:11:01.000]  我們更加需要
[00:11:01.000 --> 00:11:03.000]  同心謙卑的求民上帝
[00:11:03.000 --> 00:11:05.000]  很想我們拍攝宣導會
[00:11:05.000 --> 00:11:08.000]  很想我們南越弟兄姊妹
[00:11:08.000 --> 00:11:09.000]  我們這間教會
[00:11:09.000 --> 00:11:11.000]  成為一間怎樣的教會
[00:11:11.000 --> 00:11:13.000]  我也提醒我自己
[00:11:13.000 --> 00:11:14.000]  聖靈也提醒我
[00:11:14.000 --> 00:11:16.000]  不是我自己要上那間教會
[00:11:16.000 --> 00:11:18.000]  變成怎樣的教會
[00:11:18.000 --> 00:11:19.000]  是神想我們教會
[00:11:19.000 --> 00:11:21.000]  變成一個怎樣的教會
[00:11:21.000 --> 00:11:23.000]  求上帝教我們
[00:11:23.000 --> 00:11:24.000]  我們有時要懂得
[00:11:24.000 --> 00:11:26.000]  在神裏面做夢
[00:11:26.000 --> 00:11:28.000]  求神給夢我們
[00:11:28.000 --> 00:11:30.000]  給我們看到
[00:11:30.000 --> 00:11:32.000]  這個異象怎樣發展教會
[00:11:32.000 --> 00:11:34.000]  有一個領袖叫柯阿榮
[00:11:34.000 --> 00:11:35.000]  他這樣說
[00:11:35.000 --> 00:11:36.000]  我們一起讀一句
[00:11:36.000 --> 00:11:38.000]  預備 1 2 3
[00:11:38.000 --> 00:11:40.000]  每當神準備好
[00:11:40.000 --> 00:11:41.000]  為他的子民
[00:11:41.000 --> 00:11:43.000]  種作一些新事時
[00:11:43.000 --> 00:11:47.000]  神經常激動他們去禱告
[00:11:47.000 --> 00:11:48.000]  所以我們作為
[00:11:48.000 --> 00:11:50.000]  一個神的群體
[00:11:50.000 --> 00:11:54.000]  聖靈是會激動我們去禱告
[00:11:55.000 --> 00:11:56.000]  我們要學習很多東西
[00:11:56.000 --> 00:11:57.000]  不需要心急
[00:11:57.000 --> 00:11:59.000]  慢下來
[00:11:59.000 --> 00:12:00.000]  靜下來
[00:12:00.000 --> 00:12:02.000]  去看看經歷一下
[00:12:02.000 --> 00:12:03.000]  聖靈怎樣帶領我們
[00:12:03.000 --> 00:12:05.000]  在神的心裏的時候
[00:12:05.000 --> 00:12:07.000]  神就會激起我們
[00:12:07.000 --> 00:12:09.000]  由一個兩個三個
[00:12:09.000 --> 00:12:10.000]  一個小組一個群體
[00:12:10.000 --> 00:12:12.000]  慢慢發起禱告
[00:12:12.000 --> 00:12:14.000]  帶著我們去發展
[00:12:14.000 --> 00:12:16.000]  經歷神
[00:12:16.000 --> 00:12:18.000]  禱告裏面尋異象
[00:12:18.000 --> 00:12:20.000]  不單止這樣
[00:12:20.000 --> 00:12:22.000]  禱告裏面我們可以得力量
[00:12:22.000 --> 00:12:24.000]  和彼此守望
[00:12:26.000 --> 00:12:28.000]  我們經常有一句
[00:12:28.000 --> 00:12:29.000]  很容易
[00:12:29.000 --> 00:12:32.000]  多禱告就多力量
[00:12:32.000 --> 00:12:34.000]  你沒有禱告
[00:12:34.000 --> 00:12:36.000]  沒有力量
[00:12:36.000 --> 00:12:37.000]  弟兄姊妹
[00:12:37.000 --> 00:12:39.000]  我很記得有一間教會
[00:12:39.000 --> 00:12:41.000]  我聽過他們的分享
[00:12:41.000 --> 00:12:42.000]  幾年前
[00:12:42.000 --> 00:12:45.000]  他們教會不夠二百人
[00:12:45.000 --> 00:12:46.000]  百多人
[00:12:46.000 --> 00:12:48.000]  好像我們這樣百多人
[00:12:48.000 --> 00:12:51.000]  他們出席祈禱會的人數有四十五人
[00:12:51.000 --> 00:12:54.000]  他們教會不斷推動祈禱
[00:12:56.000 --> 00:12:59.000]  過了大概七年之後
[00:12:59.000 --> 00:13:04.000]  他們教會超過有二千人崇拜聚會
[00:13:04.000 --> 00:13:07.000]  但更加重要的是他們的祈禱會
[00:13:07.000 --> 00:13:10.000]  有三百多人祈禱
[00:13:10.000 --> 00:13:12.000]  我很想和你們分享
[00:13:12.000 --> 00:13:14.000]  我不是說我們很羨慕
[00:13:14.000 --> 00:13:17.000]  我們都一定要像別人一樣有大教會
[00:13:17.000 --> 00:13:19.000]  而是很想告訴弟兄姊妹聽
[00:13:19.000 --> 00:13:20.000]  禱告
[00:13:20.000 --> 00:13:22.000]  禱告很重要
[00:13:23.000 --> 00:13:25.000]  禱告非常非常之重要
[00:13:25.000 --> 00:13:28.000]  我記得我上年有一次
[00:13:28.000 --> 00:13:31.000]  自己去安靜退休的時候
[00:13:31.000 --> 00:13:33.000]  我想起教會禱告會
[00:13:33.000 --> 00:13:36.000]  我很感動
[00:13:36.000 --> 00:13:38.000]  雖然我是一個牧師
[00:13:38.000 --> 00:13:41.000]  但如果不是教會有一班
[00:13:41.000 --> 00:13:42.000]  很忠心
[00:13:42.000 --> 00:13:44.000]  祈禱的弟兄姊妹經常出席
[00:13:44.000 --> 00:13:47.000]  可能我都未必每個星期
[00:13:47.000 --> 00:13:48.000]  這麼有心
[00:13:48.000 --> 00:13:50.000]  定時來出席祈禱會
[00:13:51.000 --> 00:13:53.000]  而是每個星期我們有弟兄姊妹
[00:13:53.000 --> 00:13:54.000]  一起很同心
[00:13:54.000 --> 00:13:55.000]  一起去祈禱的時候
[00:13:55.000 --> 00:13:56.000]  激勵我
[00:13:56.000 --> 00:13:59.000]  以致我都被他們激勵
[00:13:59.000 --> 00:14:01.000]  一起來去祈禱
[00:14:01.000 --> 00:14:05.000]  祈禱裡面我們可以彼此守望
[00:14:05.000 --> 00:14:10.000]  特別我們在代求當中
[00:14:10.000 --> 00:14:12.000]  我們有時很容易會為自己祈禱
[00:14:12.000 --> 00:14:14.000]  我們自己很想要的東西
[00:14:14.000 --> 00:14:17.000]  我們不斷鍥而不捨去祈禱
[00:14:17.000 --> 00:14:19.000]  但為身邊的人
[00:14:20.000 --> 00:14:23.000]  當我們願意為身邊的人去禱告的時候
[00:14:23.000 --> 00:14:26.000]  我們的人不會這麼容易
[00:14:26.000 --> 00:14:28.000]  常常都這麼自我中心
[00:14:28.000 --> 00:14:30.000]  只是看到自己看的東西
[00:14:30.000 --> 00:14:33.000]  我們會關心多點身邊的人
[00:14:33.000 --> 00:14:34.000]  明白體諒身邊的人
[00:14:34.000 --> 00:14:35.000]  他們的困苦
[00:14:35.000 --> 00:14:37.000]  對他們產生一份
[00:14:37.000 --> 00:14:39.000]  心同感受的支持
[00:14:39.000 --> 00:14:43.000]  這個就是讓我們弟兄姊妹
[00:14:43.000 --> 00:14:45.000]  我們團契裡面
[00:14:45.000 --> 00:14:46.000]  我們在教會裡面
[00:14:46.000 --> 00:14:47.000]  特別我們常常都說
[00:14:47.000 --> 00:14:49.000]  我們很想打破我們小組的界限
[00:14:50.000 --> 00:14:51.000]  不同年齡的弟兄姊妹
[00:14:51.000 --> 00:14:53.000]  可以有更多的關心
[00:14:53.000 --> 00:14:55.000]  我相信
[00:14:55.000 --> 00:14:56.000]  其中一樣我們可以
[00:14:56.000 --> 00:14:58.000]  很確實去做的就是
[00:14:58.000 --> 00:15:00.000]  彼此的代禱
[00:15:00.000 --> 00:15:01.000]  不同年齡的人
[00:15:01.000 --> 00:15:03.000]  不同小組的人
[00:15:03.000 --> 00:15:04.000]  我們都可以關心對方
[00:15:04.000 --> 00:15:06.000]  為他祈禱
[00:15:06.000 --> 00:15:09.000]  特別在這個年代
[00:15:09.000 --> 00:15:11.000]  我不知道你們覺不覺得
[00:15:11.000 --> 00:15:12.000]  很多時候
[00:15:12.000 --> 00:15:13.000]  我們人的保護性
[00:15:13.000 --> 00:15:15.000]  會比較多些強一些
[00:15:15.000 --> 00:15:17.000]  因為有時害怕
[00:15:17.000 --> 00:15:19.000]  為什麼常常都只是我自己說
[00:15:19.000 --> 00:15:20.000]  我都說給別人聽
[00:15:20.000 --> 00:15:22.000]  別人都不說給我聽
[00:15:22.000 --> 00:15:24.000]  會不會有時我們都會遇到
[00:15:24.000 --> 00:15:25.000]  這些弟兄姊妹
[00:15:25.000 --> 00:15:27.000]  他們不是很習慣開放自己
[00:15:27.000 --> 00:15:30.000]  但求主幫助我們
[00:15:30.000 --> 00:15:31.000]  在這裡我們建立
[00:15:31.000 --> 00:15:32.000]  在神的愛裡面
[00:15:32.000 --> 00:15:33.000]  我們建立信任
[00:15:33.000 --> 00:15:35.000]  開放
[00:15:35.000 --> 00:15:37.000]  讓我們整個教會
[00:15:37.000 --> 00:15:38.000]  禱告
[00:15:38.000 --> 00:15:39.000]  代禱
[00:15:39.000 --> 00:15:41.000]  成為我們的動力
[00:15:41.000 --> 00:15:43.000]  弟兄姊妹
[00:15:43.000 --> 00:15:45.000]  你和你的小組
[00:15:47.000 --> 00:15:49.000]  有沒有愛禱告
[00:15:49.000 --> 00:15:51.000]  我用愛字
[00:15:51.000 --> 00:15:53.000]  愛
[00:15:53.000 --> 00:15:55.000]  你愛不愛禱告呢
[00:15:55.000 --> 00:15:57.000]  你自己的小組
[00:15:57.000 --> 00:15:58.000]  愛不愛禱告呢
[00:15:58.000 --> 00:16:01.000]  你有沒有經歷到
[00:16:01.000 --> 00:16:03.000]  禱告裡面
[00:16:03.000 --> 00:16:04.000]  神的大能
[00:16:04.000 --> 00:16:09.000]  第二點
[00:16:15.000 --> 00:16:17.000]  我們不單用禱告來建立教會
[00:16:17.000 --> 00:16:19.000]  神也很想我們
[00:16:19.000 --> 00:16:21.000]  追求真正的知道
[00:16:21.000 --> 00:16:24.000]  真知道來建立教會
[00:16:24.000 --> 00:16:26.000]  在十八至二十三節
[00:16:26.000 --> 00:16:28.000]  我們再一次輪流讀
[00:16:28.000 --> 00:16:29.000]  請弟兄讀雙數字
[00:16:29.000 --> 00:16:30.000]  姐妹讀單數字
[00:16:30.000 --> 00:16:34.000]  並且照明你們心中的眼睛
[00:16:34.000 --> 00:16:36.000]  使你們知道
[00:16:36.000 --> 00:16:38.000]  祂的恩兆有何等指望
[00:16:38.000 --> 00:16:41.000]  祂在聖徒中得的基業
[00:16:41.000 --> 00:16:43.000]  有何等豐盛的榮耀
[00:16:45.000 --> 00:16:47.000]  就是照祂在基督身上
[00:16:47.000 --> 00:16:49.000]  所運行的大能大力
[00:16:49.000 --> 00:16:51.000]  使祂從死裡復活
[00:16:51.000 --> 00:16:53.000]  叫祂在天上
[00:16:53.000 --> 00:16:55.000]  坐在自己的右邊
[00:16:55.000 --> 00:16:57.000]  就是照祂在基督身上
[00:16:57.000 --> 00:16:59.000]  所運行的大能大力
[00:16:59.000 --> 00:17:01.000]  使祂從死裡復活
[00:17:01.000 --> 00:17:03.000]  叫祂在天上
[00:17:03.000 --> 00:17:05.000]  坐在自己的右邊
[00:17:05.000 --> 00:17:07.000]  就是照祂在基督身上
[00:17:07.000 --> 00:17:09.000]  所運行的大能大力
[00:17:09.000 --> 00:17:11.000]  使祂從死裡復活
[00:17:11.000 --> 00:17:13.000]  叫祂在天上
[00:17:13.000 --> 00:17:14.000]  坐在自己的右邊
[00:17:16.000 --> 00:17:18.000]  又將萬有福在祂的腳下
[00:17:18.000 --> 00:17:21.000]  使祂為教會作萬有之首
[00:17:21.000 --> 00:17:30.000]  弟兄姊妹
[00:17:30.000 --> 00:17:31.000]  這裡說到真知道
[00:17:31.000 --> 00:17:33.000]  真是知道
[00:17:33.000 --> 00:17:37.000]  你知不知道
[00:17:37.000 --> 00:17:40.000]  上帝給了很多很多祝福給我們
[00:17:40.000 --> 00:17:43.000]  之前我們說
[00:17:43.000 --> 00:17:45.000]  為異乎所教會的弟兄姊妹代求
[00:17:45.000 --> 00:17:47.000]  求什麼
