
[00:00:00.000 --> 00:00:01.500]  原來是2026年
[00:02:31.000 --> 00:02:33.640]  一定佔了我們人生裡面的大部分
[00:02:33.640 --> 00:02:36.760]  而在這大部分的人生當中
[00:02:36.760 --> 00:02:41.920]  當你要為你的2025年做一個總結的時候
[00:02:41.920 --> 00:02:46.040]  你認為是感恩的成分多一點
[00:02:46.040 --> 00:02:50.720]  還是無奈的成分多一點
[00:02:51.880 --> 00:02:54.840]  還是覺得有些遺憾
[00:02:54.840 --> 00:03:02.600]  史奴保羅在寫《哥倫多前書》的時候
[00:03:02.600 --> 00:03:03.880]  他曾經這樣寫
[00:03:03.880 --> 00:03:05.600]  他這樣回顧他自己
[00:03:05.600 --> 00:03:08.840]  他說我原本是使徒當中最少的
[00:03:08.840 --> 00:03:11.640]  不配稱為使徒
[00:03:11.640 --> 00:03:14.840]  因為我曾經迫害過神的教會
[00:03:14.840 --> 00:03:16.680]  這是他在《哥倫多前書》
[00:03:16.680 --> 00:03:18.800]  一直寫到第十五章的時候
[00:03:18.800 --> 00:03:20.200]  他一句這樣的說話
[00:03:21.160 --> 00:03:23.520]  我們知道保羅在他的人生當中
[00:03:23.520 --> 00:03:24.960]  最少兩次
[00:03:24.960 --> 00:03:27.120]  很詳細的去表達
[00:03:27.120 --> 00:03:30.720]  他如何從一個熱心迫不及待教會的法尼塞人
[00:03:30.720 --> 00:03:32.560]  轉而成為一個熱心
[00:03:32.560 --> 00:03:36.320]  為耶穌做見證的使徒
[00:03:36.320 --> 00:03:40.840]  其中一次記載在《斯大林傳》22章
[00:03:40.840 --> 00:03:44.440]  當時保羅在聖殿被拘捕
[00:03:44.440 --> 00:03:48.560]  很多的猶太人
[00:03:48.560 --> 00:03:51.040]  很想殺他在那個時間
[00:03:51.640 --> 00:03:52.960]  有被殺的風險
[00:03:52.960 --> 00:03:55.120]  不過後來感恩的就是
[00:03:55.120 --> 00:03:57.240]  他得到羅馬千夫長的保護
[00:03:57.240 --> 00:03:59.160]  以至得到平安
[00:03:59.160 --> 00:04:04.600]  但保羅沒有在千夫長的保護下離開
[00:04:04.600 --> 00:04:06.640]  他得到千夫長的同意
[00:04:06.640 --> 00:04:08.920]  他就留在那個地方
[00:04:08.920 --> 00:04:10.440]  向在場的猶太人
[00:04:10.440 --> 00:04:12.960]  很詳細的去分享
[00:04:12.960 --> 00:04:16.680]  為什麼他會從一個迫不及待教會的人
[00:04:16.680 --> 00:04:18.440]  成為一個歸主者
[00:04:20.320 --> 00:04:21.320]  這是第一次
[00:04:21.320 --> 00:04:26.120]  第二次就是當他面對羅馬阿基帕王的審問
[00:04:26.120 --> 00:04:28.040]  因為當時他被捉拿
[00:04:28.040 --> 00:04:29.960]  面對著這個昏封王
[00:04:29.960 --> 00:04:32.400]  他再一次很詳細的來到
[00:04:32.400 --> 00:04:37.240]  向這位昏封王分享他歸主的經歷
[00:04:37.240 --> 00:04:42.560]  這兩次保羅第一次向的是猶太的百姓
[00:04:42.560 --> 00:04:47.320]  另外一次是向一位羅馬很尊貴的昏封王
[00:04:47.320 --> 00:04:50.280]  在這兩次分享裡面
[00:04:50.280 --> 00:04:51.080]  保羅也提到
[00:04:51.080 --> 00:04:53.560]  他說我原本是一個很熱心於猶太教
[00:04:53.560 --> 00:04:55.960]  法利塞門派的一個教徒
[00:04:55.960 --> 00:04:56.960]  一個信徒
[00:04:56.960 --> 00:04:59.480]  他說我覺得那些跟從耶穌的人
[00:04:59.480 --> 00:05:02.040]  背棄了祖宗的信仰
[00:05:02.040 --> 00:05:06.800]  他說因此我迫不及待捉拿那些耶穌的跟從者
[00:05:06.800 --> 00:05:09.640]  他說這些我覺得當時對我來說是我的責任
[00:05:09.640 --> 00:05:11.040]  因為不可以讓他們
[00:05:11.040 --> 00:05:15.080]  來廢棄猶太教的祖宗那種傳統的信仰
[00:05:15.080 --> 00:05:17.960]  他說我甚至主動追捕那些
[00:05:17.960 --> 00:05:20.360]  為了逃避我的迫不及待
[00:05:20.360 --> 00:05:23.680]  或者逃避政府的迫不及待的信徒
[00:05:23.680 --> 00:05:25.320]  從尼路撒冷四散的基督徒
[00:05:25.320 --> 00:05:27.680]  我甚至拿著手令要去追殺他們
[00:05:27.680 --> 00:05:28.640]  要去捉拿他們
[00:05:28.640 --> 00:05:31.280]  不過他說在追捕的途中
[00:05:31.280 --> 00:05:35.560]  在大馬骰的路上面
[00:05:35.560 --> 00:05:37.000]  他見到異象
[00:05:37.000 --> 00:05:39.160]  他在這些異象裡面
[00:05:39.160 --> 00:05:40.720]  見到耶穌
[00:05:40.720 --> 00:05:43.920]  他說當他見到耶穌的時候
[00:05:43.920 --> 00:05:47.520]  他又得到從神而來的啟示
[00:05:47.960 --> 00:05:48.920]  和呼召
[00:05:48.920 --> 00:05:52.560]  說我是這樣悔改信主的
[00:05:52.560 --> 00:05:56.680]  他說神不單止要我悔改信主
[00:05:56.680 --> 00:05:59.760]  而且祂呼召我要成為
[00:05:59.760 --> 00:06:03.200]  將福音傳給外邦人的使徒
[00:06:03.200 --> 00:06:05.320]  他說就是這樣
[00:06:05.320 --> 00:06:09.080]  保羅成為了耶穌其中一位的使徒
[00:06:09.080 --> 00:06:14.080]  但由於他曾經迫迫耶穌的跟從者
[00:06:14.960 --> 00:06:19.640]  因此他再向哥倫多教書信的讀者
[00:06:19.640 --> 00:06:21.840]  清楚表達一個很重要的真理
[00:06:21.840 --> 00:06:25.240]  就說他人生上面信仰的轉變
[00:06:25.240 --> 00:06:28.800]  而且成為一個向外邦人傳福音的人
[00:06:28.800 --> 00:06:32.400]  並不是他自己有什麼特別的地方
[00:06:32.400 --> 00:06:34.920]  他的意思就是說
[00:06:34.920 --> 00:06:37.120]  不是他自己自然而然地
[00:06:37.120 --> 00:06:38.440]  是他想通了一些事情
[00:06:38.440 --> 00:06:39.280]  他知道了一些事情
[00:06:39.280 --> 00:06:40.360]  所以他作出改變
[00:06:40.360 --> 00:06:41.120]  他說不是
[00:06:41.120 --> 00:06:44.040]  他說一切都是出於神對他的啟示
[00:06:44.360 --> 00:06:46.360]  呼召和恩典
[00:06:46.360 --> 00:06:49.040]  所以在哥倫多前書十五章第十節
[00:06:49.040 --> 00:06:49.680]  他是這樣說的
[00:06:49.680 --> 00:06:51.640]  「然而由於神的恩典
[00:06:51.640 --> 00:06:53.880]  我才成為了今天的我
[00:06:53.880 --> 00:06:58.080]  並且祂賜給我的恩典不是徒然的
[00:06:58.080 --> 00:07:00.800]  我被眾使徒格外勞苦
[00:07:00.800 --> 00:07:03.000]  但其實不是我
[00:07:03.000 --> 00:07:05.760]  而是神的恩典和我同在」
[00:07:05.760 --> 00:07:10.840]  「然而由於神的恩典
[00:07:10.840 --> 00:07:12.400]  我才成為今天的我
[00:07:12.840 --> 00:07:16.080]  並且祂賜給我的恩典不是徒然的」
[00:07:16.080 --> 00:07:18.000]  不知道弟兄姊妹
[00:07:18.000 --> 00:07:19.800]  你成為今天的你
[00:07:19.800 --> 00:07:23.280]  神在你的生命裡面
[00:07:23.280 --> 00:07:26.120]  佔了多少的部分
[00:07:26.120 --> 00:07:28.680]  你的成就
[00:07:28.680 --> 00:07:30.280]  你得的榮譽
[00:07:30.280 --> 00:07:32.560]  你生命裡面那種力量
[00:07:32.560 --> 00:07:36.560]  是你自己擁有
[00:07:36.560 --> 00:07:37.560]  自己努力的
[00:07:37.560 --> 00:07:39.760]  還是你覺得是神的恩典
[00:07:39.760 --> 00:07:41.280]  保羅說在他生命當中
[00:07:41.280 --> 00:07:43.160]  他今天成為一個怎樣的人
[00:07:43.160 --> 00:07:47.560]  這個完全是神賜給他的
[00:07:47.560 --> 00:07:52.280]  「保羅在大馬士革路上遇到耶穌
[00:07:52.280 --> 00:07:54.720]  悔改相信蒙召之後
[00:07:54.720 --> 00:07:58.920]  神為他預備了一個叫阿拿尼亞的基督徒幫助他
[00:07:58.920 --> 00:08:01.400]  使他在大馬士革
[00:08:01.400 --> 00:08:04.520]  能夠被接納進入屬靈的群體裡面」
[00:08:04.520 --> 00:08:06.520]  我們知道他是一個迫不及待耶穌的人
[00:08:06.520 --> 00:08:08.400]  但在大馬士革他遇到耶穌
[00:08:08.400 --> 00:08:10.960]  神就為他預備了一個基督徒幫他
[00:08:10.960 --> 00:08:15.600]  讓他能夠被接納進入當地的屬靈群體裡面
[00:08:15.600 --> 00:08:18.160]  並且他在大馬士革的會堂
[00:08:18.160 --> 00:08:21.200]  開始傳揚耶穌是主
[00:08:21.200 --> 00:08:22.880]  很大的轉變
[00:08:22.880 --> 00:08:25.240]  原本是一個迫不及待耶穌的人
[00:08:25.240 --> 00:08:26.240]  今天他轉變了
[00:08:26.240 --> 00:08:28.320]  成為一個傳揚耶穌的人
[00:08:28.320 --> 00:08:29.600]  在大馬士革的會堂
[00:08:29.600 --> 00:08:30.760]  就開始做這件事
[00:08:30.760 --> 00:08:32.840]  後來他回到耶路撒冷
[00:08:32.840 --> 00:08:34.520]  當他回到耶路撒冷的時候
[00:08:34.520 --> 00:08:39.200]  他就很想在耶路撒冷裡面那幫門徒們彼此有來往
[00:08:39.200 --> 00:08:40.480]  因為他再不是以前這樣了
[00:08:40.480 --> 00:08:43.240]  所以他很想進入這個屬靈群體裡面
[00:08:43.240 --> 00:08:48.640]  不過當地耶路撒冷的門徒信徒不願意信任他
[00:08:48.640 --> 00:08:52.080]  因為保羅離開耶路撒冷的時候
[00:08:52.080 --> 00:08:52.760]  大家都知道
[00:08:52.760 --> 00:08:55.560]  他給當地信徒的感覺
[00:08:55.560 --> 00:08:57.280]  他就是一個迫不及待教會
[00:08:57.280 --> 00:08:58.560]  迫不及待信徒的人
[00:08:58.560 --> 00:09:00.400]  這個人離開了一段時間
[00:09:00.400 --> 00:09:01.520]  大家都知道他做什麼的
[00:09:01.520 --> 00:09:05.480]  他離開的原因就是追捕那些逃離耶路撒冷的門徒
[00:09:05.480 --> 00:09:07.200]  他去了沒多久
[00:09:07.200 --> 00:09:10.480]  回來就告訴我他是信耶穌的
[00:09:10.480 --> 00:09:12.040]  他要進入教會裡面
[00:09:12.040 --> 00:09:14.120]  進入和你們一起來相處
[00:09:14.120 --> 00:09:15.440]  很自然地
[00:09:15.440 --> 00:09:16.880]  我想當地的門徒就覺得
[00:09:16.880 --> 00:09:17.880]  他是不是騙我們
[00:09:17.880 --> 00:09:19.920]  只不過是找出我們的群體
[00:09:19.920 --> 00:09:23.000]  所以當地耶路撒冷的信徒不願意來相信他
[00:09:23.000 --> 00:09:25.000]  正是這樣的情況
[00:09:25.000 --> 00:09:26.840]  神又為他預備另外一個人
[00:09:26.840 --> 00:09:28.960]  一個叫巴拿巴的門徒
[00:09:28.960 --> 00:09:33.600]  他選擇信任保羅
[00:09:34.680 --> 00:09:37.360]  透過巴拿巴的引領和見證
[00:09:37.360 --> 00:09:41.080]  保羅可以和其他使徒見面
[00:09:41.080 --> 00:09:43.640]  得到這群使徒的信任
[00:09:43.640 --> 00:09:48.560]  然後他能夠被耶路撒冷的信仰群體所接納
[00:09:48.560 --> 00:09:51.080]  所以我想對保羅來說
[00:09:51.080 --> 00:09:52.760]  履歷在目是這兩個人
[00:09:52.760 --> 00:09:54.240]  是神為他預備的
[00:09:54.240 --> 00:09:58.520]  然後他才能夠被接納進入那個屬靈的群體裡面
[00:09:58.520 --> 00:10:00.640]  不是他自己說的見證
[00:10:00.640 --> 00:10:04.560]  是神透過其他人幫助他進入那個群體當中
[00:10:05.680 --> 00:10:07.040]  因此保羅認為
[00:10:07.040 --> 00:10:09.480]  如果不是神為他預備了這兩個弟兄
[00:10:09.480 --> 00:10:11.480]  就是大馬士革的阿拿利亞
[00:10:11.480 --> 00:10:13.400]  和耶路撒冷的巴拿巴
[00:10:13.400 --> 00:10:16.600]  他不會成為現在的外邦宣教士
[00:10:16.600 --> 00:10:19.040]  所以他覺得這一切都是出於神的恩典
[00:10:19.040 --> 00:10:20.440]  就是說在保羅的生命當中
[00:10:20.440 --> 00:10:21.480]  他能夠成為一個
[00:10:21.480 --> 00:10:23.880]  今天我們稱他為偉大的宣教士
[00:10:23.880 --> 00:10:25.360]  不是單單他的努力
[00:10:25.360 --> 00:10:26.960]  而是從起初
[00:10:26.960 --> 00:10:29.640]  神就已經放了兩個弟兄在他生命當中
[00:10:29.640 --> 00:10:31.200]  扶持他、幫助他
[00:10:31.200 --> 00:10:37.000]  讓他能夠一步一步地成就神要他成就的工作
[00:10:37.000 --> 00:10:39.240]  弟兄姊妹
[00:10:39.240 --> 00:10:40.560]  你有沒有為到神在你身邊
[00:10:40.560 --> 00:10:42.800]  預備了一些特別的弟兄姊妹
[00:10:42.800 --> 00:10:44.920]  讓你在軟弱的時候
[00:10:44.920 --> 00:10:48.720]  得到鼓勵、扶持、幫助而感恩
[00:10:48.720 --> 00:10:50.320]  甚至為到你軟弱的時候
[00:10:50.320 --> 00:10:52.920]  他罵你而感恩
[00:10:52.920 --> 00:10:55.280]  以致你被提醒回頭
[00:10:55.280 --> 00:10:58.640]  又或者你為了弟兄姊妹
[00:10:58.640 --> 00:11:02.160]  能夠跟你同享喜樂、平安的經歷而感恩呢?
[00:11:02.160 --> 00:11:05.960]  一個教會的中學生團契裡面
[00:11:05.960 --> 00:11:08.480]  有兩個一同成長的主內姊妹
[00:11:08.480 --> 00:11:09.800]  也就是不是親生姊妹
[00:11:09.800 --> 00:11:14.080]  有一天其中一個姊妹的爸爸病重
[00:11:14.080 --> 00:11:15.520]  病得很嚴重
[00:11:15.520 --> 00:11:19.600]  他女兒這位姊妹不知道怎麼應對
[00:11:19.600 --> 00:11:24.200]  跟他一起成長的姊妹就跟他一起哭
[00:11:24.200 --> 00:11:26.280]  一起難過
[00:11:26.280 --> 00:11:27.760]  一起擔心
[00:11:28.080 --> 00:11:29.080]  一起祈禱
[00:11:29.080 --> 00:11:30.920]  他也不知道怎麼說
[00:11:30.920 --> 00:11:33.120]  因為大家都這麼年輕
[00:11:33.120 --> 00:11:36.440]  面對著一個姊妹的爸爸病了
[00:11:36.440 --> 00:11:37.800]  不懂得說什麼
[00:11:37.800 --> 00:11:40.040]  他見到她哭就陪她一起哭
[00:11:40.040 --> 00:11:41.640]  她難過就跟她一起難過
[00:11:41.640 --> 00:11:42.600]  跟她一起擔心
[00:11:42.600 --> 00:11:43.600]  跟她一起禱告
[00:11:43.600 --> 00:11:48.480]  成為這位面對父親病重的姊妹最大力的支持
[00:11:48.480 --> 00:11:51.160]  承載了這個姊妹
[00:11:51.160 --> 00:11:55.400]  或者分擔了這個姊妹心靈裡面很大的重擔
[00:11:57.320 --> 00:12:00.920]  後來這位曾經面對爸爸病重的姊妹出嫁
[00:12:00.920 --> 00:12:04.840]  又是同一位姊妹協助她籌備婚禮
[00:12:04.840 --> 00:12:06.040]  做佈置
[00:12:06.040 --> 00:12:07.520]  成為她的伴侶
[00:12:07.520 --> 00:12:08.800]  分享她的喜悅
[00:12:08.800 --> 00:12:12.000]  兩個主流的姊妹
[00:12:12.000 --> 00:12:14.040]  一同經歷困難
[00:12:14.040 --> 00:12:16.680]  也都分享喜樂
[00:12:16.680 --> 00:12:20.280]  我又見過有幾位弟兄
[00:12:20.280 --> 00:12:22.720]  神使得他們彼此支持
[00:12:22.920 --> 00:12:27.320]  在屬靈的路上跨過重重的挑戰和障礙
[00:12:27.320 --> 00:12:28.440]  一起成長
[00:12:28.440 --> 00:12:31.360]  今天因為生活
[00:12:31.360 --> 00:12:35.240]  或者有些已經被呼召全時間的侍奉
[00:12:35.240 --> 00:12:38.560]  他們已經不在同一間教會裡面
[00:12:38.560 --> 00:12:40.720]  或者已經不在香港這個地方
[00:12:40.720 --> 00:12:44.320]  但每次當他們有機會相聚
[00:12:44.320 --> 00:12:46.880]  他們都會分享到
[00:12:46.880 --> 00:12:49.400]  想起在他們屬靈的路上
[00:12:49.400 --> 00:12:53.120]  他們能夠彼此對對方的支持和鼓勵
[00:12:53.120 --> 00:12:56.480]  而向神發出真誠的感恩
[00:12:56.480 --> 00:12:59.280]  因為有一群人從小成長
[00:12:59.280 --> 00:13:01.400]  縱然今天已經不在不同的地方
[00:13:01.400 --> 00:13:03.240]  所以他們來到感恩
[00:13:03.240 --> 00:13:05.880]  我有時會和我服侍的弟兄這樣說
[00:13:05.880 --> 00:13:07.680]  我說我很羨慕他們
[00:13:07.680 --> 00:13:10.760]  就是能夠有一個一直很多年的
[00:13:10.760 --> 00:13:12.560]  那種屬靈裡面的情誼
[00:13:12.560 --> 00:13:14.000]  我有時做傳道人就沒有了
[00:13:14.000 --> 00:13:15.720]  完了之後
[00:13:15.720 --> 00:13:17.520]  神告訴我去另一間教會
[00:13:17.520 --> 00:13:20.520]  又要放下然後去另一個地方
[00:13:20.520 --> 00:13:23.560]  真的
[00:13:23.560 --> 00:13:25.520]  能夠在一個團契
[00:13:25.520 --> 00:13:26.800]  在一個屬靈群體當中
[00:13:26.800 --> 00:13:28.600]  一起成長互相扶持
[00:13:28.600 --> 00:13:32.600]  一直過去看回以往的情況
[00:13:32.600 --> 00:13:35.400]  我們就為以往原來能夠有一群人
[00:13:35.400 --> 00:13:36.960]  無論弟兄也好姐妹也好
[00:13:36.960 --> 00:13:39.080]  我們能夠彼此的支持鼓勵
[00:13:39.080 --> 00:13:41.400]  攜手迎向很多的挑戰
[00:13:41.400 --> 00:13:42.440]  跨越很多的困難
[00:13:42.440 --> 00:13:44.520]  然後繼續在屬靈的路上行走
[00:13:44.520 --> 00:13:48.320]  其實對你、對我、對保羅來說
[00:13:48.320 --> 00:13:49.760]  都是一個很大的恩典
[00:13:49.760 --> 00:13:52.600]  然後保羅繼續說
[00:13:52.600 --> 00:13:54.840]  他說我比眾仕徒格外勞苦
[00:13:54.840 --> 00:13:56.000]  其實不是我
[00:13:56.000 --> 00:13:58.240]  而是神的恩典和我同在
[00:13:58.240 --> 00:13:59.320]  所以其實
[00:13:59.320 --> 00:14:02.640]  保羅的意思不是「神」
[00:14:02.640 --> 00:14:04.680]  讓我們再看看
[00:14:04.680 --> 00:14:06.680]  這個經文我經常提醒自己
[00:14:06.680 --> 00:14:11.000]  他說他們是基督的用人嗎?
[00:14:11.000 --> 00:14:12.840]  我說句狂話我更是
[00:14:13.240 --> 00:14:15.520]  我比他們忍受更多勞苦
[00:14:15.520 --> 00:14:17.080]  錯過更多次監牢
[00:14:17.080 --> 00:14:18.800]  受過無數次的鞭打
[00:14:18.800 --> 00:14:20.280]  常常冒死
[00:14:20.280 --> 00:14:22.000]  我比猶太人鞭打五次
[00:14:22.000 --> 00:14:24.360]  每次四十減去一下
[00:14:24.360 --> 00:14:26.080]  被棍打了三次
[00:14:26.080 --> 00:14:27.360]  被石頭打了一次
[00:14:27.360 --> 00:14:29.120]  遇海難三次
[00:14:29.120 --> 00:14:31.600]  一晝一夜在深海裡掙扎
[00:14:31.600 --> 00:14:33.560]  我又屢次行遠路
[00:14:33.560 --> 00:14:35.160]  遭江河的危險
[00:14:35.160 --> 00:14:36.440]  盜賊的危險
[00:14:36.440 --> 00:14:37.880]  同族的危險
[00:14:37.880 --> 00:14:39.360]  外族人的危險
[00:14:39.360 --> 00:14:40.800]  城裡的危險
[00:14:40.800 --> 00:14:42.360]  曠野的危險
[00:14:42.360 --> 00:14:44.040]  海中的危險
[00:14:44.040 --> 00:14:45.800]  賈弟兄的危險
[00:14:45.800 --> 00:14:48.280]  我勞碌困苦常常失眠
[00:14:48.280 --> 00:14:49.560]  又飢又渴
[00:14:49.560 --> 00:14:52.040]  忍飢耐寒
[00:14:52.040 --> 00:14:53.240]  赤身怒體
[00:14:53.240 --> 00:14:55.280]  除了這些外表的事外
[00:14:55.280 --> 00:14:57.920]  我還有為宗教會操心的事
[00:14:57.920 --> 00:14:59.720]  天天壓在我身上
[00:14:59.720 --> 00:15:01.640]  有誰軟弱我不軟弱呢?
[00:15:01.640 --> 00:15:04.000]  有誰跌倒我不焦急
[00:15:04.000 --> 00:15:08.720]  每次我看很多前書看到這張
[00:15:08.720 --> 00:15:12.880]  寶萊長烈在宣教路上均落苦楚的時候
[00:15:12.880 --> 00:15:15.560]  但我相信寶萊這裡說
[00:15:15.560 --> 00:15:19.720]  不是很想和讀者申訴
[00:15:19.720 --> 00:15:21.720]  他多麼的辛苦
[00:15:21.720 --> 00:15:24.360]  而是他很想再一次來見證
[00:15:24.360 --> 00:15:26.360]  神在他身上的恩典
[00:15:26.360 --> 00:15:29.080]  我每次看這篇經文
[00:15:29.080 --> 00:15:31.440]  我心裡面就這樣想
[00:15:31.440 --> 00:15:34.400]  按著寶萊以上這些經歷
[00:15:34.400 --> 00:15:37.040]  他應該是聖經記載的人物
[00:15:37.040 --> 00:15:39.040]  或者歷世歷代的基督徒當中
[00:15:39.040 --> 00:15:41.040]  最有資格抱怨的那個
[00:15:41.040 --> 00:15:44.440]  你數一下他經歷的困苦
[00:15:44.440 --> 00:15:47.600]  他最有資格抱怨放苦的那個
[00:15:47.600 --> 00:15:50.160]  我再想
[00:15:50.160 --> 00:15:52.840]  寶萊的經歷
[00:15:52.840 --> 00:15:56.440]  當中任何一個落在我們身上
[00:15:56.440 --> 00:15:59.040]  其中一個如果落在我身上
[00:15:59.040 --> 00:16:02.600]  可能已經成為我為主受苦的很大見證
[00:16:02.600 --> 00:16:04.120]  是吧?
[00:16:04.120 --> 00:16:05.760]  你看看他的經歷
[00:16:07.840 --> 00:16:10.560]  任何一個落在我身上都證明我很愛主
[00:16:10.560 --> 00:16:12.560]  因為願意為主這樣來承擔
[00:16:12.560 --> 00:16:15.800]  如果當中有兩三個落在我身上
[00:16:15.800 --> 00:16:18.360]  我相信有兩個的情況
[00:16:18.360 --> 00:16:21.720]  一個就是我成為一個非常偉大見證
[00:16:21.720 --> 00:16:22.720]  為主受苦的基督徒
[00:16:22.720 --> 00:16:23.840]  另外一個就是
[00:16:23.840 --> 00:16:25.600]  不要玩了
[00:16:25.600 --> 00:16:29.040]  原來這麼辛苦的
[00:16:29.040 --> 00:16:31.040]  不如放下服事
[00:16:31.040 --> 00:16:34.840]  安安穩穩做個安逸的基督徒就算了
[00:16:35.920 --> 00:16:37.200]  但寶萊不是
[00:16:37.200 --> 00:16:41.640]  寶萊一一承受這些苦楚
[00:16:41.640 --> 00:16:43.520]  然後
[00:16:43.520 --> 00:16:47.320]  他繼續在宣教路上堅持不懈
[00:16:47.320 --> 00:16:50.560]  直到他完成他的人生
[00:16:50.560 --> 00:16:55.840]  他指出他能夠同神經歷這一切的困難、苦楚、挑戰
[00:16:55.840 --> 00:16:59.600]  不是他自己靠著他一己之力來忍受
[00:16:59.600 --> 00:17:00.800]  來經歷
[00:17:00.800 --> 00:17:02.160]  來向前行
[00:17:02.160 --> 00:17:05.840]  寶萊說如果不是神的恩典
[00:17:06.200 --> 00:17:11.280]  他根本就早已因為以上這一切而感到喪膽
[00:17:11.280 --> 00:17:12.880]  他說哪有可能
[00:17:12.880 --> 00:17:16.680]  到今天還繼續堅持著來服事
[00:17:16.680 --> 00:17:19.320]  這是寶萊所說
[00:17:19.320 --> 00:17:24.800]  就是說寶萊打從心裡面有這樣的心態
[00:17:24.800 --> 00:17:26.760]  就是無論在人的眼光當中
[00:17:26.760 --> 00:17:29.320]  看來是什麼挑戰和困難
[00:17:29.320 --> 00:17:31.320]  只要神要他經歷的
[00:17:31.320 --> 00:17:35.840]  他都願意帶著感恩的心去面對
[00:17:36.920 --> 00:17:40.040]  二十多年前有一位姊妹曾經去非洲
[00:17:40.040 --> 00:17:42.040]  有過一年的宣教體驗
[00:17:42.040 --> 00:17:46.000]  當時非洲肯雅的首都奈羅比
[00:17:46.000 --> 00:17:48.440]  是一個電力很不穩定的地方
[00:17:48.440 --> 00:17:49.920]  常常都停電
[00:17:49.920 --> 00:17:51.600]  有一次我和她聊天
[00:17:51.600 --> 00:17:53.680]  她跟我分享過有一次做完事情
[00:17:53.680 --> 00:17:55.880]  下班回家又停電了
