
[00:00:00.000 --> 00:00:03.000]  再一次remind一下弟兄姊妹
[00:02:05.500 --> 00:02:09.500]  我們希望在查經和識經當中
[00:02:09.500 --> 00:02:11.500]  去明白聖經
[00:02:11.500 --> 00:02:13.500]  我們今天用什麼角度來看呢
[00:02:13.500 --> 00:02:15.500]  我們用一個保羅的角度
[00:02:15.500 --> 00:02:19.500]  一個臨離開世界之前的人的角度
[00:02:19.500 --> 00:02:21.500]  保羅大概幾歲呢
[00:02:21.500 --> 00:02:24.500]  上一次曾牧師都講到大約
[00:02:24.500 --> 00:02:27.500]  提摩太太應該是四十歲以下
[00:02:27.500 --> 00:02:29.500]  所謂的年輕人
[00:02:29.500 --> 00:02:31.500]  保羅大約
[00:02:31.500 --> 00:02:33.500]  我們估計
[00:02:33.500 --> 00:02:37.500]  可能是五十多六十歲
[00:02:37.500 --> 00:02:41.500]  昨天我們科學組弟兄
[00:02:41.500 --> 00:02:43.500]  去一個簡單的退休會
[00:02:43.500 --> 00:02:45.500]  我們玩了一個遊戲
[00:02:45.500 --> 00:02:48.500]  當時我們十四個人參加
[00:02:48.500 --> 00:02:50.500]  我們平均年歲
[00:02:50.500 --> 00:02:52.500]  姐妹不敢講這件事
[00:02:52.500 --> 00:02:54.500]  弟兄我們就講一下
[00:02:54.500 --> 00:02:56.500]  我們平均年歲
[00:02:56.500 --> 00:02:58.500]  幸好有Philip在
[00:02:58.500 --> 00:03:00.500]  將他們拉低一點
[00:03:00.500 --> 00:03:03.500]  我們平均年歲是六十歲
[00:03:03.500 --> 00:03:05.500]  我們這樣算一算
[00:03:05.500 --> 00:03:08.500]  和保羅當時差不多
[00:03:08.500 --> 00:03:10.500]  你知不知道年歲
[00:03:10.500 --> 00:03:12.500]  人對時間的觀念
[00:03:12.500 --> 00:03:14.500]  是不斷改變的
[00:03:14.500 --> 00:03:16.500]  當我們年輕的時候
[00:03:16.500 --> 00:03:18.500]  覺得時間很長
[00:03:18.500 --> 00:03:20.500]  你何時中學畢業
[00:03:20.500 --> 00:03:22.500]  我記得我臨中學畢業之前
[00:03:22.500 --> 00:03:24.500]  很久才畢業
[00:03:24.500 --> 00:03:28.500]  有一些是你覺得很辛苦的時候
[00:03:28.500 --> 00:03:30.500]  你覺得很長
[00:03:30.500 --> 00:03:32.500]  我們對時間的觀念
[00:03:32.500 --> 00:03:34.500]  所以大家看牙醫
[00:03:34.500 --> 00:03:36.500]  那兩三秒鐘
[00:03:36.500 --> 00:03:38.500]  十分鐘你覺得永遠
[00:03:38.500 --> 00:03:40.500]  很長
[00:03:40.500 --> 00:03:42.500]  時間的觀念
[00:03:42.500 --> 00:03:45.500]  好像過山車一路爬到最頂
[00:03:45.500 --> 00:03:47.500]  我們到四十歲下來
[00:03:47.500 --> 00:03:49.500]  那些時間很快
[00:03:49.500 --> 00:03:51.500]  那時候見到弟兄姐妹
[00:03:51.500 --> 00:03:53.500]  你的子女這麼大
[00:03:53.500 --> 00:03:55.500]  昨天我們婚禮的時候
[00:03:55.500 --> 00:03:57.500]  怎麼看得這麼快
[00:03:57.500 --> 00:03:59.500]  看著他結婚
[00:03:59.500 --> 00:04:01.500]  牧師我老得快
[00:04:01.500 --> 00:04:03.500]  我們對時間的觀念是這樣
[00:04:03.500 --> 00:04:05.500]  當時保羅在那個時候
[00:04:05.500 --> 00:04:09.500]  時間是很緊迫
[00:04:09.500 --> 00:04:13.500]  所以每一分每一秒都很珍貴
[00:04:13.500 --> 00:04:16.500]  我們人年紀越大
[00:04:16.500 --> 00:04:19.500]  就是珍貴每一個moment
[00:04:19.500 --> 00:04:21.500]  有一首歌
[00:04:21.500 --> 00:04:23.500]  In moments like these
[00:04:23.500 --> 00:04:25.500]  I sing a song
[00:04:25.500 --> 00:04:27.500]  A love song
[00:04:27.500 --> 00:04:29.500]  在這個時候
[00:04:29.500 --> 00:04:31.500]  我們慢慢要學習
[00:04:31.500 --> 00:04:33.500]  時間很珍惜很寶貴
[00:04:33.500 --> 00:04:35.500]  每一個時間都很寶貴
[00:04:35.500 --> 00:04:37.500]  這個寶貴是什麼呢
[00:04:37.500 --> 00:04:40.500]  是將你的愛流露給我們身邊的人
[00:04:40.500 --> 00:04:43.500]  將我們的愛奉獻給神
[00:04:43.500 --> 00:04:46.500]  我們今天在這個地方敬拜神
[00:04:46.500 --> 00:04:48.500]  其實是寶貴
[00:04:48.500 --> 00:04:50.500]  能夠奉獻給主
[00:04:50.500 --> 00:04:52.500]  時間很寶貴
[00:04:52.500 --> 00:04:54.500]  因為時間過了
[00:04:54.500 --> 00:04:55.500]  沒有了
[00:04:55.500 --> 00:04:57.500]  你錢過了可以賺回
[00:04:57.500 --> 00:05:00.500]  但是時間過了沒有了
[00:05:00.500 --> 00:05:03.500]  在這個永恆的生命當中
[00:05:03.500 --> 00:05:06.500]  神給我們一個很奇妙的feeling
[00:05:06.500 --> 00:05:10.500]  就是在這個世上活著的時候
[00:05:10.500 --> 00:05:12.500]  怎麼能夠抓住永恆呢
[00:05:12.500 --> 00:05:15.500]  怎麼會有真正的價值呢
[00:05:15.500 --> 00:05:17.500]  原來真正的價值是什麼呢
[00:05:17.500 --> 00:05:21.500]  就是在永恆當中被神紀念
[00:05:21.500 --> 00:05:23.500]  我們昨天看羅馬書
[00:05:23.500 --> 00:05:25.500]  我們對弟兄退休會
[00:05:25.500 --> 00:05:29.500]  說羅馬書將身體獻上當作活祭
[00:05:29.500 --> 00:05:31.500]  原來我們發覺
[00:05:31.500 --> 00:05:34.500]  所有不能夠奉獻給神的東西
[00:05:34.500 --> 00:05:35.500]  都是曬的
[00:05:35.500 --> 00:05:37.500]  能夠奉獻給神的
[00:05:37.500 --> 00:05:40.500]  是一個永恆的價值
[00:05:40.500 --> 00:05:42.500]  所以我們今天求主幫助我們
[00:05:42.500 --> 00:05:44.500]  再一次看這段經文的時候
[00:05:44.500 --> 00:05:49.500]  我們先從保羅的感受去看看
[00:05:49.500 --> 00:05:52.500]  然後再從提摩泰的感受去看看
[00:05:52.500 --> 00:05:56.500]  究竟我們在生命當中
[00:05:56.500 --> 00:05:58.500]  什麼是最重要的呢
[00:05:58.500 --> 00:06:01.500]  保羅對提摩泰說了一些話
[00:06:01.500 --> 00:06:03.500]  究竟對我們有什麼impact呢
[00:06:03.500 --> 00:06:08.500]  我們說到解經和釋經
[00:06:08.500 --> 00:06:11.500]  因為這個月是釋經月
[00:06:11.500 --> 00:06:13.500]  我想附帶講一講
[00:06:13.500 --> 00:06:18.500]  我們解經和釋經有一點點分別
[00:06:18.500 --> 00:06:24.500]  解經就是解釋當時受眾聽到是什麼意思
[00:06:24.500 --> 00:06:29.500]  解釋當時寫經的作者是什麼意思
[00:06:29.500 --> 00:06:30.500]  當時是什麼意思
[00:06:30.500 --> 00:06:31.500]  這個是解經
[00:06:31.500 --> 00:06:33.500]  釋經就是我們在讀的時候
[00:06:33.500 --> 00:06:36.500]  我們在應用在我們的身上
[00:06:36.500 --> 00:06:40.500]  所以我們的釋經一定要受解經去控制
[00:06:40.500 --> 00:06:42.500]  我們不可以隨便釋經
[00:06:42.500 --> 00:06:46.500]  我們一定要明白當時的情況
[00:06:46.500 --> 00:06:50.500]  剛才我們說到保羅在羅馬
[00:06:50.500 --> 00:06:52.500]  提到羅馬這個字
[00:06:52.500 --> 00:06:55.500]  我們現代人對羅馬的看法
[00:06:55.500 --> 00:06:59.500]  和當時保羅對羅馬的看法不一樣
[00:06:59.500 --> 00:07:01.500]  你知不知道
[00:07:01.500 --> 00:07:03.500]  現在羅馬就是意大利
[00:07:03.500 --> 00:07:05.500]  意大利就是名店
[00:07:05.500 --> 00:07:07.500]  意大利皮鞋 手袋
[00:07:07.500 --> 00:07:10.500]  什麼瓷什麼瓷都是意大利的
[00:07:10.500 --> 00:07:13.500]  我們現在對
[00:07:13.500 --> 00:07:16.500]  原來當時保羅不是
[00:07:16.500 --> 00:07:21.500]  當時羅馬是一個逼迫基督徒的地方
[00:07:21.500 --> 00:07:24.500]  那個鬥獸場是什麼呢
[00:07:24.500 --> 00:07:28.500]  是那些基督徒被逼和那些野獸去搏鬥
[00:07:28.500 --> 00:07:30.500]  是一個entertainment
[00:07:30.500 --> 00:07:33.500]  對那些未信的人
[00:07:33.500 --> 00:07:36.500]  他覺得那些基督徒應該死
[00:07:36.500 --> 00:07:39.500]  在教會這樣的情況下
[00:07:39.500 --> 00:07:41.500]  保羅在這樣的情況下
[00:07:41.500 --> 00:07:43.500]  你去寫這封信
[00:07:43.500 --> 00:07:45.500]  我們就明白
[00:07:45.500 --> 00:07:49.500]  原來我們今天對聖經的那種體會
[00:07:49.500 --> 00:07:53.500]  是我們回到當時的感受
[00:07:53.500 --> 00:07:56.500]  保羅的感受是怎樣呢
[00:07:56.500 --> 00:07:59.500]  他寫這封信的迫切性是怎樣呢
[00:07:59.500 --> 00:08:04.500]  我們更加明白一個很重要的訊息在我們當中
[00:08:04.500 --> 00:08:06.500]  我們一起先低頭祈禱
[00:08:06.500 --> 00:08:09.500]  然後幫助我們能夠明白這段經文
[00:08:09.500 --> 00:08:12.500]  今天的經文雖然稍為長一點
[00:08:12.500 --> 00:08:16.500]  但幫助我們能夠去capture到裏面的正義
[00:08:16.500 --> 00:08:18.500]  幫助我們一路聽的時候
[00:08:18.500 --> 00:08:22.500]  想到怎樣應用在我們的生命當中
[00:08:22.500 --> 00:08:24.500]  祝求你幫助我們
[00:08:24.500 --> 00:08:28.500]  祝求你幫助我們不單止在聖經的知識層面
[00:08:28.500 --> 00:08:30.500]  我們進步
[00:08:30.500 --> 00:08:33.500]  更加在這個屬靈的經驗上
[00:08:33.500 --> 00:08:35.500]  怎樣經歷神
[00:08:35.500 --> 00:08:36.500]  你們有進步
[00:08:36.500 --> 00:08:40.500]  叫我們的愛心經得起考驗
[00:08:40.500 --> 00:08:42.500]  叫我們愛神的心
[00:08:42.500 --> 00:08:46.500]  不是一個很膚淺的愛心
[00:08:46.500 --> 00:08:49.500]  就是求主經歷我們
[00:08:49.500 --> 00:08:51.500]  讓我們生活滿足
[00:08:51.500 --> 00:08:53.500]  生活無缺
[00:08:53.500 --> 00:08:55.500]  讓我們能夠學習這個愛
[00:08:55.500 --> 00:08:58.500]  能夠為主忍受苦難
[00:08:58.500 --> 00:08:59.500]  為主的緣故
[00:08:59.500 --> 00:09:02.500]  我們願意去行在主的旨意當中
[00:09:02.500 --> 00:09:04.500]  主在末世來到的時候
[00:09:04.500 --> 00:09:07.500]  就叫我們基督徒好的裝備
[00:09:07.500 --> 00:09:09.500]  裝備我們的心智
[00:09:09.500 --> 00:09:11.500]  怎樣去敬拜主
[00:09:11.500 --> 00:09:12.500]  仰望主
[00:09:12.500 --> 00:09:13.500]  讚美主
[00:09:13.500 --> 00:09:18.500]  讓我們所信的信仰真理
[00:09:18.500 --> 00:09:22.500]  勝過我們外在的困惑
[00:09:22.500 --> 00:09:26.500]  主要與我們同在 祈禱奉耶穌名求 阿們
[00:09:26.500 --> 00:09:27.500]  我們看回提摩泰
[00:09:27.500 --> 00:09:32.500]  我們講一點提摩泰的背景
[00:09:32.500 --> 00:09:36.500]  如果今天有些人做測試
[00:09:36.500 --> 00:09:39.500]  說到personality的測試
[00:09:39.500 --> 00:09:41.500]  大家去上班的時候都有
[00:09:41.500 --> 00:09:44.500]  看你是甚麼類的人
[00:09:44.500 --> 00:09:46.500]  提摩泰是甚麼人呢
[00:09:46.500 --> 00:09:48.500]  很多的解經家
[00:09:48.500 --> 00:09:50.500]  看回這段經文
[00:09:50.500 --> 00:09:53.500]  提摩泰是一個很膽小的人
[00:09:53.500 --> 00:09:54.500]  我們膽怯呢
[00:09:54.500 --> 00:09:57.500]  今天講的是精英文雅的膽怯
[00:09:57.500 --> 00:09:59.500]  其實就是沒有膽
[00:09:59.500 --> 00:10:02.500]  我們廣東話就說沒有膽匪類
[00:10:02.500 --> 00:10:05.500]  那可不可以做領袖呢
[00:10:05.500 --> 00:10:06.500]  很內向
[00:10:06.500 --> 00:10:08.500]  很驚青
[00:10:08.500 --> 00:10:11.500]  提摩泰身體又不好
[00:10:11.500 --> 00:10:13.500]  又胃痛
[00:10:13.500 --> 00:10:16.500]  所以保羅叫他喝提摩泰酒
[00:10:16.500 --> 00:10:18.500]  我們現在叫提摩泰酒
[00:10:18.500 --> 00:10:21.500]  有些可以補身的
[00:10:21.500 --> 00:10:28.500]  提摩泰自己的父親是希臘人
[00:10:28.500 --> 00:10:30.500]  媽媽是猶太人
[00:10:30.500 --> 00:10:33.500]  你知不知道他模樣的猶太人
[00:10:33.500 --> 00:10:35.500]  猶太人最看不起的是甚麼呢
[00:10:35.500 --> 00:10:38.500]  最看不起的是mixed
[00:10:38.500 --> 00:10:41.500]  我們叫mixed marriage所產生的
[00:10:41.500 --> 00:10:42.500]  一些子女
[00:10:42.500 --> 00:10:45.500]  所以提摩泰後來遂遂受割禮
[00:10:45.500 --> 00:10:48.500]  免得那麼多爭議
[00:10:48.500 --> 00:10:52.500]  我們見到提摩泰住一個這樣的環境
[00:10:52.500 --> 00:10:55.500]  外面是一個不容易的環境
[00:10:55.500 --> 00:10:57.500]  在爾弗所教會
[00:10:57.500 --> 00:11:02.500]  爾弗所教會是保羅牧養過的
[00:11:02.500 --> 00:11:03.500]  更加不容易
[00:11:03.500 --> 00:11:10.500]  因為保羅是一個敢說話的人
[00:11:10.500 --> 00:11:13.500]  保羅不怕死
[00:11:13.500 --> 00:11:15.500]  甚至彼得做錯事
[00:11:15.500 --> 00:11:16.500]  保羅都會說他
[00:11:16.500 --> 00:11:19.500]  所以保羅是一個很直言的人
[00:11:19.500 --> 00:11:22.500]  一個偉大的使徒
[00:11:22.500 --> 00:11:25.500]  提摩泰去接手
[00:11:25.500 --> 00:11:27.500]  是否很艱難
[00:11:27.500 --> 00:11:32.500]  多數他不是一個很大的教會
[00:11:32.500 --> 00:11:33.500]  只是一個牧師
[00:11:33.500 --> 00:11:34.500]  我們現在會怎樣呢
[00:11:34.500 --> 00:11:36.500]  感謝主我們有很多牧師
[00:11:36.500 --> 00:11:38.500]  大家拍拍肩膀
[00:11:38.500 --> 00:11:39.500]  幫忙
[00:11:39.500 --> 00:11:40.500]  大家cover
[00:11:40.500 --> 00:11:42.500]  但提摩泰不是
[00:11:42.500 --> 00:11:45.500]  在這樣的處境當中
[00:11:45.500 --> 00:11:52.500]  保羅知道提摩泰心裏的害怕
[00:11:52.500 --> 00:11:55.500]  知道他心裏的不舒服
[00:11:55.500 --> 00:11:57.500]  知道他的性格
[00:11:57.500 --> 00:12:00.500]  知道他的困難
[00:12:00.500 --> 00:12:01.500]  所以提摩泰
[00:12:01.500 --> 00:12:03.500]  保羅寫信給提摩泰
[00:12:03.500 --> 00:12:05.500]  如果按今天來說
[00:12:05.500 --> 00:12:07.500]  提摩泰應徵做教會牧師
[00:12:07.500 --> 00:12:09.500]  多數應徵不到
[00:12:09.500 --> 00:12:13.500]  多數都不通過
[00:12:13.500 --> 00:12:15.500]  但很奇怪
[00:12:15.500 --> 00:12:17.500]  神就將提摩泰
[00:12:17.500 --> 00:12:20.500]  放在這樣的處境當中
[00:12:20.500 --> 00:12:22.500]  我們說到教會領袖
[00:12:22.500 --> 00:12:24.500]  教會的牧師
[00:12:24.500 --> 00:12:26.500]  有時我們很奇怪
[00:12:26.500 --> 00:12:29.500]  神將一些好像不太fit in的人
[00:12:29.500 --> 00:12:31.500]  放在一起
[00:12:31.500 --> 00:12:34.500]  有神的美意在當中
[00:12:34.500 --> 00:12:37.500]  我們看看提摩泰
[00:12:37.500 --> 00:12:39.500]  那種情境
[00:12:39.500 --> 00:12:42.500]  提摩泰很需要鼓勵
[00:12:42.500 --> 00:12:44.500]  他不是需要別人教訓他
[00:12:44.500 --> 00:12:46.500]  他需要別人鼓勵
[00:12:46.500 --> 00:12:48.500]  書中在提摩泰
[00:12:48.500 --> 00:12:50.500]  太后書第一章
[00:12:50.500 --> 00:12:52.500]  他說保羅說
[00:12:52.500 --> 00:12:55.500]  紀念他的眼淚
[00:12:55.500 --> 00:12:57.500]  有沒有男人流淚
[00:12:57.500 --> 00:12:59.500]  很少
[00:12:59.500 --> 00:13:02.500]  提摩泰都流眼淚
[00:13:02.500 --> 00:13:04.500]  很不容易
[00:13:04.500 --> 00:13:06.500]  但保羅鼓勵他
[00:13:06.500 --> 00:13:08.500]  記得你的外祖母
[00:13:08.500 --> 00:13:11.500]  記得你媽媽的信仰
[00:13:11.500 --> 00:13:13.500]  幫助
[00:13:13.500 --> 00:13:15.500]  所以我們生命當中
[00:13:15.500 --> 00:13:17.500]  我們要求主幫助
[00:13:17.500 --> 00:13:19.500]  堅強裏面
[00:13:19.500 --> 00:13:22.500]  我們裏面那種愛的堅強
[00:13:22.500 --> 00:13:24.500]  愛的去做一個
[00:13:24.500 --> 00:13:27.500]  神所用的僕人
[00:13:27.500 --> 00:13:29.500]  原來人生裏面
[00:13:29.500 --> 00:13:31.500]  我們今天的講題是忠心僕人
[00:13:31.500 --> 00:13:33.500]  這個僕人是什麼呢
[00:13:33.500 --> 00:13:35.500]  僕人的意思
[00:13:35.500 --> 00:13:37.500]  所謂的非庸
[00:13:37.500 --> 00:13:40.500]  我們不要這樣想
[00:13:40.500 --> 00:13:43.500]  這是我們現在對僕人的想法
[00:13:43.500 --> 00:13:45.500]  印庸
[00:13:45.500 --> 00:13:47.500]  僕人的主要原因
[00:13:47.500 --> 00:13:50.500]  是講到人生命的主宰
[00:13:50.500 --> 00:13:52.500]  誰是主人
[00:13:52.500 --> 00:13:55.500]  重點是誰是我們的主人
[00:13:55.500 --> 00:13:58.500]  我們的生命誰是我們的主人
[00:13:58.500 --> 00:14:02.500]  我們發覺原來我們人生最大的掙扎
[00:14:02.500 --> 00:14:04.500]  就是誰作主
[00:14:04.500 --> 00:14:06.500]  我的生命是我自己作主
[00:14:06.500 --> 00:14:08.500]  還是神作主
[00:14:08.500 --> 00:14:10.500]  所以我們說服侍神
[00:14:10.500 --> 00:14:13.500]  即是讓神的主權在我身上
[00:14:13.500 --> 00:14:15.500]  耶穌臨升天的時候說
[00:14:15.500 --> 00:14:20.500]  天上地下所有的權柄都賜給我
[00:14:20.500 --> 00:14:23.500]  耶穌記得接受這個權柄
[00:14:23.500 --> 00:14:25.500]  即是說我們生命裏面
[00:14:25.500 --> 00:14:28.500]  耶穌以我們的主為主
[00:14:28.500 --> 00:14:31.500]  這是我們生命的僕人
[00:14:31.500 --> 00:14:33.500]  如果你請一個僕人回來
[00:14:33.500 --> 00:14:36.500]  他不聽你的話
[00:14:36.500 --> 00:14:39.500]  通常你都很快解僱他
[00:14:39.500 --> 00:14:43.500]  我們有做老闆或是上司
[00:14:43.500 --> 00:14:45.500]  下面的人不聽你的話
[00:14:45.500 --> 00:14:47.500]  覺得很難做
[00:14:47.500 --> 00:14:49.500]  我們生命裏面
[00:14:49.500 --> 00:14:52.500]  這個忠心的僕人的意思是
[00:14:52.500 --> 00:14:57.500]  我們認清楚神是我們生命的主權
[00:14:57.500 --> 00:15:00.500]  這是第一個重點
[00:15:00.500 --> 00:15:01.500]  忠心的僕人
[00:15:01.500 --> 00:15:03.500]  究竟忠心的僕人應該是什麼呢
[00:15:03.500 --> 00:15:06.500]  第一點就是無愧的工人
[00:15:06.500 --> 00:15:07.500]  無愧的工人
[00:15:07.500 --> 00:15:09.500]  我們要蒙主喜悅
[00:15:09.500 --> 00:15:13.500]  在和學本裏面我們要竭力蒙主的喜悅
[00:15:13.500 --> 00:15:19.500]  你都要按照正義去分解真理的道
[00:15:19.500 --> 00:15:23.500]  我今天特別用漢語聖經譯本
[00:15:23.500 --> 00:15:27.500]  大家可以看看這段經文
[00:15:27.500 --> 00:15:30.500]  我們看看第幾節
[00:15:30.500 --> 00:15:33.500]  這麼快就去到第十四節
[00:15:33.500 --> 00:15:34.500]  你要提醒大家
[00:15:34.500 --> 00:15:36.500]  即使在神面前
[00:15:36.500 --> 00:15:38.500]  鄭重地勸誡他們
[00:15:38.500 --> 00:15:40.500]  不要在言詞上爭辯
[00:15:40.500 --> 00:15:42.500]  這是沒有益處的
[00:15:42.500 --> 00:15:46.500]  只要把所聽見的道
[00:15:46.500 --> 00:15:49.500]  先看看這裏
[00:15:49.500 --> 00:15:51.500]  為什麼要用一個新的譯本呢
[00:15:51.500 --> 00:15:53.500]  因為我們中間的舊信徒
[00:15:53.500 --> 00:15:57.500]  我們看聖經看得太少
[00:15:57.500 --> 00:15:58.500]  看得太多
[00:15:58.500 --> 00:16:00.500]  好像詩篇二十三篇一樣
[00:16:00.500 --> 00:16:01.500]  讀得太多
[00:16:01.500 --> 00:16:02.500]  主祖文讀得太多
[00:16:02.500 --> 00:16:04.500]  我們不知道裏面是什麼意思
[00:16:04.500 --> 00:16:06.500]  你習慣了
[00:16:06.500 --> 00:16:08.500]  所以提醒大家
[00:16:08.500 --> 00:16:12.500]  只要把所聽見的人摧毀
[00:16:12.500 --> 00:16:14.500]  我們再看第十五節
[00:16:14.500 --> 00:16:19.500]  你要竭力在神面前做一個經得起考驗的人
[00:16:19.500 --> 00:16:21.500]  一個無愧的工人
[00:16:21.500 --> 00:16:24.500]  正確來講解真理的道
[00:16:24.500 --> 00:16:27.500]  至於世俗的空談你要避免
[00:16:27.500 --> 00:16:31.500]  因為這些東西會使人越來越不敬虔
[00:16:31.500 --> 00:16:35.500]  他們的話將要像毒瘡一樣擴散開去
[00:16:35.500 --> 00:16:39.500]  當中有許米乃和肥利圖
[00:16:39.500 --> 00:16:41.500]  他們偏離了真道
[00:16:41.500 --> 00:16:43.500]  稱復活為已經過去的事
[00:16:43.500 --> 00:16:46.500]  因而敗壞了一些人的信心
[00:16:46.500 --> 00:16:48.500]  不過神堅固的根基
[00:16:48.500 --> 00:16:49.500]  勒納不動
[00:16:49.500 --> 00:16:51.500]  上面有者印記說
[00:16:51.500 --> 00:16:54.500]  主認識屬於自己的人
[00:16:54.500 --> 00:16:57.500]  就說凡稱呼主為主的
[00:16:57.500 --> 00:17:00.500]  都要離開不易
[00:17:00.500 --> 00:17:04.500]  先講提摩泰
[00:17:04.500 --> 00:17:06.500]  提摩泰是害怕的
[00:17:06.500 --> 00:17:08.500]  害怕什麼呢
[00:17:08.500 --> 00:17:10.500]  害怕別人
[00:17:10.500 --> 00:17:12.500]  害怕自己不行
[00:17:12.500 --> 00:17:14.500]  我們害怕
[00:17:14.500 --> 00:17:17.500]  凡是害怕的時候
[00:17:17.500 --> 00:17:20.500]  通常聖經的作者就要剛強壯膽
[00:17:20.500 --> 00:17:22.500]  好像約書亞記
[00:17:22.500 --> 00:17:24.500]  頂摩西的位置
[00:17:24.500 --> 00:17:25.500]  摩西離開
[00:17:25.500 --> 00:17:27.500]  約書亞記那時候已經八十多歲了
[00:17:27.500 --> 00:17:29.500]  還很烈
[00:17:29.500 --> 00:17:32.500]  約書亞記就稱呼他
[00:17:32.500 --> 00:17:34.500]  剛強壯膽
[00:17:34.500 --> 00:17:36.500]  直接跟他說
[00:17:36.500 --> 00:17:38.500]  我們如何能夠剛強壯膽呢
[00:17:38.500 --> 00:17:41.500]  第一就是我們在神面前
[00:17:41.500 --> 00:17:44.500]  看準我們要得到神的喜悅
[00:17:44.500 --> 00:17:48.500]  如果我們想佩服所有人的話
[00:17:48.500 --> 00:17:50.500]  我們一定害怕
[00:17:50.500 --> 00:17:52.500]  所以做一個成功的人
[00:17:52.500 --> 00:17:54.500]  在現代成功的人
[00:17:54.500 --> 00:17:56.500]  就是我要一個politician
[00:17:56.500 --> 00:17:57.500]  我要佩服所有人
[00:17:57.500 --> 00:17:59.500]  每個人都擁戴我
[00:17:59.500 --> 00:18:01.500]  我發覺我們這樣想的時候
[00:18:01.500 --> 00:18:03.500]  我們就沒有勇氣
[00:18:03.500 --> 00:18:06.500]  我們很容易受人的言語唆擺
[00:18:06.500 --> 00:18:08.500]  別人說一句話
[00:18:08.500 --> 00:18:10.500]  影響我們如何去做
[00:18:10.500 --> 00:18:12.500]  因為我們害怕
[00:18:12.500 --> 00:18:14.500]  我們害怕別人不喜歡我們
[00:18:14.500 --> 00:18:16.500]  我們在神的面前
[00:18:16.500 --> 00:18:19.500]  第一要對神做一個無愧的公仁
[00:18:19.500 --> 00:18:22.500]  我們無要得主的喜悅
[00:18:22.500 --> 00:18:25.500]  Praise God 是一個
[00:18:25.500 --> 00:18:27.500]  Praise everybody 就很慘
[00:18:27.500 --> 00:18:29.500]  很多人
[00:18:29.500 --> 00:18:31.500]  在教會當中做牧師
[00:18:31.500 --> 00:18:34.500]  我們看一看提摩太
[00:18:34.500 --> 00:18:37.500]  牧師是一個很奇特的身份
[00:18:37.500 --> 00:18:39.500]  他又不是老闆
[00:18:39.500 --> 00:18:41.500]  他不是說什麼事
[00:18:41.500 --> 00:18:42.500]  人們就要聽
