
[00:00:00.000 --> 00:00:01.360]  好,我們領受神的話語之師
[00:02:09.320 --> 00:02:11.320]  和尼希米怎樣回應
[00:02:11.320 --> 00:02:13.720]  裏面的訊息都會成為我們的提醒
[00:02:13.720 --> 00:02:15.720]  很真金在我們人生裏面
[00:02:15.720 --> 00:02:18.040]  都會有時候有些人對我們不滿的
[00:02:18.040 --> 00:02:20.840]  有些人會刻意地來挑戰我們
[00:02:20.840 --> 00:02:22.600]  在背後重傷我們
[00:02:22.600 --> 00:02:25.680]  或者我們怎樣來帶他去面對這些的衝擊
[00:02:25.680 --> 00:02:27.680]  怎樣面對這些回應呢
[00:02:27.680 --> 00:02:29.680]  我相信從這一章聖經裏面
[00:02:29.680 --> 00:02:32.680]  都會給我們一些的領受和幫助的
[00:02:32.680 --> 00:02:35.200]  其實敵人用的攻擊的方法
[00:02:35.200 --> 00:02:38.000]  是慣常亦都很普通
[00:02:38.000 --> 00:02:42.320]  就是會嘲笑、恐嚇、甚至動手
[00:02:42.320 --> 00:02:44.320]  我們逐一逐一地去看
[00:02:44.320 --> 00:02:46.320]  第一就是敵人來嘲笑
[00:02:46.320 --> 00:02:49.880]  來帶他去侮辱這一班的人
[00:02:49.880 --> 00:02:53.920]  我們一齊來讀尼希米第四章的第一節
[00:02:53.920 --> 00:02:55.440]  尼希米第四章的第一節
[00:02:55.440 --> 00:02:57.440]  我們一齊來讀出
[00:02:57.440 --> 00:03:01.920]  「參巴拉聽見我們修造城牆就發怒
[00:03:01.920 --> 00:03:05.560]  大大怒恨,恥笑猶太人。」
[00:03:05.560 --> 00:03:10.160]  這裏說參巴拉聽見我們來修造城牆的時候
[00:03:10.160 --> 00:03:12.760]  就很憤怒、恥笑我們
[00:03:12.760 --> 00:03:17.600]  「聽見」這個字在這本書裏面出現過好幾次
[00:03:17.600 --> 00:03:18.600]  如果我看第一次
[00:03:18.600 --> 00:03:24.560]  當我聽見尼希米要回去建造自己故鄉的城牆的時候
[00:03:24.560 --> 00:03:25.760]  就發怒
[00:03:25.760 --> 00:03:29.920]  第二次當他聽見他們已經開始動工的時候
[00:03:29.920 --> 00:03:31.720]  他就散播謠言
[00:03:31.720 --> 00:03:34.720]  說他們回去就要密謀造反
[00:03:34.720 --> 00:03:37.560]  但是這個謠言後來不攻自破
[00:03:37.560 --> 00:03:39.560]  第三次聽見的時候
[00:03:39.560 --> 00:03:42.120]  他就用挑撥離間的手段
[00:03:42.120 --> 00:03:45.400]  來帶他從中來帶他去搞破壞
[00:03:45.400 --> 00:03:47.400]  但是這次我們看到這段經文就說
[00:03:47.400 --> 00:03:48.520]  當他聽見的時候
[00:03:48.520 --> 00:03:50.760]  他們就發怒、惱恨
[00:03:50.760 --> 00:03:52.760]  接著就恥笑他們
[00:03:52.760 --> 00:03:55.480]  這個恥笑是代表了一個意思就是
[00:03:55.480 --> 00:03:56.840]  看不起他們
[00:03:56.840 --> 00:03:58.360]  「行不行啊」這樣
[00:03:58.360 --> 00:04:00.360]  來去挖苦他們
[00:04:00.360 --> 00:04:03.400]  今天這些嘲弄
[00:04:03.400 --> 00:04:04.480]  你不要看輕
[00:04:04.480 --> 00:04:08.440]  這些恥笑有時候會產生到有果效的
[00:04:08.440 --> 00:04:11.560]  有時候一些尖酸刻薄的言詞
[00:04:11.560 --> 00:04:14.440]  是會令到一些人喪志
[00:04:14.440 --> 00:04:18.680]  甚至會有一些放棄的念頭
[00:04:18.680 --> 00:04:22.880]  參巴拉就用了五個的問題
[00:04:22.880 --> 00:04:25.080]  來帶他去恥笑他們
[00:04:25.080 --> 00:04:26.280]  挑戰他們
[00:04:26.280 --> 00:04:29.080]  我們來逐一看這五個的問題
[00:04:29.080 --> 00:04:32.680]  我們先來帶他讀利希米基第四章的第二節
[00:04:32.680 --> 00:04:35.080]  第四章的第二節我們一起來讀出
[00:04:35.080 --> 00:04:39.320]  對他弟兄和撒瑪利亞的軍兵說
[00:04:39.320 --> 00:04:42.840]  這些軟弱的猶太人做什麼呢
[00:04:42.840 --> 00:04:44.840]  要保護自己嗎
[00:04:44.840 --> 00:04:46.280]  要戰制嗎
[00:04:46.280 --> 00:04:48.120]  要一日成功嗎
[00:04:48.120 --> 00:04:53.240]  要從土匪裡拿出火燒的石頭再立場嗎
[00:04:53.240 --> 00:04:55.000]  你留意一下
[00:04:55.000 --> 00:04:57.960]  他不是直接跟這些猶太人說的
[00:04:57.960 --> 00:04:59.000]  他說到
[00:04:59.000 --> 00:05:02.600]  他對他的弟兄和撒瑪利亞的軍兵說
[00:05:02.600 --> 00:05:03.480]  跟自己人說
[00:05:03.480 --> 00:05:06.120]  我們有一些反對派聯盟
[00:05:06.120 --> 00:05:09.160]  但是雖然表面是跟自己人說的
[00:05:09.160 --> 00:05:10.760]  但是大家都明白
[00:05:10.760 --> 00:05:12.360]  其實是說給人聽的
[00:05:12.360 --> 00:05:13.160]  很簡單
[00:05:13.160 --> 00:05:15.480]  你都試過這些事情
[00:05:15.480 --> 00:05:16.680]  你跟別人聊天的時候
[00:05:16.680 --> 00:05:18.200]  旁邊有個你不喜歡的人
[00:05:18.200 --> 00:05:19.560]  你看看這些人
[00:05:19.560 --> 00:05:21.480]  裝聰明的
[00:05:21.480 --> 00:05:23.880]  戴的戒指是A貨
[00:05:23.880 --> 00:05:24.840]  是不是
[00:05:24.840 --> 00:05:26.280]  沒錢就不要嚇人衝
[00:05:26.280 --> 00:05:27.880]  這些就是大逃鬼
[00:05:27.880 --> 00:05:29.960]  是啊是啊是啊
[00:05:29.960 --> 00:05:31.800]  其實雖然是兩個人說的
[00:05:31.800 --> 00:05:33.640]  但原來那個是搭桌子的人
[00:05:33.640 --> 00:05:35.240]  你是想針對搭桌子的人
[00:05:35.240 --> 00:05:36.200]  你明白我說什麼嗎
[00:05:36.200 --> 00:05:37.240]  所以你留意到
[00:05:37.240 --> 00:05:38.520]  聖經裡面就說到
[00:05:38.520 --> 00:05:40.520]  他是跟自己人說
[00:05:40.520 --> 00:05:42.520]  跟撒瑪利亞的軍兵說
[00:05:42.520 --> 00:05:44.520]  但是他針對的其實是什麼
[00:05:44.520 --> 00:05:47.000]  就是那幫猶太人
[00:05:47.000 --> 00:05:50.920]  接著他就說出五件事
[00:05:50.920 --> 00:05:52.360]  第一個就是
[00:05:52.360 --> 00:05:57.160]  這些軟弱的猶太人做什麼呢
[00:05:57.160 --> 00:05:59.480]  說這幫人是軟弱的
[00:05:59.480 --> 00:06:02.680]  按一按的時候就會變成一個藍色的powerpoint
[00:06:02.680 --> 00:06:04.760]  好,這裡告訴我們
[00:06:04.760 --> 00:06:05.800]  原來是紅色的
[00:06:05.800 --> 00:06:08.840]  不好意思,是色盲的
[00:06:08.840 --> 00:06:11.880]  這裡讓我們看到
[00:06:11.880 --> 00:06:15.000]  崩口人忌崩口玩
[00:06:15.000 --> 00:06:18.200]  這幫人真的是軟弱的
[00:06:18.200 --> 00:06:21.480]  因為他們是被擄歸回
[00:06:21.480 --> 00:06:24.760]  他們住在頹垣敗瓦裡面
[00:06:24.760 --> 00:06:28.520]  他們其實是剛剛回去的時候
[00:06:28.520 --> 00:06:31.320]  百廢待舉
[00:06:31.320 --> 00:06:33.080]  他們自己知道的
[00:06:33.080 --> 00:06:34.280]  但是有時候很有趣的
[00:06:34.280 --> 00:06:35.880]  你自己知道就還好
[00:06:35.880 --> 00:06:37.240]  如果別人再說一說的時候
[00:06:37.240 --> 00:06:38.600]  你又很痛苦的
[00:06:38.600 --> 00:06:39.880]  很簡單
[00:06:39.880 --> 00:06:41.800]  包括我在內或者一些姐妹
[00:06:41.800 --> 00:06:43.800]  你覺得自己肥了一點的時候
[00:06:43.800 --> 00:06:45.000]  你自己知道的
[00:06:45.000 --> 00:06:46.440]  ok的,是不是
[00:06:46.440 --> 00:06:47.320]  但是有人說
[00:06:47.320 --> 00:06:50.040]  你好像肥了一點
[00:06:50.040 --> 00:06:50.840]  是嗎?
[00:06:50.840 --> 00:06:51.880]  是啊是啊是啊
[00:06:51.880 --> 00:06:55.240]  你心裡面那種痛楚就更加加深了
[00:06:55.240 --> 00:06:56.760]  你其實是知道的
[00:06:56.760 --> 00:06:58.600]  但是別人再說一說的時候
[00:06:58.600 --> 00:07:00.360]  你就會痛苦很多
[00:07:00.360 --> 00:07:02.440]  你經常都期望只是自己知道
[00:07:02.440 --> 00:07:04.280]  你們看不到,看不到,看不到,是不是
[00:07:04.280 --> 00:07:06.440]  但是如果一說你就會知道
[00:07:06.440 --> 00:07:08.360]  這幫人本身就是軟弱
[00:07:08.360 --> 00:07:09.960]  但是這幫人就馬上挑戰他
[00:07:09.960 --> 00:07:13.240]  這些軟弱的猶太人做些什麼呢?
[00:07:13.240 --> 00:07:15.080]  第二個問題是什麼呢?
[00:07:15.080 --> 00:07:18.520]  就是要保護自己嗎?
[00:07:18.520 --> 00:07:20.520]  他們在質疑他們的能力
[00:07:20.520 --> 00:07:21.720]  行不行啊?
[00:07:21.720 --> 00:07:23.560]  你可不可以保護自己啊?
[00:07:23.560 --> 00:07:24.680]  你看看你們
[00:07:24.680 --> 00:07:26.760]  城門就已經銷毀
[00:07:26.760 --> 00:07:27.800]  沒有掩雞籠
[00:07:27.800 --> 00:07:29.400]  其他人都可以進來的
[00:07:29.400 --> 00:07:31.960]  你們的城牆周圍都破爛
[00:07:31.960 --> 00:07:33.800]  你怎麼保護自己啊?
[00:07:33.800 --> 00:07:35.960]  你們又沒有強大的兵力
[00:07:35.960 --> 00:07:37.960]  你做到些什麼呢?
[00:07:37.960 --> 00:07:39.960]  在他們的傷口上面
[00:07:39.960 --> 00:07:41.800]  再一次多踹一腳
[00:07:41.800 --> 00:07:45.320]  第三方面才是在針對他們的信仰和信心
[00:07:45.320 --> 00:07:47.960]  你們要憲制嗎?
[00:07:47.960 --> 00:07:49.800]  這個是否定的肯定答案
[00:07:49.800 --> 00:07:51.240]  就是說
[00:07:51.240 --> 00:07:53.320]  你們向神要憲制
[00:07:53.320 --> 00:07:54.760]  有用嗎?
[00:07:54.760 --> 00:07:56.360]  神會保護你嗎?
[00:07:56.360 --> 00:07:57.560]  神會祝福你嗎?
[00:07:57.560 --> 00:07:59.080]  你會成功嗎?
[00:07:59.080 --> 00:08:01.720]  這個是針對他們的信心
[00:08:01.720 --> 00:08:03.400]  其實當他們回去的時候
[00:08:03.400 --> 00:08:05.160]  其實是神給他們祝福
[00:08:05.160 --> 00:08:06.840]  秘魯歸回,是不是?
[00:08:06.840 --> 00:08:08.680]  其實神一早已經透過先知預言
[00:08:08.680 --> 00:08:10.680]  他們會七十年後歸回
[00:08:10.680 --> 00:08:13.240]  但是人往往是很負面的
[00:08:13.240 --> 00:08:14.840]  記不記得我們剛剛過了復活節
[00:08:14.840 --> 00:08:16.120]  我們看回過去的經文
[00:08:16.120 --> 00:08:17.480]  耶穌不斷說他受苦
[00:08:17.480 --> 00:08:19.160]  然後說他三日復活的
[00:08:19.160 --> 00:08:22.040]  但是門徒永遠是將焦點放在耶穌受苦的
[00:08:22.040 --> 00:08:24.120]  不記得耶穌說過他復活的
[00:08:24.120 --> 00:08:25.160]  好了
[00:08:25.160 --> 00:08:27.640]  其實他們能夠回歸是一個祝福
[00:08:27.640 --> 00:08:29.640]  但是如果別人跟他說
[00:08:29.640 --> 00:08:31.160]  你要憲制
[00:08:31.160 --> 00:08:32.280]  神愛你
[00:08:32.280 --> 00:08:34.680]  你們就不會亡國了
[00:08:34.680 --> 00:08:35.720]  神愛你
[00:08:35.720 --> 00:08:39.240]  你不會現在住一些爛融融的地方
[00:08:39.240 --> 00:08:41.400]  他們會真的想,是喲
[00:08:41.400 --> 00:08:43.560]  究竟神是不是真的愛我呢?
[00:08:43.560 --> 00:08:45.240]  弟兄姊妹
[00:08:45.240 --> 00:08:48.600]  有時候你和我都會陷在一些困境當中
[00:08:48.600 --> 00:08:50.440]  有時候我們會有病
[00:08:50.440 --> 00:08:53.240]  有時候我們會好像走了一條絕路
[00:08:53.240 --> 00:08:54.280]  甚至在那一刻裡面
[00:08:54.280 --> 00:08:57.000]  有時候我們祈禱好像神沒有聽
[00:08:57.000 --> 00:08:59.800]  如果有些人跟我們說
[00:08:59.800 --> 00:09:00.760]  神是不是真的愛你?
[00:09:00.760 --> 00:09:02.600]  是不是真的?
[00:09:02.600 --> 00:09:03.720]  如果祂真的愛你
[00:09:03.720 --> 00:09:05.160]  你過去做了那麼多事情
[00:09:05.160 --> 00:09:07.160]  怎麼會落到這樣的地步呢?
[00:09:07.160 --> 00:09:10.280]  於是可能我們就會開始真的質疑
[00:09:10.280 --> 00:09:13.640]  究竟神是不是真的去祝福我呢?
[00:09:13.640 --> 00:09:15.000]  我想大家都很熟悉
[00:09:15.000 --> 00:09:16.360]  約伯
[00:09:16.360 --> 00:09:19.400]  約伯他很豐富的財產
[00:09:19.400 --> 00:09:21.800]  他很好的生活
[00:09:21.800 --> 00:09:23.880]  但是有一次撒旦攻擊他的時候
[00:09:23.880 --> 00:09:25.560]  很短時間裡面
[00:09:25.560 --> 00:09:27.960]  他失去了一切的財富
[00:09:27.960 --> 00:09:30.760]  甚至連自己的兒子都死了
[00:09:30.760 --> 00:09:33.320]  再加上他自己有病
[00:09:33.320 --> 00:09:36.200]  接著他的妻子
[00:09:36.200 --> 00:09:38.760]  應該跟他走人生的路
[00:09:38.760 --> 00:09:40.440]  都挑戰他
[00:09:40.440 --> 00:09:42.280]  叫他放棄他的信仰
[00:09:42.280 --> 00:09:45.160]  我們看看當時約伯的妻子怎麼來說
[00:09:45.160 --> 00:09:47.560]  約伯記第二章的第九節
[00:09:47.560 --> 00:09:49.160]  我們一起來讀
[00:09:49.160 --> 00:09:51.320]  他的妻子對他說
[00:09:51.320 --> 00:09:53.560]  你仍然接受吧
[00:09:53.560 --> 00:09:54.520]  靜嗎?
[00:09:54.520 --> 00:09:55.880]  起死掉神
[00:09:55.880 --> 00:09:57.400]  死了吧
[00:09:57.400 --> 00:10:01.240]  最慘就是自己一起走生命路的人
[00:10:01.240 --> 00:10:04.040]  來挑戰你
[00:10:04.040 --> 00:10:06.600]  約伯的妻子當日就跟約伯說
[00:10:06.600 --> 00:10:07.560]  你看看你
[00:10:07.560 --> 00:10:09.080]  這樣搞法
[00:10:09.080 --> 00:10:10.840]  又病
[00:10:10.840 --> 00:10:12.600]  家人
[00:10:12.600 --> 00:10:13.960]  兒子又死了
[00:10:13.960 --> 00:10:15.240]  財富又沒有了
[00:10:15.240 --> 00:10:16.600]  你還持守這個信仰
[00:10:16.600 --> 00:10:18.680]  你不如去死吧你
[00:10:18.680 --> 00:10:20.840]  這些才是罪傷
[00:10:20.840 --> 00:10:24.600]  無可否認這些嘲笑我們信仰的獨佔
[00:10:24.600 --> 00:10:27.160]  有時候會真是眾正雄心
[00:10:27.160 --> 00:10:30.520]  叫我們的信仰來癱瘓
[00:10:30.520 --> 00:10:33.080]  接著另外一個問題是甚麼呢
[00:10:33.080 --> 00:10:37.240]  你是不是要一日成功呢
[00:10:37.240 --> 00:10:41.720]  這個是針對他們工作的效率
[00:10:41.720 --> 00:10:44.440]  這是一個龐大工程
[00:10:44.440 --> 00:10:50.760]  要去將這個爛熔熔的城牆重建
[00:10:50.760 --> 00:10:53.000]  不是一下子可以的
[00:10:53.000 --> 00:10:56.600]  其實看下去是一個漫長的歲月
[00:10:56.600 --> 00:10:58.280]  事實上我想每個人都會這樣
[00:10:58.280 --> 00:11:01.720]  人往往有時候一開始的時候是滿腔熱誠的
[00:11:01.720 --> 00:11:05.080]  但是當面對到一些挫敗的時候
[00:11:05.080 --> 00:11:08.440]  接二連三一些的衝擊
[00:11:08.440 --> 00:11:12.040]  有時候我們這一顆熱切的心
[00:11:12.040 --> 00:11:14.120]  就會變成為冰冷
[00:11:14.120 --> 00:11:16.360]  就會停頓下來
[00:11:16.360 --> 00:11:18.040]  敵人很清楚的知道
[00:11:18.040 --> 00:11:21.880]  這個工程絕對不容易來去解決
[00:11:21.880 --> 00:11:25.320]  所以就在這方面來潑他們冷水
[00:11:25.320 --> 00:11:30.440]  當一個人開始懷疑自己的計劃可不可行的時候
[00:11:30.440 --> 00:11:34.920]  最可怕就是聽到敵人對他心裏面那種疑問
[00:11:34.920 --> 00:11:37.720]  發出一些共鳴的時候
[00:11:37.720 --> 00:11:39.320]  他就會停下來
[00:11:39.320 --> 00:11:41.880]  這句話挑起他們的疑團
[00:11:41.880 --> 00:11:44.760]  正如今天我們的教會面臨的是甚麼呢
[00:11:44.760 --> 00:11:47.560]  其實這裏可能被領會會收回
[00:11:47.560 --> 00:11:50.680]  好了我們要去買自己的地方
[00:11:50.680 --> 00:11:52.360]  其實我們一直都是租地方
[00:11:52.360 --> 00:11:54.040]  可能我們要買了
[00:11:54.040 --> 00:11:56.200]  當我們要買的時候很真誠的說
[00:11:56.200 --> 00:11:57.160]  我們想一想
[00:11:57.160 --> 00:11:59.880]  如果我們要買一個很大的地方
[00:11:59.880 --> 00:12:01.560]  萬多二萬呎的時候
[00:12:01.560 --> 00:12:03.720]  是一個天文數字來的
[00:12:03.720 --> 00:12:05.240]  我想大家都會想
[00:12:05.240 --> 00:12:07.240]  我們哪有這樣的能力
[00:12:07.240 --> 00:12:09.000]  如果問銀行借錢
[00:12:09.000 --> 00:12:12.600]  很漫長的歲月來帶去還錢
[00:12:12.600 --> 00:12:13.640]  那怎麼辦
[00:12:13.640 --> 00:12:15.320]  都是不要想了
[00:12:15.320 --> 00:12:18.520]  很自然我們就會有這些這樣的想法
[00:12:18.520 --> 00:12:23.000]  真是神的工作不是一天可以完成
[00:12:23.000 --> 00:12:26.280]  但我仍然很相信當我們靠著神的時候
[00:12:26.280 --> 00:12:28.280]  神是會祝福的
[00:12:28.280 --> 00:12:30.360]  我一直在倒數
[00:12:30.360 --> 00:12:33.880]  今年我們教會就會踏入第二十八年
[00:12:33.880 --> 00:12:38.360]  你想想我們頭十年的時候
[00:12:38.360 --> 00:12:41.400]  不要忘記美恩堂第一次聚會只有四個人
[00:12:41.400 --> 00:12:45.400]  但現在二十八年來我們可以有這樣的擴展
[00:12:45.400 --> 00:12:47.160]  二十八年好像很長
[00:12:47.160 --> 00:12:50.600]  但原來我回望原來是很短的
[00:12:50.600 --> 00:12:52.520]  所以其實我們靠著神是可以
[00:12:52.520 --> 00:12:53.560]  但無論如何
[00:12:53.560 --> 00:12:58.280]  這些挑戰是會令到我們有時候心碎的
[00:12:58.280 --> 00:13:00.040]  好了最後一個是什麼呢
[00:13:00.040 --> 00:13:06.840]  要從土堆裡拿出火燒的石頭再立牆嗎
[00:13:06.840 --> 00:13:10.520]  為什麼會問這個問題呢
[00:13:10.520 --> 00:13:12.840]  不單單你有漫長的歲月要面對
[00:13:12.840 --> 00:13:13.880]  還有什麼
[00:13:13.880 --> 00:13:15.720]  你們真是沒有料
[00:13:15.720 --> 00:13:18.120]  是沒有好的材料
[00:13:18.120 --> 00:13:20.760]  他說到你們的材料都是廢料
[00:13:20.760 --> 00:13:22.760]  火燒的石頭
[00:13:22.760 --> 00:13:24.760]  大家知道那些石頭
[00:13:24.760 --> 00:13:26.760]  如果被火燒得久的時候
[00:13:26.760 --> 00:13:28.520]  是不堅硬的
[00:13:28.520 --> 00:13:31.240]  大家現在就好了
[00:13:31.240 --> 00:13:33.640]  現在我們去郊野公園
[00:13:33.640 --> 00:13:36.040]  BBQ就已經有爐的
[00:13:36.040 --> 00:13:38.840]  我少年時代的時候我們BBQ是怎樣
[00:13:38.840 --> 00:13:42.040]  是找石頭和磚去砌爐
[00:13:42.040 --> 00:13:43.320]  然後等著來
[00:13:43.320 --> 00:13:46.120]  如果你燒它兩三個小時
[00:13:46.120 --> 00:13:49.160]  磚在旁邊被火燒得久的時候
[00:13:49.160 --> 00:13:51.000]  你有沒有留意煤的
[00:13:51.000 --> 00:13:53.640]  一燙你不用空手道第九段
[00:13:53.640 --> 00:13:57.080]  你一啪的時候那個磚都會散
[00:13:57.080 --> 00:13:58.280]  因為為什麼
[00:13:58.280 --> 00:14:00.680]  那些磚被火燒得久的時候
[00:14:00.680 --> 00:14:03.000]  就已經沒有那種堅硬度
[00:14:03.000 --> 00:14:05.000]  很容易會碎
[00:14:05.000 --> 00:14:08.840]  他就說你現在用火燒的石頭來建成牆
[00:14:08.840 --> 00:14:10.040]  那怎麼行
[00:14:10.040 --> 00:14:12.600]  你一定防禦不了
[00:14:12.600 --> 00:14:14.600]  但是這個是不是事實呢
[00:14:14.600 --> 00:14:16.600]  其實不是事實
[00:14:16.600 --> 00:14:19.160]  如果我們看回聖經裏面
[00:14:19.160 --> 00:14:22.040]  當日他們被火焚燒的是什麼呢
[00:14:22.040 --> 00:14:24.040]  是燒了城門的
[00:14:24.040 --> 00:14:26.520]  城牆是沒有燒到的
[00:14:26.520 --> 00:14:29.400]  那就是說那些石頭不是被火燒過
[00:14:29.400 --> 00:14:31.400]  但是擺到最後的時候
[00:14:31.400 --> 00:14:34.280]  真真假假假真真你已經分不清了
[00:14:34.280 --> 00:14:36.280]  事實上他們是軟弱的人
[00:14:36.280 --> 00:14:38.120]  他們知道是一個很漫長的路
[00:14:38.120 --> 00:14:39.880]  你帶我去面對
[00:14:39.880 --> 00:14:41.880]  甚至他們也會質疑神
[00:14:41.880 --> 00:14:44.120]  為什麼會容讓我面對這些痛苦呢
[00:14:44.120 --> 00:14:45.640]  好了在這個時候
[00:14:45.640 --> 00:14:47.640]  他們已經被迷惑了
[00:14:47.640 --> 00:14:49.640]  再講這個的時候
[00:14:49.640 --> 00:14:50.920]  他們就會信了
[00:14:50.920 --> 00:14:52.040]  好了不但這樣
[00:14:52.040 --> 00:14:55.080]  還有另外一個敵人來嘲弄他們
[00:14:55.080 --> 00:14:57.080]  就是阿滿人多比亞
[00:14:57.080 --> 00:15:00.200]  我們又再來看第四章的第三節
[00:15:00.200 --> 00:15:01.480]  第四章的第三節
[00:15:01.480 --> 00:15:03.480]  我們一起來讀好嗎
[00:15:03.480 --> 00:15:05.480]  阿滿人多比亞
[00:15:05.480 --> 00:15:07.480]  阿滿人多比亞站在旁邊說
[00:15:07.480 --> 00:15:09.480]  他們所修造的石牆
[00:15:09.480 --> 00:15:12.920]  就是狐狸上去也必駛到
[00:15:14.920 --> 00:15:16.920]  剛才敵人就說
[00:15:16.920 --> 00:15:18.920]  他們這些石頭
[00:15:18.920 --> 00:15:20.920]  被火燒過是沒什麼料的
[00:15:20.920 --> 00:15:24.920]  接著那些敵對聯盟多比亞又說
[00:15:24.920 --> 00:15:26.120]  是啊是啊
[00:15:26.120 --> 00:15:28.120]  他們就算建好那些石牆
[00:15:28.120 --> 00:15:30.120]  就是狐狸跳上去
[00:15:30.120 --> 00:15:32.120]  也必駛到
[00:15:32.120 --> 00:15:33.320]  是什麼意思
[00:15:33.320 --> 00:15:35.320]  狐狸大家知道第一就是
[00:15:35.320 --> 00:15:37.320]  狐狸很少成群出現的
[00:15:37.320 --> 00:15:40.120]  狐狸是獨行獨往的
[00:15:40.120 --> 00:15:43.320]  第二就是狐狸是較為輕盈的
[00:15:43.320 --> 00:15:45.320]  他說連這麼輕盈的動物
[00:15:45.320 --> 00:15:47.320]  他不是說大象踩上去就會倒
[00:15:47.320 --> 00:15:49.320]  就是說很輕盈的
[00:15:49.320 --> 00:15:51.320]  跳上去
[00:15:51.320 --> 00:15:53.320]  這堵牆也會倒
[00:15:53.320 --> 00:15:55.320]  就是說不行
[00:15:55.320 --> 00:15:57.320]  不堪一擊豆腐渣工程
[00:15:57.320 --> 00:16:01.320]  廣東話有一句很俗的說話
[00:16:01.320 --> 00:16:03.320]  但是不知道大家有沒有聽過
[00:16:03.320 --> 00:16:07.320]  「阿尿射冧牆」
[00:16:07.320 --> 00:16:09.320]  你們有沒有聽過
[00:16:09.320 --> 00:16:11.320]  我是廣東人我小時候聽過
[00:16:11.320 --> 00:16:13.320]  就是說這些豆腐渣工程很不濟
