
[00:00:00.000 --> 00:00:02.240]  真的我們需要讀聖經
[00:02:05.160 --> 00:02:09.040]  就是這個遺傳學的一些研究
[00:02:09.040 --> 00:02:14.040]  他們兩個在學的或者在研究的這個病
[00:02:14.040 --> 00:02:20.320]  或者是研究的這個Area是FFI
[00:02:20.320 --> 00:02:23.960]  叫做Fatal Familial Insomnia
[00:02:23.960 --> 00:02:27.440]  致死性的家族失眠症
[00:02:27.440 --> 00:02:29.920]  那爲什麼去學這個東西呢?
[00:02:29.920 --> 00:02:34.640]  這個病到目前爲止是沒有辦法醫治的
[00:02:34.640 --> 00:02:36.800]  原來六、七年前
[00:02:36.800 --> 00:02:41.560]  當Sonia剛剛從哈佛法學院畢業的時候
[00:02:41.560 --> 00:02:48.400]  她媽媽就爲他們的婚禮去預備了一陣子
[00:02:48.400 --> 00:02:49.800]  然後婚禮完了之後
[00:02:49.800 --> 00:02:51.200]  她媽媽就開始生病
[00:02:51.200 --> 00:02:54.600]  而且生病這個病情發展的很快
[00:02:54.600 --> 00:02:56.760]  一年之內她媽媽就去世
[00:02:56.760 --> 00:03:00.320]  而且去世的過程裏面非常恐怖
[00:03:00.320 --> 00:03:04.440]  她媽媽這個記憶力會消失
[00:03:04.440 --> 00:03:05.920]  消失的很快
[00:03:05.920 --> 00:03:09.320]  然後她媽媽失眠沒辦法睡覺
[00:03:09.320 --> 00:03:13.560]  一年幾個月裏面她就去世了
[00:03:13.560 --> 00:03:18.760]  當時醫生一直沒辦法知道她媽媽到底是患了什麼病
[00:03:18.760 --> 00:03:22.080]  直到她媽媽死後之後做了很多化驗
[00:03:22.080 --> 00:03:25.000]  就發覺原來她有的是FBI
[00:03:25.000 --> 00:03:30.080]  Sonia就知道她媽媽有這個病
[00:03:30.080 --> 00:03:34.520]  就是她就要求她自己也可以驗這個病
[00:03:34.520 --> 00:03:36.640]  因爲這個病會遺傳
[00:03:36.640 --> 00:03:41.080]  然後過了幾個月發現原來她真的有這個病
[00:03:41.080 --> 00:03:44.200]  當時她Sonia是大概25、26歲
[00:03:44.200 --> 00:03:46.520]  她媽是52歲
[00:03:46.520 --> 00:03:53.880]  所以她算起來這個病通常都是到50歲以後會突然間發病
[00:03:53.880 --> 00:03:55.640]  所以Sonia自己算一算
[00:03:55.640 --> 00:03:58.720]  她大概只有25年的生命
[00:03:58.720 --> 00:04:00.680]  所以她覺得她生命裏面
[00:04:00.680 --> 00:04:06.480]  身體裏面有一個25年的一個即時炸彈
[00:04:06.480 --> 00:04:10.080]  所以她說25年之後這個炸彈就一定會爆發
[00:04:10.080 --> 00:04:14.200]  於是他們兩個決定去改行
[00:04:14.200 --> 00:04:20.640]  從他們所學的東西去重新從這個科學再學
[00:04:20.640 --> 00:04:25.040]  然後申請做這個博士班的學生
[00:04:25.040 --> 00:04:28.000]  然後專攻去做這個研究
[00:04:28.000 --> 00:04:28.920]  你看到嗎?
[00:04:28.920 --> 00:04:30.560]  當你這樣去學的時候
[00:04:30.560 --> 00:04:35.360]  其實你不單只是爲了一個興趣
[00:04:35.360 --> 00:04:39.160]  而是完全是因爲這跟你自己生死有關
[00:04:39.160 --> 00:04:42.040]  有時候我覺得我們讀聖經就是要講
[00:04:42.040 --> 00:04:44.800]  你讀聖經的原因不是因爲你對它有興趣
[00:04:44.800 --> 00:04:47.640]  這個世界有一些人他是對聖經有興趣
[00:04:47.640 --> 00:04:51.280]  但他不覺得這個聖經跟他的生死有關
[00:04:51.280 --> 00:04:53.080]  基督徒不一樣
[00:04:53.080 --> 00:05:00.960]  你不一定對聖經特別有喜好、有感興趣
[00:05:00.960 --> 00:05:05.360]  但是重要的是你知道你唯一的拯救在於聖經
[00:05:05.360 --> 00:05:06.600]  所以你必須要讀聖經
[00:05:06.600 --> 00:05:13.240]  你要學習知道上帝是怎麼樣把恩典放在我們的生命裏面
[00:05:13.240 --> 00:05:16.040]  所以我鼓勵大家你真的需要讀聖經
[00:05:16.040 --> 00:05:18.360]  如果你覺得你沒有什麼動力去讀
[00:05:18.360 --> 00:05:19.680]  其實你更加需要讀
[00:05:19.680 --> 00:05:22.240]  就代表你病得很重
[00:05:22.240 --> 00:05:24.280]  如果你覺得你已經很想讀
[00:05:24.280 --> 00:05:26.120]  那你也應該參加
[00:05:26.120 --> 00:05:27.880]  所以這個告訴你
[00:05:27.880 --> 00:05:33.920]  你真的需要朝向一個康復的路程裏面
[00:05:33.920 --> 00:05:40.000]  唯有聖經可以幫助我們走向真正的康復
[00:05:40.000 --> 00:05:43.360]  今天是8月13號
[00:05:43.360 --> 00:05:46.400]  如果你跟着我們那個就業的讀經計劃
[00:05:46.400 --> 00:05:52.800]  應該是《創世紀》的第25章跟26章
[00:05:52.800 --> 00:05:57.040]  那我想我們就讀一讀第25章幾節聖經吧
[00:05:57.040 --> 00:05:59.760]  非常熟悉的一個故事
[00:05:59.760 --> 00:06:02.840]  如果你去過一些祖學
[00:06:02.840 --> 00:06:04.720]  雅各跟以紹的故事
[00:06:04.720 --> 00:06:07.320]  有一天雅各熬了湯
[00:06:07.320 --> 00:06:12.640]  以紹從田野回來疲憊不堪
[00:06:12.640 --> 00:06:14.560]  以紹對雅各說
[00:06:14.560 --> 00:06:19.560]  我累死了請你讓我喝這紅的湯吧
[00:06:19.560 --> 00:06:22.480]  因此以紹又叫以東
[00:06:22.480 --> 00:06:23.840]  以東的意思就是紅
[00:06:23.840 --> 00:06:26.840]  所以他後來就改了一個小名叫以東
[00:06:26.840 --> 00:06:29.160]  因爲他爲了紅湯的緣故
[00:06:29.160 --> 00:06:33.400]  賣了一些非常重要的東西
[00:06:33.400 --> 00:06:35.240]  做了一個買賣
[00:06:35.240 --> 00:06:38.920]  雅各說你今日把長子的名分賣給我
[00:06:38.920 --> 00:06:42.040]  以紹說看啊我快要死了
[00:06:42.040 --> 00:06:45.240]  這長子的名分對我有什麼用呢
[00:06:45.240 --> 00:06:47.280]  你看到這以紹的問題
[00:06:47.280 --> 00:06:49.520]  當然你在這裏你可以看你說
[00:06:49.520 --> 00:06:53.160]  哇這個雅各真的是非常堅實
[00:06:53.160 --> 00:06:59.560]  他不是一個好人
[00:06:59.560 --> 00:07:01.840]  對不對他就是借這個時候
[00:07:01.840 --> 00:07:06.400]  藉着他哥哥的弱點去攻擊他去騙他
[00:07:06.400 --> 00:07:08.840]  非常一個小人的角色
[00:07:08.840 --> 00:07:14.000]  但是一個願意買也要另外一個願意賣
[00:07:14.000 --> 00:07:15.440]  這個賣的人怎麼說
[00:07:15.440 --> 00:07:16.720]  他說我願意賣給你
[00:07:16.720 --> 00:07:18.120]  因爲我快要死了
[00:07:18.120 --> 00:07:21.200]  其實你想想他是不是真的快要死了
[00:07:21.200 --> 00:07:22.360]  他當然不是快要死
[00:07:22.360 --> 00:07:24.320]  他可能是真的是很累
[00:07:24.320 --> 00:07:25.800]  他可能真的肚子餓
[00:07:25.800 --> 00:07:28.600]  但是你說他要死
[00:07:28.600 --> 00:07:33.120]  這個是完全誇大的說法
[00:07:33.120 --> 00:07:35.520]  於是到三十三節雅各說
[00:07:35.520 --> 00:07:39.960]  我今日對你起誓吧
[00:07:39.960 --> 00:07:45.760]  以紹就向他起誓把長子的名分賣了給雅各
[00:07:45.760 --> 00:07:49.000]  於是雅各把餅和豆湯給了以紹
[00:07:49.000 --> 00:07:53.080]  以紹喫喝以後就起來走了
[00:07:53.080 --> 00:07:57.640]  這樣以紹親看他長子的名分
[00:07:57.640 --> 00:08:01.040]  正如我所說你可以說雅各怎麼樣壞怎麼壞
[00:08:01.040 --> 00:08:05.520]  但是你看看這個故事最終給你的一個結論
[00:08:05.520 --> 00:08:07.920]  上帝給我們的結論
[00:08:07.920 --> 00:08:12.000]  一個願意買也要另外一個願意賣
[00:08:12.000 --> 00:08:16.280]  以紹親看他長子的名分
[00:08:16.280 --> 00:08:21.800]  從某一個角度這個故事也帶我們回去伊甸園裏面
[00:08:21.800 --> 00:08:28.320]  當撒旦引誘亞當夏娃去叛逆上帝的時候
[00:08:28.320 --> 00:08:32.760]  撒旦的引誘固然是代表
[00:08:32.760 --> 00:08:38.720]  看到撒旦是一個非常狡猾的一個撒旦
[00:08:38.720 --> 00:08:42.600]  但是他的狡猾不代表你就要上當
[00:08:42.600 --> 00:08:46.040]  他們上當是因爲他們心裏面已經叛逆
[00:08:46.040 --> 00:08:50.640]  他們親看了他當時在上帝面前的一個名分
[00:08:50.640 --> 00:08:53.600]  就是他在一神之下萬物之上
[00:08:53.600 --> 00:09:00.240]  而現在他還是要反上帝要叛逆上帝
[00:09:00.240 --> 00:09:02.880]  你說這個故事跟我們有什麼關係呢
[00:09:02.880 --> 00:09:05.080]  在我們還沒有問跟我們有什麼關係
[00:09:05.080 --> 00:09:08.480]  你可以想跟起初的聽衆有什麼關係
[00:09:08.480 --> 00:09:10.480]  起初聽衆是誰呢
[00:09:10.480 --> 00:09:14.600]  其實我一直強調這個創世紀的聽衆是
[00:09:14.600 --> 00:09:20.960]  出埃及在曠野裏面準備要進入江南的以色列人
[00:09:20.960 --> 00:09:23.960]  對於這羣人來說這個故事有什麼意義
[00:09:23.960 --> 00:09:25.520]  這意義在哪裏
[00:09:25.520 --> 00:09:29.480]  原來以色列人也是上帝的長子
[00:09:29.480 --> 00:09:31.800]  當你去看出埃及記的時候
[00:09:31.800 --> 00:09:34.480]  上帝通過摩西這樣說
[00:09:34.480 --> 00:09:37.440]  他說摩西你要對法老說
[00:09:37.440 --> 00:09:38.480]  耶和華如此說
[00:09:38.480 --> 00:09:41.760]  以色列是我的兒子是我的長子
[00:09:41.760 --> 00:09:44.720]  你看以色列人是有長子的名分的
[00:09:44.720 --> 00:09:49.680]  我對你說過放我的兒子走好侍奉我兒子
[00:09:49.680 --> 00:09:50.920]  長子要做什麼呢
[00:09:50.920 --> 00:09:53.320]  他最榮耀的事情也是他的
[00:09:53.320 --> 00:09:55.560]  你可以說是他的responsibility
[00:09:55.560 --> 00:09:59.680]  他的必須要做的就是要侍奉天父
[00:09:59.680 --> 00:10:01.320]  侍奉上帝
[00:10:01.320 --> 00:10:03.800]  你還是不肯放他
[00:10:03.800 --> 00:10:06.560]  看我要殺死你的長子
[00:10:06.560 --> 00:10:08.400]  你投身的兒子
[00:10:08.400 --> 00:10:12.080]  所以這故事裏面有兩種長子
[00:10:12.080 --> 00:10:14.240]  一個是上帝的長子
[00:10:14.240 --> 00:10:16.320]  上帝的長子上帝要拯救
[00:10:16.320 --> 00:10:19.600]  上帝要帶他進入流乃與密的地方
[00:10:19.600 --> 00:10:22.480]  另外一個是法老的長子
[00:10:22.480 --> 00:10:24.360]  法老的長子會被殺
[00:10:24.360 --> 00:10:26.560]  什麼是上帝的長子
[00:10:26.560 --> 00:10:29.920]  上帝的長子就是有上帝的呼召
[00:10:29.920 --> 00:10:31.120]  去好好侍奉他
[00:10:31.120 --> 00:10:35.040]  所以以色列人本有上帝長子的名分
[00:10:35.040 --> 00:10:41.080]  但是如果他決定不要侍奉耶和華的話
[00:10:41.080 --> 00:10:43.560]  去侍奉埃及的神明
[00:10:43.560 --> 00:10:45.520]  埃及的偶像之後
[00:10:45.520 --> 00:10:47.600]  他就變成法老的長子了
[00:10:47.600 --> 00:10:49.720]  那他的下場是什麼呢
[00:10:49.720 --> 00:10:52.800]  就是會被耶和華所擊殺
[00:10:52.800 --> 00:10:55.720]  因爲他再不是耶和華的長子
[00:10:55.720 --> 00:10:59.720]  而是他成爲了法老的長子
[00:10:59.720 --> 00:11:03.800]  那這個故事一直演變到新約聖經裏面
[00:11:03.800 --> 00:11:05.840]  你看到在新約聖經裏面
[00:11:05.840 --> 00:11:11.000]  西伯來書裏面再提出以少所犯的罪
[00:11:11.000 --> 00:11:13.920]  這一次把它說作淫亂
[00:11:13.920 --> 00:11:14.840]  要謹慎
[00:11:14.840 --> 00:11:17.440]  免得有人失去上帝的恩典
[00:11:17.440 --> 00:11:21.440]  免得有毒根生出來咬亂你們
[00:11:21.440 --> 00:11:25.280]  因而使許多人沾染誤會
[00:11:25.280 --> 00:11:30.560]  免得有人淫亂或不敬錢
[00:11:30.560 --> 00:11:33.880]  如以少他因一點點的食物
[00:11:33.880 --> 00:11:37.680]  把自己長子的名分都賣了
[00:11:37.680 --> 00:11:38.960]  那我想講兩點
[00:11:38.960 --> 00:11:39.760]  第一
[00:11:39.760 --> 00:11:42.760]  這個淫亂不是講到身體上的淫亂
[00:11:42.760 --> 00:11:44.400]  是講到屬靈上的淫亂
[00:11:44.400 --> 00:11:47.240]  那如果你知道這個西伯來書的背景
[00:11:47.240 --> 00:11:49.120]  西伯來書的背景是講到
[00:11:49.120 --> 00:11:51.440]  當時一些基督徒
[00:11:51.440 --> 00:11:53.800]  在羅馬的猶太背景的基督徒
[00:11:53.800 --> 00:11:57.640]  他們受了很多很多的壓力
[00:11:57.640 --> 00:11:59.000]  很多的逼迫
[00:11:59.000 --> 00:12:04.280]  於是當中有些人他已經離開上帝
[00:12:04.280 --> 00:12:05.560]  離開耶穌
[00:12:05.560 --> 00:12:07.760]  不再要信耶穌
[00:12:07.760 --> 00:12:10.080]  所以我們說不可以停止聚會
[00:12:10.080 --> 00:12:11.800]  好像那些停止慣的人
[00:12:11.800 --> 00:12:13.960]  那是講到這些
[00:12:13.960 --> 00:12:14.920]  不是說我很忙
[00:12:14.920 --> 00:12:16.360]  我沒有上教會的問題
[00:12:16.360 --> 00:12:22.000]  是他們真的已經離棄了他們的信仰
[00:12:22.000 --> 00:12:23.360]  所以他說他警告你們
[00:12:23.360 --> 00:12:24.240]  你要謹慎
[00:12:24.240 --> 00:12:26.920]  因爲你會失去上帝的恩典
[00:12:26.920 --> 00:12:28.760]  那我不是跟你在講系統神學
[00:12:28.760 --> 00:12:30.680]  你能不能失去上帝的救恩
[00:12:30.680 --> 00:12:32.280]  我是在跟你說
[00:12:32.280 --> 00:12:34.520]  如果你離棄上帝
[00:12:34.520 --> 00:12:35.920]  離棄耶穌的話
[00:12:35.920 --> 00:12:39.200]  那你就跟上帝的恩典無份了
[00:12:39.200 --> 00:12:41.040]  這個叫做淫亂
[00:12:41.040 --> 00:12:43.880]  就是你不拜真神去拜假神
[00:12:43.880 --> 00:12:45.440]  你不要好像以紹這樣
[00:12:45.440 --> 00:12:48.000]  以紹是身體上是有點挑戰
[00:12:48.000 --> 00:12:50.280]  他真的是很苦很累
[00:12:50.280 --> 00:12:52.480]  但是沒有到一個會死的地方
[00:12:52.480 --> 00:12:55.320]  同樣西伯來書裏面的聽衆
[00:12:55.320 --> 00:12:59.800]  儘管他們被許許多的壓力逼迫所困擾着
[00:12:59.800 --> 00:13:03.040]  但是他們還沒有到死的那一刻
[00:13:03.040 --> 00:13:06.520]  就算死也不可以放棄長子的名分
[00:13:06.520 --> 00:13:07.200]  這是第一
[00:13:07.200 --> 00:13:10.640]  第二我想你留意的就是這個毒根生出來
[00:13:10.640 --> 00:13:13.800]  這個毒根原來有一個就業的背景
[00:13:13.800 --> 00:13:18.000]  等一下會跟你說是生命級的一個背景
[00:13:18.000 --> 00:13:20.320]  西伯來書第十二章第十七節
[00:13:20.320 --> 00:13:25.120]  後來你們知道他想要繼承父親的祝福
[00:13:25.120 --> 00:13:27.040]  竟被拒絕了
[00:13:27.040 --> 00:13:29.600]  這裏也是對當時的基督徒一種警告
[00:13:29.600 --> 00:13:31.160]  如果你離棄耶穌
[00:13:31.160 --> 00:13:35.960]  你放棄了這個真神這個長子的名分的時候
[00:13:35.960 --> 00:13:39.080]  你到頭來你沒辦法繼承
[00:13:39.080 --> 00:13:42.720]  沒辦法承受上帝爲我們預備永遠的福氣
[00:13:42.720 --> 00:13:44.400]  這是一個很大的警告
[00:13:44.400 --> 00:13:48.120]  好我回去跟你講講這個毒根的問題
[00:13:48.120 --> 00:13:49.040]  毒根
[00:13:49.040 --> 00:13:50.320]  聖經學家告訴我們
[00:13:50.320 --> 00:13:52.680]  他是在引用就業裏面的生命級
[00:13:52.680 --> 00:13:54.960]  我想跟你讀讀生命級二十九章
[00:13:54.960 --> 00:13:59.680]  你們知道我們曾駐過埃及也經過列國
[00:13:59.680 --> 00:14:01.760]  從他們中間穿越
[00:14:01.760 --> 00:14:06.240]  所以當生命級是講到摩西的講道集
[00:14:06.240 --> 00:14:08.560]  在當中講到他們駐埃及
[00:14:08.560 --> 00:14:12.560]  也是經過了許許多多曠野裏面的列國
[00:14:12.560 --> 00:14:14.920]  在穿越的時候最大的隱憂是什麼
[00:14:14.920 --> 00:14:18.400]  你們也看見過他們可真之物
[00:14:18.400 --> 00:14:21.840]  他們牧師經營的偶像
[00:14:21.840 --> 00:14:24.080]  所以以色列人最容易被影響
[00:14:24.080 --> 00:14:25.800]  就是看到人家的偶像
[00:14:25.800 --> 00:14:29.720]  很想拜他們的那種偶像
[00:14:29.720 --> 00:14:35.160]  唯恐你們中間有人或男或女或宗族或支派
[00:14:35.160 --> 00:14:38.600]  今日心裏偏離耶和華
[00:14:38.600 --> 00:14:43.520]  我們的上帝去侍奉那些國的神靈
[00:14:43.520 --> 00:14:46.080]  這個就是屬靈上的淫亂了
[00:14:46.080 --> 00:14:52.480]  又怕你們中間有根長出苦菜和陰塵來
[00:14:52.480 --> 00:14:55.840]  這個苦菜的根就是那個毒根
[00:14:55.840 --> 00:15:00.200]  就是這個希伯來書裏面講
[00:15:00.200 --> 00:15:02.720]  你們恐怕你們當中會有毒根
[00:15:02.720 --> 00:15:03.560]  這毒根是什麼
[00:15:03.560 --> 00:15:08.080]  偏離耶和華去拜就業的偶像
[00:15:08.080 --> 00:15:11.440]  他說你要小心你們當中有這個毒根
[00:15:11.440 --> 00:15:15.080]  而且這個毒根會在你們當中會散發到其他
[00:15:15.080 --> 00:15:18.440]  這是講一個羣體的問題
[00:15:18.440 --> 00:15:21.280]  生命紀第29章第19節
[00:15:21.280 --> 00:15:25.600]  最後一節這樣的人聽見這咒誅的話
[00:15:25.600 --> 00:15:30.400]  心裏卻信信說
[00:15:30.400 --> 00:15:34.160]  我雖然隨着頑固的形勢
[00:15:34.160 --> 00:15:36.800]  卻還是平安無事
[00:15:36.800 --> 00:15:41.480]  以至有水的和無水的都消滅了
[00:15:41.480 --> 00:15:45.400]  最後一句講到上帝的審判會領導這羣人
[00:15:45.400 --> 00:15:47.320]  以至所謂有水無水
[00:15:47.320 --> 00:15:51.960]  意思是包括所有這些人無論他是怎麼樣的人
[00:15:51.960 --> 00:15:54.400]  上帝最後會消滅他們
[00:15:54.400 --> 00:15:55.600]  這些人怎麼樣
[00:15:55.600 --> 00:16:00.720]  他們心裏面已經有這個毒根在延伸
[00:16:00.720 --> 00:16:01.840]  這是什麼叫毒根
[00:16:01.840 --> 00:16:07.040]  就是他們心裏面偏離耶和華要去拜其他的偶像
[00:16:07.040 --> 00:16:10.160]  但是表面上他們還在敬拜耶和華
[00:16:10.160 --> 00:16:12.320]  心裏面已經去了另外一個東西
[00:16:12.320 --> 00:16:15.880]  他們知道耶和華說這樣的人會被咒誅
[00:16:15.880 --> 00:16:19.440]  然而他們心裏頑固還是心裏面說
[00:16:19.440 --> 00:16:22.040]  耶和華好像沒有看透我的心
[00:16:22.040 --> 00:16:24.240]  儘管是這樣我還是平安無事
[00:16:24.240 --> 00:16:27.120]  他好像沒有來審判我
[00:16:27.120 --> 00:16:31.480]  這些人耶和華說我看透我必消滅你
[00:16:31.480 --> 00:16:34.640]  你想想今天教會的光景
[00:16:34.640 --> 00:16:36.880]  我不是在講教會以外的事情
[00:16:36.880 --> 00:16:39.880]  我是在講教會里面的事情
[00:16:39.880 --> 00:16:41.880]  很多人其實在頑固
[00:16:41.880 --> 00:16:44.480]  他的心充滿着毒根
[00:16:44.480 --> 00:16:47.640]  他愛的是世界的偶像
[00:16:47.640 --> 00:16:49.480]  但是他還是在教會里面
[00:16:49.480 --> 00:16:53.440]  他又覺得自己我還是平安無事
[00:16:53.440 --> 00:16:56.760]  我覺得上帝好像都沒有看見
[00:16:56.760 --> 00:16:59.960]  或者是上帝好像不大管這些東西
[00:16:59.960 --> 00:17:02.280]  他以爲他可以繼續的
[00:17:02.280 --> 00:17:05.480]  一個人又愛世界又愛上帝
[00:17:05.480 --> 00:17:10.600]  其實不然上帝不會容許這樣的人
[00:17:10.600 --> 00:17:13.280]  沒有受到他最終的處罰
[00:17:13.280 --> 00:17:15.560]  這是對我們很大的警告
[00:17:15.560 --> 00:17:16.960]  而且這種毒根
[00:17:16.960 --> 00:17:18.760]  這種愛世界的毒根
[00:17:18.760 --> 00:17:21.160]  會在這個羣體裏面蔓延出去
[00:17:21.160 --> 00:17:23.000]  你想想如果我們當中
[00:17:23.000 --> 00:17:26.880]  很多的弟兄姐妹其實都非常屬世的時候
[00:17:26.880 --> 00:17:30.000]  我們教會就有可怕的一件事情
[00:17:30.000 --> 00:17:33.000]  上帝說你不可以讓這個毒根
[00:17:33.000 --> 00:17:34.520]  在你們教會里面
[00:17:34.520 --> 00:17:37.320]  在你的羣體裏面蔓延下去
[00:17:37.320 --> 00:17:40.240]  簡單來說我們必須要離開
[00:17:40.240 --> 00:17:42.760]  將要被毀滅的世界
[00:17:42.760 --> 00:17:44.160]  我們要跑向天國
[00:17:44.160 --> 00:17:45.600]  是真正的跑向
[00:17:45.600 --> 00:17:47.680]  不是假假的跑向
[00:17:47.680 --> 00:17:49.200]  這是必須要做
[00:17:49.200 --> 00:17:53.640]  我們要抓住我們長子的名分
[00:17:53.640 --> 00:17:56.760]  就是專一的侍奉上帝
[00:17:56.760 --> 00:18:01.120]  沒有人可以侍奉上帝又侍奉馬門
[00:18:01.120 --> 00:18:05.440]  唯有單一獨一侍奉上帝
[00:18:05.440 --> 00:18:08.520]  纔是抓緊我們長子的名分
[00:18:08.520 --> 00:18:10.520]  不要好像以殺異養
[00:18:10.520 --> 00:18:14.620]  願上帝祝福我們 跟我們的教會
