
[00:00:00.000 --> 00:00:04.280]  神帶領同福堂是向着一個方向走的
[00:01:29.440 --> 00:01:31.120]  去到更加明白
[00:01:31.120 --> 00:01:34.040]  我們其實祝福人是充滿盼望
[00:01:34.040 --> 00:01:35.880]  和充滿應許的
[00:01:35.880 --> 00:01:36.960]  我舉一個比喻
[00:01:36.960 --> 00:01:38.560]  今天我們的講題
[00:01:38.560 --> 00:01:42.040]  成爲祝福人的流通管子
[00:01:42.040 --> 00:01:44.840]  可能大家見水管就見慣了
[00:01:44.840 --> 00:01:47.080]  家裏也有 外牆也有
[00:01:47.080 --> 00:01:49.760]  究竟水管的價值是什麼呢
[00:01:49.760 --> 00:01:54.240]  我覺得水管的價值不是那些水管能裝多少水
[00:01:54.240 --> 00:01:58.920]  水管的價值是那些水管連接着水的源頭
[00:01:58.920 --> 00:02:03.840]  然後水通過水管帶他們去到需要水的地方
[00:02:03.840 --> 00:02:05.640]  這個就是水管的價值
[00:02:05.640 --> 00:02:07.760]  換句話說水管的價值就是
[00:02:07.760 --> 00:02:12.520]  將這些水運輸到暢通無阻的
[00:02:12.520 --> 00:02:15.080]  運輸到需要水的地方
[00:02:15.080 --> 00:02:17.240]  這個就是水管的價值
[00:02:17.240 --> 00:02:20.280]  但是如果這些水管塞了又會怎樣呢
[00:02:20.280 --> 00:02:22.520]  如果一個出口塞了
[00:02:22.520 --> 00:02:24.440]  那些水就停留在水管裏面
[00:02:24.440 --> 00:02:26.000]  那些水就變爲死水
[00:02:26.000 --> 00:02:27.680]  慢慢隨着日子過去
[00:02:27.680 --> 00:02:29.480]  這些水就會變爲臭水
[00:02:29.480 --> 00:02:32.200]  如果那條水管是金屬的話
[00:02:32.200 --> 00:02:34.000]  那條水管也會生鏽
[00:02:34.000 --> 00:02:35.440]  這個是不好的
[00:02:35.440 --> 00:02:38.880]  但是我相信神希望這個水管是好的方面
[00:02:38.880 --> 00:02:40.320]  換句話說
[00:02:40.320 --> 00:02:44.440]  我相信神盼望同福堂的每一位弟兄姊妹
[00:02:44.440 --> 00:02:48.720]  都成爲祝福人的流通管子
[00:03:15.440 --> 00:03:17.440]  好了,弟兄姊妹
[00:03:17.440 --> 00:03:21.760]  和你說這些話的人有沒有真誠的眼神
[00:03:21.760 --> 00:03:24.800]  有啊,我們給點掌聲大家,好嗎
[00:03:24.800 --> 00:03:34.120]  神盼望我們成爲祝福人的流通管子
[00:03:34.120 --> 00:03:35.520]  所以以下時間
[00:03:35.520 --> 00:03:38.000]  我用短短的時間希望和大家分享
[00:03:38.000 --> 00:03:41.520]  神對於祝福人流通管子的兩個心意
[00:03:41.520 --> 00:03:42.920]  第一個心意
[00:03:42.920 --> 00:03:48.320]  就是我們如果成爲神所使用的水管
[00:03:48.320 --> 00:03:52.640]  我們必須要連接着水源
[00:03:52.640 --> 00:03:56.560]  水管本身是不可以自己製造水的
[00:03:56.560 --> 00:04:00.200]  就是說如果水管不連接着水源
[00:04:00.200 --> 00:04:01.880]  流流下就沒有水
[00:04:01.880 --> 00:04:04.120]  幹了就沒有水可流
[00:04:04.120 --> 00:04:07.400]  所以必須要接着水源
[00:04:07.400 --> 00:04:12.120]  然後纔有水從管道流出去
[00:04:12.120 --> 00:04:15.040]  今天我和大家分享兩段很短的聖經
[00:04:15.040 --> 00:04:18.040]  第一段是《創世紀》十二章二節
[00:04:18.040 --> 00:04:19.640]  弟兄姊妹看到我們一起讀
[00:04:19.640 --> 00:04:20.720]  一二三
[00:04:20.720 --> 00:04:23.480]  我必叫你成爲大國
[00:04:23.480 --> 00:04:25.680]  我必賜福給你
[00:04:25.680 --> 00:04:27.760]  叫你的名爲大
[00:04:27.760 --> 00:04:30.840]  你也要叫別人得福
[00:04:30.840 --> 00:04:32.720]  那個我就是神
[00:04:32.720 --> 00:04:35.160]  神要賜福給誰呢
[00:04:35.160 --> 00:04:36.760]  阿伯拉罕
[00:04:36.760 --> 00:04:40.640]  可以留意看回經文有兩個次序
[00:04:40.640 --> 00:04:42.280]  第一個次序就是
[00:04:42.280 --> 00:04:46.160]  這個人從神那裏得着祝福
[00:04:46.160 --> 00:04:47.240]  這是第一步
[00:04:47.240 --> 00:04:51.880]  第二步就是這個人不是抱着祝福在自己
[00:04:51.880 --> 00:04:54.080]  而是這個人成爲一個管道
[00:04:54.080 --> 00:04:59.840]  你得到的祝福就通過你傳遞給更多人
[00:04:59.840 --> 00:05:02.560]  我相信神祝福阿伯拉罕
[00:05:02.560 --> 00:05:05.440]  他的目的不是那麼窄
[00:05:05.440 --> 00:05:07.240]  阿伯拉罕我賜福給你
[00:05:07.240 --> 00:05:08.600]  天定發財
[00:05:08.600 --> 00:05:11.160]  你的家族就很興旺
[00:05:11.160 --> 00:05:14.240]  兒孫滿堂
[00:05:14.240 --> 00:05:17.520]  家肥屋養金銀滿屋
[00:05:17.520 --> 00:05:18.960]  不只是這樣
[00:05:18.960 --> 00:05:20.680]  神有更大的心意
[00:05:20.680 --> 00:05:23.000]  就是他要藉着
[00:05:23.000 --> 00:05:25.160]  透過阿伯拉罕
[00:05:25.160 --> 00:05:28.640]  將這些祝福帶給更多人
[00:05:28.640 --> 00:05:29.840]  全世界的人
[00:05:29.840 --> 00:05:31.160]  今天所有的人
[00:05:31.160 --> 00:05:32.880]  無論你是什麼出身
[00:05:32.880 --> 00:05:34.320]  無論你是什麼背景
[00:05:34.320 --> 00:05:35.680]  無論你是什麼語言
[00:05:35.680 --> 00:05:37.480]  無論你是什麼種族
[00:05:37.480 --> 00:05:39.240]  無論你今天的光景是怎樣
[00:05:39.240 --> 00:05:42.880]  這些祝福都遍及所有的人
[00:05:42.880 --> 00:05:45.680]  祝福人的流通管子
[00:05:45.680 --> 00:05:50.600]  就慢慢成爲阿伯拉罕的身份和使命
[00:05:50.600 --> 00:05:52.040]  我一直說阿伯拉罕
[00:05:52.040 --> 00:05:55.280]  可能有些朋友會問
[00:05:55.280 --> 00:05:57.000]  阿伯拉罕和我有什麼關係
[00:05:57.000 --> 00:05:58.480]  幾千年前的人
[00:05:58.480 --> 00:06:00.160]  和我今天有什麼關係呢
[00:06:00.160 --> 00:06:01.400]  有關係的
[00:06:01.400 --> 00:06:02.720]  因爲阿伯拉罕
[00:06:02.720 --> 00:06:04.720]  其實我們每一位信耶穌的人
[00:06:04.720 --> 00:06:07.280]  就是阿伯拉罕的子孫
[00:06:07.280 --> 00:06:11.040]  所以我們就是新的阿伯拉罕
[00:06:11.040 --> 00:06:13.520]  我們的使命和身份
[00:06:13.520 --> 00:06:17.400]  都是祝福人的流通管子
[00:06:17.400 --> 00:06:19.360]  所以神要藉着你
[00:06:19.360 --> 00:06:20.480]  將這些好處
[00:06:20.480 --> 00:06:21.200]  將這些祝福
[00:06:21.200 --> 00:06:22.160]  將這些恩典
[00:06:22.160 --> 00:06:24.040]  帶給其他人
[00:06:24.040 --> 00:06:25.240]  再說多一次
[00:06:25.240 --> 00:06:27.600]  你成爲祝福人的流通管子的意思
[00:06:27.600 --> 00:06:30.040]  就是你要先領受這些恩典
[00:06:30.040 --> 00:06:31.920]  然後將這些恩典透過你
[00:06:31.920 --> 00:06:34.400]  帶給更多更多的人
[00:06:34.400 --> 00:06:36.160]  這些恩典包括什麼呢
[00:06:36.160 --> 00:06:38.520]  想象一下 大家都有的
[00:06:38.520 --> 00:06:42.200]  你今天的生命氣息
[00:06:42.200 --> 00:06:44.720]  今天你的健康狀況
[00:06:44.720 --> 00:06:46.440]  今天你的才幹
[00:06:46.440 --> 00:06:48.280]  今天你的資源
[00:06:48.280 --> 00:06:51.800]  今天你有很多愛你的人
[00:06:51.800 --> 00:06:52.880]  你的家庭
[00:06:52.880 --> 00:06:53.880]  你的配偶
[00:06:53.880 --> 00:06:54.960]  你的兒女
[00:06:54.960 --> 00:06:56.880]  這些全部都是恩典
[00:06:56.880 --> 00:06:57.680]  這些恩典
[00:06:57.680 --> 00:06:58.760]  我們領受到這些恩典
[00:06:58.760 --> 00:07:00.040]  不是我們自己厲害
[00:07:00.040 --> 00:07:01.360]  而是我們自己厲害
[00:07:01.360 --> 00:07:03.800]  這些都是神賜給你的東西
[00:07:03.800 --> 00:07:06.160]  我會說你領受這些恩典的時候
[00:07:06.160 --> 00:07:09.640]  不要忘記這些恩典是從誰來的
[00:07:09.640 --> 00:07:13.960]  弟子們 恩典的源頭是誰
[00:07:13.960 --> 00:07:14.920]  你的答案是對的
[00:07:14.920 --> 00:07:16.560]  大聲點
[00:07:16.560 --> 00:07:17.440]  神
[00:07:17.440 --> 00:07:19.000]  愛的源頭是誰
[00:07:19.000 --> 00:07:19.960]  神
[00:07:19.960 --> 00:07:22.120]  所以記住源頭是誰
[00:07:22.120 --> 00:07:23.520]  不要忘本
[00:07:23.520 --> 00:07:25.000]  今天我們領受這些恩典的時候
[00:07:25.000 --> 00:07:26.840]  我們要貼着源頭
[00:07:26.840 --> 00:07:29.560]  教會其實是我們這個羣體
[00:07:29.560 --> 00:07:30.760]  有一點很特別的
[00:07:30.760 --> 00:07:32.520]  就是我們平時
[00:07:32.520 --> 00:07:34.760]  那些牧者叫你領修
[00:07:34.760 --> 00:07:36.000]  你祈禱
[00:07:36.000 --> 00:07:37.200]  你讀聖經
[00:07:37.200 --> 00:07:38.040]  你親近神
[00:07:38.040 --> 00:07:41.480]  其實就是你貼着那個恩典的源頭
[00:07:41.480 --> 00:07:43.360]  貼着那個愛的源頭
[00:07:43.360 --> 00:07:45.040]  今天我們聚集了
[00:07:45.040 --> 00:07:46.200]  聯合崇拜了
[00:07:46.200 --> 00:07:48.720]  其實不是沒東西做的
[00:07:48.720 --> 00:07:50.640]  不是打發時間的
[00:07:50.640 --> 00:07:52.440]  是我們一起聚集
[00:07:52.440 --> 00:07:55.000]  緊貼那個愛和恩典的源頭
[00:07:55.000 --> 00:07:56.600]  以致我們可以得着能力
[00:07:56.600 --> 00:07:58.400]  可以出去去服侍人
[00:07:58.400 --> 00:08:00.200]  我們有這樣的福分
[00:08:00.200 --> 00:08:02.240]  有這樣的領受
[00:08:02.240 --> 00:08:05.040]  將這些恩典和其他人分享
[00:08:05.040 --> 00:08:06.280]  這個我相信
[00:08:06.280 --> 00:08:09.000]  成爲祝福人的流通管治
[00:08:09.000 --> 00:08:10.960]  神的心意是第一個心意
[00:08:10.960 --> 00:08:12.240]  第二個心意
[00:08:12.240 --> 00:08:14.480]  這個水管
[00:08:14.480 --> 00:08:16.880]  我們樂不樂意分享呢
[00:08:16.880 --> 00:08:17.800]  神第二個心意是
[00:08:17.800 --> 00:08:20.360]  既然你的身份和使命
[00:08:20.360 --> 00:08:22.960]  成爲祝福人的流通管治
[00:08:22.960 --> 00:08:25.080]  會說我們有這個心態
[00:08:25.080 --> 00:08:27.440]  我們是樂意分享
[00:08:27.440 --> 00:08:28.560]  作爲水管
[00:08:28.560 --> 00:08:30.760]  其實特徵是什麼呢
[00:08:30.760 --> 00:08:31.800]  兩個字
[00:08:31.800 --> 00:08:32.960]  流通
[00:08:32.960 --> 00:08:34.200]  什麼叫流通
[00:08:34.200 --> 00:08:35.920]  無阻礙的
[00:08:35.920 --> 00:08:40.040]  讓水從你的身上流出去
[00:08:40.040 --> 00:08:41.920]  流去需要水的地方
[00:08:41.920 --> 00:08:44.240]  所以暢通無阻是很重要的
[00:08:44.240 --> 00:08:45.600]  你想想如果
[00:08:45.600 --> 00:08:47.240]  這個水源塞了
[00:08:47.240 --> 00:08:48.520]  那怎麼辦呢
[00:08:48.520 --> 00:08:50.720]  是暢通無阻
[00:08:50.720 --> 00:08:53.400]  還是完全雨塞呢
[00:08:53.400 --> 00:08:54.680]  暢通無阻
[00:08:54.680 --> 00:08:57.680]  是祝福的必要的階段
[00:08:57.680 --> 00:08:58.720]  所以我們看
[00:08:58.720 --> 00:09:02.840]  今天第二段聖經司徒行選
[00:09:02.840 --> 00:09:03.960]  二十章三十五節
[00:09:03.960 --> 00:09:04.920]  等一會我們一起讀
[00:09:04.920 --> 00:09:06.080]  一二三
[00:09:06.080 --> 00:09:08.920]  凡是給你們作榜樣
[00:09:08.920 --> 00:09:12.880]  叫你們知道應當這樣勞苦
[00:09:12.880 --> 00:09:15.000]  輔助軟弱的人
[00:09:15.000 --> 00:09:17.920]  又當紀念主耶穌的話
[00:09:17.920 --> 00:09:21.560]  說施比授更爲有福
[00:09:21.560 --> 00:09:23.240]  施比授更爲有福
[00:09:23.240 --> 00:09:25.800]  其實大家都聽到很多了
[00:09:25.800 --> 00:09:26.800]  就是說
[00:09:26.800 --> 00:09:29.880]  當你給出去
[00:09:29.880 --> 00:09:30.880]  就不是收東西
[00:09:30.880 --> 00:09:32.400]  當你給出去
[00:09:32.400 --> 00:09:34.520]  就更加蒙福了
[00:09:34.520 --> 00:09:36.200]  大家可能聽慣
[00:09:36.200 --> 00:09:38.080]  但你有沒有發覺
[00:09:38.080 --> 00:09:39.840]  其實這句話
[00:09:39.840 --> 00:09:43.960]  這句話和世界的價值觀是相反的
[00:09:43.960 --> 00:09:46.160]  這個世界的價值觀是什麼
[00:09:46.160 --> 00:09:50.320]  你得到纔有福
[00:09:50.320 --> 00:09:51.800]  你挖到纔有福
[00:09:51.800 --> 00:09:52.120]  爲什麼
[00:09:52.120 --> 00:09:53.920]  因爲你賺大錢
[00:09:53.920 --> 00:09:56.360]  賺到好處纔有福
[00:09:56.360 --> 00:09:58.520]  你收到禮物纔有福
[00:09:58.520 --> 00:10:00.360]  人家幫到你纔有福
[00:10:00.360 --> 00:10:01.280]  不是你幫人
[00:10:01.280 --> 00:10:03.240]  是得到東西纔有福
[00:10:03.240 --> 00:10:05.760]  但耶穌剛剛教導的和我們相反
[00:10:05.760 --> 00:10:08.040]  你給出去更爲有福
[00:10:08.040 --> 00:10:09.640]  那爲什麼呢
[00:10:09.640 --> 00:10:12.480]  其實這個福不是說
[00:10:12.480 --> 00:10:14.360]  那些榮華富貴
[00:10:14.360 --> 00:10:17.200]  物質豐富多到寫的那種福
[00:10:17.200 --> 00:10:18.760]  不只是說這件事
[00:10:18.760 --> 00:10:20.680]  其實他說的福就是
[00:10:20.680 --> 00:10:23.840]  心靈深處裏面
[00:10:23.840 --> 00:10:27.440]  那種平安喜樂和滿足
[00:10:27.440 --> 00:10:28.280]  我再說一次
[00:10:28.280 --> 00:10:30.320]  這個福是在說
[00:10:30.320 --> 00:10:32.520]  心靈深處裏面
[00:10:32.520 --> 00:10:34.440]  如果你留意自己心靈深處
[00:10:34.440 --> 00:10:35.800]  你是需要一些東西的
[00:10:35.800 --> 00:10:39.280]  就是平安喜樂和滿足
[00:10:39.280 --> 00:10:41.760]  我星期五下午就去
[00:10:41.760 --> 00:10:45.640]  大深水埗探望一個伯伯
[00:10:45.640 --> 00:10:47.440]  這個伯伯很特別的
[00:10:47.440 --> 00:10:51.200]  就是他有帕金遜症
[00:10:51.200 --> 00:10:55.000]  帕金遜症他就不是手腳的行動
[00:10:55.000 --> 00:10:56.520]  他是說話
[00:10:56.520 --> 00:10:58.280]  其實坦白說
[00:10:58.280 --> 00:10:59.840]  他又是東莞口音
[00:10:59.840 --> 00:11:00.840]  又是說話
[00:11:00.840 --> 00:11:02.920]  因爲帕金遜症影響他說話
[00:11:02.920 --> 00:11:05.920]  所以基本上我不是聽到他說什麼
[00:11:05.920 --> 00:11:08.520]  另外還有另外一個問題
[00:11:08.520 --> 00:11:12.000]  就是他的聽覺都有問題
[00:11:12.000 --> 00:11:13.640]  所以我發覺跟他談了很久
[00:11:13.640 --> 00:11:15.360]  我覺得他沒什麼反應
[00:11:15.360 --> 00:11:16.480]  一路說的時候
[00:11:16.480 --> 00:11:17.760]  他好像輕了機
[00:11:17.760 --> 00:11:20.440]  定睛地看着電視
[00:11:20.440 --> 00:11:21.840]  我發覺他左耳好一點
[00:11:21.840 --> 00:11:23.040]  就跟着彈過去
[00:11:23.040 --> 00:11:24.200]  跟他左耳說
[00:11:24.200 --> 00:11:25.760]  很大聲地跟他說
[00:11:25.760 --> 00:11:27.320]  雖然是這樣
[00:11:27.320 --> 00:11:29.280]  其實我探訪他那半個小時
[00:11:29.280 --> 00:11:30.920]  那一個小時
[00:11:30.920 --> 00:11:33.600]  基本上他又不是聽到我說什麼
[00:11:33.600 --> 00:11:35.640]  我也不是聽到他說什麼
[00:11:35.640 --> 00:11:36.400]  那怎麼辦呢
[00:11:36.400 --> 00:11:38.160]  整個小時就是這樣打發
[00:11:38.160 --> 00:11:39.960]  但到最後的時候
[00:11:39.960 --> 00:11:40.800]  我跟他說
[00:11:40.800 --> 00:11:41.960]  伯伯
[00:11:41.960 --> 00:11:45.560]  你要不要心境平靜這個祝福
[00:11:45.560 --> 00:11:46.400]  哇
[00:11:46.400 --> 00:11:47.640]  他開頭好像輕了機
[00:11:47.640 --> 00:11:48.760]  突然間說
[00:11:48.760 --> 00:11:49.720]  好啊
[00:11:49.720 --> 00:11:50.400]  要啊
[00:11:50.400 --> 00:11:51.520]  那我爲你祈禱好嗎
[00:11:51.520 --> 00:11:52.720]  好啊
[00:11:52.720 --> 00:11:54.360]  於是就爲他祈禱了
[00:11:54.360 --> 00:11:55.280]  祈完禱之後
[00:11:55.280 --> 00:11:57.080]  他也是沒怎麼出聲
[00:11:57.080 --> 00:11:59.560]  好像輕了機一樣
[00:11:59.560 --> 00:12:01.400]  我臨走的時候
[00:12:01.400 --> 00:12:01.960]  好啊
[00:12:01.960 --> 00:12:03.800]  心境平安的祝福
[00:12:03.800 --> 00:12:04.440]  好啊
[00:12:04.440 --> 00:12:05.480]  就是這樣
[00:12:05.480 --> 00:12:05.960]  記住
[00:12:05.960 --> 00:12:07.000]  今天整個小時
[00:12:07.000 --> 00:12:08.720]  只是這兩句對白
[00:12:08.720 --> 00:12:10.760]  大家明白到大家
[00:12:10.760 --> 00:12:13.800]  你看不看到那種重要
[00:12:13.800 --> 00:12:15.080]  他什麼都聽不到
[00:12:15.080 --> 00:12:15.760]  但是
[00:12:15.760 --> 00:12:17.480]  心境的平安
[00:12:17.480 --> 00:12:19.360]  其實他在說剛纔說的話
[00:12:19.360 --> 00:12:23.040]  心靈深處裏面那種平安
[00:12:23.040 --> 00:12:23.760]  喜樂
[00:12:23.760 --> 00:12:24.640]  等於說
[00:12:24.640 --> 00:12:26.840]  這種心靈深處的平安
[00:12:26.840 --> 00:12:28.040]  喜樂和滿足
[00:12:28.040 --> 00:12:30.720]  我給你多少層樓都買不到
[00:12:30.720 --> 00:12:33.000]  我給你多少資產都買不到
[00:12:33.000 --> 00:12:34.800]  無論你的債券基金
[00:12:34.800 --> 00:12:36.000]  投資
[00:12:36.000 --> 00:12:37.120]  你賺多少錢
[00:12:37.120 --> 00:12:38.160]  都買不到
[00:12:38.160 --> 00:12:39.840]  等於說這個就是
[00:12:39.840 --> 00:12:41.120]  只有
[00:12:41.120 --> 00:12:43.320]  你成爲神
[00:12:43.320 --> 00:12:45.200]  祝福人的流動管治
[00:12:45.200 --> 00:12:47.360]  纔可以收到的東西
[00:12:47.360 --> 00:12:50.560]  所以我們說回這個流通管治的時候
[00:12:50.560 --> 00:12:53.160]  這個管道
[00:12:53.160 --> 00:12:55.640]  剛纔說的最重要的是流通
[00:12:55.640 --> 00:12:56.680]  換句話說
[00:12:56.680 --> 00:13:00.200]  當水一直流通過你流動的時候
[00:13:00.200 --> 00:13:02.960]  那些水就是清熱的
[00:13:02.960 --> 00:13:04.320]  新鮮的
[00:13:04.320 --> 00:13:06.000]  有活力的
[00:13:06.000 --> 00:13:08.240]  那些死水就不會積聚
[00:13:08.240 --> 00:13:10.520]  等於說我們心靈裏面有沒有死水
[00:13:10.520 --> 00:13:12.240]  其實有死水的
[00:13:12.240 --> 00:13:14.560]  那些死水就是那些冷漠
[00:13:14.560 --> 00:13:16.640]  對人沒有feel
[00:13:16.640 --> 00:13:18.800]  沒有感覺
[00:13:18.800 --> 00:13:21.160]  可能自己想自己
[00:13:21.160 --> 00:13:24.040]  可能有很多腐毒
[00:13:24.040 --> 00:13:24.960]  嬲怒
[00:13:24.960 --> 00:13:26.400]  處理不了的東西
[00:13:26.400 --> 00:13:27.080]  但是你記住
[00:13:27.080 --> 00:13:29.600]  那些死水一直積聚的時候
[00:13:29.600 --> 00:13:31.160]  是沒有人開心的
[00:13:31.160 --> 00:13:32.880]  我想大家想象到
[00:13:32.880 --> 00:13:34.800]  當你容許那些死水在你
[00:13:34.800 --> 00:13:35.400]  這個管道
[00:13:35.400 --> 00:13:36.480]  在這個心靈裏積聚
[00:13:36.480 --> 00:13:37.440]  是沒有人開心的
[00:13:37.440 --> 00:13:39.480]  但是神教你一個方法
[00:13:39.480 --> 00:13:40.320]  就是什麼
[00:13:40.320 --> 00:13:41.920]  你分出去
[00:13:41.920 --> 00:13:43.160]  你分出去
[00:13:43.160 --> 00:13:44.920]  慢慢你就會變爲
[00:13:44.920 --> 00:13:46.680]  越來越大方
[00:13:46.680 --> 00:13:49.240]  慢慢你就會越來越開心的
[00:13:49.240 --> 00:13:51.440]  所以大家有沒有聽過一句話
[00:13:51.440 --> 00:13:53.280]  願意分享的人
[00:13:53.280 --> 00:13:56.040]  是世界上最開心的人
[00:13:56.040 --> 00:13:56.720]  你有沒有留意
[00:13:56.720 --> 00:13:58.960]  剛纔Ryan和Samuel
[00:13:58.960 --> 00:14:00.000]  他們一開始
[00:14:00.000 --> 00:14:01.960]  可能每個人都是一樣
[00:14:01.960 --> 00:14:03.040]  包括我少年時代
[00:14:03.040 --> 00:14:04.600]  我都是先想自己
[00:14:04.600 --> 00:14:07.480]  但是當你去到的時候
[00:14:07.480 --> 00:14:10.800]  見到蟑螂都不驚
[00:14:10.800 --> 00:14:12.560]  你怕什麼蟑螂
[00:14:12.560 --> 00:14:14.320]  我很怕
[00:14:14.320 --> 00:14:16.040]  嚇死我
[00:14:16.040 --> 00:14:17.600]  分分鐘它們頂過我
[00:14:17.600 --> 00:14:19.440]  我想彈起都似
[00:14:19.440 --> 00:14:22.280]  但其實不是蟑螂的問題
[00:14:22.280 --> 00:14:24.680]  他是見到人的需要
[00:14:24.680 --> 00:14:26.720]  那些老人家的孤單
[00:14:26.720 --> 00:14:28.960]  很少人說話
[00:14:28.960 --> 00:14:31.760]  我記得我以前探訪過一個老人家
[00:14:31.760 --> 00:14:33.800]  他住一間房
[00:14:33.800 --> 00:14:36.200]  他那個牆
[00:14:36.200 --> 00:14:38.480]  不知爲什麼釘那麼多鉤
[00:14:38.480 --> 00:14:41.600]  一路掛着袋子
[00:14:41.600 --> 00:14:42.920]  那些背心袋
[00:14:42.920 --> 00:14:44.640]  全部都是藥
[00:14:44.640 --> 00:14:46.960]  我們的探訪
[00:14:46.960 --> 00:14:47.400]  不知爲什麼
[00:14:47.400 --> 00:14:48.640]  我們的探訪很特別
[00:14:48.640 --> 00:14:49.920]  那個探訪
[00:14:49.920 --> 00:14:52.080]  他逐個背心袋
[00:14:52.080 --> 00:14:54.200]  拆開它
[00:14:54.200 --> 00:14:55.720]  將藥拿出來
[00:14:55.720 --> 00:14:57.320]  拆開它給我看
[00:14:57.320 --> 00:14:58.440]  實不相瞞
[00:14:58.440 --> 00:14:59.160]  我又不是醫生
[00:14:59.160 --> 00:15:00.480]  其實除了Panadol之外
[00:15:00.480 --> 00:15:02.200]  沒有藥式
[00:15:02.200 --> 00:15:03.640]  但我一開始覺得
[00:15:03.640 --> 00:15:04.320]  幹嘛呀
[00:15:04.320 --> 00:15:06.000]  你那包很差
[00:15:06.000 --> 00:15:08.080]  我想他有超過15個背心袋
[00:15:08.080 --> 00:15:09.960]  逐個拆給我看
[00:15:09.960 --> 00:15:11.680]  我開始明白到
[00:15:11.680 --> 00:15:13.440]  他是想和別人說話
[00:15:13.440 --> 00:15:14.440]  他是想別人
[00:15:14.440 --> 00:15:15.720]  啊
[00:15:15.720 --> 00:15:17.400]  你辛苦啊
[00:15:17.400 --> 00:15:19.080]  總之當我們這樣的時候
[00:15:19.080 --> 00:15:20.640]  我們發覺
[00:15:20.640 --> 00:15:22.680]  原來我們的心靈
[00:15:22.680 --> 00:15:24.840]  已經超越了我的限制
[00:15:24.840 --> 00:15:27.160]  超越了我的自我中心
[00:15:27.160 --> 00:15:30.320]  剛纔Shirley說
[00:15:30.320 --> 00:15:31.800]  開頭見到一些
[00:15:31.800 --> 00:15:33.080]  印庸姐姐
[00:15:33.080 --> 00:15:34.680]  不知怎樣相處
[00:15:34.680 --> 00:15:36.800]  但你開口聽
[00:15:36.800 --> 00:15:38.200]  你就會見到
[00:15:38.200 --> 00:15:40.280]  你就進到別人的故事裏面
[00:15:40.280 --> 00:15:41.840]  你就見到別人的心靈
[00:15:41.840 --> 00:15:43.600]  你就明白更多人
[00:15:43.600 --> 00:15:46.880]  這些是祝福來的
[00:15:46.880 --> 00:15:48.400]  昨天星期六
[00:15:48.400 --> 00:15:49.800]  有位姐妹Kelly
[00:15:49.800 --> 00:15:51.600]  少年人分享
[00:15:51.600 --> 00:15:52.840]  她其實去探麗德村
[00:15:52.840 --> 00:15:54.720]  一間五金局的伯伯
[00:15:54.720 --> 00:15:57.320]  她一心就想探訪人
[00:15:57.320 --> 00:15:58.560]  爲人討告
[00:15:58.560 --> 00:15:59.720]  去祝福人
[00:15:59.720 --> 00:16:00.960]  關心人
[00:16:00.960 --> 00:16:03.040]  誰知道那個伯伯
[00:16:03.040 --> 00:16:06.120]  林康威和她說
[00:16:06.120 --> 00:16:07.280]  你們少年人
[00:16:07.280 --> 00:16:09.960]  記住不要跳樓
