
[00:00:00.000 --> 00:00:09.000]  今日的福音書經課就是剛剛我們聽執事讀出這段經文
[00:02:44.000 --> 00:02:48.000]  這是人之常情
[00:02:48.000 --> 00:02:50.000]  作為一間一百二十年的教會
[00:02:50.000 --> 00:02:54.000]  如果今天由你去代表元朗堂
[00:02:54.000 --> 00:02:56.000]  站在耶穌面前說「我代表元朗堂」
[00:02:56.000 --> 00:02:59.000]  「我們一百二十年做了很多事」
[00:02:59.000 --> 00:03:03.000]  「我想求耶穌你給些東西給元朗堂」
[00:03:03.000 --> 00:03:05.000]  代表著元朗堂
[00:03:05.000 --> 00:03:07.000]  求耶穌
[00:03:07.000 --> 00:03:10.000]  一百二十年,不簡單的
[00:03:10.000 --> 00:03:13.000]  做了很多事
[00:03:13.000 --> 00:03:19.000]  「你可不可以給些好處給我」
[00:03:19.000 --> 00:03:23.000]  「其實我為你做了很多事」
[00:03:23.000 --> 00:03:25.000]  會不會是這樣?
[00:03:25.000 --> 00:03:27.000]  有時我都會問
[00:03:27.000 --> 00:03:29.000]  「我做了牧師三十年」
[00:03:29.000 --> 00:03:31.000]  「我一九八八年按立」
[00:03:31.000 --> 00:03:34.000]  「今年剛剛是三十週年」
[00:03:34.000 --> 00:03:37.000]  「我做了牧師三十年」
[00:03:37.000 --> 00:03:40.000]  會不會在祈禱時問
[00:03:40.000 --> 00:03:43.000]  「我退休也多些東西」
[00:03:43.000 --> 00:03:49.000]  「身體健康」等等
[00:03:49.000 --> 00:03:52.000]  可能是人之常情
[00:03:52.000 --> 00:03:56.000]  覺得自己付出了很多
[00:03:56.000 --> 00:04:00.000]  主啊,你應該答應我
[00:04:00.000 --> 00:04:04.000]  向你求的東西
[00:04:04.000 --> 00:04:06.000]  所以耶穌說
[00:04:06.000 --> 00:04:08.000]  「那你想求些甚麼呢」
[00:04:08.000 --> 00:04:10.000]  於是祂就開口
[00:04:10.000 --> 00:04:11.000]  開價
[00:04:11.000 --> 00:04:14.000]  說得難聽一點,開價
[00:04:14.000 --> 00:04:16.000]  「我們兩個都做了很多」
[00:04:16.000 --> 00:04:18.000]  「所以左右這兩個位都給我們」
[00:04:18.000 --> 00:04:23.000]  「給得就不夠好」
[00:04:23.000 --> 00:04:24.000]  其實我告訴大家
[00:04:24.000 --> 00:04:27.000]  如果你看這段經文前一點
[00:04:27.000 --> 00:04:29.000]  第十章前面那部分
[00:04:29.000 --> 00:04:31.000]  彼得都問過同一個問題
[00:04:31.000 --> 00:04:33.000]  主啊,我為你做了
[00:04:33.000 --> 00:04:35.000]  撇下了很多東西給你
[00:04:35.000 --> 00:04:38.000]  今世我是否應該拿些東西
[00:04:38.000 --> 00:04:40.000]  你看看這段經文前面那部分
[00:04:40.000 --> 00:04:43.000]  其實彼得已經問了
[00:04:43.000 --> 00:04:48.000]  輪到雅各和約翰都會問
[00:04:48.000 --> 00:04:50.000]  耶穌的答案是甚麼呢?
[00:04:50.000 --> 00:04:52.000]  祂說
[00:04:52.000 --> 00:04:56.000]  「你知不知道你在求些甚麼」
[00:04:56.000 --> 00:04:59.000]  然後耶穌說
[00:04:59.000 --> 00:05:02.000]  「我所喝的杯,你們可不可以喝」
[00:05:02.000 --> 00:05:05.000]  「我所受的洗,你們可不可以受」
[00:05:05.000 --> 00:05:08.000]  當然這裏不是說耶穌設立聖餐的杯
[00:05:08.000 --> 00:05:10.000]  也不是說耶穌在約旦河
[00:05:10.000 --> 00:05:16.000]  接受施洗約翰的洗禮
[00:05:16.000 --> 00:05:22.000]  這裏是說耶穌的杯就是苦杯
[00:05:22.000 --> 00:05:25.000]  是祂將要受苦
[00:05:25.000 --> 00:05:27.000]  是舊約斯人所說的
[00:05:27.000 --> 00:05:32.000]  為主喝的苦杯
[00:05:32.000 --> 00:05:34.000]  耶穌所受的洗
[00:05:34.000 --> 00:05:39.000]  不是說祂在約旦河受約翰的洗禮
[00:05:39.000 --> 00:05:41.000]  而是說
[00:05:41.000 --> 00:05:46.000]  祂好像猶太人經歷水的考驗
[00:05:46.000 --> 00:05:49.000]  進入到紅海裏
[00:05:49.000 --> 00:05:51.000]  其實耶穌來到這個世界
[00:05:51.000 --> 00:05:53.000]  祂成為人
[00:05:53.000 --> 00:05:56.000]  祂完全認同
[00:05:56.000 --> 00:05:58.000]  成為一個人
[00:05:58.000 --> 00:06:06.000]  生命要面對甚麼挑戰、艱難、苦楚、攻擊
[00:06:06.000 --> 00:06:08.000]  這個洗的意思是這樣的意思
[00:06:08.000 --> 00:06:16.000]  在一種經歷艱難、生命挑戰的一刻
[00:06:16.000 --> 00:06:22.000]  耶穌說的是這些
[00:06:22.000 --> 00:06:25.000]  祂說「行,我一定行」
[00:06:25.000 --> 00:06:29.000]  有少許信口開河
[00:06:29.000 --> 00:06:37.000]  耶穌說「好吧,我要喝的杯,我要受的洗
[00:06:37.000 --> 00:06:41.000]  我要承擔人類的苦難
[00:06:41.000 --> 00:06:43.000]  我要經歷人類的痛苦
[00:06:43.000 --> 00:06:47.000]  你們作為我的門徒
[00:06:47.000 --> 00:06:49.000]  你都要好像我一樣
[00:06:49.000 --> 00:06:52.000]  不過你剛才跟我說那些求的東西
[00:06:52.000 --> 00:06:53.000]  對不起,我給不到你
[00:06:53.000 --> 00:06:55.000]  天父才可以給你
[00:06:55.000 --> 00:06:58.000]  天父給你甚麼是天父的事
[00:06:58.000 --> 00:07:02.000]  不是我可以拿主意的
[00:07:02.000 --> 00:07:04.000]  這個就是耶穌的答案
[00:07:04.000 --> 00:07:08.000]  耶穌對於那些向祂求的人
[00:07:08.000 --> 00:07:10.000]  那些跟從祂
[00:07:10.000 --> 00:07:13.000]  跟從了一段時間
[00:07:13.000 --> 00:07:15.000]  認為自己是很忠心的人
[00:07:15.000 --> 00:07:16.000]  耶穌告訴他
[00:07:16.000 --> 00:07:18.000]  你要繼續好像我一樣
[00:07:18.000 --> 00:07:21.000]  行十字架的道路
[00:07:21.000 --> 00:07:24.000]  至於天父何時給你甚麼
[00:07:24.000 --> 00:07:27.000]  天父有他的決定
[00:07:27.000 --> 00:07:29.000]  我作為人子
[00:07:29.000 --> 00:07:35.000]  我是信服天父的旨意
[00:07:35.000 --> 00:07:40.000]  耶穌強調的就是他的門徒要知道
[00:07:40.000 --> 00:07:43.000]  他的門徒應該要好像他一樣
[00:07:43.000 --> 00:07:45.000]  為福音勞苦
[00:07:45.000 --> 00:07:48.000]  為天父的旨意而犧牲
[00:07:48.000 --> 00:07:52.000]  為見證真理而忍受困苦
[00:07:52.000 --> 00:07:54.000]  他經歷過
[00:07:54.000 --> 00:07:55.000]  作為他的門徒
[00:07:55.000 --> 00:07:56.000]  被稱為基督徒的人
[00:07:56.000 --> 00:08:04.000]  都不能免除這個責任
[00:08:04.000 --> 00:08:08.000]  承擔
[00:08:08.000 --> 00:08:11.000]  這個是今天我們要學的
[00:08:11.000 --> 00:08:14.000]  又或者說我勉勵每一個
[00:08:14.000 --> 00:08:17.000]  無論是否元朗堂的弟兄姊妹
[00:08:17.000 --> 00:08:19.000]  或者在座當中的
[00:08:19.000 --> 00:08:22.000]  中華基督教會的弟兄姊妹
[00:08:22.000 --> 00:08:26.000]  教會裏面的眾弟兄姊妹
[00:08:26.000 --> 00:08:28.000]  我們作為跟從基督的人
[00:08:28.000 --> 00:08:34.000]  基督要走的路就是我們要走的路
[00:08:34.000 --> 00:08:35.000]  我們向祂求的
[00:08:35.000 --> 00:08:38.000]  就是在走這些路上有祂的同在
[00:08:38.000 --> 00:08:41.000]  就可以了
[00:08:41.000 --> 00:08:42.000]  所以凡是跟從祂的人
[00:08:42.000 --> 00:08:46.000]  應該只是考慮勞苦和犧牲
[00:08:46.000 --> 00:08:49.000]  而不應該斤斤計較
[00:08:49.000 --> 00:08:53.000]  下一個星期、下一年
[00:08:53.000 --> 00:09:00.000]  未來我們有什麼獎賞
[00:09:00.000 --> 00:09:02.000]  不如我說得白一點
[00:09:02.000 --> 00:09:04.000]  如果我說
[00:09:04.000 --> 00:09:08.000]  做基督徒的人是越做越辛苦的
[00:09:08.000 --> 00:09:12.000]  那你值不值得做呢?
[00:09:12.000 --> 00:09:16.000]  越做越辛苦
[00:09:16.000 --> 00:09:21.000]  這個才是基督徒
[00:09:21.000 --> 00:09:24.000]  經文的第二個部分
[00:09:24.000 --> 00:09:26.000]  耶穌趁這個機會
[00:09:26.000 --> 00:09:29.000]  也看到其餘十個門徒很不滿意
[00:09:29.000 --> 00:09:31.000]  說為什麼我們
[00:09:31.000 --> 00:09:34.000]  那些好處好像被你們兩個分了
[00:09:34.000 --> 00:09:38.000]  於是他們就不高興
[00:09:38.000 --> 00:09:40.000]  耶穌就教導他們
[00:09:40.000 --> 00:09:44.000]  十二個人都教導他們
[00:09:44.000 --> 00:09:51.000]  耶穌說在你們中間不要這樣
[00:09:51.000 --> 00:09:53.000]  你們誰想做領袖的
[00:09:53.000 --> 00:09:58.000]  就要做眾人的僕人
[00:09:58.000 --> 00:10:02.000]  我想很多基督徒都聽過
[00:10:02.000 --> 00:10:04.000]  有些學校的校訓
[00:10:04.000 --> 00:10:07.000]  有些機構的格言
[00:10:07.000 --> 00:10:12.000]  都是用「非以逆人,乃逆於人」
[00:10:12.000 --> 00:10:13.000]  不過我說得白一點
[00:10:13.000 --> 00:10:14.000]  在當中各位
[00:10:14.000 --> 00:10:16.000]  無論你做什麼工作
[00:10:16.000 --> 00:10:22.000]  你有沒有想過你越做越低級?
[00:10:22.000 --> 00:10:23.000]  今年是這個級
[00:10:23.000 --> 00:10:26.000]  下一年當然是上升級
[00:10:26.000 --> 00:10:29.000]  誰知下一年就降級
[00:10:29.000 --> 00:10:31.000]  世上不會這樣
[00:10:31.000 --> 00:10:33.000]  我們做人不會這樣
[00:10:33.000 --> 00:10:38.000]  當然要步步高升
[00:10:38.000 --> 00:10:40.000]  但耶穌的說法是相反的
[00:10:40.000 --> 00:10:44.000]  你想高,請你做低一點
[00:10:44.000 --> 00:10:50.000]  越是卑微
[00:10:50.000 --> 00:10:52.000]  越是想做領袖的
[00:10:52.000 --> 00:10:55.000]  就越應該要卑微
[00:10:55.000 --> 00:11:01.000]  做僕人
[00:11:01.000 --> 00:11:03.000]  我們不會向耶穌求
[00:11:03.000 --> 00:11:07.000]  耶穌說求你比我越做越低
[00:11:07.000 --> 00:11:10.000]  我們更加不會求耶穌
[00:11:10.000 --> 00:11:13.000]  求你比我越做越辛苦
[00:11:13.000 --> 00:11:17.000]  但這就是耶穌的教訓
[00:11:17.000 --> 00:11:26.000]  誰願為首就要做眾人的僕人
[00:11:26.000 --> 00:11:30.000]  一百二十年前
[00:11:30.000 --> 00:11:32.000]  黃淑芳先生
[00:11:32.000 --> 00:11:36.000]  其實應該更早
[00:11:36.000 --> 00:11:38.000]  她是區會百周年會慶
[00:11:38.000 --> 00:11:40.000]  大家可能在座當中
[00:11:40.000 --> 00:11:43.000]  很多元朗堂弟姐妹都有參與
[00:11:43.000 --> 00:11:48.000]  我們有十幾個宣教士的介紹
[00:11:48.000 --> 00:11:54.000]  其中一位是黃淑芳先生
[00:11:54.000 --> 00:11:59.000]  她是新界傳道會成立的時候
[00:11:59.000 --> 00:12:01.000]  第一個被差派來新界
[00:12:01.000 --> 00:12:03.000]  所以也是元朗堂的創立人
[00:12:03.000 --> 00:12:06.000]  當然她當時除了她之外
[00:12:06.000 --> 00:12:10.000]  還有威禮士牧師
[00:12:10.000 --> 00:12:11.000]  時間有限
[00:12:11.000 --> 00:12:17.000]  我不能夠說太長她的經歷
[00:12:17.000 --> 00:12:22.000]  最初她在哪裡工作呢?
[00:12:22.000 --> 00:12:24.000]  她原本在家鄉佛山
[00:12:24.000 --> 00:12:26.000]  她信了主之後
[00:12:26.000 --> 00:12:29.000]  後來接受訓練
[00:12:29.000 --> 00:12:32.000]  倫敦會就派她來香港
[00:12:32.000 --> 00:12:36.000]  大概1894年
[00:12:36.000 --> 00:12:39.000]  即是她來新界之前四年
[00:12:39.000 --> 00:12:42.000]  她最初在油麻地福音堂工作
[00:12:42.000 --> 00:12:44.000]  做了兩年升級
[00:12:44.000 --> 00:12:46.000]  可以說是升級
[00:12:46.000 --> 00:12:50.000]  就去灣仔福音堂做堂主任
[00:12:50.000 --> 00:12:52.000]  一年不是兩年
[00:12:52.000 --> 00:12:56.000]  即是1895年
[00:12:56.000 --> 00:13:01.000]  1894年她在油麻地福音堂侍奉
[00:13:01.000 --> 00:13:08.000]  接著第二年派她去灣仔福音堂做堂主任
[00:13:08.000 --> 00:13:12.000]  當新界地區拓展的時候
[00:13:12.000 --> 00:13:16.000]  當時倫敦會駐香港的代表
[00:13:16.000 --> 00:13:18.000]  皮曉是牧師
[00:13:18.000 --> 00:13:20.000]  看遍那麼多傳道人之中
[00:13:20.000 --> 00:13:24.000]  就覺得黃淑芳最好
[00:13:24.000 --> 00:13:26.000]  就推薦黃淑芳
[00:13:26.000 --> 00:13:28.000]  發展新界的傳道工作
[00:13:28.000 --> 00:13:30.000]  其實黃淑芳最初想推的
[00:13:30.000 --> 00:13:32.000]  她覺得自己不行
[00:13:32.000 --> 00:13:35.000]  經驗很有限
[00:13:35.000 --> 00:13:41.000]  但最終她因嚴
[00:13:41.000 --> 00:13:43.000]  信服上主的旨意
[00:13:43.000 --> 00:13:46.000]  憑著信心接受差派
[00:13:46.000 --> 00:13:50.000]  不能做堂主任
[00:13:50.000 --> 00:13:53.000]  下面沒有人聽你的差派
[00:13:53.000 --> 00:13:56.000]  隻身就來新界
[00:13:56.000 --> 00:13:58.000]  不是做僕人做甚麼
[00:13:58.000 --> 00:14:01.000]  是做僕人
[00:14:01.000 --> 00:14:04.000]  當她將接受差派的消息
[00:14:04.000 --> 00:14:07.000]  跟她太太說的時候
[00:14:07.000 --> 00:14:11.000]  她太太這樣說
[00:14:11.000 --> 00:14:13.000]  其實是很現實
[00:14:13.000 --> 00:14:15.000]  她說我們一家
[00:14:15.000 --> 00:14:17.000]  當時她已經有疑慮
[00:14:17.000 --> 00:14:21.000]  我們一家從佛山搬到香港
[00:14:21.000 --> 00:14:22.000]  在九龍住了一年
[00:14:22.000 --> 00:14:28.000]  又搬到香港即是灣仔
[00:14:28.000 --> 00:14:31.000]  現在你又要出門?
[00:14:31.000 --> 00:14:35.000]  去那個地方我都不知道是哪裡
[00:14:35.000 --> 00:14:36.000]  你又要出門?
[00:14:36.000 --> 00:14:39.000]  我很擔心
[00:14:39.000 --> 00:14:42.000]  黃淑芳怎樣回答?
[00:14:42.000 --> 00:14:44.000]  她說這是天父的旨意
[00:14:44.000 --> 00:14:46.000]  他要我做甚麼
[00:14:46.000 --> 00:14:48.000]  我就要盡力去做
[00:14:48.000 --> 00:14:52.000]  我是一個僕人
[00:14:52.000 --> 00:14:57.000]  全能的天父必然會看顧引導我們
[00:14:57.000 --> 00:14:59.000]  你不要忘記聖經說
[00:14:59.000 --> 00:15:03.000]  不要怕只要信
[00:15:03.000 --> 00:15:08.000]  於是她的太太就要照顧
[00:15:08.000 --> 00:15:12.000]  她說我答應你
[00:15:12.000 --> 00:15:14.000]  聖誕前我希望六個月
[00:15:14.000 --> 00:15:16.000]  聖誕之前我會回來
[00:15:16.000 --> 00:15:20.000]  她跟她太太說1898年
[00:15:20.000 --> 00:15:27.000]  她打算要去半年
[00:15:27.000 --> 00:15:31.000]  這些資料是我在她的女兒
[00:15:31.000 --> 00:15:34.000]  黃玉梅執事所寫的書裏面
[00:15:34.000 --> 00:15:37.000]  引用出來
[00:15:37.000 --> 00:15:41.000]  書裏面的結束是有一句說話
[00:15:41.000 --> 00:15:45.000]  就是黃淑芳太太聽完之後點頭
[00:15:45.000 --> 00:15:51.000]  然後在她心裏浮現了一首聖詩
[00:15:51.000 --> 00:15:52.000]  這首聖詩是
[00:15:52.000 --> 00:15:56.000]  耶穌令我,我真喜歡
[00:15:56.000 --> 00:16:03.000]  夢主引導,心中平安
[00:16:03.000 --> 00:16:06.000]  黃淑芳先生就是一個僕人
[00:16:06.000 --> 00:16:11.000]  一個謙卑的僕人
[00:16:11.000 --> 00:16:16.000]  福音使他感覺到
[00:16:16.000 --> 00:16:21.000]  他所求的不是要做高位
[00:16:21.000 --> 00:16:26.000]  反而他承擔這個責任
[00:16:26.000 --> 00:16:33.000]  是要為使更多人得聞福音
[00:16:33.000 --> 00:16:37.000]  耶穌吩咐他的門徒
[00:16:37.000 --> 00:16:41.000]  人子來並不是要受人的服侍
[00:16:41.000 --> 00:16:42.000]  乃是要服侍人
[00:16:42.000 --> 00:16:44.000]  並且要捨命作多人的贖價
[00:16:44.000 --> 00:16:48.000]  這就是人子的十字架的使命
[00:16:48.000 --> 00:16:52.000]  十字架的使命就是做僕人
[00:16:52.000 --> 00:16:56.000]  十字架的使命就是將生命擺上
[00:16:56.000 --> 00:16:59.000]  今日我們的教會
[00:16:59.000 --> 00:17:04.000]  因為聖靈感動很多的先賢
[00:17:04.000 --> 00:17:08.000]  擺上了自己甘願做僕人
[00:17:08.000 --> 00:17:13.000]  使我們的教會一百二十年來
[00:17:13.000 --> 00:17:15.000]  在元朗這個社區
[00:17:15.000 --> 00:17:16.000]  做了很多福音的工作
[00:17:16.000 --> 00:17:21.000]  帶領很多人歸住
[00:17:21.000 --> 00:17:26.000]  讓我們的教會繼續成為僕人的教會
[00:17:26.000 --> 00:17:30.000]  做僕人的教會就是要做福音的僕人
[00:17:30.000 --> 00:17:33.000]  為福音的緣故
[00:17:33.000 --> 00:17:36.000]  我們將生命擺上
[00:17:36.000 --> 00:17:42.000]  被主使用
[00:17:42.000 --> 00:17:44.000]  可能大家有留意過
[00:17:44.000 --> 00:17:49.000]  早前即是今年年初的時候
[00:17:49.000 --> 00:17:52.000]  在報紙登載了
[00:17:52.000 --> 00:17:56.000]  就是美國的大法官
[00:17:56.000 --> 00:17:58.000]  被邀請去哈佛大學演講的時候
[00:17:58.000 --> 00:18:04.000]  他講過一篇演講
[00:18:04.000 --> 00:18:13.000]  約翰·羅拔茲是美國最高法院第十七任的首席大法官
[00:18:13.000 --> 00:18:18.000]  他被邀請去哈佛大學演講
[00:18:18.000 --> 00:18:22.000]  他整篇的演講是比較長
[00:18:22.000 --> 00:18:25.000]  我只是引用最後的部分
[00:18:25.000 --> 00:18:27.000]  他對著一班哈佛大學的畢業生
[00:18:27.000 --> 00:18:30.000]  大家都知道是尖子
[00:18:30.000 --> 00:18:32.000]  進了哈佛大學畢業的
[00:18:32.000 --> 00:18:36.000]  都是一些很厲害的人
[00:18:36.000 --> 00:18:42.000]  可能一畢業就已經有高薪厚職等著他們
[00:18:42.000 --> 00:18:45.000]  他跟那班畢業生這樣說
[00:18:45.000 --> 00:18:47.000]  他說很多年來
[00:18:47.000 --> 00:18:49.000]  大法官的講法
[00:18:49.000 --> 00:18:54.000]  我認識了很多像你們一樣的年輕人
[00:18:54.000 --> 00:18:59.000]  我知道你們都是非常優秀的
[00:18:59.000 --> 00:19:03.000]  受到人的注目
[00:19:03.000 --> 00:19:06.000]  但是請你記住
[00:19:06.000 --> 00:19:08.000]  當你一踏出這個校園
[00:19:08.000 --> 00:19:10.000]  當你進到社會的時候
[00:19:10.000 --> 00:19:16.000]  你不要再記起你在哈佛怎樣威風
[00:19:16.000 --> 00:19:19.000]  我奉勸你們
[00:19:19.000 --> 00:19:24.000]  切勿表現得高高在上
[00:19:24.000 --> 00:19:29.000]  當你看到有些人掃地、剷樹、倒垃圾的時候
[00:19:29.000 --> 00:19:33.000]  請你不要看低他們
[00:19:33.000 --> 00:19:36.000]  遇到那些不認識你的人的時候
[00:19:36.000 --> 00:19:41.000]  跟他微笑打招呼
[00:19:41.000 --> 00:19:45.000]  這樣,人家就認識你是一個
[00:19:45.000 --> 00:19:47.000]  能夠向人微笑打招呼
[00:19:47.000 --> 00:19:59.000]  懂得欣賞不同的人為社會有貢獻的人
[00:19:59.000 --> 00:20:05.000]  我們的教會是耶穌基督的教會
[00:20:05.000 --> 00:20:11.000]  基督徒的生命是有耶穌基督的生命在我們當中
[00:20:11.000 --> 00:20:16.000]  基督徒應該以生命影響生命
[00:20:16.000 --> 00:20:20.000]  教堂的弟兄姊妹都應該
[00:20:20.000 --> 00:20:23.000]  在你工作和生活的場所
[00:20:23.000 --> 00:20:25.000]  以生命影響生命
[00:20:25.000 --> 00:20:35.000]  改變這個世界唯利是圖追求權位的風氣
[00:20:35.000 --> 00:20:45.000]  讓我們去關懷那些弱小的、貧窮的、困苦的、迷失的
[00:20:45.000 --> 00:20:52.000]  將更多的人帶到耶穌基督的面前
[00:20:52.000 --> 00:20:55.000]  當我們做僕人的時候
[00:20:55.000 --> 00:20:58.000]  我相信聖靈會使用我們
[00:20:58.000 --> 00:21:03.000]  讓我們的教會成為一個榮耀基督的教會
[00:21:03.000 --> 00:21:05.000]  感恩
